#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_WT_Th1-pval-0.05_dn.bed
NR20954--MA0599.1.KLF5	chr15	31117642	31117651	-	0.000	0.000	Merged-chr15-31117559-26
NR53867--MA0599.1.KLF5	chr6	145249631	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR49530--MA0741.1.KLF16	chr5	139290673	139290683	+	0.000	0.000	Merged-chr5-139290875-38
NR47856--MA0599.1.KLF5	chr5	112239791	112239800	-	0.000	0.000	Merged-chr5-112239781-12
NR53866--MA1107.1.KLF9	chr6	145249540	145249552	-	0.000	0.000	Merged-chr6-145249454-6
NR17773--MA1107.1.KLF9	chr13	109239169	109239181	-	0.000	0.000	Merged-chr13-109239401-35
NR47580--MA0742.1.Klf12	chr5	105541185	105541199	+	0.000	0.000	Merged-chr5-105541026-23
NR33704--MA0599.1.KLF5	chr2	39009187	39009196	+	0.000	0.000	Merged-chr2-39009126-39
NR47846--MA0039.3.KLF4	chr5	112239639	112239649	-	0.000	0.000	Merged-chr5-112239781-12
NR50288--MA1107.1.KLF9	chr5	149594186	149594198	+	0.000	0.000	Merged-chr5-149594297-11
