#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_up.bed
NR55976--MA1107.1.KLF9	chr6	89286771	89286783	+	0.000	0.000	Merged-chr6-89286978-37
NR67250--MA0741.1.KLF16	chr9	83446123	83446133	+	0.000	0.000	Merged-chr9-83446152-4
NR68027--MA0741.1.KLF16	chr9	110461494	110461504	-	0.000	0.000	Merged-chr9-110461339-53
NR48634--MA0493.1.Klf1	chr4	140833017	140833027	-	0.000	0.000	Merged-chr4-140833040-18
NR29934--MA0742.1.Klf12	chr17	52569688	52569702	-	0.000	0.000	Merged-chr17-52569832-16
NR12254--MA1107.1.KLF9	chr11	100862017	100862029	+	0.000	0.000	Merged-chr11-100861973-17
NR4208--MA0599.1.KLF5	chr1	171961611	171961620	+	0.000	0.000	Merged-chr1-171961701-8
NR53564--MA0657.1.KLF13	chr5	140208908	140208925	+	0.000	0.000	Merged-chr5-140208912-49
NR49169--MA0493.1.Klf1	chr4	155050347	155050357	+	0.000	0.000	Merged-chr4-155050218-26
NR1949--MA1107.1.KLF9	chr1	88720900	88720912	+	0.000	0.000	Merged-chr1-88720923-30
NR47274--MA0740.1.KLF14	chr4	101419686	101419699	-	0.000	0.000	Merged-chr4-101419713-70
NR33506--MA0741.1.KLF16	chr18	82532269	82532279	-	0.000	0.000	Merged-chr18-82532131-16
NR65735--MA0657.1.KLF13	chr9	20610045	20610062	+	0.000	0.000	Merged-chr9-20609876-14
NR2730--MA1107.1.KLF9	chr1	127796443	127796455	-	0.000	0.000	Merged-chr1-127796546-56
NR1996--MA0741.1.KLF16	chr1	91095600	91095610	-	0.000	0.000	Merged-chr1-91095433-53
NR57298--MA0657.1.KLF13	chr6	134183956	134183973	+	0.000	0.000	Merged-chr6-134184108-53
NR52507--MA0741.1.KLF16	chr5	118661942	118661952	+	0.000	0.000	Merged-chr5-118661904-17
NR62532--MA0493.1.Klf1	chr8	22757685	22757695	+	0.000	0.000	Merged-chr8-22757594-30
NR36115--MA1107.1.KLF9	chr2	32553886	32553898	-	0.000	0.000	Merged-chr2-32553962-47
NR6303--MA0599.1.KLF5	chr10	42699263	42699272	+	0.000	0.000	Merged-chr10-42699170-35
NR22915--MA0741.1.KLF16	chr15	25269716	25269726	-	0.000	0.000	Merged-chr15-25269773-79
NR44275--MA0741.1.KLF16	chr3	144412966	144412976	+	0.000	0.000	Merged-chr3-144412864-41
NR6319--MA0740.1.KLF14	chr10	42849025	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR14538--MA0493.1.Klf1	chr12	73647844	73647854	-	0.000	0.000	Merged-chr12-73647879-51
NR9585--MA1107.1.KLF9	chr10	128940594	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR21559--MA0599.1.KLF5	chr14	84443429	84443438	+	0.000	0.000	Merged-chr14-84443299-57
NR46064--MA0741.1.KLF16	chr4	47011200	47011210	-	0.000	0.000	Merged-chr4-47011023-46
NR13152--MA1107.1.KLF9	chr12	8351293	8351305	-	0.000	0.000	Merged-chr12-8351458-49
NR52311--MA0741.1.KLF16	chr5	113873341	113873351	-	0.000	0.000	Merged-chr5-113873174-24
NR2735--MA1107.1.KLF9	chr1	127796461	127796473	-	0.000	0.000	Merged-chr1-127796546-56
NR29364--MA0493.1.Klf1	chr17	34287839	34287849	+	0.000	0.000	Merged-chr17-34287917-16
NR62770--MA0741.1.KLF16	chr8	34398001	34398011	+	0.000	0.000	Merged-chr8-34397971-66
NR67093--MA0741.1.KLF16	chr9	77683657	77683667	+	0.000	0.000	Merged-chr9-77683679-29
NR10694--MA0599.1.KLF5	chr11	54936436	54936445	-	0.000	0.000	Merged-chr11-54936551-30
NR55686--MA1107.1.KLF9	chr6	81987081	81987093	+	0.000	0.000	Merged-chr6-81987223-26
NR58057--MA0599.1.KLF5	chr7	4964460	4964469	+	0.000	0.000	Merged-chr7-4964465-28
NR9912--MA1107.1.KLF9	chr11	16558805	16558817	-	0.000	0.000	Merged-chr11-16558983-1
NR736--MA0493.1.Klf1	chr1	36920565	36920575	+	0.000	0.000	Merged-chr1-36920402-81
NR1995--MA0493.1.Klf1	chr1	91095350	91095360	-	0.000	0.000	Merged-chr1-91095433-53
NR63927--MA0741.1.KLF16	chr8	76902242	76902252	+	0.000	0.000	Merged-chr8-76902143-41
NR15503--MA0740.1.KLF14	chr12	109438213	109438226	+	0.000	0.000	Merged-chr12-109438029-53
NR20902--MA0039.3.KLF4	chr14	55086052	55086062	+	0.000	0.000	Merged-chr14-55086185-11
NR24487--MA0039.3.KLF4	chr15	81101521	81101531	-	0.000	0.000	Merged-chr15-81101494-9
NR34425--MA0599.1.KLF5	chr19	36384695	36384704	+	0.000	0.000	Merged-chr19-36384536-37
NR37401--MA0657.1.KLF13	chr2	79124385	79124402	-	0.000	0.000	Merged-chr2-79124485-40
NR7868--MA0599.1.KLF5	chr10	84904054	84904063	+	0.000	0.000	Merged-chr10-84904074-24
NR7833--MA0740.1.KLF14	chr10	84440703	84440716	+	0.000	0.000	Merged-chr10-84440807-71
NR33563--MA0742.1.Klf12	chr18	83993536	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR61730--MA0599.1.KLF5	chr7	136894458	136894467	+	0.000	0.000	Merged-chr7-136894538-85
NR52660--MA0742.1.Klf12	chr5	122548896	122548910	-	0.000	0.000	Merged-chr5-122548864-15
NR9908--MA1107.1.KLF9	chr11	16558797	16558809	-	0.000	0.000	Merged-chr11-16558983-1
NR231--MA0599.1.KLF5	chr1	13426974	13426983	-	0.000	0.000	Merged-chr1-13426973-84
NR6321--MA0493.1.Klf1	chr10	42849028	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR30773--MA0599.1.KLF5	chr17	80479370	80479379	-	0.000	0.000	Merged-chr17-80479314-1
NR52303--MA0741.1.KLF16	chr5	113873333	113873343	-	0.000	0.000	Merged-chr5-113873174-24
NR39551--MA1107.1.KLF9	chr2	157119279	157119291	-	0.000	0.000	Merged-chr2-157119108-55
NR69655--MA0741.1.KLF16	chrX	166329053	166329063	-	0.000	0.000	Merged-chrX-166329162-24
NR44342--MA0039.3.KLF4	chr3	146004978	146004988	-	0.000	0.000	Merged-chr3-146004832-23
NR14923--MA1107.1.KLF9	chr12	88472042	88472054	+	0.000	0.000	Merged-chr12-88472096-45
NR39986--MA0493.1.Klf1	chr2	168159010	168159020	+	0.000	0.000	Merged-chr2-168159188-34
NR61588--MA0741.1.KLF16	chr7	129774305	129774315	+	0.000	0.000	Merged-chr7-129774380-36
NR6769--MA0493.1.Klf1	chr10	61233349	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR56024--MA0741.1.KLF16	chr6	90629686	90629696	+	0.000	0.000	Merged-chr6-90629668-42
NR46022--MA0741.1.KLF16	chr4	45766162	45766172	-	0.000	0.000	Merged-chr4-45766216-17
NR31074--MA1107.1.KLF9	chr17	88316359	88316371	-	0.000	0.000	Merged-chr17-88316434-22
NR40010--MA1107.1.KLF9	chr2	168742273	168742285	+	0.000	0.000	Merged-chr2-168742095-110
NR52297--MA0741.1.KLF16	chr5	113873327	113873337	-	0.000	0.000	Merged-chr5-113873174-24
NR16567--MA0599.1.KLF5	chr13	30186470	30186479	-	0.000	0.000	Merged-chr13-30186492-12
NR13166--MA0039.3.KLF4	chr12	8496612	8496622	+	0.000	0.000	Merged-chr12-8496481-10
NR804--MA0741.1.KLF16	chr1	39702701	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR69092--MA0741.1.KLF16	chrX	95164325	95164335	-	0.000	0.000	Merged-chrX-95164272-24
NR69205--MA0599.1.KLF5	chrX	104857309	104857318	+	0.000	0.000	Merged-chrX-104857124-25
NR39687--MA0599.1.KLF5	chr2	160746859	160746868	+	0.000	0.000	Merged-chr2-160746776-15
NR8644--MA1107.1.KLF9	chr10	110952122	110952134	+	0.000	0.000	Merged-chr10-110952029-21
NR14763--MA0741.1.KLF16	chr12	82166463	82166473	-	0.000	0.000	Merged-chr12-82166286-58
NR27427--MA0741.1.KLF16	chr16	76447256	76447266	-	0.000	0.000	Merged-chr16-76447349-16
NR47766--MA0599.1.KLF5	chr4	120731132	120731141	-	0.000	0.000	Merged-chr4-120731377-66
NR69656--MA1107.1.KLF9	chrX	166329052	166329064	-	0.000	0.000	Merged-chrX-166329162-24
NR40329--MA0493.1.Klf1	chr2	174556036	174556046	-	0.000	0.000	Merged-chr2-174555978-36
NR31079--MA1107.1.KLF9	chr17	88316369	88316381	-	0.000	0.000	Merged-chr17-88316434-22
NR47222--MA0741.1.KLF16	chr4	98436894	98436904	-	0.000	0.000	Merged-chr4-98436733-103
NR23999--MA0493.1.Klf1	chr15	72859485	72859495	+	0.000	0.000	Merged-chr15-72859470-25
NR40669--MA0742.1.Klf12	chr3	10351315	10351329	-	0.000	0.000	Merged-chr3-10351318-69
NR56025--MA1107.1.KLF9	chr6	90629685	90629697	+	0.000	0.000	Merged-chr6-90629668-42
NR46014--MA0741.1.KLF16	chr4	45766154	45766164	-	0.000	0.000	Merged-chr4-45766216-17
NR67249--MA0493.1.Klf1	chr9	83446115	83446125	+	0.000	0.000	Merged-chr9-83446152-4
NR52308--MA0741.1.KLF16	chr5	113873338	113873348	-	0.000	0.000	Merged-chr5-113873174-24
NR13165--MA0657.1.KLF13	chr12	8496609	8496626	+	0.000	0.000	Merged-chr12-8496481-10
NR62767--MA0741.1.KLF16	chr8	34397998	34398008	+	0.000	0.000	Merged-chr8-34397971-66
NR5789--MA0741.1.KLF16	chr10	21254916	21254926	-	0.000	0.000	Merged-chr10-21254980-25
NR236--MA0493.1.Klf1	chr1	13427038	13427048	-	0.000	0.000	Merged-chr1-13426973-84
NR37865--MA0741.1.KLF16	chr2	103668280	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR52123--MA0493.1.Klf1	chr5	111039993	111040003	+	0.000	0.000	Merged-chr5-111039945-24
NR55974--MA1107.1.KLF9	chr6	89286767	89286779	+	0.000	0.000	Merged-chr6-89286978-37
NR26740--MA1107.1.KLF9	chr16	48788726	48788738	-	0.000	0.000	Merged-chr16-48788871-49
NR22904--MA0039.3.KLF4	chr15	25216705	25216715	+	0.000	0.000	Merged-chr15-25216736-38
NR62521--MA0599.1.KLF5	chr8	22544874	22544883	-	0.000	0.000	Merged-chr8-22544867-25
NR6358--MA0493.1.Klf1	chr10	44444024	44444034	-	0.000	0.000	Merged-chr10-44443949-54
NR53561--MA0039.3.KLF4	chr5	140208846	140208856	+	0.000	0.000	Merged-chr5-140208912-49
NR235--MA0039.3.KLF4	chr1	13427036	13427046	-	0.000	0.000	Merged-chr1-13426973-84
NR1785--MA0742.1.Klf12	chr1	84318709	84318723	+	0.000	0.000	Merged-chr1-84318831-8
NR20671--MA1107.1.KLF9	chr14	48246373	48246385	+	0.000	0.000	Merged-chr14-48246381-22
NR43997--MA0741.1.KLF16	chr3	138008480	138008490	-	0.000	0.000	Merged-chr3-138008366-30
NR41026--MA0599.1.KLF5	chr3	27463055	27463064	-	0.000	0.000	Merged-chr3-27462923-28
NR30238--MA0740.1.KLF14	chr17	64628987	64629000	-	0.000	0.000	Merged-chr17-64628994-21
NR43440--MA0741.1.KLF16	chr3	121426491	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR43452--MA0599.1.KLF5	chr3	121967722	121967731	+	0.000	0.000	Merged-chr3-121967857-57
NR9507--MA0493.1.Klf1	chr10	128135574	128135584	+	0.000	0.000	Merged-chr10-128135587-20
NR6323--MA0741.1.KLF16	chr10	42849027	42849037	-	0.000	0.000	Merged-chr10-42848913-29
NR60381--MA0741.1.KLF16	chr7	84149143	84149153	-	0.000	0.000	Merged-chr7-84149073-24
NR46274--MA0599.1.KLF5	chr4	57091525	57091534	-	0.000	0.000	Merged-chr4-57091525-28
NR51861--MA1107.1.KLF9	chr5	100929920	100929932	+	0.000	0.000	Merged-chr5-100929891-31
NR51718--MA1107.1.KLF9	chr5	96990713	96990725	-	0.000	0.000	Merged-chr5-96990741-12
NR233--MA0741.1.KLF16	chr1	13426973	13426983	-	0.000	0.000	Merged-chr1-13426973-84
NR1789--MA0741.1.KLF16	chr1	84318710	84318720	+	0.000	0.000	Merged-chr1-84318831-8
NR51723--MA0493.1.Klf1	chr5	97090261	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR38955--MA1107.1.KLF9	chr2	135824070	135824082	-	0.000	0.000	Merged-chr2-135823878-14
NR22947--MA0741.1.KLF16	chr15	25696041	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR39428--MA0741.1.KLF16	chr2	153292589	153292599	+	0.000	0.000	Merged-chr2-153292567-49
NR43453--MA0741.1.KLF16	chr3	121967722	121967732	+	0.000	0.000	Merged-chr3-121967857-57
NR733--MA0657.1.KLF13	chr1	36920500	36920517	+	0.000	0.000	Merged-chr1-36920402-81
NR14769--MA0599.1.KLF5	chr12	82187388	82187397	+	0.000	0.000	Merged-chr12-82187311-20
NR47270--MA0741.1.KLF16	chr4	101419616	101419626	-	0.000	0.000	Merged-chr4-101419713-70
NR56694--MA0657.1.KLF13	chr6	115559863	115559880	-	0.000	0.000	Merged-chr6-115560075-18
NR47761--MA0740.1.KLF14	chr4	120731129	120731142	-	0.000	0.000	Merged-chr4-120731377-66
NR22913--MA0741.1.KLF16	chr15	25269714	25269724	-	0.000	0.000	Merged-chr15-25269773-79
NR20757--MA0741.1.KLF16	chr14	52427889	52427899	+	0.000	0.000	Merged-chr14-52427807-17
NR46019--MA0741.1.KLF16	chr4	45766159	45766169	-	0.000	0.000	Merged-chr4-45766216-17
NR22946--MA0493.1.Klf1	chr15	25696042	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR8145--MA0599.1.KLF5	chr10	94378595	94378604	-	0.000	0.000	Merged-chr10-94378414-58
NR64280--MA0493.1.Klf1	chr8	91507632	91507642	-	0.000	0.000	Merged-chr8-91507766-35
NR47372--MA1107.1.KLF9	chr4	106842058	106842070	-	0.000	0.000	Merged-chr4-106841993-21
NR62316--MA0599.1.KLF5	chr8	13974844	13974853	+	0.000	0.000	Merged-chr8-13974729-61
NR7402--MA0742.1.Klf12	chr10	79417249	79417263	+	0.000	0.000	Merged-chr10-79417442-89
NR45389--MA0039.3.KLF4	chr4	21752127	21752137	+	0.000	0.000	Merged-chr4-21752041-18
NR1407--MA0599.1.KLF5	chr1	69331685	69331694	+	0.000	0.000	Merged-chr1-69331775-34
NR68962--MA0493.1.Klf1	chrX	71622511	71622521	+	0.000	0.000	Merged-chrX-71622436-27
NR41752--MA0741.1.KLF16	chr3	55419533	55419543	+	0.000	0.000	Merged-chr3-55419547-37
NR6770--MA1107.1.KLF9	chr10	61233349	61233361	+	0.000	0.000	Merged-chr10-61233317-40
NR30963--MA0599.1.KLF5	chr17	84336153	84336162	-	0.000	0.000	Merged-chr17-84336226-16
NR47266--MA0599.1.KLF5	chr4	101419622	101419631	-	0.000	0.000	Merged-chr4-101419713-70
NR44341--MA0599.1.KLF5	chr3	146004980	146004989	-	0.000	0.000	Merged-chr3-146004832-23
NR1792--MA0599.1.KLF5	chr1	84318950	84318959	-	0.000	0.000	Merged-chr1-84318831-8
NR16398--MA0493.1.Klf1	chr13	21366908	21366918	+	0.000	0.000	Merged-chr13-21366779-27
NR38781--MA1107.1.KLF9	chr2	132292169	132292181	+	0.000	0.000	Merged-chr2-132292299-25
NR16882--MA0599.1.KLF5	chr13	43785077	43785086	-	0.000	0.000	Merged-chr13-43785178-35
NR738--MA1107.1.KLF9	chr1	36920565	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR47377--MA1107.1.KLF9	chr4	106842068	106842080	-	0.000	0.000	Merged-chr4-106841993-21
NR44274--MA0742.1.Klf12	chr3	144412978	144412992	-	0.000	0.000	Merged-chr3-144412864-41
NR50081--MA0740.1.KLF14	chr5	29195857	29195870	-	0.000	0.000	Merged-chr5-29195906-68
NR7651--MA0599.1.KLF5	chr10	81247938	81247947	+	0.000	0.000	Merged-chr10-81248090-40
NR47762--MA0657.1.KLF13	chr4	120731113	120731130	-	0.000	0.000	Merged-chr4-120731377-66
NR40668--MA0740.1.KLF14	chr3	10351316	10351329	-	0.000	0.000	Merged-chr3-10351318-69
NR6642--MA0741.1.KLF16	chr10	58350935	58350945	-	0.000	0.000	Merged-chr10-58350801-17
NR58278--MA1107.1.KLF9	chr7	16197062	16197074	-	0.000	0.000	Merged-chr7-16196917-6
NR68178--MA0039.3.KLF4	chr9	116187830	116187840	-	0.000	0.000	Merged-chr9-116187633-9
NR16573--MA0740.1.KLF14	chr13	30186557	30186570	-	0.000	0.000	Merged-chr13-30186492-12
NR24038--MA1107.1.KLF9	chr15	73627497	73627509	-	0.000	0.000	Merged-chr15-73627530-51
NR13155--MA1107.1.KLF9	chr12	8351299	8351311	-	0.000	0.000	Merged-chr12-8351458-49
NR16887--MA0599.1.KLF5	chr13	44507131	44507140	+	0.000	0.000	Merged-chr13-44507226-54
NR62530--MA0742.1.Klf12	chr8	22757685	22757699	+	0.000	0.000	Merged-chr8-22757594-30
NR55429--MA0039.3.KLF4	chr6	67105545	67105555	-	0.000	0.000	Merged-chr6-67105676-29
NR46067--MA0741.1.KLF16	chr4	47011206	47011216	-	0.000	0.000	Merged-chr4-47011023-46
NR24022--MA0741.1.KLF16	chr15	73423332	73423342	-	0.000	0.000	Merged-chr15-73423381-101
NR9915--MA1107.1.KLF9	chr11	16558811	16558823	-	0.000	0.000	Merged-chr11-16558983-1
NR17165--MA0039.3.KLF4	chr13	56704044	56704054	-	0.000	0.000	Merged-chr13-56703613-154
NR33565--MA1107.1.KLF9	chr18	83993538	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR58614--MA0742.1.Klf12	chr7	24482000	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR53961--MA0039.3.KLF4	chr5	150259562	150259572	+	0.000	0.000	Merged-chr5-150259783-65
NR52295--MA0741.1.KLF16	chr5	113873212	113873222	-	0.000	0.000	Merged-chr5-113873174-24
NR51721--MA0742.1.Klf12	chr5	97090257	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR69094--MA1107.1.KLF9	chrX	95164324	95164336	-	0.000	0.000	Merged-chrX-95164272-24
NR58059--MA1107.1.KLF9	chr7	4964518	4964530	-	0.000	0.000	Merged-chr7-4964465-28
NR54953--MA1107.1.KLF9	chr6	43619505	43619517	+	0.000	0.000	Merged-chr6-43619418-19
NR14918--MA0599.1.KLF5	chr12	88472043	88472052	+	0.000	0.000	Merged-chr12-88472096-45
NR29927--MA0493.1.Klf1	chr17	52483866	52483876	+	0.000	0.000	Merged-chr17-52484066-25
NR35607--MA0493.1.Klf1	chr2	18920291	18920301	+	0.000	0.000	Merged-chr2-18920394-54
NR14491--MA0039.3.KLF4	chr12	71868801	71868811	-	0.000	0.000	Merged-chr12-71868892-16
NR35173--MA0740.1.KLF14	chr2	6622316	6622329	-	0.000	0.000	Merged-chr2-6622331-33
NR67247--MA0599.1.KLF5	chr9	83446116	83446125	+	0.000	0.000	Merged-chr9-83446152-4
NR34622--MA0741.1.KLF16	chr19	42019185	42019195	-	0.000	0.000	Merged-chr19-42019336-23
NR40005--MA0599.1.KLF5	chr2	168741430	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR58204--MA0741.1.KLF16	chr7	12803529	12803539	-	0.000	0.000	Merged-chr7-12803632-59
NR234--MA0599.1.KLF5	chr1	13427038	13427047	-	0.000	0.000	Merged-chr1-13426973-84
NR12649--MA0599.1.KLF5	chr11	115185186	115185195	-	0.000	0.000	Merged-chr11-115185164-10
NR35606--MA0039.3.KLF4	chr2	18920293	18920303	+	0.000	0.000	Merged-chr2-18920394-54
NR32247--MA0039.3.KLF4	chr18	41753029	41753039	-	0.000	0.000	Merged-chr18-41752958-32
NR31115--MA0741.1.KLF16	chr17	88597599	88597609	+	0.000	0.000	Merged-chr17-88597413-65
NR13725--MA0493.1.Klf1	chr12	32999958	32999968	-	0.000	0.000	Merged-chr12-32999849-21
NR52306--MA0741.1.KLF16	chr5	113873336	113873346	-	0.000	0.000	Merged-chr5-113873174-24
NR29942--MA0741.1.KLF16	chr17	52602274	52602284	+	0.000	0.000	Merged-chr17-52602412-35
NR65738--MA1107.1.KLF9	chr9	20610046	20610058	+	0.000	0.000	Merged-chr9-20609876-14
NR39429--MA1107.1.KLF9	chr2	153292588	153292600	+	0.000	0.000	Merged-chr2-153292567-49
NR23222--MA1107.1.KLF9	chr15	36396290	36396302	+	0.000	0.000	Merged-chr15-36396472-80
NR64968--MA0741.1.KLF16	chr8	117198122	117198132	+	0.000	0.000	Merged-chr8-117198283-35
NR41692--MA0742.1.Klf12	chr3	52522976	52522990	+	0.000	0.000	Merged-chr3-52523173-17
NR26794--MA0657.1.KLF13	chr16	51719970	51719987	-	0.000	0.000	Merged-chr16-51719841-20
NR56135--MA1107.1.KLF9	chr6	94665394	94665406	+	0.000	0.000	Merged-chr6-94665476-13
NR3099--MA1107.1.KLF9	chr1	139181145	139181157	-	0.000	0.000	Merged-chr1-139181025-29
NR14484--MA0740.1.KLF14	chr12	71030418	71030431	+	0.000	0.000	Merged-chr12-71030638-56
NR13724--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR47772--MA1107.1.KLF9	chr4	120731130	120731142	-	0.000	0.000	Merged-chr4-120731377-66
NR47769--MA0741.1.KLF16	chr4	120731118	120731128	-	0.000	0.000	Merged-chr4-120731377-66
NR39559--MA1107.1.KLF9	chr2	157119295	157119307	-	0.000	0.000	Merged-chr2-157119108-55
NR56284--MA0599.1.KLF5	chr6	99498323	99498332	-	0.000	0.000	Merged-chr6-99498294-17
NR35605--MA0742.1.Klf12	chr2	18920291	18920305	+	0.000	0.000	Merged-chr2-18920394-54
NR42892--MA0493.1.Klf1	chr3	101066376	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR50770--MA0599.1.KLF5	chr5	57868904	57868913	-	0.000	0.000	Merged-chr5-57869019-33
NR52125--MA1107.1.KLF9	chr5	111039993	111040005	+	0.000	0.000	Merged-chr5-111039945-24
NR54949--MA0039.3.KLF4	chr6	43619503	43619513	+	0.000	0.000	Merged-chr6-43619418-19
NR37864--MA0599.1.KLF5	chr2	103668281	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR51720--MA1107.1.KLF9	chr5	96990717	96990729	-	0.000	0.000	Merged-chr5-96990741-12
NR55981--MA1107.1.KLF9	chr6	89286781	89286793	+	0.000	0.000	Merged-chr6-89286978-37
NR20234--MA0740.1.KLF14	chr14	32716953	32716966	+	0.000	0.000	Merged-chr14-32716978-71
NR41466--MA1107.1.KLF9	chr3	41042477	41042489	-	0.000	0.000	Merged-chr3-41042408-11
NR46221--MA0039.3.KLF4	chr4	55343395	55343405	+	0.000	0.000	Merged-chr4-55343422-62
NR14536--MA0742.1.Klf12	chr12	73647840	73647854	-	0.000	0.000	Merged-chr12-73647879-51
NR58056--MA0742.1.Klf12	chr7	4964459	4964473	+	0.000	0.000	Merged-chr7-4964465-28
NR35176--MA0741.1.KLF16	chr2	6622318	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR46062--MA0740.1.KLF14	chr4	47011208	47011221	-	0.000	0.000	Merged-chr4-47011023-46
NR53364--MA0599.1.KLF5	chr5	137072397	137072406	+	0.000	0.000	Merged-chr5-137072251-26
NR69204--MA0740.1.KLF14	chrX	104857308	104857321	+	0.000	0.000	Merged-chrX-104857124-25
NR51712--MA0493.1.Klf1	chr5	96990705	96990715	-	0.000	0.000	Merged-chr5-96990741-12
NR10178--MA1107.1.KLF9	chr11	24077536	24077548	-	0.000	0.000	Merged-chr11-24077473-13
NR56862--MA0599.1.KLF5	chr6	120206738	120206747	+	0.000	0.000	Merged-chr6-120206801-39
NR14485--MA0657.1.KLF13	chr12	71030417	71030434	+	0.000	0.000	Merged-chr12-71030638-56
NR55977--MA1107.1.KLF9	chr6	89286773	89286785	+	0.000	0.000	Merged-chr6-89286978-37
NR61676--MA0599.1.KLF5	chr7	135517370	135517379	+	0.000	0.000	Merged-chr7-135517246-31
NR61309--MA0599.1.KLF5	chr7	121734723	121734732	-	0.000	0.000	Merged-chr7-121734819-1
NR43437--MA0599.1.KLF5	chr3	121426492	121426501	-	0.000	0.000	Merged-chr3-121426726-98
NR58613--MA0740.1.KLF14	chr7	24482001	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR14762--MA0493.1.Klf1	chr12	82166464	82166474	-	0.000	0.000	Merged-chr12-82166286-58
NR15772--MA0740.1.KLF14	chr12	119238857	119238870	-	0.000	0.000	Merged-chr12-119238922-2
NR51860--MA0493.1.Klf1	chr5	100929920	100929930	+	0.000	0.000	Merged-chr5-100929891-31
NR22948--MA1107.1.KLF9	chr15	25696040	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR67360--MA0741.1.KLF16	chr9	88327587	88327597	+	0.000	0.000	Merged-chr9-88327634-62
NR23906--MA0741.1.KLF16	chr15	66286887	66286897	+	0.000	0.000	Merged-chr15-66286791-54
NR53650--MA0741.1.KLF16	chr5	140944721	140944731	-	0.000	0.000	Merged-chr5-140944857-24
NR17164--MA0599.1.KLF5	chr13	56704046	56704055	-	0.000	0.000	Merged-chr13-56703613-154
NR53960--MA0599.1.KLF5	chr5	150259566	150259575	+	0.000	0.000	Merged-chr5-150259783-65
NR2731--MA1107.1.KLF9	chr1	127796453	127796465	-	0.000	0.000	Merged-chr1-127796546-56
NR26212--MA0599.1.KLF5	chr16	23270623	23270632	+	0.000	0.000	Merged-chr16-23270651-14
NR53943--MA0742.1.Klf12	chr5	149459384	149459398	+	0.000	0.000	Merged-chr5-149459249-24
NR55432--MA0493.1.Klf1	chr6	67129133	67129143	-	0.000	0.000	Merged-chr6-67129210-17
NR33504--MA0039.3.KLF4	chr18	82532268	82532278	-	0.000	0.000	Merged-chr18-82532131-16
NR42061--MA0599.1.KLF5	chr3	68869558	68869567	+	0.000	0.000	Merged-chr3-68869864-91
NR22757--MA0599.1.KLF5	chr15	12069110	12069119	+	0.000	0.000	Merged-chr15-12068944-16
NR1991--MA0493.1.Klf1	chr1	91095280	91095290	+	0.000	0.000	Merged-chr1-91095433-53
NR30239--MA0741.1.KLF16	chr17	64628989	64628999	-	0.000	0.000	Merged-chr17-64628994-21
NR41023--MA0742.1.Klf12	chr3	27463051	27463065	-	0.000	0.000	Merged-chr3-27462923-28
NR3991--MA0741.1.KLF16	chr1	166048309	166048319	+	0.000	0.000	Merged-chr1-166048394-98
NR69075--MA0599.1.KLF5	chrX	93911156	93911165	-	0.000	0.000	Merged-chrX-93911345-24
NR13242--MA0039.3.KLF4	chr12	12421023	12421033	+	0.000	0.000	Merged-chr12-12421054-45
NR4209--MA0493.1.Klf1	chr1	171961610	171961620	+	0.000	0.000	Merged-chr1-171961701-8
NR6305--MA0741.1.KLF16	chr10	42699263	42699273	+	0.000	0.000	Merged-chr10-42699170-35
NR13153--MA1107.1.KLF9	chr12	8351295	8351307	-	0.000	0.000	Merged-chr12-8351458-49
NR41343--MA0740.1.KLF14	chr3	38280292	38280305	+	0.000	0.000	Merged-chr3-38280395-39
NR30760--MA0599.1.KLF5	chr17	80418770	80418779	-	0.000	0.000	Merged-chr17-80418993-27
NR57410--MA1107.1.KLF9	chr6	136947155	136947167	-	0.000	0.000	Merged-chr6-136947119-17
