#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.05_dn.bed
NR30921--MA1107.1.KLF9	chr17	84022526	84022538	-	0.000	0.000	Merged-chr17-84022626-28
NR50213--MA0599.1.KLF5	chr5	34196736	34196745	-	0.000	0.000	Merged-chr5-34196616-50
NR51835--MA0493.1.Klf1	chr5	100572244	100572254	-	0.000	0.000	Merged-chr5-100572278-24
NR13298--MA0742.1.Klf12	chr12	13518259	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR2724--MA0741.1.KLF16	chr1	127677802	127677812	+	0.000	0.000	Merged-chr1-127677775-57
NR64150--MA0493.1.Klf1	chr8	84825809	84825819	-	0.000	0.000	Merged-chr8-84825845-44
NR39951--MA1107.1.KLF9	chr2	167840242	167840254	+	0.000	0.000	Merged-chr2-167840232-36
NR40322--MA0742.1.Klf12	chr2	174473084	174473098	+	0.000	0.000	Merged-chr2-174473048-89
NR25324--MA1107.1.KLF9	chr15	99725576	99725588	+	0.000	0.000	Merged-chr15-99725695-59
NR44493--MA0740.1.KLF14	chr3	149305718	149305731	+	0.000	0.000	Merged-chr3-149305561-65
NR17330--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR34727--MA0599.1.KLF5	chr19	46503754	46503763	-	0.000	0.000	Merged-chr19-46503921-48
NR25157--MA0740.1.KLF14	chr15	96497814	96497827	-	0.000	0.000	Merged-chr15-96497899-21
NR23816--MA1107.1.KLF9	chr15	60120084	60120096	-	0.000	0.000	Merged-chr15-60120172-38
NR18359--MA0741.1.KLF16	chr13	93990540	93990550	+	0.000	0.000	Merged-chr13-93990352-84
NR1149--MA0741.1.KLF16	chr1	58304557	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR43161--MA0741.1.KLF16	chr3	107233420	107233430	-	0.000	0.000	Merged-chr3-107233528-55
NR34069--MA0599.1.KLF5	chr19	9038257	9038266	+	0.000	0.000	Merged-chr19-9038318-39
NR63449--MA0741.1.KLF16	chr8	64872038	64872048	-	0.000	0.000	Merged-chr8-64871934-64
NR22614--MA0039.3.KLF4	chr15	3174250	3174260	-	0.000	0.000	Merged-chr15-3174330-41
NR29472--MA0657.1.KLF13	chr17	35841730	35841747	-	0.000	0.000	Merged-chr17-35841564-66
NR50133--MA0599.1.KLF5	chr5	31602455	31602464	-	0.000	0.000	Merged-chr5-31602596-35
NR43004--MA1107.1.KLF9	chr3	103397751	103397763	-	0.000	0.000	Merged-chr3-103397699-44
NR42236--MA0039.3.KLF4	chr3	79237835	79237845	+	0.000	0.000	Merged-chr3-79237925-42
NR27407--MA0599.1.KLF5	chr16	75921058	75921067	+	0.000	0.000	Merged-chr16-75921068-56
NR33445--MA0599.1.KLF5	chr18	80609768	80609777	+	0.000	0.000	Merged-chr18-80609939-56
NR43899--MA0039.3.KLF4	chr3	135675687	135675697	+	0.000	0.000	Merged-chr3-135675679-12
NR11955--MA0039.3.KLF4	chr11	96667189	96667199	+	0.000	0.000	Merged-chr11-96667069-36
NR29224--MA0740.1.KLF14	chr17	31077829	31077842	-	0.000	0.000	Merged-chr17-31077750-28
NR25263--MA0599.1.KLF5	chr15	98934504	98934513	+	0.000	0.000	Merged-chr15-98934343-98
NR3963--MA0599.1.KLF5	chr1	165691729	165691738	+	0.000	0.000	Merged-chr1-165691684-32
NR35004--MA0657.1.KLF13	chr19	60183109	60183126	+	0.000	0.000	Merged-chr19-60182957-49
NR23722--MA0039.3.KLF4	chr15	57921574	57921584	+	0.000	0.000	Merged-chr15-57921644-21
NR57995--MA0599.1.KLF5	chr7	4063038	4063047	+	0.000	0.000	Merged-chr7-4063118-30
NR65267--MA1107.1.KLF9	chr8	123203621	123203633	+	0.000	0.000	Merged-chr8-123203714-21
NR53621--MA1107.1.KLF9	chr5	140638197	140638209	-	0.000	0.000	Merged-chr5-140638213-26
NR57829--MA0493.1.Klf1	chr6	146434347	146434357	-	0.000	0.000	Merged-chr6-146434496-35
NR8160--MA0741.1.KLF16	chr10	95009039	95009049	+	0.000	0.000	Merged-chr10-95009173-43
NR3962--MA1107.1.KLF9	chr1	165691589	165691601	+	0.000	0.000	Merged-chr1-165691684-32
NR5341--MA0493.1.Klf1	chr10	6956473	6956483	+	0.000	0.000	Merged-chr10-6956561-24
NR34805--MA0741.1.KLF16	chr19	47829048	47829058	-	0.000	0.000	Merged-chr19-47829109-19
NR34991--MA0741.1.KLF16	chr19	59248839	59248849	-	0.000	0.000	Merged-chr19-59248780-37
NR41734--MA0493.1.Klf1	chr3	54567483	54567493	+	0.000	0.000	Merged-chr3-54567528-25
NR60162--MA0039.3.KLF4	chr7	79262509	79262519	+	0.000	0.000	Merged-chr7-79262630-29
NR20205--MA0741.1.KLF16	chr14	31684570	31684580	-	0.000	0.000	Merged-chr14-31684671-64
NR66703--MA0599.1.KLF5	chr9	60998295	60998304	-	0.000	0.000	Merged-chr9-60998373-9
NR25265--MA0742.1.Klf12	chr15	99009038	99009052	+	0.000	0.000	Merged-chr15-99008995-43
NR33444--MA0742.1.Klf12	chr18	80609767	80609781	+	0.000	0.000	Merged-chr18-80609939-56
NR43158--MA0599.1.KLF5	chr3	107233421	107233430	-	0.000	0.000	Merged-chr3-107233528-55
NR44494--MA0599.1.KLF5	chr3	149305719	149305728	+	0.000	0.000	Merged-chr3-149305561-65
NR19014--MA1107.1.KLF9	chr13	109239169	109239181	-	0.000	0.000	Merged-chr13-109239401-35
NR50235--MA0039.3.KLF4	chr5	34636796	34636806	-	0.000	0.000	Merged-chr5-34636823-94
NR3958--MA1107.1.KLF9	chr1	165691581	165691593	+	0.000	0.000	Merged-chr1-165691684-32
NR33435--MA0039.3.KLF4	chr18	80492508	80492518	+	0.000	0.000	Merged-chr18-80492606-36
NR36930--MA0742.1.Klf12	chr2	61712772	61712786	-	0.000	0.000	Merged-chr2-61712803-19
NR33448--MA0741.1.KLF16	chr18	80609768	80609778	+	0.000	0.000	Merged-chr18-80609939-56
NR47713--MA0039.3.KLF4	chr4	119947766	119947776	-	0.000	0.000	Merged-chr4-119947761-47
NR44129--MA0740.1.KLF14	chr3	142281222	142281235	+	0.000	0.000	Merged-chr3-142281213-32
NR29851--MA0493.1.Klf1	chr17	50025421	50025431	+	0.000	0.000	Merged-chr17-50025514-42
NR29619--MA0599.1.KLF5	chr17	44569346	44569355	+	0.000	0.000	Merged-chr17-44569444-63
NR38370--MA1107.1.KLF9	chr2	121008325	121008337	-	0.000	0.000	Merged-chr2-121008420-56
NR43948--MA0742.1.Klf12	chr3	136697838	136697852	-	0.000	0.000	Merged-chr3-136697993-45
NR22477--MA0741.1.KLF16	chr14	121423024	121423034	+	0.000	0.000	Merged-chr14-121422910-45
NR15457--MA0493.1.Klf1	chr12	107961289	107961299	+	0.000	0.000	Merged-chr12-107961222-28
NR26801--MA0493.1.Klf1	chr16	52374388	52374398	+	0.000	0.000	Merged-chr16-52374285-15
NR51586--MA0493.1.Klf1	chr5	92001025	92001035	+	0.000	0.000	Merged-chr5-92000971-27
NR27103--MA0493.1.Klf1	chr16	64800651	64800661	+	0.000	0.000	Merged-chr16-64800516-42
NR25268--MA0493.1.Klf1	chr15	99009038	99009048	+	0.000	0.000	Merged-chr15-99008995-43
NR453--MA0493.1.Klf1	chr1	21870788	21870798	+	0.000	0.000	Merged-chr1-21870806-15
NR1031--MA1107.1.KLF9	chr1	51624750	51624762	+	0.000	0.000	Merged-chr1-51624803-20
NR34330--MA0741.1.KLF16	chr19	31337339	31337349	-	0.000	0.000	Merged-chr19-31337298-1
NR35867--MA0493.1.Klf1	chr2	27693905	27693915	-	0.000	0.000	Merged-chr2-27693880-30
NR15395--MA0599.1.KLF5	chr12	105019759	105019768	-	0.000	0.000	Merged-chr12-105019829-37
NR66980--MA1107.1.KLF9	chr9	72097281	72097293	-	0.000	0.000	Merged-chr9-72097262-35
NR51585--MA0039.3.KLF4	chr5	92001027	92001037	+	0.000	0.000	Merged-chr5-92000971-27
NR66486--MA0741.1.KLF16	chr9	50491812	50491822	+	0.000	0.000	Merged-chr9-50491898-16
NR25325--MA0740.1.KLF14	chr15	99772133	99772146	+	0.000	0.000	Merged-chr15-99772240-94
NR48284--MA0039.3.KLF4	chr4	134041632	134041642	+	0.000	0.000	Merged-chr4-134041766-28
NR16024--MA0599.1.KLF5	chr13	8457116	8457125	+	0.000	0.000	Merged-chr13-8457184-81
NR8581--MA0599.1.KLF5	chr10	107941371	107941380	-	0.000	0.000	Merged-chr10-107941228-1
NR23913--MA0599.1.KLF5	chr15	66718662	66718671	-	0.000	0.000	Merged-chr15-66718609-34
NR2915--MA0599.1.KLF5	chr1	133801283	133801292	-	0.000	0.000	Merged-chr1-133801271-79
NR1027--MA0740.1.KLF14	chr1	51624750	51624763	+	0.000	0.000	Merged-chr1-51624803-20
NR23914--MA0741.1.KLF16	chr15	66718661	66718671	-	0.000	0.000	Merged-chr15-66718609-34
NR34800--MA0740.1.KLF14	chr19	47829046	47829059	-	0.000	0.000	Merged-chr19-47829109-19
NR451--MA0740.1.KLF14	chr1	21870788	21870801	+	0.000	0.000	Merged-chr1-21870806-15
NR1054--MA1107.1.KLF9	chr1	52578406	52578418	+	0.000	0.000	Merged-chr1-52578518-39
NR6494--MA0039.3.KLF4	chr10	53461608	53461618	-	0.000	0.000	Merged-chr10-53461441-37
NR12107--MA1107.1.KLF9	chr11	98464484	98464496	+	0.000	0.000	Merged-chr11-98464375-62
NR36668--MA0741.1.KLF16	chr2	52319514	52319524	-	0.000	0.000	Merged-chr2-52319482-58
NR32185--MA0039.3.KLF4	chr18	39009220	39009230	-	0.000	0.000	Merged-chr18-39009323-57
NR22613--MA0599.1.KLF5	chr15	3174252	3174261	-	0.000	0.000	Merged-chr15-3174330-41
NR239--MA0493.1.Klf1	chr1	13559536	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR42235--MA0599.1.KLF5	chr3	79237834	79237843	+	0.000	0.000	Merged-chr3-79237925-42
NR24578--MA0599.1.KLF5	chr15	82224398	82224407	+	0.000	0.000	Merged-chr15-82224462-30
NR29453--MA1107.1.KLF9	chr17	35764155	35764167	+	0.000	0.000	Merged-chr17-35764114-33
NR43898--MA0599.1.KLF5	chr3	135675686	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR11954--MA0599.1.KLF5	chr11	96667188	96667197	+	0.000	0.000	Merged-chr11-96667069-36
NR64152--MA1107.1.KLF9	chr8	84825807	84825819	-	0.000	0.000	Merged-chr8-84825845-44
NR34335--MA0741.1.KLF16	chr19	31337344	31337354	-	0.000	0.000	Merged-chr19-31337298-1
NR56808--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR43311--MA0493.1.Klf1	chr3	115692526	115692536	+	0.000	0.000	Merged-chr3-115692552-34
NR12377--MA0599.1.KLF5	chr11	103375415	103375424	+	0.000	0.000	Merged-chr11-103375376-18
NR12395--MA0740.1.KLF14	chr11	104631542	104631555	-	0.000	0.000	Merged-chr11-104631492-24
NR2723--MA0599.1.KLF5	chr1	127677802	127677811	+	0.000	0.000	Merged-chr1-127677775-57
NR57838--MA0741.1.KLF16	chr6	146725127	146725137	-	0.000	0.000	Merged-chr6-146725139-81
NR1028--MA0657.1.KLF13	chr1	51624749	51624766	+	0.000	0.000	Merged-chr1-51624803-20
NR29527--MA0740.1.KLF14	chr17	37046868	37046881	+	0.000	0.000	Merged-chr17-37046853-1
NR18360--MA1107.1.KLF9	chr13	93990539	93990551	+	0.000	0.000	Merged-chr13-93990352-84
NR15544--MA0599.1.KLF5	chr12	110506243	110506252	-	0.000	0.000	Merged-chr12-110506270-12
NR50234--MA0599.1.KLF5	chr5	34636798	34636807	-	0.000	0.000	Merged-chr5-34636823-94
NR50215--MA1107.1.KLF9	chr5	34196740	34196752	-	0.000	0.000	Merged-chr5-34196616-50
NR853--MA0493.1.Klf1	chr1	40470174	40470184	-	0.000	0.000	Merged-chr1-40470075-45
NR22035--MA0742.1.Klf12	chr14	105272238	105272252	-	0.000	0.000	Merged-chr14-105272291-16
NR38640--MA0039.3.KLF4	chr2	128470706	128470716	-	0.000	0.000	Merged-chr2-128470524-44
NR47712--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR13032--MA1107.1.KLF9	chr11	120948651	120948663	-	0.000	0.000	Merged-chr11-120948566-1
NR48229--MA0599.1.KLF5	chr4	133058025	133058034	+	0.000	0.000	Merged-chr4-133057911-45
NR852--MA0039.3.KLF4	chr1	40470172	40470182	-	0.000	0.000	Merged-chr1-40470075-45
NR39950--MA0741.1.KLF16	chr2	167840243	167840253	+	0.000	0.000	Merged-chr2-167840232-36
NR65274--MA1107.1.KLF9	chr8	123203635	123203647	+	0.000	0.000	Merged-chr8-123203714-21
NR11540--MA0742.1.Klf12	chr11	79641225	79641239	+	0.000	0.000	Merged-chr11-79641145-56
NR29852--MA0741.1.KLF16	chr17	50025422	50025432	+	0.000	0.000	Merged-chr17-50025514-42
NR29918--MA0741.1.KLF16	chr17	52168742	52168752	+	0.000	0.000	Merged-chr17-52168646-44
NR59918--MA0599.1.KLF5	chr7	66196800	66196809	-	0.000	0.000	Merged-chr7-66196712-1
NR12829--MA1107.1.KLF9	chr11	116616182	116616194	+	0.000	0.000	Merged-chr11-116616118-41
NR48932--MA0599.1.KLF5	chr4	149518127	149518136	-	0.000	0.000	Merged-chr4-149518177-56
NR51584--MA0599.1.KLF5	chr5	92001026	92001035	+	0.000	0.000	Merged-chr5-92000971-27
NR3956--MA1107.1.KLF9	chr1	165691577	165691589	+	0.000	0.000	Merged-chr1-165691684-32
NR8990--MA0599.1.KLF5	chr10	118096585	118096594	+	0.000	0.000	Merged-chr10-118096400-51
NR36932--MA0493.1.Klf1	chr2	61712776	61712786	-	0.000	0.000	Merged-chr2-61712803-19
NR48465--MA0039.3.KLF4	chr4	136178075	136178085	-	0.000	0.000	Merged-chr4-136177885-58
NR4662--MA0740.1.KLF14	chr1	184013532	184013545	-	0.000	0.000	Merged-chr1-184013369-24
NR67123--MA1107.1.KLF9	chr9	78074217	78074229	+	0.000	0.000	Merged-chr9-78074095-46
NR3827--MA0493.1.Klf1	chr1	161745067	161745077	+	0.000	0.000	Merged-chr1-161745053-28
NR17325--MA0741.1.KLF16	chr13	63189565	63189575	-	0.000	0.000	Merged-chr13-63189715-33
NR12708--MA0039.3.KLF4	chr11	115603722	115603732	-	0.000	0.000	Merged-chr11-115603871-66
NR35005--MA0742.1.Klf12	chr19	60183110	60183124	+	0.000	0.000	Merged-chr19-60182957-49
NR51583--MA0742.1.Klf12	chr5	92001025	92001039	+	0.000	0.000	Merged-chr5-92000971-27
NR6492--MA0742.1.Klf12	chr10	53461606	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR25159--MA0599.1.KLF5	chr15	96497817	96497826	-	0.000	0.000	Merged-chr15-96497899-21
NR26215--MA0741.1.KLF16	chr16	23286639	23286649	-	0.000	0.000	Merged-chr16-23286554-38
NR29853--MA1107.1.KLF9	chr17	50025421	50025433	+	0.000	0.000	Merged-chr17-50025514-42
NR53643--MA0742.1.Klf12	chr5	140858392	140858406	+	0.000	0.000	Merged-chr5-140858395-35
NR56801--MA0599.1.KLF5	chr6	119199121	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR41756--MA0742.1.Klf12	chr3	55744073	55744087	-	0.000	0.000	Merged-chr3-55744037-44
NR60310--MA0599.1.KLF5	chr7	81179565	81179574	-	0.000	0.000	Merged-chr7-81179607-41
NR66612--MA0599.1.KLF5	chr9	57339968	57339977	-	0.000	0.000	Merged-chr9-57339944-60
NR53895--MA0742.1.Klf12	chr5	148929037	148929051	-	0.000	0.000	Merged-chr5-148928854-59
NR20208--MA0741.1.KLF16	chr14	31684573	31684583	-	0.000	0.000	Merged-chr14-31684671-64
NR15459--MA1107.1.KLF9	chr12	107961289	107961301	+	0.000	0.000	Merged-chr12-107961222-28
NR66705--MA1107.1.KLF9	chr9	60998293	60998305	-	0.000	0.000	Merged-chr9-60998373-9
NR51587--MA0741.1.KLF16	chr5	92001026	92001036	+	0.000	0.000	Merged-chr5-92000971-27
NR6493--MA0599.1.KLF5	chr10	53461610	53461619	-	0.000	0.000	Merged-chr10-53461441-37
NR27105--MA1107.1.KLF9	chr16	64800651	64800663	+	0.000	0.000	Merged-chr16-64800516-42
NR240--MA1107.1.KLF9	chr1	13559534	13559546	-	0.000	0.000	Merged-chr1-13559747-54
NR38367--MA0741.1.KLF16	chr2	121008290	121008300	-	0.000	0.000	Merged-chr2-121008420-56
NR29857--MA0741.1.KLF16	chr17	50071708	50071718	-	0.000	0.000	Merged-chr17-50071769-42
NR67119--MA1107.1.KLF9	chr9	78074209	78074221	+	0.000	0.000	Merged-chr9-78074095-46
NR30896--MA0657.1.KLF13	chr17	83824027	83824044	+	0.000	0.000	Merged-chr17-83824004-16
NR50937--MA1107.1.KLF9	chr5	65019491	65019503	+	0.000	0.000	Merged-chr5-65019357-18
NR53647--MA1107.1.KLF9	chr5	140858392	140858404	+	0.000	0.000	Merged-chr5-140858395-35
NR41735--MA0742.1.Klf12	chr3	54567518	54567532	+	0.000	0.000	Merged-chr3-54567528-25
NR5384--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR1147--MA0599.1.KLF5	chr1	58304558	58304567	-	0.000	0.000	Merged-chr1-58304515-8
NR17756--MA0493.1.Klf1	chr13	75845602	75845612	-	0.000	0.000	Merged-chr13-75845828-42
NR12558--MA0599.1.KLF5	chr11	110919163	110919172	+	0.000	0.000	Merged-chr11-110919203-38
NR29528--MA0599.1.KLF5	chr17	37046869	37046878	+	0.000	0.000	Merged-chr17-37046853-1
NR13302--MA1107.1.KLF9	chr12	13518261	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR36666--MA0741.1.KLF16	chr2	52319512	52319522	-	0.000	0.000	Merged-chr2-52319482-58
NR18357--MA0740.1.KLF14	chr13	93990539	93990552	+	0.000	0.000	Merged-chr13-93990352-84
NR56814--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR12431--MA0741.1.KLF16	chr11	106193666	106193676	+	0.000	0.000	Merged-chr11-106193514-84
NR34333--MA0741.1.KLF16	chr19	31337342	31337352	-	0.000	0.000	Merged-chr19-31337298-1
NR52482--MA0493.1.Klf1	chr5	118465217	118465227	-	0.000	0.000	Merged-chr5-118465239-56
NR52971--MA0741.1.KLF16	chr5	130172652	130172662	+	0.000	0.000	Merged-chr5-130172555-2
NR25390--MA0741.1.KLF16	chr15	101258633	101258643	-	0.000	0.000	Merged-chr15-101258599-55
NR56806--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR59099--MA1107.1.KLF9	chr7	31087382	31087394	+	0.000	0.000	Merged-chr7-31087462-13
NR21194--MA0493.1.Klf1	chr14	66196440	66196450	+	0.000	0.000	Merged-chr14-66196468-7
NR15358--MA0741.1.KLF16	chr12	103338455	103338465	+	0.000	0.000	Merged-chr12-103338377-34
NR5342--MA0741.1.KLF16	chr10	6956474	6956484	+	0.000	0.000	Merged-chr10-6956561-24
NR11906--MA0039.3.KLF4	chr11	95356944	95356954	+	0.000	0.000	Merged-chr11-95356897-59
NR21193--MA0039.3.KLF4	chr14	66196442	66196452	+	0.000	0.000	Merged-chr14-66196468-7
NR2917--MA1107.1.KLF9	chr1	133801281	133801293	-	0.000	0.000	Merged-chr1-133801271-79
NR31318--MA1107.1.KLF9	chr18	4333791	4333803	+	0.000	0.000	Merged-chr18-4333845-29
NR25326--MA0599.1.KLF5	chr15	99772134	99772143	+	0.000	0.000	Merged-chr15-99772240-94
NR29452--MA0493.1.Klf1	chr17	35764155	35764165	+	0.000	0.000	Merged-chr17-35764114-33
NR13562--MA0039.3.KLF4	chr12	25339017	25339027	-	0.000	0.000	Merged-chr12-25338973-26
NR12823--MA0599.1.KLF5	chr11	116616161	116616170	+	0.000	0.000	Merged-chr11-116616118-41
NR58694--MA0039.3.KLF4	chr7	25155931	25155941	+	0.000	0.000	Merged-chr7-25155994-40
NR37544--MA1107.1.KLF9	chr2	85060853	85060865	-	0.000	0.000	Merged-chr2-85060915-54
NR18355--MA0599.1.KLF5	chr13	93763102	93763111	-	0.000	0.000	Merged-chr13-93763032-30
NR2019--MA0742.1.Klf12	chr1	92469187	92469201	+	0.000	0.000	Merged-chr1-92469061-38
NR45712--MA0039.3.KLF4	chr4	40781323	40781333	+	0.000	0.000	Merged-chr4-40781341-5
NR23724--MA0599.1.KLF5	chr15	57921743	57921752	+	0.000	0.000	Merged-chr15-57921644-21
NR48464--MA0599.1.KLF5	chr4	136178077	136178086	-	0.000	0.000	Merged-chr4-136177885-58
NR35262--MA0493.1.Klf1	chr2	9689663	9689673	+	0.000	0.000	Merged-chr2-9689730-31
NR34728--MA0599.1.KLF5	chr19	46503872	46503881	+	0.000	0.000	Merged-chr19-46503921-48
NR10634--MA0493.1.Klf1	chr11	53803684	53803694	-	0.000	0.000	Merged-chr11-53803686-61
NR34338--MA0741.1.KLF16	chr19	31337347	31337357	-	0.000	0.000	Merged-chr19-31337298-1
NR39949--MA0599.1.KLF5	chr2	167840243	167840252	+	0.000	0.000	Merged-chr2-167840232-36
NR44131--MA0741.1.KLF16	chr3	142281223	142281233	+	0.000	0.000	Merged-chr3-142281213-32
NR8700--MA1107.1.KLF9	chr10	112000791	112000803	+	0.000	0.000	Merged-chr10-112000662-33
NR61930--MA0740.1.KLF14	chr7	141579226	141579239	-	0.000	0.000	Merged-chr7-141579078-48
NR12613--MA0599.1.KLF5	chr11	113802537	113802546	-	0.000	0.000	Merged-chr11-113802652-27
NR7808--MA0741.1.KLF16	chr10	83722886	83722896	-	0.000	0.000	Merged-chr10-83722684-72
NR46509--MA0741.1.KLF16	chr4	63401085	63401095	+	0.000	0.000	Merged-chr4-63401068-56
NR39515--MA0599.1.KLF5	chr2	156190639	156190648	-	0.000	0.000	Merged-chr2-156190429-88
NR43005--MA1107.1.KLF9	chr3	103397753	103397765	-	0.000	0.000	Merged-chr3-103397699-44
NR15543--MA0742.1.Klf12	chr12	110506239	110506253	-	0.000	0.000	Merged-chr12-110506270-12
NR25353--MA0493.1.Klf1	chr15	100665100	100665110	+	0.000	0.000	Merged-chr15-100665160-50
NR61950--MA0742.1.Klf12	chr7	142354081	142354095	+	0.000	0.000	Merged-chr7-142354183-49
NR3479--MA0039.3.KLF4	chr1	151382183	151382193	+	0.000	0.000	Merged-chr1-151382217-13
NR47818--MA0599.1.KLF5	chr4	121196794	121196803	-	0.000	0.000	Merged-chr4-121196708-94
NR10568--MA0599.1.KLF5	chr11	51931945	51931954	-	0.000	0.000	Merged-chr11-51931974-36
NR15452--MA1107.1.KLF9	chr12	107961202	107961214	+	0.000	0.000	Merged-chr12-107961222-28
NR65071--MA1107.1.KLF9	chr8	120050177	120050189	-	0.000	0.000	Merged-chr8-120050156-23
NR1573--MA1107.1.KLF9	chr1	75213261	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR15546--MA0039.3.KLF4	chr12	110506241	110506251	-	0.000	0.000	Merged-chr12-110506270-12
NR50134--MA0493.1.Klf1	chr5	31602455	31602465	-	0.000	0.000	Merged-chr5-31602596-35
NR39547--MA0599.1.KLF5	chr2	156877873	156877882	-	0.000	0.000	Merged-chr2-156878033-50
NR3709--MA0493.1.Klf1	chr1	156956591	156956601	-	0.000	0.000	Merged-chr1-156956579-55
NR8196--MA0742.1.Klf12	chr10	96325404	96325418	-	0.000	0.000	Merged-chr10-96325497-34
NR43056--MA0599.1.KLF5	chr3	104771699	104771708	-	0.000	0.000	Merged-chr3-104771571-48
NR3959--MA1107.1.KLF9	chr1	165691583	165691595	+	0.000	0.000	Merged-chr1-165691684-32
NR22553--MA0039.3.KLF4	chr14	122187051	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR34978--MA0039.3.KLF4	chr19	58097323	58097333	-	0.000	0.000	Merged-chr19-58097459-44
NR22474--MA0599.1.KLF5	chr14	121422825	121422834	+	0.000	0.000	Merged-chr14-121422910-45
NR1024--MA0599.1.KLF5	chr1	51577914	51577923	+	0.000	0.000	Merged-chr1-51577937-41
NR11189--MA0742.1.Klf12	chr11	70597420	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR12463--MA0741.1.KLF16	chr11	106536354	106536364	+	0.000	0.000	Merged-chr11-106536245-61
NR19008--MA0741.1.KLF16	chr13	109239168	109239178	-	0.000	0.000	Merged-chr13-109239401-35
NR17328--MA0741.1.KLF16	chr13	63189568	63189578	-	0.000	0.000	Merged-chr13-63189715-33
NR61953--MA0493.1.Klf1	chr7	142354081	142354091	+	0.000	0.000	Merged-chr7-142354183-49
NR27401--MA0742.1.Klf12	chr16	75920943	75920957	+	0.000	0.000	Merged-chr16-75921068-56
NR66704--MA0493.1.Klf1	chr9	60998295	60998305	-	0.000	0.000	Merged-chr9-60998373-9
NR17758--MA1107.1.KLF9	chr13	75845600	75845612	-	0.000	0.000	Merged-chr13-75845828-42
NR38366--MA0742.1.Klf12	chr2	121008287	121008301	-	0.000	0.000	Merged-chr2-121008420-56
NR21192--MA0599.1.KLF5	chr14	66196441	66196450	+	0.000	0.000	Merged-chr14-66196468-7
NR66717--MA1107.1.KLF9	chr9	61427104	61427116	-	0.000	0.000	Merged-chr9-61427187-31
NR43159--MA0493.1.Klf1	chr3	107233421	107233431	-	0.000	0.000	Merged-chr3-107233528-55
NR60311--MA0741.1.KLF16	chr7	81179564	81179574	-	0.000	0.000	Merged-chr7-81179607-41
NR53646--MA0493.1.Klf1	chr5	140858392	140858402	+	0.000	0.000	Merged-chr5-140858395-35
NR56809--MA0741.1.KLF16	chr6	119199105	119199115	+	0.000	0.000	Merged-chr6-119199024-52
NR29228--MA0741.1.KLF16	chr17	31077831	31077841	-	0.000	0.000	Merged-chr17-31077750-28
NR32182--MA0493.1.Klf1	chr18	39009091	39009101	-	0.000	0.000	Merged-chr18-39009323-57
NR3517--MA0742.1.Klf12	chr1	153085239	153085253	-	0.000	0.000	Merged-chr1-153085366-59
NR3879--MA1107.1.KLF9	chr1	164079322	164079334	+	0.000	0.000	Merged-chr1-164079439-12
NR63445--MA0740.1.KLF14	chr8	64872036	64872049	-	0.000	0.000	Merged-chr8-64871934-64
NR7352--MA1107.1.KLF9	chr10	77630133	77630145	+	0.000	0.000	Merged-chr10-77630089-17
NR22036--MA0599.1.KLF5	chr14	105272242	105272251	-	0.000	0.000	Merged-chr14-105272291-16
NR4663--MA0741.1.KLF16	chr1	184013531	184013541	-	0.000	0.000	Merged-chr1-184013369-24
NR58693--MA0599.1.KLF5	chr7	25155910	25155919	+	0.000	0.000	Merged-chr7-25155994-40
NR5763--MA0742.1.Klf12	chr10	19209781	19209795	+	0.000	0.000	Merged-chr10-19209945-33
NR14857--MA0599.1.KLF5	chr12	85629948	85629957	-	0.000	0.000	Merged-chr12-85629839-48
NR52484--MA1107.1.KLF9	chr5	118465215	118465227	-	0.000	0.000	Merged-chr5-118465239-56
NR13301--MA0493.1.Klf1	chr12	13518263	13518273	-	0.000	0.000	Merged-chr12-13518316-35
NR1055--MA1107.1.KLF9	chr1	52578408	52578420	+	0.000	0.000	Merged-chr1-52578518-39
