#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/8_footprint/1_mpbs/2_mpbs_Runx/Bcl6KO_Th1_rep1_fp_mpbs.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/pval-0.05-up/bed/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1-pval-0.05_up.bed
MA0002.2.RUNX1--1123	chr13	69949938	69949948	-	0.000	0.000	
MA0002.2.RUNX1--1124	chr13	72253689	72253699	+	0.000	0.000	
MA0002.2.RUNX1--1125	chr13	72963758	72963768	-	0.000	0.000	
MA0002.2.RUNX1--1126	chr13	73703501	73703511	-	0.000	0.000	
MA0002.2.RUNX1--1127	chr13	73963799	73963809	+	0.000	0.000	
MA0002.2.RUNX1--1128	chr13	74854487	74854497	-	0.000	0.000	
MA0002.2.RUNX1--1129	chr13	75057881	75057891	-	0.000	0.000	
MA0002.2.RUNX1--1130	chr13	81675840	81675850	-	0.000	0.000	
MA0002.2.RUNX1--1131	chr13	81705734	81705744	-	0.000	0.000	
MA0002.2.RUNX1--1132	chr13	83597593	83597603	+	0.000	0.000	
MA0002.2.RUNX1--1133	chr13	83609069	83609079	+	0.000	0.000	
MA0002.2.RUNX1--1134	chr13	85430186	85430196	-	0.000	0.000	
MA0002.2.RUNX1--1135	chr13	85517387	85517397	+	0.000	0.000	
MA0002.2.RUNX1--1136	chr13	85724733	85724743	+	0.000	0.000	
MA0002.2.RUNX1--1137	chr13	86046840	86046850	+	0.000	0.000	
MA0002.2.RUNX1--1138	chr13	86046847	86046857	+	0.000	0.000	
MA0002.2.RUNX1--1139	chr13	88619658	88619668	-	0.000	0.000	
MA0002.2.RUNX1--1140	chr13	89215903	89215913	-	0.000	0.000	
MA0002.2.RUNX1--1141	chr13	89889237	89889247	-	0.000	0.000	
MA0002.2.RUNX1--1142	chr13	89897361	89897371	-	0.000	0.000	
MA0002.2.RUNX1--1143	chr13	90931605	90931615	-	0.000	0.000	
MA0002.2.RUNX1--1144	chr13	91430963	91430973	+	0.000	0.000	
MA0002.2.RUNX1--1145	chr13	91484402	91484412	+	0.000	0.000	
MA0002.2.RUNX1--1146	chr13	91541193	91541203	+	0.000	0.000	
MA0002.2.RUNX1--1147	chr13	92294006	92294016	-	0.000	0.000	
MA0002.2.RUNX1--1148	chr13	92294869	92294879	-	0.000	0.000	
MA0002.2.RUNX1--1149	chr13	92642149	92642159	+	0.000	0.000	
MA0002.2.RUNX1--1150	chr13	92722551	92722561	+	0.000	0.000	
MA0002.2.RUNX1--1151	chr13	92859007	92859017	+	0.000	0.000	
MA0002.2.RUNX1--1152	chr13	93785433	93785443	+	0.000	0.000	
MA0002.2.RUNX1--1153	chr13	93814794	93814804	+	0.000	0.000	
MA0002.2.RUNX1--1154	chr13	93875610	93875620	+	0.000	0.000	
MA0002.2.RUNX1--1155	chr13	93898669	93898679	-	0.000	0.000	
MA0002.2.RUNX1--1156	chr13	95517998	95518008	-	0.000	0.000	
MA0002.2.RUNX1--1157	chr13	95813838	95813848	+	0.000	0.000	
MA0002.2.RUNX1--1158	chr13	96030864	96030874	+	0.000	0.000	
MA0002.2.RUNX1--1159	chr13	97618145	97618155	-	0.000	0.000	
MA0002.2.RUNX1--1160	chr13	97776130	97776140	-	0.000	0.000	
MA0002.2.RUNX1--1161	chr13	98275828	98275838	-	0.000	0.000	
MA0002.2.RUNX1--1162	chr13	98693339	98693349	+	0.000	0.000	
MA0002.2.RUNX1--1163	chr13	99148598	99148608	-	0.000	0.000	
MA0002.2.RUNX1--1164	chr13	99148606	99148616	-	0.000	0.000	
MA0002.2.RUNX1--1165	chr13	99339360	99339370	+	0.000	0.000	
MA0002.2.RUNX1--1166	chr13	99385132	99385142	-	0.000	0.000	
MA0002.2.RUNX1--1167	chr13	99503832	99503842	+	0.000	0.000	
MA0002.2.RUNX1--1168	chr13	100428003	100428013	+	0.000	0.000	
MA0002.2.RUNX1--1169	chr13	101095668	101095678	+	0.000	0.000	
MA0002.2.RUNX1--1170	chr13	101589124	101589134	+	0.000	0.000	
MA0002.2.RUNX1--1171	chr13	102070947	102070957	+	0.000	0.000	
MA0002.2.RUNX1--1172	chr13	102301089	102301099	-	0.000	0.000	
MA0002.2.RUNX1--1173	chr13	102306494	102306504	-	0.000	0.000	
MA0002.2.RUNX1--1174	chr13	102652413	102652423	-	0.000	0.000	
MA0002.2.RUNX1--1175	chr13	102877153	102877163	-	0.000	0.000	
MA0002.2.RUNX1--1176	chr13	107095622	107095632	-	0.000	0.000	
MA0002.2.RUNX1--1177	chr13	107567618	107567628	-	0.000	0.000	
MA0002.2.RUNX1--1178	chr13	107940574	107940584	+	0.000	0.000	
MA0002.2.RUNX1--1179	chr13	108100837	108100847	+	0.000	0.000	
MA0002.2.RUNX1--1180	chr13	108298434	108298444	+	0.000	0.000	
MA0002.2.RUNX1--1181	chr13	108303436	108303446	+	0.000	0.000	
MA0002.2.RUNX1--1182	chr13	108813551	108813561	-	0.000	0.000	
MA0002.2.RUNX1--1183	chr13	108860299	108860309	+	0.000	0.000	
MA0002.2.RUNX1--1184	chr13	108860984	108860994	-	0.000	0.000	
MA0002.2.RUNX1--1185	chr13	108948703	108948713	+	0.000	0.000	
MA0002.2.RUNX1--1186	chr13	108985741	108985751	+	0.000	0.000	
MA0002.2.RUNX1--1187	chr13	109190438	109190448	+	0.000	0.000	
MA0002.2.RUNX1--1188	chr13	109205744	109205754	+	0.000	0.000	
MA0002.2.RUNX1--1189	chr13	109209580	109209590	+	0.000	0.000	
MA0002.2.RUNX1--1190	chr13	109838217	109838227	+	0.000	0.000	
MA0002.2.RUNX1--1191	chr13	109923191	109923201	+	0.000	0.000	
MA0002.2.RUNX1--1192	chr13	110432364	110432374	+	0.000	0.000	
MA0002.2.RUNX1--1193	chr13	110558507	110558517	-	0.000	0.000	
MA0002.2.RUNX1--1194	chr13	110824936	110824946	+	0.000	0.000	
MA0002.2.RUNX1--1195	chr13	111043826	111043836	+	0.000	0.000	
MA0002.2.RUNX1--1196	chr13	111249412	111249422	-	0.000	0.000	
MA0002.2.RUNX1--1197	chr13	111258185	111258195	-	0.000	0.000	
MA0002.2.RUNX1--1198	chr13	111569229	111569239	-	0.000	0.000	
MA0002.2.RUNX1--1199	chr13	111656050	111656060	+	0.000	0.000	
MA0002.2.RUNX1--1200	chr13	111826797	111826807	-	0.000	0.000	
MA0002.2.RUNX1--1201	chr13	111977949	111977959	+	0.000	0.000	
MA0002.2.RUNX1--1202	chr13	112001302	112001312	+	0.000	0.000	
MA0002.2.RUNX1--1203	chr13	112509671	112509681	+	0.000	0.000	
MA0002.2.RUNX1--1204	chr13	113048597	113048607	+	0.000	0.000	
MA0002.2.RUNX1--1205	chr13	113104951	113104961	+	0.000	0.000	
MA0002.2.RUNX1--1206	chr13	113549210	113549220	+	0.000	0.000	
MA0002.2.RUNX1--1207	chr13	113574498	113574508	-	0.000	0.000	
MA0002.2.RUNX1--1208	chr13	113829300	113829310	+	0.000	0.000	
MA0002.2.RUNX1--1209	chr13	113870521	113870531	+	0.000	0.000	
MA0002.2.RUNX1--1210	chr13	114188888	114188898	+	0.000	0.000	
MA0002.2.RUNX1--1211	chr13	114189638	114189648	-	0.000	0.000	
MA0002.2.RUNX1--1212	chr13	114747992	114748002	+	0.000	0.000	
MA0002.2.RUNX1--1213	chr13	114931526	114931536	-	0.000	0.000	
MA0002.2.RUNX1--1214	chr13	117051611	117051621	-	0.000	0.000	
MA0002.2.RUNX1--1215	chr13	117211516	117211526	+	0.000	0.000	
MA0002.2.RUNX1--1216	chr13	117242260	117242270	-	0.000	0.000	
MA0002.2.RUNX1--1217	chr13	119681443	119681453	-	0.000	0.000	
MA0002.2.RUNX1--1218	chr14	3153148	3153158	-	0.000	0.000	
MA0002.2.RUNX1--1219	chr14	4544759	4544769	+	0.000	0.000	
MA0002.2.RUNX1--1220	chr14	5075569	5075579	-	0.000	0.000	
MA0002.2.RUNX1--1221	chr14	6014853	6014863	+	0.000	0.000	
MA0002.2.RUNX1--1222	chr14	6387932	6387942	+	0.000	0.000	
MA0002.2.RUNX1--1223	chr14	6546436	6546446	-	0.000	0.000	
MA0002.2.RUNX1--1224	chr14	7913994	7914004	+	0.000	0.000	
MA0002.2.RUNX1--1225	chr14	7934343	7934353	+	0.000	0.000	
MA0002.2.RUNX1--1226	chr14	7977360	7977370	-	0.000	0.000	
MA0002.2.RUNX1--1227	chr14	12205841	12205851	+	0.000	0.000	
MA0002.2.RUNX1--1228	chr14	14013168	14013178	-	0.000	0.000	
MA0002.2.RUNX1--1229	chr14	14355217	14355227	-	0.000	0.000	
MA0002.2.RUNX1--1230	chr14	15382458	15382468	+	0.000	0.000	
MA0002.2.RUNX1--1231	chr14	15677740	15677750	-	0.000	0.000	
MA0002.2.RUNX1--1232	chr14	15698740	15698750	+	0.000	0.000	
MA0002.2.RUNX1--1233	chr14	16173513	16173523	-	0.000	0.000	
MA0002.2.RUNX1--1234	chr14	16256333	16256343	-	0.000	0.000	
MA0002.2.RUNX1--1235	chr14	16256400	16256410	+	0.000	0.000	
MA0002.2.RUNX1--1236	chr14	18665825	18665835	-	0.000	0.000	
MA0002.2.RUNX1--1237	chr14	19962766	19962776	-	0.000	0.000	
MA0002.2.RUNX1--1238	chr14	19993432	19993442	+	0.000	0.000	
MA0002.2.RUNX1--1239	chr14	20024297	20024307	-	0.000	0.000	
MA0002.2.RUNX1--1240	chr14	20565722	20565732	+	0.000	0.000	
MA0002.2.RUNX1--1241	chr14	20766185	20766195	+	0.000	0.000	
MA0002.2.RUNX1--1242	chr14	20785459	20785469	-	0.000	0.000	
MA0002.2.RUNX1--1243	chr14	20885307	20885317	+	0.000	0.000	
MA0002.2.RUNX1--1244	chr14	21636760	21636770	+	0.000	0.000	
MA0002.2.RUNX1--1245	chr14	22286042	22286052	+	0.000	0.000	
MA0002.2.RUNX1--1246	chr14	22455772	22455782	+	0.000	0.000	
MA0002.2.RUNX1--1247	chr14	23465320	23465330	-	0.000	0.000	
MA0002.2.RUNX1--1248	chr14	24252588	24252598	+	0.000	0.000	
MA0002.2.RUNX1--1249	chr14	24252594	24252604	+	0.000	0.000	
MA0002.2.RUNX1--1250	chr14	24323526	24323536	+	0.000	0.000	
MA0002.2.RUNX1--1251	chr14	25185182	25185192	-	0.000	0.000	
MA0002.2.RUNX1--1252	chr14	25534436	25534446	+	0.000	0.000	
MA0002.2.RUNX1--1253	chr14	26515971	26515981	+	0.000	0.000	
MA0002.2.RUNX1--1254	chr14	27376331	27376341	+	0.000	0.000	
MA0002.2.RUNX1--1255	chr14	27390639	27390649	-	0.000	0.000	
MA0002.2.RUNX1--1256	chr14	27760385	27760395	+	0.000	0.000	
MA0002.2.RUNX1--1257	chr14	30531633	30531643	+	0.000	0.000	
MA0002.2.RUNX1--1258	chr14	31389989	31389999	-	0.000	0.000	
MA0002.2.RUNX1--1259	chr14	31669995	31670005	-	0.000	0.000	
MA0002.2.RUNX1--1260	chr14	31685966	31685976	-	0.000	0.000	
MA0002.2.RUNX1--1261	chr14	32784205	32784215	+	0.000	0.000	
MA0002.2.RUNX1--1262	chr14	32785935	32785945	+	0.000	0.000	
MA0002.2.RUNX1--1263	chr14	32798647	32798657	-	0.000	0.000	
MA0002.2.RUNX1--1264	chr14	32938221	32938231	-	0.000	0.000	
MA0002.2.RUNX1--1265	chr14	33572122	33572132	+	0.000	0.000	
MA0002.2.RUNX1--1266	chr14	35243781	35243791	+	0.000	0.000	
MA0002.2.RUNX1--1267	chr14	36038718	36038728	+	0.000	0.000	
MA0002.2.RUNX1--1268	chr14	36423387	36423397	+	0.000	0.000	
MA0002.2.RUNX1--1269	chr14	36726420	36726430	-	0.000	0.000	
MA0002.2.RUNX1--1270	chr14	36953230	36953240	-	0.000	0.000	
MA0002.2.RUNX1--1271	chr14	40097459	40097469	-	0.000	0.000	
MA0002.2.RUNX1--1272	chr14	40929990	40930000	-	0.000	0.000	
MA0002.2.RUNX1--1273	chr14	40956702	40956712	-	0.000	0.000	
MA0002.2.RUNX1--1274	chr14	40967296	40967306	+	0.000	0.000	
MA0002.2.RUNX1--1275	chr14	41775662	41775672	+	0.000	0.000	
MA0002.2.RUNX1--1276	chr14	41971259	41971269	+	0.000	0.000	
MA0002.2.RUNX1--1277	chr14	42269845	42269855	+	0.000	0.000	
MA0002.2.RUNX1--1278	chr14	42413733	42413743	+	0.000	0.000	
MA0002.2.RUNX1--1279	chr14	43830581	43830591	-	0.000	0.000	
MA0002.2.RUNX1--1280	chr14	43885407	43885417	+	0.000	0.000	
MA0002.2.RUNX1--1281	chr14	43925117	43925127	+	0.000	0.000	
MA0002.2.RUNX1--1282	chr14	44410847	44410857	-	0.000	0.000	
MA0002.2.RUNX1--1283	chr14	47395862	47395872	+	0.000	0.000	
MA0002.2.RUNX1--1284	chr14	47476844	47476854	+	0.000	0.000	
MA0002.2.RUNX1--1285	chr14	47740831	47740841	-	0.000	0.000	
MA0002.2.RUNX1--1286	chr14	50785555	50785565	-	0.000	0.000	
MA0002.2.RUNX1--1287	chr14	51089169	51089179	-	0.000	0.000	
MA0002.2.RUNX1--1288	chr14	52144109	52144119	-	0.000	0.000	
MA0002.2.RUNX1--1289	chr14	52851298	52851308	-	0.000	0.000	
MA0002.2.RUNX1--1290	chr14	52942707	52942717	-	0.000	0.000	
MA0002.2.RUNX1--1291	chr14	52946478	52946488	+	0.000	0.000	
MA0002.2.RUNX1--1292	chr14	53007578	53007588	+	0.000	0.000	
MA0002.2.RUNX1--1293	chr14	53032845	53032855	-	0.000	0.000	
MA0002.2.RUNX1--1294	chr14	53105356	53105366	-	0.000	0.000	
MA0002.2.RUNX1--1295	chr14	53162342	53162352	-	0.000	0.000	
MA0002.2.RUNX1--1296	chr14	53318764	53318774	+	0.000	0.000	
MA0002.2.RUNX1--1297	chr14	53362311	53362321	-	0.000	0.000	
MA0002.2.RUNX1--1298	chr14	53729501	53729511	-	0.000	0.000	
MA0002.2.RUNX1--1299	chr14	53738251	53738261	-	0.000	0.000	
MA0002.2.RUNX1--1300	chr14	53795925	53795935	-	0.000	0.000	
MA0002.2.RUNX1--1301	chr14	53806399	53806409	-	0.000	0.000	
MA0002.2.RUNX1--1302	chr14	54061412	54061422	+	0.000	0.000	
MA0002.2.RUNX1--1303	chr14	54122127	54122137	+	0.000	0.000	
MA0002.2.RUNX1--1304	chr14	55392566	55392576	+	0.000	0.000	
MA0002.2.RUNX1--1305	chr14	55764672	55764682	+	0.000	0.000	
MA0002.2.RUNX1--1306	chr14	55765347	55765357	+	0.000	0.000	
MA0002.2.RUNX1--1307	chr14	55882488	55882498	+	0.000	0.000	
MA0002.2.RUNX1--1308	chr14	57554732	57554742	-	0.000	0.000	
MA0002.2.RUNX1--1309	chr14	57554757	57554767	-	0.000	0.000	
MA0002.2.RUNX1--1310	chr14	57554907	57554917	-	0.000	0.000	
MA0002.2.RUNX1--1311	chr14	57730111	57730121	-	0.000	0.000	
MA0002.2.RUNX1--1312	chr14	58858033	58858043	+	0.000	0.000	
MA0002.2.RUNX1--1313	chr14	59087387	59087397	-	0.000	0.000	
MA0002.2.RUNX1--1314	chr14	59338955	59338965	-	0.000	0.000	
MA0002.2.RUNX1--1315	chr14	59397271	59397281	+	0.000	0.000	
MA0002.2.RUNX1--1316	chr14	60425521	60425531	-	0.000	0.000	
MA0002.2.RUNX1--1317	chr14	60712417	60712427	-	0.000	0.000	
MA0002.2.RUNX1--1318	chr14	60744637	60744647	+	0.000	0.000	
MA0002.2.RUNX1--1319	chr14	61056766	61056776	-	0.000	0.000	
MA0002.2.RUNX1--1320	chr14	61518823	61518833	-	0.000	0.000	
MA0002.2.RUNX1--1321	chr14	61589427	61589437	+	0.000	0.000	
MA0002.2.RUNX1--1322	chr14	61589972	61589982	-	0.000	0.000	
MA0002.2.RUNX1--1323	chr14	61818564	61818574	-	0.000	0.000	
MA0002.2.RUNX1--1324	chr14	61997846	61997856	-	0.000	0.000	
MA0002.2.RUNX1--1325	chr14	62845580	62845590	-	0.000	0.000	
MA0002.2.RUNX1--1326	chr14	62943984	62943994	+	0.000	0.000	
MA0002.2.RUNX1--1327	chr14	63111295	63111305	+	0.000	0.000	
MA0002.2.RUNX1--1328	chr14	63122971	63122981	+	0.000	0.000	
MA0002.2.RUNX1--1329	chr14	63168951	63168961	+	0.000	0.000	
MA0002.2.RUNX1--1330	chr14	64666764	64666774	+	0.000	0.000	
MA0002.2.RUNX1--1331	chr14	65045333	65045343	-	0.000	0.000	
MA0002.2.RUNX1--1332	chr14	65113811	65113821	+	0.000	0.000	
MA0002.2.RUNX1--1333	chr14	65352371	65352381	+	0.000	0.000	
MA0002.2.RUNX1--1334	chr14	65666623	65666633	+	0.000	0.000	
MA0002.2.RUNX1--1335	chr14	66190910	66190920	-	0.000	0.000	
MA0002.2.RUNX1--1336	chr14	66234641	66234651	-	0.000	0.000	
MA0002.2.RUNX1--1337	chr14	66235873	66235883	+	0.000	0.000	
MA0002.2.RUNX1--1338	chr14	66846652	66846662	-	0.000	0.000	
MA0002.2.RUNX1--1339	chr14	67818319	67818329	-	0.000	0.000	
MA0002.2.RUNX1--1340	chr14	67911799	67911809	-	0.000	0.000	
MA0002.2.RUNX1--1341	chr14	67993312	67993322	-	0.000	0.000	
MA0002.2.RUNX1--1342	chr14	68646199	68646209	+	0.000	0.000	
MA0002.2.RUNX1--1343	chr14	69804116	69804126	+	0.000	0.000	
MA0002.2.RUNX1--1344	chr14	70057125	70057135	-	0.000	0.000	
MA0002.2.RUNX1--1345	chr14	70057134	70057144	-	0.000	0.000	
MA0002.2.RUNX1--1346	chr14	70272601	70272611	-	0.000	0.000	
MA0002.2.RUNX1--1347	chr14	70618357	70618367	+	0.000	0.000	
MA0002.2.RUNX1--1348	chr14	70776125	70776135	+	0.000	0.000	
MA0002.2.RUNX1--1349	chr14	70931177	70931187	+	0.000	0.000	
MA0002.2.RUNX1--1350	chr14	71257510	71257520	+	0.000	0.000	
MA0002.2.RUNX1--1351	chr14	72190912	72190922	+	0.000	0.000	
MA0002.2.RUNX1--1352	chr14	72822598	72822608	-	0.000	0.000	
MA0002.2.RUNX1--1353	chr14	72850281	72850291	-	0.000	0.000	
MA0002.2.RUNX1--1354	chr14	72863037	72863047	+	0.000	0.000	
MA0002.2.RUNX1--1355	chr14	72887965	72887975	-	0.000	0.000	
MA0002.2.RUNX1--1356	chr14	73087873	73087883	+	0.000	0.000	
MA0002.2.RUNX1--1357	chr14	73123927	73123937	+	0.000	0.000	
MA0002.2.RUNX1--1358	chr14	73339785	73339795	+	0.000	0.000	
MA0002.2.RUNX1--1359	chr14	73510010	73510020	+	0.000	0.000	
MA0002.2.RUNX1--1360	chr14	73608833	73608843	+	0.000	0.000	
MA0002.2.RUNX1--1361	chr14	74797501	74797511	-	0.000	0.000	
MA0002.2.RUNX1--1362	chr14	74847801	74847811	-	0.000	0.000	
MA0002.2.RUNX1--1363	chr14	74847840	74847850	+	0.000	0.000	
MA0002.2.RUNX1--1364	chr14	74877749	74877759	+	0.000	0.000	
MA0002.2.RUNX1--1365	chr14	74990691	74990701	+	0.000	0.000	
MA0002.2.RUNX1--1366	chr14	75068998	75069008	+	0.000	0.000	
MA0002.2.RUNX1--1367	chr14	75069879	75069889	-	0.000	0.000	
MA0002.2.RUNX1--1368	chr14	75193146	75193156	+	0.000	0.000	
MA0002.2.RUNX1--1369	chr14	75227446	75227456	+	0.000	0.000	
MA0002.2.RUNX1--1370	chr14	75320500	75320510	-	0.000	0.000	
MA0002.2.RUNX1--1371	chr14	75516354	75516364	+	0.000	0.000	
MA0002.2.RUNX1--1372	chr14	75787126	75787136	-	0.000	0.000	
MA0002.2.RUNX1--1373	chr14	75835285	75835295	-	0.000	0.000	
MA0002.2.RUNX1--1374	chr14	76582809	76582819	+	0.000	0.000	
MA0002.2.RUNX1--1375	chr14	76851685	76851695	+	0.000	0.000	
MA0002.2.RUNX1--1376	chr14	77408299	77408309	+	0.000	0.000	
MA0002.2.RUNX1--1377	chr14	77783969	77783979	+	0.000	0.000	
MA0002.2.RUNX1--1378	chr14	77861400	77861410	-	0.000	0.000	
MA0002.2.RUNX1--1379	chr14	78320412	78320422	+	0.000	0.000	
MA0002.2.RUNX1--1380	chr14	78612324	78612334	+	0.000	0.000	
MA0002.2.RUNX1--1381	chr14	78749568	78749578	-	0.000	0.000	
MA0002.2.RUNX1--1382	chr14	78914392	78914402	+	0.000	0.000	
MA0002.2.RUNX1--1383	chr14	79236447	79236457	-	0.000	0.000	
MA0002.2.RUNX1--1384	chr14	86861691	86861701	-	0.000	0.000	
MA0002.2.RUNX1--1385	chr14	87249477	87249487	+	0.000	0.000	
MA0002.2.RUNX1--1386	chr14	87310694	87310704	-	0.000	0.000	
MA0002.2.RUNX1--1387	chr14	87376382	87376392	-	0.000	0.000	
MA0002.2.RUNX1--1388	chr14	87452281	87452291	+	0.000	0.000	
MA0002.2.RUNX1--1389	chr14	87569583	87569593	+	0.000	0.000	
MA0002.2.RUNX1--1390	chr14	98541647	98541657	+	0.000	0.000	
MA0002.2.RUNX1--1391	chr14	99225470	99225480	-	0.000	0.000	
MA0002.2.RUNX1--1392	chr14	99449353	99449363	-	0.000	0.000	
MA0002.2.RUNX1--1393	chr14	101640436	101640446	-	0.000	0.000	
MA0002.2.RUNX1--1394	chr14	101711811	101711821	+	0.000	0.000	
MA0002.2.RUNX1--1395	chr14	101715279	101715289	+	0.000	0.000	
MA0002.2.RUNX1--1396	chr14	101842696	101842706	-	0.000	0.000	
MA0002.2.RUNX1--1397	chr14	101879179	101879189	-	0.000	0.000	
MA0002.2.RUNX1--1398	chr14	102806745	102806755	+	0.000	0.000	
MA0002.2.RUNX1--1399	chr14	102983280	102983290	-	0.000	0.000	
MA0002.2.RUNX1--1400	chr14	103976178	103976188	-	0.000	0.000	
MA0002.2.RUNX1--1401	chr14	104054371	104054381	+	0.000	0.000	
MA0002.2.RUNX1--1402	chr14	104715030	104715040	+	0.000	0.000	
MA0002.2.RUNX1--1403	chr14	105240287	105240297	+	0.000	0.000	
MA0002.2.RUNX1--1404	chr14	105272269	105272279	-	0.000	0.000	
MA0002.2.RUNX1--1405	chr14	105275614	105275624	+	0.000	0.000	
MA0002.2.RUNX1--1406	chr14	105673860	105673870	+	0.000	0.000	
MA0002.2.RUNX1--1407	chr14	106027187	106027197	+	0.000	0.000	
MA0002.2.RUNX1--1408	chr14	106027765	106027775	-	0.000	0.000	
MA0002.2.RUNX1--1409	chr14	106964848	106964858	-	0.000	0.000	
MA0002.2.RUNX1--1410	chr14	112662621	112662631	-	0.000	0.000	
MA0002.2.RUNX1--1411	chr14	114356370	114356380	+	0.000	0.000	
MA0002.2.RUNX1--1412	chr14	114894242	114894252	+	0.000	0.000	
MA0002.2.RUNX1--1413	chr14	115250747	115250757	+	0.000	0.000	
MA0002.2.RUNX1--1414	chr14	117695207	117695217	-	0.000	0.000	
MA0002.2.RUNX1--1415	chr14	118124396	118124406	-	0.000	0.000	
MA0002.2.RUNX1--1416	chr14	118137624	118137634	+	0.000	0.000	
MA0002.2.RUNX1--1417	chr14	118467963	118467973	+	0.000	0.000	
MA0002.2.RUNX1--1418	chr14	118828007	118828017	+	0.000	0.000	
MA0002.2.RUNX1--1419	chr14	118892917	118892927	-	0.000	0.000	
MA0002.2.RUNX1--1420	chr14	118937865	118937875	+	0.000	0.000	
MA0002.2.RUNX1--1421	chr14	120176815	120176825	+	0.000	0.000	
MA0002.2.RUNX1--1422	chr14	120325819	120325829	+	0.000	0.000	
MA0002.2.RUNX1--1423	chr14	120405403	120405413	+	0.000	0.000	
MA0002.2.RUNX1--1424	chr14	121262940	121262950	+	0.000	0.000	
MA0002.2.RUNX1--1425	chr14	121313412	121313422	+	0.000	0.000	
MA0002.2.RUNX1--1426	chr14	121696942	121696952	-	0.000	0.000	
MA0002.2.RUNX1--1427	chr14	121830299	121830309	+	0.000	0.000	
MA0002.2.RUNX1--1428	chr14	121830326	121830336	+	0.000	0.000	
MA0002.2.RUNX1--1429	chr14	121964132	121964142	-	0.000	0.000	
MA0002.2.RUNX1--1430	chr14	121969899	121969909	-	0.000	0.000	
MA0002.2.RUNX1--1431	chr14	121970648	121970658	-	0.000	0.000	
MA0002.2.RUNX1--1432	chr14	121999718	121999728	+	0.000	0.000	
MA0002.2.RUNX1--1433	chr14	122012007	122012017	-	0.000	0.000	
MA0002.2.RUNX1--1434	chr14	122029238	122029248	-	0.000	0.000	
MA0002.2.RUNX1--1435	chr14	122036071	122036081	-	0.000	0.000	
MA0002.2.RUNX1--1436	chr14	122063831	122063841	+	0.000	0.000	
MA0002.2.RUNX1--1437	chr14	122063903	122063913	-	0.000	0.000	
MA0002.2.RUNX1--1438	chr14	122567256	122567266	-	0.000	0.000	
MA0002.2.RUNX1--1439	chr14	123601137	123601147	+	0.000	0.000	
MA0002.2.RUNX1--1440	chr14	124014784	124014794	-	0.000	0.000	
MA0002.2.RUNX1--1441	chr14	124410529	124410539	-	0.000	0.000	
MA0002.2.RUNX1--1442	chr15	3234322	3234332	-	0.000	0.000	
MA0002.2.RUNX1--1443	chr15	3270984	3270994	+	0.000	0.000	
MA0002.2.RUNX1--1444	chr15	3980049	3980059	-	0.000	0.000	
MA0002.2.RUNX1--1445	chr15	4086362	4086372	-	0.000	0.000	
MA0002.2.RUNX1--1446	chr15	5108552	5108562	+	0.000	0.000	
MA0002.2.RUNX1--1447	chr15	5108560	5108570	+	0.000	0.000	
MA0002.2.RUNX1--1448	chr15	5555414	5555424	+	0.000	0.000	
MA0002.2.RUNX1--1449	chr15	5671976	5671986	+	0.000	0.000	
MA0002.2.RUNX1--1450	chr15	6574450	6574460	-	0.000	0.000	
MA0002.2.RUNX1--1451	chr15	8168634	8168644	-	0.000	0.000	
MA0002.2.RUNX1--1452	chr15	9529866	9529876	-	0.000	0.000	
MA0002.2.RUNX1--1453	chr15	9574705	9574715	+	0.000	0.000	
MA0002.2.RUNX1--1454	chr15	12606557	12606567	-	0.000	0.000	
MA0002.2.RUNX1--1455	chr15	18951817	18951827	+	0.000	0.000	
MA0002.2.RUNX1--1456	chr15	22058499	22058509	+	0.000	0.000	
MA0002.2.RUNX1--1457	chr15	25182965	25182975	-	0.000	0.000	
MA0002.2.RUNX1--1458	chr15	25806993	25807003	+	0.000	0.000	
MA0002.2.RUNX1--1459	chr15	25817122	25817132	-	0.000	0.000	
MA0002.2.RUNX1--1460	chr15	25828624	25828634	+	0.000	0.000	
MA0002.2.RUNX1--1461	chr15	25843519	25843529	+	0.000	0.000	
MA0002.2.RUNX1--1462	chr15	25884590	25884600	-	0.000	0.000	
MA0002.2.RUNX1--1463	chr15	25885227	25885237	-	0.000	0.000	
MA0002.2.RUNX1--1464	chr15	27579081	27579091	+	0.000	0.000	
MA0002.2.RUNX1--1465	chr15	27625539	27625549	+	0.000	0.000	
MA0002.2.RUNX1--1466	chr15	27641354	27641364	-	0.000	0.000	
MA0002.2.RUNX1--1467	chr15	29641348	29641358	+	0.000	0.000	
MA0002.2.RUNX1--1468	chr15	30447868	30447878	+	0.000	0.000	
MA0002.2.RUNX1--1469	chr15	30686467	30686477	+	0.000	0.000	
MA0002.2.RUNX1--1470	chr15	31166830	31166840	+	0.000	0.000	
MA0002.2.RUNX1--1471	chr15	31225756	31225766	+	0.000	0.000	
MA0002.2.RUNX1--1472	chr15	32160622	32160632	+	0.000	0.000	
