"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031528","GO:0031528","microvillus membrane","1/337","19/21298",0.261527654059474,0.609917871557374,0.555625779394025,"Slc26a2",1
"GO:0031616","GO:0031616","spindle pole centrosome","1/337","19/21298",0.261527654059474,0.609917871557374,0.555625779394025,"Tmem201",1
"GO:0043034","GO:0043034","costamere","1/337","19/21298",0.261527654059474,0.609917871557374,0.555625779394025,"Vcl",1
"GO:0044232","GO:0044232","organelle membrane contact site","1/337","19/21298",0.261527654059474,0.609917871557374,0.555625779394025,"Esyt2",1
"GO:0099023","GO:0099023","tethering complex","2/337","63/21298",0.263056052595318,0.609917871557374,0.555625779394025,"Nbas/Exoc4",2
"GO:0030027","GO:0030027","lamellipodium","4/337","165/21298",0.265320252029281,0.609917871557374,0.555625779394025,"Ptk2b/Myo10/Ctnnd1/Tmod3",4
"GO:0034704","GO:0034704","calcium channel complex","2/337","64/21298",0.268932305238724,0.609917871557374,0.555625779394025,"Akap6/Ryr3",2
"GO:0062023","GO:0062023","collagen-containing extracellular matrix","7/337","331/21298",0.271419637392562,0.609917871557374,0.555625779394025,"Lama2/Lad1/Bmp7/Anxa3/Prss2/Tnc/Nav2",7
"GO:0005839","GO:0005839","proteasome core complex","1/337","20/21298",0.27322299597319,0.609917871557374,0.555625779394025,"Psmb7",1
"GO:0005922","GO:0005922","connexin complex","1/337","20/21298",0.27322299597319,0.609917871557374,0.555625779394025,"Gja5",1
"GO:0043083","GO:0043083","synaptic cleft","1/337","20/21298",0.27322299597319,0.609917871557374,0.555625779394025,"Lama2",1
"GO:0044292","GO:0044292","dendrite terminus","1/337","20/21298",0.27322299597319,0.609917871557374,0.555625779394025,"Grk3",1
"GO:0090723","GO:0090723","growth cone part","1/337","20/21298",0.27322299597319,0.609917871557374,0.555625779394025,"Exoc4",1
"GO:0098685","GO:0098685","Schaffer collateral - CA1 synapse","3/337","115/21298",0.274109448441222,0.609917871557374,0.555625779394025,"Ppp3r1/Ctnnd1/Ghsr",3
"GO:0033267","GO:0033267","axon part","9/337","447/21298",0.278146933322502,0.609917871557374,0.555625779394025,"Rapgef4/Exoc4/Rasgrf1/Auts2/Kcnk2/Cxcr4/Ptk2b/Ctnnd1/Camk2d",9
"GO:0044440","GO:0044440","endosomal part","5/337","223/21298",0.278743430988077,0.609917871557374,0.555625779394025,"Ldlrad4/Wdr91/Nsg2/Clec16a/Vti1a",5
"GO:0005849","GO:0005849","mRNA cleavage factor complex","1/337","21/21298",0.284733657236327,0.609917871557374,0.555625779394025,"Scaf8",1
"GO:0012507","GO:0012507","ER to Golgi transport vesicle membrane","1/337","21/21298",0.284733657236327,0.609917871557374,0.555625779394025,"Vti1a",1
"GO:0043194","GO:0043194","axon initial segment","1/337","21/21298",0.284733657236327,0.609917871557374,0.555625779394025,"Camk2d",1
"GO:0000502","GO:0000502","proteasome complex","2/337","67/21298",0.286549925378681,0.609917871557374,0.555625779394025,"Dnajb2/Psmb7",2
"GO:0000139","GO:0000139","Golgi membrane","5/337","226/21298",0.287876283677393,0.609917871557374,0.555625779394025,"Man1a/Man2a1/Slc35b3/Chst2/Nsg2",5
"GO:0005793","GO:0005793","endoplasmic reticulum-Golgi intermediate compartment","2/337","68/21298",0.29241410841524,0.609917871557374,0.555625779394025,"Nucb2/Man1a",2
"GO:1905369","GO:1905369","endopeptidase complex","2/337","68/21298",0.29241410841524,0.609917871557374,0.555625779394025,"Dnajb2/Psmb7",2
"GO:0005912","GO:0005912","adherens junction","6/337","284/21298",0.294700356866247,0.609917871557374,0.555625779394025,"Epb41l5/Vcl/Flnb/Ptk2b/Ctnnd1/Pkp4",6
"GO:0001741","GO:0001741","XY body","1/337","22/21298",0.296062545590482,0.609917871557374,0.555625779394025,"Usp7",1
"GO:0005858","GO:0005858","axonemal dynein complex","1/337","22/21298",0.296062545590482,0.609917871557374,0.555625779394025,"Casc1",1
"GO:0016327","GO:0016327","apicolateral plasma membrane","1/337","22/21298",0.296062545590482,0.609917871557374,0.555625779394025,"Rasgrf1",1
"GO:0031307","GO:0031307","integral component of mitochondrial outer membrane","1/337","22/21298",0.296062545590482,0.609917871557374,0.555625779394025,"Fundc1",1
"GO:0071782","GO:0071782","endoplasmic reticulum tubular network","1/337","22/21298",0.296062545590482,0.609917871557374,0.555625779394025,"Tmem201",1
"GO:0043235","GO:0043235","receptor complex","8/337","398/21298",0.296107884872182,0.609917871557374,0.555625779394025,"Lhcgr/Olfm2/Gfra2/Ntrk3/Ptk2b/Kctd12b/Cnih3/Alcam",8
"GO:0005657","GO:0005657","replication fork","2/337","70/21298",0.304122040991789,0.61932737375725,0.564197690855098,"Blm/Bcl6",2
"GO:0031306","GO:0031306","intrinsic component of mitochondrial outer membrane","1/337","23/21298",0.307212523130245,0.61932737375725,0.564197690855098,"Fundc1",1
"GO:0045120","GO:0045120","pronucleus","1/337","23/21298",0.307212523130245,0.61932737375725,0.564197690855098,"Blm",1
"GO:0098831","GO:0098831","presynaptic active zone cytoplasmic component","1/337","23/21298",0.307212523130245,0.61932737375725,0.564197690855098,"Ctnnd1",1
"GO:0016605","GO:0016605","PML body","2/337","72/21298",0.315794515237918,0.624832374402589,0.569212661586028,"Ankrd2/Blm",2
"GO:0000922","GO:0000922","spindle pole","3/337","125/21298",0.31725301979343,0.624832374402589,0.569212661586028,"Map10/Tmem201/Pkp4",3
"GO:0001673","GO:0001673","male germ cell nucleus","1/337","24/21298",0.318186407017677,0.624832374402589,0.569212661586028,"Blm",1
"GO:0030687","GO:0030687","preribosome, large subunit precursor","1/337","24/21298",0.318186407017677,0.624832374402589,0.569212661586028,"Wdr37",1
"GO:0034706","GO:0034706","sodium channel complex","1/337","24/21298",0.318186407017677,0.624832374402589,0.569212661586028,"Scn3a",1
"GO:0098802","GO:0098802","plasma membrane receptor complex","4/337","182/21298",0.325507389551762,0.633117753278528,0.576760514026822,"Olfm2/Ptk2b/Cnih3/Alcam",4
"GO:0030057","GO:0030057","desmosome","1/337","25/21298",0.328986970185631,0.633117753278528,0.576760514026822,"Pkp4",1
"GO:0031233","GO:0031233","intrinsic component of external side of plasma membrane","1/337","25/21298",0.328986970185631,0.633117753278528,0.576760514026822,"Lhcgr",1
"GO:0044452","GO:0044452","nucleolar part","4/337","183/21298",0.329087592073536,0.633117753278528,0.576760514026822,"Fhit/Polr1a/Wdr37/Dusp11",4
"GO:0045177","GO:0045177","apical part of cell","8/337","415/21298",0.335826668812357,0.637202084304004,0.580481276633005,"Rapgef4/Slc26a2/Kcnk2/Acpp/Pard6g/Atp1b1/Slc30a5/Tnik",8
"GO:0070161","GO:0070161","anchoring junction","6/337","299/21298",0.336236818421183,0.637202084304004,0.580481276633005,"Epb41l5/Vcl/Flnb/Ptk2b/Ctnnd1/Pkp4",6
"GO:0002102","GO:0002102","podosome","1/337","26/21298",0.339616942030102,0.637202084304004,0.580481276633005,"Vcl",1
"GO:0035327","GO:0035327","transcriptionally active chromatin","1/337","26/21298",0.339616942030102,0.637202084304004,0.580481276633005,"Ice1",1
"GO:0097386","GO:0097386","glial cell projection","1/337","26/21298",0.339616942030102,0.637202084304004,0.580481276633005,"Kcnk2",1
"GO:0030176","GO:0030176","integral component of endoplasmic reticulum membrane","3/337","134/21298",0.356188628929479,0.665002415587549,0.605806949903392,"Slc35b3/Scd2/Ext1",3
"GO:0008076","GO:0008076","voltage-gated potassium channel complex","2/337","80/21298",0.361952996670963,0.672451890873995,0.612593307059215,"Kcnj3/Kcnk2",2
"GO:0016342","GO:0016342","catenin complex","1/337","29/21298",0.370509964767817,0.673847863960461,0.613865017022723,"Ctnnd1",1
"GO:0030686","GO:0030686","90S preribosome","1/337","29/21298",0.370509964767817,0.673847863960461,0.613865017022723,"Wdr37",1
"GO:0044305","GO:0044305","calyx of Held","1/337","29/21298",0.370509964767817,0.673847863960461,0.613865017022723,"Kcnk2",1
"GO:0044448","GO:0044448","cell cortex part","4/337","195/21298",0.372135773726287,0.673847863960461,0.613865017022723,"Exoc4/Tmem201/Tmod1/Ctnnd1",4
"GO:0005903","GO:0005903","brush border","3/337","138/21298",0.373418044132198,0.673847863960461,0.613865017022723,"Rapgef4/Gna13/Flnb",3
"GO:0042788","GO:0042788","polysomal ribosome","1/337","30/21298",0.380484018172925,0.673847863960461,0.613865017022723,"Rpl31",1
"GO:0097228","GO:0097228","sperm principal piece","1/337","30/21298",0.380484018172925,0.673847863960461,0.613865017022723,"Ccr6",1
"GO:0097431","GO:0097431","mitotic spindle pole","1/337","30/21298",0.380484018172925,0.673847863960461,0.613865017022723,"Map10",1
"GO:1902555","GO:1902555","endoribonuclease complex","1/337","30/21298",0.380484018172925,0.673847863960461,0.613865017022723,"Tsen2",1
"GO:1905348","GO:1905348","endonuclease complex","1/337","30/21298",0.380484018172925,0.673847863960461,0.613865017022723,"Tsen2",1
"GO:0017053","GO:0017053","transcriptional repressor complex","2/337","84/21298",0.384605711602022,0.677979370684494,0.6176287559631,"Tbx15/Akirin2",2
"GO:0032588","GO:0032588","trans-Golgi network membrane","1/337","31/21298",0.3903004976668,0.678549947778519,0.618148542900582,"Nsg2",1
"GO:0043073","GO:0043073","germ cell nucleus","1/337","31/21298",0.3903004976668,0.678549947778519,0.618148542900582,"Blm",1
"GO:0090568","GO:0090568","nuclear transcriptional repressor complex","1/337","31/21298",0.3903004976668,0.678549947778519,0.618148542900582,"Tbx15",1
"GO:0031941","GO:0031941","filamentous actin","1/337","32/21298",0.39996188537011,0.690387647200131,0.628932504601147,"Tmod3",1
"GO:0098858","GO:0098858","actin-based cell projection","4/337","203/21298",0.400752723968414,0.690387647200131,0.628932504601147,"Exoc4/Slc26a2/Acpp/Myo10",4
"GO:0001726","GO:0001726","ruffle","3/337","145/21298",0.403336029024782,0.691693914028925,0.630122493546695,"Epb41l5/Myo10/Tmod3",3
"GO:0005834","GO:0005834","heterotrimeric G-protein complex","1/337","33/21298",0.409470624419779,0.692809672567395,0.631138932376352,"Gna13",1
"GO:0005921","GO:0005921","gap junction","1/337","33/21298",0.409470624419779,0.692809672567395,0.631138932376352,"Gja5",1
"GO:1905360","GO:1905360","GTPase complex","1/337","33/21298",0.409470624419779,0.692809672567395,0.631138932376352,"Gna13",1
"GO:0030175","GO:0030175","filopodium","2/337","91/21298",0.423370445662646,0.709125632010368,0.646002519926123,"Acpp/Myo10",2
"GO:0034705","GO:0034705","potassium channel complex","2/337","91/21298",0.423370445662646,0.709125632010368,0.646002519926123,"Kcnj3/Kcnk2",2
"GO:0015030","GO:0015030","Cajal body","1/337","35/21298",0.428039737840448,0.709125632010368,0.646002519926123,"Ice1",1
"GO:0044447","GO:0044447","axoneme part","1/337","35/21298",0.428039737840448,0.709125632010368,0.646002519926123,"Casc1",1
"GO:0005902","GO:0005902","microvillus","2/337","92/21298",0.428806711311101,0.709125632010368,0.646002519926123,"Exoc4/Slc26a2",2
"GO:0005901","GO:0005901","caveola","2/337","93/21298",0.434215893468804,0.709125632010368,0.646002519926123,"Akap6/Atp1b1",2
"GO:1905368","GO:1905368","peptidase complex","2/337","93/21298",0.434215893468804,0.709125632010368,0.646002519926123,"Dnajb2/Psmb7",2
"GO:0001772","GO:0001772","immunological synapse","1/337","36/21298",0.437104809013273,0.709125632010368,0.646002519926123,"Alcam",1
"GO:0005790","GO:0005790","smooth endoplasmic reticulum","1/337","36/21298",0.437104809013273,0.709125632010368,0.646002519926123,"Ryr3",1
"GO:0000790","GO:0000790","nuclear chromatin","7/337","397/21298",0.439614462837437,0.709125632010368,0.646002519926123,"Pawr/Slx4/Hmgb1/Tcf12/Tcf4/Mef2b/Nrip1",7
"GO:0005802","GO:0005802","trans-Golgi network","4/337","214/21298",0.439695312724107,0.709125632010368,0.646002519926123,"Gsap/Chst2/Nsg2/Fam91a1",4
"GO:0099568","GO:0099568","cytoplasmic region","8/337","460/21298",0.443478869315901,0.712196997757315,0.648800486777946,"Exoc4/Tmem201/Tmod1/Pard6g/Ptk2b/Ctnnd1/Casc1/Rhoj",8
"GO:0030136","GO:0030136","clathrin-coated vesicle","2/337","96/21298",0.450276001255044,0.720061622260176,0.655965038470595,"Ston2/Vti1a",2
"GO:0005765","GO:0005765","lysosomal membrane","2/337","98/21298",0.460838656002133,0.733856515230287,0.668531973324633,"Trpm2/Clec16a",2
"GO:0098852","GO:0098852","lytic vacuole membrane","2/337","99/21298",0.466075503857609,0.739090443355789,0.673300001168446,"Trpm2/Clec16a",2
"GO:0098982","GO:0098982","GABA-ergic synapse","2/337","100/21298",0.471282188506773,0.742203012752966,0.676135503910492,"Cntn5/Magi2",2
"GO:0000791","GO:0000791","euchromatin","1/337","40/21298",0.471954950061912,0.742203012752966,0.676135503910492,"Ankrd2",1
"GO:0000803","GO:0000803","sex chromosome","1/337","41/21298",0.480325971880951,0.742966274456452,0.676830823557051,"Usp7",1
"GO:1990391","GO:1990391","DNA repair complex","1/337","41/21298",0.480325971880951,0.742966274456452,0.676830823557051,"Slx4",1
"GO:0055029","GO:0055029","nuclear DNA-directed RNA polymerase complex","2/337","102/21298",0.481603653523191,0.742966274456452,0.676830823557051,"Polr1a/Uri1",2
"GO:1902911","GO:1902911","protein kinase complex","2/337","102/21298",0.481603653523191,0.742966274456452,0.676830823557051,"Map3k13/Sik2",2
"GO:0000428","GO:0000428","DNA-directed RNA polymerase complex","2/337","103/21298",0.486717773068227,0.742966274456452,0.676830823557051,"Polr1a/Uri1",2
"GO:0072686","GO:0072686","mitotic spindle","2/337","103/21298",0.486717773068227,0.742966274456452,0.676830823557051,"Map10/Pkp4",2
"GO:0009925","GO:0009925","basal plasma membrane","1/337","42/21298",0.48856467665943,0.742966274456452,0.676830823557051,"Aqp4",1
"GO:1902562","GO:1902562","H4 histone acetyltransferase complex","1/337","42/21298",0.48856467665943,0.742966274456452,0.676830823557051,"Kansl1l",1
"GO:0044437","GO:0044437","vacuolar part","3/337","166/21298",0.49008329449634,0.742966274456452,0.676830823557051,"Trpm2/Nsg2/Clec16a",3
"GO:0030880","GO:0030880","RNA polymerase complex","2/337","106/21298",0.501870089032231,0.75360572576726,0.686523199699101,"Polr1a/Uri1",2
"GO:0030139","GO:0030139","endocytic vesicle","3/337","169/21298",0.501987892660061,0.75360572576726,0.686523199699101,"Anxa3/Flnb/Rapgef1",3
"GO:0005764","GO:0005764","lysosome","7/337","422/21298",0.503066619047801,0.75360572576726,0.686523199699101,"Lhcgr/Cxcr4/Acpp/Trpm2/Nsg2/Capn2/Clec16a",7
"GO:0000323","GO:0000323","lytic vacuole","7/337","423/21298",0.505561246586006,0.754361072661796,0.687211309076709,"Lhcgr/Cxcr4/Acpp/Trpm2/Nsg2/Capn2/Clec16a",7
"GO:0099055","GO:0099055","integral component of postsynaptic membrane","3/337","172/21298",0.513749491676225,0.763572773903095,0.695603026913526,"Adgrl2/Ntrk3/Nrp2",3
"GO:0005814","GO:0005814","centriole","2/337","109/21298",0.516731854101499,0.765005362126828,0.696908092702679,"Cep63/Mdm1",2
"GO:0005801","GO:0005801","cis-Golgi network","1/337","46/21298",0.520237543912287,0.767198556975707,0.69890605940295,"Man2a1",1
"GO:0000781","GO:0000781","chromosome, telomeric region","2/337","111/21298",0.526475272780565,0.769994841843679,0.701453431814267,"Slx4/Blm",2
"GO:0035861","GO:0035861","site of double-strand break","1/337","47/21298",0.527845296015692,0.769994841843679,0.701453431814267,"Samhd1",1
"GO:0070382","GO:0070382","exocytic vesicle","4/337","240/21298",0.528228651396719,0.769994841843679,0.701453431814267,"Exoc4/Ston2/Syt6/Vti1a",4
"GO:0030173","GO:0030173","integral component of Golgi membrane","1/337","48/21298",0.53533276179343,0.774393575266068,0.705460610157674,"Slc35b3",1
"GO:0031201","GO:0031201","SNARE complex","1/337","48/21298",0.53533276179343,0.774393575266068,0.705460610157674,"Vti1a",1
"GO:0008287","GO:0008287","protein serine/threonine phosphatase complex","1/337","49/21298",0.542701837524047,0.776166024232505,0.707075283844637,"Ppp3r1",1
"GO:0044420","GO:0044420","extracellular matrix component","1/337","49/21298",0.542701837524047,0.776166024232505,0.707075283844637,"Tnc",1
"GO:1903293","GO:1903293","phosphatase complex","1/337","49/21298",0.542701837524047,0.776166024232505,0.707075283844637,"Ppp3r1",1
"GO:0098936","GO:0098936","intrinsic component of postsynaptic membrane","3/337","181/21298",0.548122389296911,0.780646867747517,0.711157263216736,"Adgrl2/Ntrk3/Nrp2",3
"GO:0031228","GO:0031228","intrinsic component of Golgi membrane","1/337","50/21298",0.549954389679649,0.780646867747517,0.711157263216736,"Slc35b3",1
"GO:0044853","GO:0044853","plasma membrane raft","2/337","117/21298",0.554900937313009,0.784729310603099,0.71487630572925,"Akap6/Atp1b1",2
"GO:0061695","GO:0061695","transferase complex, transferring phosphorus-containing groups","4/337","251/21298",0.563610205489586,0.791835525660659,0.721349958107752,"Polr1a/Uri1/Map3k13/Sik2",4
"GO:0036126","GO:0036126","sperm flagellum","2/337","119/21298",0.564104464190971,0.791835525660659,0.721349958107752,"Grk3/Ccr6",2
"GO:0030134","GO:0030134","COPII-coated ER to Golgi transport vesicle","1/337","53/21298",0.571031132079553,0.795664702419671,0.724838279110269,"Vti1a",1
"GO:0031312","GO:0031312","extrinsic component of organelle membrane","1/337","53/21298",0.571031132079553,0.795664702419671,0.724838279110269,"Wdr91",1
"GO:0098862","GO:0098862","cluster of actin-based cell projections","3/337","189/21298",0.577452830493285,0.796362620801954,0.725474071998447,"Rapgef4/Gna13/Flnb",3
"GO:0001917","GO:0001917","photoreceptor inner segment","1/337","54/21298",0.577835674724373,0.796362620801954,0.725474071998447,"Rapgef4",1
"GO:0099738","GO:0099738","cell cortex region","1/337","54/21298",0.577835674724373,0.796362620801954,0.725474071998447,"Ctnnd1",1
"GO:0030286","GO:0030286","dynein complex","1/337","55/21298",0.584532595154512,0.802673382476667,0.731223078606713,"Casc1",1
"GO:0045171","GO:0045171","intercellular bridge","1/337","56/21298",0.591123590561608,0.806621258901837,0.7348195331754,"Dusp11",1
"GO:0031225","GO:0031225","anchored component of membrane","3/337","193/21298",0.591664142413485,0.806621258901837,0.7348195331754,"Nt5e/Cntn5/Gfra2",3
"GO:0097729","GO:0097729","9+2 motile cilium","2/337","126/21298",0.595234297464869,0.808579923796363,0.736603846702422,"Grk3/Ccr6",2
"GO:0090734","GO:0090734","site of DNA damage","1/337","57/21298",0.597610331451389,0.808908270071702,0.736902965097954,"Samhd1",1
"GO:0098889","GO:0098889","intrinsic component of presynaptic membrane","2/337","128/21298",0.603818068826664,0.8144023063534,0.741907947462617,"Kcnj3/Cntn5",2
"GO:0030660","GO:0030660","Golgi-associated vesicle membrane","1/337","59/21298",0.61027760077603,0.819785431786509,0.746811891753854,"Vti1a",1
"GO:0001650","GO:0001650","fibrillar center","2/337","131/21298",0.616434915929986,0.819785431786509,0.746811891753854,"Fhit/Dusp11",2
"GO:0010494","GO:0010494","cytoplasmic stress granule","1/337","60/21298",0.616461340525475,0.819785431786509,0.746811891753854,"Pabpc2",1
"GO:0016459","GO:0016459","myosin complex","1/337","60/21298",0.616461340525475,0.819785431786509,0.746811891753854,"Myo10",1
"GO:0005905","GO:0005905","clathrin-coated pit","1/337","61/21298",0.622547249191212,0.822109433600939,0.748929021583413,"Lrp12",1
"GO:0022625","GO:0022625","cytosolic large ribosomal subunit","1/337","61/21298",0.622547249191212,0.822109433600939,0.748929021583413,"Rpl31",1
"GO:0044306","GO:0044306","neuron projection terminus","3/337","204/21298",0.629126758743226,0.827913338762787,0.754216289721411,"Rapgef4/Kcnk2/Vti1a",3
"GO:0055037","GO:0055037","recycling endosome","2/337","137/21298",0.640740281486902,0.840278777451681,0.765481013759621,"Slc9a9/Tnik",2
"GO:0045178","GO:0045178","basal part of cell","1/337","65/21298",0.64594307566462,0.844180778196176,0.769035676290365,"Aqp4",1
"GO:0031301","GO:0031301","integral component of organelle membrane","3/337","216/21298",0.667220675883591,0.859021778178633,0.782555598507407,"Tmem201/Fundc1/Slc35b3",3
"GO:0097730","GO:0097730","non-motile cilium","2/337","144/21298",0.667548086783223,0.859021778178633,0.782555598507407,"Rapgef4/Mdm1",2
"GO:0005776","GO:0005776","autophagosome","1/337","69/21298",0.667892783782534,0.859021778178633,0.782555598507407,"Vti1a",1
"GO:0005777","GO:0005777","peroxisome","2/337","145/21298",0.671243360318306,0.859021778178633,0.782555598507407,"Akap11/Isoc1",2
"GO:0042579","GO:0042579","microbody","2/337","145/21298",0.671243360318306,0.859021778178633,0.782555598507407,"Akap11/Isoc1",2
"GO:0032587","GO:0032587","ruffle membrane","1/337","70/21298",0.673164823533124,0.859021778178633,0.782555598507407,"Epb41l5",1
"GO:0032592","GO:0032592","integral component of mitochondrial membrane","1/337","70/21298",0.673164823533124,0.859021778178633,0.782555598507407,"Fundc1",1
"GO:0008021","GO:0008021","synaptic vesicle","3/337","219/21298",0.676286824626448,0.860109753467865,0.783546727225273,"Exoc4/Ston2/Vti1a",3
"GO:0030662","GO:0030662","coated vesicle membrane","1/337","72/21298",0.683459880039866,0.86063207027811,0.784022549788141,"Vti1a",1
"GO:0098573","GO:0098573","intrinsic component of mitochondrial membrane","1/337","72/21298",0.683459880039866,0.86063207027811,0.784022549788141,"Fundc1",1
"GO:0000932","GO:0000932","P-body","1/337","73/21298",0.688485509947836,0.86063207027811,0.784022549788141,"Tnrc6c",1
"GO:0046658","GO:0046658","anchored component of plasma membrane","1/337","73/21298",0.688485509947836,0.86063207027811,0.784022549788141,"Cntn5",1
"GO:0005758","GO:0005758","mitochondrial intermembrane space","1/337","74/21298",0.693431582180937,0.86063207027811,0.784022549788141,"Nln",1
"GO:0005844","GO:0005844","polysome","1/337","75/21298",0.69829935247895,0.86063207027811,0.784022549788141,"Rpl31",1
"GO:0000795","GO:0000795","synaptonemal complex","1/337","76/21298",0.703090056819269,0.86063207027811,0.784022549788141,"Blm",1
"GO:0016234","GO:0016234","inclusion body","1/337","76/21298",0.703090056819269,0.86063207027811,0.784022549788141,"Dnajb2",1
"GO:0030684","GO:0030684","preribosome","1/337","76/21298",0.703090056819269,0.86063207027811,0.784022549788141,"Wdr37",1
"GO:0099086","GO:0099086","synaptonemal structure","1/337","76/21298",0.703090056819269,0.86063207027811,0.784022549788141,"Blm",1
"GO:0005774","GO:0005774","vacuolar membrane","2/337","155/21298",0.706388275970298,0.86063207027811,0.784022549788141,"Trpm2/Clec16a",2
"GO:0031253","GO:0031253","cell projection membrane","4/337","302/21298",0.706610501797058,0.86063207027811,0.784022549788141,"Epb41l5/Gna13/Slc26a2/Aqp4",4
"GO:0031526","GO:0031526","brush border membrane","1/337","77/21298",0.707804911727002,0.86063207027811,0.784022549788141,"Gna13",1
"GO:0000784","GO:0000784","nuclear chromosome, telomeric region","1/337","78/21298",0.712445114580214,0.86063207027811,0.784022549788141,"Slx4",1
"GO:0001750","GO:0001750","photoreceptor outer segment","1/337","78/21298",0.712445114580214,0.86063207027811,0.784022549788141,"Rapgef4",1
"GO:0044450","GO:0044450","microtubule organizing center part","2/337","157/21298",0.713030264029885,0.86063207027811,0.784022549788141,"Cep63/Mdm1",2
"GO:0016591","GO:0016591","RNA polymerase II, holoenzyme","1/337","79/21298",0.717011843910396,0.862690440768381,0.785897693575973,"Uri1",1
"GO:0030141","GO:0030141","secretory granule","5/337","383/21298",0.727525838326074,0.870002735474168,0.79255908133739,"Abcc4/Anxa3/Acpp/Myo5c/Slc30a5",5
"GO:0000123","GO:0000123","histone acetyltransferase complex","1/337","82/21298",0.730282699557911,0.870002735474168,0.79255908133739,"Kansl1l",1
"GO:0030667","GO:0030667","secretory granule membrane","1/337","82/21298",0.730282699557911,0.870002735474168,0.79255908133739,"Abcc4",1
"GO:0030133","GO:0030133","transport vesicle","4/337","313/21298",0.732547326546964,0.870002735474168,0.79255908133739,"Exoc4/Ston2/Syt6/Vti1a",4
"GO:1902554","GO:1902554","serine/threonine protein kinase complex","1/337","83/21298",0.734566953434654,0.870002735474168,0.79255908133739,"Map3k13",1
"GO:0031300","GO:0031300","intrinsic component of organelle membrane","3/337","243/21298",0.74228547386522,0.874445952190726,0.796606783276095,"Tmem201/Fundc1/Slc35b3",3
"GO:0044304","GO:0044304","main axon","1/337","85/21298",0.742932972573651,0.874445952190726,0.796606783276095,"Camk2d",1
"GO:0031970","GO:0031970","organelle envelope lumen","1/337","87/21298",0.751036066161836,0.881246653484011,0.802802117324693,"Nln",1
"GO:0030135","GO:0030135","coated vesicle","2/337","173/21298",0.761744482611077,0.88944381687009,0.810269606814025,"Ston2/Vti1a",2
"GO:0048786","GO:0048786","presynaptic active zone","1/337","90/21298",0.762715674097043,0.88944381687009,0.810269606814025,"Ctnnd1",1
"GO:1903561","GO:1903561","extracellular vesicle","1/337","91/21298",0.766486176635203,0.889953171513312,0.81073362104254,"Arc",1
"GO:0031248","GO:0031248","protein acetyltransferase complex","1/337","92/21298",0.770196939990413,0.889953171513312,0.81073362104254,"Kansl1l",1
"GO:1902493","GO:1902493","acetyltransferase complex","1/337","92/21298",0.770196939990413,0.889953171513312,0.81073362104254,"Kansl1l",1
"GO:0005791","GO:0005791","rough endoplasmic reticulum","1/337","93/21298",0.773848907887387,0.890183989370335,0.810943892552339,"Sec61b",1
"GO:0019866","GO:0019866","organelle inner membrane","6/337","481/21298",0.775792089297282,0.890183989370335,0.810943892552339,"Tmem65/Ociad2/Tmem201/Cds2/Lmnb1/Ndufaf6",6
"GO:1904949","GO:1904949","ATPase complex","1/337","94/21298",0.777443009186229,0.890183989370335,0.810943892552339,"Atp1b1",1
"GO:0043679","GO:0043679","axon terminus","2/337","183/21298",0.788424239554434,0.900038514431115,0.81992121297988,"Rapgef4/Kcnk2",2
"GO:0098839","GO:0098839","postsynaptic density membrane","1/337","99/21298",0.794577015398172,0.904338404912634,0.823838346927771,"Arc",1
"GO:0005819","GO:0005819","spindle","3/337","268/21298",0.799207579258667,0.905262941711931,0.824680585700634,"Map10/Tmem201/Pkp4",3
"GO:0005874","GO:0005874","microtubule","5/337","425/21298",0.805406905856629,0.905262941711931,0.824680585700634,"Sntb2/Map10/Casc1/Ranbp10/Mdm1",5
"GO:0019867","GO:0019867","outer membrane","2/337","190/21298",0.805504632892895,0.905262941711931,0.824680585700634,"Nucb2/Fundc1",2
"GO:0031968","GO:0031968","organelle outer membrane","2/337","190/21298",0.805504632892895,0.905262941711931,0.824680585700634,"Nucb2/Fundc1",2
"GO:0043230","GO:0043230","extracellular organelle","1/337","103/21298",0.807332122159981,0.905262941711931,0.824680585700634,"Arc",1
"GO:0036464","GO:0036464","cytoplasmic ribonucleoprotein granule","2/337","197/21298",0.821350379264477,0.912004654924959,0.830822182517391,"Pabpc2/Tnrc6c",2
"GO:1990204","GO:1990204","oxidoreductase complex","1/337","108/21298",0.822171152509477,0.912004654924959,0.830822182517391,"Noxa1",1
"GO:0097733","GO:0097733","photoreceptor cell cilium","1/337","109/21298",0.824999294161403,0.912004654924959,0.830822182517391,"Rapgef4",1
"GO:0031514","GO:0031514","motile cilium","2/337","200/21298",0.827780667004962,0.912004654924959,0.830822182517391,"Grk3/Ccr6",2
"GO:0042734","GO:0042734","presynaptic membrane","2/337","200/21298",0.827780667004962,0.912004654924959,0.830822182517391,"Kcnj3/Cntn5",2
"GO:0097731","GO:0097731","9+0 non-motile cilium","1/337","110/21298",0.827782589166717,0.912004654924959,0.830822182517391,"Rapgef4",1
"GO:0022626","GO:0022626","cytosolic ribosome","1/337","111/21298",0.83052174658841,0.91237026654205,0.831155249064831,"Rpl31",1
"GO:0035068","GO:0035068","micro-ribonucleoprotein complex","1/337","116/21298",0.843579514453399,0.918807790641586,0.837019734288127,"Tnrc6c",1
