#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Elf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.1_up.bed
NR8285--MA0473.2.ELF1	chr6	120529243	120529254	+	0.000	0.000	Merged-chr6-120529161-48
NR6270--MA0640.1.ELF3	chr3	84715252	84715264	-	0.000	0.000	Merged-chr3-84715324-47
NR9284--MA0641.1.ELF4	chr8	72363577	72363588	-	0.000	0.000	Merged-chr8-72363600-16
NR10374--MA0641.1.ELF4	chrX	136986218	136986229	+	0.000	0.000	Merged-chrX-136986316-28
NR4943--MA0136.2.ELF5	chr19	4475729	4475739	-	0.000	0.000	Merged-chr19-4475764-2
NR3992--MA0136.2.ELF5	chr16	91366861	91366871	-	0.000	0.000	Merged-chr16-91366873-55
NR3088--MA0136.2.ELF5	chr14	59555267	59555277	-	0.000	0.000	Merged-chr14-59555150-10
NR1479--MA0641.1.ELF4	chr11	57958442	57958453	+	0.000	0.000	Merged-chr11-57958407-27
NR3517--MA0473.2.ELF1	chr15	78248552	78248563	-	0.000	0.000	Merged-chr15-78248653-25
NR7486--MA0640.1.ELF3	chr5	65653942	65653954	+	0.000	0.000	Merged-chr5-65654078-14
NR3527--MA0136.2.ELF5	chr15	78589098	78589108	+	0.000	0.000	Merged-chr15-78589075-8
NR3574--MA0641.1.ELF4	chr15	80639246	80639257	+	0.000	0.000	Merged-chr15-80639278-38
NR5971--MA0136.2.ELF5	chr2	164867046	164867056	-	0.000	0.000	Merged-chr2-164866998-31
NR7271--MA0641.1.ELF4	chr4	149469696	149469707	-	0.000	0.000	Merged-chr4-149469788-41
NR2274--MA0641.1.ELF4	chr12	102627711	102627722	-	0.000	0.000	Merged-chr12-102627698-2
NR7135--MA0136.2.ELF5	chr4	133079280	133079290	+	0.000	0.000	Merged-chr4-133079256-48
NR5761--MA0136.2.ELF5	chr2	127189703	127189713	-	0.000	0.000	Merged-chr2-127189787-10
NR3567--MA0473.2.ELF1	chr15	80319499	80319510	-	0.000	0.000	Merged-chr15-80319451-11
NR5996--MA0641.1.ELF4	chr2	167839391	167839402	+	0.000	0.000	Merged-chr2-167839599-16
NR4374--MA0640.1.ELF3	chr17	47293384	47293396	-	0.000	0.000	Merged-chr17-47293551-33
NR5993--MA0473.2.ELF1	chr2	167839391	167839402	+	0.000	0.000	Merged-chr2-167839599-16
NR9429--MA0641.1.ELF4	chr8	113827473	113827484	-	0.000	0.000	Merged-chr8-113827512-18
NR9426--MA0473.2.ELF1	chr8	113827473	113827484	-	0.000	0.000	Merged-chr8-113827512-18
NR8286--MA0640.1.ELF3	chr6	120529243	120529255	+	0.000	0.000	Merged-chr6-120529161-48
NR9691--MA0136.2.ELF5	chr9	42158846	42158856	+	0.000	0.000	Merged-chr9-42158908-46
NR8270--MA0136.2.ELF5	chr6	119199070	119199080	+	0.000	0.000	Merged-chr6-119199024-52
NR7073--MA0136.2.ELF5	chr4	128594134	128594144	+	0.000	0.000	Merged-chr4-128594333-42
NR7425--MA0640.1.ELF3	chr5	35166396	35166408	-	0.000	0.000	Merged-chr5-35166204-55
NR1407--MA0136.2.ELF5	chr11	45791859	45791869	+	0.000	0.000	Merged-chr11-45791953-26
NR8613--MA0641.1.ELF4	chr7	44741442	44741453	+	0.000	0.000	Merged-chr7-44741502-14
NR9488--MA0641.1.ELF4	chr8	122463912	122463923	-	0.000	0.000	Merged-chr8-122464115-42
NR5695--MA0136.2.ELF5	chr2	117374444	117374454	+	0.000	0.000	Merged-chr2-117374468-47
NR8714--MA0136.2.ELF5	chr7	75879579	75879589	-	0.000	0.000	Merged-chr7-75879719-34
NR9280--MA0136.2.ELF5	chr8	72216035	72216045	+	0.000	0.000	Merged-chr8-72216019-31
NR8878--MA0640.1.ELF3	chr7	114161269	114161281	-	0.000	0.000	Merged-chr7-114161224-36
NR10370--MA0136.2.ELF5	chrX	136986181	136986191	+	0.000	0.000	Merged-chrX-136986316-28
NR3572--MA0640.1.ELF3	chr15	80639246	80639258	+	0.000	0.000	Merged-chr15-80639278-38
NR1164--MA0640.1.ELF3	chr10	98776473	98776485	-	0.000	0.000	Merged-chr10-98776574-38
NR6557--MA0136.2.ELF5	chr3	133583963	133583973	+	0.000	0.000	Merged-chr3-133583850-2
NR8412--MA0641.1.ELF4	chr6	137795293	137795304	+	0.000	0.000	Merged-chr6-137795480-24
NR5239--MA0136.2.ELF5	chr2	10581309	10581319	-	0.000	0.000	Merged-chr2-10581253-23
NR2220--MA0136.2.ELF5	chr12	84762759	84762769	-	0.000	0.000	Merged-chr12-84762785-51
NR86--MA0473.2.ELF1	chr1	43997302	43997313	-	0.000	0.000	Merged-chr1-43997325-24
NR7685--MA0641.1.ELF4	chr5	115516782	115516793	+	0.000	0.000	Merged-chr5-115516638-85
NR4402--MA0641.1.ELF4	chr17	50084088	50084099	-	0.000	0.000	Merged-chr17-50084129-24
NR3568--MA0640.1.ELF3	chr15	80319498	80319510	-	0.000	0.000	Merged-chr15-80319451-11
NR3995--MA0136.2.ELF5	chr16	91780991	91781001	+	0.000	0.000	Merged-chr16-91781071-63
NR7682--MA0473.2.ELF1	chr5	115516782	115516793	+	0.000	0.000	Merged-chr5-115516638-85
NR5060--MA0136.2.ELF5	chr19	24971494	24971504	+	0.000	0.000	Merged-chr19-24971475-35
NR5994--MA0640.1.ELF3	chr2	167839391	167839403	+	0.000	0.000	Merged-chr2-167839599-16
NR9427--MA0640.1.ELF3	chr8	113827472	113827484	-	0.000	0.000	Merged-chr8-113827512-18
NR4519--MA0641.1.ELF4	chr17	84368603	84368614	-	0.000	0.000	Merged-chr17-84368765-10
NR4516--MA0473.2.ELF1	chr17	84368603	84368614	-	0.000	0.000	Merged-chr17-84368765-10
NR855--MA0640.1.ELF3	chr10	26228338	26228350	+	0.000	0.000	Merged-chr10-26228346-20
NR4443--MA0641.1.ELF4	chr17	62857495	62857506	+	0.000	0.000	Merged-chr17-62857583-41
NR1054--MA0473.2.ELF1	chr10	81127669	81127680	+	0.000	0.000	Merged-chr10-81127720-40
NR1722--MA0136.2.ELF5	chr11	97142251	97142261	+	0.000	0.000	Merged-chr11-97142385-19
NR3114--MA0136.2.ELF5	chr14	64487030	64487040	+	0.000	0.000	Merged-chr14-64487000-12
NR6614--MA0641.1.ELF4	chr3	142281042	142281053	-	0.000	0.000	Merged-chr3-142281213-32
NR7487--MA0136.2.ELF5	chr5	65653943	65653953	+	0.000	0.000	Merged-chr5-65654078-14
NR837--MA0641.1.ELF4	chr10	21419395	21419406	-	0.000	0.000	Merged-chr10-21419295-38
NR2275--MA0136.2.ELF5	chr12	102945712	102945722	+	0.000	0.000	Merged-chr12-102945751-11
NR10352--MA0640.1.ELF3	chrX	107088364	107088376	-	0.000	0.000	Merged-chrX-107088422-23
NR7164--MA0473.2.ELF1	chr4	135475556	135475567	+	0.000	0.000	Merged-chr4-135475652-18
NR8134--MA0136.2.ELF5	chr6	86784853	86784863	-	0.000	0.000	Merged-chr6-86784948-9
NR8358--MA0136.2.ELF5	chr6	129817885	129817895	+	0.000	0.000	Merged-chr6-129817846-22
NR5769--MA0136.2.ELF5	chr2	127923488	127923498	-	0.000	0.000	Merged-chr2-127923410-36
NR8410--MA0640.1.ELF3	chr6	137795293	137795305	+	0.000	0.000	Merged-chr6-137795480-24
NR2862--MA0136.2.ELF5	chr13	117260973	117260983	+	0.000	0.000	Merged-chr13-117260856-65
NR6427--MA0641.1.ELF4	chr3	105815525	105815536	-	0.000	0.000	Merged-chr3-105815563-53
NR7683--MA0640.1.ELF3	chr5	115516782	115516794	+	0.000	0.000	Merged-chr5-115516638-85
NR4375--MA0136.2.ELF5	chr17	47293385	47293395	-	0.000	0.000	Merged-chr17-47293551-33
NR8268--MA0473.2.ELF1	chr6	119199069	119199080	+	0.000	0.000	Merged-chr6-119199024-52
NR9905--MA0136.2.ELF5	chr9	88520460	88520470	+	0.000	0.000	Merged-chr9-88520347-6
NR9811--MA0136.2.ELF5	chr9	62455348	62455358	-	0.000	0.000	Merged-chr9-62455455-9
NR104--MA0641.1.ELF4	chr1	51934712	51934723	-	0.000	0.000	Merged-chr1-51934774-44
NR87--MA0641.1.ELF4	chr1	43997302	43997313	-	0.000	0.000	Merged-chr1-43997325-24
NR4517--MA0640.1.ELF3	chr17	84368602	84368614	-	0.000	0.000	Merged-chr17-84368765-10
NR3608--MA0136.2.ELF5	chr15	85327905	85327915	-	0.000	0.000	Merged-chr15-85328019-32
NR2453--MA0641.1.ELF4	chr13	22714321	22714332	-	0.000	0.000	Merged-chr13-22714452-30
NR3890--MA0136.2.ELF5	chr16	49854334	49854344	-	0.000	0.000	Merged-chr16-49854418-36
NR1055--MA0640.1.ELF3	chr10	81127669	81127681	+	0.000	0.000	Merged-chr10-81127720-40
NR3738--MA0136.2.ELF5	chr16	11870222	11870232	+	0.000	0.000	Merged-chr16-11870229-13
NR7426--MA0136.2.ELF5	chr5	35166397	35166407	-	0.000	0.000	Merged-chr5-35166204-55
NR3570--MA0641.1.ELF4	chr15	80319499	80319510	-	0.000	0.000	Merged-chr15-80319451-11
NR2830--MA0640.1.ELF3	chr13	113087843	113087855	-	0.000	0.000	Merged-chr13-113087664-28
NR3988--MA0473.2.ELF1	chr16	90475941	90475952	-	0.000	0.000	Merged-chr16-90475942-51
NR2029--MA0640.1.ELF3	chr12	32285290	32285302	+	0.000	0.000	Merged-chr12-32285209-18
NR942--MA0641.1.ELF4	chr10	60808641	60808652	-	0.000	0.000	Merged-chr10-60808629-25
NR375--MA0473.2.ELF1	chr1	133763354	133763365	+	0.000	0.000	Merged-chr1-133763303-37
NR376--MA0136.2.ELF5	chr1	133763355	133763365	+	0.000	0.000	Merged-chr1-133763303-37
NR3318--MA0136.2.ELF5	chr15	7925609	7925619	+	0.000	0.000	Merged-chr15-7925645-42
NR3103--MA0136.2.ELF5	chr14	62845240	62845250	+	0.000	0.000	Merged-chr14-62845397-18
NR3335--MA0473.2.ELF1	chr15	27578204	27578215	+	0.000	0.000	Merged-chr15-27578127-37
NR2263--MA0473.2.ELF1	chr12	100480739	100480750	-	0.000	0.000	Merged-chr12-100480598-53
NR2293--MA0641.1.ELF4	chr12	105001156	105001167	-	0.000	0.000	Merged-chr12-105001185-43
NR3569--MA0136.2.ELF5	chr15	80319499	80319509	-	0.000	0.000	Merged-chr15-80319451-11
NR8269--MA0640.1.ELF3	chr6	119199069	119199081	+	0.000	0.000	Merged-chr6-119199024-52
NR9428--MA0136.2.ELF5	chr8	113827473	113827483	-	0.000	0.000	Merged-chr8-113827512-18
NR7284--MA0136.2.ELF5	chr4	149761806	149761816	+	0.000	0.000	Merged-chr4-149761631-27
NR2841--MA0473.2.ELF1	chr13	113580128	113580139	+	0.000	0.000	Merged-chr13-113580257-62
NR8467--MA0473.2.ELF1	chr7	3281939	3281950	+	0.000	0.000	Merged-chr7-3281916-4
NR3863--MA0640.1.ELF3	chr16	44337660	44337672	+	0.000	0.000	Merged-chr16-44337753-20
NR5572--MA0641.1.ELF4	chr2	85014107	85014118	-	0.000	0.000	Merged-chr2-85014071-48
NR7149--MA0473.2.ELF1	chr4	134117194	134117205	-	0.000	0.000	Merged-chr4-134117148-42
NR6318--MA0640.1.ELF3	chr3	89869842	89869854	+	0.000	0.000	Merged-chr3-89869741-17
NR518--MA0641.1.ELF4	chr1	156459845	156459856	+	0.000	0.000	Merged-chr1-156459929-41
NR7197--MA0641.1.ELF4	chr4	138975427	138975438	-	0.000	0.000	Merged-chr4-138975429-9
NR5548--MA0136.2.ELF5	chr2	79550632	79550642	+	0.000	0.000	Merged-chr2-79550583-34
NR3927--MA0473.2.ELF1	chr16	59452067	59452078	+	0.000	0.000	Merged-chr16-59451982-14
NR3928--MA0136.2.ELF5	chr16	59452068	59452078	+	0.000	0.000	Merged-chr16-59451982-14
NR10136--MA0640.1.ELF3	chr9	121675086	121675098	+	0.000	0.000	Merged-chr9-121675261-45
NR4803--MA0136.2.ELF5	chr18	62089857	62089867	-	0.000	0.000	Merged-chr18-62089904-13
NR10369--MA0640.1.ELF3	chrX	136986180	136986192	+	0.000	0.000	Merged-chrX-136986316-28
NR3989--MA0640.1.ELF3	chr16	90475940	90475952	-	0.000	0.000	Merged-chr16-90475942-51
NR2219--MA0640.1.ELF3	chr12	84762758	84762770	-	0.000	0.000	Merged-chr12-84762785-51
NR5253--MA0136.2.ELF5	chr2	11801755	11801765	+	0.000	0.000	Merged-chr2-11801641-32
NR5059--MA0640.1.ELF3	chr19	24971493	24971505	+	0.000	0.000	Merged-chr19-24971475-35
NR6578--MA0641.1.ELF4	chr3	136698019	136698030	+	0.000	0.000	Merged-chr3-136697993-45
NR6575--MA0473.2.ELF1	chr3	136698019	136698030	+	0.000	0.000	Merged-chr3-136697993-45
NR3336--MA0640.1.ELF3	chr15	27578204	27578216	+	0.000	0.000	Merged-chr15-27578127-37
NR1476--MA0136.2.ELF5	chr11	57669741	57669751	-	0.000	0.000	Merged-chr11-57669677-39
NR4092--MA0136.2.ELF5	chr17	10229701	10229711	+	0.000	0.000	Merged-chr17-10229858-11
NR4401--MA0136.2.ELF5	chr17	50084088	50084098	-	0.000	0.000	Merged-chr17-50084129-24
NR920--MA0136.2.ELF5	chr10	54041061	54041071	-	0.000	0.000	Merged-chr10-54040975-1
NR2842--MA0640.1.ELF3	chr13	113580128	113580140	+	0.000	0.000	Merged-chr13-113580257-62
NR7015--MA0641.1.ELF4	chr4	121024096	121024107	+	0.000	0.000	Merged-chr4-121024111-11
NR7012--MA0473.2.ELF1	chr4	121024096	121024107	+	0.000	0.000	Merged-chr4-121024111-11
NR5762--MA0641.1.ELF4	chr2	127189703	127189714	-	0.000	0.000	Merged-chr2-127189787-10
NR5845--MA0136.2.ELF5	chr2	144198940	144198950	-	0.000	0.000	Merged-chr2-144198804-26
NR1704--MA0473.2.ELF1	chr11	95351191	95351202	-	0.000	0.000	Merged-chr11-95351110-19
NR1056--MA0136.2.ELF5	chr10	81127670	81127680	+	0.000	0.000	Merged-chr10-81127720-40
NR3688--MA0136.2.ELF5	chr15	100665187	100665197	-	0.000	0.000	Merged-chr15-100665160-50
NR8439--MA0136.2.ELF5	chr6	144670588	144670598	+	0.000	0.000	Merged-chr6-144670724-72
NR6612--MA0473.2.ELF1	chr3	142207661	142207672	+	0.000	0.000	Merged-chr3-142207646-13
NR6521--MA0641.1.ELF4	chr3	127892135	127892146	-	0.000	0.000	Merged-chr3-127892051-37
NR2831--MA0136.2.ELF5	chr13	113087844	113087854	-	0.000	0.000	Merged-chr13-113087664-28
NR8271--MA0641.1.ELF4	chr6	119199069	119199080	+	0.000	0.000	Merged-chr6-119199024-52
NR4942--MA0640.1.ELF3	chr19	4475728	4475740	-	0.000	0.000	Merged-chr19-4475764-2
NR4334--MA0473.2.ELF1	chr17	45488789	45488800	+	0.000	0.000	Merged-chr17-45488824-86
NR7074--MA0641.1.ELF4	chr4	128594133	128594144	+	0.000	0.000	Merged-chr4-128594333-42
NR3017--MA0136.2.ELF5	chr14	52166745	52166755	-	0.000	0.000	Merged-chr14-52166798-25
NR9010--MA0136.2.ELF5	chr7	136255785	136255795	-	0.000	0.000	Merged-chr7-136255803-24
NR310--MA0641.1.ELF4	chr1	120055653	120055664	+	0.000	0.000	Merged-chr1-120055701-50
NR3087--MA0640.1.ELF3	chr14	59555266	59555278	-	0.000	0.000	Merged-chr14-59555150-10
NR8932--MA0136.2.ELF5	chr7	125511621	125511631	+	0.000	0.000	Merged-chr7-125511628-40
NR6576--MA0640.1.ELF3	chr3	136698019	136698031	+	0.000	0.000	Merged-chr3-136697993-45
NR6644--MA0473.2.ELF1	chr3	148419859	148419870	+	0.000	0.000	Merged-chr3-148419698-33
NR5696--MA0641.1.ELF4	chr2	117374443	117374454	+	0.000	0.000	Merged-chr2-117374468-47
NR3165--MA0136.2.ELF5	chr14	73476516	73476526	+	0.000	0.000	Merged-chr14-73476572-35
NR5693--MA0473.2.ELF1	chr2	117374443	117374454	+	0.000	0.000	Merged-chr2-117374468-47
NR8395--MA0136.2.ELF5	chr6	135218513	135218523	-	0.000	0.000	Merged-chr6-135218530-45
NR3526--MA0640.1.ELF3	chr15	78589097	78589109	+	0.000	0.000	Merged-chr15-78589075-8
NR767--MA0641.1.ELF4	chr1	189608792	189608803	+	0.000	0.000	Merged-chr1-189608778-45
NR764--MA0473.2.ELF1	chr1	189608792	189608803	+	0.000	0.000	Merged-chr1-189608778-45
NR6558--MA0641.1.ELF4	chr3	133583962	133583973	+	0.000	0.000	Merged-chr3-133583850-2
NR3889--MA0640.1.ELF3	chr16	49854333	49854345	-	0.000	0.000	Merged-chr16-49854418-36
NR9953--MA0641.1.ELF4	chr9	96896905	96896916	+	0.000	0.000	Merged-chr9-96896917-17
NR2221--MA0641.1.ELF4	chr12	84762759	84762770	-	0.000	0.000	Merged-chr12-84762785-51
NR308--MA0473.2.ELF1	chr1	120055653	120055664	+	0.000	0.000	Merged-chr1-120055701-50
NR6319--MA0136.2.ELF5	chr3	89869843	89869853	+	0.000	0.000	Merged-chr3-89869741-17
NR7013--MA0640.1.ELF3	chr4	121024096	121024108	+	0.000	0.000	Merged-chr4-121024111-11
NR3996--MA0641.1.ELF4	chr16	91780990	91781001	+	0.000	0.000	Merged-chr16-91781071-63
NR3993--MA0473.2.ELF1	chr16	91780990	91781001	+	0.000	0.000	Merged-chr16-91781071-63
NR4321--MA0640.1.ELF3	chr17	36971681	36971693	-	0.000	0.000	Merged-chr17-36971617-22
