#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Fli1/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR10823--MA0149.1.EWSR1-FLI1	chr7	129774373	129774390	-	0.000	0.000	Merged-chr7-129774380-36
NR9951--MA0149.1.EWSR1-FLI1	chr6	127336817	127336834	-	0.000	0.000	Merged-chr6-127336586-54
NR9437--MA0149.1.EWSR1-FLI1	chr6	17851467	17851484	-	0.000	0.000	Merged-chr6-17851443-16
NR2357--MA0149.1.EWSR1-FLI1	chr12	4918221	4918238	+	0.000	0.000	Merged-chr12-4918314-6
NR1119--MA0149.1.EWSR1-FLI1	chr10	40462385	40462402	-	0.000	0.000	Merged-chr10-40462347-27
NR6081--MA0149.1.EWSR1-FLI1	chr2	13224769	13224786	+	0.000	0.000	Merged-chr2-13224767-22
NR9484--MA0149.1.EWSR1-FLI1	chr6	39347332	39347349	-	0.000	0.000	Merged-chr6-39347435-5
NR4905--MA0475.2.FLI1	chr17	5303459	5303468	-	0.000	0.000	Merged-chr17-5303448-46
NR8330--MA0149.1.EWSR1-FLI1	chr4	115088836	115088853	-	0.000	0.000	Merged-chr4-115088941-29
NR645--MA0475.2.FLI1	chr1	155740766	155740775	+	0.000	0.000	Merged-chr1-155740912-26
NR7485--MA0149.1.EWSR1-FLI1	chr3	101066276	101066293	+	0.000	0.000	Merged-chr3-101066330-34
NR325--MA0149.1.EWSR1-FLI1	chr1	88720746	88720763	+	0.000	0.000	Merged-chr1-88720923-30
NR11231--MA0149.1.EWSR1-FLI1	chr8	79682262	79682279	+	0.000	0.000	Merged-chr8-79682361-5
NR3195--MA0149.1.EWSR1-FLI1	chr13	95063729	95063746	+	0.000	0.000	Merged-chr13-95063599-48
NR11498--MA0149.1.EWSR1-FLI1	chr8	126839535	126839552	-	0.000	0.000	Merged-chr8-126839529-33
NR5444--MA0149.1.EWSR1-FLI1	chr18	32149462	32149479	-	0.000	0.000	Merged-chr18-32149405-13
NR7893--MA0475.2.FLI1	chr4	6941154	6941163	-	0.000	0.000	Merged-chr4-6941109-33
NR9388--MA0149.1.EWSR1-FLI1	chr5	149440179	149440196	+	0.000	0.000	Merged-chr5-149439971-46
NR2716--MA0149.1.EWSR1-FLI1	chr12	106658706	106658723	-	0.000	0.000	Merged-chr12-106658505-23
NR681--MA0149.1.EWSR1-FLI1	chr1	161713197	161713214	-	0.000	0.000	Merged-chr1-161713119-39
NR6173--MA0149.1.EWSR1-FLI1	chr2	30647400	30647417	+	0.000	0.000	Merged-chr2-30647616-24
NR10448--MA0149.1.EWSR1-FLI1	chr7	67353128	67353145	+	0.000	0.000	Merged-chr7-67353153-2
NR9576--MA0149.1.EWSR1-FLI1	chr6	54078388	54078405	-	0.000	0.000	Merged-chr6-54078374-21
NR476--MA0149.1.EWSR1-FLI1	chr1	128667535	128667552	-	0.000	0.000	Merged-chr1-128667443-20
NR11382--MA0149.1.EWSR1-FLI1	chr8	111624110	111624127	-	0.000	0.000	Merged-chr8-111624206-14
NR11232--MA0475.2.FLI1	chr8	79682536	79682545	+	0.000	0.000	Merged-chr8-79682361-5
NR8849--MA0475.2.FLI1	chr5	67300127	67300136	-	0.000	0.000	Merged-chr5-67300252-37
NR6665--MA0149.1.EWSR1-FLI1	chr2	114032461	114032478	+	0.000	0.000	Merged-chr2-114032469-18
NR9057--MA0475.2.FLI1	chr5	111531926	111531935	-	0.000	0.000	Merged-chr5-111531814-27
NR8605--MA0149.1.EWSR1-FLI1	chr4	152042419	152042436	+	0.000	0.000	Merged-chr4-152042286-12
NR7782--MA0149.1.EWSR1-FLI1	chr3	144261249	144261266	+	0.000	0.000	Merged-chr3-144261016-37
NR229--MA0149.1.EWSR1-FLI1	chr1	78453905	78453922	+	0.000	0.000	Merged-chr1-78454173-90
NR538--MA0149.1.EWSR1-FLI1	chr1	133711282	133711299	+	0.000	0.000	Merged-chr1-133711440-47
NR7222--MA0475.2.FLI1	chr3	35318441	35318450	+	0.000	0.000	Merged-chr3-35318440-37
NR1137--MA0149.1.EWSR1-FLI1	chr10	42887319	42887336	+	0.000	0.000	Merged-chr10-42887187-18
NR6423--MA0149.1.EWSR1-FLI1	chr2	70129798	70129815	-	0.000	0.000	Merged-chr2-70129785-15
NR2254--MA0149.1.EWSR1-FLI1	chr11	114934252	114934269	-	0.000	0.000	Merged-chr11-114934424-15
NR5348--MA0149.1.EWSR1-FLI1	chr17	87983306	87983323	-	0.000	0.000	Merged-chr17-87983353-13
NR5474--MA0149.1.EWSR1-FLI1	chr18	35383406	35383423	+	0.000	0.000	Merged-chr18-35383519-5
NR4011--MA0149.1.EWSR1-FLI1	chr14	121992790	121992807	-	0.000	0.000	Merged-chr14-121992584-62
NR1713--MA0149.1.EWSR1-FLI1	chr11	22814242	22814259	+	0.000	0.000	Merged-chr11-22814136-127
NR1100--MA0149.1.EWSR1-FLI1	chr10	37232240	37232257	-	0.000	0.000	Merged-chr10-37232300-62
NR8877--MA0149.1.EWSR1-FLI1	chr5	75661044	75661061	-	0.000	0.000	Merged-chr5-75660966-11
NR5620--MA0475.2.FLI1	chr18	67502710	67502719	-	0.000	0.000	Merged-chr18-67502827-16
NR6495--MA0475.2.FLI1	chr2	80324550	80324559	+	0.000	0.000	Merged-chr2-80324472-29
NR118--MA0475.2.FLI1	chr1	43457258	43457267	-	0.000	0.000	Merged-chr1-43457148-27
NR9685--MA0149.1.EWSR1-FLI1	chr6	82922060	82922077	+	0.000	0.000	Merged-chr6-82922037-57
NR7498--MA0149.1.EWSR1-FLI1	chr3	103280593	103280610	+	0.000	0.000	Merged-chr3-103280513-5
NR11286--MA0149.1.EWSR1-FLI1	chr8	94828039	94828056	+	0.000	0.000	Merged-chr8-94828163-36
NR7891--MA0149.1.EWSR1-FLI1	chr4	6675169	6675186	-	0.000	0.000	Merged-chr4-6675237-24
NR12094--MA0149.1.EWSR1-FLI1	chr9	114592617	114592634	-	0.000	0.000	Merged-chr9-114592565-4
NR4224--MA0149.1.EWSR1-FLI1	chr15	73716721	73716738	-	0.000	0.000	Merged-chr15-73716639-32
NR9814--MA0149.1.EWSR1-FLI1	chr6	108448382	108448399	-	0.000	0.000	Merged-chr6-108448378-58
NR2551--MA0149.1.EWSR1-FLI1	chr12	75479722	75479739	+	0.000	0.000	Merged-chr12-75479901-16
NR326--MA0149.1.EWSR1-FLI1	chr1	88720750	88720767	+	0.000	0.000	Merged-chr1-88720923-30
NR4103--MA0149.1.EWSR1-FLI1	chr15	38120497	38120514	+	0.000	0.000	Merged-chr15-38120488-27
NR2960--MA0475.2.FLI1	chr13	44316848	44316857	+	0.000	0.000	Merged-chr13-44316945-1
NR11091--MA0149.1.EWSR1-FLI1	chr8	34818008	34818025	+	0.000	0.000	Merged-chr8-34817852-8
NR9779--MA0475.2.FLI1	chr6	99013580	99013589	-	0.000	0.000	Merged-chr6-99013612-28
NR10430--MA0475.2.FLI1	chr7	65693450	65693459	+	0.000	0.000	Merged-chr7-65693564-67
NR10550--MA0149.1.EWSR1-FLI1	chr7	84740111	84740128	-	0.000	0.000	Merged-chr7-84740151-41
NR11274--MA0149.1.EWSR1-FLI1	chr8	91274960	91274977	-	0.000	0.000	Merged-chr8-91275051-14
NR956--MA0475.2.FLI1	chr1	191872682	191872691	+	0.000	0.000	Merged-chr1-191872609-17
NR11111--MA0149.1.EWSR1-FLI1	chr8	36165103	36165120	+	0.000	0.000	Merged-chr8-36165125-29
NR4187--MA0149.1.EWSR1-FLI1	chr15	66286813	66286830	-	0.000	0.000	Merged-chr15-66286791-54
NR5445--MA0149.1.EWSR1-FLI1	chr18	32149466	32149483	-	0.000	0.000	Merged-chr18-32149405-13
NR4904--MA0149.1.EWSR1-FLI1	chr17	5138649	5138666	+	0.000	0.000	Merged-chr17-5138884-51
NR6436--MA0149.1.EWSR1-FLI1	chr2	72136887	72136904	+	0.000	0.000	Merged-chr2-72136999-23
NR10528--MA0149.1.EWSR1-FLI1	chr7	80936839	80936856	-	0.000	0.000	Merged-chr7-80936896-39
NR4066--MA0149.1.EWSR1-FLI1	chr15	25414568	25414585	+	0.000	0.000	Merged-chr15-25414675-44
NR5487--MA0149.1.EWSR1-FLI1	chr18	36366914	36366931	-	0.000	0.000	Merged-chr18-36366743-7
NR7049--MA0475.2.FLI1	chr2	168540013	168540022	-	0.000	0.000	Merged-chr2-168539977-33
NR5507--MA0149.1.EWSR1-FLI1	chr18	44392715	44392732	+	0.000	0.000	Merged-chr18-44392575-22
NR12206--MA0149.1.EWSR1-FLI1	chr9	122222972	122222989	-	0.000	0.000	Merged-chr9-122223138-17
NR6624--MA0149.1.EWSR1-FLI1	chr2	106693545	106693562	-	0.000	0.000	Merged-chr2-106693535-18
NR8895--MA0149.1.EWSR1-FLI1	chr5	86817050	86817067	+	0.000	0.000	Merged-chr5-86816982-25
NR5062--MA0149.1.EWSR1-FLI1	chr17	34299640	34299657	-	0.000	0.000	Merged-chr17-34299510-15
NR12374--MA0149.1.EWSR1-FLI1	chrX	104488368	104488385	-	0.000	0.000	Merged-chrX-104488290-31
NR11220--MA0149.1.EWSR1-FLI1	chr8	78975244	78975261	-	0.000	0.000	Merged-chr8-78975191-34
NR10580--MA0149.1.EWSR1-FLI1	chr7	97842903	97842920	-	0.000	0.000	Merged-chr7-97843006-38
NR10679--MA0149.1.EWSR1-FLI1	chr7	112053856	112053873	-	0.000	0.000	Merged-chr7-112053858-52
NR1405--MA0149.1.EWSR1-FLI1	chr10	90981912	90981929	-	0.000	0.000	Merged-chr10-90981841-14
NR8344--MA0149.1.EWSR1-FLI1	chr4	118078802	118078819	-	0.000	0.000	Merged-chr4-118078644-25
NR7106--MA0149.1.EWSR1-FLI1	chr2	173749520	173749537	+	0.000	0.000	Merged-chr2-173749391-11
NR7739--MA0475.2.FLI1	chr3	138842499	138842508	+	0.000	0.000	Merged-chr3-138842482-12
NR4180--MA0149.1.EWSR1-FLI1	chr15	64246463	64246480	-	0.000	0.000	Merged-chr15-64246637-23
NR6162--MA0149.1.EWSR1-FLI1	chr2	28698786	28698803	+	0.000	0.000	Merged-chr2-28698593-11
NR2401--MA0149.1.EWSR1-FLI1	chr12	17377776	17377793	-	0.000	0.000	Merged-chr12-17377715-34
NR6345--MA0149.1.EWSR1-FLI1	chr2	53095560	53095577	+	0.000	0.000	Merged-chr2-53095400-57
NR4855--MA0149.1.EWSR1-FLI1	chr16	94185594	94185611	+	0.000	0.000	Merged-chr16-94185634-42
NR3004--MA0149.1.EWSR1-FLI1	chr13	53390324	53390341	+	0.000	0.000	Merged-chr13-53390437-27
NR9444--MA0149.1.EWSR1-FLI1	chr6	28351228	28351245	-	0.000	0.000	Merged-chr6-28351294-19
NR11124--MA0149.1.EWSR1-FLI1	chr8	40634659	40634676	-	0.000	0.000	Merged-chr8-40634821-50
NR2977--MA0149.1.EWSR1-FLI1	chr13	46501974	46501991	-	0.000	0.000	Merged-chr13-46502027-20
NR6407--MA0149.1.EWSR1-FLI1	chr2	68884868	68884885	+	0.000	0.000	Merged-chr2-68884857-23
NR9815--MA0149.1.EWSR1-FLI1	chr6	108448383	108448400	-	0.000	0.000	Merged-chr6-108448378-58
NR3973--MA0149.1.EWSR1-FLI1	chr14	118236780	118236797	+	0.000	0.000	Merged-chr14-118236913-57
NR12345--MA0149.1.EWSR1-FLI1	chrX	95711905	95711922	-	0.000	0.000	Merged-chrX-95711904-50
NR11804--MA0149.1.EWSR1-FLI1	chr9	70584880	70584897	-	0.000	0.000	Merged-chr9-70584670-22
NR2594--MA0149.1.EWSR1-FLI1	chr12	85288547	85288564	-	0.000	0.000	Merged-chr12-85288653-36
NR8745--MA0149.1.EWSR1-FLI1	chr5	33125256	33125273	+	0.000	0.000	Merged-chr5-33125438-11
NR8006--MA0149.1.EWSR1-FLI1	chr4	43823100	43823117	-	0.000	0.000	Merged-chr4-43823081-36
NR11275--MA0149.1.EWSR1-FLI1	chr8	91274964	91274981	-	0.000	0.000	Merged-chr8-91275051-14
NR7328--MA0475.2.FLI1	chr3	79153527	79153536	+	0.000	0.000	Merged-chr3-79153347-66
NR4882--MA0475.2.FLI1	chr16	96208604	96208613	-	0.000	0.000	Merged-chr16-96208613-13
NR6825--MA0149.1.EWSR1-FLI1	chr2	135692883	135692900	-	0.000	0.000	Merged-chr2-135692831-27
NR7549--MA0149.1.EWSR1-FLI1	chr3	109371638	109371655	-	0.000	0.000	Merged-chr3-109371864-26
NR10529--MA0149.1.EWSR1-FLI1	chr7	80936843	80936860	-	0.000	0.000	Merged-chr7-80936896-39
NR2134--MA0475.2.FLI1	chr11	101218865	101218874	+	0.000	0.000	Merged-chr11-101218932-12
NR1240--MA0149.1.EWSR1-FLI1	chr10	71264051	71264068	+	0.000	0.000	Merged-chr10-71264288-33
NR11730--MA0149.1.EWSR1-FLI1	chr9	62536805	62536822	+	0.000	0.000	Merged-chr9-62536828-26
NR10408--MA0149.1.EWSR1-FLI1	chr7	58822493	58822510	+	0.000	0.000	Merged-chr7-58822595-38
NR4517--MA0149.1.EWSR1-FLI1	chr16	10585455	10585472	-	0.000	0.000	Merged-chr16-10585448-58
NR11829--MA0149.1.EWSR1-FLI1	chr9	75537129	75537146	+	0.000	0.000	Merged-chr9-75537156-9
NR5189--MA0475.2.FLI1	chr17	57098464	57098473	+	0.000	0.000	Merged-chr17-57098619-14
NR6667--MA0149.1.EWSR1-FLI1	chr2	114032500	114032517	+	0.000	0.000	Merged-chr2-114032469-18
NR6793--MA0149.1.EWSR1-FLI1	chr2	131950990	131951007	+	0.000	0.000	Merged-chr2-131950850-26
NR2194--MA0149.1.EWSR1-FLI1	chr11	109375548	109375565	+	0.000	0.000	Merged-chr11-109375589-56
NR2377--MA0149.1.EWSR1-FLI1	chr12	12287523	12287540	+	0.000	0.000	Merged-chr12-12287538-60
NR7804--MA0149.1.EWSR1-FLI1	chr3	146044912	146044929	+	0.000	0.000	Merged-chr3-146045142-29
NR1085--MA0475.2.FLI1	chr10	25268625	25268634	-	0.000	0.000	Merged-chr10-25268678-14
NR11058--MA0149.1.EWSR1-FLI1	chr8	33548700	33548717	-	0.000	0.000	Merged-chr8-33548647-24
NR605--MA0475.2.FLI1	chr1	144330459	144330468	+	0.000	0.000	Merged-chr1-144330572-51
NR838--MA0475.2.FLI1	chr1	179025514	179025523	+	0.000	0.000	Merged-chr1-179025362-29
NR1903--MA0149.1.EWSR1-FLI1	chr11	65676510	65676527	+	0.000	0.000	Merged-chr11-65676383-42
NR11125--MA0149.1.EWSR1-FLI1	chr8	40634662	40634679	-	0.000	0.000	Merged-chr8-40634821-50
NR4609--MA0149.1.EWSR1-FLI1	chr16	30722529	30722546	+	0.000	0.000	Merged-chr16-30722513-29
NR11984--MA0475.2.FLI1	chr9	102622579	102622588	-	0.000	0.000	Merged-chr9-102622526-34
NR1374--MA0149.1.EWSR1-FLI1	chr10	84904058	84904075	-	0.000	0.000	Merged-chr10-84904074-24
NR387--MA0149.1.EWSR1-FLI1	chr1	98095603	98095620	-	0.000	0.000	Merged-chr1-98095542-87
NR6311--MA0475.2.FLI1	chr2	49690455	49690464	-	0.000	0.000	Merged-chr2-49690370-21
NR2744--MA0475.2.FLI1	chr12	110759151	110759160	-	0.000	0.000	Merged-chr12-110759192-38
NR6660--MA0149.1.EWSR1-FLI1	chr2	112676870	112676887	-	0.000	0.000	Merged-chr2-112676754-32
NR4164--MA0149.1.EWSR1-FLI1	chr15	61423132	61423149	+	0.000	0.000	Merged-chr15-61423219-20
NR3665--MA0149.1.EWSR1-FLI1	chr14	56576780	56576797	+	0.000	0.000	Merged-chr14-56576676-41
NR350--MA0149.1.EWSR1-FLI1	chr1	91825522	91825539	+	0.000	0.000	Merged-chr1-91825474-20
NR2595--MA0149.1.EWSR1-FLI1	chr12	85288551	85288568	-	0.000	0.000	Merged-chr12-85288653-36
NR10814--MA0149.1.EWSR1-FLI1	chr7	128398922	128398939	-	0.000	0.000	Merged-chr7-128398877-22
NR8007--MA0149.1.EWSR1-FLI1	chr4	43823104	43823121	-	0.000	0.000	Merged-chr4-43823081-36
NR1441--MA0149.1.EWSR1-FLI1	chr10	96201430	96201447	+	0.000	0.000	Merged-chr10-96201472-66
NR7881--MA0149.1.EWSR1-FLI1	chr3	157924988	157925005	+	0.000	0.000	Merged-chr3-157925057-36
NR8175--MA0149.1.EWSR1-FLI1	chr4	88071207	88071224	+	0.000	0.000	Merged-chr4-88071071-19
NR6826--MA0149.1.EWSR1-FLI1	chr2	135692887	135692904	-	0.000	0.000	Merged-chr2-135692831-27
NR5356--MA0475.2.FLI1	chr17	88386847	88386856	+	0.000	0.000	Merged-chr17-88387050-12
NR4639--MA0149.1.EWSR1-FLI1	chr16	35154878	35154895	+	0.000	0.000	Merged-chr16-35154981-11
NR4190--MA0475.2.FLI1	chr15	66514659	66514668	-	0.000	0.000	Merged-chr15-66514764-18
NR4906--MA0149.1.EWSR1-FLI1	chr17	5491459	5491476	-	0.000	0.000	Merged-chr17-5491569-32
NR11731--MA0149.1.EWSR1-FLI1	chr9	62536809	62536826	+	0.000	0.000	Merged-chr9-62536828-26
NR4194--MA0149.1.EWSR1-FLI1	chr15	66998632	66998649	+	0.000	0.000	Merged-chr15-66998486-48
NR4891--MA0149.1.EWSR1-FLI1	chr16	97401966	97401983	-	0.000	0.000	Merged-chr16-97402099-85
NR9784--MA0149.1.EWSR1-FLI1	chr6	99385121	99385138	+	0.000	0.000	Merged-chr6-99385322-22
NR1980--MA0149.1.EWSR1-FLI1	chr11	78679021	78679038	+	0.000	0.000	Merged-chr11-78678960-17
NR8630--MA0149.1.EWSR1-FLI1	chr4	155082342	155082359	+	0.000	0.000	Merged-chr4-155082260-14
NR9480--MA0149.1.EWSR1-FLI1	chr6	37455719	37455736	+	0.000	0.000	Merged-chr6-37455816-24
NR12208--MA0149.1.EWSR1-FLI1	chr9	122222977	122222994	-	0.000	0.000	Merged-chr9-122223138-17
NR7167--MA0149.1.EWSR1-FLI1	chr3	8767460	8767477	+	0.000	0.000	Merged-chr3-8767220-85
NR4074--MA0475.2.FLI1	chr15	31166862	31166871	-	0.000	0.000	Merged-chr15-31166801-87
NR2378--MA0149.1.EWSR1-FLI1	chr12	12421082	12421099	+	0.000	0.000	Merged-chr12-12421054-45
NR3799--MA0149.1.EWSR1-FLI1	chr14	75769475	75769492	+	0.000	0.000	Merged-chr14-75769501-48
NR11531--MA0149.1.EWSR1-FLI1	chr9	14262569	14262586	+	0.000	0.000	Merged-chr9-14262730-55
NR1533--MA0149.1.EWSR1-FLI1	chr10	117105236	117105253	-	0.000	0.000	Merged-chr10-117105378-15
NR2954--MA0149.1.EWSR1-FLI1	chr13	43555025	43555042	+	0.000	0.000	Merged-chr13-43555011-40
NR116--MA0149.1.EWSR1-FLI1	chr1	42952934	42952951	-	0.000	0.000	Merged-chr1-42953184-68
NR10686--MA0149.1.EWSR1-FLI1	chr7	112918605	112918622	-	0.000	0.000	Merged-chr7-112918407-20
NR4632--MA0149.1.EWSR1-FLI1	chr16	34573567	34573584	-	0.000	0.000	Merged-chr16-34573616-58
NR2911--MA0475.2.FLI1	chr13	34114895	34114904	-	0.000	0.000	Merged-chr13-34114809-14
NR6138--MA0475.2.FLI1	chr2	25828820	25828829	-	0.000	0.000	Merged-chr2-25828697-14
NR11041--MA0475.2.FLI1	chr8	24547210	24547219	+	0.000	0.000	Merged-chr8-24547289-41
NR12238--MA0149.1.EWSR1-FLI1	chrX	12203238	12203255	+	0.000	0.000	Merged-chrX-12203140-6
NR9421--MA0475.2.FLI1	chr6	5997717	5997726	-	0.000	0.000	Merged-chr6-5997718-16
NR9693--MA0149.1.EWSR1-FLI1	chr6	83478925	83478942	+	0.000	0.000	Merged-chr6-83478852-15
NR3231--MA0475.2.FLI1	chr13	100670478	100670487	+	0.000	0.000	Merged-chr13-100670412-9
NR4983--MA0149.1.EWSR1-FLI1	chr17	15706181	15706198	-	0.000	0.000	Merged-chr17-15706137-17
NR8461--MA0475.2.FLI1	chr4	134091325	134091334	+	0.000	0.000	Merged-chr4-134091309-8
NR1375--MA0149.1.EWSR1-FLI1	chr10	84904062	84904079	-	0.000	0.000	Merged-chr10-84904074-24
NR2796--MA0149.1.EWSR1-FLI1	chr12	117763426	117763443	-	0.000	0.000	Merged-chr12-117763442-4
NR10444--MA0149.1.EWSR1-FLI1	chr7	66689800	66689817	-	0.000	0.000	Merged-chr7-66689788-64
NR5727--MA0149.1.EWSR1-FLI1	chr18	79234457	79234474	+	0.000	0.000	Merged-chr18-79234491-26
NR2979--MA0149.1.EWSR1-FLI1	chr13	46501982	46501999	-	0.000	0.000	Merged-chr13-46502027-20
NR10627--MA0149.1.EWSR1-FLI1	chr7	102369985	102370002	-	0.000	0.000	Merged-chr7-102369909-2
NR9142--MA0149.1.EWSR1-FLI1	chr5	122288655	122288672	+	0.000	0.000	Merged-chr5-122288620-47
NR4348--MA0149.1.EWSR1-FLI1	chr15	93751211	93751228	+	0.000	0.000	Merged-chr15-93751087-35
NR5606--MA0149.1.EWSR1-FLI1	chr18	64991589	64991606	-	0.000	0.000	Merged-chr18-64991575-63
NR351--MA0149.1.EWSR1-FLI1	chr1	91825526	91825543	+	0.000	0.000	Merged-chr1-91825474-20
NR1956--MA0475.2.FLI1	chr11	72718352	72718361	-	0.000	0.000	Merged-chr11-72718326-14
NR6090--MA0149.1.EWSR1-FLI1	chr2	14992669	14992686	+	0.000	0.000	Merged-chr2-14992808-37
NR4311--MA0149.1.EWSR1-FLI1	chr15	84372823	84372840	+	0.000	0.000	Merged-chr15-84372915-18
NR1316--MA0149.1.EWSR1-FLI1	chr10	80152180	80152197	-	0.000	0.000	Merged-chr10-80152261-5
NR4803--MA0149.1.EWSR1-FLI1	chr16	77360446	77360463	+	0.000	0.000	Merged-chr16-77360376-19
NR7818--MA0149.1.EWSR1-FLI1	chr3	146404806	146404823	+	0.000	0.000	Merged-chr3-146404687-66
NR5532--MA0149.1.EWSR1-FLI1	chr18	53264318	53264335	+	0.000	0.000	Merged-chr18-53264304-17
NR12105--MA0149.1.EWSR1-FLI1	chr9	116283844	116283861	-	0.000	0.000	Merged-chr9-116283998-37
NR6340--MA0149.1.EWSR1-FLI1	chr2	52424413	52424430	+	0.000	0.000	Merged-chr2-52424494-1
NR11633--MA0475.2.FLI1	chr9	44196182	44196191	-	0.000	0.000	Merged-chr9-44196336-21
NR8631--MA0149.1.EWSR1-FLI1	chr4	155082343	155082360	+	0.000	0.000	Merged-chr4-155082260-14
NR1242--MA0149.1.EWSR1-FLI1	chr10	71365267	71365284	-	0.000	0.000	Merged-chr10-71365210-11
NR6014--MA0149.1.EWSR1-FLI1	chr19	58296890	58296907	+	0.000	0.000	Merged-chr19-58296968-24
NR10106--MA0149.1.EWSR1-FLI1	chr6	144953047	144953064	-	0.000	0.000	Merged-chr6-144953133-29
NR6936--MA0149.1.EWSR1-FLI1	chr2	153325869	153325886	+	0.000	0.000	Merged-chr2-153325949-22
NR3800--MA0149.1.EWSR1-FLI1	chr14	75892464	75892481	-	0.000	0.000	Merged-chr14-75892464-20
NR4220--MA0149.1.EWSR1-FLI1	chr15	73627687	73627704	-	0.000	0.000	Merged-chr15-73627530-51
NR11532--MA0149.1.EWSR1-FLI1	chr9	14352423	14352440	-	0.000	0.000	Merged-chr9-14352578-25
NR6491--MA0149.1.EWSR1-FLI1	chr2	79518262	79518279	-	0.000	0.000	Merged-chr2-79518412-18
NR4178--MA0149.1.EWSR1-FLI1	chr15	64067645	64067662	+	0.000	0.000	Merged-chr15-64067738-34
NR814--MA0149.1.EWSR1-FLI1	chr1	175672088	175672105	+	0.000	0.000	Merged-chr1-175671979-22
NR9689--MA0149.1.EWSR1-FLI1	chr6	83193810	83193827	+	0.000	0.000	Merged-chr6-83193737-15
NR4880--MA0149.1.EWSR1-FLI1	chr16	95869699	95869716	-	0.000	0.000	Merged-chr16-95869616-44
NR3188--MA0475.2.FLI1	chr13	94153993	94154002	-	0.000	0.000	Merged-chr13-94153821-20
NR468--MA0149.1.EWSR1-FLI1	chr1	127240092	127240109	+	0.000	0.000	Merged-chr1-127240112-40
NR309--MA0475.2.FLI1	chr1	87181025	87181034	+	0.000	0.000	Merged-chr1-87181117-21
NR8723--MA0149.1.EWSR1-FLI1	chr5	29205718	29205735	-	0.000	0.000	Merged-chr5-29205850-28
NR8906--MA0149.1.EWSR1-FLI1	chr5	89901219	89901236	-	0.000	0.000	Merged-chr5-89901174-42
NR1013--MA0475.2.FLI1	chr10	8214196	8214205	+	0.000	0.000	Merged-chr10-8214078-56
NR797--MA0475.2.FLI1	chr1	172623799	172623808	-	0.000	0.000	Merged-chr1-172623833-20
NR12244--MA0149.1.EWSR1-FLI1	chrX	20307381	20307398	+	0.000	0.000	Merged-chrX-20307421-11
NR6091--MA0149.1.EWSR1-FLI1	chr2	14992673	14992690	+	0.000	0.000	Merged-chr2-14992808-37
NR2788--MA0475.2.FLI1	chr12	116140735	116140744	-	0.000	0.000	Merged-chr12-116140817-28
NR10979--MA0149.1.EWSR1-FLI1	chr8	13213650	13213667	+	0.000	0.000	Merged-chr8-13213750-72
NR6274--MA0149.1.EWSR1-FLI1	chr2	43992616	43992633	+	0.000	0.000	Merged-chr2-43992698-17
NR2429--MA0149.1.EWSR1-FLI1	chr12	31756166	31756183	-	0.000	0.000	Merged-chr12-31756239-29
NR4312--MA0149.1.EWSR1-FLI1	chr15	84372824	84372841	+	0.000	0.000	Merged-chr15-84372915-18
NR475--MA0475.2.FLI1	chr1	128667523	128667532	+	0.000	0.000	Merged-chr1-128667443-20
NR4396--MA0149.1.EWSR1-FLI1	chr15	100119515	100119532	-	0.000	0.000	Merged-chr15-100119488-4
NR886--MA0149.1.EWSR1-FLI1	chr1	184751450	184751467	-	0.000	0.000	Merged-chr1-184751461-18
NR381--MA0475.2.FLI1	chr1	97764429	97764438	-	0.000	0.000	Merged-chr1-97764346-16
NR1668--MA0149.1.EWSR1-FLI1	chr11	10516292	10516309	+	0.000	0.000	Merged-chr11-10516316-25
NR1752--MA0149.1.EWSR1-FLI1	chr11	32020357	32020374	+	0.000	0.000	Merged-chr11-32020422-50
NR7329--MA0475.2.FLI1	chr3	79273117	79273126	-	0.000	0.000	Merged-chr3-79273035-30
NR12106--MA0149.1.EWSR1-FLI1	chr9	116283856	116283873	-	0.000	0.000	Merged-chr9-116283998-37
NR9435--MA0149.1.EWSR1-FLI1	chr6	17478990	17479007	-	0.000	0.000	Merged-chr6-17478988-3
NR6833--MA0149.1.EWSR1-FLI1	chr2	136679508	136679525	-	0.000	0.000	Merged-chr2-136679453-56
NR3000--MA0149.1.EWSR1-FLI1	chr13	52083780	52083797	+	0.000	0.000	Merged-chr13-52083938-53
NR8978--MA0149.1.EWSR1-FLI1	chr5	99203258	99203275	-	0.000	0.000	Merged-chr5-99202838-49
NR214--MA0149.1.EWSR1-FLI1	chr1	74794606	74794623	-	0.000	0.000	Merged-chr1-74794765-31
NR11219--MA0149.1.EWSR1-FLI1	chr8	78975243	78975260	-	0.000	0.000	Merged-chr8-78975191-34
NR11290--MA0475.2.FLI1	chr8	95142587	95142596	+	0.000	0.000	Merged-chr8-95142662-41
NR2543--MA0149.1.EWSR1-FLI1	chr12	73726363	73726380	-	0.000	0.000	Merged-chr12-73726209-37
