#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Elf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_dn.bed
NR5207--MA0640.1.ELF3	chr18	62174839	62174851	-	0.000	0.000	Merged-chr18-62174920-17
NR960--MA0136.2.ELF5	chr10	37606026	37606036	-	0.000	0.000	Merged-chr10-37606063-23
NR6543--MA0640.1.ELF3	chr3	9500061	9500073	-	0.000	0.000	Merged-chr3-9499976-58
NR2873--MA0640.1.ELF3	chr13	54765952	54765964	+	0.000	0.000	Merged-chr13-54766029-1
NR6724--MA0136.2.ELF5	chr3	83993393	83993403	+	0.000	0.000	Merged-chr3-83993440-19
NR8485--MA0641.1.ELF4	chr6	30227487	30227498	-	0.000	0.000	Merged-chr6-30227395-32
NR7078--MA0640.1.ELF3	chr3	144232118	144232130	-	0.000	0.000	Merged-chr3-144232172-58
NR4222--MA0136.2.ELF5	chr16	21835896	21835906	+	0.000	0.000	Merged-chr16-21835778-19
NR50--MA0641.1.ELF4	chr1	30898859	30898870	-	0.000	0.000	Merged-chr1-30898944-13
NR1868--MA0641.1.ELF4	chr11	85324126	85324137	-	0.000	0.000	Merged-chr11-85324179-42
NR6445--MA0640.1.ELF3	chr2	169089252	169089264	-	0.000	0.000	Merged-chr2-169089199-37
NR8040--MA0136.2.ELF5	chr5	86741418	86741428	-	0.000	0.000	Merged-chr5-86741340-29
NR1121--MA0640.1.ELF3	chr10	77864409	77864421	+	0.000	0.000	Merged-chr10-77864570-37
NR973--MA0473.2.ELF1	chr10	39793449	39793460	-	0.000	0.000	Merged-chr10-39793457-38
NR5442--MA0136.2.ELF5	chr19	9066093	9066103	+	0.000	0.000	Merged-chr19-9066188-87
NR10697--MA0640.1.ELF3	chr9	94945706	94945718	+	0.000	0.000	Merged-chr9-94945890-45
NR4339--MA0136.2.ELF5	chr16	45690390	45690400	+	0.000	0.000	Merged-chr16-45690365-24
NR5214--MA0136.2.ELF5	chr18	62494978	62494988	-	0.000	0.000	Merged-chr18-62494919-16
NR1905--MA0640.1.ELF3	chr11	90586471	90586483	+	0.000	0.000	Merged-chr11-90586478-10
NR7325--MA0640.1.ELF3	chr4	57640439	57640451	-	0.000	0.000	Merged-chr4-57640378-35
NR5559--MA0136.2.ELF5	chr19	42770754	42770764	-	0.000	0.000	Merged-chr19-42770693-24
NR9923--MA0136.2.ELF5	chr8	64826648	64826658	+	0.000	0.000	Merged-chr8-64826546-37
NR4259--MA0136.2.ELF5	chr16	30686776	30686786	+	0.000	0.000	Merged-chr16-30686693-12
NR759--MA0473.2.ELF1	chr1	182718802	182718813	+	0.000	0.000	Merged-chr1-182718730-25
NR4978--MA0640.1.ELF3	chr17	88190916	88190928	+	0.000	0.000	Merged-chr17-88190968-12
NR205--MA0136.2.ELF5	chr1	66987768	66987778	+	0.000	0.000	Merged-chr1-66987794-41
NR9712--MA0473.2.ELF1	chr7	127922763	127922774	-	0.000	0.000	Merged-chr7-127922827-35
NR9783--MA0640.1.ELF3	chr8	3327912	3327924	-	0.000	0.000	Merged-chr8-3327989-13
NR6466--MA0136.2.ELF5	chr2	170216244	170216254	+	0.000	0.000	Merged-chr2-170216227-3
NR2163--MA0640.1.ELF3	chr12	17084929	17084941	-	0.000	0.000	Merged-chr12-17085011-50
NR4508--MA0641.1.ELF4	chr16	96208604	96208615	-	0.000	0.000	Merged-chr16-96208613-13
NR8483--MA0640.1.ELF3	chr6	30227486	30227498	-	0.000	0.000	Merged-chr6-30227395-32
NR4505--MA0473.2.ELF1	chr16	96208604	96208615	-	0.000	0.000	Merged-chr16-96208613-13
NR8666--MA0641.1.ELF4	chr6	83413099	83413110	-	0.000	0.000	Merged-chr6-83413092-38
NR8663--MA0473.2.ELF1	chr6	83413099	83413110	-	0.000	0.000	Merged-chr6-83413092-38
NR10181--MA0136.2.ELF5	chr8	114986160	114986170	+	0.000	0.000	Merged-chr8-114986195-32
NR5860--MA0136.2.ELF5	chr2	58150144	58150154	-	0.000	0.000	Merged-chr2-58150099-18
NR9077--MA0473.2.ELF1	chr7	4464553	4464564	-	0.000	0.000	Merged-chr7-4464501-45
NR1259--MA0136.2.ELF5	chr10	96656423	96656433	+	0.000	0.000	Merged-chr10-96656400-23
NR1926--MA0136.2.ELF5	chr11	96993024	96993034	-	0.000	0.000	Merged-chr11-96993116-10
NR9507--MA0473.2.ELF1	chr7	99546294	99546305	-	0.000	0.000	Merged-chr7-99546388-26
NR10846--MA0641.1.ELF4	chr9	115134833	115134844	-	0.000	0.000	Merged-chr9-115134877-14
NR974--MA0640.1.ELF3	chr10	39793448	39793460	-	0.000	0.000	Merged-chr10-39793457-38
NR499--MA0641.1.ELF4	chr1	136019030	136019041	-	0.000	0.000	Merged-chr1-136018899-6
NR8793--MA0473.2.ELF1	chr6	113645080	113645091	-	0.000	0.000	Merged-chr6-113645003-16
NR10560--MA0640.1.ELF3	chr9	66899722	66899734	-	0.000	0.000	Merged-chr9-66899689-35
NR9525--MA0473.2.ELF1	chr7	101414324	101414335	-	0.000	0.000	Merged-chr7-101414402-16
NR3448--MA0136.2.ELF5	chr14	50784567	50784577	+	0.000	0.000	Merged-chr14-50784606-4
NR9587--MA0640.1.ELF3	chr7	112918516	112918528	+	0.000	0.000	Merged-chr7-112918407-20
NR10513--MA0136.2.ELF5	chr9	61753765	61753775	+	0.000	0.000	Merged-chr9-61753912-30
NR5874--MA0136.2.ELF5	chr2	61483987	61483997	-	0.000	0.000	Merged-chr2-61484018-22
NR1642--MA0641.1.ELF4	chr11	51883877	51883888	+	0.000	0.000	Merged-chr11-51883874-36
NR8054--MA0640.1.ELF3	chr5	91083306	91083318	-	0.000	0.000	Merged-chr5-91083328-13
NR5892--MA0136.2.ELF5	chr2	69778087	69778097	-	0.000	0.000	Merged-chr2-69778003-1
NR2148--MA0136.2.ELF5	chr12	8817735	8817745	-	0.000	0.000	Merged-chr12-8817903-12
NR7080--MA0641.1.ELF4	chr3	144232119	144232130	-	0.000	0.000	Merged-chr3-144232172-58
NR2862--MA0641.1.ELF4	chr13	53402511	53402522	-	0.000	0.000	Merged-chr13-53402378-5
NR303--MA0641.1.ELF4	chr1	87181023	87181034	+	0.000	0.000	Merged-chr1-87181117-21
NR6322--MA0641.1.ELF4	chr2	152104991	152105002	-	0.000	0.000	Merged-chr2-152105009-1
NR300--MA0473.2.ELF1	chr1	87181023	87181034	+	0.000	0.000	Merged-chr1-87181117-21
NR7186--MA0136.2.ELF5	chr4	6881058	6881068	-	0.000	0.000	Merged-chr4-6881171-35
NR8399--MA0641.1.ELF4	chr5	149428522	149428533	-	0.000	0.000	Merged-chr5-149428707-59
NR5208--MA0136.2.ELF5	chr18	62174840	62174850	-	0.000	0.000	Merged-chr18-62174920-17
NR431--MA0136.2.ELF5	chr1	127425235	127425245	+	0.000	0.000	Merged-chr1-127425317-19
NR6206--MA0641.1.ELF4	chr2	131191212	131191223	-	0.000	0.000	Merged-chr2-131191019-12
NR1323--MA0136.2.ELF5	chr10	112278240	112278250	-	0.000	0.000	Merged-chr10-112278323-19
NR2874--MA0136.2.ELF5	chr13	54765953	54765963	+	0.000	0.000	Merged-chr13-54766029-1
NR4506--MA0640.1.ELF3	chr16	96208603	96208615	-	0.000	0.000	Merged-chr16-96208613-13
NR6307--MA0136.2.ELF5	chr2	150869632	150869642	-	0.000	0.000	Merged-chr2-150869596-45
NR4378--MA0136.2.ELF5	chr16	50315813	50315823	+	0.000	0.000	Merged-chr16-50315651-21
NR8664--MA0640.1.ELF3	chr6	83413098	83413110	-	0.000	0.000	Merged-chr6-83413092-38
NR1000--MA0473.2.ELF1	chr10	42849067	42849078	+	0.000	0.000	Merged-chr10-42848913-29
NR5467--MA0473.2.ELF1	chr19	21104841	21104852	+	0.000	0.000	Merged-chr19-21104768-51
NR5376--MA0641.1.ELF4	chr19	4093962	4093973	+	0.000	0.000	Merged-chr19-4093947-17
NR6446--MA0136.2.ELF5	chr2	169089253	169089263	-	0.000	0.000	Merged-chr2-169089199-37
NR4980--MA0641.1.ELF4	chr17	88190916	88190927	+	0.000	0.000	Merged-chr17-88190968-12
NR1236--MA0641.1.ELF4	chr10	94087445	94087456	-	0.000	0.000	Merged-chr10-94087553-20
NR9508--MA0640.1.ELF3	chr7	99546293	99546305	-	0.000	0.000	Merged-chr7-99546388-26
NR1233--MA0473.2.ELF1	chr10	94087445	94087456	-	0.000	0.000	Merged-chr10-94087553-20
NR8794--MA0640.1.ELF3	chr6	113645079	113645091	-	0.000	0.000	Merged-chr6-113645003-16
NR4314--MA0640.1.ELF3	chr16	38239906	38239918	+	0.000	0.000	Merged-chr16-38239886-27
NR1005--MA0473.2.ELF1	chr10	44268412	44268423	+	0.000	0.000	Merged-chr10-44268298-69
NR5708--MA0641.1.ELF4	chr2	23068076	23068087	+	0.000	0.000	Merged-chr2-23068233-3
NR7580--MA0473.2.ELF1	chr4	124755687	124755698	+	0.000	0.000	Merged-chr4-124755730-37
NR2228--MA0641.1.ELF4	chr12	31756196	31756207	+	0.000	0.000	Merged-chr12-31756239-29
NR1640--MA0640.1.ELF3	chr11	51883877	51883889	+	0.000	0.000	Merged-chr11-51883874-36
NR2152--MA0641.1.ELF4	chr12	8847135	8847146	-	0.000	0.000	Merged-chr12-8847092-48
NR8537--MA0136.2.ELF5	chr6	49052341	49052351	-	0.000	0.000	Merged-chr6-49052265-16
NR3256--MA0640.1.ELF3	chr14	7833422	7833434	-	0.000	0.000	Merged-chr14-7833590-5
NR2860--MA0640.1.ELF3	chr13	53402510	53402522	-	0.000	0.000	Merged-chr13-53402378-5
NR8572--MA0473.2.ELF1	chr6	57449465	57449476	+	0.000	0.000	Merged-chr6-57449516-18
NR5342--MA0640.1.ELF3	chr18	81511274	81511286	+	0.000	0.000	Merged-chr18-81511364-12
NR301--MA0640.1.ELF3	chr1	87181023	87181035	+	0.000	0.000	Merged-chr1-87181117-21
NR851--MA0641.1.ELF4	chr10	4632578	4632589	-	0.000	0.000	Merged-chr10-4632472-72
NR628--MA0640.1.ELF3	chr1	164453811	164453823	-	0.000	0.000	Merged-chr1-164453894-15
NR10179--MA0473.2.ELF1	chr8	114986159	114986170	+	0.000	0.000	Merged-chr8-114986195-32
NR8689--MA0473.2.ELF1	chr6	89288329	89288340	-	0.000	0.000	Merged-chr6-89288372-31
NR8380--MA0473.2.ELF1	chr5	148501371	148501382	+	0.000	0.000	Merged-chr5-148501527-73
NR8381--MA0136.2.ELF5	chr5	148501372	148501382	+	0.000	0.000	Merged-chr5-148501527-73
NR4241--MA0136.2.ELF5	chr16	24238485	24238495	+	0.000	0.000	Merged-chr16-24238458-30
NR1001--MA0640.1.ELF3	chr10	42849067	42849079	+	0.000	0.000	Merged-chr10-42848913-29
NR5468--MA0640.1.ELF3	chr19	21104841	21104853	+	0.000	0.000	Merged-chr19-21104768-51
NR2621--MA0136.2.ELF5	chr12	117756227	117756237	+	0.000	0.000	Merged-chr12-117756205-23
NR8247--MA0136.2.ELF5	chr5	124907014	124907024	-	0.000	0.000	Merged-chr5-124907107-45
NR2664--MA0640.1.ELF3	chr13	12349509	12349521	+	0.000	0.000	Merged-chr13-12349518-23
NR975--MA0136.2.ELF5	chr10	39793449	39793459	-	0.000	0.000	Merged-chr10-39793457-38
NR760--MA0136.2.ELF5	chr1	182718803	182718813	+	0.000	0.000	Merged-chr1-182718730-25
NR1234--MA0640.1.ELF3	chr10	94087444	94087456	-	0.000	0.000	Merged-chr10-94087553-20
NR6774--MA0473.2.ELF1	chr3	89876591	89876602	-	0.000	0.000	Merged-chr3-89876737-10
NR8055--MA0136.2.ELF5	chr5	91083307	91083317	-	0.000	0.000	Merged-chr5-91083328-13
NR8708--MA0473.2.ELF1	chr6	91698970	91698981	-	0.000	0.000	Merged-chr6-91699017-27
NR5905--MA0136.2.ELF5	chr2	72137131	72137141	-	0.000	0.000	Merged-chr2-72136999-23
NR1353--MA0136.2.ELF5	chr10	118194968	118194978	-	0.000	0.000	Merged-chr10-118194882-1
NR7766--MA0473.2.ELF1	chr4	149282717	149282728	-	0.000	0.000	Merged-chr4-149282639-35
NR9510--MA0641.1.ELF4	chr7	99546294	99546305	-	0.000	0.000	Merged-chr7-99546388-26
NR6694--MA0473.2.ELF1	chr3	79153525	79153536	+	0.000	0.000	Merged-chr3-79153347-66
NR7581--MA0641.1.ELF4	chr4	124755687	124755698	+	0.000	0.000	Merged-chr4-124755730-37
