#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Elf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh-pval-0.1_up.bed
NR1008--MA0136.2.ELF5	chr10	44420220	44420230	-	0.000	0.000	Merged-chr10-44420150-34
NR10604--MA0641.1.ELF4	chr9	73073390	73073401	-	0.000	0.000	Merged-chr9-73073244-62
NR10284--MA0136.2.ELF5	chr8	128391264	128391274	+	0.000	0.000	Merged-chr8-128391383-45
NR930--MA0473.2.ELF1	chr10	21419426	21419437	-	0.000	0.000	Merged-chr10-21419295-38
NR3564--MA0136.2.ELF5	chr14	73290133	73290143	-	0.000	0.000	Merged-chr14-73290096-39
NR5511--MA0136.2.ELF5	chr19	31337438	31337448	-	0.000	0.000	Merged-chr19-31337298-1
NR1302--MA0640.1.ELF3	chr10	111031592	111031604	-	0.000	0.000	Merged-chr10-111031729-43
NR3280--MA0641.1.ELF4	chr14	15769817	15769828	-	0.000	0.000	Merged-chr14-15770075-60
NR7197--MA0640.1.ELF3	chr4	10940841	10940853	-	0.000	0.000	Merged-chr4-10940994-39
NR6861--MA0136.2.ELF5	chr3	102755966	102755976	-	0.000	0.000	Merged-chr3-102756086-59
NR8128--MA0136.2.ELF5	chr5	107524456	107524466	+	0.000	0.000	Merged-chr5-107524666-44
NR4389--MA0640.1.ELF3	chr16	55735845	55735857	-	0.000	0.000	Merged-chr16-55735684-24
NR4475--MA0473.2.ELF1	chr16	90475941	90475952	-	0.000	0.000	Merged-chr16-90475942-51
NR9800--MA0136.2.ELF5	chr8	11464198	11464208	+	0.000	0.000	Merged-chr8-11464225-54
NR7870--MA0473.2.ELF1	chr5	28269924	28269935	-	0.000	0.000	Merged-chr5-28269924-54
NR8191--MA0136.2.ELF5	chr5	115517734	115517744	-	0.000	0.000	Merged-chr5-115517682-11
NR8189--MA0641.1.ELF4	chr5	115516596	115516607	-	0.000	0.000	Merged-chr5-115516638-85
NR6897--MA0473.2.ELF1	chr3	107796673	107796684	+	0.000	0.000	Merged-chr3-107796765-38
NR4807--MA0473.2.ELF1	chr17	45488789	45488800	+	0.000	0.000	Merged-chr17-45488824-86
NR8968--MA0641.1.ELF4	chr6	135218513	135218524	-	0.000	0.000	Merged-chr6-135218530-45
NR931--MA0640.1.ELF3	chr10	21419425	21419437	-	0.000	0.000	Merged-chr10-21419295-38
NR8965--MA0473.2.ELF1	chr6	135218513	135218524	-	0.000	0.000	Merged-chr6-135218530-45
NR5059--MA0640.1.ELF3	chr18	23828771	23828783	+	0.000	0.000	Merged-chr18-23828715-22
NR5486--MA0136.2.ELF5	chr19	24971494	24971504	+	0.000	0.000	Merged-chr19-24971475-35
NR8986--MA0641.1.ELF4	chr6	137795293	137795304	+	0.000	0.000	Merged-chr6-137795480-24
NR3077--MA0473.2.ELF1	chr13	98832685	98832696	-	0.000	0.000	Merged-chr13-98832743-37
NR2793--MA0473.2.ELF1	chr13	38503675	38503686	+	0.000	0.000	Merged-chr13-38503650-43
NR11112--MA0136.2.ELF5	chrX	136986181	136986191	+	0.000	0.000	Merged-chrX-136986316-28
NR4074--MA0136.2.ELF5	chr15	100665187	100665197	-	0.000	0.000	Merged-chr15-100665160-50
NR4976--MA0641.1.ELF4	chr17	88123916	88123927	-	0.000	0.000	Merged-chr17-88123873-45
NR4973--MA0473.2.ELF1	chr17	88123916	88123927	-	0.000	0.000	Merged-chr17-88123873-45
NR10259--MA0473.2.ELF1	chr8	124242384	124242395	-	0.000	0.000	Merged-chr8-124242348-54
NR6816--MA0641.1.ELF4	chr3	95673045	95673056	-	0.000	0.000	Merged-chr3-95672932-76
NR10156--MA0473.2.ELF1	chr8	111030249	111030260	+	0.000	0.000	Merged-chr8-111030084-39
NR7038--MA0640.1.ELF3	chr3	137833471	137833483	-	0.000	0.000	Merged-chr3-137833460-41
NR597--MA0473.2.ELF1	chr1	160054531	160054542	-	0.000	0.000	Merged-chr1-160054348-51
NR838--MA0640.1.ELF3	chr1	193181164	193181176	+	0.000	0.000	Merged-chr1-193181317-39
NR600--MA0641.1.ELF4	chr1	160054531	160054542	-	0.000	0.000	Merged-chr1-160054348-51
NR4476--MA0640.1.ELF3	chr16	90475940	90475952	-	0.000	0.000	Merged-chr16-90475942-51
NR9305--MA0136.2.ELF5	chr7	47140137	47140147	-	0.000	0.000	Merged-chr7-47140079-20
NR173--MA0136.2.ELF5	chr1	60016452	60016462	+	0.000	0.000	Merged-chr1-60016690-100
NR8233--MA0136.2.ELF5	chr5	124075225	124075235	+	0.000	0.000	Merged-chr5-124075287-59
NR3279--MA0640.1.ELF3	chr14	15769816	15769828	-	0.000	0.000	Merged-chr14-15770075-60
NR10509--MA0641.1.ELF4	chr9	60991748	60991759	-	0.000	0.000	Merged-chr9-60991715-48
NR10894--MA0641.1.ELF4	chr9	122272032	122272043	+	0.000	0.000	Merged-chr9-122271996-35
NR5210--MA0136.2.ELF5	chr18	62186485	62186495	+	0.000	0.000	Merged-chr18-62186304-32
NR8922--MA0473.2.ELF1	chr6	130312007	130312018	+	0.000	0.000	Merged-chr6-130312055-26
NR8966--MA0640.1.ELF3	chr6	135218512	135218524	-	0.000	0.000	Merged-chr6-135218530-45
NR1303--MA0136.2.ELF5	chr10	111031593	111031603	-	0.000	0.000	Merged-chr10-111031729-43
NR8984--MA0640.1.ELF3	chr6	137795293	137795305	+	0.000	0.000	Merged-chr6-137795480-24
NR6859--MA0473.2.ELF1	chr3	102755966	102755977	-	0.000	0.000	Merged-chr3-102756086-59
NR2794--MA0640.1.ELF3	chr13	38503675	38503687	+	0.000	0.000	Merged-chr13-38503650-43
NR4974--MA0640.1.ELF3	chr17	88123915	88123927	-	0.000	0.000	Merged-chr17-88123873-45
NR8721--MA0473.2.ELF1	chr6	95621889	95621900	+	0.000	0.000	Merged-chr6-95621938-31
NR9391--MA0136.2.ELF5	chr7	75879579	75879589	-	0.000	0.000	Merged-chr7-75879719-34
NR6659--MA0136.2.ELF5	chr3	60320426	60320436	-	0.000	0.000	Merged-chr3-60320504-44
NR3854--MA0473.2.ELF1	chr15	59795806	59795817	+	0.000	0.000	Merged-chr15-59795826-47
NR598--MA0640.1.ELF3	chr1	160054530	160054542	-	0.000	0.000	Merged-chr1-160054348-51
NR3873--MA0136.2.ELF5	chr15	66445447	66445457	+	0.000	0.000	Merged-chr15-66445527-47
NR9499--MA0136.2.ELF5	chr7	98809736	98809746	-	0.000	0.000	Merged-chr7-98809754-32
NR2280--MA0640.1.ELF3	chr12	54398210	54398222	-	0.000	0.000	Merged-chr12-54398333-42
