#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Elf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_dn.bed
NR2644--MA0136.2.ELF5	chr13	4191167	4191177	-	0.000	0.000	Merged-chr13-4191269-39
NR331--MA0136.2.ELF5	chr1	90740861	90740871	-	0.000	0.000	Merged-chr1-90740920-30
NR4147--MA0473.2.ELF1	chr16	11448765	11448776	+	0.000	0.000	Merged-chr16-11448842-30
NR4824--MA0136.2.ELF5	chr17	46829146	46829156	-	0.000	0.000	Merged-chr17-46829209-35
NR128--MA0640.1.ELF3	chr1	51577823	51577835	-	0.000	0.000	Merged-chr1-51577937-41
NR3222--MA0640.1.ELF3	chr13	115179366	115179378	-	0.000	0.000	Merged-chr13-115179427-17
NR8829--MA0473.2.ELF1	chr6	115971425	115971436	+	0.000	0.000	Merged-chr6-115971349-10
NR10264--MA0641.1.ELF4	chr8	124520793	124520804	+	0.000	0.000	Merged-chr8-124520851-52
NR1270--MA0641.1.ELF4	chr10	99127217	99127228	+	0.000	0.000	Merged-chr10-99127099-1
NR696--MA0641.1.ELF4	chr1	173451903	173451914	+	0.000	0.000	Merged-chr1-173451815-42
NR8847--MA0473.2.ELF1	chr6	119199069	119199080	+	0.000	0.000	Merged-chr6-119199024-52
NR694--MA0136.2.ELF5	chr1	173440946	173440956	-	0.000	0.000	Merged-chr1-173441075-109
NR5626--MA0640.1.ELF3	chr19	59248684	59248696	+	0.000	0.000	Merged-chr19-59248780-37
NR3227--MA0640.1.ELF3	chr13	117223278	117223290	+	0.000	0.000	Merged-chr13-117223399-24
NR10907--MA0136.2.ELF5	chr9	123928199	123928209	-	0.000	0.000	Merged-chr9-123928219-7
NR8322--MA0641.1.ELF4	chr5	140999186	140999197	+	0.000	0.000	Merged-chr5-140999389-30
NR7547--MA0473.2.ELF1	chr4	119812930	119812941	-	0.000	0.000	Merged-chr4-119812995-31
NR2119--MA0641.1.ELF4	chr11	121229291	121229302	-	0.000	0.000	Merged-chr11-121229163-59
NR5084--MA0641.1.ELF4	chr18	31911272	31911283	-	0.000	0.000	Merged-chr18-31911303-2
NR5081--MA0473.2.ELF1	chr18	31911272	31911283	-	0.000	0.000	Merged-chr18-31911303-2
NR854--MA0640.1.ELF3	chr10	6956488	6956500	-	0.000	0.000	Merged-chr10-6956561-24
NR10603--MA0136.2.ELF5	chr9	73073390	73073400	-	0.000	0.000	Merged-chr9-73073244-62
NR3370--MA0641.1.ELF4	chr14	31531989	31532000	-	0.000	0.000	Merged-chr14-31531950-40
NR1269--MA0136.2.ELF5	chr10	99127218	99127228	+	0.000	0.000	Merged-chr10-99127099-1
NR3574--MA0136.2.ELF5	chr14	75034283	75034293	-	0.000	0.000	Merged-chr14-75034378-51
NR6828--MA0641.1.ELF4	chr3	97796858	97796869	-	0.000	0.000	Merged-chr3-97796692-21
NR6825--MA0473.2.ELF1	chr3	97796858	97796869	-	0.000	0.000	Merged-chr3-97796692-21
NR3901--MA0136.2.ELF5	chr15	74935454	74935464	-	0.000	0.000	Merged-chr15-74935411-23
NR9006--MA0640.1.ELF3	chr6	142561310	142561322	+	0.000	0.000	Merged-chr6-142561422-52
NR9432--MA0473.2.ELF1	chr7	81863359	81863370	+	0.000	0.000	Merged-chr7-81863346-31
NR5095--MA0473.2.ELF1	chr18	32880675	32880686	+	0.000	0.000	Merged-chr18-32880667-46
NR8722--MA0640.1.ELF3	chr6	95621889	95621901	+	0.000	0.000	Merged-chr6-95621938-31
NR9382--MA0640.1.ELF3	chr7	74698165	74698177	+	0.000	0.000	Merged-chr7-74698017-54
NR10634--MA0473.2.ELF1	chr9	80266659	80266670	+	0.000	0.000	Merged-chr9-80266579-55
NR9580--MA0473.2.ELF1	chr7	112210218	112210229	+	0.000	0.000	Merged-chr7-112210103-38
NR10867--MA0473.2.ELF1	chr9	119334505	119334516	-	0.000	0.000	Merged-chr9-119334532-37
NR6530--MA0473.2.ELF1	chr2	181377418	181377429	-	0.000	0.000	Merged-chr2-181377481-47
NR6531--MA0136.2.ELF5	chr2	181377418	181377428	-	0.000	0.000	Merged-chr2-181377481-47
NR4922--MA0641.1.ELF4	chr17	80067466	80067477	+	0.000	0.000	Merged-chr17-80067484-12
NR839--MA0136.2.ELF5	chr1	193181165	193181175	+	0.000	0.000	Merged-chr1-193181317-39
NR868--MA0641.1.ELF4	chr10	8065954	8065965	-	0.000	0.000	Merged-chr10-8065893-29
NR3080--MA0641.1.ELF4	chr13	98832685	98832696	-	0.000	0.000	Merged-chr13-98832743-37
NR10262--MA0640.1.ELF3	chr8	124520793	124520805	+	0.000	0.000	Merged-chr8-124520851-52
NR8848--MA0640.1.ELF3	chr6	119199069	119199081	+	0.000	0.000	Merged-chr6-119199024-52
NR2615--MA0136.2.ELF5	chr12	117418166	117418176	+	0.000	0.000	Merged-chr12-117418203-35
NR10374--MA0640.1.ELF3	chr9	25191906	25191918	+	0.000	0.000	Merged-chr9-25191824-38
NR7776--MA0640.1.ELF3	chr4	149759746	149759758	+	0.000	0.000	Merged-chr4-149759725-31
NR762--MA0473.2.ELF1	chr1	183266363	183266374	-	0.000	0.000	Merged-chr1-183266289-26
NR8946--MA0641.1.ELF4	chr6	134333182	134333193	+	0.000	0.000	Merged-chr6-134333133-48
NR1899--MA0641.1.ELF4	chr11	88599470	88599481	-	0.000	0.000	Merged-chr11-88599257-91
NR7548--MA0640.1.ELF3	chr4	119812929	119812941	-	0.000	0.000	Merged-chr4-119812995-31
NR4148--MA0641.1.ELF4	chr16	11448765	11448776	+	0.000	0.000	Merged-chr16-11448842-30
NR108--MA0640.1.ELF3	chr1	40391597	40391609	+	0.000	0.000	Merged-chr1-40391569-24
NR9378--MA0641.1.ELF4	chr7	72344489	72344500	-	0.000	0.000	Merged-chr7-72344400-34
NR5481--MA0473.2.ELF1	chr19	23323347	23323358	+	0.000	0.000	Merged-chr19-23323312-56
NR7729--MA0136.2.ELF5	chr4	145229289	145229299	+	0.000	0.000	Merged-chr4-145229202-5
NR6562--MA0473.2.ELF1	chr3	19240050	19240061	-	0.000	0.000	Merged-chr3-19240113-21
NR10468--MA0641.1.ELF4	chr9	48817512	48817523	-	0.000	0.000	Merged-chr9-48817420-28
NR2546--MA0641.1.ELF4	chr12	105001156	105001167	-	0.000	0.000	Merged-chr12-105001185-43
NR2423--MA0136.2.ELF5	chr12	84206914	84206924	-	0.000	0.000	Merged-chr12-84206763-48
NR215--MA0641.1.ELF4	chr1	69454206	69454217	+	0.000	0.000	Merged-chr1-69454132-24
NR5082--MA0640.1.ELF3	chr18	31911271	31911283	-	0.000	0.000	Merged-chr18-31911303-2
NR2206--MA0641.1.ELF4	chr12	25255010	25255021	+	0.000	0.000	Merged-chr12-25254889-35
NR7886--MA0136.2.ELF5	chr5	31596876	31596886	-	0.000	0.000	Merged-chr5-31596875-46
NR8188--MA0136.2.ELF5	chr5	115516596	115516606	-	0.000	0.000	Merged-chr5-115516638-85
NR6476--MA0641.1.ELF4	chr2	173436809	173436820	-	0.000	0.000	Merged-chr2-173436778-46
NR8985--MA0136.2.ELF5	chr6	137795294	137795304	+	0.000	0.000	Merged-chr6-137795480-24
NR6826--MA0640.1.ELF3	chr3	97796857	97796869	-	0.000	0.000	Merged-chr3-97796692-21
NR4086--MA0641.1.ELF4	chr15	101388297	101388308	+	0.000	0.000	Merged-chr15-101388154-52
NR9433--MA0640.1.ELF3	chr7	81863359	81863371	+	0.000	0.000	Merged-chr7-81863346-31
NR4084--MA0136.2.ELF5	chr15	101388063	101388073	-	0.000	0.000	Merged-chr15-101388154-52
NR585--MA0136.2.ELF5	chr1	156921742	156921752	+	0.000	0.000	Merged-chr1-156921832-27
NR5096--MA0640.1.ELF3	chr18	32880675	32880687	+	0.000	0.000	Merged-chr18-32880667-46
NR1918--MA0641.1.ELF4	chr11	95805235	95805246	-	0.000	0.000	Merged-chr11-95805339-25
NR10809--MA0641.1.ELF4	chr9	110641209	110641220	-	0.000	0.000	Merged-chr9-110641188-21
NR10881--MA0640.1.ELF3	chr9	121675086	121675098	+	0.000	0.000	Merged-chr9-121675261-45
NR10806--MA0473.2.ELF1	chr9	110641209	110641220	-	0.000	0.000	Merged-chr9-110641188-21
NR2329--MA0473.2.ELF1	chr12	69579725	69579736	-	0.000	0.000	Merged-chr12-69579802-27
NR11035--MA0641.1.ELF4	chrX	100504401	100504412	-	0.000	0.000	Merged-chrX-100504535-34
NR9581--MA0640.1.ELF3	chr7	112210218	112210230	+	0.000	0.000	Merged-chr7-112210103-38
NR3562--MA0473.2.ELF1	chr14	73290133	73290144	-	0.000	0.000	Merged-chr14-73290096-39
NR129--MA0136.2.ELF5	chr1	51577824	51577834	-	0.000	0.000	Merged-chr1-51577937-41
NR866--MA0640.1.ELF3	chr10	8065953	8065965	-	0.000	0.000	Merged-chr10-8065893-29
NR8917--MA0640.1.ELF3	chr6	129817884	129817896	+	0.000	0.000	Merged-chr6-129817846-22
NR10635--MA0641.1.ELF4	chr9	80266659	80266670	+	0.000	0.000	Merged-chr9-80266579-55
NR763--MA0640.1.ELF3	chr1	183266362	183266374	-	0.000	0.000	Merged-chr1-183266289-26
NR1897--MA0640.1.ELF3	chr11	88599469	88599481	-	0.000	0.000	Merged-chr11-88599257-91
NR3698--MA0136.2.ELF5	chr14	120520086	120520096	+	0.000	0.000	Merged-chr14-120520145-25
NR5739--MA0136.2.ELF5	chr2	29725208	29725218	-	0.000	0.000	Merged-chr2-29725132-37
NR4461--MA0136.2.ELF5	chr16	87405149	87405159	+	0.000	0.000	Merged-chr16-87405198-12
NR2052--MA0473.2.ELF1	chr11	115475668	115475679	+	0.000	0.000	Merged-chr11-115475686-55
NR7497--MA0473.2.ELF1	chr4	106970985	106970996	-	0.000	0.000	Merged-chr4-106970923-40
NR4899--MA0473.2.ELF1	chr17	73952402	73952413	+	0.000	0.000	Merged-chr17-73952254-58
NR7635--MA0640.1.ELF3	chr4	130900024	130900036	+	0.000	0.000	Merged-chr4-130900085-53
NR10895--MA0641.1.ELF4	chr9	123058887	123058898	-	0.000	0.000	Merged-chr9-123058823-37
NR1729--MA0136.2.ELF5	chr11	62576653	62576663	-	0.000	0.000	Merged-chr11-62576695-29
NR8126--MA0473.2.ELF1	chr5	107524455	107524466	+	0.000	0.000	Merged-chr5-107524666-44
NR5681--MA0136.2.ELF5	chr2	11801755	11801765	+	0.000	0.000	Merged-chr2-11801641-32
NR213--MA0640.1.ELF3	chr1	69454206	69454218	+	0.000	0.000	Merged-chr1-69454132-24
NR855--MA0136.2.ELF5	chr10	6956489	6956499	-	0.000	0.000	Merged-chr10-6956561-24
NR8924--MA0136.2.ELF5	chr6	130312008	130312018	+	0.000	0.000	Merged-chr6-130312055-26
NR4381--MA0136.2.ELF5	chr16	50632965	50632975	-	0.000	0.000	Merged-chr16-50633027-57
NR6474--MA0640.1.ELF3	chr2	173436808	173436820	-	0.000	0.000	Merged-chr2-173436778-46
NR6749--MA0136.2.ELF5	chr3	87847896	87847906	+	0.000	0.000	Merged-chr3-87847872-25
NR10233--MA0641.1.ELF4	chr8	122463912	122463923	-	0.000	0.000	Merged-chr8-122464115-42
NR6563--MA0641.1.ELF4	chr3	19240050	19240061	-	0.000	0.000	Merged-chr3-19240113-21
NR9383--MA0136.2.ELF5	chr7	74698166	74698176	+	0.000	0.000	Merged-chr7-74698017-54
NR1916--MA0640.1.ELF3	chr11	95805234	95805246	-	0.000	0.000	Merged-chr11-95805339-25
NR10807--MA0640.1.ELF3	chr9	110641208	110641220	-	0.000	0.000	Merged-chr9-110641188-21
NR7968--MA0473.2.ELF1	chr5	62574658	62574669	+	0.000	0.000	Merged-chr5-62574565-45
NR10260--MA0641.1.ELF4	chr8	124242384	124242395	-	0.000	0.000	Merged-chr8-124242348-54
NR3--MA0473.2.ELF1	chr1	9944210	9944221	-	0.000	0.000	Merged-chr1-9944103-43
NR4498--MA0136.2.ELF5	chr16	94241342	94241352	+	0.000	0.000	Merged-chr16-94241195-48
NR7874--MA0473.2.ELF1	chr5	28315734	28315745	-	0.000	0.000	Merged-chr5-28315754-44
NR2089--MA0473.2.ELF1	chr11	119491364	119491375	+	0.000	0.000	Merged-chr11-119491430-54
NR11033--MA0640.1.ELF3	chrX	100504400	100504412	-	0.000	0.000	Merged-chrX-100504535-34
NR3197--MA0473.2.ELF1	chr13	113580128	113580139	+	0.000	0.000	Merged-chr13-113580257-62
NR1818--MA0640.1.ELF3	chr11	78600308	78600320	+	0.000	0.000	Merged-chr11-78600384-46
NR8849--MA0136.2.ELF5	chr6	119199070	119199080	+	0.000	0.000	Merged-chr6-119199024-52
NR7777--MA0136.2.ELF5	chr4	149759747	149759757	+	0.000	0.000	Merged-chr4-149759725-31
NR695--MA0136.2.ELF5	chr1	173451904	173451914	+	0.000	0.000	Merged-chr1-173451815-42
NR5060--MA0136.2.ELF5	chr18	23828772	23828782	+	0.000	0.000	Merged-chr18-23828715-22
NR8314--MA0641.1.ELF4	chr5	139775709	139775720	+	0.000	0.000	Merged-chr5-139775648-51
NR7549--MA0136.2.ELF5	chr4	119812930	119812940	-	0.000	0.000	Merged-chr4-119812995-31
NR2053--MA0640.1.ELF3	chr11	115475668	115475680	+	0.000	0.000	Merged-chr11-115475686-55
NR2695--MA0136.2.ELF5	chr13	19139302	19139312	+	0.000	0.000	Merged-chr13-19139213-36
NR3879--MA0136.2.ELF5	chr15	66718580	66718590	+	0.000	0.000	Merged-chr15-66718609-34
NR10174--MA0136.2.ELF5	chr8	114815450	114815460	-	0.000	0.000	Merged-chr8-114815485-46
NR8127--MA0640.1.ELF3	chr5	107524455	107524467	+	0.000	0.000	Merged-chr5-107524666-44
NR3230--MA0136.2.ELF5	chr13	117260973	117260983	+	0.000	0.000	Merged-chr13-117260856-65
NR5083--MA0136.2.ELF5	chr18	31911272	31911282	-	0.000	0.000	Merged-chr18-31911303-2
NR8915--MA0640.1.ELF3	chr6	129406137	129406149	+	0.000	0.000	Merged-chr6-129406250-15
NR1733--MA0641.1.ELF4	chr11	62762004	62762015	+	0.000	0.000	Merged-chr11-62762057-29
NR10501--MA0136.2.ELF5	chr9	57968556	57968566	+	0.000	0.000	Merged-chr9-57968801-58
NR8234--MA0641.1.ELF4	chr5	124075224	124075235	+	0.000	0.000	Merged-chr5-124075287-59
NR8830--MA0640.1.ELF3	chr6	115971425	115971437	+	0.000	0.000	Merged-chr6-115971349-10
NR10631--MA0136.2.ELF5	chr9	80081167	80081177	+	0.000	0.000	Merged-chr9-80081246-66
NR6632--MA0641.1.ELF4	chr3	54567503	54567514	-	0.000	0.000	Merged-chr3-54567528-25
NR9434--MA0136.2.ELF5	chr7	81863360	81863370	+	0.000	0.000	Merged-chr7-81863346-31
NR2398--MA0641.1.ELF4	chr12	78981009	78981020	-	0.000	0.000	Merged-chr12-78980936-73
NR4900--MA0641.1.ELF4	chr17	73952402	73952413	+	0.000	0.000	Merged-chr17-73952254-58
NR6630--MA0136.2.ELF5	chr3	54567503	54567513	-	0.000	0.000	Merged-chr3-54567528-25
NR5097--MA0136.2.ELF5	chr18	32880676	32880686	+	0.000	0.000	Merged-chr18-32880667-46
NR10882--MA0136.2.ELF5	chr9	121675087	121675097	+	0.000	0.000	Merged-chr9-121675261-45
NR6854--MA0136.2.ELF5	chr3	101296567	101296577	+	0.000	0.000	Merged-chr3-101296410-67
NR6404--MA0641.1.ELF4	chr2	166448881	166448892	-	0.000	0.000	Merged-chr2-166448890-20
NR6401--MA0473.2.ELF1	chr2	166448881	166448892	-	0.000	0.000	Merged-chr2-166448890-20
NR9582--MA0136.2.ELF5	chr7	112210219	112210229	+	0.000	0.000	Merged-chr7-112210103-38
NR5485--MA0640.1.ELF3	chr19	24971493	24971505	+	0.000	0.000	Merged-chr19-24971475-35
NR3198--MA0640.1.ELF3	chr13	113580128	113580140	+	0.000	0.000	Merged-chr13-113580257-62
NR757--MA0641.1.ELF4	chr1	181860834	181860845	+	0.000	0.000	Merged-chr1-181860828-54
NR5337--MA0641.1.ELF4	chr18	80686236	80686247	-	0.000	0.000	Merged-chr18-80686265-50
NR4073--MA0640.1.ELF3	chr15	100665186	100665198	-	0.000	0.000	Merged-chr15-100665160-50
NR8394--MA0136.2.ELF5	chr5	149246225	149246235	+	0.000	0.000	Merged-chr5-149246178-51
NR8918--MA0136.2.ELF5	chr6	129817885	129817895	+	0.000	0.000	Merged-chr6-129817846-22
NR9137--MA0641.1.ELF4	chr7	16024806	16024817	+	0.000	0.000	Merged-chr7-16024979-19
NR2645--MA0641.1.ELF4	chr13	4191167	4191178	-	0.000	0.000	Merged-chr13-4191269-39
NR764--MA0136.2.ELF5	chr1	183266347	183266357	-	0.000	0.000	Merged-chr1-183266289-26
NR1685--MA0641.1.ELF4	chr11	58096350	58096361	-	0.000	0.000	Merged-chr11-58096378-33
NR332--MA0641.1.ELF4	chr1	90740861	90740872	-	0.000	0.000	Merged-chr1-90740920-30
NR1265--MA0640.1.ELF3	chr10	98776473	98776485	-	0.000	0.000	Merged-chr10-98776574-38
NR6658--MA0136.2.ELF5	chr3	59260957	59260967	-	0.000	0.000	Merged-chr3-59260932-51
NR9009--MA0473.2.ELF1	chr6	142561358	142561369	+	0.000	0.000	Merged-chr6-142561422-52
NR7636--MA0136.2.ELF5	chr4	130900025	130900035	+	0.000	0.000	Merged-chr4-130900085-53
NR4388--MA0473.2.ELF1	chr16	55735846	55735857	-	0.000	0.000	Merged-chr16-55735684-24
NR8232--MA0640.1.ELF3	chr5	124075224	124075236	+	0.000	0.000	Merged-chr5-124075287-59
NR10604--MA0641.1.ELF4	chr9	73073390	73073401	-	0.000	0.000	Merged-chr9-73073244-62
NR10284--MA0136.2.ELF5	chr8	128391264	128391274	+	0.000	0.000	Merged-chr8-128391383-45
NR3575--MA0641.1.ELF4	chr14	75034283	75034294	-	0.000	0.000	Merged-chr14-75034378-51
NR6402--MA0640.1.ELF3	chr2	166448880	166448892	-	0.000	0.000	Merged-chr2-166448890-20
NR3564--MA0136.2.ELF5	chr14	73290133	73290143	-	0.000	0.000	Merged-chr14-73290096-39
NR5511--MA0136.2.ELF5	chr19	31337438	31337448	-	0.000	0.000	Merged-chr19-31337298-1
NR3902--MA0641.1.ELF4	chr15	74935454	74935465	-	0.000	0.000	Merged-chr15-74935411-23
NR5641--MA0136.2.ELF5	chr19	61265617	61265627	+	0.000	0.000	Merged-chr19-61265627-44
NR2017--MA0473.2.ELF1	chr11	109495041	109495052	-	0.000	0.000	Merged-chr11-109495099-18
NR8319--MA0473.2.ELF1	chr5	140999186	140999197	+	0.000	0.000	Merged-chr5-140999389-30
NR5447--MA0640.1.ELF3	chr19	10816088	10816100	-	0.000	0.000	Merged-chr19-10816124-38
NR2643--MA0640.1.ELF3	chr13	4191166	4191178	-	0.000	0.000	Merged-chr13-4191269-39
NR2620--MA0641.1.ELF4	chr12	117418195	117418206	-	0.000	0.000	Merged-chr12-117418203-35
NR3280--MA0641.1.ELF4	chr14	15769817	15769828	-	0.000	0.000	Merged-chr14-15770075-60
NR6861--MA0136.2.ELF5	chr3	102755966	102755976	-	0.000	0.000	Merged-chr3-102756086-59
NR2054--MA0136.2.ELF5	chr11	115475669	115475679	+	0.000	0.000	Merged-chr11-115475686-55
NR6532--MA0641.1.ELF4	chr2	181377418	181377429	-	0.000	0.000	Merged-chr2-181377481-47
NR10629--MA0473.2.ELF1	chr9	80081166	80081177	+	0.000	0.000	Merged-chr9-80081246-66
NR2616--MA0641.1.ELF4	chr12	117418165	117418176	+	0.000	0.000	Merged-chr12-117418203-35
NR8128--MA0136.2.ELF5	chr5	107524456	107524466	+	0.000	0.000	Merged-chr5-107524666-44
NR4062--MA0640.1.ELF3	chr15	99972852	99972864	-	0.000	0.000	Merged-chr15-99972849-67
NR4389--MA0640.1.ELF3	chr16	55735845	55735857	-	0.000	0.000	Merged-chr16-55735684-24
NR2058--MA0473.2.ELF1	chr11	115646638	115646649	+	0.000	0.000	Merged-chr11-115646752-30
NR5548--MA0136.2.ELF5	chr19	40684404	40684414	+	0.000	0.000	Merged-chr19-40684349-18
NR4049--MA0640.1.ELF3	chr15	99008962	99008974	+	0.000	0.000	Merged-chr15-99008995-43
NR4475--MA0473.2.ELF1	chr16	90475941	90475952	-	0.000	0.000	Merged-chr16-90475942-51
NR10450--MA0473.2.ELF1	chr9	45247881	45247892	+	0.000	0.000	Merged-chr9-45247703-45
NR8831--MA0136.2.ELF5	chr6	115971426	115971436	+	0.000	0.000	Merged-chr6-115971349-10
NR4494--MA0136.2.ELF5	chr16	93918411	93918421	-	0.000	0.000	Merged-chr16-93918388-61
NR2424--MA0641.1.ELF4	chr12	84206914	84206925	-	0.000	0.000	Merged-chr12-84206763-48
NR2330--MA0641.1.ELF4	chr12	69579725	69579736	-	0.000	0.000	Merged-chr12-69579802-27
NR8827--MA0136.2.ELF5	chr6	115971342	115971352	-	0.000	0.000	Merged-chr6-115971349-10
NR8189--MA0641.1.ELF4	chr5	115516596	115516607	-	0.000	0.000	Merged-chr5-115516638-85
NR2431--MA0136.2.ELF5	chr12	84285372	84285382	+	0.000	0.000	Merged-chr12-84285297-56
NR6897--MA0473.2.ELF1	chr3	107796673	107796684	+	0.000	0.000	Merged-chr3-107796765-38
NR5--MA0136.2.ELF5	chr1	9944210	9944220	-	0.000	0.000	Merged-chr1-9944103-43
NR4919--MA0473.2.ELF1	chr17	80067466	80067477	+	0.000	0.000	Merged-chr17-80067484-12
NR5059--MA0640.1.ELF3	chr18	23828771	23828783	+	0.000	0.000	Merged-chr18-23828715-22
NR5486--MA0136.2.ELF5	chr19	24971494	24971504	+	0.000	0.000	Merged-chr19-24971475-35
NR8986--MA0641.1.ELF4	chr6	137795293	137795304	+	0.000	0.000	Merged-chr6-137795480-24
NR2111--MA0641.1.ELF4	chr11	120784270	120784281	+	0.000	0.000	Merged-chr11-120784342-58
NR3077--MA0473.2.ELF1	chr13	98832685	98832696	-	0.000	0.000	Merged-chr13-98832743-37
NR9165--MA0136.2.ELF5	chr7	19871181	19871191	-	0.000	0.000	Merged-chr7-19871294-33
NR2793--MA0473.2.ELF1	chr13	38503675	38503686	+	0.000	0.000	Merged-chr13-38503650-43
NR4835--MA0136.2.ELF5	chr17	51762712	51762722	-	0.000	0.000	Merged-chr17-51762690-29
NR586--MA0641.1.ELF4	chr1	156921741	156921752	+	0.000	0.000	Merged-chr1-156921832-27
NR11112--MA0136.2.ELF5	chrX	136986181	136986191	+	0.000	0.000	Merged-chrX-136986316-28
NR4074--MA0136.2.ELF5	chr15	100665187	100665197	-	0.000	0.000	Merged-chr15-100665160-50
NR4976--MA0641.1.ELF4	chr17	88123916	88123927	-	0.000	0.000	Merged-chr17-88123873-45
NR2018--MA0640.1.ELF3	chr11	109495040	109495052	-	0.000	0.000	Merged-chr11-109495099-18
NR4973--MA0473.2.ELF1	chr17	88123916	88123927	-	0.000	0.000	Merged-chr17-88123873-45
NR10814--MA0473.2.ELF1	chr9	111046422	111046433	-	0.000	0.000	Merged-chr9-111046426-26
NR8312--MA0473.2.ELF1	chr5	139775709	139775720	+	0.000	0.000	Merged-chr5-139775648-51
NR8313--MA0136.2.ELF5	chr5	139775710	139775720	+	0.000	0.000	Merged-chr5-139775648-51
NR6263--MA0136.2.ELF5	chr2	143983675	143983685	-	0.000	0.000	Merged-chr2-143983610-40
NR10259--MA0473.2.ELF1	chr8	124242384	124242395	-	0.000	0.000	Merged-chr8-124242348-54
NR8783--MA0136.2.ELF5	chr6	112862139	112862149	+	0.000	0.000	Merged-chr6-112862022-40
NR10156--MA0473.2.ELF1	chr8	111030249	111030260	+	0.000	0.000	Merged-chr8-111030084-39
NR597--MA0473.2.ELF1	chr1	160054531	160054542	-	0.000	0.000	Merged-chr1-160054348-51
NR838--MA0640.1.ELF3	chr1	193181164	193181176	+	0.000	0.000	Merged-chr1-193181317-39
NR600--MA0641.1.ELF4	chr1	160054531	160054542	-	0.000	0.000	Merged-chr1-160054348-51
NR2614--MA0640.1.ELF3	chr12	117418165	117418177	+	0.000	0.000	Merged-chr12-117418203-35
NR4476--MA0640.1.ELF3	chr16	90475940	90475952	-	0.000	0.000	Merged-chr16-90475942-51
NR9305--MA0136.2.ELF5	chr7	47140137	47140147	-	0.000	0.000	Merged-chr7-47140079-20
NR8233--MA0136.2.ELF5	chr5	124075225	124075235	+	0.000	0.000	Merged-chr5-124075287-59
NR10632--MA0136.2.ELF5	chr9	80081217	80081227	-	0.000	0.000	Merged-chr9-80081246-66
NR3279--MA0640.1.ELF3	chr14	15769816	15769828	-	0.000	0.000	Merged-chr14-15770075-60
NR10509--MA0641.1.ELF4	chr9	60991748	60991759	-	0.000	0.000	Merged-chr9-60991715-48
NR6631--MA0136.2.ELF5	chr3	54567535	54567545	-	0.000	0.000	Merged-chr3-54567528-25
NR2090--MA0641.1.ELF4	chr11	119491364	119491375	+	0.000	0.000	Merged-chr11-119491430-54
NR2422--MA0640.1.ELF3	chr12	84206913	84206925	-	0.000	0.000	Merged-chr12-84206763-48
NR9332--MA0136.2.ELF5	chr7	58824891	58824901	-	0.000	0.000	Merged-chr7-58824899-42
NR5682--MA0641.1.ELF4	chr2	11801754	11801765	+	0.000	0.000	Merged-chr2-11801641-32
NR5639--MA0473.2.ELF1	chr19	61265616	61265627	+	0.000	0.000	Merged-chr19-61265627-44
NR5210--MA0136.2.ELF5	chr18	62186485	62186495	+	0.000	0.000	Merged-chr18-62186304-32
NR9471--MA0136.2.ELF5	chr7	90312368	90312378	+	0.000	0.000	Merged-chr7-90312520-23
NR8922--MA0473.2.ELF1	chr6	130312007	130312018	+	0.000	0.000	Merged-chr6-130312055-26
NR8984--MA0640.1.ELF3	chr6	137795293	137795305	+	0.000	0.000	Merged-chr6-137795480-24
NR6859--MA0473.2.ELF1	chr3	102755966	102755977	-	0.000	0.000	Merged-chr3-102756086-59
NR2794--MA0640.1.ELF3	chr13	38503675	38503687	+	0.000	0.000	Merged-chr13-38503650-43
NR584--MA0640.1.ELF3	chr1	156921741	156921753	+	0.000	0.000	Merged-chr1-156921832-27
NR765--MA0136.2.ELF5	chr1	183266363	183266373	-	0.000	0.000	Merged-chr1-183266289-26
NR4974--MA0640.1.ELF3	chr17	88123915	88123927	-	0.000	0.000	Merged-chr17-88123873-45
NR8721--MA0473.2.ELF1	chr6	95621889	95621900	+	0.000	0.000	Merged-chr6-95621938-31
NR9391--MA0136.2.ELF5	chr7	75879579	75879589	-	0.000	0.000	Merged-chr7-75879719-34
NR1563--MA0136.2.ELF5	chr11	32553841	32553851	-	0.000	0.000	Merged-chr11-32553958-74
NR6659--MA0136.2.ELF5	chr3	60320426	60320436	-	0.000	0.000	Merged-chr3-60320504-44
NR2518--MA0473.2.ELF1	chr12	100871414	100871425	+	0.000	0.000	Merged-chr12-100871436-2
NR2519--MA0136.2.ELF5	chr12	100871415	100871425	+	0.000	0.000	Merged-chr12-100871436-2
NR3854--MA0473.2.ELF1	chr15	59795806	59795817	+	0.000	0.000	Merged-chr15-59795826-47
NR598--MA0640.1.ELF3	chr1	160054530	160054542	-	0.000	0.000	Merged-chr1-160054348-51
NR9942--MA0136.2.ELF5	chr8	69934029	69934039	+	0.000	0.000	Merged-chr8-69933973-19
NR3873--MA0136.2.ELF5	chr15	66445447	66445457	+	0.000	0.000	Merged-chr15-66445527-47
