#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Fli1/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_dn.bed
NR11029--MA0149.1.EWSR1-FLI1	chr8	22814412	22814429	-	0.000	0.000	Merged-chr8-22814386-45
NR11852--MA0149.1.EWSR1-FLI1	chr9	80252354	80252371	+	0.000	0.000	Merged-chr9-80252331-18
NR6873--MA0149.1.EWSR1-FLI1	chr2	146198260	146198277	-	0.000	0.000	Merged-chr2-146198137-48
NR2069--MA0149.1.EWSR1-FLI1	chr11	97133504	97133521	-	0.000	0.000	Merged-chr11-97133494-13
NR11264--MA0149.1.EWSR1-FLI1	chr8	88294062	88294079	+	0.000	0.000	Merged-chr8-88293881-56
NR3186--MA0149.1.EWSR1-FLI1	chr13	93990489	93990506	+	0.000	0.000	Merged-chr13-93990352-84
NR3819--MA0149.1.EWSR1-FLI1	chr14	78692224	78692241	+	0.000	0.000	Merged-chr14-78692214-30
NR4531--MA0475.2.FLI1	chr16	11448767	11448776	+	0.000	0.000	Merged-chr16-11448842-30
NR9567--MA0149.1.EWSR1-FLI1	chr6	52965489	52965506	-	0.000	0.000	Merged-chr6-52965594-53
NR137--MA0475.2.FLI1	chr1	51585134	51585143	-	0.000	0.000	Merged-chr1-51585090-58
NR4286--MA0149.1.EWSR1-FLI1	chr15	80896952	80896969	-	0.000	0.000	Merged-chr15-80896921-31
NR3343--MA0475.2.FLI1	chr13	112398264	112398273	+	0.000	0.000	Merged-chr13-112398369-43
NR5114--MA0149.1.EWSR1-FLI1	chr17	44463905	44463922	-	0.000	0.000	Merged-chr17-44463845-28
NR8601--MA0149.1.EWSR1-FLI1	chr4	150894743	150894760	-	0.000	0.000	Merged-chr4-150894695-19
NR964--MA0149.1.EWSR1-FLI1	chr1	191999289	191999306	-	0.000	0.000	Merged-chr1-191999183-26
NR2245--MA0149.1.EWSR1-FLI1	chr11	113802664	113802681	+	0.000	0.000	Merged-chr11-113802652-27
NR4620--MA0149.1.EWSR1-FLI1	chr16	32650959	32650976	+	0.000	0.000	Merged-chr16-32651222-48
NR5836--MA0149.1.EWSR1-FLI1	chr19	10698426	10698443	+	0.000	0.000	Merged-chr19-10698600-31
NR10348--MA0149.1.EWSR1-FLI1	chr7	43437105	43437122	+	0.000	0.000	Merged-chr7-43436818-56
NR7278--MA0475.2.FLI1	chr3	59120171	59120180	-	0.000	0.000	Merged-chr3-59120352-78
NR7373--MA0149.1.EWSR1-FLI1	chr3	87847003	87847020	+	0.000	0.000	Merged-chr3-87846918-77
NR5443--MA0475.2.FLI1	chr18	31911298	31911307	+	0.000	0.000	Merged-chr18-31911303-2
NR4586--MA0475.2.FLI1	chr16	23328323	23328332	-	0.000	0.000	Merged-chr16-23328334-50
NR9355--MA0149.1.EWSR1-FLI1	chr5	146655604	146655621	+	0.000	0.000	Merged-chr5-146655552-37
NR11161--MA0149.1.EWSR1-FLI1	chr8	57416886	57416903	+	0.000	0.000	Merged-chr8-57416909-32
NR10719--MA0149.1.EWSR1-FLI1	chr7	117433309	117433326	-	0.000	0.000	Merged-chr7-117433338-2
NR8861--MA0149.1.EWSR1-FLI1	chr5	73241677	73241694	+	0.000	0.000	Merged-chr5-73241580-37
NR3707--MA0475.2.FLI1	chr14	65113807	65113816	-	0.000	0.000	Merged-chr14-65113927-33
NR8473--MA0149.1.EWSR1-FLI1	chr4	135873709	135873726	-	0.000	0.000	Merged-chr4-135873792-54
NR11799--MA0149.1.EWSR1-FLI1	chr9	69034532	69034549	-	0.000	0.000	Merged-chr9-69034461-64
NR7277--MA0149.1.EWSR1-FLI1	chr3	59081143	59081160	-	0.000	0.000	Merged-chr3-59081244-57
NR11495--MA0149.1.EWSR1-FLI1	chr8	126758133	126758150	-	0.000	0.000	Merged-chr8-126758131-44
NR649--MA0475.2.FLI1	chr1	156921743	156921752	+	0.000	0.000	Merged-chr1-156921832-27
NR2693--MA0149.1.EWSR1-FLI1	chr12	101016071	101016088	-	0.000	0.000	Merged-chr12-101016101-42
NR2080--MA0149.1.EWSR1-FLI1	chr11	97955242	97955259	-	0.000	0.000	Merged-chr11-97955344-41
NR9138--MA0149.1.EWSR1-FLI1	chr5	122143774	122143791	+	0.000	0.000	Merged-chr5-122143797-29
NR2331--MA0475.2.FLI1	chr11	121229291	121229300	-	0.000	0.000	Merged-chr11-121229163-59
NR122--MA0149.1.EWSR1-FLI1	chr1	43539865	43539882	-	0.000	0.000	Merged-chr1-43540017-49
NR6010--MA0475.2.FLI1	chr19	57970720	57970729	-	0.000	0.000	Merged-chr19-57970893-58
NR4193--MA0475.2.FLI1	chr15	66718581	66718590	+	0.000	0.000	Merged-chr15-66718609-34
NR4292--MA0149.1.EWSR1-FLI1	chr15	81514334	81514351	+	0.000	0.000	Merged-chr15-81514359-43
NR7920--MA0149.1.EWSR1-FLI1	chr4	11769291	11769308	-	0.000	0.000	Merged-chr4-11769375-29
NR718--MA0149.1.EWSR1-FLI1	chr1	165691707	165691724	-	0.000	0.000	Merged-chr1-165691684-32
NR9064--MA0149.1.EWSR1-FLI1	chr5	112384983	112385000	-	0.000	0.000	Merged-chr5-112385056-37
NR4847--MA0475.2.FLI1	chr16	93586579	93586588	+	0.000	0.000	Merged-chr16-93586455-1
NR6336--MA0149.1.EWSR1-FLI1	chr2	52319518	52319535	+	0.000	0.000	Merged-chr2-52319482-58
NR3793--MA0475.2.FLI1	chr14	75034383	75034392	+	0.000	0.000	Merged-chr14-75034378-51
NR1547--MA0149.1.EWSR1-FLI1	chr10	118469247	118469264	+	0.000	0.000	Merged-chr10-118469177-44
NR5615--MA0475.2.FLI1	chr18	65695559	65695568	+	0.000	0.000	Merged-chr18-65695559-29
NR1918--MA0149.1.EWSR1-FLI1	chr11	68546081	68546098	-	0.000	0.000	Merged-chr11-68546136-23
NR8352--MA0475.2.FLI1	chr4	119812930	119812939	-	0.000	0.000	Merged-chr4-119812995-31
NR8736--MA0149.1.EWSR1-FLI1	chr5	31602571	31602588	+	0.000	0.000	Merged-chr5-31602596-35
NR6366--MA0149.1.EWSR1-FLI1	chr2	58906982	58906999	+	0.000	0.000	Merged-chr2-58907164-60
NR10542--MA0149.1.EWSR1-FLI1	chr7	82957441	82957458	-	0.000	0.000	Merged-chr7-82957578-74
NR570--MA0149.1.EWSR1-FLI1	chr1	138565014	138565031	-	0.000	0.000	Merged-chr1-138564947-10
NR7267--MA0475.2.FLI1	chr3	54567503	54567512	-	0.000	0.000	Merged-chr3-54567528-25
NR9308--MA0475.2.FLI1	chr5	139775711	139775720	+	0.000	0.000	Merged-chr5-139775648-51
NR6719--MA0475.2.FLI1	chr2	120970736	120970745	-	0.000	0.000	Merged-chr2-120970665-62
NR2877--MA0149.1.EWSR1-FLI1	chr13	23739559	23739576	+	0.000	0.000	Merged-chr13-23739426-131
NR8887--MA0149.1.EWSR1-FLI1	chr5	77134624	77134641	-	0.000	0.000	Merged-chr5-77134607-48
NR123--MA0149.1.EWSR1-FLI1	chr1	43539866	43539883	-	0.000	0.000	Merged-chr1-43540017-49
NR7199--MA0149.1.EWSR1-FLI1	chr3	27322772	27322789	+	0.000	0.000	Merged-chr3-27322840-36
NR8290--MA0475.2.FLI1	chr4	106970985	106970994	-	0.000	0.000	Merged-chr4-106970923-40
NR7921--MA0149.1.EWSR1-FLI1	chr4	11769295	11769312	-	0.000	0.000	Merged-chr4-11769375-29
NR5917--MA0149.1.EWSR1-FLI1	chr19	36243159	36243176	-	0.000	0.000	Merged-chr19-36243171-1
NR10817--MA0149.1.EWSR1-FLI1	chr7	128554661	128554678	-	0.000	0.000	Merged-chr7-128554722-15
NR6337--MA0149.1.EWSR1-FLI1	chr2	52319522	52319539	+	0.000	0.000	Merged-chr2-52319482-58
NR9950--MA0149.1.EWSR1-FLI1	chr6	127303041	127303058	+	0.000	0.000	Merged-chr6-127302896-25
NR1182--MA0149.1.EWSR1-FLI1	chr10	61534976	61534993	-	0.000	0.000	Merged-chr10-61534801-22
NR7783--MA0475.2.FLI1	chr3	144381746	144381755	-	0.000	0.000	Merged-chr3-144381817-2
NR11350--MA0475.2.FLI1	chr8	106643248	106643257	-	0.000	0.000	Merged-chr8-106643215-49
NR9936--MA0475.2.FLI1	chr6	125524296	125524305	-	0.000	0.000	Merged-chr6-125524314-17
NR12112--MA0149.1.EWSR1-FLI1	chr9	117892762	117892779	-	0.000	0.000	Merged-chr9-117892877-51
NR26--MA0149.1.EWSR1-FLI1	chr1	13294976	13294993	+	0.000	0.000	Merged-chr1-13295038-43
NR31--MA0149.1.EWSR1-FLI1	chr1	13560058	13560075	-	0.000	0.000	Merged-chr1-13560165-1
NR10417--MA0149.1.EWSR1-FLI1	chr7	63925644	63925661	-	0.000	0.000	Merged-chr7-63925651-49
NR2156--MA0149.1.EWSR1-FLI1	chr11	104631365	104631382	-	0.000	0.000	Merged-chr11-104631492-24
NR1907--MA0475.2.FLI1	chr11	67532356	67532365	+	0.000	0.000	Merged-chr11-67532343-16
NR7242--MA0475.2.FLI1	chr3	41604830	41604839	-	0.000	0.000	Merged-chr3-41604848-38
NR3340--MA0149.1.EWSR1-FLI1	chr13	112342103	112342120	-	0.000	0.000	Merged-chr13-112342046-22
NR7372--MA0475.2.FLI1	chr3	87846986	87846995	-	0.000	0.000	Merged-chr3-87846918-77
NR12356--MA0475.2.FLI1	chrX	100504401	100504410	-	0.000	0.000	Merged-chrX-100504535-34
NR2065--MA0149.1.EWSR1-FLI1	chr11	97123486	97123503	+	0.000	0.000	Merged-chr11-97123645-15
NR8300--MA0149.1.EWSR1-FLI1	chr4	108350042	108350059	+	0.000	0.000	Merged-chr4-108350117-42
NR12128--MA0475.2.FLI1	chr9	118716122	118716131	-	0.000	0.000	Merged-chr9-118716150-51
NR10078--MA0475.2.FLI1	chr6	142561360	142561369	+	0.000	0.000	Merged-chr6-142561422-52
NR10739--MA0149.1.EWSR1-FLI1	chr7	122316992	122317009	-	0.000	0.000	Merged-chr7-122317075-24
NR1549--MA0149.1.EWSR1-FLI1	chr10	118884339	118884356	+	0.000	0.000	Merged-chr10-118884259-20
NR5090--MA0149.1.EWSR1-FLI1	chr17	35870325	35870342	+	0.000	0.000	Merged-chr17-35870412-57
NR12113--MA0149.1.EWSR1-FLI1	chr9	117892766	117892783	-	0.000	0.000	Merged-chr9-117892877-51
NR2053--MA0149.1.EWSR1-FLI1	chr11	95712717	95712734	+	0.000	0.000	Merged-chr11-95712629-4
NR9751--MA0149.1.EWSR1-FLI1	chr6	95621849	95621866	+	0.000	0.000	Merged-chr6-95621938-31
NR8942--MA0475.2.FLI1	chr5	93109687	93109696	-	0.000	0.000	Merged-chr5-93109666-38
NR960--MA0149.1.EWSR1-FLI1	chr1	191956479	191956496	+	0.000	0.000	Merged-chr1-191956552-42
NR1895--MA0475.2.FLI1	chr11	62576653	62576662	-	0.000	0.000	Merged-chr11-62576695-29
NR4390--MA0475.2.FLI1	chr15	99725651	99725660	+	0.000	0.000	Merged-chr15-99725695-59
NR2157--MA0149.1.EWSR1-FLI1	chr11	104667671	104667688	-	0.000	0.000	Merged-chr11-104667644-45
NR6368--MA0149.1.EWSR1-FLI1	chr2	58906990	58907007	+	0.000	0.000	Merged-chr2-58907164-60
NR5031--MA0149.1.EWSR1-FLI1	chr17	29500802	29500819	+	0.000	0.000	Merged-chr17-29500871-30
NR5953--MA0149.1.EWSR1-FLI1	chr19	45577514	45577531	+	0.000	0.000	Merged-chr19-45577468-39
NR4391--MA0149.1.EWSR1-FLI1	chr15	99803287	99803304	+	0.000	0.000	Merged-chr15-99803335-29
NR2303--MA0149.1.EWSR1-FLI1	chr11	118146201	118146218	+	0.000	0.000	Merged-chr11-118146096-72
NR5523--MA0149.1.EWSR1-FLI1	chr18	50016988	50017005	-	0.000	0.000	Merged-chr18-50017066-69
NR11891--MA0149.1.EWSR1-FLI1	chr9	86624974	86624991	+	0.000	0.000	Merged-chr9-86625059-9
NR3341--MA0149.1.EWSR1-FLI1	chr13	112342107	112342124	-	0.000	0.000	Merged-chr13-112342046-22
NR2266--MA0149.1.EWSR1-FLI1	chr11	115603765	115603782	+	0.000	0.000	Merged-chr11-115603871-66
NR125--MA0149.1.EWSR1-FLI1	chr1	43539870	43539887	-	0.000	0.000	Merged-chr1-43540017-49
NR2763--MA0149.1.EWSR1-FLI1	chr12	112588749	112588766	-	0.000	0.000	Merged-chr12-112588954-88
NR2024--MA0149.1.EWSR1-FLI1	chr11	88204378	88204395	-	0.000	0.000	Merged-chr11-88204255-77
NR9497--MA0149.1.EWSR1-FLI1	chr6	43382526	43382543	-	0.000	0.000	Merged-chr6-43382669-61
NR2695--MA0475.2.FLI1	chr12	102332539	102332548	-	0.000	0.000	Merged-chr12-102332454-11
NR9989--MA0149.1.EWSR1-FLI1	chr6	130538522	130538539	+	0.000	0.000	Merged-chr6-130538609-12
NR9084--MA0475.2.FLI1	chr5	115516596	115516605	-	0.000	0.000	Merged-chr5-115516638-85
NR1058--MA0149.1.EWSR1-FLI1	chr10	18964974	18964991	+	0.000	0.000	Merged-chr10-18964975-40
NR4199--MA0475.2.FLI1	chr15	67045604	67045613	+	0.000	0.000	Merged-chr15-67045540-25
NR852--MA0149.1.EWSR1-FLI1	chr1	181211762	181211779	+	0.000	0.000	Merged-chr1-181211865-134
NR11061--MA0149.1.EWSR1-FLI1	chr8	33636619	33636636	+	0.000	0.000	Merged-chr8-33636764-22
NR1451--MA0149.1.EWSR1-FLI1	chr10	98776475	98776492	-	0.000	0.000	Merged-chr10-98776574-38
