#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_dn.bed
NR29760--MA0599.1.KLF5	chr18	54822921	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR30934--MA0742.1.Klf12	chr18	83993536	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR7426--MA0599.1.KLF5	chr10	96201384	96201393	-	0.000	0.000	Merged-chr10-96201472-66
NR63732--MA0741.1.KLF16	chr9	32672277	32672287	-	0.000	0.000	Merged-chr9-32672440-49
NR1912--MA0599.1.KLF5	chr1	119637161	119637170	+	0.000	0.000	Merged-chr1-119636990-21
NR25690--MA0741.1.KLF16	chr17	5138645	5138655	-	0.000	0.000	Merged-chr17-5138884-51
NR17434--MA0741.1.KLF16	chr13	94144779	94144789	-	0.000	0.000	Merged-chr13-94144726-31
NR62257--MA0599.1.KLF5	chr8	108887219	108887228	-	0.000	0.000	Merged-chr8-108887120-78
NR29298--MA1107.1.KLF9	chr18	32311869	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR5483--MA0493.1.Klf1	chr10	43706480	43706490	-	0.000	0.000	Merged-chr10-43706280-54
NR12422--MA1107.1.KLF9	chr11	113537023	113537035	-	0.000	0.000	Merged-chr11-113536889-33
NR17727--MA0742.1.Klf12	chr13	101569566	101569580	+	0.000	0.000	Merged-chr13-101569413-14
NR7322--MA0741.1.KLF16	chr10	94087505	94087515	+	0.000	0.000	Merged-chr10-94087553-20
NR23681--MA1107.1.KLF9	chr16	11526649	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR56334--MA0039.3.KLF4	chr7	35774279	35774289	+	0.000	0.000	Merged-chr7-35774249-18
NR13839--MA1107.1.KLF9	chr12	69853616	69853628	+	0.000	0.000	Merged-chr12-69853558-20
NR8208--MA0741.1.KLF16	chr10	121300786	121300796	+	0.000	0.000	Merged-chr10-121300859-24
NR40017--MA0599.1.KLF5	chr3	98406763	98406772	+	0.000	0.000	Merged-chr3-98406778-20
NR19986--MA0742.1.Klf12	chr14	73377968	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR68367--MA0599.1.KLF5	chrY	90799070	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR37852--MA1107.1.KLF9	chr2	168741429	168741441	+	0.000	0.000	Merged-chr2-168741453-11
NR39338--MA1107.1.KLF9	chr3	79451642	79451654	-	0.000	0.000	Merged-chr3-79451498-29
NR41385--MA0599.1.KLF5	chr3	138864389	138864398	+	0.000	0.000	Merged-chr3-138864342-22
NR15258--MA0039.3.KLF4	chr12	112629099	112629109	-	0.000	0.000	Merged-chr12-112629266-49
NR62867--MA0599.1.KLF5	chr8	122769458	122769467	-	0.000	0.000	Merged-chr8-122769435-21
NR53692--MA0039.3.KLF4	chr6	116682494	116682504	-	0.000	0.000	Merged-chr6-116682504-22
NR33330--MA0741.1.KLF16	chr2	25095349	25095359	+	0.000	0.000	Merged-chr2-25095278-14
NR40683--MA0741.1.KLF16	chr3	121967722	121967732	+	0.000	0.000	Merged-chr3-121967857-57
NR5632--MA0493.1.Klf1	chr10	58480174	58480184	-	0.000	0.000	Merged-chr10-58480234-23
NR48660--MA0493.1.Klf1	chr5	97090261	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR962--MA0741.1.KLF16	chr1	69499061	69499071	-	0.000	0.000	Merged-chr1-69499196-51
NR23970--MA0599.1.KLF5	chr16	21204536	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR39388--MA1107.1.KLF9	chr3	84039276	84039288	+	0.000	0.000	Merged-chr3-84039248-13
NR53697--MA0039.3.KLF4	chr6	116682511	116682521	-	0.000	0.000	Merged-chr6-116682504-22
NR32351--MA0599.1.KLF5	chr19	46148487	46148496	+	0.000	0.000	Merged-chr19-46148494-21
NR40728--MA0741.1.KLF16	chr3	122474234	122474244	+	0.000	0.000	Merged-chr3-122474297-38
NR34609--MA0741.1.KLF16	chr2	70425768	70425778	+	0.000	0.000	Merged-chr2-70425902-24
NR21203--MA1107.1.KLF9	chr15	25216699	25216711	+	0.000	0.000	Merged-chr15-25216736-38
NR5953--MA0741.1.KLF16	chr10	68137468	68137478	+	0.000	0.000	Merged-chr10-68137569-23
NR17455--MA0740.1.KLF14	chr13	95524215	95524228	+	0.000	0.000	Merged-chr13-95524264-2
NR54927--MA0741.1.KLF16	chr6	145469421	145469431	-	0.000	0.000	Merged-chr6-145469437-17
NR30936--MA1107.1.KLF9	chr18	83993538	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR7709--MA1107.1.KLF9	chr10	110952120	110952132	+	0.000	0.000	Merged-chr10-110952029-21
NR29767--MA0741.1.KLF16	chr18	54992554	54992564	-	0.000	0.000	Merged-chr18-54992765-44
NR57082--MA0493.1.Klf1	chr7	75397629	75397639	+	0.000	0.000	Merged-chr7-75397713-20
NR19985--MA0740.1.KLF14	chr14	73377969	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR54126--MA0493.1.Klf1	chr6	128334913	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR29742--MA0742.1.Klf12	chr18	53801706	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR5954--MA0742.1.Klf12	chr10	68137563	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR5480--MA0740.1.KLF14	chr10	43706477	43706490	-	0.000	0.000	Merged-chr10-43706280-54
NR7320--MA0741.1.KLF16	chr10	94087495	94087505	+	0.000	0.000	Merged-chr10-94087553-20
NR52528--MA1107.1.KLF9	chr6	70103426	70103438	+	0.000	0.000	Merged-chr6-70103466-27
NR62870--MA0741.1.KLF16	chr8	122769455	122769465	-	0.000	0.000	Merged-chr8-122769435-21
NR2929--MA0740.1.KLF14	chr1	156522399	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR17432--MA0599.1.KLF5	chr13	94144784	94144793	-	0.000	0.000	Merged-chr13-94144726-31
NR5952--MA0599.1.KLF5	chr10	68137468	68137477	+	0.000	0.000	Merged-chr10-68137569-23
NR42526--MA0599.1.KLF5	chr4	32560430	32560439	+	0.000	0.000	Merged-chr4-32560610-21
NR46867--MA0493.1.Klf1	chr5	20792238	20792248	-	0.000	0.000	Merged-chr5-20792282-29
NR29297--MA0493.1.Klf1	chr18	32311871	32311881	-	0.000	0.000	Merged-chr18-32311918-36
NR15257--MA0599.1.KLF5	chr12	112629101	112629110	-	0.000	0.000	Merged-chr12-112629266-49
NR50806--MA0493.1.Klf1	chr5	140944722	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR53691--MA0599.1.KLF5	chr6	116682496	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR8881--MA0741.1.KLF16	chr11	4390658	4390668	-	0.000	0.000	Merged-chr11-4390804-16
NR23680--MA0493.1.Klf1	chr16	11526651	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR13838--MA0493.1.Klf1	chr12	69853616	69853626	+	0.000	0.000	Merged-chr12-69853558-20
NR16150--MA0599.1.KLF5	chr13	41773944	41773953	-	0.000	0.000	Merged-chr13-41774048-23
NR15256--MA0742.1.Klf12	chr12	112629097	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR63143--MA1107.1.KLF9	chr8	126699188	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR54301--MA1107.1.KLF9	chr6	134183957	134183969	+	0.000	0.000	Merged-chr6-134184108-53
NR5925--MA0742.1.Klf12	chr10	67698005	67698019	+	0.000	0.000	Merged-chr10-67697981-39
NR53696--MA0599.1.KLF5	chr6	116682513	116682522	-	0.000	0.000	Merged-chr6-116682504-22
NR13439--MA0740.1.KLF14	chr12	33220653	33220666	+	0.000	0.000	Merged-chr12-33220672-27
NR13896--MA0740.1.KLF14	chr12	71577479	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR37851--MA0493.1.Klf1	chr2	168741429	168741439	+	0.000	0.000	Merged-chr2-168741453-11
NR41109--MA1107.1.KLF9	chr3	132791414	132791426	+	0.000	0.000	Merged-chr3-132791387-40
NR52256--MA1107.1.KLF9	chr6	53455548	53455560	+	0.000	0.000	Merged-chr6-53455637-20
NR13421--MA0039.3.KLF4	chr12	32999956	32999966	-	0.000	0.000	Merged-chr12-32999849-21
NR32751--MA0493.1.Klf1	chr19	57882082	57882092	+	0.000	0.000	Merged-chr19-57882261-17
NR17030--MA0599.1.KLF5	chr13	73685715	73685724	+	0.000	0.000	Merged-chr13-73685774-26
NR46170--MA0599.1.KLF5	chr4	149282622	149282631	+	0.000	0.000	Merged-chr4-149282639-35
NR5634--MA1107.1.KLF9	chr10	58480172	58480184	-	0.000	0.000	Merged-chr10-58480234-23
NR62873--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
NR15633--MA1107.1.KLF9	chr13	9107262	9107274	+	0.000	0.000	Merged-chr13-9107382-45
NR7711--MA1107.1.KLF9	chr10	110952124	110952136	+	0.000	0.000	Merged-chr10-110952029-21
NR39387--MA0741.1.KLF16	chr3	84039277	84039287	+	0.000	0.000	Merged-chr3-84039248-13
NR63735--MA1107.1.KLF9	chr9	32672293	32672305	-	0.000	0.000	Merged-chr9-32672440-49
NR17466--MA0740.1.KLF14	chr13	95765150	95765163	-	0.000	0.000	Merged-chr13-95765232-46
NR2934--MA0493.1.Klf1	chr1	156522402	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR961--MA0493.1.Klf1	chr1	69499066	69499076	-	0.000	0.000	Merged-chr1-69499196-51
NR66204--MA0493.1.Klf1	chr9	112175471	112175481	-	0.000	0.000	Merged-chr9-112175419-1
NR41668--MA0741.1.KLF16	chr3	146121628	146121638	+	0.000	0.000	Merged-chr3-146121713-45
NR21202--MA0493.1.Klf1	chr15	25216703	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR17281--MA0493.1.Klf1	chr13	89521652	89521662	+	0.000	0.000	Merged-chr13-89521757-30
NR47545--MA0741.1.KLF16	chr5	43355360	43355370	-	0.000	0.000	Merged-chr5-43355421-55
NR54128--MA1107.1.KLF9	chr6	128334911	128334923	-	0.000	0.000	Merged-chr6-128334675-39
NR30935--MA0493.1.Klf1	chr18	83993540	83993550	-	0.000	0.000	Merged-chr18-83993380-25
NR38437--MA0599.1.KLF5	chr3	9500017	9500026	-	0.000	0.000	Merged-chr3-9499976-58
NR5924--MA0740.1.KLF14	chr10	67698005	67698018	+	0.000	0.000	Merged-chr10-67697981-39
NR59395--MA0599.1.KLF5	chr7	136164719	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR40684--MA0599.1.KLF5	chr3	121967795	121967804	-	0.000	0.000	Merged-chr3-121967857-57
NR2746--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR17467--MA0657.1.KLF13	chr13	95765147	95765164	-	0.000	0.000	Merged-chr13-95765232-46
NR48658--MA0742.1.Klf12	chr5	97090257	97090271	-	0.000	0.000	Merged-chr5-97090318-20
NR7623--MA0493.1.Klf1	chr10	107946756	107946766	+	0.000	0.000	Merged-chr10-107946593-22
NR37849--MA0742.1.Klf12	chr2	168741429	168741443	+	0.000	0.000	Merged-chr2-168741453-11
NR24557--MA0741.1.KLF16	chr16	49959187	49959197	+	0.000	0.000	Merged-chr16-49959222-29
NR29743--MA0599.1.KLF5	chr18	53801710	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR8744--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR1913--MA0599.1.KLF5	chr1	119637145	119637154	-	0.000	0.000	Merged-chr1-119636990-21
NR12423--MA1107.1.KLF9	chr11	113537025	113537037	-	0.000	0.000	Merged-chr11-113536889-33
NR2938--MA0741.1.KLF16	chr1	156522461	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR50808--MA1107.1.KLF9	chr5	140944720	140944732	-	0.000	0.000	Merged-chr5-140944857-24
NR57010--MA0599.1.KLF5	chr7	67353864	67353873	+	0.000	0.000	Merged-chr7-67353683-35
NR39337--MA0741.1.KLF16	chr3	79451643	79451653	-	0.000	0.000	Merged-chr3-79451498-29
NR18287--MA0493.1.Klf1	chr13	113466900	113466910	+	0.000	0.000	Merged-chr13-113466791-29
NR64316--MA1107.1.KLF9	chr9	58112343	58112355	-	0.000	0.000	Merged-chr9-58112486-25
NR35467--MA0741.1.KLF16	chr2	103668280	103668290	-	0.000	0.000	Merged-chr2-103668249-32
NR51235--MA0039.3.KLF4	chr5	149427522	149427532	-	0.000	0.000	Merged-chr5-149427432-30
NR5955--MA0599.1.KLF5	chr10	68137567	68137576	-	0.000	0.000	Merged-chr10-68137569-23
NR59175--MA0039.3.KLF4	chr7	130893296	130893306	+	0.000	0.000	Merged-chr7-130893114-41
NR41667--MA0493.1.Klf1	chr3	146121627	146121637	+	0.000	0.000	Merged-chr3-146121713-45
NR28452--MA0657.1.KLF13	chr17	80418990	80419007	+	0.000	0.000	Merged-chr17-80418993-27
NR48643--MA0599.1.KLF5	chr5	96219746	96219755	+	0.000	0.000	Merged-chr5-96219655-31
NR24496--MA0741.1.KLF16	chr16	45347019	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR2778--MA0039.3.KLF4	chr1	153723465	153723475	-	0.000	0.000	Merged-chr1-153723564-53
NR7317--MA0740.1.KLF14	chr10	94087504	94087517	+	0.000	0.000	Merged-chr10-94087553-20
NR54925--MA0740.1.KLF14	chr6	145469419	145469432	-	0.000	0.000	Merged-chr6-145469437-17
NR23677--MA0742.1.Klf12	chr16	11526647	11526661	-	0.000	0.000	Merged-chr16-11526520-43
NR40469--MA0039.3.KLF4	chr3	109782589	109782599	-	0.000	0.000	Merged-chr3-109782603-31
NR52253--MA0742.1.Klf12	chr6	53455548	53455562	+	0.000	0.000	Merged-chr6-53455637-20
NR41108--MA0493.1.Klf1	chr3	132791414	132791424	+	0.000	0.000	Merged-chr3-132791387-40
NR52255--MA0493.1.Klf1	chr6	53455548	53455558	+	0.000	0.000	Merged-chr6-53455637-20
NR68368--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR13903--MA0741.1.KLF16	chr12	71577481	71577491	-	0.000	0.000	Merged-chr12-71577475-38
NR2937--MA0599.1.KLF5	chr1	156522462	156522471	-	0.000	0.000	Merged-chr1-156522298-40
NR37848--MA0740.1.KLF14	chr2	168741429	168741442	+	0.000	0.000	Merged-chr2-168741453-11
NR7751--MA0741.1.KLF16	chr10	111583866	111583876	+	0.000	0.000	Merged-chr10-111584025-27
NR2936--MA1107.1.KLF9	chr1	156522400	156522412	-	0.000	0.000	Merged-chr1-156522298-40
NR4502--MA0741.1.KLF16	chr1	191486771	191486781	-	0.000	0.000	Merged-chr1-191486758-12
NR7425--MA0742.1.Klf12	chr10	96201380	96201394	-	0.000	0.000	Merged-chr10-96201472-66
NR28256--MA0493.1.Klf1	chr17	73246954	73246964	-	0.000	0.000	Merged-chr17-73247076-30
NR39389--MA1107.1.KLF9	chr3	84039282	84039294	+	0.000	0.000	Merged-chr3-84039248-13
NR25003--MA0740.1.KLF14	chr16	76310892	76310905	-	0.000	0.000	Merged-chr16-76310830-49
NR29757--MA0740.1.KLF14	chr18	54822920	54822933	+	0.000	0.000	Merged-chr18-54822886-30
NR21204--MA1107.1.KLF9	chr15	25216701	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR17283--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR62868--MA0493.1.Klf1	chr8	122769458	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR17180--MA1107.1.KLF9	chr13	83715320	83715332	+	0.000	0.000	Merged-chr13-83715230-50
NR47413--MA0741.1.KLF16	chr5	35713739	35713749	-	0.000	0.000	Merged-chr5-35713868-16
NR712--MA0742.1.Klf12	chr1	54600526	54600540	-	0.000	0.000	Merged-chr1-54600505-24
NR450--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR23971--MA0493.1.Klf1	chr16	21204535	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR14010--MA0493.1.Klf1	chr12	76312186	76312196	-	0.000	0.000	Merged-chr12-76312183-20
NR40092--MA0741.1.KLF16	chr3	101066375	101066385	-	0.000	0.000	Merged-chr3-101066330-34
NR17459--MA0741.1.KLF16	chr13	95524216	95524226	+	0.000	0.000	Merged-chr13-95524264-2
NR32163--MA0741.1.KLF16	chr19	42770732	42770742	-	0.000	0.000	Merged-chr19-42770693-24
NR30559--MA0599.1.KLF5	chr18	75419522	75419531	+	0.000	0.000	Merged-chr18-75419579-57
NR1915--MA1107.1.KLF9	chr1	119637160	119637172	+	0.000	0.000	Merged-chr1-119636990-21
NR33329--MA0742.1.Klf12	chr2	25095348	25095362	+	0.000	0.000	Merged-chr2-25095278-14
NR51849--MA0741.1.KLF16	chr6	37564053	37564063	+	0.000	0.000	Merged-chr6-37564158-19
NR25517--MA0599.1.KLF5	chr16	95729012	95729021	-	0.000	0.000	Merged-chr16-95728966-56
NR39385--MA0740.1.KLF14	chr3	84039276	84039289	+	0.000	0.000	Merged-chr3-84039248-13
NR19989--MA0741.1.KLF16	chr14	73377971	73377981	-	0.000	0.000	Merged-chr14-73378030-18
NR5633--MA0741.1.KLF16	chr10	58480173	58480183	-	0.000	0.000	Merged-chr10-58480234-23
NR23588--MA0599.1.KLF5	chr16	8455399	8455408	+	0.000	0.000	Merged-chr16-8455328-28
NR17456--MA0599.1.KLF5	chr13	95524222	95524231	+	0.000	0.000	Merged-chr13-95524264-2
NR10730--MA1107.1.KLF9	chr11	76015514	76015526	+	0.000	0.000	Merged-chr11-76015482-22
NR53690--MA0742.1.Klf12	chr6	116682492	116682506	-	0.000	0.000	Merged-chr6-116682504-22
NR40118--MA0039.3.KLF4	chr3	101598153	101598163	+	0.000	0.000	Merged-chr3-101598272-22
NR29048--MA0740.1.KLF14	chr18	5819922	5819935	+	0.000	0.000	Merged-chr18-5820020-28
NR5957--MA1107.1.KLF9	chr10	68137565	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR65691--MA1107.1.KLF9	chr9	103134554	103134566	-	0.000	0.000	Merged-chr9-103134672-43
NR13897--MA0740.1.KLF14	chr12	71577497	71577510	-	0.000	0.000	Merged-chr12-71577475-38
NR53694--MA0741.1.KLF16	chr6	116682495	116682505	-	0.000	0.000	Merged-chr6-116682504-22
NR48544--MA0741.1.KLF16	chr5	93268207	93268217	+	0.000	0.000	Merged-chr5-93268238-3
NR47543--MA0740.1.KLF14	chr5	43355358	43355371	-	0.000	0.000	Merged-chr5-43355421-55
NR20453--MA0599.1.KLF5	chr14	101510904	101510913	-	0.000	0.000	Merged-chr14-101510851-45
NR65690--MA0741.1.KLF16	chr9	103134555	103134565	-	0.000	0.000	Merged-chr9-103134672-43
NR4827--MA0742.1.Klf12	chr10	7212272	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR62874--MA1107.1.KLF9	chr8	122769456	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR33059--MA0493.1.Klf1	chr2	9986365	9986375	-	0.000	0.000	Merged-chr2-9986324-23
NR24495--MA0599.1.KLF5	chr16	45347020	45347029	-	0.000	0.000	Merged-chr16-45346908-42
NR34608--MA0741.1.KLF16	chr2	70425766	70425776	+	0.000	0.000	Merged-chr2-70425902-24
NR54125--MA0599.1.KLF5	chr6	128334913	128334922	-	0.000	0.000	Merged-chr6-128334675-39
NR21333--MA0599.1.KLF5	chr15	31239987	31239996	+	0.000	0.000	Merged-chr15-31239940-27
NR26535--MA1107.1.KLF9	chr17	26551299	26551311	-	0.000	0.000	Merged-chr17-26551311-33
NR13898--MA0657.1.KLF13	chr12	71577476	71577493	-	0.000	0.000	Merged-chr12-71577475-38
NR533--MA0599.1.KLF5	chr1	42952944	42952953	+	0.000	0.000	Merged-chr1-42953184-68
NR25012--MA0741.1.KLF16	chr16	76499983	76499993	+	0.000	0.000	Merged-chr16-76499941-29
NR51844--MA0740.1.KLF14	chr6	37564052	37564065	+	0.000	0.000	Merged-chr6-37564158-19
NR48659--MA0039.3.KLF4	chr5	97090259	97090269	-	0.000	0.000	Merged-chr5-97090318-20
NR53689--MA0657.1.KLF13	chr6	116682490	116682507	-	0.000	0.000	Merged-chr6-116682504-22
NR33328--MA0740.1.KLF14	chr2	25095285	25095298	+	0.000	0.000	Merged-chr2-25095278-14
NR29745--MA0741.1.KLF16	chr18	53801709	53801719	-	0.000	0.000	Merged-chr18-53801567-20
NR21337--MA1107.1.KLF9	chr15	31239986	31239998	+	0.000	0.000	Merged-chr15-31239940-27
NR8207--MA0740.1.KLF14	chr10	121300785	121300798	+	0.000	0.000	Merged-chr10-121300859-24
NR14009--MA0599.1.KLF5	chr12	76312186	76312195	-	0.000	0.000	Merged-chr12-76312183-20
NR4385--MA1107.1.KLF9	chr1	189831022	189831034	-	0.000	0.000	Merged-chr1-189831018-42
NR50805--MA0599.1.KLF5	chr5	140944727	140944736	-	0.000	0.000	Merged-chr5-140944857-24
NR13958--MA0599.1.KLF5	chr12	73746282	73746291	-	0.000	0.000	Merged-chr12-73746193-23
NR60509--MA0599.1.KLF5	chr8	36248437	36248446	+	0.000	0.000	Merged-chr8-36248253-9
NR4826--MA0740.1.KLF14	chr10	7212273	7212286	-	0.000	0.000	Merged-chr10-7212223-140
NR23589--MA0741.1.KLF16	chr16	8455399	8455409	+	0.000	0.000	Merged-chr16-8455328-28
NR64447--MA0740.1.KLF14	chr9	61779365	61779378	+	0.000	0.000	Merged-chr9-61779248-32
NR59176--MA1107.1.KLF9	chr7	130893300	130893312	+	0.000	0.000	Merged-chr7-130893114-41
NR59396--MA0493.1.Klf1	chr7	136164718	136164728	+	0.000	0.000	Merged-chr7-136164647-23
NR8880--MA0741.1.KLF16	chr11	4390657	4390667	-	0.000	0.000	Merged-chr11-4390804-16
NR17276--MA0740.1.KLF14	chr13	89521652	89521665	+	0.000	0.000	Merged-chr13-89521757-30
NR48934--MA0493.1.Klf1	chr5	105798812	105798822	-	0.000	0.000	Merged-chr5-105798670-49
NR64317--MA1107.1.KLF9	chr9	58112345	58112357	-	0.000	0.000	Merged-chr9-58112486-25
NR54300--MA0741.1.KLF16	chr6	134183958	134183968	+	0.000	0.000	Merged-chr6-134184108-53
NR29744--MA0493.1.Klf1	chr18	53801710	53801720	-	0.000	0.000	Merged-chr18-53801567-20
NR8746--MA0493.1.Klf1	chr10	128940596	128940606	-	0.000	0.000	Merged-chr10-128940717-41
NR53101--MA0742.1.Klf12	chr6	91698957	91698971	+	0.000	0.000	Merged-chr6-91699017-27
NR31585--MA0741.1.KLF16	chr19	17268913	17268923	+	0.000	0.000	Merged-chr19-17268849-24
NR29762--MA0493.1.Klf1	chr18	54822920	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR7428--MA0493.1.Klf1	chr10	96201384	96201394	-	0.000	0.000	Merged-chr10-96201472-66
NR1911--MA0742.1.Klf12	chr1	119637160	119637174	+	0.000	0.000	Merged-chr1-119636990-21
NR43790--MA0599.1.KLF5	chr4	97871746	97871755	+	0.000	0.000	Merged-chr4-97871840-30
NR68365--MA0740.1.KLF14	chrY	90799067	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR51850--MA1107.1.KLF9	chr6	37564052	37564064	+	0.000	0.000	Merged-chr6-37564158-19
NR17277--MA0657.1.KLF13	chr13	89521651	89521668	+	0.000	0.000	Merged-chr13-89521757-30
NR39241--MA0039.3.KLF4	chr3	68981201	68981211	+	0.000	0.000	Merged-chr3-68981196-42
NR66203--MA0599.1.KLF5	chr9	112175471	112175480	-	0.000	0.000	Merged-chr9-112175419-1
NR5956--MA0493.1.Klf1	chr10	68137567	68137577	-	0.000	0.000	Merged-chr10-68137569-23
NR21332--MA0742.1.Klf12	chr15	31239986	31240000	+	0.000	0.000	Merged-chr15-31239940-27
NR32352--MA0740.1.KLF14	chr19	46148526	46148539	-	0.000	0.000	Merged-chr19-46148494-21
NR23679--MA0039.3.KLF4	chr16	11526649	11526659	-	0.000	0.000	Merged-chr16-11526520-43
NR43430--MA0741.1.KLF16	chr4	63486710	63486720	+	0.000	0.000	Merged-chr4-63486767-20
NR21336--MA0741.1.KLF16	chr15	31239987	31239997	+	0.000	0.000	Merged-chr15-31239940-27
NR25686--MA0599.1.KLF5	chr17	5138638	5138647	-	0.000	0.000	Merged-chr17-5138884-51
NR2930--MA0657.1.KLF13	chr1	156522396	156522413	-	0.000	0.000	Merged-chr1-156522298-40
NR964--MA1107.1.KLF9	chr1	69499060	69499072	-	0.000	0.000	Merged-chr1-69499196-51
NR63142--MA0741.1.KLF16	chr8	126699189	126699199	-	0.000	0.000	Merged-chr8-126699390-72
NR19988--MA0493.1.Klf1	chr14	73377972	73377982	-	0.000	0.000	Merged-chr14-73378030-18
NR40091--MA0493.1.Klf1	chr3	101066376	101066386	-	0.000	0.000	Merged-chr3-101066330-34
NR51846--MA0039.3.KLF4	chr6	37564040	37564050	+	0.000	0.000	Merged-chr6-37564158-19
NR7706--MA1107.1.KLF9	chr10	110952114	110952126	+	0.000	0.000	Merged-chr10-110952029-21
NR25689--MA0741.1.KLF16	chr17	5138644	5138654	-	0.000	0.000	Merged-chr17-5138884-51
NR32353--MA0599.1.KLF5	chr19	46148529	46148538	-	0.000	0.000	Merged-chr19-46148494-21
NR37443--MA1107.1.KLF9	chr2	163298966	163298978	+	0.000	0.000	Merged-chr2-163299110-16
NR51888--MA0599.1.KLF5	chr6	38551356	38551365	-	0.000	0.000	Merged-chr6-38551188-3
NR22654--MA0599.1.KLF5	chr15	85378040	85378049	+	0.000	0.000	Merged-chr15-85378082-10
NR13131--MA0493.1.Klf1	chr12	8859009	8859019	-	0.000	0.000	Merged-chr12-8859142-27
NR31706--MA0742.1.Klf12	chr19	24166912	24166926	+	0.000	0.000	Merged-chr19-24166764-51
NR13905--MA1107.1.KLF9	chr12	71577480	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR22653--MA1107.1.KLF9	chr15	85233151	85233163	+	0.000	0.000	Merged-chr15-85233310-62
NR38188--MA0039.3.KLF4	chr2	174566143	174566153	+	0.000	0.000	Merged-chr2-174566072-46
NR34533--MA0599.1.KLF5	chr2	67565658	67565667	-	0.000	0.000	Merged-chr2-67565838-76
NR65396--MA0599.1.KLF5	chr9	94607625	94607634	-	0.000	0.000	Merged-chr9-94607543-65
NR15254--MA0740.1.KLF14	chr12	112629098	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR4830--MA0741.1.KLF16	chr10	7212275	7212285	-	0.000	0.000	Merged-chr10-7212223-140
NR43454--MA0039.3.KLF4	chr4	63863061	63863071	-	0.000	0.000	Merged-chr4-63862999-40
NR64451--MA0741.1.KLF16	chr9	61779366	61779376	+	0.000	0.000	Merged-chr9-61779248-32
NR10798--MA0599.1.KLF5	chr11	77887856	77887865	+	0.000	0.000	Merged-chr11-77887652-60
NR13899--MA0742.1.Klf12	chr12	71577478	71577492	-	0.000	0.000	Merged-chr12-71577475-38
NR50807--MA0741.1.KLF16	chr5	140944721	140944731	-	0.000	0.000	Merged-chr5-140944857-24
NR4823--MA0599.1.KLF5	chr10	7212244	7212253	-	0.000	0.000	Merged-chr10-7212223-140
NR23972--MA0493.1.Klf1	chr16	21204597	21204607	-	0.000	0.000	Merged-chr16-21204669-33
