#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh-pval-0.05_up.bed
NR2467--MA0659.1.MAFG	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR7066--MA0089.1.MAFG::NFE2L1	chr2	122666672	122666677	+	0.000	0.000	Merged-chr2-122666523-63
NR6466--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR4199--MA0117.2.Mafb	chr15	34389262	34389273	+	0.000	0.000	Merged-chr15-34389092-27
NR4756--MA0089.1.MAFG::NFE2L1	chr16	33769967	33769972	-	0.000	0.000	Merged-chr16-33769896-51
NR1553--MA0089.1.MAFG::NFE2L1	chr10	94860820	94860825	+	0.000	0.000	Merged-chr10-94860976-37
NR12345--MA0117.2.Mafb	chr9	52074078	52074089	+	0.000	0.000	Merged-chr9-52073999-13
NR11056--MA0089.1.MAFG::NFE2L1	chr7	66233399	66233404	-	0.000	0.000	Merged-chr7-66233598-56
NR6222--MA0089.1.MAFG::NFE2L1	chr19	42266461	42266466	-	0.000	0.000	Merged-chr19-42266343-14
NR12596--MA0659.1.MAFG	chr9	94441517	94441537	+	0.000	0.000	Merged-chr9-94441414-62
NR10099--MA0591.1.Bach1::Mafk	chr6	56879612	56879626	-	0.000	0.000	Merged-chr6-56879420-1,Merged-chr6-56879700-29
NR2091--MA0089.1.MAFG::NFE2L1	chr11	78865059	78865064	-	0.000	0.000	Merged-chr11-78864936-24
NR12381--MA0117.2.Mafb	chr9	57800578	57800589	-	0.000	0.000	Merged-chr9-57800660-12
NR2051--MA0117.2.Mafb	chr11	72000255	72000266	+	0.000	0.000	Merged-chr11-72000404-31
NR11804--MA0496.2.MAFK	chr8	75202262	75202280	-	0.000	0.000	Merged-chr8-75202303-18
NR596--MA0501.1.MAF::NFE2	chr1	136255309	136255323	-	0.000	0.000	Merged-chr1-136255292-47
NR7373--MA0496.2.MAFK	chr2	160658028	160658046	+	0.000	0.000	Merged-chr2-160657923-30
NR10791--MA0089.1.MAFG::NFE2L1	chr6	146271409	146271414	-	0.000	0.000	Merged-chr6-146271470-40
NR9725--MA0089.1.MAFG::NFE2L1	chr5	122380010	122380015	-	0.000	0.000	Merged-chr5-122379949-17
NR11241--MA0089.1.MAFG::NFE2L1	chr7	101288099	101288104	+	0.000	0.000	Merged-chr7-101288112-19
NR6463--MA0591.1.Bach1::Mafk	chr2	27693886	27693900	+	0.000	0.000	Merged-chr2-27693880-30
NR8132--MA0496.2.MAFK	chr3	135528003	135528021	-	0.000	0.000	Merged-chr3-135527896-22
NR12599--MA0496.2.MAFK	chr9	94441518	94441536	-	0.000	0.000	Merged-chr9-94441414-62
NR6512--MA0496.2.MAFK	chr2	34140006	34140024	-	0.000	0.000	Merged-chr2-34139840-30
NR9363--MA0117.2.Mafb	chr5	53507665	53507676	+	0.000	0.000	Merged-chr5-53507602-15
NR11830--MA0089.1.MAFG::NFE2L1	chr8	81497946	81497951	-	0.000	0.000	Merged-chr8-81497739-56
NR10410--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR6835--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR3935--MA0501.1.MAF::NFE2	chr14	71120624	71120638	-	0.000	0.000	Merged-chr14-71120653-22
NR9749--MA0089.1.MAFG::NFE2L1	chr5	125052465	125052470	-	0.000	0.000	Merged-chr5-125052528-23
NR5235--MA0495.2.MAFF	chr17	26572479	26572499	-	0.000	0.000	Merged-chr17-26572396-49
NR815--MA0089.1.MAFG::NFE2L1	chr1	164079311	164079316	-	0.000	0.000	Merged-chr1-164079439-12
NR12985--MA0495.2.MAFF	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR8227--MA0089.1.MAFG::NFE2L1	chr3	144236289	144236294	+	0.000	0.000	Merged-chr3-144236371-1
NR3345--MA0501.1.MAF::NFE2	chr13	75844212	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR6324--MA0501.1.MAF::NFE2	chr19	58358283	58358297	-	0.000	0.000	Merged-chr19-58358384-21
NR2463--MA0495.2.MAFF	chr12	12278413	12278433	+	0.000	0.000	Merged-chr12-12278395-37
NR10291--MA0495.2.MAFF	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR10293--MA0659.1.MAFG	chr6	95712230	95712250	-	0.000	0.000	Merged-chr6-95712332-22
NR6127--MA0591.1.Bach1::Mafk	chr19	21785907	21785921	-	0.000	0.000	Merged-chr19-21785964-7
NR7367--MA0495.2.MAFF	chr2	160658027	160658047	+	0.000	0.000	Merged-chr2-160657923-30
NR8130--MA0495.2.MAFF	chr3	135528002	135528022	-	0.000	0.000	Merged-chr3-135527896-22
NR4755--MA0496.2.MAFK	chr16	33769915	33769933	-	0.000	0.000	Merged-chr16-33769896-51
NR9751--MA0501.1.MAF::NFE2	chr5	125052455	125052469	-	0.000	0.000	Merged-chr5-125052528-23
NR3852--MA0089.1.MAFG::NFE2L1	chr14	61774047	61774052	+	0.000	0.000	Merged-chr14-61773988-12
NR2434--MA0591.1.Bach1::Mafk	chr12	3846370	3846384	-	0.000	0.000	Merged-chr12-3846265-11
NR8365--MA0659.1.MAFG	chr4	6476447	6476467	+	0.000	0.000	Merged-chr4-6476530-28
NR9189--MA0089.1.MAFG::NFE2L1	chr5	8397651	8397656	+	0.000	0.000	Merged-chr5-8397712-7
NR10310--MA0495.2.MAFF	chr6	99435314	99435334	+	0.000	0.000	Merged-chr6-99435291-39
NR8649--MA0089.1.MAFG::NFE2L1	chr4	89302406	89302411	-	0.000	0.000	Merged-chr4-89302202-17
NR7114--MA0089.1.MAFG::NFE2L1	chr2	129285304	129285309	+	0.000	0.000	Merged-chr2-129285453-11
NR11961--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR6506--MA0495.2.MAFF	chr2	34140005	34140025	-	0.000	0.000	Merged-chr2-34139840-30
NR9115--MA0659.1.MAFG	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR10312--MA0117.2.Mafb	chr6	99435323	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR7806--MA0496.2.MAFK	chr3	84046620	84046638	-	0.000	0.000	Merged-chr3-84046424-40
NR6542--MA0495.2.MAFF	chr2	38536551	38536571	+	0.000	0.000	Merged-chr2-38536477-82
NR7880--MA0089.1.MAFG::NFE2L1	chr3	95697795	95697800	-	0.000	0.000	Merged-chr3-95697809-14
NR9374--MA0089.1.MAFG::NFE2L1	chr5	62772116	62772121	+	0.000	0.000	Merged-chr5-62772215-28
NR2052--MA0089.1.MAFG::NFE2L1	chr11	72000312	72000317	+	0.000	0.000	Merged-chr11-72000404-31
NR2615--MA0501.1.MAF::NFE2	chr12	72844375	72844389	-	0.000	0.000	Merged-chr12-72844339-47
NR10941--MA0089.1.MAFG::NFE2L1	chr7	30418149	30418154	+	0.000	0.000	Merged-chr7-30418152-10
NR8645--MA0089.1.MAFG::NFE2L1	chr4	89178228	89178233	-	0.000	0.000	Merged-chr4-89178152-23
NR11090--MA0089.1.MAFG::NFE2L1	chr7	74684201	74684206	+	0.000	0.000	Merged-chr7-74684112-21
NR11783--MA0591.1.Bach1::Mafk	chr8	71587146	71587160	-	0.000	0.000	Merged-chr8-71587200-14
NR6462--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR9118--MA0496.2.MAFK	chr4	150894695	150894713	+	0.000	0.000	Merged-chr4-150894695-19
NR2420--MA0496.2.MAFK	chr11	121039352	121039370	+	0.000	0.000	Merged-chr11-121039238-62
NR10292--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR201--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR11130--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR4335--MA0089.1.MAFG::NFE2L1	chr15	66789532	66789537	+	0.000	0.000	Merged-chr15-66789335-49
NR6464--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR5238--MA0496.2.MAFK	chr17	26572480	26572498	-	0.000	0.000	Merged-chr17-26572396-49
NR11802--MA0659.1.MAFG	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR8943--MA0089.1.MAFG::NFE2L1	chr4	134047746	134047751	+	0.000	0.000	Merged-chr4-134047792-28
NR7371--MA0659.1.MAFG	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR5464--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR2261--MA0089.1.MAFG::NFE2L1	chr11	106165392	106165397	-	0.000	0.000	Merged-chr11-106165537-24
NR11558--MA0496.2.MAFK	chr7	140983130	140983148	+	0.000	0.000	Merged-chr7-140983161-18
NR3343--MA0659.1.MAFG	chr13	75844206	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR7250--MA0117.2.Mafb	chr2	146497710	146497721	-	0.000	0.000	Merged-chr2-146497617-49
NR2470--MA0496.2.MAFK	chr12	12278414	12278432	-	0.000	0.000	Merged-chr12-12278395-37
NR7434--MA0089.1.MAFG::NFE2L1	chr2	166740617	166740622	+	0.000	0.000	Merged-chr2-166740656-12
NR12295--MA0591.1.Bach1::Mafk	chr9	43785164	43785178	-	0.000	0.000	Merged-chr9-43784994-20
NR11346--MA0501.1.MAF::NFE2	chr7	115734398	115734412	-	0.000	0.000	Merged-chr7-115734410-28
NR12597--MA0659.1.MAFG	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR8967--MA0089.1.MAFG::NFE2L1	chr4	137603742	137603747	-	0.000	0.000	Merged-chr4-137603877-24
NR4123--MA0591.1.Bach1::Mafk	chr14	121830076	121830090	+	0.000	0.000	Merged-chr14-121830164-49
NR7936--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR6507--MA0591.1.Bach1::Mafk	chr2	34140008	34140022	+	0.000	0.000	Merged-chr2-34139840-30
NR3892--MA0089.1.MAFG::NFE2L1	chr14	67841941	67841946	-	0.000	0.000	Merged-chr14-67841831-15
NR9111--MA0495.2.MAFF	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR509--MA0089.1.MAFG::NFE2L1	chr1	121241330	121241335	-	0.000	0.000	Merged-chr1-121241343-38
NR7374--MA0496.2.MAFK	chr2	160658028	160658046	-	0.000	0.000	Merged-chr2-160657923-30
NR11846--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR3346--MA0496.2.MAFK	chr13	75844207	75844225	+	0.000	0.000	Merged-chr13-75844274-45
NR5775--MA0089.1.MAFG::NFE2L1	chr18	56451900	56451905	+	0.000	0.000	Merged-chr18-56451973-44
NR9113--MA0117.2.Mafb	chr4	150894694	150894705	+	0.000	0.000	Merged-chr4-150894695-19
NR1502--MA0501.1.MAF::NFE2	chr10	88428306	88428320	-	0.000	0.000	Merged-chr10-88428108-41
NR871--MA0089.1.MAFG::NFE2L1	chr1	171629067	171629072	+	0.000	0.000	Merged-chr1-171629248-54
NR1330--MA0117.2.Mafb	chr10	53461297	53461308	+	0.000	0.000	Merged-chr10-53461441-37
NR5497--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR10066--MA0591.1.Bach1::Mafk	chr6	50553488	50553502	+	0.000	0.000	Merged-chr6-50553342-12
NR5101--MA0501.1.MAF::NFE2	chr16	96089707	96089721	-	0.000	0.000	Merged-chr16-96089683-18
NR12625--MA0501.1.MAF::NFE2	chr9	96740568	96740582	+	0.000	0.000	Merged-chr9-96740764-95
NR90--MA0117.2.Mafb	chr1	38884008	38884019	+	0.000	0.000	Merged-chr1-38884000-31
NR9324--MA0089.1.MAFG::NFE2L1	chr5	35818096	35818101	-	0.000	0.000	Merged-chr5-35818089-1
NR4489--MA0501.1.MAF::NFE2	chr15	83474201	83474215	+	0.000	0.000	Merged-chr15-83474258-63
NR11055--MA0089.1.MAFG::NFE2L1	chr7	66116121	66116126	-	0.000	0.000	Merged-chr7-66116161-49
NR6221--MA0089.1.MAFG::NFE2L1	chr19	42149791	42149796	-	0.000	0.000	Merged-chr19-42149753-11
NR6857--MA0591.1.Bach1::Mafk	chr2	103632775	103632789	-	0.000	0.000	Merged-chr2-103632734-49
NR11556--MA0495.2.MAFF	chr7	140983129	140983149	+	0.000	0.000	Merged-chr7-140983161-18
NR5697--MA0089.1.MAFG::NFE2L1	chr18	39049066	39049071	+	0.000	0.000	Merged-chr18-39049078-69
NR5236--MA0591.1.Bach1::Mafk	chr17	26572482	26572496	-	0.000	0.000	Merged-chr17-26572396-49
NR2090--MA0089.1.MAFG::NFE2L1	chr11	78865061	78865066	+	0.000	0.000	Merged-chr11-78864936-24
NR12624--MA0591.1.Bach1::Mafk	chr9	96740565	96740579	+	0.000	0.000	Merged-chr9-96740764-95
NR2417--MA0089.1.MAFG::NFE2L1	chr11	121039361	121039366	-	0.000	0.000	Merged-chr11-121039238-62
NR8828--MA0496.2.MAFK	chr4	116700973	116700991	-	0.000	0.000	Merged-chr4-116701085-12
NR4410--MA0591.1.Bach1::Mafk	chr15	77877481	77877495	-	0.000	0.000	Merged-chr15-77877456-21
NR12829--MA0501.1.MAF::NFE2	chr9	123519472	123519486	-	0.000	0.000	Merged-chr9-123519487-45
NR2464--MA0495.2.MAFF	chr12	12278413	12278433	-	0.000	0.000	Merged-chr12-12278395-37
NR12371--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR2490--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR11555--MA0089.1.MAFG::NFE2L1	chr7	140981896	140981901	+	0.000	0.000	Merged-chr7-140982058-21
NR5516--MA0089.1.MAFG::NFE2L1	chr17	83846446	83846451	-	0.000	0.000	Merged-chr17-83846499-25
NR829--MA0089.1.MAFG::NFE2L1	chr1	165722907	165722912	-	0.000	0.000	Merged-chr1-165722797-48
NR9117--MA0501.1.MAF::NFE2	chr4	150894694	150894708	-	0.000	0.000	Merged-chr4-150894695-19
NR7368--MA0495.2.MAFF	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR7369--MA0591.1.Bach1::Mafk	chr2	160658030	160658044	-	0.000	0.000	Merged-chr2-160657923-30
NR1708--MA0117.2.Mafb	chr10	118470759	118470770	+	0.000	0.000	Merged-chr10-118470709-40
NR134--MA0089.1.MAFG::NFE2L1	chr1	51572874	51572879	-	0.000	0.000	Merged-chr1-51572755-47
NR1710--MA0501.1.MAF::NFE2	chr10	118470759	118470773	-	0.000	0.000	Merged-chr10-118470709-40
NR8366--MA0659.1.MAFG	chr4	6476447	6476467	-	0.000	0.000	Merged-chr4-6476530-28
NR5339--MA0501.1.MAF::NFE2	chr17	47564745	47564759	+	0.000	0.000	Merged-chr17-47564757-20
NR10924--MA0089.1.MAFG::NFE2L1	chr7	28820769	28820774	-	0.000	0.000	Merged-chr7-28820769-1
NR4988--MA0089.1.MAFG::NFE2L1	chr16	87497340	87497345	+	0.000	0.000	Merged-chr16-87497296-12
NR9116--MA0659.1.MAFG	chr4	150894694	150894714	-	0.000	0.000	Merged-chr4-150894695-19
NR5768--MA0117.2.Mafb	chr18	56336425	56336436	-	0.000	0.000	Merged-chr18-56336426-19
NR12598--MA0496.2.MAFK	chr9	94441518	94441536	+	0.000	0.000	Merged-chr9-94441414-62
NR6511--MA0496.2.MAFK	chr2	34140006	34140024	+	0.000	0.000	Merged-chr2-34139840-30
NR12296--MA0659.1.MAFG	chr9	43785161	43785181	+	0.000	0.000	Merged-chr9-43784994-20
NR11088--MA0495.2.MAFF	chr7	74587728	74587748	+	0.000	0.000	Merged-chr7-74587664-21
NR2839--MA0089.1.MAFG::NFE2L1	chr12	107129187	107129192	+	0.000	0.000	Merged-chr12-107129420-39
NR6543--MA0495.2.MAFF	chr2	38536551	38536571	-	0.000	0.000	Merged-chr2-38536477-82
NR10313--MA0591.1.Bach1::Mafk	chr6	99435317	99435331	+	0.000	0.000	Merged-chr6-99435291-39
NR6510--MA0501.1.MAF::NFE2	chr2	34140011	34140025	+	0.000	0.000	Merged-chr2-34139840-30
NR2421--MA0591.1.Bach1::Mafk	chr11	121039415	121039429	+	0.000	0.000	Merged-chr11-121039238-62
NR10242--MA0089.1.MAFG::NFE2L1	chr6	87394938	87394943	-	0.000	0.000	Merged-chr6-87395104-19
NR203--MA0591.1.Bach1::Mafk	chr1	61039454	61039468	-	0.000	0.000	Merged-chr1-61039499-28
