#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.05_selected/bed/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval-0.05_dn.bed
NR52594--MA1107.1.KLF9	chr6	119199130	119199142	+	0.000	0.000	Merged-chr6-119199024-52
NR43770--MA1107.1.KLF9	chr4	129621212	129621224	+	0.000	0.000	Merged-chr4-129621333-30
NR11012--MA0493.1.Klf1	chr11	96912747	96912757	-	0.000	0.000	Merged-chr11-96912869-14
NR52586--MA0493.1.Klf1	chr6	119199120	119199130	+	0.000	0.000	Merged-chr6-119199024-52
NR67165--MA0657.1.KLF13	chrY	90799064	90799081	-	0.000	0.000	Merged-chrY-90799205-23
NR43315--MA0599.1.KLF5	chr4	119947768	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR8974--MA0740.1.KLF14	chr11	34782728	34782741	+	0.000	0.000	Merged-chr11-34782610-2
NR64144--MA0741.1.KLF16	chr9	96754666	96754676	-	0.000	0.000	Merged-chr9-96754558-43
NR1721--MA0493.1.Klf1	chr1	120073818	120073828	-	0.000	0.000	Merged-chr1-120073802-51
NR907--MA0741.1.KLF16	chr1	66897065	66897075	+	0.000	0.000	Merged-chr1-66897217-4
NR31799--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR11790--MA0741.1.KLF16	chr11	107444021	107444031	-	0.000	0.000	Merged-chr11-107443890-34
NR32894--MA0742.1.Klf12	chr2	25148102	25148116	+	0.000	0.000	Merged-chr2-25148103-14
NR4549--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR1511--MA0493.1.Klf1	chr1	97613886	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR4548--MA0493.1.Klf1	chr10	8370347	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR43328--MA1107.1.KLF9	chr4	120053616	120053628	-	0.000	0.000	Merged-chr4-120053646-59
NR19558--MA0599.1.KLF5	chr14	69774965	69774974	-	0.000	0.000	Merged-chr14-69774788-96
NR47921--MA0493.1.Klf1	chr5	112311048	112311058	+	0.000	0.000	Merged-chr5-112310969-9
NR6521--MA0039.3.KLF4	chr10	83336548	83336558	-	0.000	0.000	Merged-chr10-83336542-10
NR32897--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR47468--MA0039.3.KLF4	chr5	100872341	100872351	-	0.000	0.000	Merged-chr5-100872198-32
NR49563--MA1107.1.KLF9	chr5	139377551	139377563	-	0.000	0.000	Merged-chr5-139377554-24
NR32902--MA1107.1.KLF9	chr2	25148102	25148114	+	0.000	0.000	Merged-chr2-25148103-14
NR43317--MA0741.1.KLF16	chr4	119947767	119947777	-	0.000	0.000	Merged-chr4-119947761-47
NR32907--MA1107.1.KLF9	chr2	25148131	25148143	+	0.000	0.000	Merged-chr2-25148103-14
NR61081--MA0599.1.KLF5	chr8	120538815	120538824	+	0.000	0.000	Merged-chr8-120538784-40
NR52577--MA0742.1.Klf12	chr6	119199104	119199118	+	0.000	0.000	Merged-chr6-119199024-52
NR50291--MA1107.1.KLF9	chr5	149594192	149594204	+	0.000	0.000	Merged-chr5-149594297-11
NR12855--MA0039.3.KLF4	chr12	16580528	16580538	-	0.000	0.000	Merged-chr12-16580677-15
NR19701--MA1107.1.KLF9	chr14	75069086	75069098	+	0.000	0.000	Merged-chr14-75069229-133
NR11787--MA0741.1.KLF16	chr11	107444018	107444028	-	0.000	0.000	Merged-chr11-107443890-34
NR17772--MA1107.1.KLF9	chr13	109239167	109239179	-	0.000	0.000	Merged-chr13-109239401-35
NR11373--MA0741.1.KLF16	chr11	101171558	101171568	-	0.000	0.000	Merged-chr11-101171521-37
NR49568--MA0741.1.KLF16	chr5	139377610	139377620	-	0.000	0.000	Merged-chr5-139377554-24
NR9995--MA0599.1.KLF5	chr11	70622674	70622683	+	0.000	0.000	Merged-chr11-70622499-26
NR8635--MA0039.3.KLF4	chr11	16997024	16997034	+	0.000	0.000	Merged-chr11-16997057-26
NR52590--MA0741.1.KLF16	chr6	119199107	119199117	+	0.000	0.000	Merged-chr6-119199024-52
NR11369--MA0599.1.KLF5	chr11	101171551	101171560	-	0.000	0.000	Merged-chr11-101171521-37
NR47855--MA0742.1.Klf12	chr5	112239787	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR32672--MA0599.1.KLF5	chr2	12423706	12423715	+	0.000	0.000	Merged-chr2-12423867-9
NR5837--MA0493.1.Klf1	chr10	77264471	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR6520--MA0599.1.KLF5	chr10	83336550	83336559	-	0.000	0.000	Merged-chr10-83336542-10
NR32896--MA0599.1.KLF5	chr2	25148103	25148112	+	0.000	0.000	Merged-chr2-25148103-14
NR11733--MA0742.1.Klf12	chr11	106588293	106588307	+	0.000	0.000	Merged-chr11-106588217-44
NR47467--MA0599.1.KLF5	chr5	100872343	100872352	-	0.000	0.000	Merged-chr5-100872198-32
NR64145--MA1107.1.KLF9	chr9	96754665	96754677	-	0.000	0.000	Merged-chr9-96754558-43
NR6837--MA1107.1.KLF9	chr10	95193991	95194003	-	0.000	0.000	Merged-chr10-95194130-23
NR1513--MA1107.1.KLF9	chr1	97613886	97613898	+	0.000	0.000	Merged-chr1-97613912-17
NR60215--MA0039.3.KLF4	chr8	88592925	88592935	-	0.000	0.000	Merged-chr8-88592850-20
NR13014--MA0657.1.KLF13	chr12	25155524	25155541	-	0.000	0.000	Merged-chr12-25155613-40
NR13020--MA1107.1.KLF9	chr12	25155528	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR56626--MA1107.1.KLF9	chr7	101466456	101466468	-	0.000	0.000	Merged-chr7-101466620-78
NR32903--MA0742.1.Klf12	chr2	25148131	25148145	+	0.000	0.000	Merged-chr2-25148103-14
NR38754--MA1107.1.KLF9	chr3	87840992	87841004	+	0.000	0.000	Merged-chr3-87841057-16
NR19331--MA1107.1.KLF9	chr14	60736371	60736383	-	0.000	0.000	Merged-chr14-60736285-1
NR15555--MA0742.1.Klf12	chr13	23551380	23551394	+	0.000	0.000	Merged-chr13-23551555-61
NR47844--MA0599.1.KLF5	chr5	112239641	112239650	-	0.000	0.000	Merged-chr5-112239781-12
NR12836--MA0493.1.Klf1	chr12	15811849	15811859	+	0.000	0.000	Merged-chr12-15811908-21
NR8973--MA1107.1.KLF9	chr11	34782601	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR47861--MA1107.1.KLF9	chr5	112239789	112239801	-	0.000	0.000	Merged-chr5-112239781-12
NR52582--MA0599.1.KLF5	chr6	119199126	119199135	+	0.000	0.000	Merged-chr6-119199024-52
NR9992--MA0741.1.KLF16	chr11	70622584	70622594	-	0.000	0.000	Merged-chr11-70622499-26
NR32906--MA0493.1.Klf1	chr2	25148131	25148141	+	0.000	0.000	Merged-chr2-25148103-14
NR19248--MA0493.1.Klf1	chr14	57769261	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR52578--MA0599.1.KLF5	chr6	119199105	119199114	+	0.000	0.000	Merged-chr6-119199024-52
NR8634--MA0493.1.Klf1	chr11	16987918	16987928	+	0.000	0.000	Merged-chr11-16987963-24
NR19697--MA0740.1.KLF14	chr14	75069086	75069099	+	0.000	0.000	Merged-chr14-75069229-133
NR19247--MA0742.1.Klf12	chr14	57769257	57769271	-	0.000	0.000	Merged-chr14-57769251-39
NR47849--MA0493.1.Klf1	chr5	112239641	112239651	-	0.000	0.000	Merged-chr5-112239781-12
NR903--MA0741.1.KLF16	chr1	66897061	66897071	+	0.000	0.000	Merged-chr1-66897217-4
NR10613--MA0599.1.KLF5	chr11	87595530	87595539	-	0.000	0.000	Merged-chr11-87595611-9
NR47857--MA0039.3.KLF4	chr5	112239780	112239790	-	0.000	0.000	Merged-chr5-112239781-12
NR9997--MA0741.1.KLF16	chr11	70622674	70622684	+	0.000	0.000	Merged-chr11-70622499-26
NR1064--MA0599.1.KLF5	chr1	75213253	75213262	-	0.000	0.000	Merged-chr1-75213327-22
NR6830--MA1107.1.KLF9	chr10	95009351	95009363	-	0.000	0.000	Merged-chr10-95009173-43
NR56625--MA0741.1.KLF16	chr7	101466457	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR65775--MA0493.1.Klf1	chrX	13552351	13552361	-	0.000	0.000	Merged-chrX-13552455-23
NR43753--MA0039.3.KLF4	chr4	129571818	129571828	-	0.000	0.000	Merged-chr4-129571823-22
NR67167--MA0493.1.Klf1	chrY	90799070	90799080	-	0.000	0.000	Merged-chrY-90799205-23
NR19698--MA0657.1.KLF13	chr14	75069085	75069102	+	0.000	0.000	Merged-chr14-75069229-133
NR30024--MA1107.1.KLF9	chr18	67882879	67882891	+	0.000	0.000	Merged-chr18-67882933-18
NR51090--MA0493.1.Klf1	chr6	50394125	50394135	-	0.000	0.000	Merged-chr6-50394261-50
NR908--MA0741.1.KLF16	chr1	66897066	66897076	+	0.000	0.000	Merged-chr1-66897217-4
NR49532--MA1107.1.KLF9	chr5	139290672	139290684	+	0.000	0.000	Merged-chr5-139290875-38
NR67168--MA0741.1.KLF16	chrY	90799069	90799079	-	0.000	0.000	Merged-chrY-90799205-23
NR43329--MA1107.1.KLF9	chr4	120053626	120053638	-	0.000	0.000	Merged-chr4-120053646-59
NR19330--MA0493.1.Klf1	chr14	60736373	60736383	-	0.000	0.000	Merged-chr14-60736285-1
NR13015--MA0742.1.Klf12	chr12	25155526	25155540	-	0.000	0.000	Merged-chr12-25155613-40
NR60708--MA0599.1.KLF5	chr8	111720414	111720423	+	0.000	0.000	Merged-chr8-111720342-23
NR32898--MA0039.3.KLF4	chr2	25148104	25148114	+	0.000	0.000	Merged-chr2-25148103-14
NR13019--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR63681--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR26170--MA0741.1.KLF16	chr17	23748258	23748268	+	0.000	0.000	Merged-chr17-23748319-15
NR43137--MA1107.1.KLF9	chr4	116185271	116185283	-	0.000	0.000	Merged-chr4-116185296-27
NR20954--MA0599.1.KLF5	chr15	31117642	31117651	-	0.000	0.000	Merged-chr15-31117559-26
NR53867--MA0599.1.KLF5	chr6	145249631	145249640	-	0.000	0.000	Merged-chr6-145249454-6
NR5838--MA0741.1.KLF16	chr10	77264472	77264482	+	0.000	0.000	Merged-chr10-77264465-20
NR49530--MA0741.1.KLF16	chr5	139290673	139290683	+	0.000	0.000	Merged-chr5-139290875-38
NR49569--MA1107.1.KLF9	chr5	139377603	139377615	-	0.000	0.000	Merged-chr5-139377554-24
NR47856--MA0599.1.KLF5	chr5	112239791	112239800	-	0.000	0.000	Merged-chr5-112239781-12
NR53866--MA1107.1.KLF9	chr6	145249540	145249552	-	0.000	0.000	Merged-chr6-145249454-6
NR8972--MA0493.1.Klf1	chr11	34782603	34782613	-	0.000	0.000	Merged-chr11-34782610-2
NR8971--MA0039.3.KLF4	chr11	34782601	34782611	-	0.000	0.000	Merged-chr11-34782610-2
NR17773--MA1107.1.KLF9	chr13	109239169	109239181	-	0.000	0.000	Merged-chr13-109239401-35
NR47580--MA0742.1.Klf12	chr5	105541185	105541199	+	0.000	0.000	Merged-chr5-105541026-23
NR47846--MA0039.3.KLF4	chr5	112239639	112239649	-	0.000	0.000	Merged-chr5-112239781-12
NR50288--MA1107.1.KLF9	chr5	149594186	149594198	+	0.000	0.000	Merged-chr5-149594297-11
