#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.up.bed
Merged-chr7-19824278-64	chr7	19823979	19824635	+	0.000	0.000	Merged-chr7-19824278-64
Merged-chr1-155223277-24	chr1	155223099	155223460	+	0.000	0.000	Merged-chr1-155223277-24
Merged-chr11-116012098-1	chr11	116012000	116012198	+	0.000	0.000	Merged-chr11-116012098-1
Merged-chr5-64811344-3	chr5	64811226	64811461	+	0.000	0.000	Merged-chr5-64811344-3
Merged-chr17-26069049-1	chr17	26068951	26069149	+	0.000	0.000	Merged-chr17-26069049-1
Merged-chr2-127788936-49	chr2	127788637	127789402	+	0.000	0.000	Merged-chr2-127788936-49
Merged-chr16-32419758-44	chr16	32419567	32419981	+	0.000	0.000	Merged-chr16-32419758-44
Merged-chr6-122557216-31	chr6	122556930	122557463	+	0.000	0.000	Merged-chr6-122557216-31
Merged-chr6-94682365-1	chr6	94682267	94682465	+	0.000	0.000	Merged-chr6-94682365-1
Merged-chr1-36911744-25	chr1	36911516	36912007	+	0.000	0.000	Merged-chr1-36911744-25
Merged-chr8-13199982-2	chr8	13199828	13200138	+	0.000	0.000	Merged-chr8-13199982-2
Merged-chr5-120746509-1	chr5	120746411	120746609	+	0.000	0.000	Merged-chr5-120746509-1
Merged-chr6-125271757-35	chr6	125271545	125272096	+	0.000	0.000	Merged-chr6-125271757-35
Merged-chr2-18984447-62	chr2	18984199	18984786	+	0.000	0.000	Merged-chr2-18984447-62
Merged-chr18-35822093-13	chr18	35821966	35822241	+	0.000	0.000	Merged-chr18-35822093-13
Merged-chr3-89906356-37	chr3	89906101	89906563	+	0.000	0.000	Merged-chr3-89906356-37
Merged-chr15-76723517-65	chr15	76723045	76723982	+	0.000	0.000	Merged-chr15-76723517-65
Merged-chr9-57148301-53	chr9	57148036	57148559	+	0.000	0.000	Merged-chr9-57148301-53
Merged-chr2-103629396-13	chr2	103629202	103629675	+	0.000	0.000	Merged-chr2-103629396-13
Merged-chr12-85486103-52	chr12	85485863	85486497	+	0.000	0.000	Merged-chr12-85486103-52
Merged-chr2-112833809-1	chr2	112833711	112833909	+	0.000	0.000	Merged-chr2-112833809-1
Merged-chr1-172623833-20	chr1	172623638	172624093	+	0.000	0.000	Merged-chr1-172623833-20
Merged-chr15-53129555-9	chr15	53129432	53129707	+	0.000	0.000	Merged-chr15-53129555-9
Merged-chr13-28959721-31	chr13	28959428	28959904	+	0.000	0.000	Merged-chr13-28959721-31
Merged-chr15-97665672-74	chr15	97665105	97666201	+	0.000	0.000	Merged-chr15-97665672-74
Merged-chr2-172848362-2	chr2	172848199	172848527	+	0.000	0.000	Merged-chr2-172848362-2
Merged-chr15-86064998-16	chr15	86064736	86065197	+	0.000	0.000	Merged-chr15-86064998-16
Merged-chr14-65357987-5	chr14	65357869	65358116	+	0.000	0.000	Merged-chr14-65357987-5
Merged-chr2-33203595-17	chr2	33203384	33203941	+	0.000	0.000	Merged-chr2-33203595-17
Merged-chr1-155227469-2	chr1	155227366	155227575	+	0.000	0.000	Merged-chr1-155227469-2
Merged-chr15-57695732-52	chr15	57695414	57695942	+	0.000	0.000	Merged-chr15-57695732-52
Merged-chr6-14000243-1	chr6	14000145	14000343	+	0.000	0.000	Merged-chr6-14000243-1
Merged-chr6-59451459-1	chr6	59451361	59451559	+	0.000	0.000	Merged-chr6-59451459-1
Merged-chr19-29193940-1	chr19	29193842	29194040	+	0.000	0.000	Merged-chr19-29193940-1
Merged-chr12-17728171-5	chr12	17728043	17728301	+	0.000	0.000	Merged-chr12-17728171-5
Merged-chr2-160944399-11	chr2	160944130	160944759	+	0.000	0.000	Merged-chr2-160944399-11
Merged-chr7-29134852-30	chr7	29134611	29135113	+	0.000	0.000	Merged-chr7-29134852-30
Merged-chr9-110896831-29	chr9	110896640	110897023	+	0.000	0.000	Merged-chr9-110896831-29
Merged-chr3-106482507-31	chr3	106482300	106482759	+	0.000	0.000	Merged-chr3-106482507-31
Merged-chr2-103601590-5	chr2	103601383	103601770	+	0.000	0.000	Merged-chr2-103601590-5
Merged-chr10-96622602-7	chr10	96622504	96622702	+	0.000	0.000	Merged-chr10-96622602-7
Merged-chr6-99402547-2	chr6	99402444	99402652	+	0.000	0.000	Merged-chr6-99402547-2
Merged-chr2-169504323-1	chr2	169504225	169504423	+	0.000	0.000	Merged-chr2-169504323-1
Merged-chr17-35295854-5	chr17	35295657	35296037	+	0.000	0.000	Merged-chr17-35295854-5
Merged-chr1-165661084-26	chr1	165660786	165661339	+	0.000	0.000	Merged-chr1-165661084-26
Merged-chr1-156660698-35	chr1	156660390	156660962	+	0.000	0.000	Merged-chr1-156660698-35
Merged-chr7-128398877-22	chr7	128398658	128399081	+	0.000	0.000	Merged-chr7-128398877-22
Merged-chr16-45346908-42	chr16	45346548	45347351	+	0.000	0.000	Merged-chr16-45346908-42
Merged-chr11-75416287-12	chr11	75416045	75416572	+	0.000	0.000	Merged-chr11-75416287-12
Merged-chr19-46518022-1	chr19	46517924	46518122	+	0.000	0.000	Merged-chr19-46518022-1
Merged-chr6-90819007-15	chr6	90818811	90819220	+	0.000	0.000	Merged-chr6-90819007-15
Merged-chr13-46798338-1	chr13	46798240	46798438	+	0.000	0.000	Merged-chr13-46798338-1
Merged-chr7-127841775-106	chr7	127841328	127842092	+	0.000	0.000	Merged-chr7-127841775-106
Merged-chr14-54398742-25	chr14	54398180	54399269	+	0.000	0.000	Merged-chr14-54398742-25
Merged-chr6-99429138-37	chr6	99428820	99429549	+	0.000	0.000	Merged-chr6-99429138-37
Merged-chr14-21076122-62	chr14	21075923	21076332	+	0.000	0.000	Merged-chr14-21076122-62
Merged-chr7-143053012-41	chr7	143052692	143053296	+	0.000	0.000	Merged-chr7-143053012-41
Merged-chr19-5803308-79	chr19	5802716	5803753	+	0.000	0.000	Merged-chr19-5803308-79
Merged-chr10-14046177-98	chr10	14045741	14046632	+	0.000	0.000	Merged-chr10-14046177-98
Merged-chr2-103547353-25	chr2	103547129	103547534	+	0.000	0.000	Merged-chr2-103547353-25
Merged-chr2-59645072-13	chr2	59644705	59645304	+	0.000	0.000	Merged-chr2-59645072-13
Merged-chr15-64206221-85	chr15	64205687	64206666	+	0.000	0.000	Merged-chr15-64206221-85
Merged-chr2-32236605-69	chr2	32236254	32237057	+	0.000	0.000	Merged-chr2-32236605-69
Merged-chr18-35837766-7	chr18	35837542	35837994	+	0.000	0.000	Merged-chr18-35837766-7
Merged-chr4-150371969-29	chr4	150371648	150372197	+	0.000	0.000	Merged-chr4-150371969-29
Merged-chr11-21688616-8	chr11	21688445	21688782	+	0.000	0.000	Merged-chr11-21688616-8
Merged-chr15-76818018-57	chr15	76817642	76818411	+	0.000	0.000	Merged-chr15-76818018-57
Merged-chr1-74068657-12	chr1	74068356	74068874	+	0.000	0.000	Merged-chr1-74068657-12
Merged-chr2-91444621-41	chr2	91444392	91444819	+	0.000	0.000	Merged-chr2-91444621-41
Merged-chr15-64279105-53	chr15	64278788	64279517	+	0.000	0.000	Merged-chr15-64279105-53
Merged-chr15-74709474-59	chr15	74709226	74709698	+	0.000	0.000	Merged-chr15-74709474-59
Merged-chr7-97085509-11	chr7	97085308	97085714	+	0.000	0.000	Merged-chr7-97085509-11
Merged-chr11-94265551-26	chr11	94265218	94265978	+	0.000	0.000	Merged-chr11-94265551-26
Merged-chr3-55520679-39	chr3	55520222	55521112	+	0.000	0.000	Merged-chr3-55520679-39
Merged-chr13-41634696-29	chr13	41634524	41634931	+	0.000	0.000	Merged-chr13-41634696-29
Merged-chr10-60371779-3	chr10	60371647	60371896	+	0.000	0.000	Merged-chr10-60371779-3
Merged-chr17-32350115-11	chr17	32349938	32350312	+	0.000	0.000	Merged-chr17-32350115-11
Merged-chr8-94919490-5	chr8	94919263	94919681	+	0.000	0.000	Merged-chr8-94919490-5
Merged-chr8-84745577-11	chr8	84745380	84745834	+	0.000	0.000	Merged-chr8-84745577-11
Merged-chr19-29270422-21	chr19	29270275	29270603	+	0.000	0.000	Merged-chr19-29270422-21
Merged-chr19-46471055-66	chr19	46470732	46471381	+	0.000	0.000	Merged-chr19-46471055-66
Merged-chr2-5025454-23	chr2	5025173	5025654	+	0.000	0.000	Merged-chr2-5025454-23
Merged-chr5-107190885-10	chr5	107190700	107191066	+	0.000	0.000	Merged-chr5-107190885-10
Merged-chr8-81860915-27	chr8	81860615	81861412	+	0.000	0.000	Merged-chr8-81860915-27
Merged-chr19-41848121-99	chr19	41847841	41848450	+	0.000	0.000	Merged-chr19-41848121-99
Merged-chr10-96716619-11	chr10	96716455	96716764	+	0.000	0.000	Merged-chr10-96716619-11
Merged-chr12-21112322-1	chr12	21112224	21112422	+	0.000	0.000	Merged-chr12-21112322-1
Merged-chr1-36273311-46	chr1	36272950	36273682	+	0.000	0.000	Merged-chr1-36273311-46
Merged-chr6-149393090-18	chr6	149392762	149393334	+	0.000	0.000	Merged-chr6-149393090-18
Merged-chr3-131107214-2	chr3	131107108	131107323	+	0.000	0.000	Merged-chr3-131107214-2
Merged-chr15-53328390-15	chr15	53328132	53328660	+	0.000	0.000	Merged-chr15-53328390-15
Merged-chr12-85973794-44	chr12	85973583	85974025	+	0.000	0.000	Merged-chr12-85973794-44
Merged-chr2-71874138-2	chr2	71874022	71874256	+	0.000	0.000	Merged-chr2-71874138-2
Merged-chr4-10874494-112	chr4	10874105	10874925	+	0.000	0.000	Merged-chr4-10874494-112
Merged-chr3-130936953-31	chr3	130936353	130937368	+	0.000	0.000	Merged-chr3-130936953-31
Merged-chr7-44247299-2	chr7	44247193	44247408	+	0.000	0.000	Merged-chr7-44247299-2
Merged-chr7-19819165-4	chr7	19818953	19819326	+	0.000	0.000	Merged-chr7-19819165-4
Merged-chrX-12203140-6	chrX	12202935	12203313	+	0.000	0.000	Merged-chrX-12203140-6
Merged-chr9-119978389-36	chr9	119978110	119978591	+	0.000	0.000	Merged-chr9-119978389-36
Merged-chr3-86110244-24	chr3	86110063	86110449	+	0.000	0.000	Merged-chr3-86110244-24
Merged-chr8-13200567-28	chr8	13200258	13200935	+	0.000	0.000	Merged-chr8-13200567-28
Merged-chr6-118018748-9	chr6	118018604	118018934	+	0.000	0.000	Merged-chr6-118018748-9
Merged-chr7-49494921-17	chr7	49494722	49495125	+	0.000	0.000	Merged-chr7-49494921-17
Merged-chr14-61818053-2	chr14	61817940	61818168	+	0.000	0.000	Merged-chr14-61818053-2
Merged-chr17-32350599-47	chr17	32350357	32350838	+	0.000	0.000	Merged-chr17-32350599-47
Merged-chr12-76886981-34	chr12	76886822	76887206	+	0.000	0.000	Merged-chr12-76886981-34
Merged-chr5-147066368-10	chr5	147066213	147066494	+	0.000	0.000	Merged-chr5-147066368-10
Merged-chr10-12607451-15	chr10	12607201	12607621	+	0.000	0.000	Merged-chr10-12607451-15
Merged-chr13-36198510-2	chr13	36198386	36198636	+	0.000	0.000	Merged-chr13-36198510-2
Merged-chr5-147052047-2	chr5	147051906	147052191	+	0.000	0.000	Merged-chr5-147052047-2
Merged-chr2-76255082-31	chr2	76254730	76255292	+	0.000	0.000	Merged-chr2-76255082-31
Merged-chr6-99395873-4	chr6	99395735	99396010	+	0.000	0.000	Merged-chr6-99395873-4
Merged-chr6-124740245-1	chr6	124740147	124740345	+	0.000	0.000	Merged-chr6-124740245-1
Merged-chr15-73591498-6	chr15	73591364	73591682	+	0.000	0.000	Merged-chr15-73591498-6
Merged-chr1-69638287-51	chr1	69637932	69638637	+	0.000	0.000	Merged-chr1-69638287-51
Merged-chr9-54699684-60	chr9	54699417	54699925	+	0.000	0.000	Merged-chr9-54699684-60
Merged-chr12-17505962-36	chr12	17505716	17506311	+	0.000	0.000	Merged-chr12-17505962-36
Merged-chr2-33370602-3	chr2	33370490	33370711	+	0.000	0.000	Merged-chr2-33370602-3
Merged-chr14-45102324-46	chr14	45102137	45102525	+	0.000	0.000	Merged-chr14-45102324-46
Merged-chr2-70931049-24	chr2	70930823	70931286	+	0.000	0.000	Merged-chr2-70931049-24
Merged-chr2-24642130-1	chr2	24642032	24642230	+	0.000	0.000	Merged-chr2-24642130-1
Merged-chr4-140776069-5	chr4	140775938	140776190	+	0.000	0.000	Merged-chr4-140776069-5
Merged-chr1-136018170-77	chr1	136017791	136018519	+	0.000	0.000	Merged-chr1-136018170-77
Merged-chr10-13974014-1	chr10	13973916	13974114	+	0.000	0.000	Merged-chr10-13974014-1
Merged-chr10-60370964-39	chr10	60370587	60371588	+	0.000	0.000	Merged-chr10-60370964-39
Merged-chr6-146430124-17	chr6	146429816	146430383	+	0.000	0.000	Merged-chr6-146430124-17
Merged-chr17-26069503-58	chr17	26069275	26069867	+	0.000	0.000	Merged-chr17-26069503-58
Merged-chr11-61685671-1	chr11	61685573	61685771	+	0.000	0.000	Merged-chr11-61685671-1
Merged-chr12-69295159-8	chr12	69295001	69295329	+	0.000	0.000	Merged-chr12-69295159-8
Merged-chr5-65832305-23	chr5	65832147	65832482	+	0.000	0.000	Merged-chr5-65832305-23
Merged-chr2-19388892-38	chr2	19388676	19389176	+	0.000	0.000	Merged-chr2-19388892-38
Merged-chr1-89071066-2	chr1	89070965	89071169	+	0.000	0.000	Merged-chr1-89071066-2
Merged-chr11-20553238-64	chr11	20552986	20553381	+	0.000	0.000	Merged-chr11-20553238-64
Merged-chr17-27702697-1	chr17	27702599	27702797	+	0.000	0.000	Merged-chr17-27702697-1
Merged-chr14-57749754-9	chr14	57749615	57749925	+	0.000	0.000	Merged-chr14-57749754-9
Merged-chrX-12135099-86	chrX	12134764	12135469	+	0.000	0.000	Merged-chrX-12135099-86
Merged-chr17-34932523-2	chr17	34932394	34932654	+	0.000	0.000	Merged-chr17-34932523-2
Merged-chr11-117870905-4	chr11	117870774	117871103	+	0.000	0.000	Merged-chr11-117870905-4
Merged-chr5-64375816-4	chr5	64375613	64376017	+	0.000	0.000	Merged-chr5-64375816-4
Merged-chr12-54205325-3	chr12	54205180	54205492	+	0.000	0.000	Merged-chr12-54205325-3
Merged-chr8-124663205-81	chr8	124662937	124663634	+	0.000	0.000	Merged-chr8-124663205-81
Merged-chr3-97237606-6	chr3	97237405	97237826	+	0.000	0.000	Merged-chr3-97237606-6
Merged-chr7-51879410-58	chr7	51879187	51879695	+	0.000	0.000	Merged-chr7-51879410-58
Merged-chr8-81558760-48	chr8	81558537	81558985	+	0.000	0.000	Merged-chr8-81558760-48
Merged-chr10-13970545-12	chr10	13970379	13970743	+	0.000	0.000	Merged-chr10-13970545-12
Merged-chr2-93470226-10	chr2	93470040	93470395	+	0.000	0.000	Merged-chr2-93470226-10
Merged-chr8-3221344-66	chr8	3221023	3221631	+	0.000	0.000	Merged-chr8-3221344-66
Merged-chr15-101247222-5	chr15	101247083	101247424	+	0.000	0.000	Merged-chr15-101247222-5
Merged-chr19-46452704-8	chr19	46452504	46452928	+	0.000	0.000	Merged-chr19-46452704-8
Merged-chr16-20693394-48	chr16	20693155	20693598	+	0.000	0.000	Merged-chr16-20693394-48
Merged-chr7-97066863-6	chr7	97066661	97067048	+	0.000	0.000	Merged-chr7-97066863-6
Merged-chr4-134767796-55	chr4	134767417	134768166	+	0.000	0.000	Merged-chr4-134767796-55
Merged-chr15-36415862-35	chr15	36415531	36416129	+	0.000	0.000	Merged-chr15-36415862-35
Merged-chr4-119415497-57	chr4	119415276	119415782	+	0.000	0.000	Merged-chr4-119415497-57
Merged-chr2-75938366-51	chr2	75938149	75938674	+	0.000	0.000	Merged-chr2-75938366-51
Merged-chr16-57167122-88	chr16	57166944	57167453	+	0.000	0.000	Merged-chr16-57167122-88
Merged-chr6-128788729-15	chr6	128788491	128789047	+	0.000	0.000	Merged-chr6-128788729-15
Merged-chr14-122191173-22	chr14	122190963	122191393	+	0.000	0.000	Merged-chr14-122191173-22
Merged-chr4-137899052-12	chr4	137898657	137899441	+	0.000	0.000	Merged-chr4-137899052-12
Merged-chr10-80929752-196	chr10	80928636	80930574	+	0.000	0.000	Merged-chr10-80929752-196
Merged-chr16-17257463-2	chr16	17257347	17257581	+	0.000	0.000	Merged-chr16-17257463-2
Merged-chr11-19998211-11	chr11	19998047	19998418	+	0.000	0.000	Merged-chr11-19998211-11
Merged-chr10-99284943-24	chr10	99284732	99285148	+	0.000	0.000	Merged-chr10-99284943-24
Merged-chr19-3851775-57	chr19	3851522	3852073	+	0.000	0.000	Merged-chr19-3851775-57
Merged-chr4-95693766-3	chr4	95693591	95693908	+	0.000	0.000	Merged-chr4-95693766-3
Merged-chr10-95973477-5	chr10	95973362	95973599	+	0.000	0.000	Merged-chr10-95973477-5
Merged-chr6-146500519-4	chr6	146500306	146500799	+	0.000	0.000	Merged-chr6-146500519-4
Merged-chr13-36116918-2	chr13	36116757	36117081	+	0.000	0.000	Merged-chr13-36116918-2
Merged-chr19-46057333-4	chr19	46057133	46057571	+	0.000	0.000	Merged-chr19-46057333-4
Merged-chr6-146514495-1	chr6	146514397	146514595	+	0.000	0.000	Merged-chr6-146514495-1
Merged-chrX-73930855-8	chrX	73930613	73931015	+	0.000	0.000	Merged-chrX-73930855-8
Merged-chr2-76338983-25	chr2	76338578	76339508	+	0.000	0.000	Merged-chr2-76338983-25
Merged-chr7-29155569-4	chr7	29155458	29155696	+	0.000	0.000	Merged-chr7-29155569-4
Merged-chr17-47234560-18	chr17	47234325	47234823	+	0.000	0.000	Merged-chr17-47234560-18
Merged-chr10-63377660-26	chr10	63377459	63377887	+	0.000	0.000	Merged-chr10-63377660-26
Merged-chr3-106493265-20	chr3	106492830	106493594	+	0.000	0.000	Merged-chr3-106493265-20
Merged-chr11-73019652-4	chr11	73019511	73019782	+	0.000	0.000	Merged-chr11-73019652-4
Merged-chr7-68061621-1	chr7	68061523	68061721	+	0.000	0.000	Merged-chr7-68061621-1
Merged-chr1-138251251-10	chr1	138250992	138251422	+	0.000	0.000	Merged-chr1-138251251-10
Merged-chr14-61673418-8	chr14	61673232	61673594	+	0.000	0.000	Merged-chr14-61673418-8
Merged-chr19-6067644-87	chr19	6066982	6068099	+	0.000	0.000	Merged-chr19-6067644-87
Merged-chr3-110237674-1	chr3	110237576	110237774	+	0.000	0.000	Merged-chr3-110237674-1
Merged-chr15-58214039-16	chr15	58213854	58214279	+	0.000	0.000	Merged-chr15-58214039-16
Merged-chr17-31073520-38	chr17	31073331	31073750	+	0.000	0.000	Merged-chr17-31073520-38
Merged-chr5-65795420-10	chr5	65795067	65795719	+	0.000	0.000	Merged-chr5-65795420-10
Merged-chr15-86051383-21	chr15	86051213	86051609	+	0.000	0.000	Merged-chr15-86051383-21
Merged-chr5-35884735-14	chr5	35884371	35884996	+	0.000	0.000	Merged-chr5-35884735-14
Merged-chr6-48047519-4	chr6	48047304	48047794	+	0.000	0.000	Merged-chr6-48047519-4
Merged-chr1-92148662-9	chr1	92148413	92148841	+	0.000	0.000	Merged-chr1-92148662-9
Merged-chr14-57746158-94	chr14	57745637	57746566	+	0.000	0.000	Merged-chr14-57746158-94
Merged-chr12-21111688-87	chr12	21111193	21112084	+	0.000	0.000	Merged-chr12-21111688-87
Merged-chr17-26012151-57	chr17	26011984	26012343	+	0.000	0.000	Merged-chr17-26012151-57
Merged-chr15-53144831-1	chr15	53144733	53144931	+	0.000	0.000	Merged-chr15-53144831-1
Merged-chr9-57439925-69	chr9	57439629	57440225	+	0.000	0.000	Merged-chr9-57439925-69
Merged-chr15-93514141-31	chr15	93513938	93514294	+	0.000	0.000	Merged-chr15-93514141-31
Merged-chr4-149914394-27	chr4	149913817	149915021	+	0.000	0.000	Merged-chr4-149914394-27
Merged-chr4-152140751-7	chr4	152140631	152140901	+	0.000	0.000	Merged-chr4-152140751-7
Merged-chr13-43785178-35	chr13	43784909	43785410	+	0.000	0.000	Merged-chr13-43785178-35
Merged-chr4-137866445-39	chr4	137866257	137866600	+	0.000	0.000	Merged-chr4-137866445-39
Merged-chr5-65823803-13	chr5	65823529	65824007	+	0.000	0.000	Merged-chr5-65823803-13
Merged-chr14-69805276-121	chr14	69804729	69805732	+	0.000	0.000	Merged-chr14-69805276-121
Merged-chr10-96015913-48	chr10	96015619	96016121	+	0.000	0.000	Merged-chr10-96015913-48
Merged-chr15-53128764-16	chr15	53128537	53128979	+	0.000	0.000	Merged-chr15-53128764-16
Merged-chr1-40270679-1	chr1	40270581	40270779	+	0.000	0.000	Merged-chr1-40270679-1
Merged-chr16-76416397-52	chr16	76416039	76416774	+	0.000	0.000	Merged-chr16-76416397-52
Merged-chr19-57361016-100	chr19	57360537	57361336	+	0.000	0.000	Merged-chr19-57361016-100
Merged-chr2-61593525-121	chr2	61593246	61593763	+	0.000	0.000	Merged-chr2-61593525-121
Merged-chr11-113786064-7	chr11	113785876	113786274	+	0.000	0.000	Merged-chr11-113786064-7
Merged-chr1-60979583-29	chr1	60979132	60980050	+	0.000	0.000	Merged-chr1-60979583-29
Merged-chr12-36474390-19	chr12	36474139	36474694	+	0.000	0.000	Merged-chr12-36474390-19
Merged-chr6-129241948-1	chr6	129241850	129242048	+	0.000	0.000	Merged-chr6-129241948-1
Merged-chr4-137836034-23	chr4	137835810	137836220	+	0.000	0.000	Merged-chr4-137836034-23
Merged-chr8-84811046-12	chr8	84810789	84811225	+	0.000	0.000	Merged-chr8-84811046-12
Merged-chr6-146514748-15	chr6	146514609	146514896	+	0.000	0.000	Merged-chr6-146514748-15
Merged-chrX-167330775-21	chrX	167330355	167331218	+	0.000	0.000	Merged-chrX-167330775-21
Merged-chr8-34735280-15	chr8	34735077	34735460	+	0.000	0.000	Merged-chr8-34735280-15
Merged-chr12-85478872-23	chr12	85478553	85479081	+	0.000	0.000	Merged-chr12-85478872-23
Merged-chr1-128830861-23	chr1	128830689	128831021	+	0.000	0.000	Merged-chr1-128830861-23
Merged-chr2-6396232-31	chr2	6396006	6396491	+	0.000	0.000	Merged-chr2-6396232-31
Merged-chr2-6462544-11	chr2	6462341	6462726	+	0.000	0.000	Merged-chr2-6462544-11
Merged-chr12-103348740-28	chr12	103348485	103348930	+	0.000	0.000	Merged-chr12-103348740-28
Merged-chr5-65901111-39	chr5	65900882	65901364	+	0.000	0.000	Merged-chr5-65901111-39
Merged-chr17-5976563-19	chr17	5976306	5976741	+	0.000	0.000	Merged-chr17-5976563-19
Merged-chr13-112425641-6	chr13	112425504	112425780	+	0.000	0.000	Merged-chr13-112425641-6
Merged-chr3-101021313-57	chr3	101020929	101021978	+	0.000	0.000	Merged-chr3-101021313-57
Merged-chr3-51935087-24	chr3	51934845	51935282	+	0.000	0.000	Merged-chr3-51935087-24
Merged-chr9-123252996-28	chr9	123252812	123253223	+	0.000	0.000	Merged-chr9-123252996-28
Merged-chr16-30600672-7	chr16	30600490	30600906	+	0.000	0.000	Merged-chr16-30600672-7
Merged-chr19-17296295-2	chr19	17296192	17296400	+	0.000	0.000	Merged-chr19-17296295-2
Merged-chr1-155196106-8	chr1	155195925	155196236	+	0.000	0.000	Merged-chr1-155196106-8
Merged-chr7-143784213-40	chr7	143783990	143784473	+	0.000	0.000	Merged-chr7-143784213-40
Merged-chr11-117878483-30	chr11	117878242	117878738	+	0.000	0.000	Merged-chr11-117878483-30
Merged-chr6-128902189-21	chr6	128901951	128902406	+	0.000	0.000	Merged-chr6-128902189-21
Merged-chr12-85664426-3	chr12	85664309	85664548	+	0.000	0.000	Merged-chr12-85664426-3
Merged-chr10-13997476-24	chr10	13997070	13997675	+	0.000	0.000	Merged-chr10-13997476-24
Merged-chr6-146371835-1	chr6	146371737	146371935	+	0.000	0.000	Merged-chr6-146371835-1
Merged-chr10-14042980-37	chr10	14042638	14043373	+	0.000	0.000	Merged-chr10-14042980-37
Merged-chr11-102393451-21	chr11	102393136	102393815	+	0.000	0.000	Merged-chr11-102393451-21
Merged-chr8-46398526-1	chr8	46398428	46398626	+	0.000	0.000	Merged-chr8-46398526-1
Merged-chr2-157641160-5	chr2	157641029	157641310	+	0.000	0.000	Merged-chr2-157641160-5
Merged-chr15-76091607-23	chr15	76091284	76091849	+	0.000	0.000	Merged-chr15-76091607-23
Merged-chr2-165791940-3	chr2	165791839	165792045	+	0.000	0.000	Merged-chr2-165791940-3
Merged-chr9-66680312-15	chr9	66680126	66680543	+	0.000	0.000	Merged-chr9-66680312-15
Merged-chr9-96646706-23	chr9	96646169	96647024	+	0.000	0.000	Merged-chr9-96646706-23
Merged-chr10-13475400-5	chr10	13475257	13475631	+	0.000	0.000	Merged-chr10-13475400-5
Merged-chr18-35850892-1	chr18	35850794	35850992	+	0.000	0.000	Merged-chr18-35850892-1
Merged-chr10-78465004-63	chr10	78464722	78465266	+	0.000	0.000	Merged-chr10-78465004-63
Merged-chrX-57185087-24	chrX	57184928	57185294	+	0.000	0.000	Merged-chrX-57185087-24
Merged-chr12-16136516-15	chr12	16136323	16136710	+	0.000	0.000	Merged-chr12-16136516-15
Merged-chr6-99252101-10	chr6	99251928	99252330	+	0.000	0.000	Merged-chr6-99252101-10
Merged-chr2-6279551-29	chr2	6279076	6280078	+	0.000	0.000	Merged-chr2-6279551-29
Merged-chr16-30676152-12	chr16	30675967	30676309	+	0.000	0.000	Merged-chr16-30676152-12
Merged-chr9-61914606-58	chr9	61914358	61914937	+	0.000	0.000	Merged-chr9-61914606-58
Merged-chr17-32951665-11	chr17	32951466	32951880	+	0.000	0.000	Merged-chr17-32951665-11
Merged-chr11-94601858-52	chr11	94601585	94602175	+	0.000	0.000	Merged-chr11-94601858-52
Merged-chr8-111568252-1	chr8	111568154	111568352	+	0.000	0.000	Merged-chr8-111568252-1
Merged-chr18-61203937-17	chr18	61203761	61204224	+	0.000	0.000	Merged-chr18-61203937-17
Merged-chr6-48770076-1	chr6	48769978	48770176	+	0.000	0.000	Merged-chr6-48770076-1
Merged-chr11-69416256-2	chr11	69416141	69416373	+	0.000	0.000	Merged-chr11-69416256-2
Merged-chr15-36282090-18	chr15	36281858	36282352	+	0.000	0.000	Merged-chr15-36282090-18
Merged-chr16-20395593-4	chr16	20395447	20395729	+	0.000	0.000	Merged-chr16-20395593-4
Merged-chr17-32944718-11	chr17	32944569	32944836	+	0.000	0.000	Merged-chr17-32944718-11
Merged-chr18-34888660-2	chr18	34888562	34888760	+	0.000	0.000	Merged-chr18-34888660-2
Merged-chr10-12614708-18	chr10	12614420	12615023	+	0.000	0.000	Merged-chr10-12614708-18
Merged-chr6-146490202-38	chr6	146489793	146490595	+	0.000	0.000	Merged-chr6-146490202-38
Merged-chr17-6008372-53	chr17	6007965	6008654	+	0.000	0.000	Merged-chr17-6008372-53
Merged-chr11-115628140-53	chr11	115627957	115628343	+	0.000	0.000	Merged-chr11-115628140-53
Merged-chr11-69418987-65	chr11	69418682	69419372	+	0.000	0.000	Merged-chr11-69418987-65
Merged-chr7-44895929-62	chr7	44895714	44896133	+	0.000	0.000	Merged-chr7-44895929-62
Merged-chr15-39905299-27	chr15	39904975	39905631	+	0.000	0.000	Merged-chr15-39905299-27
Merged-chr16-57391412-52	chr16	57391297	57391531	+	0.000	0.000	Merged-chr16-57391412-52
Merged-chr1-112745403-1	chr1	112745305	112745503	+	0.000	0.000	Merged-chr1-112745403-1
Merged-chr7-143666979-29	chr7	143666815	143667200	+	0.000	0.000	Merged-chr7-143666979-29
Merged-chr1-40085963-65	chr1	40085564	40086293	+	0.000	0.000	Merged-chr1-40085963-65
Merged-chr13-74009522-65	chr13	74009243	74009867	+	0.000	0.000	Merged-chr13-74009522-65
Merged-chr9-61668916-18	chr9	61668749	61669068	+	0.000	0.000	Merged-chr9-61668916-18
