#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed
Merged-chr11-52224357-50	chr11	52224032	52224648	+	0.000	0.000	Merged-chr11-52224357-50
Merged-chr17-84330474-94	chr17	84329876	84330945	+	0.000	0.000	Merged-chr17-84330474-94
Merged-chr3-101110048-73	chr3	101109615	101110519	+	0.000	0.000	Merged-chr3-101110048-73
Merged-chr16-75606521-15	chr16	75606334	75606714	+	0.000	0.000	Merged-chr16-75606521-15
Merged-chr1-131074363-6	chr1	131074153	131074562	+	0.000	0.000	Merged-chr1-131074363-6
Merged-chr2-93453957-7	chr2	93453820	93454128	+	0.000	0.000	Merged-chr2-93453957-7
Merged-chr4-150545055-50	chr4	150544831	150545246	+	0.000	0.000	Merged-chr4-150545055-50
Merged-chr13-109646929-2	chr13	109646796	109647065	+	0.000	0.000	Merged-chr13-109646929-2
Merged-chr16-90312588-7	chr16	90312403	90312810	+	0.000	0.000	Merged-chr16-90312588-7
Merged-chr15-96543525-72	chr15	96543280	96543827	+	0.000	0.000	Merged-chr15-96543525-72
Merged-chr1-40210867-7	chr1	40210620	40211023	+	0.000	0.000	Merged-chr1-40210867-7
Merged-chr11-22839667-4	chr11	22839542	22839815	+	0.000	0.000	Merged-chr11-22839667-4
Merged-chr9-101076730-24	chr9	101076501	101077066	+	0.000	0.000	Merged-chr9-101076730-24
Merged-chr11-4340171-6	chr11	4340005	4340448	+	0.000	0.000	Merged-chr11-4340171-6
Merged-chr7-143624807-1	chr7	143624709	143624907	+	0.000	0.000	Merged-chr7-143624807-1
Merged-chr16-36057150-3	chr16	36057052	36057250	+	0.000	0.000	Merged-chr16-36057150-3
Merged-chr10-18191943-2	chr10	18191831	18192057	+	0.000	0.000	Merged-chr10-18191943-2
Merged-chr3-87389051-8	chr3	87388722	87389316	+	0.000	0.000	Merged-chr3-87389051-8
Merged-chr4-32179914-44	chr4	32179707	32180111	+	0.000	0.000	Merged-chr4-32179914-44
Merged-chr6-6225651-1	chr6	6225553	6225751	+	0.000	0.000	Merged-chr6-6225651-1
Merged-chr17-83364959-1	chr17	83364861	83365059	+	0.000	0.000	Merged-chr17-83364959-1
Merged-chr2-120561719-10	chr2	120561544	120561953	+	0.000	0.000	Merged-chr2-120561719-10
Merged-chr13-91541138-52	chr13	91540842	91541373	+	0.000	0.000	Merged-chr13-91541138-52
Merged-chr5-110544464-8	chr5	110544184	110544721	+	0.000	0.000	Merged-chr5-110544464-8
Merged-chr4-136117195-10	chr4	136117011	136117482	+	0.000	0.000	Merged-chr4-136117195-10
Merged-chr3-121478757-1	chr3	121478659	121478857	+	0.000	0.000	Merged-chr3-121478757-1
Merged-chr7-79447631-31	chr7	79447206	79447978	+	0.000	0.000	Merged-chr7-79447631-31
Merged-chr7-132317352-2	chr7	132317167	132317539	+	0.000	0.000	Merged-chr7-132317352-2
Merged-chr2-112555815-4	chr2	112555693	112555938	+	0.000	0.000	Merged-chr2-112555815-4
Merged-chr2-62390818-100	chr2	62390239	62391312	+	0.000	0.000	Merged-chr2-62390818-100
Merged-chr1-192536022-1	chr1	192535924	192536122	+	0.000	0.000	Merged-chr1-192536022-1
Merged-chr7-16198787-4	chr7	16198580	16198955	+	0.000	0.000	Merged-chr7-16198787-4
Merged-chr4-128729726-2	chr4	128729619	128729836	+	0.000	0.000	Merged-chr4-128729726-2
Merged-chr9-123237868-11	chr9	123237665	123238021	+	0.000	0.000	Merged-chr9-123237868-11
Merged-chr10-7816759-33	chr10	7816513	7817016	+	0.000	0.000	Merged-chr10-7816759-33
Merged-chr10-14018063-54	chr10	14017726	14018615	+	0.000	0.000	Merged-chr10-14018063-54
Merged-chr6-65817899-1	chr6	65817801	65817999	+	0.000	0.000	Merged-chr6-65817899-1
Merged-chr17-56289493-28	chr17	56289231	56289674	+	0.000	0.000	Merged-chr17-56289493-28
Merged-chr16-35769198-96	chr16	35768387	35769707	+	0.000	0.000	Merged-chr16-35769198-96
Merged-chr10-12823956-45	chr10	12823694	12824209	+	0.000	0.000	Merged-chr10-12823956-45
Merged-chr3-51906016-20	chr3	51905767	51906270	+	0.000	0.000	Merged-chr3-51906016-20
Merged-chr2-170127658-5	chr2	170127444	170127810	+	0.000	0.000	Merged-chr2-170127658-5
Merged-chr12-16133558-59	chr12	16133177	16133934	+	0.000	0.000	Merged-chr12-16133558-59
Merged-chr6-17696709-3	chr6	17696604	17696823	+	0.000	0.000	Merged-chr6-17696709-3
Merged-chr7-24365036-5	chr7	24364897	24365179	+	0.000	0.000	Merged-chr7-24365036-5
Merged-chr12-8974083-47	chr12	8973859	8974314	+	0.000	0.000	Merged-chr12-8974083-47
Merged-chr7-80027845-1	chr7	80027747	80027945	+	0.000	0.000	Merged-chr7-80027845-1
Merged-chr4-150519164-27	chr4	150518971	150519354	+	0.000	0.000	Merged-chr4-150519164-27
Merged-chr18-79257508-110	chr18	79257201	79257744	+	0.000	0.000	Merged-chr18-79257508-110
Merged-chr13-110044092-2	chr13	110043987	110044199	+	0.000	0.000	Merged-chr13-110044092-2
Merged-chr11-70605299-15	chr11	70605110	70605507	+	0.000	0.000	Merged-chr11-70605299-15
Merged-chr8-61480025-26	chr8	61479812	61480242	+	0.000	0.000	Merged-chr8-61480025-26
Merged-chr18-35817696-3	chr18	35817552	35817875	+	0.000	0.000	Merged-chr18-35817696-3
Merged-chr9-102835165-61	chr9	102834947	102835517	+	0.000	0.000	Merged-chr9-102835165-61
Merged-chr2-135891354-60	chr2	135890945	135891686	+	0.000	0.000	Merged-chr2-135891354-60
Merged-chr1-98094750-5	chr1	98094556	98094905	+	0.000	0.000	Merged-chr1-98094750-5
Merged-chr15-85042702-72	chr15	85042451	85042957	+	0.000	0.000	Merged-chr15-85042702-72
Merged-chr2-130450157-78	chr2	130449850	130450454	+	0.000	0.000	Merged-chr2-130450157-78
Merged-chr1-52501998-15	chr1	52501771	52502281	+	0.000	0.000	Merged-chr1-52501998-15
Merged-chr15-79740875-4	chr15	79740692	79741015	+	0.000	0.000	Merged-chr15-79740875-4
Merged-chr1-94376031-2	chr1	94375922	94376142	+	0.000	0.000	Merged-chr1-94376031-2
Merged-chr14-45094844-23	chr14	45094608	45095109	+	0.000	0.000	Merged-chr14-45094844-23
Merged-chr10-18210911-13	chr10	18210775	18211054	+	0.000	0.000	Merged-chr10-18210911-13
Merged-chr16-57491992-26	chr16	57491800	57492184	+	0.000	0.000	Merged-chr16-57491992-26
Merged-chr2-28536150-1	chr2	28536052	28536250	+	0.000	0.000	Merged-chr2-28536150-1
Merged-chr11-99155104-54	chr11	99154465	99155357	+	0.000	0.000	Merged-chr11-99155104-54
Merged-chr9-94622098-10	chr9	94621813	94622337	+	0.000	0.000	Merged-chr9-94622098-10
Merged-chr6-34364838-25	chr6	34364576	34365158	+	0.000	0.000	Merged-chr6-34364838-25
Merged-chr13-112288360-131	chr13	112287785	112288883	+	0.000	0.000	Merged-chr13-112288360-131
Merged-chrX-134804510-14	chrX	134804220	134804709	+	0.000	0.000	Merged-chrX-134804510-14
Merged-chr8-71570300-102	chr8	71570074	71570776	+	0.000	0.000	Merged-chr8-71570300-102
Merged-chr4-148041532-21	chr4	148041118	148041928	+	0.000	0.000	Merged-chr4-148041532-21
Merged-chrX-37084674-2	chrX	37084523	37084828	+	0.000	0.000	Merged-chrX-37084674-2
Merged-chr1-58421250-1	chr1	58421152	58421350	+	0.000	0.000	Merged-chr1-58421250-1
Merged-chr17-28697968-89	chr17	28697375	28698504	+	0.000	0.000	Merged-chr17-28697968-89
Merged-chr10-99203814-2	chr10	99203678	99203953	+	0.000	0.000	Merged-chr10-99203814-2
Merged-chr9-114468375-1	chr9	114468277	114468475	+	0.000	0.000	Merged-chr9-114468375-1
Merged-chr19-29252593-51	chr19	29251917	29253174	+	0.000	0.000	Merged-chr19-29252593-51
Merged-chr12-105722863-24	chr12	105722596	105723071	+	0.000	0.000	Merged-chr12-105722863-24
Merged-chr8-45333167-99	chr8	45332809	45333522	+	0.000	0.000	Merged-chr8-45333167-99
Merged-chr1-181227991-11	chr1	181227849	181228166	+	0.000	0.000	Merged-chr1-181227991-11
Merged-chr16-90143761-94	chr16	90143394	90144135	+	0.000	0.000	Merged-chr16-90143761-94
Merged-chr13-95325062-90	chr13	95324264	95325528	+	0.000	0.000	Merged-chr13-95325062-90
Merged-chr13-92631056-1	chr13	92630958	92631156	+	0.000	0.000	Merged-chr13-92631056-1
Merged-chr12-116011021-26	chr12	116010776	116011281	+	0.000	0.000	Merged-chr12-116011021-26
Merged-chr9-77806830-39	chr9	77806620	77807126	+	0.000	0.000	Merged-chr9-77806830-39
Merged-chrX-11807540-17	chrX	11807266	11807866	+	0.000	0.000	Merged-chrX-11807540-17
Merged-chr2-170185265-1	chr2	170185167	170185365	+	0.000	0.000	Merged-chr2-170185265-1
Merged-chr14-55617983-9	chr14	55617817	55618141	+	0.000	0.000	Merged-chr14-55617983-9
Merged-chr14-31383444-4	chr14	31383283	31383600	+	0.000	0.000	Merged-chr14-31383444-4
Merged-chr2-26235322-12	chr2	26235146	26235464	+	0.000	0.000	Merged-chr2-26235322-12
Merged-chr6-37147565-6	chr6	37147413	37147746	+	0.000	0.000	Merged-chr6-37147565-6
Merged-chr1-172619365-26	chr1	172619138	172619624	+	0.000	0.000	Merged-chr1-172619365-26
Merged-chr8-84759322-6	chr8	84759133	84759497	+	0.000	0.000	Merged-chr8-84759322-6
Merged-chr15-27948126-6	chr15	27947965	27948331	+	0.000	0.000	Merged-chr15-27948126-6
Merged-chr10-20865092-37	chr10	20864878	20865406	+	0.000	0.000	Merged-chr10-20865092-37
Merged-chr4-150583490-1	chr4	150583392	150583590	+	0.000	0.000	Merged-chr4-150583490-1
Merged-chr12-3823687-29	chr12	3823424	3824056	+	0.000	0.000	Merged-chr12-3823687-29
Merged-chr11-60108750-22	chr11	60108570	60108973	+	0.000	0.000	Merged-chr11-60108750-22
Merged-chr3-101020501-1	chr3	101020403	101020601	+	0.000	0.000	Merged-chr3-101020501-1
Merged-chr18-15246537-6	chr18	15246312	15246752	+	0.000	0.000	Merged-chr18-15246537-6
Merged-chr11-75869176-1	chr11	75869078	75869276	+	0.000	0.000	Merged-chr11-75869176-1
Merged-chr7-6171456-1	chr7	6171358	6171556	+	0.000	0.000	Merged-chr7-6171456-1
Merged-chr3-94953335-6	chr3	94953237	94953435	+	0.000	0.000	Merged-chr3-94953335-6
Merged-chr3-121982250-28	chr3	121982001	121982453	+	0.000	0.000	Merged-chr3-121982250-28
Merged-chrX-152342586-50	chrX	152342350	152342816	+	0.000	0.000	Merged-chrX-152342586-50
Merged-chr14-31830494-112	chr14	31830270	31830963	+	0.000	0.000	Merged-chr14-31830494-112
Merged-chr10-68136775-17	chr10	68136560	68136994	+	0.000	0.000	Merged-chr10-68136775-17
Merged-chr2-146498425-8	chr2	146498163	146498646	+	0.000	0.000	Merged-chr2-146498425-8
Merged-chr1-94040599-7	chr1	94040485	94040715	+	0.000	0.000	Merged-chr1-94040599-7
Merged-chr5-134551020-1	chr5	134550922	134551120	+	0.000	0.000	Merged-chr5-134551020-1
Merged-chr9-123366078-3	chr9	123365920	123366281	+	0.000	0.000	Merged-chr9-123366078-3
Merged-chr16-76337291-62	chr16	76337040	76337718	+	0.000	0.000	Merged-chr16-76337291-62
Merged-chr1-127304219-34	chr1	127303763	127304635	+	0.000	0.000	Merged-chr1-127304219-34
Merged-chr4-148774974-1	chr4	148774876	148775074	+	0.000	0.000	Merged-chr4-148774974-1
Merged-chr1-155646912-20	chr1	155646660	155647216	+	0.000	0.000	Merged-chr1-155646912-20
Merged-chr9-114481135-6	chr9	114480943	114481283	+	0.000	0.000	Merged-chr9-114481135-6
Merged-chr12-75595389-3	chr12	75595239	75595582	+	0.000	0.000	Merged-chr12-75595389-3
Merged-chr1-165775812-17	chr1	165775588	165775979	+	0.000	0.000	Merged-chr1-165775812-17
Merged-chr10-93145272-19	chr10	93144983	93145501	+	0.000	0.000	Merged-chr10-93145272-19
Merged-chr10-13424690-40	chr10	13424410	13424911	+	0.000	0.000	Merged-chr10-13424690-40
Merged-chr1-131084568-3	chr1	131084348	131084800	+	0.000	0.000	Merged-chr1-131084568-3
Merged-chrX-11752677-1	chrX	11752579	11752777	+	0.000	0.000	Merged-chrX-11752677-1
Merged-chr14-78435284-73	chr14	78434834	78435695	+	0.000	0.000	Merged-chr14-78435284-73
Merged-chr11-54973823-46	chr11	54973472	54974169	+	0.000	0.000	Merged-chr11-54973823-46
Merged-chr1-155140247-32	chr1	155140043	155140459	+	0.000	0.000	Merged-chr1-155140247-32
Merged-chr2-155673832-12	chr2	155673643	155673977	+	0.000	0.000	Merged-chr2-155673832-12
Merged-chr7-16205032-23	chr7	16204861	16205326	+	0.000	0.000	Merged-chr7-16205032-23
Merged-chr7-110768982-63	chr7	110768504	110769589	+	0.000	0.000	Merged-chr7-110768982-63
Merged-chr7-83654975-2	chr7	83654877	83655075	+	0.000	0.000	Merged-chr7-83654975-2
Merged-chr11-52284254-21	chr11	52283826	52284506	+	0.000	0.000	Merged-chr11-52284254-21
Merged-chr11-96058605-21	chr11	96058329	96058872	+	0.000	0.000	Merged-chr11-96058605-21
Merged-chrX-136616157-16	chrX	136615958	136616372	+	0.000	0.000	Merged-chrX-136616157-16
Merged-chr18-61400402-28	chr18	61400217	61400610	+	0.000	0.000	Merged-chr18-61400402-28
Merged-chr15-41774592-35	chr15	41774328	41775127	+	0.000	0.000	Merged-chr15-41774592-35
Merged-chr12-82189683-54	chr12	82189182	82190036	+	0.000	0.000	Merged-chr12-82189683-54
Merged-chr6-144773768-18	chr6	144773414	144773992	+	0.000	0.000	Merged-chr6-144773768-18
Merged-chr18-80417131-11	chr18	80416843	80417311	+	0.000	0.000	Merged-chr18-80417131-11
Merged-chr2-170219301-96	chr2	170218924	170219726	+	0.000	0.000	Merged-chr2-170219301-96
Merged-chr1-64136457-23	chr1	64136143	64136764	+	0.000	0.000	Merged-chr1-64136457-23
Merged-chr11-22883116-10	chr11	22882827	22883392	+	0.000	0.000	Merged-chr11-22883116-10
Merged-chr1-138542700-22	chr1	138542351	138542976	+	0.000	0.000	Merged-chr1-138542700-22
Merged-chr15-53324911-2	chr15	53324766	53325059	+	0.000	0.000	Merged-chr15-53324911-2
Merged-chr16-57422714-21	chr16	57422458	57422943	+	0.000	0.000	Merged-chr16-57422714-21
Merged-chr11-96944830-2	chr11	96944707	96944955	+	0.000	0.000	Merged-chr11-96944830-2
Merged-chr12-41167989-46	chr12	41167727	41168282	+	0.000	0.000	Merged-chr12-41167989-46
Merged-chr2-93459421-90	chr2	93458860	93459897	+	0.000	0.000	Merged-chr2-93459421-90
Merged-chr11-77371376-39	chr11	77371095	77371896	+	0.000	0.000	Merged-chr11-77371376-39
Merged-chr17-64341532-1	chr17	64341434	64341632	+	0.000	0.000	Merged-chr17-64341532-1
Merged-chr5-86743168-3	chr5	86743009	86743338	+	0.000	0.000	Merged-chr5-86743168-3
Merged-chr2-160733337-52	chr2	160733168	160733564	+	0.000	0.000	Merged-chr2-160733337-52
Merged-chr10-55980354-43	chr10	55980049	55980906	+	0.000	0.000	Merged-chr10-55980354-43
Merged-chr14-31575397-7	chr14	31575226	31575625	+	0.000	0.000	Merged-chr14-31575397-7
Merged-chr16-35769856-16	chr16	35769729	35769996	+	0.000	0.000	Merged-chr16-35769856-16
Merged-chr1-181273072-25	chr1	181272850	181273253	+	0.000	0.000	Merged-chr1-181273072-25
Merged-chr10-93261429-32	chr10	93261202	93261627	+	0.000	0.000	Merged-chr10-93261429-32
Merged-chr7-19619181-20	chr7	19618989	19619398	+	0.000	0.000	Merged-chr7-19619181-20
Merged-chr10-121264138-48	chr10	121263818	121264484	+	0.000	0.000	Merged-chr10-121264138-48
Merged-chr5-35989595-1	chr5	35989497	35989695	+	0.000	0.000	Merged-chr5-35989595-1
Merged-chr10-100543140-30	chr10	100542721	100543447	+	0.000	0.000	Merged-chr10-100543140-30
Merged-chr2-103651832-1	chr2	103651734	103651932	+	0.000	0.000	Merged-chr2-103651832-1
Merged-chr13-30149089-13	chr13	30148855	30149295	+	0.000	0.000	Merged-chr13-30149089-13
Merged-chr2-174126605-3	chr2	174126427	174126816	+	0.000	0.000	Merged-chr2-174126605-3
Merged-chr2-103634168-14	chr2	103633924	103634386	+	0.000	0.000	Merged-chr2-103634168-14
Merged-chr11-52281162-6	chr11	52281038	52281300	+	0.000	0.000	Merged-chr11-52281162-6
Merged-chr1-189933791-26	chr1	189933483	189934149	+	0.000	0.000	Merged-chr1-189933791-26
Merged-chr1-64086002-50	chr1	64085626	64086276	+	0.000	0.000	Merged-chr1-64086002-50
Merged-chr1-156617211-14	chr1	156617068	156617341	+	0.000	0.000	Merged-chr1-156617211-14
Merged-chr9-106234085-16	chr9	106233843	106234328	+	0.000	0.000	Merged-chr9-106234085-16
Merged-chr1-119477051-49	chr1	119476778	119477429	+	0.000	0.000	Merged-chr1-119477051-49
Merged-chr10-60029641-13	chr10	60029491	60029795	+	0.000	0.000	Merged-chr10-60029641-13
Merged-chr5-73340408-13	chr5	73340183	73340616	+	0.000	0.000	Merged-chr5-73340408-13
Merged-chr13-85289179-92	chr13	85288832	85289616	+	0.000	0.000	Merged-chr13-85289179-92
Merged-chr19-36533224-11	chr19	36533012	36533451	+	0.000	0.000	Merged-chr19-36533224-11
Merged-chr4-16162187-1	chr4	16162089	16162287	+	0.000	0.000	Merged-chr4-16162187-1
Merged-chr13-108860435-34	chr13	108860091	108860895	+	0.000	0.000	Merged-chr13-108860435-34
Merged-chr19-24181781-1	chr19	24181683	24181881	+	0.000	0.000	Merged-chr19-24181781-1
Merged-chr17-84635720-1	chr17	84635622	84635820	+	0.000	0.000	Merged-chr17-84635720-1
Merged-chr11-70592019-3	chr11	70591908	70592139	+	0.000	0.000	Merged-chr11-70592019-3
Merged-chr13-46908124-9	chr13	46907902	46908345	+	0.000	0.000	Merged-chr13-46908124-9
Merged-chr2-29622559-44	chr2	29622362	29622732	+	0.000	0.000	Merged-chr2-29622559-44
Merged-chr13-73493325-11	chr13	73493152	73493486	+	0.000	0.000	Merged-chr13-73493325-11
Merged-chr5-144126158-36	chr5	144125898	144126385	+	0.000	0.000	Merged-chr5-144126158-36
Merged-chrX-98266025-47	chrX	98265757	98266305	+	0.000	0.000	Merged-chrX-98266025-47
Merged-chr3-121426726-98	chr3	121426344	121427049	+	0.000	0.000	Merged-chr3-121426726-98
Merged-chr4-57782547-76	chr4	57782030	57783515	+	0.000	0.000	Merged-chr4-57782547-76
Merged-chr10-117625957-44	chr10	117625708	117626168	+	0.000	0.000	Merged-chr10-117625957-44
Merged-chr10-19991395-1	chr10	19991297	19991495	+	0.000	0.000	Merged-chr10-19991395-1
Merged-chr9-62344675-54	chr9	62344346	62345005	+	0.000	0.000	Merged-chr9-62344675-54
Merged-chr14-78356893-53	chr14	78356409	78357167	+	0.000	0.000	Merged-chr14-78356893-53
Merged-chr2-158625594-1	chr2	158625496	158625694	+	0.000	0.000	Merged-chr2-158625594-1
Merged-chr13-117193569-3	chr13	117193442	117193693	+	0.000	0.000	Merged-chr13-117193569-3
Merged-chr2-49690370-21	chr2	49690131	49690601	+	0.000	0.000	Merged-chr2-49690370-21
Merged-chrX-12133668-11	chrX	12133452	12133918	+	0.000	0.000	Merged-chrX-12133668-11
Merged-chr6-121130984-16	chr6	121130834	121131110	+	0.000	0.000	Merged-chr6-121130984-16
Merged-chr17-8237581-7	chr17	8237438	8237715	+	0.000	0.000	Merged-chr17-8237581-7
Merged-chr3-95707698-33	chr3	95707534	95707930	+	0.000	0.000	Merged-chr3-95707698-33
Merged-chr8-84595844-11	chr8	84595599	84596051	+	0.000	0.000	Merged-chr8-84595844-11
Merged-chr4-116004315-26	chr4	116004070	116004549	+	0.000	0.000	Merged-chr4-116004315-26
Merged-chr7-73594834-1	chr7	73594736	73594934	+	0.000	0.000	Merged-chr7-73594834-1
Merged-chr13-58189550-13	chr13	58189129	58189820	+	0.000	0.000	Merged-chr13-58189550-13
Merged-chr11-3100444-3	chr11	3100344	3100550	+	0.000	0.000	Merged-chr11-3100444-3
Merged-chr12-80258569-1	chr12	80258471	80258669	+	0.000	0.000	Merged-chr12-80258569-1
Merged-chr13-112492065-6	chr13	112491916	112492205	+	0.000	0.000	Merged-chr13-112492065-6
Merged-chr11-98002206-1	chr11	98002108	98002306	+	0.000	0.000	Merged-chr11-98002206-1
Merged-chr2-132021941-1	chr2	132021843	132022041	+	0.000	0.000	Merged-chr2-132021941-1
Merged-chr17-64341836-18	chr17	64341639	64342086	+	0.000	0.000	Merged-chr17-64341836-18
Merged-chr13-47014771-77	chr13	47014518	47015130	+	0.000	0.000	Merged-chr13-47014771-77
Merged-chr10-60390878-57	chr10	60390479	60391380	+	0.000	0.000	Merged-chr10-60390878-57
Merged-chr2-169632504-26	chr2	169631895	169632977	+	0.000	0.000	Merged-chr2-169632504-26
Merged-chr14-30248342-10	chr14	30248214	30248512	+	0.000	0.000	Merged-chr14-30248342-10
Merged-chr6-134302283-40	chr6	134302066	134302464	+	0.000	0.000	Merged-chr6-134302283-40
Merged-chr16-11063160-2	chr16	11063045	11063278	+	0.000	0.000	Merged-chr16-11063160-2
Merged-chr2-10343676-43	chr2	10343413	10343948	+	0.000	0.000	Merged-chr2-10343676-43
Merged-chr3-89896775-17	chr3	89896614	89897010	+	0.000	0.000	Merged-chr3-89896775-17
Merged-chr11-4390804-16	chr11	4390635	4391004	+	0.000	0.000	Merged-chr11-4390804-16
Merged-chr10-121366107-5	chr10	121365861	121366251	+	0.000	0.000	Merged-chr10-121366107-5
Merged-chr17-8238577-1	chr17	8238479	8238677	+	0.000	0.000	Merged-chr17-8238577-1
Merged-chr5-123317885-1	chr5	123317787	123317985	+	0.000	0.000	Merged-chr5-123317885-1
Merged-chr13-43866539-1	chr13	43866441	43866639	+	0.000	0.000	Merged-chr13-43866539-1
Merged-chr2-112507413-30	chr2	112506951	112507761	+	0.000	0.000	Merged-chr2-112507413-30
Merged-chr4-115096604-91	chr4	115095884	115097232	+	0.000	0.000	Merged-chr4-115096604-91
Merged-chr7-80180023-20	chr7	80179810	80180280	+	0.000	0.000	Merged-chr7-80180023-20
Merged-chr2-84840392-41	chr2	84839990	84840829	+	0.000	0.000	Merged-chr2-84840392-41
Merged-chr11-32182599-1	chr11	32182501	32182699	+	0.000	0.000	Merged-chr11-32182599-1
Merged-chr7-45526317-62	chr7	45525903	45526708	+	0.000	0.000	Merged-chr7-45526317-62
Merged-chr12-80035221-6	chr12	80034970	80035424	+	0.000	0.000	Merged-chr12-80035221-6
Merged-chr2-172972051-17	chr2	172971890	172972222	+	0.000	0.000	Merged-chr2-172972051-17
Merged-chr1-179512087-19	chr1	179511864	179512380	+	0.000	0.000	Merged-chr1-179512087-19
Merged-chr4-148901862-1	chr4	148901764	148901962	+	0.000	0.000	Merged-chr4-148901862-1
Merged-chr13-28417856-64	chr13	28417478	28418389	+	0.000	0.000	Merged-chr13-28417856-64
Merged-chr9-62368780-17	chr9	62368571	62369018	+	0.000	0.000	Merged-chr9-62368780-17
Merged-chr1-55429096-8	chr1	55428946	55429279	+	0.000	0.000	Merged-chr1-55429096-8
Merged-chr10-42843414-7	chr10	42843213	42843577	+	0.000	0.000	Merged-chr10-42843414-7
Merged-chr4-148998288-20	chr4	148998072	148998576	+	0.000	0.000	Merged-chr4-148998288-20
Merged-chr1-155217071-4	chr1	155216911	155217235	+	0.000	0.000	Merged-chr1-155217071-4
Merged-chr5-118377738-2	chr5	118377637	118377842	+	0.000	0.000	Merged-chr5-118377738-2
Merged-chr7-127243730-1	chr7	127243632	127243830	+	0.000	0.000	Merged-chr7-127243730-1
Merged-chr4-106935357-64	chr4	106935023	106935911	+	0.000	0.000	Merged-chr4-106935357-64
Merged-chr5-125052528-23	chr5	125052100	125052760	+	0.000	0.000	Merged-chr5-125052528-23
Merged-chr10-42887187-18	chr10	42887021	42887354	+	0.000	0.000	Merged-chr10-42887187-18
Merged-chr4-6970666-38	chr4	6970427	6970872	+	0.000	0.000	Merged-chr4-6970666-38
Merged-chr1-40271212-52	chr1	40270934	40271451	+	0.000	0.000	Merged-chr1-40271212-52
Merged-chr17-87572921-1	chr17	87572823	87573021	+	0.000	0.000	Merged-chr17-87572921-1
Merged-chr4-139579133-70	chr4	139578886	139579439	+	0.000	0.000	Merged-chr4-139579133-70
Merged-chr15-72972006-8	chr15	72971805	72972232	+	0.000	0.000	Merged-chr15-72972006-8
Merged-chr16-97461189-8	chr16	97460958	97461551	+	0.000	0.000	Merged-chr16-97461189-8
Merged-chr2-135884792-12	chr2	135884622	135884974	+	0.000	0.000	Merged-chr2-135884792-12
Merged-chr10-99287288-30	chr10	99286939	99287643	+	0.000	0.000	Merged-chr10-99287288-30
Merged-chr3-152355609-21	chr3	152355434	152355764	+	0.000	0.000	Merged-chr3-152355609-21
Merged-chr1-40190206-19	chr1	40190042	40190498	+	0.000	0.000	Merged-chr1-40190206-19
Merged-chr11-4341178-4	chr11	4341004	4341331	+	0.000	0.000	Merged-chr11-4341178-4
Merged-chr15-77741818-4	chr15	77741669	77741950	+	0.000	0.000	Merged-chr15-77741818-4
Merged-chr10-18193414-42	chr10	18193176	18193578	+	0.000	0.000	Merged-chr10-18193414-42
Merged-chr8-8416685-3	chr8	8416537	8416832	+	0.000	0.000	Merged-chr8-8416685-3
Merged-chr15-64234672-2	chr15	64234541	64234806	+	0.000	0.000	Merged-chr15-64234672-2
Merged-chr16-33560481-14	chr16	33560280	33560670	+	0.000	0.000	Merged-chr16-33560481-14
Merged-chr4-63941372-31	chr4	63940948	63941724	+	0.000	0.000	Merged-chr4-63941372-31
Merged-chr1-67023383-28	chr1	67023217	67023570	+	0.000	0.000	Merged-chr1-67023383-28
Merged-chr13-56703613-154	chr13	56703365	56704354	+	0.000	0.000	Merged-chr13-56703613-154
Merged-chr9-94678368-26	chr9	94677869	94678712	+	0.000	0.000	Merged-chr9-94678368-26
Merged-chr3-101062110-14	chr3	101061912	101062333	+	0.000	0.000	Merged-chr3-101062110-14
Merged-chr6-134558916-6	chr6	134558751	134559060	+	0.000	0.000	Merged-chr6-134558916-6
Merged-chr16-45286504-17	chr16	45286279	45286725	+	0.000	0.000	Merged-chr16-45286504-17
Merged-chr3-132927198-1	chr3	132927100	132927298	+	0.000	0.000	Merged-chr3-132927198-1
Merged-chr3-121370505-2	chr3	121370377	121370635	+	0.000	0.000	Merged-chr3-121370505-2
Merged-chr5-121649317-1	chr5	121649219	121649417	+	0.000	0.000	Merged-chr5-121649317-1
Merged-chr3-37204884-40	chr3	37204697	37205025	+	0.000	0.000	Merged-chr3-37204884-40
Merged-chr5-75714551-2	chr5	75714450	75714654	+	0.000	0.000	Merged-chr5-75714551-2
Merged-chr3-130947294-56	chr3	130946737	130947598	+	0.000	0.000	Merged-chr3-130947294-56
Merged-chr1-127381080-26	chr1	127380702	127381331	+	0.000	0.000	Merged-chr1-127381080-26
Merged-chr7-129653928-20	chr7	129653596	129654141	+	0.000	0.000	Merged-chr7-129653928-20
Merged-chr1-189936861-20	chr1	189936615	189937129	+	0.000	0.000	Merged-chr1-189936861-20
Merged-chr7-83654108-53	chr7	83653749	83654423	+	0.000	0.000	Merged-chr7-83654108-53
Merged-chr3-126650760-81	chr3	126650521	126651123	+	0.000	0.000	Merged-chr3-126650760-81
Merged-chr1-189921503-12	chr1	189920969	189921888	+	0.000	0.000	Merged-chr1-189921503-12
