#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
Merged-chr8-53818300-1	chr8	53818202	53818400	+	0.000	0.000	Merged-chr8-53818300-1
Merged-chr19-56041960-2	chr19	56041851	56042072	+	0.000	0.000	Merged-chr19-56041960-2
Merged-chr4-44301035-47	chr4	44300846	44301281	+	0.000	0.000	Merged-chr4-44301035-47
Merged-chr4-89486626-2	chr4	89486528	89486726	+	0.000	0.000	Merged-chr4-89486626-2
Merged-chr4-43958320-4	chr4	43958195	43958446	+	0.000	0.000	Merged-chr4-43958320-4
Merged-chr2-90504892-57	chr2	90504634	90505125	+	0.000	0.000	Merged-chr2-90504892-57
Merged-chr2-112504437-3	chr2	112504311	112504566	+	0.000	0.000	Merged-chr2-112504437-3
Merged-chr13-114879006-41	chr13	114878632	114879231	+	0.000	0.000	Merged-chr13-114879006-41
Merged-chr4-89310885-77	chr4	89310670	89311117	+	0.000	0.000	Merged-chr4-89310885-77
Merged-chr10-91171270-131	chr10	91170615	91171843	+	0.000	0.000	Merged-chr10-91171270-131
Merged-chr18-74789604-25	chr18	74789369	74789947	+	0.000	0.000	Merged-chr18-74789604-25
Merged-chr7-123355107-50	chr7	123354734	123355440	+	0.000	0.000	Merged-chr7-123355107-50
Merged-chr5-150232910-1	chr5	150232812	150233010	+	0.000	0.000	Merged-chr5-150232910-1
Merged-chr1-131021183-1	chr1	131021085	131021283	+	0.000	0.000	Merged-chr1-131021183-1
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr19-55792789-50	chr19	55792483	55793078	+	0.000	0.000	Merged-chr19-55792789-50
Merged-chr17-25258027-50	chr17	25257761	25258232	+	0.000	0.000	Merged-chr17-25258027-50
Merged-chr4-46794898-7	chr4	46794751	46795042	+	0.000	0.000	Merged-chr4-46794898-7
Merged-chr16-52470408-42	chr16	52470163	52470708	+	0.000	0.000	Merged-chr16-52470408-42
Merged-chr2-118141915-1	chr2	118141817	118142015	+	0.000	0.000	Merged-chr2-118141915-1
Merged-chr7-139151374-48	chr7	139151108	139151589	+	0.000	0.000	Merged-chr7-139151374-48
Merged-chr3-9767219-17	chr3	9767049	9767397	+	0.000	0.000	Merged-chr3-9767219-17
Merged-chr3-102735083-92	chr3	102734840	102735369	+	0.000	0.000	Merged-chr3-102735083-92
Merged-chr14-25379059-15	chr14	25378817	25379260	+	0.000	0.000	Merged-chr14-25379059-15
Merged-chr3-102719732-28	chr3	102719520	102719893	+	0.000	0.000	Merged-chr3-102719732-28
Merged-chr8-115826691-38	chr8	115826094	115827013	+	0.000	0.000	Merged-chr8-115826691-38
Merged-chr9-107038960-1	chr9	107038862	107039060	+	0.000	0.000	Merged-chr9-107038960-1
Merged-chr4-135292823-34	chr4	135292626	135293005	+	0.000	0.000	Merged-chr4-135292823-34
Merged-chrX-159021727-36	chrX	159021493	159022008	+	0.000	0.000	Merged-chrX-159021727-36
Merged-chr13-43268083-3	chr13	43267953	43268247	+	0.000	0.000	Merged-chr13-43268083-3
Merged-chr11-95337203-127	chr11	95336490	95337734	+	0.000	0.000	Merged-chr11-95337203-127
Merged-chr8-104395484-125	chr8	104394862	104395748	+	0.000	0.000	Merged-chr8-104395484-125
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr18-62179910-61	chr18	62179416	62180227	+	0.000	0.000	Merged-chr18-62179910-61
Merged-chr2-90625139-7	chr2	90625010	90625281	+	0.000	0.000	Merged-chr2-90625139-7
Merged-chr2-164769830-56	chr2	164769584	164770092	+	0.000	0.000	Merged-chr2-164769830-56
Merged-chr2-53418517-1	chr2	53418419	53418617	+	0.000	0.000	Merged-chr2-53418517-1
Merged-chr1-43138618-9	chr1	43138453	43138764	+	0.000	0.000	Merged-chr1-43138618-9
Merged-chr2-53191646-133	chr2	53191416	53191877	+	0.000	0.000	Merged-chr2-53191646-133
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr13-37994067-78	chr13	37993584	37994366	+	0.000	0.000	Merged-chr13-37994067-78
Merged-chr11-49956068-20	chr11	49955844	49956278	+	0.000	0.000	Merged-chr11-49956068-20
Merged-chr6-108688529-50	chr6	108688054	108688862	+	0.000	0.000	Merged-chr6-108688529-50
Merged-chr5-107961326-100	chr5	107960764	107961885	+	0.000	0.000	Merged-chr5-107961326-100
Merged-chr19-18631060-3	chr19	18630962	18631160	+	0.000	0.000	Merged-chr19-18631060-3
Merged-chr16-78591395-28	chr16	78591157	78591594	+	0.000	0.000	Merged-chr16-78591395-28
Merged-chr6-131292512-2	chr6	131292344	131292683	+	0.000	0.000	Merged-chr6-131292512-2
Merged-chr11-119023233-65	chr11	119022763	119023619	+	0.000	0.000	Merged-chr11-119023233-65
Merged-chr5-73647714-62	chr5	73647369	73648154	+	0.000	0.000	Merged-chr5-73647714-62
Merged-chr17-44745562-14	chr17	44745431	44745701	+	0.000	0.000	Merged-chr17-44745562-14
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr2-52421361-38	chr2	52421039	52421694	+	0.000	0.000	Merged-chr2-52421361-38
Merged-chr7-130648204-1	chr7	130648106	130648304	+	0.000	0.000	Merged-chr7-130648204-1
Merged-chr2-91526999-80	chr2	91526577	91527182	+	0.000	0.000	Merged-chr2-91526999-80
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr3-102697819-15	chr3	102697568	102698100	+	0.000	0.000	Merged-chr3-102697819-15
Merged-chr13-95688740-7	chr13	95688629	95688852	+	0.000	0.000	Merged-chr13-95688740-7
Merged-chr11-64086070-15	chr11	64085840	64086274	+	0.000	0.000	Merged-chr11-64086070-15
Merged-chr13-101797188-14	chr13	101796910	101797435	+	0.000	0.000	Merged-chr13-101797188-14
Merged-chr14-121262951-12	chr14	121262766	121263085	+	0.000	0.000	Merged-chr14-121262951-12
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr17-79020706-82	chr17	79020412	79021088	+	0.000	0.000	Merged-chr17-79020706-82
Merged-chr11-101094947-1	chr11	101094849	101095047	+	0.000	0.000	Merged-chr11-101094947-1
Merged-chr8-3327989-13	chr8	3327770	3328158	+	0.000	0.000	Merged-chr8-3327989-13
Merged-chr11-67563339-33	chr11	67563039	67563548	+	0.000	0.000	Merged-chr11-67563339-33
Merged-chr8-70351517-7	chr8	70351348	70351678	+	0.000	0.000	Merged-chr8-70351517-7
Merged-chr3-84666223-45	chr3	84665960	84666414	+	0.000	0.000	Merged-chr3-84666223-45
Merged-chr3-93548617-27	chr3	93548415	93548863	+	0.000	0.000	Merged-chr3-93548617-27
Merged-chr7-143706917-33	chr7	143706652	143707203	+	0.000	0.000	Merged-chr7-143706917-33
Merged-chr5-105141732-11	chr5	105141522	105141960	+	0.000	0.000	Merged-chr5-105141732-11
Merged-chr6-129067175-32	chr6	129066912	129067444	+	0.000	0.000	Merged-chr6-129067175-32
Merged-chr18-83839086-1	chr18	83838988	83839186	+	0.000	0.000	Merged-chr18-83839086-1
Merged-chr3-9802270-83	chr3	9801793	9802779	+	0.000	0.000	Merged-chr3-9802270-83
Merged-chr8-111960848-2	chr8	111960734	111960964	+	0.000	0.000	Merged-chr8-111960848-2
Merged-chr19-11048219-7	chr19	11048025	11048454	+	0.000	0.000	Merged-chr19-11048219-7
Merged-chr2-11268730-3	chr2	11268616	11268838	+	0.000	0.000	Merged-chr2-11268730-3
Merged-chr8-122460607-106	chr8	122459866	122461020	+	0.000	0.000	Merged-chr8-122460607-106
Merged-chr10-94426440-41	chr10	94426191	94426725	+	0.000	0.000	Merged-chr10-94426440-41
Merged-chr7-135704133-3	chr7	135704025	135704251	+	0.000	0.000	Merged-chr7-135704133-3
Merged-chr16-32229198-4	chr16	32229080	32229334	+	0.000	0.000	Merged-chr16-32229198-4
Merged-chr6-66471496-4	chr6	66471376	66471604	+	0.000	0.000	Merged-chr6-66471496-4
Merged-chr7-74531821-11	chr7	74531646	74532070	+	0.000	0.000	Merged-chr7-74531821-11
Merged-chr2-32875161-7	chr2	32875009	32875351	+	0.000	0.000	Merged-chr2-32875161-7
Merged-chr4-133056441-57	chr4	133055868	133056947	+	0.000	0.000	Merged-chr4-133056441-57
Merged-chr15-88828677-52	chr15	88828008	88829039	+	0.000	0.000	Merged-chr15-88828677-52
Merged-chr17-86206449-38	chr17	86206108	86206820	+	0.000	0.000	Merged-chr17-86206449-38
Merged-chr5-27794167-10	chr5	27794037	27794347	+	0.000	0.000	Merged-chr5-27794167-10
Merged-chr11-72993090-1	chr11	72992992	72993190	+	0.000	0.000	Merged-chr11-72993090-1
Merged-chr2-9574386-32	chr2	9574209	9574595	+	0.000	0.000	Merged-chr2-9574386-32
Merged-chr8-115742797-48	chr8	115742546	115743058	+	0.000	0.000	Merged-chr8-115742797-48
Merged-chr1-133800869-2	chr1	133800771	133800969	+	0.000	0.000	Merged-chr1-133800869-2
Merged-chr19-55260920-21	chr19	55260670	55261214	+	0.000	0.000	Merged-chr19-55260920-21
Merged-chr18-75368023-1	chr18	75367925	75368123	+	0.000	0.000	Merged-chr18-75368023-1
Merged-chr2-22957628-19	chr2	22957372	22957805	+	0.000	0.000	Merged-chr2-22957628-19
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr13-102181799-2	chr13	102181701	102181899	+	0.000	0.000	Merged-chr13-102181799-2
Merged-chr10-44685427-5	chr10	44685288	44685568	+	0.000	0.000	Merged-chr10-44685427-5
Merged-chr11-97118364-8	chr11	97118209	97118513	+	0.000	0.000	Merged-chr11-97118364-8
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr10-81473073-16	chr10	81472775	81473297	+	0.000	0.000	Merged-chr10-81473073-16
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr4-135155615-17	chr4	135155284	135155925	+	0.000	0.000	Merged-chr4-135155615-17
Merged-chr5-99891648-1	chr5	99891550	99891748	+	0.000	0.000	Merged-chr5-99891648-1
Merged-chr6-108836727-2	chr6	108836629	108836827	+	0.000	0.000	Merged-chr6-108836727-2
Merged-chr15-73724904-65	chr15	73724443	73725311	+	0.000	0.000	Merged-chr15-73724904-65
Merged-chr12-86592700-17	chr12	86592465	86592963	+	0.000	0.000	Merged-chr12-86592700-17
Merged-chr6-137541549-52	chr6	137541155	137541924	+	0.000	0.000	Merged-chr6-137541549-52
Merged-chr2-13574550-240	chr2	13574218	13574783	+	0.000	0.000	Merged-chr2-13574550-240
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr3-89963863-2	chr3	89963765	89963963	+	0.000	0.000	Merged-chr3-89963863-2
Merged-chr14-102982512-180	chr14	102982184	102982799	+	0.000	0.000	Merged-chr14-102982512-180
Merged-chr1-161071616-1	chr1	161071518	161071716	+	0.000	0.000	Merged-chr1-161071616-1
Merged-chr5-93269035-1	chr5	93268937	93269135	+	0.000	0.000	Merged-chr5-93269035-1
Merged-chr7-119895302-1	chr7	119895204	119895402	+	0.000	0.000	Merged-chr7-119895302-1
Merged-chr1-181867042-1	chr1	181866944	181867142	+	0.000	0.000	Merged-chr1-181867042-1
Merged-chr15-37461428-38	chr15	37461125	37461874	+	0.000	0.000	Merged-chr15-37461428-38
Merged-chr19-55921677-2	chr19	55921568	55921788	+	0.000	0.000	Merged-chr19-55921677-2
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr14-7766067-39	chr14	7765812	7766272	+	0.000	0.000	Merged-chr14-7766067-39
Merged-chr18-73815538-67	chr18	73815177	73815931	+	0.000	0.000	Merged-chr18-73815538-67
Merged-chr4-155493552-1	chr4	155493454	155493652	+	0.000	0.000	Merged-chr4-155493552-1
Merged-chr2-129174665-20	chr2	129174495	129174866	+	0.000	0.000	Merged-chr2-129174665-20
Merged-chr3-89245103-10	chr3	89244812	89245447	+	0.000	0.000	Merged-chr3-89245103-10
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr2-71837940-9	chr2	71837738	71838096	+	0.000	0.000	Merged-chr2-71837940-9
Merged-chr8-115117334-1	chr8	115117236	115117434	+	0.000	0.000	Merged-chr8-115117334-1
Merged-chr8-71562914-20	chr8	71562749	71563149	+	0.000	0.000	Merged-chr8-71562914-20
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr5-151686934-46	chr5	151686589	151687161	+	0.000	0.000	Merged-chr5-151686934-46
Merged-chr1-181888995-34	chr1	181888695	181889327	+	0.000	0.000	Merged-chr1-181888995-34
Merged-chr19-18619600-102	chr19	18619093	18620006	+	0.000	0.000	Merged-chr19-18619600-102
Merged-chr2-75776933-48	chr2	75776363	75777321	+	0.000	0.000	Merged-chr2-75776933-48
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr11-67588977-22	chr11	67588700	67589233	+	0.000	0.000	Merged-chr11-67588977-22
Merged-chr4-133039433-1	chr4	133039335	133039533	+	0.000	0.000	Merged-chr4-133039433-1
Merged-chr6-137648506-108	chr6	137647258	137649468	+	0.000	0.000	Merged-chr6-137648506-108
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chr4-72200861-128	chr4	72200373	72201326	+	0.000	0.000	Merged-chr4-72200861-128
Merged-chr10-81561219-45	chr10	81561050	81561440	+	0.000	0.000	Merged-chr10-81561219-45
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr12-24632275-3	chr12	24632143	24632438	+	0.000	0.000	Merged-chr12-24632275-3
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr3-84155693-55	chr3	84155493	84156010	+	0.000	0.000	Merged-chr3-84155693-55
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr4-20279426-1	chr4	20279328	20279526	+	0.000	0.000	Merged-chr4-20279426-1
Merged-chrX-140539423-1	chrX	140539325	140539523	+	0.000	0.000	Merged-chrX-140539423-1
Merged-chr6-137558133-151	chr6	137556792	137559510	+	0.000	0.000	Merged-chr6-137558133-151
Merged-chr11-70540175-47	chr11	70539939	70540450	+	0.000	0.000	Merged-chr11-70540175-47
Merged-chr11-109495099-18	chr11	109494845	109495318	+	0.000	0.000	Merged-chr11-109495099-18
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr6-67318701-5	chr6	67318533	67318902	+	0.000	0.000	Merged-chr6-67318701-5
Merged-chr3-142550449-49	chr3	142550256	142550714	+	0.000	0.000	Merged-chr3-142550449-49
Merged-chr14-121315767-6	chr14	121315587	121315895	+	0.000	0.000	Merged-chr14-121315767-6
Merged-chr3-84680282-50	chr3	84679988	84680616	+	0.000	0.000	Merged-chr3-84680282-50
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chr8-4925633-1	chr8	4925535	4925733	+	0.000	0.000	Merged-chr8-4925633-1
Merged-chr14-20388925-54	chr14	20388672	20389209	+	0.000	0.000	Merged-chr14-20388925-54
Merged-chr16-49804249-6	chr16	49804108	49804409	+	0.000	0.000	Merged-chr16-49804249-6
Merged-chr5-37241961-6	chr5	37241773	37242141	+	0.000	0.000	Merged-chr5-37241961-6
Merged-chr2-156878033-50	chr2	156877780	156878222	+	0.000	0.000	Merged-chr2-156878033-50
Merged-chr16-52454226-6	chr16	52454030	52454398	+	0.000	0.000	Merged-chr16-52454226-6
Merged-chr13-29984504-92	chr13	29983859	29985419	+	0.000	0.000	Merged-chr13-29984504-92
Merged-chr4-11848499-2	chr4	11848394	11848607	+	0.000	0.000	Merged-chr4-11848499-2
Merged-chr17-86185009-23	chr17	86184761	86185215	+	0.000	0.000	Merged-chr17-86185009-23
Merged-chr13-114949183-17	chr13	114949006	114949369	+	0.000	0.000	Merged-chr13-114949183-17
Merged-chr6-127219541-27	chr6	127219251	127219797	+	0.000	0.000	Merged-chr6-127219541-27
Merged-chr2-9770898-17	chr2	9770625	9771095	+	0.000	0.000	Merged-chr2-9770898-17
Merged-chr14-99750630-1	chr14	99750532	99750730	+	0.000	0.000	Merged-chr14-99750630-1
Merged-chr13-107021671-17	chr13	107021371	107021829	+	0.000	0.000	Merged-chr13-107021671-17
Merged-chr2-71809524-7	chr2	71809336	71809763	+	0.000	0.000	Merged-chr2-71809524-7
Merged-chr16-77015588-1	chr16	77015490	77015688	+	0.000	0.000	Merged-chr16-77015588-1
Merged-chr7-139156945-61	chr7	139156555	139157370	+	0.000	0.000	Merged-chr7-139156945-61
Merged-chr18-4350067-14	chr18	4349783	4350288	+	0.000	0.000	Merged-chr18-4350067-14
Merged-chr9-24413892-11	chr9	24413735	24414083	+	0.000	0.000	Merged-chr9-24413892-11
Merged-chr2-66159765-1	chr2	66159667	66159865	+	0.000	0.000	Merged-chr2-66159765-1
Merged-chr17-27203411-4	chr17	27203190	27203683	+	0.000	0.000	Merged-chr17-27203411-4
Merged-chr7-139188300-93	chr7	139187774	139188677	+	0.000	0.000	Merged-chr7-139188300-93
Merged-chr13-22050796-90	chr13	22050402	22051244	+	0.000	0.000	Merged-chr13-22050796-90
Merged-chr19-43523434-47	chr19	43523239	43523667	+	0.000	0.000	Merged-chr19-43523434-47
Merged-chr19-6400319-26	chr19	6400024	6400769	+	0.000	0.000	Merged-chr19-6400319-26
Merged-chr5-93268238-3	chr5	93268127	93268365	+	0.000	0.000	Merged-chr5-93268238-3
Merged-chr15-99645060-19	chr15	99644849	99645278	+	0.000	0.000	Merged-chr15-99645060-19
Merged-chr19-6117937-1	chr19	6117839	6118037	+	0.000	0.000	Merged-chr19-6117937-1
Merged-chr7-139142586-1	chr7	139142488	139142686	+	0.000	0.000	Merged-chr7-139142586-1
Merged-chr4-135169344-25	chr4	135169120	135169528	+	0.000	0.000	Merged-chr4-135169344-25
Merged-chr3-9770746-5	chr3	9770626	9770870	+	0.000	0.000	Merged-chr3-9770746-5
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr10-83898059-2	chr10	83897952	83898168	+	0.000	0.000	Merged-chr10-83898059-2
Merged-chr9-58582361-93	chr9	58582017	58582771	+	0.000	0.000	Merged-chr9-58582361-93
Merged-chr5-150195334-1	chr5	150195236	150195434	+	0.000	0.000	Merged-chr5-150195334-1
Merged-chr4-135115670-2	chr4	135115568	135115775	+	0.000	0.000	Merged-chr4-135115670-2
Merged-chr1-191530674-1	chr1	191530576	191530774	+	0.000	0.000	Merged-chr1-191530674-1
Merged-chr3-84654205-56	chr3	84653982	84654462	+	0.000	0.000	Merged-chr3-84654205-56
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr13-24481997-16	chr13	24481845	24482160	+	0.000	0.000	Merged-chr13-24481997-16
Merged-chr18-56809515-1	chr18	56809417	56809615	+	0.000	0.000	Merged-chr18-56809515-1
Merged-chr14-121348977-3	chr14	121348855	121349108	+	0.000	0.000	Merged-chr14-121348977-3
Merged-chr10-44413520-2	chr10	44413417	44413625	+	0.000	0.000	Merged-chr10-44413520-2
Merged-chr1-136261068-1	chr1	136260970	136261168	+	0.000	0.000	Merged-chr1-136261068-1
Merged-chr11-67578583-16	chr11	67578372	67578839	+	0.000	0.000	Merged-chr11-67578583-16
Merged-chrX-167108657-26	chrX	167108401	167109011	+	0.000	0.000	Merged-chrX-167108657-26
Merged-chr13-115095757-4	chr13	115095589	115095964	+	0.000	0.000	Merged-chr13-115095757-4
Merged-chr11-67637071-1	chr11	67636973	67637171	+	0.000	0.000	Merged-chr11-67637071-1
Merged-chr1-191780513-20	chr1	191780272	191780775	+	0.000	0.000	Merged-chr1-191780513-20
Merged-chr17-12201252-1	chr17	12201154	12201352	+	0.000	0.000	Merged-chr17-12201252-1
Merged-chr6-17282259-15	chr6	17282056	17282567	+	0.000	0.000	Merged-chr6-17282259-15
Merged-chr15-82235726-13	chr15	82235551	82235985	+	0.000	0.000	Merged-chr15-82235726-13
Merged-chr3-137864256-74	chr3	137864026	137864469	+	0.000	0.000	Merged-chr3-137864256-74
Merged-chr17-12204575-1	chr17	12204477	12204675	+	0.000	0.000	Merged-chr17-12204575-1
Merged-chr3-85127158-54	chr3	85126822	85127575	+	0.000	0.000	Merged-chr3-85127158-54
Merged-chr3-27317154-55	chr3	27316846	27317576	+	0.000	0.000	Merged-chr3-27317154-55
Merged-chr12-69168736-61	chr12	69168486	69168961	+	0.000	0.000	Merged-chr12-69168736-61
Merged-chr1-191519897-26	chr1	191519592	191520168	+	0.000	0.000	Merged-chr1-191519897-26
Merged-chr2-128400561-8	chr2	128400383	128400735	+	0.000	0.000	Merged-chr2-128400561-8
Merged-chr1-138938113-5	chr1	138937990	138938258	+	0.000	0.000	Merged-chr1-138938113-5
Merged-chr14-121256675-4	chr14	121256453	121256955	+	0.000	0.000	Merged-chr14-121256675-4
Merged-chr2-9872018-1	chr2	9871920	9872118	+	0.000	0.000	Merged-chr2-9872018-1
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr3-59042256-2	chr3	59042127	59042388	+	0.000	0.000	Merged-chr3-59042256-2
Merged-chr3-88407210-9	chr3	88406980	88407442	+	0.000	0.000	Merged-chr3-88407210-9
Merged-chr1-181852620-6	chr1	181852464	181852824	+	0.000	0.000	Merged-chr1-181852620-6
Merged-chr4-70533473-2	chr4	70533364	70533585	+	0.000	0.000	Merged-chr4-70533473-2
Merged-chrX-140504149-30	chrX	140503985	140504400	+	0.000	0.000	Merged-chrX-140504149-30
Merged-chr2-9548561-14	chr2	9548310	9548754	+	0.000	0.000	Merged-chr2-9548561-14
Merged-chr13-45919195-6	chr13	45919050	45919338	+	0.000	0.000	Merged-chr13-45919195-6
Merged-chr6-135373259-1	chr6	135373161	135373359	+	0.000	0.000	Merged-chr6-135373259-1
Merged-chr16-58553585-23	chr16	58553294	58553942	+	0.000	0.000	Merged-chr16-58553585-23
Merged-chr6-38326792-31	chr6	38326505	38327076	+	0.000	0.000	Merged-chr6-38326792-31
Merged-chr17-78994621-3	chr17	78994455	78994784	+	0.000	0.000	Merged-chr17-78994621-3
Merged-chr9-122293937-1	chr9	122293839	122294037	+	0.000	0.000	Merged-chr9-122293937-1
Merged-chr11-104631492-24	chr11	104631333	104631666	+	0.000	0.000	Merged-chr11-104631492-24
Merged-chr2-100020310-1	chr2	100020212	100020410	+	0.000	0.000	Merged-chr2-100020310-1
Merged-chr4-46689596-22	chr4	46689328	46689846	+	0.000	0.000	Merged-chr4-46689596-22
Merged-chr19-12541773-42	chr19	12541363	12542071	+	0.000	0.000	Merged-chr19-12541773-42
Merged-chr15-88837543-52	chr15	88837082	88837730	+	0.000	0.000	Merged-chr15-88837543-52
Merged-chr5-93267720-160	chr5	93267455	93267941	+	0.000	0.000	Merged-chr5-93267720-160
Merged-chrX-167131211-21	chrX	167130869	167131493	+	0.000	0.000	Merged-chrX-167131211-21
Merged-chr19-5388717-53	chr19	5388486	5388984	+	0.000	0.000	Merged-chr19-5388717-53
Merged-chr2-128434790-11	chr2	128434607	128434993	+	0.000	0.000	Merged-chr2-128434790-11
Merged-chr10-8214078-56	chr10	8213886	8214377	+	0.000	0.000	Merged-chr10-8214078-56
Merged-chr14-25481230-34	chr14	25480956	25481547	+	0.000	0.000	Merged-chr14-25481230-34
Merged-chr13-60843103-8	chr13	60842929	60843298	+	0.000	0.000	Merged-chr13-60843103-8
Merged-chr13-75839037-4	chr13	75838928	75839149	+	0.000	0.000	Merged-chr13-75839037-4
Merged-chr7-119863646-2	chr7	119863515	119863780	+	0.000	0.000	Merged-chr7-119863646-2
Merged-chr7-143748578-27	chr7	143748331	143748827	+	0.000	0.000	Merged-chr7-143748578-27
Merged-chr14-70272572-43	chr14	70272261	70272941	+	0.000	0.000	Merged-chr14-70272572-43
Merged-chr12-102945751-11	chr12	102945547	102945942	+	0.000	0.000	Merged-chr12-102945751-11
Merged-chr3-93593683-6	chr3	93593559	93593829	+	0.000	0.000	Merged-chr3-93593683-6
Merged-chr11-68451925-9	chr11	68451789	68452173	+	0.000	0.000	Merged-chr11-68451925-9
Merged-chr8-115136400-1	chr8	115136302	115136500	+	0.000	0.000	Merged-chr8-115136400-1
Merged-chr13-115090156-125	chr13	115089868	115090595	+	0.000	0.000	Merged-chr13-115090156-125
Merged-chr2-65161328-1	chr2	65161230	65161428	+	0.000	0.000	Merged-chr2-65161328-1
Merged-chr8-115145430-7	chr8	115145145	115145623	+	0.000	0.000	Merged-chr8-115145430-7
Merged-chr18-56732311-16	chr18	56732036	56732524	+	0.000	0.000	Merged-chr18-56732311-16
Merged-chr13-95813903-46	chr13	95813559	95814133	+	0.000	0.000	Merged-chr13-95813903-46
Merged-chr1-131022214-5	chr1	131022111	131022316	+	0.000	0.000	Merged-chr1-131022214-5
Merged-chr5-150522629-58	chr5	150522389	150522906	+	0.000	0.000	Merged-chr5-150522629-58
Merged-chr2-113903314-24	chr2	113903133	113903581	+	0.000	0.000	Merged-chr2-113903314-24
Merged-chr15-102160711-16	chr15	102160558	102160854	+	0.000	0.000	Merged-chr15-102160711-16
Merged-chr13-63274780-57	chr13	63274484	63275039	+	0.000	0.000	Merged-chr13-63274780-57
Merged-chr5-150259783-65	chr5	150259397	150260103	+	0.000	0.000	Merged-chr5-150259783-65
Merged-chr4-136172501-3	chr4	136172383	136172611	+	0.000	0.000	Merged-chr4-136172501-3
Merged-chr4-116720847-59	chr4	116720339	116721161	+	0.000	0.000	Merged-chr4-116720847-59
Merged-chr7-25173743-1	chr7	25173645	25173843	+	0.000	0.000	Merged-chr7-25173743-1
Merged-chr5-8357485-1	chr5	8357387	8357585	+	0.000	0.000	Merged-chr5-8357485-1
Merged-chr13-45925439-1	chr13	45925341	45925539	+	0.000	0.000	Merged-chr13-45925439-1
Merged-chr10-9900538-11	chr10	9900212	9900711	+	0.000	0.000	Merged-chr10-9900538-11
Merged-chr13-96030885-26	chr13	96030565	96031125	+	0.000	0.000	Merged-chr13-96030885-26
Merged-chr5-77082994-13	chr5	77082825	77083129	+	0.000	0.000	Merged-chr5-77082994-13
