#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed
Merged-chr11-86993619-64	chr11	86993302	86993866	+	0.000	0.000	Merged-chr11-86993619-64
Merged-chr6-83506851-64	chr6	83506625	83507044	+	0.000	0.000	Merged-chr6-83506851-64
Merged-chr6-89365227-1	chr6	89365129	89365327	+	0.000	0.000	Merged-chr6-89365227-1
Merged-chr10-108446364-45	chr10	108446114	108446653	+	0.000	0.000	Merged-chr10-108446364-45
Merged-chr13-3893477-54	chr13	3893149	3893743	+	0.000	0.000	Merged-chr13-3893477-54
Merged-chr2-27028033-48	chr2	27027737	27028249	+	0.000	0.000	Merged-chr2-27028033-48
Merged-chr3-135886754-21	chr3	135886533	135886942	+	0.000	0.000	Merged-chr3-135886754-21
Merged-chr17-84156987-5	chr17	84156784	84157275	+	0.000	0.000	Merged-chr17-84156987-5
Merged-chr1-189028545-3	chr1	189028428	189028668	+	0.000	0.000	Merged-chr1-189028545-3
Merged-chr9-123333714-19	chr9	123333535	123333996	+	0.000	0.000	Merged-chr9-123333714-19
Merged-chr2-148681151-73	chr2	148680845	148681401	+	0.000	0.000	Merged-chr2-148681151-73
Merged-chr8-79374732-2	chr8	79374623	79374843	+	0.000	0.000	Merged-chr8-79374732-2
Merged-chr17-80772766-52	chr17	80772581	80772972	+	0.000	0.000	Merged-chr17-80772766-52
Merged-chr1-55448277-23	chr1	55448030	55448498	+	0.000	0.000	Merged-chr1-55448277-23
Merged-chr2-68384071-20	chr2	68383919	68384242	+	0.000	0.000	Merged-chr2-68384071-20
Merged-chr1-127230692-27	chr1	127230501	127230885	+	0.000	0.000	Merged-chr1-127230692-27
Merged-chr1-171961701-8	chr1	171961531	171961900	+	0.000	0.000	Merged-chr1-171961701-8
Merged-chr9-94620917-97	chr9	94620623	94621455	+	0.000	0.000	Merged-chr9-94620917-97
Merged-chr6-134207914-21	chr6	134207629	134208177	+	0.000	0.000	Merged-chr6-134207914-21
Merged-chr2-27426949-82	chr2	27426529	27427416	+	0.000	0.000	Merged-chr2-27426949-82
Merged-chr5-66337636-49	chr5	66337367	66337867	+	0.000	0.000	Merged-chr5-66337636-49
Merged-chr9-114498447-24	chr9	114498261	114498618	+	0.000	0.000	Merged-chr9-114498447-24
Merged-chr7-73523382-8	chr7	73523202	73523550	+	0.000	0.000	Merged-chr7-73523382-8
Merged-chr12-13269296-75	chr12	13268972	13269786	+	0.000	0.000	Merged-chr12-13269296-75
Merged-chr13-30137230-3	chr13	30137079	30137430	+	0.000	0.000	Merged-chr13-30137230-3
Merged-chr11-106122400-1	chr11	106122302	106122500	+	0.000	0.000	Merged-chr11-106122400-1
Merged-chr9-35423425-41	chr9	35423119	35423622	+	0.000	0.000	Merged-chr9-35423425-41
Merged-chr11-62539028-59	chr11	62538552	62539488	+	0.000	0.000	Merged-chr11-62539028-59
Merged-chr13-3918065-66	chr13	3917753	3918279	+	0.000	0.000	Merged-chr13-3918065-66
Merged-chr5-43808144-44	chr5	43807930	43808337	+	0.000	0.000	Merged-chr5-43808144-44
Merged-chr18-58615336-24	chr18	58615021	58615554	+	0.000	0.000	Merged-chr18-58615336-24
Merged-chr1-74794765-31	chr1	74794520	74795036	+	0.000	0.000	Merged-chr1-74794765-31
Merged-chr10-59970161-26	chr10	59969797	59970582	+	0.000	0.000	Merged-chr10-59970161-26
Merged-chr4-109471151-19	chr4	109470839	109471466	+	0.000	0.000	Merged-chr4-109471151-19
Merged-chr2-3922894-15	chr2	3922700	3923078	+	0.000	0.000	Merged-chr2-3922894-15
Merged-chr13-117018398-6	chr13	117018265	117018544	+	0.000	0.000	Merged-chr13-117018398-6
Merged-chr10-118870493-2	chr10	118870391	118870598	+	0.000	0.000	Merged-chr10-118870493-2
Merged-chr17-15706137-17	chr17	15705929	15706391	+	0.000	0.000	Merged-chr17-15706137-17
Merged-chr7-35741117-8	chr7	35740934	35741241	+	0.000	0.000	Merged-chr7-35741117-8
Merged-chr5-75717896-2	chr5	75717713	75718082	+	0.000	0.000	Merged-chr5-75717896-2
Merged-chr6-144220330-1	chr6	144220232	144220430	+	0.000	0.000	Merged-chr6-144220330-1
Merged-chr15-59106207-41	chr15	59105953	59106642	+	0.000	0.000	Merged-chr15-59106207-41
Merged-chr18-58668129-1	chr18	58668031	58668229	+	0.000	0.000	Merged-chr18-58668129-1
Merged-chr9-94670459-1	chr9	94670361	94670559	+	0.000	0.000	Merged-chr9-94670459-1
Merged-chr16-95994791-31	chr16	95994572	95995025	+	0.000	0.000	Merged-chr16-95994791-31
Merged-chr14-8003012-65	chr14	8002589	8003355	+	0.000	0.000	Merged-chr14-8003012-65
Merged-chr9-40482628-42	chr9	40482403	40482842	+	0.000	0.000	Merged-chr9-40482628-42
Merged-chr10-80150505-2	chr10	80150407	80150605	+	0.000	0.000	Merged-chr10-80150505-2
Merged-chr1-39896262-3	chr1	39896164	39896362	+	0.000	0.000	Merged-chr1-39896262-3
Merged-chrX-75750426-2	chrX	75750321	75750534	+	0.000	0.000	Merged-chrX-75750426-2
Merged-chr13-5185100-1	chr13	5185002	5185200	+	0.000	0.000	Merged-chr13-5185100-1
Merged-chr10-23787173-89	chr10	23786804	23787708	+	0.000	0.000	Merged-chr10-23787173-89
Merged-chr18-24203899-3	chr18	24203765	24204028	+	0.000	0.000	Merged-chr18-24203899-3
Merged-chrX-150813149-62	chrX	150812922	150813399	+	0.000	0.000	Merged-chrX-150813149-62
Merged-chr19-42090289-87	chr19	42089870	42090694	+	0.000	0.000	Merged-chr19-42090289-87
Merged-chr17-33981468-57	chr17	33981198	33981854	+	0.000	0.000	Merged-chr17-33981468-57
Merged-chr9-94614117-31	chr9	94613884	94614358	+	0.000	0.000	Merged-chr9-94614117-31
Merged-chr16-11254042-93	chr16	11253785	11254584	+	0.000	0.000	Merged-chr16-11254042-93
Merged-chr4-109471713-1	chr4	109471615	109471813	+	0.000	0.000	Merged-chr4-109471713-1
Merged-chr17-15816733-57	chr17	15816495	15817044	+	0.000	0.000	Merged-chr17-15816733-57
Merged-chr4-41135735-138	chr4	41135175	41136469	+	0.000	0.000	Merged-chr4-41135735-138
Merged-chr6-125476284-5	chr6	125476172	125476415	+	0.000	0.000	Merged-chr6-125476284-5
Merged-chr6-134014705-25	chr6	134014434	134014931	+	0.000	0.000	Merged-chr6-134014705-25
Merged-chr12-113220525-36	chr12	113220250	113220788	+	0.000	0.000	Merged-chr12-113220525-36
Merged-chr14-78438304-11	chr14	78438128	78438465	+	0.000	0.000	Merged-chr14-78438304-11
Merged-chr4-33248647-4	chr4	33248495	33248801	+	0.000	0.000	Merged-chr4-33248647-4
Merged-chr2-158410061-111	chr2	158409534	158410656	+	0.000	0.000	Merged-chr2-158410061-111
Merged-chr7-101092793-9	chr7	101092644	101092963	+	0.000	0.000	Merged-chr7-101092793-9
Merged-chr4-128807038-7	chr4	128806822	128807265	+	0.000	0.000	Merged-chr4-128807038-7
Merged-chr8-126654615-2	chr8	126654502	126654731	+	0.000	0.000	Merged-chr8-126654615-2
Merged-chr18-24237197-17	chr18	24236927	24237643	+	0.000	0.000	Merged-chr18-24237197-17
Merged-chr19-16802256-9	chr19	16801957	16802417	+	0.000	0.000	Merged-chr19-16802256-9
Merged-chr15-59520520-55	chr15	59520242	59520815	+	0.000	0.000	Merged-chr15-59520520-55
Merged-chr11-4345330-1	chr11	4345232	4345430	+	0.000	0.000	Merged-chr11-4345330-1
Merged-chr10-53629829-112	chr10	53629535	53630173	+	0.000	0.000	Merged-chr10-53629829-112
Merged-chr18-53904421-2	chr18	53904271	53904574	+	0.000	0.000	Merged-chr18-53904421-2
Merged-chr1-164061459-15	chr1	164061252	164061642	+	0.000	0.000	Merged-chr1-164061459-15
Merged-chr19-21274362-20	chr19	21274224	21274533	+	0.000	0.000	Merged-chr19-21274362-20
Merged-chr8-66914324-25	chr8	66914051	66914609	+	0.000	0.000	Merged-chr8-66914324-25
Merged-chr10-19139466-5	chr10	19139335	19139617	+	0.000	0.000	Merged-chr10-19139466-5
Merged-chr1-82879357-31	chr1	82879180	82879666	+	0.000	0.000	Merged-chr1-82879357-31
Merged-chr2-34961693-34	chr2	34961389	34961971	+	0.000	0.000	Merged-chr2-34961693-34
Merged-chr16-96127768-94	chr16	96127388	96128190	+	0.000	0.000	Merged-chr16-96127768-94
Merged-chr10-30655353-2	chr10	30655164	30655545	+	0.000	0.000	Merged-chr10-30655353-2
Merged-chr6-17675018-5	chr6	17674784	17675231	+	0.000	0.000	Merged-chr6-17675018-5
Merged-chr1-82898470-7	chr1	82898323	82898605	+	0.000	0.000	Merged-chr1-82898470-7
Merged-chr9-92542439-104	chr9	92542088	92542735	+	0.000	0.000	Merged-chr9-92542439-104
Merged-chr7-25297148-3	chr7	25297033	25297281	+	0.000	0.000	Merged-chr7-25297148-3
Merged-chr4-125160619-27	chr4	125160390	125160870	+	0.000	0.000	Merged-chr4-125160619-27
Merged-chr8-79173625-13	chr8	79173352	79173827	+	0.000	0.000	Merged-chr8-79173625-13
Merged-chr9-41064471-7	chr9	41064324	41064646	+	0.000	0.000	Merged-chr9-41064471-7
Merged-chr8-88637468-1	chr8	88637370	88637568	+	0.000	0.000	Merged-chr8-88637468-1
Merged-chr7-68885558-1	chr7	68885460	68885658	+	0.000	0.000	Merged-chr7-68885558-1
Merged-chr3-126570904-20	chr3	126570652	126571235	+	0.000	0.000	Merged-chr3-126570904-20
Merged-chr1-186749354-72	chr1	186749060	186749646	+	0.000	0.000	Merged-chr1-186749354-72
Merged-chr13-3897020-16	chr13	3896807	3897158	+	0.000	0.000	Merged-chr13-3897020-16
Merged-chr6-144041035-1	chr6	144040937	144041135	+	0.000	0.000	Merged-chr6-144041035-1
Merged-chr15-62145292-46	chr15	62145026	62145697	+	0.000	0.000	Merged-chr15-62145292-46
Merged-chr8-122283780-2	chr8	122283618	122283944	+	0.000	0.000	Merged-chr8-122283780-2
Merged-chr5-66618614-86	chr5	66618373	66619108	+	0.000	0.000	Merged-chr5-66618614-86
Merged-chr12-73746193-23	chr12	73745902	73746385	+	0.000	0.000	Merged-chr12-73746193-23
Merged-chr5-75604922-2	chr5	75604795	75605051	+	0.000	0.000	Merged-chr5-75604922-2
Merged-chr19-44281022-35	chr19	44280804	44281186	+	0.000	0.000	Merged-chr19-44281022-35
Merged-chr14-52014497-76	chr14	52013835	52015190	+	0.000	0.000	Merged-chr14-52014497-76
Merged-chr9-101099532-8	chr9	101099352	101099706	+	0.000	0.000	Merged-chr9-101099532-8
Merged-chr7-122034614-1	chr7	122034516	122034714	+	0.000	0.000	Merged-chr7-122034614-1
Merged-chr10-59921087-38	chr10	59920781	59921472	+	0.000	0.000	Merged-chr10-59921087-38
Merged-chr5-28317030-104	chr5	28316476	28317607	+	0.000	0.000	Merged-chr5-28317030-104
Merged-chr4-63840132-1	chr4	63840034	63840232	+	0.000	0.000	Merged-chr4-63840132-1
Merged-chr5-100643875-96	chr5	100643216	100644447	+	0.000	0.000	Merged-chr5-100643875-96
Merged-chr8-126584527-70	chr8	126584186	126584723	+	0.000	0.000	Merged-chr8-126584527-70
Merged-chr9-14500635-62	chr9	14500341	14500895	+	0.000	0.000	Merged-chr9-14500635-62
Merged-chr11-79339786-62	chr11	79339373	79340244	+	0.000	0.000	Merged-chr11-79339786-62
Merged-chr6-143938728-3	chr6	143938599	143938874	+	0.000	0.000	Merged-chr6-143938728-3
Merged-chr9-95121353-17	chr9	95121076	95121561	+	0.000	0.000	Merged-chr9-95121353-17
Merged-chr7-132672749-42	chr7	132672511	132672959	+	0.000	0.000	Merged-chr7-132672749-42
Merged-chr8-126590193-39	chr8	126589895	126590443	+	0.000	0.000	Merged-chr8-126590193-39
Merged-chr11-3134670-2	chr11	3134572	3134770	+	0.000	0.000	Merged-chr11-3134670-2
Merged-chr1-164069393-6	chr1	164069267	164069532	+	0.000	0.000	Merged-chr1-164069393-6
Merged-chr2-68426201-4	chr2	68426050	68426328	+	0.000	0.000	Merged-chr2-68426201-4
Merged-chr4-63906254-14	chr4	63906093	63906421	+	0.000	0.000	Merged-chr4-63906254-14
Merged-chr8-128357359-22	chr8	128357209	128357557	+	0.000	0.000	Merged-chr8-128357359-22
Merged-chr16-24155121-14	chr16	24154916	24155341	+	0.000	0.000	Merged-chr16-24155121-14
Merged-chr12-111239020-11	chr12	111238829	111239190	+	0.000	0.000	Merged-chr12-111239020-11
Merged-chr14-78436741-6	chr14	78436572	78436995	+	0.000	0.000	Merged-chr14-78436741-6
Merged-chr19-46305023-124	chr19	46304551	46305322	+	0.000	0.000	Merged-chr19-46305023-124
Merged-chr3-52269240-36	chr3	52268867	52269644	+	0.000	0.000	Merged-chr3-52269240-36
Merged-chr12-81845150-28	chr12	81844903	81845444	+	0.000	0.000	Merged-chr12-81845150-28
Merged-chr7-81345131-68	chr7	81344646	81345505	+	0.000	0.000	Merged-chr7-81345131-68
Merged-chr19-36538686-27	chr19	36538382	36538960	+	0.000	0.000	Merged-chr19-36538686-27
Merged-chr2-3910596-12	chr2	3910395	3910821	+	0.000	0.000	Merged-chr2-3910596-12
Merged-chr4-63849353-15	chr4	63849205	63849520	+	0.000	0.000	Merged-chr4-63849353-15
Merged-chr10-94922247-13	chr10	94922045	94922436	+	0.000	0.000	Merged-chr10-94922247-13
Merged-chr9-62342214-1	chr9	62342116	62342314	+	0.000	0.000	Merged-chr9-62342214-1
Merged-chrX-152336709-50	chrX	152336427	152336925	+	0.000	0.000	Merged-chrX-152336709-50
Merged-chr6-89430061-1	chr6	89429963	89430161	+	0.000	0.000	Merged-chr6-89430061-1
Merged-chr6-145274256-8	chr6	145274111	145274448	+	0.000	0.000	Merged-chr6-145274256-8
Merged-chr4-152119602-1	chr4	152119504	152119702	+	0.000	0.000	Merged-chr4-152119602-1
Merged-chr13-30098717-1	chr13	30098619	30098817	+	0.000	0.000	Merged-chr13-30098717-1
Merged-chr17-8242346-5	chr17	8242213	8242484	+	0.000	0.000	Merged-chr17-8242346-5
Merged-chr18-64889012-12	chr18	64888748	64889212	+	0.000	0.000	Merged-chr18-64889012-12
Merged-chr4-63935809-58	chr4	63935377	63936307	+	0.000	0.000	Merged-chr4-63935809-58
Merged-chr8-34938960-7	chr8	34938745	34939122	+	0.000	0.000	Merged-chr8-34938960-7
Merged-chr13-51845018-4	chr13	51844893	51845169	+	0.000	0.000	Merged-chr13-51845018-4
Merged-chr1-39954397-1	chr1	39954299	39954497	+	0.000	0.000	Merged-chr1-39954397-1
Merged-chr8-106415432-52	chr8	106415176	106415697	+	0.000	0.000	Merged-chr8-106415432-52
Merged-chr11-54931992-2	chr11	54931874	54932113	+	0.000	0.000	Merged-chr11-54931992-2
Merged-chr1-39896761-43	chr1	39896384	39897028	+	0.000	0.000	Merged-chr1-39896761-43
Merged-chr1-164071322-8	chr1	164071126	164071544	+	0.000	0.000	Merged-chr1-164071322-8
Merged-chr11-3142857-101	chr11	3141947	3143524	+	0.000	0.000	Merged-chr11-3142857-101
Merged-chr5-86783243-43	chr5	86783048	86783508	+	0.000	0.000	Merged-chr5-86783243-43
Merged-chr14-122534294-63	chr14	122533986	122534561	+	0.000	0.000	Merged-chr14-122534294-63
Merged-chrX-75758189-1	chrX	75758091	75758289	+	0.000	0.000	Merged-chrX-75758189-1
Merged-chr6-144088570-3	chr6	144088448	144088691	+	0.000	0.000	Merged-chr6-144088570-3
Merged-chr10-116473728-88	chr10	116473461	116474416	+	0.000	0.000	Merged-chr10-116473728-88
Merged-chr2-32404879-13	chr2	32404677	32405066	+	0.000	0.000	Merged-chr2-32404879-13
Merged-chr11-3162407-4	chr11	3162229	3162614	+	0.000	0.000	Merged-chr11-3162407-4
Merged-chr11-3132178-2	chr11	3131995	3132363	+	0.000	0.000	Merged-chr11-3132178-2
Merged-chr6-121210795-40	chr6	121210498	121211165	+	0.000	0.000	Merged-chr6-121210795-40
Merged-chr16-24092580-1	chr16	24092482	24092680	+	0.000	0.000	Merged-chr16-24092580-1
Merged-chr6-89343063-1	chr6	89342965	89343163	+	0.000	0.000	Merged-chr6-89343063-1
Merged-chr7-127898776-6	chr7	127898583	127899056	+	0.000	0.000	Merged-chr7-127898776-6
Merged-chr16-70326807-66	chr16	70326525	70327055	+	0.000	0.000	Merged-chr16-70326807-66
Merged-chr2-13233524-26	chr2	13233198	13233920	+	0.000	0.000	Merged-chr2-13233524-26
Merged-chr7-132656462-65	chr7	132656178	132656689	+	0.000	0.000	Merged-chr7-132656462-65
Merged-chr8-18850232-3	chr8	18850130	18850339	+	0.000	0.000	Merged-chr8-18850232-3
Merged-chr14-118700236-58	chr14	118699930	118700538	+	0.000	0.000	Merged-chr14-118700236-58
Merged-chr2-68466815-2	chr2	68466705	68466927	+	0.000	0.000	Merged-chr2-68466815-2
Merged-chr4-32263714-35	chr4	32263069	32264149	+	0.000	0.000	Merged-chr4-32263714-35
Merged-chr8-15019042-1	chr8	15018944	15019142	+	0.000	0.000	Merged-chr8-15019042-1
Merged-chr16-10788652-37	chr16	10788252	10788951	+	0.000	0.000	Merged-chr16-10788652-37
Merged-chr10-42888420-50	chr10	42888163	42888601	+	0.000	0.000	Merged-chr10-42888420-50
Merged-chr1-173456559-25	chr1	173456193	173456803	+	0.000	0.000	Merged-chr1-173456559-25
Merged-chr3-62506895-65	chr3	62506539	62507111	+	0.000	0.000	Merged-chr3-62506895-65
Merged-chr1-182341380-88	chr1	182340976	182341827	+	0.000	0.000	Merged-chr1-182341380-88
Merged-chr15-86021372-1	chr15	86021274	86021472	+	0.000	0.000	Merged-chr15-86021372-1
Merged-chr10-120528011-1	chr10	120527913	120528111	+	0.000	0.000	Merged-chr10-120528011-1
Merged-chr8-121898554-47	chr8	121898358	121898772	+	0.000	0.000	Merged-chr8-121898554-47
Merged-chr14-60790297-14	chr14	60790011	60790508	+	0.000	0.000	Merged-chr14-60790297-14
Merged-chr5-100648193-27	chr5	100647753	100648666	+	0.000	0.000	Merged-chr5-100648193-27
Merged-chr17-84191092-7	chr17	84190961	84191240	+	0.000	0.000	Merged-chr17-84191092-7
Merged-chr6-144021716-7	chr6	144021543	144021986	+	0.000	0.000	Merged-chr6-144021716-7
Merged-chr6-134147630-1	chr6	134147532	134147730	+	0.000	0.000	Merged-chr6-134147630-1
Merged-chr11-3185948-7	chr11	3185729	3186298	+	0.000	0.000	Merged-chr11-3185948-7
Merged-chr6-133960914-20	chr6	133960617	133961163	+	0.000	0.000	Merged-chr6-133960914-20
Merged-chr11-3174482-24	chr11	3174021	3174830	+	0.000	0.000	Merged-chr11-3174482-24
Merged-chr6-134036634-9	chr6	134036463	134036777	+	0.000	0.000	Merged-chr6-134036634-9
Merged-chr12-117489789-1	chr12	117489691	117489889	+	0.000	0.000	Merged-chr12-117489789-1
Merged-chr9-71888573-9	chr9	71888329	71888750	+	0.000	0.000	Merged-chr9-71888573-9
Merged-chr17-7925954-52	chr17	7925705	7926243	+	0.000	0.000	Merged-chr17-7925954-52
Merged-chrX-47992906-34	chrX	47992604	47993108	+	0.000	0.000	Merged-chrX-47992906-34
Merged-chr9-94945890-45	chr9	94945642	94946109	+	0.000	0.000	Merged-chr9-94945890-45
Merged-chr4-128734507-1	chr4	128734409	128734607	+	0.000	0.000	Merged-chr4-128734507-1
Merged-chr11-48858339-1	chr11	48858241	48858439	+	0.000	0.000	Merged-chr11-48858339-1
Merged-chr4-33242620-14	chr4	33242258	33242867	+	0.000	0.000	Merged-chr4-33242620-14
Merged-chr11-3167570-33	chr11	3167198	3168035	+	0.000	0.000	Merged-chr11-3167570-33
Merged-chr13-12379617-6	chr13	12379448	12379800	+	0.000	0.000	Merged-chr13-12379617-6
Merged-chr18-41409685-1	chr18	41409587	41409785	+	0.000	0.000	Merged-chr18-41409685-1
Merged-chr15-100189073-42	chr15	100188831	100189420	+	0.000	0.000	Merged-chr15-100189073-42
Merged-chr10-94864939-82	chr10	94864550	94865187	+	0.000	0.000	Merged-chr10-94864939-82
Merged-chr11-79145750-1	chr11	79145652	79145850	+	0.000	0.000	Merged-chr11-79145750-1
Merged-chr12-73755850-33	chr12	73755597	73756096	+	0.000	0.000	Merged-chr12-73755850-33
Merged-chr12-52501139-6	chr12	52500924	52501326	+	0.000	0.000	Merged-chr12-52501139-6
Merged-chr5-105650146-5	chr5	105650048	105650246	+	0.000	0.000	Merged-chr5-105650146-5
Merged-chr7-4656159-1	chr7	4656061	4656259	+	0.000	0.000	Merged-chr7-4656159-1
Merged-chr4-41180008-12	chr4	41179772	41180164	+	0.000	0.000	Merged-chr4-41180008-12
Merged-chr3-10351318-69	chr3	10351056	10351525	+	0.000	0.000	Merged-chr3-10351318-69
Merged-chr8-35123511-41	chr8	35123184	35123752	+	0.000	0.000	Merged-chr8-35123511-41
Merged-chr1-55629835-4	chr1	55629650	55629988	+	0.000	0.000	Merged-chr1-55629835-4
Merged-chr4-32238599-11	chr4	32238470	32238795	+	0.000	0.000	Merged-chr4-32238599-11
Merged-chr17-15743446-33	chr17	15742936	15743795	+	0.000	0.000	Merged-chr17-15743446-33
Merged-chr6-121272089-2	chr6	121271991	121272189	+	0.000	0.000	Merged-chr6-121272089-2
Merged-chr8-119384753-17	chr8	119384553	119385014	+	0.000	0.000	Merged-chr8-119384753-17
Merged-chr5-105305723-1	chr5	105305625	105305823	+	0.000	0.000	Merged-chr5-105305723-1
Merged-chr4-124701046-83	chr4	124700479	124701659	+	0.000	0.000	Merged-chr4-124701046-83
Merged-chr11-4334358-2	chr11	4334188	4334530	+	0.000	0.000	Merged-chr11-4334358-2
Merged-chr13-64161873-63	chr13	64161574	64162092	+	0.000	0.000	Merged-chr13-64161873-63
Merged-chr11-79460952-43	chr11	79460681	79461176	+	0.000	0.000	Merged-chr11-79460952-43
Merged-chr6-144364749-2	chr6	144364631	144364870	+	0.000	0.000	Merged-chr6-144364749-2
Merged-chr3-52267357-1	chr3	52267259	52267457	+	0.000	0.000	Merged-chr3-52267357-1
Merged-chr5-75590819-1	chr5	75590721	75590919	+	0.000	0.000	Merged-chr5-75590819-1
Merged-chr16-18066490-64	chr16	18066206	18066753	+	0.000	0.000	Merged-chr16-18066490-64
Merged-chr18-60596149-54	chr18	60595936	60596371	+	0.000	0.000	Merged-chr18-60596149-54
Merged-chrX-75734905-2	chrX	75734791	75735021	+	0.000	0.000	Merged-chrX-75734905-2
Merged-chr3-14578832-56	chr3	14578550	14579232	+	0.000	0.000	Merged-chr3-14578832-56
Merged-chr2-68350356-1	chr2	68350258	68350456	+	0.000	0.000	Merged-chr2-68350356-1
Merged-chr15-59092578-15	chr15	59092409	59092774	+	0.000	0.000	Merged-chr15-59092578-15
Merged-chr5-148554881-35	chr5	148554711	148555021	+	0.000	0.000	Merged-chr5-148554881-35
Merged-chr15-62079594-24	chr15	62079320	62079782	+	0.000	0.000	Merged-chr15-62079594-24
Merged-chr16-23991462-14	chr16	23991212	23991656	+	0.000	0.000	Merged-chr16-23991462-14
Merged-chr14-121824841-29	chr14	121824284	121825109	+	0.000	0.000	Merged-chr14-121824841-29
Merged-chr10-108445757-1	chr10	108445659	108445857	+	0.000	0.000	Merged-chr10-108445757-1
Merged-chr17-73839291-10	chr17	73839059	73839470	+	0.000	0.000	Merged-chr17-73839291-10
Merged-chr18-7524437-7	chr18	7524182	7524689	+	0.000	0.000	Merged-chr18-7524437-7
Merged-chr16-70395493-20	chr16	70395275	70395707	+	0.000	0.000	Merged-chr16-70395493-20
Merged-chr3-52199389-34	chr3	52199096	52199642	+	0.000	0.000	Merged-chr3-52199389-34
Merged-chr11-3179193-4	chr11	3178930	3179426	+	0.000	0.000	Merged-chr11-3179193-4
Merged-chr18-65022239-24	chr18	65021924	65022513	+	0.000	0.000	Merged-chr18-65022239-24
Merged-chr10-30803129-88	chr10	30802804	30803405	+	0.000	0.000	Merged-chr10-30803129-88
Merged-chr4-136110738-3	chr4	136110601	136110908	+	0.000	0.000	Merged-chr4-136110738-3
Merged-chr7-19309217-6	chr7	19309062	19309433	+	0.000	0.000	Merged-chr7-19309217-6
Merged-chr16-90323111-40	chr16	90322910	90323363	+	0.000	0.000	Merged-chr16-90323111-40
Merged-chrX-133887196-1	chrX	133887098	133887296	+	0.000	0.000	Merged-chrX-133887196-1
Merged-chr10-42877317-2	chr10	42877216	42877421	+	0.000	0.000	Merged-chr10-42877317-2
Merged-chr18-60633052-25	chr18	60632700	60633392	+	0.000	0.000	Merged-chr18-60633052-25
Merged-chr10-42848421-1	chr10	42848323	42848521	+	0.000	0.000	Merged-chr10-42848421-1
Merged-chr17-8228766-12	chr17	8228592	8228909	+	0.000	0.000	Merged-chr17-8228766-12
Merged-chr16-10786452-22	chr16	10786280	10786625	+	0.000	0.000	Merged-chr16-10786452-22
Merged-chr16-70376807-4	chr16	70376689	70376926	+	0.000	0.000	Merged-chr16-70376807-4
Merged-chr7-108934410-57	chr7	108934062	108934796	+	0.000	0.000	Merged-chr7-108934410-57
Merged-chr19-6856952-8	chr19	6856789	6857167	+	0.000	0.000	Merged-chr19-6856952-8
Merged-chr4-32481815-19	chr4	32481538	32482054	+	0.000	0.000	Merged-chr4-32481815-19
Merged-chr5-75645576-13	chr5	75645336	75645841	+	0.000	0.000	Merged-chr5-75645576-13
Merged-chr7-80368780-1	chr7	80368682	80368880	+	0.000	0.000	Merged-chr7-80368780-1
Merged-chr13-30154580-19	chr13	30154230	30154845	+	0.000	0.000	Merged-chr13-30154580-19
Merged-chr2-32689593-11	chr2	32689455	32689715	+	0.000	0.000	Merged-chr2-32689593-11
Merged-chr15-59542049-14	chr15	59541884	59542197	+	0.000	0.000	Merged-chr15-59542049-14
Merged-chr2-13223426-6	chr2	13223273	13223592	+	0.000	0.000	Merged-chr2-13223426-6
Merged-chr3-52268375-96	chr3	52267792	52268849	+	0.000	0.000	Merged-chr3-52268375-96
Merged-chr6-144138848-2	chr6	144138693	144139005	+	0.000	0.000	Merged-chr6-144138848-2
Merged-chrX-9243541-17	chrX	9243345	9243738	+	0.000	0.000	Merged-chrX-9243541-17
Merged-chr10-80658824-84	chr10	80658528	80659242	+	0.000	0.000	Merged-chr10-80658824-84
Merged-chrX-134756963-64	chrX	134756462	134757687	+	0.000	0.000	Merged-chrX-134756963-64
Merged-chr11-79460483-1	chr11	79460385	79460583	+	0.000	0.000	Merged-chr11-79460483-1
Merged-chr9-121309470-2	chr9	121309345	121309597	+	0.000	0.000	Merged-chr9-121309470-2
Merged-chr5-104508558-72	chr5	104508313	104508933	+	0.000	0.000	Merged-chr5-104508558-72
Merged-chr11-106676116-1	chr11	106676018	106676216	+	0.000	0.000	Merged-chr11-106676116-1
Merged-chr4-144890816-36	chr4	144890597	144891029	+	0.000	0.000	Merged-chr4-144890816-36
Merged-chr10-59958686-2	chr10	59958576	59958798	+	0.000	0.000	Merged-chr10-59958686-2
Merged-chr6-128887500-65	chr6	128887253	128887693	+	0.000	0.000	Merged-chr6-128887500-65
Merged-chr2-164079713-44	chr2	164079551	164079916	+	0.000	0.000	Merged-chr2-164079713-44
Merged-chr19-43939689-1	chr19	43939591	43939789	+	0.000	0.000	Merged-chr19-43939689-1
Merged-chr6-88724613-50	chr6	88724211	88724900	+	0.000	0.000	Merged-chr6-88724613-50
Merged-chr5-75496770-2	chr5	75496621	75496921	+	0.000	0.000	Merged-chr5-75496770-2
Merged-chr15-12337751-2	chr15	12337643	12337862	+	0.000	0.000	Merged-chr15-12337751-2
Merged-chr5-86841347-21	chr5	86841123	86841551	+	0.000	0.000	Merged-chr5-86841347-21
