#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr16-90284101-137	chr16	90283739	90284779	+	0.000	0.000	Merged-chr16-90284101-137
Merged-chr6-121130438-70	chr6	121130017	121130751	+	0.000	0.000	Merged-chr6-121130438-70
Merged-chr12-73895828-22	chr12	73895345	73896152	+	0.000	0.000	Merged-chr12-73895828-22
Merged-chr6-145268512-5	chr6	145268383	145268657	+	0.000	0.000	Merged-chr6-145268512-5
Merged-chr13-117196008-56	chr13	117195821	117196248	+	0.000	0.000	Merged-chr13-117196008-56
Merged-chr7-35757232-9	chr7	35757014	35757404	+	0.000	0.000	Merged-chr7-35757232-9
Merged-chr8-79046826-18	chr8	79046617	79047052	+	0.000	0.000	Merged-chr8-79046826-18
Merged-chr11-52241119-15	chr11	52240884	52241350	+	0.000	0.000	Merged-chr11-52241119-15
Merged-chr1-132007424-3	chr1	132007289	132007600	+	0.000	0.000	Merged-chr1-132007424-3
Merged-chr2-77277826-6	chr2	77277641	77278003	+	0.000	0.000	Merged-chr2-77277826-6
Merged-chr2-77309396-29	chr2	77309097	77309636	+	0.000	0.000	Merged-chr2-77309396-29
Merged-chr9-42101214-6	chr9	42100981	42101387	+	0.000	0.000	Merged-chr9-42101214-6
Merged-chr9-35495355-1	chr9	35495257	35495455	+	0.000	0.000	Merged-chr9-35495355-1
Merged-chr12-117589977-10	chr12	117589783	117590185	+	0.000	0.000	Merged-chr12-117589977-10
Merged-chr10-30655945-56	chr10	30655582	30656209	+	0.000	0.000	Merged-chr10-30655945-56
Merged-chr12-108637636-4	chr12	108637472	108637769	+	0.000	0.000	Merged-chr12-108637636-4
Merged-chr9-40455012-1	chr9	40454914	40455112	+	0.000	0.000	Merged-chr9-40455012-1
Merged-chr2-156841447-76	chr2	156840741	156842139	+	0.000	0.000	Merged-chr2-156841447-76
Merged-chr18-31910963-72	chr18	31910539	31911165	+	0.000	0.000	Merged-chr18-31910963-72
Merged-chr11-87724985-4	chr11	87724850	87725134	+	0.000	0.000	Merged-chr11-87724985-4
Merged-chr16-23984842-61	chr16	23984300	23985352	+	0.000	0.000	Merged-chr16-23984842-61
Merged-chr1-74803242-57	chr1	74803021	74803479	+	0.000	0.000	Merged-chr1-74803242-57
Merged-chr2-37443185-70	chr2	37442975	37443477	+	0.000	0.000	Merged-chr2-37443185-70
Merged-chr11-3166687-4	chr11	3166443	3166860	+	0.000	0.000	Merged-chr11-3166687-4
Merged-chr11-3163369-4	chr11	3163187	3163553	+	0.000	0.000	Merged-chr11-3163369-4
Merged-chr1-105565114-33	chr1	105564910	105565342	+	0.000	0.000	Merged-chr1-105565114-33
Merged-chr10-117677545-62	chr10	117676940	117677998	+	0.000	0.000	Merged-chr10-117677545-62
Merged-chr6-144773171-3	chr6	144773043	144773317	+	0.000	0.000	Merged-chr6-144773171-3
Merged-chr10-116511368-18	chr10	116511047	116511666	+	0.000	0.000	Merged-chr10-116511368-18
Merged-chr11-86993619-64	chr11	86993302	86993866	+	0.000	0.000	Merged-chr11-86993619-64
Merged-chr17-35425917-24	chr17	35425572	35426180	+	0.000	0.000	Merged-chr17-35425917-24
Merged-chr15-9567519-26	chr15	9567337	9567706	+	0.000	0.000	Merged-chr15-9567519-26
Merged-chr15-5117347-12	chr15	5117131	5117582	+	0.000	0.000	Merged-chr15-5117347-12
Merged-chr12-78227183-8	chr12	78226990	78227419	+	0.000	0.000	Merged-chr12-78227183-8
Merged-chr17-78882358-80	chr17	78881988	78882896	+	0.000	0.000	Merged-chr17-78882358-80
Merged-chr9-123333714-19	chr9	123333535	123333996	+	0.000	0.000	Merged-chr9-123333714-19
Merged-chr2-148681151-73	chr2	148680845	148681401	+	0.000	0.000	Merged-chr2-148681151-73
Merged-chr8-79163013-21	chr8	79162802	79163266	+	0.000	0.000	Merged-chr8-79163013-21
Merged-chr2-4454837-7	chr2	4454667	4455020	+	0.000	0.000	Merged-chr2-4454837-7
Merged-chr17-73804609-2	chr17	73804511	73804709	+	0.000	0.000	Merged-chr17-73804609-2
Merged-chr17-80772766-52	chr17	80772581	80772972	+	0.000	0.000	Merged-chr17-80772766-52
Merged-chr19-61265627-44	chr19	61265435	61265805	+	0.000	0.000	Merged-chr19-61265627-44
Merged-chr9-94620917-97	chr9	94620623	94621455	+	0.000	0.000	Merged-chr9-94620917-97
Merged-chr6-134207914-21	chr6	134207629	134208177	+	0.000	0.000	Merged-chr6-134207914-21
Merged-chr2-68297003-34	chr2	68296751	68297298	+	0.000	0.000	Merged-chr2-68297003-34
Merged-chr6-125483864-63	chr6	125483587	125484048	+	0.000	0.000	Merged-chr6-125483864-63
Merged-chr5-66337636-49	chr5	66337367	66337867	+	0.000	0.000	Merged-chr5-66337636-49
Merged-chr7-73523382-8	chr7	73523202	73523550	+	0.000	0.000	Merged-chr7-73523382-8
Merged-chr9-42142003-14	chr9	42141862	42142225	+	0.000	0.000	Merged-chr9-42142003-14
Merged-chr6-134067446-111	chr6	134066992	134067834	+	0.000	0.000	Merged-chr6-134067446-111
Merged-chr11-106122400-1	chr11	106122302	106122500	+	0.000	0.000	Merged-chr11-106122400-1
Merged-chr15-9526592-4	chr15	9526456	9526708	+	0.000	0.000	Merged-chr15-9526592-4
Merged-chr8-34948236-16	chr8	34947956	34948493	+	0.000	0.000	Merged-chr8-34948236-16
Merged-chr13-3918065-66	chr13	3917753	3918279	+	0.000	0.000	Merged-chr13-3918065-66
Merged-chr5-43808144-44	chr5	43807930	43808337	+	0.000	0.000	Merged-chr5-43808144-44
Merged-chr7-25297702-69	chr7	25297385	25298082	+	0.000	0.000	Merged-chr7-25297702-69
Merged-chr18-58615336-24	chr18	58615021	58615554	+	0.000	0.000	Merged-chr18-58615336-24
Merged-chr5-105198197-37	chr5	105198006	105198482	+	0.000	0.000	Merged-chr5-105198197-37
Merged-chr1-74794765-31	chr1	74794520	74795036	+	0.000	0.000	Merged-chr1-74794765-31
Merged-chr9-101073611-17	chr9	101073385	101073859	+	0.000	0.000	Merged-chr9-101073611-17
Merged-chr2-68466295-74	chr2	68465822	68466588	+	0.000	0.000	Merged-chr2-68466295-74
Merged-chr4-109471151-19	chr4	109470839	109471466	+	0.000	0.000	Merged-chr4-109471151-19
Merged-chr6-121243330-24	chr6	121243143	121243516	+	0.000	0.000	Merged-chr6-121243330-24
Merged-chr2-3922894-15	chr2	3922700	3923078	+	0.000	0.000	Merged-chr2-3922894-15
Merged-chr15-59041198-10	chr15	59041014	59041368	+	0.000	0.000	Merged-chr15-59041198-10
Merged-chr12-69458442-59	chr12	69458248	69458640	+	0.000	0.000	Merged-chr12-69458442-59
Merged-chr10-118870493-2	chr10	118870391	118870598	+	0.000	0.000	Merged-chr10-118870493-2
Merged-chr11-99131567-85	chr11	99130749	99132179	+	0.000	0.000	Merged-chr11-99131567-85
Merged-chr7-35741117-8	chr7	35740934	35741241	+	0.000	0.000	Merged-chr7-35741117-8
Merged-chr10-61649284-2	chr10	61649186	61649384	+	0.000	0.000	Merged-chr10-61649284-2
Merged-chr9-14275216-26	chr9	14274990	14275402	+	0.000	0.000	Merged-chr9-14275216-26
Merged-chr6-144220330-1	chr6	144220232	144220430	+	0.000	0.000	Merged-chr6-144220330-1
Merged-chr10-75744246-21	chr10	75744019	75744422	+	0.000	0.000	Merged-chr10-75744246-21
Merged-chr18-58668129-1	chr18	58668031	58668229	+	0.000	0.000	Merged-chr18-58668129-1
Merged-chr8-104535599-3	chr8	104535474	104535741	+	0.000	0.000	Merged-chr8-104535599-3
Merged-chr17-73813260-38	chr17	73813068	73813466	+	0.000	0.000	Merged-chr17-73813260-38
Merged-chr16-24160756-32	chr16	24160444	24161049	+	0.000	0.000	Merged-chr16-24160756-32
Merged-chr6-143957629-72	chr6	143957002	143958284	+	0.000	0.000	Merged-chr6-143957629-72
Merged-chr16-95994791-31	chr16	95994572	95995025	+	0.000	0.000	Merged-chr16-95994791-31
Merged-chr14-8003012-65	chr14	8002589	8003355	+	0.000	0.000	Merged-chr14-8003012-65
Merged-chr9-40482628-42	chr9	40482403	40482842	+	0.000	0.000	Merged-chr9-40482628-42
Merged-chr9-44691336-80	chr9	44690832	44691621	+	0.000	0.000	Merged-chr9-44691336-80
Merged-chr11-33919550-1	chr11	33919452	33919650	+	0.000	0.000	Merged-chr11-33919550-1
Merged-chr5-43824036-4	chr5	43823795	43824263	+	0.000	0.000	Merged-chr5-43824036-4
Merged-chr9-72100389-41	chr9	72099892	72101008	+	0.000	0.000	Merged-chr9-72100389-41
Merged-chrX-150813149-62	chrX	150812922	150813399	+	0.000	0.000	Merged-chrX-150813149-62
Merged-chr10-120616812-55	chr10	120616480	120617149	+	0.000	0.000	Merged-chr10-120616812-55
Merged-chr9-94614117-31	chr9	94613884	94614358	+	0.000	0.000	Merged-chr9-94614117-31
Merged-chr13-30085305-34	chr13	30085087	30085497	+	0.000	0.000	Merged-chr13-30085305-34
Merged-chr14-78307471-124	chr14	78306894	78307750	+	0.000	0.000	Merged-chr14-78307471-124
Merged-chr4-125127397-1	chr4	125127299	125127497	+	0.000	0.000	Merged-chr4-125127397-1
Merged-chr1-173430237-8	chr1	173430052	173430435	+	0.000	0.000	Merged-chr1-173430237-8
Merged-chr6-125476284-5	chr6	125476172	125476415	+	0.000	0.000	Merged-chr6-125476284-5
Merged-chr1-127242597-91	chr1	127242279	127242972	+	0.000	0.000	Merged-chr1-127242597-91
Merged-chr19-44294552-133	chr19	44293757	44295280	+	0.000	0.000	Merged-chr19-44294552-133
Merged-chr13-117225787-2	chr13	117225668	117225909	+	0.000	0.000	Merged-chr13-117225787-2
Merged-chr11-86993041-2	chr11	86992879	86993205	+	0.000	0.000	Merged-chr11-86993041-2
Merged-chr18-41951172-76	chr18	41950912	41951461	+	0.000	0.000	Merged-chr18-41951172-76
Merged-chr9-41048392-23	chr9	41048085	41048660	+	0.000	0.000	Merged-chr9-41048392-23
Merged-chr15-59520520-55	chr15	59520242	59520815	+	0.000	0.000	Merged-chr15-59520520-55
Merged-chr11-4345330-1	chr11	4345232	4345430	+	0.000	0.000	Merged-chr11-4345330-1
Merged-chr10-53629829-112	chr10	53629535	53630173	+	0.000	0.000	Merged-chr10-53629829-112
Merged-chr19-21274362-20	chr19	21274224	21274533	+	0.000	0.000	Merged-chr19-21274362-20
Merged-chr6-88769866-45	chr6	88769584	88770032	+	0.000	0.000	Merged-chr6-88769866-45
Merged-chr1-82879357-31	chr1	82879180	82879666	+	0.000	0.000	Merged-chr1-82879357-31
Merged-chr16-96127768-94	chr16	96127388	96128190	+	0.000	0.000	Merged-chr16-96127768-94
Merged-chr10-108333731-6	chr10	108333514	108333921	+	0.000	0.000	Merged-chr10-108333731-6
Merged-chr11-3150044-7	chr11	3149876	3150239	+	0.000	0.000	Merged-chr11-3150044-7
Merged-chr14-118649804-48	chr14	118649446	118650270	+	0.000	0.000	Merged-chr14-118649804-48
Merged-chr9-7872811-86	chr9	7872395	7873264	+	0.000	0.000	Merged-chr9-7872811-86
Merged-chr1-38657935-57	chr1	38657609	38658350	+	0.000	0.000	Merged-chr1-38657935-57
Merged-chr6-134186526-3	chr6	134186399	134186667	+	0.000	0.000	Merged-chr6-134186526-3
Merged-chr9-92542439-104	chr9	92542088	92542735	+	0.000	0.000	Merged-chr9-92542439-104
Merged-chr7-25297148-3	chr7	25297033	25297281	+	0.000	0.000	Merged-chr7-25297148-3
Merged-chr5-148596681-29	chr5	148596374	148597068	+	0.000	0.000	Merged-chr5-148596681-29
Merged-chr9-41064471-7	chr9	41064324	41064646	+	0.000	0.000	Merged-chr9-41064471-7
Merged-chr7-68885558-1	chr7	68885460	68885658	+	0.000	0.000	Merged-chr7-68885558-1
Merged-chr2-172976797-9	chr2	172976572	172976982	+	0.000	0.000	Merged-chr2-172976797-9
Merged-chr3-126570904-20	chr3	126570652	126571235	+	0.000	0.000	Merged-chr3-126570904-20
Merged-chr6-122669601-34	chr6	122669365	122669823	+	0.000	0.000	Merged-chr6-122669601-34
Merged-chr10-19215120-16	chr10	19214943	19215276	+	0.000	0.000	Merged-chr10-19215120-16
Merged-chr9-53341165-33	chr9	53340864	53341387	+	0.000	0.000	Merged-chr9-53341165-33
Merged-chr5-123377718-12	chr5	123377553	123377948	+	0.000	0.000	Merged-chr5-123377718-12
Merged-chr15-62145292-46	chr15	62145026	62145697	+	0.000	0.000	Merged-chr15-62145292-46
Merged-chr3-126666048-4	chr3	126665927	126666173	+	0.000	0.000	Merged-chr3-126666048-4
Merged-chr19-61266710-124	chr19	61266112	61267021	+	0.000	0.000	Merged-chr19-61266710-124
Merged-chr2-120500231-54	chr2	120500032	120500528	+	0.000	0.000	Merged-chr2-120500231-54
Merged-chr5-75604922-2	chr5	75604795	75605051	+	0.000	0.000	Merged-chr5-75604922-2
Merged-chr17-8225447-9	chr17	8225245	8225738	+	0.000	0.000	Merged-chr17-8225447-9
Merged-chr19-44281022-35	chr19	44280804	44281186	+	0.000	0.000	Merged-chr19-44281022-35
Merged-chr7-123135451-42	chr7	123134515	123136062	+	0.000	0.000	Merged-chr7-123135451-42
Merged-chr11-86958277-1	chr11	86958179	86958377	+	0.000	0.000	Merged-chr11-86958277-1
Merged-chr9-101099532-8	chr9	101099352	101099706	+	0.000	0.000	Merged-chr9-101099532-8
Merged-chr9-53328523-30	chr9	53328272	53328753	+	0.000	0.000	Merged-chr9-53328523-30
Merged-chr17-35420549-18	chr17	35420329	35420736	+	0.000	0.000	Merged-chr17-35420549-18
Merged-chr8-128358520-155	chr8	128358017	128359011	+	0.000	0.000	Merged-chr8-128358520-155
Merged-chr5-28317030-104	chr5	28316476	28317607	+	0.000	0.000	Merged-chr5-28317030-104
Merged-chr4-63840132-1	chr4	63840034	63840232	+	0.000	0.000	Merged-chr4-63840132-1
Merged-chr5-100643875-96	chr5	100643216	100644447	+	0.000	0.000	Merged-chr5-100643875-96
Merged-chr2-77272026-8	chr2	77271813	77272203	+	0.000	0.000	Merged-chr2-77272026-8
Merged-chr7-79715462-56	chr7	79714872	79715922	+	0.000	0.000	Merged-chr7-79715462-56
Merged-chr6-143938728-3	chr6	143938599	143938874	+	0.000	0.000	Merged-chr6-143938728-3
Merged-chr7-132672749-42	chr7	132672511	132672959	+	0.000	0.000	Merged-chr7-132672749-42
Merged-chr2-10274045-5	chr2	10273897	10274225	+	0.000	0.000	Merged-chr2-10274045-5
Merged-chr8-126590193-39	chr8	126589895	126590443	+	0.000	0.000	Merged-chr8-126590193-39
Merged-chr1-164073445-60	chr1	164072779	164074108	+	0.000	0.000	Merged-chr1-164073445-60
Merged-chr11-3171956-1	chr11	3171858	3172056	+	0.000	0.000	Merged-chr11-3171956-1
Merged-chr14-78436741-6	chr14	78436572	78436995	+	0.000	0.000	Merged-chr14-78436741-6
Merged-chr1-127212449-14	chr1	127212271	127212640	+	0.000	0.000	Merged-chr1-127212449-14
Merged-chr4-3834595-1	chr4	3834497	3834695	+	0.000	0.000	Merged-chr4-3834595-1
Merged-chr7-3707175-8	chr7	3707035	3707324	+	0.000	0.000	Merged-chr7-3707175-8
Merged-chr12-81845150-28	chr12	81844903	81845444	+	0.000	0.000	Merged-chr12-81845150-28
Merged-chr10-116487356-53	chr10	116487061	116487701	+	0.000	0.000	Merged-chr10-116487356-53
Merged-chr7-81345131-68	chr7	81344646	81345505	+	0.000	0.000	Merged-chr7-81345131-68
Merged-chr2-3910596-12	chr2	3910395	3910821	+	0.000	0.000	Merged-chr2-3910596-12
Merged-chr6-121109326-10	chr6	121109078	121109648	+	0.000	0.000	Merged-chr6-121109326-10
Merged-chr10-94922247-13	chr10	94922045	94922436	+	0.000	0.000	Merged-chr10-94922247-13
Merged-chr11-33932389-100	chr11	33931639	33933084	+	0.000	0.000	Merged-chr11-33932389-100
Merged-chrX-152336709-50	chrX	152336427	152336925	+	0.000	0.000	Merged-chrX-152336709-50
Merged-chr6-89430061-1	chr6	89429963	89430161	+	0.000	0.000	Merged-chr6-89430061-1
Merged-chr10-127667397-147	chr10	127666524	127668060	+	0.000	0.000	Merged-chr10-127667397-147
Merged-chr6-145274256-8	chr6	145274111	145274448	+	0.000	0.000	Merged-chr6-145274256-8
Merged-chr17-8242346-5	chr17	8242213	8242484	+	0.000	0.000	Merged-chr17-8242346-5
Merged-chr4-63935809-58	chr4	63935377	63936307	+	0.000	0.000	Merged-chr4-63935809-58
Merged-chr10-118722050-7	chr10	118721897	118722229	+	0.000	0.000	Merged-chr10-118722050-7
Merged-chr10-127666111-5	chr10	127665808	127666437	+	0.000	0.000	Merged-chr10-127666111-5
Merged-chr8-106415432-52	chr8	106415176	106415697	+	0.000	0.000	Merged-chr8-106415432-52
Merged-chr15-58822902-4	chr15	58822781	58823022	+	0.000	0.000	Merged-chr15-58822902-4
Merged-chr1-164071322-8	chr1	164071126	164071544	+	0.000	0.000	Merged-chr1-164071322-8
Merged-chr11-3142857-101	chr11	3141947	3143524	+	0.000	0.000	Merged-chr11-3142857-101
Merged-chr9-114476878-62	chr9	114476564	114477195	+	0.000	0.000	Merged-chr9-114476878-62
Merged-chrX-7865862-63	chrX	7865505	7866220	+	0.000	0.000	Merged-chrX-7865862-63
Merged-chr14-122534294-63	chr14	122533986	122534561	+	0.000	0.000	Merged-chr14-122534294-63
Merged-chr9-41004686-23	chr9	41004514	41004923	+	0.000	0.000	Merged-chr9-41004686-23
Merged-chr18-53418017-24	chr18	53417772	53418322	+	0.000	0.000	Merged-chr18-53418017-24
Merged-chr5-105609798-27	chr5	105609548	105610091	+	0.000	0.000	Merged-chr5-105609798-27
Merged-chr6-144088570-3	chr6	144088448	144088691	+	0.000	0.000	Merged-chr6-144088570-3
Merged-chr10-116473728-88	chr10	116473461	116474416	+	0.000	0.000	Merged-chr10-116473728-88
Merged-chr7-81341823-1	chr7	81341725	81341923	+	0.000	0.000	Merged-chr7-81341823-1
Merged-chr9-40997373-39	chr9	40997185	40997565	+	0.000	0.000	Merged-chr9-40997373-39
Merged-chr2-32404879-13	chr2	32404677	32405066	+	0.000	0.000	Merged-chr2-32404879-13
Merged-chr11-3162407-4	chr11	3162229	3162614	+	0.000	0.000	Merged-chr11-3162407-4
Merged-chr11-116377399-54	chr11	116377138	116377736	+	0.000	0.000	Merged-chr11-116377399-54
Merged-chr16-24092580-1	chr16	24092482	24092680	+	0.000	0.000	Merged-chr16-24092580-1
Merged-chr4-32249273-3	chr4	32249145	32249392	+	0.000	0.000	Merged-chr4-32249273-3
Merged-chr11-3153877-52	chr11	3153573	3154362	+	0.000	0.000	Merged-chr11-3153877-52
Merged-chr17-35200932-2	chr17	35200817	35201050	+	0.000	0.000	Merged-chr17-35200932-2
Merged-chr13-3890264-8	chr13	3890117	3890396	+	0.000	0.000	Merged-chr13-3890264-8
Merged-chr11-87662654-50	chr11	87662359	87662917	+	0.000	0.000	Merged-chr11-87662654-50
Merged-chr2-158410869-4	chr2	158410663	158411063	+	0.000	0.000	Merged-chr2-158410869-4
Merged-chr16-70326807-66	chr16	70326525	70327055	+	0.000	0.000	Merged-chr16-70326807-66
Merged-chr2-13233524-26	chr2	13233198	13233920	+	0.000	0.000	Merged-chr2-13233524-26
Merged-chr12-117534555-3	chr12	117534372	117534776	+	0.000	0.000	Merged-chr12-117534555-3
Merged-chr14-14346015-98	chr14	14345682	14346373	+	0.000	0.000	Merged-chr14-14346015-98
Merged-chr5-75622641-9	chr5	75622220	75622990	+	0.000	0.000	Merged-chr5-75622641-9
Merged-chr14-118700236-58	chr14	118699930	118700538	+	0.000	0.000	Merged-chr14-118700236-58
Merged-chr6-134566901-76	chr6	134566492	134567242	+	0.000	0.000	Merged-chr6-134566901-76
Merged-chr18-80495918-16	chr18	80495739	80496077	+	0.000	0.000	Merged-chr18-80495918-16
Merged-chr2-68466815-2	chr2	68466705	68466927	+	0.000	0.000	Merged-chr2-68466815-2
Merged-chr9-40448994-23	chr9	40448779	40449291	+	0.000	0.000	Merged-chr9-40448994-23
Merged-chr17-83335350-24	chr17	83335170	83335525	+	0.000	0.000	Merged-chr17-83335350-24
Merged-chr8-10006973-74	chr8	10006339	10007561	+	0.000	0.000	Merged-chr8-10006973-74
Merged-chr17-35218892-30	chr17	35218674	35219250	+	0.000	0.000	Merged-chr17-35218892-30
Merged-chr11-49202721-8	chr11	49202511	49202922	+	0.000	0.000	Merged-chr11-49202721-8
Merged-chr7-96952450-2	chr7	96952336	96952567	+	0.000	0.000	Merged-chr7-96952450-2
Merged-chr11-32039842-30	chr11	32039535	32040096	+	0.000	0.000	Merged-chr11-32039842-30
Merged-chr1-173456559-25	chr1	173456193	173456803	+	0.000	0.000	Merged-chr1-173456559-25
Merged-chr9-94669573-37	chr9	94669244	94669812	+	0.000	0.000	Merged-chr9-94669573-37
Merged-chr10-115406653-18	chr10	115406466	115406805	+	0.000	0.000	Merged-chr10-115406653-18
Merged-chr3-62506895-65	chr3	62506539	62507111	+	0.000	0.000	Merged-chr3-62506895-65
Merged-chr1-82834713-10	chr1	82834577	82834859	+	0.000	0.000	Merged-chr1-82834713-10
Merged-chr8-121898554-47	chr8	121898358	121898772	+	0.000	0.000	Merged-chr8-121898554-47
Merged-chr15-9569667-1	chr15	9569569	9569767	+	0.000	0.000	Merged-chr15-9569667-1
Merged-chr11-79146263-61	chr11	79145935	79146610	+	0.000	0.000	Merged-chr11-79146263-61
Merged-chr10-117640177-35	chr10	117639909	117640366	+	0.000	0.000	Merged-chr10-117640177-35
Merged-chr5-41845203-8	chr5	41845060	41845330	+	0.000	0.000	Merged-chr5-41845203-8
Merged-chr17-3092916-34	chr17	3092704	3093172	+	0.000	0.000	Merged-chr17-3092916-34
Merged-chr2-10314461-2	chr2	10314345	10314580	+	0.000	0.000	Merged-chr2-10314461-2
Merged-chr14-121823163-33	chr14	121822868	121823356	+	0.000	0.000	Merged-chr14-121823163-33
Merged-chr6-134147630-1	chr6	134147532	134147730	+	0.000	0.000	Merged-chr6-134147630-1
Merged-chr3-126598198-13	chr3	126597847	126598488	+	0.000	0.000	Merged-chr3-126598198-13
Merged-chr2-34991107-1	chr2	34991009	34991207	+	0.000	0.000	Merged-chr2-34991107-1
Merged-chr1-38662810-22	chr1	38662605	38663037	+	0.000	0.000	Merged-chr1-38662810-22
Merged-chr2-26225343-1	chr2	26225245	26225443	+	0.000	0.000	Merged-chr2-26225343-1
Merged-chr1-127240112-40	chr1	127239827	127240382	+	0.000	0.000	Merged-chr1-127240112-40
Merged-chr12-117427583-31	chr12	117427374	117427801	+	0.000	0.000	Merged-chr12-117427583-31
Merged-chr7-81339904-5	chr7	81339745	81340098	+	0.000	0.000	Merged-chr7-81339904-5
Merged-chr11-4438475-3	chr11	4438338	4438626	+	0.000	0.000	Merged-chr11-4438475-3
Merged-chr2-17690283-20	chr2	17690070	17690506	+	0.000	0.000	Merged-chr2-17690283-20
Merged-chr15-59081774-115	chr15	59080806	59082390	+	0.000	0.000	Merged-chr15-59081774-115
Merged-chr6-134036634-9	chr6	134036463	134036777	+	0.000	0.000	Merged-chr6-134036634-9
Merged-chr1-171939454-57	chr1	171939192	171939719	+	0.000	0.000	Merged-chr1-171939454-57
Merged-chr1-191956087-10	chr1	191955937	191956218	+	0.000	0.000	Merged-chr1-191956087-10
Merged-chr9-71888573-9	chr9	71888329	71888750	+	0.000	0.000	Merged-chr9-71888573-9
Merged-chr3-123507881-17	chr3	123507606	123508107	+	0.000	0.000	Merged-chr3-123507881-17
Merged-chr17-7925954-52	chr17	7925705	7926243	+	0.000	0.000	Merged-chr17-7925954-52
Merged-chr1-173437499-84	chr1	173437184	173437847	+	0.000	0.000	Merged-chr1-173437499-84
Merged-chrX-47992906-34	chrX	47992604	47993108	+	0.000	0.000	Merged-chrX-47992906-34
Merged-chr16-94246329-14	chr16	94246116	94246462	+	0.000	0.000	Merged-chr16-94246329-14
Merged-chr9-94945890-45	chr9	94945642	94946109	+	0.000	0.000	Merged-chr9-94945890-45
Merged-chr2-62352277-29	chr2	62352022	62352520	+	0.000	0.000	Merged-chr2-62352277-29
Merged-chr11-4268626-42	chr11	4268169	4268849	+	0.000	0.000	Merged-chr11-4268626-42
Merged-chr10-75668348-1	chr10	75668250	75668448	+	0.000	0.000	Merged-chr10-75668348-1
Merged-chr13-117034098-43	chr13	117033709	117034434	+	0.000	0.000	Merged-chr13-117034098-43
Merged-chr12-113216067-5	chr12	113215921	113216244	+	0.000	0.000	Merged-chr12-113216067-5
Merged-chr11-3167570-33	chr11	3167198	3168035	+	0.000	0.000	Merged-chr11-3167570-33
Merged-chr2-17689899-1	chr2	17689801	17689999	+	0.000	0.000	Merged-chr2-17689899-1
Merged-chr17-35379840-76	chr17	35379314	35380565	+	0.000	0.000	Merged-chr17-35379840-76
Merged-chr12-52503463-6	chr12	52503357	52503571	+	0.000	0.000	Merged-chr12-52503463-6
Merged-chr6-145269660-23	chr6	145269442	145269900	+	0.000	0.000	Merged-chr6-145269660-23
Merged-chr16-93586455-1	chr16	93586357	93586555	+	0.000	0.000	Merged-chr16-93586455-1
Merged-chr10-118869269-178	chr10	118868918	118870023	+	0.000	0.000	Merged-chr10-118869269-178
Merged-chr15-100189073-42	chr15	100188831	100189420	+	0.000	0.000	Merged-chr15-100189073-42
Merged-chr11-3147329-1	chr11	3147231	3147429	+	0.000	0.000	Merged-chr11-3147329-1
Merged-chr7-80198491-59	chr7	80198194	80198740	+	0.000	0.000	Merged-chr7-80198491-59
Merged-chr4-125127719-83	chr4	125127505	125128003	+	0.000	0.000	Merged-chr4-125127719-83
Merged-chr12-73755850-33	chr12	73755597	73756096	+	0.000	0.000	Merged-chr12-73755850-33
Merged-chr4-144900110-1	chr4	144900012	144900210	+	0.000	0.000	Merged-chr4-144900110-1
Merged-chr7-4656159-1	chr7	4656061	4656259	+	0.000	0.000	Merged-chr7-4656159-1
Merged-chr9-59338472-52	chr9	59338001	59338855	+	0.000	0.000	Merged-chr9-59338472-52
Merged-chr3-126834809-55	chr3	126834607	126835116	+	0.000	0.000	Merged-chr3-126834809-55
Merged-chr12-81933629-26	chr12	81933480	81933850	+	0.000	0.000	Merged-chr12-81933629-26
Merged-chr4-32405236-4	chr4	32405117	32405354	+	0.000	0.000	Merged-chr4-32405236-4
Merged-chr8-119384753-17	chr8	119384553	119385014	+	0.000	0.000	Merged-chr8-119384753-17
Merged-chr19-30114269-2	chr19	30114121	30114419	+	0.000	0.000	Merged-chr19-30114269-2
Merged-chr9-42158908-46	chr9	42158724	42159095	+	0.000	0.000	Merged-chr9-42158908-46
Merged-chr7-132610688-58	chr7	132610471	132610892	+	0.000	0.000	Merged-chr7-132610688-58
Merged-chr4-32424580-38	chr4	32424382	32424931	+	0.000	0.000	Merged-chr4-32424580-38
Merged-chr2-150437755-14	chr2	150437570	150437912	+	0.000	0.000	Merged-chr2-150437755-14
Merged-chr1-138596413-38	chr1	138596207	138596656	+	0.000	0.000	Merged-chr1-138596413-38
Merged-chr17-73823775-28	chr17	73823603	73823939	+	0.000	0.000	Merged-chr17-73823775-28
Merged-chr13-42095999-70	chr13	42095577	42096356	+	0.000	0.000	Merged-chr13-42095999-70
Merged-chr18-77072792-44	chr18	77072381	77073232	+	0.000	0.000	Merged-chr18-77072792-44
Merged-chr3-52299569-6	chr3	52299385	52299733	+	0.000	0.000	Merged-chr3-52299569-6
Merged-chr5-75590819-1	chr5	75590721	75590919	+	0.000	0.000	Merged-chr5-75590819-1
Merged-chr1-132007976-127	chr1	132007731	132008432	+	0.000	0.000	Merged-chr1-132007976-127
