#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_Naive.dn.bed
Merged-chr17-34932523-2	chr17	34932394	34932654	+	0.000	0.000	Merged-chr17-34932523-2
Merged-chr11-117870905-4	chr11	117870774	117871103	+	0.000	0.000	Merged-chr11-117870905-4
Merged-chr5-64375816-4	chr5	64375613	64376017	+	0.000	0.000	Merged-chr5-64375816-4
Merged-chr10-13970545-12	chr10	13970379	13970743	+	0.000	0.000	Merged-chr10-13970545-12
Merged-chr8-3221344-66	chr8	3221023	3221631	+	0.000	0.000	Merged-chr8-3221344-66
Merged-chr7-128383933-89	chr7	128383614	128384196	+	0.000	0.000	Merged-chr7-128383933-89
Merged-chrX-151344027-1	chrX	151343929	151344127	+	0.000	0.000	Merged-chrX-151344027-1
Merged-chr15-101247222-5	chr15	101247083	101247424	+	0.000	0.000	Merged-chr15-101247222-5
Merged-chr16-20693394-48	chr16	20693155	20693598	+	0.000	0.000	Merged-chr16-20693394-48
Merged-chr16-89994066-43	chr16	89993804	89994394	+	0.000	0.000	Merged-chr16-89994066-43
Merged-chr4-119415497-57	chr4	119415276	119415782	+	0.000	0.000	Merged-chr4-119415497-57
Merged-chr2-75938366-51	chr2	75938149	75938674	+	0.000	0.000	Merged-chr2-75938366-51
Merged-chr7-49303959-15	chr7	49303628	49304349	+	0.000	0.000	Merged-chr7-49303959-15
Merged-chr16-57167122-88	chr16	57166944	57167453	+	0.000	0.000	Merged-chr16-57167122-88
Merged-chr14-61971472-73	chr14	61971172	61971703	+	0.000	0.000	Merged-chr14-61971472-73
Merged-chr12-40536190-67	chr12	40535721	40536456	+	0.000	0.000	Merged-chr12-40536190-67
Merged-chr14-122191173-22	chr14	122190963	122191393	+	0.000	0.000	Merged-chr14-122191173-22
Merged-chr10-75860008-84	chr10	75859819	75860364	+	0.000	0.000	Merged-chr10-75860008-84
Merged-chr16-25423952-5	chr16	25423770	25424155	+	0.000	0.000	Merged-chr16-25423952-5
Merged-chr16-17257463-2	chr16	17257347	17257581	+	0.000	0.000	Merged-chr16-17257463-2
Merged-chr11-19998211-11	chr11	19998047	19998418	+	0.000	0.000	Merged-chr11-19998211-11
Merged-chr10-99284943-24	chr10	99284732	99285148	+	0.000	0.000	Merged-chr10-99284943-24
Merged-chr19-3851775-57	chr19	3851522	3852073	+	0.000	0.000	Merged-chr19-3851775-57
Merged-chr4-95693766-3	chr4	95693591	95693908	+	0.000	0.000	Merged-chr4-95693766-3
Merged-chr3-121425737-1	chr3	121425639	121425837	+	0.000	0.000	Merged-chr3-121425737-1
Merged-chr6-146500519-4	chr6	146500306	146500799	+	0.000	0.000	Merged-chr6-146500519-4
Merged-chr6-146514495-1	chr6	146514397	146514595	+	0.000	0.000	Merged-chr6-146514495-1
Merged-chrX-73930855-8	chrX	73930613	73931015	+	0.000	0.000	Merged-chrX-73930855-8
Merged-chr7-29155569-4	chr7	29155458	29155696	+	0.000	0.000	Merged-chr7-29155569-4
Merged-chr3-106493265-20	chr3	106492830	106493594	+	0.000	0.000	Merged-chr3-106493265-20
Merged-chr1-192493045-1	chr1	192492947	192493145	+	0.000	0.000	Merged-chr1-192493045-1
Merged-chr11-73019652-4	chr11	73019511	73019782	+	0.000	0.000	Merged-chr11-73019652-4
Merged-chr7-68061621-1	chr7	68061523	68061721	+	0.000	0.000	Merged-chr7-68061621-1
Merged-chr1-138251251-10	chr1	138250992	138251422	+	0.000	0.000	Merged-chr1-138251251-10
Merged-chr14-61673418-8	chr14	61673232	61673594	+	0.000	0.000	Merged-chr14-61673418-8
Merged-chr3-110237674-1	chr3	110237576	110237774	+	0.000	0.000	Merged-chr3-110237674-1
Merged-chr2-77088171-1	chr2	77088073	77088271	+	0.000	0.000	Merged-chr2-77088171-1
Merged-chr15-58214039-16	chr15	58213854	58214279	+	0.000	0.000	Merged-chr15-58214039-16
Merged-chr5-65795420-10	chr5	65795067	65795719	+	0.000	0.000	Merged-chr5-65795420-10
Merged-chr15-86051383-21	chr15	86051213	86051609	+	0.000	0.000	Merged-chr15-86051383-21
Merged-chr18-78146988-36	chr18	78146726	78147208	+	0.000	0.000	Merged-chr18-78146988-36
Merged-chr6-48047519-4	chr6	48047304	48047794	+	0.000	0.000	Merged-chr6-48047519-4
Merged-chr14-57746158-94	chr14	57745637	57746566	+	0.000	0.000	Merged-chr14-57746158-94
Merged-chr4-33073054-38	chr4	33072859	33073264	+	0.000	0.000	Merged-chr4-33073054-38
Merged-chr12-21111688-87	chr12	21111193	21112084	+	0.000	0.000	Merged-chr12-21111688-87
Merged-chr3-68975030-16	chr3	68974806	68975463	+	0.000	0.000	Merged-chr3-68975030-16
Merged-chr9-57439925-69	chr9	57439629	57440225	+	0.000	0.000	Merged-chr9-57439925-69
Merged-chr6-99385322-22	chr6	99385143	99385495	+	0.000	0.000	Merged-chr6-99385322-22
Merged-chr7-49778462-70	chr7	49778188	49778864	+	0.000	0.000	Merged-chr7-49778462-70
Merged-chr5-65823803-13	chr5	65823529	65824007	+	0.000	0.000	Merged-chr5-65823803-13
Merged-chr15-53128764-16	chr15	53128537	53128979	+	0.000	0.000	Merged-chr15-53128764-16
Merged-chr2-61593525-121	chr2	61593246	61593763	+	0.000	0.000	Merged-chr2-61593525-121
Merged-chr11-113786064-7	chr11	113785876	113786274	+	0.000	0.000	Merged-chr11-113786064-7
Merged-chr8-84811046-12	chr8	84810789	84811225	+	0.000	0.000	Merged-chr8-84811046-12
Merged-chr13-92671922-24	chr13	92671524	92672220	+	0.000	0.000	Merged-chr13-92671922-24
Merged-chr6-146514748-15	chr6	146514609	146514896	+	0.000	0.000	Merged-chr6-146514748-15
Merged-chrX-167330775-21	chrX	167330355	167331218	+	0.000	0.000	Merged-chrX-167330775-21
Merged-chr8-34735280-15	chr8	34735077	34735460	+	0.000	0.000	Merged-chr8-34735280-15
Merged-chr4-155161514-2	chr4	155161415	155161616	+	0.000	0.000	Merged-chr4-155161514-2
Merged-chr16-89960655-20	chr16	89960442	89960990	+	0.000	0.000	Merged-chr16-89960655-20
Merged-chr2-6396232-31	chr2	6396006	6396491	+	0.000	0.000	Merged-chr2-6396232-31
Merged-chr3-131110145-3	chr3	131109953	131110318	+	0.000	0.000	Merged-chr3-131110145-3
Merged-chr5-65901111-39	chr5	65900882	65901364	+	0.000	0.000	Merged-chr5-65901111-39
Merged-chr13-104286151-10	chr13	104285954	104286269	+	0.000	0.000	Merged-chr13-104286151-10
Merged-chr1-155196106-8	chr1	155195925	155196236	+	0.000	0.000	Merged-chr1-155196106-8
Merged-chr11-117878483-30	chr11	117878242	117878738	+	0.000	0.000	Merged-chr11-117878483-30
Merged-chr16-76449016-10	chr16	76448779	76449220	+	0.000	0.000	Merged-chr16-76449016-10
Merged-chr12-80211304-22	chr12	80210887	80211602	+	0.000	0.000	Merged-chr12-80211304-22
Merged-chr4-95410490-3	chr4	95410339	95410630	+	0.000	0.000	Merged-chr4-95410490-3
Merged-chr10-95781275-17	chr10	95780992	95781566	+	0.000	0.000	Merged-chr10-95781275-17
Merged-chr9-85710514-26	chr9	85710229	85710771	+	0.000	0.000	Merged-chr9-85710514-26
Merged-chr4-53915467-55	chr4	53915212	53915697	+	0.000	0.000	Merged-chr4-53915467-55
Merged-chr9-66680312-15	chr9	66680126	66680543	+	0.000	0.000	Merged-chr9-66680312-15
Merged-chr7-45459501-134	chr7	45458983	45459963	+	0.000	0.000	Merged-chr7-45459501-134
Merged-chr18-35850892-1	chr18	35850794	35850992	+	0.000	0.000	Merged-chr18-35850892-1
Merged-chr10-78465004-63	chr10	78464722	78465266	+	0.000	0.000	Merged-chr10-78465004-63
Merged-chr12-16136516-15	chr12	16136323	16136710	+	0.000	0.000	Merged-chr12-16136516-15
Merged-chr14-44977527-23	chr14	44977284	44977741	+	0.000	0.000	Merged-chr14-44977527-23
Merged-chr12-8842561-54	chr12	8842234	8842902	+	0.000	0.000	Merged-chr12-8842561-54
Merged-chr6-99252101-10	chr6	99251928	99252330	+	0.000	0.000	Merged-chr6-99252101-10
Merged-chr2-6279551-29	chr2	6279076	6280078	+	0.000	0.000	Merged-chr2-6279551-29
Merged-chr9-61914606-58	chr9	61914358	61914937	+	0.000	0.000	Merged-chr9-61914606-58
Merged-chr8-119570093-35	chr8	119569865	119570289	+	0.000	0.000	Merged-chr8-119570093-35
Merged-chr17-32951665-11	chr17	32951466	32951880	+	0.000	0.000	Merged-chr17-32951665-11
Merged-chr4-137854724-3	chr4	137854609	137854849	+	0.000	0.000	Merged-chr4-137854724-3
Merged-chr7-82890434-14	chr7	82890236	82890614	+	0.000	0.000	Merged-chr7-82890434-14
Merged-chr8-111568252-1	chr8	111568154	111568352	+	0.000	0.000	Merged-chr8-111568252-1
Merged-chr6-48770076-1	chr6	48769978	48770176	+	0.000	0.000	Merged-chr6-48770076-1
Merged-chr11-69416256-2	chr11	69416141	69416373	+	0.000	0.000	Merged-chr11-69416256-2
Merged-chr15-36282090-18	chr15	36281858	36282352	+	0.000	0.000	Merged-chr15-36282090-18
Merged-chr17-32944718-11	chr17	32944569	32944836	+	0.000	0.000	Merged-chr17-32944718-11
Merged-chr18-34888660-2	chr18	34888562	34888760	+	0.000	0.000	Merged-chr18-34888660-2
Merged-chr3-68830156-17	chr3	68829874	68830351	+	0.000	0.000	Merged-chr3-68830156-17
Merged-chr11-115628140-53	chr11	115627957	115628343	+	0.000	0.000	Merged-chr11-115628140-53
Merged-chr11-69418987-65	chr11	69418682	69419372	+	0.000	0.000	Merged-chr11-69418987-65
Merged-chr15-39905299-27	chr15	39904975	39905631	+	0.000	0.000	Merged-chr15-39905299-27
Merged-chr1-112745403-1	chr1	112745305	112745503	+	0.000	0.000	Merged-chr1-112745403-1
Merged-chr12-15998568-37	chr12	15998325	15999029	+	0.000	0.000	Merged-chr12-15998568-37
Merged-chr11-94601108-1	chr11	94601010	94601208	+	0.000	0.000	Merged-chr11-94601108-1
Merged-chr9-61668916-18	chr9	61668749	61669068	+	0.000	0.000	Merged-chr9-61668916-18
Merged-chr1-40115520-4	chr1	40115398	40115646	+	0.000	0.000	Merged-chr1-40115520-4
Merged-chr17-46650576-37	chr17	46650380	46650829	+	0.000	0.000	Merged-chr17-46650576-37
Merged-chr7-12978119-80	chr7	12977939	12978486	+	0.000	0.000	Merged-chr7-12978119-80
Merged-chr4-134787167-34	chr4	134786916	134787387	+	0.000	0.000	Merged-chr4-134787167-34
Merged-chr10-68280104-14	chr10	68279812	68280373	+	0.000	0.000	Merged-chr10-68280104-14
Merged-chr16-44961215-1	chr16	44961117	44961315	+	0.000	0.000	Merged-chr16-44961215-1
Merged-chr14-61647853-9	chr14	61647357	61648160	+	0.000	0.000	Merged-chr14-61647853-9
Merged-chr3-131167877-5	chr3	131167678	131168042	+	0.000	0.000	Merged-chr3-131167877-5
Merged-chr16-91057367-6	chr16	91057121	91057543	+	0.000	0.000	Merged-chr16-91057367-6
Merged-chr19-5818156-38	chr19	5817964	5818333	+	0.000	0.000	Merged-chr19-5818156-38
Merged-chrX-75128700-9	chrX	75128571	75128848	+	0.000	0.000	Merged-chrX-75128700-9
Merged-chr6-91509519-24	chr6	91509283	91509830	+	0.000	0.000	Merged-chr6-91509519-24
Merged-chr4-155151501-1	chr4	155151403	155151601	+	0.000	0.000	Merged-chr4-155151501-1
Merged-chr2-135725805-3	chr2	135725690	135725941	+	0.000	0.000	Merged-chr2-135725805-3
Merged-chr12-54187652-1	chr12	54187554	54187752	+	0.000	0.000	Merged-chr12-54187652-1
Merged-chr10-17579420-10	chr10	17579172	17579697	+	0.000	0.000	Merged-chr10-17579420-10
Merged-chr4-54347799-3	chr4	54347587	54347995	+	0.000	0.000	Merged-chr4-54347799-3
Merged-chr9-65201852-91	chr9	65201323	65202286	+	0.000	0.000	Merged-chr9-65201852-91
Merged-chr2-24745465-17	chr2	24745256	24745689	+	0.000	0.000	Merged-chr2-24745465-17
Merged-chr11-119267918-49	chr11	119267661	119268174	+	0.000	0.000	Merged-chr11-119267918-49
Merged-chr2-84479185-38	chr2	84479036	84479391	+	0.000	0.000	Merged-chr2-84479185-38
Merged-chr1-128606096-53	chr1	128605805	128606335	+	0.000	0.000	Merged-chr1-128606096-53
Merged-chr8-72572096-21	chr8	72571785	72572331	+	0.000	0.000	Merged-chr8-72572096-21
Merged-chr16-97536994-8	chr16	97536862	97537150	+	0.000	0.000	Merged-chr16-97536994-8
Merged-chr14-65381691-35	chr14	65381480	65381918	+	0.000	0.000	Merged-chr14-65381691-35
Merged-chr11-20632117-165	chr11	20631872	20632320	+	0.000	0.000	Merged-chr11-20632117-165
Merged-chr10-13993632-56	chr10	13993400	13993910	+	0.000	0.000	Merged-chr10-13993632-56
Merged-chr7-99818618-13	chr7	99818420	99818843	+	0.000	0.000	Merged-chr7-99818618-13
Merged-chr10-13965316-115	chr10	13964628	13965983	+	0.000	0.000	Merged-chr10-13965316-115
Merged-chr5-64865423-3	chr5	64865304	64865539	+	0.000	0.000	Merged-chr5-64865423-3
Merged-chr10-99386107-51	chr10	99385812	99386400	+	0.000	0.000	Merged-chr10-99386107-51
Merged-chr6-90751751-3	chr6	90751636	90751864	+	0.000	0.000	Merged-chr6-90751751-3
Merged-chr6-48445520-29	chr6	48445098	48445912	+	0.000	0.000	Merged-chr6-48445520-29
Merged-chr1-128592203-155	chr1	128591708	128592906	+	0.000	0.000	Merged-chr1-128592203-155
Merged-chr15-101267852-38	chr15	101267507	101268246	+	0.000	0.000	Merged-chr15-101267852-38
Merged-chr17-73222261-20	chr17	73222052	73222423	+	0.000	0.000	Merged-chr17-73222261-20
Merged-chr2-59326202-1	chr2	59326104	59326302	+	0.000	0.000	Merged-chr2-59326202-1
Merged-chr2-59161148-146	chr2	59160964	59161344	+	0.000	0.000	Merged-chr2-59161148-146
Merged-chr1-60043073-49	chr1	60042609	60043588	+	0.000	0.000	Merged-chr1-60043073-49
Merged-chr11-119253388-29	chr11	119253144	119253741	+	0.000	0.000	Merged-chr11-119253388-29
Merged-chr12-76867934-28	chr12	76867569	76868303	+	0.000	0.000	Merged-chr12-76867934-28
Merged-chr1-180279893-43	chr1	180279703	180280070	+	0.000	0.000	Merged-chr1-180279893-43
Merged-chr12-15981888-31	chr12	15981546	15982120	+	0.000	0.000	Merged-chr12-15981888-31
Merged-chr15-97578299-40	chr15	97578072	97578519	+	0.000	0.000	Merged-chr15-97578299-40
Merged-chr1-92130217-1	chr1	92130119	92130317	+	0.000	0.000	Merged-chr1-92130217-1
Merged-chr7-64192391-9	chr7	64192160	64192543	+	0.000	0.000	Merged-chr7-64192391-9
Merged-chr1-34011991-3	chr1	34011878	34012121	+	0.000	0.000	Merged-chr1-34011991-3
Merged-chr15-76799596-17	chr15	76799445	76799754	+	0.000	0.000	Merged-chr15-76799596-17
Merged-chr3-121427201-1	chr3	121427103	121427301	+	0.000	0.000	Merged-chr3-121427201-1
Merged-chr19-36919663-6	chr19	36919518	36919805	+	0.000	0.000	Merged-chr19-36919663-6
Merged-chr15-53267286-91	chr15	53266868	53267614	+	0.000	0.000	Merged-chr15-53267286-91
Merged-chr6-48048352-72	chr6	48048076	48048781	+	0.000	0.000	Merged-chr6-48048352-72
Merged-chr3-131050062-6	chr3	131049915	131050194	+	0.000	0.000	Merged-chr3-131050062-6
Merged-chr13-99384396-1	chr13	99384298	99384496	+	0.000	0.000	Merged-chr13-99384396-1
Merged-chr15-36303922-78	chr15	36303728	36304199	+	0.000	0.000	Merged-chr15-36303922-78
Merged-chr8-81342289-116	chr8	81342055	81342765	+	0.000	0.000	Merged-chr8-81342289-116
Merged-chr15-73067607-62	chr15	73067403	73067886	+	0.000	0.000	Merged-chr15-73067607-62
Merged-chr6-89644280-112	chr6	89644005	89644498	+	0.000	0.000	Merged-chr6-89644280-112
Merged-chr6-99266278-23	chr6	99265933	99266650	+	0.000	0.000	Merged-chr6-99266278-23
Merged-chr19-5800884-9	chr19	5800452	5801276	+	0.000	0.000	Merged-chr19-5800884-9
Merged-chr12-55465291-109	chr12	55464675	55465928	+	0.000	0.000	Merged-chr12-55465291-109
Merged-chr17-46525802-4	chr17	46525685	46525947	+	0.000	0.000	Merged-chr17-46525802-4
Merged-chr2-72117680-62	chr2	72117086	72118024	+	0.000	0.000	Merged-chr2-72117680-62
Merged-chr3-95542441-7	chr3	95542209	95542652	+	0.000	0.000	Merged-chr3-95542441-7
Merged-chr12-32827241-16	chr12	32827007	32827424	+	0.000	0.000	Merged-chr12-32827241-16
Merged-chr3-52131366-1	chr3	52131268	52131466	+	0.000	0.000	Merged-chr3-52131366-1
Merged-chr5-65790920-2	chr5	65790790	65791052	+	0.000	0.000	Merged-chr5-65790920-2
Merged-chr10-13097810-1	chr10	13097712	13097910	+	0.000	0.000	Merged-chr10-13097810-1
Merged-chr3-110414849-1	chr3	110414751	110414949	+	0.000	0.000	Merged-chr3-110414849-1
Merged-chr1-69537163-1	chr1	69537065	69537263	+	0.000	0.000	Merged-chr1-69537163-1
Merged-chr12-17881825-74	chr12	17881529	17882132	+	0.000	0.000	Merged-chr12-17881825-74
Merged-chr3-129494383-46	chr3	129494197	129494629	+	0.000	0.000	Merged-chr3-129494383-46
Merged-chr2-135824469-2	chr2	135824288	135824652	+	0.000	0.000	Merged-chr2-135824469-2
Merged-chr6-41553590-24	chr6	41553353	41553876	+	0.000	0.000	Merged-chr6-41553590-24
Merged-chr9-66713857-60	chr9	66713427	66714437	+	0.000	0.000	Merged-chr9-66713857-60
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr19-46056669-79	chr19	46056312	46056985	+	0.000	0.000	Merged-chr19-46056669-79
Merged-chr5-107288558-3	chr5	107288328	107288773	+	0.000	0.000	Merged-chr5-107288558-3
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr1-175692845-123	chr1	175692543	175693121	+	0.000	0.000	Merged-chr1-175692845-123
Merged-chr2-61490220-2	chr2	61490122	61490320	+	0.000	0.000	Merged-chr2-61490220-2
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr8-72189738-56	chr8	72189429	72190048	+	0.000	0.000	Merged-chr8-72189738-56
Merged-chr2-169362509-1	chr2	169362411	169362609	+	0.000	0.000	Merged-chr2-169362509-1
Merged-chr7-112130852-17	chr7	112130610	112131144	+	0.000	0.000	Merged-chr7-112130852-17
Merged-chr14-30138176-3	chr14	30137998	30138355	+	0.000	0.000	Merged-chr14-30138176-3
Merged-chr4-106839622-103	chr4	106839027	106840610	+	0.000	0.000	Merged-chr4-106839622-103
Merged-chr2-139925145-30	chr2	139924933	139925353	+	0.000	0.000	Merged-chr2-139925145-30
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr6-48768830-54	chr6	48768507	48769285	+	0.000	0.000	Merged-chr6-48768830-54
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr7-30332139-43	chr7	30331929	30332336	+	0.000	0.000	Merged-chr7-30332139-43
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr7-29251339-19	chr7	29251103	29251583	+	0.000	0.000	Merged-chr7-29251339-19
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr6-125222318-50	chr6	125222087	125222516	+	0.000	0.000	Merged-chr6-125222318-50
Merged-chr15-61985320-81	chr15	61984852	61985846	+	0.000	0.000	Merged-chr15-61985320-81
Merged-chr1-136671204-1	chr1	136671106	136671304	+	0.000	0.000	Merged-chr1-136671204-1
Merged-chr2-169423410-6	chr2	169423217	169423560	+	0.000	0.000	Merged-chr2-169423410-6
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
Merged-chr5-72635707-35	chr5	72635459	72635922	+	0.000	0.000	Merged-chr5-72635707-35
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr12-17553684-1	chr12	17553586	17553784	+	0.000	0.000	Merged-chr12-17553684-1
Merged-chr16-30765396-5	chr16	30765227	30765567	+	0.000	0.000	Merged-chr16-30765396-5
Merged-chr4-44962580-14	chr4	44962421	44962760	+	0.000	0.000	Merged-chr4-44962580-14
Merged-chr4-95741888-1	chr4	95741790	95741988	+	0.000	0.000	Merged-chr4-95741888-1
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr1-60034168-1	chr1	60034070	60034268	+	0.000	0.000	Merged-chr1-60034168-1
Merged-chr4-95547132-2	chr4	95547004	95547263	+	0.000	0.000	Merged-chr4-95547132-2
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr12-83929616-29	chr12	83929414	83929863	+	0.000	0.000	Merged-chr12-83929616-29
Merged-chr17-33910689-1	chr17	33910591	33910789	+	0.000	0.000	Merged-chr17-33910689-1
Merged-chr4-149889246-22	chr4	149889022	149889525	+	0.000	0.000	Merged-chr4-149889246-22
Merged-chr2-132029043-1	chr2	132028945	132029143	+	0.000	0.000	Merged-chr2-132029043-1
Merged-chr13-73434652-58	chr13	73433795	73435245	+	0.000	0.000	Merged-chr13-73434652-58
Merged-chr10-20882813-50	chr10	20882428	20883044	+	0.000	0.000	Merged-chr10-20882813-50
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr1-89140211-1	chr1	89140113	89140311	+	0.000	0.000	Merged-chr1-89140211-1
Merged-chr9-62488968-16	chr9	62488789	62489158	+	0.000	0.000	Merged-chr9-62488968-16
Merged-chr3-159836403-2	chr3	159836299	159836509	+	0.000	0.000	Merged-chr3-159836403-2
Merged-chr2-135966695-1	chr2	135966597	135966795	+	0.000	0.000	Merged-chr2-135966695-1
Merged-chr15-39943726-117	chr15	39943511	39944181	+	0.000	0.000	Merged-chr15-39943726-117
Merged-chr2-60083181-5	chr2	60083047	60083306	+	0.000	0.000	Merged-chr2-60083181-5
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr9-98318602-1	chr9	98318504	98318702	+	0.000	0.000	Merged-chr9-98318602-1
Merged-chr11-20446064-36	chr11	20445773	20446393	+	0.000	0.000	Merged-chr11-20446064-36
Merged-chr1-92069636-27	chr1	92069440	92069884	+	0.000	0.000	Merged-chr1-92069636-27
Merged-chr9-110891254-3	chr9	110891132	110891386	+	0.000	0.000	Merged-chr9-110891254-3
Merged-chr15-57793258-25	chr15	57793057	57793508	+	0.000	0.000	Merged-chr15-57793258-25
Merged-chr6-59411943-3	chr6	59411790	59412102	+	0.000	0.000	Merged-chr6-59411943-3
Merged-chr10-13474425-98	chr10	13474061	13474899	+	0.000	0.000	Merged-chr10-13474425-98
Merged-chr6-129210550-50	chr6	129210326	129210776	+	0.000	0.000	Merged-chr6-129210550-50
Merged-chr6-145054602-1	chr6	145054504	145054702	+	0.000	0.000	Merged-chr6-145054602-1
Merged-chr15-27752159-20	chr15	27751870	27752372	+	0.000	0.000	Merged-chr15-27752159-20
Merged-chr15-27800406-19	chr15	27799972	27800635	+	0.000	0.000	Merged-chr15-27800406-19
Merged-chr16-92019573-78	chr16	92019212	92019902	+	0.000	0.000	Merged-chr16-92019573-78
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr7-80680474-47	chr7	80680250	80680691	+	0.000	0.000	Merged-chr7-80680474-47
Merged-chr4-86925152-26	chr4	86924870	86925338	+	0.000	0.000	Merged-chr4-86925152-26
Merged-chr2-169428899-3	chr2	169428773	169429041	+	0.000	0.000	Merged-chr2-169428899-3
Merged-chr10-121305598-5	chr10	121305446	121305753	+	0.000	0.000	Merged-chr10-121305598-5
Merged-chr6-98843089-22	chr6	98842787	98843395	+	0.000	0.000	Merged-chr6-98843089-22
Merged-chr5-123021694-21	chr5	123021490	123021930	+	0.000	0.000	Merged-chr5-123021694-21
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr9-61681164-50	chr9	61680781	61681486	+	0.000	0.000	Merged-chr9-61681164-50
Merged-chr6-115524627-15	chr6	115524406	115524836	+	0.000	0.000	Merged-chr6-115524627-15
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr7-6286404-52	chr7	6286118	6286707	+	0.000	0.000	Merged-chr7-6286404-52
Merged-chr17-8988548-64	chr17	8988178	8989047	+	0.000	0.000	Merged-chr17-8988548-64
Merged-chr10-67537242-130	chr10	67536912	67537716	+	0.000	0.000	Merged-chr10-67537242-130
Merged-chr4-7199356-18	chr4	7199211	7199514	+	0.000	0.000	Merged-chr4-7199356-18
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr11-23819028-15	chr11	23818858	23819184	+	0.000	0.000	Merged-chr11-23819028-15
Merged-chr13-64439253-36	chr13	64439070	64439439	+	0.000	0.000	Merged-chr13-64439253-36
Merged-chrX-166170889-3	chrX	166170791	166170989	+	0.000	0.000	Merged-chrX-166170889-3
Merged-chr2-135841194-1	chr2	135841096	135841294	+	0.000	0.000	Merged-chr2-135841194-1
Merged-chr14-7997468-46	chr14	7997212	7997638	+	0.000	0.000	Merged-chr14-7997468-46
Merged-chr9-96652845-6	chr9	96652709	96652972	+	0.000	0.000	Merged-chr9-96652845-6
Merged-chr5-107354193-7	chr5	107354020	107354376	+	0.000	0.000	Merged-chr5-107354193-7
Merged-chr7-81548936-4	chr7	81548808	81549053	+	0.000	0.000	Merged-chr7-81548936-4
Merged-chr7-30323096-14	chr7	30322935	30323250	+	0.000	0.000	Merged-chr7-30323096-14
Merged-chr11-23769883-11	chr11	23769692	23770103	+	0.000	0.000	Merged-chr11-23769883-11
Merged-chr2-18975583-1	chr2	18975485	18975683	+	0.000	0.000	Merged-chr2-18975583-1
Merged-chr10-60566717-28	chr10	60566297	60567029	+	0.000	0.000	Merged-chr10-60566717-28
Merged-chr15-6584866-9	chr15	6584547	6585152	+	0.000	0.000	Merged-chr15-6584866-9
Merged-chr3-52088711-20	chr3	52088451	52088989	+	0.000	0.000	Merged-chr3-52088711-20
Merged-chr3-138766523-1	chr3	138766425	138766623	+	0.000	0.000	Merged-chr3-138766523-1
Merged-chr12-15811206-3	chr12	15811048	15811390	+	0.000	0.000	Merged-chr12-15811206-3
Merged-chr19-11467244-4	chr19	11467046	11467405	+	0.000	0.000	Merged-chr19-11467244-4
Merged-chr11-78697650-94	chr11	78697401	78697922	+	0.000	0.000	Merged-chr11-78697650-94
Merged-chr3-131057396-52	chr3	131057203	131057612	+	0.000	0.000	Merged-chr3-131057396-52
Merged-chr10-4266749-50	chr10	4266490	4267116	+	0.000	0.000	Merged-chr10-4266749-50
Merged-chr16-97419775-1	chr16	97419677	97419875	+	0.000	0.000	Merged-chr16-97419775-1
