#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed
Merged-chr5-113844899-22	chr5	113844689	113845105	+	0.000	0.000	Merged-chr5-113844899-22
Merged-chr15-84682027-1	chr15	84681929	84682127	+	0.000	0.000	Merged-chr15-84682027-1
Merged-chr6-131292512-2	chr6	131292344	131292683	+	0.000	0.000	Merged-chr6-131292512-2
Merged-chr11-78019809-7	chr11	78019668	78019979	+	0.000	0.000	Merged-chr11-78019809-7
Merged-chr5-73647714-62	chr5	73647369	73648154	+	0.000	0.000	Merged-chr5-73647714-62
Merged-chr2-128153146-97	chr2	128152825	128153508	+	0.000	0.000	Merged-chr2-128153146-97
Merged-chr17-12208322-6	chr17	12208153	12208479	+	0.000	0.000	Merged-chr17-12208322-6
Merged-chr2-65094146-9	chr2	65093958	65094337	+	0.000	0.000	Merged-chr2-65094146-9
Merged-chr2-11623326-4	chr2	11623212	11623447	+	0.000	0.000	Merged-chr2-11623326-4
Merged-chr2-58161990-33	chr2	58161817	58162300	+	0.000	0.000	Merged-chr2-58161990-33
Merged-chr13-43302900-1	chr13	43302802	43303000	+	0.000	0.000	Merged-chr13-43302900-1
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr2-52421361-38	chr2	52421039	52421694	+	0.000	0.000	Merged-chr2-52421361-38
Merged-chr7-130648204-1	chr7	130648106	130648304	+	0.000	0.000	Merged-chr7-130648204-1
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr2-126499021-9	chr2	126498761	126499261	+	0.000	0.000	Merged-chr2-126499021-9
Merged-chr13-98693524-23	chr13	98693285	98693799	+	0.000	0.000	Merged-chr13-98693524-23
Merged-chr17-12164668-1	chr17	12164570	12164768	+	0.000	0.000	Merged-chr17-12164668-1
Merged-chr11-64086070-15	chr11	64085840	64086274	+	0.000	0.000	Merged-chr11-64086070-15
Merged-chr12-70825421-128	chr12	70825164	70825738	+	0.000	0.000	Merged-chr12-70825421-128
Merged-chr11-101094947-1	chr11	101094849	101095047	+	0.000	0.000	Merged-chr11-101094947-1
Merged-chr11-67563339-33	chr11	67563039	67563548	+	0.000	0.000	Merged-chr11-67563339-33
Merged-chr8-70351517-7	chr8	70351348	70351678	+	0.000	0.000	Merged-chr8-70351517-7
Merged-chr18-75377712-65	chr18	75377460	75378045	+	0.000	0.000	Merged-chr18-75377712-65
Merged-chr7-4027016-25	chr7	4026810	4027218	+	0.000	0.000	Merged-chr7-4027016-25
Merged-chr17-87321876-10	chr17	87321620	87322068	+	0.000	0.000	Merged-chr17-87321876-10
Merged-chr6-129033583-13	chr6	129033385	129033779	+	0.000	0.000	Merged-chr6-129033583-13
Merged-chr5-105141732-11	chr5	105141522	105141960	+	0.000	0.000	Merged-chr5-105141732-11
Merged-chr6-129067175-32	chr6	129066912	129067444	+	0.000	0.000	Merged-chr6-129067175-32
Merged-chr18-83839086-1	chr18	83838988	83839186	+	0.000	0.000	Merged-chr18-83839086-1
Merged-chr3-9802270-83	chr3	9801793	9802779	+	0.000	0.000	Merged-chr3-9802270-83
Merged-chr1-57377842-99	chr1	57377354	57378058	+	0.000	0.000	Merged-chr1-57377842-99
Merged-chr8-111960848-2	chr8	111960734	111960964	+	0.000	0.000	Merged-chr8-111960848-2
Merged-chr4-126554688-2	chr4	126554512	126554866	+	0.000	0.000	Merged-chr4-126554688-2
Merged-chr7-114069379-29	chr7	114069200	114069591	+	0.000	0.000	Merged-chr7-114069379-29
Merged-chr8-122460607-106	chr8	122459866	122461020	+	0.000	0.000	Merged-chr8-122460607-106
Merged-chr12-100711512-39	chr12	100711226	100711828	+	0.000	0.000	Merged-chr12-100711512-39
Merged-chr10-94426440-41	chr10	94426191	94426725	+	0.000	0.000	Merged-chr10-94426440-41
Merged-chr10-79695427-10	chr10	79695129	79695675	+	0.000	0.000	Merged-chr10-79695427-10
Merged-chr7-135704133-3	chr7	135704025	135704251	+	0.000	0.000	Merged-chr7-135704133-3
Merged-chr13-30686160-2	chr13	30686059	30686264	+	0.000	0.000	Merged-chr13-30686160-2
Merged-chr7-106529370-91	chr7	106528927	106529896	+	0.000	0.000	Merged-chr7-106529370-91
Merged-chr14-102810326-53	chr14	102810113	102810523	+	0.000	0.000	Merged-chr14-102810326-53
Merged-chr10-95615997-28	chr10	95615682	95616342	+	0.000	0.000	Merged-chr10-95615997-28
Merged-chr6-66471496-4	chr6	66471376	66471604	+	0.000	0.000	Merged-chr6-66471496-4
Merged-chr7-74531821-11	chr7	74531646	74532070	+	0.000	0.000	Merged-chr7-74531821-11
Merged-chr11-68451501-45	chr11	68451292	68451775	+	0.000	0.000	Merged-chr11-68451501-45
Merged-chr15-88828677-52	chr15	88828008	88829039	+	0.000	0.000	Merged-chr15-88828677-52
Merged-chr7-123354508-1	chr7	123354410	123354608	+	0.000	0.000	Merged-chr7-123354508-1
Merged-chr17-86206449-38	chr17	86206108	86206820	+	0.000	0.000	Merged-chr17-86206449-38
Merged-chr5-27794167-10	chr5	27794037	27794347	+	0.000	0.000	Merged-chr5-27794167-10
Merged-chr2-9574386-32	chr2	9574209	9574595	+	0.000	0.000	Merged-chr2-9574386-32
Merged-chr5-112273853-3	chr5	112273755	112273953	+	0.000	0.000	Merged-chr5-112273853-3
Merged-chr8-115742797-48	chr8	115742546	115743058	+	0.000	0.000	Merged-chr8-115742797-48
Merged-chr1-133800869-2	chr1	133800771	133800969	+	0.000	0.000	Merged-chr1-133800869-2
Merged-chr2-79127545-30	chr2	79127358	79127743	+	0.000	0.000	Merged-chr2-79127545-30
Merged-chr18-75368023-1	chr18	75367925	75368123	+	0.000	0.000	Merged-chr18-75368023-1
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr13-102181799-2	chr13	102181701	102181899	+	0.000	0.000	Merged-chr13-102181799-2
Merged-chr15-78804260-4	chr15	78804110	78804419	+	0.000	0.000	Merged-chr15-78804260-4
Merged-chr1-127557367-11	chr1	127557192	127557597	+	0.000	0.000	Merged-chr1-127557367-11
Merged-chr10-44685427-5	chr10	44685288	44685568	+	0.000	0.000	Merged-chr10-44685427-5
Merged-chr1-131012685-13	chr1	131012509	131012840	+	0.000	0.000	Merged-chr1-131012685-13
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr2-65135725-7	chr2	65135508	65135883	+	0.000	0.000	Merged-chr2-65135725-7
Merged-chr10-81473073-16	chr10	81472775	81473297	+	0.000	0.000	Merged-chr10-81473073-16
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr5-99891648-1	chr5	99891550	99891748	+	0.000	0.000	Merged-chr5-99891648-1
Merged-chr6-108836727-2	chr6	108836629	108836827	+	0.000	0.000	Merged-chr6-108836727-2
Merged-chr15-73724904-65	chr15	73724443	73725311	+	0.000	0.000	Merged-chr15-73724904-65
Merged-chr6-108570612-11	chr6	108570436	108570831	+	0.000	0.000	Merged-chr6-108570612-11
Merged-chr7-135736523-2	chr7	135736420	135736629	+	0.000	0.000	Merged-chr7-135736523-2
Merged-chr6-137541549-52	chr6	137541155	137541924	+	0.000	0.000	Merged-chr6-137541549-52
Merged-chr9-24410583-1	chr9	24410485	24410683	+	0.000	0.000	Merged-chr9-24410583-1
Merged-chr2-13574550-240	chr2	13574218	13574783	+	0.000	0.000	Merged-chr2-13574550-240
Merged-chr19-11559745-14	chr19	11559505	11559944	+	0.000	0.000	Merged-chr19-11559745-14
Merged-chr13-30691415-1	chr13	30691317	30691515	+	0.000	0.000	Merged-chr13-30691415-1
Merged-chr6-108830267-1	chr6	108830169	108830367	+	0.000	0.000	Merged-chr6-108830267-1
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr2-11645530-22	chr2	11645281	11645684	+	0.000	0.000	Merged-chr2-11645530-22
Merged-chr2-9684074-22	chr2	9683811	9684386	+	0.000	0.000	Merged-chr2-9684074-22
Merged-chr1-161071616-1	chr1	161071518	161071716	+	0.000	0.000	Merged-chr1-161071616-1
Merged-chr5-93269035-1	chr5	93268937	93269135	+	0.000	0.000	Merged-chr5-93269035-1
Merged-chr7-119895302-1	chr7	119895204	119895402	+	0.000	0.000	Merged-chr7-119895302-1
Merged-chr1-181867042-1	chr1	181866944	181867142	+	0.000	0.000	Merged-chr1-181867042-1
Merged-chr19-55921677-2	chr19	55921568	55921788	+	0.000	0.000	Merged-chr19-55921677-2
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr11-97129027-2	chr11	97128876	97129180	+	0.000	0.000	Merged-chr11-97129027-2
Merged-chr14-7766067-39	chr14	7765812	7766272	+	0.000	0.000	Merged-chr14-7766067-39
Merged-chr4-155493552-1	chr4	155493454	155493652	+	0.000	0.000	Merged-chr4-155493552-1
Merged-chr11-76806190-4	chr11	76805989	76806378	+	0.000	0.000	Merged-chr11-76806190-4
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr2-71837940-9	chr2	71837738	71838096	+	0.000	0.000	Merged-chr2-71837940-9
Merged-chr7-81177684-2	chr7	81177530	81177841	+	0.000	0.000	Merged-chr7-81177684-2
Merged-chr8-71562914-20	chr8	71562749	71563149	+	0.000	0.000	Merged-chr8-71562914-20
Merged-chr4-132757307-47	chr4	132756985	132757756	+	0.000	0.000	Merged-chr4-132757307-47
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr5-151686934-46	chr5	151686589	151687161	+	0.000	0.000	Merged-chr5-151686934-46
Merged-chr19-18619600-102	chr19	18619093	18620006	+	0.000	0.000	Merged-chr19-18619600-102
Merged-chr1-176832832-4	chr1	176832669	176832970	+	0.000	0.000	Merged-chr1-176832832-4
Merged-chr6-8777648-1	chr6	8777550	8777748	+	0.000	0.000	Merged-chr6-8777648-1
Merged-chr2-75776933-48	chr2	75776363	75777321	+	0.000	0.000	Merged-chr2-75776933-48
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr6-50560959-32	chr6	50560724	50561205	+	0.000	0.000	Merged-chr6-50560959-32
Merged-chr1-181877231-15	chr1	181877029	181877479	+	0.000	0.000	Merged-chr1-181877231-15
Merged-chr8-57531169-32	chr8	57530926	57531411	+	0.000	0.000	Merged-chr8-57531169-32
Merged-chr11-67588977-22	chr11	67588700	67589233	+	0.000	0.000	Merged-chr11-67588977-22
Merged-chr4-133039433-1	chr4	133039335	133039533	+	0.000	0.000	Merged-chr4-133039433-1
Merged-chr6-137648506-108	chr6	137647258	137649468	+	0.000	0.000	Merged-chr6-137648506-108
Merged-chr8-64871934-64	chr8	64871567	64872277	+	0.000	0.000	Merged-chr8-64871934-64
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chr10-81561219-45	chr10	81561050	81561440	+	0.000	0.000	Merged-chr10-81561219-45
Merged-chr6-67425044-5	chr6	67424920	67425163	+	0.000	0.000	Merged-chr6-67425044-5
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr4-11769375-29	chr4	11769093	11769645	+	0.000	0.000	Merged-chr4-11769375-29
Merged-chr12-24632275-3	chr12	24632143	24632438	+	0.000	0.000	Merged-chr12-24632275-3
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr3-84155693-55	chr3	84155493	84156010	+	0.000	0.000	Merged-chr3-84155693-55
Merged-chrX-140539423-1	chrX	140539325	140539523	+	0.000	0.000	Merged-chrX-140539423-1
Merged-chr6-137558133-151	chr6	137556792	137559510	+	0.000	0.000	Merged-chr6-137558133-151
Merged-chr10-120202962-1	chr10	120202864	120203062	+	0.000	0.000	Merged-chr10-120202962-1
Merged-chr2-52676141-25	chr2	52675785	52676559	+	0.000	0.000	Merged-chr2-52676141-25
Merged-chr6-67318701-5	chr6	67318533	67318902	+	0.000	0.000	Merged-chr6-67318701-5
Merged-chr8-46654782-26	chr8	46654594	46654988	+	0.000	0.000	Merged-chr8-46654782-26
Merged-chr4-8906961-41	chr4	8906683	8907248	+	0.000	0.000	Merged-chr4-8906961-41
Merged-chr11-120600932-23	chr11	120600737	120601137	+	0.000	0.000	Merged-chr11-120600932-23
Merged-chr6-70824909-77	chr6	70824637	70825144	+	0.000	0.000	Merged-chr6-70824909-77
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chr2-79192161-5	chr2	79192003	79192305	+	0.000	0.000	Merged-chr2-79192161-5
Merged-chr8-4925633-1	chr8	4925535	4925733	+	0.000	0.000	Merged-chr8-4925633-1
Merged-chr8-53611772-3	chr8	53611619	53611903	+	0.000	0.000	Merged-chr8-53611772-3
Merged-chr3-86841762-14	chr3	86841493	86841912	+	0.000	0.000	Merged-chr3-86841762-14
Merged-chr14-20388925-54	chr14	20388672	20389209	+	0.000	0.000	Merged-chr14-20388925-54
Merged-chr5-37241961-6	chr5	37241773	37242141	+	0.000	0.000	Merged-chr5-37241961-6
Merged-chr2-105448364-1	chr2	105448266	105448464	+	0.000	0.000	Merged-chr2-105448364-1
Merged-chr8-64805470-51	chr8	64805109	64805823	+	0.000	0.000	Merged-chr8-64805470-51
Merged-chr16-52454226-6	chr16	52454030	52454398	+	0.000	0.000	Merged-chr16-52454226-6
Merged-chr13-29984504-92	chr13	29983859	29985419	+	0.000	0.000	Merged-chr13-29984504-92
Merged-chr4-11848499-2	chr4	11848394	11848607	+	0.000	0.000	Merged-chr4-11848499-2
Merged-chr6-35462751-23	chr6	35462511	35462994	+	0.000	0.000	Merged-chr6-35462751-23
Merged-chr17-86185009-23	chr17	86184761	86185215	+	0.000	0.000	Merged-chr17-86185009-23
Merged-chr5-77372984-43	chr5	77372729	77373308	+	0.000	0.000	Merged-chr5-77372984-43
Merged-chr16-52329510-16	chr16	52329291	52329707	+	0.000	0.000	Merged-chr16-52329510-16
Merged-chr5-113429729-3	chr5	113429576	113429916	+	0.000	0.000	Merged-chr5-113429729-3
Merged-chr14-20938430-1	chr14	20938332	20938530	+	0.000	0.000	Merged-chr14-20938430-1
Merged-chr16-77015588-1	chr16	77015490	77015688	+	0.000	0.000	Merged-chr16-77015588-1
Merged-chr9-24413892-11	chr9	24413735	24414083	+	0.000	0.000	Merged-chr9-24413892-11
Merged-chr13-33965220-126	chr13	33964785	33965498	+	0.000	0.000	Merged-chr13-33965220-126
Merged-chr18-13020952-8	chr18	13020770	13021218	+	0.000	0.000	Merged-chr18-13020952-8
Merged-chr17-27203411-4	chr17	27203190	27203683	+	0.000	0.000	Merged-chr17-27203411-4
Merged-chr2-27712723-8	chr2	27712493	27712887	+	0.000	0.000	Merged-chr2-27712723-8
Merged-chr19-6400319-26	chr19	6400024	6400769	+	0.000	0.000	Merged-chr19-6400319-26
Merged-chr5-93268238-3	chr5	93268127	93268365	+	0.000	0.000	Merged-chr5-93268238-3
Merged-chr13-101969075-1	chr13	101968977	101969175	+	0.000	0.000	Merged-chr13-101969075-1
Merged-chr13-101696534-2	chr13	101696436	101696634	+	0.000	0.000	Merged-chr13-101696534-2
Merged-chr13-114886987-4	chr13	114886889	114887087	+	0.000	0.000	Merged-chr13-114886987-4
Merged-chr10-8518233-215	chr10	8516876	8519360	+	0.000	0.000	Merged-chr10-8518233-215
Merged-chr13-114962151-20	chr13	114961900	114962379	+	0.000	0.000	Merged-chr13-114962151-20
Merged-chr3-9770746-5	chr3	9770626	9770870	+	0.000	0.000	Merged-chr3-9770746-5
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr10-83898059-2	chr10	83897952	83898168	+	0.000	0.000	Merged-chr10-83898059-2
Merged-chr5-150195334-1	chr5	150195236	150195434	+	0.000	0.000	Merged-chr5-150195334-1
Merged-chr4-135115670-2	chr4	135115568	135115775	+	0.000	0.000	Merged-chr4-135115670-2
Merged-chr1-191530674-1	chr1	191530576	191530774	+	0.000	0.000	Merged-chr1-191530674-1
Merged-chr3-84654205-56	chr3	84653982	84654462	+	0.000	0.000	Merged-chr3-84654205-56
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr2-65198704-18	chr2	65198512	65198889	+	0.000	0.000	Merged-chr2-65198704-18
Merged-chr13-24481997-16	chr13	24481845	24482160	+	0.000	0.000	Merged-chr13-24481997-16
Merged-chr10-44684800-1	chr10	44684702	44684900	+	0.000	0.000	Merged-chr10-44684800-1
Merged-chr4-133261852-12	chr4	133261676	133262061	+	0.000	0.000	Merged-chr4-133261852-12
Merged-chr18-56809515-1	chr18	56809417	56809615	+	0.000	0.000	Merged-chr18-56809515-1
Merged-chr10-44413520-2	chr10	44413417	44413625	+	0.000	0.000	Merged-chr10-44413520-2
Merged-chr6-127157540-5	chr6	127157362	127157818	+	0.000	0.000	Merged-chr6-127157540-5
Merged-chr13-74846097-19	chr13	74845717	74846359	+	0.000	0.000	Merged-chr13-74846097-19
Merged-chr11-67578583-16	chr11	67578372	67578839	+	0.000	0.000	Merged-chr11-67578583-16
Merged-chr5-105405259-24	chr5	105405098	105405400	+	0.000	0.000	Merged-chr5-105405259-24
Merged-chrX-167108657-26	chrX	167108401	167109011	+	0.000	0.000	Merged-chrX-167108657-26
Merged-chr13-115095757-4	chr13	115095589	115095964	+	0.000	0.000	Merged-chr13-115095757-4
Merged-chr11-67637071-1	chr11	67636973	67637171	+	0.000	0.000	Merged-chr11-67637071-1
Merged-chr1-191780513-20	chr1	191780272	191780775	+	0.000	0.000	Merged-chr1-191780513-20
Merged-chr6-86754818-10	chr6	86754667	86754955	+	0.000	0.000	Merged-chr6-86754818-10
Merged-chr10-83785257-1	chr10	83785159	83785357	+	0.000	0.000	Merged-chr10-83785257-1
Merged-chr15-82235726-13	chr15	82235551	82235985	+	0.000	0.000	Merged-chr15-82235726-13
Merged-chr10-44420150-34	chr10	44419838	44420545	+	0.000	0.000	Merged-chr10-44420150-34
Merged-chr11-68464858-12	chr11	68464722	68464981	+	0.000	0.000	Merged-chr11-68464858-12
Merged-chr17-12204575-1	chr17	12204477	12204675	+	0.000	0.000	Merged-chr17-12204575-1
Merged-chr3-85127158-54	chr3	85126822	85127575	+	0.000	0.000	Merged-chr3-85127158-54
Merged-chr12-69168736-61	chr12	69168486	69168961	+	0.000	0.000	Merged-chr12-69168736-61
Merged-chr13-45865819-22	chr13	45865669	45866056	+	0.000	0.000	Merged-chr13-45865819-22
Merged-chr1-191519897-26	chr1	191519592	191520168	+	0.000	0.000	Merged-chr1-191519897-26
Merged-chr7-114095651-34	chr7	114095417	114095862	+	0.000	0.000	Merged-chr7-114095651-34
Merged-chr11-53845784-30	chr11	53845492	53845953	+	0.000	0.000	Merged-chr11-53845784-30
Merged-chr3-84657299-19	chr3	84656890	84657624	+	0.000	0.000	Merged-chr3-84657299-19
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr8-106937202-30	chr8	106936875	106937494	+	0.000	0.000	Merged-chr8-106937202-30
Merged-chr14-121324999-52	chr14	121324744	121325229	+	0.000	0.000	Merged-chr14-121324999-52
Merged-chr3-59042256-2	chr3	59042127	59042388	+	0.000	0.000	Merged-chr3-59042256-2
Merged-chr4-11770125-1	chr4	11770027	11770225	+	0.000	0.000	Merged-chr4-11770125-1
Merged-chr3-88407210-9	chr3	88406980	88407442	+	0.000	0.000	Merged-chr3-88407210-9
Merged-chr1-181852620-6	chr1	181852464	181852824	+	0.000	0.000	Merged-chr1-181852620-6
Merged-chr4-70533473-2	chr4	70533364	70533585	+	0.000	0.000	Merged-chr4-70533473-2
Merged-chrX-140504149-30	chrX	140503985	140504400	+	0.000	0.000	Merged-chrX-140504149-30
Merged-chr7-114069993-85	chr7	114069677	114070493	+	0.000	0.000	Merged-chr7-114069993-85
Merged-chr10-81433026-44	chr10	81432820	81433279	+	0.000	0.000	Merged-chr10-81433026-44
Merged-chr9-122293937-1	chr9	122293839	122294037	+	0.000	0.000	Merged-chr9-122293937-1
Merged-chr19-12541773-42	chr19	12541363	12542071	+	0.000	0.000	Merged-chr19-12541773-42
Merged-chr15-88837543-52	chr15	88837082	88837730	+	0.000	0.000	Merged-chr15-88837543-52
Merged-chr13-114964389-31	chr13	114964161	114964568	+	0.000	0.000	Merged-chr13-114964389-31
Merged-chrX-167131211-21	chrX	167130869	167131493	+	0.000	0.000	Merged-chrX-167131211-21
Merged-chr19-5388717-53	chr19	5388486	5388984	+	0.000	0.000	Merged-chr19-5388717-53
Merged-chr10-8214078-56	chr10	8213886	8214377	+	0.000	0.000	Merged-chr10-8214078-56
Merged-chr14-25481230-34	chr14	25480956	25481547	+	0.000	0.000	Merged-chr14-25481230-34
Merged-chr13-60843103-8	chr13	60842929	60843298	+	0.000	0.000	Merged-chr13-60843103-8
Merged-chr13-75839037-4	chr13	75838928	75839149	+	0.000	0.000	Merged-chr13-75839037-4
Merged-chr14-20174041-54	chr14	20173800	20174351	+	0.000	0.000	Merged-chr14-20174041-54
Merged-chr7-119863646-2	chr7	119863515	119863780	+	0.000	0.000	Merged-chr7-119863646-2
Merged-chr14-70272572-43	chr14	70272261	70272941	+	0.000	0.000	Merged-chr14-70272572-43
Merged-chr12-102945751-11	chr12	102945547	102945942	+	0.000	0.000	Merged-chr12-102945751-11
Merged-chr14-77867784-2	chr14	77867684	77867886	+	0.000	0.000	Merged-chr14-77867784-2
Merged-chr17-47646859-14	chr17	47646724	47646991	+	0.000	0.000	Merged-chr17-47646859-14
Merged-chr11-68451925-9	chr11	68451789	68452173	+	0.000	0.000	Merged-chr11-68451925-9
Merged-chr8-115136400-1	chr8	115136302	115136500	+	0.000	0.000	Merged-chr8-115136400-1
Merged-chr14-72887240-48	chr14	72886831	72887675	+	0.000	0.000	Merged-chr14-72887240-48
Merged-chr14-70280048-7	chr14	70279912	70280271	+	0.000	0.000	Merged-chr14-70280048-7
Merged-chr13-115090156-125	chr13	115089868	115090595	+	0.000	0.000	Merged-chr13-115090156-125
Merged-chr2-65161328-1	chr2	65161230	65161428	+	0.000	0.000	Merged-chr2-65161328-1
Merged-chrX-159254156-4	chrX	159254034	159254296	+	0.000	0.000	Merged-chrX-159254156-4
Merged-chr13-95813903-46	chr13	95813559	95814133	+	0.000	0.000	Merged-chr13-95813903-46
Merged-chr1-131022214-5	chr1	131022111	131022316	+	0.000	0.000	Merged-chr1-131022214-5
Merged-chr5-150522629-58	chr5	150522389	150522906	+	0.000	0.000	Merged-chr5-150522629-58
Merged-chr2-113903314-24	chr2	113903133	113903581	+	0.000	0.000	Merged-chr2-113903314-24
Merged-chr13-63274780-57	chr13	63274484	63275039	+	0.000	0.000	Merged-chr13-63274780-57
Merged-chr5-150259783-65	chr5	150259397	150260103	+	0.000	0.000	Merged-chr5-150259783-65
Merged-chr2-90562207-12	chr2	90562045	90562420	+	0.000	0.000	Merged-chr2-90562207-12
Merged-chr7-74509389-8	chr7	74509208	74509588	+	0.000	0.000	Merged-chr7-74509389-8
Merged-chr4-116720847-59	chr4	116720339	116721161	+	0.000	0.000	Merged-chr4-116720847-59
Merged-chr7-25173743-1	chr7	25173645	25173843	+	0.000	0.000	Merged-chr7-25173743-1
Merged-chr5-8357485-1	chr5	8357387	8357585	+	0.000	0.000	Merged-chr5-8357485-1
Merged-chr13-45925439-1	chr13	45925341	45925539	+	0.000	0.000	Merged-chr13-45925439-1
Merged-chr10-9900538-11	chr10	9900212	9900711	+	0.000	0.000	Merged-chr10-9900538-11
Merged-chr13-96030885-26	chr13	96030565	96031125	+	0.000	0.000	Merged-chr13-96030885-26
Merged-chr5-140502630-23	chr5	140502407	140502853	+	0.000	0.000	Merged-chr5-140502630-23
Merged-chr5-77082994-13	chr5	77082825	77083129	+	0.000	0.000	Merged-chr5-77082994-13
Merged-chr15-90224402-90	chr15	90224118	90224680	+	0.000	0.000	Merged-chr15-90224402-90
Merged-chr13-75832457-75	chr13	75831696	75833074	+	0.000	0.000	Merged-chr13-75832457-75
Merged-chr13-33957078-33	chr13	33956881	33957355	+	0.000	0.000	Merged-chr13-33957078-33
Merged-chr2-167375335-11	chr2	167375180	167375470	+	0.000	0.000	Merged-chr2-167375335-11
Merged-chr1-176826270-1	chr1	176826172	176826370	+	0.000	0.000	Merged-chr1-176826270-1
Merged-chr1-138952926-1	chr1	138952828	138953026	+	0.000	0.000	Merged-chr1-138952926-1
Merged-chr17-24689757-5	chr17	24689620	24689939	+	0.000	0.000	Merged-chr17-24689757-5
Merged-chr8-57576457-48	chr8	57576216	57576708	+	0.000	0.000	Merged-chr8-57576457-48
Merged-chr14-103620031-34	chr14	103619770	103620397	+	0.000	0.000	Merged-chr14-103620031-34
Merged-chr11-82178055-28	chr11	82177789	82178258	+	0.000	0.000	Merged-chr11-82178055-28
Merged-chr10-41470907-13	chr10	41470704	41471091	+	0.000	0.000	Merged-chr10-41470907-13
Merged-chr14-20169384-1	chr14	20169286	20169484	+	0.000	0.000	Merged-chr14-20169384-1
Merged-chr14-100461621-38	chr14	100461370	100461889	+	0.000	0.000	Merged-chr14-100461621-38
Merged-chr13-106999635-1	chr13	106999537	106999735	+	0.000	0.000	Merged-chr13-106999635-1
Merged-chr5-107978348-39	chr5	107977938	107978756	+	0.000	0.000	Merged-chr5-107978348-39
Merged-chr19-55253983-137	chr19	55253589	55254307	+	0.000	0.000	Merged-chr19-55253983-137
Merged-chr19-20389573-29	chr19	20389256	20390118	+	0.000	0.000	Merged-chr19-20389573-29
Merged-chr7-74544568-34	chr7	74544331	74544858	+	0.000	0.000	Merged-chr7-74544568-34
Merged-chr9-31121439-5	chr9	31121272	31121605	+	0.000	0.000	Merged-chr9-31121439-5
Merged-chr17-79000054-16	chr17	78999875	79000275	+	0.000	0.000	Merged-chr17-79000054-16
Merged-chr4-9028055-41	chr4	9027692	9028416	+	0.000	0.000	Merged-chr4-9028055-41
Merged-chr3-159495553-70	chr3	159495250	159495806	+	0.000	0.000	Merged-chr3-159495553-70
Merged-chr4-116719703-1	chr4	116719605	116719803	+	0.000	0.000	Merged-chr4-116719703-1
Merged-chr13-75707765-110	chr13	75707259	75708043	+	0.000	0.000	Merged-chr13-75707765-110
Merged-chr7-118479395-18	chr7	118479018	118479693	+	0.000	0.000	Merged-chr7-118479395-18
Merged-chrX-159199808-53	chrX	159199188	159200285	+	0.000	0.000	Merged-chrX-159199808-53
Merged-chr10-30199682-10	chr10	30199483	30199820	+	0.000	0.000	Merged-chr10-30199682-10
