#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.up.bed
Merged-chr12-17507357-35	chr12	17507124	17507572	+	0.000	0.000	Merged-chr12-17507357-35
Merged-chr10-75839326-47	chr10	75839131	75839586	+	0.000	0.000	Merged-chr10-75839326-47
Merged-chr7-143008523-86	chr7	143008339	143008798	+	0.000	0.000	Merged-chr7-143008523-86
Merged-chr6-142519262-28	chr6	142518961	142519520	+	0.000	0.000	Merged-chr6-142519262-28
Merged-chr3-84480339-69	chr3	84479932	84480679	+	0.000	0.000	Merged-chr3-84480339-69
Merged-chr4-6939109-3	chr4	6939010	6939212	+	0.000	0.000	Merged-chr4-6939109-3
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr19-46056669-79	chr19	46056312	46056985	+	0.000	0.000	Merged-chr19-46056669-79
Merged-chr5-107288558-3	chr5	107288328	107288773	+	0.000	0.000	Merged-chr5-107288558-3
Merged-chr1-192712111-29	chr1	192711872	192712404	+	0.000	0.000	Merged-chr1-192712111-29
Merged-chr1-40228252-23	chr1	40227951	40228648	+	0.000	0.000	Merged-chr1-40228252-23
Merged-chr3-110250588-142	chr3	110250317	110250865	+	0.000	0.000	Merged-chr3-110250588-142
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr16-22632558-6	chr16	22632326	22632802	+	0.000	0.000	Merged-chr16-22632558-6
Merged-chr10-7834042-2	chr10	7833879	7834208	+	0.000	0.000	Merged-chr10-7834042-2
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr2-180045488-2	chr2	180045370	180045608	+	0.000	0.000	Merged-chr2-180045488-2
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr19-5743763-3	chr19	5743647	5743875	+	0.000	0.000	Merged-chr19-5743763-3
Merged-chr7-112130852-17	chr7	112130610	112131144	+	0.000	0.000	Merged-chr7-112130852-17
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr15-93618030-1	chr15	93617932	93618130	+	0.000	0.000	Merged-chr15-93618030-1
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr1-156676429-4	chr1	156676218	156676622	+	0.000	0.000	Merged-chr1-156676429-4
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr16-97462987-69	chr16	97462644	97463215	+	0.000	0.000	Merged-chr16-97462987-69
Merged-chr1-136671204-1	chr1	136671106	136671304	+	0.000	0.000	Merged-chr1-136671204-1
Merged-chr2-169423410-6	chr2	169423217	169423560	+	0.000	0.000	Merged-chr2-169423410-6
Merged-chr18-49983163-13	chr18	49982971	49983301	+	0.000	0.000	Merged-chr18-49983163-13
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
Merged-chr5-72635707-35	chr5	72635459	72635922	+	0.000	0.000	Merged-chr5-72635707-35
Merged-chr11-3202714-92	chr11	3202235	3203282	+	0.000	0.000	Merged-chr11-3202714-92
Merged-chr15-93716227-1	chr15	93716129	93716327	+	0.000	0.000	Merged-chr15-93716227-1
Merged-chr16-30765396-5	chr16	30765227	30765567	+	0.000	0.000	Merged-chr16-30765396-5
Merged-chr4-95741888-1	chr4	95741790	95741988	+	0.000	0.000	Merged-chr4-95741888-1
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr4-106795465-4	chr4	106795290	106795641	+	0.000	0.000	Merged-chr4-106795465-4
Merged-chr17-33910689-1	chr17	33910591	33910789	+	0.000	0.000	Merged-chr17-33910689-1
Merged-chr6-146387186-17	chr6	146387029	146387387	+	0.000	0.000	Merged-chr6-146387186-17
Merged-chr4-149889246-22	chr4	149889022	149889525	+	0.000	0.000	Merged-chr4-149889246-22
Merged-chr2-132029043-1	chr2	132028945	132029143	+	0.000	0.000	Merged-chr2-132029043-1
Merged-chr3-68793107-6	chr3	68792859	68793356	+	0.000	0.000	Merged-chr3-68793107-6
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr9-62488968-16	chr9	62488789	62489158	+	0.000	0.000	Merged-chr9-62488968-16
Merged-chr3-159836403-2	chr3	159836299	159836509	+	0.000	0.000	Merged-chr3-159836403-2
Merged-chr11-117105453-2	chr11	117105340	117105568	+	0.000	0.000	Merged-chr11-117105453-2
Merged-chr12-82169653-106	chr12	82169168	82169973	+	0.000	0.000	Merged-chr12-82169653-106
Merged-chr12-98900486-1	chr12	98900388	98900586	+	0.000	0.000	Merged-chr12-98900486-1
Merged-chr11-20446064-36	chr11	20445773	20446393	+	0.000	0.000	Merged-chr11-20446064-36
Merged-chr17-45488824-86	chr17	45488552	45489182	+	0.000	0.000	Merged-chr17-45488824-86
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr9-110891254-3	chr9	110891132	110891386	+	0.000	0.000	Merged-chr9-110891254-3
Merged-chr6-59411943-3	chr6	59411790	59412102	+	0.000	0.000	Merged-chr6-59411943-3
Merged-chr10-99206263-19	chr10	99205977	99206470	+	0.000	0.000	Merged-chr10-99206263-19
Merged-chr6-129210550-50	chr6	129210326	129210776	+	0.000	0.000	Merged-chr6-129210550-50
Merged-chr6-145054602-1	chr6	145054504	145054702	+	0.000	0.000	Merged-chr6-145054602-1
Merged-chr15-27752159-20	chr15	27751870	27752372	+	0.000	0.000	Merged-chr15-27752159-20
Merged-chr6-124782672-28	chr6	124782516	124782886	+	0.000	0.000	Merged-chr6-124782672-28
Merged-chr15-27800406-19	chr15	27799972	27800635	+	0.000	0.000	Merged-chr15-27800406-19
Merged-chr8-91545805-43	chr8	91545472	91546044	+	0.000	0.000	Merged-chr8-91545805-43
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr2-169428899-3	chr2	169428773	169429041	+	0.000	0.000	Merged-chr2-169428899-3
Merged-chr2-69716741-5	chr2	69716620	69716867	+	0.000	0.000	Merged-chr2-69716741-5
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr15-89671344-3	chr15	89671192	89671489	+	0.000	0.000	Merged-chr15-89671344-3
Merged-chr9-61681164-50	chr9	61680781	61681486	+	0.000	0.000	Merged-chr9-61681164-50
Merged-chr6-115524627-15	chr6	115524406	115524836	+	0.000	0.000	Merged-chr6-115524627-15
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr4-150269601-64	chr4	150269248	150270104	+	0.000	0.000	Merged-chr4-150269601-64
Merged-chr10-67537242-130	chr10	67536912	67537716	+	0.000	0.000	Merged-chr10-67537242-130
Merged-chr4-7199356-18	chr4	7199211	7199514	+	0.000	0.000	Merged-chr4-7199356-18
Merged-chr9-108808436-49	chr9	108808199	108808677	+	0.000	0.000	Merged-chr9-108808436-49
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr11-113005354-7	chr11	113005193	113005524	+	0.000	0.000	Merged-chr11-113005354-7
Merged-chr2-163253576-63	chr2	163253324	163253874	+	0.000	0.000	Merged-chr2-163253576-63
Merged-chr14-7977586-47	chr14	7977268	7977961	+	0.000	0.000	Merged-chr14-7977586-47
Merged-chr14-7997468-46	chr14	7997212	7997638	+	0.000	0.000	Merged-chr14-7997468-46
Merged-chr19-36899836-2	chr19	36899706	36899968	+	0.000	0.000	Merged-chr19-36899836-2
Merged-chr10-12888601-47	chr10	12888317	12888831	+	0.000	0.000	Merged-chr10-12888601-47
Merged-chr5-107354193-7	chr5	107354020	107354376	+	0.000	0.000	Merged-chr5-107354193-7
Merged-chr2-18975583-1	chr2	18975485	18975683	+	0.000	0.000	Merged-chr2-18975583-1
Merged-chr18-61399172-23	chr18	61398996	61399363	+	0.000	0.000	Merged-chr18-61399172-23
Merged-chr3-138766523-1	chr3	138766425	138766623	+	0.000	0.000	Merged-chr3-138766523-1
Merged-chr8-61928211-74	chr8	61927774	61928525	+	0.000	0.000	Merged-chr8-61928211-74
Merged-chr19-11467244-4	chr19	11467046	11467405	+	0.000	0.000	Merged-chr19-11467244-4
Merged-chr3-131057396-52	chr3	131057203	131057612	+	0.000	0.000	Merged-chr3-131057396-52
Merged-chr5-122994726-55	chr5	122994453	122994954	+	0.000	0.000	Merged-chr5-122994726-55
Merged-chr15-98108579-43	chr15	98108329	98108889	+	0.000	0.000	Merged-chr15-98108579-43
Merged-chr18-78959917-1	chr18	78959819	78960017	+	0.000	0.000	Merged-chr18-78959917-1
Merged-chr10-14087523-10	chr10	14087365	14087720	+	0.000	0.000	Merged-chr10-14087523-10
Merged-chr17-21474499-116	chr17	21473952	21474785	+	0.000	0.000	Merged-chr17-21474499-116
Merged-chr17-74828377-14	chr17	74828143	74828598	+	0.000	0.000	Merged-chr17-74828377-14
Merged-chr5-25223031-65	chr5	25222582	25223293	+	0.000	0.000	Merged-chr5-25223031-65
Merged-chr11-117139478-1	chr11	117139380	117139578	+	0.000	0.000	Merged-chr11-117139478-1
Merged-chr11-113058240-2	chr11	113058058	113058425	+	0.000	0.000	Merged-chr11-113058240-2
Merged-chr17-51172525-19	chr17	51172326	51172771	+	0.000	0.000	Merged-chr17-51172525-19
Merged-chr16-91073588-44	chr16	91073360	91073870	+	0.000	0.000	Merged-chr16-91073588-44
Merged-chr12-82245636-66	chr12	82245296	82246027	+	0.000	0.000	Merged-chr12-82245636-66
Merged-chr1-36501424-22	chr1	36501246	36501675	+	0.000	0.000	Merged-chr1-36501424-22
Merged-chr16-45389886-49	chr16	45389430	45390249	+	0.000	0.000	Merged-chr16-45389886-49
Merged-chr5-134269909-65	chr5	134269470	134270144	+	0.000	0.000	Merged-chr5-134269909-65
Merged-chr17-47130071-7	chr17	47129917	47130230	+	0.000	0.000	Merged-chr17-47130071-7
Merged-chr9-102879753-26	chr9	102879470	102880038	+	0.000	0.000	Merged-chr9-102879753-26
Merged-chr15-6672334-1	chr15	6672236	6672434	+	0.000	0.000	Merged-chr15-6672334-1
Merged-chr5-34198802-20	chr5	34198587	34198949	+	0.000	0.000	Merged-chr5-34198802-20
Merged-chr5-135616248-16	chr5	135616082	135616391	+	0.000	0.000	Merged-chr5-135616248-16
Merged-chr3-83841450-68	chr3	83841125	83841852	+	0.000	0.000	Merged-chr3-83841450-68
Merged-chr6-128754186-37	chr6	128753854	128754636	+	0.000	0.000	Merged-chr6-128754186-37
Merged-chr11-94261974-7	chr11	94261780	94262239	+	0.000	0.000	Merged-chr11-94261974-7
Merged-chr13-92610910-95	chr13	92610527	92611264	+	0.000	0.000	Merged-chr13-92610910-95
Merged-chr1-69692321-35	chr1	69692045	69692628	+	0.000	0.000	Merged-chr1-69692321-35
Merged-chr8-91544199-22	chr8	91544018	91544354	+	0.000	0.000	Merged-chr8-91544199-22
Merged-chr17-73108005-72	chr17	73107681	73108310	+	0.000	0.000	Merged-chr17-73108005-72
Merged-chr19-60681647-27	chr19	60681451	60681907	+	0.000	0.000	Merged-chr19-60681647-27
Merged-chr17-24533671-58	chr17	24533452	24533931	+	0.000	0.000	Merged-chr17-24533671-58
Merged-chr12-112619914-70	chr12	112619294	112620309	+	0.000	0.000	Merged-chr12-112619914-70
Merged-chr15-79830573-6	chr15	79830369	79830765	+	0.000	0.000	Merged-chr15-79830573-6
Merged-chr7-6285679-1	chr7	6285581	6285779	+	0.000	0.000	Merged-chr7-6285679-1
Merged-chr1-128611996-46	chr1	128611864	128612123	+	0.000	0.000	Merged-chr1-128611996-46
Merged-chr3-97211392-28	chr3	97211162	97211597	+	0.000	0.000	Merged-chr3-97211392-28
Merged-chr11-20543793-3	chr11	20543684	20543915	+	0.000	0.000	Merged-chr11-20543793-3
Merged-chr1-92064482-52	chr1	92064207	92064805	+	0.000	0.000	Merged-chr1-92064482-52
Merged-chr13-73426029-27	chr13	73425791	73426291	+	0.000	0.000	Merged-chr13-73426029-27
Merged-chr1-52375024-57	chr1	52374718	52375293	+	0.000	0.000	Merged-chr1-52375024-57
Merged-chr4-32657142-58	chr4	32656905	32657348	+	0.000	0.000	Merged-chr4-32657142-58
Merged-chr10-80399413-104	chr10	80399217	80399591	+	0.000	0.000	Merged-chr10-80399413-104
Merged-chr10-7818500-1	chr10	7818402	7818600	+	0.000	0.000	Merged-chr10-7818500-1
Merged-chr16-90144716-1	chr16	90144618	90144816	+	0.000	0.000	Merged-chr16-90144716-1
Merged-chr6-134862696-1	chr6	134862598	134862796	+	0.000	0.000	Merged-chr6-134862696-1
Merged-chr5-147056747-2	chr5	147056630	147056866	+	0.000	0.000	Merged-chr5-147056747-2
Merged-chr8-45333997-1	chr8	45333899	45334097	+	0.000	0.000	Merged-chr8-45333997-1
Merged-chr16-11073416-33	chr16	11073105	11073847	+	0.000	0.000	Merged-chr16-11073416-33
Merged-chr12-24603388-1	chr12	24603290	24603488	+	0.000	0.000	Merged-chr12-24603388-1
Merged-chr8-70695540-7	chr8	70695352	70695719	+	0.000	0.000	Merged-chr8-70695540-7
Merged-chr12-36041800-3	chr12	36041587	36041958	+	0.000	0.000	Merged-chr12-36041800-3
Merged-chr11-77214932-26	chr11	77214679	77215142	+	0.000	0.000	Merged-chr11-77214932-26
Merged-chr7-29141670-31	chr7	29141502	29141912	+	0.000	0.000	Merged-chr7-29141670-31
Merged-chr6-99378844-2	chr6	99378731	99378960	+	0.000	0.000	Merged-chr6-99378844-2
Merged-chr7-64234604-16	chr7	64234381	64234765	+	0.000	0.000	Merged-chr7-64234604-16
Merged-chr2-28526333-12	chr2	28526172	28526529	+	0.000	0.000	Merged-chr2-28526333-12
Merged-chr10-121268962-23	chr10	121268752	121269183	+	0.000	0.000	Merged-chr10-121268962-23
Merged-chr4-154376391-42	chr4	154376145	154376675	+	0.000	0.000	Merged-chr4-154376391-42
Merged-chr15-6601704-81	chr15	6601053	6602552	+	0.000	0.000	Merged-chr15-6601704-81
Merged-chr2-59676734-32	chr2	59676512	59677009	+	0.000	0.000	Merged-chr2-59676734-32
Merged-chr15-77733561-52	chr15	77733239	77733848	+	0.000	0.000	Merged-chr15-77733561-52
Merged-chr3-138877882-3	chr3	138877702	138878040	+	0.000	0.000	Merged-chr3-138877882-3
Merged-chr18-79080001-30	chr18	79079704	79080424	+	0.000	0.000	Merged-chr18-79080001-30
Merged-chr18-78995160-1	chr18	78995062	78995260	+	0.000	0.000	Merged-chr18-78995160-1
Merged-chr17-30066360-1	chr17	30066262	30066460	+	0.000	0.000	Merged-chr17-30066360-1
Merged-chr9-14365673-24	chr9	14365451	14365873	+	0.000	0.000	Merged-chr9-14365673-24
Merged-chr16-76361268-12	chr16	76361108	76361431	+	0.000	0.000	Merged-chr16-76361268-12
Merged-chr5-142935861-2	chr5	142935728	142935997	+	0.000	0.000	Merged-chr5-142935861-2
Merged-chr12-85824848-81	chr12	85824652	85825092	+	0.000	0.000	Merged-chr12-85824848-81
Merged-chr2-6213187-45	chr2	6212888	6213454	+	0.000	0.000	Merged-chr2-6213187-45
Merged-chr12-40459917-13	chr12	40459604	40460203	+	0.000	0.000	Merged-chr12-40459917-13
Merged-chr8-81756964-44	chr8	81756581	81757230	+	0.000	0.000	Merged-chr8-81756964-44
Merged-chr7-141435303-43	chr7	141434912	141435549	+	0.000	0.000	Merged-chr7-141435303-43
Merged-chr7-78566867-22	chr7	78566584	78567132	+	0.000	0.000	Merged-chr7-78566867-22
Merged-chr7-120851847-38	chr7	120851481	120852211	+	0.000	0.000	Merged-chr7-120851847-38
Merged-chr2-33371227-82	chr2	33370784	33371599	+	0.000	0.000	Merged-chr2-33371227-82
Merged-chr9-25187350-4	chr9	25187201	25187487	+	0.000	0.000	Merged-chr9-25187350-4
Merged-chr11-77216325-91	chr11	77215574	77216906	+	0.000	0.000	Merged-chr11-77216325-91
Merged-chr1-36883943-16	chr1	36883714	36884150	+	0.000	0.000	Merged-chr1-36883943-16
Merged-chr16-97535153-8	chr16	97534910	97535336	+	0.000	0.000	Merged-chr16-97535153-8
Merged-chr10-13438536-33	chr10	13438267	13438836	+	0.000	0.000	Merged-chr10-13438536-33
Merged-chr12-8348110-3	chr12	8347972	8348231	+	0.000	0.000	Merged-chr12-8348110-3
Merged-chr14-10453327-99	chr14	10453060	10453525	+	0.000	0.000	Merged-chr14-10453327-99
Merged-chr6-129255226-26	chr6	129254980	129255543	+	0.000	0.000	Merged-chr6-129255226-26
Merged-chr8-27159514-57	chr8	27159265	27159868	+	0.000	0.000	Merged-chr8-27159514-57
Merged-chr3-87387698-10	chr3	87387474	87387895	+	0.000	0.000	Merged-chr3-87387698-10
Merged-chr8-81861625-26	chr8	81861430	81861921	+	0.000	0.000	Merged-chr8-81861625-26
Merged-chrX-12134249-2	chrX	12134126	12134375	+	0.000	0.000	Merged-chrX-12134249-2
Merged-chr6-124745799-51	chr6	124745495	124746428	+	0.000	0.000	Merged-chr6-124745799-51
Merged-chr6-6121262-1	chr6	6121164	6121362	+	0.000	0.000	Merged-chr6-6121262-1
Merged-chr5-36484302-70	chr5	36483845	36484657	+	0.000	0.000	Merged-chr5-36484302-70
Merged-chr12-82304111-12	chr12	82303935	82304271	+	0.000	0.000	Merged-chr12-82304111-12
Merged-chr12-112618139-25	chr12	112617959	112618327	+	0.000	0.000	Merged-chr12-112618139-25
Merged-chr4-86887188-3	chr4	86887062	86887325	+	0.000	0.000	Merged-chr4-86887188-3
Merged-chr16-33582051-1	chr16	33581953	33582151	+	0.000	0.000	Merged-chr16-33582051-1
Merged-chr10-96588454-52	chr10	96588173	96588801	+	0.000	0.000	Merged-chr10-96588454-52
Merged-chr15-53274876-10	chr15	53274694	53275051	+	0.000	0.000	Merged-chr15-53274876-10
Merged-chr2-132051940-20	chr2	132051726	132052198	+	0.000	0.000	Merged-chr2-132051940-20
Merged-chr10-75832364-5	chr10	75832219	75832509	+	0.000	0.000	Merged-chr10-75832364-5
Merged-chr10-59292726-30	chr10	59292500	59292932	+	0.000	0.000	Merged-chr10-59292726-30
Merged-chr8-4193483-29	chr8	4193263	4193699	+	0.000	0.000	Merged-chr8-4193483-29
Merged-chr1-165579440-1	chr1	165579342	165579540	+	0.000	0.000	Merged-chr1-165579440-1
Merged-chr2-103658723-12	chr2	103658510	103658872	+	0.000	0.000	Merged-chr2-103658723-12
Merged-chr9-21313543-10	chr9	21313406	21313675	+	0.000	0.000	Merged-chr9-21313543-10
Merged-chr17-45506965-50	chr17	45506814	45507139	+	0.000	0.000	Merged-chr17-45506965-50
Merged-chr4-155318568-19	chr4	155318434	155318744	+	0.000	0.000	Merged-chr4-155318568-19
Merged-chr2-32821487-1	chr2	32821389	32821587	+	0.000	0.000	Merged-chr2-32821487-1
Merged-chr10-20991978-8	chr10	20991800	20992195	+	0.000	0.000	Merged-chr10-20991978-8
Merged-chr10-19999210-7	chr10	19999057	19999375	+	0.000	0.000	Merged-chr10-19999210-7
Merged-chr6-134856256-11	chr6	134856052	134856461	+	0.000	0.000	Merged-chr6-134856256-11
Merged-chr19-42086332-5	chr19	42086145	42086487	+	0.000	0.000	Merged-chr19-42086332-5
Merged-chr11-67025090-52	chr11	67024842	67025351	+	0.000	0.000	Merged-chr11-67025090-52
Merged-chr2-117433681-2	chr2	117433573	117433791	+	0.000	0.000	Merged-chr2-117433681-2
Merged-chr15-58214426-1	chr15	58214328	58214526	+	0.000	0.000	Merged-chr15-58214426-1
Merged-chr11-59809767-149	chr11	59809556	59810146	+	0.000	0.000	Merged-chr11-59809767-149
Merged-chr14-120347945-44	chr14	120347623	120348191	+	0.000	0.000	Merged-chr14-120347945-44
Merged-chr11-75867102-2	chr11	75866985	75867222	+	0.000	0.000	Merged-chr11-75867102-2
Merged-chr15-53189373-1	chr15	53189275	53189473	+	0.000	0.000	Merged-chr15-53189373-1
Merged-chr2-91948356-2	chr2	91948258	91948456	+	0.000	0.000	Merged-chr2-91948356-2
Merged-chr17-34931482-67	chr17	34931104	34932252	+	0.000	0.000	Merged-chr17-34931482-67
Merged-chr2-122467612-78	chr2	122467302	122467939	+	0.000	0.000	Merged-chr2-122467612-78
Merged-chr10-55400969-1	chr10	55400871	55401069	+	0.000	0.000	Merged-chr10-55400969-1
Merged-chr1-40290751-7	chr1	40290580	40290985	+	0.000	0.000	Merged-chr1-40290751-7
Merged-chr7-28384283-3	chr7	28384143	28384459	+	0.000	0.000	Merged-chr7-28384283-3
Merged-chr13-112465935-6	chr13	112465661	112466112	+	0.000	0.000	Merged-chr13-112465935-6
Merged-chr10-128743344-1	chr10	128743246	128743444	+	0.000	0.000	Merged-chr10-128743344-1
Merged-chr3-69041504-24	chr3	69041270	69041672	+	0.000	0.000	Merged-chr3-69041504-24
Merged-chr4-150540101-42	chr4	150539863	150540444	+	0.000	0.000	Merged-chr4-150540101-42
Merged-chr18-79064378-58	chr18	79064086	79064613	+	0.000	0.000	Merged-chr18-79064378-58
Merged-chr4-102859663-41	chr4	102859348	102860180	+	0.000	0.000	Merged-chr4-102859663-41
Merged-chr12-52893034-15	chr12	52892598	52893293	+	0.000	0.000	Merged-chr12-52893034-15
Merged-chr2-131448367-26	chr2	131448187	131448550	+	0.000	0.000	Merged-chr2-131448367-26
Merged-chr12-52830906-26	chr12	52830557	52831206	+	0.000	0.000	Merged-chr12-52830906-26
Merged-chr15-97664065-61	chr15	97663697	97664356	+	0.000	0.000	Merged-chr15-97664065-61
Merged-chr8-69328899-30	chr8	69328690	69329167	+	0.000	0.000	Merged-chr8-69328899-30
Merged-chr15-28025300-2	chr15	28025159	28025444	+	0.000	0.000	Merged-chr15-28025300-2
Merged-chr11-78465860-16	chr11	78465592	78466125	+	0.000	0.000	Merged-chr11-78465860-16
Merged-chr1-40236250-26	chr1	40235937	40236548	+	0.000	0.000	Merged-chr1-40236250-26
Merged-chr4-99929700-86	chr4	99929383	99929958	+	0.000	0.000	Merged-chr4-99929700-86
Merged-chr2-103608151-12	chr2	103607945	103608339	+	0.000	0.000	Merged-chr2-103608151-12
Merged-chr10-21069584-1	chr10	21069486	21069684	+	0.000	0.000	Merged-chr10-21069584-1
Merged-chr16-94414336-19	chr16	94414140	94414534	+	0.000	0.000	Merged-chr16-94414336-19
Merged-chr4-145300303-61	chr4	145299983	145300593	+	0.000	0.000	Merged-chr4-145300303-61
Merged-chr2-169360551-6	chr2	169360377	169360716	+	0.000	0.000	Merged-chr2-169360551-6
Merged-chr7-143010167-43	chr7	143009828	143010347	+	0.000	0.000	Merged-chr7-143010167-43
Merged-chr15-100495239-52	chr15	100494941	100495499	+	0.000	0.000	Merged-chr15-100495239-52
Merged-chr11-20560521-3	chr11	20560349	20560711	+	0.000	0.000	Merged-chr11-20560521-3
Merged-chr11-115643465-31	chr11	115643234	115643616	+	0.000	0.000	Merged-chr11-115643465-31
Merged-chr12-85688072-28	chr12	85687810	85688309	+	0.000	0.000	Merged-chr12-85688072-28
Merged-chr5-114345671-1	chr5	114345573	114345771	+	0.000	0.000	Merged-chr5-114345671-1
Merged-chr2-112714735-54	chr2	112714448	112715061	+	0.000	0.000	Merged-chr2-112714735-54
Merged-chr8-123518827-49	chr8	123518606	123519019	+	0.000	0.000	Merged-chr8-123518827-49
Merged-chr2-91963655-56	chr2	91963374	91964057	+	0.000	0.000	Merged-chr2-91963655-56
Merged-chr3-37263461-6	chr3	37263255	37263692	+	0.000	0.000	Merged-chr3-37263461-6
Merged-chr1-155218276-34	chr1	155218107	155218487	+	0.000	0.000	Merged-chr1-155218276-34
Merged-chr4-154334257-1	chr4	154334159	154334357	+	0.000	0.000	Merged-chr4-154334257-1
Merged-chr1-60158664-37	chr1	60158425	60158899	+	0.000	0.000	Merged-chr1-60158664-37
Merged-chr3-106483430-2	chr3	106483332	106483530	+	0.000	0.000	Merged-chr3-106483430-2
Merged-chr11-5261159-5	chr11	5261032	5261284	+	0.000	0.000	Merged-chr11-5261159-5
Merged-chr12-85444900-48	chr12	85444671	85445129	+	0.000	0.000	Merged-chr12-85444900-48
Merged-chr15-6586508-38	chr15	6586161	6586743	+	0.000	0.000	Merged-chr15-6586508-38
Merged-chr5-64371502-26	chr5	64371303	64371728	+	0.000	0.000	Merged-chr5-64371502-26
Merged-chr7-97069180-1	chr7	97069082	97069280	+	0.000	0.000	Merged-chr7-97069180-1
Merged-chr2-117328790-53	chr2	117328569	117329008	+	0.000	0.000	Merged-chr2-117328790-53
Merged-chr5-64819652-30	chr5	64819484	64819892	+	0.000	0.000	Merged-chr5-64819652-30
Merged-chr9-57948947-1	chr9	57948849	57949047	+	0.000	0.000	Merged-chr9-57948947-1
Merged-chr10-99204774-47	chr10	99204446	99205077	+	0.000	0.000	Merged-chr10-99204774-47
Merged-chr14-69804239-29	chr14	69804003	69804478	+	0.000	0.000	Merged-chr14-69804239-29
Merged-chr17-5893346-8	chr17	5893112	5893599	+	0.000	0.000	Merged-chr17-5893346-8
Merged-chr18-35815982-8	chr18	35815644	35816303	+	0.000	0.000	Merged-chr18-35815982-8
Merged-chr17-73163375-142	chr17	73162758	73163953	+	0.000	0.000	Merged-chr17-73163375-142
Merged-chr2-172390550-32	chr2	172390390	172390749	+	0.000	0.000	Merged-chr2-172390550-32
Merged-chr4-149307767-70	chr4	149307438	149308037	+	0.000	0.000	Merged-chr4-149307767-70
Merged-chr3-131157168-10	chr3	131156989	131157365	+	0.000	0.000	Merged-chr3-131157168-10
Merged-chr2-103635845-3	chr2	103635700	103636012	+	0.000	0.000	Merged-chr2-103635845-3
Merged-chr16-17276702-76	chr16	17276455	17276994	+	0.000	0.000	Merged-chr16-17276702-76
Merged-chr3-95675849-9	chr3	95675619	95676020	+	0.000	0.000	Merged-chr3-95675849-9
Merged-chr14-30125344-15	chr14	30125157	30125587	+	0.000	0.000	Merged-chr14-30125344-15
Merged-chr14-57713043-44	chr14	57712848	57713257	+	0.000	0.000	Merged-chr14-57713043-44
Merged-chr5-107261170-24	chr5	107260687	107261754	+	0.000	0.000	Merged-chr5-107261170-24
Merged-chr16-76339368-4	chr16	76339250	76339481	+	0.000	0.000	Merged-chr16-76339368-4
Merged-chr8-81776667-33	chr8	81776296	81777033	+	0.000	0.000	Merged-chr8-81776667-33
Merged-chr11-52262204-8	chr11	52262059	52262372	+	0.000	0.000	Merged-chr11-52262204-8
Merged-chr10-14050811-26	chr10	14050641	14050984	+	0.000	0.000	Merged-chr10-14050811-26
Merged-chr5-107359666-49	chr5	107359402	107359868	+	0.000	0.000	Merged-chr5-107359666-49
Merged-chr13-34078203-66	chr13	34077918	34078505	+	0.000	0.000	Merged-chr13-34078203-66
Merged-chr12-55490613-3	chr12	55490435	55490782	+	0.000	0.000	Merged-chr12-55490613-3
Merged-chr15-58196982-23	chr15	58196768	58197238	+	0.000	0.000	Merged-chr15-58196982-23
Merged-chr8-61239412-2	chr8	61239306	61239520	+	0.000	0.000	Merged-chr8-61239412-2
