#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.up.bed
Merged-chr5-43915438-14	chr5	43915202	43915676	+	0.000	0.000	Merged-chr5-43915438-14
Merged-chr17-77670913-1	chr17	77670815	77671013	+	0.000	0.000	Merged-chr17-77670913-1
Merged-chr6-129623841-1	chr6	129623743	129623941	+	0.000	0.000	Merged-chr6-129623841-1
Merged-chr10-80623813-27	chr10	80623640	80624081	+	0.000	0.000	Merged-chr10-80623813-27
Merged-chr6-50392107-8	chr6	50391872	50392279	+	0.000	0.000	Merged-chr6-50392107-8
Merged-chr12-73693021-6	chr12	73692897	73693130	+	0.000	0.000	Merged-chr12-73693021-6
Merged-chr3-146123164-55	chr3	146122908	146123450	+	0.000	0.000	Merged-chr3-146123164-55
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr6-113660705-11	chr6	113660487	113661015	+	0.000	0.000	Merged-chr6-113660705-11
Merged-chr8-105991112-25	chr8	105990866	105991391	+	0.000	0.000	Merged-chr8-105991112-25
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr15-34238193-61	chr15	34237857	34238503	+	0.000	0.000	Merged-chr15-34238193-61
Merged-chr12-32146746-11	chr12	32146524	32146956	+	0.000	0.000	Merged-chr12-32146746-11
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr14-67935636-1	chr14	67935538	67935736	+	0.000	0.000	Merged-chr14-67935636-1
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr10-21993045-28	chr10	21992634	21993396	+	0.000	0.000	Merged-chr10-21993045-28
Merged-chr16-64824096-19	chr16	64823880	64824297	+	0.000	0.000	Merged-chr16-64824096-19
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr10-118454981-1	chr10	118454883	118455081	+	0.000	0.000	Merged-chr10-118454981-1
Merged-chr1-65178957-152	chr1	65178642	65179282	+	0.000	0.000	Merged-chr1-65178957-152
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr6-54224603-8	chr6	54224428	54224782	+	0.000	0.000	Merged-chr6-54224603-8
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr15-96684531-29	chr15	96684324	96684852	+	0.000	0.000	Merged-chr15-96684531-29
Merged-chr7-66292206-13	chr7	66292062	66292456	+	0.000	0.000	Merged-chr7-66292206-13
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr12-73709842-1	chr12	73709744	73709942	+	0.000	0.000	Merged-chr12-73709842-1
Merged-chr12-73715551-1	chr12	73715453	73715651	+	0.000	0.000	Merged-chr12-73715551-1
Merged-chr7-141009170-22	chr7	141008819	141009480	+	0.000	0.000	Merged-chr7-141009170-22
Merged-chr13-5864557-62	chr13	5864338	5864746	+	0.000	0.000	Merged-chr13-5864557-62
Merged-chr6-87670230-13	chr6	87670027	87670403	+	0.000	0.000	Merged-chr6-87670230-13
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr14-56571782-54	chr14	56571508	56571967	+	0.000	0.000	Merged-chr14-56571782-54
Merged-chr7-67355950-12	chr7	67355790	67356142	+	0.000	0.000	Merged-chr7-67355950-12
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr1-120264126-1	chr1	120264028	120264226	+	0.000	0.000	Merged-chr1-120264126-1
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr10-63338197-1	chr10	63338099	63338297	+	0.000	0.000	Merged-chr10-63338197-1
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr19-5846760-17	chr19	5846577	5846979	+	0.000	0.000	Merged-chr19-5846760-17
Merged-chr1-133046313-74	chr1	133046039	133046692	+	0.000	0.000	Merged-chr1-133046313-74
Merged-chr1-135128901-1	chr1	135128803	135129001	+	0.000	0.000	Merged-chr1-135128901-1
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr10-17919848-1	chr10	17919750	17919948	+	0.000	0.000	Merged-chr10-17919848-1
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr1-85958439-33	chr1	85958005	85958936	+	0.000	0.000	Merged-chr1-85958439-33
Merged-chr6-66896636-91	chr6	66896288	66897035	+	0.000	0.000	Merged-chr6-66896636-91
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr10-77627323-3	chr10	77627195	77627484	+	0.000	0.000	Merged-chr10-77627323-3
Merged-chr18-56469309-53	chr18	56469014	56469689	+	0.000	0.000	Merged-chr18-56469309-53
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr1-85986038-7	chr1	85985839	85986220	+	0.000	0.000	Merged-chr1-85986038-7
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr10-77622334-58	chr10	77622071	77622794	+	0.000	0.000	Merged-chr10-77622334-58
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chr18-70644482-115	chr18	70644235	70645045	+	0.000	0.000	Merged-chr18-70644482-115
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr12-32212935-7	chr12	32212792	32213100	+	0.000	0.000	Merged-chr12-32212935-7
Merged-chr4-103109726-1	chr4	103109628	103109826	+	0.000	0.000	Merged-chr4-103109726-1
Merged-chr4-133614553-6	chr4	133614391	133614681	+	0.000	0.000	Merged-chr4-133614553-6
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr18-24673740-54	chr18	24673104	24674492	+	0.000	0.000	Merged-chr18-24673740-54
Merged-chr17-8388700-3	chr17	8388460	8388899	+	0.000	0.000	Merged-chr17-8388700-3
Merged-chr5-120710597-12	chr5	120710051	120710953	+	0.000	0.000	Merged-chr5-120710597-12
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr9-107313062-65	chr9	107312786	107313312	+	0.000	0.000	Merged-chr9-107313062-65
Merged-chr7-66185560-38	chr7	66185335	66185735	+	0.000	0.000	Merged-chr7-66185560-38
Merged-chr7-110109267-48	chr7	110109039	110109558	+	0.000	0.000	Merged-chr7-110109267-48
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr15-93007766-3	chr15	93007557	93007930	+	0.000	0.000	Merged-chr15-93007766-3
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr15-97839672-4	chr15	97839568	97839778	+	0.000	0.000	Merged-chr15-97839672-4
Merged-chr13-107967058-4	chr13	107966930	107967195	+	0.000	0.000	Merged-chr13-107967058-4
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr17-47737745-152	chr17	47736947	47738678	+	0.000	0.000	Merged-chr17-47737745-152
Merged-chr2-45139148-28	chr2	45138924	45139478	+	0.000	0.000	Merged-chr2-45139148-28
Merged-chr12-73581050-7	chr12	73580886	73581240	+	0.000	0.000	Merged-chr12-73581050-7
Merged-chr5-146839913-1	chr5	146839815	146840013	+	0.000	0.000	Merged-chr5-146839913-1
Merged-chr4-109670389-4	chr4	109670279	109670509	+	0.000	0.000	Merged-chr4-109670389-4
Merged-chr5-107725253-4	chr5	107725155	107725353	+	0.000	0.000	Merged-chr5-107725253-4
Merged-chr6-113668955-38	chr6	113668782	113669164	+	0.000	0.000	Merged-chr6-113668955-38
Merged-chr1-153308200-4	chr1	153308066	153308346	+	0.000	0.000	Merged-chr1-153308200-4
Merged-chrX-137015463-27	chrX	137015321	137015638	+	0.000	0.000	Merged-chrX-137015463-27
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chr10-111540029-37	chr10	111539821	111540264	+	0.000	0.000	Merged-chr10-111540029-37
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
Merged-chr10-63308966-53	chr10	63308622	63309345	+	0.000	0.000	Merged-chr10-63308966-53
Merged-chr7-67500556-27	chr7	67500369	67500730	+	0.000	0.000	Merged-chr7-67500556-27
Merged-chr8-33930121-50	chr8	33929274	33930762	+	0.000	0.000	Merged-chr8-33930121-50
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr2-144343268-23	chr2	144342944	144343485	+	0.000	0.000	Merged-chr2-144343268-23
Merged-chr12-73633909-44	chr12	73633499	73634133	+	0.000	0.000	Merged-chr12-73633909-44
Merged-chr13-53069490-8	chr13	53069292	53069694	+	0.000	0.000	Merged-chr13-53069490-8
Merged-chr18-66429331-35	chr18	66429029	66429632	+	0.000	0.000	Merged-chr18-66429331-35
Merged-chr8-122432955-76	chr8	122432606	122433297	+	0.000	0.000	Merged-chr8-122432955-76
Merged-chr8-33594381-37	chr8	33594117	33594686	+	0.000	0.000	Merged-chr8-33594381-37
Merged-chr7-105553808-1	chr7	105553710	105553908	+	0.000	0.000	Merged-chr7-105553808-1
Merged-chr1-193231215-10	chr1	193230987	193231524	+	0.000	0.000	Merged-chr1-193231215-10
Merged-chr11-106329913-15	chr11	106329654	106330096	+	0.000	0.000	Merged-chr11-106329913-15
Merged-chr7-63985848-27	chr7	63985386	63986415	+	0.000	0.000	Merged-chr7-63985848-27
Merged-chr1-43465147-57	chr1	43464840	43465603	+	0.000	0.000	Merged-chr1-43465147-57
Merged-chr2-3277691-9	chr2	3277496	3277903	+	0.000	0.000	Merged-chr2-3277691-9
Merged-chr2-167689841-24	chr2	167689569	167690096	+	0.000	0.000	Merged-chr2-167689841-24
Merged-chr5-21438636-26	chr5	21438363	21438838	+	0.000	0.000	Merged-chr5-21438636-26
Merged-chr17-6476977-103	chr17	6476726	6477266	+	0.000	0.000	Merged-chr17-6476977-103
Merged-chr12-32202051-6	chr12	32201889	32202202	+	0.000	0.000	Merged-chr12-32202051-6
Merged-chr7-88318550-2	chr7	88318387	88318716	+	0.000	0.000	Merged-chr7-88318550-2
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr16-10992013-2	chr16	10991851	10992178	+	0.000	0.000	Merged-chr16-10992013-2
Merged-chr4-15266515-5	chr4	15266352	15266678	+	0.000	0.000	Merged-chr4-15266515-5
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr1-151572860-7	chr1	151572673	151573027	+	0.000	0.000	Merged-chr1-151572860-7
Merged-chr2-118660101-45	chr2	118659625	118660314	+	0.000	0.000	Merged-chr2-118660101-45
Merged-chr2-32488884-4	chr2	32488712	32489044	+	0.000	0.000	Merged-chr2-32488884-4
Merged-chr8-83612196-3	chr8	83612024	83612342	+	0.000	0.000	Merged-chr8-83612196-3
Merged-chr16-64647871-24	chr16	64647595	64648103	+	0.000	0.000	Merged-chr16-64647871-24
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr2-120094273-12	chr2	120094104	120094452	+	0.000	0.000	Merged-chr2-120094273-12
Merged-chr12-73616927-7	chr12	73616752	73617075	+	0.000	0.000	Merged-chr12-73616927-7
Merged-chr6-50390473-40	chr6	50390284	50390650	+	0.000	0.000	Merged-chr6-50390473-40
Merged-chr6-113638545-51	chr6	113638267	113638814	+	0.000	0.000	Merged-chr6-113638545-51
Merged-chr2-60962761-96	chr2	60961870	60963370	+	0.000	0.000	Merged-chr2-60962761-96
Merged-chr19-5956915-3	chr19	5956785	5957043	+	0.000	0.000	Merged-chr19-5956915-3
Merged-chr13-38152778-13	chr13	38152627	38152947	+	0.000	0.000	Merged-chr13-38152778-13
Merged-chr7-112225883-54	chr7	112225651	112226201	+	0.000	0.000	Merged-chr7-112225883-54
Merged-chr10-111507721-32	chr10	111507318	111508136	+	0.000	0.000	Merged-chr10-111507721-32
Merged-chr2-129285453-11	chr2	129285261	129285687	+	0.000	0.000	Merged-chr2-129285453-11
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr17-78201696-9	chr17	78201296	78202023	+	0.000	0.000	Merged-chr17-78201696-9
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chr13-35815874-2	chr13	35815744	35816007	+	0.000	0.000	Merged-chr13-35815874-2
Merged-chr6-88898670-52	chr6	88898491	88898915	+	0.000	0.000	Merged-chr6-88898670-52
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr19-5894144-44	chr19	5893790	5894425	+	0.000	0.000	Merged-chr19-5894144-44
Merged-chr10-83096825-2	chr10	83096725	83096928	+	0.000	0.000	Merged-chr10-83096825-2
Merged-chr4-59132766-28	chr4	59132435	59133086	+	0.000	0.000	Merged-chr4-59132766-28
Merged-chr2-103744124-20	chr2	103743921	103744320	+	0.000	0.000	Merged-chr2-103744124-20
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chr9-45300691-53	chr9	45300309	45300926	+	0.000	0.000	Merged-chr9-45300691-53
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr18-56470742-72	chr18	56469959	56471196	+	0.000	0.000	Merged-chr18-56470742-72
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr8-83622470-33	chr8	83622282	83622693	+	0.000	0.000	Merged-chr8-83622470-33
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr12-32183013-17	chr12	32182736	32183372	+	0.000	0.000	Merged-chr12-32183013-17
Merged-chr13-41453592-40	chr13	41453379	41453838	+	0.000	0.000	Merged-chr13-41453592-40
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr8-72136702-59	chr8	72136378	72137042	+	0.000	0.000	Merged-chr8-72136702-59
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr11-114676631-1	chr11	114676533	114676731	+	0.000	0.000	Merged-chr11-114676631-1
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr2-165627783-1	chr2	165627685	165627883	+	0.000	0.000	Merged-chr2-165627783-1
Merged-chr13-113615129-71	chr13	113614896	113615663	+	0.000	0.000	Merged-chr13-113615129-71
Merged-chr8-124232268-3	chr8	124232151	124232388	+	0.000	0.000	Merged-chr8-124232268-3
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr15-55852907-4	chr15	55852785	55853040	+	0.000	0.000	Merged-chr15-55852907-4
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr5-140282986-2	chr5	140282835	140283140	+	0.000	0.000	Merged-chr5-140282986-2
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr7-142387008-11	chr7	142386745	142387243	+	0.000	0.000	Merged-chr7-142387008-11
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr9-94254804-1	chr9	94254706	94254904	+	0.000	0.000	Merged-chr9-94254804-1
Merged-chr11-69334171-1	chr11	69334073	69334271	+	0.000	0.000	Merged-chr11-69334171-1
Merged-chr13-12349518-23	chr13	12349224	12349772	+	0.000	0.000	Merged-chr13-12349518-23
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr2-163697861-1	chr2	163697763	163697961	+	0.000	0.000	Merged-chr2-163697861-1
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr16-32277767-74	chr16	32277451	32278145	+	0.000	0.000	Merged-chr16-32277767-74
Merged-chr11-98972338-11	chr11	98972203	98972528	+	0.000	0.000	Merged-chr11-98972338-11
Merged-chr4-15504943-2	chr4	15504817	15505071	+	0.000	0.000	Merged-chr4-15504943-2
Merged-chr1-120093723-41	chr1	120093349	120094016	+	0.000	0.000	Merged-chr1-120093723-41
Merged-chr11-69070779-53	chr11	69070561	69070981	+	0.000	0.000	Merged-chr11-69070779-53
Merged-chr4-145268299-20	chr4	145268057	145268549	+	0.000	0.000	Merged-chr4-145268299-20
Merged-chr1-134963108-4	chr1	134963001	134963222	+	0.000	0.000	Merged-chr1-134963108-4
Merged-chr3-19310528-16	chr3	19310079	19310756	+	0.000	0.000	Merged-chr3-19310528-16
Merged-chr10-111516621-97	chr10	111516196	111517088	+	0.000	0.000	Merged-chr10-111516621-97
Merged-chr3-89101941-62	chr3	89101687	89102208	+	0.000	0.000	Merged-chr3-89101941-62
Merged-chr9-120082843-44	chr9	120082619	120083075	+	0.000	0.000	Merged-chr9-120082843-44
Merged-chr5-21036346-2	chr5	21036242	21036453	+	0.000	0.000	Merged-chr5-21036346-2
Merged-chr11-75226439-1	chr11	75226341	75226539	+	0.000	0.000	Merged-chr11-75226439-1
Merged-chr19-40711719-10	chr19	40711545	40711897	+	0.000	0.000	Merged-chr19-40711719-10
Merged-chr2-25186459-2	chr2	25186361	25186560	+	0.000	0.000	Merged-chr2-25186459-2
Merged-chr9-83446152-4	chr9	83446001	83446304	+	0.000	0.000	Merged-chr9-83446152-4
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr2-18519177-24	chr2	18518952	18519435	+	0.000	0.000	Merged-chr2-18519177-24
Merged-chr9-80002927-14	chr9	80002701	80003151	+	0.000	0.000	Merged-chr9-80002927-14
Merged-chr18-66447922-43	chr18	66447711	66448131	+	0.000	0.000	Merged-chr18-66447922-43
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr13-23685405-2	chr13	23685250	23685563	+	0.000	0.000	Merged-chr13-23685405-2
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr10-54013658-12	chr10	54013418	54013860	+	0.000	0.000	Merged-chr10-54013658-12
Merged-chr11-55386598-21	chr11	55386443	55386774	+	0.000	0.000	Merged-chr11-55386598-21
Merged-chr2-60866104-15	chr2	60865953	60866352	+	0.000	0.000	Merged-chr2-60866104-15
Merged-chr1-33670063-93	chr1	33669745	33670279	+	0.000	0.000	Merged-chr1-33670063-93
Merged-chr18-71211954-17	chr18	71211703	71212171	+	0.000	0.000	Merged-chr18-71211954-17
Merged-chr6-113669430-31	chr6	113669237	113669634	+	0.000	0.000	Merged-chr6-113669430-31
Merged-chr3-108722192-65	chr3	108721604	108722510	+	0.000	0.000	Merged-chr3-108722192-65
Merged-chr7-127142485-2	chr7	127142373	127142599	+	0.000	0.000	Merged-chr7-127142485-2
Merged-chr4-120953872-1	chr4	120953774	120953972	+	0.000	0.000	Merged-chr4-120953872-1
Merged-chr6-130341255-2	chr6	130341141	130341372	+	0.000	0.000	Merged-chr6-130341255-2
Merged-chr5-23712006-2	chr5	23711893	23712121	+	0.000	0.000	Merged-chr5-23712006-2
Merged-chr12-73712281-1	chr12	73712183	73712381	+	0.000	0.000	Merged-chr12-73712281-1
Merged-chr4-103096061-32	chr4	103095725	103096301	+	0.000	0.000	Merged-chr4-103096061-32
Merged-chr13-12340337-1	chr13	12340239	12340437	+	0.000	0.000	Merged-chr13-12340337-1
Merged-chr1-33453228-39	chr1	33452850	33453697	+	0.000	0.000	Merged-chr1-33453228-39
Merged-chr14-73143302-64	chr14	73143105	73143513	+	0.000	0.000	Merged-chr14-73143302-64
Merged-chr10-80629091-37	chr10	80628892	80629309	+	0.000	0.000	Merged-chr10-80629091-37
Merged-chr6-128843451-97	chr6	128843038	128843741	+	0.000	0.000	Merged-chr6-128843451-97
Merged-chr13-12340700-65	chr13	12340461	12341064	+	0.000	0.000	Merged-chr13-12340700-65
Merged-chr9-109059231-128	chr9	109058931	109059610	+	0.000	0.000	Merged-chr9-109059231-128
Merged-chr7-75800890-27	chr7	75800469	75801418	+	0.000	0.000	Merged-chr7-75800890-27
Merged-chrX-101954276-51	chrX	101954026	101954510	+	0.000	0.000	Merged-chrX-101954276-51
Merged-chr8-105965531-1	chr8	105965433	105965631	+	0.000	0.000	Merged-chr8-105965531-1
Merged-chr6-54972195-1	chr6	54972097	54972295	+	0.000	0.000	Merged-chr6-54972195-1
Merged-chr13-95593068-48	chr13	95592874	95593266	+	0.000	0.000	Merged-chr13-95593068-48
Merged-chr7-66147863-2	chr7	66147754	66147975	+	0.000	0.000	Merged-chr7-66147863-2
Merged-chr13-32866696-30	chr13	32866387	32866959	+	0.000	0.000	Merged-chr13-32866696-30
Merged-chr3-116594968-67	chr3	116594736	116595269	+	0.000	0.000	Merged-chr3-116594968-67
Merged-chr5-140208912-49	chr5	140208706	140209163	+	0.000	0.000	Merged-chr5-140208912-49
Merged-chr13-52985661-11	chr13	52985488	52985882	+	0.000	0.000	Merged-chr13-52985661-11
Merged-chr2-31026852-15	chr2	31026665	31027046	+	0.000	0.000	Merged-chr2-31026852-15
Merged-chr12-99406415-11	chr12	99406161	99406659	+	0.000	0.000	Merged-chr12-99406415-11
Merged-chr14-120478110-142	chr14	120477735	120478392	+	0.000	0.000	Merged-chr14-120478110-142
Merged-chr10-117844432-6	chr10	117844258	117844617	+	0.000	0.000	Merged-chr10-117844432-6
Merged-chr4-57901467-17	chr4	57901261	57901701	+	0.000	0.000	Merged-chr4-57901467-17
Merged-chr16-46006437-28	chr16	46006294	46006750	+	0.000	0.000	Merged-chr16-46006437-28
Merged-chr12-73626625-1	chr12	73626527	73626725	+	0.000	0.000	Merged-chr12-73626625-1
Merged-chr7-89338758-74	chr7	89338488	89339014	+	0.000	0.000	Merged-chr7-89338758-74
Merged-chr1-130522626-12	chr1	130522411	130522842	+	0.000	0.000	Merged-chr1-130522626-12
Merged-chr16-64851941-100	chr16	64851391	64852349	+	0.000	0.000	Merged-chr16-64851941-100
Merged-chr6-88893669-6	chr6	88893501	88893810	+	0.000	0.000	Merged-chr6-88893669-6
Merged-chr17-35727200-6	chr17	35727022	35727385	+	0.000	0.000	Merged-chr17-35727200-6
Merged-chr6-128854319-31	chr6	128854071	128854548	+	0.000	0.000	Merged-chr6-128854319-31
Merged-chr3-27153075-15	chr3	27152831	27153320	+	0.000	0.000	Merged-chr3-27153075-15
Merged-chr8-124240854-3	chr8	124240747	124240966	+	0.000	0.000	Merged-chr8-124240854-3
Merged-chr18-70602929-40	chr18	70602150	70603530	+	0.000	0.000	Merged-chr18-70602929-40
Merged-chr1-172197316-25	chr1	172197093	172197562	+	0.000	0.000	Merged-chr1-172197316-25
Merged-chr5-137787536-7	chr5	137787398	137787670	+	0.000	0.000	Merged-chr5-137787536-7
Merged-chr2-35661146-1	chr2	35661048	35661246	+	0.000	0.000	Merged-chr2-35661146-1
Merged-chr9-44334892-67	chr9	44334534	44335242	+	0.000	0.000	Merged-chr9-44334892-67
Merged-chr12-69413181-34	chr12	69412625	69413673	+	0.000	0.000	Merged-chr12-69413181-34
Merged-chr1-43403565-20	chr1	43403389	43403754	+	0.000	0.000	Merged-chr1-43403565-20
Merged-chr12-73686569-2	chr12	73686443	73686697	+	0.000	0.000	Merged-chr12-73686569-2
Merged-chr5-107756305-38	chr5	107756072	107756507	+	0.000	0.000	Merged-chr5-107756305-38
Merged-chr6-97487837-16	chr6	97487594	97488176	+	0.000	0.000	Merged-chr6-97487837-16
Merged-chr2-158771297-12	chr2	158771127	158771445	+	0.000	0.000	Merged-chr2-158771297-12
Merged-chr1-153333888-15	chr1	153333654	153334117	+	0.000	0.000	Merged-chr1-153333888-15
Merged-chr1-119675144-21	chr1	119674930	119675382	+	0.000	0.000	Merged-chr1-119675144-21
Merged-chr3-79664975-26	chr3	79664708	79665165	+	0.000	0.000	Merged-chr3-79664975-26
Merged-chr8-120887528-5	chr8	120887351	120887687	+	0.000	0.000	Merged-chr8-120887528-5
Merged-chr10-92722301-72	chr10	92722001	92722536	+	0.000	0.000	Merged-chr10-92722301-72
Merged-chr2-144337496-16	chr2	144337193	144337763	+	0.000	0.000	Merged-chr2-144337496-16
Merged-chr6-30896699-63	chr6	30896488	30897023	+	0.000	0.000	Merged-chr6-30896699-63
