#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed
Merged-chr2-61656413-71	chr2	61656022	61656809	+	0.000	0.000	Merged-chr2-61656413-71
Merged-chr5-100466890-43	chr5	100466671	100467182	+	0.000	0.000	Merged-chr5-100466890-43
Merged-chr8-94214698-63	chr8	94214449	94215067	+	0.000	0.000	Merged-chr8-94214698-63
Merged-chr7-45923352-110	chr7	45923117	45923608	+	0.000	0.000	Merged-chr7-45923352-110
Merged-chr13-45840049-15	chr13	45839834	45840246	+	0.000	0.000	Merged-chr13-45840049-15
Merged-chr6-127219036-2	chr6	127218874	127219200	+	0.000	0.000	Merged-chr6-127219036-2
Merged-chr10-118166257-15	chr10	118166090	118166454	+	0.000	0.000	Merged-chr10-118166257-15
Merged-chr16-18626617-64	chr16	18626359	18626838	+	0.000	0.000	Merged-chr16-18626617-64
Merged-chr7-110953237-23	chr7	110952939	110953425	+	0.000	0.000	Merged-chr7-110953237-23
Merged-chr6-108709432-1	chr6	108709334	108709532	+	0.000	0.000	Merged-chr6-108709432-1
Merged-chr5-62723558-34	chr5	62723173	62723820	+	0.000	0.000	Merged-chr5-62723558-34
Merged-chr15-88752223-5	chr15	88752084	88752360	+	0.000	0.000	Merged-chr15-88752223-5
Merged-chr2-180725398-50	chr2	180725002	180725826	+	0.000	0.000	Merged-chr2-180725398-50
Merged-chr9-120073346-13	chr9	120072986	120073548	+	0.000	0.000	Merged-chr9-120073346-13
Merged-chr7-79401726-3	chr7	79401563	79401870	+	0.000	0.000	Merged-chr7-79401726-3
Merged-chr18-56472874-1	chr18	56472776	56472974	+	0.000	0.000	Merged-chr18-56472874-1
Merged-chr9-32542397-6	chr9	32542234	32542598	+	0.000	0.000	Merged-chr9-32542397-6
Merged-chr2-90528384-23	chr2	90528189	90528673	+	0.000	0.000	Merged-chr2-90528384-23
Merged-chr3-109123436-101	chr3	109122813	109123949	+	0.000	0.000	Merged-chr3-109123436-101
Merged-chr2-148655162-38	chr2	148654880	148655546	+	0.000	0.000	Merged-chr2-148655162-38
Merged-chr5-105519263-84	chr5	105518957	105519610	+	0.000	0.000	Merged-chr5-105519263-84
Merged-chr6-50392107-8	chr6	50391872	50392279	+	0.000	0.000	Merged-chr6-50392107-8
Merged-chr13-74807108-27	chr13	74806934	74807258	+	0.000	0.000	Merged-chr13-74807108-27
Merged-chr2-128457951-31	chr2	128457678	128458237	+	0.000	0.000	Merged-chr2-128457951-31
Merged-chr1-172186610-1	chr1	172186512	172186710	+	0.000	0.000	Merged-chr1-172186610-1
Merged-chr12-100849659-36	chr12	100849392	100849897	+	0.000	0.000	Merged-chr12-100849659-36
Merged-chr18-56378157-31	chr18	56377944	56378466	+	0.000	0.000	Merged-chr18-56378157-31
Merged-chr16-78595924-17	chr16	78595725	78596187	+	0.000	0.000	Merged-chr16-78595924-17
Merged-chr9-110621983-1	chr9	110621885	110622083	+	0.000	0.000	Merged-chr9-110621983-1
Merged-chr3-146123164-55	chr3	146122908	146123450	+	0.000	0.000	Merged-chr3-146123164-55
Merged-chr10-83860736-1	chr10	83860638	83860836	+	0.000	0.000	Merged-chr10-83860736-1
Merged-chr10-111479597-3	chr10	111479452	111479742	+	0.000	0.000	Merged-chr10-111479597-3
Merged-chr2-125247670-89	chr2	125247330	125248058	+	0.000	0.000	Merged-chr2-125247670-89
Merged-chr5-105519834-4	chr5	105519736	105519934	+	0.000	0.000	Merged-chr5-105519834-4
Merged-chr16-59555882-6	chr16	59555710	59556049	+	0.000	0.000	Merged-chr16-59555882-6
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr5-93151422-1	chr5	93151324	93151522	+	0.000	0.000	Merged-chr5-93151422-1
Merged-chr13-102039596-1	chr13	102039498	102039696	+	0.000	0.000	Merged-chr13-102039596-1
Merged-chr10-83161895-41	chr10	83161556	83162144	+	0.000	0.000	Merged-chr10-83161895-41
Merged-chr2-109992727-6	chr2	109992585	109992916	+	0.000	0.000	Merged-chr2-109992727-6
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr15-34238193-61	chr15	34237857	34238503	+	0.000	0.000	Merged-chr15-34238193-61
Merged-chr2-45117109-39	chr2	45116788	45117418	+	0.000	0.000	Merged-chr2-45117109-39
Merged-chr9-21918186-50	chr9	21917924	21918463	+	0.000	0.000	Merged-chr9-21918186-50
Merged-chr1-152767427-16	chr1	152767184	152767675	+	0.000	0.000	Merged-chr1-152767427-16
Merged-chr12-32146746-11	chr12	32146524	32146956	+	0.000	0.000	Merged-chr12-32146746-11
Merged-chr1-176986467-25	chr1	176986211	176986679	+	0.000	0.000	Merged-chr1-176986467-25
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr7-135710341-5	chr7	135710187	135710475	+	0.000	0.000	Merged-chr7-135710341-5
Merged-chr1-97660989-15	chr1	97660743	97661173	+	0.000	0.000	Merged-chr1-97660989-15
Merged-chr11-101194568-1	chr11	101194470	101194668	+	0.000	0.000	Merged-chr11-101194568-1
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr2-155079749-45	chr2	155079519	155080073	+	0.000	0.000	Merged-chr2-155079749-45
Merged-chr4-151051420-19	chr4	151051214	151051647	+	0.000	0.000	Merged-chr4-151051420-19
Merged-chrX-93674652-1	chrX	93674554	93674752	+	0.000	0.000	Merged-chrX-93674652-1
Merged-chr15-98728107-26	chr15	98727885	98728325	+	0.000	0.000	Merged-chr15-98728107-26
Merged-chr1-135283686-99	chr1	135282862	135284195	+	0.000	0.000	Merged-chr1-135283686-99
Merged-chr9-106892143-57	chr9	106891885	106892355	+	0.000	0.000	Merged-chr9-106892143-57
Merged-chr1-54870605-1	chr1	54870507	54870705	+	0.000	0.000	Merged-chr1-54870605-1
Merged-chr15-75088147-1	chr15	75088049	75088247	+	0.000	0.000	Merged-chr15-75088147-1
Merged-chr1-75180200-71	chr1	75179808	75180566	+	0.000	0.000	Merged-chr1-75180200-71
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr16-17132166-88	chr16	17131962	17132634	+	0.000	0.000	Merged-chr16-17132166-88
Merged-chr2-9595628-42	chr2	9595340	9596054	+	0.000	0.000	Merged-chr2-9595628-42
Merged-chr9-106892685-1	chr9	106892587	106892785	+	0.000	0.000	Merged-chr9-106892685-1
Merged-chr16-33966786-82	chr16	33966492	33967162	+	0.000	0.000	Merged-chr16-33966786-82
Merged-chr12-70883960-5	chr12	70883814	70884146	+	0.000	0.000	Merged-chr12-70883960-5
Merged-chr2-69383200-1	chr2	69383102	69383300	+	0.000	0.000	Merged-chr2-69383200-1
Merged-chr9-79779626-22	chr9	79779431	79779833	+	0.000	0.000	Merged-chr9-79779626-22
Merged-chr17-40934697-83	chr17	40934457	40934969	+	0.000	0.000	Merged-chr17-40934697-83
Merged-chr18-89325469-1	chr18	89325371	89325569	+	0.000	0.000	Merged-chr18-89325469-1
Merged-chr10-8506114-87	chr10	8505780	8506299	+	0.000	0.000	Merged-chr10-8506114-87
Merged-chr5-112325487-138	chr5	112324949	112326013	+	0.000	0.000	Merged-chr5-112325487-138
Merged-chr1-172501169-211	chr1	172500441	172502226	+	0.000	0.000	Merged-chr1-172501169-211
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr10-118454981-1	chr10	118454883	118455081	+	0.000	0.000	Merged-chr10-118454981-1
Merged-chr8-115201867-1	chr8	115201769	115201967	+	0.000	0.000	Merged-chr8-115201867-1
Merged-chr3-144198735-28	chr3	144198518	144198934	+	0.000	0.000	Merged-chr3-144198735-28
Merged-chr6-35191420-18	chr6	35191176	35191762	+	0.000	0.000	Merged-chr6-35191420-18
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr1-189703506-56	chr1	189703186	189703839	+	0.000	0.000	Merged-chr1-189703506-56
Merged-chr2-58097168-10	chr2	58096994	58097354	+	0.000	0.000	Merged-chr2-58097168-10
Merged-chr7-80584144-22	chr7	80583754	80584439	+	0.000	0.000	Merged-chr7-80584144-22
Merged-chr3-9862653-1	chr3	9862555	9862753	+	0.000	0.000	Merged-chr3-9862653-1
Merged-chr1-136255836-2	chr1	136255732	136255943	+	0.000	0.000	Merged-chr1-136255836-2
Merged-chr6-54224603-8	chr6	54224428	54224782	+	0.000	0.000	Merged-chr6-54224603-8
Merged-chr19-10203304-1	chr19	10203206	10203404	+	0.000	0.000	Merged-chr19-10203304-1
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr8-86856376-59	chr8	86856130	86856609	+	0.000	0.000	Merged-chr8-86856376-59
Merged-chr10-70030263-1	chr10	70030165	70030363	+	0.000	0.000	Merged-chr10-70030263-1
Merged-chr2-121509743-3	chr2	121509597	121509895	+	0.000	0.000	Merged-chr2-121509743-3
Merged-chr13-73880110-7	chr13	73880004	73880219	+	0.000	0.000	Merged-chr13-73880110-7
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr8-115226321-1	chr8	115226223	115226421	+	0.000	0.000	Merged-chr8-115226321-1
Merged-chr8-115709479-13	chr8	115709294	115709636	+	0.000	0.000	Merged-chr8-115709479-13
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr1-139179878-22	chr1	139179662	139180103	+	0.000	0.000	Merged-chr1-139179878-22
Merged-chr7-120100363-1	chr7	120100265	120100463	+	0.000	0.000	Merged-chr7-120100363-1
Merged-chr5-33686458-1	chr5	33686360	33686558	+	0.000	0.000	Merged-chr5-33686458-1
Merged-chr8-115706159-26	chr8	115705813	115706778	+	0.000	0.000	Merged-chr8-115706159-26
Merged-chr13-114151304-52	chr13	114150694	114151800	+	0.000	0.000	Merged-chr13-114151304-52
Merged-chr14-70783979-3	chr14	70783833	70784123	+	0.000	0.000	Merged-chr14-70783979-3
Merged-chr6-87670230-13	chr6	87670027	87670403	+	0.000	0.000	Merged-chr6-87670230-13
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr2-65182113-27	chr2	65181955	65182300	+	0.000	0.000	Merged-chr2-65182113-27
Merged-chr2-181864448-55	chr2	181864166	181864740	+	0.000	0.000	Merged-chr2-181864448-55
Merged-chr18-11575213-11	chr18	11574992	11575431	+	0.000	0.000	Merged-chr18-11575213-11
Merged-chr1-14740213-10	chr1	14740025	14740418	+	0.000	0.000	Merged-chr1-14740213-10
Merged-chr17-71526906-96	chr17	71526652	71527134	+	0.000	0.000	Merged-chr17-71526906-96
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr1-184734389-32	chr1	184734180	184734662	+	0.000	0.000	Merged-chr1-184734389-32
Merged-chr3-32709414-1	chr3	32709316	32709514	+	0.000	0.000	Merged-chr3-32709414-1
Merged-chr6-88499751-3	chr6	88499582	88499974	+	0.000	0.000	Merged-chr6-88499751-3
Merged-chr1-120264126-1	chr1	120264028	120264226	+	0.000	0.000	Merged-chr1-120264126-1
Merged-chrX-85839388-40	chrX	85839036	85839610	+	0.000	0.000	Merged-chrX-85839388-40
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr16-46104681-28	chr16	46104418	46105087	+	0.000	0.000	Merged-chr16-46104681-28
Merged-chr6-7844794-101	chr6	7844431	7845223	+	0.000	0.000	Merged-chr6-7844794-101
Merged-chr10-63338197-1	chr10	63338099	63338297	+	0.000	0.000	Merged-chr10-63338197-1
Merged-chr10-91404961-1	chr10	91404863	91405061	+	0.000	0.000	Merged-chr10-91404961-1
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr5-110313300-4	chr5	110313143	110313453	+	0.000	0.000	Merged-chr5-110313300-4
Merged-chr18-62169369-48	chr18	62169186	62169539	+	0.000	0.000	Merged-chr18-62169369-48
Merged-chr12-70827464-2	chr12	70827345	70827585	+	0.000	0.000	Merged-chr12-70827464-2
Merged-chr1-135128901-1	chr1	135128803	135129001	+	0.000	0.000	Merged-chr1-135128901-1
Merged-chr4-24495740-1	chr4	24495642	24495840	+	0.000	0.000	Merged-chr4-24495740-1
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr2-126284232-9	chr2	126284086	126284378	+	0.000	0.000	Merged-chr2-126284232-9
Merged-chr4-135248593-35	chr4	135248390	135248817	+	0.000	0.000	Merged-chr4-135248593-35
Merged-chr8-75109264-106	chr8	75109011	75109696	+	0.000	0.000	Merged-chr8-75109264-106
Merged-chr1-180338664-7	chr1	180338503	180338856	+	0.000	0.000	Merged-chr1-180338664-7
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr3-137083940-2	chr3	137083834	137084049	+	0.000	0.000	Merged-chr3-137083940-2
Merged-chr14-100214627-1	chr14	100214529	100214727	+	0.000	0.000	Merged-chr14-100214627-1
Merged-chr14-66791932-41	chr14	66791704	66792153	+	0.000	0.000	Merged-chr14-66791932-41
Merged-chr13-95891213-14	chr13	95891008	95891423	+	0.000	0.000	Merged-chr13-95891213-14
Merged-chr1-85958439-33	chr1	85958005	85958936	+	0.000	0.000	Merged-chr1-85958439-33
Merged-chr5-129021499-1	chr5	129021401	129021599	+	0.000	0.000	Merged-chr5-129021499-1
Merged-chr2-72479150-8	chr2	72478979	72479339	+	0.000	0.000	Merged-chr2-72479150-8
Merged-chr7-92180899-29	chr7	92180599	92181215	+	0.000	0.000	Merged-chr7-92180899-29
Merged-chr4-62525171-62	chr4	62524939	62525381	+	0.000	0.000	Merged-chr4-62525171-62
Merged-chr5-150458118-21	chr5	150457846	150458423	+	0.000	0.000	Merged-chr5-150458118-21
Merged-chr10-91182635-7	chr10	91182510	91182785	+	0.000	0.000	Merged-chr10-91182635-7
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr1-159809666-2	chr1	159809531	159809803	+	0.000	0.000	Merged-chr1-159809666-2
Merged-chr10-77627323-3	chr10	77627195	77627484	+	0.000	0.000	Merged-chr10-77627323-3
Merged-chr2-84937691-7	chr2	84937535	84937836	+	0.000	0.000	Merged-chr2-84937691-7
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr1-85986038-7	chr1	85985839	85986220	+	0.000	0.000	Merged-chr1-85986038-7
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr6-70791946-105	chr6	70791666	70792343	+	0.000	0.000	Merged-chr6-70791946-105
Merged-chr15-52712614-89	chr15	52712155	52713074	+	0.000	0.000	Merged-chr15-52712614-89
Merged-chr10-77622334-58	chr10	77622071	77622794	+	0.000	0.000	Merged-chr10-77622334-58
Merged-chr7-135715650-1	chr7	135715552	135715750	+	0.000	0.000	Merged-chr7-135715650-1
Merged-chr5-150180477-11	chr5	150180270	150180668	+	0.000	0.000	Merged-chr5-150180477-11
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chrX-93632081-74	chrX	93631703	93632474	+	0.000	0.000	Merged-chrX-93632081-74
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr12-70880653-9	chr12	70880467	70880845	+	0.000	0.000	Merged-chr12-70880653-9
Merged-chr3-144252325-1	chr3	144252227	144252425	+	0.000	0.000	Merged-chr3-144252325-1
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr14-100192983-1	chr14	100192885	100193083	+	0.000	0.000	Merged-chr14-100192983-1
Merged-chr9-44509369-1	chr9	44509271	44509469	+	0.000	0.000	Merged-chr9-44509369-1
Merged-chr4-133614553-6	chr4	133614391	133614681	+	0.000	0.000	Merged-chr4-133614553-6
Merged-chr3-84673728-22	chr3	84673501	84673985	+	0.000	0.000	Merged-chr3-84673728-22
Merged-chr10-75798089-61	chr10	75797745	75798575	+	0.000	0.000	Merged-chr10-75798089-61
Merged-chr19-24271931-46	chr19	24271696	24272250	+	0.000	0.000	Merged-chr19-24271931-46
Merged-chr9-123960411-24	chr9	123960223	123960589	+	0.000	0.000	Merged-chr9-123960411-24
Merged-chr10-30328650-1	chr10	30328552	30328750	+	0.000	0.000	Merged-chr10-30328650-1
Merged-chr6-99646583-9	chr6	99646443	99646772	+	0.000	0.000	Merged-chr6-99646583-9
Merged-chr8-53818300-1	chr8	53818202	53818400	+	0.000	0.000	Merged-chr8-53818300-1
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr4-43958320-4	chr4	43958195	43958446	+	0.000	0.000	Merged-chr4-43958320-4
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr3-159500242-1	chr3	159500144	159500342	+	0.000	0.000	Merged-chr3-159500242-1
Merged-chr19-10183021-72	chr19	10182556	10183273	+	0.000	0.000	Merged-chr19-10183021-72
Merged-chr2-38511447-2	chr2	38511349	38511548	+	0.000	0.000	Merged-chr2-38511447-2
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr5-62778862-45	chr5	62778614	62779195	+	0.000	0.000	Merged-chr5-62778862-45
Merged-chr4-89310885-77	chr4	89310670	89311117	+	0.000	0.000	Merged-chr4-89310885-77
Merged-chr17-29264893-3	chr17	29264628	29265138	+	0.000	0.000	Merged-chr17-29264893-3
Merged-chr10-91171270-131	chr10	91170615	91171843	+	0.000	0.000	Merged-chr10-91171270-131
Merged-chr7-123355107-50	chr7	123354734	123355440	+	0.000	0.000	Merged-chr7-123355107-50
Merged-chr5-150232910-1	chr5	150232812	150233010	+	0.000	0.000	Merged-chr5-150232910-1
Merged-chr11-46437293-76	chr11	46436865	46437791	+	0.000	0.000	Merged-chr11-46437293-76
Merged-chrX-73459133-49	chrX	73458960	73459411	+	0.000	0.000	Merged-chrX-73459133-49
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr14-7819138-4	chr14	7819040	7819238	+	0.000	0.000	Merged-chr14-7819138-4
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr9-107313062-65	chr9	107312786	107313312	+	0.000	0.000	Merged-chr9-107313062-65
Merged-chr16-95762105-29	chr16	95761846	95762361	+	0.000	0.000	Merged-chr16-95762105-29
Merged-chr9-69125560-59	chr9	69125282	69125840	+	0.000	0.000	Merged-chr9-69125560-59
Merged-chr13-74062260-53	chr13	74062073	74062582	+	0.000	0.000	Merged-chr13-74062260-53
Merged-chr4-46794898-7	chr4	46794751	46795042	+	0.000	0.000	Merged-chr4-46794898-7
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr16-52470408-42	chr16	52470163	52470708	+	0.000	0.000	Merged-chr16-52470408-42
Merged-chr3-152127515-20	chr3	152127310	152127808	+	0.000	0.000	Merged-chr3-152127515-20
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr2-52424826-73	chr2	52424638	52425138	+	0.000	0.000	Merged-chr2-52424826-73
Merged-chr2-118141915-1	chr2	118141817	118142015	+	0.000	0.000	Merged-chr2-118141915-1
Merged-chr3-9767219-17	chr3	9767049	9767397	+	0.000	0.000	Merged-chr3-9767219-17
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr3-102735083-92	chr3	102734840	102735369	+	0.000	0.000	Merged-chr3-102735083-92
Merged-chr14-25379059-15	chr14	25378817	25379260	+	0.000	0.000	Merged-chr14-25379059-15
Merged-chr10-127180422-13	chr10	127180173	127180622	+	0.000	0.000	Merged-chr10-127180422-13
Merged-chr11-120581105-4	chr11	120581002	120581223	+	0.000	0.000	Merged-chr11-120581105-4
Merged-chr8-115826691-38	chr8	115826094	115827013	+	0.000	0.000	Merged-chr8-115826691-38
Merged-chr9-107038960-1	chr9	107038862	107039060	+	0.000	0.000	Merged-chr9-107038960-1
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr13-38528212-101	chr13	38527992	38528495	+	0.000	0.000	Merged-chr13-38528212-101
Merged-chr2-90625139-7	chr2	90625010	90625281	+	0.000	0.000	Merged-chr2-90625139-7
Merged-chr2-45139148-28	chr2	45138924	45139478	+	0.000	0.000	Merged-chr2-45139148-28
Merged-chr5-146839913-1	chr5	146839815	146840013	+	0.000	0.000	Merged-chr5-146839913-1
Merged-chr2-53418517-1	chr2	53418419	53418617	+	0.000	0.000	Merged-chr2-53418517-1
Merged-chr5-149509266-2	chr5	149509164	149509371	+	0.000	0.000	Merged-chr5-149509266-2
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr13-37994067-78	chr13	37993584	37994366	+	0.000	0.000	Merged-chr13-37994067-78
Merged-chr1-176944899-30	chr1	176944619	176945239	+	0.000	0.000	Merged-chr1-176944899-30
Merged-chr6-82773565-31	chr6	82773317	82773811	+	0.000	0.000	Merged-chr6-82773565-31
Merged-chr9-118040599-78	chr9	118040365	118040886	+	0.000	0.000	Merged-chr9-118040599-78
Merged-chr14-25454531-12	chr14	25454351	25454673	+	0.000	0.000	Merged-chr14-25454531-12
Merged-chr13-12506671-1	chr13	12506573	12506771	+	0.000	0.000	Merged-chr13-12506671-1
Merged-chr5-113844899-22	chr5	113844689	113845105	+	0.000	0.000	Merged-chr5-113844899-22
Merged-chr16-78591395-28	chr16	78591157	78591594	+	0.000	0.000	Merged-chr16-78591395-28
Merged-chr19-56397625-2	chr19	56397527	56397725	+	0.000	0.000	Merged-chr19-56397625-2
Merged-chr8-71521832-21	chr8	71521662	71521991	+	0.000	0.000	Merged-chr8-71521832-21
Merged-chr9-120116499-4	chr9	120116336	120116653	+	0.000	0.000	Merged-chr9-120116499-4
Merged-chr11-78019809-7	chr11	78019668	78019979	+	0.000	0.000	Merged-chr11-78019809-7
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr2-128153146-97	chr2	128152825	128153508	+	0.000	0.000	Merged-chr2-128153146-97
Merged-chr10-120989618-1	chr10	120989520	120989718	+	0.000	0.000	Merged-chr10-120989618-1
Merged-chr2-76070778-23	chr2	76070582	76071008	+	0.000	0.000	Merged-chr2-76070778-23
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr2-52421361-38	chr2	52421039	52421694	+	0.000	0.000	Merged-chr2-52421361-38
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr1-195131402-94	chr1	195131153	195131663	+	0.000	0.000	Merged-chr1-195131402-94
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr2-85037359-90	chr2	85037078	85037643	+	0.000	0.000	Merged-chr2-85037359-90
Merged-chr2-126499021-9	chr2	126498761	126499261	+	0.000	0.000	Merged-chr2-126499021-9
Merged-chr3-102697819-15	chr3	102697568	102698100	+	0.000	0.000	Merged-chr3-102697819-15
Merged-chr10-111540029-37	chr10	111539821	111540264	+	0.000	0.000	Merged-chr10-111540029-37
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
Merged-chr7-67500556-27	chr7	67500369	67500730	+	0.000	0.000	Merged-chr7-67500556-27
Merged-chr13-101735927-5	chr13	101735781	101736062	+	0.000	0.000	Merged-chr13-101735927-5
Merged-chr1-135430459-69	chr1	135430216	135430699	+	0.000	0.000	Merged-chr1-135430459-69
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr2-144343268-23	chr2	144342944	144343485	+	0.000	0.000	Merged-chr2-144343268-23
Merged-chr5-111357188-22	chr5	111357027	111357370	+	0.000	0.000	Merged-chr5-111357188-22
Merged-chr11-64086070-15	chr11	64085840	64086274	+	0.000	0.000	Merged-chr11-64086070-15
Merged-chr9-49051553-4	chr9	49051339	49051715	+	0.000	0.000	Merged-chr9-49051553-4
Merged-chr13-101797188-14	chr13	101796910	101797435	+	0.000	0.000	Merged-chr13-101797188-14
Merged-chr12-70825421-128	chr12	70825164	70825738	+	0.000	0.000	Merged-chr12-70825421-128
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr8-122432955-76	chr8	122432606	122433297	+	0.000	0.000	Merged-chr8-122432955-76
Merged-chr8-33594381-37	chr8	33594117	33594686	+	0.000	0.000	Merged-chr8-33594381-37
Merged-chr2-128396137-30	chr2	128395905	128396347	+	0.000	0.000	Merged-chr2-128396137-30
Merged-chr11-101094947-1	chr11	101094849	101095047	+	0.000	0.000	Merged-chr11-101094947-1
Merged-chr8-3327989-13	chr8	3327770	3328158	+	0.000	0.000	Merged-chr8-3327989-13
Merged-chr7-105553808-1	chr7	105553710	105553908	+	0.000	0.000	Merged-chr7-105553808-1
Merged-chr19-56397084-121	chr19	56396594	56397405	+	0.000	0.000	Merged-chr19-56397084-121
Merged-chr18-75377712-65	chr18	75377460	75378045	+	0.000	0.000	Merged-chr18-75377712-65
Merged-chr1-193231215-10	chr1	193230987	193231524	+	0.000	0.000	Merged-chr1-193231215-10
Merged-chr18-70611498-71	chr18	70610234	70612257	+	0.000	0.000	Merged-chr18-70611498-71
Merged-chr7-143706917-33	chr7	143706652	143707203	+	0.000	0.000	Merged-chr7-143706917-33
Merged-chr11-106329913-15	chr11	106329654	106330096	+	0.000	0.000	Merged-chr11-106329913-15
Merged-chr2-80712276-1	chr2	80712178	80712376	+	0.000	0.000	Merged-chr2-80712276-1
Merged-chr17-87321876-10	chr17	87321620	87322068	+	0.000	0.000	Merged-chr17-87321876-10
