#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_Naive.dn.bed
Merged-chr5-64865423-3	chr5	64865304	64865539	+	0.000	0.000	Merged-chr5-64865423-3
Merged-chr10-99386107-51	chr10	99385812	99386400	+	0.000	0.000	Merged-chr10-99386107-51
Merged-chr6-90751751-3	chr6	90751636	90751864	+	0.000	0.000	Merged-chr6-90751751-3
Merged-chr1-128592203-155	chr1	128591708	128592906	+	0.000	0.000	Merged-chr1-128592203-155
Merged-chr17-73222261-20	chr17	73222052	73222423	+	0.000	0.000	Merged-chr17-73222261-20
Merged-chr2-59161148-146	chr2	59160964	59161344	+	0.000	0.000	Merged-chr2-59161148-146
Merged-chr12-76867934-28	chr12	76867569	76868303	+	0.000	0.000	Merged-chr12-76867934-28
Merged-chr12-15981888-31	chr12	15981546	15982120	+	0.000	0.000	Merged-chr12-15981888-31
Merged-chr15-97578299-40	chr15	97578072	97578519	+	0.000	0.000	Merged-chr15-97578299-40
Merged-chr1-92130217-1	chr1	92130119	92130317	+	0.000	0.000	Merged-chr1-92130217-1
Merged-chr7-64192391-9	chr7	64192160	64192543	+	0.000	0.000	Merged-chr7-64192391-9
Merged-chr15-76799596-17	chr15	76799445	76799754	+	0.000	0.000	Merged-chr15-76799596-17
Merged-chr3-121427201-1	chr3	121427103	121427301	+	0.000	0.000	Merged-chr3-121427201-1
Merged-chr6-147591193-1	chr6	147591095	147591293	+	0.000	0.000	Merged-chr6-147591193-1
Merged-chr6-48048352-72	chr6	48048076	48048781	+	0.000	0.000	Merged-chr6-48048352-72
Merged-chr3-131050062-6	chr3	131049915	131050194	+	0.000	0.000	Merged-chr3-131050062-6
Merged-chr13-99384396-1	chr13	99384298	99384496	+	0.000	0.000	Merged-chr13-99384396-1
Merged-chr15-36303922-78	chr15	36303728	36304199	+	0.000	0.000	Merged-chr15-36303922-78
Merged-chr15-73067607-62	chr15	73067403	73067886	+	0.000	0.000	Merged-chr15-73067607-62
Merged-chr6-89644280-112	chr6	89644005	89644498	+	0.000	0.000	Merged-chr6-89644280-112
Merged-chr6-99266278-23	chr6	99265933	99266650	+	0.000	0.000	Merged-chr6-99266278-23
Merged-chr19-5800884-9	chr19	5800452	5801276	+	0.000	0.000	Merged-chr19-5800884-9
Merged-chr11-113190697-71	chr11	113190401	113190974	+	0.000	0.000	Merged-chr11-113190697-71
Merged-chr2-72117680-62	chr2	72117086	72118024	+	0.000	0.000	Merged-chr2-72117680-62
Merged-chr3-95542441-7	chr3	95542209	95542652	+	0.000	0.000	Merged-chr3-95542441-7
Merged-chr3-52131366-1	chr3	52131268	52131466	+	0.000	0.000	Merged-chr3-52131366-1
Merged-chr5-65790920-2	chr5	65790790	65791052	+	0.000	0.000	Merged-chr5-65790920-2
Merged-chr3-110414849-1	chr3	110414751	110414949	+	0.000	0.000	Merged-chr3-110414849-1
Merged-chr12-17881825-74	chr12	17881529	17882132	+	0.000	0.000	Merged-chr12-17881825-74
Merged-chr3-129494383-46	chr3	129494197	129494629	+	0.000	0.000	Merged-chr3-129494383-46
Merged-chr2-135824469-2	chr2	135824288	135824652	+	0.000	0.000	Merged-chr2-135824469-2
Merged-chr6-41553590-24	chr6	41553353	41553876	+	0.000	0.000	Merged-chr6-41553590-24
Merged-chr9-66713857-60	chr9	66713427	66714437	+	0.000	0.000	Merged-chr9-66713857-60
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr2-172927809-45	chr2	172927604	172928065	+	0.000	0.000	Merged-chr2-172927809-45
Merged-chr1-89090487-27	chr1	89090249	89090746	+	0.000	0.000	Merged-chr1-89090487-27
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr3-110250588-142	chr3	110250317	110250865	+	0.000	0.000	Merged-chr3-110250588-142
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr1-175692845-123	chr1	175692543	175693121	+	0.000	0.000	Merged-chr1-175692845-123
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr8-72189738-56	chr8	72189429	72190048	+	0.000	0.000	Merged-chr8-72189738-56
Merged-chr2-169362509-1	chr2	169362411	169362609	+	0.000	0.000	Merged-chr2-169362509-1
Merged-chr7-112130852-17	chr7	112130610	112131144	+	0.000	0.000	Merged-chr7-112130852-17
Merged-chr14-30138176-3	chr14	30137998	30138355	+	0.000	0.000	Merged-chr14-30138176-3
Merged-chr2-139925145-30	chr2	139924933	139925353	+	0.000	0.000	Merged-chr2-139925145-30
Merged-chr6-48768830-54	chr6	48768507	48769285	+	0.000	0.000	Merged-chr6-48768830-54
Merged-chr15-93618030-1	chr15	93617932	93618130	+	0.000	0.000	Merged-chr15-93618030-1
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr7-29251339-19	chr7	29251103	29251583	+	0.000	0.000	Merged-chr7-29251339-19
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr6-125222318-50	chr6	125222087	125222516	+	0.000	0.000	Merged-chr6-125222318-50
Merged-chr15-61985320-81	chr15	61984852	61985846	+	0.000	0.000	Merged-chr15-61985320-81
Merged-chr2-169423410-6	chr2	169423217	169423560	+	0.000	0.000	Merged-chr2-169423410-6
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
Merged-chr5-72635707-35	chr5	72635459	72635922	+	0.000	0.000	Merged-chr5-72635707-35
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr4-44962580-14	chr4	44962421	44962760	+	0.000	0.000	Merged-chr4-44962580-14
Merged-chr4-95741888-1	chr4	95741790	95741988	+	0.000	0.000	Merged-chr4-95741888-1
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr1-69680981-51	chr1	69680427	69681362	+	0.000	0.000	Merged-chr1-69680981-51
Merged-chr4-95547132-2	chr4	95547004	95547263	+	0.000	0.000	Merged-chr4-95547132-2
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr12-83929616-29	chr12	83929414	83929863	+	0.000	0.000	Merged-chr12-83929616-29
Merged-chr6-146387186-17	chr6	146387029	146387387	+	0.000	0.000	Merged-chr6-146387186-17
Merged-chr1-181227002-33	chr1	181226789	181227233	+	0.000	0.000	Merged-chr1-181227002-33
Merged-chr4-149889246-22	chr4	149889022	149889525	+	0.000	0.000	Merged-chr4-149889246-22
Merged-chr2-132029043-1	chr2	132028945	132029143	+	0.000	0.000	Merged-chr2-132029043-1
Merged-chr13-73434652-58	chr13	73433795	73435245	+	0.000	0.000	Merged-chr13-73434652-58
Merged-chr3-121154322-4	chr3	121154166	121154514	+	0.000	0.000	Merged-chr3-121154322-4
Merged-chr10-20882813-50	chr10	20882428	20883044	+	0.000	0.000	Merged-chr10-20882813-50
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr1-89140211-1	chr1	89140113	89140311	+	0.000	0.000	Merged-chr1-89140211-1
Merged-chr9-62488968-16	chr9	62488789	62489158	+	0.000	0.000	Merged-chr9-62488968-16
Merged-chr3-159836403-2	chr3	159836299	159836509	+	0.000	0.000	Merged-chr3-159836403-2
Merged-chr2-135966695-1	chr2	135966597	135966795	+	0.000	0.000	Merged-chr2-135966695-1
Merged-chr15-39943726-117	chr15	39943511	39944181	+	0.000	0.000	Merged-chr15-39943726-117
Merged-chr2-60083181-5	chr2	60083047	60083306	+	0.000	0.000	Merged-chr2-60083181-5
Merged-chr12-82169653-106	chr12	82169168	82169973	+	0.000	0.000	Merged-chr12-82169653-106
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr9-98318602-1	chr9	98318504	98318702	+	0.000	0.000	Merged-chr9-98318602-1
Merged-chr11-20446064-36	chr11	20445773	20446393	+	0.000	0.000	Merged-chr11-20446064-36
Merged-chr17-45488824-86	chr17	45488552	45489182	+	0.000	0.000	Merged-chr17-45488824-86
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr1-92069636-27	chr1	92069440	92069884	+	0.000	0.000	Merged-chr1-92069636-27
Merged-chr9-110891254-3	chr9	110891132	110891386	+	0.000	0.000	Merged-chr9-110891254-3
Merged-chr15-57793258-25	chr15	57793057	57793508	+	0.000	0.000	Merged-chr15-57793258-25
Merged-chr6-59411943-3	chr6	59411790	59412102	+	0.000	0.000	Merged-chr6-59411943-3
Merged-chr6-129210550-50	chr6	129210326	129210776	+	0.000	0.000	Merged-chr6-129210550-50
Merged-chr15-27752159-20	chr15	27751870	27752372	+	0.000	0.000	Merged-chr15-27752159-20
Merged-chr15-27800406-19	chr15	27799972	27800635	+	0.000	0.000	Merged-chr15-27800406-19
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr7-80680474-47	chr7	80680250	80680691	+	0.000	0.000	Merged-chr7-80680474-47
Merged-chr4-86925152-26	chr4	86924870	86925338	+	0.000	0.000	Merged-chr4-86925152-26
Merged-chr2-169428899-3	chr2	169428773	169429041	+	0.000	0.000	Merged-chr2-169428899-3
Merged-chr10-121305598-5	chr10	121305446	121305753	+	0.000	0.000	Merged-chr10-121305598-5
Merged-chr6-98843089-22	chr6	98842787	98843395	+	0.000	0.000	Merged-chr6-98843089-22
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr9-61681164-50	chr9	61680781	61681486	+	0.000	0.000	Merged-chr9-61681164-50
Merged-chr6-115524627-15	chr6	115524406	115524836	+	0.000	0.000	Merged-chr6-115524627-15
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr2-59716624-17	chr2	59716355	59716892	+	0.000	0.000	Merged-chr2-59716624-17
Merged-chr7-6286404-52	chr7	6286118	6286707	+	0.000	0.000	Merged-chr7-6286404-52
Merged-chr17-8988548-64	chr17	8988178	8989047	+	0.000	0.000	Merged-chr17-8988548-64
Merged-chr10-67537242-130	chr10	67536912	67537716	+	0.000	0.000	Merged-chr10-67537242-130
Merged-chr4-7199356-18	chr4	7199211	7199514	+	0.000	0.000	Merged-chr4-7199356-18
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr11-23819028-15	chr11	23818858	23819184	+	0.000	0.000	Merged-chr11-23819028-15
Merged-chr11-113005354-7	chr11	113005193	113005524	+	0.000	0.000	Merged-chr11-113005354-7
Merged-chr13-64439253-36	chr13	64439070	64439439	+	0.000	0.000	Merged-chr13-64439253-36
Merged-chrX-166170889-3	chrX	166170791	166170989	+	0.000	0.000	Merged-chrX-166170889-3
Merged-chr2-135841194-1	chr2	135841096	135841294	+	0.000	0.000	Merged-chr2-135841194-1
Merged-chr14-7997468-46	chr14	7997212	7997638	+	0.000	0.000	Merged-chr14-7997468-46
Merged-chr5-107354193-7	chr5	107354020	107354376	+	0.000	0.000	Merged-chr5-107354193-7
Merged-chr7-81548936-4	chr7	81548808	81549053	+	0.000	0.000	Merged-chr7-81548936-4
Merged-chr7-30323096-14	chr7	30322935	30323250	+	0.000	0.000	Merged-chr7-30323096-14
Merged-chr11-23769883-11	chr11	23769692	23770103	+	0.000	0.000	Merged-chr11-23769883-11
Merged-chr2-18975583-1	chr2	18975485	18975683	+	0.000	0.000	Merged-chr2-18975583-1
Merged-chr18-61399172-23	chr18	61398996	61399363	+	0.000	0.000	Merged-chr18-61399172-23
Merged-chr10-60566717-28	chr10	60566297	60567029	+	0.000	0.000	Merged-chr10-60566717-28
Merged-chr15-6584866-9	chr15	6584547	6585152	+	0.000	0.000	Merged-chr15-6584866-9
Merged-chr3-52088711-20	chr3	52088451	52088989	+	0.000	0.000	Merged-chr3-52088711-20
Merged-chr12-15811206-3	chr12	15811048	15811390	+	0.000	0.000	Merged-chr12-15811206-3
Merged-chr8-61928211-74	chr8	61927774	61928525	+	0.000	0.000	Merged-chr8-61928211-74
Merged-chr19-11467244-4	chr19	11467046	11467405	+	0.000	0.000	Merged-chr19-11467244-4
Merged-chr1-136672733-46	chr1	136672534	136672975	+	0.000	0.000	Merged-chr1-136672733-46
Merged-chr3-131057396-52	chr3	131057203	131057612	+	0.000	0.000	Merged-chr3-131057396-52
Merged-chr16-97419775-1	chr16	97419677	97419875	+	0.000	0.000	Merged-chr16-97419775-1
Merged-chr18-78959917-1	chr18	78959819	78960017	+	0.000	0.000	Merged-chr18-78959917-1
Merged-chr10-12841679-31	chr10	12841228	12842007	+	0.000	0.000	Merged-chr10-12841679-31
Merged-chr17-21474499-116	chr17	21473952	21474785	+	0.000	0.000	Merged-chr17-21474499-116
Merged-chr17-74828377-14	chr17	74828143	74828598	+	0.000	0.000	Merged-chr17-74828377-14
Merged-chr5-25223031-65	chr5	25222582	25223293	+	0.000	0.000	Merged-chr5-25223031-65
Merged-chr8-91507766-35	chr8	91507478	91508054	+	0.000	0.000	Merged-chr8-91507766-35
Merged-chr2-135803278-4	chr2	135803006	135803590	+	0.000	0.000	Merged-chr2-135803278-4
Merged-chr11-113058240-2	chr11	113058058	113058425	+	0.000	0.000	Merged-chr11-113058240-2
Merged-chr2-174069813-20	chr2	174069438	174070079	+	0.000	0.000	Merged-chr2-174069813-20
Merged-chr2-139934935-45	chr2	139934699	139935399	+	0.000	0.000	Merged-chr2-139934935-45
Merged-chr16-45389886-49	chr16	45389430	45390249	+	0.000	0.000	Merged-chr16-45389886-49
Merged-chr5-134269909-65	chr5	134269470	134270144	+	0.000	0.000	Merged-chr5-134269909-65
Merged-chr5-34198802-20	chr5	34198587	34198949	+	0.000	0.000	Merged-chr5-34198802-20
Merged-chr4-34231399-16	chr4	34231211	34231578	+	0.000	0.000	Merged-chr4-34231399-16
Merged-chr6-128754186-37	chr6	128753854	128754636	+	0.000	0.000	Merged-chr6-128754186-37
Merged-chr13-92610910-95	chr13	92610527	92611264	+	0.000	0.000	Merged-chr13-92610910-95
Merged-chr7-6283568-82	chr7	6283314	6283936	+	0.000	0.000	Merged-chr7-6283568-82
Merged-chr10-96496661-19	chr10	96496330	96496985	+	0.000	0.000	Merged-chr10-96496661-19
Merged-chr10-56106955-57	chr10	56106670	56107190	+	0.000	0.000	Merged-chr10-56106955-57
Merged-chr1-131828072-77	chr1	131827767	131828338	+	0.000	0.000	Merged-chr1-131828072-77
Merged-chr12-41201974-1	chr12	41201876	41202074	+	0.000	0.000	Merged-chr12-41201974-1
Merged-chr9-25104838-18	chr9	25104643	25105120	+	0.000	0.000	Merged-chr9-25104838-18
Merged-chr1-128611996-46	chr1	128611864	128612123	+	0.000	0.000	Merged-chr1-128611996-46
Merged-chr11-20543793-3	chr11	20543684	20543915	+	0.000	0.000	Merged-chr11-20543793-3
Merged-chr2-135659291-148	chr2	135658357	135660110	+	0.000	0.000	Merged-chr2-135659291-148
Merged-chr11-23782249-9	chr11	23782062	23782436	+	0.000	0.000	Merged-chr11-23782249-9
Merged-chrX-135009119-100	chrX	135008709	135009378	+	0.000	0.000	Merged-chrX-135009119-100
Merged-chr13-73426029-27	chr13	73425791	73426291	+	0.000	0.000	Merged-chr13-73426029-27
Merged-chr2-19658745-7	chr2	19658497	19659022	+	0.000	0.000	Merged-chr2-19658745-7
Merged-chr2-135873897-14	chr2	135873630	135874213	+	0.000	0.000	Merged-chr2-135873897-14
Merged-chr10-59335459-37	chr10	59335250	59335759	+	0.000	0.000	Merged-chr10-59335459-37
Merged-chr1-164511894-12	chr1	164511683	164512128	+	0.000	0.000	Merged-chr1-164511894-12
Merged-chr16-90144716-1	chr16	90144618	90144816	+	0.000	0.000	Merged-chr16-90144716-1
Merged-chr14-14607297-4	chr14	14607180	14607417	+	0.000	0.000	Merged-chr14-14607297-4
Merged-chr4-16579870-1	chr4	16579772	16579970	+	0.000	0.000	Merged-chr4-16579870-1
Merged-chr6-134862696-1	chr6	134862598	134862796	+	0.000	0.000	Merged-chr6-134862696-1
Merged-chr8-45333997-1	chr8	45333899	45334097	+	0.000	0.000	Merged-chr8-45333997-1
Merged-chr16-11073416-33	chr16	11073105	11073847	+	0.000	0.000	Merged-chr16-11073416-33
Merged-chr12-21172304-14	chr12	21172106	21172477	+	0.000	0.000	Merged-chr12-21172304-14
Merged-chr12-24603388-1	chr12	24603290	24603488	+	0.000	0.000	Merged-chr12-24603388-1
Merged-chr12-36041800-3	chr12	36041587	36041958	+	0.000	0.000	Merged-chr12-36041800-3
Merged-chr11-69408821-21	chr11	69408664	69408995	+	0.000	0.000	Merged-chr11-69408821-21
Merged-chr2-103583427-9	chr2	103583183	103583612	+	0.000	0.000	Merged-chr2-103583427-9
Merged-chr6-99378844-2	chr6	99378731	99378960	+	0.000	0.000	Merged-chr6-99378844-2
Merged-chr10-121268962-23	chr10	121268752	121269183	+	0.000	0.000	Merged-chr10-121268962-23
Merged-chr10-60381393-83	chr10	60380917	60381946	+	0.000	0.000	Merged-chr10-60381393-83
Merged-chr5-89882343-19	chr5	89882135	89882566	+	0.000	0.000	Merged-chr5-89882343-19
Merged-chr4-154376391-42	chr4	154376145	154376675	+	0.000	0.000	Merged-chr4-154376391-42
Merged-chr15-6601704-81	chr15	6601053	6602552	+	0.000	0.000	Merged-chr15-6601704-81
Merged-chr2-59676734-32	chr2	59676512	59677009	+	0.000	0.000	Merged-chr2-59676734-32
Merged-chr15-77733561-52	chr15	77733239	77733848	+	0.000	0.000	Merged-chr15-77733561-52
Merged-chr2-77170403-78	chr2	77170020	77170788	+	0.000	0.000	Merged-chr2-77170403-78
Merged-chr3-131019630-77	chr3	131019432	131019918	+	0.000	0.000	Merged-chr3-131019630-77
Merged-chr12-40535414-1	chr12	40535316	40535514	+	0.000	0.000	Merged-chr12-40535414-1
Merged-chr18-78995160-1	chr18	78995062	78995260	+	0.000	0.000	Merged-chr18-78995160-1
Merged-chr16-76361268-12	chr16	76361108	76361431	+	0.000	0.000	Merged-chr16-76361268-12
Merged-chr3-68969337-9	chr3	68969156	68969499	+	0.000	0.000	Merged-chr3-68969337-9
Merged-chr12-85824848-81	chr12	85824652	85825092	+	0.000	0.000	Merged-chr12-85824848-81
Merged-chr5-110594723-25	chr5	110594562	110594927	+	0.000	0.000	Merged-chr5-110594723-25
Merged-chr7-79466240-66	chr7	79465997	79466555	+	0.000	0.000	Merged-chr7-79466240-66
Merged-chr12-40459917-13	chr12	40459604	40460203	+	0.000	0.000	Merged-chr12-40459917-13
Merged-chr7-25221475-48	chr7	25221289	25221726	+	0.000	0.000	Merged-chr7-25221475-48
Merged-chr7-28382204-35	chr7	28382021	28382457	+	0.000	0.000	Merged-chr7-28382204-35
Merged-chr7-120851847-38	chr7	120851481	120852211	+	0.000	0.000	Merged-chr7-120851847-38
Merged-chr10-17721821-1	chr10	17721723	17721921	+	0.000	0.000	Merged-chr10-17721821-1
Merged-chr6-147537391-1	chr6	147537293	147537491	+	0.000	0.000	Merged-chr6-147537391-1
Merged-chr2-72083129-6	chr2	72082992	72083279	+	0.000	0.000	Merged-chr2-72083129-6
Merged-chr1-36883943-16	chr1	36883714	36884150	+	0.000	0.000	Merged-chr1-36883943-16
Merged-chr12-8348110-3	chr12	8347972	8348231	+	0.000	0.000	Merged-chr12-8348110-3
Merged-chr14-10453327-99	chr14	10453060	10453525	+	0.000	0.000	Merged-chr14-10453327-99
Merged-chr1-89108793-22	chr1	89108493	89108988	+	0.000	0.000	Merged-chr1-89108793-22
Merged-chr17-84336226-16	chr17	84336027	84336411	+	0.000	0.000	Merged-chr17-84336226-16
Merged-chr8-27159514-57	chr8	27159265	27159868	+	0.000	0.000	Merged-chr8-27159514-57
Merged-chr1-36069573-10	chr1	36069375	36069759	+	0.000	0.000	Merged-chr1-36069573-10
Merged-chr10-68082023-9	chr10	68081857	68082215	+	0.000	0.000	Merged-chr10-68082023-9
Merged-chr10-121420246-43	chr10	121420055	121420586	+	0.000	0.000	Merged-chr10-121420246-43
Merged-chr6-6121262-1	chr6	6121164	6121362	+	0.000	0.000	Merged-chr6-6121262-1
Merged-chr3-52030125-49	chr3	52029690	52030455	+	0.000	0.000	Merged-chr3-52030125-49
Merged-chr7-3693587-203	chr7	3693316	3693817	+	0.000	0.000	Merged-chr7-3693587-203
Merged-chr5-36484302-70	chr5	36483845	36484657	+	0.000	0.000	Merged-chr5-36484302-70
Merged-chr12-82304111-12	chr12	82303935	82304271	+	0.000	0.000	Merged-chr12-82304111-12
Merged-chr10-7824827-49	chr10	7824608	7825060	+	0.000	0.000	Merged-chr10-7824827-49
Merged-chr12-40529975-10	chr12	40529804	40530142	+	0.000	0.000	Merged-chr12-40529975-10
Merged-chr15-53274876-10	chr15	53274694	53275051	+	0.000	0.000	Merged-chr15-53274876-10
Merged-chr2-132051940-20	chr2	132051726	132052198	+	0.000	0.000	Merged-chr2-132051940-20
Merged-chr10-59292726-30	chr10	59292500	59292932	+	0.000	0.000	Merged-chr10-59292726-30
Merged-chr8-4193483-29	chr8	4193263	4193699	+	0.000	0.000	Merged-chr8-4193483-29
Merged-chr12-41146661-3	chr12	41146520	41146801	+	0.000	0.000	Merged-chr12-41146661-3
Merged-chr8-81695130-10	chr8	81694949	81695309	+	0.000	0.000	Merged-chr8-81695130-10
Merged-chr10-19999210-7	chr10	19999057	19999375	+	0.000	0.000	Merged-chr10-19999210-7
Merged-chr14-121541155-1	chr14	121541057	121541255	+	0.000	0.000	Merged-chr14-121541155-1
Merged-chr2-117433681-2	chr2	117433573	117433791	+	0.000	0.000	Merged-chr2-117433681-2
Merged-chr6-49321537-14	chr6	49321395	49321753	+	0.000	0.000	Merged-chr6-49321537-14
Merged-chr14-11038136-4	chr14	11038003	11038272	+	0.000	0.000	Merged-chr14-11038136-4
Merged-chr14-120347945-44	chr14	120347623	120348191	+	0.000	0.000	Merged-chr14-120347945-44
Merged-chr10-55400969-1	chr10	55400871	55401069	+	0.000	0.000	Merged-chr10-55400969-1
Merged-chr3-37201541-3	chr3	37201418	37201654	+	0.000	0.000	Merged-chr3-37201541-3
Merged-chr17-84352378-5	chr17	84352149	84352613	+	0.000	0.000	Merged-chr17-84352378-5
Merged-chr5-53809223-1	chr5	53809125	53809323	+	0.000	0.000	Merged-chr5-53809223-1
Merged-chr12-52893034-15	chr12	52892598	52893293	+	0.000	0.000	Merged-chr12-52893034-15
Merged-chr12-52830906-26	chr12	52830557	52831206	+	0.000	0.000	Merged-chr12-52830906-26
Merged-chr15-28025300-2	chr15	28025159	28025444	+	0.000	0.000	Merged-chr15-28025300-2
Merged-chr5-134678242-6	chr5	134678006	134678436	+	0.000	0.000	Merged-chr5-134678242-6
Merged-chr4-99929700-86	chr4	99929383	99929958	+	0.000	0.000	Merged-chr4-99929700-86
Merged-chr2-103608151-12	chr2	103607945	103608339	+	0.000	0.000	Merged-chr2-103608151-12
Merged-chr4-95778146-34	chr4	95777818	95778658	+	0.000	0.000	Merged-chr4-95778146-34
Merged-chr2-169360551-6	chr2	169360377	169360716	+	0.000	0.000	Merged-chr2-169360551-6
Merged-chr7-128392069-3	chr7	128391955	128392201	+	0.000	0.000	Merged-chr7-128392069-3
Merged-chr15-27715484-31	chr15	27715284	27715724	+	0.000	0.000	Merged-chr15-27715484-31
Merged-chr7-143010167-43	chr7	143009828	143010347	+	0.000	0.000	Merged-chr7-143010167-43
Merged-chr11-20560521-3	chr11	20560349	20560711	+	0.000	0.000	Merged-chr11-20560521-3
Merged-chr4-57798234-11	chr4	57798039	57798538	+	0.000	0.000	Merged-chr4-57798234-11
Merged-chr2-135737673-31	chr2	135737284	135737933	+	0.000	0.000	Merged-chr2-135737673-31
Merged-chr11-19890961-22	chr11	19890652	19891243	+	0.000	0.000	Merged-chr11-19890961-22
Merged-chr2-6363298-8	chr2	6363060	6363479	+	0.000	0.000	Merged-chr2-6363298-8
Merged-chr1-60158664-37	chr1	60158425	60158899	+	0.000	0.000	Merged-chr1-60158664-37
Merged-chr3-106483430-2	chr3	106483332	106483530	+	0.000	0.000	Merged-chr3-106483430-2
Merged-chr12-85444900-48	chr12	85444671	85445129	+	0.000	0.000	Merged-chr12-85444900-48
Merged-chr15-6586508-38	chr15	6586161	6586743	+	0.000	0.000	Merged-chr15-6586508-38
Merged-chr9-75646856-3	chr9	75646750	75646973	+	0.000	0.000	Merged-chr9-75646856-3
Merged-chr17-84273035-23	chr17	84272798	84273337	+	0.000	0.000	Merged-chr17-84273035-23
Merged-chr16-97277069-2	chr16	97276953	97277188	+	0.000	0.000	Merged-chr16-97277069-2
Merged-chr13-92674717-24	chr13	92674406	92675089	+	0.000	0.000	Merged-chr13-92674717-24
Merged-chr7-97069180-1	chr7	97069082	97069280	+	0.000	0.000	Merged-chr7-97069180-1
Merged-chr5-64819652-30	chr5	64819484	64819892	+	0.000	0.000	Merged-chr5-64819652-30
Merged-chr16-23608841-3	chr16	23608623	23609029	+	0.000	0.000	Merged-chr16-23608841-3
Merged-chr3-68981196-42	chr3	68981017	68981380	+	0.000	0.000	Merged-chr3-68981196-42
Merged-chr18-35815982-8	chr18	35815644	35816303	+	0.000	0.000	Merged-chr18-35815982-8
Merged-chr3-121474891-3	chr3	121474785	121475000	+	0.000	0.000	Merged-chr3-121474891-3
Merged-chr3-131157168-10	chr3	131156989	131157365	+	0.000	0.000	Merged-chr3-131157168-10
Merged-chr19-4227723-1	chr19	4227625	4227823	+	0.000	0.000	Merged-chr19-4227723-1
Merged-chr14-30125344-15	chr14	30125157	30125587	+	0.000	0.000	Merged-chr14-30125344-15
Merged-chr12-86034255-10	chr12	86034081	86034416	+	0.000	0.000	Merged-chr12-86034255-10
Merged-chr10-96623488-19	chr10	96622989	96623868	+	0.000	0.000	Merged-chr10-96623488-19
Merged-chr5-107359666-49	chr5	107359402	107359868	+	0.000	0.000	Merged-chr5-107359666-49
Merged-chr11-78690691-3	chr11	78690568	78690829	+	0.000	0.000	Merged-chr11-78690691-3
Merged-chr13-34078203-66	chr13	34077918	34078505	+	0.000	0.000	Merged-chr13-34078203-66
Merged-chr17-56445586-4	chr17	56445472	56445726	+	0.000	0.000	Merged-chr17-56445586-4
Merged-chr10-96638621-2	chr10	96638493	96638752	+	0.000	0.000	Merged-chr10-96638621-2
Merged-chr1-69689104-39	chr1	69688915	69689356	+	0.000	0.000	Merged-chr1-69689104-39
Merged-chr12-55490613-3	chr12	55490435	55490782	+	0.000	0.000	Merged-chr12-55490613-3
Merged-chr2-84855933-28	chr2	84855679	84856152	+	0.000	0.000	Merged-chr2-84855933-28
Merged-chr15-58196982-23	chr15	58196768	58197238	+	0.000	0.000	Merged-chr15-58196982-23
Merged-chr8-61239412-2	chr8	61239306	61239520	+	0.000	0.000	Merged-chr8-61239412-2
Merged-chr2-112673965-1	chr2	112673867	112674065	+	0.000	0.000	Merged-chr2-112673965-1
Merged-chr16-59683637-25	chr16	59683408	59683905	+	0.000	0.000	Merged-chr16-59683637-25
Merged-chr6-128790681-1	chr6	128790583	128790781	+	0.000	0.000	Merged-chr6-128790681-1
