#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr3-132979446-1	chr3	132979348	132979546	+	0.000	0.000	Merged-chr3-132979446-1
Merged-chr1-192501036-1	chr1	192500938	192501136	+	0.000	0.000	Merged-chr1-192501036-1
Merged-chr3-37175214-1	chr3	37175116	37175314	+	0.000	0.000	Merged-chr3-37175214-1
Merged-chr15-100598688-62	chr15	100598346	100599113	+	0.000	0.000	Merged-chr15-100598688-62
Merged-chr16-89849155-62	chr16	89848889	89849406	+	0.000	0.000	Merged-chr16-89849155-62
Merged-chr9-106215485-26	chr9	106215243	106215837	+	0.000	0.000	Merged-chr9-106215485-26
Merged-chr14-70056389-4	chr14	70056223	70056604	+	0.000	0.000	Merged-chr14-70056389-4
Merged-chr9-95072706-61	chr9	95072399	95073088	+	0.000	0.000	Merged-chr9-95072706-61
Merged-chr4-155091102-19	chr4	155090915	155091340	+	0.000	0.000	Merged-chr4-155091102-19
Merged-chr13-28600931-56	chr13	28600641	28601406	+	0.000	0.000	Merged-chr13-28600931-56
Merged-chr4-63862999-40	chr4	63862557	63863335	+	0.000	0.000	Merged-chr4-63862999-40
Merged-chr5-76853838-28	chr5	76853641	76854017	+	0.000	0.000	Merged-chr5-76853838-28
Merged-chr1-21830153-46	chr1	21829830	21830464	+	0.000	0.000	Merged-chr1-21830153-46
Merged-chr10-11979586-2	chr10	11979476	11979699	+	0.000	0.000	Merged-chr10-11979586-2
Merged-chr8-61451013-86	chr8	61450778	61451383	+	0.000	0.000	Merged-chr8-61451013-86
Merged-chr4-134745409-1	chr4	134745311	134745509	+	0.000	0.000	Merged-chr4-134745409-1
Merged-chr2-59203652-25	chr2	59203396	59203889	+	0.000	0.000	Merged-chr2-59203652-25
Merged-chr3-129879420-1	chr3	129879322	129879520	+	0.000	0.000	Merged-chr3-129879420-1
Merged-chr3-126771711-40	chr3	126771512	126771926	+	0.000	0.000	Merged-chr3-126771711-40
Merged-chrX-134808077-16	chrX	134807874	134808293	+	0.000	0.000	Merged-chrX-134808077-16
Merged-chr13-43789112-65	chr13	43788846	43789392	+	0.000	0.000	Merged-chr13-43789112-65
Merged-chr2-103600577-48	chr2	103600374	103600827	+	0.000	0.000	Merged-chr2-103600577-48
Merged-chr19-29251639-67	chr19	29251111	29251903	+	0.000	0.000	Merged-chr19-29251639-67
Merged-chr6-147493132-1	chr6	147493034	147493232	+	0.000	0.000	Merged-chr6-147493132-1
Merged-chr14-122184184-1	chr14	122184086	122184284	+	0.000	0.000	Merged-chr14-122184184-1
Merged-chr19-36537887-4	chr19	36537758	36538012	+	0.000	0.000	Merged-chr19-36537887-4
Merged-chr2-117542874-17	chr2	117542669	117543178	+	0.000	0.000	Merged-chr2-117542874-17
Merged-chr9-61702629-64	chr9	61702389	61702803	+	0.000	0.000	Merged-chr9-61702629-64
Merged-chr6-134437142-33	chr6	134436914	134437367	+	0.000	0.000	Merged-chr6-134437142-33
Merged-chr2-71023092-4	chr2	71022968	71023213	+	0.000	0.000	Merged-chr2-71023092-4
Merged-chr8-126699390-72	chr8	126698941	126699824	+	0.000	0.000	Merged-chr8-126699390-72
Merged-chr4-115088941-29	chr4	115088647	115089183	+	0.000	0.000	Merged-chr4-115088941-29
Merged-chr7-132415500-16	chr7	132415345	132415672	+	0.000	0.000	Merged-chr7-132415500-16
Merged-chr13-9430179-63	chr13	9429717	9430465	+	0.000	0.000	Merged-chr13-9430179-63
Merged-chr1-189887694-38	chr1	189887427	189887912	+	0.000	0.000	Merged-chr1-189887694-38
Merged-chr2-61578661-51	chr2	61578416	61579024	+	0.000	0.000	Merged-chr2-61578661-51
Merged-chrX-134843146-21	chrX	134842937	134843397	+	0.000	0.000	Merged-chrX-134843146-21
Merged-chr2-77250040-39	chr2	77249754	77250320	+	0.000	0.000	Merged-chr2-77250040-39
Merged-chr11-3148447-2	chr11	3148349	3148547	+	0.000	0.000	Merged-chr11-3148447-2
Merged-chr5-24577562-64	chr5	24577153	24578046	+	0.000	0.000	Merged-chr5-24577562-64
Merged-chr6-121215137-42	chr6	121214965	121215387	+	0.000	0.000	Merged-chr6-121215137-42
Merged-chr14-61758817-7	chr14	61758631	61758989	+	0.000	0.000	Merged-chr14-61758817-7
Merged-chr2-3925386-29	chr2	3925075	3925839	+	0.000	0.000	Merged-chr2-3925386-29
Merged-chr13-35871308-48	chr13	35871049	35871648	+	0.000	0.000	Merged-chr13-35871308-48
Merged-chr6-147534000-4	chr6	147533864	147534196	+	0.000	0.000	Merged-chr6-147534000-4
Merged-chr10-76799092-57	chr10	76798881	76799359	+	0.000	0.000	Merged-chr10-76799092-57
Merged-chr17-59012592-2	chr17	59012485	59012701	+	0.000	0.000	Merged-chr17-59012592-2
Merged-chr8-8440284-1	chr8	8440186	8440384	+	0.000	0.000	Merged-chr8-8440284-1
Merged-chr7-123189982-13	chr7	123189762	123190132	+	0.000	0.000	Merged-chr7-123189982-13
Merged-chr7-30887782-39	chr7	30887493	30888019	+	0.000	0.000	Merged-chr7-30887782-39
Merged-chr5-146762885-14	chr5	146762698	146763066	+	0.000	0.000	Merged-chr5-146762885-14
Merged-chr12-116047777-53	chr12	116047595	116047985	+	0.000	0.000	Merged-chr12-116047777-53
Merged-chr14-21137112-4	chr14	21136949	21137268	+	0.000	0.000	Merged-chr14-21137112-4
Merged-chr1-155164568-4	chr1	155164456	155164686	+	0.000	0.000	Merged-chr1-155164568-4
Merged-chr1-93507138-11	chr1	93506970	93507319	+	0.000	0.000	Merged-chr1-93507138-11
Merged-chr12-117534127-69	chr12	117533656	117534366	+	0.000	0.000	Merged-chr12-117534127-69
Merged-chr5-75709666-1	chr5	75709568	75709766	+	0.000	0.000	Merged-chr5-75709666-1
Merged-chr11-52268561-57	chr11	52268362	52268767	+	0.000	0.000	Merged-chr11-52268561-57
Merged-chr1-155215542-10	chr1	155215304	155215707	+	0.000	0.000	Merged-chr1-155215542-10
Merged-chr7-64090173-26	chr7	64089839	64090520	+	0.000	0.000	Merged-chr7-64090173-26
Merged-chr19-24242140-10	chr19	24241766	24242398	+	0.000	0.000	Merged-chr19-24242140-10
Merged-chr4-88006036-27	chr4	88005851	88006230	+	0.000	0.000	Merged-chr4-88006036-27
Merged-chr6-134205882-4	chr6	134205752	134205997	+	0.000	0.000	Merged-chr6-134205882-4
Merged-chr3-83812218-7	chr3	83812063	83812375	+	0.000	0.000	Merged-chr3-83812218-7
Merged-chr19-53900039-75	chr19	53899745	53900274	+	0.000	0.000	Merged-chr19-53900039-75
Merged-chr5-118271976-24	chr5	118271725	118272267	+	0.000	0.000	Merged-chr5-118271976-24
Merged-chr2-172977593-131	chr2	172977303	172978026	+	0.000	0.000	Merged-chr2-172977593-131
Merged-chr15-5108448-64	chr15	5108211	5108718	+	0.000	0.000	Merged-chr15-5108448-64
Merged-chr5-147021953-34	chr5	147021757	147022170	+	0.000	0.000	Merged-chr5-147021953-34
Merged-chr2-93444548-55	chr2	93444166	93445114	+	0.000	0.000	Merged-chr2-93444548-55
Merged-chr9-114451867-49	chr9	114451650	114452248	+	0.000	0.000	Merged-chr9-114451867-49
Merged-chr16-90284101-137	chr16	90283739	90284779	+	0.000	0.000	Merged-chr16-90284101-137
Merged-chr11-44504308-16	chr11	44504110	44504554	+	0.000	0.000	Merged-chr11-44504308-16
Merged-chr6-144181602-1	chr6	144181504	144181702	+	0.000	0.000	Merged-chr6-144181602-1
Merged-chr6-121130438-70	chr6	121130017	121130751	+	0.000	0.000	Merged-chr6-121130438-70
Merged-chr7-64077333-49	chr7	64076845	64077970	+	0.000	0.000	Merged-chr7-64077333-49
Merged-chr1-106714260-74	chr1	106713864	106714484	+	0.000	0.000	Merged-chr1-106714260-74
Merged-chr18-79077668-1	chr18	79077570	79077768	+	0.000	0.000	Merged-chr18-79077668-1
Merged-chr17-63405047-3	chr17	63404949	63405147	+	0.000	0.000	Merged-chr17-63405047-3
Merged-chr7-16222009-56	chr7	16221821	16222286	+	0.000	0.000	Merged-chr7-16222009-56
Merged-chr7-35757232-9	chr7	35757014	35757404	+	0.000	0.000	Merged-chr7-35757232-9
Merged-chr1-119469584-5	chr1	119469340	119469787	+	0.000	0.000	Merged-chr1-119469584-5
Merged-chr4-140776737-14	chr4	140776359	140777024	+	0.000	0.000	Merged-chr4-140776737-14
Merged-chr15-27326036-33	chr15	27325743	27326306	+	0.000	0.000	Merged-chr15-27326036-33
Merged-chr6-143816694-7	chr6	143816363	143817036	+	0.000	0.000	Merged-chr6-143816694-7
Merged-chr1-192770762-94	chr1	192770523	192771071	+	0.000	0.000	Merged-chr1-192770762-94
Merged-chr1-164529252-1	chr1	164529154	164529352	+	0.000	0.000	Merged-chr1-164529252-1
Merged-chr8-79046826-18	chr8	79046617	79047052	+	0.000	0.000	Merged-chr8-79046826-18
Merged-chr5-148548286-6	chr5	148548115	148548460	+	0.000	0.000	Merged-chr5-148548286-6
Merged-chr8-13213750-72	chr8	13213542	13213910	+	0.000	0.000	Merged-chr8-13213750-72
Merged-chr12-52796443-43	chr12	52795984	52796773	+	0.000	0.000	Merged-chr12-52796443-43
Merged-chr1-171963786-30	chr1	171963537	171964011	+	0.000	0.000	Merged-chr1-171963786-30
Merged-chr8-79161059-1	chr8	79160961	79161159	+	0.000	0.000	Merged-chr8-79161059-1
Merged-chr1-132007424-3	chr1	132007289	132007600	+	0.000	0.000	Merged-chr1-132007424-3
Merged-chr2-77277826-6	chr2	77277641	77278003	+	0.000	0.000	Merged-chr2-77277826-6
Merged-chr3-129565997-49	chr3	129565632	129566263	+	0.000	0.000	Merged-chr3-129565997-49
Merged-chr2-77309396-29	chr2	77309097	77309636	+	0.000	0.000	Merged-chr2-77309396-29
Merged-chr18-77063988-2	chr18	77063890	77064088	+	0.000	0.000	Merged-chr18-77063988-2
Merged-chr9-35495355-1	chr9	35495257	35495455	+	0.000	0.000	Merged-chr9-35495355-1
Merged-chr13-5100349-2	chr13	5100243	5100458	+	0.000	0.000	Merged-chr13-5100349-2
Merged-chr2-25983366-83	chr2	25983039	25983653	+	0.000	0.000	Merged-chr2-25983366-83
Merged-chr3-131117856-77	chr3	131117604	131118120	+	0.000	0.000	Merged-chr3-131117856-77
Merged-chr19-42149753-11	chr19	42149607	42149894	+	0.000	0.000	Merged-chr19-42149753-11
Merged-chr3-36613405-48	chr3	36613139	36613752	+	0.000	0.000	Merged-chr3-36613405-48
Merged-chr12-82470292-137	chr12	82470019	82470528	+	0.000	0.000	Merged-chr12-82470292-137
Merged-chr13-100015738-57	chr13	100015525	100016059	+	0.000	0.000	Merged-chr13-100015738-57
Merged-chr7-120830904-87	chr7	120830691	120831145	+	0.000	0.000	Merged-chr7-120830904-87
Merged-chr9-98297722-8	chr9	98297527	98297964	+	0.000	0.000	Merged-chr9-98297722-8
Merged-chr16-96082129-151	chr16	96081278	96083071	+	0.000	0.000	Merged-chr16-96082129-151
Merged-chr10-30655945-56	chr10	30655582	30656209	+	0.000	0.000	Merged-chr10-30655945-56
Merged-chr15-41846585-48	chr15	41846357	41846772	+	0.000	0.000	Merged-chr15-41846585-48
Merged-chr2-75073146-54	chr2	75072082	75073631	+	0.000	0.000	Merged-chr2-75073146-54
Merged-chr4-53920197-1	chr4	53920099	53920297	+	0.000	0.000	Merged-chr4-53920197-1
Merged-chr13-108859892-1	chr13	108859794	108859992	+	0.000	0.000	Merged-chr13-108859892-1
Merged-chr6-129223687-1	chr6	129223589	129223787	+	0.000	0.000	Merged-chr6-129223687-1
Merged-chr9-62372688-11	chr9	62372438	62373146	+	0.000	0.000	Merged-chr9-62372688-11
Merged-chr10-96589944-15	chr10	96589693	96590126	+	0.000	0.000	Merged-chr10-96589944-15
Merged-chr6-129274682-33	chr6	129274481	129274955	+	0.000	0.000	Merged-chr6-129274682-33
Merged-chr18-31910963-72	chr18	31910539	31911165	+	0.000	0.000	Merged-chr18-31910963-72
Merged-chr13-91509519-32	chr13	91509221	91509849	+	0.000	0.000	Merged-chr13-91509519-32
Merged-chr9-21546518-115	chr9	21546195	21546764	+	0.000	0.000	Merged-chr9-21546518-115
Merged-chr4-137968385-26	chr4	137967999	137968579	+	0.000	0.000	Merged-chr4-137968385-26
Merged-chr4-6844197-28	chr4	6843930	6844490	+	0.000	0.000	Merged-chr4-6844197-28
Merged-chr14-76480648-2	chr14	76480522	76480777	+	0.000	0.000	Merged-chr14-76480648-2
Merged-chr11-3163369-4	chr11	3163187	3163553	+	0.000	0.000	Merged-chr11-3163369-4
Merged-chr1-105565114-33	chr1	105564910	105565342	+	0.000	0.000	Merged-chr1-105565114-33
Merged-chr18-55603675-1	chr18	55603577	55603775	+	0.000	0.000	Merged-chr18-55603675-1
Merged-chr6-94761021-48	chr6	94760796	94761267	+	0.000	0.000	Merged-chr6-94761021-48
Merged-chr2-59167123-35	chr2	59166881	59167452	+	0.000	0.000	Merged-chr2-59167123-35
Merged-chr8-95853381-49	chr8	95852947	95853635	+	0.000	0.000	Merged-chr8-95853381-49
Merged-chr1-78684287-14	chr1	78684046	78684510	+	0.000	0.000	Merged-chr1-78684287-14
Merged-chr6-144773171-3	chr6	144773043	144773317	+	0.000	0.000	Merged-chr6-144773171-3
Merged-chr19-11471274-4	chr19	11471085	11471479	+	0.000	0.000	Merged-chr19-11471274-4
Merged-chr5-75667340-22	chr5	75667068	75667605	+	0.000	0.000	Merged-chr5-75667340-22
Merged-chr3-106485995-50	chr3	106485550	106486244	+	0.000	0.000	Merged-chr3-106485995-50
Merged-chr8-116945322-3	chr8	116945156	116945467	+	0.000	0.000	Merged-chr8-116945322-3
Merged-chr10-117659981-30	chr10	117659805	117660257	+	0.000	0.000	Merged-chr10-117659981-30
Merged-chr6-134365996-1	chr6	134365898	134366096	+	0.000	0.000	Merged-chr6-134365996-1
Merged-chr1-128770934-28	chr1	128770720	128771143	+	0.000	0.000	Merged-chr1-128770934-28
Merged-chr15-93716708-1	chr15	93716610	93716808	+	0.000	0.000	Merged-chr15-93716708-1
Merged-chr13-34037610-57	chr13	34037353	34037909	+	0.000	0.000	Merged-chr13-34037610-57
Merged-chrX-98259743-49	chrX	98259458	98260033	+	0.000	0.000	Merged-chrX-98259743-49
Merged-chr8-40598830-11	chr8	40598659	40599021	+	0.000	0.000	Merged-chr8-40598830-11
Merged-chr4-59806755-11	chr4	59806597	59806936	+	0.000	0.000	Merged-chr4-59806755-11
Merged-chr14-8606330-1	chr14	8606232	8606430	+	0.000	0.000	Merged-chr14-8606330-1
Merged-chr13-108597340-51	chr13	108596712	108598025	+	0.000	0.000	Merged-chr13-108597340-51
Merged-chr2-169592152-1	chr2	169592054	169592252	+	0.000	0.000	Merged-chr2-169592152-1
Merged-chr7-24370030-56	chr7	24369680	24370226	+	0.000	0.000	Merged-chr7-24370030-56
Merged-chr18-79068856-15	chr18	79068706	79069027	+	0.000	0.000	Merged-chr18-79068856-15
Merged-chr16-48763464-5	chr16	48763312	48763589	+	0.000	0.000	Merged-chr16-48763464-5
Merged-chr6-83506851-64	chr6	83506625	83507044	+	0.000	0.000	Merged-chr6-83506851-64
Merged-chr1-131111829-1	chr1	131111731	131111929	+	0.000	0.000	Merged-chr1-131111829-1
Merged-chr7-64160970-41	chr7	64160774	64161145	+	0.000	0.000	Merged-chr7-64160970-41
Merged-chr7-143017120-1	chr7	143017022	143017220	+	0.000	0.000	Merged-chr7-143017120-1
Merged-chr1-179169843-56	chr1	179169583	179170127	+	0.000	0.000	Merged-chr1-179169843-56
Merged-chr13-3893477-54	chr13	3893149	3893743	+	0.000	0.000	Merged-chr13-3893477-54
Merged-chr19-46503921-48	chr19	46503605	46504154	+	0.000	0.000	Merged-chr19-46503921-48
Merged-chr6-122560685-38	chr6	122560472	122560978	+	0.000	0.000	Merged-chr6-122560685-38
Merged-chr11-113196456-7	chr11	113196270	113196614	+	0.000	0.000	Merged-chr11-113196456-7
Merged-chr2-27028033-48	chr2	27027737	27028249	+	0.000	0.000	Merged-chr2-27028033-48
Merged-chr6-146516138-30	chr6	146515845	146516544	+	0.000	0.000	Merged-chr6-146516138-30
Merged-chr16-24160333-1	chr16	24160235	24160433	+	0.000	0.000	Merged-chr16-24160333-1
Merged-chr15-9567519-26	chr15	9567337	9567706	+	0.000	0.000	Merged-chr15-9567519-26
Merged-chr1-69513618-39	chr1	69513244	69513983	+	0.000	0.000	Merged-chr1-69513618-39
Merged-chr16-49500895-40	chr16	49500687	49501071	+	0.000	0.000	Merged-chr16-49500895-40
Merged-chr2-18918911-3	chr2	18918802	18919030	+	0.000	0.000	Merged-chr2-18918911-3
Merged-chr7-120835357-135	chr7	120835125	120835652	+	0.000	0.000	Merged-chr7-120835357-135
Merged-chr2-117442936-10	chr2	117442797	117443060	+	0.000	0.000	Merged-chr2-117442936-10
Merged-chr10-77353573-28	chr10	77353340	77353817	+	0.000	0.000	Merged-chr10-77353573-28
Merged-chr17-84156987-5	chr17	84156784	84157275	+	0.000	0.000	Merged-chr17-84156987-5
Merged-chr5-127478750-4	chr5	127478526	127479073	+	0.000	0.000	Merged-chr5-127478750-4
Merged-chr12-8326967-30	chr12	8326629	8327207	+	0.000	0.000	Merged-chr12-8326967-30
Merged-chr11-116379708-25	chr11	116379558	116379920	+	0.000	0.000	Merged-chr11-116379708-25
Merged-chr3-131139063-1	chr3	131138965	131139163	+	0.000	0.000	Merged-chr3-131139063-1
Merged-chr6-59315196-15	chr6	59314846	59315435	+	0.000	0.000	Merged-chr6-59315196-15
Merged-chr14-121451224-55	chr14	121451021	121451604	+	0.000	0.000	Merged-chr14-121451224-55
Merged-chr1-192537162-38	chr1	192536490	192537570	+	0.000	0.000	Merged-chr1-192537162-38
Merged-chr6-83096074-55	chr6	83095858	83096294	+	0.000	0.000	Merged-chr6-83096074-55
Merged-chr7-80715487-14	chr7	80715303	80715658	+	0.000	0.000	Merged-chr7-80715487-14
Merged-chr6-122562700-28	chr6	122562425	122562909	+	0.000	0.000	Merged-chr6-122562700-28
Merged-chr1-189028545-3	chr1	189028428	189028668	+	0.000	0.000	Merged-chr1-189028545-3
Merged-chr9-123333714-19	chr9	123333535	123333996	+	0.000	0.000	Merged-chr9-123333714-19
Merged-chr1-178406202-119	chr1	178406045	178406567	+	0.000	0.000	Merged-chr1-178406202-119
Merged-chrX-11840162-2	chrX	11840064	11840262	+	0.000	0.000	Merged-chrX-11840162-2
Merged-chr2-148681151-73	chr2	148680845	148681401	+	0.000	0.000	Merged-chr2-148681151-73
Merged-chr8-61155609-1	chr8	61155511	61155709	+	0.000	0.000	Merged-chr8-61155609-1
Merged-chr2-117365460-12	chr2	117365191	117365723	+	0.000	0.000	Merged-chr2-117365460-12
Merged-chr1-74124917-117	chr1	74124332	74125509	+	0.000	0.000	Merged-chr1-74124917-117
Merged-chr4-156004272-37	chr4	156004010	156004488	+	0.000	0.000	Merged-chr4-156004272-37
Merged-chr5-35713868-16	chr5	35713722	35714016	+	0.000	0.000	Merged-chr5-35713868-16
Merged-chr10-39469542-68	chr10	39469092	39470067	+	0.000	0.000	Merged-chr10-39469542-68
Merged-chr17-80772766-52	chr17	80772581	80772972	+	0.000	0.000	Merged-chr17-80772766-52
Merged-chr13-73491277-13	chr13	73491104	73491496	+	0.000	0.000	Merged-chr13-73491277-13
Merged-chr12-53043748-2	chr12	53043647	53043851	+	0.000	0.000	Merged-chr12-53043748-2
Merged-chrX-75578058-32	chrX	75577682	75578309	+	0.000	0.000	Merged-chrX-75578058-32
Merged-chr1-55448277-23	chr1	55448030	55448498	+	0.000	0.000	Merged-chr1-55448277-23
Merged-chr4-6881171-35	chr4	6880947	6881428	+	0.000	0.000	Merged-chr4-6881171-35
Merged-chr2-68384071-20	chr2	68383919	68384242	+	0.000	0.000	Merged-chr2-68384071-20
Merged-chr1-171961701-8	chr1	171961531	171961900	+	0.000	0.000	Merged-chr1-171961701-8
Merged-chr9-94620917-97	chr9	94620623	94621455	+	0.000	0.000	Merged-chr9-94620917-97
Merged-chr2-59168044-17	chr2	59167829	59168247	+	0.000	0.000	Merged-chr2-59168044-17
Merged-chr15-10470357-62	chr15	10469995	10470830	+	0.000	0.000	Merged-chr15-10470357-62
Merged-chr10-12806040-40	chr10	12805805	12806219	+	0.000	0.000	Merged-chr10-12806040-40
Merged-chr1-52421827-14	chr1	52421603	52422023	+	0.000	0.000	Merged-chr1-52421827-14
Merged-chr16-57572005-26	chr16	57571750	57572310	+	0.000	0.000	Merged-chr16-57572005-26
Merged-chr3-146404687-66	chr3	146404473	146404888	+	0.000	0.000	Merged-chr3-146404687-66
Merged-chr10-99211365-70	chr10	99211140	99211729	+	0.000	0.000	Merged-chr10-99211365-70
Merged-chr13-108642795-3	chr13	108642684	108642905	+	0.000	0.000	Merged-chr13-108642795-3
Merged-chr5-66337636-49	chr5	66337367	66337867	+	0.000	0.000	Merged-chr5-66337636-49
Merged-chr1-165460785-145	chr1	165460516	165461141	+	0.000	0.000	Merged-chr1-165460785-145
Merged-chr1-179493163-27	chr1	179492801	179493441	+	0.000	0.000	Merged-chr1-179493163-27
Merged-chr16-77013860-78	chr16	77013508	77014304	+	0.000	0.000	Merged-chr16-77013860-78
Merged-chr16-70421204-38	chr16	70420924	70421518	+	0.000	0.000	Merged-chr16-70421204-38
Merged-chr16-30678945-44	chr16	30678630	30679289	+	0.000	0.000	Merged-chr16-30678945-44
Merged-chr16-57399739-13	chr16	57399467	57400009	+	0.000	0.000	Merged-chr16-57399739-13
Merged-chr2-152344697-1	chr2	152344599	152344797	+	0.000	0.000	Merged-chr2-152344697-1
Merged-chr17-27658898-8	chr17	27658727	27659074	+	0.000	0.000	Merged-chr17-27658898-8
Merged-chr12-98833494-13	chr12	98833207	98833718	+	0.000	0.000	Merged-chr12-98833494-13
Merged-chr12-73904866-1	chr12	73904768	73904966	+	0.000	0.000	Merged-chr12-73904866-1
Merged-chr1-94055175-17	chr1	94054996	94055372	+	0.000	0.000	Merged-chr1-94055175-17
Merged-chr6-134333133-48	chr6	134332890	134333458	+	0.000	0.000	Merged-chr6-134333133-48
Merged-chr6-134067446-111	chr6	134066992	134067834	+	0.000	0.000	Merged-chr6-134067446-111
Merged-chr17-84143473-2	chr17	84143375	84143574	+	0.000	0.000	Merged-chr17-84143473-2
Merged-chr12-76345886-49	chr12	76345615	76346199	+	0.000	0.000	Merged-chr12-76345886-49
Merged-chr2-34994045-1	chr2	34993947	34994145	+	0.000	0.000	Merged-chr2-34994045-1
Merged-chr16-57470563-3	chr16	57470448	57470686	+	0.000	0.000	Merged-chr16-57470563-3
Merged-chr2-174333779-16	chr2	174333624	174334001	+	0.000	0.000	Merged-chr2-174333779-16
Merged-chr4-150566221-49	chr4	150565981	150566447	+	0.000	0.000	Merged-chr4-150566221-49
Merged-chr13-75033798-1	chr13	75033700	75033898	+	0.000	0.000	Merged-chr13-75033798-1
Merged-chr7-83671717-3	chr7	83671586	83671861	+	0.000	0.000	Merged-chr7-83671717-3
Merged-chr2-170401429-38	chr2	170401076	170401833	+	0.000	0.000	Merged-chr2-170401429-38
Merged-chr2-160731143-4	chr2	160731038	160731255	+	0.000	0.000	Merged-chr2-160731143-4
Merged-chr10-100126293-1	chr10	100126195	100126393	+	0.000	0.000	Merged-chr10-100126293-1
Merged-chr2-140051762-17	chr2	140051560	140051984	+	0.000	0.000	Merged-chr2-140051762-17
Merged-chr9-89869766-3	chr9	89869632	89869905	+	0.000	0.000	Merged-chr9-89869766-3
Merged-chr1-156667693-16	chr1	156667455	156667894	+	0.000	0.000	Merged-chr1-156667693-16
Merged-chr11-62539028-59	chr11	62538552	62539488	+	0.000	0.000	Merged-chr11-62539028-59
Merged-chr19-38812944-7	chr19	38812785	38813131	+	0.000	0.000	Merged-chr19-38812944-7
Merged-chr4-130774769-43	chr4	130774416	130775130	+	0.000	0.000	Merged-chr4-130774769-43
Merged-chr11-22846745-6	chr11	22846583	22846929	+	0.000	0.000	Merged-chr11-22846745-6
Merged-chr6-128889092-57	chr6	128888819	128889360	+	0.000	0.000	Merged-chr6-128889092-57
Merged-chr3-97158953-85	chr3	97158531	97159293	+	0.000	0.000	Merged-chr3-97158953-85
Merged-chr2-135843653-2	chr2	135843515	135843794	+	0.000	0.000	Merged-chr2-135843653-2
Merged-chr2-127788936-49	chr2	127788637	127789402	+	0.000	0.000	Merged-chr2-127788936-49
Merged-chr9-75645586-46	chr9	75645393	75645860	+	0.000	0.000	Merged-chr9-75645586-46
Merged-chr9-101073611-17	chr9	101073385	101073859	+	0.000	0.000	Merged-chr9-101073611-17
Merged-chr2-68466295-74	chr2	68465822	68466588	+	0.000	0.000	Merged-chr2-68466295-74
Merged-chr18-79284521-10	chr18	79284270	79284792	+	0.000	0.000	Merged-chr18-79284521-10
Merged-chr6-94682365-1	chr6	94682267	94682465	+	0.000	0.000	Merged-chr6-94682365-1
Merged-chr4-109471151-19	chr4	109470839	109471466	+	0.000	0.000	Merged-chr4-109471151-19
Merged-chr2-72114293-55	chr2	72114067	72114530	+	0.000	0.000	Merged-chr2-72114293-55
Merged-chr2-3922894-15	chr2	3922700	3923078	+	0.000	0.000	Merged-chr2-3922894-15
Merged-chr6-13154087-2	chr6	13153962	13154215	+	0.000	0.000	Merged-chr6-13154087-2
Merged-chr2-144658858-18	chr2	144658632	144659083	+	0.000	0.000	Merged-chr2-144658858-18
Merged-chr3-28781211-76	chr3	28780872	28781468	+	0.000	0.000	Merged-chr3-28781211-76
Merged-chr9-118737460-19	chr9	118737111	118737740	+	0.000	0.000	Merged-chr9-118737460-19
Merged-chr1-155201490-45	chr1	155201200	155201724	+	0.000	0.000	Merged-chr1-155201490-45
Merged-chr12-31654866-80	chr12	31654472	31655118	+	0.000	0.000	Merged-chr12-31654866-80
Merged-chr10-39470659-59	chr10	39470097	39471555	+	0.000	0.000	Merged-chr10-39470659-59
Merged-chr13-108648208-1	chr13	108648110	108648308	+	0.000	0.000	Merged-chr13-108648208-1
Merged-chr12-69458442-59	chr12	69458248	69458640	+	0.000	0.000	Merged-chr12-69458442-59
Merged-chr10-118870493-2	chr10	118870391	118870598	+	0.000	0.000	Merged-chr10-118870493-2
Merged-chr16-24217048-44	chr16	24216791	24217290	+	0.000	0.000	Merged-chr16-24217048-44
Merged-chr15-93740486-1	chr15	93740388	93740586	+	0.000	0.000	Merged-chr15-93740486-1
Merged-chr7-30308725-48	chr7	30308492	30309078	+	0.000	0.000	Merged-chr7-30308725-48
Merged-chr12-77039856-76	chr12	77039603	77040022	+	0.000	0.000	Merged-chr12-77039856-76
Merged-chr2-29691191-1	chr2	29691093	29691291	+	0.000	0.000	Merged-chr2-29691191-1
Merged-chr11-22662312-4	chr11	22662157	22662451	+	0.000	0.000	Merged-chr11-22662312-4
Merged-chr2-103629396-13	chr2	103629202	103629675	+	0.000	0.000	Merged-chr2-103629396-13
Merged-chr7-19817599-46	chr7	19817314	19817795	+	0.000	0.000	Merged-chr7-19817599-46
Merged-chr2-59474458-28	chr2	59474170	59474704	+	0.000	0.000	Merged-chr2-59474458-28
Merged-chr11-79076715-52	chr11	79076504	79076933	+	0.000	0.000	Merged-chr11-79076715-52
Merged-chr1-21896423-20	chr1	21896235	21896730	+	0.000	0.000	Merged-chr1-21896423-20
Merged-chr2-112833809-1	chr2	112833711	112833909	+	0.000	0.000	Merged-chr2-112833809-1
Merged-chr4-53832490-17	chr4	53832303	53832793	+	0.000	0.000	Merged-chr4-53832490-17
Merged-chr5-75717896-2	chr5	75717713	75718082	+	0.000	0.000	Merged-chr5-75717896-2
