#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed
Merged-chr2-29859180-2	chr2	29859082	29859280	+	0.000	0.000	Merged-chr2-29859180-2
Merged-chr2-53330787-9	chr2	53330439	53331038	+	0.000	0.000	Merged-chr2-53330787-9
Merged-chr6-66538111-1	chr6	66538013	66538211	+	0.000	0.000	Merged-chr6-66538111-1
Merged-chr6-127155147-8	chr6	127154873	127155495	+	0.000	0.000	Merged-chr6-127155147-8
Merged-chr4-8822763-11	chr4	8822598	8822933	+	0.000	0.000	Merged-chr4-8822763-11
Merged-chr13-114896013-49	chr13	114895463	114896347	+	0.000	0.000	Merged-chr13-114896013-49
Merged-chr6-108839644-6	chr6	108839496	108839773	+	0.000	0.000	Merged-chr6-108839644-6
Merged-chr9-110653124-1	chr9	110653026	110653224	+	0.000	0.000	Merged-chr9-110653124-1
Merged-chr19-53547766-23	chr19	53547480	53548001	+	0.000	0.000	Merged-chr19-53547766-23
Merged-chr10-44431690-1	chr10	44431592	44431790	+	0.000	0.000	Merged-chr10-44431690-1
Merged-chr18-56809274-1	chr18	56809176	56809374	+	0.000	0.000	Merged-chr18-56809274-1
Merged-chr1-189700187-1	chr1	189700089	189700287	+	0.000	0.000	Merged-chr1-189700187-1
Merged-chr8-64826546-37	chr8	64826322	64826811	+	0.000	0.000	Merged-chr8-64826546-37
Merged-chr2-154792651-1	chr2	154792553	154792751	+	0.000	0.000	Merged-chr2-154792651-1
Merged-chr3-144201911-1	chr3	144201813	144202011	+	0.000	0.000	Merged-chr3-144201911-1
Merged-chr18-4348193-25	chr18	4347975	4348485	+	0.000	0.000	Merged-chr18-4348193-25
Merged-chr5-134232433-54	chr5	134232081	134232820	+	0.000	0.000	Merged-chr5-134232433-54
Merged-chr13-43240074-40	chr13	43239866	43240281	+	0.000	0.000	Merged-chr13-43240074-40
Merged-chr15-90215054-29	chr15	90214563	90215348	+	0.000	0.000	Merged-chr15-90215054-29
Merged-chr8-115618419-52	chr8	115618222	115618706	+	0.000	0.000	Merged-chr8-115618419-52
Merged-chr13-24604920-47	chr13	24604616	24605146	+	0.000	0.000	Merged-chr13-24604920-47
Merged-chr18-75353755-51	chr18	75353576	75353939	+	0.000	0.000	Merged-chr18-75353755-51
Merged-chr12-55007826-27	chr12	55007548	55008167	+	0.000	0.000	Merged-chr12-55007826-27
Merged-chr14-102438465-1	chr14	102438367	102438565	+	0.000	0.000	Merged-chr14-102438465-1
Merged-chr6-108659565-31	chr6	108659269	108659760	+	0.000	0.000	Merged-chr6-108659565-31
Merged-chr3-144026744-1	chr3	144026646	144026844	+	0.000	0.000	Merged-chr3-144026744-1
Merged-chr4-135240576-11	chr4	135240392	135240767	+	0.000	0.000	Merged-chr4-135240576-11
Merged-chr16-77013860-78	chr16	77013508	77014304	+	0.000	0.000	Merged-chr16-77013860-78
Merged-chr5-77094655-3	chr5	77094531	77094773	+	0.000	0.000	Merged-chr5-77094655-3
Merged-chr2-101556401-2	chr2	101556303	101556502	+	0.000	0.000	Merged-chr2-101556401-2
Merged-chr17-23726911-1	chr17	23726813	23727011	+	0.000	0.000	Merged-chr17-23726911-1
Merged-chr4-43941357-2	chr4	43941249	43941468	+	0.000	0.000	Merged-chr4-43941357-2
Merged-chr12-103103779-12	chr12	103103456	103104050	+	0.000	0.000	Merged-chr12-103103779-12
Merged-chr9-64824731-59	chr9	64824478	64824977	+	0.000	0.000	Merged-chr9-64824731-59
Merged-chr10-30003315-1	chr10	30003217	30003415	+	0.000	0.000	Merged-chr10-30003315-1
Merged-chr15-58134232-6	chr15	58133960	58134419	+	0.000	0.000	Merged-chr15-58134232-6
Merged-chr14-121356563-14	chr14	121356222	121356852	+	0.000	0.000	Merged-chr14-121356563-14
Merged-chr13-43262292-22	chr13	43262058	43262497	+	0.000	0.000	Merged-chr13-43262292-22
Merged-chr6-127165836-16	chr6	127165638	127166037	+	0.000	0.000	Merged-chr6-127165836-16
Merged-chr14-25457767-37	chr14	25457564	25458035	+	0.000	0.000	Merged-chr14-25457767-37
Merged-chr2-105430411-32	chr2	105430101	105430683	+	0.000	0.000	Merged-chr2-105430411-32
Merged-chr9-43984840-13	chr9	43984587	43985035	+	0.000	0.000	Merged-chr9-43984840-13
Merged-chr9-44510535-66	chr9	44510063	44511038	+	0.000	0.000	Merged-chr9-44510535-66
Merged-chr2-71843530-15	chr2	71843261	71843792	+	0.000	0.000	Merged-chr2-71843530-15
Merged-chr3-84815623-16	chr3	84815377	84815871	+	0.000	0.000	Merged-chr3-84815623-16
Merged-chr9-44479958-61	chr9	44479566	44480273	+	0.000	0.000	Merged-chr9-44479958-61
Merged-chr14-102835640-1	chr14	102835542	102835740	+	0.000	0.000	Merged-chr14-102835640-1
Merged-chr5-107988008-32	chr5	107987868	107988141	+	0.000	0.000	Merged-chr5-107988008-32
Merged-chr3-9947852-23	chr3	9947651	9948049	+	0.000	0.000	Merged-chr3-9947852-23
Merged-chr17-12039403-15	chr17	12039175	12039618	+	0.000	0.000	Merged-chr17-12039403-15
Merged-chr13-102039937-1	chr13	102039839	102040037	+	0.000	0.000	Merged-chr13-102039937-1
Merged-chr13-30034755-10	chr13	30034606	30034924	+	0.000	0.000	Merged-chr13-30034755-10
Merged-chr4-136180395-76	chr4	136180071	136180757	+	0.000	0.000	Merged-chr4-136180395-76
Merged-chr5-99977945-29	chr5	99977535	99978223	+	0.000	0.000	Merged-chr5-99977945-29
Merged-chr18-84086711-77	chr18	84086212	84087245	+	0.000	0.000	Merged-chr18-84086711-77
Merged-chr2-90560115-12	chr2	90559922	90560366	+	0.000	0.000	Merged-chr2-90560115-12
Merged-chr14-25628678-27	chr14	25628344	25628959	+	0.000	0.000	Merged-chr14-25628678-27
Merged-chr2-9578093-49	chr2	9577889	9578350	+	0.000	0.000	Merged-chr2-9578093-49
Merged-chr2-24949801-67	chr2	24949451	24950217	+	0.000	0.000	Merged-chr2-24949801-67
Merged-chr3-95951062-79	chr3	95950842	95951294	+	0.000	0.000	Merged-chr3-95951062-79
Merged-chr11-53859156-64	chr11	53858823	53859451	+	0.000	0.000	Merged-chr11-53859156-64
Merged-chr4-41463186-1	chr4	41463088	41463286	+	0.000	0.000	Merged-chr4-41463186-1
Merged-chr10-81560875-4	chr10	81560771	81560982	+	0.000	0.000	Merged-chr10-81560875-4
Merged-chr1-189627696-1	chr1	189627598	189627796	+	0.000	0.000	Merged-chr1-189627696-1
Merged-chr13-114885380-13	chr13	114885223	114885691	+	0.000	0.000	Merged-chr13-114885380-13
Merged-chr13-102182045-1	chr13	102181947	102182145	+	0.000	0.000	Merged-chr13-102182045-1
Merged-chr6-109398148-1	chr6	109398050	109398248	+	0.000	0.000	Merged-chr6-109398148-1
Merged-chr10-80677293-45	chr10	80677093	80677493	+	0.000	0.000	Merged-chr10-80677293-45
Merged-chr1-66896467-67	chr1	66895981	66896825	+	0.000	0.000	Merged-chr1-66896467-67
Merged-chr8-84937354-26	chr8	84937146	84937566	+	0.000	0.000	Merged-chr8-84937354-26
Merged-chr11-55011644-10	chr11	55011360	55011856	+	0.000	0.000	Merged-chr11-55011644-10
Merged-chr15-37790227-4	chr15	37790034	37790388	+	0.000	0.000	Merged-chr15-37790227-4
Merged-chr13-45840049-15	chr13	45839834	45840246	+	0.000	0.000	Merged-chr13-45840049-15
Merged-chr6-127219036-2	chr6	127218874	127219200	+	0.000	0.000	Merged-chr6-127219036-2
Merged-chr7-110953237-23	chr7	110952939	110953425	+	0.000	0.000	Merged-chr7-110953237-23
Merged-chr6-108709432-1	chr6	108709334	108709532	+	0.000	0.000	Merged-chr6-108709432-1
Merged-chr7-79401726-3	chr7	79401563	79401870	+	0.000	0.000	Merged-chr7-79401726-3
Merged-chr9-32518523-33	chr9	32518294	32518735	+	0.000	0.000	Merged-chr9-32518523-33
Merged-chr11-105628287-5	chr11	105628142	105628435	+	0.000	0.000	Merged-chr11-105628287-5
Merged-chr9-32542397-6	chr9	32542234	32542598	+	0.000	0.000	Merged-chr9-32542397-6
Merged-chr2-90528384-23	chr2	90528189	90528673	+	0.000	0.000	Merged-chr2-90528384-23
Merged-chr14-20181605-50	chr14	20181243	20182042	+	0.000	0.000	Merged-chr14-20181605-50
Merged-chr16-78595924-17	chr16	78595725	78596187	+	0.000	0.000	Merged-chr16-78595924-17
Merged-chr10-83860736-1	chr10	83860638	83860836	+	0.000	0.000	Merged-chr10-83860736-1
Merged-chr4-133967780-121	chr4	133967035	133968361	+	0.000	0.000	Merged-chr4-133967780-121
Merged-chr2-125247670-89	chr2	125247330	125248058	+	0.000	0.000	Merged-chr2-125247670-89
Merged-chr16-59555882-6	chr16	59555710	59556049	+	0.000	0.000	Merged-chr16-59555882-6
Merged-chr18-73574339-6	chr18	73574133	73574500	+	0.000	0.000	Merged-chr18-73574339-6
Merged-chr13-102039596-1	chr13	102039498	102039696	+	0.000	0.000	Merged-chr13-102039596-1
Merged-chr9-32540940-2	chr9	32540788	32541094	+	0.000	0.000	Merged-chr9-32540940-2
Merged-chr2-109992727-6	chr2	109992585	109992916	+	0.000	0.000	Merged-chr2-109992727-6
Merged-chr15-73759844-6	chr15	73759662	73759988	+	0.000	0.000	Merged-chr15-73759844-6
Merged-chr1-176986467-25	chr1	176986211	176986679	+	0.000	0.000	Merged-chr1-176986467-25
Merged-chr7-135710341-5	chr7	135710187	135710475	+	0.000	0.000	Merged-chr7-135710341-5
Merged-chr6-70872123-72	chr6	70871492	70872551	+	0.000	0.000	Merged-chr6-70872123-72
Merged-chrX-93674652-1	chrX	93674554	93674752	+	0.000	0.000	Merged-chrX-93674652-1
Merged-chr2-9595628-42	chr2	9595340	9596054	+	0.000	0.000	Merged-chr2-9595628-42
Merged-chr9-106892685-1	chr9	106892587	106892785	+	0.000	0.000	Merged-chr9-106892685-1
Merged-chr6-108895381-27	chr6	108895126	108895727	+	0.000	0.000	Merged-chr6-108895381-27
Merged-chr11-74570671-1	chr11	74570573	74570771	+	0.000	0.000	Merged-chr11-74570671-1
Merged-chr3-144198735-28	chr3	144198518	144198934	+	0.000	0.000	Merged-chr3-144198735-28
Merged-chr6-35191420-18	chr6	35191176	35191762	+	0.000	0.000	Merged-chr6-35191420-18
Merged-chr1-189703506-56	chr1	189703186	189703839	+	0.000	0.000	Merged-chr1-189703506-56
Merged-chr3-9862653-1	chr3	9862555	9862753	+	0.000	0.000	Merged-chr3-9862653-1
Merged-chr18-73248613-2	chr18	73248492	73248736	+	0.000	0.000	Merged-chr18-73248613-2
Merged-chr8-86856376-59	chr8	86856130	86856609	+	0.000	0.000	Merged-chr8-86856376-59
Merged-chr10-70030263-1	chr10	70030165	70030363	+	0.000	0.000	Merged-chr10-70030263-1
Merged-chr15-78903471-19	chr15	78903199	78903674	+	0.000	0.000	Merged-chr15-78903471-19
Merged-chr8-115226321-1	chr8	115226223	115226421	+	0.000	0.000	Merged-chr8-115226321-1
Merged-chr8-115709479-13	chr8	115709294	115709636	+	0.000	0.000	Merged-chr8-115709479-13
Merged-chr1-139179878-22	chr1	139179662	139180103	+	0.000	0.000	Merged-chr1-139179878-22
Merged-chr5-33686458-1	chr5	33686360	33686558	+	0.000	0.000	Merged-chr5-33686458-1
Merged-chr18-11575213-11	chr18	11574992	11575431	+	0.000	0.000	Merged-chr18-11575213-11
Merged-chr17-71526906-96	chr17	71526652	71527134	+	0.000	0.000	Merged-chr17-71526906-96
Merged-chr16-37099650-10	chr16	37099492	37099848	+	0.000	0.000	Merged-chr16-37099650-10
Merged-chr18-56756347-65	chr18	56756014	56756608	+	0.000	0.000	Merged-chr18-56756347-65
Merged-chr8-70352666-2	chr8	70352557	70352778	+	0.000	0.000	Merged-chr8-70352666-2
Merged-chr7-74350972-116	chr7	74350724	74351138	+	0.000	0.000	Merged-chr7-74350972-116
Merged-chrX-85839388-40	chrX	85839036	85839610	+	0.000	0.000	Merged-chrX-85839388-40
Merged-chr10-81477667-3	chr10	81477558	81477786	+	0.000	0.000	Merged-chr10-81477667-3
Merged-chr4-134468116-1	chr4	134468018	134468216	+	0.000	0.000	Merged-chr4-134468116-1
Merged-chr16-46104681-28	chr16	46104418	46105087	+	0.000	0.000	Merged-chr16-46104681-28
Merged-chr5-110313300-4	chr5	110313143	110313453	+	0.000	0.000	Merged-chr5-110313300-4
Merged-chr18-62169369-48	chr18	62169186	62169539	+	0.000	0.000	Merged-chr18-62169369-48
Merged-chr19-53539406-49	chr19	53539155	53539807	+	0.000	0.000	Merged-chr19-53539406-49
Merged-chr12-70827464-2	chr12	70827345	70827585	+	0.000	0.000	Merged-chr12-70827464-2
Merged-chr2-126284232-9	chr2	126284086	126284378	+	0.000	0.000	Merged-chr2-126284232-9
Merged-chr7-81190062-4	chr7	81189951	81190181	+	0.000	0.000	Merged-chr7-81190062-4
Merged-chr8-3355667-46	chr8	3355424	3355875	+	0.000	0.000	Merged-chr8-3355667-46
Merged-chr11-104609685-47	chr11	104609198	104610049	+	0.000	0.000	Merged-chr11-104609685-47
Merged-chr8-75109264-106	chr8	75109011	75109696	+	0.000	0.000	Merged-chr8-75109264-106
Merged-chr3-137083940-2	chr3	137083834	137084049	+	0.000	0.000	Merged-chr3-137083940-2
Merged-chr14-100214627-1	chr14	100214529	100214727	+	0.000	0.000	Merged-chr14-100214627-1
Merged-chr4-135272795-85	chr4	135272557	135273159	+	0.000	0.000	Merged-chr4-135272795-85
Merged-chr5-150458118-21	chr5	150457846	150458423	+	0.000	0.000	Merged-chr5-150458118-21
Merged-chr10-91182635-7	chr10	91182510	91182785	+	0.000	0.000	Merged-chr10-91182635-7
Merged-chr2-84937691-7	chr2	84937535	84937836	+	0.000	0.000	Merged-chr2-84937691-7
Merged-chr4-57958304-2	chr4	57958193	57958417	+	0.000	0.000	Merged-chr4-57958304-2
Merged-chr2-112501406-34	chr2	112501215	112501596	+	0.000	0.000	Merged-chr2-112501406-34
Merged-chr14-121355632-5	chr14	121355411	121355787	+	0.000	0.000	Merged-chr14-121355632-5
Merged-chr15-52712614-89	chr15	52712155	52713074	+	0.000	0.000	Merged-chr15-52712614-89
Merged-chr7-135715650-1	chr7	135715552	135715750	+	0.000	0.000	Merged-chr7-135715650-1
Merged-chr5-150180477-11	chr5	150180270	150180668	+	0.000	0.000	Merged-chr5-150180477-11
Merged-chr5-134227852-2	chr5	134227728	134227979	+	0.000	0.000	Merged-chr5-134227852-2
Merged-chr12-70880653-9	chr12	70880467	70880845	+	0.000	0.000	Merged-chr12-70880653-9
Merged-chr3-144252325-1	chr3	144252227	144252425	+	0.000	0.000	Merged-chr3-144252325-1
Merged-chr9-44509369-1	chr9	44509271	44509469	+	0.000	0.000	Merged-chr9-44509369-1
Merged-chr11-87974863-24	chr11	87974659	87975140	+	0.000	0.000	Merged-chr11-87974863-24
Merged-chr3-84673728-22	chr3	84673501	84673985	+	0.000	0.000	Merged-chr3-84673728-22
Merged-chr6-99646583-9	chr6	99646443	99646772	+	0.000	0.000	Merged-chr6-99646583-9
Merged-chr8-53818300-1	chr8	53818202	53818400	+	0.000	0.000	Merged-chr8-53818300-1
Merged-chr19-56041960-2	chr19	56041851	56042072	+	0.000	0.000	Merged-chr19-56041960-2
Merged-chr4-43958320-4	chr4	43958195	43958446	+	0.000	0.000	Merged-chr4-43958320-4
Merged-chr11-97109846-4	chr11	97109724	97109987	+	0.000	0.000	Merged-chr11-97109846-4
Merged-chr2-90504892-57	chr2	90504634	90505125	+	0.000	0.000	Merged-chr2-90504892-57
Merged-chr2-112504437-3	chr2	112504311	112504566	+	0.000	0.000	Merged-chr2-112504437-3
Merged-chr10-59435699-1	chr10	59435601	59435799	+	0.000	0.000	Merged-chr10-59435699-1
Merged-chr3-159500242-1	chr3	159500144	159500342	+	0.000	0.000	Merged-chr3-159500242-1
Merged-chr5-112276109-3	chr5	112276011	112276209	+	0.000	0.000	Merged-chr5-112276109-3
Merged-chr4-89310885-77	chr4	89310670	89311117	+	0.000	0.000	Merged-chr4-89310885-77
Merged-chr5-150232910-1	chr5	150232812	150233010	+	0.000	0.000	Merged-chr5-150232910-1
Merged-chr1-131021183-1	chr1	131021085	131021283	+	0.000	0.000	Merged-chr1-131021183-1
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr14-7819138-4	chr14	7819040	7819238	+	0.000	0.000	Merged-chr14-7819138-4
Merged-chr14-121349537-45	chr14	121349306	121349813	+	0.000	0.000	Merged-chr14-121349537-45
Merged-chr4-46794898-7	chr4	46794751	46795042	+	0.000	0.000	Merged-chr4-46794898-7
Merged-chr16-52470408-42	chr16	52470163	52470708	+	0.000	0.000	Merged-chr16-52470408-42
Merged-chr2-52424826-73	chr2	52424638	52425138	+	0.000	0.000	Merged-chr2-52424826-73
Merged-chr3-9767219-17	chr3	9767049	9767397	+	0.000	0.000	Merged-chr3-9767219-17
Merged-chr3-102735083-92	chr3	102734840	102735369	+	0.000	0.000	Merged-chr3-102735083-92
Merged-chr14-25379059-15	chr14	25378817	25379260	+	0.000	0.000	Merged-chr14-25379059-15
Merged-chr3-102719732-28	chr3	102719520	102719893	+	0.000	0.000	Merged-chr3-102719732-28
Merged-chr8-115826691-38	chr8	115826094	115827013	+	0.000	0.000	Merged-chr8-115826691-38
Merged-chrX-159021727-36	chrX	159021493	159022008	+	0.000	0.000	Merged-chrX-159021727-36
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr13-38528212-101	chr13	38527992	38528495	+	0.000	0.000	Merged-chr13-38528212-101
Merged-chr2-164769830-56	chr2	164769584	164770092	+	0.000	0.000	Merged-chr2-164769830-56
Merged-chr2-53418517-1	chr2	53418419	53418617	+	0.000	0.000	Merged-chr2-53418517-1
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr13-37994067-78	chr13	37993584	37994366	+	0.000	0.000	Merged-chr13-37994067-78
Merged-chr14-25454531-12	chr14	25454351	25454673	+	0.000	0.000	Merged-chr14-25454531-12
Merged-chr19-18631060-3	chr19	18630962	18631160	+	0.000	0.000	Merged-chr19-18631060-3
Merged-chr5-113844899-22	chr5	113844689	113845105	+	0.000	0.000	Merged-chr5-113844899-22
Merged-chr16-78591395-28	chr16	78591157	78591594	+	0.000	0.000	Merged-chr16-78591395-28
Merged-chr12-55060486-57	chr12	55060194	55060838	+	0.000	0.000	Merged-chr12-55060486-57
Merged-chr11-119023233-65	chr11	119022763	119023619	+	0.000	0.000	Merged-chr11-119023233-65
Merged-chr11-78019809-7	chr11	78019668	78019979	+	0.000	0.000	Merged-chr11-78019809-7
Merged-chr7-142462781-62	chr7	142462441	142463181	+	0.000	0.000	Merged-chr7-142462781-62
Merged-chr2-128153146-97	chr2	128152825	128153508	+	0.000	0.000	Merged-chr2-128153146-97
Merged-chr1-133772062-25	chr1	133771904	133772236	+	0.000	0.000	Merged-chr1-133772062-25
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr2-52421361-38	chr2	52421039	52421694	+	0.000	0.000	Merged-chr2-52421361-38
Merged-chr2-91526999-80	chr2	91526577	91527182	+	0.000	0.000	Merged-chr2-91526999-80
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr5-139283692-32	chr5	139283502	139283852	+	0.000	0.000	Merged-chr5-139283692-32
Merged-chr2-126499021-9	chr2	126498761	126499261	+	0.000	0.000	Merged-chr2-126499021-9
Merged-chr3-102697819-15	chr3	102697568	102698100	+	0.000	0.000	Merged-chr3-102697819-15
Merged-chr13-101735927-5	chr13	101735781	101736062	+	0.000	0.000	Merged-chr13-101735927-5
Merged-chr4-8910391-2	chr4	8910293	8910492	+	0.000	0.000	Merged-chr4-8910391-2
Merged-chr13-101797188-14	chr13	101796910	101797435	+	0.000	0.000	Merged-chr13-101797188-14
Merged-chr14-121262951-12	chr14	121262766	121263085	+	0.000	0.000	Merged-chr14-121262951-12
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr2-128396137-30	chr2	128395905	128396347	+	0.000	0.000	Merged-chr2-128396137-30
Merged-chr8-3327989-13	chr8	3327770	3328158	+	0.000	0.000	Merged-chr8-3327989-13
Merged-chr7-143706917-33	chr7	143706652	143707203	+	0.000	0.000	Merged-chr7-143706917-33
Merged-chr17-87321876-10	chr17	87321620	87322068	+	0.000	0.000	Merged-chr17-87321876-10
Merged-chr6-129033583-13	chr6	129033385	129033779	+	0.000	0.000	Merged-chr6-129033583-13
Merged-chr4-43957748-73	chr4	43957382	43958124	+	0.000	0.000	Merged-chr4-43957748-73
Merged-chr18-83901450-1	chr18	83901352	83901550	+	0.000	0.000	Merged-chr18-83901450-1
Merged-chr18-83839086-1	chr18	83838988	83839186	+	0.000	0.000	Merged-chr18-83839086-1
Merged-chr3-9802270-83	chr3	9801793	9802779	+	0.000	0.000	Merged-chr3-9802270-83
Merged-chr12-100711122-1	chr12	100711024	100711222	+	0.000	0.000	Merged-chr12-100711122-1
Merged-chr2-11268730-3	chr2	11268616	11268838	+	0.000	0.000	Merged-chr2-11268730-3
Merged-chr6-108810607-11	chr6	108810351	108810802	+	0.000	0.000	Merged-chr6-108810607-11
Merged-chr18-75387549-45	chr18	75387300	75387728	+	0.000	0.000	Merged-chr18-75387549-45
Merged-chr12-100711512-39	chr12	100711226	100711828	+	0.000	0.000	Merged-chr12-100711512-39
Merged-chr2-79248548-10	chr2	79248363	79248755	+	0.000	0.000	Merged-chr2-79248548-10
Merged-chr10-94426440-41	chr10	94426191	94426725	+	0.000	0.000	Merged-chr10-94426440-41
Merged-chr7-135704133-3	chr7	135704025	135704251	+	0.000	0.000	Merged-chr7-135704133-3
Merged-chr16-32229198-4	chr16	32229080	32229334	+	0.000	0.000	Merged-chr16-32229198-4
Merged-chr3-96269426-97	chr3	96269149	96269930	+	0.000	0.000	Merged-chr3-96269426-97
Merged-chr10-95615997-28	chr10	95615682	95616342	+	0.000	0.000	Merged-chr10-95615997-28
Merged-chr6-66471496-4	chr6	66471376	66471604	+	0.000	0.000	Merged-chr6-66471496-4
Merged-chr9-44043924-14	chr9	44043760	44044107	+	0.000	0.000	Merged-chr9-44043924-14
Merged-chr2-32875161-7	chr2	32875009	32875351	+	0.000	0.000	Merged-chr2-32875161-7
Merged-chr17-86206449-38	chr17	86206108	86206820	+	0.000	0.000	Merged-chr17-86206449-38
Merged-chr5-27794167-10	chr5	27794037	27794347	+	0.000	0.000	Merged-chr5-27794167-10
Merged-chr11-72993090-1	chr11	72992992	72993190	+	0.000	0.000	Merged-chr11-72993090-1
Merged-chr8-115742797-48	chr8	115742546	115743058	+	0.000	0.000	Merged-chr8-115742797-48
Merged-chr1-133800869-2	chr1	133800771	133800969	+	0.000	0.000	Merged-chr1-133800869-2
Merged-chr13-43303864-113	chr13	43303210	43304446	+	0.000	0.000	Merged-chr13-43303864-113
Merged-chr19-55260920-21	chr19	55260670	55261214	+	0.000	0.000	Merged-chr19-55260920-21
Merged-chr2-22957628-19	chr2	22957372	22957805	+	0.000	0.000	Merged-chr2-22957628-19
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr13-102181799-2	chr13	102181701	102181899	+	0.000	0.000	Merged-chr13-102181799-2
Merged-chr2-90496701-53	chr2	90496299	90497167	+	0.000	0.000	Merged-chr2-90496701-53
Merged-chr13-63241052-2	chr13	63240920	63241186	+	0.000	0.000	Merged-chr13-63241052-2
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr10-81473073-16	chr10	81472775	81473297	+	0.000	0.000	Merged-chr10-81473073-16
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr4-135155615-17	chr4	135155284	135155925	+	0.000	0.000	Merged-chr4-135155615-17
Merged-chr5-99891648-1	chr5	99891550	99891748	+	0.000	0.000	Merged-chr5-99891648-1
Merged-chr6-108836727-2	chr6	108836629	108836827	+	0.000	0.000	Merged-chr6-108836727-2
Merged-chr12-86592700-17	chr12	86592465	86592963	+	0.000	0.000	Merged-chr12-86592700-17
Merged-chr8-83698923-131	chr8	83698211	83699906	+	0.000	0.000	Merged-chr8-83698923-131
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr7-119895302-1	chr7	119895204	119895402	+	0.000	0.000	Merged-chr7-119895302-1
Merged-chr1-181867042-1	chr1	181866944	181867142	+	0.000	0.000	Merged-chr1-181867042-1
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr18-73815538-67	chr18	73815177	73815931	+	0.000	0.000	Merged-chr18-73815538-67
Merged-chr2-129174665-20	chr2	129174495	129174866	+	0.000	0.000	Merged-chr2-129174665-20
Merged-chr3-89245103-10	chr3	89244812	89245447	+	0.000	0.000	Merged-chr3-89245103-10
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr18-62174920-17	chr18	62174657	62175088	+	0.000	0.000	Merged-chr18-62174920-17
Merged-chr10-84070351-2	chr10	84070239	84070466	+	0.000	0.000	Merged-chr10-84070351-2
Merged-chr2-71837940-9	chr2	71837738	71838096	+	0.000	0.000	Merged-chr2-71837940-9
Merged-chr8-115117334-1	chr8	115117236	115117434	+	0.000	0.000	Merged-chr8-115117334-1
Merged-chr13-81658891-4	chr13	81658769	81659003	+	0.000	0.000	Merged-chr13-81658891-4
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr5-151686934-46	chr5	151686589	151687161	+	0.000	0.000	Merged-chr5-151686934-46
Merged-chr1-181888995-34	chr1	181888695	181889327	+	0.000	0.000	Merged-chr1-181888995-34
Merged-chr16-91685700-49	chr16	91685493	91685977	+	0.000	0.000	Merged-chr16-91685700-49
Merged-chr2-75776933-48	chr2	75776363	75777321	+	0.000	0.000	Merged-chr2-75776933-48
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chr8-57531169-32	chr8	57530926	57531411	+	0.000	0.000	Merged-chr8-57531169-32
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr4-20279426-1	chr4	20279328	20279526	+	0.000	0.000	Merged-chr4-20279426-1
