#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed
Merged-chr6-8512550-8	chr6	8512409	8512700	+	0.000	0.000	Merged-chr6-8512550-8
Merged-chr7-67353683-35	chr7	67353368	67354040	+	0.000	0.000	Merged-chr7-67353683-35
Merged-chr14-54554312-80	chr14	54553931	54554609	+	0.000	0.000	Merged-chr14-54554312-80
Merged-chrX-77810805-25	chrX	77810583	77810975	+	0.000	0.000	Merged-chrX-77810805-25
Merged-chr4-145240066-1	chr4	145239968	145240166	+	0.000	0.000	Merged-chr4-145240066-1
Merged-chr12-73708938-21	chr12	73708530	73709249	+	0.000	0.000	Merged-chr12-73708938-21
Merged-chr12-16532570-85	chr12	16532238	16533070	+	0.000	0.000	Merged-chr12-16532570-85
Merged-chr5-8422797-63	chr5	8422529	8423280	+	0.000	0.000	Merged-chr5-8422797-63
Merged-chr3-69006115-39	chr3	69005734	69006415	+	0.000	0.000	Merged-chr3-69006115-39
Merged-chr4-109658760-1	chr4	109658662	109658860	+	0.000	0.000	Merged-chr4-109658760-1
Merged-chr17-24251490-51	chr17	24251293	24251676	+	0.000	0.000	Merged-chr17-24251490-51
Merged-chr6-82652821-79	chr6	82652548	82653040	+	0.000	0.000	Merged-chr6-82652821-79
Merged-chr13-32965785-122	chr13	32965273	32966053	+	0.000	0.000	Merged-chr13-32965785-122
Merged-chr6-119159656-11	chr6	119159477	119159838	+	0.000	0.000	Merged-chr6-119159656-11
Merged-chr12-69367768-3	chr12	69367633	69367901	+	0.000	0.000	Merged-chr12-69367768-3
Merged-chr14-73118206-1	chr14	73118108	73118306	+	0.000	0.000	Merged-chr14-73118206-1
Merged-chr4-133611218-1	chr4	133611120	133611318	+	0.000	0.000	Merged-chr4-133611218-1
Merged-chr13-25020260-54	chr13	25019995	25020597	+	0.000	0.000	Merged-chr13-25020260-54
Merged-chr17-35470212-17	chr17	35469788	35470461	+	0.000	0.000	Merged-chr17-35470212-17
Merged-chr12-100887966-36	chr12	100887731	100888247	+	0.000	0.000	Merged-chr12-100887966-36
Merged-chr17-78203632-1	chr17	78203534	78203732	+	0.000	0.000	Merged-chr17-78203632-1
Merged-chr5-43924057-20	chr5	43923874	43924260	+	0.000	0.000	Merged-chr5-43924057-20
Merged-chr9-123717146-2	chr9	123717048	123717246	+	0.000	0.000	Merged-chr9-123717146-2
Merged-chr13-53010811-5	chr13	53010683	53010987	+	0.000	0.000	Merged-chr13-53010811-5
Merged-chr6-51612673-21	chr6	51612406	51612926	+	0.000	0.000	Merged-chr6-51612673-21
Merged-chr4-145262431-6	chr4	145262238	145262601	+	0.000	0.000	Merged-chr4-145262431-6
Merged-chr11-94990972-56	chr11	94990581	94991480	+	0.000	0.000	Merged-chr11-94990972-56
Merged-chr1-171782627-54	chr1	171782298	171782871	+	0.000	0.000	Merged-chr1-171782627-54
Merged-chr7-13288748-17	chr7	13288575	13288955	+	0.000	0.000	Merged-chr7-13288748-17
Merged-chr5-100466890-43	chr5	100466671	100467182	+	0.000	0.000	Merged-chr5-100466890-43
Merged-chr10-118166257-15	chr10	118166090	118166454	+	0.000	0.000	Merged-chr10-118166257-15
Merged-chr9-107309334-10	chr9	107309186	107309486	+	0.000	0.000	Merged-chr9-107309334-10
Merged-chr10-80623813-27	chr10	80623640	80624081	+	0.000	0.000	Merged-chr10-80623813-27
Merged-chr7-80386700-56	chr7	80386204	80387303	+	0.000	0.000	Merged-chr7-80386700-56
Merged-chr18-56472874-1	chr18	56472776	56472974	+	0.000	0.000	Merged-chr18-56472874-1
Merged-chr11-94997870-1	chr11	94997772	94997970	+	0.000	0.000	Merged-chr11-94997870-1
Merged-chr6-50392107-8	chr6	50391872	50392279	+	0.000	0.000	Merged-chr6-50392107-8
Merged-chr15-73506445-5	chr15	73506234	73506635	+	0.000	0.000	Merged-chr15-73506445-5
Merged-chr1-172186610-1	chr1	172186512	172186710	+	0.000	0.000	Merged-chr1-172186610-1
Merged-chr12-100849659-36	chr12	100849392	100849897	+	0.000	0.000	Merged-chr12-100849659-36
Merged-chr12-73693021-6	chr12	73692897	73693130	+	0.000	0.000	Merged-chr12-73693021-6
Merged-chr3-146123164-55	chr3	146122908	146123450	+	0.000	0.000	Merged-chr3-146123164-55
Merged-chr3-54727097-9	chr3	54726939	54727265	+	0.000	0.000	Merged-chr3-54727097-9
Merged-chr9-54647664-7	chr9	54647496	54647826	+	0.000	0.000	Merged-chr9-54647664-7
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr6-113660705-11	chr6	113660487	113661015	+	0.000	0.000	Merged-chr6-113660705-11
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr2-45117109-39	chr2	45116788	45117418	+	0.000	0.000	Merged-chr2-45117109-39
Merged-chr12-32146746-11	chr12	32146524	32146956	+	0.000	0.000	Merged-chr12-32146746-11
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr9-94054606-1	chr9	94054508	94054706	+	0.000	0.000	Merged-chr9-94054606-1
Merged-chr15-75088147-1	chr15	75088049	75088247	+	0.000	0.000	Merged-chr15-75088147-1
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr10-21993045-28	chr10	21992634	21993396	+	0.000	0.000	Merged-chr10-21993045-28
Merged-chr16-64824096-19	chr16	64823880	64824297	+	0.000	0.000	Merged-chr16-64824096-19
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr10-118454981-1	chr10	118454883	118455081	+	0.000	0.000	Merged-chr10-118454981-1
Merged-chr1-65178957-152	chr1	65178642	65179282	+	0.000	0.000	Merged-chr1-65178957-152
Merged-chr15-78518416-16	chr15	78518147	78518723	+	0.000	0.000	Merged-chr15-78518416-16
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr7-89296974-11	chr7	89296777	89297184	+	0.000	0.000	Merged-chr7-89296974-11
Merged-chr2-101762991-1	chr2	101762893	101763091	+	0.000	0.000	Merged-chr2-101762991-1
Merged-chr19-10203304-1	chr19	10203206	10203404	+	0.000	0.000	Merged-chr19-10203304-1
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr9-65587090-27	chr9	65586866	65587326	+	0.000	0.000	Merged-chr9-65587090-27
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr12-73709842-1	chr12	73709744	73709942	+	0.000	0.000	Merged-chr12-73709842-1
Merged-chr7-141009170-22	chr7	141008819	141009480	+	0.000	0.000	Merged-chr7-141009170-22
Merged-chr6-87670230-13	chr6	87670027	87670403	+	0.000	0.000	Merged-chr6-87670230-13
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr6-57824083-13	chr6	57823917	57824237	+	0.000	0.000	Merged-chr6-57824083-13
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr1-120264126-1	chr1	120264028	120264226	+	0.000	0.000	Merged-chr1-120264126-1
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr10-63338197-1	chr10	63338099	63338297	+	0.000	0.000	Merged-chr10-63338197-1
Merged-chr9-123756943-6	chr9	123756798	123757078	+	0.000	0.000	Merged-chr9-123756943-6
Merged-chr2-151996585-55	chr2	151996336	151996820	+	0.000	0.000	Merged-chr2-151996585-55
Merged-chr13-13531086-27	chr13	13530865	13531300	+	0.000	0.000	Merged-chr13-13531086-27
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr1-135128901-1	chr1	135128803	135129001	+	0.000	0.000	Merged-chr1-135128901-1
Merged-chr13-52980961-99	chr13	52980569	52981356	+	0.000	0.000	Merged-chr13-52980961-99
Merged-chr13-24761752-82	chr13	24761499	24762027	+	0.000	0.000	Merged-chr13-24761752-82
Merged-chr12-16526382-42	chr12	16526095	16526718	+	0.000	0.000	Merged-chr12-16526382-42
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr10-17919848-1	chr10	17919750	17919948	+	0.000	0.000	Merged-chr10-17919848-1
Merged-chr6-50381887-74	chr6	50381683	50382244	+	0.000	0.000	Merged-chr6-50381887-74
Merged-chr1-85958439-33	chr1	85958005	85958936	+	0.000	0.000	Merged-chr1-85958439-33
Merged-chr15-55854766-48	chr15	55854600	55855004	+	0.000	0.000	Merged-chr15-55854766-48
Merged-chr4-62525171-62	chr4	62524939	62525381	+	0.000	0.000	Merged-chr4-62525171-62
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr6-54151002-1	chr6	54150904	54151102	+	0.000	0.000	Merged-chr6-54151002-1
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr14-73175195-6	chr14	73175073	73175348	+	0.000	0.000	Merged-chr14-73175195-6
Merged-chr10-77622334-58	chr10	77622071	77622794	+	0.000	0.000	Merged-chr10-77622334-58
Merged-chr6-66898231-1	chr6	66898133	66898331	+	0.000	0.000	Merged-chr6-66898231-1
Merged-chr3-107042037-1	chr3	107041939	107042137	+	0.000	0.000	Merged-chr3-107042037-1
Merged-chrX-93632081-74	chrX	93631703	93632474	+	0.000	0.000	Merged-chrX-93632081-74
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr4-103109726-1	chr4	103109628	103109826	+	0.000	0.000	Merged-chr4-103109726-1
Merged-chr4-133614553-6	chr4	133614391	133614681	+	0.000	0.000	Merged-chr4-133614553-6
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr18-24673740-54	chr18	24673104	24674492	+	0.000	0.000	Merged-chr18-24673740-54
Merged-chr16-10979660-46	chr16	10979434	10979866	+	0.000	0.000	Merged-chr16-10979660-46
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr1-97613912-17	chr1	97613716	97614073	+	0.000	0.000	Merged-chr1-97613912-17
Merged-chr13-35742422-1	chr13	35742324	35742522	+	0.000	0.000	Merged-chr13-35742422-1
Merged-chr17-29264893-3	chr17	29264628	29265138	+	0.000	0.000	Merged-chr17-29264893-3
Merged-chr11-120631318-28	chr11	120631137	120631538	+	0.000	0.000	Merged-chr11-120631318-28
Merged-chr19-53284732-2	chr19	53284585	53284882	+	0.000	0.000	Merged-chr19-53284732-2
Merged-chr2-30796578-35	chr2	30796374	30796803	+	0.000	0.000	Merged-chr2-30796578-35
Merged-chr9-107313062-65	chr9	107312786	107313312	+	0.000	0.000	Merged-chr9-107313062-65
Merged-chr7-110109267-48	chr7	110109039	110109558	+	0.000	0.000	Merged-chr7-110109267-48
Merged-chr13-74062260-53	chr13	74062073	74062582	+	0.000	0.000	Merged-chr13-74062260-53
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr15-93007766-3	chr15	93007557	93007930	+	0.000	0.000	Merged-chr15-93007766-3
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr19-5964165-54	chr19	5963899	5964439	+	0.000	0.000	Merged-chr19-5964165-54
Merged-chr17-47737745-152	chr17	47736947	47738678	+	0.000	0.000	Merged-chr17-47737745-152
Merged-chr5-146839913-1	chr5	146839815	146840013	+	0.000	0.000	Merged-chr5-146839913-1
Merged-chr13-41484194-27	chr13	41484006	41484356	+	0.000	0.000	Merged-chr13-41484194-27
Merged-chr6-125339380-7	chr6	125339113	125339597	+	0.000	0.000	Merged-chr6-125339380-7
Merged-chr7-90312520-23	chr7	90312312	90312739	+	0.000	0.000	Merged-chr7-90312520-23
Merged-chr19-5272335-5	chr19	5272014	5272710	+	0.000	0.000	Merged-chr19-5272335-5
Merged-chr13-12506671-1	chr13	12506573	12506771	+	0.000	0.000	Merged-chr13-12506671-1
Merged-chr5-134617307-27	chr5	134617034	134617522	+	0.000	0.000	Merged-chr5-134617307-27
Merged-chr14-120572441-59	chr14	120572155	120572764	+	0.000	0.000	Merged-chr14-120572441-59
Merged-chr19-56397625-2	chr19	56397527	56397725	+	0.000	0.000	Merged-chr19-56397625-2
Merged-chr6-113668955-38	chr6	113668782	113669164	+	0.000	0.000	Merged-chr6-113668955-38
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr14-61309856-19	chr14	61309685	61310074	+	0.000	0.000	Merged-chr14-61309856-19
Merged-chr6-8646416-1	chr6	8646318	8646516	+	0.000	0.000	Merged-chr6-8646416-1
Merged-chr10-111540029-37	chr10	111539821	111540264	+	0.000	0.000	Merged-chr10-111540029-37
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr6-48727965-52	chr6	48727753	48728210	+	0.000	0.000	Merged-chr6-48727965-52
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr2-144343268-23	chr2	144342944	144343485	+	0.000	0.000	Merged-chr2-144343268-23
Merged-chr7-19920835-87	chr7	19920413	19921163	+	0.000	0.000	Merged-chr7-19920835-87
Merged-chr12-73633909-44	chr12	73633499	73634133	+	0.000	0.000	Merged-chr12-73633909-44
Merged-chr13-53069490-8	chr13	53069292	53069694	+	0.000	0.000	Merged-chr13-53069490-8
Merged-chr8-33594381-37	chr8	33594117	33594686	+	0.000	0.000	Merged-chr8-33594381-37
Merged-chr7-105553808-1	chr7	105553710	105553908	+	0.000	0.000	Merged-chr7-105553808-1
Merged-chr19-56397084-121	chr19	56396594	56397405	+	0.000	0.000	Merged-chr19-56397084-121
Merged-chr18-66464965-21	chr18	66464748	66465251	+	0.000	0.000	Merged-chr18-66464965-21
Merged-chr11-106329913-15	chr11	106329654	106330096	+	0.000	0.000	Merged-chr11-106329913-15
Merged-chr1-43465147-57	chr1	43464840	43465603	+	0.000	0.000	Merged-chr1-43465147-57
Merged-chr2-167689841-24	chr2	167689569	167690096	+	0.000	0.000	Merged-chr2-167689841-24
Merged-chr17-86833009-31	chr17	86832759	86833255	+	0.000	0.000	Merged-chr17-86833009-31
Merged-chr1-171767245-53	chr1	171766911	171767678	+	0.000	0.000	Merged-chr1-171767245-53
Merged-chr5-8996139-2	chr5	8996010	8996270	+	0.000	0.000	Merged-chr5-8996139-2
Merged-chr1-60860711-21	chr1	60860478	60860881	+	0.000	0.000	Merged-chr1-60860711-21
Merged-chr13-33005853-1	chr13	33005755	33005953	+	0.000	0.000	Merged-chr13-33005853-1
Merged-chr17-6476977-103	chr17	6476726	6477266	+	0.000	0.000	Merged-chr17-6476977-103
Merged-chr16-64770922-80	chr16	64770520	64771201	+	0.000	0.000	Merged-chr16-64770922-80
Merged-chr7-66250161-34	chr7	66249865	66250365	+	0.000	0.000	Merged-chr7-66250161-34
Merged-chr7-88318550-2	chr7	88318387	88318716	+	0.000	0.000	Merged-chr7-88318550-2
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr16-10992013-2	chr16	10991851	10992178	+	0.000	0.000	Merged-chr16-10992013-2
Merged-chr4-15266515-5	chr4	15266352	15266678	+	0.000	0.000	Merged-chr4-15266515-5
Merged-chr1-134099095-86	chr1	134098707	134099527	+	0.000	0.000	Merged-chr1-134099095-86
Merged-chr2-118660101-45	chr2	118659625	118660314	+	0.000	0.000	Merged-chr2-118660101-45
Merged-chr10-77536900-3	chr10	77536770	77537034	+	0.000	0.000	Merged-chr10-77536900-3
Merged-chr10-80622471-84	chr10	80622206	80622786	+	0.000	0.000	Merged-chr10-80622471-84
Merged-chr2-32488884-4	chr2	32488712	32489044	+	0.000	0.000	Merged-chr2-32488884-4
Merged-chr15-31264963-30	chr15	31264691	31265216	+	0.000	0.000	Merged-chr15-31264963-30
Merged-chr1-128366514-8	chr1	128366343	128366702	+	0.000	0.000	Merged-chr1-128366514-8
Merged-chr16-64647871-24	chr16	64647595	64648103	+	0.000	0.000	Merged-chr16-64647871-24
Merged-chr10-40090254-8	chr10	40090006	40090456	+	0.000	0.000	Merged-chr10-40090254-8
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr7-38141979-26	chr7	38141742	38142197	+	0.000	0.000	Merged-chr7-38141979-26
Merged-chr12-73616927-7	chr12	73616752	73617075	+	0.000	0.000	Merged-chr12-73616927-7
Merged-chr1-97661478-143	chr1	97661292	97661722	+	0.000	0.000	Merged-chr1-97661478-143
Merged-chr9-78617261-21	chr9	78617105	78617442	+	0.000	0.000	Merged-chr9-78617261-21
Merged-chr6-113638545-51	chr6	113638267	113638814	+	0.000	0.000	Merged-chr6-113638545-51
Merged-chr11-59662530-59	chr11	59662233	59662782	+	0.000	0.000	Merged-chr11-59662530-59
Merged-chr7-112225883-54	chr7	112225651	112226201	+	0.000	0.000	Merged-chr7-112225883-54
Merged-chr10-80576663-4	chr10	80576493	80576853	+	0.000	0.000	Merged-chr10-80576663-4
Merged-chr9-80342809-3	chr9	80342682	80342926	+	0.000	0.000	Merged-chr9-80342809-3
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr17-78201696-9	chr17	78201296	78202023	+	0.000	0.000	Merged-chr17-78201696-9
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chrX-48695019-50	chrX	48694773	48695328	+	0.000	0.000	Merged-chrX-48695019-50
Merged-chr12-73671742-5	chr12	73671621	73671874	+	0.000	0.000	Merged-chr12-73671742-5
Merged-chr6-88898670-52	chr6	88898491	88898915	+	0.000	0.000	Merged-chr6-88898670-52
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr18-56473376-5	chr18	56473194	56473537	+	0.000	0.000	Merged-chr18-56473376-5
Merged-chr2-25228680-45	chr2	25228531	25228867	+	0.000	0.000	Merged-chr2-25228680-45
Merged-chr19-5894144-44	chr19	5893790	5894425	+	0.000	0.000	Merged-chr19-5894144-44
Merged-chr10-83096825-2	chr10	83096725	83096928	+	0.000	0.000	Merged-chr10-83096825-2
Merged-chr11-17005179-7	chr11	17004980	17005398	+	0.000	0.000	Merged-chr11-17005179-7
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chr3-19311257-112	chr3	19310867	19311779	+	0.000	0.000	Merged-chr3-19311257-112
Merged-chrX-167207953-22	chrX	167207767	167208124	+	0.000	0.000	Merged-chrX-167207953-22
Merged-chr9-45300691-53	chr9	45300309	45300926	+	0.000	0.000	Merged-chr9-45300691-53
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr18-56470742-72	chr18	56469959	56471196	+	0.000	0.000	Merged-chr18-56470742-72
Merged-chr1-193273386-37	chr1	193273057	193273654	+	0.000	0.000	Merged-chr1-193273386-37
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr11-46454018-1	chr11	46453920	46454118	+	0.000	0.000	Merged-chr11-46454018-1
Merged-chr15-66559012-25	chr15	66558672	66559245	+	0.000	0.000	Merged-chr15-66559012-25
Merged-chr13-41453592-40	chr13	41453379	41453838	+	0.000	0.000	Merged-chr13-41453592-40
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr8-72136702-59	chr8	72136378	72137042	+	0.000	0.000	Merged-chr8-72136702-59
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr18-37815842-2	chr18	37815729	37815957	+	0.000	0.000	Merged-chr18-37815842-2
Merged-chr1-43446070-79	chr1	43445594	43446717	+	0.000	0.000	Merged-chr1-43446070-79
Merged-chr11-114676631-1	chr11	114676533	114676731	+	0.000	0.000	Merged-chr11-114676631-1
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr13-113615129-71	chr13	113614896	113615663	+	0.000	0.000	Merged-chr13-113615129-71
Merged-chr5-67394984-4	chr5	67394811	67395123	+	0.000	0.000	Merged-chr5-67394984-4
Merged-chr17-86754718-22	chr17	86754408	86755277	+	0.000	0.000	Merged-chr17-86754718-22
Merged-chr10-69352731-93	chr10	69352191	69353105	+	0.000	0.000	Merged-chr10-69352731-93
Merged-chr15-55852907-4	chr15	55852785	55853040	+	0.000	0.000	Merged-chr15-55852907-4
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr1-120293929-5	chr1	120293750	120294122	+	0.000	0.000	Merged-chr1-120293929-5
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr5-140282986-2	chr5	140282835	140283140	+	0.000	0.000	Merged-chr5-140282986-2
Merged-chr7-90349289-16	chr7	90349096	90349481	+	0.000	0.000	Merged-chr7-90349289-16
Merged-chr8-120760547-6	chr8	120760277	120760926	+	0.000	0.000	Merged-chr8-120760547-6
Merged-chr7-75828058-23	chr7	75827881	75828255	+	0.000	0.000	Merged-chr7-75828058-23
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr6-86669328-55	chr6	86669125	86669545	+	0.000	0.000	Merged-chr6-86669328-55
Merged-chr16-64796887-9	chr16	64796765	64797028	+	0.000	0.000	Merged-chr16-64796887-9
Merged-chr7-142387008-11	chr7	142386745	142387243	+	0.000	0.000	Merged-chr7-142387008-11
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr9-94254804-1	chr9	94254706	94254904	+	0.000	0.000	Merged-chr9-94254804-1
Merged-chr13-12349518-23	chr13	12349224	12349772	+	0.000	0.000	Merged-chr13-12349518-23
Merged-chr8-123412748-15	chr8	123412508	123413039	+	0.000	0.000	Merged-chr8-123412748-15
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr13-63411317-71	chr13	63410964	63411579	+	0.000	0.000	Merged-chr13-63411317-71
Merged-chr2-60904375-31	chr2	60904157	60904704	+	0.000	0.000	Merged-chr2-60904375-31
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr2-152810370-23	chr2	152810090	152810637	+	0.000	0.000	Merged-chr2-152810370-23
Merged-chr16-32277767-74	chr16	32277451	32278145	+	0.000	0.000	Merged-chr16-32277767-74
Merged-chr13-55327829-51	chr13	55327580	55328043	+	0.000	0.000	Merged-chr13-55327829-51
Merged-chr4-15504943-2	chr4	15504817	15505071	+	0.000	0.000	Merged-chr4-15504943-2
Merged-chr1-120093723-41	chr1	120093349	120094016	+	0.000	0.000	Merged-chr1-120093723-41
Merged-chr13-52973678-1	chr13	52973580	52973778	+	0.000	0.000	Merged-chr13-52973678-1
Merged-chr11-69070779-53	chr11	69070561	69070981	+	0.000	0.000	Merged-chr11-69070779-53
Merged-chr2-121511602-35	chr2	121511396	121511789	+	0.000	0.000	Merged-chr2-121511602-35
Merged-chr19-40666029-20	chr19	40665863	40666210	+	0.000	0.000	Merged-chr19-40666029-20
Merged-chr2-132846803-64	chr2	132846489	132847303	+	0.000	0.000	Merged-chr2-132846803-64
Merged-chr4-145268299-20	chr4	145268057	145268549	+	0.000	0.000	Merged-chr4-145268299-20
Merged-chr9-21723653-9	chr9	21723415	21723817	+	0.000	0.000	Merged-chr9-21723653-9
Merged-chr1-134963108-4	chr1	134963001	134963222	+	0.000	0.000	Merged-chr1-134963108-4
Merged-chr3-19310528-16	chr3	19310079	19310756	+	0.000	0.000	Merged-chr3-19310528-16
Merged-chr1-151685302-45	chr1	151685082	151685610	+	0.000	0.000	Merged-chr1-151685302-45
Merged-chr7-63938781-167	chr7	63938219	63939434	+	0.000	0.000	Merged-chr7-63938781-167
Merged-chr6-128993036-49	chr6	128992786	128993566	+	0.000	0.000	Merged-chr6-128993036-49
Merged-chr11-75226439-1	chr11	75226341	75226539	+	0.000	0.000	Merged-chr11-75226439-1
Merged-chr19-40711719-10	chr19	40711545	40711897	+	0.000	0.000	Merged-chr19-40711719-10
Merged-chr5-74276526-10	chr5	74276357	74276661	+	0.000	0.000	Merged-chr5-74276526-10
Merged-chr9-83446152-4	chr9	83446001	83446304	+	0.000	0.000	Merged-chr9-83446152-4
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr2-18519177-24	chr2	18518952	18519435	+	0.000	0.000	Merged-chr2-18519177-24
Merged-chr9-80002927-14	chr9	80002701	80003151	+	0.000	0.000	Merged-chr9-80002927-14
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr10-80578821-38	chr10	80578412	80579226	+	0.000	0.000	Merged-chr10-80578821-38
