#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Prdm1KO_Tfh.dn.bed
Merged-chr9-89869766-3	chr9	89869632	89869905	+	0.000	0.000	Merged-chr9-89869766-3
Merged-chr19-38812944-7	chr19	38812785	38813131	+	0.000	0.000	Merged-chr19-38812944-7
Merged-chr4-130774769-43	chr4	130774416	130775130	+	0.000	0.000	Merged-chr4-130774769-43
Merged-chr7-68103220-16	chr7	68102842	68103473	+	0.000	0.000	Merged-chr7-68103220-16
Merged-chr12-40559185-9	chr12	40558905	40559427	+	0.000	0.000	Merged-chr12-40559185-9
Merged-chr6-134716268-39	chr6	134715719	134716565	+	0.000	0.000	Merged-chr6-134716268-39
Merged-chr13-112461210-1	chr13	112461112	112461310	+	0.000	0.000	Merged-chr13-112461210-1
Merged-chr5-64811344-3	chr5	64811226	64811461	+	0.000	0.000	Merged-chr5-64811344-3
Merged-chr17-26069049-1	chr17	26068951	26069149	+	0.000	0.000	Merged-chr17-26069049-1
Merged-chr2-127788936-49	chr2	127788637	127789402	+	0.000	0.000	Merged-chr2-127788936-49
Merged-chr9-75645586-46	chr9	75645393	75645860	+	0.000	0.000	Merged-chr9-75645586-46
Merged-chr6-122557216-31	chr6	122556930	122557463	+	0.000	0.000	Merged-chr6-122557216-31
Merged-chr18-79284521-10	chr18	79284270	79284792	+	0.000	0.000	Merged-chr18-79284521-10
Merged-chr1-36911744-25	chr1	36911516	36912007	+	0.000	0.000	Merged-chr1-36911744-25
Merged-chr8-13199982-2	chr8	13199828	13200138	+	0.000	0.000	Merged-chr8-13199982-2
Merged-chr2-72114293-55	chr2	72114067	72114530	+	0.000	0.000	Merged-chr2-72114293-55
Merged-chr5-120746509-1	chr5	120746411	120746609	+	0.000	0.000	Merged-chr5-120746509-1
Merged-chr2-18984447-62	chr2	18984199	18984786	+	0.000	0.000	Merged-chr2-18984447-62
Merged-chr18-35822093-13	chr18	35821966	35822241	+	0.000	0.000	Merged-chr18-35822093-13
Merged-chr15-25726973-5	chr15	25726837	25727106	+	0.000	0.000	Merged-chr15-25726973-5
Merged-chr2-144658858-18	chr2	144658632	144659083	+	0.000	0.000	Merged-chr2-144658858-18
Merged-chr9-118737460-19	chr9	118737111	118737740	+	0.000	0.000	Merged-chr9-118737460-19
Merged-chr9-57148301-53	chr9	57148036	57148559	+	0.000	0.000	Merged-chr9-57148301-53
Merged-chr15-39943134-5	chr15	39943007	39943285	+	0.000	0.000	Merged-chr15-39943134-5
Merged-chr2-103629396-13	chr2	103629202	103629675	+	0.000	0.000	Merged-chr2-103629396-13
Merged-chr1-37029325-41	chr1	37029066	37029636	+	0.000	0.000	Merged-chr1-37029325-41
Merged-chr1-172623833-20	chr1	172623638	172624093	+	0.000	0.000	Merged-chr1-172623833-20
Merged-chr4-53832490-17	chr4	53832303	53832793	+	0.000	0.000	Merged-chr4-53832490-17
Merged-chr13-28959721-31	chr13	28959428	28959904	+	0.000	0.000	Merged-chr13-28959721-31
Merged-chr12-15970457-7	chr12	15970332	15970637	+	0.000	0.000	Merged-chr12-15970457-7
Merged-chr15-97252790-15	chr15	97252548	97253020	+	0.000	0.000	Merged-chr15-97252790-15
Merged-chr5-64438649-29	chr5	64438413	64438897	+	0.000	0.000	Merged-chr5-64438649-29
Merged-chr15-86064998-16	chr15	86064736	86065197	+	0.000	0.000	Merged-chr15-86064998-16
Merged-chr14-65357987-5	chr14	65357869	65358116	+	0.000	0.000	Merged-chr14-65357987-5
Merged-chr2-6366745-10	chr2	6366601	6366887	+	0.000	0.000	Merged-chr2-6366745-10
Merged-chr15-57695732-52	chr15	57695414	57695942	+	0.000	0.000	Merged-chr15-57695732-52
Merged-chr12-17728171-5	chr12	17728043	17728301	+	0.000	0.000	Merged-chr12-17728171-5
Merged-chr2-160944399-11	chr2	160944130	160944759	+	0.000	0.000	Merged-chr2-160944399-11
Merged-chr7-29134852-30	chr7	29134611	29135113	+	0.000	0.000	Merged-chr7-29134852-30
Merged-chr4-154936813-27	chr4	154936667	154936954	+	0.000	0.000	Merged-chr4-154936813-27
Merged-chr13-46930301-92	chr13	46929248	46931029	+	0.000	0.000	Merged-chr13-46930301-92
Merged-chr2-169504323-1	chr2	169504225	169504423	+	0.000	0.000	Merged-chr2-169504323-1
Merged-chr12-82209904-12	chr12	82209712	82210164	+	0.000	0.000	Merged-chr12-82209904-12
Merged-chr9-103092391-37	chr9	103092243	103092558	+	0.000	0.000	Merged-chr9-103092391-37
Merged-chr1-165661084-26	chr1	165660786	165661339	+	0.000	0.000	Merged-chr1-165661084-26
Merged-chr7-128398877-22	chr7	128398658	128399081	+	0.000	0.000	Merged-chr7-128398877-22
Merged-chr8-111582684-27	chr8	111582471	111582920	+	0.000	0.000	Merged-chr8-111582684-27
Merged-chr16-45346908-42	chr16	45346548	45347351	+	0.000	0.000	Merged-chr16-45346908-42
Merged-chr11-75416287-12	chr11	75416045	75416572	+	0.000	0.000	Merged-chr11-75416287-12
Merged-chr19-46518022-1	chr19	46517924	46518122	+	0.000	0.000	Merged-chr19-46518022-1
Merged-chr6-90819007-15	chr6	90818811	90819220	+	0.000	0.000	Merged-chr6-90819007-15
Merged-chr14-54398742-25	chr14	54398180	54399269	+	0.000	0.000	Merged-chr14-54398742-25
Merged-chr11-3199138-87	chr11	3198621	3199767	+	0.000	0.000	Merged-chr11-3199138-87
Merged-chr3-159841536-62	chr3	159840740	159842339	+	0.000	0.000	Merged-chr3-159841536-62
Merged-chr14-21076122-62	chr14	21075923	21076332	+	0.000	0.000	Merged-chr14-21076122-62
Merged-chr7-143053012-41	chr7	143052692	143053296	+	0.000	0.000	Merged-chr7-143053012-41
Merged-chr3-55517605-60	chr3	55517232	55517909	+	0.000	0.000	Merged-chr3-55517605-60
Merged-chr2-103547353-25	chr2	103547129	103547534	+	0.000	0.000	Merged-chr2-103547353-25
Merged-chr2-59645072-13	chr2	59644705	59645304	+	0.000	0.000	Merged-chr2-59645072-13
Merged-chr18-35837766-7	chr18	35837542	35837994	+	0.000	0.000	Merged-chr18-35837766-7
Merged-chr4-150371969-29	chr4	150371648	150372197	+	0.000	0.000	Merged-chr4-150371969-29
Merged-chr11-21688616-8	chr11	21688445	21688782	+	0.000	0.000	Merged-chr11-21688616-8
Merged-chr1-74068657-12	chr1	74068356	74068874	+	0.000	0.000	Merged-chr1-74068657-12
Merged-chr7-120861265-21	chr7	120861069	120861626	+	0.000	0.000	Merged-chr7-120861265-21
Merged-chr18-34861019-147	chr18	34860601	34861772	+	0.000	0.000	Merged-chr18-34861019-147
Merged-chr2-91444621-41	chr2	91444392	91444819	+	0.000	0.000	Merged-chr2-91444621-41
Merged-chr15-64279105-53	chr15	64278788	64279517	+	0.000	0.000	Merged-chr15-64279105-53
Merged-chr16-45261551-46	chr16	45261264	45261826	+	0.000	0.000	Merged-chr16-45261551-46
Merged-chr7-97085509-11	chr7	97085308	97085714	+	0.000	0.000	Merged-chr7-97085509-11
Merged-chr19-57430178-33	chr19	57429961	57430389	+	0.000	0.000	Merged-chr19-57430178-33
Merged-chr16-45361455-26	chr16	45361258	45361652	+	0.000	0.000	Merged-chr16-45361455-26
Merged-chr14-8666263-45	chr14	8665953	8666589	+	0.000	0.000	Merged-chr14-8666263-45
Merged-chr1-172633006-61	chr1	172632795	172633241	+	0.000	0.000	Merged-chr1-172633006-61
Merged-chr2-172914225-30	chr2	172913957	172914558	+	0.000	0.000	Merged-chr2-172914225-30
Merged-chr8-84745577-11	chr8	84745380	84745834	+	0.000	0.000	Merged-chr8-84745577-11
Merged-chr17-5941304-51	chr17	5940915	5941742	+	0.000	0.000	Merged-chr17-5941304-51
Merged-chr2-127760760-14	chr2	127760565	127760972	+	0.000	0.000	Merged-chr2-127760760-14
Merged-chr16-11078619-14	chr16	11078456	11078800	+	0.000	0.000	Merged-chr16-11078619-14
Merged-chr19-29270422-21	chr19	29270275	29270603	+	0.000	0.000	Merged-chr19-29270422-21
Merged-chr19-46471055-66	chr19	46470732	46471381	+	0.000	0.000	Merged-chr19-46471055-66
Merged-chr7-25121549-23	chr7	25121258	25121810	+	0.000	0.000	Merged-chr7-25121549-23
Merged-chr17-84313962-71	chr17	84313453	84314833	+	0.000	0.000	Merged-chr17-84313962-71
Merged-chr5-107190885-10	chr5	107190700	107191066	+	0.000	0.000	Merged-chr5-107190885-10
Merged-chr10-76962071-59	chr10	76961870	76962292	+	0.000	0.000	Merged-chr10-76962071-59
Merged-chr10-60106183-11	chr10	60106045	60106349	+	0.000	0.000	Merged-chr10-60106183-11
Merged-chr3-84461060-54	chr3	84460694	84461373	+	0.000	0.000	Merged-chr3-84461060-54
Merged-chr19-41848121-99	chr19	41847841	41848450	+	0.000	0.000	Merged-chr19-41848121-99
Merged-chr12-21112322-1	chr12	21112224	21112422	+	0.000	0.000	Merged-chr12-21112322-1
Merged-chr1-36273311-46	chr1	36272950	36273682	+	0.000	0.000	Merged-chr1-36273311-46
Merged-chr6-149393090-18	chr6	149392762	149393334	+	0.000	0.000	Merged-chr6-149393090-18
Merged-chr7-78913918-52	chr7	78913695	78914140	+	0.000	0.000	Merged-chr7-78913918-52
Merged-chr7-83641318-6	chr7	83640885	83641677	+	0.000	0.000	Merged-chr7-83641318-6
Merged-chr3-131107214-2	chr3	131107108	131107323	+	0.000	0.000	Merged-chr3-131107214-2
Merged-chr15-53328390-15	chr15	53328132	53328660	+	0.000	0.000	Merged-chr15-53328390-15
Merged-chr17-43699457-36	chr17	43699213	43699736	+	0.000	0.000	Merged-chr17-43699457-36
Merged-chr2-71874138-2	chr2	71874022	71874256	+	0.000	0.000	Merged-chr2-71874138-2
Merged-chr3-130936953-31	chr3	130936353	130937368	+	0.000	0.000	Merged-chr3-130936953-31
Merged-chr12-76844811-17	chr12	76844530	76845053	+	0.000	0.000	Merged-chr12-76844811-17
Merged-chr3-37219348-24	chr3	37219134	37219567	+	0.000	0.000	Merged-chr3-37219348-24
Merged-chr2-18969243-14	chr2	18968990	18969648	+	0.000	0.000	Merged-chr2-18969243-14
Merged-chr2-135692831-27	chr2	135692563	135693178	+	0.000	0.000	Merged-chr2-135692831-27
Merged-chrX-12203140-6	chrX	12202935	12203313	+	0.000	0.000	Merged-chrX-12203140-6
Merged-chr4-59682801-45	chr4	59682552	59683132	+	0.000	0.000	Merged-chr4-59682801-45
Merged-chr4-95557414-63	chr4	95557174	95557759	+	0.000	0.000	Merged-chr4-95557414-63
Merged-chr5-134676584-90	chr5	134676352	134677133	+	0.000	0.000	Merged-chr5-134676584-90
Merged-chr5-147063758-85	chr5	147063252	147064047	+	0.000	0.000	Merged-chr5-147063758-85
Merged-chr3-86110244-24	chr3	86110063	86110449	+	0.000	0.000	Merged-chr3-86110244-24
Merged-chr8-13200567-28	chr8	13200258	13200935	+	0.000	0.000	Merged-chr8-13200567-28
Merged-chr8-111644525-27	chr8	111644312	111644713	+	0.000	0.000	Merged-chr8-111644525-27
Merged-chrX-12252600-19	chrX	12252316	12252841	+	0.000	0.000	Merged-chrX-12252600-19
Merged-chr5-110101482-63	chr5	110101141	110101755	+	0.000	0.000	Merged-chr5-110101482-63
Merged-chr7-49494921-17	chr7	49494722	49495125	+	0.000	0.000	Merged-chr7-49494921-17
Merged-chr7-48959052-34	chr7	48958661	48959371	+	0.000	0.000	Merged-chr7-48959052-34
Merged-chr5-86741340-29	chr5	86741122	86741550	+	0.000	0.000	Merged-chr5-86741340-29
Merged-chr7-116715582-45	chr7	116715143	116715946	+	0.000	0.000	Merged-chr7-116715582-45
Merged-chr5-147066368-10	chr5	147066213	147066494	+	0.000	0.000	Merged-chr5-147066368-10
Merged-chr16-42907502-34	chr16	42907304	42907731	+	0.000	0.000	Merged-chr16-42907502-34
Merged-chr13-36198510-2	chr13	36198386	36198636	+	0.000	0.000	Merged-chr13-36198510-2
Merged-chr3-7613271-98	chr3	7612878	7613827	+	0.000	0.000	Merged-chr3-7613271-98
Merged-chr9-25151697-74	chr9	25151378	25152043	+	0.000	0.000	Merged-chr9-25151697-74
Merged-chr1-35983511-1	chr1	35983413	35983611	+	0.000	0.000	Merged-chr1-35983511-1
Merged-chr2-76255082-31	chr2	76254730	76255292	+	0.000	0.000	Merged-chr2-76255082-31
Merged-chr6-99395873-4	chr6	99395735	99396010	+	0.000	0.000	Merged-chr6-99395873-4
Merged-chr6-124740245-1	chr6	124740147	124740345	+	0.000	0.000	Merged-chr6-124740245-1
Merged-chr15-73591498-6	chr15	73591364	73591682	+	0.000	0.000	Merged-chr15-73591498-6
Merged-chr9-54699684-60	chr9	54699417	54699925	+	0.000	0.000	Merged-chr9-54699684-60
Merged-chr12-17505962-36	chr12	17505716	17506311	+	0.000	0.000	Merged-chr12-17505962-36
Merged-chr2-33370602-3	chr2	33370490	33370711	+	0.000	0.000	Merged-chr2-33370602-3
Merged-chr13-64432516-70	chr13	64432200	64432778	+	0.000	0.000	Merged-chr13-64432516-70
Merged-chr2-70931049-24	chr2	70930823	70931286	+	0.000	0.000	Merged-chr2-70931049-24
Merged-chr18-79589307-27	chr18	79588905	79589570	+	0.000	0.000	Merged-chr18-79589307-27
Merged-chr1-89070221-114	chr1	89069927	89070639	+	0.000	0.000	Merged-chr1-89070221-114
Merged-chr2-24642130-1	chr2	24642032	24642230	+	0.000	0.000	Merged-chr2-24642130-1
Merged-chr4-140776069-5	chr4	140775938	140776190	+	0.000	0.000	Merged-chr4-140776069-5
Merged-chr1-136018170-77	chr1	136017791	136018519	+	0.000	0.000	Merged-chr1-136018170-77
Merged-chr17-26069503-58	chr17	26069275	26069867	+	0.000	0.000	Merged-chr17-26069503-58
Merged-chr11-61685671-1	chr11	61685573	61685771	+	0.000	0.000	Merged-chr11-61685671-1
Merged-chr12-69295159-8	chr12	69295001	69295329	+	0.000	0.000	Merged-chr12-69295159-8
Merged-chr5-65832305-23	chr5	65832147	65832482	+	0.000	0.000	Merged-chr5-65832305-23
Merged-chr2-19388892-38	chr2	19388676	19389176	+	0.000	0.000	Merged-chr2-19388892-38
Merged-chr7-116608000-3	chr7	116607889	116608126	+	0.000	0.000	Merged-chr7-116608000-3
Merged-chr1-89071066-2	chr1	89070965	89071169	+	0.000	0.000	Merged-chr1-89071066-2
Merged-chr7-143822961-65	chr7	143822738	143823209	+	0.000	0.000	Merged-chr7-143822961-65
Merged-chr11-20553238-64	chr11	20552986	20553381	+	0.000	0.000	Merged-chr11-20553238-64
Merged-chr14-10301500-37	chr14	10300900	10301891	+	0.000	0.000	Merged-chr14-10301500-37
Merged-chr14-57749754-9	chr14	57749615	57749925	+	0.000	0.000	Merged-chr14-57749754-9
Merged-chrX-12135099-86	chrX	12134764	12135469	+	0.000	0.000	Merged-chrX-12135099-86
Merged-chr17-34932523-2	chr17	34932394	34932654	+	0.000	0.000	Merged-chr17-34932523-2
Merged-chr1-89078996-39	chr1	89078660	89079297	+	0.000	0.000	Merged-chr1-89078996-39
Merged-chr5-64375816-4	chr5	64375613	64376017	+	0.000	0.000	Merged-chr5-64375816-4
Merged-chr12-54205325-3	chr12	54205180	54205492	+	0.000	0.000	Merged-chr12-54205325-3
Merged-chr8-124663205-81	chr8	124662937	124663634	+	0.000	0.000	Merged-chr8-124663205-81
Merged-chr3-97237606-6	chr3	97237405	97237826	+	0.000	0.000	Merged-chr3-97237606-6
Merged-chr7-51879410-58	chr7	51879187	51879695	+	0.000	0.000	Merged-chr7-51879410-58
Merged-chr2-163203461-118	chr2	163203114	163203884	+	0.000	0.000	Merged-chr2-163203461-118
Merged-chr8-81558760-48	chr8	81558537	81558985	+	0.000	0.000	Merged-chr8-81558760-48
Merged-chr11-113470175-37	chr11	113469699	113470493	+	0.000	0.000	Merged-chr11-113470175-37
Merged-chr2-6378947-26	chr2	6378711	6379216	+	0.000	0.000	Merged-chr2-6378947-26
Merged-chrX-166229912-22	chrX	166229532	166230135	+	0.000	0.000	Merged-chrX-166229912-22
Merged-chr2-93470226-10	chr2	93470040	93470395	+	0.000	0.000	Merged-chr2-93470226-10
Merged-chr8-3221344-66	chr8	3221023	3221631	+	0.000	0.000	Merged-chr8-3221344-66
Merged-chr19-46452704-8	chr19	46452504	46452928	+	0.000	0.000	Merged-chr19-46452704-8
Merged-chr16-20693394-48	chr16	20693155	20693598	+	0.000	0.000	Merged-chr16-20693394-48
Merged-chr7-97066863-6	chr7	97066661	97067048	+	0.000	0.000	Merged-chr7-97066863-6
Merged-chr4-119415497-57	chr4	119415276	119415782	+	0.000	0.000	Merged-chr4-119415497-57
Merged-chr3-121953322-32	chr3	121952985	121953794	+	0.000	0.000	Merged-chr3-121953322-32
Merged-chr15-73642732-1	chr15	73642634	73642832	+	0.000	0.000	Merged-chr15-73642732-1
Merged-chr15-61986471-14	chr15	61986311	61986694	+	0.000	0.000	Merged-chr15-61986471-14
Merged-chr15-53100948-56	chr15	53100584	53101586	+	0.000	0.000	Merged-chr15-53100948-56
Merged-chr7-49303959-15	chr7	49303628	49304349	+	0.000	0.000	Merged-chr7-49303959-15
Merged-chr6-128788729-15	chr6	128788491	128789047	+	0.000	0.000	Merged-chr6-128788729-15
Merged-chr14-61971472-73	chr14	61971172	61971703	+	0.000	0.000	Merged-chr14-61971472-73
Merged-chr14-122191173-22	chr14	122190963	122191393	+	0.000	0.000	Merged-chr14-122191173-22
Merged-chr4-137899052-12	chr4	137898657	137899441	+	0.000	0.000	Merged-chr4-137899052-12
Merged-chr5-36945334-10	chr5	36945129	36945568	+	0.000	0.000	Merged-chr5-36945334-10
Merged-chr10-80929752-196	chr10	80928636	80930574	+	0.000	0.000	Merged-chr10-80929752-196
Merged-chr16-25423952-5	chr16	25423770	25424155	+	0.000	0.000	Merged-chr16-25423952-5
Merged-chr16-17257463-2	chr16	17257347	17257581	+	0.000	0.000	Merged-chr16-17257463-2
Merged-chr1-78644356-22	chr1	78644078	78644622	+	0.000	0.000	Merged-chr1-78644356-22
Merged-chr9-102860175-15	chr9	102859910	102860432	+	0.000	0.000	Merged-chr9-102860175-15
Merged-chr10-99284943-24	chr10	99284732	99285148	+	0.000	0.000	Merged-chr10-99284943-24
Merged-chr7-51913756-51	chr7	51913481	51914080	+	0.000	0.000	Merged-chr7-51913756-51
Merged-chr4-95693766-3	chr4	95693591	95693908	+	0.000	0.000	Merged-chr4-95693766-3
Merged-chr10-95973477-5	chr10	95973362	95973599	+	0.000	0.000	Merged-chr10-95973477-5
Merged-chr3-121425737-1	chr3	121425639	121425837	+	0.000	0.000	Merged-chr3-121425737-1
Merged-chr6-147582675-1	chr6	147582577	147582775	+	0.000	0.000	Merged-chr6-147582675-1
Merged-chr10-17653383-10	chr10	17653234	17653666	+	0.000	0.000	Merged-chr10-17653383-10
Merged-chr1-69469398-35	chr1	69469049	69469616	+	0.000	0.000	Merged-chr1-69469398-35
Merged-chr6-146514495-1	chr6	146514397	146514595	+	0.000	0.000	Merged-chr6-146514495-1
Merged-chr6-145001690-1	chr6	145001592	145001790	+	0.000	0.000	Merged-chr6-145001690-1
Merged-chrX-73930855-8	chrX	73930613	73931015	+	0.000	0.000	Merged-chrX-73930855-8
Merged-chr2-76338983-25	chr2	76338578	76339508	+	0.000	0.000	Merged-chr2-76338983-25
Merged-chr3-106493265-20	chr3	106492830	106493594	+	0.000	0.000	Merged-chr3-106493265-20
Merged-chr11-113468727-8	chr11	113468376	113469090	+	0.000	0.000	Merged-chr11-113468727-8
Merged-chr11-73019652-4	chr11	73019511	73019782	+	0.000	0.000	Merged-chr11-73019652-4
Merged-chr5-38632599-22	chr5	38632417	38632842	+	0.000	0.000	Merged-chr5-38632599-22
Merged-chr1-138251251-10	chr1	138250992	138251422	+	0.000	0.000	Merged-chr1-138251251-10
Merged-chr4-120381159-28	chr4	120380715	120381391	+	0.000	0.000	Merged-chr4-120381159-28
Merged-chr14-61673418-8	chr14	61673232	61673594	+	0.000	0.000	Merged-chr14-61673418-8
Merged-chr19-6067644-87	chr19	6066982	6068099	+	0.000	0.000	Merged-chr19-6067644-87
Merged-chr6-37355580-18	chr6	37355393	37355831	+	0.000	0.000	Merged-chr6-37355580-18
Merged-chr15-58214039-16	chr15	58213854	58214279	+	0.000	0.000	Merged-chr15-58214039-16
Merged-chr17-31073520-38	chr17	31073331	31073750	+	0.000	0.000	Merged-chr17-31073520-38
Merged-chr5-35884735-14	chr5	35884371	35884996	+	0.000	0.000	Merged-chr5-35884735-14
Merged-chr18-78146988-36	chr18	78146726	78147208	+	0.000	0.000	Merged-chr18-78146988-36
Merged-chr6-48047519-4	chr6	48047304	48047794	+	0.000	0.000	Merged-chr6-48047519-4
Merged-chr1-92148662-9	chr1	92148413	92148841	+	0.000	0.000	Merged-chr1-92148662-9
Merged-chr7-49821245-2	chr7	49821140	49821353	+	0.000	0.000	Merged-chr7-49821245-2
Merged-chr4-106804422-78	chr4	106804155	106804740	+	0.000	0.000	Merged-chr4-106804422-78
Merged-chr14-57746158-94	chr14	57745637	57746566	+	0.000	0.000	Merged-chr14-57746158-94
Merged-chr16-97402099-85	chr16	97401497	97402374	+	0.000	0.000	Merged-chr16-97402099-85
Merged-chr5-35857976-32	chr5	35857324	35858422	+	0.000	0.000	Merged-chr5-35857976-32
Merged-chr12-21111688-87	chr12	21111193	21112084	+	0.000	0.000	Merged-chr12-21111688-87
Merged-chr3-68975030-16	chr3	68974806	68975463	+	0.000	0.000	Merged-chr3-68975030-16
Merged-chr10-60168777-18	chr10	60168380	60169102	+	0.000	0.000	Merged-chr10-60168777-18
Merged-chr17-26012151-57	chr17	26011984	26012343	+	0.000	0.000	Merged-chr17-26012151-57
Merged-chr11-113508478-30	chr11	113508182	113508959	+	0.000	0.000	Merged-chr11-113508478-30
Merged-chr15-53144831-1	chr15	53144733	53144931	+	0.000	0.000	Merged-chr15-53144831-1
Merged-chr9-57439925-69	chr9	57439629	57440225	+	0.000	0.000	Merged-chr9-57439925-69
Merged-chr18-55107186-34	chr18	55106957	55107431	+	0.000	0.000	Merged-chr18-55107186-34
Merged-chr16-76355111-106	chr16	76354848	76355607	+	0.000	0.000	Merged-chr16-76355111-106
Merged-chr15-93514141-31	chr15	93513938	93514294	+	0.000	0.000	Merged-chr15-93514141-31
Merged-chr5-147056200-56	chr5	147055857	147056518	+	0.000	0.000	Merged-chr5-147056200-56
Merged-chr1-73936147-96	chr1	73935314	73937166	+	0.000	0.000	Merged-chr1-73936147-96
Merged-chr6-99385322-22	chr6	99385143	99385495	+	0.000	0.000	Merged-chr6-99385322-22
Merged-chr16-57421651-1	chr16	57421553	57421751	+	0.000	0.000	Merged-chr16-57421651-1
Merged-chr3-121981151-1	chr3	121981053	121981251	+	0.000	0.000	Merged-chr3-121981151-1
Merged-chr13-43785178-35	chr13	43784909	43785410	+	0.000	0.000	Merged-chr13-43785178-35
Merged-chr4-137866445-39	chr4	137866257	137866600	+	0.000	0.000	Merged-chr4-137866445-39
Merged-chr14-69805276-121	chr14	69804729	69805732	+	0.000	0.000	Merged-chr14-69805276-121
Merged-chrX-166226942-20	chrX	166226777	166227128	+	0.000	0.000	Merged-chrX-166226942-20
Merged-chr15-53128764-16	chr15	53128537	53128979	+	0.000	0.000	Merged-chr15-53128764-16
Merged-chr1-40270679-1	chr1	40270581	40270779	+	0.000	0.000	Merged-chr1-40270679-1
Merged-chr11-113786064-7	chr11	113785876	113786274	+	0.000	0.000	Merged-chr11-113786064-7
Merged-chr1-60979583-29	chr1	60979132	60980050	+	0.000	0.000	Merged-chr1-60979583-29
Merged-chr12-36474390-19	chr12	36474139	36474694	+	0.000	0.000	Merged-chr12-36474390-19
Merged-chr16-59599924-1	chr16	59599826	59600024	+	0.000	0.000	Merged-chr16-59599924-1
Merged-chr4-6882868-33	chr4	6882683	6883141	+	0.000	0.000	Merged-chr4-6882868-33
Merged-chr6-129241948-1	chr6	129241850	129242048	+	0.000	0.000	Merged-chr6-129241948-1
Merged-chr4-137836034-23	chr4	137835810	137836220	+	0.000	0.000	Merged-chr4-137836034-23
Merged-chr13-92671922-24	chr13	92671524	92672220	+	0.000	0.000	Merged-chr13-92671922-24
Merged-chr6-146514748-15	chr6	146514609	146514896	+	0.000	0.000	Merged-chr6-146514748-15
Merged-chr9-104337728-48	chr9	104337486	104337963	+	0.000	0.000	Merged-chr9-104337728-48
Merged-chrX-167330775-21	chrX	167330355	167331218	+	0.000	0.000	Merged-chrX-167330775-21
Merged-chr1-89092949-17	chr1	89092771	89093193	+	0.000	0.000	Merged-chr1-89092949-17
Merged-chr10-63386693-47	chr10	63386466	63386968	+	0.000	0.000	Merged-chr10-63386693-47
Merged-chr16-89960655-20	chr16	89960442	89960990	+	0.000	0.000	Merged-chr16-89960655-20
Merged-chr2-6396232-31	chr2	6396006	6396491	+	0.000	0.000	Merged-chr2-6396232-31
Merged-chr14-45075107-35	chr14	45074838	45075354	+	0.000	0.000	Merged-chr14-45075107-35
Merged-chr5-90612116-89	chr5	90611882	90612603	+	0.000	0.000	Merged-chr5-90612116-89
Merged-chr12-103348740-28	chr12	103348485	103348930	+	0.000	0.000	Merged-chr12-103348740-28
Merged-chr3-131110145-3	chr3	131109953	131110318	+	0.000	0.000	Merged-chr3-131110145-3
Merged-chr18-79109786-142	chr18	79108673	79110540	+	0.000	0.000	Merged-chr18-79109786-142
Merged-chr5-65901111-39	chr5	65900882	65901364	+	0.000	0.000	Merged-chr5-65901111-39
Merged-chr17-5976563-19	chr17	5976306	5976741	+	0.000	0.000	Merged-chr17-5976563-19
Merged-chr7-64185486-19	chr7	64185243	64185746	+	0.000	0.000	Merged-chr7-64185486-19
Merged-chr9-85680180-31	chr9	85679812	85680497	+	0.000	0.000	Merged-chr9-85680180-31
Merged-chr16-30600672-7	chr16	30600490	30600906	+	0.000	0.000	Merged-chr16-30600672-7
Merged-chr19-17296295-2	chr19	17296192	17296400	+	0.000	0.000	Merged-chr19-17296295-2
Merged-chr13-104286151-10	chr13	104285954	104286269	+	0.000	0.000	Merged-chr13-104286151-10
Merged-chr7-143784213-40	chr7	143783990	143784473	+	0.000	0.000	Merged-chr7-143784213-40
Merged-chr11-117878483-30	chr11	117878242	117878738	+	0.000	0.000	Merged-chr11-117878483-30
Merged-chr6-128902189-21	chr6	128901951	128902406	+	0.000	0.000	Merged-chr6-128902189-21
Merged-chr10-14042980-37	chr10	14042638	14043373	+	0.000	0.000	Merged-chr10-14042980-37
Merged-chr14-101470106-24	chr14	101469889	101470409	+	0.000	0.000	Merged-chr14-101470106-24
Merged-chr11-102393451-21	chr11	102393136	102393815	+	0.000	0.000	Merged-chr11-102393451-21
Merged-chr8-46398526-1	chr8	46398428	46398626	+	0.000	0.000	Merged-chr8-46398526-1
Merged-chr9-85710514-26	chr9	85710229	85710771	+	0.000	0.000	Merged-chr9-85710514-26
Merged-chr9-96646706-23	chr9	96646169	96647024	+	0.000	0.000	Merged-chr9-96646706-23
Merged-chr7-112183404-37	chr7	112183218	112183644	+	0.000	0.000	Merged-chr7-112183404-37
Merged-chr10-14045583-5	chr10	14045485	14045683	+	0.000	0.000	Merged-chr10-14045583-5
Merged-chr10-13475400-5	chr10	13475257	13475631	+	0.000	0.000	Merged-chr10-13475400-5
Merged-chr7-45459501-134	chr7	45458983	45459963	+	0.000	0.000	Merged-chr7-45459501-134
Merged-chr18-35850892-1	chr18	35850794	35850992	+	0.000	0.000	Merged-chr18-35850892-1
Merged-chr10-78465004-63	chr10	78464722	78465266	+	0.000	0.000	Merged-chr10-78465004-63
Merged-chr14-44977527-23	chr14	44977284	44977741	+	0.000	0.000	Merged-chr14-44977527-23
