#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr5-43808144-44	chr5	43807930	43808337	+	0.000	0.000	Merged-chr5-43808144-44
Merged-chr6-128889092-57	chr6	128888819	128889360	+	0.000	0.000	Merged-chr6-128889092-57
Merged-chr1-74794765-31	chr1	74794520	74795036	+	0.000	0.000	Merged-chr1-74794765-31
Merged-chr9-101073611-17	chr9	101073385	101073859	+	0.000	0.000	Merged-chr9-101073611-17
Merged-chr2-68466295-74	chr2	68465822	68466588	+	0.000	0.000	Merged-chr2-68466295-74
Merged-chr4-109471151-19	chr4	109470839	109471466	+	0.000	0.000	Merged-chr4-109471151-19
Merged-chr2-3922894-15	chr2	3922700	3923078	+	0.000	0.000	Merged-chr2-3922894-15
Merged-chr12-31654866-80	chr12	31654472	31655118	+	0.000	0.000	Merged-chr12-31654866-80
Merged-chr12-69458442-59	chr12	69458248	69458640	+	0.000	0.000	Merged-chr12-69458442-59
Merged-chr10-118870493-2	chr10	118870391	118870598	+	0.000	0.000	Merged-chr10-118870493-2
Merged-chr10-61649284-2	chr10	61649186	61649384	+	0.000	0.000	Merged-chr10-61649284-2
Merged-chr11-79076715-52	chr11	79076504	79076933	+	0.000	0.000	Merged-chr11-79076715-52
Merged-chr5-75717896-2	chr5	75717713	75718082	+	0.000	0.000	Merged-chr5-75717896-2
Merged-chr15-59106207-41	chr15	59105953	59106642	+	0.000	0.000	Merged-chr15-59106207-41
Merged-chr8-104535599-3	chr8	104535474	104535741	+	0.000	0.000	Merged-chr8-104535599-3
Merged-chr17-73813260-38	chr17	73813068	73813466	+	0.000	0.000	Merged-chr17-73813260-38
Merged-chr9-94670459-1	chr9	94670361	94670559	+	0.000	0.000	Merged-chr9-94670459-1
Merged-chr6-143957629-72	chr6	143957002	143958284	+	0.000	0.000	Merged-chr6-143957629-72
Merged-chr16-95994791-31	chr16	95994572	95995025	+	0.000	0.000	Merged-chr16-95994791-31
Merged-chr13-5185100-1	chr13	5185002	5185200	+	0.000	0.000	Merged-chr13-5185100-1
Merged-chr10-23787173-89	chr10	23786804	23787708	+	0.000	0.000	Merged-chr10-23787173-89
Merged-chr18-24203899-3	chr18	24203765	24204028	+	0.000	0.000	Merged-chr18-24203899-3
Merged-chrX-150813149-62	chrX	150812922	150813399	+	0.000	0.000	Merged-chrX-150813149-62
Merged-chr19-42090289-87	chr19	42089870	42090694	+	0.000	0.000	Merged-chr19-42090289-87
Merged-chr10-120616812-55	chr10	120616480	120617149	+	0.000	0.000	Merged-chr10-120616812-55
Merged-chr13-30085305-34	chr13	30085087	30085497	+	0.000	0.000	Merged-chr13-30085305-34
Merged-chr12-117579368-17	chr12	117579123	117579589	+	0.000	0.000	Merged-chr12-117579368-17
Merged-chr4-125127397-1	chr4	125127299	125127497	+	0.000	0.000	Merged-chr4-125127397-1
Merged-chr4-109471713-1	chr4	109471615	109471813	+	0.000	0.000	Merged-chr4-109471713-1
Merged-chr17-15816733-57	chr17	15816495	15817044	+	0.000	0.000	Merged-chr17-15816733-57
Merged-chr4-41135735-138	chr4	41135175	41136469	+	0.000	0.000	Merged-chr4-41135735-138
Merged-chr12-113220525-36	chr12	113220250	113220788	+	0.000	0.000	Merged-chr12-113220525-36
Merged-chr14-78438304-11	chr14	78438128	78438465	+	0.000	0.000	Merged-chr14-78438304-11
Merged-chr18-41951172-76	chr18	41950912	41951461	+	0.000	0.000	Merged-chr18-41951172-76
Merged-chr18-53817599-8	chr18	53817480	53817727	+	0.000	0.000	Merged-chr18-53817599-8
Merged-chr4-33248647-4	chr4	33248495	33248801	+	0.000	0.000	Merged-chr4-33248647-4
Merged-chr2-158410061-111	chr2	158409534	158410656	+	0.000	0.000	Merged-chr2-158410061-111
Merged-chr9-41048392-23	chr9	41048085	41048660	+	0.000	0.000	Merged-chr9-41048392-23
Merged-chr18-24237197-17	chr18	24236927	24237643	+	0.000	0.000	Merged-chr18-24237197-17
Merged-chr19-16802256-9	chr19	16801957	16802417	+	0.000	0.000	Merged-chr19-16802256-9
Merged-chr4-134495350-57	chr4	134495113	134495649	+	0.000	0.000	Merged-chr4-134495350-57
Merged-chr10-53629829-112	chr10	53629535	53630173	+	0.000	0.000	Merged-chr10-53629829-112
Merged-chr8-66914324-25	chr8	66914051	66914609	+	0.000	0.000	Merged-chr8-66914324-25
Merged-chr6-88769866-45	chr6	88769584	88770032	+	0.000	0.000	Merged-chr6-88769866-45
Merged-chr10-19139466-5	chr10	19139335	19139617	+	0.000	0.000	Merged-chr10-19139466-5
Merged-chr1-82879357-31	chr1	82879180	82879666	+	0.000	0.000	Merged-chr1-82879357-31
Merged-chr14-118649804-48	chr14	118649446	118650270	+	0.000	0.000	Merged-chr14-118649804-48
Merged-chr9-7872811-86	chr9	7872395	7873264	+	0.000	0.000	Merged-chr9-7872811-86
Merged-chr12-108636667-1	chr12	108636569	108636767	+	0.000	0.000	Merged-chr12-108636667-1
Merged-chr1-82898470-7	chr1	82898323	82898605	+	0.000	0.000	Merged-chr1-82898470-7
Merged-chr16-24152137-5	chr16	24152011	24152255	+	0.000	0.000	Merged-chr16-24152137-5
Merged-chr9-92542439-104	chr9	92542088	92542735	+	0.000	0.000	Merged-chr9-92542439-104
Merged-chr15-59641442-25	chr15	59641150	59641719	+	0.000	0.000	Merged-chr15-59641442-25
Merged-chr4-125160619-27	chr4	125160390	125160870	+	0.000	0.000	Merged-chr4-125160619-27
Merged-chr9-41064471-7	chr9	41064324	41064646	+	0.000	0.000	Merged-chr9-41064471-7
Merged-chr8-88637468-1	chr8	88637370	88637568	+	0.000	0.000	Merged-chr8-88637468-1
Merged-chr1-186749354-72	chr1	186749060	186749646	+	0.000	0.000	Merged-chr1-186749354-72
Merged-chr13-3897020-16	chr13	3896807	3897158	+	0.000	0.000	Merged-chr13-3897020-16
Merged-chr6-122669601-34	chr6	122669365	122669823	+	0.000	0.000	Merged-chr6-122669601-34
Merged-chr6-17731851-7	chr6	17731685	17732012	+	0.000	0.000	Merged-chr6-17731851-7
Merged-chr10-19215120-16	chr10	19214943	19215276	+	0.000	0.000	Merged-chr10-19215120-16
Merged-chr6-144041035-1	chr6	144040937	144041135	+	0.000	0.000	Merged-chr6-144041035-1
Merged-chr15-62145292-46	chr15	62145026	62145697	+	0.000	0.000	Merged-chr15-62145292-46
Merged-chr3-126666048-4	chr3	126665927	126666173	+	0.000	0.000	Merged-chr3-126666048-4
Merged-chr8-122283780-2	chr8	122283618	122283944	+	0.000	0.000	Merged-chr8-122283780-2
Merged-chr5-66618614-86	chr5	66618373	66619108	+	0.000	0.000	Merged-chr5-66618614-86
Merged-chr19-61266710-124	chr19	61266112	61267021	+	0.000	0.000	Merged-chr19-61266710-124
Merged-chr2-120500231-54	chr2	120500032	120500528	+	0.000	0.000	Merged-chr2-120500231-54
Merged-chr12-73746193-23	chr12	73745902	73746385	+	0.000	0.000	Merged-chr12-73746193-23
Merged-chr2-25620603-21	chr2	25620293	25620901	+	0.000	0.000	Merged-chr2-25620603-21
Merged-chr5-75604922-2	chr5	75604795	75605051	+	0.000	0.000	Merged-chr5-75604922-2
Merged-chr19-44281022-35	chr19	44280804	44281186	+	0.000	0.000	Merged-chr19-44281022-35
Merged-chr14-52014497-76	chr14	52013835	52015190	+	0.000	0.000	Merged-chr14-52014497-76
Merged-chr9-101099532-8	chr9	101099352	101099706	+	0.000	0.000	Merged-chr9-101099532-8
Merged-chr9-53328523-30	chr9	53328272	53328753	+	0.000	0.000	Merged-chr9-53328523-30
Merged-chr7-122034614-1	chr7	122034516	122034714	+	0.000	0.000	Merged-chr7-122034614-1
Merged-chr10-59921087-38	chr10	59920781	59921472	+	0.000	0.000	Merged-chr10-59921087-38
Merged-chr9-14500635-62	chr9	14500341	14500895	+	0.000	0.000	Merged-chr9-14500635-62
Merged-chr2-77272026-8	chr2	77271813	77272203	+	0.000	0.000	Merged-chr2-77272026-8
Merged-chr2-17671925-58	chr2	17671593	17672189	+	0.000	0.000	Merged-chr2-17671925-58
Merged-chr6-143938728-3	chr6	143938599	143938874	+	0.000	0.000	Merged-chr6-143938728-3
Merged-chr9-95121353-17	chr9	95121076	95121561	+	0.000	0.000	Merged-chr9-95121353-17
Merged-chr7-132672749-42	chr7	132672511	132672959	+	0.000	0.000	Merged-chr7-132672749-42
Merged-chr8-126590193-39	chr8	126589895	126590443	+	0.000	0.000	Merged-chr8-126590193-39
Merged-chr3-37126124-62	chr3	37125670	37126642	+	0.000	0.000	Merged-chr3-37126124-62
Merged-chr2-68426201-4	chr2	68426050	68426328	+	0.000	0.000	Merged-chr2-68426201-4
Merged-chr12-111239020-11	chr12	111238829	111239190	+	0.000	0.000	Merged-chr12-111239020-11
Merged-chr15-58750240-28	chr15	58750052	58750520	+	0.000	0.000	Merged-chr15-58750240-28
Merged-chr12-81845150-28	chr12	81844903	81845444	+	0.000	0.000	Merged-chr12-81845150-28
Merged-chr10-116487356-53	chr10	116487061	116487701	+	0.000	0.000	Merged-chr10-116487356-53
Merged-chr19-36538686-27	chr19	36538382	36538960	+	0.000	0.000	Merged-chr19-36538686-27
Merged-chr2-3910596-12	chr2	3910395	3910821	+	0.000	0.000	Merged-chr2-3910596-12
Merged-chr4-63849353-15	chr4	63849205	63849520	+	0.000	0.000	Merged-chr4-63849353-15
Merged-chrX-152336709-50	chrX	152336427	152336925	+	0.000	0.000	Merged-chrX-152336709-50
Merged-chr6-89430061-1	chr6	89429963	89430161	+	0.000	0.000	Merged-chr6-89430061-1
Merged-chr18-64889012-12	chr18	64888748	64889212	+	0.000	0.000	Merged-chr18-64889012-12
Merged-chr10-118722050-7	chr10	118721897	118722229	+	0.000	0.000	Merged-chr10-118722050-7
Merged-chr1-131280429-28	chr1	131280248	131280640	+	0.000	0.000	Merged-chr1-131280429-28
Merged-chr8-106415432-52	chr8	106415176	106415697	+	0.000	0.000	Merged-chr8-106415432-52
Merged-chr1-164078589-50	chr1	164078133	164079064	+	0.000	0.000	Merged-chr1-164078589-50
Merged-chr11-3142857-101	chr11	3141947	3143524	+	0.000	0.000	Merged-chr11-3142857-101
Merged-chr5-86783243-43	chr5	86783048	86783508	+	0.000	0.000	Merged-chr5-86783243-43
Merged-chr9-41004686-23	chr9	41004514	41004923	+	0.000	0.000	Merged-chr9-41004686-23
Merged-chr18-53418017-24	chr18	53417772	53418322	+	0.000	0.000	Merged-chr18-53418017-24
Merged-chr5-105609798-27	chr5	105609548	105610091	+	0.000	0.000	Merged-chr5-105609798-27
Merged-chr6-144088570-3	chr6	144088448	144088691	+	0.000	0.000	Merged-chr6-144088570-3
Merged-chr10-116473728-88	chr10	116473461	116474416	+	0.000	0.000	Merged-chr10-116473728-88
Merged-chr5-75690095-1	chr5	75689997	75690195	+	0.000	0.000	Merged-chr5-75690095-1
Merged-chr11-3153877-52	chr11	3153573	3154362	+	0.000	0.000	Merged-chr11-3153877-52
Merged-chr13-3890264-8	chr13	3890117	3890396	+	0.000	0.000	Merged-chr13-3890264-8
Merged-chr6-89343063-1	chr6	89342965	89343163	+	0.000	0.000	Merged-chr6-89343063-1
Merged-chr2-158410869-4	chr2	158410663	158411063	+	0.000	0.000	Merged-chr2-158410869-4
Merged-chr7-127898776-6	chr7	127898583	127899056	+	0.000	0.000	Merged-chr7-127898776-6
Merged-chr16-70326807-66	chr16	70326525	70327055	+	0.000	0.000	Merged-chr16-70326807-66
Merged-chr12-117534555-3	chr12	117534372	117534776	+	0.000	0.000	Merged-chr12-117534555-3
Merged-chr6-144329601-7	chr6	144329462	144329823	+	0.000	0.000	Merged-chr6-144329601-7
Merged-chr5-75622641-9	chr5	75622220	75622990	+	0.000	0.000	Merged-chr5-75622641-9
Merged-chr7-132656462-65	chr7	132656178	132656689	+	0.000	0.000	Merged-chr7-132656462-65
Merged-chr8-18850232-3	chr8	18850130	18850339	+	0.000	0.000	Merged-chr8-18850232-3
Merged-chr14-118700236-58	chr14	118699930	118700538	+	0.000	0.000	Merged-chr14-118700236-58
Merged-chr2-68466815-2	chr2	68466705	68466927	+	0.000	0.000	Merged-chr2-68466815-2
Merged-chr9-40448994-23	chr9	40448779	40449291	+	0.000	0.000	Merged-chr9-40448994-23
Merged-chr8-10006973-74	chr8	10006339	10007561	+	0.000	0.000	Merged-chr8-10006973-74
Merged-chr8-15019042-1	chr8	15018944	15019142	+	0.000	0.000	Merged-chr8-15019042-1
Merged-chr10-42888420-50	chr10	42888163	42888601	+	0.000	0.000	Merged-chr10-42888420-50
Merged-chr3-62506895-65	chr3	62506539	62507111	+	0.000	0.000	Merged-chr3-62506895-65
Merged-chr10-120528011-1	chr10	120527913	120528111	+	0.000	0.000	Merged-chr10-120528011-1
Merged-chr8-121898554-47	chr8	121898358	121898772	+	0.000	0.000	Merged-chr8-121898554-47
Merged-chr15-9569667-1	chr15	9569569	9569767	+	0.000	0.000	Merged-chr15-9569667-1
Merged-chr7-92463612-13	chr7	92463318	92463833	+	0.000	0.000	Merged-chr7-92463612-13
Merged-chr17-84191092-7	chr17	84190961	84191240	+	0.000	0.000	Merged-chr17-84191092-7
Merged-chr6-144021716-7	chr6	144021543	144021986	+	0.000	0.000	Merged-chr6-144021716-7
Merged-chr2-26225343-1	chr2	26225245	26225443	+	0.000	0.000	Merged-chr2-26225343-1
Merged-chr6-133960914-20	chr6	133960617	133961163	+	0.000	0.000	Merged-chr6-133960914-20
Merged-chr12-117489789-1	chr12	117489691	117489889	+	0.000	0.000	Merged-chr12-117489789-1
Merged-chr18-80469735-111	chr18	80469369	80470159	+	0.000	0.000	Merged-chr18-80469735-111
Merged-chr1-39986812-43	chr1	39986599	39987214	+	0.000	0.000	Merged-chr1-39986812-43
Merged-chr9-94945890-45	chr9	94945642	94946109	+	0.000	0.000	Merged-chr9-94945890-45
Merged-chr4-128805784-3	chr4	128805566	128805944	+	0.000	0.000	Merged-chr4-128805784-3
Merged-chr13-117034098-43	chr13	117033709	117034434	+	0.000	0.000	Merged-chr13-117034098-43
Merged-chr9-92250211-113	chr9	92249915	92250567	+	0.000	0.000	Merged-chr9-92250211-113
Merged-chr13-12379617-6	chr13	12379448	12379800	+	0.000	0.000	Merged-chr13-12379617-6
Merged-chr2-17689899-1	chr2	17689801	17689999	+	0.000	0.000	Merged-chr2-17689899-1
Merged-chr6-145269660-23	chr6	145269442	145269900	+	0.000	0.000	Merged-chr6-145269660-23
Merged-chr16-93586455-1	chr16	93586357	93586555	+	0.000	0.000	Merged-chr16-93586455-1
Merged-chr18-41409685-1	chr18	41409587	41409785	+	0.000	0.000	Merged-chr18-41409685-1
Merged-chr8-106433085-10	chr8	106432858	106433298	+	0.000	0.000	Merged-chr8-106433085-10
Merged-chr10-118869269-178	chr10	118868918	118870023	+	0.000	0.000	Merged-chr10-118869269-178
Merged-chr15-100189073-42	chr15	100188831	100189420	+	0.000	0.000	Merged-chr15-100189073-42
Merged-chr4-125127719-83	chr4	125127505	125128003	+	0.000	0.000	Merged-chr4-125127719-83
Merged-chr15-9529844-37	chr15	9529643	9530079	+	0.000	0.000	Merged-chr15-9529844-37
Merged-chr9-35475679-27	chr9	35475441	35475891	+	0.000	0.000	Merged-chr9-35475679-27
Merged-chr12-113275363-4	chr12	113275263	113275466	+	0.000	0.000	Merged-chr12-113275363-4
Merged-chr4-41180008-12	chr4	41179772	41180164	+	0.000	0.000	Merged-chr4-41180008-12
Merged-chrX-98291562-2	chrX	98291464	98291662	+	0.000	0.000	Merged-chrX-98291562-2
Merged-chr3-10351318-69	chr3	10351056	10351525	+	0.000	0.000	Merged-chr3-10351318-69
Merged-chr8-35123511-41	chr8	35123184	35123752	+	0.000	0.000	Merged-chr8-35123511-41
Merged-chr12-81933629-26	chr12	81933480	81933850	+	0.000	0.000	Merged-chr12-81933629-26
Merged-chr4-32238599-11	chr4	32238470	32238795	+	0.000	0.000	Merged-chr4-32238599-11
Merged-chr4-32405236-4	chr4	32405117	32405354	+	0.000	0.000	Merged-chr4-32405236-4
Merged-chr16-93586026-137	chr16	93585824	93586266	+	0.000	0.000	Merged-chr16-93586026-137
Merged-chr17-15743446-33	chr17	15742936	15743795	+	0.000	0.000	Merged-chr17-15743446-33
Merged-chr19-30114269-2	chr19	30114121	30114419	+	0.000	0.000	Merged-chr19-30114269-2
Merged-chr9-42158908-46	chr9	42158724	42159095	+	0.000	0.000	Merged-chr9-42158908-46
Merged-chr7-132610688-58	chr7	132610471	132610892	+	0.000	0.000	Merged-chr7-132610688-58
Merged-chr4-32424580-38	chr4	32424382	32424931	+	0.000	0.000	Merged-chr4-32424580-38
Merged-chr5-105305723-1	chr5	105305625	105305823	+	0.000	0.000	Merged-chr5-105305723-1
Merged-chr2-150437755-14	chr2	150437570	150437912	+	0.000	0.000	Merged-chr2-150437755-14
Merged-chr4-124701046-83	chr4	124700479	124701659	+	0.000	0.000	Merged-chr4-124701046-83
Merged-chr1-138596413-38	chr1	138596207	138596656	+	0.000	0.000	Merged-chr1-138596413-38
Merged-chr13-42095999-70	chr13	42095577	42096356	+	0.000	0.000	Merged-chr13-42095999-70
Merged-chr11-62507903-32	chr11	62507765	62508097	+	0.000	0.000	Merged-chr11-62507903-32
Merged-chr13-64161873-63	chr13	64161574	64162092	+	0.000	0.000	Merged-chr13-64161873-63
Merged-chr6-144364749-2	chr6	144364631	144364870	+	0.000	0.000	Merged-chr6-144364749-2
Merged-chr5-75590819-1	chr5	75590721	75590919	+	0.000	0.000	Merged-chr5-75590819-1
Merged-chr18-60596149-54	chr18	60595936	60596371	+	0.000	0.000	Merged-chr18-60596149-54
Merged-chr15-31440136-19	chr15	31439869	31440388	+	0.000	0.000	Merged-chr15-31440136-19
Merged-chr3-14578832-56	chr3	14578550	14579232	+	0.000	0.000	Merged-chr3-14578832-56
Merged-chr15-59525783-18	chr15	59525608	59525986	+	0.000	0.000	Merged-chr15-59525783-18
Merged-chr2-68350356-1	chr2	68350258	68350456	+	0.000	0.000	Merged-chr2-68350356-1
Merged-chr15-59092578-15	chr15	59092409	59092774	+	0.000	0.000	Merged-chr15-59092578-15
Merged-chr4-152116111-49	chr4	152115841	152116344	+	0.000	0.000	Merged-chr4-152116111-49
Merged-chr5-148554881-35	chr5	148554711	148555021	+	0.000	0.000	Merged-chr5-148554881-35
Merged-chr15-62079594-24	chr15	62079320	62079782	+	0.000	0.000	Merged-chr15-62079594-24
Merged-chr14-121824841-29	chr14	121824284	121825109	+	0.000	0.000	Merged-chr14-121824841-29
Merged-chr6-144333219-22	chr6	144332716	144333658	+	0.000	0.000	Merged-chr6-144333219-22
Merged-chr7-80182312-42	chr7	80182089	80182531	+	0.000	0.000	Merged-chr7-80182312-42
Merged-chr17-73839291-10	chr17	73839059	73839470	+	0.000	0.000	Merged-chr17-73839291-10
Merged-chr18-7524437-7	chr18	7524182	7524689	+	0.000	0.000	Merged-chr18-7524437-7
Merged-chr3-52199389-34	chr3	52199096	52199642	+	0.000	0.000	Merged-chr3-52199389-34
Merged-chr9-40423772-79	chr9	40423244	40424122	+	0.000	0.000	Merged-chr9-40423772-79
Merged-chr4-144898190-46	chr4	144897913	144898539	+	0.000	0.000	Merged-chr4-144898190-46
Merged-chr18-65022239-24	chr18	65021924	65022513	+	0.000	0.000	Merged-chr18-65022239-24
Merged-chr18-65107334-45	chr18	65107054	65107619	+	0.000	0.000	Merged-chr18-65107334-45
Merged-chr10-30803129-88	chr10	30802804	30803405	+	0.000	0.000	Merged-chr10-30803129-88
Merged-chr15-89128599-54	chr15	89128400	89128770	+	0.000	0.000	Merged-chr15-89128599-54
Merged-chr15-100181670-81	chr15	100181119	100182240	+	0.000	0.000	Merged-chr15-100181670-81
Merged-chr18-60633052-25	chr18	60632700	60633392	+	0.000	0.000	Merged-chr18-60633052-25
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr10-42848421-1	chr10	42848323	42848521	+	0.000	0.000	Merged-chr10-42848421-1
Merged-chr17-8228766-12	chr17	8228592	8228909	+	0.000	0.000	Merged-chr17-8228766-12
Merged-chr16-70376807-4	chr16	70376689	70376926	+	0.000	0.000	Merged-chr16-70376807-4
Merged-chr7-108934410-57	chr7	108934062	108934796	+	0.000	0.000	Merged-chr7-108934410-57
Merged-chr5-75645576-13	chr5	75645336	75645841	+	0.000	0.000	Merged-chr5-75645576-13
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chr7-101069524-1	chr7	101069426	101069624	+	0.000	0.000	Merged-chr7-101069524-1
Merged-chr12-51976631-16	chr12	51976459	51976775	+	0.000	0.000	Merged-chr12-51976631-16
Merged-chr15-59542049-14	chr15	59541884	59542197	+	0.000	0.000	Merged-chr15-59542049-14
Merged-chr2-13223426-6	chr2	13223273	13223592	+	0.000	0.000	Merged-chr2-13223426-6
Merged-chr6-144138848-2	chr6	144138693	144139005	+	0.000	0.000	Merged-chr6-144138848-2
Merged-chr1-127297024-52	chr1	127296849	127297202	+	0.000	0.000	Merged-chr1-127297024-52
Merged-chr11-116406570-59	chr11	116406372	116406793	+	0.000	0.000	Merged-chr11-116406570-59
Merged-chr15-9564437-27	chr15	9564166	9564703	+	0.000	0.000	Merged-chr15-9564437-27
Merged-chrX-9243541-17	chrX	9243345	9243738	+	0.000	0.000	Merged-chrX-9243541-17
Merged-chrX-134756963-64	chrX	134756462	134757687	+	0.000	0.000	Merged-chrX-134756963-64
Merged-chr2-68289327-28	chr2	68289069	68289567	+	0.000	0.000	Merged-chr2-68289327-28
Merged-chr12-116048965-10	chr12	116048716	116049209	+	0.000	0.000	Merged-chr12-116048965-10
Merged-chr1-138609055-1	chr1	138608957	138609155	+	0.000	0.000	Merged-chr1-138609055-1
Merged-chr11-79460483-1	chr11	79460385	79460583	+	0.000	0.000	Merged-chr11-79460483-1
Merged-chr5-104508558-72	chr5	104508313	104508933	+	0.000	0.000	Merged-chr5-104508558-72
Merged-chr6-143956113-1	chr6	143956015	143956213	+	0.000	0.000	Merged-chr6-143956113-1
Merged-chr2-164356374-20	chr2	164356128	164356582	+	0.000	0.000	Merged-chr2-164356374-20
Merged-chr2-164079713-44	chr2	164079551	164079916	+	0.000	0.000	Merged-chr2-164079713-44
Merged-chr16-91538475-3	chr16	91538326	91538601	+	0.000	0.000	Merged-chr16-91538475-3
Merged-chr9-14296291-25	chr9	14296128	14296455	+	0.000	0.000	Merged-chr9-14296291-25
Merged-chr6-88783083-54	chr6	88782801	88783361	+	0.000	0.000	Merged-chr6-88783083-54
Merged-chr6-88724613-50	chr6	88724211	88724900	+	0.000	0.000	Merged-chr6-88724613-50
Merged-chr12-115920407-41	chr12	115920163	115920691	+	0.000	0.000	Merged-chr12-115920407-41
Merged-chr2-181411095-55	chr2	181410705	181411409	+	0.000	0.000	Merged-chr2-181411095-55
Merged-chr5-75496770-2	chr5	75496621	75496921	+	0.000	0.000	Merged-chr5-75496770-2
Merged-chr1-106688184-71	chr1	106687860	106688500	+	0.000	0.000	Merged-chr1-106688184-71
Merged-chr19-29422492-26	chr19	29422172	29422732	+	0.000	0.000	Merged-chr19-29422492-26
Merged-chr11-54943498-1	chr11	54943400	54943598	+	0.000	0.000	Merged-chr11-54943498-1
Merged-chr2-27428131-14	chr2	27427780	27428349	+	0.000	0.000	Merged-chr2-27428131-14
Merged-chr8-79370897-50	chr8	79370628	79371164	+	0.000	0.000	Merged-chr8-79370897-50
Merged-chr18-58669510-1	chr18	58669412	58669610	+	0.000	0.000	Merged-chr18-58669510-1
Merged-chr1-182340856-1	chr1	182340758	182340956	+	0.000	0.000	Merged-chr1-182340856-1
Merged-chr19-30125411-22	chr19	30125197	30125618	+	0.000	0.000	Merged-chr19-30125411-22
Merged-chr9-40344107-38	chr9	40343839	40344446	+	0.000	0.000	Merged-chr9-40344107-38
Merged-chr1-173409239-24	chr1	173409082	173409393	+	0.000	0.000	Merged-chr1-173409239-24
Merged-chr18-54125230-1	chr18	54125132	54125330	+	0.000	0.000	Merged-chr18-54125230-1
Merged-chr4-63862366-7	chr4	63862173	63862521	+	0.000	0.000	Merged-chr4-63862366-7
Merged-chr5-75662044-1	chr5	75661946	75662144	+	0.000	0.000	Merged-chr5-75662044-1
Merged-chr1-189873332-1	chr1	189873234	189873432	+	0.000	0.000	Merged-chr1-189873332-1
Merged-chr9-62412387-14	chr9	62412191	62412606	+	0.000	0.000	Merged-chr9-62412387-14
Merged-chr10-111233803-22	chr10	111233583	111233971	+	0.000	0.000	Merged-chr10-111233803-22
Merged-chr19-36522923-59	chr19	36522720	36523199	+	0.000	0.000	Merged-chr19-36522923-59
Merged-chr6-144265830-63	chr6	144265515	144266108	+	0.000	0.000	Merged-chr6-144265830-63
Merged-chr9-101057340-7	chr9	101057143	101057515	+	0.000	0.000	Merged-chr9-101057340-7
Merged-chr6-143869116-1	chr6	143869018	143869216	+	0.000	0.000	Merged-chr6-143869116-1
Merged-chr8-15027363-119	chr8	15027023	15027695	+	0.000	0.000	Merged-chr8-15027363-119
Merged-chr2-62332140-9	chr2	62331896	62332402	+	0.000	0.000	Merged-chr2-62332140-9
Merged-chrX-166440624-85	chrX	166440338	166441001	+	0.000	0.000	Merged-chrX-166440624-85
Merged-chr19-55098633-1	chr19	55098535	55098733	+	0.000	0.000	Merged-chr19-55098633-1
Merged-chr1-189063556-2	chr1	189063457	189063657	+	0.000	0.000	Merged-chr1-189063556-2
Merged-chr10-82048225-54	chr10	82047983	82048454	+	0.000	0.000	Merged-chr10-82048225-54
Merged-chr18-64919536-37	chr18	64919217	64919760	+	0.000	0.000	Merged-chr18-64919536-37
Merged-chr16-24151708-115	chr16	24151274	24151971	+	0.000	0.000	Merged-chr16-24151708-115
Merged-chr4-32250559-148	chr4	32249706	32251245	+	0.000	0.000	Merged-chr4-32250559-148
Merged-chr8-126666737-66	chr8	126666295	126667085	+	0.000	0.000	Merged-chr8-126666737-66
Merged-chr11-32000120-91	chr11	31999840	32000510	+	0.000	0.000	Merged-chr11-32000120-91
Merged-chr15-86022216-4	chr15	86022084	86022353	+	0.000	0.000	Merged-chr15-86022216-4
Merged-chr11-4498961-7	chr11	4498749	4499146	+	0.000	0.000	Merged-chr11-4498961-7
Merged-chr14-118682781-56	chr14	118682539	118683027	+	0.000	0.000	Merged-chr14-118682781-56
Merged-chr10-53621711-12	chr10	53621564	53621886	+	0.000	0.000	Merged-chr10-53621711-12
Merged-chr1-71577265-1	chr1	71577167	71577365	+	0.000	0.000	Merged-chr1-71577265-1
Merged-chr9-58266728-3	chr9	58266609	58266842	+	0.000	0.000	Merged-chr9-58266728-3
Merged-chr10-42869642-22	chr10	42869426	42869860	+	0.000	0.000	Merged-chr10-42869642-22
Merged-chr8-126601517-21	chr8	126601249	126601730	+	0.000	0.000	Merged-chr8-126601517-21
Merged-chr4-63899190-80	chr4	63898871	63899555	+	0.000	0.000	Merged-chr4-63899190-80
Merged-chr7-108935472-1	chr7	108935374	108935572	+	0.000	0.000	Merged-chr7-108935472-1
Merged-chr13-116868457-1	chr13	116868359	116868557	+	0.000	0.000	Merged-chr13-116868457-1
Merged-chr9-114506532-1	chr9	114506434	114506632	+	0.000	0.000	Merged-chr9-114506532-1
Merged-chr7-73589494-9	chr7	73589360	73589637	+	0.000	0.000	Merged-chr7-73589494-9
Merged-chr1-189973185-50	chr1	189972944	189973441	+	0.000	0.000	Merged-chr1-189973185-50
Merged-chr8-78975191-34	chr8	78974792	78975432	+	0.000	0.000	Merged-chr8-78975191-34
