#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed
Merged-chr11-113470175-37	chr11	113469699	113470493	+	0.000	0.000	Merged-chr11-113470175-37
Merged-chr2-6378947-26	chr2	6378711	6379216	+	0.000	0.000	Merged-chr2-6378947-26
Merged-chr11-72203127-2	chr11	72203027	72203229	+	0.000	0.000	Merged-chr11-72203127-2
Merged-chr19-46452704-8	chr19	46452504	46452928	+	0.000	0.000	Merged-chr19-46452704-8
Merged-chr2-172926508-28	chr2	172926309	172926943	+	0.000	0.000	Merged-chr2-172926508-28
Merged-chr16-20693394-48	chr16	20693155	20693598	+	0.000	0.000	Merged-chr16-20693394-48
Merged-chr7-97066863-6	chr7	97066661	97067048	+	0.000	0.000	Merged-chr7-97066863-6
Merged-chr4-134767796-55	chr4	134767417	134768166	+	0.000	0.000	Merged-chr4-134767796-55
Merged-chr15-73642732-1	chr15	73642634	73642832	+	0.000	0.000	Merged-chr15-73642732-1
Merged-chr15-61986471-14	chr15	61986311	61986694	+	0.000	0.000	Merged-chr15-61986471-14
Merged-chr4-154927887-94	chr4	154927597	154928290	+	0.000	0.000	Merged-chr4-154927887-94
Merged-chr2-75938366-51	chr2	75938149	75938674	+	0.000	0.000	Merged-chr2-75938366-51
Merged-chr7-49303959-15	chr7	49303628	49304349	+	0.000	0.000	Merged-chr7-49303959-15
Merged-chr6-128788729-15	chr6	128788491	128789047	+	0.000	0.000	Merged-chr6-128788729-15
Merged-chr14-61971472-73	chr14	61971172	61971703	+	0.000	0.000	Merged-chr14-61971472-73
Merged-chr4-137899052-12	chr4	137898657	137899441	+	0.000	0.000	Merged-chr4-137899052-12
Merged-chr5-36945334-10	chr5	36945129	36945568	+	0.000	0.000	Merged-chr5-36945334-10
Merged-chr10-75860008-84	chr10	75859819	75860364	+	0.000	0.000	Merged-chr10-75860008-84
Merged-chr16-25423952-5	chr16	25423770	25424155	+	0.000	0.000	Merged-chr16-25423952-5
Merged-chr16-17257463-2	chr16	17257347	17257581	+	0.000	0.000	Merged-chr16-17257463-2
Merged-chr10-99284943-24	chr10	99284732	99285148	+	0.000	0.000	Merged-chr10-99284943-24
Merged-chr7-51913756-51	chr7	51913481	51914080	+	0.000	0.000	Merged-chr7-51913756-51
Merged-chr19-3851775-57	chr19	3851522	3852073	+	0.000	0.000	Merged-chr19-3851775-57
Merged-chr4-95693766-3	chr4	95693591	95693908	+	0.000	0.000	Merged-chr4-95693766-3
Merged-chr10-95973477-5	chr10	95973362	95973599	+	0.000	0.000	Merged-chr10-95973477-5
Merged-chr10-14016576-40	chr10	14016442	14016725	+	0.000	0.000	Merged-chr10-14016576-40
Merged-chr6-147582675-1	chr6	147582577	147582775	+	0.000	0.000	Merged-chr6-147582675-1
Merged-chr6-146500519-4	chr6	146500306	146500799	+	0.000	0.000	Merged-chr6-146500519-4
Merged-chr10-17653383-10	chr10	17653234	17653666	+	0.000	0.000	Merged-chr10-17653383-10
Merged-chr1-69469398-35	chr1	69469049	69469616	+	0.000	0.000	Merged-chr1-69469398-35
Merged-chr6-145001690-1	chr6	145001592	145001790	+	0.000	0.000	Merged-chr6-145001690-1
Merged-chrX-73930855-8	chrX	73930613	73931015	+	0.000	0.000	Merged-chrX-73930855-8
Merged-chr3-106493265-20	chr3	106492830	106493594	+	0.000	0.000	Merged-chr3-106493265-20
Merged-chr11-73019652-4	chr11	73019511	73019782	+	0.000	0.000	Merged-chr11-73019652-4
Merged-chr1-138251251-10	chr1	138250992	138251422	+	0.000	0.000	Merged-chr1-138251251-10
Merged-chr6-37355580-18	chr6	37355393	37355831	+	0.000	0.000	Merged-chr6-37355580-18
Merged-chr3-110237674-1	chr3	110237576	110237774	+	0.000	0.000	Merged-chr3-110237674-1
Merged-chr2-77088171-1	chr2	77088073	77088271	+	0.000	0.000	Merged-chr2-77088171-1
Merged-chr17-31073520-38	chr17	31073331	31073750	+	0.000	0.000	Merged-chr17-31073520-38
Merged-chr5-65795420-10	chr5	65795067	65795719	+	0.000	0.000	Merged-chr5-65795420-10
Merged-chr15-86051383-21	chr15	86051213	86051609	+	0.000	0.000	Merged-chr15-86051383-21
Merged-chr5-65737481-18	chr5	65737288	65737673	+	0.000	0.000	Merged-chr5-65737481-18
Merged-chr18-78146988-36	chr18	78146726	78147208	+	0.000	0.000	Merged-chr18-78146988-36
Merged-chr3-68789660-34	chr3	68789280	68789849	+	0.000	0.000	Merged-chr3-68789660-34
Merged-chr14-57746158-94	chr14	57745637	57746566	+	0.000	0.000	Merged-chr14-57746158-94
Merged-chr4-33073054-38	chr4	33072859	33073264	+	0.000	0.000	Merged-chr4-33073054-38
Merged-chr12-21111688-87	chr12	21111193	21112084	+	0.000	0.000	Merged-chr12-21111688-87
Merged-chr3-68975030-16	chr3	68974806	68975463	+	0.000	0.000	Merged-chr3-68975030-16
Merged-chr10-60168777-18	chr10	60168380	60169102	+	0.000	0.000	Merged-chr10-60168777-18
Merged-chr17-26012151-57	chr17	26011984	26012343	+	0.000	0.000	Merged-chr17-26012151-57
Merged-chr9-57439925-69	chr9	57439629	57440225	+	0.000	0.000	Merged-chr9-57439925-69
Merged-chr18-55107186-34	chr18	55106957	55107431	+	0.000	0.000	Merged-chr18-55107186-34
Merged-chr15-93514141-31	chr15	93513938	93514294	+	0.000	0.000	Merged-chr15-93514141-31
Merged-chr4-137866445-39	chr4	137866257	137866600	+	0.000	0.000	Merged-chr4-137866445-39
Merged-chrX-166226942-20	chrX	166226777	166227128	+	0.000	0.000	Merged-chrX-166226942-20
Merged-chr15-53128764-16	chr15	53128537	53128979	+	0.000	0.000	Merged-chr15-53128764-16
Merged-chr11-113786064-7	chr11	113785876	113786274	+	0.000	0.000	Merged-chr11-113786064-7
Merged-chr4-6882868-33	chr4	6882683	6883141	+	0.000	0.000	Merged-chr4-6882868-33
Merged-chr6-129241948-1	chr6	129241850	129242048	+	0.000	0.000	Merged-chr6-129241948-1
Merged-chr4-137836034-23	chr4	137835810	137836220	+	0.000	0.000	Merged-chr4-137836034-23
Merged-chr9-67851346-1	chr9	67851248	67851446	+	0.000	0.000	Merged-chr9-67851346-1
Merged-chr6-146514748-15	chr6	146514609	146514896	+	0.000	0.000	Merged-chr6-146514748-15
Merged-chrX-167330775-21	chrX	167330355	167331218	+	0.000	0.000	Merged-chrX-167330775-21
Merged-chr12-85478872-23	chr12	85478553	85479081	+	0.000	0.000	Merged-chr12-85478872-23
Merged-chr1-128830861-23	chr1	128830689	128831021	+	0.000	0.000	Merged-chr1-128830861-23
Merged-chr10-63386693-47	chr10	63386466	63386968	+	0.000	0.000	Merged-chr10-63386693-47
Merged-chr4-155161514-2	chr4	155161415	155161616	+	0.000	0.000	Merged-chr4-155161514-2
Merged-chr2-6396232-31	chr2	6396006	6396491	+	0.000	0.000	Merged-chr2-6396232-31
Merged-chr14-45075107-35	chr14	45074838	45075354	+	0.000	0.000	Merged-chr14-45075107-35
Merged-chr12-103348740-28	chr12	103348485	103348930	+	0.000	0.000	Merged-chr12-103348740-28
Merged-chr5-65901111-39	chr5	65900882	65901364	+	0.000	0.000	Merged-chr5-65901111-39
Merged-chr13-112425641-6	chr13	112425504	112425780	+	0.000	0.000	Merged-chr13-112425641-6
Merged-chr3-101021313-57	chr3	101020929	101021978	+	0.000	0.000	Merged-chr3-101021313-57
Merged-chr19-17296295-2	chr19	17296192	17296400	+	0.000	0.000	Merged-chr19-17296295-2
Merged-chr1-155196106-8	chr1	155195925	155196236	+	0.000	0.000	Merged-chr1-155196106-8
Merged-chr7-143784213-40	chr7	143783990	143784473	+	0.000	0.000	Merged-chr7-143784213-40
Merged-chr11-117878483-30	chr11	117878242	117878738	+	0.000	0.000	Merged-chr11-117878483-30
Merged-chr12-80211304-22	chr12	80210887	80211602	+	0.000	0.000	Merged-chr12-80211304-22
Merged-chr10-14042980-37	chr10	14042638	14043373	+	0.000	0.000	Merged-chr10-14042980-37
Merged-chr14-101470106-24	chr14	101469889	101470409	+	0.000	0.000	Merged-chr14-101470106-24
Merged-chr10-95781275-17	chr10	95780992	95781566	+	0.000	0.000	Merged-chr10-95781275-17
Merged-chr4-53915467-55	chr4	53915212	53915697	+	0.000	0.000	Merged-chr4-53915467-55
Merged-chr15-76091607-23	chr15	76091284	76091849	+	0.000	0.000	Merged-chr15-76091607-23
Merged-chr9-66680312-15	chr9	66680126	66680543	+	0.000	0.000	Merged-chr9-66680312-15
Merged-chr7-112183404-37	chr7	112183218	112183644	+	0.000	0.000	Merged-chr7-112183404-37
Merged-chr10-14045583-5	chr10	14045485	14045683	+	0.000	0.000	Merged-chr10-14045583-5
Merged-chr10-13475400-5	chr10	13475257	13475631	+	0.000	0.000	Merged-chr10-13475400-5
Merged-chr7-45459501-134	chr7	45458983	45459963	+	0.000	0.000	Merged-chr7-45459501-134
Merged-chr18-35850892-1	chr18	35850794	35850992	+	0.000	0.000	Merged-chr18-35850892-1
Merged-chr14-44977527-23	chr14	44977284	44977741	+	0.000	0.000	Merged-chr14-44977527-23
Merged-chr1-16681328-5	chr1	16681195	16681478	+	0.000	0.000	Merged-chr1-16681328-5
Merged-chr12-8842561-54	chr12	8842234	8842902	+	0.000	0.000	Merged-chr12-8842561-54
Merged-chr6-99252101-10	chr6	99251928	99252330	+	0.000	0.000	Merged-chr6-99252101-10
Merged-chr1-190899258-1	chr1	190899160	190899358	+	0.000	0.000	Merged-chr1-190899258-1
Merged-chr9-61914606-58	chr9	61914358	61914937	+	0.000	0.000	Merged-chr9-61914606-58
Merged-chr16-97460765-4	chr16	97460600	97460914	+	0.000	0.000	Merged-chr16-97460765-4
Merged-chr4-6834506-4	chr4	6834359	6834645	+	0.000	0.000	Merged-chr4-6834506-4
Merged-chr17-32951665-11	chr17	32951466	32951880	+	0.000	0.000	Merged-chr17-32951665-11
Merged-chr6-6189088-9	chr6	6188932	6189295	+	0.000	0.000	Merged-chr6-6189088-9
Merged-chr4-137854724-3	chr4	137854609	137854849	+	0.000	0.000	Merged-chr4-137854724-3
Merged-chr7-82890434-14	chr7	82890236	82890614	+	0.000	0.000	Merged-chr7-82890434-14
Merged-chr11-94601858-52	chr11	94601585	94602175	+	0.000	0.000	Merged-chr11-94601858-52
Merged-chr18-34888660-2	chr18	34888562	34888760	+	0.000	0.000	Merged-chr18-34888660-2
Merged-chr17-6008372-53	chr17	6007965	6008654	+	0.000	0.000	Merged-chr17-6008372-53
Merged-chr11-115628140-53	chr11	115627957	115628343	+	0.000	0.000	Merged-chr11-115628140-53
Merged-chr7-44895929-62	chr7	44895714	44896133	+	0.000	0.000	Merged-chr7-44895929-62
Merged-chr16-57391412-52	chr16	57391297	57391531	+	0.000	0.000	Merged-chr16-57391412-52
Merged-chr6-129233058-42	chr6	129232869	129233290	+	0.000	0.000	Merged-chr6-129233058-42
Merged-chr7-143666979-29	chr7	143666815	143667200	+	0.000	0.000	Merged-chr7-143666979-29
Merged-chr13-74009522-65	chr13	74009243	74009867	+	0.000	0.000	Merged-chr13-74009522-65
Merged-chr11-94601108-1	chr11	94601010	94601208	+	0.000	0.000	Merged-chr11-94601108-1
Merged-chr17-46650576-37	chr17	46650380	46650829	+	0.000	0.000	Merged-chr17-46650576-37
Merged-chr7-12978119-80	chr7	12977939	12978486	+	0.000	0.000	Merged-chr7-12978119-80
Merged-chr4-134787167-34	chr4	134786916	134787387	+	0.000	0.000	Merged-chr4-134787167-34
Merged-chr10-68280104-14	chr10	68279812	68280373	+	0.000	0.000	Merged-chr10-68280104-14
Merged-chr15-64250975-3	chr15	64250830	64251157	+	0.000	0.000	Merged-chr15-64250975-3
Merged-chr4-130829473-13	chr4	130829262	130829663	+	0.000	0.000	Merged-chr4-130829473-13
Merged-chr19-5818156-38	chr19	5817964	5818333	+	0.000	0.000	Merged-chr19-5818156-38
Merged-chr4-6858504-3	chr4	6858392	6858633	+	0.000	0.000	Merged-chr4-6858504-3
Merged-chr11-119345028-19	chr11	119344737	119345229	+	0.000	0.000	Merged-chr11-119345028-19
Merged-chrX-75128700-9	chrX	75128571	75128848	+	0.000	0.000	Merged-chrX-75128700-9
Merged-chr9-21309354-45	chr9	21309155	21309559	+	0.000	0.000	Merged-chr9-21309354-45
Merged-chr14-52166798-25	chr14	52166594	52167007	+	0.000	0.000	Merged-chr14-52166798-25
Merged-chr4-155151501-1	chr4	155151403	155151601	+	0.000	0.000	Merged-chr4-155151501-1
Merged-chr10-60380470-27	chr10	60380300	60380749	+	0.000	0.000	Merged-chr10-60380470-27
Merged-chr12-54187652-1	chr12	54187554	54187752	+	0.000	0.000	Merged-chr12-54187652-1
Merged-chr10-17579420-10	chr10	17579172	17579697	+	0.000	0.000	Merged-chr10-17579420-10
Merged-chr9-65201852-91	chr9	65201323	65202286	+	0.000	0.000	Merged-chr9-65201852-91
Merged-chr4-145353246-1	chr4	145353148	145353346	+	0.000	0.000	Merged-chr4-145353246-1
Merged-chr11-119267918-49	chr11	119267661	119268174	+	0.000	0.000	Merged-chr11-119267918-49
Merged-chr2-84479185-38	chr2	84479036	84479391	+	0.000	0.000	Merged-chr2-84479185-38
Merged-chr8-72572096-21	chr8	72571785	72572331	+	0.000	0.000	Merged-chr8-72572096-21
Merged-chr10-96017256-1	chr10	96017158	96017356	+	0.000	0.000	Merged-chr10-96017256-1
Merged-chr9-78176886-14	chr9	78176724	78177217	+	0.000	0.000	Merged-chr9-78176886-14
Merged-chr14-65381691-35	chr14	65381480	65381918	+	0.000	0.000	Merged-chr14-65381691-35
Merged-chr9-70277402-1	chr9	70277304	70277502	+	0.000	0.000	Merged-chr9-70277402-1
Merged-chr11-20632117-165	chr11	20631872	20632320	+	0.000	0.000	Merged-chr11-20632117-165
Merged-chr10-13965316-115	chr10	13964628	13965983	+	0.000	0.000	Merged-chr10-13965316-115
Merged-chr5-64865423-3	chr5	64865304	64865539	+	0.000	0.000	Merged-chr5-64865423-3
Merged-chr2-117313708-68	chr2	117313143	117314245	+	0.000	0.000	Merged-chr2-117313708-68
Merged-chr4-137890747-20	chr4	137890551	137891000	+	0.000	0.000	Merged-chr4-137890747-20
Merged-chr6-48445520-29	chr6	48445098	48445912	+	0.000	0.000	Merged-chr6-48445520-29
Merged-chr15-101267852-38	chr15	101267507	101268246	+	0.000	0.000	Merged-chr15-101267852-38
Merged-chr17-73222261-20	chr17	73222052	73222423	+	0.000	0.000	Merged-chr17-73222261-20
Merged-chr2-59326202-1	chr2	59326104	59326302	+	0.000	0.000	Merged-chr2-59326202-1
Merged-chr2-59161148-146	chr2	59160964	59161344	+	0.000	0.000	Merged-chr2-59161148-146
Merged-chr12-76867934-28	chr12	76867569	76868303	+	0.000	0.000	Merged-chr12-76867934-28
Merged-chr1-180279893-43	chr1	180279703	180280070	+	0.000	0.000	Merged-chr1-180279893-43
Merged-chr12-15981888-31	chr12	15981546	15982120	+	0.000	0.000	Merged-chr12-15981888-31
Merged-chr11-96064642-6	chr11	96064443	96064864	+	0.000	0.000	Merged-chr11-96064642-6
Merged-chr7-51916961-18	chr7	51916755	51917211	+	0.000	0.000	Merged-chr7-51916961-18
Merged-chr7-64192391-9	chr7	64192160	64192543	+	0.000	0.000	Merged-chr7-64192391-9
Merged-chr6-124769389-50	chr6	124768911	124769806	+	0.000	0.000	Merged-chr6-124769389-50
Merged-chr1-34011991-3	chr1	34011878	34012121	+	0.000	0.000	Merged-chr1-34011991-3
Merged-chr1-60483081-21	chr1	60482843	60483318	+	0.000	0.000	Merged-chr1-60483081-21
Merged-chr7-131469591-22	chr7	131469337	131469895	+	0.000	0.000	Merged-chr7-131469591-22
Merged-chr6-147591193-1	chr6	147591095	147591293	+	0.000	0.000	Merged-chr6-147591193-1
Merged-chr19-36919663-6	chr19	36919518	36919805	+	0.000	0.000	Merged-chr19-36919663-6
Merged-chr4-129525565-21	chr4	129525361	129525753	+	0.000	0.000	Merged-chr4-129525565-21
Merged-chr3-131050062-6	chr3	131049915	131050194	+	0.000	0.000	Merged-chr3-131050062-6
Merged-chr19-57356416-6	chr19	57356256	57356639	+	0.000	0.000	Merged-chr19-57356416-6
Merged-chr11-119353075-1	chr11	119352977	119353175	+	0.000	0.000	Merged-chr11-119353075-1
Merged-chr12-116177118-24	chr12	116176922	116177328	+	0.000	0.000	Merged-chr12-116177118-24
Merged-chr15-73067607-62	chr15	73067403	73067886	+	0.000	0.000	Merged-chr15-73067607-62
Merged-chr6-99266278-23	chr6	99265933	99266650	+	0.000	0.000	Merged-chr6-99266278-23
Merged-chr19-5800884-9	chr19	5800452	5801276	+	0.000	0.000	Merged-chr19-5800884-9
Merged-chr2-91083113-36	chr2	91082900	91083341	+	0.000	0.000	Merged-chr2-91083113-36
Merged-chr1-128766652-9	chr1	128766477	128766798	+	0.000	0.000	Merged-chr1-128766652-9
Merged-chr12-55465291-109	chr12	55464675	55465928	+	0.000	0.000	Merged-chr12-55465291-109
Merged-chr9-89871377-1	chr9	89871279	89871477	+	0.000	0.000	Merged-chr9-89871377-1
Merged-chr10-96656400-23	chr10	96656173	96656583	+	0.000	0.000	Merged-chr10-96656400-23
Merged-chr10-60382282-6	chr10	60381985	60382565	+	0.000	0.000	Merged-chr10-60382282-6
Merged-chr16-90004802-1	chr16	90004704	90004902	+	0.000	0.000	Merged-chr16-90004802-1
Merged-chr11-113190697-71	chr11	113190401	113190974	+	0.000	0.000	Merged-chr11-113190697-71
Merged-chr3-52131366-1	chr3	52131268	52131466	+	0.000	0.000	Merged-chr3-52131366-1
Merged-chr2-30595059-50	chr2	30594765	30595359	+	0.000	0.000	Merged-chr2-30595059-50
Merged-chr19-29196940-3	chr19	29196836	29197044	+	0.000	0.000	Merged-chr19-29196940-3
Merged-chr10-17565414-37	chr10	17565240	17565671	+	0.000	0.000	Merged-chr10-17565414-37
Merged-chr3-110414849-1	chr3	110414751	110414949	+	0.000	0.000	Merged-chr3-110414849-1
Merged-chr12-17881825-74	chr12	17881529	17882132	+	0.000	0.000	Merged-chr12-17881825-74
Merged-chr3-129494383-46	chr3	129494197	129494629	+	0.000	0.000	Merged-chr3-129494383-46
Merged-chr6-41553590-24	chr6	41553353	41553876	+	0.000	0.000	Merged-chr6-41553590-24
Merged-chr7-143008523-86	chr7	143008339	143008798	+	0.000	0.000	Merged-chr7-143008523-86
Merged-chr7-141048528-56	chr7	141048110	141048796	+	0.000	0.000	Merged-chr7-141048528-56
Merged-chr15-64224881-1	chr15	64224783	64224981	+	0.000	0.000	Merged-chr15-64224881-1
Merged-chr3-132947633-1	chr3	132947535	132947733	+	0.000	0.000	Merged-chr3-132947633-1
Merged-chr2-169519676-1	chr2	169519578	169519776	+	0.000	0.000	Merged-chr2-169519676-1
Merged-chr4-129619163-52	chr4	129618946	129619394	+	0.000	0.000	Merged-chr4-129619163-52
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr1-175692845-123	chr1	175692543	175693121	+	0.000	0.000	Merged-chr1-175692845-123
Merged-chr11-69666223-23	chr11	69665863	69666488	+	0.000	0.000	Merged-chr11-69666223-23
Merged-chr19-46522561-12	chr19	46522360	46522773	+	0.000	0.000	Merged-chr19-46522561-12
Merged-chr9-118488337-36	chr9	118487697	118488776	+	0.000	0.000	Merged-chr9-118488337-36
Merged-chr2-61490220-2	chr2	61490122	61490320	+	0.000	0.000	Merged-chr2-61490220-2
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr2-180045488-2	chr2	180045370	180045608	+	0.000	0.000	Merged-chr2-180045488-2
Merged-chr19-5743763-3	chr19	5743647	5743875	+	0.000	0.000	Merged-chr19-5743763-3
Merged-chr8-72189738-56	chr8	72189429	72190048	+	0.000	0.000	Merged-chr8-72189738-56
Merged-chr2-169362509-1	chr2	169362411	169362609	+	0.000	0.000	Merged-chr2-169362509-1
Merged-chr6-91510562-8	chr6	91510302	91510742	+	0.000	0.000	Merged-chr6-91510562-8
Merged-chr14-30138176-3	chr14	30137998	30138355	+	0.000	0.000	Merged-chr14-30138176-3
Merged-chr2-18935718-26	chr2	18935488	18936033	+	0.000	0.000	Merged-chr2-18935718-26
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr2-28525849-107	chr2	28525220	28526139	+	0.000	0.000	Merged-chr2-28525849-107
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr4-129513609-16	chr4	129513363	129513832	+	0.000	0.000	Merged-chr4-129513609-16
Merged-chr7-30332139-43	chr7	30331929	30332336	+	0.000	0.000	Merged-chr7-30332139-43
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr12-52795426-5	chr12	52795246	52795645	+	0.000	0.000	Merged-chr12-52795426-5
Merged-chr1-152817500-27	chr1	152817234	152817827	+	0.000	0.000	Merged-chr1-152817500-27
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr6-125222318-50	chr6	125222087	125222516	+	0.000	0.000	Merged-chr6-125222318-50
Merged-chr15-61985320-81	chr15	61984852	61985846	+	0.000	0.000	Merged-chr15-61985320-81
Merged-chr18-49983163-13	chr18	49982971	49983301	+	0.000	0.000	Merged-chr18-49983163-13
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr11-3202714-92	chr11	3202235	3203282	+	0.000	0.000	Merged-chr11-3202714-92
Merged-chr12-17553684-1	chr12	17553586	17553784	+	0.000	0.000	Merged-chr12-17553684-1
Merged-chr4-44962580-14	chr4	44962421	44962760	+	0.000	0.000	Merged-chr4-44962580-14
Merged-chr17-87571698-38	chr17	87571326	87571909	+	0.000	0.000	Merged-chr17-87571698-38
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr5-122310940-18	chr5	122310769	122311109	+	0.000	0.000	Merged-chr5-122310940-18
Merged-chr1-69680981-51	chr1	69680427	69681362	+	0.000	0.000	Merged-chr1-69680981-51
Merged-chr2-28523932-3	chr2	28523822	28524056	+	0.000	0.000	Merged-chr2-28523932-3
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr12-83929616-29	chr12	83929414	83929863	+	0.000	0.000	Merged-chr12-83929616-29
Merged-chr4-106828052-58	chr4	106827787	106828379	+	0.000	0.000	Merged-chr4-106828052-58
Merged-chr6-146387186-17	chr6	146387029	146387387	+	0.000	0.000	Merged-chr6-146387186-17
Merged-chr1-181227002-33	chr1	181226789	181227233	+	0.000	0.000	Merged-chr1-181227002-33
Merged-chr3-121154322-4	chr3	121154166	121154514	+	0.000	0.000	Merged-chr3-121154322-4
Merged-chr15-99295026-65	chr15	99294785	99295328	+	0.000	0.000	Merged-chr15-99295026-65
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr1-91942130-2	chr1	91942011	91942252	+	0.000	0.000	Merged-chr1-91942130-2
Merged-chr2-93448955-1	chr2	93448857	93449055	+	0.000	0.000	Merged-chr2-93448955-1
Merged-chr14-30185655-2	chr14	30185536	30185776	+	0.000	0.000	Merged-chr14-30185655-2
Merged-chr12-82169653-106	chr12	82169168	82169973	+	0.000	0.000	Merged-chr12-82169653-106
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr1-128768118-1	chr1	128768020	128768218	+	0.000	0.000	Merged-chr1-128768118-1
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr1-92069636-27	chr1	92069440	92069884	+	0.000	0.000	Merged-chr1-92069636-27
Merged-chr15-57793258-25	chr15	57793057	57793508	+	0.000	0.000	Merged-chr15-57793258-25
Merged-chr6-59411943-3	chr6	59411790	59412102	+	0.000	0.000	Merged-chr6-59411943-3
Merged-chr10-99206263-19	chr10	99205977	99206470	+	0.000	0.000	Merged-chr10-99206263-19
Merged-chr4-145353914-49	chr4	145353658	145354125	+	0.000	0.000	Merged-chr4-145353914-49
Merged-chr18-50035311-3	chr18	50035188	50035444	+	0.000	0.000	Merged-chr18-50035311-3
Merged-chr12-85702871-4	chr12	85702747	85702994	+	0.000	0.000	Merged-chr12-85702871-4
Merged-chr17-7164154-31	chr17	7163927	7164370	+	0.000	0.000	Merged-chr17-7164154-31
Merged-chr15-27800406-19	chr15	27799972	27800635	+	0.000	0.000	Merged-chr15-27800406-19
Merged-chr16-92019573-78	chr16	92019212	92019902	+	0.000	0.000	Merged-chr16-92019573-78
Merged-chr17-56475260-1	chr17	56475162	56475360	+	0.000	0.000	Merged-chr17-56475260-1
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr6-129283434-23	chr6	129283098	129283957	+	0.000	0.000	Merged-chr6-129283434-23
Merged-chr3-55373923-35	chr3	55373698	55374177	+	0.000	0.000	Merged-chr3-55373923-35
Merged-chr2-69716741-5	chr2	69716620	69716867	+	0.000	0.000	Merged-chr2-69716741-5
Merged-chr7-49779469-9	chr7	49779197	49779633	+	0.000	0.000	Merged-chr7-49779469-9
Merged-chr5-123021694-21	chr5	123021490	123021930	+	0.000	0.000	Merged-chr5-123021694-21
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr9-61681164-50	chr9	61680781	61681486	+	0.000	0.000	Merged-chr9-61681164-50
Merged-chr6-115524627-15	chr6	115524406	115524836	+	0.000	0.000	Merged-chr6-115524627-15
Merged-chr1-181229140-10	chr1	181229003	181229298	+	0.000	0.000	Merged-chr1-181229140-10
Merged-chr17-8988548-64	chr17	8988178	8989047	+	0.000	0.000	Merged-chr17-8988548-64
Merged-chr7-35127925-16	chr7	35127580	35128174	+	0.000	0.000	Merged-chr7-35127925-16
Merged-chr2-117389704-2	chr2	117389573	117389837	+	0.000	0.000	Merged-chr2-117389704-2
Merged-chr5-143622364-69	chr5	143622117	143622628	+	0.000	0.000	Merged-chr5-143622364-69
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr11-23819028-15	chr11	23818858	23819184	+	0.000	0.000	Merged-chr11-23819028-15
Merged-chr2-103663378-1	chr2	103663280	103663478	+	0.000	0.000	Merged-chr2-103663378-1
Merged-chr18-78969407-8	chr18	78969177	78969646	+	0.000	0.000	Merged-chr18-78969407-8
Merged-chr7-143021894-22	chr7	143021681	143022119	+	0.000	0.000	Merged-chr7-143021894-22
Merged-chrX-166170889-3	chrX	166170791	166170989	+	0.000	0.000	Merged-chrX-166170889-3
Merged-chr14-7977586-47	chr14	7977268	7977961	+	0.000	0.000	Merged-chr14-7977586-47
Merged-chr9-96652845-6	chr9	96652709	96652972	+	0.000	0.000	Merged-chr9-96652845-6
Merged-chr10-12888601-47	chr10	12888317	12888831	+	0.000	0.000	Merged-chr10-12888601-47
Merged-chr7-81548936-4	chr7	81548808	81549053	+	0.000	0.000	Merged-chr7-81548936-4
Merged-chr11-23769883-11	chr11	23769692	23770103	+	0.000	0.000	Merged-chr11-23769883-11
