#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed
Merged-chr7-120835357-135	chr7	120835125	120835652	+	0.000	0.000	Merged-chr7-120835357-135
Merged-chr11-6562258-1	chr11	6562160	6562358	+	0.000	0.000	Merged-chr11-6562258-1
Merged-chr10-77353573-28	chr10	77353340	77353817	+	0.000	0.000	Merged-chr10-77353573-28
Merged-chr5-127478750-4	chr5	127478526	127479073	+	0.000	0.000	Merged-chr5-127478750-4
Merged-chr11-116379708-25	chr11	116379558	116379920	+	0.000	0.000	Merged-chr11-116379708-25
Merged-chr3-131139063-1	chr3	131138965	131139163	+	0.000	0.000	Merged-chr3-131139063-1
Merged-chr6-59315196-15	chr6	59314846	59315435	+	0.000	0.000	Merged-chr6-59315196-15
Merged-chr14-121451224-55	chr14	121451021	121451604	+	0.000	0.000	Merged-chr14-121451224-55
Merged-chr1-192537162-38	chr1	192536490	192537570	+	0.000	0.000	Merged-chr1-192537162-38
Merged-chr6-83096074-55	chr6	83095858	83096294	+	0.000	0.000	Merged-chr6-83096074-55
Merged-chr7-80715487-14	chr7	80715303	80715658	+	0.000	0.000	Merged-chr7-80715487-14
Merged-chr1-189028545-3	chr1	189028428	189028668	+	0.000	0.000	Merged-chr1-189028545-3
Merged-chr1-178406202-119	chr1	178406045	178406567	+	0.000	0.000	Merged-chr1-178406202-119
Merged-chrX-11840162-2	chrX	11840064	11840262	+	0.000	0.000	Merged-chrX-11840162-2
Merged-chr2-148681151-73	chr2	148680845	148681401	+	0.000	0.000	Merged-chr2-148681151-73
Merged-chr8-61155609-1	chr8	61155511	61155709	+	0.000	0.000	Merged-chr8-61155609-1
Merged-chr1-74124917-117	chr1	74124332	74125509	+	0.000	0.000	Merged-chr1-74124917-117
Merged-chr4-156004272-37	chr4	156004010	156004488	+	0.000	0.000	Merged-chr4-156004272-37
Merged-chr5-143526130-1	chr5	143526032	143526230	+	0.000	0.000	Merged-chr5-143526130-1
Merged-chr2-4454837-7	chr2	4454667	4455020	+	0.000	0.000	Merged-chr2-4454837-7
Merged-chr8-79374732-2	chr8	79374623	79374843	+	0.000	0.000	Merged-chr8-79374732-2
Merged-chr12-83987988-78	chr12	83987719	83988171	+	0.000	0.000	Merged-chr12-83987988-78
Merged-chr5-35713868-16	chr5	35713722	35714016	+	0.000	0.000	Merged-chr5-35713868-16
Merged-chr17-80772766-52	chr17	80772581	80772972	+	0.000	0.000	Merged-chr17-80772766-52
Merged-chr13-73491277-13	chr13	73491104	73491496	+	0.000	0.000	Merged-chr13-73491277-13
Merged-chr12-53043748-2	chr12	53043647	53043851	+	0.000	0.000	Merged-chr12-53043748-2
Merged-chrX-75578058-32	chrX	75577682	75578309	+	0.000	0.000	Merged-chrX-75578058-32
Merged-chr4-6881171-35	chr4	6880947	6881428	+	0.000	0.000	Merged-chr4-6881171-35
Merged-chr15-53104261-45	chr15	53103912	53104631	+	0.000	0.000	Merged-chr15-53104261-45
Merged-chr2-68384071-20	chr2	68383919	68384242	+	0.000	0.000	Merged-chr2-68384071-20
Merged-chr1-127230692-27	chr1	127230501	127230885	+	0.000	0.000	Merged-chr1-127230692-27
Merged-chrX-42364370-9	chrX	42364207	42364527	+	0.000	0.000	Merged-chrX-42364370-9
Merged-chr1-171961701-8	chr1	171961531	171961900	+	0.000	0.000	Merged-chr1-171961701-8
Merged-chr19-61265627-44	chr19	61265435	61265805	+	0.000	0.000	Merged-chr19-61265627-44
Merged-chr9-94620917-97	chr9	94620623	94621455	+	0.000	0.000	Merged-chr9-94620917-97
Merged-chr2-59168044-17	chr2	59167829	59168247	+	0.000	0.000	Merged-chr2-59168044-17
Merged-chr15-10470357-62	chr15	10469995	10470830	+	0.000	0.000	Merged-chr15-10470357-62
Merged-chr10-12806040-40	chr10	12805805	12806219	+	0.000	0.000	Merged-chr10-12806040-40
Merged-chr1-52421827-14	chr1	52421603	52422023	+	0.000	0.000	Merged-chr1-52421827-14
Merged-chr3-146404687-66	chr3	146404473	146404888	+	0.000	0.000	Merged-chr3-146404687-66
Merged-chr10-13982392-2	chr10	13982270	13982517	+	0.000	0.000	Merged-chr10-13982392-2
Merged-chr10-99211365-70	chr10	99211140	99211729	+	0.000	0.000	Merged-chr10-99211365-70
Merged-chr6-125483864-63	chr6	125483587	125484048	+	0.000	0.000	Merged-chr6-125483864-63
Merged-chr13-108642795-3	chr13	108642684	108642905	+	0.000	0.000	Merged-chr13-108642795-3
Merged-chr1-165460785-145	chr1	165460516	165461141	+	0.000	0.000	Merged-chr1-165460785-145
Merged-chr2-71051882-1	chr2	71051784	71051982	+	0.000	0.000	Merged-chr2-71051882-1
Merged-chr1-179493163-27	chr1	179492801	179493441	+	0.000	0.000	Merged-chr1-179493163-27
Merged-chr16-77013860-78	chr16	77013508	77014304	+	0.000	0.000	Merged-chr16-77013860-78
Merged-chr16-70421204-38	chr16	70420924	70421518	+	0.000	0.000	Merged-chr16-70421204-38
Merged-chr6-116192887-4	chr6	116192643	116193062	+	0.000	0.000	Merged-chr6-116192887-4
Merged-chr2-152344697-1	chr2	152344599	152344797	+	0.000	0.000	Merged-chr2-152344697-1
Merged-chr4-106786398-2	chr4	106786284	106786514	+	0.000	0.000	Merged-chr4-106786398-2
Merged-chr12-98833494-13	chr12	98833207	98833718	+	0.000	0.000	Merged-chr12-98833494-13
Merged-chr12-73904866-1	chr12	73904768	73904966	+	0.000	0.000	Merged-chr12-73904866-1
Merged-chr1-94055175-17	chr1	94054996	94055372	+	0.000	0.000	Merged-chr1-94055175-17
Merged-chr6-134333133-48	chr6	134332890	134333458	+	0.000	0.000	Merged-chr6-134333133-48
Merged-chr4-57813095-3	chr4	57812975	57813228	+	0.000	0.000	Merged-chr4-57813095-3
Merged-chr6-134067446-111	chr6	134066992	134067834	+	0.000	0.000	Merged-chr6-134067446-111
Merged-chr12-76345886-49	chr12	76345615	76346199	+	0.000	0.000	Merged-chr12-76345886-49
Merged-chr16-76366982-42	chr16	76366368	76367430	+	0.000	0.000	Merged-chr16-76366982-42
Merged-chr16-57470563-3	chr16	57470448	57470686	+	0.000	0.000	Merged-chr16-57470563-3
Merged-chr2-174333779-16	chr2	174333624	174334001	+	0.000	0.000	Merged-chr2-174333779-16
Merged-chr11-106122400-1	chr11	106122302	106122500	+	0.000	0.000	Merged-chr11-106122400-1
Merged-chr13-44800110-59	chr13	44799769	44800387	+	0.000	0.000	Merged-chr13-44800110-59
Merged-chr4-150566221-49	chr4	150565981	150566447	+	0.000	0.000	Merged-chr4-150566221-49
Merged-chr9-35423425-41	chr9	35423119	35423622	+	0.000	0.000	Merged-chr9-35423425-41
Merged-chr13-75033798-1	chr13	75033700	75033898	+	0.000	0.000	Merged-chr13-75033798-1
Merged-chr7-83671717-3	chr7	83671586	83671861	+	0.000	0.000	Merged-chr7-83671717-3
Merged-chr14-75456767-67	chr14	75456405	75457242	+	0.000	0.000	Merged-chr14-75456767-67
Merged-chr2-59488284-24	chr2	59487945	59488601	+	0.000	0.000	Merged-chr2-59488284-24
Merged-chr15-9526592-4	chr15	9526456	9526708	+	0.000	0.000	Merged-chr15-9526592-4
Merged-chr2-170401429-38	chr2	170401076	170401833	+	0.000	0.000	Merged-chr2-170401429-38
Merged-chr14-101461025-37	chr14	101460746	101461252	+	0.000	0.000	Merged-chr14-101461025-37
Merged-chr2-160731143-4	chr2	160731038	160731255	+	0.000	0.000	Merged-chr2-160731143-4
Merged-chr10-100126293-1	chr10	100126195	100126393	+	0.000	0.000	Merged-chr10-100126293-1
Merged-chr2-140051762-17	chr2	140051560	140051984	+	0.000	0.000	Merged-chr2-140051762-17
Merged-chr9-89869766-3	chr9	89869632	89869905	+	0.000	0.000	Merged-chr9-89869766-3
Merged-chr1-156667693-16	chr1	156667455	156667894	+	0.000	0.000	Merged-chr1-156667693-16
Merged-chr19-38812944-7	chr19	38812785	38813131	+	0.000	0.000	Merged-chr19-38812944-7
Merged-chr4-130774769-43	chr4	130774416	130775130	+	0.000	0.000	Merged-chr4-130774769-43
Merged-chr13-3918065-66	chr13	3917753	3918279	+	0.000	0.000	Merged-chr13-3918065-66
Merged-chr11-22846745-6	chr11	22846583	22846929	+	0.000	0.000	Merged-chr11-22846745-6
Merged-chr6-128889092-57	chr6	128888819	128889360	+	0.000	0.000	Merged-chr6-128889092-57
Merged-chr13-112461210-1	chr13	112461112	112461310	+	0.000	0.000	Merged-chr13-112461210-1
Merged-chr3-97158953-85	chr3	97158531	97159293	+	0.000	0.000	Merged-chr3-97158953-85
Merged-chr9-70483775-6	chr9	70483596	70483943	+	0.000	0.000	Merged-chr9-70483775-6
Merged-chr2-135843653-2	chr2	135843515	135843794	+	0.000	0.000	Merged-chr2-135843653-2
Merged-chr2-75149902-17	chr2	75149721	75150082	+	0.000	0.000	Merged-chr2-75149902-17
Merged-chr9-75645586-46	chr9	75645393	75645860	+	0.000	0.000	Merged-chr9-75645586-46
Merged-chr9-101073611-17	chr9	101073385	101073859	+	0.000	0.000	Merged-chr9-101073611-17
Merged-chr2-68466295-74	chr2	68465822	68466588	+	0.000	0.000	Merged-chr2-68466295-74
Merged-chr18-79284521-10	chr18	79284270	79284792	+	0.000	0.000	Merged-chr18-79284521-10
Merged-chr4-109471151-19	chr4	109470839	109471466	+	0.000	0.000	Merged-chr4-109471151-19
Merged-chr2-72114293-55	chr2	72114067	72114530	+	0.000	0.000	Merged-chr2-72114293-55
Merged-chr2-3922894-15	chr2	3922700	3923078	+	0.000	0.000	Merged-chr2-3922894-15
Merged-chr6-13154087-2	chr6	13153962	13154215	+	0.000	0.000	Merged-chr6-13154087-2
Merged-chr15-25726973-5	chr15	25726837	25727106	+	0.000	0.000	Merged-chr15-25726973-5
Merged-chr2-144658858-18	chr2	144658632	144659083	+	0.000	0.000	Merged-chr2-144658858-18
Merged-chr3-28781211-76	chr3	28780872	28781468	+	0.000	0.000	Merged-chr3-28781211-76
Merged-chr9-118737460-19	chr9	118737111	118737740	+	0.000	0.000	Merged-chr9-118737460-19
Merged-chr1-155201490-45	chr1	155201200	155201724	+	0.000	0.000	Merged-chr1-155201490-45
Merged-chr13-108648208-1	chr13	108648110	108648308	+	0.000	0.000	Merged-chr13-108648208-1
Merged-chr18-34119023-1	chr18	34118925	34119123	+	0.000	0.000	Merged-chr18-34119023-1
Merged-chr1-69703794-17	chr1	69703489	69703992	+	0.000	0.000	Merged-chr1-69703794-17
Merged-chr15-93740486-1	chr15	93740388	93740586	+	0.000	0.000	Merged-chr15-93740486-1
Merged-chr17-15706137-17	chr17	15705929	15706391	+	0.000	0.000	Merged-chr17-15706137-17
Merged-chr7-30308725-48	chr7	30308492	30309078	+	0.000	0.000	Merged-chr7-30308725-48
Merged-chr12-77039856-76	chr12	77039603	77040022	+	0.000	0.000	Merged-chr12-77039856-76
Merged-chr2-29691191-1	chr2	29691093	29691291	+	0.000	0.000	Merged-chr2-29691191-1
Merged-chr9-14275216-26	chr9	14274990	14275402	+	0.000	0.000	Merged-chr9-14275216-26
Merged-chr11-22662312-4	chr11	22662157	22662451	+	0.000	0.000	Merged-chr11-22662312-4
Merged-chr6-145073264-3	chr6	145073134	145073390	+	0.000	0.000	Merged-chr6-145073264-3
Merged-chr7-19817599-46	chr7	19817314	19817795	+	0.000	0.000	Merged-chr7-19817599-46
Merged-chr1-37029325-41	chr1	37029066	37029636	+	0.000	0.000	Merged-chr1-37029325-41
Merged-chr2-59474458-28	chr2	59474170	59474704	+	0.000	0.000	Merged-chr2-59474458-28
Merged-chr1-21896423-20	chr1	21896235	21896730	+	0.000	0.000	Merged-chr1-21896423-20
Merged-chr4-53832490-17	chr4	53832303	53832793	+	0.000	0.000	Merged-chr4-53832490-17
Merged-chr5-75717896-2	chr5	75717713	75718082	+	0.000	0.000	Merged-chr5-75717896-2
Merged-chr12-15970457-7	chr12	15970332	15970637	+	0.000	0.000	Merged-chr12-15970457-7
Merged-chr15-97252790-15	chr15	97252548	97253020	+	0.000	0.000	Merged-chr15-97252790-15
Merged-chr6-144220330-1	chr6	144220232	144220430	+	0.000	0.000	Merged-chr6-144220330-1
Merged-chr15-59106207-41	chr15	59105953	59106642	+	0.000	0.000	Merged-chr15-59106207-41
Merged-chr2-6366745-10	chr2	6366601	6366887	+	0.000	0.000	Merged-chr2-6366745-10
Merged-chr18-58668129-1	chr18	58668031	58668229	+	0.000	0.000	Merged-chr18-58668129-1
Merged-chr17-73813260-38	chr17	73813068	73813466	+	0.000	0.000	Merged-chr17-73813260-38
Merged-chr9-94670459-1	chr9	94670361	94670559	+	0.000	0.000	Merged-chr9-94670459-1
Merged-chr11-106665646-39	chr11	106665364	106666106	+	0.000	0.000	Merged-chr11-106665646-39
Merged-chr6-143957629-72	chr6	143957002	143958284	+	0.000	0.000	Merged-chr6-143957629-72
Merged-chr15-97580335-5	chr15	97580187	97580586	+	0.000	0.000	Merged-chr15-97580335-5
Merged-chr2-59534510-22	chr2	59534147	59534758	+	0.000	0.000	Merged-chr2-59534510-22
Merged-chr4-154936813-27	chr4	154936667	154936954	+	0.000	0.000	Merged-chr4-154936813-27
Merged-chr16-95994791-31	chr16	95994572	95995025	+	0.000	0.000	Merged-chr16-95994791-31
Merged-chr13-46930301-92	chr13	46929248	46931029	+	0.000	0.000	Merged-chr13-46930301-92
Merged-chr12-82209904-12	chr12	82209712	82210164	+	0.000	0.000	Merged-chr12-82209904-12
Merged-chr10-80150505-2	chr10	80150407	80150605	+	0.000	0.000	Merged-chr10-80150505-2
Merged-chr15-41846994-1	chr15	41846896	41847094	+	0.000	0.000	Merged-chr15-41846994-1
Merged-chr9-103092391-37	chr9	103092243	103092558	+	0.000	0.000	Merged-chr9-103092391-37
Merged-chr1-39896262-3	chr1	39896164	39896362	+	0.000	0.000	Merged-chr1-39896262-3
Merged-chr10-14066140-19	chr10	14065885	14066362	+	0.000	0.000	Merged-chr10-14066140-19
Merged-chrX-75750426-2	chrX	75750321	75750534	+	0.000	0.000	Merged-chrX-75750426-2
Merged-chr13-5185100-1	chr13	5185002	5185200	+	0.000	0.000	Merged-chr13-5185100-1
Merged-chr8-111582684-27	chr8	111582471	111582920	+	0.000	0.000	Merged-chr8-111582684-27
Merged-chr11-113194847-27	chr11	113194599	113195039	+	0.000	0.000	Merged-chr11-113194847-27
Merged-chr10-23787173-89	chr10	23786804	23787708	+	0.000	0.000	Merged-chr10-23787173-89
Merged-chr1-113110801-1	chr1	113110703	113110901	+	0.000	0.000	Merged-chr1-113110801-1
Merged-chr3-52069313-2	chr3	52069128	52069501	+	0.000	0.000	Merged-chr3-52069313-2
Merged-chr18-24203899-3	chr18	24203765	24204028	+	0.000	0.000	Merged-chr18-24203899-3
Merged-chr2-93453285-38	chr2	93453070	93453476	+	0.000	0.000	Merged-chr2-93453285-38
Merged-chr2-174344233-31	chr2	174344037	174344531	+	0.000	0.000	Merged-chr2-174344233-31
Merged-chr6-94678639-1	chr6	94678541	94678739	+	0.000	0.000	Merged-chr6-94678639-1
Merged-chr11-3199138-87	chr11	3198621	3199767	+	0.000	0.000	Merged-chr11-3199138-87
Merged-chrX-150813149-62	chrX	150812922	150813399	+	0.000	0.000	Merged-chrX-150813149-62
Merged-chr3-159841536-62	chr3	159840740	159842339	+	0.000	0.000	Merged-chr3-159841536-62
Merged-chr9-20644083-9	chr9	20643951	20644206	+	0.000	0.000	Merged-chr9-20644083-9
Merged-chr1-164426485-2	chr1	164426342	164426631	+	0.000	0.000	Merged-chr1-164426485-2
Merged-chr14-78307471-124	chr14	78306894	78307750	+	0.000	0.000	Merged-chr14-78307471-124
Merged-chr18-60059257-14	chr18	60059027	60059505	+	0.000	0.000	Merged-chr18-60059257-14
Merged-chr2-75151114-2	chr2	75150999	75151231	+	0.000	0.000	Merged-chr2-75151114-2
Merged-chr12-117579368-17	chr12	117579123	117579589	+	0.000	0.000	Merged-chr12-117579368-17
Merged-chr12-82251542-24	chr12	82251271	82251764	+	0.000	0.000	Merged-chr12-82251542-24
Merged-chr11-44469765-3	chr11	44469642	44469905	+	0.000	0.000	Merged-chr11-44469765-3
Merged-chr7-120861265-21	chr7	120861069	120861626	+	0.000	0.000	Merged-chr7-120861265-21
Merged-chr8-120114148-66	chr8	120113835	120114381	+	0.000	0.000	Merged-chr8-120114148-66
Merged-chr17-15816733-57	chr17	15816495	15817044	+	0.000	0.000	Merged-chr17-15816733-57
Merged-chr18-34861019-147	chr18	34860601	34861772	+	0.000	0.000	Merged-chr18-34861019-147
Merged-chr5-44181891-36	chr5	44181727	44182160	+	0.000	0.000	Merged-chr5-44181891-36
Merged-chr16-45261551-46	chr16	45261264	45261826	+	0.000	0.000	Merged-chr16-45261551-46
Merged-chr12-113220525-36	chr12	113220250	113220788	+	0.000	0.000	Merged-chr12-113220525-36
Merged-chr2-135999681-5	chr2	135999481	135999862	+	0.000	0.000	Merged-chr2-135999681-5
Merged-chr1-192727187-32	chr1	192726954	192727425	+	0.000	0.000	Merged-chr1-192727187-32
Merged-chr19-57430178-33	chr19	57429961	57430389	+	0.000	0.000	Merged-chr19-57430178-33
Merged-chr16-45361455-26	chr16	45361258	45361652	+	0.000	0.000	Merged-chr16-45361455-26
Merged-chr14-8666263-45	chr14	8665953	8666589	+	0.000	0.000	Merged-chr14-8666263-45
Merged-chr1-172633006-61	chr1	172632795	172633241	+	0.000	0.000	Merged-chr1-172633006-61
Merged-chr2-172914225-30	chr2	172913957	172914558	+	0.000	0.000	Merged-chr2-172914225-30
Merged-chr14-78438304-11	chr14	78438128	78438465	+	0.000	0.000	Merged-chr14-78438304-11
Merged-chr18-41951172-76	chr18	41950912	41951461	+	0.000	0.000	Merged-chr18-41951172-76
Merged-chr17-5941304-51	chr17	5940915	5941742	+	0.000	0.000	Merged-chr17-5941304-51
Merged-chr3-159738889-1	chr3	159738791	159738989	+	0.000	0.000	Merged-chr3-159738889-1
Merged-chr2-127760760-14	chr2	127760565	127760972	+	0.000	0.000	Merged-chr2-127760760-14
Merged-chr16-11078619-14	chr16	11078456	11078800	+	0.000	0.000	Merged-chr16-11078619-14
Merged-chr16-18443657-29	chr16	18443397	18443937	+	0.000	0.000	Merged-chr16-18443657-29
Merged-chr7-25121549-23	chr7	25121258	25121810	+	0.000	0.000	Merged-chr7-25121549-23
Merged-chr4-33248647-4	chr4	33248495	33248801	+	0.000	0.000	Merged-chr4-33248647-4
Merged-chr3-136100949-106	chr3	136100251	136101774	+	0.000	0.000	Merged-chr3-136100949-106
Merged-chr2-158410061-111	chr2	158409534	158410656	+	0.000	0.000	Merged-chr2-158410061-111
Merged-chr17-84313962-71	chr17	84313453	84314833	+	0.000	0.000	Merged-chr17-84313962-71
Merged-chr9-41048392-23	chr9	41048085	41048660	+	0.000	0.000	Merged-chr9-41048392-23
Merged-chr2-160755675-4	chr2	160755408	160755904	+	0.000	0.000	Merged-chr2-160755675-4
Merged-chr2-130906515-68	chr2	130906209	130906797	+	0.000	0.000	Merged-chr2-130906515-68
Merged-chr13-99932700-36	chr13	99932392	99933169	+	0.000	0.000	Merged-chr13-99932700-36
Merged-chr10-76962071-59	chr10	76961870	76962292	+	0.000	0.000	Merged-chr10-76962071-59
Merged-chr10-60106183-11	chr10	60106045	60106349	+	0.000	0.000	Merged-chr10-60106183-11
Merged-chr3-84461060-54	chr3	84460694	84461373	+	0.000	0.000	Merged-chr3-84461060-54
Merged-chr3-88771967-123	chr3	88771432	88772304	+	0.000	0.000	Merged-chr3-88771967-123
Merged-chr1-164461963-1	chr1	164461865	164462063	+	0.000	0.000	Merged-chr1-164461963-1
Merged-chr4-129832170-1	chr4	129832072	129832270	+	0.000	0.000	Merged-chr4-129832170-1
Merged-chr7-78913918-52	chr7	78913695	78914140	+	0.000	0.000	Merged-chr7-78913918-52
Merged-chr7-83641318-6	chr7	83640885	83641677	+	0.000	0.000	Merged-chr7-83641318-6
Merged-chr2-112775034-24	chr2	112774821	112775240	+	0.000	0.000	Merged-chr2-112775034-24
Merged-chr18-24237197-17	chr18	24236927	24237643	+	0.000	0.000	Merged-chr18-24237197-17
Merged-chr19-16802256-9	chr19	16801957	16802417	+	0.000	0.000	Merged-chr19-16802256-9
Merged-chr17-47943297-31	chr17	47943021	47943574	+	0.000	0.000	Merged-chr17-47943297-31
Merged-chr4-108826101-25	chr4	108825952	108826310	+	0.000	0.000	Merged-chr4-108826101-25
Merged-chr5-53995231-101	chr5	53994984	53995696	+	0.000	0.000	Merged-chr5-53995231-101
Merged-chr4-134495350-57	chr4	134495113	134495649	+	0.000	0.000	Merged-chr4-134495350-57
Merged-chr10-53629829-112	chr10	53629535	53630173	+	0.000	0.000	Merged-chr10-53629829-112
Merged-chr5-147076568-5	chr5	147076422	147076729	+	0.000	0.000	Merged-chr5-147076568-5
Merged-chr11-90225700-1	chr11	90225602	90225800	+	0.000	0.000	Merged-chr11-90225700-1
Merged-chr12-76844811-17	chr12	76844530	76845053	+	0.000	0.000	Merged-chr12-76844811-17
Merged-chr3-37219348-24	chr3	37219134	37219567	+	0.000	0.000	Merged-chr3-37219348-24
Merged-chr7-68133865-25	chr7	68133669	68134147	+	0.000	0.000	Merged-chr7-68133865-25
Merged-chr2-18969243-14	chr2	18968990	18969648	+	0.000	0.000	Merged-chr2-18969243-14
Merged-chr13-9637949-5	chr13	9637818	9638078	+	0.000	0.000	Merged-chr13-9637949-5
Merged-chr2-135692831-27	chr2	135692563	135693178	+	0.000	0.000	Merged-chr2-135692831-27
Merged-chr8-66914324-25	chr8	66914051	66914609	+	0.000	0.000	Merged-chr8-66914324-25
Merged-chr4-59682801-45	chr4	59682552	59683132	+	0.000	0.000	Merged-chr4-59682801-45
Merged-chr5-134676584-90	chr5	134676352	134677133	+	0.000	0.000	Merged-chr5-134676584-90
Merged-chr9-44533307-45	chr9	44533117	44533517	+	0.000	0.000	Merged-chr9-44533307-45
Merged-chr2-142588673-2	chr2	142588543	142588805	+	0.000	0.000	Merged-chr2-142588673-2
Merged-chr10-13446841-15	chr10	13446579	13447033	+	0.000	0.000	Merged-chr10-13446841-15
Merged-chr1-136618798-23	chr1	136618643	136618955	+	0.000	0.000	Merged-chr1-136618798-23
Merged-chr5-147063758-85	chr5	147063252	147064047	+	0.000	0.000	Merged-chr5-147063758-85
Merged-chr1-82879357-31	chr1	82879180	82879666	+	0.000	0.000	Merged-chr1-82879357-31
Merged-chr19-16780432-1	chr19	16780334	16780532	+	0.000	0.000	Merged-chr19-16780432-1
Merged-chr8-111644525-27	chr8	111644312	111644713	+	0.000	0.000	Merged-chr8-111644525-27
Merged-chrX-12252600-19	chrX	12252316	12252841	+	0.000	0.000	Merged-chrX-12252600-19
Merged-chr3-37204357-45	chr3	37204057	37204628	+	0.000	0.000	Merged-chr3-37204357-45
Merged-chr6-146521892-84	chr6	146521498	146522202	+	0.000	0.000	Merged-chr6-146521892-84
Merged-chr7-48959052-34	chr7	48958661	48959371	+	0.000	0.000	Merged-chr7-48959052-34
Merged-chr10-30655353-2	chr10	30655164	30655545	+	0.000	0.000	Merged-chr10-30655353-2
Merged-chr5-86741340-29	chr5	86741122	86741550	+	0.000	0.000	Merged-chr5-86741340-29
Merged-chr9-7872811-86	chr9	7872395	7873264	+	0.000	0.000	Merged-chr9-7872811-86
Merged-chr13-112418540-102	chr13	112417787	112419387	+	0.000	0.000	Merged-chr13-112418540-102
Merged-chr12-108636667-1	chr12	108636569	108636767	+	0.000	0.000	Merged-chr12-108636667-1
Merged-chr1-128808726-38	chr1	128808383	128808952	+	0.000	0.000	Merged-chr1-128808726-38
Merged-chr9-61680502-13	chr9	61680264	61680684	+	0.000	0.000	Merged-chr9-61680502-13
Merged-chr16-42907502-34	chr16	42907304	42907731	+	0.000	0.000	Merged-chr16-42907502-34
Merged-chr16-24152137-5	chr16	24152011	24152255	+	0.000	0.000	Merged-chr16-24152137-5
Merged-chr9-96583315-51	chr9	96583047	96583741	+	0.000	0.000	Merged-chr9-96583315-51
Merged-chr3-7613271-98	chr3	7612878	7613827	+	0.000	0.000	Merged-chr3-7613271-98
Merged-chr17-66076126-5	chr17	66075976	66076259	+	0.000	0.000	Merged-chr17-66076126-5
Merged-chr9-25151697-74	chr9	25151378	25152043	+	0.000	0.000	Merged-chr9-25151697-74
Merged-chr1-165459719-3	chr1	165459580	165459863	+	0.000	0.000	Merged-chr1-165459719-3
Merged-chr9-92542439-104	chr9	92542088	92542735	+	0.000	0.000	Merged-chr9-92542439-104
Merged-chr1-35983511-1	chr1	35983413	35983611	+	0.000	0.000	Merged-chr1-35983511-1
Merged-chr5-148596681-29	chr5	148596374	148597068	+	0.000	0.000	Merged-chr5-148596681-29
Merged-chr8-79173625-13	chr8	79173352	79173827	+	0.000	0.000	Merged-chr8-79173625-13
Merged-chr9-41064471-7	chr9	41064324	41064646	+	0.000	0.000	Merged-chr9-41064471-7
Merged-chr15-12606518-21	chr15	12606272	12606773	+	0.000	0.000	Merged-chr15-12606518-21
Merged-chr4-88045023-3	chr4	88044848	88045212	+	0.000	0.000	Merged-chr4-88045023-3
Merged-chr2-172976797-9	chr2	172976572	172976982	+	0.000	0.000	Merged-chr2-172976797-9
Merged-chr13-3897020-16	chr13	3896807	3897158	+	0.000	0.000	Merged-chr13-3897020-16
Merged-chr14-10593654-13	chr14	10593449	10593897	+	0.000	0.000	Merged-chr14-10593654-13
Merged-chr14-10301500-37	chr14	10300900	10301891	+	0.000	0.000	Merged-chr14-10301500-37
Merged-chr6-144041035-1	chr6	144040937	144041135	+	0.000	0.000	Merged-chr6-144041035-1
Merged-chr13-109922319-36	chr13	109922044	109922570	+	0.000	0.000	Merged-chr13-109922319-36
Merged-chr4-32055386-42	chr4	32055159	32055598	+	0.000	0.000	Merged-chr4-32055386-42
Merged-chr17-5190015-73	chr17	5189804	5190224	+	0.000	0.000	Merged-chr17-5190015-73
Merged-chr10-93188092-1	chr10	93187994	93188192	+	0.000	0.000	Merged-chr10-93188092-1
Merged-chr15-62145292-46	chr15	62145026	62145697	+	0.000	0.000	Merged-chr15-62145292-46
Merged-chr3-126666048-4	chr3	126665927	126666173	+	0.000	0.000	Merged-chr3-126666048-4
Merged-chr8-122283780-2	chr8	122283618	122283944	+	0.000	0.000	Merged-chr8-122283780-2
Merged-chr5-66618614-86	chr5	66618373	66619108	+	0.000	0.000	Merged-chr5-66618614-86
Merged-chr19-61266710-124	chr19	61266112	61267021	+	0.000	0.000	Merged-chr19-61266710-124
Merged-chr2-120500231-54	chr2	120500032	120500528	+	0.000	0.000	Merged-chr2-120500231-54
Merged-chr2-163203461-118	chr2	163203114	163203884	+	0.000	0.000	Merged-chr2-163203461-118
Merged-chr13-73488653-40	chr13	73488211	73489143	+	0.000	0.000	Merged-chr13-73488653-40
Merged-chr11-113470175-37	chr11	113469699	113470493	+	0.000	0.000	Merged-chr11-113470175-37
Merged-chr2-6378947-26	chr2	6378711	6379216	+	0.000	0.000	Merged-chr2-6378947-26
Merged-chrX-166229912-22	chrX	166229532	166230135	+	0.000	0.000	Merged-chrX-166229912-22
Merged-chr7-128383933-89	chr7	128383614	128384196	+	0.000	0.000	Merged-chr7-128383933-89
Merged-chrX-151344027-1	chrX	151343929	151344127	+	0.000	0.000	Merged-chrX-151344027-1
Merged-chr2-25620603-21	chr2	25620293	25620901	+	0.000	0.000	Merged-chr2-25620603-21
Merged-chr2-172926508-28	chr2	172926309	172926943	+	0.000	0.000	Merged-chr2-172926508-28
Merged-chrX-167318499-4	chrX	167318387	167318615	+	0.000	0.000	Merged-chrX-167318499-4
