#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
Merged-chr6-145256565-1	chr6	145256467	145256665	+	0.000	0.000	Merged-chr6-145256565-1
Merged-chr6-91510562-8	chr6	91510302	91510742	+	0.000	0.000	Merged-chr6-91510562-8
Merged-chr1-21805350-13	chr1	21805140	21805598	+	0.000	0.000	Merged-chr1-21805350-13
Merged-chr10-96727425-36	chr10	96726873	96727794	+	0.000	0.000	Merged-chr10-96727425-36
Merged-chr14-30138176-3	chr14	30137998	30138355	+	0.000	0.000	Merged-chr14-30138176-3
Merged-chr19-24175252-8	chr19	24175071	24175429	+	0.000	0.000	Merged-chr19-24175252-8
Merged-chr11-4334358-2	chr11	4334188	4334530	+	0.000	0.000	Merged-chr11-4334358-2
Merged-chr18-77072792-44	chr18	77072381	77073232	+	0.000	0.000	Merged-chr18-77072792-44
Merged-chr8-72303692-26	chr8	72303215	72303946	+	0.000	0.000	Merged-chr8-72303692-26
Merged-chr4-106839622-103	chr4	106839027	106840610	+	0.000	0.000	Merged-chr4-106839622-103
Merged-chr2-18935718-26	chr2	18935488	18936033	+	0.000	0.000	Merged-chr2-18935718-26
Merged-chr2-139925145-30	chr2	139924933	139925353	+	0.000	0.000	Merged-chr2-139925145-30
Merged-chr8-90829966-3	chr8	90829848	90830103	+	0.000	0.000	Merged-chr8-90829966-3
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr2-28525849-107	chr2	28525220	28526139	+	0.000	0.000	Merged-chr2-28525849-107
Merged-chr12-17750660-39	chr12	17750397	17750919	+	0.000	0.000	Merged-chr12-17750660-39
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr4-129513609-16	chr4	129513363	129513832	+	0.000	0.000	Merged-chr4-129513609-16
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr12-52795426-5	chr12	52795246	52795645	+	0.000	0.000	Merged-chr12-52795426-5
Merged-chr1-156041999-3	chr1	156041809	156042239	+	0.000	0.000	Merged-chr1-156041999-3
Merged-chr17-55932074-60	chr17	55931824	55932311	+	0.000	0.000	Merged-chr17-55932074-60
Merged-chr15-41163464-79	chr15	41162748	41164132	+	0.000	0.000	Merged-chr15-41163464-79
Merged-chr8-124658101-13	chr8	124657911	124658296	+	0.000	0.000	Merged-chr8-124658101-13
Merged-chr11-79460952-43	chr11	79460681	79461176	+	0.000	0.000	Merged-chr11-79460952-43
Merged-chr6-144364749-2	chr6	144364631	144364870	+	0.000	0.000	Merged-chr6-144364749-2
Merged-chr3-52267357-1	chr3	52267259	52267457	+	0.000	0.000	Merged-chr3-52267357-1
Merged-chr10-127759558-36	chr10	127759233	127759828	+	0.000	0.000	Merged-chr10-127759558-36
Merged-chr1-156676429-4	chr1	156676218	156676622	+	0.000	0.000	Merged-chr1-156676429-4
Merged-chr1-152817500-27	chr1	152817234	152817827	+	0.000	0.000	Merged-chr1-152817500-27
Merged-chr15-98067714-22	chr15	98067473	98067907	+	0.000	0.000	Merged-chr15-98067714-22
Merged-chr17-47186443-8	chr17	47186294	47186610	+	0.000	0.000	Merged-chr17-47186443-8
Merged-chr15-31440136-19	chr15	31439869	31440388	+	0.000	0.000	Merged-chr15-31440136-19
Merged-chrX-75734905-2	chrX	75734791	75735021	+	0.000	0.000	Merged-chrX-75734905-2
Merged-chr3-14578832-56	chr3	14578550	14579232	+	0.000	0.000	Merged-chr3-14578832-56
Merged-chr10-96605420-13	chr10	96605239	96605602	+	0.000	0.000	Merged-chr10-96605420-13
Merged-chr4-83485831-3	chr4	83485721	83485942	+	0.000	0.000	Merged-chr4-83485831-3
Merged-chr1-136671204-1	chr1	136671106	136671304	+	0.000	0.000	Merged-chr1-136671204-1
Merged-chr1-152819680-3	chr1	152819553	152819833	+	0.000	0.000	Merged-chr1-152819680-3
Merged-chr2-169423410-6	chr2	169423217	169423560	+	0.000	0.000	Merged-chr2-169423410-6
Merged-chr18-49983163-13	chr18	49982971	49983301	+	0.000	0.000	Merged-chr18-49983163-13
Merged-chr2-155514842-20	chr2	155514649	155514996	+	0.000	0.000	Merged-chr2-155514842-20
Merged-chr19-46573181-77	chr19	46572925	46573436	+	0.000	0.000	Merged-chr19-46573181-77
Merged-chr2-68350356-1	chr2	68350258	68350456	+	0.000	0.000	Merged-chr2-68350356-1
Merged-chr5-72635707-35	chr5	72635459	72635922	+	0.000	0.000	Merged-chr5-72635707-35
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr11-3202714-92	chr11	3202235	3203282	+	0.000	0.000	Merged-chr11-3202714-92
Merged-chr4-152116111-49	chr4	152115841	152116344	+	0.000	0.000	Merged-chr4-152116111-49
Merged-chr16-30765396-5	chr16	30765227	30765567	+	0.000	0.000	Merged-chr16-30765396-5
Merged-chr5-148554881-35	chr5	148554711	148555021	+	0.000	0.000	Merged-chr5-148554881-35
Merged-chr17-87571698-38	chr17	87571326	87571909	+	0.000	0.000	Merged-chr17-87571698-38
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr15-62079594-24	chr15	62079320	62079782	+	0.000	0.000	Merged-chr15-62079594-24
Merged-chr16-23991462-14	chr16	23991212	23991656	+	0.000	0.000	Merged-chr16-23991462-14
Merged-chr14-21078723-20	chr14	21078503	21078911	+	0.000	0.000	Merged-chr14-21078723-20
Merged-chr14-121824841-29	chr14	121824284	121825109	+	0.000	0.000	Merged-chr14-121824841-29
Merged-chr5-122310940-18	chr5	122310769	122311109	+	0.000	0.000	Merged-chr5-122310940-18
Merged-chr19-57093567-48	chr19	57093352	57093899	+	0.000	0.000	Merged-chr19-57093567-48
Merged-chr2-109278208-43	chr2	109277995	109278467	+	0.000	0.000	Merged-chr2-109278208-43
Merged-chr1-69680981-51	chr1	69680427	69681362	+	0.000	0.000	Merged-chr1-69680981-51
Merged-chr4-126967294-4	chr4	126967118	126967454	+	0.000	0.000	Merged-chr4-126967294-4
Merged-chr1-60034168-1	chr1	60034070	60034268	+	0.000	0.000	Merged-chr1-60034168-1
Merged-chr6-144333219-22	chr6	144332716	144333658	+	0.000	0.000	Merged-chr6-144333219-22
Merged-chr4-106795465-4	chr4	106795290	106795641	+	0.000	0.000	Merged-chr4-106795465-4
Merged-chr3-9499976-58	chr3	9499492	9500318	+	0.000	0.000	Merged-chr3-9499976-58
Merged-chr9-119823942-29	chr9	119823668	119824204	+	0.000	0.000	Merged-chr9-119823942-29
Merged-chr11-106269262-3	chr11	106269148	106269389	+	0.000	0.000	Merged-chr11-106269262-3
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr7-80182312-42	chr7	80182089	80182531	+	0.000	0.000	Merged-chr7-80182312-42
Merged-chr4-106828052-58	chr4	106827787	106828379	+	0.000	0.000	Merged-chr4-106828052-58
Merged-chr13-109843139-39	chr13	109842947	109843323	+	0.000	0.000	Merged-chr13-109843139-39
Merged-chr7-129618184-1	chr7	129618086	129618284	+	0.000	0.000	Merged-chr7-129618184-1
Merged-chr17-73839291-10	chr17	73839059	73839470	+	0.000	0.000	Merged-chr17-73839291-10
Merged-chr11-5541384-26	chr11	5541192	5541579	+	0.000	0.000	Merged-chr11-5541384-26
Merged-chr10-68154623-2	chr10	68154486	68154762	+	0.000	0.000	Merged-chr10-68154623-2
Merged-chr6-146387186-17	chr6	146387029	146387387	+	0.000	0.000	Merged-chr6-146387186-17
Merged-chr16-70395493-20	chr16	70395275	70395707	+	0.000	0.000	Merged-chr16-70395493-20
Merged-chr1-181227002-33	chr1	181226789	181227233	+	0.000	0.000	Merged-chr1-181227002-33
Merged-chr11-3179193-4	chr11	3178930	3179426	+	0.000	0.000	Merged-chr11-3179193-4
Merged-chr4-149889246-22	chr4	149889022	149889525	+	0.000	0.000	Merged-chr4-149889246-22
Merged-chr13-73434652-58	chr13	73433795	73435245	+	0.000	0.000	Merged-chr13-73434652-58
Merged-chr3-121154322-4	chr3	121154166	121154514	+	0.000	0.000	Merged-chr3-121154322-4
Merged-chr16-45025032-2	chr16	45024934	45025132	+	0.000	0.000	Merged-chr16-45025032-2
Merged-chr15-99295026-65	chr15	99294785	99295328	+	0.000	0.000	Merged-chr15-99295026-65
Merged-chr2-93448955-1	chr2	93448857	93449055	+	0.000	0.000	Merged-chr2-93448955-1
Merged-chr3-159836403-2	chr3	159836299	159836509	+	0.000	0.000	Merged-chr3-159836403-2
Merged-chr6-73267747-1	chr6	73267649	73267847	+	0.000	0.000	Merged-chr6-73267747-1
Merged-chr2-60083181-5	chr2	60083047	60083306	+	0.000	0.000	Merged-chr2-60083181-5
Merged-chr11-117105453-2	chr11	117105340	117105568	+	0.000	0.000	Merged-chr11-117105453-2
Merged-chr14-30185655-2	chr14	30185536	30185776	+	0.000	0.000	Merged-chr14-30185655-2
Merged-chr12-82169653-106	chr12	82169168	82169973	+	0.000	0.000	Merged-chr12-82169653-106
Merged-chr4-63495576-107	chr4	63494664	63496425	+	0.000	0.000	Merged-chr4-63495576-107
Merged-chr11-99132520-18	chr11	99132333	99132742	+	0.000	0.000	Merged-chr11-99132520-18
Merged-chr2-120563712-63	chr2	120563402	120564047	+	0.000	0.000	Merged-chr2-120563712-63
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr5-134489767-10	chr5	134489627	134489916	+	0.000	0.000	Merged-chr5-134489767-10
Merged-chr19-23056893-1	chr19	23056795	23056993	+	0.000	0.000	Merged-chr19-23056893-1
Merged-chr10-30803129-88	chr10	30802804	30803405	+	0.000	0.000	Merged-chr10-30803129-88
Merged-chr9-36802612-8	chr9	36802397	36802779	+	0.000	0.000	Merged-chr9-36802612-8
Merged-chr5-134467407-3	chr5	134467257	134467548	+	0.000	0.000	Merged-chr5-134467407-3
Merged-chr1-128768118-1	chr1	128768020	128768218	+	0.000	0.000	Merged-chr1-128768118-1
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr4-63948222-34	chr4	63947944	63948530	+	0.000	0.000	Merged-chr4-63948222-34
Merged-chr4-10974743-13	chr4	10974526	10974918	+	0.000	0.000	Merged-chr4-10974743-13
Merged-chr2-117390290-84	chr2	117390013	117390550	+	0.000	0.000	Merged-chr2-117390290-84
Merged-chr11-71230864-28	chr11	71230656	71231098	+	0.000	0.000	Merged-chr11-71230864-28
Merged-chr2-29237965-2	chr2	29237799	29238134	+	0.000	0.000	Merged-chr2-29237965-2
Merged-chr10-99206263-19	chr10	99205977	99206470	+	0.000	0.000	Merged-chr10-99206263-19
Merged-chr16-90323111-40	chr16	90322910	90323363	+	0.000	0.000	Merged-chr16-90323111-40
Merged-chr2-173647246-19	chr2	173647108	173647390	+	0.000	0.000	Merged-chr2-173647246-19
Merged-chr9-114367638-1	chr9	114367540	114367738	+	0.000	0.000	Merged-chr9-114367638-1
Merged-chr6-145054602-1	chr6	145054504	145054702	+	0.000	0.000	Merged-chr6-145054602-1
Merged-chrX-133887196-1	chrX	133887098	133887296	+	0.000	0.000	Merged-chrX-133887196-1
Merged-chr10-42877317-2	chr10	42877216	42877421	+	0.000	0.000	Merged-chr10-42877317-2
Merged-chr16-11577786-44	chr16	11577516	11578057	+	0.000	0.000	Merged-chr16-11577786-44
Merged-chr1-178376257-4	chr1	178376117	178376397	+	0.000	0.000	Merged-chr1-178376257-4
Merged-chr16-92019573-78	chr16	92019212	92019902	+	0.000	0.000	Merged-chr16-92019573-78
Merged-chr19-33357209-1	chr19	33357111	33357309	+	0.000	0.000	Merged-chr19-33357209-1
Merged-chr18-60633052-25	chr18	60632700	60633392	+	0.000	0.000	Merged-chr18-60633052-25
Merged-chr17-56475260-1	chr17	56475162	56475360	+	0.000	0.000	Merged-chr17-56475260-1
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr16-91546772-86	chr16	91546268	91547701	+	0.000	0.000	Merged-chr16-91546772-86
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr11-88455545-42	chr11	88455253	88456007	+	0.000	0.000	Merged-chr11-88455545-42
Merged-chr10-42848421-1	chr10	42848323	42848521	+	0.000	0.000	Merged-chr10-42848421-1
Merged-chr13-108763497-25	chr13	108763203	108763698	+	0.000	0.000	Merged-chr13-108763497-25
Merged-chr8-86079506-38	chr8	86079012	86079826	+	0.000	0.000	Merged-chr8-86079506-38
Merged-chr17-8228766-12	chr17	8228592	8228909	+	0.000	0.000	Merged-chr17-8228766-12
Merged-chr10-121305598-5	chr10	121305446	121305753	+	0.000	0.000	Merged-chr10-121305598-5
Merged-chr7-49779469-9	chr7	49779197	49779633	+	0.000	0.000	Merged-chr7-49779469-9
Merged-chr9-72097262-35	chr9	72097060	72097563	+	0.000	0.000	Merged-chr9-72097262-35
Merged-chr9-77755388-7	chr9	77755134	77755520	+	0.000	0.000	Merged-chr9-77755388-7
Merged-chr1-165762998-3	chr1	165762844	165763163	+	0.000	0.000	Merged-chr1-165762998-3
Merged-chr16-70376807-4	chr16	70376689	70376926	+	0.000	0.000	Merged-chr16-70376807-4
Merged-chr6-98843089-22	chr6	98842787	98843395	+	0.000	0.000	Merged-chr6-98843089-22
Merged-chr5-123021694-21	chr5	123021490	123021930	+	0.000	0.000	Merged-chr5-123021694-21
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr7-108934410-57	chr7	108934062	108934796	+	0.000	0.000	Merged-chr7-108934410-57
Merged-chr1-181229140-10	chr1	181229003	181229298	+	0.000	0.000	Merged-chr1-181229140-10
Merged-chr16-8470808-56	chr16	8470607	8471136	+	0.000	0.000	Merged-chr16-8470808-56
Merged-chr12-77051349-19	chr12	77051094	77051582	+	0.000	0.000	Merged-chr12-77051349-19
Merged-chr9-106199274-52	chr9	106199045	106199492	+	0.000	0.000	Merged-chr9-106199274-52
Merged-chr4-32481815-19	chr4	32481538	32482054	+	0.000	0.000	Merged-chr4-32481815-19
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr7-80368780-1	chr7	80368682	80368880	+	0.000	0.000	Merged-chr7-80368780-1
Merged-chr5-143499896-15	chr5	143499669	143500080	+	0.000	0.000	Merged-chr5-143499896-15
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chr15-100915024-15	chr15	100914780	100915349	+	0.000	0.000	Merged-chr15-100915024-15
Merged-chr7-6286404-52	chr7	6286118	6286707	+	0.000	0.000	Merged-chr7-6286404-52
Merged-chr11-90257307-51	chr11	90257073	90257682	+	0.000	0.000	Merged-chr11-90257307-51
Merged-chr17-8988548-64	chr17	8988178	8989047	+	0.000	0.000	Merged-chr17-8988548-64
Merged-chr7-35127925-16	chr7	35127580	35128174	+	0.000	0.000	Merged-chr7-35127925-16
Merged-chr13-30154580-19	chr13	30154230	30154845	+	0.000	0.000	Merged-chr13-30154580-19
Merged-chr13-94400717-31	chr13	94400453	94401024	+	0.000	0.000	Merged-chr13-94400717-31
Merged-chr2-117389704-2	chr2	117389573	117389837	+	0.000	0.000	Merged-chr2-117389704-2
Merged-chr5-143622364-69	chr5	143622117	143622628	+	0.000	0.000	Merged-chr5-143622364-69
Merged-chr3-87770520-4	chr3	87770411	87770648	+	0.000	0.000	Merged-chr3-87770520-4
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr2-32689593-11	chr2	32689455	32689715	+	0.000	0.000	Merged-chr2-32689593-11
Merged-chr2-103663378-1	chr2	103663280	103663478	+	0.000	0.000	Merged-chr2-103663378-1
Merged-chr11-113005354-7	chr11	113005193	113005524	+	0.000	0.000	Merged-chr11-113005354-7
Merged-chr18-78969407-8	chr18	78969177	78969646	+	0.000	0.000	Merged-chr18-78969407-8
Merged-chr1-64302994-36	chr1	64302816	64303212	+	0.000	0.000	Merged-chr1-64302994-36
Merged-chr7-101069524-1	chr7	101069426	101069624	+	0.000	0.000	Merged-chr7-101069524-1
Merged-chr7-143021894-22	chr7	143021681	143022119	+	0.000	0.000	Merged-chr7-143021894-22
Merged-chrX-166170889-3	chrX	166170791	166170989	+	0.000	0.000	Merged-chrX-166170889-3
Merged-chr2-135841194-1	chr2	135841096	135841294	+	0.000	0.000	Merged-chr2-135841194-1
Merged-chr15-100600141-58	chr15	100599858	100600435	+	0.000	0.000	Merged-chr15-100600141-58
Merged-chr9-96652845-6	chr9	96652709	96652972	+	0.000	0.000	Merged-chr9-96652845-6
Merged-chr14-70074999-77	chr14	70074664	70075432	+	0.000	0.000	Merged-chr14-70074999-77
Merged-chr5-107354193-7	chr5	107354020	107354376	+	0.000	0.000	Merged-chr5-107354193-7
Merged-chr15-97667744-45	chr15	97667466	97667984	+	0.000	0.000	Merged-chr15-97667744-45
Merged-chr2-160748130-3	chr2	160748007	160748267	+	0.000	0.000	Merged-chr2-160748130-3
Merged-chr11-90249562-69	chr11	90249136	90250103	+	0.000	0.000	Merged-chr11-90249562-69
Merged-chr16-49699249-55	chr16	49698987	49699453	+	0.000	0.000	Merged-chr16-49699249-55
Merged-chr2-18975583-1	chr2	18975485	18975683	+	0.000	0.000	Merged-chr2-18975583-1
Merged-chr16-92062539-23	chr16	92062251	92062751	+	0.000	0.000	Merged-chr16-92062539-23
Merged-chr18-61399172-23	chr18	61398996	61399363	+	0.000	0.000	Merged-chr18-61399172-23
Merged-chr3-52268375-96	chr3	52267792	52268849	+	0.000	0.000	Merged-chr3-52268375-96
Merged-chr1-82902274-10	chr1	82902121	82902437	+	0.000	0.000	Merged-chr1-82902274-10
Merged-chr16-11526520-43	chr16	11526288	11526724	+	0.000	0.000	Merged-chr16-11526520-43
Merged-chr9-61753912-30	chr9	61753671	61754182	+	0.000	0.000	Merged-chr9-61753912-30
Merged-chr15-6584866-9	chr15	6584547	6585152	+	0.000	0.000	Merged-chr15-6584866-9
Merged-chr3-138766523-1	chr3	138766425	138766623	+	0.000	0.000	Merged-chr3-138766523-1
Merged-chr2-5061113-1	chr2	5061015	5061213	+	0.000	0.000	Merged-chr2-5061113-1
Merged-chr8-111572006-3	chr8	111571798	111572171	+	0.000	0.000	Merged-chr8-111572006-3
Merged-chr11-116406570-59	chr11	116406372	116406793	+	0.000	0.000	Merged-chr11-116406570-59
Merged-chr15-93551725-1	chr15	93551627	93551825	+	0.000	0.000	Merged-chr15-93551725-1
Merged-chrX-9243541-17	chrX	9243345	9243738	+	0.000	0.000	Merged-chrX-9243541-17
Merged-chr17-30159470-1	chr17	30159372	30159570	+	0.000	0.000	Merged-chr17-30159470-1
Merged-chr15-36375084-60	chr15	36374708	36375377	+	0.000	0.000	Merged-chr15-36375084-60
Merged-chr1-136672733-46	chr1	136672534	136672975	+	0.000	0.000	Merged-chr1-136672733-46
Merged-chr10-80658824-84	chr10	80658528	80659242	+	0.000	0.000	Merged-chr10-80658824-84
Merged-chrX-134756963-64	chrX	134756462	134757687	+	0.000	0.000	Merged-chrX-134756963-64
Merged-chr16-49766510-39	chr16	49766287	49766732	+	0.000	0.000	Merged-chr16-49766510-39
Merged-chr10-4266749-50	chr10	4266490	4267116	+	0.000	0.000	Merged-chr10-4266749-50
Merged-chr11-44495108-26	chr11	44494912	44495517	+	0.000	0.000	Merged-chr11-44495108-26
Merged-chr5-144255357-123	chr5	144255006	144255806	+	0.000	0.000	Merged-chr5-144255357-123
Merged-chr13-109190361-18	chr13	109189882	109190808	+	0.000	0.000	Merged-chr13-109190361-18
Merged-chr16-97419775-1	chr16	97419677	97419875	+	0.000	0.000	Merged-chr16-97419775-1
Merged-chr2-68289327-28	chr2	68289069	68289567	+	0.000	0.000	Merged-chr2-68289327-28
Merged-chr15-98108579-43	chr15	98108329	98108889	+	0.000	0.000	Merged-chr15-98108579-43
Merged-chr18-78959917-1	chr18	78959819	78960017	+	0.000	0.000	Merged-chr18-78959917-1
Merged-chr10-14087523-10	chr10	14087365	14087720	+	0.000	0.000	Merged-chr10-14087523-10
Merged-chr12-116048965-10	chr12	116048716	116049209	+	0.000	0.000	Merged-chr12-116048965-10
Merged-chr8-95679341-1	chr8	95679243	95679441	+	0.000	0.000	Merged-chr8-95679341-1
Merged-chr5-25223031-65	chr5	25222582	25223293	+	0.000	0.000	Merged-chr5-25223031-65
Merged-chr8-91507766-35	chr8	91507478	91508054	+	0.000	0.000	Merged-chr8-91507766-35
Merged-chr14-45039542-1	chr14	45039444	45039642	+	0.000	0.000	Merged-chr14-45039542-1
Merged-chr11-117139478-1	chr11	117139380	117139578	+	0.000	0.000	Merged-chr11-117139478-1
Merged-chr5-136623299-40	chr5	136623065	136623495	+	0.000	0.000	Merged-chr5-136623299-40
Merged-chr11-113058240-2	chr11	113058058	113058425	+	0.000	0.000	Merged-chr11-113058240-2
Merged-chr17-51172525-19	chr17	51172326	51172771	+	0.000	0.000	Merged-chr17-51172525-19
Merged-chr15-86173285-7	chr15	86173161	86173473	+	0.000	0.000	Merged-chr15-86173285-7
Merged-chr1-138609055-1	chr1	138608957	138609155	+	0.000	0.000	Merged-chr1-138609055-1
Merged-chr17-46967168-48	chr17	46966934	46967522	+	0.000	0.000	Merged-chr17-46967168-48
Merged-chr4-63486767-20	chr4	63486450	63487115	+	0.000	0.000	Merged-chr4-63486767-20
Merged-chr3-138854493-16	chr3	138854263	138854795	+	0.000	0.000	Merged-chr3-138854493-16
Merged-chr10-53598971-4	chr10	53598864	53599084	+	0.000	0.000	Merged-chr10-53598971-4
Merged-chr16-91073588-44	chr16	91073360	91073870	+	0.000	0.000	Merged-chr16-91073588-44
Merged-chr11-79460483-1	chr11	79460385	79460583	+	0.000	0.000	Merged-chr11-79460483-1
Merged-chr1-128615599-2	chr1	128615475	128615726	+	0.000	0.000	Merged-chr1-128615599-2
Merged-chr9-121309470-2	chr9	121309345	121309597	+	0.000	0.000	Merged-chr9-121309470-2
Merged-chr2-174069813-20	chr2	174069438	174070079	+	0.000	0.000	Merged-chr2-174069813-20
Merged-chr3-127837495-68	chr3	127837267	127837844	+	0.000	0.000	Merged-chr3-127837495-68
Merged-chr17-5166292-6	chr17	5166131	5166475	+	0.000	0.000	Merged-chr17-5166292-6
Merged-chr1-38665313-102	chr1	38664817	38666044	+	0.000	0.000	Merged-chr1-38665313-102
Merged-chr2-139934935-45	chr2	139934699	139935399	+	0.000	0.000	Merged-chr2-139934935-45
Merged-chr8-111527388-53	chr8	111527018	111527815	+	0.000	0.000	Merged-chr8-111527388-53
Merged-chr16-45389886-49	chr16	45389430	45390249	+	0.000	0.000	Merged-chr16-45389886-49
Merged-chr5-104508558-72	chr5	104508313	104508933	+	0.000	0.000	Merged-chr5-104508558-72
Merged-chr13-112355130-25	chr13	112354839	112355423	+	0.000	0.000	Merged-chr13-112355130-25
Merged-chr11-106676116-1	chr11	106676018	106676216	+	0.000	0.000	Merged-chr11-106676116-1
Merged-chr17-8234688-5	chr17	8234559	8234815	+	0.000	0.000	Merged-chr17-8234688-5
Merged-chr4-144890816-36	chr4	144890597	144891029	+	0.000	0.000	Merged-chr4-144890816-36
Merged-chr9-102879753-26	chr9	102879470	102880038	+	0.000	0.000	Merged-chr9-102879753-26
Merged-chr15-6672334-1	chr15	6672236	6672434	+	0.000	0.000	Merged-chr15-6672334-1
Merged-chr10-59958686-2	chr10	59958576	59958798	+	0.000	0.000	Merged-chr10-59958686-2
Merged-chr13-35841945-14	chr13	35841650	35842237	+	0.000	0.000	Merged-chr13-35841945-14
Merged-chr9-102852625-20	chr9	102852334	102852895	+	0.000	0.000	Merged-chr9-102852625-20
Merged-chr3-83841450-68	chr3	83841125	83841852	+	0.000	0.000	Merged-chr3-83841450-68
Merged-chr18-35830192-19	chr18	35829774	35830668	+	0.000	0.000	Merged-chr18-35830192-19
Merged-chr6-128887500-65	chr6	128887253	128887693	+	0.000	0.000	Merged-chr6-128887500-65
Merged-chr6-128754186-37	chr6	128753854	128754636	+	0.000	0.000	Merged-chr6-128754186-37
Merged-chr5-121838614-43	chr5	121838255	121838968	+	0.000	0.000	Merged-chr5-121838614-43
Merged-chr6-59315940-38	chr6	59315583	59316212	+	0.000	0.000	Merged-chr6-59315940-38
Merged-chr5-118331615-2	chr5	118331492	118331741	+	0.000	0.000	Merged-chr5-118331615-2
Merged-chr13-92610910-95	chr13	92610527	92611264	+	0.000	0.000	Merged-chr13-92610910-95
Merged-chr2-164356374-20	chr2	164356128	164356582	+	0.000	0.000	Merged-chr2-164356374-20
Merged-chr1-69692321-35	chr1	69692045	69692628	+	0.000	0.000	Merged-chr1-69692321-35
Merged-chr16-91538475-3	chr16	91538326	91538601	+	0.000	0.000	Merged-chr16-91538475-3
Merged-chr10-96496661-19	chr10	96496330	96496985	+	0.000	0.000	Merged-chr10-96496661-19
Merged-chr16-15887959-17	chr16	15887689	15888201	+	0.000	0.000	Merged-chr16-15887959-17
Merged-chr4-136081345-1	chr4	136081247	136081445	+	0.000	0.000	Merged-chr4-136081345-1
Merged-chr11-6559219-2	chr11	6559115	6559325	+	0.000	0.000	Merged-chr11-6559219-2
Merged-chr10-56106955-57	chr10	56106670	56107190	+	0.000	0.000	Merged-chr10-56106955-57
Merged-chr1-131828072-77	chr1	131827767	131828338	+	0.000	0.000	Merged-chr1-131828072-77
Merged-chr4-138108081-26	chr4	138107617	138108466	+	0.000	0.000	Merged-chr4-138108081-26
Merged-chr12-41201974-1	chr12	41201876	41202074	+	0.000	0.000	Merged-chr12-41201974-1
Merged-chr12-115920407-41	chr12	115920163	115920691	+	0.000	0.000	Merged-chr12-115920407-41
Merged-chr2-181411095-55	chr2	181410705	181411409	+	0.000	0.000	Merged-chr2-181411095-55
Merged-chr9-25104838-18	chr9	25104643	25105120	+	0.000	0.000	Merged-chr9-25104838-18
Merged-chr9-51215615-7	chr9	51215434	51215760	+	0.000	0.000	Merged-chr9-51215615-7
Merged-chr5-75496770-2	chr5	75496621	75496921	+	0.000	0.000	Merged-chr5-75496770-2
Merged-chr10-93280203-1	chr10	93280105	93280303	+	0.000	0.000	Merged-chr10-93280203-1
Merged-chr15-12337751-2	chr15	12337643	12337862	+	0.000	0.000	Merged-chr15-12337751-2
Merged-chr12-69461998-25	chr12	69461735	69462247	+	0.000	0.000	Merged-chr12-69461998-25
Merged-chr19-60681647-27	chr19	60681451	60681907	+	0.000	0.000	Merged-chr19-60681647-27
Merged-chr2-26315666-64	chr2	26315331	26316049	+	0.000	0.000	Merged-chr2-26315666-64
Merged-chr15-79830573-6	chr15	79830369	79830765	+	0.000	0.000	Merged-chr15-79830573-6
Merged-chr7-6285679-1	chr7	6285581	6285779	+	0.000	0.000	Merged-chr7-6285679-1
Merged-chr5-86841347-21	chr5	86841123	86841551	+	0.000	0.000	Merged-chr5-86841347-21
Merged-chr11-22936648-30	chr11	22936409	22936869	+	0.000	0.000	Merged-chr11-22936648-30
Merged-chr1-128611996-46	chr1	128611864	128612123	+	0.000	0.000	Merged-chr1-128611996-46
Merged-chr2-34957169-1	chr2	34957071	34957269	+	0.000	0.000	Merged-chr2-34957169-1
Merged-chr15-73645623-78	chr15	73644817	73646130	+	0.000	0.000	Merged-chr15-73645623-78
