#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr9-59338472-52	chr9	59338001	59338855	+	0.000	0.000	Merged-chr9-59338472-52
Merged-chr11-109365028-9	chr11	109364805	109365186	+	0.000	0.000	Merged-chr11-109365028-9
Merged-chr3-126834809-55	chr3	126834607	126835116	+	0.000	0.000	Merged-chr3-126834809-55
Merged-chr1-55629835-4	chr1	55629650	55629988	+	0.000	0.000	Merged-chr1-55629835-4
Merged-chr9-55938219-68	chr9	55938010	55938582	+	0.000	0.000	Merged-chr9-55938219-68
Merged-chr6-121272089-2	chr6	121271991	121272189	+	0.000	0.000	Merged-chr6-121272089-2
Merged-chr17-7945790-77	chr17	7945514	7946131	+	0.000	0.000	Merged-chr17-7945790-77
Merged-chr8-119384753-17	chr8	119384553	119385014	+	0.000	0.000	Merged-chr8-119384753-17
Merged-chr17-73823775-28	chr17	73823603	73823939	+	0.000	0.000	Merged-chr17-73823775-28
Merged-chr6-145256565-1	chr6	145256467	145256665	+	0.000	0.000	Merged-chr6-145256565-1
Merged-chr11-4334358-2	chr11	4334188	4334530	+	0.000	0.000	Merged-chr11-4334358-2
Merged-chr18-77072792-44	chr18	77072381	77073232	+	0.000	0.000	Merged-chr18-77072792-44
Merged-chr3-52299569-6	chr3	52299385	52299733	+	0.000	0.000	Merged-chr3-52299569-6
Merged-chr11-79460952-43	chr11	79460681	79461176	+	0.000	0.000	Merged-chr11-79460952-43
Merged-chr3-52267357-1	chr3	52267259	52267457	+	0.000	0.000	Merged-chr3-52267357-1
Merged-chr16-18066490-64	chr16	18066206	18066753	+	0.000	0.000	Merged-chr16-18066490-64
Merged-chr1-132007976-127	chr1	132007731	132008432	+	0.000	0.000	Merged-chr1-132007976-127
Merged-chrX-75734905-2	chrX	75734791	75735021	+	0.000	0.000	Merged-chrX-75734905-2
Merged-chr11-106741449-7	chr11	106741265	106741642	+	0.000	0.000	Merged-chr11-106741449-7
Merged-chr8-15019408-1	chr8	15019310	15019508	+	0.000	0.000	Merged-chr8-15019408-1
Merged-chr9-97208917-1	chr9	97208819	97209017	+	0.000	0.000	Merged-chr9-97208917-1
Merged-chr2-181409892-2	chr2	181409777	181410009	+	0.000	0.000	Merged-chr2-181409892-2
Merged-chr16-23991462-14	chr16	23991212	23991656	+	0.000	0.000	Merged-chr16-23991462-14
Merged-chr1-60075302-38	chr1	60074955	60076038	+	0.000	0.000	Merged-chr1-60075302-38
Merged-chr10-108445757-1	chr10	108445659	108445857	+	0.000	0.000	Merged-chr10-108445757-1
Merged-chr4-126967294-4	chr4	126967118	126967454	+	0.000	0.000	Merged-chr4-126967294-4
Merged-chr9-42034143-45	chr9	42033632	42034513	+	0.000	0.000	Merged-chr9-42034143-45
Merged-chr19-44145820-1	chr19	44145722	44145920	+	0.000	0.000	Merged-chr19-44145820-1
Merged-chr16-70395493-20	chr16	70395275	70395707	+	0.000	0.000	Merged-chr16-70395493-20
Merged-chr9-14093244-53	chr9	14093009	14093501	+	0.000	0.000	Merged-chr9-14093244-53
Merged-chr11-3179193-4	chr11	3178930	3179426	+	0.000	0.000	Merged-chr11-3179193-4
Merged-chr17-45685366-2	chr17	45685238	45685496	+	0.000	0.000	Merged-chr17-45685366-2
Merged-chr11-99132520-18	chr11	99132333	99132742	+	0.000	0.000	Merged-chr11-99132520-18
Merged-chr2-120563712-63	chr2	120563402	120564047	+	0.000	0.000	Merged-chr2-120563712-63
Merged-chr5-134489767-10	chr5	134489627	134489916	+	0.000	0.000	Merged-chr5-134489767-10
Merged-chr7-130866433-2	chr7	130866295	130866574	+	0.000	0.000	Merged-chr7-130866433-2
Merged-chr5-134467407-3	chr5	134467257	134467548	+	0.000	0.000	Merged-chr5-134467407-3
Merged-chr4-136110738-3	chr4	136110601	136110908	+	0.000	0.000	Merged-chr4-136110738-3
Merged-chr4-63948222-34	chr4	63947944	63948530	+	0.000	0.000	Merged-chr4-63948222-34
Merged-chr11-71230864-28	chr11	71230656	71231098	+	0.000	0.000	Merged-chr11-71230864-28
Merged-chr7-19309217-6	chr7	19309062	19309433	+	0.000	0.000	Merged-chr7-19309217-6
Merged-chr16-90323111-40	chr16	90322910	90323363	+	0.000	0.000	Merged-chr16-90323111-40
Merged-chrX-133887196-1	chrX	133887098	133887296	+	0.000	0.000	Merged-chrX-133887196-1
Merged-chr6-121226970-16	chr6	121226767	121227215	+	0.000	0.000	Merged-chr6-121226970-16
Merged-chr10-42877317-2	chr10	42877216	42877421	+	0.000	0.000	Merged-chr10-42877317-2
Merged-chr7-125555770-44	chr7	125555130	125556341	+	0.000	0.000	Merged-chr7-125555770-44
Merged-chr16-91546772-86	chr16	91546268	91547701	+	0.000	0.000	Merged-chr16-91546772-86
Merged-chr16-10786452-22	chr16	10786280	10786625	+	0.000	0.000	Merged-chr16-10786452-22
Merged-chr9-72097262-35	chr9	72097060	72097563	+	0.000	0.000	Merged-chr9-72097262-35
Merged-chr9-77755388-7	chr9	77755134	77755520	+	0.000	0.000	Merged-chr9-77755388-7
Merged-chr11-48927051-20	chr11	48926810	48927271	+	0.000	0.000	Merged-chr11-48927051-20
Merged-chr19-6856952-8	chr19	6856789	6857167	+	0.000	0.000	Merged-chr19-6856952-8
Merged-chr4-32481815-19	chr4	32481538	32482054	+	0.000	0.000	Merged-chr4-32481815-19
Merged-chr17-15986362-1	chr17	15986264	15986462	+	0.000	0.000	Merged-chr17-15986362-1
Merged-chr7-80368780-1	chr7	80368682	80368880	+	0.000	0.000	Merged-chr7-80368780-1
Merged-chr8-126594536-127	chr8	126593780	126594991	+	0.000	0.000	Merged-chr8-126594536-127
Merged-chr12-73876720-26	chr12	73876513	73877000	+	0.000	0.000	Merged-chr12-73876720-26
Merged-chr9-62427197-10	chr9	62427032	62427411	+	0.000	0.000	Merged-chr9-62427197-10
Merged-chr13-30154580-19	chr13	30154230	30154845	+	0.000	0.000	Merged-chr13-30154580-19
Merged-chr2-32689593-11	chr2	32689455	32689715	+	0.000	0.000	Merged-chr2-32689593-11
Merged-chr15-100600141-58	chr15	100599858	100600435	+	0.000	0.000	Merged-chr15-100600141-58
Merged-chr3-52268375-96	chr3	52267792	52268849	+	0.000	0.000	Merged-chr3-52268375-96
Merged-chr1-82902274-10	chr1	82902121	82902437	+	0.000	0.000	Merged-chr1-82902274-10
Merged-chr16-91562152-19	chr16	91562012	91562325	+	0.000	0.000	Merged-chr16-91562152-19
Merged-chr1-39949345-35	chr1	39949081	39949583	+	0.000	0.000	Merged-chr1-39949345-35
Merged-chr5-143180720-54	chr5	143180555	143180935	+	0.000	0.000	Merged-chr5-143180720-54
Merged-chr13-42110685-25	chr13	42110443	42110863	+	0.000	0.000	Merged-chr13-42110685-25
Merged-chr10-80658824-84	chr10	80658528	80659242	+	0.000	0.000	Merged-chr10-80658824-84
Merged-chr15-80080865-20	chr15	80080582	80081131	+	0.000	0.000	Merged-chr15-80080865-20
Merged-chr2-150450567-4	chr2	150450321	150450819	+	0.000	0.000	Merged-chr2-150450567-4
Merged-chr10-53598971-4	chr10	53598864	53599084	+	0.000	0.000	Merged-chr10-53598971-4
Merged-chr9-121309470-2	chr9	121309345	121309597	+	0.000	0.000	Merged-chr9-121309470-2
Merged-chr1-38665313-102	chr1	38664817	38666044	+	0.000	0.000	Merged-chr1-38665313-102
Merged-chr11-106676116-1	chr11	106676018	106676216	+	0.000	0.000	Merged-chr11-106676116-1
Merged-chr19-44295859-46	chr19	44295431	44296185	+	0.000	0.000	Merged-chr19-44295859-46
Merged-chr17-8234688-5	chr17	8234559	8234815	+	0.000	0.000	Merged-chr17-8234688-5
Merged-chr4-144890816-36	chr4	144890597	144891029	+	0.000	0.000	Merged-chr4-144890816-36
Merged-chr10-59958686-2	chr10	59958576	59958798	+	0.000	0.000	Merged-chr10-59958686-2
Merged-chr6-128887500-65	chr6	128887253	128887693	+	0.000	0.000	Merged-chr6-128887500-65
Merged-chr5-121838614-43	chr5	121838255	121838968	+	0.000	0.000	Merged-chr5-121838614-43
Merged-chr9-62373922-12	chr9	62373720	62374119	+	0.000	0.000	Merged-chr9-62373922-12
Merged-chr9-101063926-1	chr9	101063828	101064026	+	0.000	0.000	Merged-chr9-101063926-1
Merged-chr19-43939689-1	chr19	43939591	43939789	+	0.000	0.000	Merged-chr19-43939689-1
Merged-chr7-4653985-45	chr7	4653741	4654242	+	0.000	0.000	Merged-chr7-4653985-45
Merged-chr15-12337751-2	chr15	12337643	12337862	+	0.000	0.000	Merged-chr15-12337751-2
Merged-chr12-69461998-25	chr12	69461735	69462247	+	0.000	0.000	Merged-chr12-69461998-25
Merged-chr5-86841347-21	chr5	86841123	86841551	+	0.000	0.000	Merged-chr5-86841347-21
Merged-chr2-34957169-1	chr2	34957071	34957269	+	0.000	0.000	Merged-chr2-34957169-1
Merged-chr15-86020200-23	chr15	86020012	86020413	+	0.000	0.000	Merged-chr15-86020200-23
Merged-chr9-59284451-4	chr9	59284240	59284638	+	0.000	0.000	Merged-chr9-59284451-4
Merged-chr16-94302405-1	chr16	94302307	94302505	+	0.000	0.000	Merged-chr16-94302405-1
Merged-chr1-38129687-97	chr1	38128807	38130210	+	0.000	0.000	Merged-chr1-38129687-97
Merged-chr13-91484361-55	chr13	91484135	91484570	+	0.000	0.000	Merged-chr13-91484361-55
Merged-chr8-125741645-15	chr8	125741332	125741914	+	0.000	0.000	Merged-chr8-125741645-15
Merged-chr12-113187039-1	chr12	113186941	113187139	+	0.000	0.000	Merged-chr12-113187039-1
Merged-chr9-94670127-81	chr9	94669877	94670333	+	0.000	0.000	Merged-chr9-94670127-81
Merged-chr17-48300764-89	chr17	48300059	48301290	+	0.000	0.000	Merged-chr17-48300764-89
Merged-chr10-75697186-22	chr10	75696984	75697404	+	0.000	0.000	Merged-chr10-75697186-22
Merged-chr11-97782309-55	chr11	97781997	97782565	+	0.000	0.000	Merged-chr11-97782309-55
Merged-chr6-134189868-22	chr6	134189560	134190228	+	0.000	0.000	Merged-chr6-134189868-22
Merged-chr14-78304223-7	chr14	78303948	78304384	+	0.000	0.000	Merged-chr14-78304223-7
Merged-chr16-10782428-11	chr16	10782104	10782759	+	0.000	0.000	Merged-chr16-10782428-11
Merged-chr8-35159394-34	chr8	35159161	35159703	+	0.000	0.000	Merged-chr8-35159394-34
Merged-chr9-44698915-5	chr9	44698780	44699076	+	0.000	0.000	Merged-chr9-44698915-5
Merged-chr11-3152779-31	chr11	3152401	3153188	+	0.000	0.000	Merged-chr11-3152779-31
Merged-chr1-36307925-67	chr1	36307695	36308335	+	0.000	0.000	Merged-chr1-36307925-67
Merged-chr6-134123137-5	chr6	134122955	134123314	+	0.000	0.000	Merged-chr6-134123137-5
Merged-chr9-40345413-1	chr9	40345315	40345513	+	0.000	0.000	Merged-chr9-40345413-1
Merged-chr9-42029038-28	chr9	42028717	42029220	+	0.000	0.000	Merged-chr9-42029038-28
Merged-chr18-60630804-17	chr18	60630632	60630951	+	0.000	0.000	Merged-chr18-60630804-17
Merged-chr3-95652439-14	chr3	95652234	95652646	+	0.000	0.000	Merged-chr3-95652439-14
Merged-chr11-115990748-1	chr11	115990650	115990848	+	0.000	0.000	Merged-chr11-115990748-1
Merged-chr3-37134398-2	chr3	37134294	37134504	+	0.000	0.000	Merged-chr3-37134398-2
Merged-chr19-46037738-21	chr19	46037454	46037940	+	0.000	0.000	Merged-chr19-46037738-21
Merged-chr3-95672932-76	chr3	95672718	95673132	+	0.000	0.000	Merged-chr3-95672932-76
Merged-chr11-54850552-5	chr11	54850400	54850685	+	0.000	0.000	Merged-chr11-54850552-5
Merged-chr9-121371802-49	chr9	121371473	121372372	+	0.000	0.000	Merged-chr9-121371802-49
Merged-chr4-63842396-65	chr4	63841995	63842784	+	0.000	0.000	Merged-chr4-63842396-65
Merged-chr6-144283818-1	chr6	144283720	144283918	+	0.000	0.000	Merged-chr6-144283818-1
Merged-chr17-56289792-1	chr17	56289694	56289892	+	0.000	0.000	Merged-chr17-56289792-1
Merged-chr19-42089340-18	chr19	42089186	42089610	+	0.000	0.000	Merged-chr19-42089340-18
Merged-chr9-53381265-58	chr9	53380747	53381483	+	0.000	0.000	Merged-chr9-53381265-58
Merged-chr6-144781870-85	chr6	144781473	144782616	+	0.000	0.000	Merged-chr6-144781870-85
Merged-chr1-138619546-96	chr1	138619001	138619863	+	0.000	0.000	Merged-chr1-138619546-96
Merged-chr8-4370315-28	chr8	4370115	4370549	+	0.000	0.000	Merged-chr8-4370315-28
Merged-chr6-121245013-1	chr6	121244915	121245113	+	0.000	0.000	Merged-chr6-121245013-1
Merged-chr17-15825809-3	chr17	15825699	15825915	+	0.000	0.000	Merged-chr17-15825809-3
Merged-chr1-164062156-7	chr1	164061991	164062310	+	0.000	0.000	Merged-chr1-164062156-7
Merged-chr10-42861528-10	chr10	42861277	42861780	+	0.000	0.000	Merged-chr10-42861528-10
Merged-chr6-121226378-36	chr6	121226072	121226746	+	0.000	0.000	Merged-chr6-121226378-36
Merged-chr7-125557008-1	chr7	125556910	125557108	+	0.000	0.000	Merged-chr7-125557008-1
Merged-chr8-61448591-1	chr8	61448493	61448691	+	0.000	0.000	Merged-chr8-61448591-1
Merged-chr2-164078012-6	chr2	164077856	164078153	+	0.000	0.000	Merged-chr2-164078012-6
Merged-chr11-79071709-8	chr11	79071500	79071891	+	0.000	0.000	Merged-chr11-79071709-8
Merged-chr14-78433810-1	chr14	78433712	78433910	+	0.000	0.000	Merged-chr14-78433810-1
Merged-chr6-134057863-5	chr6	134057705	134058046	+	0.000	0.000	Merged-chr6-134057863-5
Merged-chr15-89148796-2	chr15	89148644	89148950	+	0.000	0.000	Merged-chr15-89148796-2
Merged-chr9-44720796-15	chr9	44720594	44720989	+	0.000	0.000	Merged-chr9-44720796-15
Merged-chr19-36554580-101	chr19	36554012	36554924	+	0.000	0.000	Merged-chr19-36554580-101
Merged-chr5-105635774-10	chr5	105635514	105635980	+	0.000	0.000	Merged-chr5-105635774-10
Merged-chr9-101078724-6	chr9	101078544	101078859	+	0.000	0.000	Merged-chr9-101078724-6
Merged-chr15-59618561-44	chr15	59618355	59618804	+	0.000	0.000	Merged-chr15-59618561-44
Merged-chr10-59959685-3	chr10	59959525	59959859	+	0.000	0.000	Merged-chr10-59959685-3
Merged-chr1-39904860-8	chr1	39904662	39905037	+	0.000	0.000	Merged-chr1-39904860-8
Merged-chr2-77281275-4	chr2	77281142	77281424	+	0.000	0.000	Merged-chr2-77281275-4
Merged-chr4-32388738-7	chr4	32388558	32388994	+	0.000	0.000	Merged-chr4-32388738-7
Merged-chr11-59450244-79	chr11	59449902	59450615	+	0.000	0.000	Merged-chr11-59450244-79
Merged-chr2-164074280-54	chr2	164074042	164074750	+	0.000	0.000	Merged-chr2-164074280-54
Merged-chr19-30124481-1	chr19	30124383	30124581	+	0.000	0.000	Merged-chr19-30124481-1
Merged-chr15-59650805-18	chr15	59650587	59651040	+	0.000	0.000	Merged-chr15-59650805-18
Merged-chr9-77754782-52	chr9	77754448	77755101	+	0.000	0.000	Merged-chr9-77754782-52
Merged-chr2-34944967-27	chr2	34944753	34945192	+	0.000	0.000	Merged-chr2-34944967-27
Merged-chr9-44734669-81	chr9	44733999	44735240	+	0.000	0.000	Merged-chr9-44734669-81
Merged-chr16-91387965-13	chr16	91387750	91388208	+	0.000	0.000	Merged-chr16-91387965-13
Merged-chr12-112950560-44	chr12	112950261	112950925	+	0.000	0.000	Merged-chr12-112950560-44
Merged-chr17-35385009-4	chr17	35384802	35385197	+	0.000	0.000	Merged-chr17-35385009-4
Merged-chr9-65346526-108	chr9	65345900	65347073	+	0.000	0.000	Merged-chr9-65346526-108
Merged-chr6-145262477-1	chr6	145262379	145262577	+	0.000	0.000	Merged-chr6-145262477-1
Merged-chr7-73598173-3	chr7	73598057	73598291	+	0.000	0.000	Merged-chr7-73598173-3
Merged-chr4-32423825-17	chr4	32423633	32424021	+	0.000	0.000	Merged-chr4-32423825-17
Merged-chr9-59353411-44	chr9	59353113	59353621	+	0.000	0.000	Merged-chr9-59353411-44
Merged-chr4-24899363-4	chr4	24899209	24899505	+	0.000	0.000	Merged-chr4-24899363-4
Merged-chr16-94371065-139	chr16	94370437	94371414	+	0.000	0.000	Merged-chr16-94371065-139
Merged-chr6-17726232-24	chr6	17725984	17726452	+	0.000	0.000	Merged-chr6-17726232-24
Merged-chr7-123110483-20	chr7	123110246	123110739	+	0.000	0.000	Merged-chr7-123110483-20
Merged-chr6-134184770-1	chr6	134184672	134184870	+	0.000	0.000	Merged-chr6-134184770-1
Merged-chr9-94998094-9	chr9	94997922	94998265	+	0.000	0.000	Merged-chr9-94998094-9
Merged-chr11-3133028-6	chr11	3132929	3133131	+	0.000	0.000	Merged-chr11-3133028-6
Merged-chr16-94369803-2	chr16	94369669	94369939	+	0.000	0.000	Merged-chr16-94369803-2
Merged-chr11-48858714-1	chr11	48858616	48858814	+	0.000	0.000	Merged-chr11-48858714-1
Merged-chr2-62351727-1	chr2	62351629	62351827	+	0.000	0.000	Merged-chr2-62351727-1
Merged-chr1-138598338-24	chr1	138598115	138598557	+	0.000	0.000	Merged-chr1-138598338-24
Merged-chr9-44772185-16	chr9	44772030	44772500	+	0.000	0.000	Merged-chr9-44772185-16
Merged-chr9-5310757-3	chr9	5310557	5310942	+	0.000	0.000	Merged-chr9-5310757-3
Merged-chr4-63928441-11	chr4	63928288	63928647	+	0.000	0.000	Merged-chr4-63928441-11
Merged-chr1-136346026-74	chr1	136345664	136346435	+	0.000	0.000	Merged-chr1-136346026-74
Merged-chr6-134082422-10	chr6	134082269	134082558	+	0.000	0.000	Merged-chr6-134082422-10
Merged-chr15-5106568-21	chr15	5106369	5106735	+	0.000	0.000	Merged-chr15-5106568-21
Merged-chr7-81828174-18	chr7	81827979	81828469	+	0.000	0.000	Merged-chr7-81828174-18
Merged-chr1-36308829-27	chr1	36308587	36309215	+	0.000	0.000	Merged-chr1-36308829-27
Merged-chr10-111290799-2	chr10	111290652	111290948	+	0.000	0.000	Merged-chr10-111290799-2
Merged-chr12-108686639-7	chr12	108686381	108686849	+	0.000	0.000	Merged-chr12-108686639-7
Merged-chr11-79060117-18	chr11	79059936	79060302	+	0.000	0.000	Merged-chr11-79060117-18
Merged-chr18-80497018-4	chr18	80496863	80497180	+	0.000	0.000	Merged-chr18-80497018-4
Merged-chr13-3892809-8	chr13	3892657	3892934	+	0.000	0.000	Merged-chr13-3892809-8
Merged-chr18-7693192-52	chr18	7692902	7693581	+	0.000	0.000	Merged-chr18-7693192-52
Merged-chr3-52296970-1	chr3	52296872	52297070	+	0.000	0.000	Merged-chr3-52296970-1
Merged-chr15-100599473-8	chr15	100599348	100599598	+	0.000	0.000	Merged-chr15-100599473-8
Merged-chr15-80083424-61	chr15	80083044	80083716	+	0.000	0.000	Merged-chr15-80083424-61
Merged-chr7-27228644-59	chr7	27228369	27228866	+	0.000	0.000	Merged-chr7-27228644-59
Merged-chr10-94148003-115	chr10	94147745	94148213	+	0.000	0.000	Merged-chr10-94148003-115
Merged-chr19-46040347-17	chr19	46040171	46040547	+	0.000	0.000	Merged-chr19-46040347-17
Merged-chr14-14354803-5	chr14	14354610	14354971	+	0.000	0.000	Merged-chr14-14354803-5
Merged-chr8-119380766-18	chr8	119380620	119380945	+	0.000	0.000	Merged-chr8-119380766-18
Merged-chr2-32961770-56	chr2	32961500	32961992	+	0.000	0.000	Merged-chr2-32961770-56
Merged-chr1-138558537-3	chr1	138558410	138558674	+	0.000	0.000	Merged-chr1-138558537-3
Merged-chr16-94303117-33	chr16	94302885	94303426	+	0.000	0.000	Merged-chr16-94303117-33
Merged-chr12-78219327-13	chr12	78219106	78219538	+	0.000	0.000	Merged-chr12-78219327-13
Merged-chr8-121906680-28	chr8	121906478	121906913	+	0.000	0.000	Merged-chr8-121906680-28
Merged-chr11-116668498-7	chr11	116668299	116668645	+	0.000	0.000	Merged-chr11-116668498-7
Merged-chr11-115699455-67	chr11	115699087	115699877	+	0.000	0.000	Merged-chr11-115699455-67
Merged-chr10-94919760-32	chr10	94919491	94920187	+	0.000	0.000	Merged-chr10-94919760-32
Merged-chr5-65107716-59	chr5	65107270	65108281	+	0.000	0.000	Merged-chr5-65107716-59
Merged-chr9-72089337-6	chr9	72089203	72089508	+	0.000	0.000	Merged-chr9-72089337-6
Merged-chr11-115709339-1	chr11	115709241	115709439	+	0.000	0.000	Merged-chr11-115709339-1
Merged-chr5-28318116-9	chr5	28317949	28318295	+	0.000	0.000	Merged-chr5-28318116-9
Merged-chr7-125551601-1	chr7	125551503	125551701	+	0.000	0.000	Merged-chr7-125551601-1
Merged-chr17-84188564-1	chr17	84188466	84188664	+	0.000	0.000	Merged-chr17-84188564-1
Merged-chr13-42061036-12	chr13	42060820	42061261	+	0.000	0.000	Merged-chr13-42061036-12
Merged-chr16-95983924-16	chr16	95983695	95984248	+	0.000	0.000	Merged-chr16-95983924-16
Merged-chr12-113217877-58	chr12	113217600	113218154	+	0.000	0.000	Merged-chr12-113217877-58
Merged-chr11-99189433-33	chr11	99189159	99189666	+	0.000	0.000	Merged-chr11-99189433-33
Merged-chr15-31460865-20	chr15	31460598	31461126	+	0.000	0.000	Merged-chr15-31460865-20
Merged-chr10-59950439-1	chr10	59950341	59950539	+	0.000	0.000	Merged-chr10-59950439-1
Merged-chr7-35742502-39	chr7	35742087	35742799	+	0.000	0.000	Merged-chr7-35742502-39
Merged-chr10-127590419-10	chr10	127590218	127590584	+	0.000	0.000	Merged-chr10-127590419-10
Merged-chr2-68381486-16	chr2	68381286	68381672	+	0.000	0.000	Merged-chr2-68381486-16
Merged-chr19-29455366-2	chr19	29455265	29455469	+	0.000	0.000	Merged-chr19-29455366-2
Merged-chr1-34823615-4	chr1	34823460	34823797	+	0.000	0.000	Merged-chr1-34823615-4
Merged-chr19-47854039-1	chr19	47853941	47854139	+	0.000	0.000	Merged-chr19-47854039-1
Merged-chr6-17800901-14	chr6	17800702	17801091	+	0.000	0.000	Merged-chr6-17800901-14
Merged-chr4-35155649-6	chr4	35155410	35155892	+	0.000	0.000	Merged-chr4-35155649-6
Merged-chr14-121928773-18	chr14	121928601	121928936	+	0.000	0.000	Merged-chr14-121928773-18
Merged-chr17-42876211-110	chr17	42875359	42876761	+	0.000	0.000	Merged-chr17-42876211-110
Merged-chr14-121936760-6	chr14	121936614	121936896	+	0.000	0.000	Merged-chr14-121936760-6
Merged-chr2-120501154-2	chr2	120501037	120501274	+	0.000	0.000	Merged-chr2-120501154-2
Merged-chr1-74806913-73	chr1	74806634	74807482	+	0.000	0.000	Merged-chr1-74806913-73
Merged-chr1-191961179-5	chr1	191961019	191961338	+	0.000	0.000	Merged-chr1-191961179-5
Merged-chr5-134486118-17	chr5	134485933	134486308	+	0.000	0.000	Merged-chr5-134486118-17
Merged-chr5-148509781-69	chr5	148509401	148510136	+	0.000	0.000	Merged-chr5-148509781-69
Merged-chr6-83512589-11	chr6	83512402	83512722	+	0.000	0.000	Merged-chr6-83512589-11
Merged-chrX-47985214-5	chrX	47985037	47985360	+	0.000	0.000	Merged-chrX-47985214-5
Merged-chr11-106673872-2	chr11	106673763	106673983	+	0.000	0.000	Merged-chr11-106673872-2
Merged-chr5-75043308-12	chr5	75043017	75043690	+	0.000	0.000	Merged-chr5-75043308-12
Merged-chr11-4261355-31	chr11	4260974	4261531	+	0.000	0.000	Merged-chr11-4261355-31
Merged-chr11-4497649-38	chr11	4497443	4497884	+	0.000	0.000	Merged-chr11-4497649-38
Merged-chr1-39981009-8	chr1	39980788	39981164	+	0.000	0.000	Merged-chr1-39981009-8
Merged-chr9-14273135-1	chr9	14273037	14273235	+	0.000	0.000	Merged-chr9-14273135-1
Merged-chr2-130449559-2	chr2	130449389	130449732	+	0.000	0.000	Merged-chr2-130449559-2
Merged-chr4-16162455-7	chr4	16162322	16162652	+	0.000	0.000	Merged-chr4-16162455-7
Merged-chr5-150599340-47	chr5	150598793	150599823	+	0.000	0.000	Merged-chr5-150599340-47
Merged-chr19-40831890-3	chr19	40831779	40832018	+	0.000	0.000	Merged-chr19-40831890-3
Merged-chr15-102721302-19	chr15	102721025	102721536	+	0.000	0.000	Merged-chr15-102721302-19
Merged-chr1-82870408-8	chr1	82870269	82870540	+	0.000	0.000	Merged-chr1-82870408-8
Merged-chr15-9528468-81	chr15	9528086	9529114	+	0.000	0.000	Merged-chr15-9528468-81
Merged-chr16-35919066-70	chr16	35918769	35919573	+	0.000	0.000	Merged-chr16-35919066-70
Merged-chr12-108634224-17	chr12	108634043	108634543	+	0.000	0.000	Merged-chr12-108634224-17
Merged-chr11-29560805-27	chr11	29560485	29561262	+	0.000	0.000	Merged-chr11-29560805-27
Merged-chr11-69846566-65	chr11	69846281	69846861	+	0.000	0.000	Merged-chr11-69846566-65
Merged-chr15-100038868-69	chr15	100038482	100039157	+	0.000	0.000	Merged-chr15-100038868-69
Merged-chr5-123394816-86	chr5	123394426	123395105	+	0.000	0.000	Merged-chr5-123394816-86
Merged-chr15-9527309-5	chr15	9527155	9527497	+	0.000	0.000	Merged-chr15-9527309-5
Merged-chr7-19577791-43	chr7	19577434	19578070	+	0.000	0.000	Merged-chr7-19577791-43
Merged-chr1-180314313-47	chr1	180314013	180314924	+	0.000	0.000	Merged-chr1-180314313-47
Merged-chr10-80148120-8	chr10	80147857	80148480	+	0.000	0.000	Merged-chr10-80148120-8
Merged-chr15-58732350-53	chr15	58731955	58732890	+	0.000	0.000	Merged-chr15-58732350-53
Merged-chr1-180329159-10	chr1	180328931	180329448	+	0.000	0.000	Merged-chr1-180329159-10
Merged-chr14-121931841-19	chr14	121931657	121932104	+	0.000	0.000	Merged-chr14-121931841-19
Merged-chr5-100637307-83	chr5	100636912	100637734	+	0.000	0.000	Merged-chr5-100637307-83
Merged-chr16-24186919-1	chr16	24186821	24187019	+	0.000	0.000	Merged-chr16-24186919-1
Merged-chr10-130325334-3	chr10	130325140	130325509	+	0.000	0.000	Merged-chr10-130325334-3
Merged-chr5-105696296-18	chr5	105696075	105696479	+	0.000	0.000	Merged-chr5-105696296-18
Merged-chr3-88491281-8	chr3	88491102	88491464	+	0.000	0.000	Merged-chr3-88491281-8
Merged-chr14-121696559-1	chr14	121696461	121696659	+	0.000	0.000	Merged-chr14-121696559-1
Merged-chr9-43240584-2	chr9	43240431	43240739	+	0.000	0.000	Merged-chr9-43240584-2
Merged-chr16-91545855-29	chr16	91545566	91546176	+	0.000	0.000	Merged-chr16-91545855-29
Merged-chr8-85060180-46	chr8	85059929	85060381	+	0.000	0.000	Merged-chr8-85060180-46
Merged-chr13-117220840-63	chr13	117220454	117221269	+	0.000	0.000	Merged-chr13-117220840-63
Merged-chr18-7867842-1	chr18	7867744	7867942	+	0.000	0.000	Merged-chr18-7867842-1
Merged-chr6-134121887-1	chr6	134121789	134121987	+	0.000	0.000	Merged-chr6-134121887-1
Merged-chr11-3185092-55	chr11	3184669	3185672	+	0.000	0.000	Merged-chr11-3185092-55
Merged-chr10-75667633-88	chr10	75667222	75668045	+	0.000	0.000	Merged-chr10-75667633-88
Merged-chr7-4792933-47	chr7	4792651	4793212	+	0.000	0.000	Merged-chr7-4792933-47
Merged-chr15-102717579-4	chr15	102717432	102717734	+	0.000	0.000	Merged-chr15-102717579-4
Merged-chr6-67535210-32	chr6	67534827	67535485	+	0.000	0.000	Merged-chr6-67535210-32
Merged-chr13-116972376-8	chr13	116972160	116972577	+	0.000	0.000	Merged-chr13-116972376-8
