#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed
Merged-chr2-112656502-8	chr2	112656321	112656635	+	0.000	0.000	Merged-chr2-112656502-8
Merged-chr12-76867934-28	chr12	76867569	76868303	+	0.000	0.000	Merged-chr12-76867934-28
Merged-chr1-180279893-43	chr1	180279703	180280070	+	0.000	0.000	Merged-chr1-180279893-43
Merged-chr8-123102459-53	chr8	123102110	123102832	+	0.000	0.000	Merged-chr8-123102459-53
Merged-chr6-134036634-9	chr6	134036463	134036777	+	0.000	0.000	Merged-chr6-134036634-9
Merged-chr12-15981888-31	chr12	15981546	15982120	+	0.000	0.000	Merged-chr12-15981888-31
Merged-chr12-76308234-29	chr12	76308035	76308448	+	0.000	0.000	Merged-chr12-76308234-29
Merged-chr12-116145046-2	chr12	116144948	116145146	+	0.000	0.000	Merged-chr12-116145046-2
Merged-chr1-191956087-10	chr1	191955937	191956218	+	0.000	0.000	Merged-chr1-191956087-10
Merged-chr16-33685543-14	chr16	33685344	33685681	+	0.000	0.000	Merged-chr16-33685543-14
Merged-chr2-169396513-5	chr2	169396388	169396635	+	0.000	0.000	Merged-chr2-169396513-5
Merged-chr17-7925954-52	chr17	7925705	7926243	+	0.000	0.000	Merged-chr17-7925954-52
Merged-chr1-173437499-84	chr1	173437184	173437847	+	0.000	0.000	Merged-chr1-173437499-84
Merged-chr1-60483081-21	chr1	60482843	60483318	+	0.000	0.000	Merged-chr1-60483081-21
Merged-chr15-76799596-17	chr15	76799445	76799754	+	0.000	0.000	Merged-chr15-76799596-17
Merged-chr1-39986812-43	chr1	39986599	39987214	+	0.000	0.000	Merged-chr1-39986812-43
Merged-chr10-39462164-7	chr10	39462011	39462313	+	0.000	0.000	Merged-chr10-39462164-7
Merged-chr4-128734507-1	chr4	128734409	128734607	+	0.000	0.000	Merged-chr4-128734507-1
Merged-chr6-147591193-1	chr6	147591095	147591293	+	0.000	0.000	Merged-chr6-147591193-1
Merged-chr9-72275130-67	chr9	72274704	72275619	+	0.000	0.000	Merged-chr9-72275130-67
Merged-chrY-1239340-1	chrY	1239242	1239440	+	0.000	0.000	Merged-chrY-1239340-1
Merged-chr10-39418565-23	chr10	39418420	39418709	+	0.000	0.000	Merged-chr10-39418565-23
Merged-chr6-48048352-72	chr6	48048076	48048781	+	0.000	0.000	Merged-chr6-48048352-72
Merged-chr4-129525565-21	chr4	129525361	129525753	+	0.000	0.000	Merged-chr4-129525565-21
Merged-chr3-131050062-6	chr3	131049915	131050194	+	0.000	0.000	Merged-chr3-131050062-6
Merged-chr9-61369567-11	chr9	61369405	61369713	+	0.000	0.000	Merged-chr9-61369567-11
Merged-chr19-57356416-6	chr19	57356256	57356639	+	0.000	0.000	Merged-chr19-57356416-6
Merged-chr11-119353075-1	chr11	119352977	119353175	+	0.000	0.000	Merged-chr11-119353075-1
Merged-chr15-73067607-62	chr15	73067403	73067886	+	0.000	0.000	Merged-chr15-73067607-62
Merged-chr6-99266278-23	chr6	99265933	99266650	+	0.000	0.000	Merged-chr6-99266278-23
Merged-chr19-5800884-9	chr19	5800452	5801276	+	0.000	0.000	Merged-chr19-5800884-9
Merged-chr13-91224009-83	chr13	91223812	91224189	+	0.000	0.000	Merged-chr13-91224009-83
Merged-chr2-91083113-36	chr2	91082900	91083341	+	0.000	0.000	Merged-chr2-91083113-36
Merged-chr9-89871377-1	chr9	89871279	89871477	+	0.000	0.000	Merged-chr9-89871377-1
Merged-chr10-96656400-23	chr10	96656173	96656583	+	0.000	0.000	Merged-chr10-96656400-23
Merged-chr5-148551940-7	chr5	148551830	148552049	+	0.000	0.000	Merged-chr5-148551940-7
Merged-chr17-46525802-4	chr17	46525685	46525947	+	0.000	0.000	Merged-chr17-46525802-4
Merged-chr14-61744186-5	chr14	61744024	61744371	+	0.000	0.000	Merged-chr14-61744186-5
Merged-chr12-52503463-6	chr12	52503357	52503571	+	0.000	0.000	Merged-chr12-52503463-6
Merged-chr16-93586455-1	chr16	93586357	93586555	+	0.000	0.000	Merged-chr16-93586455-1
Merged-chr10-60382282-6	chr10	60381985	60382565	+	0.000	0.000	Merged-chr10-60382282-6
Merged-chr1-192488126-14	chr1	192487820	192488548	+	0.000	0.000	Merged-chr1-192488126-14
Merged-chr16-90004802-1	chr16	90004704	90004902	+	0.000	0.000	Merged-chr16-90004802-1
Merged-chr18-41409685-1	chr18	41409587	41409785	+	0.000	0.000	Merged-chr18-41409685-1
Merged-chr12-32827241-16	chr12	32827007	32827424	+	0.000	0.000	Merged-chr12-32827241-16
Merged-chr5-65790920-2	chr5	65790790	65791052	+	0.000	0.000	Merged-chr5-65790920-2
Merged-chr2-29649675-51	chr2	29649167	29650259	+	0.000	0.000	Merged-chr2-29649675-51
Merged-chr19-29196940-3	chr19	29196836	29197044	+	0.000	0.000	Merged-chr19-29196940-3
Merged-chr10-17565414-37	chr10	17565240	17565671	+	0.000	0.000	Merged-chr10-17565414-37
Merged-chr3-110414849-1	chr3	110414751	110414949	+	0.000	0.000	Merged-chr3-110414849-1
Merged-chr11-79145750-1	chr11	79145652	79145850	+	0.000	0.000	Merged-chr11-79145750-1
Merged-chr7-80198491-59	chr7	80198194	80198740	+	0.000	0.000	Merged-chr7-80198491-59
Merged-chr16-44746207-94	chr16	44745998	44746411	+	0.000	0.000	Merged-chr16-44746207-94
Merged-chr7-68130066-5	chr7	68129852	68130269	+	0.000	0.000	Merged-chr7-68130066-5
Merged-chr12-73755850-33	chr12	73755597	73756096	+	0.000	0.000	Merged-chr12-73755850-33
Merged-chr14-30153038-10	chr14	30152843	30153196	+	0.000	0.000	Merged-chr14-30153038-10
Merged-chr13-56702831-4	chr13	56702659	56702963	+	0.000	0.000	Merged-chr13-56702831-4
Merged-chr12-113275363-4	chr12	113275263	113275466	+	0.000	0.000	Merged-chr12-113275363-4
Merged-chr3-129494383-46	chr3	129494197	129494629	+	0.000	0.000	Merged-chr3-129494383-46
Merged-chr4-154160158-25	chr4	154159927	154160341	+	0.000	0.000	Merged-chr4-154160158-25
Merged-chr13-92294061-20	chr13	92293655	92294283	+	0.000	0.000	Merged-chr13-92294061-20
Merged-chr2-135824469-2	chr2	135824288	135824652	+	0.000	0.000	Merged-chr2-135824469-2
Merged-chr5-105650146-5	chr5	105650048	105650246	+	0.000	0.000	Merged-chr5-105650146-5
Merged-chr7-4656159-1	chr7	4656061	4656259	+	0.000	0.000	Merged-chr7-4656159-1
Merged-chrX-169982897-2	chrX	169982798	169982999	+	0.000	0.000	Merged-chrX-169982897-2
Merged-chr18-15201789-13	chr18	15201603	15202146	+	0.000	0.000	Merged-chr18-15201789-13
Merged-chr7-143008523-86	chr7	143008339	143008798	+	0.000	0.000	Merged-chr7-143008523-86
Merged-chr4-41180008-12	chr4	41179772	41180164	+	0.000	0.000	Merged-chr4-41180008-12
Merged-chrX-98291562-2	chrX	98291464	98291662	+	0.000	0.000	Merged-chrX-98291562-2
Merged-chr7-141048528-56	chr7	141048110	141048796	+	0.000	0.000	Merged-chr7-141048528-56
Merged-chr6-142519262-28	chr6	142518961	142519520	+	0.000	0.000	Merged-chr6-142519262-28
Merged-chr3-84480339-69	chr3	84479932	84480679	+	0.000	0.000	Merged-chr3-84480339-69
Merged-chr11-109365028-9	chr11	109364805	109365186	+	0.000	0.000	Merged-chr11-109365028-9
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr1-55629835-4	chr1	55629650	55629988	+	0.000	0.000	Merged-chr1-55629835-4
Merged-chr2-172927809-45	chr2	172927604	172928065	+	0.000	0.000	Merged-chr2-172927809-45
Merged-chr11-103272094-1	chr11	103271996	103272194	+	0.000	0.000	Merged-chr11-103272094-1
Merged-chr16-24629525-45	chr16	24629233	24629808	+	0.000	0.000	Merged-chr16-24629525-45
Merged-chr5-107288558-3	chr5	107288328	107288773	+	0.000	0.000	Merged-chr5-107288558-3
Merged-chr4-129619163-52	chr4	129618946	129619394	+	0.000	0.000	Merged-chr4-129619163-52
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr11-69666223-23	chr11	69665863	69666488	+	0.000	0.000	Merged-chr11-69666223-23
Merged-chr6-121272089-2	chr6	121271991	121272189	+	0.000	0.000	Merged-chr6-121272089-2
Merged-chr19-46522561-12	chr19	46522360	46522773	+	0.000	0.000	Merged-chr19-46522561-12
Merged-chr8-119384753-17	chr8	119384553	119385014	+	0.000	0.000	Merged-chr8-119384753-17
Merged-chr8-102264130-1	chr8	102264032	102264230	+	0.000	0.000	Merged-chr8-102264130-1
Merged-chr1-64108911-33	chr1	64108710	64109229	+	0.000	0.000	Merged-chr1-64108911-33
Merged-chr2-61490220-2	chr2	61490122	61490320	+	0.000	0.000	Merged-chr2-61490220-2
Merged-chr10-7834042-2	chr10	7833879	7834208	+	0.000	0.000	Merged-chr10-7834042-2
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr2-150437755-14	chr2	150437570	150437912	+	0.000	0.000	Merged-chr2-150437755-14
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr15-98089164-1	chr15	98089066	98089264	+	0.000	0.000	Merged-chr15-98089164-1
Merged-chr16-45108470-22	chr16	45108228	45108638	+	0.000	0.000	Merged-chr16-45108470-22
Merged-chr17-73823775-28	chr17	73823603	73823939	+	0.000	0.000	Merged-chr17-73823775-28
Merged-chr2-169362509-1	chr2	169362411	169362609	+	0.000	0.000	Merged-chr2-169362509-1
Merged-chr16-45019020-28	chr16	45018768	45019251	+	0.000	0.000	Merged-chr16-45019020-28
Merged-chr1-21805350-13	chr1	21805140	21805598	+	0.000	0.000	Merged-chr1-21805350-13
Merged-chr10-29313390-69	chr10	29313079	29313676	+	0.000	0.000	Merged-chr10-29313390-69
Merged-chr2-18935718-26	chr2	18935488	18936033	+	0.000	0.000	Merged-chr2-18935718-26
Merged-chr3-52299569-6	chr3	52299385	52299733	+	0.000	0.000	Merged-chr3-52299569-6
Merged-chr1-179130980-1	chr1	179130882	179131080	+	0.000	0.000	Merged-chr1-179130980-1
Merged-chr11-100821932-1	chr11	100821834	100822032	+	0.000	0.000	Merged-chr11-100821932-1
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr2-28525849-107	chr2	28525220	28526139	+	0.000	0.000	Merged-chr2-28525849-107
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr7-81571542-89	chr7	81571110	81572058	+	0.000	0.000	Merged-chr7-81571542-89
Merged-chr7-30332139-43	chr7	30331929	30332336	+	0.000	0.000	Merged-chr7-30332139-43
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr9-61630561-11	chr9	61630344	61630745	+	0.000	0.000	Merged-chr9-61630561-11
Merged-chr12-52795426-5	chr12	52795246	52795645	+	0.000	0.000	Merged-chr12-52795426-5
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr6-144364749-2	chr6	144364631	144364870	+	0.000	0.000	Merged-chr6-144364749-2
Merged-chr5-75590819-1	chr5	75590721	75590919	+	0.000	0.000	Merged-chr5-75590819-1
Merged-chr1-132007976-127	chr1	132007731	132008432	+	0.000	0.000	Merged-chr1-132007976-127
Merged-chr15-98067714-22	chr15	98067473	98067907	+	0.000	0.000	Merged-chr15-98067714-22
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr4-11016850-8	chr4	11016710	11017035	+	0.000	0.000	Merged-chr4-11016850-8
Merged-chrX-75734905-2	chrX	75734791	75735021	+	0.000	0.000	Merged-chrX-75734905-2
Merged-chr6-125222318-50	chr6	125222087	125222516	+	0.000	0.000	Merged-chr6-125222318-50
Merged-chrY-90761255-37	chrY	90760768	90761652	+	0.000	0.000	Merged-chrY-90761255-37
Merged-chr4-83485831-3	chr4	83485721	83485942	+	0.000	0.000	Merged-chr4-83485831-3
Merged-chr1-152819680-3	chr1	152819553	152819833	+	0.000	0.000	Merged-chr1-152819680-3
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr11-3202714-92	chr11	3202235	3203282	+	0.000	0.000	Merged-chr11-3202714-92
Merged-chr12-17553684-1	chr12	17553586	17553784	+	0.000	0.000	Merged-chr12-17553684-1
Merged-chr15-59092578-15	chr15	59092409	59092774	+	0.000	0.000	Merged-chr15-59092578-15
Merged-chr4-44962580-14	chr4	44962421	44962760	+	0.000	0.000	Merged-chr4-44962580-14
Merged-chr9-97208917-1	chr9	97208819	97209017	+	0.000	0.000	Merged-chr9-97208917-1
Merged-chr2-181409892-2	chr2	181409777	181410009	+	0.000	0.000	Merged-chr2-181409892-2
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr14-121824841-29	chr14	121824284	121825109	+	0.000	0.000	Merged-chr14-121824841-29
Merged-chr5-122310940-18	chr5	122310769	122311109	+	0.000	0.000	Merged-chr5-122310940-18
Merged-chr19-57093567-48	chr19	57093352	57093899	+	0.000	0.000	Merged-chr19-57093567-48
Merged-chr8-20424456-129	chr8	20423811	20424972	+	0.000	0.000	Merged-chr8-20424456-129
Merged-chr15-73581283-19	chr15	73581072	73581603	+	0.000	0.000	Merged-chr15-73581283-19
Merged-chr2-28523932-3	chr2	28523822	28524056	+	0.000	0.000	Merged-chr2-28523932-3
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr18-34221377-117	chr18	34220906	34222137	+	0.000	0.000	Merged-chr18-34221377-117
Merged-chr10-68154623-2	chr10	68154486	68154762	+	0.000	0.000	Merged-chr10-68154623-2
Merged-chr17-33910689-1	chr17	33910591	33910789	+	0.000	0.000	Merged-chr17-33910689-1
Merged-chr6-146387186-17	chr6	146387029	146387387	+	0.000	0.000	Merged-chr6-146387186-17
Merged-chr16-70395493-20	chr16	70395275	70395707	+	0.000	0.000	Merged-chr16-70395493-20
Merged-chr3-52199389-34	chr3	52199096	52199642	+	0.000	0.000	Merged-chr3-52199389-34
Merged-chr1-181227002-33	chr1	181226789	181227233	+	0.000	0.000	Merged-chr1-181227002-33
Merged-chr9-14093244-53	chr9	14093009	14093501	+	0.000	0.000	Merged-chr9-14093244-53
Merged-chr2-170155248-45	chr2	170154924	170155492	+	0.000	0.000	Merged-chr2-170155248-45
Merged-chr1-43070918-20	chr1	43070679	43071160	+	0.000	0.000	Merged-chr1-43070918-20
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr19-57119220-75	chr19	57118803	57119579	+	0.000	0.000	Merged-chr19-57119220-75
Merged-chr9-62488968-16	chr9	62488789	62489158	+	0.000	0.000	Merged-chr9-62488968-16
Merged-chr12-3759612-10	chr12	3759450	3759752	+	0.000	0.000	Merged-chr12-3759612-10
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr19-23056893-1	chr19	23056795	23056993	+	0.000	0.000	Merged-chr19-23056893-1
Merged-chr13-9467393-17	chr13	9467183	9467623	+	0.000	0.000	Merged-chr13-9467393-17
Merged-chr9-61618943-7	chr9	61618759	61619087	+	0.000	0.000	Merged-chr9-61618943-7
Merged-chr9-36802612-8	chr9	36802397	36802779	+	0.000	0.000	Merged-chr9-36802612-8
Merged-chr9-98318602-1	chr9	98318504	98318702	+	0.000	0.000	Merged-chr9-98318602-1
Merged-chr1-128768118-1	chr1	128768020	128768218	+	0.000	0.000	Merged-chr1-128768118-1
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr4-10974743-13	chr4	10974526	10974918	+	0.000	0.000	Merged-chr4-10974743-13
Merged-chr9-110891254-3	chr9	110891132	110891386	+	0.000	0.000	Merged-chr9-110891254-3
Merged-chr9-85679543-10	chr9	85679381	85679684	+	0.000	0.000	Merged-chr9-85679543-10
Merged-chr15-57793258-25	chr15	57793057	57793508	+	0.000	0.000	Merged-chr15-57793258-25
Merged-chr2-29237965-2	chr2	29237799	29238134	+	0.000	0.000	Merged-chr2-29237965-2
Merged-chr10-99206263-19	chr10	99205977	99206470	+	0.000	0.000	Merged-chr10-99206263-19
Merged-chr18-50035311-3	chr18	50035188	50035444	+	0.000	0.000	Merged-chr18-50035311-3
Merged-chr10-13474425-98	chr10	13474061	13474899	+	0.000	0.000	Merged-chr10-13474425-98
Merged-chr2-174127192-30	chr2	174126904	174127592	+	0.000	0.000	Merged-chr2-174127192-30
Merged-chr6-129210550-50	chr6	129210326	129210776	+	0.000	0.000	Merged-chr6-129210550-50
Merged-chr12-85702871-4	chr12	85702747	85702994	+	0.000	0.000	Merged-chr12-85702871-4
Merged-chr15-27800406-19	chr15	27799972	27800635	+	0.000	0.000	Merged-chr15-27800406-19
Merged-chr15-100181670-81	chr15	100181119	100182240	+	0.000	0.000	Merged-chr15-100181670-81
Merged-chr16-92019573-78	chr16	92019212	92019902	+	0.000	0.000	Merged-chr16-92019573-78
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr6-37199705-1	chr6	37199607	37199805	+	0.000	0.000	Merged-chr6-37199705-1
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr7-80680474-47	chr7	80680250	80680691	+	0.000	0.000	Merged-chr7-80680474-47
Merged-chr6-129283434-23	chr6	129283098	129283957	+	0.000	0.000	Merged-chr6-129283434-23
Merged-chr4-86925152-26	chr4	86924870	86925338	+	0.000	0.000	Merged-chr4-86925152-26
Merged-chr2-169428899-3	chr2	169428773	169429041	+	0.000	0.000	Merged-chr2-169428899-3
Merged-chr13-108763497-25	chr13	108763203	108763698	+	0.000	0.000	Merged-chr13-108763497-25
Merged-chr16-77095315-45	chr16	77094954	77095532	+	0.000	0.000	Merged-chr16-77095315-45
Merged-chr2-69716741-5	chr2	69716620	69716867	+	0.000	0.000	Merged-chr2-69716741-5
Merged-chr10-121305598-5	chr10	121305446	121305753	+	0.000	0.000	Merged-chr10-121305598-5
Merged-chr16-10786452-22	chr16	10786280	10786625	+	0.000	0.000	Merged-chr16-10786452-22
Merged-chr16-70376807-4	chr16	70376689	70376926	+	0.000	0.000	Merged-chr16-70376807-4
Merged-chr6-98843089-22	chr6	98842787	98843395	+	0.000	0.000	Merged-chr6-98843089-22
Merged-chr5-123021694-21	chr5	123021490	123021930	+	0.000	0.000	Merged-chr5-123021694-21
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr9-61681164-50	chr9	61680781	61681486	+	0.000	0.000	Merged-chr9-61681164-50
Merged-chr17-5060798-16	chr17	5060604	5061089	+	0.000	0.000	Merged-chr17-5060798-16
Merged-chr2-39004659-2	chr2	39004541	39004780	+	0.000	0.000	Merged-chr2-39004659-2
Merged-chr1-181229140-10	chr1	181229003	181229298	+	0.000	0.000	Merged-chr1-181229140-10
Merged-chr19-6856952-8	chr19	6856789	6857167	+	0.000	0.000	Merged-chr19-6856952-8
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr14-31195196-97	chr14	31194861	31195649	+	0.000	0.000	Merged-chr14-31195196-97
Merged-chr8-126594536-127	chr8	126593780	126594991	+	0.000	0.000	Merged-chr8-126594536-127
Merged-chr5-143499896-15	chr5	143499669	143500080	+	0.000	0.000	Merged-chr5-143499896-15
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chrY-90739825-141	chrY	90739092	90740312	+	0.000	0.000	Merged-chrY-90739825-141
Merged-chr10-67537242-130	chr10	67536912	67537716	+	0.000	0.000	Merged-chr10-67537242-130
Merged-chr5-134184389-83	chr5	134184123	134184733	+	0.000	0.000	Merged-chr5-134184389-83
Merged-chr5-146791085-4	chr5	146790955	146791242	+	0.000	0.000	Merged-chr5-146791085-4
Merged-chr7-35127925-16	chr7	35127580	35128174	+	0.000	0.000	Merged-chr7-35127925-16
Merged-chr4-7199356-18	chr4	7199211	7199514	+	0.000	0.000	Merged-chr4-7199356-18
Merged-chr9-62427197-10	chr9	62427032	62427411	+	0.000	0.000	Merged-chr9-62427197-10
Merged-chr13-94400717-31	chr13	94400453	94401024	+	0.000	0.000	Merged-chr13-94400717-31
Merged-chr2-117389704-2	chr2	117389573	117389837	+	0.000	0.000	Merged-chr2-117389704-2
Merged-chr3-87770520-4	chr3	87770411	87770648	+	0.000	0.000	Merged-chr3-87770520-4
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr2-103663378-1	chr2	103663280	103663478	+	0.000	0.000	Merged-chr2-103663378-1
Merged-chr11-3292114-22	chr11	3291501	3292499	+	0.000	0.000	Merged-chr11-3292114-22
Merged-chr12-51976631-16	chr12	51976459	51976775	+	0.000	0.000	Merged-chr12-51976631-16
Merged-chr2-163253576-63	chr2	163253324	163253874	+	0.000	0.000	Merged-chr2-163253576-63
Merged-chr2-13223426-6	chr2	13223273	13223592	+	0.000	0.000	Merged-chr2-13223426-6
Merged-chr10-12888601-47	chr10	12888317	12888831	+	0.000	0.000	Merged-chr10-12888601-47
Merged-chr7-81548936-4	chr7	81548808	81549053	+	0.000	0.000	Merged-chr7-81548936-4
Merged-chr2-18975583-1	chr2	18975485	18975683	+	0.000	0.000	Merged-chr2-18975583-1
Merged-chr16-92062539-23	chr16	92062251	92062751	+	0.000	0.000	Merged-chr16-92062539-23
Merged-chr3-52268375-96	chr3	52267792	52268849	+	0.000	0.000	Merged-chr3-52268375-96
Merged-chr10-60566717-28	chr10	60566297	60567029	+	0.000	0.000	Merged-chr10-60566717-28
Merged-chr16-11526520-43	chr16	11526288	11526724	+	0.000	0.000	Merged-chr16-11526520-43
Merged-chr9-61753912-30	chr9	61753671	61754182	+	0.000	0.000	Merged-chr9-61753912-30
Merged-chr3-52088711-20	chr3	52088451	52088989	+	0.000	0.000	Merged-chr3-52088711-20
Merged-chr6-144138848-2	chr6	144138693	144139005	+	0.000	0.000	Merged-chr6-144138848-2
Merged-chr12-15811206-3	chr12	15811048	15811390	+	0.000	0.000	Merged-chr12-15811206-3
Merged-chr1-39949345-35	chr1	39949081	39949583	+	0.000	0.000	Merged-chr1-39949345-35
Merged-chr8-111572006-3	chr8	111571798	111572171	+	0.000	0.000	Merged-chr8-111572006-3
Merged-chr8-61928211-74	chr8	61927774	61928525	+	0.000	0.000	Merged-chr8-61928211-74
Merged-chr19-11467244-4	chr19	11467046	11467405	+	0.000	0.000	Merged-chr19-11467244-4
Merged-chr2-155679868-38	chr2	155679584	155680289	+	0.000	0.000	Merged-chr2-155679868-38
Merged-chr6-143179882-3	chr6	143179715	143180078	+	0.000	0.000	Merged-chr6-143179882-3
Merged-chr15-36375084-60	chr15	36374708	36375377	+	0.000	0.000	Merged-chr15-36375084-60
Merged-chr3-131057396-52	chr3	131057203	131057612	+	0.000	0.000	Merged-chr3-131057396-52
Merged-chr11-44495108-26	chr11	44494912	44495517	+	0.000	0.000	Merged-chr11-44495108-26
Merged-chr5-122994726-55	chr5	122994453	122994954	+	0.000	0.000	Merged-chr5-122994726-55
Merged-chr10-39471731-2	chr10	39471633	39471831	+	0.000	0.000	Merged-chr10-39471731-2
Merged-chr13-109190361-18	chr13	109189882	109190808	+	0.000	0.000	Merged-chr13-109190361-18
Merged-chr18-78959917-1	chr18	78959819	78960017	+	0.000	0.000	Merged-chr18-78959917-1
Merged-chr10-12841679-31	chr10	12841228	12842007	+	0.000	0.000	Merged-chr10-12841679-31
Merged-chr12-116282332-5	chr12	116282234	116282432	+	0.000	0.000	Merged-chr12-116282332-5
Merged-chr10-14087523-10	chr10	14087365	14087720	+	0.000	0.000	Merged-chr10-14087523-10
Merged-chr11-22842421-15	chr11	22842215	22842647	+	0.000	0.000	Merged-chr11-22842421-15
Merged-chr8-95679341-1	chr8	95679243	95679441	+	0.000	0.000	Merged-chr8-95679341-1
Merged-chr5-25223031-65	chr5	25222582	25223293	+	0.000	0.000	Merged-chr5-25223031-65
Merged-chr3-136339769-1	chr3	136339671	136339869	+	0.000	0.000	Merged-chr3-136339769-1
Merged-chr1-36501424-22	chr1	36501246	36501675	+	0.000	0.000	Merged-chr1-36501424-22
Merged-chr3-127837495-68	chr3	127837267	127837844	+	0.000	0.000	Merged-chr3-127837495-68
Merged-chr17-5166292-6	chr17	5166131	5166475	+	0.000	0.000	Merged-chr17-5166292-6
Merged-chr13-112355130-25	chr13	112354839	112355423	+	0.000	0.000	Merged-chr13-112355130-25
Merged-chr11-106676116-1	chr11	106676018	106676216	+	0.000	0.000	Merged-chr11-106676116-1
Merged-chr19-44295859-46	chr19	44295431	44296185	+	0.000	0.000	Merged-chr19-44295859-46
Merged-chr15-6672334-1	chr15	6672236	6672434	+	0.000	0.000	Merged-chr15-6672334-1
Merged-chr5-135616248-16	chr5	135616082	135616391	+	0.000	0.000	Merged-chr5-135616248-16
Merged-chr6-128754186-37	chr6	128753854	128754636	+	0.000	0.000	Merged-chr6-128754186-37
Merged-chr11-94261974-7	chr11	94261780	94262239	+	0.000	0.000	Merged-chr11-94261974-7
Merged-chr5-3801025-12	chr5	3800863	3801201	+	0.000	0.000	Merged-chr5-3801025-12
Merged-chr13-92610910-95	chr13	92610527	92611264	+	0.000	0.000	Merged-chr13-92610910-95
Merged-chr9-62373922-12	chr9	62373720	62374119	+	0.000	0.000	Merged-chr9-62373922-12
Merged-chr5-122209892-38	chr5	122209651	122210138	+	0.000	0.000	Merged-chr5-122209892-38
Merged-chr8-84237339-55	chr8	84237114	84237548	+	0.000	0.000	Merged-chr8-84237339-55
Merged-chr9-14296291-25	chr9	14296128	14296455	+	0.000	0.000	Merged-chr9-14296291-25
Merged-chr7-80889840-60	chr7	80889544	80890161	+	0.000	0.000	Merged-chr7-80889840-60
Merged-chr19-43939689-1	chr19	43939591	43939789	+	0.000	0.000	Merged-chr19-43939689-1
Merged-chr8-91544199-22	chr8	91544018	91544354	+	0.000	0.000	Merged-chr8-91544199-22
Merged-chr4-136081345-1	chr4	136081247	136081445	+	0.000	0.000	Merged-chr4-136081345-1
Merged-chr11-6559219-2	chr11	6559115	6559325	+	0.000	0.000	Merged-chr11-6559219-2
Merged-chr11-103267033-2	chr11	103266935	103267133	+	0.000	0.000	Merged-chr11-103267033-2
Merged-chr12-41201974-1	chr12	41201876	41202074	+	0.000	0.000	Merged-chr12-41201974-1
Merged-chr2-181411095-55	chr2	181410705	181411409	+	0.000	0.000	Merged-chr2-181411095-55
Merged-chr11-20742578-27	chr11	20742403	20742754	+	0.000	0.000	Merged-chr11-20742578-27
Merged-chr14-57729995-40	chr14	57729525	57730516	+	0.000	0.000	Merged-chr14-57729995-40
