#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
Merged-chr18-49982392-61	chr18	49982096	49982738	+	0.000	0.000	Merged-chr18-49982392-61
Merged-chr7-3707175-8	chr7	3707035	3707324	+	0.000	0.000	Merged-chr7-3707175-8
Merged-chr14-69805276-121	chr14	69804729	69805732	+	0.000	0.000	Merged-chr14-69805276-121
Merged-chr1-106758978-1	chr1	106758880	106759078	+	0.000	0.000	Merged-chr1-106758978-1
Merged-chr15-53128764-16	chr15	53128537	53128979	+	0.000	0.000	Merged-chr15-53128764-16
Merged-chr19-57361016-100	chr19	57360537	57361336	+	0.000	0.000	Merged-chr19-57361016-100
Merged-chr5-72916932-38	chr5	72916677	72917140	+	0.000	0.000	Merged-chr5-72916932-38
Merged-chr11-113786064-7	chr11	113785876	113786274	+	0.000	0.000	Merged-chr11-113786064-7
Merged-chr19-53908307-4	chr19	53908185	53908427	+	0.000	0.000	Merged-chr19-53908307-4
Merged-chr19-36538686-27	chr19	36538382	36538960	+	0.000	0.000	Merged-chr19-36538686-27
Merged-chr8-84811046-12	chr8	84810789	84811225	+	0.000	0.000	Merged-chr8-84811046-12
Merged-chr9-62342214-1	chr9	62342116	62342314	+	0.000	0.000	Merged-chr9-62342214-1
Merged-chrX-152336709-50	chrX	152336427	152336925	+	0.000	0.000	Merged-chrX-152336709-50
Merged-chr8-4323840-1	chr8	4323742	4323940	+	0.000	0.000	Merged-chr8-4323840-1
Merged-chr9-104337728-48	chr9	104337486	104337963	+	0.000	0.000	Merged-chr9-104337728-48
Merged-chr11-113174221-33	chr11	113173972	113174425	+	0.000	0.000	Merged-chr11-113174221-33
Merged-chr17-8242346-5	chr17	8242213	8242484	+	0.000	0.000	Merged-chr17-8242346-5
Merged-chr1-179233223-1	chr1	179233125	179233323	+	0.000	0.000	Merged-chr1-179233223-1
Merged-chr2-6462544-11	chr2	6462341	6462726	+	0.000	0.000	Merged-chr2-6462544-11
Merged-chr10-118722050-7	chr10	118721897	118722229	+	0.000	0.000	Merged-chr10-118722050-7
Merged-chr12-113005235-22	chr12	113005049	113005429	+	0.000	0.000	Merged-chr12-113005235-22
Merged-chr3-131110145-3	chr3	131109953	131110318	+	0.000	0.000	Merged-chr3-131110145-3
Merged-chr13-92274719-16	chr13	92274531	92274928	+	0.000	0.000	Merged-chr13-92274719-16
Merged-chr13-51845018-4	chr13	51844893	51845169	+	0.000	0.000	Merged-chr13-51845018-4
Merged-chr18-64476957-10	chr18	64476780	64477110	+	0.000	0.000	Merged-chr18-64476957-10
Merged-chr1-39954397-1	chr1	39954299	39954497	+	0.000	0.000	Merged-chr1-39954397-1
Merged-chr5-138656967-14	chr5	138656736	138657233	+	0.000	0.000	Merged-chr5-138656967-14
Merged-chr3-101021313-57	chr3	101020929	101021978	+	0.000	0.000	Merged-chr3-101021313-57
Merged-chr9-123252996-28	chr9	123252812	123253223	+	0.000	0.000	Merged-chr9-123252996-28
Merged-chr9-85680180-31	chr9	85679812	85680497	+	0.000	0.000	Merged-chr9-85680180-31
Merged-chr15-58822902-4	chr15	58822781	58823022	+	0.000	0.000	Merged-chr15-58822902-4
Merged-chr13-53394210-1	chr13	53394112	53394310	+	0.000	0.000	Merged-chr13-53394210-1
Merged-chr13-104286151-10	chr13	104285954	104286269	+	0.000	0.000	Merged-chr13-104286151-10
Merged-chr4-53714308-82	chr4	53714132	53714623	+	0.000	0.000	Merged-chr4-53714308-82
Merged-chr9-77917676-88	chr9	77917170	77917996	+	0.000	0.000	Merged-chr9-77917676-88
Merged-chr1-155196106-8	chr1	155195925	155196236	+	0.000	0.000	Merged-chr1-155196106-8
Merged-chr10-39456918-24	chr10	39456740	39457105	+	0.000	0.000	Merged-chr10-39456918-24
Merged-chr11-117878483-30	chr11	117878242	117878738	+	0.000	0.000	Merged-chr11-117878483-30
Merged-chr6-128902189-21	chr6	128901951	128902406	+	0.000	0.000	Merged-chr6-128902189-21
Merged-chr8-122299759-10	chr8	122299577	122299971	+	0.000	0.000	Merged-chr8-122299759-10
Merged-chr16-76449016-10	chr16	76448779	76449220	+	0.000	0.000	Merged-chr16-76449016-10
Merged-chr12-85664426-3	chr12	85664309	85664548	+	0.000	0.000	Merged-chr12-85664426-3
Merged-chr5-77266933-9	chr5	77266744	77267209	+	0.000	0.000	Merged-chr5-77266933-9
Merged-chr10-13997476-24	chr10	13997070	13997675	+	0.000	0.000	Merged-chr10-13997476-24
Merged-chr2-90889932-56	chr2	90889509	90890132	+	0.000	0.000	Merged-chr2-90889932-56
Merged-chr12-80211304-22	chr12	80210887	80211602	+	0.000	0.000	Merged-chr12-80211304-22
Merged-chr2-112501406-34	chr2	112501215	112501596	+	0.000	0.000	Merged-chr2-112501406-34
Merged-chr1-165736327-32	chr1	165736034	165736585	+	0.000	0.000	Merged-chr1-165736327-32
Merged-chr5-64917961-22	chr5	64917683	64918194	+	0.000	0.000	Merged-chr5-64917961-22
Merged-chr9-61545141-1	chr9	61545043	61545241	+	0.000	0.000	Merged-chr9-61545141-1
Merged-chr4-53915467-55	chr4	53915212	53915697	+	0.000	0.000	Merged-chr4-53915467-55
Merged-chr5-105609798-27	chr5	105609548	105610091	+	0.000	0.000	Merged-chr5-105609798-27
Merged-chr15-76091607-23	chr15	76091284	76091849	+	0.000	0.000	Merged-chr15-76091607-23
Merged-chr1-86740940-3	chr1	86740792	86741086	+	0.000	0.000	Merged-chr1-86740940-3
Merged-chr9-66680312-15	chr9	66680126	66680543	+	0.000	0.000	Merged-chr9-66680312-15
Merged-chr4-32217271-122	chr4	32216337	32218010	+	0.000	0.000	Merged-chr4-32217271-122
Merged-chr4-33273596-7	chr4	33273459	33273726	+	0.000	0.000	Merged-chr4-33273596-7
Merged-chr7-45459501-134	chr7	45458983	45459963	+	0.000	0.000	Merged-chr7-45459501-134
Merged-chr10-78465004-63	chr10	78464722	78465266	+	0.000	0.000	Merged-chr10-78465004-63
Merged-chrX-57185087-24	chrX	57184928	57185294	+	0.000	0.000	Merged-chrX-57185087-24
Merged-chr12-16136516-15	chr12	16136323	16136710	+	0.000	0.000	Merged-chr12-16136516-15
Merged-chr14-44977527-23	chr14	44977284	44977741	+	0.000	0.000	Merged-chr14-44977527-23
Merged-chr9-40997373-39	chr9	40997185	40997565	+	0.000	0.000	Merged-chr9-40997373-39
Merged-chr15-102517077-26	chr15	102516866	102517294	+	0.000	0.000	Merged-chr15-102517077-26
Merged-chr2-140092228-1	chr2	140092130	140092328	+	0.000	0.000	Merged-chr2-140092228-1
Merged-chr9-61914606-58	chr9	61914358	61914937	+	0.000	0.000	Merged-chr9-61914606-58
Merged-chr12-75734608-37	chr12	75734163	75734867	+	0.000	0.000	Merged-chr12-75734608-37
Merged-chr4-106911320-71	chr4	106910817	106911804	+	0.000	0.000	Merged-chr4-106911320-71
Merged-chr4-137854724-3	chr4	137854609	137854849	+	0.000	0.000	Merged-chr4-137854724-3
Merged-chr11-116377399-54	chr11	116377138	116377736	+	0.000	0.000	Merged-chr11-116377399-54
Merged-chr9-70502820-1	chr9	70502722	70502920	+	0.000	0.000	Merged-chr9-70502820-1
Merged-chr8-111568252-1	chr8	111568154	111568352	+	0.000	0.000	Merged-chr8-111568252-1
Merged-chr18-61203937-17	chr18	61203761	61204224	+	0.000	0.000	Merged-chr18-61203937-17
Merged-chr11-69416256-2	chr11	69416141	69416373	+	0.000	0.000	Merged-chr11-69416256-2
Merged-chr4-32249273-3	chr4	32249145	32249392	+	0.000	0.000	Merged-chr4-32249273-3
Merged-chr3-136086722-31	chr3	136086335	136086946	+	0.000	0.000	Merged-chr3-136086722-31
Merged-chr15-36282090-18	chr15	36281858	36282352	+	0.000	0.000	Merged-chr15-36282090-18
Merged-chr16-20395593-4	chr16	20395447	20395729	+	0.000	0.000	Merged-chr16-20395593-4
Merged-chr17-32944718-11	chr17	32944569	32944836	+	0.000	0.000	Merged-chr17-32944718-11
Merged-chr4-129742411-67	chr4	129742050	129742727	+	0.000	0.000	Merged-chr4-129742411-67
Merged-chr11-87662654-50	chr11	87662359	87662917	+	0.000	0.000	Merged-chr11-87662654-50
Merged-chr6-146490202-38	chr6	146489793	146490595	+	0.000	0.000	Merged-chr6-146490202-38
Merged-chr17-6008372-53	chr17	6007965	6008654	+	0.000	0.000	Merged-chr17-6008372-53
Merged-chr11-69418987-65	chr11	69418682	69419372	+	0.000	0.000	Merged-chr11-69418987-65
Merged-chr16-70326807-66	chr16	70326525	70327055	+	0.000	0.000	Merged-chr16-70326807-66
Merged-chr19-12477129-16	chr19	12476938	12477327	+	0.000	0.000	Merged-chr19-12477129-16
Merged-chr7-44895929-62	chr7	44895714	44896133	+	0.000	0.000	Merged-chr7-44895929-62
Merged-chr2-13233524-26	chr2	13233198	13233920	+	0.000	0.000	Merged-chr2-13233524-26
Merged-chr9-118684468-27	chr9	118684050	118684753	+	0.000	0.000	Merged-chr9-118684468-27
Merged-chr1-112745403-1	chr1	112745305	112745503	+	0.000	0.000	Merged-chr1-112745403-1
Merged-chr12-15998568-37	chr12	15998325	15999029	+	0.000	0.000	Merged-chr12-15998568-37
Merged-chr17-64332180-104	chr17	64331849	64332459	+	0.000	0.000	Merged-chr17-64332180-104
Merged-chr4-134787167-34	chr4	134786916	134787387	+	0.000	0.000	Merged-chr4-134787167-34
Merged-chr18-80495918-16	chr18	80495739	80496077	+	0.000	0.000	Merged-chr18-80495918-16
Merged-chr2-68466815-2	chr2	68466705	68466927	+	0.000	0.000	Merged-chr2-68466815-2
Merged-chr17-83335350-24	chr17	83335170	83335525	+	0.000	0.000	Merged-chr17-83335350-24
Merged-chr16-49772867-33	chr16	49772673	49773076	+	0.000	0.000	Merged-chr16-49772867-33
Merged-chr8-72365690-80	chr8	72364867	72366305	+	0.000	0.000	Merged-chr8-72365690-80
Merged-chr6-99341138-7	chr6	99341031	99341251	+	0.000	0.000	Merged-chr6-99341138-7
Merged-chr10-68280104-14	chr10	68279812	68280373	+	0.000	0.000	Merged-chr10-68280104-14
Merged-chr14-61647853-9	chr14	61647357	61648160	+	0.000	0.000	Merged-chr14-61647853-9
Merged-chr17-35218892-30	chr17	35218674	35219250	+	0.000	0.000	Merged-chr17-35218892-30
Merged-chr5-147430709-151	chr5	147430074	147430984	+	0.000	0.000	Merged-chr5-147430709-151
Merged-chr9-78149905-29	chr9	78149690	78150099	+	0.000	0.000	Merged-chr9-78149905-29
Merged-chr4-32263714-35	chr4	32263069	32264149	+	0.000	0.000	Merged-chr4-32263714-35
Merged-chr3-131167877-5	chr3	131167678	131168042	+	0.000	0.000	Merged-chr3-131167877-5
Merged-chr5-122219045-36	chr5	122218732	122219238	+	0.000	0.000	Merged-chr5-122219045-36
Merged-chr8-15019042-1	chr8	15018944	15019142	+	0.000	0.000	Merged-chr8-15019042-1
Merged-chr9-48538454-59	chr9	48538212	48538638	+	0.000	0.000	Merged-chr9-48538454-59
Merged-chr16-10788652-37	chr16	10788252	10788951	+	0.000	0.000	Merged-chr16-10788652-37
Merged-chr7-96952450-2	chr7	96952336	96952567	+	0.000	0.000	Merged-chr7-96952450-2
Merged-chr16-91057367-6	chr16	91057121	91057543	+	0.000	0.000	Merged-chr16-91057367-6
Merged-chr10-42888420-50	chr10	42888163	42888601	+	0.000	0.000	Merged-chr10-42888420-50
Merged-chr19-5818156-38	chr19	5817964	5818333	+	0.000	0.000	Merged-chr19-5818156-38
Merged-chr14-54449223-32	chr14	54448941	54449461	+	0.000	0.000	Merged-chr14-54449223-32
Merged-chr10-115406653-18	chr10	115406466	115406805	+	0.000	0.000	Merged-chr10-115406653-18
Merged-chr5-107285752-8	chr5	107285566	107285925	+	0.000	0.000	Merged-chr5-107285752-8
Merged-chr3-62506895-65	chr3	62506539	62507111	+	0.000	0.000	Merged-chr3-62506895-65
Merged-chrX-75128700-9	chrX	75128571	75128848	+	0.000	0.000	Merged-chrX-75128700-9
Merged-chr1-153691138-32	chr1	153690731	153691449	+	0.000	0.000	Merged-chr1-153691138-32
Merged-chr14-61773241-2	chr14	61773143	61773342	+	0.000	0.000	Merged-chr14-61773241-2
Merged-chr11-97400516-28	chr11	97400358	97400708	+	0.000	0.000	Merged-chr11-97400516-28
Merged-chr11-21082954-17	chr11	21082654	21083230	+	0.000	0.000	Merged-chr11-21082954-17
Merged-chr14-52166798-25	chr14	52166594	52167007	+	0.000	0.000	Merged-chr14-52166798-25
Merged-chr4-155151501-1	chr4	155151403	155151601	+	0.000	0.000	Merged-chr4-155151501-1
Merged-chr5-41845203-8	chr5	41845060	41845330	+	0.000	0.000	Merged-chr5-41845203-8
Merged-chr2-135725805-3	chr2	135725690	135725941	+	0.000	0.000	Merged-chr2-135725805-3
Merged-chr10-60380470-27	chr10	60380300	60380749	+	0.000	0.000	Merged-chr10-60380470-27
Merged-chr3-86961231-31	chr3	86961004	86961437	+	0.000	0.000	Merged-chr3-86961231-31
Merged-chr10-17579420-10	chr10	17579172	17579697	+	0.000	0.000	Merged-chr10-17579420-10
Merged-chr9-65201852-91	chr9	65201323	65202286	+	0.000	0.000	Merged-chr9-65201852-91
Merged-chr13-108667281-5	chr13	108667105	108667450	+	0.000	0.000	Merged-chr13-108667281-5
Merged-chr2-10314461-2	chr2	10314345	10314580	+	0.000	0.000	Merged-chr2-10314461-2
Merged-chr3-136102952-2	chr3	136102850	136103056	+	0.000	0.000	Merged-chr3-136102952-2
Merged-chr13-58385175-66	chr13	58384969	58385425	+	0.000	0.000	Merged-chr13-58385175-66
Merged-chr16-16302962-82	chr16	16302570	16303330	+	0.000	0.000	Merged-chr16-16302962-82
Merged-chr6-30403549-3	chr6	30403438	30403664	+	0.000	0.000	Merged-chr6-30403549-3
Merged-chr10-67943690-5	chr10	67943565	67943820	+	0.000	0.000	Merged-chr10-67943690-5
Merged-chr1-128606096-53	chr1	128605805	128606335	+	0.000	0.000	Merged-chr1-128606096-53
Merged-chr16-97536994-8	chr16	97536862	97537150	+	0.000	0.000	Merged-chr16-97536994-8
Merged-chr6-144021716-7	chr6	144021543	144021986	+	0.000	0.000	Merged-chr6-144021716-7
Merged-chr6-134147630-1	chr6	134147532	134147730	+	0.000	0.000	Merged-chr6-134147630-1
Merged-chr3-126598198-13	chr3	126597847	126598488	+	0.000	0.000	Merged-chr3-126598198-13
Merged-chr7-99818618-13	chr7	99818420	99818843	+	0.000	0.000	Merged-chr7-99818618-13
Merged-chr5-64865423-3	chr5	64865304	64865539	+	0.000	0.000	Merged-chr5-64865423-3
Merged-chr10-99386107-51	chr10	99385812	99386400	+	0.000	0.000	Merged-chr10-99386107-51
Merged-chr7-80889407-1	chr7	80889309	80889507	+	0.000	0.000	Merged-chr7-80889407-1
Merged-chr1-127240112-40	chr1	127239827	127240382	+	0.000	0.000	Merged-chr1-127240112-40
Merged-chr2-170129769-27	chr2	170129490	170130072	+	0.000	0.000	Merged-chr2-170129769-27
Merged-chr11-102408040-73	chr11	102407850	102408255	+	0.000	0.000	Merged-chr11-102408040-73
Merged-chr4-88000110-20	chr4	87999918	88000291	+	0.000	0.000	Merged-chr4-88000110-20
Merged-chr10-39386355-15	chr10	39386151	39386555	+	0.000	0.000	Merged-chr10-39386355-15
Merged-chr2-69712301-22	chr2	69712174	69712518	+	0.000	0.000	Merged-chr2-69712301-22
Merged-chr3-51637013-67	chr3	51636740	51637223	+	0.000	0.000	Merged-chr3-51637013-67
Merged-chr15-59081774-115	chr15	59080806	59082390	+	0.000	0.000	Merged-chr15-59081774-115
Merged-chr11-119253388-29	chr11	119253144	119253741	+	0.000	0.000	Merged-chr11-119253388-29
Merged-chr2-112656502-8	chr2	112656321	112656635	+	0.000	0.000	Merged-chr2-112656502-8
Merged-chr1-180279893-43	chr1	180279703	180280070	+	0.000	0.000	Merged-chr1-180279893-43
Merged-chr6-134036634-9	chr6	134036463	134036777	+	0.000	0.000	Merged-chr6-134036634-9
Merged-chr12-15981888-31	chr12	15981546	15982120	+	0.000	0.000	Merged-chr12-15981888-31
Merged-chr12-116145046-2	chr12	116144948	116145146	+	0.000	0.000	Merged-chr12-116145046-2
Merged-chr1-171939454-57	chr1	171939192	171939719	+	0.000	0.000	Merged-chr1-171939454-57
Merged-chr16-33685543-14	chr16	33685344	33685681	+	0.000	0.000	Merged-chr16-33685543-14
Merged-chr2-169396513-5	chr2	169396388	169396635	+	0.000	0.000	Merged-chr2-169396513-5
Merged-chr10-96569117-3	chr10	96568991	96569261	+	0.000	0.000	Merged-chr10-96569117-3
Merged-chr1-173437499-84	chr1	173437184	173437847	+	0.000	0.000	Merged-chr1-173437499-84
Merged-chr1-60483081-21	chr1	60482843	60483318	+	0.000	0.000	Merged-chr1-60483081-21
Merged-chr15-76799596-17	chr15	76799445	76799754	+	0.000	0.000	Merged-chr15-76799596-17
Merged-chr1-39986812-43	chr1	39986599	39987214	+	0.000	0.000	Merged-chr1-39986812-43
Merged-chr10-39462164-7	chr10	39462011	39462313	+	0.000	0.000	Merged-chr10-39462164-7
Merged-chr3-121427201-1	chr3	121427103	121427301	+	0.000	0.000	Merged-chr3-121427201-1
Merged-chr9-94945890-45	chr9	94945642	94946109	+	0.000	0.000	Merged-chr9-94945890-45
Merged-chr4-128734507-1	chr4	128734409	128734607	+	0.000	0.000	Merged-chr4-128734507-1
Merged-chr15-6549135-35	chr15	6548841	6549348	+	0.000	0.000	Merged-chr15-6549135-35
Merged-chr15-53267286-91	chr15	53266868	53267614	+	0.000	0.000	Merged-chr15-53267286-91
Merged-chr11-4268626-42	chr11	4268169	4268849	+	0.000	0.000	Merged-chr11-4268626-42
Merged-chr13-117034098-43	chr13	117033709	117034434	+	0.000	0.000	Merged-chr13-117034098-43
Merged-chr6-48048352-72	chr6	48048076	48048781	+	0.000	0.000	Merged-chr6-48048352-72
Merged-chr4-129525565-21	chr4	129525361	129525753	+	0.000	0.000	Merged-chr4-129525565-21
Merged-chr15-36303922-78	chr15	36303728	36304199	+	0.000	0.000	Merged-chr15-36303922-78
Merged-chr9-61369567-11	chr9	61369405	61369713	+	0.000	0.000	Merged-chr9-61369567-11
Merged-chr19-57079445-11	chr19	57079209	57079589	+	0.000	0.000	Merged-chr19-57079445-11
Merged-chr15-73067607-62	chr15	73067403	73067886	+	0.000	0.000	Merged-chr15-73067607-62
Merged-chr6-99266278-23	chr6	99265933	99266650	+	0.000	0.000	Merged-chr6-99266278-23
Merged-chr19-5800884-9	chr19	5800452	5801276	+	0.000	0.000	Merged-chr19-5800884-9
Merged-chr13-91224009-83	chr13	91223812	91224189	+	0.000	0.000	Merged-chr13-91224009-83
Merged-chr12-113216067-5	chr12	113215921	113216244	+	0.000	0.000	Merged-chr12-113216067-5
Merged-chr15-75678935-117	chr15	75678462	75679444	+	0.000	0.000	Merged-chr15-75678935-117
Merged-chr5-148551940-7	chr5	148551830	148552049	+	0.000	0.000	Merged-chr5-148551940-7
Merged-chr17-46525802-4	chr17	46525685	46525947	+	0.000	0.000	Merged-chr17-46525802-4
Merged-chr14-61744186-5	chr14	61744024	61744371	+	0.000	0.000	Merged-chr14-61744186-5
Merged-chr12-52503463-6	chr12	52503357	52503571	+	0.000	0.000	Merged-chr12-52503463-6
Merged-chr3-68869864-91	chr3	68869110	68870269	+	0.000	0.000	Merged-chr3-68869864-91
Merged-chr16-24635866-19	chr16	24635510	24636374	+	0.000	0.000	Merged-chr16-24635866-19
Merged-chr16-93586455-1	chr16	93586357	93586555	+	0.000	0.000	Merged-chr16-93586455-1
Merged-chr2-72117680-62	chr2	72117086	72118024	+	0.000	0.000	Merged-chr2-72117680-62
Merged-chr1-125560657-77	chr1	125560299	125560999	+	0.000	0.000	Merged-chr1-125560657-77
Merged-chr12-32827241-16	chr12	32827007	32827424	+	0.000	0.000	Merged-chr12-32827241-16
Merged-chr15-100189073-42	chr15	100188831	100189420	+	0.000	0.000	Merged-chr15-100189073-42
Merged-chr2-29637573-32	chr2	29637236	29637883	+	0.000	0.000	Merged-chr2-29637573-32
Merged-chr5-65790920-2	chr5	65790790	65791052	+	0.000	0.000	Merged-chr5-65790920-2
Merged-chr10-94864939-82	chr10	94864550	94865187	+	0.000	0.000	Merged-chr10-94864939-82
Merged-chr2-29649675-51	chr2	29649167	29650259	+	0.000	0.000	Merged-chr2-29649675-51
Merged-chr19-29196940-3	chr19	29196836	29197044	+	0.000	0.000	Merged-chr19-29196940-3
Merged-chr10-17565414-37	chr10	17565240	17565671	+	0.000	0.000	Merged-chr10-17565414-37
Merged-chr11-79145750-1	chr11	79145652	79145850	+	0.000	0.000	Merged-chr11-79145750-1
Merged-chr7-80198491-59	chr7	80198194	80198740	+	0.000	0.000	Merged-chr7-80198491-59
Merged-chr16-44746207-94	chr16	44745998	44746411	+	0.000	0.000	Merged-chr16-44746207-94
Merged-chr1-69537163-1	chr1	69537065	69537263	+	0.000	0.000	Merged-chr1-69537163-1
Merged-chr9-35475679-27	chr9	35475441	35475891	+	0.000	0.000	Merged-chr9-35475679-27
Merged-chr7-68130066-5	chr7	68129852	68130269	+	0.000	0.000	Merged-chr7-68130066-5
Merged-chr12-113275363-4	chr12	113275263	113275466	+	0.000	0.000	Merged-chr12-113275363-4
Merged-chr3-129494383-46	chr3	129494197	129494629	+	0.000	0.000	Merged-chr3-129494383-46
Merged-chr4-154160158-25	chr4	154159927	154160341	+	0.000	0.000	Merged-chr4-154160158-25
Merged-chr7-122920264-46	chr7	122920008	122920552	+	0.000	0.000	Merged-chr7-122920264-46
Merged-chr13-92294061-20	chr13	92293655	92294283	+	0.000	0.000	Merged-chr13-92294061-20
Merged-chr5-105650146-5	chr5	105650048	105650246	+	0.000	0.000	Merged-chr5-105650146-5
Merged-chrX-169982897-2	chrX	169982798	169982999	+	0.000	0.000	Merged-chrX-169982897-2
Merged-chr18-15201789-13	chr18	15201603	15202146	+	0.000	0.000	Merged-chr18-15201789-13
Merged-chr4-41180008-12	chr4	41179772	41180164	+	0.000	0.000	Merged-chr4-41180008-12
Merged-chrX-98291562-2	chrX	98291464	98291662	+	0.000	0.000	Merged-chrX-98291562-2
Merged-chr6-142519262-28	chr6	142518961	142519520	+	0.000	0.000	Merged-chr6-142519262-28
Merged-chr3-10351318-69	chr3	10351056	10351525	+	0.000	0.000	Merged-chr3-10351318-69
Merged-chr3-84480339-69	chr3	84479932	84480679	+	0.000	0.000	Merged-chr3-84480339-69
Merged-chr2-142326977-3	chr2	142326865	142327100	+	0.000	0.000	Merged-chr2-142326977-3
Merged-chr11-109365028-9	chr11	109364805	109365186	+	0.000	0.000	Merged-chr11-109365028-9
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr1-55629835-4	chr1	55629650	55629988	+	0.000	0.000	Merged-chr1-55629835-4
Merged-chr2-172927809-45	chr2	172927604	172928065	+	0.000	0.000	Merged-chr2-172927809-45
Merged-chr11-103272094-1	chr11	103271996	103272194	+	0.000	0.000	Merged-chr11-103272094-1
Merged-chr16-24629525-45	chr16	24629233	24629808	+	0.000	0.000	Merged-chr16-24629525-45
Merged-chr5-107288558-3	chr5	107288328	107288773	+	0.000	0.000	Merged-chr5-107288558-3
Merged-chr1-192712111-29	chr1	192711872	192712404	+	0.000	0.000	Merged-chr1-192712111-29
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr16-24828599-16	chr16	24828456	24828772	+	0.000	0.000	Merged-chr16-24828599-16
Merged-chr11-69666223-23	chr11	69665863	69666488	+	0.000	0.000	Merged-chr11-69666223-23
Merged-chr6-121272089-2	chr6	121271991	121272189	+	0.000	0.000	Merged-chr6-121272089-2
Merged-chr11-87073484-3	chr11	87073283	87073700	+	0.000	0.000	Merged-chr11-87073484-3
Merged-chr8-102264130-1	chr8	102264032	102264230	+	0.000	0.000	Merged-chr8-102264130-1
Merged-chr1-64108911-33	chr1	64108710	64109229	+	0.000	0.000	Merged-chr1-64108911-33
Merged-chr5-105305723-1	chr5	105305625	105305823	+	0.000	0.000	Merged-chr5-105305723-1
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr2-150437755-14	chr2	150437570	150437912	+	0.000	0.000	Merged-chr2-150437755-14
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr15-98089164-1	chr15	98089066	98089264	+	0.000	0.000	Merged-chr15-98089164-1
Merged-chr2-169362509-1	chr2	169362411	169362609	+	0.000	0.000	Merged-chr2-169362509-1
Merged-chr16-45019020-28	chr16	45018768	45019251	+	0.000	0.000	Merged-chr16-45019020-28
Merged-chr10-29313390-69	chr10	29313079	29313676	+	0.000	0.000	Merged-chr10-29313390-69
Merged-chr3-52299569-6	chr3	52299385	52299733	+	0.000	0.000	Merged-chr3-52299569-6
Merged-chr1-179130980-1	chr1	179130882	179131080	+	0.000	0.000	Merged-chr1-179130980-1
Merged-chr11-100821932-1	chr11	100821834	100822032	+	0.000	0.000	Merged-chr11-100821932-1
Merged-chr15-93618030-1	chr15	93617932	93618130	+	0.000	0.000	Merged-chr15-93618030-1
Merged-chr18-35753001-2	chr18	35752871	35753133	+	0.000	0.000	Merged-chr18-35753001-2
Merged-chr1-58411477-1	chr1	58411379	58411577	+	0.000	0.000	Merged-chr1-58411477-1
Merged-chr7-81571542-89	chr7	81571110	81572058	+	0.000	0.000	Merged-chr7-81571542-89
Merged-chr7-30332139-43	chr7	30331929	30332336	+	0.000	0.000	Merged-chr7-30332139-43
Merged-chr9-61630561-11	chr9	61630344	61630745	+	0.000	0.000	Merged-chr9-61630561-11
Merged-chr11-62507903-32	chr11	62507765	62508097	+	0.000	0.000	Merged-chr11-62507903-32
Merged-chr16-93607987-44	chr16	93607804	93608321	+	0.000	0.000	Merged-chr16-93607987-44
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr13-64161873-63	chr13	64161574	64162092	+	0.000	0.000	Merged-chr13-64161873-63
Merged-chr10-127756982-5	chr10	127756843	127757131	+	0.000	0.000	Merged-chr10-127756982-5
Merged-chr5-75590819-1	chr5	75590721	75590919	+	0.000	0.000	Merged-chr5-75590819-1
Merged-chr18-60596149-54	chr18	60595936	60596371	+	0.000	0.000	Merged-chr18-60596149-54
Merged-chr1-132007976-127	chr1	132007731	132008432	+	0.000	0.000	Merged-chr1-132007976-127
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr2-170174605-82	chr2	170173748	170175331	+	0.000	0.000	Merged-chr2-170174605-82
Merged-chr4-11016850-8	chr4	11016710	11017035	+	0.000	0.000	Merged-chr4-11016850-8
Merged-chr6-125222318-50	chr6	125222087	125222516	+	0.000	0.000	Merged-chr6-125222318-50
Merged-chr11-106741449-7	chr11	106741265	106741642	+	0.000	0.000	Merged-chr11-106741449-7
Merged-chrY-90761255-37	chrY	90760768	90761652	+	0.000	0.000	Merged-chrY-90761255-37
Merged-chr8-15019408-1	chr8	15019310	15019508	+	0.000	0.000	Merged-chr8-15019408-1
Merged-chr15-61985320-81	chr15	61984852	61985846	+	0.000	0.000	Merged-chr15-61985320-81
Merged-chr16-97462987-69	chr16	97462644	97463215	+	0.000	0.000	Merged-chr16-97462987-69
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
