#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr18-70597990-21	chr18	70597765	70598276	+	0.000	0.000	Merged-chr18-70597990-21
Merged-chr3-79504313-1	chr3	79504215	79504413	+	0.000	0.000	Merged-chr3-79504313-1
Merged-chr13-113580257-62	chr13	113579979	113580505	+	0.000	0.000	Merged-chr13-113580257-62
Merged-chr7-45921337-25	chr7	45920955	45921562	+	0.000	0.000	Merged-chr7-45921337-25
Merged-chr11-46454823-30	chr11	46454547	46455041	+	0.000	0.000	Merged-chr11-46454823-30
Merged-chr5-107079881-73	chr5	107079160	107080327	+	0.000	0.000	Merged-chr5-107079881-73
Merged-chr11-62820764-65	chr11	62820171	62821323	+	0.000	0.000	Merged-chr11-62820764-65
Merged-chr7-89168111-1	chr7	89168013	89168211	+	0.000	0.000	Merged-chr7-89168111-1
Merged-chr19-3655163-10	chr19	3655006	3655376	+	0.000	0.000	Merged-chr19-3655163-10
Merged-chr7-67390968-9	chr7	67390792	67391125	+	0.000	0.000	Merged-chr7-67390968-9
Merged-chr14-73119110-33	chr14	73118832	73119323	+	0.000	0.000	Merged-chr14-73119110-33
Merged-chr4-140906055-77	chr4	140905749	140906420	+	0.000	0.000	Merged-chr4-140906055-77
Merged-chr5-23722080-21	chr5	23721829	23722288	+	0.000	0.000	Merged-chr5-23722080-21
Merged-chr13-113172968-1	chr13	113172870	113173068	+	0.000	0.000	Merged-chr13-113172968-1
Merged-chr15-55884580-27	chr15	55884349	55884808	+	0.000	0.000	Merged-chr15-55884580-27
Merged-chr1-43431434-34	chr1	43431201	43431651	+	0.000	0.000	Merged-chr1-43431434-34
Merged-chr8-117052997-27	chr8	117052823	117053123	+	0.000	0.000	Merged-chr8-117052997-27
Merged-chr16-64789852-34	chr16	64789642	64790138	+	0.000	0.000	Merged-chr16-64789852-34
Merged-chr11-101984579-31	chr11	101984160	101985049	+	0.000	0.000	Merged-chr11-101984579-31
Merged-chr8-120589278-59	chr8	120589056	120589613	+	0.000	0.000	Merged-chr8-120589278-59
Merged-chr10-118002133-33	chr10	118001860	118002620	+	0.000	0.000	Merged-chr10-118002133-33
Merged-chr7-66196712-1	chr7	66196614	66196812	+	0.000	0.000	Merged-chr7-66196712-1
Merged-chr11-16977596-64	chr11	16977046	16978163	+	0.000	0.000	Merged-chr11-16977596-64
Merged-chr10-17896300-1	chr10	17896202	17896400	+	0.000	0.000	Merged-chr10-17896300-1
Merged-chr6-122758915-39	chr6	122758627	122759139	+	0.000	0.000	Merged-chr6-122758915-39
Merged-chr14-78687431-2	chr14	78687333	78687532	+	0.000	0.000	Merged-chr14-78687431-2
Merged-chr9-109058492-4	chr9	109058278	109058683	+	0.000	0.000	Merged-chr9-109058492-4
Merged-chr6-125353566-72	chr6	125353149	125353998	+	0.000	0.000	Merged-chr6-125353566-72
Merged-chr8-105810525-46	chr8	105810321	105810750	+	0.000	0.000	Merged-chr8-105810525-46
Merged-chr13-33077340-51	chr13	33077068	33077604	+	0.000	0.000	Merged-chr13-33077340-51
Merged-chr10-54040975-1	chr10	54040877	54041075	+	0.000	0.000	Merged-chr10-54040975-1
Merged-chr7-110122221-130	chr7	110121732	110122573	+	0.000	0.000	Merged-chr7-110122221-130
Merged-chr11-11763344-40	chr11	11762874	11763681	+	0.000	0.000	Merged-chr11-11763344-40
Merged-chr7-80410451-25	chr7	80410230	80410683	+	0.000	0.000	Merged-chr7-80410451-25
Merged-chr1-144283563-68	chr1	144283155	144284059	+	0.000	0.000	Merged-chr1-144283563-68
Merged-chr11-63922281-53	chr11	63922069	63922525	+	0.000	0.000	Merged-chr11-63922281-53
Merged-chr10-40084673-6	chr10	40084535	40084837	+	0.000	0.000	Merged-chr10-40084673-6
Merged-chr16-46010604-102	chr16	46010366	46010821	+	0.000	0.000	Merged-chr16-46010604-102
Merged-chr7-90304532-2	chr7	90304433	90304633	+	0.000	0.000	Merged-chr7-90304532-2
Merged-chr9-120068302-33	chr9	120068061	120068499	+	0.000	0.000	Merged-chr9-120068302-33
Merged-chr8-72491775-5	chr8	72491635	72491899	+	0.000	0.000	Merged-chr8-72491775-5
Merged-chr4-116464160-92	chr4	116463892	116464639	+	0.000	0.000	Merged-chr4-116464160-92
Merged-chr13-108316339-65	chr13	108316031	108316593	+	0.000	0.000	Merged-chr13-108316339-65
Merged-chr9-124100646-41	chr9	124100246	124100938	+	0.000	0.000	Merged-chr9-124100646-41
Merged-chr6-97312147-29	chr6	97311921	97312379	+	0.000	0.000	Merged-chr6-97312147-29
Merged-chr15-99030209-74	chr15	99029890	99030533	+	0.000	0.000	Merged-chr15-99030209-74
Merged-chr5-107101281-23	chr5	107101053	107101442	+	0.000	0.000	Merged-chr5-107101281-23
Merged-chr4-153957284-72	chr4	153957046	153957571	+	0.000	0.000	Merged-chr4-153957284-72
Merged-chr6-129583222-14	chr6	129583040	129583391	+	0.000	0.000	Merged-chr6-129583222-14
Merged-chr7-88277726-133	chr7	88277553	88278107	+	0.000	0.000	Merged-chr7-88277726-133
Merged-chr7-98309453-63	chr7	98309174	98309694	+	0.000	0.000	Merged-chr7-98309453-63
Merged-chr9-123717670-55	chr9	123717426	123717841	+	0.000	0.000	Merged-chr9-123717670-55
Merged-chr15-93298411-30	chr15	93298216	93298642	+	0.000	0.000	Merged-chr15-93298411-30
Merged-chr17-35706172-14	chr17	35705914	35706384	+	0.000	0.000	Merged-chr17-35706172-14
Merged-chr8-105795532-5	chr8	105795354	105795674	+	0.000	0.000	Merged-chr8-105795532-5
Merged-chr10-118050458-52	chr10	118050241	118050648	+	0.000	0.000	Merged-chr10-118050458-52
Merged-chr14-120525808-27	chr14	120525573	120526011	+	0.000	0.000	Merged-chr14-120525808-27
Merged-chr2-25170502-21	chr2	25170307	25170804	+	0.000	0.000	Merged-chr2-25170502-21
Merged-chr12-73631279-56	chr12	73631008	73631514	+	0.000	0.000	Merged-chr12-73631279-56
Merged-chr2-152831091-132	chr2	152830463	152831654	+	0.000	0.000	Merged-chr2-152831091-132
Merged-chr2-165653935-20	chr2	165653599	165654276	+	0.000	0.000	Merged-chr2-165653935-20
Merged-chr13-113828996-78	chr13	113828560	113829452	+	0.000	0.000	Merged-chr13-113828996-78
Merged-chr4-120570179-83	chr4	120569819	120570402	+	0.000	0.000	Merged-chr4-120570179-83
Merged-chr1-16177879-53	chr1	16177648	16178115	+	0.000	0.000	Merged-chr1-16177879-53
Merged-chr5-74068600-91	chr5	74068401	74068859	+	0.000	0.000	Merged-chr5-74068600-91
Merged-chr18-89245724-52	chr18	89245442	89246038	+	0.000	0.000	Merged-chr18-89245724-52
Merged-chr5-134615003-13	chr5	134614668	134615233	+	0.000	0.000	Merged-chr5-134615003-13
Merged-chr19-8919271-13	chr19	8919066	8919652	+	0.000	0.000	Merged-chr19-8919271-13
Merged-chr10-18064784-37	chr10	18064543	18064978	+	0.000	0.000	Merged-chr10-18064784-37
Merged-chr13-113794666-97	chr13	113794265	113794974	+	0.000	0.000	Merged-chr13-113794666-97
Merged-chr3-89476498-1	chr3	89476400	89476598	+	0.000	0.000	Merged-chr3-89476498-1
Merged-chr4-99699443-1	chr4	99699345	99699543	+	0.000	0.000	Merged-chr4-99699443-1
Merged-chr12-76534684-1	chr12	76534586	76534784	+	0.000	0.000	Merged-chr12-76534684-1
Merged-chr9-106373149-39	chr9	106372948	106373356	+	0.000	0.000	Merged-chr9-106373149-39
Merged-chr1-43478113-25	chr1	43477916	43478358	+	0.000	0.000	Merged-chr1-43478113-25
Merged-chr5-43853544-13	chr5	43853368	43853780	+	0.000	0.000	Merged-chr5-43853544-13
Merged-chr6-8641126-10	chr6	8640957	8641274	+	0.000	0.000	Merged-chr6-8641126-10
Merged-chr7-128050955-25	chr7	128050762	128051148	+	0.000	0.000	Merged-chr7-128050955-25
Merged-chr19-41366765-21	chr19	41366454	41367071	+	0.000	0.000	Merged-chr19-41366765-21
Merged-chr14-67939054-1	chr14	67938956	67939154	+	0.000	0.000	Merged-chr14-67939054-1
Merged-chr3-40799733-6	chr3	40799606	40799849	+	0.000	0.000	Merged-chr3-40799733-6
Merged-chr5-63967869-11	chr5	63967738	63968038	+	0.000	0.000	Merged-chr5-63967869-11
Merged-chr4-59214886-25	chr4	59214682	59215142	+	0.000	0.000	Merged-chr4-59214886-25
Merged-chr1-36471708-91	chr1	36471260	36472029	+	0.000	0.000	Merged-chr1-36471708-91
Merged-chr7-128166555-30	chr7	128166302	128166838	+	0.000	0.000	Merged-chr7-128166555-30
Merged-chr7-38094543-44	chr7	38094325	38094726	+	0.000	0.000	Merged-chr7-38094543-44
Merged-chr7-63925651-49	chr7	63925380	63925867	+	0.000	0.000	Merged-chr7-63925651-49
Merged-chr18-80265634-1	chr18	80265536	80265734	+	0.000	0.000	Merged-chr18-80265634-1
Merged-chr10-82780687-69	chr10	82780003	82781325	+	0.000	0.000	Merged-chr10-82780687-69
Merged-chr6-112947245-12	chr6	112947042	112947466	+	0.000	0.000	Merged-chr6-112947245-12
Merged-chr15-89355790-78	chr15	89355513	89356218	+	0.000	0.000	Merged-chr15-89355790-78
Merged-chr10-118441059-64	chr10	118440705	118441536	+	0.000	0.000	Merged-chr10-118441059-64
Merged-chr14-67932655-1	chr14	67932557	67932755	+	0.000	0.000	Merged-chr14-67932655-1
Merged-chr6-50394261-50	chr6	50393994	50394496	+	0.000	0.000	Merged-chr6-50394261-50
Merged-chr14-67784392-2	chr14	67784290	67784497	+	0.000	0.000	Merged-chr14-67784392-2
Merged-chr8-72762514-4	chr8	72762333	72762657	+	0.000	0.000	Merged-chr8-72762514-4
Merged-chr13-32993550-50	chr13	32993364	32993847	+	0.000	0.000	Merged-chr13-32993550-50
Merged-chr11-90686948-2	chr11	90686847	90687051	+	0.000	0.000	Merged-chr11-90686948-2
Merged-chr9-45291923-45	chr9	45291642	45292109	+	0.000	0.000	Merged-chr9-45291923-45
Merged-chr1-134121587-3	chr1	134121457	134121743	+	0.000	0.000	Merged-chr1-134121587-3
Merged-chr19-41333163-2	chr19	41333018	41333310	+	0.000	0.000	Merged-chr19-41333163-2
Merged-chr9-94074106-1	chr9	94074008	94074206	+	0.000	0.000	Merged-chr9-94074106-1
Merged-chr19-10688915-74	chr19	10688699	10689175	+	0.000	0.000	Merged-chr19-10688915-74
Merged-chr2-60809702-36	chr2	60809419	60809934	+	0.000	0.000	Merged-chr2-60809702-36
Merged-chr3-108718262-42	chr3	108718095	108718475	+	0.000	0.000	Merged-chr3-108718262-42
Merged-chr1-119709632-8	chr1	119709491	119709780	+	0.000	0.000	Merged-chr1-119709632-8
Merged-chr16-46021590-2	chr16	46021484	46021699	+	0.000	0.000	Merged-chr16-46021590-2
Merged-chr18-56435913-30	chr18	56435650	56436109	+	0.000	0.000	Merged-chr18-56435913-30
Merged-chr6-97294114-106	chr6	97293617	97294519	+	0.000	0.000	Merged-chr6-97294114-106
Merged-chr1-43451172-17	chr1	43450889	43451663	+	0.000	0.000	Merged-chr1-43451172-17
Merged-chr1-43544775-22	chr1	43544626	43544933	+	0.000	0.000	Merged-chr1-43544775-22
Merged-chr19-40640084-33	chr19	40639855	40640300	+	0.000	0.000	Merged-chr19-40640084-33
Merged-chr15-36214970-54	chr15	36214777	36215148	+	0.000	0.000	Merged-chr15-36214970-54
Merged-chr4-145250198-42	chr4	145250014	145250401	+	0.000	0.000	Merged-chr4-145250198-42
Merged-chr17-24251490-51	chr17	24251293	24251676	+	0.000	0.000	Merged-chr17-24251490-51
Merged-chr6-82652821-79	chr6	82652548	82653040	+	0.000	0.000	Merged-chr6-82652821-79
Merged-chr12-73702200-1	chr12	73702102	73702300	+	0.000	0.000	Merged-chr12-73702200-1
Merged-chr8-104435914-60	chr8	104435451	104436323	+	0.000	0.000	Merged-chr8-104435914-60
Merged-chr13-53010811-5	chr13	53010683	53010987	+	0.000	0.000	Merged-chr13-53010811-5
Merged-chr19-10698600-31	chr19	10698389	10698774	+	0.000	0.000	Merged-chr19-10698600-31
Merged-chr16-58480300-20	chr16	58480060	58480775	+	0.000	0.000	Merged-chr16-58480300-20
Merged-chr11-83558912-8	chr11	83558632	83559199	+	0.000	0.000	Merged-chr11-83558912-8
Merged-chr4-145262431-6	chr4	145262238	145262601	+	0.000	0.000	Merged-chr4-145262431-6
Merged-chr14-105272291-16	chr14	105272074	105272532	+	0.000	0.000	Merged-chr14-105272291-16
Merged-chr9-124121665-40	chr9	124121416	124121873	+	0.000	0.000	Merged-chr9-124121665-40
Merged-chr5-100466890-43	chr5	100466671	100467182	+	0.000	0.000	Merged-chr5-100466890-43
Merged-chr5-43915438-14	chr5	43915202	43915676	+	0.000	0.000	Merged-chr5-43915438-14
Merged-chr9-107309334-10	chr9	107309186	107309486	+	0.000	0.000	Merged-chr9-107309334-10
Merged-chr11-94997870-1	chr11	94997772	94997970	+	0.000	0.000	Merged-chr11-94997870-1
Merged-chr12-112679131-59	chr12	112678691	112679482	+	0.000	0.000	Merged-chr12-112679131-59
Merged-chr1-130475060-47	chr1	130474725	130475421	+	0.000	0.000	Merged-chr1-130475060-47
Merged-chr12-100849659-36	chr12	100849392	100849897	+	0.000	0.000	Merged-chr12-100849659-36
Merged-chr18-56378157-31	chr18	56377944	56378466	+	0.000	0.000	Merged-chr18-56378157-31
Merged-chr3-54727097-9	chr3	54726939	54727265	+	0.000	0.000	Merged-chr3-54727097-9
Merged-chr9-54647664-7	chr9	54647496	54647826	+	0.000	0.000	Merged-chr9-54647664-7
Merged-chr1-43545797-8	chr1	43545655	43545999	+	0.000	0.000	Merged-chr1-43545797-8
Merged-chr18-70640400-9	chr18	70640190	70640696	+	0.000	0.000	Merged-chr18-70640400-9
Merged-chr18-89304747-12	chr18	89304594	89304905	+	0.000	0.000	Merged-chr18-89304747-12
Merged-chr1-161766108-8	chr1	161765965	161766290	+	0.000	0.000	Merged-chr1-161766108-8
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr10-117992486-7	chr10	117992268	117992681	+	0.000	0.000	Merged-chr10-117992486-7
Merged-chr8-105794398-26	chr8	105794163	105794694	+	0.000	0.000	Merged-chr8-105794398-26
Merged-chr5-107726965-11	chr5	107726716	107727201	+	0.000	0.000	Merged-chr5-107726965-11
Merged-chr9-94054606-1	chr9	94054508	94054706	+	0.000	0.000	Merged-chr9-94054606-1
Merged-chr15-75088147-1	chr15	75088049	75088247	+	0.000	0.000	Merged-chr15-75088147-1
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr11-49978330-26	chr11	49978125	49978596	+	0.000	0.000	Merged-chr11-49978330-26
Merged-chr6-54956270-34	chr6	54956001	54956685	+	0.000	0.000	Merged-chr6-54956270-34
Merged-chr10-7473929-104	chr10	7473537	7474251	+	0.000	0.000	Merged-chr10-7473929-104
Merged-chr18-89325469-1	chr18	89325371	89325569	+	0.000	0.000	Merged-chr18-89325469-1
Merged-chr13-107897363-37	chr13	107897191	107897542	+	0.000	0.000	Merged-chr13-107897363-37
Merged-chr7-113369471-104	chr7	113369288	113369681	+	0.000	0.000	Merged-chr7-113369471-104
Merged-chr15-78518416-16	chr15	78518147	78518723	+	0.000	0.000	Merged-chr15-78518416-16
Merged-chr1-40522880-9	chr1	40522698	40523034	+	0.000	0.000	Merged-chr1-40522880-9
Merged-chr7-89296974-11	chr7	89296777	89297184	+	0.000	0.000	Merged-chr7-89296974-11
Merged-chr10-81499522-50	chr10	81498821	81499892	+	0.000	0.000	Merged-chr10-81499522-50
Merged-chr2-101762991-1	chr2	101762893	101763091	+	0.000	0.000	Merged-chr2-101762991-1
Merged-chr1-144215493-29	chr1	144215260	144215722	+	0.000	0.000	Merged-chr1-144215493-29
Merged-chr1-120073802-51	chr1	120073443	120074096	+	0.000	0.000	Merged-chr1-120073802-51
Merged-chr2-121509743-3	chr2	121509597	121509895	+	0.000	0.000	Merged-chr2-121509743-3
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-66292206-13	chr7	66292062	66292456	+	0.000	0.000	Merged-chr7-66292206-13
Merged-chr3-59260932-51	chr3	59260693	59261279	+	0.000	0.000	Merged-chr3-59260932-51
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr9-123763113-4	chr9	123762988	123763284	+	0.000	0.000	Merged-chr9-123763113-4
Merged-chr14-78678601-3	chr14	78678442	78678779	+	0.000	0.000	Merged-chr14-78678601-3
Merged-chr3-59260423-1	chr3	59260325	59260523	+	0.000	0.000	Merged-chr3-59260423-1
Merged-chr19-10880366-39	chr19	10880095	10880703	+	0.000	0.000	Merged-chr19-10880366-39
Merged-chr11-121706633-48	chr11	121706410	121706815	+	0.000	0.000	Merged-chr11-121706633-48
Merged-chr6-57824083-13	chr6	57823917	57824237	+	0.000	0.000	Merged-chr6-57824083-13
Merged-chr6-97387514-39	chr6	97387239	97387817	+	0.000	0.000	Merged-chr6-97387514-39
Merged-chr2-151996585-55	chr2	151996336	151996820	+	0.000	0.000	Merged-chr2-151996585-55
Merged-chr13-52980961-99	chr13	52980569	52981356	+	0.000	0.000	Merged-chr13-52980961-99
Merged-chr17-35468957-34	chr17	35468454	35469418	+	0.000	0.000	Merged-chr17-35468957-34
Merged-chr12-16526382-42	chr12	16526095	16526718	+	0.000	0.000	Merged-chr12-16526382-42
Merged-chr16-36697580-3	chr16	36697431	36697730	+	0.000	0.000	Merged-chr16-36697580-3
Merged-chr6-50381887-74	chr6	50381683	50382244	+	0.000	0.000	Merged-chr6-50381887-74
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr7-75892999-26	chr7	75892829	75893182	+	0.000	0.000	Merged-chr7-75892999-26
Merged-chr7-127144241-1	chr7	127144143	127144341	+	0.000	0.000	Merged-chr7-127144241-1
Merged-chr12-84773092-54	chr12	84772900	84773321	+	0.000	0.000	Merged-chr12-84773092-54
Merged-chr4-150802022-1	chr4	150801924	150802122	+	0.000	0.000	Merged-chr4-150802022-1
Merged-chr6-66896636-91	chr6	66896288	66897035	+	0.000	0.000	Merged-chr6-66896636-91
Merged-chr15-55854766-48	chr15	55854600	55855004	+	0.000	0.000	Merged-chr15-55854766-48
Merged-chr8-122436475-8	chr8	122436221	122436723	+	0.000	0.000	Merged-chr8-122436475-8
Merged-chr1-153332830-168	chr1	153332276	153333179	+	0.000	0.000	Merged-chr1-153332830-168
Merged-chr19-41365730-30	chr19	41365539	41366036	+	0.000	0.000	Merged-chr19-41365730-30
Merged-chr6-54151002-1	chr6	54150904	54151102	+	0.000	0.000	Merged-chr6-54151002-1
Merged-chr14-73175195-6	chr14	73175073	73175348	+	0.000	0.000	Merged-chr14-73175195-6
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chr3-107042037-1	chr3	107041939	107042137	+	0.000	0.000	Merged-chr3-107042037-1
Merged-chr7-128062681-13	chr7	128062508	128062884	+	0.000	0.000	Merged-chr7-128062681-13
Merged-chr1-136466320-50	chr1	136465898	136466539	+	0.000	0.000	Merged-chr1-136466320-50
Merged-chr1-43534760-23	chr1	43534512	43534989	+	0.000	0.000	Merged-chr1-43534760-23
Merged-chr9-80280714-2	chr9	80280552	80280878	+	0.000	0.000	Merged-chr9-80280714-2
Merged-chr7-140999347-54	chr7	140999185	140999517	+	0.000	0.000	Merged-chr7-140999347-54
Merged-chr10-54040478-122	chr10	54040175	54040655	+	0.000	0.000	Merged-chr10-54040478-122
Merged-chr7-142399305-21	chr7	142399067	142399568	+	0.000	0.000	Merged-chr7-142399305-21
Merged-chr7-66233598-56	chr7	66233270	66233860	+	0.000	0.000	Merged-chr7-66233598-56
Merged-chr6-113658309-12	chr6	113658081	113658477	+	0.000	0.000	Merged-chr6-113658309-12
Merged-chr18-24673740-54	chr18	24673104	24674492	+	0.000	0.000	Merged-chr18-24673740-54
Merged-chr9-83440532-1	chr9	83440434	83440632	+	0.000	0.000	Merged-chr9-83440532-1
Merged-chr11-68502596-20	chr11	68502368	68502808	+	0.000	0.000	Merged-chr11-68502596-20
Merged-chr12-100856491-28	chr12	100856073	100856810	+	0.000	0.000	Merged-chr12-100856491-28
Merged-chr17-8388700-3	chr17	8388460	8388899	+	0.000	0.000	Merged-chr17-8388700-3
Merged-chr7-80115240-64	chr7	80114974	80115442	+	0.000	0.000	Merged-chr7-80115240-64
Merged-chr16-10979660-46	chr16	10979434	10979866	+	0.000	0.000	Merged-chr16-10979660-46
Merged-chr1-97613912-17	chr1	97613716	97614073	+	0.000	0.000	Merged-chr1-97613912-17
Merged-chr13-113831003-7	chr13	113830866	113831133	+	0.000	0.000	Merged-chr13-113831003-7
Merged-chr5-146882424-24	chr5	146882099	146882836	+	0.000	0.000	Merged-chr5-146882424-24
Merged-chr8-124260405-50	chr8	124260179	124260635	+	0.000	0.000	Merged-chr8-124260405-50
Merged-chr19-53284732-2	chr19	53284585	53284882	+	0.000	0.000	Merged-chr19-53284732-2
Merged-chr2-127131488-25	chr2	127131271	127131737	+	0.000	0.000	Merged-chr2-127131488-25
Merged-chr6-42354474-17	chr6	42354284	42354739	+	0.000	0.000	Merged-chr6-42354474-17
Merged-chr6-50387910-30	chr6	50387725	50388071	+	0.000	0.000	Merged-chr6-50387910-30
Merged-chr9-107313062-65	chr9	107312786	107313312	+	0.000	0.000	Merged-chr9-107313062-65
Merged-chr16-95762105-29	chr16	95761846	95762361	+	0.000	0.000	Merged-chr16-95762105-29
Merged-chr7-66185560-38	chr7	66185335	66185735	+	0.000	0.000	Merged-chr7-66185560-38
Merged-chr13-74062260-53	chr13	74062073	74062582	+	0.000	0.000	Merged-chr13-74062260-53
Merged-chr2-101732901-49	chr2	101732451	101733421	+	0.000	0.000	Merged-chr2-101732901-49
Merged-chr15-93007766-3	chr15	93007557	93007930	+	0.000	0.000	Merged-chr15-93007766-3
Merged-chr8-104442782-74	chr8	104442551	104443064	+	0.000	0.000	Merged-chr8-104442782-74
Merged-chr14-73119744-4	chr14	73119618	73119864	+	0.000	0.000	Merged-chr14-73119744-4
Merged-chr13-52998796-35	chr13	52998594	52998948	+	0.000	0.000	Merged-chr13-52998796-35
Merged-chr16-64800516-42	chr16	64800245	64800712	+	0.000	0.000	Merged-chr16-64800516-42
Merged-chr17-47598322-32	chr17	47598096	47598502	+	0.000	0.000	Merged-chr17-47598322-32
Merged-chr7-67421949-40	chr7	67421526	67422314	+	0.000	0.000	Merged-chr7-67421949-40
Merged-chr14-67951902-1	chr14	67951804	67952002	+	0.000	0.000	Merged-chr14-67951902-1
Merged-chr2-45139148-28	chr2	45138924	45139478	+	0.000	0.000	Merged-chr2-45139148-28
Merged-chr7-128132284-5	chr7	128132164	128132421	+	0.000	0.000	Merged-chr7-128132284-5
Merged-chr6-54096523-11	chr6	54096243	54096723	+	0.000	0.000	Merged-chr6-54096523-11
Merged-chr5-149509266-2	chr5	149509164	149509371	+	0.000	0.000	Merged-chr5-149509266-2
Merged-chr6-125339380-7	chr6	125339113	125339597	+	0.000	0.000	Merged-chr6-125339380-7
Merged-chr1-161744288-1	chr1	161744190	161744388	+	0.000	0.000	Merged-chr1-161744288-1
Merged-chr4-109670389-4	chr4	109670279	109670509	+	0.000	0.000	Merged-chr4-109670389-4
Merged-chr7-89253007-2	chr7	89252905	89253111	+	0.000	0.000	Merged-chr7-89253007-2
Merged-chr7-90312520-23	chr7	90312312	90312739	+	0.000	0.000	Merged-chr7-90312520-23
Merged-chr13-12506671-1	chr13	12506573	12506771	+	0.000	0.000	Merged-chr13-12506671-1
Merged-chr1-171796405-6	chr1	171796261	171796543	+	0.000	0.000	Merged-chr1-171796405-6
Merged-chr1-172306276-26	chr1	172306043	172306566	+	0.000	0.000	Merged-chr1-172306276-26
Merged-chr5-134617307-27	chr5	134617034	134617522	+	0.000	0.000	Merged-chr5-134617307-27
Merged-chr10-117983471-3	chr10	117983368	117983576	+	0.000	0.000	Merged-chr10-117983471-3
Merged-chr14-120572441-59	chr14	120572155	120572764	+	0.000	0.000	Merged-chr14-120572441-59
Merged-chr11-58437152-28	chr11	58436889	58437361	+	0.000	0.000	Merged-chr11-58437152-28
Merged-chr1-153066628-19	chr1	153066322	153066859	+	0.000	0.000	Merged-chr1-153066628-19
Merged-chr1-153308200-4	chr1	153308066	153308346	+	0.000	0.000	Merged-chr1-153308200-4
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr4-155669356-57	chr4	155669129	155669589	+	0.000	0.000	Merged-chr4-155669356-57
Merged-chr7-128049060-2	chr7	128048955	128049168	+	0.000	0.000	Merged-chr7-128049060-2
Merged-chr2-30798817-6	chr2	30798696	30798941	+	0.000	0.000	Merged-chr2-30798817-6
Merged-chr12-25092783-66	chr12	25092361	25093206	+	0.000	0.000	Merged-chr12-25092783-66
Merged-chr3-19319228-45	chr3	19318999	19319557	+	0.000	0.000	Merged-chr3-19319228-45
Merged-chr10-76543066-52	chr10	76542762	76543301	+	0.000	0.000	Merged-chr10-76543066-52
Merged-chr6-50455825-117	chr6	50455647	50456032	+	0.000	0.000	Merged-chr6-50455825-117
Merged-chr1-172289073-4	chr1	172288912	172289269	+	0.000	0.000	Merged-chr1-172289073-4
Merged-chr4-145221845-95	chr4	145221422	145222364	+	0.000	0.000	Merged-chr4-145221845-95
Merged-chr14-61309856-19	chr14	61309685	61310074	+	0.000	0.000	Merged-chr14-61309856-19
Merged-chr6-8646416-1	chr6	8646318	8646516	+	0.000	0.000	Merged-chr6-8646416-1
Merged-chr11-5882751-15	chr11	5882600	5882917	+	0.000	0.000	Merged-chr11-5882751-15
Merged-chr8-105827361-75	chr8	105827076	105827601	+	0.000	0.000	Merged-chr8-105827361-75
Merged-chr19-40618053-6	chr19	40617880	40618217	+	0.000	0.000	Merged-chr19-40618053-6
Merged-chr7-66230424-40	chr7	66230136	66230634	+	0.000	0.000	Merged-chr7-66230424-40
Merged-chr5-140595051-2	chr5	140594928	140595177	+	0.000	0.000	Merged-chr5-140595051-2
Merged-chr18-89212381-24	chr18	89212139	89212594	+	0.000	0.000	Merged-chr18-89212381-24
Merged-chr1-193264038-89	chr1	193263767	193264480	+	0.000	0.000	Merged-chr1-193264038-89
Merged-chr12-73633909-44	chr12	73633499	73634133	+	0.000	0.000	Merged-chr12-73633909-44
Merged-chr18-66429331-35	chr18	66429029	66429632	+	0.000	0.000	Merged-chr18-66429331-35
Merged-chr18-66464965-21	chr18	66464748	66465251	+	0.000	0.000	Merged-chr18-66464965-21
Merged-chr9-114787935-34	chr9	114787715	114788221	+	0.000	0.000	Merged-chr9-114787935-34
Merged-chr17-86779381-46	chr17	86779164	86779561	+	0.000	0.000	Merged-chr17-86779381-46
Merged-chr1-43465147-57	chr1	43464840	43465603	+	0.000	0.000	Merged-chr1-43465147-57
Merged-chr17-86833009-31	chr17	86832759	86833255	+	0.000	0.000	Merged-chr17-86833009-31
Merged-chr14-120520145-25	chr14	120519861	120520407	+	0.000	0.000	Merged-chr14-120520145-25
Merged-chr15-83464613-68	chr15	83464347	83464872	+	0.000	0.000	Merged-chr15-83464613-68
Merged-chr13-115103921-1	chr13	115103823	115104021	+	0.000	0.000	Merged-chr13-115103921-1
Merged-chr5-21438636-26	chr5	21438363	21438838	+	0.000	0.000	Merged-chr5-21438636-26
