#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.up.bed
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr13-102181799-2	chr13	102181701	102181899	+	0.000	0.000	Merged-chr13-102181799-2
Merged-chr2-3800130-59	chr2	3799759	3800414	+	0.000	0.000	Merged-chr2-3800130-59
Merged-chr17-28967141-28	chr17	28966889	28967369	+	0.000	0.000	Merged-chr17-28967141-28
Merged-chr8-84010110-3	chr8	84009885	84010308	+	0.000	0.000	Merged-chr8-84010110-3
Merged-chr2-60962761-96	chr2	60961870	60963370	+	0.000	0.000	Merged-chr2-60962761-96
Merged-chr13-63241052-2	chr13	63240920	63241186	+	0.000	0.000	Merged-chr13-63241052-2
Merged-chr15-66862643-3	chr15	66862455	66862820	+	0.000	0.000	Merged-chr15-66862643-3
Merged-chr10-95416842-99	chr10	95416223	95417665	+	0.000	0.000	Merged-chr10-95416842-99
Merged-chr13-38152778-13	chr13	38152627	38152947	+	0.000	0.000	Merged-chr13-38152778-13
Merged-chr1-127557367-11	chr1	127557192	127557597	+	0.000	0.000	Merged-chr1-127557367-11
Merged-chr10-44685427-5	chr10	44685288	44685568	+	0.000	0.000	Merged-chr10-44685427-5
Merged-chr10-24954230-36	chr10	24953809	24954667	+	0.000	0.000	Merged-chr10-24954230-36
Merged-chr1-131012685-13	chr1	131012509	131012840	+	0.000	0.000	Merged-chr1-131012685-13
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr2-65135725-7	chr2	65135508	65135883	+	0.000	0.000	Merged-chr2-65135725-7
Merged-chr10-111507721-32	chr10	111507318	111508136	+	0.000	0.000	Merged-chr10-111507721-32
Merged-chr2-61655630-19	chr2	61655274	61655995	+	0.000	0.000	Merged-chr2-61655630-19
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr2-129285453-11	chr2	129285261	129285687	+	0.000	0.000	Merged-chr2-129285453-11
Merged-chr15-5274138-5	chr15	5273974	5274339	+	0.000	0.000	Merged-chr15-5274138-5
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chr8-86837422-9	chr8	86837301	86837544	+	0.000	0.000	Merged-chr8-86837422-9
Merged-chr4-122878606-38	chr4	122878337	122878863	+	0.000	0.000	Merged-chr4-122878606-38
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chr7-135736523-2	chr7	135736420	135736629	+	0.000	0.000	Merged-chr7-135736523-2
Merged-chr9-24410583-1	chr9	24410485	24410683	+	0.000	0.000	Merged-chr9-24410583-1
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr9-44034217-58	chr9	44033947	44034505	+	0.000	0.000	Merged-chr9-44034217-58
Merged-chr13-30691415-1	chr13	30691317	30691515	+	0.000	0.000	Merged-chr13-30691415-1
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chrX-48695019-50	chrX	48694773	48695328	+	0.000	0.000	Merged-chrX-48695019-50
Merged-chr2-75985377-36	chr2	75985184	75985524	+	0.000	0.000	Merged-chr2-75985377-36
Merged-chr2-11645530-22	chr2	11645281	11645684	+	0.000	0.000	Merged-chr2-11645530-22
Merged-chr4-132883673-3	chr4	132883553	132883796	+	0.000	0.000	Merged-chr4-132883673-3
Merged-chr2-158768121-83	chr2	158767745	158768387	+	0.000	0.000	Merged-chr2-158768121-83
Merged-chr2-9684074-22	chr2	9683811	9684386	+	0.000	0.000	Merged-chr2-9684074-22
Merged-chr1-161071616-1	chr1	161071518	161071716	+	0.000	0.000	Merged-chr1-161071616-1
Merged-chr6-88898670-52	chr6	88898491	88898915	+	0.000	0.000	Merged-chr6-88898670-52
Merged-chr5-111178626-62	chr5	111178391	111178857	+	0.000	0.000	Merged-chr5-111178626-62
Merged-chr3-146180660-1	chr3	146180562	146180760	+	0.000	0.000	Merged-chr3-146180660-1
Merged-chr19-5894144-44	chr19	5893790	5894425	+	0.000	0.000	Merged-chr19-5894144-44
Merged-chr6-17065755-144	chr6	17065535	17065970	+	0.000	0.000	Merged-chr6-17065755-144
Merged-chr10-83096825-2	chr10	83096725	83096928	+	0.000	0.000	Merged-chr10-83096825-2
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr12-91766628-19	chr12	91766436	91766789	+	0.000	0.000	Merged-chr12-91766628-19
Merged-chr4-59132766-28	chr4	59132435	59133086	+	0.000	0.000	Merged-chr4-59132766-28
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr6-8649574-3	chr6	8649473	8649677	+	0.000	0.000	Merged-chr6-8649574-3
Merged-chr11-97129027-2	chr11	97128876	97129180	+	0.000	0.000	Merged-chr11-97129027-2
Merged-chr2-103744124-20	chr2	103743921	103744320	+	0.000	0.000	Merged-chr2-103744124-20
Merged-chr13-12521905-15	chr13	12521724	12522068	+	0.000	0.000	Merged-chr13-12521905-15
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr18-56470742-72	chr18	56469959	56471196	+	0.000	0.000	Merged-chr18-56470742-72
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr8-83622470-33	chr8	83622282	83622693	+	0.000	0.000	Merged-chr8-83622470-33
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr10-77538017-2	chr10	77537908	77538129	+	0.000	0.000	Merged-chr10-77538017-2
Merged-chr17-87345390-1	chr17	87345292	87345490	+	0.000	0.000	Merged-chr17-87345390-1
Merged-chr2-27590725-5	chr2	27590595	27590847	+	0.000	0.000	Merged-chr2-27590725-5
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr9-83835459-1	chr9	83835361	83835559	+	0.000	0.000	Merged-chr9-83835459-1
Merged-chr18-62174920-17	chr18	62174657	62175088	+	0.000	0.000	Merged-chr18-62174920-17
Merged-chr10-84070351-2	chr10	84070239	84070466	+	0.000	0.000	Merged-chr10-84070351-2
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr8-86871001-39	chr8	86870750	86871251	+	0.000	0.000	Merged-chr8-86871001-39
Merged-chr10-61273428-33	chr10	61273189	61273697	+	0.000	0.000	Merged-chr10-61273428-33
Merged-chr13-81658891-4	chr13	81658769	81659003	+	0.000	0.000	Merged-chr13-81658891-4
Merged-chr8-72136702-59	chr8	72136378	72137042	+	0.000	0.000	Merged-chr8-72136702-59
Merged-chr6-70805784-73	chr6	70805322	70806248	+	0.000	0.000	Merged-chr6-70805784-73
Merged-chr4-132757307-47	chr4	132756985	132757756	+	0.000	0.000	Merged-chr4-132757307-47
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr18-36801841-54	chr18	36801411	36802452	+	0.000	0.000	Merged-chr18-36801841-54
Merged-chr11-114676631-1	chr11	114676533	114676731	+	0.000	0.000	Merged-chr11-114676631-1
Merged-chr19-18619600-102	chr19	18619093	18620006	+	0.000	0.000	Merged-chr19-18619600-102
Merged-chr1-176832832-4	chr1	176832669	176832970	+	0.000	0.000	Merged-chr1-176832832-4
Merged-chr13-62785718-57	chr13	62785423	62785936	+	0.000	0.000	Merged-chr13-62785718-57
Merged-chr6-8777648-1	chr6	8777550	8777748	+	0.000	0.000	Merged-chr6-8777648-1
Merged-chr12-91774223-2	chr12	91774064	91774384	+	0.000	0.000	Merged-chr12-91774223-2
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr2-165627783-1	chr2	165627685	165627883	+	0.000	0.000	Merged-chr2-165627783-1
Merged-chr16-33966287-8	chr16	33966130	33966427	+	0.000	0.000	Merged-chr16-33966287-8
Merged-chr6-50560959-32	chr6	50560724	50561205	+	0.000	0.000	Merged-chr6-50560959-32
Merged-chr1-181877231-15	chr1	181877029	181877479	+	0.000	0.000	Merged-chr1-181877231-15
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chr7-55960600-37	chr7	55960275	55960951	+	0.000	0.000	Merged-chr7-55960600-37
Merged-chr5-67394984-4	chr5	67394811	67395123	+	0.000	0.000	Merged-chr5-67394984-4
Merged-chr8-57531169-32	chr8	57530926	57531411	+	0.000	0.000	Merged-chr8-57531169-32
Merged-chr8-124232268-3	chr8	124232151	124232388	+	0.000	0.000	Merged-chr8-124232268-3
Merged-chr6-137648506-108	chr6	137647258	137649468	+	0.000	0.000	Merged-chr6-137648506-108
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr10-69352731-93	chr10	69352191	69353105	+	0.000	0.000	Merged-chr10-69352731-93
Merged-chr10-83197638-1	chr10	83197540	83197738	+	0.000	0.000	Merged-chr10-83197638-1
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chr15-66678971-6	chr15	66678778	66679143	+	0.000	0.000	Merged-chr15-66678971-6
Merged-chr4-72200861-128	chr4	72200373	72201326	+	0.000	0.000	Merged-chr4-72200861-128
Merged-chr6-67425044-5	chr6	67424920	67425163	+	0.000	0.000	Merged-chr6-67425044-5
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr5-140282986-2	chr5	140282835	140283140	+	0.000	0.000	Merged-chr5-140282986-2
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr10-61306308-35	chr10	61306111	61306510	+	0.000	0.000	Merged-chr10-61306308-35
Merged-chr6-126940673-4	chr6	126940522	126940823	+	0.000	0.000	Merged-chr6-126940673-4
Merged-chr7-90349289-16	chr7	90349096	90349481	+	0.000	0.000	Merged-chr7-90349289-16
Merged-chr13-62015972-68	chr13	62015542	62016259	+	0.000	0.000	Merged-chr13-62015972-68
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr13-110555312-1	chr13	110555214	110555412	+	0.000	0.000	Merged-chr13-110555312-1
Merged-chr7-140982058-21	chr7	140981816	140982361	+	0.000	0.000	Merged-chr7-140982058-21
Merged-chr15-36785348-1	chr15	36785250	36785448	+	0.000	0.000	Merged-chr15-36785348-1
Merged-chr7-75828058-23	chr7	75827881	75828255	+	0.000	0.000	Merged-chr7-75828058-23
Merged-chr3-86812964-22	chr3	86812817	86813154	+	0.000	0.000	Merged-chr3-86812964-22
Merged-chr6-137558133-151	chr6	137556792	137559510	+	0.000	0.000	Merged-chr6-137558133-151
Merged-chr15-12034488-11	chr15	12034361	12034617	+	0.000	0.000	Merged-chr15-12034488-11
Merged-chr10-120202962-1	chr10	120202864	120203062	+	0.000	0.000	Merged-chr10-120202962-1
Merged-chr7-100227662-85	chr7	100227268	100228005	+	0.000	0.000	Merged-chr7-100227662-85
Merged-chr1-14675761-1	chr1	14675663	14675861	+	0.000	0.000	Merged-chr1-14675761-1
Merged-chr13-74854551-37	chr13	74854272	74854823	+	0.000	0.000	Merged-chr13-74854551-37
Merged-chr18-4304168-1	chr18	4304070	4304268	+	0.000	0.000	Merged-chr18-4304168-1
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr2-52676141-25	chr2	52675785	52676559	+	0.000	0.000	Merged-chr2-52676141-25
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr8-111343490-24	chr8	111343226	111343640	+	0.000	0.000	Merged-chr8-111343490-24
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr6-67318701-5	chr6	67318533	67318902	+	0.000	0.000	Merged-chr6-67318701-5
Merged-chr3-146185185-25	chr3	146184922	146185449	+	0.000	0.000	Merged-chr3-146185185-25
Merged-chr18-14667256-44	chr18	14667093	14667419	+	0.000	0.000	Merged-chr18-14667256-44
Merged-chr7-142387008-11	chr7	142386745	142387243	+	0.000	0.000	Merged-chr7-142387008-11
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr6-54158471-51	chr6	54158143	54158721	+	0.000	0.000	Merged-chr6-54158471-51
Merged-chr5-93152431-86	chr5	93152142	93152639	+	0.000	0.000	Merged-chr5-93152431-86
Merged-chr8-46654782-26	chr8	46654594	46654988	+	0.000	0.000	Merged-chr8-46654782-26
Merged-chr19-8718665-27	chr19	8718457	8719068	+	0.000	0.000	Merged-chr19-8718665-27
Merged-chr16-18629825-18	chr16	18629616	18630135	+	0.000	0.000	Merged-chr16-18629825-18
Merged-chr4-8906961-41	chr4	8906683	8907248	+	0.000	0.000	Merged-chr4-8906961-41
Merged-chr11-120600932-23	chr11	120600737	120601137	+	0.000	0.000	Merged-chr11-120600932-23
Merged-chr15-78594936-43	chr15	78594681	78595127	+	0.000	0.000	Merged-chr15-78594936-43
Merged-chr5-111235959-11	chr5	111235804	111236122	+	0.000	0.000	Merged-chr5-111235959-11
Merged-chr13-12349518-23	chr13	12349224	12349772	+	0.000	0.000	Merged-chr13-12349518-23
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chrX-134600348-1	chrX	134600250	134600448	+	0.000	0.000	Merged-chrX-134600348-1
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chr2-79192161-5	chr2	79192003	79192305	+	0.000	0.000	Merged-chr2-79192161-5
Merged-chr17-31873313-29	chr17	31873101	31873537	+	0.000	0.000	Merged-chr17-31873313-29
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr8-4925633-1	chr8	4925535	4925733	+	0.000	0.000	Merged-chr8-4925633-1
Merged-chr8-53611772-3	chr8	53611619	53611903	+	0.000	0.000	Merged-chr8-53611772-3
Merged-chr13-63411317-71	chr13	63410964	63411579	+	0.000	0.000	Merged-chr13-63411317-71
Merged-chr3-86841762-14	chr3	86841493	86841912	+	0.000	0.000	Merged-chr3-86841762-14
Merged-chr11-97810529-18	chr11	97810252	97810739	+	0.000	0.000	Merged-chr11-97810529-18
Merged-chr5-112240971-40	chr5	112240766	112241272	+	0.000	0.000	Merged-chr5-112240971-40
Merged-chr10-108168166-48	chr10	108167888	108168329	+	0.000	0.000	Merged-chr10-108168166-48
Merged-chr16-44321913-9	chr16	44321744	44322047	+	0.000	0.000	Merged-chr16-44321913-9
Merged-chr2-66120274-20	chr2	66120123	66120446	+	0.000	0.000	Merged-chr2-66120274-20
Merged-chr3-104299067-15	chr3	104298901	104299382	+	0.000	0.000	Merged-chr3-104299067-15
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr9-124028680-14	chr9	124028491	124028910	+	0.000	0.000	Merged-chr9-124028680-14
Merged-chr10-120183053-23	chr10	120182897	120183298	+	0.000	0.000	Merged-chr10-120183053-23
Merged-chr2-105448364-1	chr2	105448266	105448464	+	0.000	0.000	Merged-chr2-105448364-1
Merged-chr11-98972338-11	chr11	98972203	98972528	+	0.000	0.000	Merged-chr11-98972338-11
Merged-chr1-120093723-41	chr1	120093349	120094016	+	0.000	0.000	Merged-chr1-120093723-41
Merged-chr4-11848499-2	chr4	11848394	11848607	+	0.000	0.000	Merged-chr4-11848499-2
Merged-chr6-8259350-77	chr6	8259130	8259574	+	0.000	0.000	Merged-chr6-8259350-77
Merged-chr6-35462751-23	chr6	35462511	35462994	+	0.000	0.000	Merged-chr6-35462751-23
Merged-chr1-60361245-1	chr1	60361147	60361345	+	0.000	0.000	Merged-chr1-60361245-1
Merged-chr18-4313720-2	chr18	4313622	4313820	+	0.000	0.000	Merged-chr18-4313720-2
Merged-chr1-166378841-2	chr1	166378743	166378941	+	0.000	0.000	Merged-chr1-166378841-2
Merged-chr6-127219541-27	chr6	127219251	127219797	+	0.000	0.000	Merged-chr6-127219541-27
Merged-chr2-9770898-17	chr2	9770625	9771095	+	0.000	0.000	Merged-chr2-9770898-17
Merged-chr15-5236759-9	chr15	5236563	5236908	+	0.000	0.000	Merged-chr15-5236759-9
Merged-chr13-59536572-15	chr13	59536356	59536772	+	0.000	0.000	Merged-chr13-59536572-15
Merged-chr18-21014602-17	chr18	21014412	21014795	+	0.000	0.000	Merged-chr18-21014602-17
Merged-chr14-99750630-1	chr14	99750532	99750730	+	0.000	0.000	Merged-chr14-99750630-1
Merged-chr16-52329510-16	chr16	52329291	52329707	+	0.000	0.000	Merged-chr16-52329510-16
Merged-chr5-113429729-3	chr5	113429576	113429916	+	0.000	0.000	Merged-chr5-113429729-3
Merged-chr14-20938430-1	chr14	20938332	20938530	+	0.000	0.000	Merged-chr14-20938430-1
Merged-chr5-129020712-1	chr5	129020614	129020812	+	0.000	0.000	Merged-chr5-129020712-1
Merged-chr11-97130741-21	chr11	97130348	97131136	+	0.000	0.000	Merged-chr11-97130741-21
Merged-chr9-24413892-11	chr9	24413735	24414083	+	0.000	0.000	Merged-chr9-24413892-11
Merged-chrX-142464957-2	chrX	142464834	142465082	+	0.000	0.000	Merged-chrX-142464957-2
Merged-chr5-93093423-108	chr5	93093096	93093757	+	0.000	0.000	Merged-chr5-93093423-108
Merged-chr11-82214647-44	chr11	82214387	82214854	+	0.000	0.000	Merged-chr11-82214647-44
Merged-chr13-33965220-126	chr13	33964785	33965498	+	0.000	0.000	Merged-chr13-33965220-126
Merged-chr2-66159765-1	chr2	66159667	66159865	+	0.000	0.000	Merged-chr2-66159765-1
Merged-chrX-21089181-52	chrX	21088920	21089647	+	0.000	0.000	Merged-chrX-21089181-52
Merged-chr7-119874114-5	chr7	119873978	119874246	+	0.000	0.000	Merged-chr7-119874114-5
Merged-chr18-89326061-22	chr18	89325822	89326326	+	0.000	0.000	Merged-chr18-89326061-22
Merged-chr10-111516621-97	chr10	111516196	111517088	+	0.000	0.000	Merged-chr10-111516621-97
Merged-chr9-120082843-44	chr9	120082619	120083075	+	0.000	0.000	Merged-chr9-120082843-44
Merged-chr2-27712723-8	chr2	27712493	27712887	+	0.000	0.000	Merged-chr2-27712723-8
Merged-chr17-79016098-11	chr17	79015897	79016362	+	0.000	0.000	Merged-chr17-79016098-11
Merged-chr19-43523434-47	chr19	43523239	43523667	+	0.000	0.000	Merged-chr19-43523434-47
Merged-chr15-8157171-7	chr15	8157007	8157354	+	0.000	0.000	Merged-chr15-8157171-7
Merged-chr18-23848494-27	chr18	23848199	23848986	+	0.000	0.000	Merged-chr18-23848494-27
Merged-chr11-75226439-1	chr11	75226341	75226539	+	0.000	0.000	Merged-chr11-75226439-1
Merged-chr19-40711719-10	chr19	40711545	40711897	+	0.000	0.000	Merged-chr19-40711719-10
Merged-chr5-74276526-10	chr5	74276357	74276661	+	0.000	0.000	Merged-chr5-74276526-10
Merged-chr13-101969075-1	chr13	101968977	101969175	+	0.000	0.000	Merged-chr13-101969075-1
Merged-chr13-101696534-2	chr13	101696436	101696634	+	0.000	0.000	Merged-chr13-101696534-2
Merged-chr13-114886987-4	chr13	114886889	114887087	+	0.000	0.000	Merged-chr13-114886987-4
Merged-chr7-92196294-1	chr7	92196196	92196394	+	0.000	0.000	Merged-chr7-92196294-1
Merged-chr10-8518233-215	chr10	8516876	8519360	+	0.000	0.000	Merged-chr10-8518233-215
Merged-chr13-114962151-20	chr13	114961900	114962379	+	0.000	0.000	Merged-chr13-114962151-20
Merged-chr3-9770746-5	chr3	9770626	9770870	+	0.000	0.000	Merged-chr3-9770746-5
Merged-chr2-148590817-1	chr2	148590719	148590917	+	0.000	0.000	Merged-chr2-148590817-1
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr7-45510367-63	chr7	45510122	45510687	+	0.000	0.000	Merged-chr7-45510367-63
Merged-chr9-124099299-15	chr9	124099114	124099497	+	0.000	0.000	Merged-chr9-124099299-15
Merged-chr13-101760534-4	chr13	101760428	101760645	+	0.000	0.000	Merged-chr13-101760534-4
Merged-chr8-33608229-103	chr8	33607614	33608798	+	0.000	0.000	Merged-chr8-33608229-103
Merged-chr13-100786411-88	chr13	100786150	100786754	+	0.000	0.000	Merged-chr13-100786411-88
Merged-chr18-66447922-43	chr18	66447711	66448131	+	0.000	0.000	Merged-chr18-66447922-43
Merged-chr2-118638272-10	chr2	118638091	118638460	+	0.000	0.000	Merged-chr2-118638272-10
Merged-chr1-191530674-1	chr1	191530576	191530774	+	0.000	0.000	Merged-chr1-191530674-1
Merged-chr3-84654205-56	chr3	84653982	84654462	+	0.000	0.000	Merged-chr3-84654205-56
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr6-131276753-31	chr6	131276419	131277167	+	0.000	0.000	Merged-chr6-131276753-31
Merged-chr2-65198704-18	chr2	65198512	65198889	+	0.000	0.000	Merged-chr2-65198704-18
Merged-chr13-24481997-16	chr13	24481845	24482160	+	0.000	0.000	Merged-chr13-24481997-16
Merged-chr3-65434642-1	chr3	65434544	65434742	+	0.000	0.000	Merged-chr3-65434642-1
Merged-chr10-44684800-1	chr10	44684702	44684900	+	0.000	0.000	Merged-chr10-44684800-1
Merged-chr10-44413520-2	chr10	44413417	44413625	+	0.000	0.000	Merged-chr10-44413520-2
Merged-chr15-85867875-24	chr15	85867698	85868115	+	0.000	0.000	Merged-chr15-85867875-24
Merged-chr6-127157540-5	chr6	127157362	127157818	+	0.000	0.000	Merged-chr6-127157540-5
Merged-chr10-42018378-38	chr10	42018156	42018647	+	0.000	0.000	Merged-chr10-42018378-38
Merged-chr13-45966666-4	chr13	45966480	45966876	+	0.000	0.000	Merged-chr13-45966666-4
Merged-chr13-52628204-1	chr13	52628106	52628304	+	0.000	0.000	Merged-chr13-52628204-1
Merged-chr2-60866104-15	chr2	60865953	60866352	+	0.000	0.000	Merged-chr2-60866104-15
Merged-chr13-74846097-19	chr13	74845717	74846359	+	0.000	0.000	Merged-chr13-74846097-19
Merged-chr11-68483427-7	chr11	68483282	68483556	+	0.000	0.000	Merged-chr11-68483427-7
Merged-chr1-33670063-93	chr1	33669745	33670279	+	0.000	0.000	Merged-chr1-33670063-93
Merged-chr18-71211954-17	chr18	71211703	71212171	+	0.000	0.000	Merged-chr18-71211954-17
Merged-chr11-106998820-2	chr11	106998638	106999005	+	0.000	0.000	Merged-chr11-106998820-2
Merged-chr15-66733250-8	chr15	66733122	66733385	+	0.000	0.000	Merged-chr15-66733250-8
Merged-chr11-67637071-1	chr11	67636973	67637171	+	0.000	0.000	Merged-chr11-67637071-1
Merged-chr6-86754818-10	chr6	86754667	86754955	+	0.000	0.000	Merged-chr6-86754818-10
Merged-chr6-17282259-15	chr6	17282056	17282567	+	0.000	0.000	Merged-chr6-17282259-15
Merged-chr10-83785257-1	chr10	83785159	83785357	+	0.000	0.000	Merged-chr10-83785257-1
Merged-chr15-82235726-13	chr15	82235551	82235985	+	0.000	0.000	Merged-chr15-82235726-13
Merged-chr10-44420150-34	chr10	44419838	44420545	+	0.000	0.000	Merged-chr10-44420150-34
Merged-chr15-38299955-2	chr15	38299797	38300115	+	0.000	0.000	Merged-chr15-38299955-2
Merged-chr11-68464858-12	chr11	68464722	68464981	+	0.000	0.000	Merged-chr11-68464858-12
Merged-chr1-153085366-59	chr1	153085043	153085632	+	0.000	0.000	Merged-chr1-153085366-59
Merged-chr15-66804034-27	chr15	66803873	66804281	+	0.000	0.000	Merged-chr15-66804034-27
Merged-chr6-130341255-2	chr6	130341141	130341372	+	0.000	0.000	Merged-chr6-130341255-2
Merged-chr13-45865819-22	chr13	45865669	45866056	+	0.000	0.000	Merged-chr13-45865819-22
Merged-chr5-23712006-2	chr5	23711893	23712121	+	0.000	0.000	Merged-chr5-23712006-2
Merged-chr7-141580300-4	chr7	141580182	141580427	+	0.000	0.000	Merged-chr7-141580300-4
Merged-chr11-53845784-30	chr11	53845492	53845953	+	0.000	0.000	Merged-chr11-53845784-30
Merged-chr3-84657299-19	chr3	84656890	84657624	+	0.000	0.000	Merged-chr3-84657299-19
Merged-chr2-9872018-1	chr2	9871920	9872118	+	0.000	0.000	Merged-chr2-9872018-1
Merged-chr2-157190874-9	chr2	157190607	157191047	+	0.000	0.000	Merged-chr2-157190874-9
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr17-80174428-10	chr17	80174247	80174651	+	0.000	0.000	Merged-chr17-80174428-10
Merged-chr2-3750295-12	chr2	3750154	3750450	+	0.000	0.000	Merged-chr2-3750295-12
Merged-chr10-24711256-1	chr10	24711158	24711356	+	0.000	0.000	Merged-chr10-24711256-1
Merged-chr1-88705567-62	chr1	88705102	88706128	+	0.000	0.000	Merged-chr1-88705567-62
Merged-chr3-59042256-2	chr3	59042127	59042388	+	0.000	0.000	Merged-chr3-59042256-2
Merged-chr18-23845581-1	chr18	23845483	23845681	+	0.000	0.000	Merged-chr18-23845581-1
Merged-chr5-72350481-35	chr5	72350222	72350775	+	0.000	0.000	Merged-chr5-72350481-35
Merged-chr11-101628053-2	chr11	101627933	101628176	+	0.000	0.000	Merged-chr11-101628053-2
Merged-chr2-3715633-18	chr2	3715360	3715869	+	0.000	0.000	Merged-chr2-3715633-18
Merged-chr4-11770125-1	chr4	11770027	11770225	+	0.000	0.000	Merged-chr4-11770125-1
Merged-chr13-12340337-1	chr13	12340239	12340437	+	0.000	0.000	Merged-chr13-12340337-1
Merged-chr13-110642336-1	chr13	110642238	110642436	+	0.000	0.000	Merged-chr13-110642336-1
Merged-chr6-135377824-45	chr6	135377631	135378038	+	0.000	0.000	Merged-chr6-135377824-45
Merged-chr1-33453228-39	chr1	33452850	33453697	+	0.000	0.000	Merged-chr1-33453228-39
Merged-chr2-90583818-37	chr2	90583631	90584071	+	0.000	0.000	Merged-chr2-90583818-37
Merged-chr15-99074256-1	chr15	99074158	99074356	+	0.000	0.000	Merged-chr15-99074256-1
Merged-chr2-9718103-10	chr2	9717944	9718318	+	0.000	0.000	Merged-chr2-9718103-10
Merged-chr16-44320422-17	chr16	44320192	44320641	+	0.000	0.000	Merged-chr16-44320422-17
Merged-chr14-70792747-14	chr14	70792579	70792984	+	0.000	0.000	Merged-chr14-70792747-14
Merged-chr2-164017275-1	chr2	164017177	164017375	+	0.000	0.000	Merged-chr2-164017275-1
Merged-chr6-128843451-97	chr6	128843038	128843741	+	0.000	0.000	Merged-chr6-128843451-97
Merged-chr17-26120352-30	chr17	26120127	26120534	+	0.000	0.000	Merged-chr17-26120352-30
