#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
Merged-chr2-65181294-54	chr2	65181028	65181579	+	0.000	0.000	Merged-chr2-65181294-54
Merged-chr15-52945349-8	chr15	52945199	52945471	+	0.000	0.000	Merged-chr15-52945349-8
Merged-chr15-78522107-6	chr15	78521974	78522282	+	0.000	0.000	Merged-chr15-78522107-6
Merged-chr9-27071000-11	chr9	27070772	27071316	+	0.000	0.000	Merged-chr9-27071000-11
Merged-chr9-75197363-8	chr9	75197197	75197522	+	0.000	0.000	Merged-chr9-75197363-8
Merged-chr5-112220290-48	chr5	112219884	112220716	+	0.000	0.000	Merged-chr5-112220290-48
Merged-chr17-35997756-9	chr17	35997619	35997896	+	0.000	0.000	Merged-chr17-35997756-9
Merged-chr17-24686693-5	chr17	24686518	24686843	+	0.000	0.000	Merged-chr17-24686693-5
Merged-chr1-131026004-32	chr1	131025629	131026250	+	0.000	0.000	Merged-chr1-131026004-32
Merged-chr5-120688663-27	chr5	120688467	120688862	+	0.000	0.000	Merged-chr5-120688663-27
Merged-chr17-86969824-22	chr17	86969597	86970058	+	0.000	0.000	Merged-chr17-86969824-22
Merged-chr8-18899149-53	chr8	18898940	18899328	+	0.000	0.000	Merged-chr8-18899149-53
Merged-chr6-54040016-79	chr6	54039603	54040467	+	0.000	0.000	Merged-chr6-54040016-79
Merged-chr10-81426897-5	chr10	81426557	81427169	+	0.000	0.000	Merged-chr10-81426897-5
Merged-chr11-69008506-45	chr11	69008192	69008709	+	0.000	0.000	Merged-chr11-69008506-45
Merged-chr10-40141848-100	chr10	40140949	40142466	+	0.000	0.000	Merged-chr10-40141848-100
Merged-chr4-107092821-12	chr4	107092652	107093088	+	0.000	0.000	Merged-chr4-107092821-12
Merged-chr11-102930777-13	chr11	102930534	102931029	+	0.000	0.000	Merged-chr11-102930777-13
Merged-chr2-9871528-52	chr2	9871166	9871884	+	0.000	0.000	Merged-chr2-9871528-52
Merged-chr11-117777340-14	chr11	117777186	117777493	+	0.000	0.000	Merged-chr11-117777340-14
Merged-chr2-105402351-10	chr2	105402231	105402474	+	0.000	0.000	Merged-chr2-105402351-10
Merged-chr7-66160187-16	chr7	66160014	66160412	+	0.000	0.000	Merged-chr7-66160187-16
Merged-chr3-90514906-78	chr3	90514405	90515252	+	0.000	0.000	Merged-chr3-90514906-78
Merged-chr1-9703144-1	chr1	9703046	9703244	+	0.000	0.000	Merged-chr1-9703144-1
Merged-chr4-46572844-6	chr4	46572695	46572980	+	0.000	0.000	Merged-chr4-46572844-6
Merged-chr3-98339396-153	chr3	98338541	98340078	+	0.000	0.000	Merged-chr3-98339396-153
Merged-chr1-60868540-23	chr1	60868393	60868749	+	0.000	0.000	Merged-chr1-60868540-23
Merged-chr1-88641957-1	chr1	88641859	88642057	+	0.000	0.000	Merged-chr1-88641957-1
Merged-chr5-142902064-2	chr5	142901966	142902164	+	0.000	0.000	Merged-chr5-142902064-2
Merged-chr12-25096104-64	chr12	25095793	25096391	+	0.000	0.000	Merged-chr12-25096104-64
Merged-chr10-117831011-28	chr10	117830772	117831201	+	0.000	0.000	Merged-chr10-117831011-28
Merged-chr16-52450198-3	chr16	52450070	52450356	+	0.000	0.000	Merged-chr16-52450198-3
Merged-chr8-95612064-3	chr8	95611952	95612190	+	0.000	0.000	Merged-chr8-95612064-3
Merged-chr5-139197126-38	chr5	139196907	139197464	+	0.000	0.000	Merged-chr5-139197126-38
Merged-chr10-81510447-46	chr10	81510147	81510629	+	0.000	0.000	Merged-chr10-81510447-46
Merged-chr12-32207058-29	chr12	32206870	32207257	+	0.000	0.000	Merged-chr12-32207058-29
Merged-chr10-91147290-5	chr10	91147146	91147432	+	0.000	0.000	Merged-chr10-91147290-5
Merged-chr2-29870260-12	chr2	29870045	29870456	+	0.000	0.000	Merged-chr2-29870260-12
Merged-chr10-117861044-50	chr10	117860749	117861258	+	0.000	0.000	Merged-chr10-117861044-50
Merged-chr8-122461195-3	chr8	122461097	122461295	+	0.000	0.000	Merged-chr8-122461195-3
Merged-chr16-17619453-35	chr16	17618991	17619739	+	0.000	0.000	Merged-chr16-17619453-35
Merged-chr12-16580677-15	chr12	16580325	16580877	+	0.000	0.000	Merged-chr12-16580677-15
Merged-chr9-79790150-3	chr9	79790006	79790283	+	0.000	0.000	Merged-chr9-79790150-3
Merged-chr8-84847115-67	chr8	84846795	84847498	+	0.000	0.000	Merged-chr8-84847115-67
Merged-chr1-58392210-1	chr1	58392112	58392310	+	0.000	0.000	Merged-chr1-58392210-1
Merged-chr13-5871752-1	chr13	5871654	5871852	+	0.000	0.000	Merged-chr13-5871752-1
Merged-chr13-21780515-12	chr13	21780294	21780684	+	0.000	0.000	Merged-chr13-21780515-12
Merged-chr18-46198687-121	chr18	46198140	46199081	+	0.000	0.000	Merged-chr18-46198687-121
Merged-chr5-146845015-50	chr5	146844707	146845277	+	0.000	0.000	Merged-chr5-146845015-50
Merged-chr4-151057877-77	chr4	151057389	151058171	+	0.000	0.000	Merged-chr4-151057877-77
Merged-chr10-81505422-22	chr10	81505272	81505563	+	0.000	0.000	Merged-chr10-81505422-22
Merged-chr14-120407035-22	chr14	120406675	120407236	+	0.000	0.000	Merged-chr14-120407035-22
Merged-chr16-32215312-15	chr16	32215155	32215485	+	0.000	0.000	Merged-chr16-32215312-15
Merged-chr2-52455990-26	chr2	52455757	52456210	+	0.000	0.000	Merged-chr2-52455990-26
Merged-chr12-16304947-30	chr12	16304632	16305175	+	0.000	0.000	Merged-chr12-16304947-30
Merged-chr7-31177022-1	chr7	31176924	31177122	+	0.000	0.000	Merged-chr7-31177022-1
Merged-chr10-59222853-4	chr10	59222673	59223019	+	0.000	0.000	Merged-chr10-59222853-4
Merged-chr9-41105401-34	chr9	41105177	41105736	+	0.000	0.000	Merged-chr9-41105401-34
Merged-chr10-7663118-116	chr10	7662892	7663515	+	0.000	0.000	Merged-chr10-7663118-116
Merged-chr16-49859350-21	chr16	49859047	49859691	+	0.000	0.000	Merged-chr16-49859350-21
Merged-chr1-64797454-43	chr1	64797271	64797640	+	0.000	0.000	Merged-chr1-64797454-43
Merged-chr16-52438425-1	chr16	52438327	52438525	+	0.000	0.000	Merged-chr16-52438425-1
Merged-chr10-10108499-1	chr10	10108401	10108599	+	0.000	0.000	Merged-chr10-10108499-1
Merged-chr10-30357856-1	chr10	30357758	30357956	+	0.000	0.000	Merged-chr10-30357856-1
Merged-chr7-122132985-53	chr7	122132737	122133249	+	0.000	0.000	Merged-chr7-122132985-53
Merged-chr11-75269578-15	chr11	75269407	75269719	+	0.000	0.000	Merged-chr11-75269578-15
Merged-chr2-79180935-23	chr2	79180283	79181229	+	0.000	0.000	Merged-chr2-79180935-23
Merged-chr17-23740496-75	chr17	23740194	23740888	+	0.000	0.000	Merged-chr17-23740496-75
Merged-chr6-30048099-79	chr6	30047605	30048377	+	0.000	0.000	Merged-chr6-30048099-79
Merged-chr10-12922914-109	chr10	12922256	12923284	+	0.000	0.000	Merged-chr10-12922914-109
Merged-chr1-125441635-68	chr1	125441229	125441872	+	0.000	0.000	Merged-chr1-125441635-68
Merged-chr1-171763336-1	chr1	171763238	171763436	+	0.000	0.000	Merged-chr1-171763336-1
Merged-chr2-69381907-24	chr2	69381598	69382132	+	0.000	0.000	Merged-chr2-69381907-24
Merged-chr5-112301937-36	chr5	112301631	112302215	+	0.000	0.000	Merged-chr5-112301937-36
Merged-chr17-29032504-80	chr17	29032193	29032839	+	0.000	0.000	Merged-chr17-29032504-80
Merged-chr1-191718229-88	chr1	191717807	191718487	+	0.000	0.000	Merged-chr1-191718229-88
Merged-chr7-75859994-17	chr7	75859809	75860173	+	0.000	0.000	Merged-chr7-75859994-17
Merged-chr2-99830574-1	chr2	99830476	99830674	+	0.000	0.000	Merged-chr2-99830574-1
Merged-chr3-152209810-2	chr3	152209705	152209917	+	0.000	0.000	Merged-chr3-152209810-2
Merged-chr2-75634644-14	chr2	75634502	75634784	+	0.000	0.000	Merged-chr2-75634644-14
Merged-chr8-91073966-44	chr8	91073781	91074170	+	0.000	0.000	Merged-chr8-91073966-44
Merged-chr8-13625662-3	chr8	13625532	13625799	+	0.000	0.000	Merged-chr8-13625662-3
Merged-chr19-47581762-1	chr19	47581664	47581862	+	0.000	0.000	Merged-chr19-47581762-1
Merged-chr2-10142867-39	chr2	10142662	10143138	+	0.000	0.000	Merged-chr2-10142867-39
Merged-chr12-100420665-18	chr12	100420331	100420948	+	0.000	0.000	Merged-chr12-100420665-18
Merged-chr14-26969928-1	chr14	26969830	26970028	+	0.000	0.000	Merged-chr14-26969928-1
Merged-chr7-127149689-1	chr7	127149591	127149789	+	0.000	0.000	Merged-chr7-127149689-1
Merged-chr6-112856769-8	chr6	112856533	112856932	+	0.000	0.000	Merged-chr6-112856769-8
Merged-chr7-16366464-23	chr7	16366289	16366634	+	0.000	0.000	Merged-chr7-16366464-23
Merged-chr10-19578163-111	chr10	19577963	19578561	+	0.000	0.000	Merged-chr10-19578163-111
Merged-chr19-45579112-22	chr19	45578920	45579359	+	0.000	0.000	Merged-chr19-45579112-22
Merged-chr11-107422045-3	chr11	107421923	107422189	+	0.000	0.000	Merged-chr11-107422045-3
Merged-chr1-43168451-1	chr1	43168353	43168551	+	0.000	0.000	Merged-chr1-43168451-1
Merged-chr10-117859986-12	chr10	117859770	117860165	+	0.000	0.000	Merged-chr10-117859986-12
Merged-chr15-52753697-52	chr15	52753445	52754065	+	0.000	0.000	Merged-chr15-52753697-52
Merged-chr13-23621734-164	chr13	23621332	23622042	+	0.000	0.000	Merged-chr13-23621734-164
Merged-chr2-9878722-80	chr2	9878202	9879254	+	0.000	0.000	Merged-chr2-9878722-80
Merged-chr9-24503196-85	chr9	24502575	24503632	+	0.000	0.000	Merged-chr9-24503196-85
Merged-chr13-93756777-9	chr13	93756558	93756975	+	0.000	0.000	Merged-chr13-93756777-9
Merged-chr12-65172767-62	chr12	65172570	65173049	+	0.000	0.000	Merged-chr12-65172767-62
Merged-chr13-101759388-22	chr13	101759141	101759625	+	0.000	0.000	Merged-chr13-101759388-22
Merged-chr6-51533616-16	chr6	51533314	51533829	+	0.000	0.000	Merged-chr6-51533616-16
Merged-chr3-89961129-7	chr3	89960972	89961270	+	0.000	0.000	Merged-chr3-89961129-7
Merged-chr11-88951020-7	chr11	88950826	88951230	+	0.000	0.000	Merged-chr11-88951020-7
Merged-chr4-21727630-97	chr4	21727378	21728046	+	0.000	0.000	Merged-chr4-21727630-97
Merged-chr10-5800627-2	chr10	5800516	5800741	+	0.000	0.000	Merged-chr10-5800627-2
Merged-chr17-83850809-47	chr17	83850485	83851004	+	0.000	0.000	Merged-chr17-83850809-47
Merged-chr14-64627240-35	chr14	64626967	64627589	+	0.000	0.000	Merged-chr14-64627240-35
Merged-chr5-136919080-62	chr5	136918852	136919403	+	0.000	0.000	Merged-chr5-136919080-62
Merged-chr8-115444869-2	chr8	115444704	115445037	+	0.000	0.000	Merged-chr8-115444869-2
Merged-chr10-91270922-111	chr10	91270395	91271470	+	0.000	0.000	Merged-chr10-91270922-111
Merged-chr16-93906476-30	chr16	93906159	93906791	+	0.000	0.000	Merged-chr16-93906476-30
Merged-chr7-45154586-68	chr7	45154211	45154893	+	0.000	0.000	Merged-chr7-45154586-68
Merged-chr15-66899064-14	chr15	66898888	66899249	+	0.000	0.000	Merged-chr15-66899064-14
Merged-chr4-116627464-164	chr4	116627148	116628003	+	0.000	0.000	Merged-chr4-116627464-164
Merged-chr3-79504313-1	chr3	79504215	79504413	+	0.000	0.000	Merged-chr3-79504313-1
Merged-chr11-110498998-24	chr11	110498746	110499342	+	0.000	0.000	Merged-chr11-110498998-24
Merged-chr5-112296984-3	chr5	112296886	112297084	+	0.000	0.000	Merged-chr5-112296984-3
Merged-chr3-136611929-48	chr3	136611619	136612165	+	0.000	0.000	Merged-chr3-136611929-48
Merged-chr7-55962435-67	chr7	55962201	55962684	+	0.000	0.000	Merged-chr7-55962435-67
Merged-chr13-110511047-3	chr13	110510923	110511191	+	0.000	0.000	Merged-chr13-110511047-3
Merged-chr11-71019522-51	chr11	71019320	71019736	+	0.000	0.000	Merged-chr11-71019522-51
Merged-chr18-84028993-5	chr18	84028744	84029188	+	0.000	0.000	Merged-chr18-84028993-5
Merged-chr11-46454823-30	chr11	46454547	46455041	+	0.000	0.000	Merged-chr11-46454823-30
Merged-chr2-181381593-77	chr2	181381136	181381910	+	0.000	0.000	Merged-chr2-181381593-77
Merged-chr2-84936786-78	chr2	84936396	84937294	+	0.000	0.000	Merged-chr2-84936786-78
Merged-chr1-21078501-1	chr1	21078403	21078601	+	0.000	0.000	Merged-chr1-21078501-1
Merged-chr15-36769552-5	chr15	36769280	36769768	+	0.000	0.000	Merged-chr15-36769552-5
Merged-chr11-101551991-1	chr11	101551893	101552091	+	0.000	0.000	Merged-chr11-101551991-1
Merged-chr11-62820764-65	chr11	62820171	62821323	+	0.000	0.000	Merged-chr11-62820764-65
Merged-chr8-75108809-1	chr8	75108711	75108909	+	0.000	0.000	Merged-chr8-75108809-1
Merged-chr5-100573419-26	chr5	100572858	100573732	+	0.000	0.000	Merged-chr5-100573419-26
Merged-chr4-24569297-30	chr4	24569036	24569499	+	0.000	0.000	Merged-chr4-24569297-30
Merged-chr4-89460036-10	chr4	89459657	89460437	+	0.000	0.000	Merged-chr4-89460036-10
Merged-chr3-75517936-30	chr3	75517678	75518230	+	0.000	0.000	Merged-chr3-75517936-30
Merged-chr4-8927722-59	chr4	8927471	8928012	+	0.000	0.000	Merged-chr4-8927722-59
Merged-chr7-67390968-9	chr7	67390792	67391125	+	0.000	0.000	Merged-chr7-67390968-9
Merged-chr11-120492108-91	chr11	120491546	120492622	+	0.000	0.000	Merged-chr11-120492108-91
Merged-chr14-73119110-33	chr14	73118832	73119323	+	0.000	0.000	Merged-chr14-73119110-33
Merged-chr4-89479151-44	chr4	89478849	89479373	+	0.000	0.000	Merged-chr4-89479151-44
Merged-chr7-114087483-1	chr7	114087385	114087583	+	0.000	0.000	Merged-chr7-114087483-1
Merged-chr8-115568627-19	chr8	115568366	115568854	+	0.000	0.000	Merged-chr8-115568627-19
Merged-chr11-50377790-188	chr11	50377451	50378145	+	0.000	0.000	Merged-chr11-50377790-188
Merged-chr5-113539366-106	chr5	113538836	113539864	+	0.000	0.000	Merged-chr5-113539366-106
Merged-chr5-23722080-21	chr5	23721829	23722288	+	0.000	0.000	Merged-chr5-23722080-21
Merged-chr18-75342916-86	chr18	75342527	75343244	+	0.000	0.000	Merged-chr18-75342916-86
Merged-chr2-90482782-2	chr2	90482672	90482895	+	0.000	0.000	Merged-chr2-90482782-2
Merged-chr12-98283519-64	chr12	98283239	98283806	+	0.000	0.000	Merged-chr12-98283519-64
Merged-chr4-137358450-18	chr4	137358138	137358695	+	0.000	0.000	Merged-chr4-137358450-18
Merged-chr19-20362355-23	chr19	20362143	20362561	+	0.000	0.000	Merged-chr19-20362355-23
Merged-chr4-70601569-19	chr4	70601380	70601813	+	0.000	0.000	Merged-chr4-70601569-19
Merged-chr16-75894553-32	chr16	75894247	75894910	+	0.000	0.000	Merged-chr16-75894553-32
Merged-chr11-72953852-64	chr11	72953445	72954179	+	0.000	0.000	Merged-chr11-72953852-64
Merged-chr13-115097149-22	chr13	115096968	115097328	+	0.000	0.000	Merged-chr13-115097149-22
Merged-chr5-93150753-18	chr5	93150579	93150975	+	0.000	0.000	Merged-chr5-93150753-18
Merged-chr3-101236423-33	chr3	101236150	101236873	+	0.000	0.000	Merged-chr3-101236423-33
Merged-chr2-154836645-24	chr2	154836360	154836825	+	0.000	0.000	Merged-chr2-154836645-24
Merged-chr11-101984579-31	chr11	101984160	101985049	+	0.000	0.000	Merged-chr11-101984579-31
Merged-chr9-72441764-8	chr9	72441578	72441989	+	0.000	0.000	Merged-chr9-72441764-8
Merged-chr17-34628097-3	chr17	34627978	34628230	+	0.000	0.000	Merged-chr17-34628097-3
Merged-chr7-66196712-1	chr7	66196614	66196812	+	0.000	0.000	Merged-chr7-66196712-1
Merged-chr1-191480137-17	chr1	191479947	191480356	+	0.000	0.000	Merged-chr1-191480137-17
Merged-chr2-174295559-30	chr2	174295336	174295820	+	0.000	0.000	Merged-chr2-174295559-30
Merged-chr11-16977596-64	chr11	16977046	16978163	+	0.000	0.000	Merged-chr11-16977596-64
Merged-chr10-81434944-1	chr10	81434846	81435044	+	0.000	0.000	Merged-chr10-81434944-1
Merged-chr5-74277818-39	chr5	74277455	74278148	+	0.000	0.000	Merged-chr5-74277818-39
Merged-chr7-67372898-115	chr7	67372439	67373470	+	0.000	0.000	Merged-chr7-67372898-115
Merged-chr14-78687431-2	chr14	78687333	78687532	+	0.000	0.000	Merged-chr14-78687431-2
Merged-chr2-105445684-1	chr2	105445586	105445784	+	0.000	0.000	Merged-chr2-105445684-1
Merged-chr6-122764645-81	chr6	122763958	122764977	+	0.000	0.000	Merged-chr6-122764645-81
Merged-chr3-75556104-1	chr3	75556006	75556204	+	0.000	0.000	Merged-chr3-75556104-1
Merged-chr9-109058492-4	chr9	109058278	109058683	+	0.000	0.000	Merged-chr9-109058492-4
Merged-chr10-44299380-7	chr10	44299174	44299640	+	0.000	0.000	Merged-chr10-44299380-7
Merged-chr6-125353566-72	chr6	125353149	125353998	+	0.000	0.000	Merged-chr6-125353566-72
Merged-chr10-111478939-8	chr10	111478794	111479089	+	0.000	0.000	Merged-chr10-111478939-8
Merged-chr5-34538812-69	chr5	34538447	34539145	+	0.000	0.000	Merged-chr5-34538812-69
Merged-chr8-115221545-40	chr8	115221229	115221957	+	0.000	0.000	Merged-chr8-115221545-40
Merged-chr11-86201323-63	chr11	86201033	86201732	+	0.000	0.000	Merged-chr11-86201323-63
Merged-chr2-128318457-15	chr2	128318281	128318599	+	0.000	0.000	Merged-chr2-128318457-15
Merged-chr4-136177885-58	chr4	136177525	136178356	+	0.000	0.000	Merged-chr4-136177885-58
Merged-chr11-11763344-40	chr11	11762874	11763681	+	0.000	0.000	Merged-chr11-11763344-40
Merged-chr7-80410451-25	chr7	80410230	80410683	+	0.000	0.000	Merged-chr7-80410451-25
Merged-chr3-122924364-79	chr3	122924198	122924657	+	0.000	0.000	Merged-chr3-122924364-79
Merged-chr17-12916324-81	chr17	12915963	12916559	+	0.000	0.000	Merged-chr17-12916324-81
Merged-chr9-72962077-55	chr9	72961822	72962313	+	0.000	0.000	Merged-chr9-72962077-55
Merged-chr1-191821568-61	chr1	191821233	191821827	+	0.000	0.000	Merged-chr1-191821568-61
Merged-chr2-53330787-9	chr2	53330439	53331038	+	0.000	0.000	Merged-chr2-53330787-9
Merged-chr6-66538111-1	chr6	66538013	66538211	+	0.000	0.000	Merged-chr6-66538111-1
Merged-chr1-144283563-68	chr1	144283155	144284059	+	0.000	0.000	Merged-chr1-144283563-68
Merged-chr11-55067120-19	chr11	55066914	55067313	+	0.000	0.000	Merged-chr11-55067120-19
Merged-chr19-10695928-2	chr19	10695786	10696073	+	0.000	0.000	Merged-chr19-10695928-2
Merged-chr12-111814044-70	chr12	111813750	111814389	+	0.000	0.000	Merged-chr12-111814044-70
Merged-chr4-122870231-1	chr4	122870133	122870331	+	0.000	0.000	Merged-chr4-122870231-1
Merged-chr4-8822763-11	chr4	8822598	8822933	+	0.000	0.000	Merged-chr4-8822763-11
Merged-chr14-20379904-27	chr14	20379609	20380142	+	0.000	0.000	Merged-chr14-20379904-27
Merged-chr8-115276533-28	chr8	115276251	115276793	+	0.000	0.000	Merged-chr8-115276533-28
Merged-chr1-16106304-1	chr1	16106206	16106404	+	0.000	0.000	Merged-chr1-16106304-1
Merged-chr11-22969737-4	chr11	22969591	22969875	+	0.000	0.000	Merged-chr11-22969737-4
Merged-chr18-84085528-43	chr18	84085199	84085822	+	0.000	0.000	Merged-chr18-84085528-43
Merged-chr11-63922281-53	chr11	63922069	63922525	+	0.000	0.000	Merged-chr11-63922281-53
Merged-chr10-40084673-6	chr10	40084535	40084837	+	0.000	0.000	Merged-chr10-40084673-6
Merged-chr13-114896013-49	chr13	114895463	114896347	+	0.000	0.000	Merged-chr13-114896013-49
Merged-chr11-53851984-46	chr11	53851782	53852226	+	0.000	0.000	Merged-chr11-53851984-46
Merged-chr7-25178960-8	chr7	25178841	25179099	+	0.000	0.000	Merged-chr7-25178960-8
Merged-chr18-66457995-2	chr18	66457833	66458160	+	0.000	0.000	Merged-chr18-66457995-2
Merged-chr7-90304532-2	chr7	90304433	90304633	+	0.000	0.000	Merged-chr7-90304532-2
Merged-chr8-78477664-1	chr8	78477566	78477764	+	0.000	0.000	Merged-chr8-78477664-1
Merged-chr11-97700393-30	chr11	97700072	97700635	+	0.000	0.000	Merged-chr11-97700393-30
Merged-chr9-110653124-1	chr9	110653026	110653224	+	0.000	0.000	Merged-chr9-110653124-1
Merged-chr10-117808296-55	chr10	117807977	117808737	+	0.000	0.000	Merged-chr10-117808296-55
Merged-chr10-127176142-1	chr10	127176044	127176242	+	0.000	0.000	Merged-chr10-127176142-1
Merged-chr9-120068302-33	chr9	120068061	120068499	+	0.000	0.000	Merged-chr9-120068302-33
Merged-chr2-75659280-124	chr2	75658815	75659587	+	0.000	0.000	Merged-chr2-75659280-124
Merged-chr14-102981769-6	chr14	102981562	102982075	+	0.000	0.000	Merged-chr14-102981769-6
Merged-chr12-100480184-15	chr12	100480014	100480355	+	0.000	0.000	Merged-chr12-100480184-15
Merged-chr1-189700187-1	chr1	189700089	189700287	+	0.000	0.000	Merged-chr1-189700187-1
Merged-chr4-116464160-92	chr4	116463892	116464639	+	0.000	0.000	Merged-chr4-116464160-92
Merged-chr10-117829855-64	chr10	117829532	117830098	+	0.000	0.000	Merged-chr10-117829855-64
Merged-chr8-84019997-21	chr8	84019760	84020192	+	0.000	0.000	Merged-chr8-84019997-21
Merged-chr2-26933520-84	chr2	26933223	26933774	+	0.000	0.000	Merged-chr2-26933520-84
Merged-chr16-44357903-54	chr16	44357634	44358259	+	0.000	0.000	Merged-chr16-44357903-54
Merged-chr7-4063118-30	chr7	4062680	4063432	+	0.000	0.000	Merged-chr7-4063118-30
Merged-chr6-97312147-29	chr6	97311921	97312379	+	0.000	0.000	Merged-chr6-97312147-29
Merged-chr15-99030209-74	chr15	99029890	99030533	+	0.000	0.000	Merged-chr15-99030209-74
Merged-chr1-38902794-5	chr1	38902685	38902903	+	0.000	0.000	Merged-chr1-38902794-5
Merged-chr2-3723872-33	chr2	3723665	3724096	+	0.000	0.000	Merged-chr2-3723872-33
Merged-chrX-7657381-29	chrX	7657135	7657734	+	0.000	0.000	Merged-chrX-7657381-29
Merged-chr1-43469252-2	chr1	43469138	43469369	+	0.000	0.000	Merged-chr1-43469252-2
Merged-chr14-54553576-3	chr14	54553376	54553771	+	0.000	0.000	Merged-chr14-54553576-3
Merged-chr2-154792651-1	chr2	154792553	154792751	+	0.000	0.000	Merged-chr2-154792651-1
Merged-chr3-144201911-1	chr3	144201813	144202011	+	0.000	0.000	Merged-chr3-144201911-1
Merged-chr7-88277726-133	chr7	88277553	88278107	+	0.000	0.000	Merged-chr7-88277726-133
Merged-chr18-4348193-25	chr18	4347975	4348485	+	0.000	0.000	Merged-chr18-4348193-25
Merged-chr9-123717670-55	chr9	123717426	123717841	+	0.000	0.000	Merged-chr9-123717670-55
Merged-chr4-135475652-18	chr4	135475412	135475888	+	0.000	0.000	Merged-chr4-135475652-18
Merged-chr6-72407368-35	chr6	72407215	72407521	+	0.000	0.000	Merged-chr6-72407368-35
Merged-chr10-118050458-52	chr10	118050241	118050648	+	0.000	0.000	Merged-chr10-118050458-52
Merged-chr4-117125238-8	chr4	117125064	117125382	+	0.000	0.000	Merged-chr4-117125238-8
Merged-chr14-120525808-27	chr14	120525573	120526011	+	0.000	0.000	Merged-chr14-120525808-27
Merged-chr2-25170502-21	chr2	25170307	25170804	+	0.000	0.000	Merged-chr2-25170502-21
Merged-chr13-75824878-3	chr13	75824703	75825046	+	0.000	0.000	Merged-chr13-75824878-3
Merged-chr11-53663190-17	chr11	53662895	53663381	+	0.000	0.000	Merged-chr11-53663190-17
Merged-chr15-78597127-20	chr15	78596957	78597326	+	0.000	0.000	Merged-chr15-78597127-20
Merged-chr8-115618419-52	chr8	115618222	115618706	+	0.000	0.000	Merged-chr8-115618419-52
Merged-chr3-103809484-100	chr3	103809273	103809771	+	0.000	0.000	Merged-chr3-103809484-100
Merged-chr2-152831091-132	chr2	152830463	152831654	+	0.000	0.000	Merged-chr2-152831091-132
Merged-chr5-8456232-4	chr5	8456126	8456340	+	0.000	0.000	Merged-chr5-8456232-4
Merged-chr13-113828996-78	chr13	113828560	113829452	+	0.000	0.000	Merged-chr13-113828996-78
Merged-chr4-117126129-51	chr4	117125895	117126311	+	0.000	0.000	Merged-chr4-117126129-51
Merged-chr1-16177879-53	chr1	16177648	16178115	+	0.000	0.000	Merged-chr1-16177879-53
Merged-chr18-75353755-51	chr18	75353576	75353939	+	0.000	0.000	Merged-chr18-75353755-51
Merged-chr5-74068600-91	chr5	74068401	74068859	+	0.000	0.000	Merged-chr5-74068600-91
Merged-chr5-134615003-13	chr5	134614668	134615233	+	0.000	0.000	Merged-chr5-134615003-13
Merged-chr12-55007826-27	chr12	55007548	55008167	+	0.000	0.000	Merged-chr12-55007826-27
Merged-chr19-8919271-13	chr19	8919066	8919652	+	0.000	0.000	Merged-chr19-8919271-13
Merged-chr17-10317786-1	chr17	10317688	10317886	+	0.000	0.000	Merged-chr17-10317786-1
Merged-chr11-74560880-20	chr11	74560542	74561078	+	0.000	0.000	Merged-chr11-74560880-20
Merged-chr13-110592548-1	chr13	110592450	110592648	+	0.000	0.000	Merged-chr13-110592548-1
Merged-chr1-85959700-32	chr1	85959358	85959912	+	0.000	0.000	Merged-chr1-85959700-32
Merged-chr17-35836854-6	chr17	35836690	35837069	+	0.000	0.000	Merged-chr17-35836854-6
Merged-chr7-88279271-3	chr7	88279167	88279383	+	0.000	0.000	Merged-chr7-88279271-3
Merged-chr13-113794666-97	chr13	113794265	113794974	+	0.000	0.000	Merged-chr13-113794666-97
Merged-chr6-108659565-31	chr6	108659269	108659760	+	0.000	0.000	Merged-chr6-108659565-31
Merged-chr3-89476498-1	chr3	89476400	89476598	+	0.000	0.000	Merged-chr3-89476498-1
Merged-chr3-144026744-1	chr3	144026646	144026844	+	0.000	0.000	Merged-chr3-144026744-1
Merged-chr8-123287508-25	chr8	123287295	123287725	+	0.000	0.000	Merged-chr8-123287508-25
Merged-chr1-43353837-2	chr1	43353724	43353953	+	0.000	0.000	Merged-chr1-43353837-2
Merged-chr4-99699443-1	chr4	99699345	99699543	+	0.000	0.000	Merged-chr4-99699443-1
Merged-chr2-148869408-9	chr2	148869223	148869631	+	0.000	0.000	Merged-chr2-148869408-9
Merged-chr4-152446445-57	chr4	152446260	152446716	+	0.000	0.000	Merged-chr4-152446445-57
Merged-chr5-105589303-21	chr5	105589061	105589518	+	0.000	0.000	Merged-chr5-105589303-21
Merged-chr14-47303530-4	chr14	47303413	47303644	+	0.000	0.000	Merged-chr14-47303530-4
Merged-chr9-106373149-39	chr9	106372948	106373356	+	0.000	0.000	Merged-chr9-106373149-39
Merged-chr13-23745475-25	chr13	23745312	23745654	+	0.000	0.000	Merged-chr13-23745475-25
Merged-chr4-152451544-3	chr4	152451435	152451652	+	0.000	0.000	Merged-chr4-152451544-3
Merged-chr2-101556401-2	chr2	101556303	101556502	+	0.000	0.000	Merged-chr2-101556401-2
