#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.up.bed
Merged-chr17-44654790-53	chr17	44654580	44654954	+	0.000	0.000	Merged-chr17-44654790-53
Merged-chr10-22149714-1	chr10	22149616	22149814	+	0.000	0.000	Merged-chr10-22149714-1
Merged-chr17-6476977-103	chr17	6476726	6477266	+	0.000	0.000	Merged-chr17-6476977-103
Merged-chr5-111196079-28	chr5	111195881	111196295	+	0.000	0.000	Merged-chr5-111196079-28
Merged-chr12-32202051-6	chr12	32201889	32202202	+	0.000	0.000	Merged-chr12-32202051-6
Merged-chr10-94426440-41	chr10	94426191	94426725	+	0.000	0.000	Merged-chr10-94426440-41
Merged-chr10-79695427-10	chr10	79695129	79695675	+	0.000	0.000	Merged-chr10-79695427-10
Merged-chr7-88318550-2	chr7	88318387	88318716	+	0.000	0.000	Merged-chr7-88318550-2
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr6-125074011-4	chr6	125073853	125074145	+	0.000	0.000	Merged-chr6-125074011-4
Merged-chr7-135704133-3	chr7	135704025	135704251	+	0.000	0.000	Merged-chr7-135704133-3
Merged-chr16-10992013-2	chr16	10991851	10992178	+	0.000	0.000	Merged-chr16-10992013-2
Merged-chr16-32229198-4	chr16	32229080	32229334	+	0.000	0.000	Merged-chr16-32229198-4
Merged-chr1-54798594-1	chr1	54798496	54798694	+	0.000	0.000	Merged-chr1-54798594-1
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr13-30686160-2	chr13	30686059	30686264	+	0.000	0.000	Merged-chr13-30686160-2
Merged-chr1-151572860-7	chr1	151572673	151573027	+	0.000	0.000	Merged-chr1-151572860-7
Merged-chr3-101293732-12	chr3	101293475	101293937	+	0.000	0.000	Merged-chr3-101293732-12
Merged-chr2-118660101-45	chr2	118659625	118660314	+	0.000	0.000	Merged-chr2-118660101-45
Merged-chr7-106529370-91	chr7	106528927	106529896	+	0.000	0.000	Merged-chr7-106529370-91
Merged-chr4-82755852-39	chr4	82755484	82756105	+	0.000	0.000	Merged-chr4-82755852-39
Merged-chr10-95615997-28	chr10	95615682	95616342	+	0.000	0.000	Merged-chr10-95615997-28
Merged-chr9-44043924-14	chr9	44043760	44044107	+	0.000	0.000	Merged-chr9-44043924-14
Merged-chr15-88828677-52	chr15	88828008	88829039	+	0.000	0.000	Merged-chr15-88828677-52
Merged-chr2-75582510-2	chr2	75582399	75582623	+	0.000	0.000	Merged-chr2-75582510-2
Merged-chr7-123354508-1	chr7	123354410	123354608	+	0.000	0.000	Merged-chr7-123354508-1
Merged-chr13-62130002-67	chr13	62129690	62130336	+	0.000	0.000	Merged-chr13-62130002-67
Merged-chr8-83612196-3	chr8	83612024	83612342	+	0.000	0.000	Merged-chr8-83612196-3
Merged-chr8-34083686-45	chr8	34083456	34083904	+	0.000	0.000	Merged-chr8-34083686-45
Merged-chr2-3707529-6	chr2	3707385	3707711	+	0.000	0.000	Merged-chr2-3707529-6
Merged-chr16-64647871-24	chr16	64647595	64648103	+	0.000	0.000	Merged-chr16-64647871-24
Merged-chr2-9574386-32	chr2	9574209	9574595	+	0.000	0.000	Merged-chr2-9574386-32
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr5-112273853-3	chr5	112273755	112273953	+	0.000	0.000	Merged-chr5-112273853-3
Merged-chr2-120094273-12	chr2	120094104	120094452	+	0.000	0.000	Merged-chr2-120094273-12
Merged-chr8-115742797-48	chr8	115742546	115743058	+	0.000	0.000	Merged-chr8-115742797-48
Merged-chr1-133800869-2	chr1	133800771	133800969	+	0.000	0.000	Merged-chr1-133800869-2
Merged-chr2-79127545-30	chr2	79127358	79127743	+	0.000	0.000	Merged-chr2-79127545-30
Merged-chr19-55260920-21	chr19	55260670	55261214	+	0.000	0.000	Merged-chr19-55260920-21
Merged-chr6-50390473-40	chr6	50390284	50390650	+	0.000	0.000	Merged-chr6-50390473-40
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr2-75590338-29	chr2	75590105	75590633	+	0.000	0.000	Merged-chr2-75590338-29
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr13-102181799-2	chr13	102181701	102181899	+	0.000	0.000	Merged-chr13-102181799-2
Merged-chr2-3800130-59	chr2	3799759	3800414	+	0.000	0.000	Merged-chr2-3800130-59
Merged-chr17-28967141-28	chr17	28966889	28967369	+	0.000	0.000	Merged-chr17-28967141-28
Merged-chr8-84010110-3	chr8	84009885	84010308	+	0.000	0.000	Merged-chr8-84010110-3
Merged-chr2-60962761-96	chr2	60961870	60963370	+	0.000	0.000	Merged-chr2-60962761-96
Merged-chr19-5956915-3	chr19	5956785	5957043	+	0.000	0.000	Merged-chr19-5956915-3
Merged-chr5-105499674-4	chr5	105499437	105499861	+	0.000	0.000	Merged-chr5-105499674-4
Merged-chr15-66862643-3	chr15	66862455	66862820	+	0.000	0.000	Merged-chr15-66862643-3
Merged-chr13-38152778-13	chr13	38152627	38152947	+	0.000	0.000	Merged-chr13-38152778-13
Merged-chr10-44685427-5	chr10	44685288	44685568	+	0.000	0.000	Merged-chr10-44685427-5
Merged-chr10-24954230-36	chr10	24953809	24954667	+	0.000	0.000	Merged-chr10-24954230-36
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr10-111507721-32	chr10	111507318	111508136	+	0.000	0.000	Merged-chr10-111507721-32
Merged-chr2-61655630-19	chr2	61655274	61655995	+	0.000	0.000	Merged-chr2-61655630-19
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr2-129285453-11	chr2	129285261	129285687	+	0.000	0.000	Merged-chr2-129285453-11
Merged-chr15-5274138-5	chr15	5273974	5274339	+	0.000	0.000	Merged-chr15-5274138-5
Merged-chr1-125390190-80	chr1	125389947	125390485	+	0.000	0.000	Merged-chr1-125390190-80
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chr5-115348470-2	chr5	115348372	115348570	+	0.000	0.000	Merged-chr5-115348470-2
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chr12-86592700-17	chr12	86592465	86592963	+	0.000	0.000	Merged-chr12-86592700-17
Merged-chr7-135736523-2	chr7	135736420	135736629	+	0.000	0.000	Merged-chr7-135736523-2
Merged-chr9-24410583-1	chr9	24410485	24410683	+	0.000	0.000	Merged-chr9-24410583-1
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr12-91779074-57	chr12	91778805	91779321	+	0.000	0.000	Merged-chr12-91779074-57
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr2-75985377-36	chr2	75985184	75985524	+	0.000	0.000	Merged-chr2-75985377-36
Merged-chr4-132883673-3	chr4	132883553	132883796	+	0.000	0.000	Merged-chr4-132883673-3
Merged-chr6-88898670-52	chr6	88898491	88898915	+	0.000	0.000	Merged-chr6-88898670-52
Merged-chr7-119895302-1	chr7	119895204	119895402	+	0.000	0.000	Merged-chr7-119895302-1
Merged-chr19-5894144-44	chr19	5893790	5894425	+	0.000	0.000	Merged-chr19-5894144-44
Merged-chr10-83096825-2	chr10	83096725	83096928	+	0.000	0.000	Merged-chr10-83096825-2
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr4-59132766-28	chr4	59132435	59133086	+	0.000	0.000	Merged-chr4-59132766-28
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr2-103744124-20	chr2	103743921	103744320	+	0.000	0.000	Merged-chr2-103744124-20
Merged-chr2-144010719-154	chr2	144010512	144011024	+	0.000	0.000	Merged-chr2-144010719-154
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chr18-73815538-67	chr18	73815177	73815931	+	0.000	0.000	Merged-chr18-73815538-67
Merged-chr9-45300691-53	chr9	45300309	45300926	+	0.000	0.000	Merged-chr9-45300691-53
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr11-53771554-2	chr11	53771421	53771690	+	0.000	0.000	Merged-chr11-53771554-2
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr18-56470742-72	chr18	56469959	56471196	+	0.000	0.000	Merged-chr18-56470742-72
Merged-chrX-36874480-59	chrX	36874130	36875088	+	0.000	0.000	Merged-chrX-36874480-59
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr8-83622470-33	chr8	83622282	83622693	+	0.000	0.000	Merged-chr8-83622470-33
Merged-chr2-27590725-5	chr2	27590595	27590847	+	0.000	0.000	Merged-chr2-27590725-5
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr12-32183013-17	chr12	32182736	32183372	+	0.000	0.000	Merged-chr12-32183013-17
Merged-chr18-62174920-17	chr18	62174657	62175088	+	0.000	0.000	Merged-chr18-62174920-17
Merged-chr10-84070351-2	chr10	84070239	84070466	+	0.000	0.000	Merged-chr10-84070351-2
Merged-chr8-115117334-1	chr8	115117236	115117434	+	0.000	0.000	Merged-chr8-115117334-1
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr13-81658891-4	chr13	81658769	81659003	+	0.000	0.000	Merged-chr13-81658891-4
Merged-chr8-72136702-59	chr8	72136378	72137042	+	0.000	0.000	Merged-chr8-72136702-59
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr6-70805784-73	chr6	70805322	70806248	+	0.000	0.000	Merged-chr6-70805784-73
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr11-114676631-1	chr11	114676533	114676731	+	0.000	0.000	Merged-chr11-114676631-1
Merged-chr1-181888995-34	chr1	181888695	181889327	+	0.000	0.000	Merged-chr1-181888995-34
Merged-chr13-62785718-57	chr13	62785423	62785936	+	0.000	0.000	Merged-chr13-62785718-57
Merged-chr6-8777648-1	chr6	8777550	8777748	+	0.000	0.000	Merged-chr6-8777648-1
Merged-chr12-91774223-2	chr12	91774064	91774384	+	0.000	0.000	Merged-chr12-91774223-2
Merged-chr2-125625054-76	chr2	125624758	125625386	+	0.000	0.000	Merged-chr2-125625054-76
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr2-165627783-1	chr2	165627685	165627883	+	0.000	0.000	Merged-chr2-165627783-1
Merged-chr16-33966287-8	chr16	33966130	33966427	+	0.000	0.000	Merged-chr16-33966287-8
Merged-chr1-54906612-4	chr1	54906414	54906778	+	0.000	0.000	Merged-chr1-54906612-4
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr1-181877231-15	chr1	181877029	181877479	+	0.000	0.000	Merged-chr1-181877231-15
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chr7-55960600-37	chr7	55960275	55960951	+	0.000	0.000	Merged-chr7-55960600-37
Merged-chr8-57531169-32	chr8	57530926	57531411	+	0.000	0.000	Merged-chr8-57531169-32
Merged-chr8-124232268-3	chr8	124232151	124232388	+	0.000	0.000	Merged-chr8-124232268-3
Merged-chr6-137648506-108	chr6	137647258	137649468	+	0.000	0.000	Merged-chr6-137648506-108
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr15-66678971-6	chr15	66678778	66679143	+	0.000	0.000	Merged-chr15-66678971-6
Merged-chr2-144555393-1	chr2	144555295	144555493	+	0.000	0.000	Merged-chr2-144555393-1
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr9-106463687-1	chr9	106463589	106463787	+	0.000	0.000	Merged-chr9-106463687-1
Merged-chr5-140282986-2	chr5	140282835	140283140	+	0.000	0.000	Merged-chr5-140282986-2
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr13-62015972-68	chr13	62015542	62016259	+	0.000	0.000	Merged-chr13-62015972-68
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr13-110555312-1	chr13	110555214	110555412	+	0.000	0.000	Merged-chr13-110555312-1
Merged-chr4-20279426-1	chr4	20279328	20279526	+	0.000	0.000	Merged-chr4-20279426-1
Merged-chr15-36785348-1	chr15	36785250	36785448	+	0.000	0.000	Merged-chr15-36785348-1
Merged-chr3-86812964-22	chr3	86812817	86813154	+	0.000	0.000	Merged-chr3-86812964-22
Merged-chr1-14675761-1	chr1	14675663	14675861	+	0.000	0.000	Merged-chr1-14675761-1
Merged-chr13-74854551-37	chr13	74854272	74854823	+	0.000	0.000	Merged-chr13-74854551-37
Merged-chr18-4304168-1	chr18	4304070	4304268	+	0.000	0.000	Merged-chr18-4304168-1
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr2-52676141-25	chr2	52675785	52676559	+	0.000	0.000	Merged-chr2-52676141-25
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr1-64736481-43	chr1	64736180	64736962	+	0.000	0.000	Merged-chr1-64736481-43
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr6-67318701-5	chr6	67318533	67318902	+	0.000	0.000	Merged-chr6-67318701-5
Merged-chr18-14667256-44	chr18	14667093	14667419	+	0.000	0.000	Merged-chr18-14667256-44
Merged-chr7-142387008-11	chr7	142386745	142387243	+	0.000	0.000	Merged-chr7-142387008-11
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr8-46654782-26	chr8	46654594	46654988	+	0.000	0.000	Merged-chr8-46654782-26
Merged-chr16-18629825-18	chr16	18629616	18630135	+	0.000	0.000	Merged-chr16-18629825-18
Merged-chr15-78594936-43	chr15	78594681	78595127	+	0.000	0.000	Merged-chr15-78594936-43
Merged-chr13-12349518-23	chr13	12349224	12349772	+	0.000	0.000	Merged-chr13-12349518-23
Merged-chr2-27740391-16	chr2	27739948	27740620	+	0.000	0.000	Merged-chr2-27740391-16
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chrX-134600348-1	chrX	134600250	134600448	+	0.000	0.000	Merged-chrX-134600348-1
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chr2-79192161-5	chr2	79192003	79192305	+	0.000	0.000	Merged-chr2-79192161-5
Merged-chr2-57316296-21	chr2	57316087	57316568	+	0.000	0.000	Merged-chr2-57316296-21
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr9-41116264-54	chr9	41115928	41116566	+	0.000	0.000	Merged-chr9-41116264-54
Merged-chr3-100969599-56	chr3	100969365	100969879	+	0.000	0.000	Merged-chr3-100969599-56
Merged-chr8-4925633-1	chr8	4925535	4925733	+	0.000	0.000	Merged-chr8-4925633-1
Merged-chr8-53611772-3	chr8	53611619	53611903	+	0.000	0.000	Merged-chr8-53611772-3
Merged-chr3-86841762-14	chr3	86841493	86841912	+	0.000	0.000	Merged-chr3-86841762-14
Merged-chr2-163697861-1	chr2	163697763	163697961	+	0.000	0.000	Merged-chr2-163697861-1
Merged-chr11-97810529-18	chr11	97810252	97810739	+	0.000	0.000	Merged-chr11-97810529-18
Merged-chr10-108168166-48	chr10	108167888	108168329	+	0.000	0.000	Merged-chr10-108168166-48
Merged-chr5-142904114-7	chr5	142903914	142904370	+	0.000	0.000	Merged-chr5-142904114-7
Merged-chr3-104299067-15	chr3	104298901	104299382	+	0.000	0.000	Merged-chr3-104299067-15
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr16-64961833-18	chr16	64961680	64962069	+	0.000	0.000	Merged-chr16-64961833-18
Merged-chr2-105448364-1	chr2	105448266	105448464	+	0.000	0.000	Merged-chr2-105448364-1
Merged-chr16-32277767-74	chr16	32277451	32278145	+	0.000	0.000	Merged-chr16-32277767-74
Merged-chr11-98972338-11	chr11	98972203	98972528	+	0.000	0.000	Merged-chr11-98972338-11
Merged-chr16-52454226-6	chr16	52454030	52454398	+	0.000	0.000	Merged-chr16-52454226-6
Merged-chr1-120093723-41	chr1	120093349	120094016	+	0.000	0.000	Merged-chr1-120093723-41
Merged-chr9-64811336-89	chr9	64811008	64811826	+	0.000	0.000	Merged-chr9-64811336-89
Merged-chr4-11848499-2	chr4	11848394	11848607	+	0.000	0.000	Merged-chr4-11848499-2
Merged-chr6-8259350-77	chr6	8259130	8259574	+	0.000	0.000	Merged-chr6-8259350-77
Merged-chr11-69070779-53	chr11	69070561	69070981	+	0.000	0.000	Merged-chr11-69070779-53
Merged-chr18-4313720-2	chr18	4313622	4313820	+	0.000	0.000	Merged-chr18-4313720-2
Merged-chr13-114949183-17	chr13	114949006	114949369	+	0.000	0.000	Merged-chr13-114949183-17
Merged-chr6-127219541-27	chr6	127219251	127219797	+	0.000	0.000	Merged-chr6-127219541-27
Merged-chr2-9770898-17	chr2	9770625	9771095	+	0.000	0.000	Merged-chr2-9770898-17
Merged-chr15-5236759-9	chr15	5236563	5236908	+	0.000	0.000	Merged-chr15-5236759-9
Merged-chr14-99750630-1	chr14	99750532	99750730	+	0.000	0.000	Merged-chr14-99750630-1
Merged-chr8-84665030-54	chr8	84664506	84665491	+	0.000	0.000	Merged-chr8-84665030-54
Merged-chr16-52329510-16	chr16	52329291	52329707	+	0.000	0.000	Merged-chr16-52329510-16
Merged-chr5-113429729-3	chr5	113429576	113429916	+	0.000	0.000	Merged-chr5-113429729-3
Merged-chr14-20938430-1	chr14	20938332	20938530	+	0.000	0.000	Merged-chr14-20938430-1
Merged-chr5-129020712-1	chr5	129020614	129020812	+	0.000	0.000	Merged-chr5-129020712-1
Merged-chr5-93093423-108	chr5	93093096	93093757	+	0.000	0.000	Merged-chr5-93093423-108
Merged-chr4-145268299-20	chr4	145268057	145268549	+	0.000	0.000	Merged-chr4-145268299-20
Merged-chr2-66159765-1	chr2	66159667	66159865	+	0.000	0.000	Merged-chr2-66159765-1
Merged-chr1-134963108-4	chr1	134963001	134963222	+	0.000	0.000	Merged-chr1-134963108-4
Merged-chr2-128412932-79	chr2	128412712	128413302	+	0.000	0.000	Merged-chr2-128412932-79
Merged-chrX-21089181-52	chrX	21088920	21089647	+	0.000	0.000	Merged-chrX-21089181-52
Merged-chr7-119874114-5	chr7	119873978	119874246	+	0.000	0.000	Merged-chr7-119874114-5
Merged-chr4-46489438-58	chr4	46489144	46489741	+	0.000	0.000	Merged-chr4-46489438-58
Merged-chr10-111516621-97	chr10	111516196	111517088	+	0.000	0.000	Merged-chr10-111516621-97
Merged-chr3-89101941-62	chr3	89101687	89102208	+	0.000	0.000	Merged-chr3-89101941-62
Merged-chr9-120082843-44	chr9	120082619	120083075	+	0.000	0.000	Merged-chr9-120082843-44
Merged-chr2-27712723-8	chr2	27712493	27712887	+	0.000	0.000	Merged-chr2-27712723-8
Merged-chr3-32708836-74	chr3	32708509	32709079	+	0.000	0.000	Merged-chr3-32708836-74
Merged-chr18-23848494-27	chr18	23848199	23848986	+	0.000	0.000	Merged-chr18-23848494-27
Merged-chr11-75226439-1	chr11	75226341	75226539	+	0.000	0.000	Merged-chr11-75226439-1
Merged-chr19-40711719-10	chr19	40711545	40711897	+	0.000	0.000	Merged-chr19-40711719-10
Merged-chr2-25186459-2	chr2	25186361	25186560	+	0.000	0.000	Merged-chr2-25186459-2
Merged-chr13-101696534-2	chr13	101696436	101696634	+	0.000	0.000	Merged-chr13-101696534-2
Merged-chr13-114886987-4	chr13	114886889	114887087	+	0.000	0.000	Merged-chr13-114886987-4
Merged-chr7-92196294-1	chr7	92196196	92196394	+	0.000	0.000	Merged-chr7-92196294-1
Merged-chr13-114962151-20	chr13	114961900	114962379	+	0.000	0.000	Merged-chr13-114962151-20
Merged-chr3-9770746-5	chr3	9770626	9770870	+	0.000	0.000	Merged-chr3-9770746-5
Merged-chr2-148590817-1	chr2	148590719	148590917	+	0.000	0.000	Merged-chr2-148590817-1
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr13-101760534-4	chr13	101760428	101760645	+	0.000	0.000	Merged-chr13-101760534-4
Merged-chr18-66447922-43	chr18	66447711	66448131	+	0.000	0.000	Merged-chr18-66447922-43
Merged-chr1-191530674-1	chr1	191530576	191530774	+	0.000	0.000	Merged-chr1-191530674-1
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr13-23685405-2	chr13	23685250	23685563	+	0.000	0.000	Merged-chr13-23685405-2
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr3-65434642-1	chr3	65434544	65434742	+	0.000	0.000	Merged-chr3-65434642-1
Merged-chr10-44684800-1	chr10	44684702	44684900	+	0.000	0.000	Merged-chr10-44684800-1
Merged-chr18-56809515-1	chr18	56809417	56809615	+	0.000	0.000	Merged-chr18-56809515-1
Merged-chr10-44413520-2	chr10	44413417	44413625	+	0.000	0.000	Merged-chr10-44413520-2
Merged-chr15-85867875-24	chr15	85867698	85868115	+	0.000	0.000	Merged-chr15-85867875-24
Merged-chr6-127157540-5	chr6	127157362	127157818	+	0.000	0.000	Merged-chr6-127157540-5
Merged-chr10-42018378-38	chr10	42018156	42018647	+	0.000	0.000	Merged-chr10-42018378-38
Merged-chr13-52628204-1	chr13	52628106	52628304	+	0.000	0.000	Merged-chr13-52628204-1
Merged-chr2-60866104-15	chr2	60865953	60866352	+	0.000	0.000	Merged-chr2-60866104-15
Merged-chr13-23530371-4	chr13	23530195	23530501	+	0.000	0.000	Merged-chr13-23530371-4
Merged-chr11-68483427-7	chr11	68483282	68483556	+	0.000	0.000	Merged-chr11-68483427-7
Merged-chr6-7847080-25	chr6	7846911	7847282	+	0.000	0.000	Merged-chr6-7847080-25
Merged-chr1-33670063-93	chr1	33669745	33670279	+	0.000	0.000	Merged-chr1-33670063-93
Merged-chr15-38283996-39	chr15	38283750	38284260	+	0.000	0.000	Merged-chr15-38283996-39
Merged-chr13-115095757-4	chr13	115095589	115095964	+	0.000	0.000	Merged-chr13-115095757-4
Merged-chr18-71211954-17	chr18	71211703	71212171	+	0.000	0.000	Merged-chr18-71211954-17
Merged-chr3-108722192-65	chr3	108721604	108722510	+	0.000	0.000	Merged-chr3-108722192-65
Merged-chr15-66733250-8	chr15	66733122	66733385	+	0.000	0.000	Merged-chr15-66733250-8
Merged-chr11-67637071-1	chr11	67636973	67637171	+	0.000	0.000	Merged-chr11-67637071-1
Merged-chr7-127142485-2	chr7	127142373	127142599	+	0.000	0.000	Merged-chr7-127142485-2
Merged-chr19-45746500-18	chr19	45746306	45746800	+	0.000	0.000	Merged-chr19-45746500-18
Merged-chr6-86754818-10	chr6	86754667	86754955	+	0.000	0.000	Merged-chr6-86754818-10
Merged-chr4-120953872-1	chr4	120953774	120953972	+	0.000	0.000	Merged-chr4-120953872-1
Merged-chr10-83785257-1	chr10	83785159	83785357	+	0.000	0.000	Merged-chr10-83785257-1
Merged-chr15-38299955-2	chr15	38299797	38300115	+	0.000	0.000	Merged-chr15-38299955-2
Merged-chr15-66804034-27	chr15	66803873	66804281	+	0.000	0.000	Merged-chr15-66804034-27
Merged-chr3-27317154-55	chr3	27316846	27317576	+	0.000	0.000	Merged-chr3-27317154-55
Merged-chr12-69168736-61	chr12	69168486	69168961	+	0.000	0.000	Merged-chr12-69168736-61
Merged-chr6-130341255-2	chr6	130341141	130341372	+	0.000	0.000	Merged-chr6-130341255-2
Merged-chr13-45865819-22	chr13	45865669	45866056	+	0.000	0.000	Merged-chr13-45865819-22
Merged-chr1-191519897-26	chr1	191519592	191520168	+	0.000	0.000	Merged-chr1-191519897-26
Merged-chr5-23712006-2	chr5	23711893	23712121	+	0.000	0.000	Merged-chr5-23712006-2
Merged-chr7-114095651-34	chr7	114095417	114095862	+	0.000	0.000	Merged-chr7-114095651-34
Merged-chr2-80793094-1	chr2	80792996	80793194	+	0.000	0.000	Merged-chr2-80793094-1
Merged-chr8-3354903-4	chr8	3354805	3355003	+	0.000	0.000	Merged-chr8-3354903-4
Merged-chr3-84657299-19	chr3	84656890	84657624	+	0.000	0.000	Merged-chr3-84657299-19
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr2-3750295-12	chr2	3750154	3750450	+	0.000	0.000	Merged-chr2-3750295-12
Merged-chr10-24711256-1	chr10	24711158	24711356	+	0.000	0.000	Merged-chr10-24711256-1
Merged-chr1-88705567-62	chr1	88705102	88706128	+	0.000	0.000	Merged-chr1-88705567-62
Merged-chr3-59042256-2	chr3	59042127	59042388	+	0.000	0.000	Merged-chr3-59042256-2
Merged-chr18-23845581-1	chr18	23845483	23845681	+	0.000	0.000	Merged-chr18-23845581-1
Merged-chr5-72350481-35	chr5	72350222	72350775	+	0.000	0.000	Merged-chr5-72350481-35
