#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr13-104286151-10	chr13	104285954	104286269	+	0.000	0.000	Merged-chr13-104286151-10
Merged-chr1-155196106-8	chr1	155195925	155196236	+	0.000	0.000	Merged-chr1-155196106-8
Merged-chr7-143784213-40	chr7	143783990	143784473	+	0.000	0.000	Merged-chr7-143784213-40
Merged-chr6-128902189-21	chr6	128901951	128902406	+	0.000	0.000	Merged-chr6-128902189-21
Merged-chr12-85664426-3	chr12	85664309	85664548	+	0.000	0.000	Merged-chr12-85664426-3
Merged-chr10-13997476-24	chr10	13997070	13997675	+	0.000	0.000	Merged-chr10-13997476-24
Merged-chr4-118359462-1	chr4	118359364	118359562	+	0.000	0.000	Merged-chr4-118359462-1
Merged-chr10-14042980-37	chr10	14042638	14043373	+	0.000	0.000	Merged-chr10-14042980-37
Merged-chr11-102393451-21	chr11	102393136	102393815	+	0.000	0.000	Merged-chr11-102393451-21
Merged-chr8-46398526-1	chr8	46398428	46398626	+	0.000	0.000	Merged-chr8-46398526-1
Merged-chr15-76091607-23	chr15	76091284	76091849	+	0.000	0.000	Merged-chr15-76091607-23
Merged-chr2-165791940-3	chr2	165791839	165792045	+	0.000	0.000	Merged-chr2-165791940-3
Merged-chr9-66680312-15	chr9	66680126	66680543	+	0.000	0.000	Merged-chr9-66680312-15
Merged-chr9-96646706-23	chr9	96646169	96647024	+	0.000	0.000	Merged-chr9-96646706-23
Merged-chr10-14045583-5	chr10	14045485	14045683	+	0.000	0.000	Merged-chr10-14045583-5
Merged-chr10-13475400-5	chr10	13475257	13475631	+	0.000	0.000	Merged-chr10-13475400-5
Merged-chr7-45459501-134	chr7	45458983	45459963	+	0.000	0.000	Merged-chr7-45459501-134
Merged-chr18-35850892-1	chr18	35850794	35850992	+	0.000	0.000	Merged-chr18-35850892-1
Merged-chr12-16136516-15	chr12	16136323	16136710	+	0.000	0.000	Merged-chr12-16136516-15
Merged-chr14-44977527-23	chr14	44977284	44977741	+	0.000	0.000	Merged-chr14-44977527-23
Merged-chr12-8842561-54	chr12	8842234	8842902	+	0.000	0.000	Merged-chr12-8842561-54
Merged-chr6-99252101-10	chr6	99251928	99252330	+	0.000	0.000	Merged-chr6-99252101-10
Merged-chr2-6279551-29	chr2	6279076	6280078	+	0.000	0.000	Merged-chr2-6279551-29
Merged-chr9-61914606-58	chr9	61914358	61914937	+	0.000	0.000	Merged-chr9-61914606-58
Merged-chr16-97460765-4	chr16	97460600	97460914	+	0.000	0.000	Merged-chr16-97460765-4
Merged-chr17-32951665-11	chr17	32951466	32951880	+	0.000	0.000	Merged-chr17-32951665-11
Merged-chr4-137854724-3	chr4	137854609	137854849	+	0.000	0.000	Merged-chr4-137854724-3
Merged-chr11-94601858-52	chr11	94601585	94602175	+	0.000	0.000	Merged-chr11-94601858-52
Merged-chr8-111568252-1	chr8	111568154	111568352	+	0.000	0.000	Merged-chr8-111568252-1
Merged-chr18-61203937-17	chr18	61203761	61204224	+	0.000	0.000	Merged-chr18-61203937-17
Merged-chr6-48770076-1	chr6	48769978	48770176	+	0.000	0.000	Merged-chr6-48770076-1
Merged-chr11-69416256-2	chr11	69416141	69416373	+	0.000	0.000	Merged-chr11-69416256-2
Merged-chr15-36282090-18	chr15	36281858	36282352	+	0.000	0.000	Merged-chr15-36282090-18
Merged-chr17-32944718-11	chr17	32944569	32944836	+	0.000	0.000	Merged-chr17-32944718-11
Merged-chr18-34888660-2	chr18	34888562	34888760	+	0.000	0.000	Merged-chr18-34888660-2
Merged-chr10-12614708-18	chr10	12614420	12615023	+	0.000	0.000	Merged-chr10-12614708-18
Merged-chr17-6008372-53	chr17	6007965	6008654	+	0.000	0.000	Merged-chr17-6008372-53
Merged-chr11-69418987-65	chr11	69418682	69419372	+	0.000	0.000	Merged-chr11-69418987-65
Merged-chr7-44895929-62	chr7	44895714	44896133	+	0.000	0.000	Merged-chr7-44895929-62
Merged-chr7-99405979-6	chr7	99405799	99406151	+	0.000	0.000	Merged-chr7-99405979-6
Merged-chr16-57391412-52	chr16	57391297	57391531	+	0.000	0.000	Merged-chr16-57391412-52
Merged-chr6-129233058-42	chr6	129232869	129233290	+	0.000	0.000	Merged-chr6-129233058-42
Merged-chr1-112745403-1	chr1	112745305	112745503	+	0.000	0.000	Merged-chr1-112745403-1
Merged-chr12-15998568-37	chr12	15998325	15999029	+	0.000	0.000	Merged-chr12-15998568-37
Merged-chr7-143666979-29	chr7	143666815	143667200	+	0.000	0.000	Merged-chr7-143666979-29
Merged-chr1-40085963-65	chr1	40085564	40086293	+	0.000	0.000	Merged-chr1-40085963-65
Merged-chr13-74009522-65	chr13	74009243	74009867	+	0.000	0.000	Merged-chr13-74009522-65
Merged-chr11-94601108-1	chr11	94601010	94601208	+	0.000	0.000	Merged-chr11-94601108-1
Merged-chr9-61668916-18	chr9	61668749	61669068	+	0.000	0.000	Merged-chr9-61668916-18
Merged-chr1-40115520-4	chr1	40115398	40115646	+	0.000	0.000	Merged-chr1-40115520-4
Merged-chr17-46650576-37	chr17	46650380	46650829	+	0.000	0.000	Merged-chr17-46650576-37
Merged-chr4-134787167-34	chr4	134786916	134787387	+	0.000	0.000	Merged-chr4-134787167-34
Merged-chr6-99341138-7	chr6	99341031	99341251	+	0.000	0.000	Merged-chr6-99341138-7
Merged-chr10-68280104-14	chr10	68279812	68280373	+	0.000	0.000	Merged-chr10-68280104-14
Merged-chr14-61647853-9	chr14	61647357	61648160	+	0.000	0.000	Merged-chr14-61647853-9
Merged-chr3-131167877-5	chr3	131167678	131168042	+	0.000	0.000	Merged-chr3-131167877-5
Merged-chr15-64250975-3	chr15	64250830	64251157	+	0.000	0.000	Merged-chr15-64250975-3
Merged-chr16-91057367-6	chr16	91057121	91057543	+	0.000	0.000	Merged-chr16-91057367-6
Merged-chr14-101481280-1	chr14	101481182	101481380	+	0.000	0.000	Merged-chr14-101481280-1
Merged-chr19-5818156-38	chr19	5817964	5818333	+	0.000	0.000	Merged-chr19-5818156-38
Merged-chr1-94053106-6	chr1	94052997	94053217	+	0.000	0.000	Merged-chr1-94053106-6
Merged-chrX-75128700-9	chrX	75128571	75128848	+	0.000	0.000	Merged-chrX-75128700-9
Merged-chr14-61773241-2	chr14	61773143	61773342	+	0.000	0.000	Merged-chr14-61773241-2
Merged-chr14-61651236-1	chr14	61651138	61651336	+	0.000	0.000	Merged-chr14-61651236-1
Merged-chr6-91509519-24	chr6	91509283	91509830	+	0.000	0.000	Merged-chr6-91509519-24
Merged-chr9-21309354-45	chr9	21309155	21309559	+	0.000	0.000	Merged-chr9-21309354-45
Merged-chr4-155151501-1	chr4	155151403	155151601	+	0.000	0.000	Merged-chr4-155151501-1
Merged-chr12-54187652-1	chr12	54187554	54187752	+	0.000	0.000	Merged-chr12-54187652-1
Merged-chr10-17579420-10	chr10	17579172	17579697	+	0.000	0.000	Merged-chr10-17579420-10
Merged-chr9-65201852-91	chr9	65201323	65202286	+	0.000	0.000	Merged-chr9-65201852-91
Merged-chr4-145353246-1	chr4	145353148	145353346	+	0.000	0.000	Merged-chr4-145353246-1
Merged-chr11-119267918-49	chr11	119267661	119268174	+	0.000	0.000	Merged-chr11-119267918-49
Merged-chr2-84479185-38	chr2	84479036	84479391	+	0.000	0.000	Merged-chr2-84479185-38
Merged-chr10-67943690-5	chr10	67943565	67943820	+	0.000	0.000	Merged-chr10-67943690-5
Merged-chr1-128606096-53	chr1	128605805	128606335	+	0.000	0.000	Merged-chr1-128606096-53
Merged-chr4-118336815-4	chr4	118336693	118336971	+	0.000	0.000	Merged-chr4-118336815-4
Merged-chr8-72572096-21	chr8	72571785	72572331	+	0.000	0.000	Merged-chr8-72572096-21
Merged-chr9-78176886-14	chr9	78176724	78177217	+	0.000	0.000	Merged-chr9-78176886-14
Merged-chr16-97536994-8	chr16	97536862	97537150	+	0.000	0.000	Merged-chr16-97536994-8
Merged-chr14-65381691-35	chr14	65381480	65381918	+	0.000	0.000	Merged-chr14-65381691-35
Merged-chr11-20632117-165	chr11	20631872	20632320	+	0.000	0.000	Merged-chr11-20632117-165
Merged-chrX-57177488-49	chrX	57177283	57177763	+	0.000	0.000	Merged-chrX-57177488-49
Merged-chr7-99818618-13	chr7	99818420	99818843	+	0.000	0.000	Merged-chr7-99818618-13
Merged-chr10-13965316-115	chr10	13964628	13965983	+	0.000	0.000	Merged-chr10-13965316-115
Merged-chr16-59605623-3	chr16	59605509	59605741	+	0.000	0.000	Merged-chr16-59605623-3
Merged-chr5-64865423-3	chr5	64865304	64865539	+	0.000	0.000	Merged-chr5-64865423-3
Merged-chr2-117313708-68	chr2	117313143	117314245	+	0.000	0.000	Merged-chr2-117313708-68
Merged-chr4-137890747-20	chr4	137890551	137891000	+	0.000	0.000	Merged-chr4-137890747-20
Merged-chr6-48445520-29	chr6	48445098	48445912	+	0.000	0.000	Merged-chr6-48445520-29
Merged-chr1-128592203-155	chr1	128591708	128592906	+	0.000	0.000	Merged-chr1-128592203-155
Merged-chr2-59613236-40	chr2	59612930	59613583	+	0.000	0.000	Merged-chr2-59613236-40
Merged-chr2-59326202-1	chr2	59326104	59326302	+	0.000	0.000	Merged-chr2-59326202-1
Merged-chr2-59161148-146	chr2	59160964	59161344	+	0.000	0.000	Merged-chr2-59161148-146
Merged-chr11-119253388-29	chr11	119253144	119253741	+	0.000	0.000	Merged-chr11-119253388-29
Merged-chr1-180279893-43	chr1	180279703	180280070	+	0.000	0.000	Merged-chr1-180279893-43
Merged-chr11-96064642-6	chr11	96064443	96064864	+	0.000	0.000	Merged-chr11-96064642-6
Merged-chr7-51916961-18	chr7	51916755	51917211	+	0.000	0.000	Merged-chr7-51916961-18
Merged-chr15-97578299-40	chr15	97578072	97578519	+	0.000	0.000	Merged-chr15-97578299-40
Merged-chr1-92130217-1	chr1	92130119	92130317	+	0.000	0.000	Merged-chr1-92130217-1
Merged-chr2-172938893-2	chr2	172938770	172939018	+	0.000	0.000	Merged-chr2-172938893-2
Merged-chr1-34011991-3	chr1	34011878	34012121	+	0.000	0.000	Merged-chr1-34011991-3
Merged-chr10-96569117-3	chr10	96568991	96569261	+	0.000	0.000	Merged-chr10-96569117-3
Merged-chr15-76799596-17	chr15	76799445	76799754	+	0.000	0.000	Merged-chr15-76799596-17
Merged-chr3-121427201-1	chr3	121427103	121427301	+	0.000	0.000	Merged-chr3-121427201-1
Merged-chr15-6549135-35	chr15	6548841	6549348	+	0.000	0.000	Merged-chr15-6549135-35
Merged-chr19-36919663-6	chr19	36919518	36919805	+	0.000	0.000	Merged-chr19-36919663-6
Merged-chr15-53267286-91	chr15	53266868	53267614	+	0.000	0.000	Merged-chr15-53267286-91
Merged-chr3-131050062-6	chr3	131049915	131050194	+	0.000	0.000	Merged-chr3-131050062-6
Merged-chr19-57356416-6	chr19	57356256	57356639	+	0.000	0.000	Merged-chr19-57356416-6
Merged-chr6-99266278-23	chr6	99265933	99266650	+	0.000	0.000	Merged-chr6-99266278-23
Merged-chr19-5800884-9	chr19	5800452	5801276	+	0.000	0.000	Merged-chr19-5800884-9
Merged-chr2-91083113-36	chr2	91082900	91083341	+	0.000	0.000	Merged-chr2-91083113-36
Merged-chr15-75678935-117	chr15	75678462	75679444	+	0.000	0.000	Merged-chr15-75678935-117
Merged-chr1-128766652-9	chr1	128766477	128766798	+	0.000	0.000	Merged-chr1-128766652-9
Merged-chr3-131160429-7	chr3	131160252	131160596	+	0.000	0.000	Merged-chr3-131160429-7
Merged-chr12-55465291-109	chr12	55464675	55465928	+	0.000	0.000	Merged-chr12-55465291-109
Merged-chr17-46525802-4	chr17	46525685	46525947	+	0.000	0.000	Merged-chr17-46525802-4
Merged-chr14-61744186-5	chr14	61744024	61744371	+	0.000	0.000	Merged-chr14-61744186-5
Merged-chr3-68869864-91	chr3	68869110	68870269	+	0.000	0.000	Merged-chr3-68869864-91
Merged-chr6-57581328-81	chr6	57581135	57581537	+	0.000	0.000	Merged-chr6-57581328-81
Merged-chr10-60382282-6	chr10	60381985	60382565	+	0.000	0.000	Merged-chr10-60382282-6
Merged-chr16-90004802-1	chr16	90004704	90004902	+	0.000	0.000	Merged-chr16-90004802-1
Merged-chr3-95542441-7	chr3	95542209	95542652	+	0.000	0.000	Merged-chr3-95542441-7
Merged-chr1-125560657-77	chr1	125560299	125560999	+	0.000	0.000	Merged-chr1-125560657-77
Merged-chr12-32827241-16	chr12	32827007	32827424	+	0.000	0.000	Merged-chr12-32827241-16
Merged-chr2-30595059-50	chr2	30594765	30595359	+	0.000	0.000	Merged-chr2-30595059-50
Merged-chr5-65790920-2	chr5	65790790	65791052	+	0.000	0.000	Merged-chr5-65790920-2
Merged-chr19-29196940-3	chr19	29196836	29197044	+	0.000	0.000	Merged-chr19-29196940-3
Merged-chr3-110414849-1	chr3	110414751	110414949	+	0.000	0.000	Merged-chr3-110414849-1
Merged-chr1-69537163-1	chr1	69537065	69537263	+	0.000	0.000	Merged-chr1-69537163-1
Merged-chr2-135824469-2	chr2	135824288	135824652	+	0.000	0.000	Merged-chr2-135824469-2
Merged-chr12-17507357-35	chr12	17507124	17507572	+	0.000	0.000	Merged-chr12-17507357-35
Merged-chr6-41553590-24	chr6	41553353	41553876	+	0.000	0.000	Merged-chr6-41553590-24
Merged-chr10-75839326-47	chr10	75839131	75839586	+	0.000	0.000	Merged-chr10-75839326-47
Merged-chr7-141048528-56	chr7	141048110	141048796	+	0.000	0.000	Merged-chr7-141048528-56
Merged-chr3-84480339-69	chr3	84479932	84480679	+	0.000	0.000	Merged-chr3-84480339-69
Merged-chr4-6939109-3	chr4	6939010	6939212	+	0.000	0.000	Merged-chr4-6939109-3
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr19-46056669-79	chr19	46056312	46056985	+	0.000	0.000	Merged-chr19-46056669-79
Merged-chr5-107288558-3	chr5	107288328	107288773	+	0.000	0.000	Merged-chr5-107288558-3
Merged-chr4-129619163-52	chr4	129618946	129619394	+	0.000	0.000	Merged-chr4-129619163-52
Merged-chr1-40228252-23	chr1	40227951	40228648	+	0.000	0.000	Merged-chr1-40228252-23
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr11-69666223-23	chr11	69665863	69666488	+	0.000	0.000	Merged-chr11-69666223-23
Merged-chr19-46522561-12	chr19	46522360	46522773	+	0.000	0.000	Merged-chr19-46522561-12
Merged-chr11-87073484-3	chr11	87073283	87073700	+	0.000	0.000	Merged-chr11-87073484-3
Merged-chr9-118488337-36	chr9	118487697	118488776	+	0.000	0.000	Merged-chr9-118488337-36
Merged-chr2-61490220-2	chr2	61490122	61490320	+	0.000	0.000	Merged-chr2-61490220-2
Merged-chr10-7834042-2	chr10	7833879	7834208	+	0.000	0.000	Merged-chr10-7834042-2
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr15-98089164-1	chr15	98089066	98089264	+	0.000	0.000	Merged-chr15-98089164-1
Merged-chr19-5743763-3	chr19	5743647	5743875	+	0.000	0.000	Merged-chr19-5743763-3
Merged-chr8-72189738-56	chr8	72189429	72190048	+	0.000	0.000	Merged-chr8-72189738-56
Merged-chr6-91510562-8	chr6	91510302	91510742	+	0.000	0.000	Merged-chr6-91510562-8
Merged-chr10-96727425-36	chr10	96726873	96727794	+	0.000	0.000	Merged-chr10-96727425-36
Merged-chr4-106839622-103	chr4	106839027	106840610	+	0.000	0.000	Merged-chr4-106839622-103
Merged-chr2-18935718-26	chr2	18935488	18936033	+	0.000	0.000	Merged-chr2-18935718-26
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr6-48768830-54	chr6	48768507	48769285	+	0.000	0.000	Merged-chr6-48768830-54
Merged-chr2-28525849-107	chr2	28525220	28526139	+	0.000	0.000	Merged-chr2-28525849-107
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr4-129513609-16	chr4	129513363	129513832	+	0.000	0.000	Merged-chr4-129513609-16
Merged-chr7-30332139-43	chr7	30331929	30332336	+	0.000	0.000	Merged-chr7-30332139-43
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr12-52795426-5	chr12	52795246	52795645	+	0.000	0.000	Merged-chr12-52795426-5
Merged-chr16-93607987-44	chr16	93607804	93608321	+	0.000	0.000	Merged-chr16-93607987-44
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr4-101507927-30	chr4	101507565	101508319	+	0.000	0.000	Merged-chr4-101507927-30
Merged-chr10-127756982-5	chr10	127756843	127757131	+	0.000	0.000	Merged-chr10-127756982-5
Merged-chr1-156676429-4	chr1	156676218	156676622	+	0.000	0.000	Merged-chr1-156676429-4
Merged-chr15-98067714-22	chr15	98067473	98067907	+	0.000	0.000	Merged-chr15-98067714-22
Merged-chr17-47186443-8	chr17	47186294	47186610	+	0.000	0.000	Merged-chr17-47186443-8
Merged-chr10-96605420-13	chr10	96605239	96605602	+	0.000	0.000	Merged-chr10-96605420-13
Merged-chr15-61985320-81	chr15	61984852	61985846	+	0.000	0.000	Merged-chr15-61985320-81
Merged-chr1-136671204-1	chr1	136671106	136671304	+	0.000	0.000	Merged-chr1-136671204-1
Merged-chr2-155514842-20	chr2	155514649	155514996	+	0.000	0.000	Merged-chr2-155514842-20
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
Merged-chr5-72635707-35	chr5	72635459	72635922	+	0.000	0.000	Merged-chr5-72635707-35
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr11-3202714-92	chr11	3202235	3203282	+	0.000	0.000	Merged-chr11-3202714-92
Merged-chr12-17553684-1	chr12	17553586	17553784	+	0.000	0.000	Merged-chr12-17553684-1
Merged-chr16-30765396-5	chr16	30765227	30765567	+	0.000	0.000	Merged-chr16-30765396-5
Merged-chr14-21078723-20	chr14	21078503	21078911	+	0.000	0.000	Merged-chr14-21078723-20
Merged-chr1-60034168-1	chr1	60034070	60034268	+	0.000	0.000	Merged-chr1-60034168-1
Merged-chr4-106795465-4	chr4	106795290	106795641	+	0.000	0.000	Merged-chr4-106795465-4
Merged-chr15-73581283-19	chr15	73581072	73581603	+	0.000	0.000	Merged-chr15-73581283-19
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr10-68154623-2	chr10	68154486	68154762	+	0.000	0.000	Merged-chr10-68154623-2
Merged-chr17-33910689-1	chr17	33910591	33910789	+	0.000	0.000	Merged-chr17-33910689-1
Merged-chr2-132029043-1	chr2	132028945	132029143	+	0.000	0.000	Merged-chr2-132029043-1
Merged-chr3-121154322-4	chr3	121154166	121154514	+	0.000	0.000	Merged-chr3-121154322-4
Merged-chr10-20882813-50	chr10	20882428	20883044	+	0.000	0.000	Merged-chr10-20882813-50
Merged-chr15-99295026-65	chr15	99294785	99295328	+	0.000	0.000	Merged-chr15-99295026-65
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr1-91942130-2	chr1	91942011	91942252	+	0.000	0.000	Merged-chr1-91942130-2
Merged-chr9-62488968-16	chr9	62488789	62489158	+	0.000	0.000	Merged-chr9-62488968-16
Merged-chr2-135966695-1	chr2	135966597	135966795	+	0.000	0.000	Merged-chr2-135966695-1
Merged-chr12-82169653-106	chr12	82169168	82169973	+	0.000	0.000	Merged-chr12-82169653-106
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr15-66862643-3	chr15	66862455	66862820	+	0.000	0.000	Merged-chr15-66862643-3
Merged-chr12-98900486-1	chr12	98900388	98900586	+	0.000	0.000	Merged-chr12-98900486-1
Merged-chr11-20446064-36	chr11	20445773	20446393	+	0.000	0.000	Merged-chr11-20446064-36
Merged-chr1-128768118-1	chr1	128768020	128768218	+	0.000	0.000	Merged-chr1-128768118-1
Merged-chr1-92069636-27	chr1	92069440	92069884	+	0.000	0.000	Merged-chr1-92069636-27
Merged-chr9-110891254-3	chr9	110891132	110891386	+	0.000	0.000	Merged-chr9-110891254-3
Merged-chr2-117390290-84	chr2	117390013	117390550	+	0.000	0.000	Merged-chr2-117390290-84
Merged-chr15-57793258-25	chr15	57793057	57793508	+	0.000	0.000	Merged-chr15-57793258-25
Merged-chr4-145353914-49	chr4	145353658	145354125	+	0.000	0.000	Merged-chr4-145353914-49
Merged-chr18-50035311-3	chr18	50035188	50035444	+	0.000	0.000	Merged-chr18-50035311-3
Merged-chr10-13474425-98	chr10	13474061	13474899	+	0.000	0.000	Merged-chr10-13474425-98
Merged-chr6-129210550-50	chr6	129210326	129210776	+	0.000	0.000	Merged-chr6-129210550-50
Merged-chr6-145054602-1	chr6	145054504	145054702	+	0.000	0.000	Merged-chr6-145054602-1
Merged-chr6-124782672-28	chr6	124782516	124782886	+	0.000	0.000	Merged-chr6-124782672-28
Merged-chr12-85702871-4	chr12	85702747	85702994	+	0.000	0.000	Merged-chr12-85702871-4
Merged-chr16-92019573-78	chr16	92019212	92019902	+	0.000	0.000	Merged-chr16-92019573-78
Merged-chr17-56475260-1	chr17	56475162	56475360	+	0.000	0.000	Merged-chr17-56475260-1
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr7-80680474-47	chr7	80680250	80680691	+	0.000	0.000	Merged-chr7-80680474-47
Merged-chr6-129283434-23	chr6	129283098	129283957	+	0.000	0.000	Merged-chr6-129283434-23
Merged-chr3-55373923-35	chr3	55373698	55374177	+	0.000	0.000	Merged-chr3-55373923-35
Merged-chr4-86925152-26	chr4	86924870	86925338	+	0.000	0.000	Merged-chr4-86925152-26
Merged-chr11-88455545-42	chr11	88455253	88456007	+	0.000	0.000	Merged-chr11-88455545-42
Merged-chr2-69716741-5	chr2	69716620	69716867	+	0.000	0.000	Merged-chr2-69716741-5
Merged-chr10-121305598-5	chr10	121305446	121305753	+	0.000	0.000	Merged-chr10-121305598-5
Merged-chr7-49779469-9	chr7	49779197	49779633	+	0.000	0.000	Merged-chr7-49779469-9
Merged-chr5-123021694-21	chr5	123021490	123021930	+	0.000	0.000	Merged-chr5-123021694-21
Merged-chr15-89671344-3	chr15	89671192	89671489	+	0.000	0.000	Merged-chr15-89671344-3
Merged-chr1-181229140-10	chr1	181229003	181229298	+	0.000	0.000	Merged-chr1-181229140-10
Merged-chr6-59451158-16	chr6	59450987	59451342	+	0.000	0.000	Merged-chr6-59451158-16
Merged-chr17-8988548-64	chr17	8988178	8989047	+	0.000	0.000	Merged-chr17-8988548-64
Merged-chr7-35127925-16	chr7	35127580	35128174	+	0.000	0.000	Merged-chr7-35127925-16
Merged-chr4-7199356-18	chr4	7199211	7199514	+	0.000	0.000	Merged-chr4-7199356-18
Merged-chr9-108808436-49	chr9	108808199	108808677	+	0.000	0.000	Merged-chr9-108808436-49
Merged-chr2-117389704-2	chr2	117389573	117389837	+	0.000	0.000	Merged-chr2-117389704-2
Merged-chr5-143622364-69	chr5	143622117	143622628	+	0.000	0.000	Merged-chr5-143622364-69
Merged-chr3-87770520-4	chr3	87770411	87770648	+	0.000	0.000	Merged-chr3-87770520-4
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr11-23819028-15	chr11	23818858	23819184	+	0.000	0.000	Merged-chr11-23819028-15
Merged-chr2-103663378-1	chr2	103663280	103663478	+	0.000	0.000	Merged-chr2-103663378-1
Merged-chrX-166170889-3	chrX	166170791	166170989	+	0.000	0.000	Merged-chrX-166170889-3
Merged-chr14-7977586-47	chr14	7977268	7977961	+	0.000	0.000	Merged-chr14-7977586-47
Merged-chr9-96652845-6	chr9	96652709	96652972	+	0.000	0.000	Merged-chr9-96652845-6
Merged-chr10-12888601-47	chr10	12888317	12888831	+	0.000	0.000	Merged-chr10-12888601-47
Merged-chr7-30323096-14	chr7	30322935	30323250	+	0.000	0.000	Merged-chr7-30323096-14
Merged-chr11-23769883-11	chr11	23769692	23770103	+	0.000	0.000	Merged-chr11-23769883-11
Merged-chr2-18975583-1	chr2	18975485	18975683	+	0.000	0.000	Merged-chr2-18975583-1
Merged-chr18-61399172-23	chr18	61398996	61399363	+	0.000	0.000	Merged-chr18-61399172-23
Merged-chr9-61753912-30	chr9	61753671	61754182	+	0.000	0.000	Merged-chr9-61753912-30
Merged-chr15-6584866-9	chr15	6584547	6585152	+	0.000	0.000	Merged-chr15-6584866-9
Merged-chr3-52088711-20	chr3	52088451	52088989	+	0.000	0.000	Merged-chr3-52088711-20
Merged-chr3-138766523-1	chr3	138766425	138766623	+	0.000	0.000	Merged-chr3-138766523-1
Merged-chr12-15811206-3	chr12	15811048	15811390	+	0.000	0.000	Merged-chr12-15811206-3
Merged-chr8-111572006-3	chr8	111571798	111572171	+	0.000	0.000	Merged-chr8-111572006-3
Merged-chr17-30159470-1	chr17	30159372	30159570	+	0.000	0.000	Merged-chr17-30159470-1
Merged-chr11-78697650-94	chr11	78697401	78697922	+	0.000	0.000	Merged-chr11-78697650-94
Merged-chr5-122994726-55	chr5	122994453	122994954	+	0.000	0.000	Merged-chr5-122994726-55
Merged-chr16-97419775-1	chr16	97419677	97419875	+	0.000	0.000	Merged-chr16-97419775-1
Merged-chr15-98108579-43	chr15	98108329	98108889	+	0.000	0.000	Merged-chr15-98108579-43
Merged-chr10-12841679-31	chr10	12841228	12842007	+	0.000	0.000	Merged-chr10-12841679-31
Merged-chr5-135711032-5	chr5	135710896	135711189	+	0.000	0.000	Merged-chr5-135711032-5
Merged-chr10-14087523-10	chr10	14087365	14087720	+	0.000	0.000	Merged-chr10-14087523-10
Merged-chr17-21474499-116	chr17	21473952	21474785	+	0.000	0.000	Merged-chr17-21474499-116
Merged-chr17-74828377-14	chr17	74828143	74828598	+	0.000	0.000	Merged-chr17-74828377-14
Merged-chr5-25223031-65	chr5	25222582	25223293	+	0.000	0.000	Merged-chr5-25223031-65
Merged-chr14-45039542-1	chr14	45039444	45039642	+	0.000	0.000	Merged-chr14-45039542-1
Merged-chr11-117139478-1	chr11	117139380	117139578	+	0.000	0.000	Merged-chr11-117139478-1
Merged-chr15-86173285-7	chr15	86173161	86173473	+	0.000	0.000	Merged-chr15-86173285-7
Merged-chr19-4283203-50	chr19	4282936	4283427	+	0.000	0.000	Merged-chr19-4283203-50
Merged-chr1-36501424-22	chr1	36501246	36501675	+	0.000	0.000	Merged-chr1-36501424-22
Merged-chr13-112355130-25	chr13	112354839	112355423	+	0.000	0.000	Merged-chr13-112355130-25
Merged-chr4-154962096-2	chr4	154961998	154962196	+	0.000	0.000	Merged-chr4-154962096-2
Merged-chr15-6672334-1	chr15	6672236	6672434	+	0.000	0.000	Merged-chr15-6672334-1
Merged-chr5-34198802-20	chr5	34198587	34198949	+	0.000	0.000	Merged-chr5-34198802-20
