#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_Naive.dn.bed
Merged-chr1-64738823-14	chr1	64738574	64738984	+	0.000	0.000	Merged-chr1-64738823-14
Merged-chr17-35993975-42	chr17	35993664	35994636	+	0.000	0.000	Merged-chr17-35993975-42
Merged-chrX-155338312-80	chrX	155337942	155338553	+	0.000	0.000	Merged-chrX-155338312-80
Merged-chr2-9681902-51	chr2	9681648	9682105	+	0.000	0.000	Merged-chr2-9681902-51
Merged-chr1-195018298-1	chr1	195018200	195018398	+	0.000	0.000	Merged-chr1-195018298-1
Merged-chr13-102039937-1	chr13	102039839	102040037	+	0.000	0.000	Merged-chr13-102039937-1
Merged-chr2-60809702-36	chr2	60809419	60809934	+	0.000	0.000	Merged-chr2-60809702-36
Merged-chr13-30034755-10	chr13	30034606	30034924	+	0.000	0.000	Merged-chr13-30034755-10
Merged-chr9-41109990-1	chr9	41109892	41110090	+	0.000	0.000	Merged-chr9-41109990-1
Merged-chrX-77810805-25	chrX	77810583	77810975	+	0.000	0.000	Merged-chrX-77810805-25
Merged-chr6-97208617-4	chr6	97208512	97208724	+	0.000	0.000	Merged-chr6-97208617-4
Merged-chr2-27515177-76	chr2	27514785	27515465	+	0.000	0.000	Merged-chr2-27515177-76
Merged-chr18-84086711-77	chr18	84086212	84087245	+	0.000	0.000	Merged-chr18-84086711-77
Merged-chr8-13676513-48	chr8	13676309	13676718	+	0.000	0.000	Merged-chr8-13676513-48
Merged-chr2-27677278-63	chr2	27676656	27677568	+	0.000	0.000	Merged-chr2-27677278-63
Merged-chr1-64756853-21	chr1	64756514	64757176	+	0.000	0.000	Merged-chr1-64756853-21
Merged-chr11-53859156-64	chr11	53858823	53859451	+	0.000	0.000	Merged-chr11-53859156-64
Merged-chr7-97371025-1	chr7	97370927	97371125	+	0.000	0.000	Merged-chr7-97371025-1
Merged-chr5-8422797-63	chr5	8422529	8423280	+	0.000	0.000	Merged-chr5-8422797-63
Merged-chr14-61439871-81	chr14	61439527	61440232	+	0.000	0.000	Merged-chr14-61439871-81
Merged-chr5-105493172-7	chr5	105493039	105493311	+	0.000	0.000	Merged-chr5-105493172-7
Merged-chr17-32364018-2	chr17	32363909	32364130	+	0.000	0.000	Merged-chr17-32364018-2
Merged-chr9-31211648-90	chr9	31211357	31212063	+	0.000	0.000	Merged-chr9-31211648-90
Merged-chr1-180401851-47	chr1	180401529	180402051	+	0.000	0.000	Merged-chr1-180401851-47
Merged-chr17-24251490-51	chr17	24251293	24251676	+	0.000	0.000	Merged-chr17-24251490-51
Merged-chr11-72940930-27	chr11	72940750	72941128	+	0.000	0.000	Merged-chr11-72940930-27
Merged-chr14-73118206-1	chr14	73118108	73118306	+	0.000	0.000	Merged-chr14-73118206-1
Merged-chr2-105424848-1	chr2	105424750	105424948	+	0.000	0.000	Merged-chr2-105424848-1
Merged-chr13-102182045-1	chr13	102181947	102182145	+	0.000	0.000	Merged-chr13-102182045-1
Merged-chr17-35470212-17	chr17	35469788	35470461	+	0.000	0.000	Merged-chr17-35470212-17
Merged-chr3-88603886-4	chr3	88603697	88604091	+	0.000	0.000	Merged-chr3-88603886-4
Merged-chr12-100887966-36	chr12	100887731	100888247	+	0.000	0.000	Merged-chr12-100887966-36
Merged-chr13-110392397-7	chr13	110392169	110392635	+	0.000	0.000	Merged-chr13-110392397-7
Merged-chr13-114145399-1	chr13	114145301	114145499	+	0.000	0.000	Merged-chr13-114145399-1
Merged-chr15-76332818-16	chr15	76332558	76333052	+	0.000	0.000	Merged-chr15-76332818-16
Merged-chr5-43924057-20	chr5	43923874	43924260	+	0.000	0.000	Merged-chr5-43924057-20
Merged-chr6-51612673-21	chr6	51612406	51612926	+	0.000	0.000	Merged-chr6-51612673-21
Merged-chr11-97718519-10	chr11	97718302	97718714	+	0.000	0.000	Merged-chr11-97718519-10
Merged-chr1-66896467-67	chr1	66895981	66896825	+	0.000	0.000	Merged-chr1-66896467-67
Merged-chr19-53600929-5	chr19	53600796	53601099	+	0.000	0.000	Merged-chr19-53600929-5
Merged-chr4-145262431-6	chr4	145262238	145262601	+	0.000	0.000	Merged-chr4-145262431-6
Merged-chr13-97208359-52	chr13	97208149	97208611	+	0.000	0.000	Merged-chr13-97208359-52
Merged-chr1-171782627-54	chr1	171782298	171782871	+	0.000	0.000	Merged-chr1-171782627-54
Merged-chr11-55011644-10	chr11	55011360	55011856	+	0.000	0.000	Merged-chr11-55011644-10
Merged-chr15-36855718-24	chr15	36855421	36855963	+	0.000	0.000	Merged-chr15-36855718-24
Merged-chr7-45923352-110	chr7	45923117	45923608	+	0.000	0.000	Merged-chr7-45923352-110
Merged-chr15-37790227-4	chr15	37790034	37790388	+	0.000	0.000	Merged-chr15-37790227-4
Merged-chr16-18626617-64	chr16	18626359	18626838	+	0.000	0.000	Merged-chr16-18626617-64
Merged-chr7-110953237-23	chr7	110952939	110953425	+	0.000	0.000	Merged-chr7-110953237-23
Merged-chr5-8673822-4	chr5	8673711	8673931	+	0.000	0.000	Merged-chr5-8673822-4
Merged-chr15-88752223-5	chr15	88752084	88752360	+	0.000	0.000	Merged-chr15-88752223-5
Merged-chr2-180725398-50	chr2	180725002	180725826	+	0.000	0.000	Merged-chr2-180725398-50
Merged-chr7-79401726-3	chr7	79401563	79401870	+	0.000	0.000	Merged-chr7-79401726-3
Merged-chr11-120573215-75	chr11	120572951	120573464	+	0.000	0.000	Merged-chr11-120573215-75
Merged-chr18-56472874-1	chr18	56472776	56472974	+	0.000	0.000	Merged-chr18-56472874-1
Merged-chr9-32542397-6	chr9	32542234	32542598	+	0.000	0.000	Merged-chr9-32542397-6
Merged-chr2-101628862-31	chr2	101628478	101629118	+	0.000	0.000	Merged-chr2-101628862-31
Merged-chr2-148655162-38	chr2	148654880	148655546	+	0.000	0.000	Merged-chr2-148655162-38
Merged-chr5-105519263-84	chr5	105518957	105519610	+	0.000	0.000	Merged-chr5-105519263-84
Merged-chr7-16368534-21	chr7	16368367	16368734	+	0.000	0.000	Merged-chr7-16368534-21
Merged-chr8-70873554-54	chr8	70873252	70873880	+	0.000	0.000	Merged-chr8-70873554-54
Merged-chr18-56378157-31	chr18	56377944	56378466	+	0.000	0.000	Merged-chr18-56378157-31
Merged-chr16-78595924-17	chr16	78595725	78596187	+	0.000	0.000	Merged-chr16-78595924-17
Merged-chr1-54860589-5	chr1	54860395	54860762	+	0.000	0.000	Merged-chr1-54860589-5
Merged-chr9-110621983-1	chr9	110621885	110622083	+	0.000	0.000	Merged-chr9-110621983-1
Merged-chr10-83860736-1	chr10	83860638	83860836	+	0.000	0.000	Merged-chr10-83860736-1
Merged-chr4-133967780-121	chr4	133967035	133968361	+	0.000	0.000	Merged-chr4-133967780-121
Merged-chr5-112283317-2	chr5	112283181	112283456	+	0.000	0.000	Merged-chr5-112283317-2
Merged-chr11-107464312-13	chr11	107464143	107464510	+	0.000	0.000	Merged-chr11-107464312-13
Merged-chr16-59555882-6	chr16	59555710	59556049	+	0.000	0.000	Merged-chr16-59555882-6
Merged-chr10-21905847-47	chr10	21905483	21906216	+	0.000	0.000	Merged-chr10-21905847-47
Merged-chr16-78576865-120	chr16	78576606	78577125	+	0.000	0.000	Merged-chr16-78576865-120
Merged-chr14-7774094-48	chr14	7773939	7774304	+	0.000	0.000	Merged-chr14-7774094-48
Merged-chr15-82244439-62	chr15	82244123	82244685	+	0.000	0.000	Merged-chr15-82244439-62
Merged-chr13-102039596-1	chr13	102039498	102039696	+	0.000	0.000	Merged-chr13-102039596-1
Merged-chr4-117267580-14	chr4	117267413	117267727	+	0.000	0.000	Merged-chr4-117267580-14
Merged-chr10-83161895-41	chr10	83161556	83162144	+	0.000	0.000	Merged-chr10-83161895-41
Merged-chr9-32540940-2	chr9	32540788	32541094	+	0.000	0.000	Merged-chr9-32540940-2
Merged-chr15-34238193-61	chr15	34237857	34238503	+	0.000	0.000	Merged-chr15-34238193-61
Merged-chr2-45117109-39	chr2	45116788	45117418	+	0.000	0.000	Merged-chr2-45117109-39
Merged-chr9-21918186-50	chr9	21917924	21918463	+	0.000	0.000	Merged-chr9-21918186-50
Merged-chr1-74390334-35	chr1	74390012	74390581	+	0.000	0.000	Merged-chr1-74390334-35
Merged-chr1-176986467-25	chr1	176986211	176986679	+	0.000	0.000	Merged-chr1-176986467-25
Merged-chr1-161766108-8	chr1	161765965	161766290	+	0.000	0.000	Merged-chr1-161766108-8
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr3-159496342-1	chr3	159496244	159496442	+	0.000	0.000	Merged-chr3-159496342-1
Merged-chrX-93674652-1	chrX	93674554	93674752	+	0.000	0.000	Merged-chrX-93674652-1
Merged-chr1-54870605-1	chr1	54870507	54870705	+	0.000	0.000	Merged-chr1-54870605-1
Merged-chr14-67935636-1	chr14	67935538	67935736	+	0.000	0.000	Merged-chr14-67935636-1
Merged-chr2-105399762-3	chr2	105399664	105399862	+	0.000	0.000	Merged-chr2-105399762-3
Merged-chr15-75088147-1	chr15	75088049	75088247	+	0.000	0.000	Merged-chr15-75088147-1
Merged-chr1-75180200-71	chr1	75179808	75180566	+	0.000	0.000	Merged-chr1-75180200-71
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr10-7473929-104	chr10	7473537	7474251	+	0.000	0.000	Merged-chr10-7473929-104
Merged-chr16-17132166-88	chr16	17131962	17132634	+	0.000	0.000	Merged-chr16-17132166-88
Merged-chr19-8984601-50	chr19	8984374	8984805	+	0.000	0.000	Merged-chr19-8984601-50
Merged-chr12-70883960-5	chr12	70883814	70884146	+	0.000	0.000	Merged-chr12-70883960-5
Merged-chr17-40934697-83	chr17	40934457	40934969	+	0.000	0.000	Merged-chr17-40934697-83
Merged-chr16-78575995-1	chr16	78575897	78576095	+	0.000	0.000	Merged-chr16-78575995-1
Merged-chr7-47008275-77	chr7	47007912	47008564	+	0.000	0.000	Merged-chr7-47008275-77
Merged-chr10-8506114-87	chr10	8505780	8506299	+	0.000	0.000	Merged-chr10-8506114-87
Merged-chrX-140445982-4	chrX	140445861	140446120	+	0.000	0.000	Merged-chrX-140445982-4
Merged-chr8-83721945-15	chr8	83721494	83722529	+	0.000	0.000	Merged-chr8-83721945-15
Merged-chr10-7681283-94	chr10	7680797	7681544	+	0.000	0.000	Merged-chr10-7681283-94
Merged-chr11-74570671-1	chr11	74570573	74570771	+	0.000	0.000	Merged-chr11-74570671-1
Merged-chr3-152193769-51	chr3	152193483	152193993	+	0.000	0.000	Merged-chr3-152193769-51
Merged-chr2-5801437-2	chr2	5801337	5801539	+	0.000	0.000	Merged-chr2-5801437-2
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr3-65392475-63	chr3	65392107	65392784	+	0.000	0.000	Merged-chr3-65392475-63
Merged-chr2-29803526-8	chr2	29803367	29803717	+	0.000	0.000	Merged-chr2-29803526-8
Merged-chr7-113369471-104	chr7	113369288	113369681	+	0.000	0.000	Merged-chr7-113369471-104
Merged-chr1-176993705-90	chr1	176993239	176994198	+	0.000	0.000	Merged-chr1-176993705-90
Merged-chr1-66863201-112	chr1	66862803	66863500	+	0.000	0.000	Merged-chr1-66863201-112
Merged-chr7-45739599-30	chr7	45739358	45739999	+	0.000	0.000	Merged-chr7-45739599-30
Merged-chr10-44429593-53	chr10	44429322	44429798	+	0.000	0.000	Merged-chr10-44429593-53
Merged-chr1-136255836-2	chr1	136255732	136255943	+	0.000	0.000	Merged-chr1-136255836-2
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr15-96684531-29	chr15	96684324	96684852	+	0.000	0.000	Merged-chr15-96684531-29
Merged-chr15-78903471-19	chr15	78903199	78903674	+	0.000	0.000	Merged-chr15-78903471-19
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr8-115226321-1	chr8	115226223	115226421	+	0.000	0.000	Merged-chr8-115226321-1
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr7-141009170-22	chr7	141008819	141009480	+	0.000	0.000	Merged-chr7-141009170-22
Merged-chr7-120100363-1	chr7	120100265	120100463	+	0.000	0.000	Merged-chr7-120100363-1
Merged-chr5-33686458-1	chr5	33686360	33686558	+	0.000	0.000	Merged-chr5-33686458-1
Merged-chr2-11637334-22	chr2	11637078	11637549	+	0.000	0.000	Merged-chr2-11637334-22
Merged-chr3-59260423-1	chr3	59260325	59260523	+	0.000	0.000	Merged-chr3-59260423-1
Merged-chr5-24383650-55	chr5	24383396	24384149	+	0.000	0.000	Merged-chr5-24383650-55
Merged-chr13-114151304-52	chr13	114150694	114151800	+	0.000	0.000	Merged-chr13-114151304-52
Merged-chr13-5864557-62	chr13	5864338	5864746	+	0.000	0.000	Merged-chr13-5864557-62
Merged-chr14-56571782-54	chr14	56571508	56571967	+	0.000	0.000	Merged-chr14-56571782-54
Merged-chr6-57824083-13	chr6	57823917	57824237	+	0.000	0.000	Merged-chr6-57824083-13
Merged-chr17-71526906-96	chr17	71526652	71527134	+	0.000	0.000	Merged-chr17-71526906-96
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr18-56756347-65	chr18	56756014	56756608	+	0.000	0.000	Merged-chr18-56756347-65
Merged-chr5-18294742-1	chr5	18294644	18294842	+	0.000	0.000	Merged-chr5-18294742-1
Merged-chr3-32709414-1	chr3	32709316	32709514	+	0.000	0.000	Merged-chr3-32709414-1
Merged-chr6-88499751-3	chr6	88499582	88499974	+	0.000	0.000	Merged-chr6-88499751-3
Merged-chr11-106999428-68	chr11	106999066	106999787	+	0.000	0.000	Merged-chr11-106999428-68
Merged-chr16-46104681-28	chr16	46104418	46105087	+	0.000	0.000	Merged-chr16-46104681-28
Merged-chr6-7844794-101	chr6	7844431	7845223	+	0.000	0.000	Merged-chr6-7844794-101
Merged-chr10-63338197-1	chr10	63338099	63338297	+	0.000	0.000	Merged-chr10-63338197-1
Merged-chr9-123756943-6	chr9	123756798	123757078	+	0.000	0.000	Merged-chr9-123756943-6
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr12-70827464-2	chr12	70827345	70827585	+	0.000	0.000	Merged-chr12-70827464-2
Merged-chr2-26930529-2	chr2	26930415	26930645	+	0.000	0.000	Merged-chr2-26930529-2
Merged-chr13-24761752-82	chr13	24761499	24762027	+	0.000	0.000	Merged-chr13-24761752-82
Merged-chr4-24495740-1	chr4	24495642	24495840	+	0.000	0.000	Merged-chr4-24495740-1
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr2-92055769-38	chr2	92055431	92056211	+	0.000	0.000	Merged-chr2-92055769-38
Merged-chr7-30121893-58	chr7	30121658	30122120	+	0.000	0.000	Merged-chr7-30121893-58
Merged-chr6-50381887-74	chr6	50381683	50382244	+	0.000	0.000	Merged-chr6-50381887-74
Merged-chr8-3355667-46	chr8	3355424	3355875	+	0.000	0.000	Merged-chr8-3355667-46
Merged-chr11-104609685-47	chr11	104609198	104610049	+	0.000	0.000	Merged-chr11-104609685-47
Merged-chr8-75109264-106	chr8	75109011	75109696	+	0.000	0.000	Merged-chr8-75109264-106
Merged-chr1-180338664-7	chr1	180338503	180338856	+	0.000	0.000	Merged-chr1-180338664-7
Merged-chr14-100214627-1	chr14	100214529	100214727	+	0.000	0.000	Merged-chr14-100214627-1
Merged-chr4-135272795-85	chr4	135272557	135273159	+	0.000	0.000	Merged-chr4-135272795-85
Merged-chr4-62525171-62	chr4	62524939	62525381	+	0.000	0.000	Merged-chr4-62525171-62
Merged-chr11-69323892-53	chr11	69323578	69324179	+	0.000	0.000	Merged-chr11-69323892-53
Merged-chr13-23563181-6	chr13	23562999	23563346	+	0.000	0.000	Merged-chr13-23563181-6
Merged-chr5-150458118-21	chr5	150457846	150458423	+	0.000	0.000	Merged-chr5-150458118-21
Merged-chr4-43478535-62	chr4	43478288	43479053	+	0.000	0.000	Merged-chr4-43478535-62
Merged-chr18-56469309-53	chr18	56469014	56469689	+	0.000	0.000	Merged-chr18-56469309-53
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr1-37614667-46	chr1	37614095	37615307	+	0.000	0.000	Merged-chr1-37614667-46
Merged-chr14-73175195-6	chr14	73175073	73175348	+	0.000	0.000	Merged-chr14-73175195-6
Merged-chr6-70791946-105	chr6	70791666	70792343	+	0.000	0.000	Merged-chr6-70791946-105
Merged-chr15-52712614-89	chr15	52712155	52713074	+	0.000	0.000	Merged-chr15-52712614-89
Merged-chr10-77622334-58	chr10	77622071	77622794	+	0.000	0.000	Merged-chr10-77622334-58
Merged-chr5-150180477-11	chr5	150180270	150180668	+	0.000	0.000	Merged-chr5-150180477-11
Merged-chr8-70809462-2	chr8	70809344	70809583	+	0.000	0.000	Merged-chr8-70809462-2
Merged-chr18-70644482-115	chr18	70644235	70645045	+	0.000	0.000	Merged-chr18-70644482-115
Merged-chr2-126496210-58	chr2	126495848	126496385	+	0.000	0.000	Merged-chr2-126496210-58
Merged-chr9-21760442-62	chr9	21760197	21760674	+	0.000	0.000	Merged-chr9-21760442-62
Merged-chr9-41083004-6	chr9	41082876	41083158	+	0.000	0.000	Merged-chr9-41083004-6
Merged-chrX-93632081-74	chrX	93631703	93632474	+	0.000	0.000	Merged-chrX-93632081-74
Merged-chr10-26203040-18	chr10	26202786	26203368	+	0.000	0.000	Merged-chr10-26203040-18
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr12-70880653-9	chr12	70880467	70880845	+	0.000	0.000	Merged-chr12-70880653-9
Merged-chr3-144252325-1	chr3	144252227	144252425	+	0.000	0.000	Merged-chr3-144252325-1
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr12-32212935-7	chr12	32212792	32213100	+	0.000	0.000	Merged-chr12-32212935-7
Merged-chr14-100192983-1	chr14	100192885	100193083	+	0.000	0.000	Merged-chr14-100192983-1
Merged-chr9-44509369-1	chr9	44509271	44509469	+	0.000	0.000	Merged-chr9-44509369-1
Merged-chr2-155518074-63	chr2	155517869	155518363	+	0.000	0.000	Merged-chr2-155518074-63
Merged-chr3-137853117-36	chr3	137852917	137853364	+	0.000	0.000	Merged-chr3-137853117-36
Merged-chr6-99646583-9	chr6	99646443	99646772	+	0.000	0.000	Merged-chr6-99646583-9
Merged-chr8-53818300-1	chr8	53818202	53818400	+	0.000	0.000	Merged-chr8-53818300-1
Merged-chr16-33023975-23	chr16	33023808	33024216	+	0.000	0.000	Merged-chr16-33023975-23
Merged-chr19-46338710-45	chr19	46338469	46339012	+	0.000	0.000	Merged-chr19-46338710-45
Merged-chr1-88694534-9	chr1	88694354	88694761	+	0.000	0.000	Merged-chr1-88694534-9
Merged-chr4-43958320-4	chr4	43958195	43958446	+	0.000	0.000	Merged-chr4-43958320-4
Merged-chr5-120710597-12	chr5	120710051	120710953	+	0.000	0.000	Merged-chr5-120710597-12
Merged-chr7-80115240-64	chr7	80114974	80115442	+	0.000	0.000	Merged-chr7-80115240-64
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr3-159500242-1	chr3	159500144	159500342	+	0.000	0.000	Merged-chr3-159500242-1
Merged-chr5-112276109-3	chr5	112276011	112276209	+	0.000	0.000	Merged-chr5-112276109-3
Merged-chr17-44130600-14	chr17	44130395	44130831	+	0.000	0.000	Merged-chr17-44130600-14
Merged-chr19-10183021-72	chr19	10182556	10183273	+	0.000	0.000	Merged-chr19-10183021-72
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr5-62778862-45	chr5	62778614	62779195	+	0.000	0.000	Merged-chr5-62778862-45
Merged-chr17-29264893-3	chr17	29264628	29265138	+	0.000	0.000	Merged-chr17-29264893-3
Merged-chr6-97181347-4	chr6	97181190	97181557	+	0.000	0.000	Merged-chr6-97181347-4
Merged-chr10-91171270-131	chr10	91170615	91171843	+	0.000	0.000	Merged-chr10-91171270-131
Merged-chr5-150232910-1	chr5	150232812	150233010	+	0.000	0.000	Merged-chr5-150232910-1
Merged-chr11-22972472-98	chr11	22971909	22973204	+	0.000	0.000	Merged-chr11-22972472-98
Merged-chr11-46437293-76	chr11	46436865	46437791	+	0.000	0.000	Merged-chr11-46437293-76
Merged-chr16-44349317-1	chr16	44349219	44349417	+	0.000	0.000	Merged-chr16-44349317-1
Merged-chrX-73459133-49	chrX	73458960	73459411	+	0.000	0.000	Merged-chrX-73459133-49
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr14-7819138-4	chr14	7819040	7819238	+	0.000	0.000	Merged-chr14-7819138-4
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr9-69125560-59	chr9	69125282	69125840	+	0.000	0.000	Merged-chr9-69125560-59
Merged-chr8-104442782-74	chr8	104442551	104443064	+	0.000	0.000	Merged-chr8-104442782-74
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr2-52424826-73	chr2	52424638	52425138	+	0.000	0.000	Merged-chr2-52424826-73
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr3-88620274-7	chr3	88620023	88620557	+	0.000	0.000	Merged-chr3-88620274-7
Merged-chr7-67421949-40	chr7	67421526	67422314	+	0.000	0.000	Merged-chr7-67421949-40
Merged-chr10-127180422-13	chr10	127180173	127180622	+	0.000	0.000	Merged-chr10-127180422-13
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr13-38528212-101	chr13	38527992	38528495	+	0.000	0.000	Merged-chr13-38528212-101
Merged-chr2-53418517-1	chr2	53418419	53418617	+	0.000	0.000	Merged-chr2-53418517-1
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr6-125339380-7	chr6	125339113	125339597	+	0.000	0.000	Merged-chr6-125339380-7
Merged-chr13-37994067-78	chr13	37993584	37994366	+	0.000	0.000	Merged-chr13-37994067-78
Merged-chr14-25454531-12	chr14	25454351	25454673	+	0.000	0.000	Merged-chr14-25454531-12
Merged-chr7-90312520-23	chr7	90312312	90312739	+	0.000	0.000	Merged-chr7-90312520-23
Merged-chr5-134617307-27	chr5	134617034	134617522	+	0.000	0.000	Merged-chr5-134617307-27
Merged-chr5-111176619-7	chr5	111176433	111176792	+	0.000	0.000	Merged-chr5-111176619-7
Merged-chr16-44349911-10	chr16	44349731	44350157	+	0.000	0.000	Merged-chr16-44349911-10
Merged-chr14-120572441-59	chr14	120572155	120572764	+	0.000	0.000	Merged-chr14-120572441-59
Merged-chr6-131292512-2	chr6	131292344	131292683	+	0.000	0.000	Merged-chr6-131292512-2
Merged-chr10-40125408-12	chr10	40125261	40125558	+	0.000	0.000	Merged-chr10-40125408-12
Merged-chr13-56159315-13	chr13	56159114	56159530	+	0.000	0.000	Merged-chr13-56159315-13
Merged-chrX-137015463-27	chrX	137015321	137015638	+	0.000	0.000	Merged-chrX-137015463-27
Merged-chr11-119023233-65	chr11	119022763	119023619	+	0.000	0.000	Merged-chr11-119023233-65
Merged-chr11-78019809-7	chr11	78019668	78019979	+	0.000	0.000	Merged-chr11-78019809-7
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr4-40876034-58	chr4	40875784	40876512	+	0.000	0.000	Merged-chr4-40876034-58
Merged-chr5-73647714-62	chr5	73647369	73648154	+	0.000	0.000	Merged-chr5-73647714-62
Merged-chr2-128153146-97	chr2	128152825	128153508	+	0.000	0.000	Merged-chr2-128153146-97
Merged-chr10-120989618-1	chr10	120989520	120989718	+	0.000	0.000	Merged-chr10-120989618-1
Merged-chr1-133772062-25	chr1	133771904	133772236	+	0.000	0.000	Merged-chr1-133772062-25
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr11-101177169-3	chr11	101176990	101177310	+	0.000	0.000	Merged-chr11-101177169-3
Merged-chr2-52421361-38	chr2	52421039	52421694	+	0.000	0.000	Merged-chr2-52421361-38
Merged-chr17-26939585-68	chr17	26939235	26939821	+	0.000	0.000	Merged-chr17-26939585-68
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr1-195131402-94	chr1	195131153	195131663	+	0.000	0.000	Merged-chr1-195131402-94
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr2-85037359-90	chr2	85037078	85037643	+	0.000	0.000	Merged-chr2-85037359-90
Merged-chr17-28952382-67	chr17	28951934	28952855	+	0.000	0.000	Merged-chr17-28952382-67
Merged-chr2-126499021-9	chr2	126498761	126499261	+	0.000	0.000	Merged-chr2-126499021-9
Merged-chr14-61309856-19	chr14	61309685	61310074	+	0.000	0.000	Merged-chr14-61309856-19
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
Merged-chr13-95688740-7	chr13	95688629	95688852	+	0.000	0.000	Merged-chr13-95688740-7
Merged-chr15-78614745-50	chr15	78614485	78615094	+	0.000	0.000	Merged-chr15-78614745-50
Merged-chr1-135430459-69	chr1	135430216	135430699	+	0.000	0.000	Merged-chr1-135430459-69
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr6-48727965-52	chr6	48727753	48728210	+	0.000	0.000	Merged-chr6-48727965-52
Merged-chr7-66230424-40	chr7	66230136	66230634	+	0.000	0.000	Merged-chr7-66230424-40
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr11-64086070-15	chr11	64085840	64086274	+	0.000	0.000	Merged-chr11-64086070-15
Merged-chr13-101797188-14	chr13	101796910	101797435	+	0.000	0.000	Merged-chr13-101797188-14
Merged-chr12-70825421-128	chr12	70825164	70825738	+	0.000	0.000	Merged-chr12-70825421-128
Merged-chr6-97225011-1	chr6	97224913	97225111	+	0.000	0.000	Merged-chr6-97225011-1
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr8-122432955-76	chr8	122432606	122433297	+	0.000	0.000	Merged-chr8-122432955-76
