#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr2-129174665-20	chr2	129174495	129174866	+	0.000	0.000	Merged-chr2-129174665-20
Merged-chr9-45300691-53	chr9	45300309	45300926	+	0.000	0.000	Merged-chr9-45300691-53
Merged-chr11-67522836-19	chr11	67522623	67523063	+	0.000	0.000	Merged-chr11-67522836-19
Merged-chr4-151996356-68	chr4	151995795	151996772	+	0.000	0.000	Merged-chr4-151996356-68
Merged-chr2-3764311-29	chr2	3764116	3764509	+	0.000	0.000	Merged-chr2-3764311-29
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr12-72674596-16	chr12	72674399	72674822	+	0.000	0.000	Merged-chr12-72674596-16
Merged-chr7-66253544-6	chr7	66253351	66253730	+	0.000	0.000	Merged-chr7-66253544-6
Merged-chr8-125272710-2	chr8	125272598	125272825	+	0.000	0.000	Merged-chr8-125272710-2
Merged-chr11-76806190-4	chr11	76805989	76806378	+	0.000	0.000	Merged-chr11-76806190-4
Merged-chr13-95987347-15	chr13	95987191	95987511	+	0.000	0.000	Merged-chr13-95987347-15
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr4-46485924-53	chr4	46485672	46486146	+	0.000	0.000	Merged-chr4-46485924-53
Merged-chr1-133694971-54	chr1	133694585	133695360	+	0.000	0.000	Merged-chr1-133694971-54
Merged-chr11-46454018-1	chr11	46453920	46454118	+	0.000	0.000	Merged-chr11-46454018-1
Merged-chr17-87345390-1	chr17	87345292	87345490	+	0.000	0.000	Merged-chr17-87345390-1
Merged-chr2-27590725-5	chr2	27590595	27590847	+	0.000	0.000	Merged-chr2-27590725-5
Merged-chr9-117896590-25	chr9	117896397	117896765	+	0.000	0.000	Merged-chr9-117896590-25
Merged-chr12-32183013-17	chr12	32182736	32183372	+	0.000	0.000	Merged-chr12-32183013-17
Merged-chr17-35999496-29	chr17	35999080	35999693	+	0.000	0.000	Merged-chr17-35999496-29
Merged-chr16-78564490-1	chr16	78564392	78564590	+	0.000	0.000	Merged-chr16-78564490-1
Merged-chr8-86871001-39	chr8	86870750	86871251	+	0.000	0.000	Merged-chr8-86871001-39
Merged-chr10-61273428-33	chr10	61273189	61273697	+	0.000	0.000	Merged-chr10-61273428-33
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr18-37815842-2	chr18	37815729	37815957	+	0.000	0.000	Merged-chr18-37815842-2
Merged-chr6-54069236-28	chr6	54068940	54069679	+	0.000	0.000	Merged-chr6-54069236-28
Merged-chr18-66471173-116	chr18	66470739	66471447	+	0.000	0.000	Merged-chr18-66471173-116
Merged-chr5-151686934-46	chr5	151686589	151687161	+	0.000	0.000	Merged-chr5-151686934-46
Merged-chr11-114676631-1	chr11	114676533	114676731	+	0.000	0.000	Merged-chr11-114676631-1
Merged-chr1-181888995-34	chr1	181888695	181889327	+	0.000	0.000	Merged-chr1-181888995-34
Merged-chr19-18619600-102	chr19	18619093	18620006	+	0.000	0.000	Merged-chr19-18619600-102
Merged-chr1-176832832-4	chr1	176832669	176832970	+	0.000	0.000	Merged-chr1-176832832-4
Merged-chr10-24711954-103	chr10	24711398	24712285	+	0.000	0.000	Merged-chr10-24711954-103
Merged-chr8-72135322-43	chr8	72135023	72135652	+	0.000	0.000	Merged-chr8-72135322-43
Merged-chr1-181877231-15	chr1	181877029	181877479	+	0.000	0.000	Merged-chr1-181877231-15
Merged-chr19-41366237-2	chr19	41366139	41366337	+	0.000	0.000	Merged-chr19-41366237-2
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chr5-67394984-4	chr5	67394811	67395123	+	0.000	0.000	Merged-chr5-67394984-4
Merged-chr8-105471418-14	chr8	105471197	105471663	+	0.000	0.000	Merged-chr8-105471418-14
Merged-chr15-103163405-49	chr15	103163222	103163617	+	0.000	0.000	Merged-chr15-103163405-49
Merged-chr11-67588977-22	chr11	67588700	67589233	+	0.000	0.000	Merged-chr11-67588977-22
Merged-chr6-137648506-108	chr6	137647258	137649468	+	0.000	0.000	Merged-chr6-137648506-108
Merged-chr17-86754718-22	chr17	86754408	86755277	+	0.000	0.000	Merged-chr17-86754718-22
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr10-69352731-93	chr10	69352191	69353105	+	0.000	0.000	Merged-chr10-69352731-93
Merged-chrX-142390469-92	chrX	142390165	142390914	+	0.000	0.000	Merged-chrX-142390469-92
Merged-chr11-98939717-1	chr11	98939619	98939817	+	0.000	0.000	Merged-chr11-98939717-1
Merged-chr4-72200861-128	chr4	72200373	72201326	+	0.000	0.000	Merged-chr4-72200861-128
Merged-chr1-120293929-5	chr1	120293750	120294122	+	0.000	0.000	Merged-chr1-120293929-5
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr6-67425044-5	chr6	67424920	67425163	+	0.000	0.000	Merged-chr6-67425044-5
Merged-chr4-11769375-29	chr4	11769093	11769645	+	0.000	0.000	Merged-chr4-11769375-29
Merged-chr12-24632275-3	chr12	24632143	24632438	+	0.000	0.000	Merged-chr12-24632275-3
Merged-chr5-142920894-48	chr5	142920666	142921080	+	0.000	0.000	Merged-chr5-142920894-48
Merged-chr10-61306308-35	chr10	61306111	61306510	+	0.000	0.000	Merged-chr10-61306308-35
Merged-chr13-115099527-3	chr13	115099405	115099657	+	0.000	0.000	Merged-chr13-115099527-3
Merged-chr19-45631127-14	chr19	45630902	45631340	+	0.000	0.000	Merged-chr19-45631127-14
Merged-chr5-112299660-1	chr5	112299562	112299760	+	0.000	0.000	Merged-chr5-112299660-1
Merged-chr13-62015972-68	chr13	62015542	62016259	+	0.000	0.000	Merged-chr13-62015972-68
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr13-110555312-1	chr13	110555214	110555412	+	0.000	0.000	Merged-chr13-110555312-1
Merged-chr8-120760547-6	chr8	120760277	120760926	+	0.000	0.000	Merged-chr8-120760547-6
Merged-chr7-140982058-21	chr7	140981816	140982361	+	0.000	0.000	Merged-chr7-140982058-21
Merged-chr4-20279426-1	chr4	20279328	20279526	+	0.000	0.000	Merged-chr4-20279426-1
Merged-chr10-118459008-40	chr10	118458747	118459241	+	0.000	0.000	Merged-chr10-118459008-40
Merged-chr13-113168484-63	chr13	113168195	113168793	+	0.000	0.000	Merged-chr13-113168484-63
Merged-chr7-75828058-23	chr7	75827881	75828255	+	0.000	0.000	Merged-chr7-75828058-23
Merged-chr6-137558133-151	chr6	137556792	137559510	+	0.000	0.000	Merged-chr6-137558133-151
Merged-chr15-12034488-11	chr15	12034361	12034617	+	0.000	0.000	Merged-chr15-12034488-11
Merged-chr10-127183958-4	chr10	127183781	127184089	+	0.000	0.000	Merged-chr10-127183958-4
Merged-chr1-166409730-81	chr1	166409449	166410026	+	0.000	0.000	Merged-chr1-166409730-81
Merged-chr11-109495099-18	chr11	109494845	109495318	+	0.000	0.000	Merged-chr11-109495099-18
Merged-chr17-47754343-10	chr17	47754179	47754514	+	0.000	0.000	Merged-chr17-47754343-10
Merged-chr8-111343490-24	chr8	111343226	111343640	+	0.000	0.000	Merged-chr8-111343490-24
Merged-chr3-142550449-49	chr3	142550256	142550714	+	0.000	0.000	Merged-chr3-142550449-49
Merged-chr6-54162989-41	chr6	54162780	54163277	+	0.000	0.000	Merged-chr6-54162989-41
Merged-chr3-136697993-45	chr3	136697699	136698209	+	0.000	0.000	Merged-chr3-136697993-45
Merged-chr6-86669328-55	chr6	86669125	86669545	+	0.000	0.000	Merged-chr6-86669328-55
Merged-chr5-105598952-15	chr5	105598677	105599176	+	0.000	0.000	Merged-chr5-105598952-15
Merged-chr6-54158471-51	chr6	54158143	54158721	+	0.000	0.000	Merged-chr6-54158471-51
Merged-chr5-93152431-86	chr5	93152142	93152639	+	0.000	0.000	Merged-chr5-93152431-86
Merged-chr14-67951518-44	chr14	67951151	67951766	+	0.000	0.000	Merged-chr14-67951518-44
Merged-chr3-84680282-50	chr3	84679988	84680616	+	0.000	0.000	Merged-chr3-84680282-50
Merged-chr19-11052987-57	chr19	11052659	11053265	+	0.000	0.000	Merged-chr19-11052987-57
Merged-chr4-8906961-41	chr4	8906683	8907248	+	0.000	0.000	Merged-chr4-8906961-41
Merged-chr11-120600932-23	chr11	120600737	120601137	+	0.000	0.000	Merged-chr11-120600932-23
Merged-chr14-20846065-30	chr14	20845698	20846356	+	0.000	0.000	Merged-chr14-20846065-30
Merged-chr5-111235959-11	chr5	111235804	111236122	+	0.000	0.000	Merged-chr5-111235959-11
Merged-chr9-80156869-12	chr9	80156623	80157203	+	0.000	0.000	Merged-chr9-80156869-12
Merged-chr3-89961609-14	chr3	89961325	89961858	+	0.000	0.000	Merged-chr3-89961609-14
Merged-chr17-31873313-29	chr17	31873101	31873537	+	0.000	0.000	Merged-chr17-31873313-29
Merged-chr13-110564159-46	chr13	110563963	110564350	+	0.000	0.000	Merged-chr13-110564159-46
Merged-chr11-103028483-70	chr11	103028283	103028671	+	0.000	0.000	Merged-chr11-103028483-70
Merged-chr13-115098500-57	chr13	115097913	115098982	+	0.000	0.000	Merged-chr13-115098500-57
Merged-chr2-125252385-46	chr2	125251999	125252814	+	0.000	0.000	Merged-chr2-125252385-46
Merged-chr3-59062358-13	chr3	59062173	59062526	+	0.000	0.000	Merged-chr3-59062358-13
Merged-chr3-100969599-56	chr3	100969365	100969879	+	0.000	0.000	Merged-chr3-100969599-56
Merged-chr5-112240971-40	chr5	112240766	112241272	+	0.000	0.000	Merged-chr5-112240971-40
Merged-chr10-108168166-48	chr10	108167888	108168329	+	0.000	0.000	Merged-chr10-108168166-48
Merged-chr2-60904375-31	chr2	60904157	60904704	+	0.000	0.000	Merged-chr2-60904375-31
Merged-chr16-44321913-9	chr16	44321744	44322047	+	0.000	0.000	Merged-chr16-44321913-9
Merged-chr13-30545210-67	chr13	30544947	30545442	+	0.000	0.000	Merged-chr13-30545210-67
Merged-chr10-108119748-35	chr10	108119423	108119974	+	0.000	0.000	Merged-chr10-108119748-35
Merged-chr2-66120274-20	chr2	66120123	66120446	+	0.000	0.000	Merged-chr2-66120274-20
Merged-chr16-49804249-6	chr16	49804108	49804409	+	0.000	0.000	Merged-chr16-49804249-6
Merged-chr5-37241961-6	chr5	37241773	37242141	+	0.000	0.000	Merged-chr5-37241961-6
Merged-chr5-93097663-1	chr5	93097565	93097763	+	0.000	0.000	Merged-chr5-93097663-1
Merged-chr13-32868285-30	chr13	32868061	32868540	+	0.000	0.000	Merged-chr13-32868285-30
Merged-chr18-70462917-22	chr18	70462701	70463110	+	0.000	0.000	Merged-chr18-70462917-22
Merged-chrX-36744841-35	chrX	36744490	36745162	+	0.000	0.000	Merged-chrX-36744841-35
Merged-chr2-152810370-23	chr2	152810090	152810637	+	0.000	0.000	Merged-chr2-152810370-23
Merged-chr9-124028680-14	chr9	124028491	124028910	+	0.000	0.000	Merged-chr9-124028680-14
Merged-chr16-64961833-18	chr16	64961680	64962069	+	0.000	0.000	Merged-chr16-64961833-18
Merged-chr10-120183053-23	chr10	120182897	120183298	+	0.000	0.000	Merged-chr10-120183053-23
Merged-chr2-105448364-1	chr2	105448266	105448464	+	0.000	0.000	Merged-chr2-105448364-1
Merged-chr2-156878033-50	chr2	156877780	156878222	+	0.000	0.000	Merged-chr2-156878033-50
Merged-chr15-99008995-43	chr15	99008745	99009246	+	0.000	0.000	Merged-chr15-99008995-43
Merged-chr11-98963701-42	chr11	98963412	98963987	+	0.000	0.000	Merged-chr11-98963701-42
Merged-chr15-34306839-46	chr15	34306616	34307092	+	0.000	0.000	Merged-chr15-34306839-46
Merged-chr1-125435397-141	chr1	125435071	125435979	+	0.000	0.000	Merged-chr1-125435397-141
Merged-chr9-64811336-89	chr9	64811008	64811826	+	0.000	0.000	Merged-chr9-64811336-89
Merged-chr1-43558472-4	chr1	43558291	43558637	+	0.000	0.000	Merged-chr1-43558472-4
Merged-chr4-11848499-2	chr4	11848394	11848607	+	0.000	0.000	Merged-chr4-11848499-2
Merged-chr10-83330457-45	chr10	83330217	83330719	+	0.000	0.000	Merged-chr10-83330457-45
Merged-chr9-124126510-17	chr9	124126342	124126732	+	0.000	0.000	Merged-chr9-124126510-17
Merged-chr4-145264291-60	chr4	145263998	145264989	+	0.000	0.000	Merged-chr4-145264291-60
Merged-chr6-35462751-23	chr6	35462511	35462994	+	0.000	0.000	Merged-chr6-35462751-23
Merged-chr1-60361245-1	chr1	60361147	60361345	+	0.000	0.000	Merged-chr1-60361245-1
Merged-chr18-4313720-2	chr18	4313622	4313820	+	0.000	0.000	Merged-chr18-4313720-2
Merged-chr1-171789069-81	chr1	171788561	171789764	+	0.000	0.000	Merged-chr1-171789069-81
Merged-chr18-67724731-110	chr18	67724348	67725039	+	0.000	0.000	Merged-chr18-67724731-110
Merged-chr3-107796765-38	chr3	107796535	107797043	+	0.000	0.000	Merged-chr3-107796765-38
Merged-chr1-166378841-2	chr1	166378743	166378941	+	0.000	0.000	Merged-chr1-166378841-2
Merged-chr10-40192592-2	chr10	40192444	40192743	+	0.000	0.000	Merged-chr10-40192592-2
Merged-chr9-44037294-17	chr9	44037137	44037479	+	0.000	0.000	Merged-chr9-44037294-17
Merged-chr13-59536572-15	chr13	59536356	59536772	+	0.000	0.000	Merged-chr13-59536572-15
Merged-chr18-21014602-17	chr18	21014412	21014795	+	0.000	0.000	Merged-chr18-21014602-17
Merged-chr19-40666029-20	chr19	40665863	40666210	+	0.000	0.000	Merged-chr19-40666029-20
Merged-chr13-107021671-17	chr13	107021371	107021829	+	0.000	0.000	Merged-chr13-107021671-17
Merged-chr7-139156945-61	chr7	139156555	139157370	+	0.000	0.000	Merged-chr7-139156945-61
Merged-chr11-97130741-21	chr11	97130348	97131136	+	0.000	0.000	Merged-chr11-97130741-21
Merged-chr18-4350067-14	chr18	4349783	4350288	+	0.000	0.000	Merged-chr18-4350067-14
Merged-chr9-24413892-11	chr9	24413735	24414083	+	0.000	0.000	Merged-chr9-24413892-11
Merged-chr13-33068250-9	chr13	33068100	33068397	+	0.000	0.000	Merged-chr13-33068250-9
Merged-chrX-71366909-38	chrX	71366046	71367426	+	0.000	0.000	Merged-chrX-71366909-38
Merged-chr11-82214647-44	chr11	82214387	82214854	+	0.000	0.000	Merged-chr11-82214647-44
Merged-chr13-33965220-126	chr13	33964785	33965498	+	0.000	0.000	Merged-chr13-33965220-126
Merged-chr2-60846200-3	chr2	60846076	60846334	+	0.000	0.000	Merged-chr2-60846200-3
Merged-chr2-66159765-1	chr2	66159667	66159865	+	0.000	0.000	Merged-chr2-66159765-1
Merged-chr1-151685302-45	chr1	151685082	151685610	+	0.000	0.000	Merged-chr1-151685302-45
Merged-chr8-122474248-52	chr8	122473991	122474453	+	0.000	0.000	Merged-chr8-122474248-52
Merged-chr9-117902721-89	chr9	117902298	117903250	+	0.000	0.000	Merged-chr9-117902721-89
Merged-chr7-119874114-5	chr7	119873978	119874246	+	0.000	0.000	Merged-chr7-119874114-5
Merged-chr18-89326061-22	chr18	89325822	89326326	+	0.000	0.000	Merged-chr18-89326061-22
Merged-chr7-139188300-93	chr7	139187774	139188677	+	0.000	0.000	Merged-chr7-139188300-93
Merged-chr8-13602555-4	chr8	13602361	13602754	+	0.000	0.000	Merged-chr8-13602555-4
Merged-chr10-111516621-97	chr10	111516196	111517088	+	0.000	0.000	Merged-chr10-111516621-97
Merged-chr9-120082843-44	chr9	120082619	120083075	+	0.000	0.000	Merged-chr9-120082843-44
Merged-chr6-128993036-49	chr6	128992786	128993566	+	0.000	0.000	Merged-chr6-128993036-49
Merged-chr7-28548591-17	chr7	28548426	28548876	+	0.000	0.000	Merged-chr7-28548591-17
Merged-chr13-22050796-90	chr13	22050402	22051244	+	0.000	0.000	Merged-chr13-22050796-90
Merged-chr19-41360707-21	chr19	41360300	41360917	+	0.000	0.000	Merged-chr19-41360707-21
Merged-chr3-32708836-74	chr3	32708509	32709079	+	0.000	0.000	Merged-chr3-32708836-74
Merged-chr19-43523434-47	chr19	43523239	43523667	+	0.000	0.000	Merged-chr19-43523434-47
Merged-chr17-12754650-32	chr17	12754471	12754901	+	0.000	0.000	Merged-chr17-12754650-32
Merged-chr15-8157171-7	chr15	8157007	8157354	+	0.000	0.000	Merged-chr15-8157171-7
Merged-chr10-118404667-11	chr10	118404507	118404881	+	0.000	0.000	Merged-chr10-118404667-11
Merged-chr18-23848494-27	chr18	23848199	23848986	+	0.000	0.000	Merged-chr18-23848494-27
Merged-chr18-73835590-83	chr18	73835309	73835868	+	0.000	0.000	Merged-chr18-73835590-83
Merged-chr19-40711719-10	chr19	40711545	40711897	+	0.000	0.000	Merged-chr19-40711719-10
Merged-chr15-99645060-19	chr15	99644849	99645278	+	0.000	0.000	Merged-chr15-99645060-19
Merged-chr13-114886987-4	chr13	114886889	114887087	+	0.000	0.000	Merged-chr13-114886987-4
Merged-chr7-92196294-1	chr7	92196196	92196394	+	0.000	0.000	Merged-chr7-92196294-1
Merged-chr10-8518233-215	chr10	8516876	8519360	+	0.000	0.000	Merged-chr10-8518233-215
Merged-chr9-117967761-11	chr9	117967581	117967908	+	0.000	0.000	Merged-chr9-117967761-11
Merged-chr13-114962151-20	chr13	114961900	114962379	+	0.000	0.000	Merged-chr13-114962151-20
Merged-chr7-139142586-1	chr7	139142488	139142686	+	0.000	0.000	Merged-chr7-139142586-1
Merged-chr4-135169344-25	chr4	135169120	135169528	+	0.000	0.000	Merged-chr4-135169344-25
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr10-83898059-2	chr10	83897952	83898168	+	0.000	0.000	Merged-chr10-83898059-2
Merged-chr9-123923476-12	chr9	123923300	123923626	+	0.000	0.000	Merged-chr9-123923476-12
Merged-chr9-124099299-15	chr9	124099114	124099497	+	0.000	0.000	Merged-chr9-124099299-15
Merged-chr9-123723255-25	chr9	123723051	123723472	+	0.000	0.000	Merged-chr9-123723255-25
Merged-chr8-33608229-103	chr8	33607614	33608798	+	0.000	0.000	Merged-chr8-33608229-103
Merged-chr9-58582361-93	chr9	58582017	58582771	+	0.000	0.000	Merged-chr9-58582361-93
Merged-chr5-150195334-1	chr5	150195236	150195434	+	0.000	0.000	Merged-chr5-150195334-1
Merged-chr13-100786411-88	chr13	100786150	100786754	+	0.000	0.000	Merged-chr13-100786411-88
Merged-chr16-75921068-56	chr16	75920816	75921354	+	0.000	0.000	Merged-chr16-75921068-56
Merged-chr18-66447922-43	chr18	66447711	66448131	+	0.000	0.000	Merged-chr18-66447922-43
Merged-chr4-135115670-2	chr4	135115568	135115775	+	0.000	0.000	Merged-chr4-135115670-2
Merged-chr3-84654205-56	chr3	84653982	84654462	+	0.000	0.000	Merged-chr3-84654205-56
Merged-chr4-135072823-8	chr4	135072658	135072987	+	0.000	0.000	Merged-chr4-135072823-8
Merged-chr10-118461028-8	chr10	118460883	118461225	+	0.000	0.000	Merged-chr10-118461028-8
Merged-chr6-131276753-31	chr6	131276419	131277167	+	0.000	0.000	Merged-chr6-131276753-31
Merged-chr5-62756252-19	chr5	62756077	62756433	+	0.000	0.000	Merged-chr5-62756252-19
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr3-94388255-39	chr3	94388025	94388536	+	0.000	0.000	Merged-chr3-94388255-39
Merged-chr1-193207990-101	chr1	193207438	193208574	+	0.000	0.000	Merged-chr1-193207990-101
Merged-chr2-65198704-18	chr2	65198512	65198889	+	0.000	0.000	Merged-chr2-65198704-18
Merged-chr16-31275130-59	chr16	31274841	31275443	+	0.000	0.000	Merged-chr16-31275130-59
Merged-chr10-44684800-1	chr10	44684702	44684900	+	0.000	0.000	Merged-chr10-44684800-1
Merged-chr4-133261852-12	chr4	133261676	133262061	+	0.000	0.000	Merged-chr4-133261852-12
Merged-chr1-136261068-1	chr1	136260970	136261168	+	0.000	0.000	Merged-chr1-136261068-1
Merged-chr5-138283804-1	chr5	138283706	138283904	+	0.000	0.000	Merged-chr5-138283804-1
Merged-chr3-90604900-80	chr3	90604246	90605492	+	0.000	0.000	Merged-chr3-90604900-80
Merged-chr16-78547576-18	chr16	78547417	78547737	+	0.000	0.000	Merged-chr16-78547576-18
Merged-chr11-67578583-16	chr11	67578372	67578839	+	0.000	0.000	Merged-chr11-67578583-16
Merged-chr6-7847080-25	chr6	7846911	7847282	+	0.000	0.000	Merged-chr6-7847080-25
Merged-chrX-167108657-26	chrX	167108401	167109011	+	0.000	0.000	Merged-chrX-167108657-26
Merged-chr1-130999778-14	chr1	130999583	130999977	+	0.000	0.000	Merged-chr1-130999778-14
Merged-chr15-66733250-8	chr15	66733122	66733385	+	0.000	0.000	Merged-chr15-66733250-8
Merged-chr1-191780513-20	chr1	191780272	191780775	+	0.000	0.000	Merged-chr1-191780513-20
Merged-chr2-148572235-2	chr2	148572123	148572350	+	0.000	0.000	Merged-chr2-148572235-2
Merged-chr7-38088667-4	chr7	38088565	38088772	+	0.000	0.000	Merged-chr7-38088667-4
Merged-chr7-127142485-2	chr7	127142373	127142599	+	0.000	0.000	Merged-chr7-127142485-2
Merged-chr17-12201252-1	chr17	12201154	12201352	+	0.000	0.000	Merged-chr17-12201252-1
Merged-chr7-67430219-9	chr7	67429925	67430459	+	0.000	0.000	Merged-chr7-67430219-9
Merged-chr6-17282259-15	chr6	17282056	17282567	+	0.000	0.000	Merged-chr6-17282259-15
Merged-chr15-82235726-13	chr15	82235551	82235985	+	0.000	0.000	Merged-chr15-82235726-13
Merged-chr4-135159310-41	chr4	135158747	135160148	+	0.000	0.000	Merged-chr4-135159310-41
Merged-chr17-44217575-17	chr17	44217361	44217816	+	0.000	0.000	Merged-chr17-44217575-17
Merged-chr10-44420150-34	chr10	44419838	44420545	+	0.000	0.000	Merged-chr10-44420150-34
Merged-chr3-137864256-74	chr3	137864026	137864469	+	0.000	0.000	Merged-chr3-137864256-74
Merged-chr5-120711649-45	chr5	120711359	120711958	+	0.000	0.000	Merged-chr5-120711649-45
Merged-chr11-68464858-12	chr11	68464722	68464981	+	0.000	0.000	Merged-chr11-68464858-12
Merged-chr1-153085366-59	chr1	153085043	153085632	+	0.000	0.000	Merged-chr1-153085366-59
Merged-chr17-12204575-1	chr17	12204477	12204675	+	0.000	0.000	Merged-chr17-12204575-1
Merged-chr2-120154380-93	chr2	120154158	120154855	+	0.000	0.000	Merged-chr2-120154380-93
Merged-chr11-78550738-54	chr11	78550526	78550973	+	0.000	0.000	Merged-chr11-78550738-54
Merged-chr12-113148662-1	chr12	113148564	113148762	+	0.000	0.000	Merged-chr12-113148662-1
Merged-chr3-27317154-55	chr3	27316846	27317576	+	0.000	0.000	Merged-chr3-27317154-55
Merged-chr4-86612042-62	chr4	86611756	86612303	+	0.000	0.000	Merged-chr4-86612042-62
Merged-chr1-40501898-34	chr1	40501481	40502282	+	0.000	0.000	Merged-chr1-40501898-34
Merged-chr7-118533138-91	chr7	118532883	118533387	+	0.000	0.000	Merged-chr7-118533138-91
Merged-chr4-11771838-52	chr4	11771546	11772167	+	0.000	0.000	Merged-chr4-11771838-52
Merged-chr7-141580300-4	chr7	141580182	141580427	+	0.000	0.000	Merged-chr7-141580300-4
Merged-chr2-128400561-8	chr2	128400383	128400735	+	0.000	0.000	Merged-chr2-128400561-8
Merged-chr6-112862022-40	chr6	112861713	112862317	+	0.000	0.000	Merged-chr6-112862022-40
Merged-chr17-29371271-29	chr17	29371071	29371445	+	0.000	0.000	Merged-chr17-29371271-29
Merged-chr1-138938113-5	chr1	138937990	138938258	+	0.000	0.000	Merged-chr1-138938113-5
Merged-chr19-6399338-114	chr19	6398552	6399994	+	0.000	0.000	Merged-chr19-6399338-114
Merged-chr11-53845784-30	chr11	53845492	53845953	+	0.000	0.000	Merged-chr11-53845784-30
Merged-chr2-9872018-1	chr2	9871920	9872118	+	0.000	0.000	Merged-chr2-9872018-1
Merged-chr13-101711564-33	chr13	101711352	101711932	+	0.000	0.000	Merged-chr13-101711564-33
Merged-chr17-80174428-10	chr17	80174247	80174651	+	0.000	0.000	Merged-chr17-80174428-10
Merged-chr11-6410086-1	chr11	6409988	6410186	+	0.000	0.000	Merged-chr11-6410086-1
Merged-chr11-70622499-26	chr11	70622257	70622712	+	0.000	0.000	Merged-chr11-70622499-26
Merged-chr10-19566068-15	chr10	19565912	19566219	+	0.000	0.000	Merged-chr10-19566068-15
Merged-chr14-78687892-42	chr14	78687631	78688155	+	0.000	0.000	Merged-chr14-78687892-42
Merged-chr4-11770125-1	chr4	11770027	11770225	+	0.000	0.000	Merged-chr4-11770125-1
Merged-chr6-129747542-62	chr6	129747053	129747784	+	0.000	0.000	Merged-chr6-129747542-62
Merged-chr13-12340337-1	chr13	12340239	12340437	+	0.000	0.000	Merged-chr13-12340337-1
Merged-chr11-95367219-42	chr11	95366914	95367499	+	0.000	0.000	Merged-chr11-95367219-42
Merged-chr9-120063137-1	chr9	120063039	120063237	+	0.000	0.000	Merged-chr9-120063137-1
Merged-chr13-110642336-1	chr13	110642238	110642436	+	0.000	0.000	Merged-chr13-110642336-1
Merged-chr6-135377824-45	chr6	135377631	135378038	+	0.000	0.000	Merged-chr6-135377824-45
Merged-chr1-33453228-39	chr1	33452850	33453697	+	0.000	0.000	Merged-chr1-33453228-39
Merged-chr14-73143302-64	chr14	73143105	73143513	+	0.000	0.000	Merged-chr14-73143302-64
Merged-chr2-153651465-6	chr2	153651228	153651643	+	0.000	0.000	Merged-chr2-153651465-6
Merged-chr11-78600384-46	chr11	78600012	78600776	+	0.000	0.000	Merged-chr11-78600384-46
Merged-chr2-9548561-14	chr2	9548310	9548754	+	0.000	0.000	Merged-chr2-9548561-14
Merged-chr16-44320422-17	chr16	44320192	44320641	+	0.000	0.000	Merged-chr16-44320422-17
Merged-chr5-135152691-12	chr5	135152528	135152821	+	0.000	0.000	Merged-chr5-135152691-12
Merged-chr14-70792747-14	chr14	70792579	70792984	+	0.000	0.000	Merged-chr14-70792747-14
Merged-chr2-164017275-1	chr2	164017177	164017375	+	0.000	0.000	Merged-chr2-164017275-1
Merged-chr6-128843451-97	chr6	128843038	128843741	+	0.000	0.000	Merged-chr6-128843451-97
Merged-chr12-112644805-96	chr12	112644538	112644996	+	0.000	0.000	Merged-chr12-112644805-96
Merged-chr2-58052877-27	chr2	58052707	58053082	+	0.000	0.000	Merged-chr2-58052877-27
Merged-chr7-114069993-85	chr7	114069677	114070493	+	0.000	0.000	Merged-chr7-114069993-85
Merged-chr5-142909413-47	chr5	142909081	142909663	+	0.000	0.000	Merged-chr5-142909413-47
Merged-chr9-109059231-128	chr9	109058931	109059610	+	0.000	0.000	Merged-chr9-109059231-128
Merged-chr6-135373259-1	chr6	135373161	135373359	+	0.000	0.000	Merged-chr6-135373259-1
Merged-chr18-23843567-42	chr18	23843284	23843899	+	0.000	0.000	Merged-chr18-23843567-42
Merged-chr4-114979566-1	chr4	114979468	114979666	+	0.000	0.000	Merged-chr4-114979566-1
Merged-chr12-100871436-2	chr12	100871318	100871556	+	0.000	0.000	Merged-chr12-100871436-2
