#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr7-112183404-37	chr7	112183218	112183644	+	0.000	0.000	Merged-chr7-112183404-37
Merged-chr7-45459501-134	chr7	45458983	45459963	+	0.000	0.000	Merged-chr7-45459501-134
Merged-chr18-35850892-1	chr18	35850794	35850992	+	0.000	0.000	Merged-chr18-35850892-1
Merged-chrX-57185087-24	chrX	57184928	57185294	+	0.000	0.000	Merged-chrX-57185087-24
Merged-chr12-16136516-15	chr12	16136323	16136710	+	0.000	0.000	Merged-chr12-16136516-15
Merged-chr12-8842561-54	chr12	8842234	8842902	+	0.000	0.000	Merged-chr12-8842561-54
Merged-chr11-113064807-7	chr11	113064563	113065001	+	0.000	0.000	Merged-chr11-113064807-7
Merged-chr16-30676152-12	chr16	30675967	30676309	+	0.000	0.000	Merged-chr16-30676152-12
Merged-chr13-48516187-54	chr13	48515915	48516409	+	0.000	0.000	Merged-chr13-48516187-54
Merged-chr8-119570093-35	chr8	119569865	119570289	+	0.000	0.000	Merged-chr8-119570093-35
Merged-chr17-32951665-11	chr17	32951466	32951880	+	0.000	0.000	Merged-chr17-32951665-11
Merged-chr3-138841387-35	chr3	138841117	138841664	+	0.000	0.000	Merged-chr3-138841387-35
Merged-chr11-94601858-52	chr11	94601585	94602175	+	0.000	0.000	Merged-chr11-94601858-52
Merged-chr8-111568252-1	chr8	111568154	111568352	+	0.000	0.000	Merged-chr8-111568252-1
Merged-chr18-61203937-17	chr18	61203761	61204224	+	0.000	0.000	Merged-chr18-61203937-17
Merged-chr15-36282090-18	chr15	36281858	36282352	+	0.000	0.000	Merged-chr15-36282090-18
Merged-chr18-34888660-2	chr18	34888562	34888760	+	0.000	0.000	Merged-chr18-34888660-2
Merged-chr1-165593131-11	chr1	165592894	165593394	+	0.000	0.000	Merged-chr1-165593131-11
Merged-chr17-6008372-53	chr17	6007965	6008654	+	0.000	0.000	Merged-chr17-6008372-53
Merged-chr11-115628140-53	chr11	115627957	115628343	+	0.000	0.000	Merged-chr11-115628140-53
Merged-chr11-69418987-65	chr11	69418682	69419372	+	0.000	0.000	Merged-chr11-69418987-65
Merged-chr7-99405979-6	chr7	99405799	99406151	+	0.000	0.000	Merged-chr7-99405979-6
Merged-chr16-57391412-52	chr16	57391297	57391531	+	0.000	0.000	Merged-chr16-57391412-52
Merged-chr3-63899109-67	chr3	63898641	63899720	+	0.000	0.000	Merged-chr3-63899109-67
Merged-chr6-129233058-42	chr6	129232869	129233290	+	0.000	0.000	Merged-chr6-129233058-42
Merged-chr13-74009522-65	chr13	74009243	74009867	+	0.000	0.000	Merged-chr13-74009522-65
Merged-chr9-61668916-18	chr9	61668749	61669068	+	0.000	0.000	Merged-chr9-61668916-18
Merged-chr4-152131321-112	chr4	152130986	152131862	+	0.000	0.000	Merged-chr4-152131321-112
Merged-chr1-40115520-4	chr1	40115398	40115646	+	0.000	0.000	Merged-chr1-40115520-4
Merged-chr17-46650576-37	chr17	46650380	46650829	+	0.000	0.000	Merged-chr17-46650576-37
Merged-chr7-12978119-80	chr7	12977939	12978486	+	0.000	0.000	Merged-chr7-12978119-80
Merged-chr4-134787167-34	chr4	134786916	134787387	+	0.000	0.000	Merged-chr4-134787167-34
Merged-chr6-99341138-7	chr6	99341031	99341251	+	0.000	0.000	Merged-chr6-99341138-7
Merged-chr10-68280104-14	chr10	68279812	68280373	+	0.000	0.000	Merged-chr10-68280104-14
Merged-chr14-61647853-9	chr14	61647357	61648160	+	0.000	0.000	Merged-chr14-61647853-9
Merged-chr3-131167877-5	chr3	131167678	131168042	+	0.000	0.000	Merged-chr3-131167877-5
Merged-chr15-64250975-3	chr15	64250830	64251157	+	0.000	0.000	Merged-chr15-64250975-3
Merged-chr6-85333277-106	chr6	85333048	85333552	+	0.000	0.000	Merged-chr6-85333277-106
Merged-chr1-136658709-14	chr1	136658454	136658998	+	0.000	0.000	Merged-chr1-136658709-14
Merged-chr1-94053106-6	chr1	94052997	94053217	+	0.000	0.000	Merged-chr1-94053106-6
Merged-chrX-75128700-9	chrX	75128571	75128848	+	0.000	0.000	Merged-chrX-75128700-9
Merged-chr10-121694737-9	chr10	121694492	121695014	+	0.000	0.000	Merged-chr10-121694737-9
Merged-chr14-61651236-1	chr14	61651138	61651336	+	0.000	0.000	Merged-chr14-61651236-1
Merged-chr6-91509519-24	chr6	91509283	91509830	+	0.000	0.000	Merged-chr6-91509519-24
Merged-chr7-99828320-56	chr7	99828073	99828504	+	0.000	0.000	Merged-chr7-99828320-56
Merged-chr9-21309354-45	chr9	21309155	21309559	+	0.000	0.000	Merged-chr9-21309354-45
Merged-chr12-54187652-1	chr12	54187554	54187752	+	0.000	0.000	Merged-chr12-54187652-1
Merged-chr10-17579420-10	chr10	17579172	17579697	+	0.000	0.000	Merged-chr10-17579420-10
Merged-chr4-54347799-3	chr4	54347587	54347995	+	0.000	0.000	Merged-chr4-54347799-3
Merged-chr4-145353246-1	chr4	145353148	145353346	+	0.000	0.000	Merged-chr4-145353246-1
Merged-chr11-119267918-49	chr11	119267661	119268174	+	0.000	0.000	Merged-chr11-119267918-49
Merged-chr9-78176886-14	chr9	78176724	78177217	+	0.000	0.000	Merged-chr9-78176886-14
Merged-chr9-85843556-83	chr9	85843148	85844361	+	0.000	0.000	Merged-chr9-85843556-83
Merged-chrX-57177488-49	chrX	57177283	57177763	+	0.000	0.000	Merged-chrX-57177488-49
Merged-chr16-59605623-3	chr16	59605509	59605741	+	0.000	0.000	Merged-chr16-59605623-3
Merged-chr5-64865423-3	chr5	64865304	64865539	+	0.000	0.000	Merged-chr5-64865423-3
Merged-chr2-117313708-68	chr2	117313143	117314245	+	0.000	0.000	Merged-chr2-117313708-68
Merged-chr10-99386107-51	chr10	99385812	99386400	+	0.000	0.000	Merged-chr10-99386107-51
Merged-chr4-137890747-20	chr4	137890551	137891000	+	0.000	0.000	Merged-chr4-137890747-20
Merged-chr3-106462412-68	chr3	106462194	106462655	+	0.000	0.000	Merged-chr3-106462412-68
Merged-chr6-48445520-29	chr6	48445098	48445912	+	0.000	0.000	Merged-chr6-48445520-29
Merged-chr15-101267852-38	chr15	101267507	101268246	+	0.000	0.000	Merged-chr15-101267852-38
Merged-chr2-59326202-1	chr2	59326104	59326302	+	0.000	0.000	Merged-chr2-59326202-1
Merged-chr3-51637013-67	chr3	51636740	51637223	+	0.000	0.000	Merged-chr3-51637013-67
Merged-chr1-60043073-49	chr1	60042609	60043588	+	0.000	0.000	Merged-chr1-60043073-49
Merged-chr2-112656502-8	chr2	112656321	112656635	+	0.000	0.000	Merged-chr2-112656502-8
Merged-chr1-180279893-43	chr1	180279703	180280070	+	0.000	0.000	Merged-chr1-180279893-43
Merged-chr12-15981888-31	chr12	15981546	15982120	+	0.000	0.000	Merged-chr12-15981888-31
Merged-chr11-96064642-6	chr11	96064443	96064864	+	0.000	0.000	Merged-chr11-96064642-6
Merged-chr7-51916961-18	chr7	51916755	51917211	+	0.000	0.000	Merged-chr7-51916961-18
Merged-chr15-97578299-40	chr15	97578072	97578519	+	0.000	0.000	Merged-chr15-97578299-40
Merged-chr1-92130217-1	chr1	92130119	92130317	+	0.000	0.000	Merged-chr1-92130217-1
Merged-chr2-169396513-5	chr2	169396388	169396635	+	0.000	0.000	Merged-chr2-169396513-5
Merged-chr6-124769389-50	chr6	124768911	124769806	+	0.000	0.000	Merged-chr6-124769389-50
Merged-chr1-34011991-3	chr1	34011878	34012121	+	0.000	0.000	Merged-chr1-34011991-3
Merged-chr10-96569117-3	chr10	96568991	96569261	+	0.000	0.000	Merged-chr10-96569117-3
Merged-chr7-131469591-22	chr7	131469337	131469895	+	0.000	0.000	Merged-chr7-131469591-22
Merged-chr3-121427201-1	chr3	121427103	121427301	+	0.000	0.000	Merged-chr3-121427201-1
Merged-chr15-6549135-35	chr15	6548841	6549348	+	0.000	0.000	Merged-chr15-6549135-35
Merged-chr19-36919663-6	chr19	36919518	36919805	+	0.000	0.000	Merged-chr19-36919663-6
Merged-chr15-53267286-91	chr15	53266868	53267614	+	0.000	0.000	Merged-chr15-53267286-91
Merged-chr6-48048352-72	chr6	48048076	48048781	+	0.000	0.000	Merged-chr6-48048352-72
Merged-chr12-116177118-24	chr12	116176922	116177328	+	0.000	0.000	Merged-chr12-116177118-24
Merged-chr8-81342289-116	chr8	81342055	81342765	+	0.000	0.000	Merged-chr8-81342289-116
Merged-chr6-89644280-112	chr6	89644005	89644498	+	0.000	0.000	Merged-chr6-89644280-112
Merged-chr2-91083113-36	chr2	91082900	91083341	+	0.000	0.000	Merged-chr2-91083113-36
Merged-chr15-75678935-117	chr15	75678462	75679444	+	0.000	0.000	Merged-chr15-75678935-117
Merged-chr1-128766652-9	chr1	128766477	128766798	+	0.000	0.000	Merged-chr1-128766652-9
Merged-chr3-131160429-7	chr3	131160252	131160596	+	0.000	0.000	Merged-chr3-131160429-7
Merged-chr12-55465291-109	chr12	55464675	55465928	+	0.000	0.000	Merged-chr12-55465291-109
Merged-chr9-89871377-1	chr9	89871279	89871477	+	0.000	0.000	Merged-chr9-89871377-1
Merged-chr6-57581328-81	chr6	57581135	57581537	+	0.000	0.000	Merged-chr6-57581328-81
Merged-chr19-17264970-50	chr19	17264503	17265173	+	0.000	0.000	Merged-chr19-17264970-50
Merged-chr11-113190697-71	chr11	113190401	113190974	+	0.000	0.000	Merged-chr11-113190697-71
Merged-chr10-75835813-94	chr10	75835382	75836495	+	0.000	0.000	Merged-chr10-75835813-94
Merged-chr1-125560657-77	chr1	125560299	125560999	+	0.000	0.000	Merged-chr1-125560657-77
Merged-chr10-17565414-37	chr10	17565240	17565671	+	0.000	0.000	Merged-chr10-17565414-37
Merged-chr3-129494383-46	chr3	129494197	129494629	+	0.000	0.000	Merged-chr3-129494383-46
Merged-chr14-21112934-51	chr14	21112692	21113143	+	0.000	0.000	Merged-chr14-21112934-51
Merged-chr5-38684647-63	chr5	38684399	38684943	+	0.000	0.000	Merged-chr5-38684647-63
Merged-chr12-17507357-35	chr12	17507124	17507572	+	0.000	0.000	Merged-chr12-17507357-35
Merged-chr6-41553590-24	chr6	41553353	41553876	+	0.000	0.000	Merged-chr6-41553590-24
Merged-chr10-75839326-47	chr10	75839131	75839586	+	0.000	0.000	Merged-chr10-75839326-47
Merged-chr7-143008523-86	chr7	143008339	143008798	+	0.000	0.000	Merged-chr7-143008523-86
Merged-chr7-141048528-56	chr7	141048110	141048796	+	0.000	0.000	Merged-chr7-141048528-56
Merged-chr9-66713857-60	chr9	66713427	66714437	+	0.000	0.000	Merged-chr9-66713857-60
Merged-chr4-6939109-3	chr4	6939010	6939212	+	0.000	0.000	Merged-chr4-6939109-3
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr1-89090487-27	chr1	89090249	89090746	+	0.000	0.000	Merged-chr1-89090487-27
Merged-chr9-123259798-3	chr9	123259682	123259908	+	0.000	0.000	Merged-chr9-123259798-3
Merged-chr19-46056669-79	chr19	46056312	46056985	+	0.000	0.000	Merged-chr19-46056669-79
Merged-chr5-107288558-3	chr5	107288328	107288773	+	0.000	0.000	Merged-chr5-107288558-3
Merged-chr2-169519676-1	chr2	169519578	169519776	+	0.000	0.000	Merged-chr2-169519676-1
Merged-chr1-192712111-29	chr1	192711872	192712404	+	0.000	0.000	Merged-chr1-192712111-29
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr1-175692845-123	chr1	175692543	175693121	+	0.000	0.000	Merged-chr1-175692845-123
Merged-chr19-46522561-12	chr19	46522360	46522773	+	0.000	0.000	Merged-chr19-46522561-12
Merged-chr9-118488337-36	chr9	118487697	118488776	+	0.000	0.000	Merged-chr9-118488337-36
Merged-chr2-61490220-2	chr2	61490122	61490320	+	0.000	0.000	Merged-chr2-61490220-2
Merged-chr10-7834042-2	chr10	7833879	7834208	+	0.000	0.000	Merged-chr10-7834042-2
Merged-chr1-61135959-73	chr1	61135507	61136209	+	0.000	0.000	Merged-chr1-61135959-73
Merged-chr2-180045488-2	chr2	180045370	180045608	+	0.000	0.000	Merged-chr2-180045488-2
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr15-98089164-1	chr15	98089066	98089264	+	0.000	0.000	Merged-chr15-98089164-1
Merged-chr6-91510562-8	chr6	91510302	91510742	+	0.000	0.000	Merged-chr6-91510562-8
Merged-chr7-112130852-17	chr7	112130610	112131144	+	0.000	0.000	Merged-chr7-112130852-17
Merged-chr10-96727425-36	chr10	96726873	96727794	+	0.000	0.000	Merged-chr10-96727425-36
Merged-chr19-24175252-8	chr19	24175071	24175429	+	0.000	0.000	Merged-chr19-24175252-8
Merged-chr5-90677751-17	chr5	90677484	90677931	+	0.000	0.000	Merged-chr5-90677751-17
Merged-chr4-106839622-103	chr4	106839027	106840610	+	0.000	0.000	Merged-chr4-106839622-103
Merged-chr2-18935718-26	chr2	18935488	18936033	+	0.000	0.000	Merged-chr2-18935718-26
Merged-chr6-48768830-54	chr6	48768507	48769285	+	0.000	0.000	Merged-chr6-48768830-54
Merged-chr2-28525849-107	chr2	28525220	28526139	+	0.000	0.000	Merged-chr2-28525849-107
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr4-129513609-16	chr4	129513363	129513832	+	0.000	0.000	Merged-chr4-129513609-16
Merged-chr7-30332139-43	chr7	30331929	30332336	+	0.000	0.000	Merged-chr7-30332139-43
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr16-93607987-44	chr16	93607804	93608321	+	0.000	0.000	Merged-chr16-93607987-44
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr7-29251339-19	chr7	29251103	29251583	+	0.000	0.000	Merged-chr7-29251339-19
Merged-chr4-101507927-30	chr4	101507565	101508319	+	0.000	0.000	Merged-chr4-101507927-30
Merged-chr10-127756982-5	chr10	127756843	127757131	+	0.000	0.000	Merged-chr10-127756982-5
Merged-chr10-127759558-36	chr10	127759233	127759828	+	0.000	0.000	Merged-chr10-127759558-36
Merged-chr15-98067714-22	chr15	98067473	98067907	+	0.000	0.000	Merged-chr15-98067714-22
Merged-chr17-47186443-8	chr17	47186294	47186610	+	0.000	0.000	Merged-chr17-47186443-8
Merged-chr10-96605420-13	chr10	96605239	96605602	+	0.000	0.000	Merged-chr10-96605420-13
Merged-chr15-61985320-81	chr15	61984852	61985846	+	0.000	0.000	Merged-chr15-61985320-81
Merged-chr1-152819680-3	chr1	152819553	152819833	+	0.000	0.000	Merged-chr1-152819680-3
Merged-chr18-49983163-13	chr18	49982971	49983301	+	0.000	0.000	Merged-chr18-49983163-13
Merged-chr2-155514842-20	chr2	155514649	155514996	+	0.000	0.000	Merged-chr2-155514842-20
Merged-chr5-72635707-35	chr5	72635459	72635922	+	0.000	0.000	Merged-chr5-72635707-35
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr15-93716227-1	chr15	93716129	93716327	+	0.000	0.000	Merged-chr15-93716227-1
Merged-chr10-17566999-53	chr10	17566625	17567336	+	0.000	0.000	Merged-chr10-17566999-53
Merged-chr4-95741888-1	chr4	95741790	95741988	+	0.000	0.000	Merged-chr4-95741888-1
Merged-chr4-106795465-4	chr4	106795290	106795641	+	0.000	0.000	Merged-chr4-106795465-4
Merged-chr9-119823942-29	chr9	119823668	119824204	+	0.000	0.000	Merged-chr9-119823942-29
Merged-chr2-28523932-3	chr2	28523822	28524056	+	0.000	0.000	Merged-chr2-28523932-3
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr15-36491915-22	chr15	36491695	36492216	+	0.000	0.000	Merged-chr15-36491915-22
Merged-chr3-121154322-4	chr3	121154166	121154514	+	0.000	0.000	Merged-chr3-121154322-4
Merged-chr10-20882813-50	chr10	20882428	20883044	+	0.000	0.000	Merged-chr10-20882813-50
Merged-chr15-99295026-65	chr15	99294785	99295328	+	0.000	0.000	Merged-chr15-99295026-65
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr1-91942130-2	chr1	91942011	91942252	+	0.000	0.000	Merged-chr1-91942130-2
Merged-chr1-89140211-1	chr1	89140113	89140311	+	0.000	0.000	Merged-chr1-89140211-1
Merged-chr15-39943726-117	chr15	39943511	39944181	+	0.000	0.000	Merged-chr15-39943726-117
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr15-66862643-3	chr15	66862455	66862820	+	0.000	0.000	Merged-chr15-66862643-3
Merged-chr12-98900486-1	chr12	98900388	98900586	+	0.000	0.000	Merged-chr12-98900486-1
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr7-122067186-72	chr7	122066763	122067539	+	0.000	0.000	Merged-chr7-122067186-72
Merged-chr1-92069636-27	chr1	92069440	92069884	+	0.000	0.000	Merged-chr1-92069636-27
Merged-chr2-117390290-84	chr2	117390013	117390550	+	0.000	0.000	Merged-chr2-117390290-84
Merged-chr15-57793258-25	chr15	57793057	57793508	+	0.000	0.000	Merged-chr15-57793258-25
Merged-chr1-165609765-26	chr1	165609559	165609973	+	0.000	0.000	Merged-chr1-165609765-26
Merged-chr4-145353914-49	chr4	145353658	145354125	+	0.000	0.000	Merged-chr4-145353914-49
Merged-chr18-50035311-3	chr18	50035188	50035444	+	0.000	0.000	Merged-chr18-50035311-3
Merged-chr2-173647246-19	chr2	173647108	173647390	+	0.000	0.000	Merged-chr2-173647246-19
Merged-chr6-129210550-50	chr6	129210326	129210776	+	0.000	0.000	Merged-chr6-129210550-50
Merged-chr12-85702871-4	chr12	85702747	85702994	+	0.000	0.000	Merged-chr12-85702871-4
Merged-chr8-91545805-43	chr8	91545472	91546044	+	0.000	0.000	Merged-chr8-91545805-43
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr3-55373923-35	chr3	55373698	55374177	+	0.000	0.000	Merged-chr3-55373923-35
Merged-chr4-86925152-26	chr4	86924870	86925338	+	0.000	0.000	Merged-chr4-86925152-26
Merged-chr6-94509203-28	chr6	94508874	94509559	+	0.000	0.000	Merged-chr6-94509203-28
Merged-chr10-121305598-5	chr10	121305446	121305753	+	0.000	0.000	Merged-chr10-121305598-5
Merged-chr1-181229140-10	chr1	181229003	181229298	+	0.000	0.000	Merged-chr1-181229140-10
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr4-150269601-64	chr4	150269248	150270104	+	0.000	0.000	Merged-chr4-150269601-64
Merged-chr7-6286404-52	chr7	6286118	6286707	+	0.000	0.000	Merged-chr7-6286404-52
Merged-chr6-59451158-16	chr6	59450987	59451342	+	0.000	0.000	Merged-chr6-59451158-16
Merged-chr7-35127925-16	chr7	35127580	35128174	+	0.000	0.000	Merged-chr7-35127925-16
Merged-chr9-108808436-49	chr9	108808199	108808677	+	0.000	0.000	Merged-chr9-108808436-49
Merged-chr2-117389704-2	chr2	117389573	117389837	+	0.000	0.000	Merged-chr2-117389704-2
Merged-chr5-143622364-69	chr5	143622117	143622628	+	0.000	0.000	Merged-chr5-143622364-69
Merged-chr3-87770520-4	chr3	87770411	87770648	+	0.000	0.000	Merged-chr3-87770520-4
Merged-chr11-23819028-15	chr11	23818858	23819184	+	0.000	0.000	Merged-chr11-23819028-15
Merged-chr2-103663378-1	chr2	103663280	103663478	+	0.000	0.000	Merged-chr2-103663378-1
Merged-chr11-113005354-7	chr11	113005193	113005524	+	0.000	0.000	Merged-chr11-113005354-7
Merged-chr18-78969407-8	chr18	78969177	78969646	+	0.000	0.000	Merged-chr18-78969407-8
Merged-chr9-96652845-6	chr9	96652709	96652972	+	0.000	0.000	Merged-chr9-96652845-6
Merged-chr15-97667744-45	chr15	97667466	97667984	+	0.000	0.000	Merged-chr15-97667744-45
Merged-chr7-30323096-14	chr7	30322935	30323250	+	0.000	0.000	Merged-chr7-30323096-14
Merged-chr11-23769883-11	chr11	23769692	23770103	+	0.000	0.000	Merged-chr11-23769883-11
Merged-chr10-60566717-28	chr10	60566297	60567029	+	0.000	0.000	Merged-chr10-60566717-28
Merged-chr3-52088711-20	chr3	52088451	52088989	+	0.000	0.000	Merged-chr3-52088711-20
Merged-chr15-93551725-1	chr15	93551627	93551825	+	0.000	0.000	Merged-chr15-93551725-1
Merged-chr17-30159470-1	chr17	30159372	30159570	+	0.000	0.000	Merged-chr17-30159470-1
Merged-chr15-36375084-60	chr15	36374708	36375377	+	0.000	0.000	Merged-chr15-36375084-60
Merged-chr10-4266749-50	chr10	4266490	4267116	+	0.000	0.000	Merged-chr10-4266749-50
Merged-chr5-122994726-55	chr5	122994453	122994954	+	0.000	0.000	Merged-chr5-122994726-55
Merged-chr16-97419775-1	chr16	97419677	97419875	+	0.000	0.000	Merged-chr16-97419775-1
Merged-chr10-14087523-10	chr10	14087365	14087720	+	0.000	0.000	Merged-chr10-14087523-10
Merged-chr5-25223031-65	chr5	25222582	25223293	+	0.000	0.000	Merged-chr5-25223031-65
Merged-chr8-91507766-35	chr8	91507478	91508054	+	0.000	0.000	Merged-chr8-91507766-35
Merged-chr11-113058240-2	chr11	113058058	113058425	+	0.000	0.000	Merged-chr11-113058240-2
Merged-chr15-86173285-7	chr15	86173161	86173473	+	0.000	0.000	Merged-chr15-86173285-7
Merged-chr1-128615599-2	chr1	128615475	128615726	+	0.000	0.000	Merged-chr1-128615599-2
Merged-chr19-4283203-50	chr19	4282936	4283427	+	0.000	0.000	Merged-chr19-4283203-50
Merged-chr1-36501424-22	chr1	36501246	36501675	+	0.000	0.000	Merged-chr1-36501424-22
Merged-chr8-111527388-53	chr8	111527018	111527815	+	0.000	0.000	Merged-chr8-111527388-53
Merged-chr13-112355130-25	chr13	112354839	112355423	+	0.000	0.000	Merged-chr13-112355130-25
Merged-chr5-134269909-65	chr5	134269470	134270144	+	0.000	0.000	Merged-chr5-134269909-65
Merged-chr4-154962096-2	chr4	154961998	154962196	+	0.000	0.000	Merged-chr4-154962096-2
Merged-chr17-47130071-7	chr17	47129917	47130230	+	0.000	0.000	Merged-chr17-47130071-7
Merged-chr5-34198802-20	chr5	34198587	34198949	+	0.000	0.000	Merged-chr5-34198802-20
Merged-chr5-135616248-16	chr5	135616082	135616391	+	0.000	0.000	Merged-chr5-135616248-16
Merged-chr3-83841450-68	chr3	83841125	83841852	+	0.000	0.000	Merged-chr3-83841450-68
Merged-chr1-69692321-35	chr1	69692045	69692628	+	0.000	0.000	Merged-chr1-69692321-35
Merged-chr7-6283568-82	chr7	6283314	6283936	+	0.000	0.000	Merged-chr7-6283568-82
Merged-chr10-96496661-19	chr10	96496330	96496985	+	0.000	0.000	Merged-chr10-96496661-19
Merged-chr9-85842591-29	chr9	85842080	85842923	+	0.000	0.000	Merged-chr9-85842591-29
Merged-chr11-6559219-2	chr11	6559115	6559325	+	0.000	0.000	Merged-chr11-6559219-2
Merged-chr1-131828072-77	chr1	131827767	131828338	+	0.000	0.000	Merged-chr1-131828072-77
Merged-chr17-73108005-72	chr17	73107681	73108310	+	0.000	0.000	Merged-chr17-73108005-72
Merged-chr9-25104838-18	chr9	25104643	25105120	+	0.000	0.000	Merged-chr9-25104838-18
Merged-chr9-51215615-7	chr9	51215434	51215760	+	0.000	0.000	Merged-chr9-51215615-7
Merged-chr8-91395164-1	chr8	91395066	91395264	+	0.000	0.000	Merged-chr8-91395164-1
Merged-chr14-57729995-40	chr14	57729525	57730516	+	0.000	0.000	Merged-chr14-57729995-40
Merged-chr7-6285679-1	chr7	6285581	6285779	+	0.000	0.000	Merged-chr7-6285679-1
Merged-chr15-73645623-78	chr15	73644817	73646130	+	0.000	0.000	Merged-chr15-73645623-78
Merged-chr17-26203308-51	chr17	26202796	26203743	+	0.000	0.000	Merged-chr17-26203308-51
Merged-chr11-20543793-3	chr11	20543684	20543915	+	0.000	0.000	Merged-chr11-20543793-3
Merged-chr11-23782249-9	chr11	23782062	23782436	+	0.000	0.000	Merged-chr11-23782249-9
Merged-chr19-29272256-4	chr19	29272013	29272450	+	0.000	0.000	Merged-chr19-29272256-4
Merged-chrX-135009119-100	chrX	135008709	135009378	+	0.000	0.000	Merged-chrX-135009119-100
Merged-chr2-19658745-7	chr2	19658497	19659022	+	0.000	0.000	Merged-chr2-19658745-7
Merged-chr2-135873897-14	chr2	135873630	135874213	+	0.000	0.000	Merged-chr2-135873897-14
Merged-chr6-94661455-67	chr6	94660868	94661776	+	0.000	0.000	Merged-chr6-94661455-67
Merged-chr18-60803637-35	chr18	60803243	60803914	+	0.000	0.000	Merged-chr18-60803637-35
Merged-chr10-59335459-37	chr10	59335250	59335759	+	0.000	0.000	Merged-chr10-59335459-37
Merged-chr1-164511894-12	chr1	164511683	164512128	+	0.000	0.000	Merged-chr1-164511894-12
Merged-chr18-35831986-19	chr18	35831677	35832245	+	0.000	0.000	Merged-chr18-35831986-19
Merged-chr14-14607297-4	chr14	14607180	14607417	+	0.000	0.000	Merged-chr14-14607297-4
Merged-chr9-89885540-1	chr9	89885442	89885640	+	0.000	0.000	Merged-chr9-89885540-1
Merged-chr3-88772617-19	chr3	88772364	88772829	+	0.000	0.000	Merged-chr3-88772617-19
Merged-chr3-89688909-16	chr3	89688706	89689070	+	0.000	0.000	Merged-chr3-89688909-16
Merged-chr8-70695540-7	chr8	70695352	70695719	+	0.000	0.000	Merged-chr8-70695540-7
Merged-chr12-36041800-3	chr12	36041587	36041958	+	0.000	0.000	Merged-chr12-36041800-3
Merged-chr8-81769276-10	chr8	81769027	81769471	+	0.000	0.000	Merged-chr8-81769276-10
Merged-chr11-69408821-21	chr11	69408664	69408995	+	0.000	0.000	Merged-chr11-69408821-21
Merged-chr2-103583427-9	chr2	103583183	103583612	+	0.000	0.000	Merged-chr2-103583427-9
Merged-chr2-28526333-12	chr2	28526172	28526529	+	0.000	0.000	Merged-chr2-28526333-12
Merged-chr6-37459793-1	chr6	37459695	37459893	+	0.000	0.000	Merged-chr6-37459793-1
Merged-chr4-156013915-55	chr4	156013589	156014479	+	0.000	0.000	Merged-chr4-156013915-55
Merged-chr10-121268962-23	chr10	121268752	121269183	+	0.000	0.000	Merged-chr10-121268962-23
Merged-chr13-43774308-28	chr13	43774037	43774520	+	0.000	0.000	Merged-chr13-43774308-28
Merged-chr2-33178100-27	chr2	33177654	33178549	+	0.000	0.000	Merged-chr2-33178100-27
Merged-chr8-84700056-8	chr8	84699916	84700267	+	0.000	0.000	Merged-chr8-84700056-8
Merged-chr9-62555590-11	chr9	62555417	62555747	+	0.000	0.000	Merged-chr9-62555590-11
Merged-chr15-77733561-52	chr15	77733239	77733848	+	0.000	0.000	Merged-chr15-77733561-52
Merged-chrX-12137054-22	chrX	12136491	12137470	+	0.000	0.000	Merged-chrX-12137054-22
Merged-chr3-131019630-77	chr3	131019432	131019918	+	0.000	0.000	Merged-chr3-131019630-77
