#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
Merged-chr11-104609685-47	chr11	104609198	104610049	+	0.000	0.000	Merged-chr11-104609685-47
Merged-chr8-75109264-106	chr8	75109011	75109696	+	0.000	0.000	Merged-chr8-75109264-106
Merged-chr18-38365063-36	chr18	38364868	38365413	+	0.000	0.000	Merged-chr18-38365063-36
Merged-chr3-137083940-2	chr3	137083834	137084049	+	0.000	0.000	Merged-chr3-137083940-2
Merged-chr10-81559709-58	chr10	81559247	81560094	+	0.000	0.000	Merged-chr10-81559709-58
Merged-chr4-156033433-76	chr4	156032692	156033829	+	0.000	0.000	Merged-chr4-156033433-76
Merged-chr4-135272795-85	chr4	135272557	135273159	+	0.000	0.000	Merged-chr4-135272795-85
Merged-chr18-4279320-20	chr18	4279115	4279539	+	0.000	0.000	Merged-chr18-4279320-20
Merged-chr11-97123645-15	chr11	97123477	97123793	+	0.000	0.000	Merged-chr11-97123645-15
Merged-chr2-128068995-12	chr2	128068566	128069349	+	0.000	0.000	Merged-chr2-128068995-12
Merged-chr4-156026323-38	chr4	156026074	156026525	+	0.000	0.000	Merged-chr4-156026323-38
Merged-chr1-127638103-34	chr1	127637729	127638375	+	0.000	0.000	Merged-chr1-127638103-34
Merged-chr4-43478535-62	chr4	43478288	43479053	+	0.000	0.000	Merged-chr4-43478535-62
Merged-chr2-84937691-7	chr2	84937535	84937836	+	0.000	0.000	Merged-chr2-84937691-7
Merged-chr10-42068766-23	chr10	42068538	42069108	+	0.000	0.000	Merged-chr10-42068766-23
Merged-chr5-113837178-5	chr5	113836950	113837376	+	0.000	0.000	Merged-chr5-113837178-5
Merged-chr2-112501406-34	chr2	112501215	112501596	+	0.000	0.000	Merged-chr2-112501406-34
Merged-chr14-121355632-5	chr14	121355411	121355787	+	0.000	0.000	Merged-chr14-121355632-5
Merged-chr15-52712614-89	chr15	52712155	52713074	+	0.000	0.000	Merged-chr15-52712614-89
Merged-chr5-150180477-11	chr5	150180270	150180668	+	0.000	0.000	Merged-chr5-150180477-11
Merged-chr9-21760442-62	chr9	21760197	21760674	+	0.000	0.000	Merged-chr9-21760442-62
Merged-chr10-26203040-18	chr10	26202786	26203368	+	0.000	0.000	Merged-chr10-26203040-18
Merged-chr5-134227852-2	chr5	134227728	134227979	+	0.000	0.000	Merged-chr5-134227852-2
Merged-chr15-10662317-27	chr15	10662059	10662532	+	0.000	0.000	Merged-chr15-10662317-27
Merged-chr9-58581586-1	chr9	58581488	58581686	+	0.000	0.000	Merged-chr9-58581586-1
Merged-chr11-87974863-24	chr11	87974659	87975140	+	0.000	0.000	Merged-chr11-87974863-24
Merged-chr2-167351691-26	chr2	167351514	167351930	+	0.000	0.000	Merged-chr2-167351691-26
Merged-chr3-84673728-22	chr3	84673501	84673985	+	0.000	0.000	Merged-chr3-84673728-22
Merged-chr3-137853117-36	chr3	137852917	137853364	+	0.000	0.000	Merged-chr3-137853117-36
Merged-chr9-32521383-3	chr9	32521232	32521513	+	0.000	0.000	Merged-chr9-32521383-3
Merged-chr10-41477275-81	chr10	41476782	41477642	+	0.000	0.000	Merged-chr10-41477275-81
Merged-chr8-115758506-8	chr8	115758300	115758690	+	0.000	0.000	Merged-chr8-115758506-8
Merged-chr19-46338710-45	chr19	46338469	46339012	+	0.000	0.000	Merged-chr19-46338710-45
Merged-chr4-44301035-47	chr4	44300846	44301281	+	0.000	0.000	Merged-chr4-44301035-47
Merged-chr4-89486626-2	chr4	89486528	89486726	+	0.000	0.000	Merged-chr4-89486626-2
Merged-chr4-43958320-4	chr4	43958195	43958446	+	0.000	0.000	Merged-chr4-43958320-4
Merged-chr11-97109846-4	chr11	97109724	97109987	+	0.000	0.000	Merged-chr11-97109846-4
Merged-chr2-90504892-57	chr2	90504634	90505125	+	0.000	0.000	Merged-chr2-90504892-57
Merged-chr2-112504437-3	chr2	112504311	112504566	+	0.000	0.000	Merged-chr2-112504437-3
Merged-chr6-108631007-44	chr6	108630706	108631217	+	0.000	0.000	Merged-chr6-108631007-44
Merged-chr3-159500242-1	chr3	159500144	159500342	+	0.000	0.000	Merged-chr3-159500242-1
Merged-chr5-112276109-3	chr5	112276011	112276209	+	0.000	0.000	Merged-chr5-112276109-3
Merged-chr17-44735939-118	chr17	44735385	44736540	+	0.000	0.000	Merged-chr17-44735939-118
Merged-chr1-133816158-89	chr1	133815766	133816396	+	0.000	0.000	Merged-chr1-133816158-89
Merged-chr4-89310885-77	chr4	89310670	89311117	+	0.000	0.000	Merged-chr4-89310885-77
Merged-chr10-91171270-131	chr10	91170615	91171843	+	0.000	0.000	Merged-chr10-91171270-131
Merged-chr18-74789604-25	chr18	74789369	74789947	+	0.000	0.000	Merged-chr18-74789604-25
Merged-chr1-131021183-1	chr1	131021085	131021283	+	0.000	0.000	Merged-chr1-131021183-1
Merged-chr1-40470075-45	chr1	40469691	40470320	+	0.000	0.000	Merged-chr1-40470075-45
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr14-121349537-45	chr14	121349306	121349813	+	0.000	0.000	Merged-chr14-121349537-45
Merged-chr4-43483112-12	chr4	43482954	43483290	+	0.000	0.000	Merged-chr4-43483112-12
Merged-chr10-26229708-29	chr10	26229361	26229937	+	0.000	0.000	Merged-chr10-26229708-29
Merged-chr4-46794898-7	chr4	46794751	46795042	+	0.000	0.000	Merged-chr4-46794898-7
Merged-chr16-52470408-42	chr16	52470163	52470708	+	0.000	0.000	Merged-chr16-52470408-42
Merged-chr3-9767219-17	chr3	9767049	9767397	+	0.000	0.000	Merged-chr3-9767219-17
Merged-chr4-152447863-18	chr4	152447673	152448088	+	0.000	0.000	Merged-chr4-152447863-18
Merged-chr14-25379059-15	chr14	25378817	25379260	+	0.000	0.000	Merged-chr14-25379059-15
Merged-chr3-102719732-28	chr3	102719520	102719893	+	0.000	0.000	Merged-chr3-102719732-28
Merged-chr1-181865923-4	chr1	181865678	181866134	+	0.000	0.000	Merged-chr1-181865923-4
Merged-chr8-115826691-38	chr8	115826094	115827013	+	0.000	0.000	Merged-chr8-115826691-38
Merged-chr4-135119074-2	chr4	135118939	135119211	+	0.000	0.000	Merged-chr4-135119074-2
Merged-chr4-135292823-34	chr4	135292626	135293005	+	0.000	0.000	Merged-chr4-135292823-34
Merged-chr11-95337203-127	chr11	95336490	95337734	+	0.000	0.000	Merged-chr11-95337203-127
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr13-38528212-101	chr13	38527992	38528495	+	0.000	0.000	Merged-chr13-38528212-101
Merged-chr18-62179910-61	chr18	62179416	62180227	+	0.000	0.000	Merged-chr18-62179910-61
Merged-chr2-164769830-56	chr2	164769584	164770092	+	0.000	0.000	Merged-chr2-164769830-56
Merged-chr1-43138618-9	chr1	43138453	43138764	+	0.000	0.000	Merged-chr1-43138618-9
Merged-chr2-53191646-133	chr2	53191416	53191877	+	0.000	0.000	Merged-chr2-53191646-133
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr13-37994067-78	chr13	37993584	37994366	+	0.000	0.000	Merged-chr13-37994067-78
Merged-chr11-49956068-20	chr11	49955844	49956278	+	0.000	0.000	Merged-chr11-49956068-20
Merged-chr10-19594652-16	chr10	19594341	19594860	+	0.000	0.000	Merged-chr10-19594652-16
Merged-chr6-108688529-50	chr6	108688054	108688862	+	0.000	0.000	Merged-chr6-108688529-50
Merged-chr5-107961326-100	chr5	107960764	107961885	+	0.000	0.000	Merged-chr5-107961326-100
Merged-chr19-18631060-3	chr19	18630962	18631160	+	0.000	0.000	Merged-chr19-18631060-3
Merged-chr16-78591395-28	chr16	78591157	78591594	+	0.000	0.000	Merged-chr16-78591395-28
Merged-chr6-131292512-2	chr6	131292344	131292683	+	0.000	0.000	Merged-chr6-131292512-2
Merged-chr12-55060486-57	chr12	55060194	55060838	+	0.000	0.000	Merged-chr12-55060486-57
Merged-chr11-119023233-65	chr11	119022763	119023619	+	0.000	0.000	Merged-chr11-119023233-65
Merged-chr4-40876034-58	chr4	40875784	40876512	+	0.000	0.000	Merged-chr4-40876034-58
Merged-chr1-133772062-25	chr1	133771904	133772236	+	0.000	0.000	Merged-chr1-133772062-25
Merged-chr17-44745562-14	chr17	44745431	44745701	+	0.000	0.000	Merged-chr17-44745562-14
Merged-chr5-77092081-48	chr5	77091611	77092499	+	0.000	0.000	Merged-chr5-77092081-48
Merged-chr2-52421361-38	chr2	52421039	52421694	+	0.000	0.000	Merged-chr2-52421361-38
Merged-chr9-35117725-13	chr9	35117552	35117880	+	0.000	0.000	Merged-chr9-35117725-13
Merged-chr2-91526999-80	chr2	91526577	91527182	+	0.000	0.000	Merged-chr2-91526999-80
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr5-139283692-32	chr5	139283502	139283852	+	0.000	0.000	Merged-chr5-139283692-32
Merged-chr3-102697819-15	chr3	102697568	102698100	+	0.000	0.000	Merged-chr3-102697819-15
Merged-chr13-95688740-7	chr13	95688629	95688852	+	0.000	0.000	Merged-chr13-95688740-7
Merged-chr9-13820918-14	chr9	13820676	13821185	+	0.000	0.000	Merged-chr9-13820918-14
Merged-chr13-101797188-14	chr13	101796910	101797435	+	0.000	0.000	Merged-chr13-101797188-14
Merged-chr2-27730230-3	chr2	27730042	27730385	+	0.000	0.000	Merged-chr2-27730230-3
Merged-chr14-121262951-12	chr14	121262766	121263085	+	0.000	0.000	Merged-chr14-121262951-12
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr17-79020706-82	chr17	79020412	79021088	+	0.000	0.000	Merged-chr17-79020706-82
Merged-chr2-128396137-30	chr2	128395905	128396347	+	0.000	0.000	Merged-chr2-128396137-30
Merged-chr10-80668783-8	chr10	80668563	80669030	+	0.000	0.000	Merged-chr10-80668783-8
Merged-chr18-62163179-10	chr18	62163022	62163316	+	0.000	0.000	Merged-chr18-62163179-10
Merged-chr8-3327989-13	chr8	3327770	3328158	+	0.000	0.000	Merged-chr8-3327989-13
Merged-chr1-74391638-119	chr1	74391107	74392404	+	0.000	0.000	Merged-chr1-74391638-119
Merged-chr11-67563339-33	chr11	67563039	67563548	+	0.000	0.000	Merged-chr11-67563339-33
Merged-chr8-70351517-7	chr8	70351348	70351678	+	0.000	0.000	Merged-chr8-70351517-7
Merged-chr3-84666223-45	chr3	84665960	84666414	+	0.000	0.000	Merged-chr3-84666223-45
Merged-chr3-93548617-27	chr3	93548415	93548863	+	0.000	0.000	Merged-chr3-93548617-27
Merged-chr7-143706917-33	chr7	143706652	143707203	+	0.000	0.000	Merged-chr7-143706917-33
Merged-chr3-93562558-40	chr3	93562330	93562837	+	0.000	0.000	Merged-chr3-93562558-40
Merged-chr4-43957748-73	chr4	43957382	43958124	+	0.000	0.000	Merged-chr4-43957748-73
Merged-chr18-83901450-1	chr18	83901352	83901550	+	0.000	0.000	Merged-chr18-83901450-1
Merged-chr18-83839086-1	chr18	83838988	83839186	+	0.000	0.000	Merged-chr18-83839086-1
Merged-chr12-100711122-1	chr12	100711024	100711222	+	0.000	0.000	Merged-chr12-100711122-1
Merged-chr19-11048219-7	chr19	11048025	11048454	+	0.000	0.000	Merged-chr19-11048219-7
Merged-chr10-81508200-58	chr10	81507965	81508383	+	0.000	0.000	Merged-chr10-81508200-58
Merged-chr2-11268730-3	chr2	11268616	11268838	+	0.000	0.000	Merged-chr2-11268730-3
Merged-chr2-167368562-3	chr2	167368376	167368725	+	0.000	0.000	Merged-chr2-167368562-3
Merged-chr1-181881730-30	chr1	181881419	181882002	+	0.000	0.000	Merged-chr1-181881730-30
Merged-chr5-134253618-20	chr5	134253306	134254149	+	0.000	0.000	Merged-chr5-134253618-20
Merged-chr18-75387549-45	chr18	75387300	75387728	+	0.000	0.000	Merged-chr18-75387549-45
Merged-chr8-122460607-106	chr8	122459866	122461020	+	0.000	0.000	Merged-chr8-122460607-106
Merged-chr2-79248548-10	chr2	79248363	79248755	+	0.000	0.000	Merged-chr2-79248548-10
Merged-chr10-94426440-41	chr10	94426191	94426725	+	0.000	0.000	Merged-chr10-94426440-41
Merged-chr4-149518177-56	chr4	149517935	149518515	+	0.000	0.000	Merged-chr4-149518177-56
Merged-chr16-32229198-4	chr16	32229080	32229334	+	0.000	0.000	Merged-chr16-32229198-4
Merged-chr3-96269426-97	chr3	96269149	96269930	+	0.000	0.000	Merged-chr3-96269426-97
Merged-chr9-72662335-52	chr9	72661757	72662731	+	0.000	0.000	Merged-chr9-72662335-52
Merged-chr2-32875161-7	chr2	32875009	32875351	+	0.000	0.000	Merged-chr2-32875161-7
Merged-chr4-133056441-57	chr4	133055868	133056947	+	0.000	0.000	Merged-chr4-133056441-57
Merged-chr11-72993090-1	chr11	72992992	72993190	+	0.000	0.000	Merged-chr11-72993090-1
Merged-chr6-108922782-44	chr6	108922555	108922983	+	0.000	0.000	Merged-chr6-108922782-44
Merged-chr6-108672304-39	chr6	108672071	108672493	+	0.000	0.000	Merged-chr6-108672304-39
Merged-chr16-58543350-40	chr16	58543075	58543623	+	0.000	0.000	Merged-chr16-58543350-40
Merged-chr1-133800869-2	chr1	133800771	133800969	+	0.000	0.000	Merged-chr1-133800869-2
Merged-chr13-43303864-113	chr13	43303210	43304446	+	0.000	0.000	Merged-chr13-43303864-113
Merged-chr19-55260920-21	chr19	55260670	55261214	+	0.000	0.000	Merged-chr19-55260920-21
Merged-chr2-22957628-19	chr2	22957372	22957805	+	0.000	0.000	Merged-chr2-22957628-19
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr2-90496701-53	chr2	90496299	90497167	+	0.000	0.000	Merged-chr2-90496701-53
Merged-chr11-97118364-8	chr11	97118209	97118513	+	0.000	0.000	Merged-chr11-97118364-8
Merged-chr1-131021711-12	chr1	131021491	131021945	+	0.000	0.000	Merged-chr1-131021711-12
Merged-chr11-68448459-1	chr11	68448361	68448559	+	0.000	0.000	Merged-chr11-68448459-1
Merged-chr10-81473073-16	chr10	81472775	81473297	+	0.000	0.000	Merged-chr10-81473073-16
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr1-88699644-21	chr1	88699422	88699855	+	0.000	0.000	Merged-chr1-88699644-21
Merged-chr4-135155615-17	chr4	135155284	135155925	+	0.000	0.000	Merged-chr4-135155615-17
Merged-chr15-73724904-65	chr15	73724443	73725311	+	0.000	0.000	Merged-chr15-73724904-65
Merged-chr12-86592700-17	chr12	86592465	86592963	+	0.000	0.000	Merged-chr12-86592700-17
Merged-chr6-137541549-52	chr6	137541155	137541924	+	0.000	0.000	Merged-chr6-137541549-52
Merged-chr8-83698923-131	chr8	83698211	83699906	+	0.000	0.000	Merged-chr8-83698923-131
Merged-chr16-77095315-45	chr16	77094954	77095532	+	0.000	0.000	Merged-chr16-77095315-45
Merged-chr2-13574550-240	chr2	13574218	13574783	+	0.000	0.000	Merged-chr2-13574550-240
Merged-chr16-52468577-24	chr16	52468391	52468818	+	0.000	0.000	Merged-chr16-52468577-24
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr4-11724843-6	chr4	11724573	11725010	+	0.000	0.000	Merged-chr4-11724843-6
Merged-chr9-44022447-49	chr9	44022162	44022792	+	0.000	0.000	Merged-chr9-44022447-49
Merged-chr18-34751743-52	chr18	34751498	34751970	+	0.000	0.000	Merged-chr18-34751743-52
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr3-89963863-2	chr3	89963765	89963963	+	0.000	0.000	Merged-chr3-89963863-2
Merged-chr8-115726310-1	chr8	115726212	115726410	+	0.000	0.000	Merged-chr8-115726310-1
Merged-chr14-102982512-180	chr14	102982184	102982799	+	0.000	0.000	Merged-chr14-102982512-180
Merged-chr7-119895302-1	chr7	119895204	119895402	+	0.000	0.000	Merged-chr7-119895302-1
Merged-chr1-181867042-1	chr1	181866944	181867142	+	0.000	0.000	Merged-chr1-181867042-1
Merged-chr15-37461428-38	chr15	37461125	37461874	+	0.000	0.000	Merged-chr15-37461428-38
Merged-chr2-154791306-111	chr2	154790942	154791700	+	0.000	0.000	Merged-chr2-154791306-111
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr9-111046426-26	chr9	111046102	111046850	+	0.000	0.000	Merged-chr9-111046426-26
Merged-chr9-122227564-6	chr9	122227404	122227748	+	0.000	0.000	Merged-chr9-122227564-6
Merged-chr6-8649574-3	chr6	8649473	8649677	+	0.000	0.000	Merged-chr6-8649574-3
Merged-chr18-73815538-67	chr18	73815177	73815931	+	0.000	0.000	Merged-chr18-73815538-67
Merged-chr2-129174665-20	chr2	129174495	129174866	+	0.000	0.000	Merged-chr2-129174665-20
Merged-chr3-89245103-10	chr3	89244812	89245447	+	0.000	0.000	Merged-chr3-89245103-10
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr17-87345390-1	chr17	87345292	87345490	+	0.000	0.000	Merged-chr17-87345390-1
Merged-chr18-62174920-17	chr18	62174657	62175088	+	0.000	0.000	Merged-chr18-62174920-17
Merged-chr17-35999496-29	chr17	35999080	35999693	+	0.000	0.000	Merged-chr17-35999496-29
Merged-chr8-115117334-1	chr8	115117236	115117434	+	0.000	0.000	Merged-chr8-115117334-1
Merged-chr13-81658891-4	chr13	81658769	81659003	+	0.000	0.000	Merged-chr13-81658891-4
Merged-chr8-71562914-20	chr8	71562749	71563149	+	0.000	0.000	Merged-chr8-71562914-20
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr5-151686934-46	chr5	151686589	151687161	+	0.000	0.000	Merged-chr5-151686934-46
Merged-chr1-181888995-34	chr1	181888695	181889327	+	0.000	0.000	Merged-chr1-181888995-34
Merged-chr16-91685700-49	chr16	91685493	91685977	+	0.000	0.000	Merged-chr16-91685700-49
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chrX-142390469-92	chrX	142390165	142390914	+	0.000	0.000	Merged-chrX-142390469-92
Merged-chr4-72200861-128	chr4	72200373	72201326	+	0.000	0.000	Merged-chr4-72200861-128
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr13-115099527-3	chr13	115099405	115099657	+	0.000	0.000	Merged-chr13-115099527-3
Merged-chr5-112299660-1	chr5	112299562	112299760	+	0.000	0.000	Merged-chr5-112299660-1
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr4-20279426-1	chr4	20279328	20279526	+	0.000	0.000	Merged-chr4-20279426-1
Merged-chr11-70540175-47	chr11	70539939	70540450	+	0.000	0.000	Merged-chr11-70540175-47
Merged-chr18-4304168-1	chr18	4304070	4304268	+	0.000	0.000	Merged-chr18-4304168-1
Merged-chr1-166409730-81	chr1	166409449	166410026	+	0.000	0.000	Merged-chr1-166409730-81
Merged-chr11-109495099-18	chr11	109494845	109495318	+	0.000	0.000	Merged-chr11-109495099-18
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr3-142550449-49	chr3	142550256	142550714	+	0.000	0.000	Merged-chr3-142550449-49
Merged-chr3-136697993-45	chr3	136697699	136698209	+	0.000	0.000	Merged-chr3-136697993-45
Merged-chr1-86532525-44	chr1	86532227	86532780	+	0.000	0.000	Merged-chr1-86532525-44
Merged-chr14-121315767-6	chr14	121315587	121315895	+	0.000	0.000	Merged-chr14-121315767-6
Merged-chr3-84680282-50	chr3	84679988	84680616	+	0.000	0.000	Merged-chr3-84680282-50
Merged-chr19-11052987-57	chr19	11052659	11053265	+	0.000	0.000	Merged-chr19-11052987-57
Merged-chr2-27740391-16	chr2	27739948	27740620	+	0.000	0.000	Merged-chr2-27740391-16
Merged-chr3-89961609-14	chr3	89961325	89961858	+	0.000	0.000	Merged-chr3-89961609-14
Merged-chr13-115098500-57	chr13	115097913	115098982	+	0.000	0.000	Merged-chr13-115098500-57
Merged-chr2-125252385-46	chr2	125251999	125252814	+	0.000	0.000	Merged-chr2-125252385-46
Merged-chr14-20388925-54	chr14	20388672	20389209	+	0.000	0.000	Merged-chr14-20388925-54
Merged-chr14-121330198-13	chr14	121330054	121330371	+	0.000	0.000	Merged-chr14-121330198-13
Merged-chr16-44321913-9	chr16	44321744	44322047	+	0.000	0.000	Merged-chr16-44321913-9
Merged-chr16-49804249-6	chr16	49804108	49804409	+	0.000	0.000	Merged-chr16-49804249-6
Merged-chr10-120183053-23	chr10	120182897	120183298	+	0.000	0.000	Merged-chr10-120183053-23
Merged-chr2-156878033-50	chr2	156877780	156878222	+	0.000	0.000	Merged-chr2-156878033-50
Merged-chr12-100636391-39	chr12	100636167	100636662	+	0.000	0.000	Merged-chr12-100636391-39
Merged-chr13-29984504-92	chr13	29983859	29985419	+	0.000	0.000	Merged-chr13-29984504-92
Merged-chr9-64811336-89	chr9	64811008	64811826	+	0.000	0.000	Merged-chr9-64811336-89
Merged-chr4-11848499-2	chr4	11848394	11848607	+	0.000	0.000	Merged-chr4-11848499-2
Merged-chr14-121409086-22	chr14	121408922	121409265	+	0.000	0.000	Merged-chr14-121409086-22
Merged-chr1-134060082-41	chr1	134059894	134060343	+	0.000	0.000	Merged-chr1-134060082-41
Merged-chr13-114949183-17	chr13	114949006	114949369	+	0.000	0.000	Merged-chr13-114949183-17
Merged-chr6-127219541-27	chr6	127219251	127219797	+	0.000	0.000	Merged-chr6-127219541-27
Merged-chr2-9770898-17	chr2	9770625	9771095	+	0.000	0.000	Merged-chr2-9770898-17
Merged-chr9-44037294-17	chr9	44037137	44037479	+	0.000	0.000	Merged-chr9-44037294-17
Merged-chr18-21014602-17	chr18	21014412	21014795	+	0.000	0.000	Merged-chr18-21014602-17
Merged-chr14-99750630-1	chr14	99750532	99750730	+	0.000	0.000	Merged-chr14-99750630-1
Merged-chr13-107021671-17	chr13	107021371	107021829	+	0.000	0.000	Merged-chr13-107021671-17
Merged-chr2-71809524-7	chr2	71809336	71809763	+	0.000	0.000	Merged-chr2-71809524-7
Merged-chr7-139156945-61	chr7	139156555	139157370	+	0.000	0.000	Merged-chr7-139156945-61
Merged-chr18-4350067-14	chr18	4349783	4350288	+	0.000	0.000	Merged-chr18-4350067-14
Merged-chrX-71366909-38	chrX	71366046	71367426	+	0.000	0.000	Merged-chrX-71366909-38
Merged-chr2-66159765-1	chr2	66159667	66159865	+	0.000	0.000	Merged-chr2-66159765-1
Merged-chr11-46128715-29	chr11	46128272	46128959	+	0.000	0.000	Merged-chr11-46128715-29
Merged-chr2-128412932-79	chr2	128412712	128413302	+	0.000	0.000	Merged-chr2-128412932-79
Merged-chr8-122474248-52	chr8	122473991	122474453	+	0.000	0.000	Merged-chr8-122474248-52
Merged-chr7-139188300-93	chr7	139187774	139188677	+	0.000	0.000	Merged-chr7-139188300-93
Merged-chr13-22050796-90	chr13	22050402	22051244	+	0.000	0.000	Merged-chr13-22050796-90
Merged-chr19-43523434-47	chr19	43523239	43523667	+	0.000	0.000	Merged-chr19-43523434-47
Merged-chr18-73835590-83	chr18	73835309	73835868	+	0.000	0.000	Merged-chr18-73835590-83
Merged-chr19-6400319-26	chr19	6400024	6400769	+	0.000	0.000	Merged-chr19-6400319-26
Merged-chr5-93268238-3	chr5	93268127	93268365	+	0.000	0.000	Merged-chr5-93268238-3
Merged-chr15-99645060-19	chr15	99644849	99645278	+	0.000	0.000	Merged-chr15-99645060-19
Merged-chr19-6117937-1	chr19	6117839	6118037	+	0.000	0.000	Merged-chr19-6117937-1
Merged-chr7-74371428-9	chr7	74371172	74371616	+	0.000	0.000	Merged-chr7-74371428-9
Merged-chr7-139142586-1	chr7	139142488	139142686	+	0.000	0.000	Merged-chr7-139142586-1
Merged-chr4-135169344-25	chr4	135169120	135169528	+	0.000	0.000	Merged-chr4-135169344-25
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr9-123923476-12	chr9	123923300	123923626	+	0.000	0.000	Merged-chr9-123923476-12
Merged-chr9-58582361-93	chr9	58582017	58582771	+	0.000	0.000	Merged-chr9-58582361-93
Merged-chr5-150195334-1	chr5	150195236	150195434	+	0.000	0.000	Merged-chr5-150195334-1
Merged-chr4-135115670-2	chr4	135115568	135115775	+	0.000	0.000	Merged-chr4-135115670-2
Merged-chr11-29647955-32	chr11	29647700	29648383	+	0.000	0.000	Merged-chr11-29647955-32
Merged-chr4-135072823-8	chr4	135072658	135072987	+	0.000	0.000	Merged-chr4-135072823-8
Merged-chr5-62756252-19	chr5	62756077	62756433	+	0.000	0.000	Merged-chr5-62756252-19
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr1-193207990-101	chr1	193207438	193208574	+	0.000	0.000	Merged-chr1-193207990-101
Merged-chr14-121348977-3	chr14	121348855	121349108	+	0.000	0.000	Merged-chr14-121348977-3
Merged-chr15-85867875-24	chr15	85867698	85868115	+	0.000	0.000	Merged-chr15-85867875-24
Merged-chr10-42018378-38	chr10	42018156	42018647	+	0.000	0.000	Merged-chr10-42018378-38
Merged-chr1-136261068-1	chr1	136260970	136261168	+	0.000	0.000	Merged-chr1-136261068-1
Merged-chr13-45966666-4	chr13	45966480	45966876	+	0.000	0.000	Merged-chr13-45966666-4
Merged-chrX-140542025-21	chrX	140541610	140542376	+	0.000	0.000	Merged-chrX-140542025-21
Merged-chr11-67578583-16	chr11	67578372	67578839	+	0.000	0.000	Merged-chr11-67578583-16
Merged-chr11-68483427-7	chr11	68483282	68483556	+	0.000	0.000	Merged-chr11-68483427-7
Merged-chrX-167108657-26	chrX	167108401	167109011	+	0.000	0.000	Merged-chrX-167108657-26
Merged-chr1-130999778-14	chr1	130999583	130999977	+	0.000	0.000	Merged-chr1-130999778-14
Merged-chr11-67637071-1	chr11	67636973	67637171	+	0.000	0.000	Merged-chr11-67637071-1
Merged-chr1-191780513-20	chr1	191780272	191780775	+	0.000	0.000	Merged-chr1-191780513-20
Merged-chr19-45746500-18	chr19	45746306	45746800	+	0.000	0.000	Merged-chr19-45746500-18
Merged-chr17-12201252-1	chr17	12201154	12201352	+	0.000	0.000	Merged-chr17-12201252-1
Merged-chr6-17282259-15	chr6	17282056	17282567	+	0.000	0.000	Merged-chr6-17282259-15
Merged-chr4-135159310-41	chr4	135158747	135160148	+	0.000	0.000	Merged-chr4-135159310-41
