#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed
Merged-chr4-59167570-29	chr4	59167215	59167822	+	0.000	0.000	Merged-chr4-59167570-29
Merged-chr17-86674662-35	chr17	86674134	86675189	+	0.000	0.000	Merged-chr17-86674662-35
Merged-chr18-70580825-3	chr18	70580701	70580978	+	0.000	0.000	Merged-chr18-70580825-3
Merged-chr16-95749920-139	chr16	95749460	95750565	+	0.000	0.000	Merged-chr16-95749920-139
Merged-chr1-85959700-32	chr1	85959358	85959912	+	0.000	0.000	Merged-chr1-85959700-32
Merged-chr17-35836854-6	chr17	35836690	35837069	+	0.000	0.000	Merged-chr17-35836854-6
Merged-chr8-85699289-9	chr8	85699148	85699491	+	0.000	0.000	Merged-chr8-85699289-9
Merged-chr7-88279271-3	chr7	88279167	88279383	+	0.000	0.000	Merged-chr7-88279271-3
Merged-chr11-107447883-19	chr11	107447427	107448333	+	0.000	0.000	Merged-chr11-107447883-19
Merged-chr12-69372654-1	chr12	69372556	69372754	+	0.000	0.000	Merged-chr12-69372654-1
Merged-chr1-43353837-2	chr1	43353724	43353953	+	0.000	0.000	Merged-chr1-43353837-2
Merged-chr13-23745475-25	chr13	23745312	23745654	+	0.000	0.000	Merged-chr13-23745475-25
Merged-chr17-25861504-52	chr17	25861262	25861780	+	0.000	0.000	Merged-chr17-25861504-52
Merged-chr1-43457148-27	chr1	43456746	43457508	+	0.000	0.000	Merged-chr1-43457148-27
Merged-chr6-50378072-56	chr6	50377888	50378475	+	0.000	0.000	Merged-chr6-50378072-56
Merged-chr19-10695580-1	chr19	10695482	10695680	+	0.000	0.000	Merged-chr19-10695580-1
Merged-chr12-73628008-1	chr12	73627910	73628108	+	0.000	0.000	Merged-chr12-73628008-1
Merged-chr5-66055841-4	chr5	66055716	66055980	+	0.000	0.000	Merged-chr5-66055841-4
Merged-chr5-8674986-4	chr5	8674774	8675177	+	0.000	0.000	Merged-chr5-8674986-4
Merged-chr11-83185820-16	chr11	83185613	83185994	+	0.000	0.000	Merged-chr11-83185820-16
Merged-chr16-95769391-4	chr16	95769264	95769514	+	0.000	0.000	Merged-chr16-95769391-4
Merged-chr18-89238973-8	chr18	89238824	89239182	+	0.000	0.000	Merged-chr18-89238973-8
Merged-chr5-21054874-6	chr5	21054596	21055160	+	0.000	0.000	Merged-chr5-21054874-6
Merged-chr8-124282376-37	chr8	124282169	124282613	+	0.000	0.000	Merged-chr8-124282376-37
Merged-chr7-80442582-1	chr7	80442484	80442682	+	0.000	0.000	Merged-chr7-80442582-1
Merged-chr3-94376064-1	chr3	94375966	94376164	+	0.000	0.000	Merged-chr3-94376064-1
Merged-chr6-8512550-8	chr6	8512409	8512700	+	0.000	0.000	Merged-chr6-8512550-8
Merged-chr7-67353683-35	chr7	67353368	67354040	+	0.000	0.000	Merged-chr7-67353683-35
Merged-chr14-54554312-80	chr14	54553931	54554609	+	0.000	0.000	Merged-chr14-54554312-80
Merged-chrX-155338312-80	chrX	155337942	155338553	+	0.000	0.000	Merged-chrX-155338312-80
Merged-chrX-77810805-25	chrX	77810583	77810975	+	0.000	0.000	Merged-chrX-77810805-25
Merged-chr14-78732883-76	chr14	78732416	78733362	+	0.000	0.000	Merged-chr14-78732883-76
Merged-chr4-145240066-1	chr4	145239968	145240166	+	0.000	0.000	Merged-chr4-145240066-1
Merged-chr12-73708938-21	chr12	73708530	73709249	+	0.000	0.000	Merged-chr12-73708938-21
Merged-chr12-16532570-85	chr12	16532238	16533070	+	0.000	0.000	Merged-chr12-16532570-85
Merged-chr15-55848423-12	chr15	55848225	55848635	+	0.000	0.000	Merged-chr15-55848423-12
Merged-chr11-57805317-26	chr11	57805113	57805586	+	0.000	0.000	Merged-chr11-57805317-26
Merged-chr5-120711156-4	chr5	120711047	120711268	+	0.000	0.000	Merged-chr5-120711156-4
Merged-chr5-8422797-63	chr5	8422529	8423280	+	0.000	0.000	Merged-chr5-8422797-63
Merged-chr14-67716598-2	chr14	67716493	67716705	+	0.000	0.000	Merged-chr14-67716598-2
Merged-chr3-69006115-39	chr3	69005734	69006415	+	0.000	0.000	Merged-chr3-69006115-39
Merged-chr4-109658760-1	chr4	109658662	109658860	+	0.000	0.000	Merged-chr4-109658760-1
Merged-chr13-32965785-122	chr13	32965273	32966053	+	0.000	0.000	Merged-chr13-32965785-122
Merged-chr6-119159656-11	chr6	119159477	119159838	+	0.000	0.000	Merged-chr6-119159656-11
Merged-chr1-161693596-37	chr1	161693358	161693809	+	0.000	0.000	Merged-chr1-161693596-37
Merged-chr12-69367768-3	chr12	69367633	69367901	+	0.000	0.000	Merged-chr12-69367768-3
Merged-chr14-73118206-1	chr14	73118108	73118306	+	0.000	0.000	Merged-chr14-73118206-1
Merged-chr4-133611218-1	chr4	133611120	133611318	+	0.000	0.000	Merged-chr4-133611218-1
Merged-chr13-25020260-54	chr13	25019995	25020597	+	0.000	0.000	Merged-chr13-25020260-54
Merged-chr17-35470212-17	chr17	35469788	35470461	+	0.000	0.000	Merged-chr17-35470212-17
Merged-chr12-100887966-36	chr12	100887731	100888247	+	0.000	0.000	Merged-chr12-100887966-36
Merged-chr17-78203632-1	chr17	78203534	78203732	+	0.000	0.000	Merged-chr17-78203632-1
Merged-chr5-43924057-20	chr5	43923874	43924260	+	0.000	0.000	Merged-chr5-43924057-20
Merged-chr9-123717146-2	chr9	123717048	123717246	+	0.000	0.000	Merged-chr9-123717146-2
Merged-chr6-51612673-21	chr6	51612406	51612926	+	0.000	0.000	Merged-chr6-51612673-21
Merged-chr5-34635913-1	chr5	34635815	34636013	+	0.000	0.000	Merged-chr5-34635913-1
Merged-chr5-140586794-18	chr5	140586594	140586959	+	0.000	0.000	Merged-chr5-140586794-18
Merged-chr11-94990972-56	chr11	94990581	94991480	+	0.000	0.000	Merged-chr11-94990972-56
Merged-chr1-171782627-54	chr1	171782298	171782871	+	0.000	0.000	Merged-chr1-171782627-54
Merged-chr7-13288748-17	chr7	13288575	13288955	+	0.000	0.000	Merged-chr7-13288748-17
Merged-chr10-118166257-15	chr10	118166090	118166454	+	0.000	0.000	Merged-chr10-118166257-15
Merged-chr5-8673822-4	chr5	8673711	8673931	+	0.000	0.000	Merged-chr5-8673822-4
Merged-chr17-77670913-1	chr17	77670815	77671013	+	0.000	0.000	Merged-chr17-77670913-1
Merged-chr3-96268718-17	chr3	96268383	96268980	+	0.000	0.000	Merged-chr3-96268718-17
Merged-chr6-129623841-1	chr6	129623743	129623941	+	0.000	0.000	Merged-chr6-129623841-1
Merged-chr10-80623813-27	chr10	80623640	80624081	+	0.000	0.000	Merged-chr10-80623813-27
Merged-chr9-120073346-13	chr9	120072986	120073548	+	0.000	0.000	Merged-chr9-120073346-13
Merged-chr7-80386700-56	chr7	80386204	80387303	+	0.000	0.000	Merged-chr7-80386700-56
Merged-chr18-56472874-1	chr18	56472776	56472974	+	0.000	0.000	Merged-chr18-56472874-1
Merged-chr6-50392107-8	chr6	50391872	50392279	+	0.000	0.000	Merged-chr6-50392107-8
Merged-chr15-73506445-5	chr15	73506234	73506635	+	0.000	0.000	Merged-chr15-73506445-5
Merged-chr2-45188309-1	chr2	45188211	45188409	+	0.000	0.000	Merged-chr2-45188309-1
Merged-chr1-172186610-1	chr1	172186512	172186710	+	0.000	0.000	Merged-chr1-172186610-1
Merged-chr12-73693021-6	chr12	73692897	73693130	+	0.000	0.000	Merged-chr12-73693021-6
Merged-chr3-146123164-55	chr3	146122908	146123450	+	0.000	0.000	Merged-chr3-146123164-55
Merged-chr12-24709466-20	chr12	24709260	24709770	+	0.000	0.000	Merged-chr12-24709466-20
Merged-chr7-128176471-1	chr7	128176373	128176571	+	0.000	0.000	Merged-chr7-128176471-1
Merged-chr11-107464312-13	chr11	107464143	107464510	+	0.000	0.000	Merged-chr11-107464312-13
Merged-chr10-21905847-47	chr10	21905483	21906216	+	0.000	0.000	Merged-chr10-21905847-47
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr6-113660705-11	chr6	113660487	113661015	+	0.000	0.000	Merged-chr6-113660705-11
Merged-chr8-105991112-25	chr8	105990866	105991391	+	0.000	0.000	Merged-chr8-105991112-25
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr15-34238193-61	chr15	34237857	34238503	+	0.000	0.000	Merged-chr15-34238193-61
Merged-chr2-45117109-39	chr2	45116788	45117418	+	0.000	0.000	Merged-chr2-45117109-39
Merged-chr12-32146746-11	chr12	32146524	32146956	+	0.000	0.000	Merged-chr12-32146746-11
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr1-97660989-15	chr1	97660743	97661173	+	0.000	0.000	Merged-chr1-97660989-15
Merged-chr11-101194568-1	chr11	101194470	101194668	+	0.000	0.000	Merged-chr11-101194568-1
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr4-156255097-67	chr4	156254460	156255544	+	0.000	0.000	Merged-chr4-156255097-67
Merged-chr14-67935636-1	chr14	67935538	67935736	+	0.000	0.000	Merged-chr14-67935636-1
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr10-21993045-28	chr10	21992634	21993396	+	0.000	0.000	Merged-chr10-21993045-28
Merged-chr16-64824096-19	chr16	64823880	64824297	+	0.000	0.000	Merged-chr16-64824096-19
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr10-118454981-1	chr10	118454883	118455081	+	0.000	0.000	Merged-chr10-118454981-1
Merged-chr2-29803526-8	chr2	29803367	29803717	+	0.000	0.000	Merged-chr2-29803526-8
Merged-chr1-65178957-152	chr1	65178642	65179282	+	0.000	0.000	Merged-chr1-65178957-152
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr7-45739599-30	chr7	45739358	45739999	+	0.000	0.000	Merged-chr7-45739599-30
Merged-chr6-54224603-8	chr6	54224428	54224782	+	0.000	0.000	Merged-chr6-54224603-8
Merged-chr19-10203304-1	chr19	10203206	10203404	+	0.000	0.000	Merged-chr19-10203304-1
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr15-96684531-29	chr15	96684324	96684852	+	0.000	0.000	Merged-chr15-96684531-29
Merged-chr9-65587090-27	chr9	65586866	65587326	+	0.000	0.000	Merged-chr9-65587090-27
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr12-73709842-1	chr12	73709744	73709942	+	0.000	0.000	Merged-chr12-73709842-1
Merged-chr12-73715551-1	chr12	73715453	73715651	+	0.000	0.000	Merged-chr12-73715551-1
Merged-chr7-141009170-22	chr7	141008819	141009480	+	0.000	0.000	Merged-chr7-141009170-22
Merged-chr13-5864557-62	chr13	5864338	5864746	+	0.000	0.000	Merged-chr13-5864557-62
Merged-chr6-87670230-13	chr6	87670027	87670403	+	0.000	0.000	Merged-chr6-87670230-13
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr14-56571782-54	chr14	56571508	56571967	+	0.000	0.000	Merged-chr14-56571782-54
Merged-chr7-67355950-12	chr7	67355790	67356142	+	0.000	0.000	Merged-chr7-67355950-12
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr14-67802970-5	chr14	67802790	67803123	+	0.000	0.000	Merged-chr14-67802970-5
Merged-chr1-120264126-1	chr1	120264028	120264226	+	0.000	0.000	Merged-chr1-120264126-1
Merged-chr11-106999428-68	chr11	106999066	106999787	+	0.000	0.000	Merged-chr11-106999428-68
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr10-63338197-1	chr10	63338099	63338297	+	0.000	0.000	Merged-chr10-63338197-1
Merged-chr9-123756943-6	chr9	123756798	123757078	+	0.000	0.000	Merged-chr9-123756943-6
Merged-chr13-13531086-27	chr13	13530865	13531300	+	0.000	0.000	Merged-chr13-13531086-27
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr19-5846760-17	chr19	5846577	5846979	+	0.000	0.000	Merged-chr19-5846760-17
Merged-chr1-133046313-74	chr1	133046039	133046692	+	0.000	0.000	Merged-chr1-133046313-74
Merged-chr1-135128901-1	chr1	135128803	135129001	+	0.000	0.000	Merged-chr1-135128901-1
Merged-chr13-24761752-82	chr13	24761499	24762027	+	0.000	0.000	Merged-chr13-24761752-82
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr10-17919848-1	chr10	17919750	17919948	+	0.000	0.000	Merged-chr10-17919848-1
Merged-chr2-92055769-38	chr2	92055431	92056211	+	0.000	0.000	Merged-chr2-92055769-38
Merged-chr7-30121893-58	chr7	30121658	30122120	+	0.000	0.000	Merged-chr7-30121893-58
Merged-chr8-33897306-17	chr8	33897117	33897544	+	0.000	0.000	Merged-chr8-33897306-17
Merged-chr1-85958439-33	chr1	85958005	85958936	+	0.000	0.000	Merged-chr1-85958439-33
Merged-chr4-62525171-62	chr4	62524939	62525381	+	0.000	0.000	Merged-chr4-62525171-62
Merged-chr11-69323892-53	chr11	69323578	69324179	+	0.000	0.000	Merged-chr11-69323892-53
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr10-77627323-3	chr10	77627195	77627484	+	0.000	0.000	Merged-chr10-77627323-3
Merged-chr18-56469309-53	chr18	56469014	56469689	+	0.000	0.000	Merged-chr18-56469309-53
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr1-85986038-7	chr1	85985839	85986220	+	0.000	0.000	Merged-chr1-85986038-7
Merged-chr4-133631611-28	chr4	133631322	133631944	+	0.000	0.000	Merged-chr4-133631611-28
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr10-77622334-58	chr10	77622071	77622794	+	0.000	0.000	Merged-chr10-77622334-58
Merged-chr6-66898231-1	chr6	66898133	66898331	+	0.000	0.000	Merged-chr6-66898231-1
Merged-chr18-70644482-115	chr18	70644235	70645045	+	0.000	0.000	Merged-chr18-70644482-115
Merged-chrX-93632081-74	chrX	93631703	93632474	+	0.000	0.000	Merged-chrX-93632081-74
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr12-32212935-7	chr12	32212792	32213100	+	0.000	0.000	Merged-chr12-32212935-7
Merged-chr4-103109726-1	chr4	103109628	103109826	+	0.000	0.000	Merged-chr4-103109726-1
Merged-chr10-128704934-88	chr10	128704456	128705318	+	0.000	0.000	Merged-chr10-128704934-88
Merged-chr2-155518074-63	chr2	155517869	155518363	+	0.000	0.000	Merged-chr2-155518074-63
Merged-chr4-133614553-6	chr4	133614391	133614681	+	0.000	0.000	Merged-chr4-133614553-6
Merged-chr10-75798089-61	chr10	75797745	75798575	+	0.000	0.000	Merged-chr10-75798089-61
Merged-chr14-78748366-21	chr14	78748132	78748648	+	0.000	0.000	Merged-chr14-78748366-21
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr5-120710597-12	chr5	120710051	120710953	+	0.000	0.000	Merged-chr5-120710597-12
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr19-10183021-72	chr19	10182556	10183273	+	0.000	0.000	Merged-chr19-10183021-72
Merged-chr13-35742422-1	chr13	35742324	35742522	+	0.000	0.000	Merged-chr13-35742422-1
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr17-29264893-3	chr17	29264628	29265138	+	0.000	0.000	Merged-chr17-29264893-3
Merged-chr11-120631318-28	chr11	120631137	120631538	+	0.000	0.000	Merged-chr11-120631318-28
Merged-chr11-46437293-76	chr11	46436865	46437791	+	0.000	0.000	Merged-chr11-46437293-76
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr2-30796578-35	chr2	30796374	30796803	+	0.000	0.000	Merged-chr2-30796578-35
Merged-chr7-110109267-48	chr7	110109039	110109558	+	0.000	0.000	Merged-chr7-110109267-48
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr15-97839672-4	chr15	97839568	97839778	+	0.000	0.000	Merged-chr15-97839672-4
Merged-chr13-107967058-4	chr13	107966930	107967195	+	0.000	0.000	Merged-chr13-107967058-4
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr15-55896395-5	chr15	55896221	55896612	+	0.000	0.000	Merged-chr15-55896395-5
Merged-chr19-5964165-54	chr19	5963899	5964439	+	0.000	0.000	Merged-chr19-5964165-54
Merged-chr17-47737745-152	chr17	47736947	47738678	+	0.000	0.000	Merged-chr17-47737745-152
Merged-chr12-73581050-7	chr12	73580886	73581240	+	0.000	0.000	Merged-chr12-73581050-7
Merged-chr5-146839913-1	chr5	146839815	146840013	+	0.000	0.000	Merged-chr5-146839913-1
Merged-chr13-41484194-27	chr13	41484006	41484356	+	0.000	0.000	Merged-chr13-41484194-27
Merged-chr2-92059696-70	chr2	92059105	92060175	+	0.000	0.000	Merged-chr2-92059696-70
Merged-chr19-5272335-5	chr19	5272014	5272710	+	0.000	0.000	Merged-chr19-5272335-5
Merged-chr5-107725253-4	chr5	107725155	107725353	+	0.000	0.000	Merged-chr5-107725253-4
Merged-chr19-56397625-2	chr19	56397527	56397725	+	0.000	0.000	Merged-chr19-56397625-2
Merged-chr6-113668955-38	chr6	113668782	113669164	+	0.000	0.000	Merged-chr6-113668955-38
Merged-chr10-40125408-12	chr10	40125261	40125558	+	0.000	0.000	Merged-chr10-40125408-12
Merged-chrX-137015463-27	chrX	137015321	137015638	+	0.000	0.000	Merged-chrX-137015463-27
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chr11-101177169-3	chr11	101176990	101177310	+	0.000	0.000	Merged-chr11-101177169-3
Merged-chr10-111540029-37	chr10	111539821	111540264	+	0.000	0.000	Merged-chr10-111540029-37
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
Merged-chr10-63308966-53	chr10	63308622	63309345	+	0.000	0.000	Merged-chr10-63308966-53
Merged-chr7-67500556-27	chr7	67500369	67500730	+	0.000	0.000	Merged-chr7-67500556-27
Merged-chr8-33930121-50	chr8	33929274	33930762	+	0.000	0.000	Merged-chr8-33930121-50
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr6-48727965-52	chr6	48727753	48728210	+	0.000	0.000	Merged-chr6-48727965-52
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr2-144343268-23	chr2	144342944	144343485	+	0.000	0.000	Merged-chr2-144343268-23
Merged-chr7-19920835-87	chr7	19920413	19921163	+	0.000	0.000	Merged-chr7-19920835-87
Merged-chr13-53069490-8	chr13	53069292	53069694	+	0.000	0.000	Merged-chr13-53069490-8
Merged-chr8-122432955-76	chr8	122432606	122433297	+	0.000	0.000	Merged-chr8-122432955-76
Merged-chr8-33594381-37	chr8	33594117	33594686	+	0.000	0.000	Merged-chr8-33594381-37
Merged-chr7-105553808-1	chr7	105553710	105553908	+	0.000	0.000	Merged-chr7-105553808-1
Merged-chr19-56397084-121	chr19	56396594	56397405	+	0.000	0.000	Merged-chr19-56397084-121
Merged-chr1-193231215-10	chr1	193230987	193231524	+	0.000	0.000	Merged-chr1-193231215-10
Merged-chr18-70611498-71	chr18	70610234	70612257	+	0.000	0.000	Merged-chr18-70611498-71
Merged-chr11-106329913-15	chr11	106329654	106330096	+	0.000	0.000	Merged-chr11-106329913-15
Merged-chr19-5845664-115	chr19	5845213	5846160	+	0.000	0.000	Merged-chr19-5845664-115
Merged-chr7-63985848-27	chr7	63985386	63986415	+	0.000	0.000	Merged-chr7-63985848-27
Merged-chr16-93884002-62	chr16	93883730	93884246	+	0.000	0.000	Merged-chr16-93884002-62
Merged-chr5-23712510-79	chr5	23712184	23712913	+	0.000	0.000	Merged-chr5-23712510-79
Merged-chr2-3277691-9	chr2	3277496	3277903	+	0.000	0.000	Merged-chr2-3277691-9
Merged-chr2-167689841-24	chr2	167689569	167690096	+	0.000	0.000	Merged-chr2-167689841-24
Merged-chr1-171767245-53	chr1	171766911	171767678	+	0.000	0.000	Merged-chr1-171767245-53
Merged-chr3-94379948-32	chr3	94379576	94380276	+	0.000	0.000	Merged-chr3-94379948-32
Merged-chr5-8996139-2	chr5	8996010	8996270	+	0.000	0.000	Merged-chr5-8996139-2
Merged-chr1-60860711-21	chr1	60860478	60860881	+	0.000	0.000	Merged-chr1-60860711-21
Merged-chr15-66558054-3	chr15	66557908	66558214	+	0.000	0.000	Merged-chr15-66558054-3
Merged-chr13-33005853-1	chr13	33005755	33005953	+	0.000	0.000	Merged-chr13-33005853-1
Merged-chr17-6476977-103	chr17	6476726	6477266	+	0.000	0.000	Merged-chr17-6476977-103
Merged-chr16-64770922-80	chr16	64770520	64771201	+	0.000	0.000	Merged-chr16-64770922-80
Merged-chr7-88318550-2	chr7	88318387	88318716	+	0.000	0.000	Merged-chr7-88318550-2
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr16-10992013-2	chr16	10991851	10992178	+	0.000	0.000	Merged-chr16-10992013-2
Merged-chr4-15266515-5	chr4	15266352	15266678	+	0.000	0.000	Merged-chr4-15266515-5
Merged-chr1-151572860-7	chr1	151572673	151573027	+	0.000	0.000	Merged-chr1-151572860-7
Merged-chr2-118660101-45	chr2	118659625	118660314	+	0.000	0.000	Merged-chr2-118660101-45
Merged-chr10-77536900-3	chr10	77536770	77537034	+	0.000	0.000	Merged-chr10-77536900-3
Merged-chr10-80622471-84	chr10	80622206	80622786	+	0.000	0.000	Merged-chr10-80622471-84
Merged-chr7-28598236-46	chr7	28598026	28598440	+	0.000	0.000	Merged-chr7-28598236-46
Merged-chr11-69066917-10	chr11	69066617	69067106	+	0.000	0.000	Merged-chr11-69066917-10
Merged-chr2-32488884-4	chr2	32488712	32489044	+	0.000	0.000	Merged-chr2-32488884-4
Merged-chr15-31264963-30	chr15	31264691	31265216	+	0.000	0.000	Merged-chr15-31264963-30
Merged-chr8-83612196-3	chr8	83612024	83612342	+	0.000	0.000	Merged-chr8-83612196-3
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr2-120094273-12	chr2	120094104	120094452	+	0.000	0.000	Merged-chr2-120094273-12
Merged-chr7-38141979-26	chr7	38141742	38142197	+	0.000	0.000	Merged-chr7-38141979-26
Merged-chr12-73616927-7	chr12	73616752	73617075	+	0.000	0.000	Merged-chr12-73616927-7
Merged-chr6-50390473-40	chr6	50390284	50390650	+	0.000	0.000	Merged-chr6-50390473-40
Merged-chr2-127133988-67	chr2	127133701	127134314	+	0.000	0.000	Merged-chr2-127133988-67
Merged-chr19-5956915-3	chr19	5956785	5957043	+	0.000	0.000	Merged-chr19-5956915-3
Merged-chr17-24162973-2	chr17	24162871	24163077	+	0.000	0.000	Merged-chr17-24162973-2
Merged-chr13-38152778-13	chr13	38152627	38152947	+	0.000	0.000	Merged-chr13-38152778-13
Merged-chr4-133650284-39	chr4	133650050	133650463	+	0.000	0.000	Merged-chr4-133650284-39
Merged-chr10-111507721-32	chr10	111507318	111508136	+	0.000	0.000	Merged-chr10-111507721-32
Merged-chr2-129285453-11	chr2	129285261	129285687	+	0.000	0.000	Merged-chr2-129285453-11
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chr11-51644413-4	chr11	51644268	51644586	+	0.000	0.000	Merged-chr11-51644413-4
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr17-78201696-9	chr17	78201296	78202023	+	0.000	0.000	Merged-chr17-78201696-9
Merged-chr10-128232191-128	chr10	128231683	128232456	+	0.000	0.000	Merged-chr10-128232191-128
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chr12-73671742-5	chr12	73671621	73671874	+	0.000	0.000	Merged-chr12-73671742-5
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr18-56473376-5	chr18	56473194	56473537	+	0.000	0.000	Merged-chr18-56473376-5
Merged-chr19-5894144-44	chr19	5893790	5894425	+	0.000	0.000	Merged-chr19-5894144-44
Merged-chr10-83096825-2	chr10	83096725	83096928	+	0.000	0.000	Merged-chr10-83096825-2
Merged-chr4-59132766-28	chr4	59132435	59133086	+	0.000	0.000	Merged-chr4-59132766-28
Merged-chr2-103744124-20	chr2	103743921	103744320	+	0.000	0.000	Merged-chr2-103744124-20
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chr14-73238069-16	chr14	73237861	73238277	+	0.000	0.000	Merged-chr14-73238069-16
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr18-56470742-72	chr18	56469959	56471196	+	0.000	0.000	Merged-chr18-56470742-72
Merged-chr1-193273386-37	chr1	193273057	193273654	+	0.000	0.000	Merged-chr1-193273386-37
Merged-chr8-83622470-33	chr8	83622282	83622693	+	0.000	0.000	Merged-chr8-83622470-33
Merged-chr10-77538017-2	chr10	77537908	77538129	+	0.000	0.000	Merged-chr10-77538017-2
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr9-83835459-1	chr9	83835361	83835559	+	0.000	0.000	Merged-chr9-83835459-1
Merged-chr15-66559012-25	chr15	66558672	66559245	+	0.000	0.000	Merged-chr15-66559012-25
Merged-chr13-41453592-40	chr13	41453379	41453838	+	0.000	0.000	Merged-chr13-41453592-40
Merged-chr15-76710105-1	chr15	76710007	76710205	+	0.000	0.000	Merged-chr15-76710105-1
