#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Tfh_vs_WT_Th1.dn.bed
Merged-chr13-113831003-7	chr13	113830866	113831133	+	0.000	0.000	Merged-chr13-113831003-7
Merged-chr17-29264893-3	chr17	29264628	29265138	+	0.000	0.000	Merged-chr17-29264893-3
Merged-chr5-146882424-24	chr5	146882099	146882836	+	0.000	0.000	Merged-chr5-146882424-24
Merged-chr11-120631318-28	chr11	120631137	120631538	+	0.000	0.000	Merged-chr11-120631318-28
Merged-chr11-46437293-76	chr11	46436865	46437791	+	0.000	0.000	Merged-chr11-46437293-76
Merged-chr19-53284732-2	chr19	53284585	53284882	+	0.000	0.000	Merged-chr19-53284732-2
Merged-chr2-127131488-25	chr2	127131271	127131737	+	0.000	0.000	Merged-chr2-127131488-25
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr2-30796578-35	chr2	30796374	30796803	+	0.000	0.000	Merged-chr2-30796578-35
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr2-101732901-49	chr2	101732451	101733421	+	0.000	0.000	Merged-chr2-101732901-49
Merged-chr15-93007766-3	chr15	93007557	93007930	+	0.000	0.000	Merged-chr15-93007766-3
Merged-chr8-104442782-74	chr8	104442551	104443064	+	0.000	0.000	Merged-chr8-104442782-74
Merged-chr14-73119744-4	chr14	73119618	73119864	+	0.000	0.000	Merged-chr14-73119744-4
Merged-chr16-64800516-42	chr16	64800245	64800712	+	0.000	0.000	Merged-chr16-64800516-42
Merged-chr17-47598322-32	chr17	47598096	47598502	+	0.000	0.000	Merged-chr17-47598322-32
Merged-chr7-67421949-40	chr7	67421526	67422314	+	0.000	0.000	Merged-chr7-67421949-40
Merged-chr14-67951902-1	chr14	67951804	67952002	+	0.000	0.000	Merged-chr14-67951902-1
Merged-chr19-5964165-54	chr19	5963899	5964439	+	0.000	0.000	Merged-chr19-5964165-54
Merged-chr17-47737745-152	chr17	47736947	47738678	+	0.000	0.000	Merged-chr17-47737745-152
Merged-chr7-128132284-5	chr7	128132164	128132421	+	0.000	0.000	Merged-chr7-128132284-5
Merged-chr13-41484194-27	chr13	41484006	41484356	+	0.000	0.000	Merged-chr13-41484194-27
Merged-chr6-54096523-11	chr6	54096243	54096723	+	0.000	0.000	Merged-chr6-54096523-11
Merged-chr6-125339380-7	chr6	125339113	125339597	+	0.000	0.000	Merged-chr6-125339380-7
Merged-chr1-161744288-1	chr1	161744190	161744388	+	0.000	0.000	Merged-chr1-161744288-1
Merged-chr4-109670389-4	chr4	109670279	109670509	+	0.000	0.000	Merged-chr4-109670389-4
Merged-chr7-89253007-2	chr7	89252905	89253111	+	0.000	0.000	Merged-chr7-89253007-2
Merged-chr7-90312520-23	chr7	90312312	90312739	+	0.000	0.000	Merged-chr7-90312520-23
Merged-chr19-5272335-5	chr19	5272014	5272710	+	0.000	0.000	Merged-chr19-5272335-5
Merged-chr13-12506671-1	chr13	12506573	12506771	+	0.000	0.000	Merged-chr13-12506671-1
Merged-chr1-172306276-26	chr1	172306043	172306566	+	0.000	0.000	Merged-chr1-172306276-26
Merged-chr5-134617307-27	chr5	134617034	134617522	+	0.000	0.000	Merged-chr5-134617307-27
Merged-chr10-117983471-3	chr10	117983368	117983576	+	0.000	0.000	Merged-chr10-117983471-3
Merged-chr14-120572441-59	chr14	120572155	120572764	+	0.000	0.000	Merged-chr14-120572441-59
Merged-chr5-107725253-4	chr5	107725155	107725353	+	0.000	0.000	Merged-chr5-107725253-4
Merged-chr19-56397625-2	chr19	56397527	56397725	+	0.000	0.000	Merged-chr19-56397625-2
Merged-chr11-58437152-28	chr11	58436889	58437361	+	0.000	0.000	Merged-chr11-58437152-28
Merged-chr1-153066628-19	chr1	153066322	153066859	+	0.000	0.000	Merged-chr1-153066628-19
Merged-chr10-40125408-12	chr10	40125261	40125558	+	0.000	0.000	Merged-chr10-40125408-12
Merged-chr1-153308200-4	chr1	153308066	153308346	+	0.000	0.000	Merged-chr1-153308200-4
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr4-155669356-57	chr4	155669129	155669589	+	0.000	0.000	Merged-chr4-155669356-57
Merged-chr7-128049060-2	chr7	128048955	128049168	+	0.000	0.000	Merged-chr7-128049060-2
Merged-chr2-30798817-6	chr2	30798696	30798941	+	0.000	0.000	Merged-chr2-30798817-6
Merged-chr12-25092783-66	chr12	25092361	25093206	+	0.000	0.000	Merged-chr12-25092783-66
Merged-chr3-19319228-45	chr3	19318999	19319557	+	0.000	0.000	Merged-chr3-19319228-45
Merged-chr10-76543066-52	chr10	76542762	76543301	+	0.000	0.000	Merged-chr10-76543066-52
Merged-chr1-172289073-4	chr1	172288912	172289269	+	0.000	0.000	Merged-chr1-172289073-4
Merged-chr4-145221845-95	chr4	145221422	145222364	+	0.000	0.000	Merged-chr4-145221845-95
Merged-chr14-61309856-19	chr14	61309685	61310074	+	0.000	0.000	Merged-chr14-61309856-19
Merged-chr6-8646416-1	chr6	8646318	8646516	+	0.000	0.000	Merged-chr6-8646416-1
Merged-chr11-5882751-15	chr11	5882600	5882917	+	0.000	0.000	Merged-chr11-5882751-15
Merged-chr8-105827361-75	chr8	105827076	105827601	+	0.000	0.000	Merged-chr8-105827361-75
Merged-chr19-40618053-6	chr19	40617880	40618217	+	0.000	0.000	Merged-chr19-40618053-6
Merged-chr8-33930121-50	chr8	33929274	33930762	+	0.000	0.000	Merged-chr8-33930121-50
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr6-48727965-52	chr6	48727753	48728210	+	0.000	0.000	Merged-chr6-48727965-52
Merged-chr7-66230424-40	chr7	66230136	66230634	+	0.000	0.000	Merged-chr7-66230424-40
Merged-chr5-140595051-2	chr5	140594928	140595177	+	0.000	0.000	Merged-chr5-140595051-2
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr18-89212381-24	chr18	89212139	89212594	+	0.000	0.000	Merged-chr18-89212381-24
Merged-chr7-19920835-87	chr7	19920413	19921163	+	0.000	0.000	Merged-chr7-19920835-87
Merged-chr1-193264038-89	chr1	193263767	193264480	+	0.000	0.000	Merged-chr1-193264038-89
Merged-chr12-73633909-44	chr12	73633499	73634133	+	0.000	0.000	Merged-chr12-73633909-44
Merged-chr19-56397084-121	chr19	56396594	56397405	+	0.000	0.000	Merged-chr19-56397084-121
Merged-chr18-66464965-21	chr18	66464748	66465251	+	0.000	0.000	Merged-chr18-66464965-21
Merged-chr19-5845664-115	chr19	5845213	5846160	+	0.000	0.000	Merged-chr19-5845664-115
Merged-chr9-114787935-34	chr9	114787715	114788221	+	0.000	0.000	Merged-chr9-114787935-34
Merged-chr16-93884002-62	chr16	93883730	93884246	+	0.000	0.000	Merged-chr16-93884002-62
Merged-chr17-86779381-46	chr17	86779164	86779561	+	0.000	0.000	Merged-chr17-86779381-46
Merged-chr5-23712510-79	chr5	23712184	23712913	+	0.000	0.000	Merged-chr5-23712510-79
Merged-chr17-86833009-31	chr17	86832759	86833255	+	0.000	0.000	Merged-chr17-86833009-31
Merged-chr1-171767245-53	chr1	171766911	171767678	+	0.000	0.000	Merged-chr1-171767245-53
Merged-chr14-120520145-25	chr14	120519861	120520407	+	0.000	0.000	Merged-chr14-120520145-25
Merged-chr15-83464613-68	chr15	83464347	83464872	+	0.000	0.000	Merged-chr15-83464613-68
Merged-chr5-8996139-2	chr5	8996010	8996270	+	0.000	0.000	Merged-chr5-8996139-2
Merged-chr1-60860711-21	chr1	60860478	60860881	+	0.000	0.000	Merged-chr1-60860711-21
Merged-chr13-115103921-1	chr13	115103823	115104021	+	0.000	0.000	Merged-chr13-115103921-1
Merged-chr15-66558054-3	chr15	66557908	66558214	+	0.000	0.000	Merged-chr15-66558054-3
Merged-chr15-93288515-20	chr15	93288072	93288793	+	0.000	0.000	Merged-chr15-93288515-20
Merged-chr1-92803603-7	chr1	92803474	92803760	+	0.000	0.000	Merged-chr1-92803603-7
Merged-chr14-56260746-6	chr14	56260597	56260902	+	0.000	0.000	Merged-chr14-56260746-6
Merged-chr13-33005853-1	chr13	33005755	33005953	+	0.000	0.000	Merged-chr13-33005853-1
Merged-chr17-6476977-103	chr17	6476726	6477266	+	0.000	0.000	Merged-chr17-6476977-103
Merged-chr5-124050362-25	chr5	124050036	124050634	+	0.000	0.000	Merged-chr5-124050362-25
Merged-chr16-64770922-80	chr16	64770520	64771201	+	0.000	0.000	Merged-chr16-64770922-80
Merged-chr7-66250161-34	chr7	66249865	66250365	+	0.000	0.000	Merged-chr7-66250161-34
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr16-10992013-2	chr16	10991851	10992178	+	0.000	0.000	Merged-chr16-10992013-2
Merged-chr4-15266515-5	chr4	15266352	15266678	+	0.000	0.000	Merged-chr4-15266515-5
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr13-22043154-75	chr13	22042930	22043576	+	0.000	0.000	Merged-chr13-22043154-75
Merged-chr1-134099095-86	chr1	134098707	134099527	+	0.000	0.000	Merged-chr1-134099095-86
Merged-chr10-118096400-51	chr10	118096217	118096634	+	0.000	0.000	Merged-chr10-118096400-51
Merged-chr19-41397970-2	chr19	41397850	41398093	+	0.000	0.000	Merged-chr19-41397970-2
Merged-chr7-67419913-32	chr7	67419605	67420320	+	0.000	0.000	Merged-chr7-67419913-32
Merged-chr2-158734267-51	chr2	158733854	158734743	+	0.000	0.000	Merged-chr2-158734267-51
Merged-chr10-77536900-3	chr10	77536770	77537034	+	0.000	0.000	Merged-chr10-77536900-3
Merged-chr11-69066917-10	chr11	69066617	69067106	+	0.000	0.000	Merged-chr11-69066917-10
Merged-chr2-32488884-4	chr2	32488712	32489044	+	0.000	0.000	Merged-chr2-32488884-4
Merged-chr1-128366514-8	chr1	128366343	128366702	+	0.000	0.000	Merged-chr1-128366514-8
Merged-chr6-115971349-10	chr6	115971162	115971523	+	0.000	0.000	Merged-chr6-115971349-10
Merged-chr18-70572603-19	chr18	70572384	70572758	+	0.000	0.000	Merged-chr18-70572603-19
Merged-chr10-40090254-8	chr10	40090006	40090456	+	0.000	0.000	Merged-chr10-40090254-8
Merged-chr2-120094273-12	chr2	120094104	120094452	+	0.000	0.000	Merged-chr2-120094273-12
Merged-chr7-38141979-26	chr7	38141742	38142197	+	0.000	0.000	Merged-chr7-38141979-26
Merged-chr17-73953043-1	chr17	73952945	73953143	+	0.000	0.000	Merged-chr17-73953043-1
Merged-chr14-78685455-11	chr14	78685296	78685626	+	0.000	0.000	Merged-chr14-78685455-11
Merged-chr12-73616927-7	chr12	73616752	73617075	+	0.000	0.000	Merged-chr12-73616927-7
Merged-chr6-50390473-40	chr6	50390284	50390650	+	0.000	0.000	Merged-chr6-50390473-40
Merged-chr8-124242348-54	chr8	124242133	124242598	+	0.000	0.000	Merged-chr8-124242348-54
Merged-chr9-78617261-21	chr9	78617105	78617442	+	0.000	0.000	Merged-chr9-78617261-21
Merged-chr2-127133988-67	chr2	127133701	127134314	+	0.000	0.000	Merged-chr2-127133988-67
Merged-chr6-113638545-51	chr6	113638267	113638814	+	0.000	0.000	Merged-chr6-113638545-51
Merged-chr19-5956915-3	chr19	5956785	5957043	+	0.000	0.000	Merged-chr19-5956915-3
Merged-chr11-59662530-59	chr11	59662233	59662782	+	0.000	0.000	Merged-chr11-59662530-59
Merged-chr17-24162973-2	chr17	24162871	24163077	+	0.000	0.000	Merged-chr17-24162973-2
Merged-chr7-112225883-54	chr7	112225651	112226201	+	0.000	0.000	Merged-chr7-112225883-54
Merged-chr4-133650284-39	chr4	133650050	133650463	+	0.000	0.000	Merged-chr4-133650284-39
Merged-chr10-80576663-4	chr10	80576493	80576853	+	0.000	0.000	Merged-chr10-80576663-4
Merged-chr9-80342809-3	chr9	80342682	80342926	+	0.000	0.000	Merged-chr9-80342809-3
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr16-95702377-100	chr16	95701992	95702724	+	0.000	0.000	Merged-chr16-95702377-100
Merged-chr9-20961726-34	chr9	20961440	20962011	+	0.000	0.000	Merged-chr9-20961726-34
Merged-chr11-51644413-4	chr11	51644268	51644586	+	0.000	0.000	Merged-chr11-51644413-4
Merged-chr14-78749515-13	chr14	78749176	78749771	+	0.000	0.000	Merged-chr14-78749515-13
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr4-46565631-17	chr4	46565390	46565932	+	0.000	0.000	Merged-chr4-46565631-17
Merged-chr6-8647887-10	chr6	8647661	8648160	+	0.000	0.000	Merged-chr6-8647887-10
Merged-chr17-78201696-9	chr17	78201296	78202023	+	0.000	0.000	Merged-chr17-78201696-9
Merged-chr10-128232191-128	chr10	128231683	128232456	+	0.000	0.000	Merged-chr10-128232191-128
Merged-chr11-83569435-5	chr11	83569255	83569588	+	0.000	0.000	Merged-chr11-83569435-5
Merged-chr4-145241018-59	chr4	145240848	145241277	+	0.000	0.000	Merged-chr4-145241018-59
Merged-chr4-145229567-109	chr4	145229354	145229937	+	0.000	0.000	Merged-chr4-145229567-109
Merged-chr13-35815874-2	chr13	35815744	35816007	+	0.000	0.000	Merged-chr13-35815874-2
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr18-56473376-5	chr18	56473194	56473537	+	0.000	0.000	Merged-chr18-56473376-5
Merged-chr2-25228680-45	chr2	25228531	25228867	+	0.000	0.000	Merged-chr2-25228680-45
Merged-chr11-17005179-7	chr11	17004980	17005398	+	0.000	0.000	Merged-chr11-17005179-7
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chr3-19311257-112	chr3	19310867	19311779	+	0.000	0.000	Merged-chr3-19311257-112
Merged-chr14-73238069-16	chr14	73237861	73238277	+	0.000	0.000	Merged-chr14-73238069-16
Merged-chrX-167207953-22	chrX	167207767	167208124	+	0.000	0.000	Merged-chrX-167207953-22
Merged-chr9-45300691-53	chr9	45300309	45300926	+	0.000	0.000	Merged-chr9-45300691-53
Merged-chr12-73604732-122	chr12	73604344	73605204	+	0.000	0.000	Merged-chr12-73604732-122
Merged-chr4-151996356-68	chr4	151995795	151996772	+	0.000	0.000	Merged-chr4-151996356-68
Merged-chr7-66253544-6	chr7	66253351	66253730	+	0.000	0.000	Merged-chr7-66253544-6
Merged-chr1-193273386-37	chr1	193273057	193273654	+	0.000	0.000	Merged-chr1-193273386-37
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr1-133694971-54	chr1	133694585	133695360	+	0.000	0.000	Merged-chr1-133694971-54
Merged-chr11-46454018-1	chr11	46453920	46454118	+	0.000	0.000	Merged-chr11-46454018-1
Merged-chr12-32183013-17	chr12	32182736	32183372	+	0.000	0.000	Merged-chr12-32183013-17
Merged-chr15-66559012-25	chr15	66558672	66559245	+	0.000	0.000	Merged-chr15-66559012-25
Merged-chr16-78564490-1	chr16	78564392	78564590	+	0.000	0.000	Merged-chr16-78564490-1
Merged-chr15-76710105-1	chr15	76710007	76710205	+	0.000	0.000	Merged-chr15-76710105-1
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr18-37815842-2	chr18	37815729	37815957	+	0.000	0.000	Merged-chr18-37815842-2
Merged-chr6-54069236-28	chr6	54068940	54069679	+	0.000	0.000	Merged-chr6-54069236-28
Merged-chr18-66471173-116	chr18	66470739	66471447	+	0.000	0.000	Merged-chr18-66471173-116
Merged-chr1-43446070-79	chr1	43445594	43446717	+	0.000	0.000	Merged-chr1-43446070-79
Merged-chr8-72135322-43	chr8	72135023	72135652	+	0.000	0.000	Merged-chr8-72135322-43
Merged-chr19-41366237-2	chr19	41366139	41366337	+	0.000	0.000	Merged-chr19-41366237-2
Merged-chr8-105471418-14	chr8	105471197	105471663	+	0.000	0.000	Merged-chr8-105471418-14
Merged-chr4-133609928-19	chr4	133609624	133610223	+	0.000	0.000	Merged-chr4-133609928-19
Merged-chr7-38108497-1	chr7	38108399	38108597	+	0.000	0.000	Merged-chr7-38108497-1
Merged-chr17-86754718-22	chr17	86754408	86755277	+	0.000	0.000	Merged-chr17-86754718-22
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr11-98939717-1	chr11	98939619	98939817	+	0.000	0.000	Merged-chr11-98939717-1
Merged-chr1-120293929-5	chr1	120293750	120294122	+	0.000	0.000	Merged-chr1-120293929-5
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr19-9898748-1	chr19	9898650	9898848	+	0.000	0.000	Merged-chr19-9898748-1
Merged-chr13-113869470-43	chr13	113869261	113869691	+	0.000	0.000	Merged-chr13-113869470-43
Merged-chr7-89253544-42	chr7	89253331	89253856	+	0.000	0.000	Merged-chr7-89253544-42
Merged-chr17-32423515-5	chr17	32423368	32423686	+	0.000	0.000	Merged-chr17-32423515-5
Merged-chr19-45631127-14	chr19	45630902	45631340	+	0.000	0.000	Merged-chr19-45631127-14
Merged-chr8-120760547-6	chr8	120760277	120760926	+	0.000	0.000	Merged-chr8-120760547-6
Merged-chr10-118459008-40	chr10	118458747	118459241	+	0.000	0.000	Merged-chr10-118459008-40
Merged-chr13-113168484-63	chr13	113168195	113168793	+	0.000	0.000	Merged-chr13-113168484-63
Merged-chr17-47754343-10	chr17	47754179	47754514	+	0.000	0.000	Merged-chr17-47754343-10
Merged-chr6-54162989-41	chr6	54162780	54163277	+	0.000	0.000	Merged-chr6-54162989-41
Merged-chr6-86669328-55	chr6	86669125	86669545	+	0.000	0.000	Merged-chr6-86669328-55
Merged-chr15-55838283-1	chr15	55838185	55838383	+	0.000	0.000	Merged-chr15-55838283-1
Merged-chr16-64796887-9	chr16	64796765	64797028	+	0.000	0.000	Merged-chr16-64796887-9
Merged-chr14-67951518-44	chr14	67951151	67951766	+	0.000	0.000	Merged-chr14-67951518-44
Merged-chr15-96690893-3	chr15	96690691	96691098	+	0.000	0.000	Merged-chr15-96690893-3
Merged-chr11-69334171-1	chr11	69334073	69334271	+	0.000	0.000	Merged-chr11-69334171-1
Merged-chr9-80156869-12	chr9	80156623	80157203	+	0.000	0.000	Merged-chr9-80156869-12
Merged-chr8-123412748-15	chr8	123412508	123413039	+	0.000	0.000	Merged-chr8-123412748-15
Merged-chr2-163697861-1	chr2	163697763	163697961	+	0.000	0.000	Merged-chr2-163697861-1
Merged-chr2-60904375-31	chr2	60904157	60904704	+	0.000	0.000	Merged-chr2-60904375-31
Merged-chr13-32868285-30	chr13	32868061	32868540	+	0.000	0.000	Merged-chr13-32868285-30
Merged-chrX-36744841-35	chrX	36744490	36745162	+	0.000	0.000	Merged-chrX-36744841-35
Merged-chr2-152810370-23	chr2	152810090	152810637	+	0.000	0.000	Merged-chr2-152810370-23
Merged-chr15-99008995-43	chr15	99008745	99009246	+	0.000	0.000	Merged-chr15-99008995-43
Merged-chr11-98963701-42	chr11	98963412	98963987	+	0.000	0.000	Merged-chr11-98963701-42
Merged-chr15-34306839-46	chr15	34306616	34307092	+	0.000	0.000	Merged-chr15-34306839-46
Merged-chr16-32277767-74	chr16	32277451	32278145	+	0.000	0.000	Merged-chr16-32277767-74
Merged-chr13-55327829-51	chr13	55327580	55328043	+	0.000	0.000	Merged-chr13-55327829-51
Merged-chr1-43558472-4	chr1	43558291	43558637	+	0.000	0.000	Merged-chr1-43558472-4
Merged-chr1-151706249-27	chr1	151705994	151706509	+	0.000	0.000	Merged-chr1-151706249-27
Merged-chr9-124126510-17	chr9	124126342	124126732	+	0.000	0.000	Merged-chr9-124126510-17
Merged-chr4-145264291-60	chr4	145263998	145264989	+	0.000	0.000	Merged-chr4-145264291-60
Merged-chr13-52973678-1	chr13	52973580	52973778	+	0.000	0.000	Merged-chr13-52973678-1
Merged-chr10-117909634-1	chr10	117909536	117909734	+	0.000	0.000	Merged-chr10-117909634-1
Merged-chr11-69070779-53	chr11	69070561	69070981	+	0.000	0.000	Merged-chr11-69070779-53
Merged-chr1-171789069-81	chr1	171788561	171789764	+	0.000	0.000	Merged-chr1-171789069-81
Merged-chr3-107796765-38	chr3	107796535	107797043	+	0.000	0.000	Merged-chr3-107796765-38
Merged-chr3-96220544-108	chr3	96220356	96220757	+	0.000	0.000	Merged-chr3-96220544-108
Merged-chr10-40192592-2	chr10	40192444	40192743	+	0.000	0.000	Merged-chr10-40192592-2
Merged-chr2-121511602-35	chr2	121511396	121511789	+	0.000	0.000	Merged-chr2-121511602-35
Merged-chr10-77531233-16	chr10	77530892	77531681	+	0.000	0.000	Merged-chr10-77531233-16
Merged-chr19-40666029-20	chr19	40665863	40666210	+	0.000	0.000	Merged-chr19-40666029-20
Merged-chr2-132846803-64	chr2	132846489	132847303	+	0.000	0.000	Merged-chr2-132846803-64
Merged-chr9-94453263-19	chr9	94453088	94453619	+	0.000	0.000	Merged-chr9-94453263-19
Merged-chr13-33068250-9	chr13	33068100	33068397	+	0.000	0.000	Merged-chr13-33068250-9
Merged-chr4-145268299-20	chr4	145268057	145268549	+	0.000	0.000	Merged-chr4-145268299-20
Merged-chr2-60846200-3	chr2	60846076	60846334	+	0.000	0.000	Merged-chr2-60846200-3
Merged-chr1-134963108-4	chr1	134963001	134963222	+	0.000	0.000	Merged-chr1-134963108-4
Merged-chr1-151685302-45	chr1	151685082	151685610	+	0.000	0.000	Merged-chr1-151685302-45
Merged-chr7-63938781-167	chr7	63938219	63939434	+	0.000	0.000	Merged-chr7-63938781-167
Merged-chr3-89101941-62	chr3	89101687	89102208	+	0.000	0.000	Merged-chr3-89101941-62
Merged-chr6-128993036-49	chr6	128992786	128993566	+	0.000	0.000	Merged-chr6-128993036-49
Merged-chr7-28548591-17	chr7	28548426	28548876	+	0.000	0.000	Merged-chr7-28548591-17
Merged-chr19-41360707-21	chr19	41360300	41360917	+	0.000	0.000	Merged-chr19-41360707-21
Merged-chr17-12754650-32	chr17	12754471	12754901	+	0.000	0.000	Merged-chr17-12754650-32
Merged-chr10-118404667-11	chr10	118404507	118404881	+	0.000	0.000	Merged-chr10-118404667-11
Merged-chr2-25186459-2	chr2	25186361	25186560	+	0.000	0.000	Merged-chr2-25186459-2
Merged-chr10-117925903-63	chr10	117925588	117926219	+	0.000	0.000	Merged-chr10-117925903-63
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr1-130462555-64	chr1	130462237	130462770	+	0.000	0.000	Merged-chr1-130462555-64
Merged-chr9-123723255-25	chr9	123723051	123723472	+	0.000	0.000	Merged-chr9-123723255-25
Merged-chr16-75921068-56	chr16	75920816	75921354	+	0.000	0.000	Merged-chr16-75921068-56
Merged-chr10-118461028-8	chr10	118460883	118461225	+	0.000	0.000	Merged-chr10-118461028-8
Merged-chr13-23685405-2	chr13	23685250	23685563	+	0.000	0.000	Merged-chr13-23685405-2
Merged-chr19-10204187-93	chr19	10203860	10204508	+	0.000	0.000	Merged-chr19-10204187-93
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr10-80578821-38	chr10	80578412	80579226	+	0.000	0.000	Merged-chr10-80578821-38
Merged-chr3-94388255-39	chr3	94388025	94388536	+	0.000	0.000	Merged-chr3-94388255-39
Merged-chr19-5843955-4	chr19	5843776	5844082	+	0.000	0.000	Merged-chr19-5843955-4
Merged-chr11-55386598-21	chr11	55386443	55386774	+	0.000	0.000	Merged-chr11-55386598-21
Merged-chr16-78547576-18	chr16	78547417	78547737	+	0.000	0.000	Merged-chr16-78547576-18
Merged-chr6-113669430-31	chr6	113669237	113669634	+	0.000	0.000	Merged-chr6-113669430-31
Merged-chr3-108722192-65	chr3	108721604	108722510	+	0.000	0.000	Merged-chr3-108722192-65
Merged-chr10-117894550-44	chr10	117894038	117895080	+	0.000	0.000	Merged-chr10-117894550-44
Merged-chr7-38088667-4	chr7	38088565	38088772	+	0.000	0.000	Merged-chr7-38088667-4
Merged-chr7-127142485-2	chr7	127142373	127142599	+	0.000	0.000	Merged-chr7-127142485-2
Merged-chr4-120953872-1	chr4	120953774	120953972	+	0.000	0.000	Merged-chr4-120953872-1
Merged-chr12-24710471-47	chr12	24710158	24710753	+	0.000	0.000	Merged-chr12-24710471-47
Merged-chr7-67430219-9	chr7	67429925	67430459	+	0.000	0.000	Merged-chr7-67430219-9
Merged-chr16-8843171-18	chr16	8842917	8843408	+	0.000	0.000	Merged-chr16-8843171-18
Merged-chr17-44217575-17	chr17	44217361	44217816	+	0.000	0.000	Merged-chr17-44217575-17
Merged-chr12-112693735-54	chr12	112693391	112694014	+	0.000	0.000	Merged-chr12-112693735-54
Merged-chr5-120711649-45	chr5	120711359	120711958	+	0.000	0.000	Merged-chr5-120711649-45
Merged-chr2-120154380-93	chr2	120154158	120154855	+	0.000	0.000	Merged-chr2-120154380-93
Merged-chr11-78550738-54	chr11	78550526	78550973	+	0.000	0.000	Merged-chr11-78550738-54
Merged-chr2-32451702-107	chr2	32451322	32452186	+	0.000	0.000	Merged-chr2-32451702-107
Merged-chr4-86612042-62	chr4	86611756	86612303	+	0.000	0.000	Merged-chr4-86612042-62
Merged-chr10-117899649-5	chr10	117899507	117899779	+	0.000	0.000	Merged-chr10-117899649-5
Merged-chr1-40501898-34	chr1	40501481	40502282	+	0.000	0.000	Merged-chr1-40501898-34
Merged-chr11-102248943-39	chr11	102248709	102249179	+	0.000	0.000	Merged-chr11-102248943-39
Merged-chr3-89247681-1	chr3	89247583	89247781	+	0.000	0.000	Merged-chr3-89247681-1
Merged-chr6-112862022-40	chr6	112861713	112862317	+	0.000	0.000	Merged-chr6-112862022-40
Merged-chr17-5885650-6	chr17	5885479	5885788	+	0.000	0.000	Merged-chr17-5885650-6
Merged-chr11-70622499-26	chr11	70622257	70622712	+	0.000	0.000	Merged-chr11-70622499-26
Merged-chr14-78687892-42	chr14	78687631	78688155	+	0.000	0.000	Merged-chr14-78687892-42
Merged-chr10-117952803-132	chr10	117951996	117953393	+	0.000	0.000	Merged-chr10-117952803-132
Merged-chr11-95367219-42	chr11	95366914	95367499	+	0.000	0.000	Merged-chr11-95367219-42
Merged-chr9-120063137-1	chr9	120063039	120063237	+	0.000	0.000	Merged-chr9-120063137-1
Merged-chr14-73143302-64	chr14	73143105	73143513	+	0.000	0.000	Merged-chr14-73143302-64
Merged-chr11-78600384-46	chr11	78600012	78600776	+	0.000	0.000	Merged-chr11-78600384-46
Merged-chr5-135152691-12	chr5	135152528	135152821	+	0.000	0.000	Merged-chr5-135152691-12
Merged-chr2-45109925-105	chr2	45109220	45110379	+	0.000	0.000	Merged-chr2-45109925-105
Merged-chr12-100871436-2	chr12	100871318	100871556	+	0.000	0.000	Merged-chr12-100871436-2
Merged-chr15-93272956-59	chr15	93272462	93273443	+	0.000	0.000	Merged-chr15-93272956-59
