#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
Merged-chr3-137853117-36	chr3	137852917	137853364	+	0.000	0.000	Merged-chr3-137853117-36
Merged-chr9-32521383-3	chr9	32521232	32521513	+	0.000	0.000	Merged-chr9-32521383-3
Merged-chr9-123960411-24	chr9	123960223	123960589	+	0.000	0.000	Merged-chr9-123960411-24
Merged-chr16-33023975-23	chr16	33023808	33024216	+	0.000	0.000	Merged-chr16-33023975-23
Merged-chr19-46338710-45	chr19	46338469	46339012	+	0.000	0.000	Merged-chr19-46338710-45
Merged-chr2-9688295-16	chr2	9688107	9688510	+	0.000	0.000	Merged-chr2-9688295-16
Merged-chr15-84685163-52	chr15	84684568	84685726	+	0.000	0.000	Merged-chr15-84685163-52
Merged-chr19-56041960-2	chr19	56041851	56042072	+	0.000	0.000	Merged-chr19-56041960-2
Merged-chr4-44301035-47	chr4	44300846	44301281	+	0.000	0.000	Merged-chr4-44301035-47
Merged-chr4-89486626-2	chr4	89486528	89486726	+	0.000	0.000	Merged-chr4-89486626-2
Merged-chr1-160025789-2	chr1	160025629	160025952	+	0.000	0.000	Merged-chr1-160025789-2
Merged-chr4-135073658-24	chr4	135073486	135073854	+	0.000	0.000	Merged-chr4-135073658-24
Merged-chr6-108631007-44	chr6	108630706	108631217	+	0.000	0.000	Merged-chr6-108631007-44
Merged-chr13-114879006-41	chr13	114878632	114879231	+	0.000	0.000	Merged-chr13-114879006-41
Merged-chr17-44130600-14	chr17	44130395	44130831	+	0.000	0.000	Merged-chr17-44130600-14
Merged-chr4-156030894-44	chr4	156030712	156031151	+	0.000	0.000	Merged-chr4-156030894-44
Merged-chr7-123355107-50	chr7	123354734	123355440	+	0.000	0.000	Merged-chr7-123355107-50
Merged-chr1-131021183-1	chr1	131021085	131021283	+	0.000	0.000	Merged-chr1-131021183-1
Merged-chr4-132748989-25	chr4	132748742	132749210	+	0.000	0.000	Merged-chr4-132748989-25
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr17-25258027-50	chr17	25257761	25258232	+	0.000	0.000	Merged-chr17-25258027-50
Merged-chr4-43483112-12	chr4	43482954	43483290	+	0.000	0.000	Merged-chr4-43483112-12
Merged-chr10-26229708-29	chr10	26229361	26229937	+	0.000	0.000	Merged-chr10-26229708-29
Merged-chr16-52470408-42	chr16	52470163	52470708	+	0.000	0.000	Merged-chr16-52470408-42
Merged-chr2-52424826-73	chr2	52424638	52425138	+	0.000	0.000	Merged-chr2-52424826-73
Merged-chr11-53842047-54	chr11	53841864	53842360	+	0.000	0.000	Merged-chr11-53842047-54
Merged-chr7-139151374-48	chr7	139151108	139151589	+	0.000	0.000	Merged-chr7-139151374-48
Merged-chr3-9767219-17	chr3	9767049	9767397	+	0.000	0.000	Merged-chr3-9767219-17
Merged-chr4-152447863-18	chr4	152447673	152448088	+	0.000	0.000	Merged-chr4-152447863-18
Merged-chr4-155491513-60	chr4	155491120	155491943	+	0.000	0.000	Merged-chr4-155491513-60
Merged-chr3-102735083-92	chr3	102734840	102735369	+	0.000	0.000	Merged-chr3-102735083-92
Merged-chr1-181865923-4	chr1	181865678	181866134	+	0.000	0.000	Merged-chr1-181865923-4
Merged-chr4-136172134-18	chr4	136171935	136172344	+	0.000	0.000	Merged-chr4-136172134-18
Merged-chr4-135292823-34	chr4	135292626	135293005	+	0.000	0.000	Merged-chr4-135292823-34
Merged-chr13-43268083-3	chr13	43267953	43268247	+	0.000	0.000	Merged-chr13-43268083-3
Merged-chr8-104395484-125	chr8	104394862	104395748	+	0.000	0.000	Merged-chr8-104395484-125
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr2-90625139-7	chr2	90625010	90625281	+	0.000	0.000	Merged-chr2-90625139-7
Merged-chr1-43138618-9	chr1	43138453	43138764	+	0.000	0.000	Merged-chr1-43138618-9
Merged-chr2-53191646-133	chr2	53191416	53191877	+	0.000	0.000	Merged-chr2-53191646-133
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr11-49956068-20	chr11	49955844	49956278	+	0.000	0.000	Merged-chr11-49956068-20
Merged-chr1-176944899-30	chr1	176944619	176945239	+	0.000	0.000	Merged-chr1-176944899-30
Merged-chr2-66124207-7	chr2	66123911	66124385	+	0.000	0.000	Merged-chr2-66124207-7
Merged-chr14-25454531-12	chr14	25454351	25454673	+	0.000	0.000	Merged-chr14-25454531-12
Merged-chr6-108688529-50	chr6	108688054	108688862	+	0.000	0.000	Merged-chr6-108688529-50
Merged-chr8-104396039-6	chr8	104395885	104396168	+	0.000	0.000	Merged-chr8-104396039-6
Merged-chr19-18631060-3	chr19	18630962	18631160	+	0.000	0.000	Merged-chr19-18631060-3
Merged-chr6-131292512-2	chr6	131292344	131292683	+	0.000	0.000	Merged-chr6-131292512-2
Merged-chr11-119023233-65	chr11	119022763	119023619	+	0.000	0.000	Merged-chr11-119023233-65
Merged-chr7-142462781-62	chr7	142462441	142463181	+	0.000	0.000	Merged-chr7-142462781-62
Merged-chr4-40876034-58	chr4	40875784	40876512	+	0.000	0.000	Merged-chr4-40876034-58
Merged-chr5-73647714-62	chr5	73647369	73648154	+	0.000	0.000	Merged-chr5-73647714-62
Merged-chr2-128153146-97	chr2	128152825	128153508	+	0.000	0.000	Merged-chr2-128153146-97
Merged-chr1-133772062-25	chr1	133771904	133772236	+	0.000	0.000	Merged-chr1-133772062-25
Merged-chr17-44745562-14	chr17	44745431	44745701	+	0.000	0.000	Merged-chr17-44745562-14
Merged-chr2-11623326-4	chr2	11623212	11623447	+	0.000	0.000	Merged-chr2-11623326-4
Merged-chr2-58161990-33	chr2	58161817	58162300	+	0.000	0.000	Merged-chr2-58161990-33
Merged-chr13-43302900-1	chr13	43302802	43303000	+	0.000	0.000	Merged-chr13-43302900-1
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr9-35117725-13	chr9	35117552	35117880	+	0.000	0.000	Merged-chr9-35117725-13
Merged-chr13-115011790-8	chr13	115011643	115011969	+	0.000	0.000	Merged-chr13-115011790-8
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr2-126499021-9	chr2	126498761	126499261	+	0.000	0.000	Merged-chr2-126499021-9
Merged-chr3-102697819-15	chr3	102697568	102698100	+	0.000	0.000	Merged-chr3-102697819-15
Merged-chr9-13820918-14	chr9	13820676	13821185	+	0.000	0.000	Merged-chr9-13820918-14
Merged-chr17-12164668-1	chr17	12164570	12164768	+	0.000	0.000	Merged-chr17-12164668-1
Merged-chr13-101797188-14	chr13	101796910	101797435	+	0.000	0.000	Merged-chr13-101797188-14
Merged-chr12-70825421-128	chr12	70825164	70825738	+	0.000	0.000	Merged-chr12-70825421-128
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr17-79020706-82	chr17	79020412	79021088	+	0.000	0.000	Merged-chr17-79020706-82
Merged-chr10-80668783-8	chr10	80668563	80669030	+	0.000	0.000	Merged-chr10-80668783-8
Merged-chr18-62163179-10	chr18	62163022	62163316	+	0.000	0.000	Merged-chr18-62163179-10
Merged-chr2-52510042-2	chr2	52509939	52510148	+	0.000	0.000	Merged-chr2-52510042-2
Merged-chr1-74391638-119	chr1	74391107	74392404	+	0.000	0.000	Merged-chr1-74391638-119
Merged-chr11-67563339-33	chr11	67563039	67563548	+	0.000	0.000	Merged-chr11-67563339-33
Merged-chr8-70351517-7	chr8	70351348	70351678	+	0.000	0.000	Merged-chr8-70351517-7
Merged-chr18-75377712-65	chr18	75377460	75378045	+	0.000	0.000	Merged-chr18-75377712-65
Merged-chr3-93548617-27	chr3	93548415	93548863	+	0.000	0.000	Merged-chr3-93548617-27
Merged-chr2-90503478-20	chr2	90503229	90503638	+	0.000	0.000	Merged-chr2-90503478-20
Merged-chr5-105141732-11	chr5	105141522	105141960	+	0.000	0.000	Merged-chr5-105141732-11
Merged-chr3-93562558-40	chr3	93562330	93562837	+	0.000	0.000	Merged-chr3-93562558-40
Merged-chr3-9802270-83	chr3	9801793	9802779	+	0.000	0.000	Merged-chr3-9802270-83
Merged-chr3-102724263-19	chr3	102724024	102724496	+	0.000	0.000	Merged-chr3-102724263-19
Merged-chr1-57377842-99	chr1	57377354	57378058	+	0.000	0.000	Merged-chr1-57377842-99
Merged-chr8-111960848-2	chr8	111960734	111960964	+	0.000	0.000	Merged-chr8-111960848-2
Merged-chr12-100711122-1	chr12	100711024	100711222	+	0.000	0.000	Merged-chr12-100711122-1
Merged-chr19-11048219-7	chr19	11048025	11048454	+	0.000	0.000	Merged-chr19-11048219-7
Merged-chr10-81508200-58	chr10	81507965	81508383	+	0.000	0.000	Merged-chr10-81508200-58
Merged-chr2-11268730-3	chr2	11268616	11268838	+	0.000	0.000	Merged-chr2-11268730-3
Merged-chr2-167368562-3	chr2	167368376	167368725	+	0.000	0.000	Merged-chr2-167368562-3
Merged-chr4-126554688-2	chr4	126554512	126554866	+	0.000	0.000	Merged-chr4-126554688-2
Merged-chr17-44654790-53	chr17	44654580	44654954	+	0.000	0.000	Merged-chr17-44654790-53
Merged-chr1-181881730-30	chr1	181881419	181882002	+	0.000	0.000	Merged-chr1-181881730-30
Merged-chr7-114069379-29	chr7	114069200	114069591	+	0.000	0.000	Merged-chr7-114069379-29
Merged-chr12-100711512-39	chr12	100711226	100711828	+	0.000	0.000	Merged-chr12-100711512-39
Merged-chr10-94426440-41	chr10	94426191	94426725	+	0.000	0.000	Merged-chr10-94426440-41
Merged-chr4-149518177-56	chr4	149517935	149518515	+	0.000	0.000	Merged-chr4-149518177-56
Merged-chr7-135704133-3	chr7	135704025	135704251	+	0.000	0.000	Merged-chr7-135704133-3
Merged-chr13-30686160-2	chr13	30686059	30686264	+	0.000	0.000	Merged-chr13-30686160-2
Merged-chr9-72662335-52	chr9	72661757	72662731	+	0.000	0.000	Merged-chr9-72662335-52
Merged-chr2-32875161-7	chr2	32875009	32875351	+	0.000	0.000	Merged-chr2-32875161-7
Merged-chr11-68451501-45	chr11	68451292	68451775	+	0.000	0.000	Merged-chr11-68451501-45
Merged-chr15-88828677-52	chr15	88828008	88829039	+	0.000	0.000	Merged-chr15-88828677-52
Merged-chr7-123354508-1	chr7	123354410	123354608	+	0.000	0.000	Merged-chr7-123354508-1
Merged-chr17-86206449-38	chr17	86206108	86206820	+	0.000	0.000	Merged-chr17-86206449-38
Merged-chr2-9574386-32	chr2	9574209	9574595	+	0.000	0.000	Merged-chr2-9574386-32
Merged-chr6-108922782-44	chr6	108922555	108922983	+	0.000	0.000	Merged-chr6-108922782-44
Merged-chr5-112273853-3	chr5	112273755	112273953	+	0.000	0.000	Merged-chr5-112273853-3
Merged-chr8-115742797-48	chr8	115742546	115743058	+	0.000	0.000	Merged-chr8-115742797-48
Merged-chr6-108672304-39	chr6	108672071	108672493	+	0.000	0.000	Merged-chr6-108672304-39
Merged-chr1-133800869-2	chr1	133800771	133800969	+	0.000	0.000	Merged-chr1-133800869-2
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr10-44685427-5	chr10	44685288	44685568	+	0.000	0.000	Merged-chr10-44685427-5
Merged-chr1-131021711-12	chr1	131021491	131021945	+	0.000	0.000	Merged-chr1-131021711-12
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr2-65135725-7	chr2	65135508	65135883	+	0.000	0.000	Merged-chr2-65135725-7
Merged-chr10-81473073-16	chr10	81472775	81473297	+	0.000	0.000	Merged-chr10-81473073-16
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr1-88699644-21	chr1	88699422	88699855	+	0.000	0.000	Merged-chr1-88699644-21
Merged-chr4-135155615-17	chr4	135155284	135155925	+	0.000	0.000	Merged-chr4-135155615-17
Merged-chr8-86837422-9	chr8	86837301	86837544	+	0.000	0.000	Merged-chr8-86837422-9
Merged-chr15-73724904-65	chr15	73724443	73725311	+	0.000	0.000	Merged-chr15-73724904-65
Merged-chr6-108570612-11	chr6	108570436	108570831	+	0.000	0.000	Merged-chr6-108570612-11
Merged-chr12-86592700-17	chr12	86592465	86592963	+	0.000	0.000	Merged-chr12-86592700-17
Merged-chr7-135736523-2	chr7	135736420	135736629	+	0.000	0.000	Merged-chr7-135736523-2
Merged-chr8-83698923-131	chr8	83698211	83699906	+	0.000	0.000	Merged-chr8-83698923-131
Merged-chr9-24410583-1	chr9	24410485	24410683	+	0.000	0.000	Merged-chr9-24410583-1
Merged-chr19-11559745-14	chr19	11559505	11559944	+	0.000	0.000	Merged-chr19-11559745-14
Merged-chr9-44034217-58	chr9	44033947	44034505	+	0.000	0.000	Merged-chr9-44034217-58
Merged-chr6-108830267-1	chr6	108830169	108830367	+	0.000	0.000	Merged-chr6-108830267-1
Merged-chr18-34751743-52	chr18	34751498	34751970	+	0.000	0.000	Merged-chr18-34751743-52
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr3-89963863-2	chr3	89963765	89963963	+	0.000	0.000	Merged-chr3-89963863-2
Merged-chr2-11645530-22	chr2	11645281	11645684	+	0.000	0.000	Merged-chr2-11645530-22
Merged-chr8-115726310-1	chr8	115726212	115726410	+	0.000	0.000	Merged-chr8-115726310-1
Merged-chr2-9684074-22	chr2	9683811	9684386	+	0.000	0.000	Merged-chr2-9684074-22
Merged-chr14-102982512-180	chr14	102982184	102982799	+	0.000	0.000	Merged-chr14-102982512-180
Merged-chr1-161071616-1	chr1	161071518	161071716	+	0.000	0.000	Merged-chr1-161071616-1
Merged-chr5-93269035-1	chr5	93268937	93269135	+	0.000	0.000	Merged-chr5-93269035-1
Merged-chr15-37461428-38	chr15	37461125	37461874	+	0.000	0.000	Merged-chr15-37461428-38
Merged-chr2-154791306-111	chr2	154790942	154791700	+	0.000	0.000	Merged-chr2-154791306-111
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr9-111046426-26	chr9	111046102	111046850	+	0.000	0.000	Merged-chr9-111046426-26
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr6-8649574-3	chr6	8649473	8649677	+	0.000	0.000	Merged-chr6-8649574-3
Merged-chr18-73815538-67	chr18	73815177	73815931	+	0.000	0.000	Merged-chr18-73815538-67
Merged-chr4-155493552-1	chr4	155493454	155493652	+	0.000	0.000	Merged-chr4-155493552-1
Merged-chr3-89245103-10	chr3	89244812	89245447	+	0.000	0.000	Merged-chr3-89245103-10
Merged-chr11-67522836-19	chr11	67522623	67523063	+	0.000	0.000	Merged-chr11-67522836-19
Merged-chr11-53771554-2	chr11	53771421	53771690	+	0.000	0.000	Merged-chr11-53771554-2
Merged-chr13-95987347-15	chr13	95987191	95987511	+	0.000	0.000	Merged-chr13-95987347-15
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr17-35999496-29	chr17	35999080	35999693	+	0.000	0.000	Merged-chr17-35999496-29
Merged-chr7-81177684-2	chr7	81177530	81177841	+	0.000	0.000	Merged-chr7-81177684-2
Merged-chr8-86871001-39	chr8	86870750	86871251	+	0.000	0.000	Merged-chr8-86871001-39
Merged-chr13-81658891-4	chr13	81658769	81659003	+	0.000	0.000	Merged-chr13-81658891-4
Merged-chr4-132757307-47	chr4	132756985	132757756	+	0.000	0.000	Merged-chr4-132757307-47
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr1-176832832-4	chr1	176832669	176832970	+	0.000	0.000	Merged-chr1-176832832-4
Merged-chr18-73541986-66	chr18	73541746	73542165	+	0.000	0.000	Merged-chr18-73541986-66
Merged-chr2-75776933-48	chr2	75776363	75777321	+	0.000	0.000	Merged-chr2-75776933-48
Merged-chr1-181877231-15	chr1	181877029	181877479	+	0.000	0.000	Merged-chr1-181877231-15
Merged-chr10-94545691-55	chr10	94545491	94545982	+	0.000	0.000	Merged-chr10-94545691-55
Merged-chr11-67588977-22	chr11	67588700	67589233	+	0.000	0.000	Merged-chr11-67588977-22
Merged-chr6-137648506-108	chr6	137647258	137649468	+	0.000	0.000	Merged-chr6-137648506-108
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chr4-72200861-128	chr4	72200373	72201326	+	0.000	0.000	Merged-chr4-72200861-128
Merged-chr6-67425044-5	chr6	67424920	67425163	+	0.000	0.000	Merged-chr6-67425044-5
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr4-11769375-29	chr4	11769093	11769645	+	0.000	0.000	Merged-chr4-11769375-29
Merged-chr12-24632275-3	chr12	24632143	24632438	+	0.000	0.000	Merged-chr12-24632275-3
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr3-84155693-55	chr3	84155493	84156010	+	0.000	0.000	Merged-chr3-84155693-55
Merged-chr12-51348278-58	chr12	51347911	51348675	+	0.000	0.000	Merged-chr12-51348278-58
Merged-chr7-140982058-21	chr7	140981816	140982361	+	0.000	0.000	Merged-chr7-140982058-21
Merged-chr6-137558133-151	chr6	137556792	137559510	+	0.000	0.000	Merged-chr6-137558133-151
Merged-chr11-70540175-47	chr11	70539939	70540450	+	0.000	0.000	Merged-chr11-70540175-47
Merged-chr18-4304168-1	chr18	4304070	4304268	+	0.000	0.000	Merged-chr18-4304168-1
Merged-chr11-109495099-18	chr11	109494845	109495318	+	0.000	0.000	Merged-chr11-109495099-18
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr3-84680282-50	chr3	84679988	84680616	+	0.000	0.000	Merged-chr3-84680282-50
Merged-chr8-46654782-26	chr8	46654594	46654988	+	0.000	0.000	Merged-chr8-46654782-26
Merged-chr4-8906961-41	chr4	8906683	8907248	+	0.000	0.000	Merged-chr4-8906961-41
Merged-chr6-70824909-77	chr6	70824637	70825144	+	0.000	0.000	Merged-chr6-70824909-77
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chr13-115098500-57	chr13	115097913	115098982	+	0.000	0.000	Merged-chr13-115098500-57
Merged-chr8-53611772-3	chr8	53611619	53611903	+	0.000	0.000	Merged-chr8-53611772-3
Merged-chr3-86841762-14	chr3	86841493	86841912	+	0.000	0.000	Merged-chr3-86841762-14
Merged-chr2-66120274-20	chr2	66120123	66120446	+	0.000	0.000	Merged-chr2-66120274-20
Merged-chr16-49804249-6	chr16	49804108	49804409	+	0.000	0.000	Merged-chr16-49804249-6
Merged-chr2-105448364-1	chr2	105448266	105448464	+	0.000	0.000	Merged-chr2-105448364-1
Merged-chr2-156878033-50	chr2	156877780	156878222	+	0.000	0.000	Merged-chr2-156878033-50
Merged-chr12-100636391-39	chr12	100636167	100636662	+	0.000	0.000	Merged-chr12-100636391-39
Merged-chr8-64805470-51	chr8	64805109	64805823	+	0.000	0.000	Merged-chr8-64805470-51
Merged-chr13-29984504-92	chr13	29983859	29985419	+	0.000	0.000	Merged-chr13-29984504-92
Merged-chr9-64811336-89	chr9	64811008	64811826	+	0.000	0.000	Merged-chr9-64811336-89
Merged-chr14-121409086-22	chr14	121408922	121409265	+	0.000	0.000	Merged-chr14-121409086-22
Merged-chr17-86185009-23	chr17	86184761	86185215	+	0.000	0.000	Merged-chr17-86185009-23
Merged-chr14-99750630-1	chr14	99750532	99750730	+	0.000	0.000	Merged-chr14-99750630-1
Merged-chr13-107021671-17	chr13	107021371	107021829	+	0.000	0.000	Merged-chr13-107021671-17
Merged-chr16-52329510-16	chr16	52329291	52329707	+	0.000	0.000	Merged-chr16-52329510-16
Merged-chr16-77015588-1	chr16	77015490	77015688	+	0.000	0.000	Merged-chr16-77015588-1
Merged-chr7-139156945-61	chr7	139156555	139157370	+	0.000	0.000	Merged-chr7-139156945-61
Merged-chrX-71366909-38	chrX	71366046	71367426	+	0.000	0.000	Merged-chrX-71366909-38
Merged-chr11-82214647-44	chr11	82214387	82214854	+	0.000	0.000	Merged-chr11-82214647-44
Merged-chr13-33965220-126	chr13	33964785	33965498	+	0.000	0.000	Merged-chr13-33965220-126
Merged-chr2-66159765-1	chr2	66159667	66159865	+	0.000	0.000	Merged-chr2-66159765-1
Merged-chr11-46128715-29	chr11	46128272	46128959	+	0.000	0.000	Merged-chr11-46128715-29
Merged-chr17-27203411-4	chr17	27203190	27203683	+	0.000	0.000	Merged-chr17-27203411-4
Merged-chr7-119874114-5	chr7	119873978	119874246	+	0.000	0.000	Merged-chr7-119874114-5
Merged-chr7-139188300-93	chr7	139187774	139188677	+	0.000	0.000	Merged-chr7-139188300-93
Merged-chr2-27712723-8	chr2	27712493	27712887	+	0.000	0.000	Merged-chr2-27712723-8
Merged-chr13-22050796-90	chr13	22050402	22051244	+	0.000	0.000	Merged-chr13-22050796-90
Merged-chr19-43523434-47	chr19	43523239	43523667	+	0.000	0.000	Merged-chr19-43523434-47
Merged-chr5-93268238-3	chr5	93268127	93268365	+	0.000	0.000	Merged-chr5-93268238-3
Merged-chr15-99645060-19	chr15	99644849	99645278	+	0.000	0.000	Merged-chr15-99645060-19
Merged-chr7-74371428-9	chr7	74371172	74371616	+	0.000	0.000	Merged-chr7-74371428-9
Merged-chr10-8518233-215	chr10	8516876	8519360	+	0.000	0.000	Merged-chr10-8518233-215
Merged-chr7-139142586-1	chr7	139142488	139142686	+	0.000	0.000	Merged-chr7-139142586-1
Merged-chr4-135169344-25	chr4	135169120	135169528	+	0.000	0.000	Merged-chr4-135169344-25
Merged-chr10-83898059-2	chr10	83897952	83898168	+	0.000	0.000	Merged-chr10-83898059-2
Merged-chr9-123923476-12	chr9	123923300	123923626	+	0.000	0.000	Merged-chr9-123923476-12
Merged-chr9-58582361-93	chr9	58582017	58582771	+	0.000	0.000	Merged-chr9-58582361-93
Merged-chr5-150195334-1	chr5	150195236	150195434	+	0.000	0.000	Merged-chr5-150195334-1
Merged-chr13-100786411-88	chr13	100786150	100786754	+	0.000	0.000	Merged-chr13-100786411-88
Merged-chr4-135072823-8	chr4	135072658	135072987	+	0.000	0.000	Merged-chr4-135072823-8
Merged-chr6-131276753-31	chr6	131276419	131277167	+	0.000	0.000	Merged-chr6-131276753-31
Merged-chr5-62756252-19	chr5	62756077	62756433	+	0.000	0.000	Merged-chr5-62756252-19
Merged-chr1-184738115-15	chr1	184737909	184738278	+	0.000	0.000	Merged-chr1-184738115-15
Merged-chr1-193207990-101	chr1	193207438	193208574	+	0.000	0.000	Merged-chr1-193207990-101
Merged-chr2-65198704-18	chr2	65198512	65198889	+	0.000	0.000	Merged-chr2-65198704-18
Merged-chr10-44684800-1	chr10	44684702	44684900	+	0.000	0.000	Merged-chr10-44684800-1
Merged-chr18-56809515-1	chr18	56809417	56809615	+	0.000	0.000	Merged-chr18-56809515-1
Merged-chr14-121348977-3	chr14	121348855	121349108	+	0.000	0.000	Merged-chr14-121348977-3
Merged-chr6-127157540-5	chr6	127157362	127157818	+	0.000	0.000	Merged-chr6-127157540-5
Merged-chr13-45966666-4	chr13	45966480	45966876	+	0.000	0.000	Merged-chr13-45966666-4
Merged-chrX-140542025-21	chrX	140541610	140542376	+	0.000	0.000	Merged-chrX-140542025-21
Merged-chr11-67578583-16	chr11	67578372	67578839	+	0.000	0.000	Merged-chr11-67578583-16
Merged-chr11-68483427-7	chr11	68483282	68483556	+	0.000	0.000	Merged-chr11-68483427-7
Merged-chr5-105405259-24	chr5	105405098	105405400	+	0.000	0.000	Merged-chr5-105405259-24
Merged-chr13-115095757-4	chr13	115095589	115095964	+	0.000	0.000	Merged-chr13-115095757-4
Merged-chr4-135159310-41	chr4	135158747	135160148	+	0.000	0.000	Merged-chr4-135159310-41
Merged-chr10-44420150-34	chr10	44419838	44420545	+	0.000	0.000	Merged-chr10-44420150-34
Merged-chr3-137864256-74	chr3	137864026	137864469	+	0.000	0.000	Merged-chr3-137864256-74
Merged-chr11-68464858-12	chr11	68464722	68464981	+	0.000	0.000	Merged-chr11-68464858-12
Merged-chr17-12204575-1	chr17	12204477	12204675	+	0.000	0.000	Merged-chr17-12204575-1
Merged-chr12-69168736-61	chr12	69168486	69168961	+	0.000	0.000	Merged-chr12-69168736-61
Merged-chr13-45865819-22	chr13	45865669	45866056	+	0.000	0.000	Merged-chr13-45865819-22
Merged-chr7-114095651-34	chr7	114095417	114095862	+	0.000	0.000	Merged-chr7-114095651-34
Merged-chr2-128400561-8	chr2	128400383	128400735	+	0.000	0.000	Merged-chr2-128400561-8
Merged-chr8-3354903-4	chr8	3354805	3355003	+	0.000	0.000	Merged-chr8-3354903-4
Merged-chr19-6399338-114	chr19	6398552	6399994	+	0.000	0.000	Merged-chr19-6399338-114
Merged-chr14-121256675-4	chr14	121256453	121256955	+	0.000	0.000	Merged-chr14-121256675-4
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr14-121422910-45	chr14	121422628	121423262	+	0.000	0.000	Merged-chr14-121422910-45
Merged-chr8-106937202-30	chr8	106936875	106937494	+	0.000	0.000	Merged-chr8-106937202-30
Merged-chr1-88705567-62	chr1	88705102	88706128	+	0.000	0.000	Merged-chr1-88705567-62
Merged-chr6-108876104-51	chr6	108875822	108876353	+	0.000	0.000	Merged-chr6-108876104-51
Merged-chr3-88407210-9	chr3	88406980	88407442	+	0.000	0.000	Merged-chr3-88407210-9
Merged-chr6-135377824-45	chr6	135377631	135378038	+	0.000	0.000	Merged-chr6-135377824-45
Merged-chr4-70533473-2	chr4	70533364	70533585	+	0.000	0.000	Merged-chr4-70533473-2
Merged-chrX-140504149-30	chrX	140503985	140504400	+	0.000	0.000	Merged-chrX-140504149-30
Merged-chr2-9718103-10	chr2	9717944	9718318	+	0.000	0.000	Merged-chr2-9718103-10
Merged-chr2-58052877-27	chr2	58052707	58053082	+	0.000	0.000	Merged-chr2-58052877-27
Merged-chr7-114069993-85	chr7	114069677	114070493	+	0.000	0.000	Merged-chr7-114069993-85
Merged-chr6-135373259-1	chr6	135373161	135373359	+	0.000	0.000	Merged-chr6-135373259-1
Merged-chr6-38326792-31	chr6	38326505	38327076	+	0.000	0.000	Merged-chr6-38326792-31
Merged-chr17-78994621-3	chr17	78994455	78994784	+	0.000	0.000	Merged-chr17-78994621-3
Merged-chr3-93552612-4	chr3	93552448	93552784	+	0.000	0.000	Merged-chr3-93552612-4
Merged-chrX-157486995-6	chrX	157486821	157487143	+	0.000	0.000	Merged-chrX-157486995-6
Merged-chr9-122293937-1	chr9	122293839	122294037	+	0.000	0.000	Merged-chr9-122293937-1
Merged-chr5-113825242-12	chr5	113824995	113825432	+	0.000	0.000	Merged-chr5-113825242-12
Merged-chr11-104631492-24	chr11	104631333	104631666	+	0.000	0.000	Merged-chr11-104631492-24
