#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.up.bed
Merged-chr15-5274138-5	chr15	5273974	5274339	+	0.000	0.000	Merged-chr15-5274138-5
Merged-chr1-125390190-80	chr1	125389947	125390485	+	0.000	0.000	Merged-chr1-125390190-80
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chr11-51644413-4	chr11	51644268	51644586	+	0.000	0.000	Merged-chr11-51644413-4
Merged-chr5-115348470-2	chr5	115348372	115348570	+	0.000	0.000	Merged-chr5-115348470-2
Merged-chr4-122878606-38	chr4	122878337	122878863	+	0.000	0.000	Merged-chr4-122878606-38
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chr4-135960917-3	chr4	135960758	135961111	+	0.000	0.000	Merged-chr4-135960917-3
Merged-chr6-108570612-11	chr6	108570436	108570831	+	0.000	0.000	Merged-chr6-108570612-11
Merged-chr12-86592700-17	chr12	86592465	86592963	+	0.000	0.000	Merged-chr12-86592700-17
Merged-chr7-135736523-2	chr7	135736420	135736629	+	0.000	0.000	Merged-chr7-135736523-2
Merged-chr9-24410583-1	chr9	24410485	24410683	+	0.000	0.000	Merged-chr9-24410583-1
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr2-13574550-240	chr2	13574218	13574783	+	0.000	0.000	Merged-chr2-13574550-240
Merged-chr10-128232191-128	chr10	128231683	128232456	+	0.000	0.000	Merged-chr10-128232191-128
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr12-91779074-57	chr12	91778805	91779321	+	0.000	0.000	Merged-chr12-91779074-57
Merged-chr13-30691415-1	chr13	30691317	30691515	+	0.000	0.000	Merged-chr13-30691415-1
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr3-89963863-2	chr3	89963765	89963963	+	0.000	0.000	Merged-chr3-89963863-2
Merged-chr2-75985377-36	chr2	75985184	75985524	+	0.000	0.000	Merged-chr2-75985377-36
Merged-chr4-132883673-3	chr4	132883553	132883796	+	0.000	0.000	Merged-chr4-132883673-3
Merged-chr1-161071616-1	chr1	161071518	161071716	+	0.000	0.000	Merged-chr1-161071616-1
Merged-chr8-111337975-54	chr8	111337379	111338410	+	0.000	0.000	Merged-chr8-111337975-54
Merged-chr7-119895302-1	chr7	119895204	119895402	+	0.000	0.000	Merged-chr7-119895302-1
Merged-chr18-56473376-5	chr18	56473194	56473537	+	0.000	0.000	Merged-chr18-56473376-5
Merged-chr3-146180660-1	chr3	146180562	146180760	+	0.000	0.000	Merged-chr3-146180660-1
Merged-chr19-5894144-44	chr19	5893790	5894425	+	0.000	0.000	Merged-chr19-5894144-44
Merged-chr10-83096825-2	chr10	83096725	83096928	+	0.000	0.000	Merged-chr10-83096825-2
Merged-chr2-154791306-111	chr2	154790942	154791700	+	0.000	0.000	Merged-chr2-154791306-111
Merged-chr2-128381991-22	chr2	128381804	128382243	+	0.000	0.000	Merged-chr2-128381991-22
Merged-chr1-176862345-25	chr1	176862065	176862536	+	0.000	0.000	Merged-chr1-176862345-25
Merged-chr4-59132766-28	chr4	59132435	59133086	+	0.000	0.000	Merged-chr4-59132766-28
Merged-chr10-111995849-2	chr10	111995669	111996032	+	0.000	0.000	Merged-chr10-111995849-2
Merged-chr2-103744124-20	chr2	103743921	103744320	+	0.000	0.000	Merged-chr2-103744124-20
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr11-53771554-2	chr11	53771421	53771690	+	0.000	0.000	Merged-chr11-53771554-2
Merged-chr18-56470742-72	chr18	56469959	56471196	+	0.000	0.000	Merged-chr18-56470742-72
Merged-chrX-36874480-59	chrX	36874130	36875088	+	0.000	0.000	Merged-chrX-36874480-59
Merged-chr1-193273386-37	chr1	193273057	193273654	+	0.000	0.000	Merged-chr1-193273386-37
Merged-chr8-57574611-4	chr8	57574481	57574741	+	0.000	0.000	Merged-chr8-57574611-4
Merged-chr8-83622470-33	chr8	83622282	83622693	+	0.000	0.000	Merged-chr8-83622470-33
Merged-chr11-98909769-23	chr11	98909525	98910042	+	0.000	0.000	Merged-chr11-98909769-23
Merged-chr10-77538017-2	chr10	77537908	77538129	+	0.000	0.000	Merged-chr10-77538017-2
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr9-83835459-1	chr9	83835361	83835559	+	0.000	0.000	Merged-chr9-83835459-1
Merged-chr18-62174920-17	chr18	62174657	62175088	+	0.000	0.000	Merged-chr18-62174920-17
Merged-chr10-84070351-2	chr10	84070239	84070466	+	0.000	0.000	Merged-chr10-84070351-2
Merged-chr17-26123589-45	chr17	26123227	26123799	+	0.000	0.000	Merged-chr17-26123589-45
Merged-chr8-115117334-1	chr8	115117236	115117434	+	0.000	0.000	Merged-chr8-115117334-1
Merged-chr15-76710105-1	chr15	76710007	76710205	+	0.000	0.000	Merged-chr15-76710105-1
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr6-124910348-31	chr6	124910015	124910519	+	0.000	0.000	Merged-chr6-124910348-31
Merged-chr13-81658891-4	chr13	81658769	81659003	+	0.000	0.000	Merged-chr13-81658891-4
Merged-chr8-72136702-59	chr8	72136378	72137042	+	0.000	0.000	Merged-chr8-72136702-59
Merged-chr6-70805784-73	chr6	70805322	70806248	+	0.000	0.000	Merged-chr6-70805784-73
Merged-chr1-43446070-79	chr1	43445594	43446717	+	0.000	0.000	Merged-chr1-43446070-79
Merged-chr4-132757307-47	chr4	132756985	132757756	+	0.000	0.000	Merged-chr4-132757307-47
Merged-chr3-27270365-23	chr3	27270034	27270676	+	0.000	0.000	Merged-chr3-27270365-23
Merged-chr8-94168871-1	chr8	94168773	94168971	+	0.000	0.000	Merged-chr8-94168871-1
Merged-chr18-36801841-54	chr18	36801411	36802452	+	0.000	0.000	Merged-chr18-36801841-54
Merged-chr13-62785718-57	chr13	62785423	62785936	+	0.000	0.000	Merged-chr13-62785718-57
Merged-chr6-8777648-1	chr6	8777550	8777748	+	0.000	0.000	Merged-chr6-8777648-1
Merged-chr12-91774223-2	chr12	91774064	91774384	+	0.000	0.000	Merged-chr12-91774223-2
Merged-chr2-125625054-76	chr2	125624758	125625386	+	0.000	0.000	Merged-chr2-125625054-76
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr2-165627783-1	chr2	165627685	165627883	+	0.000	0.000	Merged-chr2-165627783-1
Merged-chr16-33966287-8	chr16	33966130	33966427	+	0.000	0.000	Merged-chr16-33966287-8
Merged-chr1-54906612-4	chr1	54906414	54906778	+	0.000	0.000	Merged-chr1-54906612-4
Merged-chr8-57512766-15	chr8	57512554	57513157	+	0.000	0.000	Merged-chr8-57512766-15
Merged-chr6-50560959-32	chr6	50560724	50561205	+	0.000	0.000	Merged-chr6-50560959-32
Merged-chr7-55960600-37	chr7	55960275	55960951	+	0.000	0.000	Merged-chr7-55960600-37
Merged-chr4-133609928-19	chr4	133609624	133610223	+	0.000	0.000	Merged-chr4-133609928-19
Merged-chr8-57531169-32	chr8	57530926	57531411	+	0.000	0.000	Merged-chr8-57531169-32
Merged-chr8-124232268-3	chr8	124232151	124232388	+	0.000	0.000	Merged-chr8-124232268-3
Merged-chr4-133039433-1	chr4	133039335	133039533	+	0.000	0.000	Merged-chr4-133039433-1
Merged-chr7-38108497-1	chr7	38108399	38108597	+	0.000	0.000	Merged-chr7-38108497-1
Merged-chr14-25460263-17	chr14	25459953	25460559	+	0.000	0.000	Merged-chr14-25460263-17
Merged-chr10-83197638-1	chr10	83197540	83197738	+	0.000	0.000	Merged-chr10-83197638-1
Merged-chr14-100211320-52	chr14	100210961	100211536	+	0.000	0.000	Merged-chr14-100211320-52
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr15-66678971-6	chr15	66678778	66679143	+	0.000	0.000	Merged-chr15-66678971-6
Merged-chr2-144555393-1	chr2	144555295	144555493	+	0.000	0.000	Merged-chr2-144555393-1
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr19-9898748-1	chr19	9898650	9898848	+	0.000	0.000	Merged-chr19-9898748-1
Merged-chr18-75386799-1	chr18	75386701	75386899	+	0.000	0.000	Merged-chr18-75386799-1
Merged-chr9-106463687-1	chr9	106463589	106463787	+	0.000	0.000	Merged-chr9-106463687-1
Merged-chr13-113869470-43	chr13	113869261	113869691	+	0.000	0.000	Merged-chr13-113869470-43
Merged-chr5-140282986-2	chr5	140282835	140283140	+	0.000	0.000	Merged-chr5-140282986-2
Merged-chr18-5020496-14	chr18	5020330	5020680	+	0.000	0.000	Merged-chr18-5020496-14
Merged-chr6-126940673-4	chr6	126940522	126940823	+	0.000	0.000	Merged-chr6-126940673-4
Merged-chr7-90349289-16	chr7	90349096	90349481	+	0.000	0.000	Merged-chr7-90349289-16
Merged-chr15-36785348-1	chr15	36785250	36785448	+	0.000	0.000	Merged-chr15-36785348-1
Merged-chr3-86812964-22	chr3	86812817	86813154	+	0.000	0.000	Merged-chr3-86812964-22
Merged-chr10-120202962-1	chr10	120202864	120203062	+	0.000	0.000	Merged-chr10-120202962-1
Merged-chr7-100227662-85	chr7	100227268	100228005	+	0.000	0.000	Merged-chr7-100227662-85
Merged-chr1-14675761-1	chr1	14675663	14675861	+	0.000	0.000	Merged-chr1-14675761-1
Merged-chr13-74854551-37	chr13	74854272	74854823	+	0.000	0.000	Merged-chr13-74854551-37
Merged-chr18-4304168-1	chr18	4304070	4304268	+	0.000	0.000	Merged-chr18-4304168-1
Merged-chr3-96270061-1	chr3	96269963	96270161	+	0.000	0.000	Merged-chr3-96270061-1
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr2-52676141-25	chr2	52675785	52676559	+	0.000	0.000	Merged-chr2-52676141-25
Merged-chr10-120197275-31	chr10	120196968	120197457	+	0.000	0.000	Merged-chr10-120197275-31
Merged-chr1-64736481-43	chr1	64736180	64736962	+	0.000	0.000	Merged-chr1-64736481-43
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr6-67318701-5	chr6	67318533	67318902	+	0.000	0.000	Merged-chr6-67318701-5
Merged-chr3-146185185-25	chr3	146184922	146185449	+	0.000	0.000	Merged-chr3-146185185-25
Merged-chr1-86532525-44	chr1	86532227	86532780	+	0.000	0.000	Merged-chr1-86532525-44
Merged-chr18-14667256-44	chr18	14667093	14667419	+	0.000	0.000	Merged-chr18-14667256-44
Merged-chr12-102695900-54	chr12	102695552	102696537	+	0.000	0.000	Merged-chr12-102695900-54
Merged-chr7-142387008-11	chr7	142386745	142387243	+	0.000	0.000	Merged-chr7-142387008-11
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr15-96690893-3	chr15	96690691	96691098	+	0.000	0.000	Merged-chr15-96690893-3
Merged-chr8-46654782-26	chr8	46654594	46654988	+	0.000	0.000	Merged-chr8-46654782-26
Merged-chr19-8718665-27	chr19	8718457	8719068	+	0.000	0.000	Merged-chr19-8718665-27
Merged-chr16-18629825-18	chr16	18629616	18630135	+	0.000	0.000	Merged-chr16-18629825-18
Merged-chr15-78594936-43	chr15	78594681	78595127	+	0.000	0.000	Merged-chr15-78594936-43
Merged-chr13-12349518-23	chr13	12349224	12349772	+	0.000	0.000	Merged-chr13-12349518-23
Merged-chr2-27740391-16	chr2	27739948	27740620	+	0.000	0.000	Merged-chr2-27740391-16
Merged-chr10-67977553-5	chr10	67977445	67977681	+	0.000	0.000	Merged-chr10-67977553-5
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chrX-134600348-1	chrX	134600250	134600448	+	0.000	0.000	Merged-chrX-134600348-1
Merged-chr13-96011240-58	chr13	96011065	96011513	+	0.000	0.000	Merged-chr13-96011240-58
Merged-chr2-79192161-5	chr2	79192003	79192305	+	0.000	0.000	Merged-chr2-79192161-5
Merged-chr2-57316296-21	chr2	57316087	57316568	+	0.000	0.000	Merged-chr2-57316296-21
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr9-41116264-54	chr9	41115928	41116566	+	0.000	0.000	Merged-chr9-41116264-54
Merged-chr8-4925633-1	chr8	4925535	4925733	+	0.000	0.000	Merged-chr8-4925633-1
Merged-chr8-53611772-3	chr8	53611619	53611903	+	0.000	0.000	Merged-chr8-53611772-3
Merged-chr13-63411317-71	chr13	63410964	63411579	+	0.000	0.000	Merged-chr13-63411317-71
Merged-chr3-86841762-14	chr3	86841493	86841912	+	0.000	0.000	Merged-chr3-86841762-14
Merged-chr2-163697861-1	chr2	163697763	163697961	+	0.000	0.000	Merged-chr2-163697861-1
Merged-chr11-97810529-18	chr11	97810252	97810739	+	0.000	0.000	Merged-chr11-97810529-18
Merged-chr14-20388925-54	chr14	20388672	20389209	+	0.000	0.000	Merged-chr14-20388925-54
Merged-chr5-142904114-7	chr5	142903914	142904370	+	0.000	0.000	Merged-chr5-142904114-7
Merged-chr3-104299067-15	chr3	104298901	104299382	+	0.000	0.000	Merged-chr3-104299067-15
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr16-32277767-74	chr16	32277451	32278145	+	0.000	0.000	Merged-chr16-32277767-74
Merged-chr11-98972338-11	chr11	98972203	98972528	+	0.000	0.000	Merged-chr11-98972338-11
Merged-chr13-55327829-51	chr13	55327580	55328043	+	0.000	0.000	Merged-chr13-55327829-51
Merged-chr16-52454226-6	chr16	52454030	52454398	+	0.000	0.000	Merged-chr16-52454226-6
Merged-chr13-29984504-92	chr13	29983859	29985419	+	0.000	0.000	Merged-chr13-29984504-92
Merged-chr1-120093723-41	chr1	120093349	120094016	+	0.000	0.000	Merged-chr1-120093723-41
Merged-chr1-151706249-27	chr1	151705994	151706509	+	0.000	0.000	Merged-chr1-151706249-27
Merged-chr6-8259350-77	chr6	8259130	8259574	+	0.000	0.000	Merged-chr6-8259350-77
Merged-chr11-69070779-53	chr11	69070561	69070981	+	0.000	0.000	Merged-chr11-69070779-53
Merged-chr13-114949183-17	chr13	114949006	114949369	+	0.000	0.000	Merged-chr13-114949183-17
Merged-chr6-127219541-27	chr6	127219251	127219797	+	0.000	0.000	Merged-chr6-127219541-27
Merged-chr3-96220544-108	chr3	96220356	96220757	+	0.000	0.000	Merged-chr3-96220544-108
Merged-chr2-9770898-17	chr2	9770625	9771095	+	0.000	0.000	Merged-chr2-9770898-17
Merged-chr2-121511602-35	chr2	121511396	121511789	+	0.000	0.000	Merged-chr2-121511602-35
Merged-chr10-77531233-16	chr10	77530892	77531681	+	0.000	0.000	Merged-chr10-77531233-16
Merged-chr15-5236759-9	chr15	5236563	5236908	+	0.000	0.000	Merged-chr15-5236759-9
Merged-chr14-99750630-1	chr14	99750532	99750730	+	0.000	0.000	Merged-chr14-99750630-1
Merged-chr8-84665030-54	chr8	84664506	84665491	+	0.000	0.000	Merged-chr8-84665030-54
Merged-chr16-52329510-16	chr16	52329291	52329707	+	0.000	0.000	Merged-chr16-52329510-16
Merged-chr5-113429729-3	chr5	113429576	113429916	+	0.000	0.000	Merged-chr5-113429729-3
Merged-chr14-20938430-1	chr14	20938332	20938530	+	0.000	0.000	Merged-chr14-20938430-1
Merged-chr5-129020712-1	chr5	129020614	129020812	+	0.000	0.000	Merged-chr5-129020712-1
Merged-chrX-142464957-2	chrX	142464834	142465082	+	0.000	0.000	Merged-chrX-142464957-2
Merged-chr5-93093423-108	chr5	93093096	93093757	+	0.000	0.000	Merged-chr5-93093423-108
Merged-chr4-145268299-20	chr4	145268057	145268549	+	0.000	0.000	Merged-chr4-145268299-20
Merged-chr1-134963108-4	chr1	134963001	134963222	+	0.000	0.000	Merged-chr1-134963108-4
Merged-chr11-46128715-29	chr11	46128272	46128959	+	0.000	0.000	Merged-chr11-46128715-29
Merged-chr2-128412932-79	chr2	128412712	128413302	+	0.000	0.000	Merged-chr2-128412932-79
Merged-chrX-21089181-52	chrX	21088920	21089647	+	0.000	0.000	Merged-chrX-21089181-52
Merged-chr4-46489438-58	chr4	46489144	46489741	+	0.000	0.000	Merged-chr4-46489438-58
Merged-chr3-89101941-62	chr3	89101687	89102208	+	0.000	0.000	Merged-chr3-89101941-62
Merged-chr2-27712723-8	chr2	27712493	27712887	+	0.000	0.000	Merged-chr2-27712723-8
Merged-chr17-79016098-11	chr17	79015897	79016362	+	0.000	0.000	Merged-chr17-79016098-11
Merged-chr11-75226439-1	chr11	75226341	75226539	+	0.000	0.000	Merged-chr11-75226439-1
Merged-chr5-74276526-10	chr5	74276357	74276661	+	0.000	0.000	Merged-chr5-74276526-10
Merged-chr19-6400319-26	chr19	6400024	6400769	+	0.000	0.000	Merged-chr19-6400319-26
Merged-chr2-25186459-2	chr2	25186361	25186560	+	0.000	0.000	Merged-chr2-25186459-2
Merged-chr13-101969075-1	chr13	101968977	101969175	+	0.000	0.000	Merged-chr13-101969075-1
Merged-chr13-101696534-2	chr13	101696436	101696634	+	0.000	0.000	Merged-chr13-101696534-2
Merged-chr3-9770746-5	chr3	9770626	9770870	+	0.000	0.000	Merged-chr3-9770746-5
Merged-chr2-148590817-1	chr2	148590719	148590917	+	0.000	0.000	Merged-chr2-148590817-1
Merged-chr6-86849610-4	chr6	86849512	86849710	+	0.000	0.000	Merged-chr6-86849610-4
Merged-chr7-45510367-63	chr7	45510122	45510687	+	0.000	0.000	Merged-chr7-45510367-63
Merged-chr13-101760534-4	chr13	101760428	101760645	+	0.000	0.000	Merged-chr13-101760534-4
Merged-chr2-118638272-10	chr2	118638091	118638460	+	0.000	0.000	Merged-chr2-118638272-10
Merged-chr11-95859120-90	chr11	95858816	95859380	+	0.000	0.000	Merged-chr11-95859120-90
Merged-chr1-191530674-1	chr1	191530576	191530774	+	0.000	0.000	Merged-chr1-191530674-1
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr13-23685405-2	chr13	23685250	23685563	+	0.000	0.000	Merged-chr13-23685405-2
Merged-chr19-10204187-93	chr19	10203860	10204508	+	0.000	0.000	Merged-chr19-10204187-93
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr13-24481997-16	chr13	24481845	24482160	+	0.000	0.000	Merged-chr13-24481997-16
Merged-chr3-65434642-1	chr3	65434544	65434742	+	0.000	0.000	Merged-chr3-65434642-1
Merged-chr18-56809515-1	chr18	56809417	56809615	+	0.000	0.000	Merged-chr18-56809515-1
Merged-chr10-44413520-2	chr10	44413417	44413625	+	0.000	0.000	Merged-chr10-44413520-2
Merged-chr15-85867875-24	chr15	85867698	85868115	+	0.000	0.000	Merged-chr15-85867875-24
Merged-chr6-127157540-5	chr6	127157362	127157818	+	0.000	0.000	Merged-chr6-127157540-5
Merged-chr10-42018378-38	chr10	42018156	42018647	+	0.000	0.000	Merged-chr10-42018378-38
Merged-chr13-45966666-4	chr13	45966480	45966876	+	0.000	0.000	Merged-chr13-45966666-4
Merged-chr13-52628204-1	chr13	52628106	52628304	+	0.000	0.000	Merged-chr13-52628204-1
Merged-chr2-60866104-15	chr2	60865953	60866352	+	0.000	0.000	Merged-chr2-60866104-15
Merged-chr13-74846097-19	chr13	74845717	74846359	+	0.000	0.000	Merged-chr13-74846097-19
Merged-chr13-23530371-4	chr13	23530195	23530501	+	0.000	0.000	Merged-chr13-23530371-4
Merged-chr11-68483427-7	chr11	68483282	68483556	+	0.000	0.000	Merged-chr11-68483427-7
Merged-chr1-33670063-93	chr1	33669745	33670279	+	0.000	0.000	Merged-chr1-33670063-93
Merged-chr15-38283996-39	chr15	38283750	38284260	+	0.000	0.000	Merged-chr15-38283996-39
Merged-chr13-115095757-4	chr13	115095589	115095964	+	0.000	0.000	Merged-chr13-115095757-4
Merged-chr2-75669740-10	chr2	75669548	75669966	+	0.000	0.000	Merged-chr2-75669740-10
Merged-chr18-71211954-17	chr18	71211703	71212171	+	0.000	0.000	Merged-chr18-71211954-17
Merged-chr11-106998820-2	chr11	106998638	106999005	+	0.000	0.000	Merged-chr11-106998820-2
Merged-chr3-108722192-65	chr3	108721604	108722510	+	0.000	0.000	Merged-chr3-108722192-65
Merged-chr11-67637071-1	chr11	67636973	67637171	+	0.000	0.000	Merged-chr11-67637071-1
Merged-chr19-45746500-18	chr19	45746306	45746800	+	0.000	0.000	Merged-chr19-45746500-18
Merged-chr6-86754818-10	chr6	86754667	86754955	+	0.000	0.000	Merged-chr6-86754818-10
Merged-chr4-120953872-1	chr4	120953774	120953972	+	0.000	0.000	Merged-chr4-120953872-1
Merged-chr12-24710471-47	chr12	24710158	24710753	+	0.000	0.000	Merged-chr12-24710471-47
Merged-chr10-83785257-1	chr10	83785159	83785357	+	0.000	0.000	Merged-chr10-83785257-1
Merged-chr12-112693735-54	chr12	112693391	112694014	+	0.000	0.000	Merged-chr12-112693735-54
Merged-chr15-38299955-2	chr15	38299797	38300115	+	0.000	0.000	Merged-chr15-38299955-2
Merged-chr15-66804034-27	chr15	66803873	66804281	+	0.000	0.000	Merged-chr15-66804034-27
Merged-chr1-86492556-5	chr1	86492390	86492755	+	0.000	0.000	Merged-chr1-86492556-5
Merged-chr12-69168736-61	chr12	69168486	69168961	+	0.000	0.000	Merged-chr12-69168736-61
Merged-chr3-90472461-13	chr3	90472254	90472679	+	0.000	0.000	Merged-chr3-90472461-13
Merged-chr11-6416549-4	chr11	6416393	6416707	+	0.000	0.000	Merged-chr11-6416549-4
Merged-chr6-130341255-2	chr6	130341141	130341372	+	0.000	0.000	Merged-chr6-130341255-2
Merged-chr13-45865819-22	chr13	45865669	45866056	+	0.000	0.000	Merged-chr13-45865819-22
Merged-chr1-191519897-26	chr1	191519592	191520168	+	0.000	0.000	Merged-chr1-191519897-26
Merged-chr5-23712006-2	chr5	23711893	23712121	+	0.000	0.000	Merged-chr5-23712006-2
Merged-chr7-114095651-34	chr7	114095417	114095862	+	0.000	0.000	Merged-chr7-114095651-34
Merged-chr11-102248943-39	chr11	102248709	102249179	+	0.000	0.000	Merged-chr11-102248943-39
Merged-chr19-7294791-1	chr19	7294693	7294891	+	0.000	0.000	Merged-chr19-7294791-1
Merged-chr3-89247681-1	chr3	89247583	89247781	+	0.000	0.000	Merged-chr3-89247681-1
Merged-chr2-80793094-1	chr2	80792996	80793194	+	0.000	0.000	Merged-chr2-80793094-1
Merged-chr8-3354903-4	chr8	3354805	3355003	+	0.000	0.000	Merged-chr8-3354903-4
Merged-chr2-30828081-87	chr2	30827843	30828585	+	0.000	0.000	Merged-chr2-30828081-87
Merged-chr3-84657299-19	chr3	84656890	84657624	+	0.000	0.000	Merged-chr3-84657299-19
Merged-chr17-5885650-6	chr17	5885479	5885788	+	0.000	0.000	Merged-chr17-5885650-6
Merged-chr2-157190874-9	chr2	157190607	157191047	+	0.000	0.000	Merged-chr2-157190874-9
Merged-chr2-70118902-52	chr2	70118615	70119177	+	0.000	0.000	Merged-chr2-70118902-52
Merged-chr2-3750295-12	chr2	3750154	3750450	+	0.000	0.000	Merged-chr2-3750295-12
Merged-chr10-24711256-1	chr10	24711158	24711356	+	0.000	0.000	Merged-chr10-24711256-1
Merged-chr1-88705567-62	chr1	88705102	88706128	+	0.000	0.000	Merged-chr1-88705567-62
Merged-chr3-9895947-13	chr3	9895738	9896149	+	0.000	0.000	Merged-chr3-9895947-13
Merged-chr3-59042256-2	chr3	59042127	59042388	+	0.000	0.000	Merged-chr3-59042256-2
Merged-chr18-23845581-1	chr18	23845483	23845681	+	0.000	0.000	Merged-chr18-23845581-1
Merged-chr5-72350481-35	chr5	72350222	72350775	+	0.000	0.000	Merged-chr5-72350481-35
Merged-chr11-101628053-2	chr11	101627933	101628176	+	0.000	0.000	Merged-chr11-101628053-2
Merged-chr2-3715633-18	chr2	3715360	3715869	+	0.000	0.000	Merged-chr2-3715633-18
Merged-chr3-88407210-9	chr3	88406980	88407442	+	0.000	0.000	Merged-chr3-88407210-9
Merged-chr1-181852620-6	chr1	181852464	181852824	+	0.000	0.000	Merged-chr1-181852620-6
Merged-chr4-70533473-2	chr4	70533364	70533585	+	0.000	0.000	Merged-chr4-70533473-2
Merged-chr2-90583818-37	chr2	90583631	90584071	+	0.000	0.000	Merged-chr2-90583818-37
Merged-chr15-99074256-1	chr15	99074158	99074356	+	0.000	0.000	Merged-chr15-99074256-1
Merged-chr2-9718103-10	chr2	9717944	9718318	+	0.000	0.000	Merged-chr2-9718103-10
Merged-chr17-26120352-30	chr17	26120127	26120534	+	0.000	0.000	Merged-chr17-26120352-30
Merged-chr13-45919195-6	chr13	45919050	45919338	+	0.000	0.000	Merged-chr13-45919195-6
Merged-chr14-25630418-14	chr14	25630222	25630620	+	0.000	0.000	Merged-chr14-25630418-14
Merged-chr11-98942196-71	chr11	98942005	98942412	+	0.000	0.000	Merged-chr11-98942196-71
Merged-chr13-12340700-65	chr13	12340461	12341064	+	0.000	0.000	Merged-chr13-12340700-65
Merged-chr6-99643748-32	chr6	99643493	99643992	+	0.000	0.000	Merged-chr6-99643748-32
Merged-chr2-3769538-15	chr2	3769337	3769770	+	0.000	0.000	Merged-chr2-3769538-15
Merged-chr3-32698449-14	chr3	32698145	32698667	+	0.000	0.000	Merged-chr3-32698449-14
Merged-chr2-45109925-105	chr2	45109220	45110379	+	0.000	0.000	Merged-chr2-45109925-105
Merged-chr16-58553585-23	chr16	58553294	58553942	+	0.000	0.000	Merged-chr16-58553585-23
Merged-chr10-81433026-44	chr10	81432820	81433279	+	0.000	0.000	Merged-chr10-81433026-44
Merged-chr7-75800890-27	chr7	75800469	75801418	+	0.000	0.000	Merged-chr7-75800890-27
Merged-chrX-101954276-51	chrX	101954026	101954510	+	0.000	0.000	Merged-chrX-101954276-51
Merged-chr2-61711829-79	chr2	61711494	61712465	+	0.000	0.000	Merged-chr2-61711829-79
Merged-chr18-65322691-2	chr18	65322593	65322791	+	0.000	0.000	Merged-chr18-65322691-2
Merged-chr15-66755443-30	chr15	66755168	66755748	+	0.000	0.000	Merged-chr15-66755443-30
Merged-chr15-103185962-2	chr15	103185840	103186086	+	0.000	0.000	Merged-chr15-103185962-2
Merged-chr2-100020310-1	chr2	100020212	100020410	+	0.000	0.000	Merged-chr2-100020310-1
Merged-chr4-46689596-22	chr4	46689328	46689846	+	0.000	0.000	Merged-chr4-46689596-22
Merged-chr19-12541773-42	chr19	12541363	12542071	+	0.000	0.000	Merged-chr19-12541773-42
Merged-chr8-35375700-12	chr8	35375476	35375919	+	0.000	0.000	Merged-chr8-35375700-12
