#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.up.bed
Merged-chr15-5117347-12	chr15	5117131	5117582	+	0.000	0.000	Merged-chr15-5117347-12
Merged-chr12-78227183-8	chr12	78226990	78227419	+	0.000	0.000	Merged-chr12-78227183-8
Merged-chr11-116379708-25	chr11	116379558	116379920	+	0.000	0.000	Merged-chr11-116379708-25
Merged-chr17-78882358-80	chr17	78881988	78882896	+	0.000	0.000	Merged-chr17-78882358-80
Merged-chr8-79163013-21	chr8	79162802	79163266	+	0.000	0.000	Merged-chr8-79163013-21
Merged-chr19-29462698-2	chr19	29462568	29462830	+	0.000	0.000	Merged-chr19-29462698-2
Merged-chr2-4454837-7	chr2	4454667	4455020	+	0.000	0.000	Merged-chr2-4454837-7
Merged-chr17-73804609-2	chr17	73804511	73804709	+	0.000	0.000	Merged-chr17-73804609-2
Merged-chr19-61265627-44	chr19	61265435	61265805	+	0.000	0.000	Merged-chr19-61265627-44
Merged-chr2-68297003-34	chr2	68296751	68297298	+	0.000	0.000	Merged-chr2-68297003-34
Merged-chr6-125483864-63	chr6	125483587	125484048	+	0.000	0.000	Merged-chr6-125483864-63
Merged-chr16-70421204-38	chr16	70420924	70421518	+	0.000	0.000	Merged-chr16-70421204-38
Merged-chr9-42142003-14	chr9	42141862	42142225	+	0.000	0.000	Merged-chr9-42142003-14
Merged-chr12-73904866-1	chr12	73904768	73904966	+	0.000	0.000	Merged-chr12-73904866-1
Merged-chr3-95659023-108	chr3	95658533	95659307	+	0.000	0.000	Merged-chr3-95659023-108
Merged-chr6-134067446-111	chr6	134066992	134067834	+	0.000	0.000	Merged-chr6-134067446-111
Merged-chr17-84143473-2	chr17	84143375	84143574	+	0.000	0.000	Merged-chr17-84143473-2
Merged-chr2-34994045-1	chr2	34993947	34994145	+	0.000	0.000	Merged-chr2-34994045-1
Merged-chr15-9526592-4	chr15	9526456	9526708	+	0.000	0.000	Merged-chr15-9526592-4
Merged-chr6-89422834-19	chr6	89422558	89423192	+	0.000	0.000	Merged-chr6-89422834-19
Merged-chr8-34948236-16	chr8	34947956	34948493	+	0.000	0.000	Merged-chr8-34948236-16
Merged-chr10-130344274-29	chr10	130344101	130344539	+	0.000	0.000	Merged-chr10-130344274-29
Merged-chr7-25297702-69	chr7	25297385	25298082	+	0.000	0.000	Merged-chr7-25297702-69
Merged-chr6-128889092-57	chr6	128888819	128889360	+	0.000	0.000	Merged-chr6-128889092-57
Merged-chr5-105198197-37	chr5	105198006	105198482	+	0.000	0.000	Merged-chr5-105198197-37
Merged-chr9-101073611-17	chr9	101073385	101073859	+	0.000	0.000	Merged-chr9-101073611-17
Merged-chr5-134456399-53	chr5	134455537	134456934	+	0.000	0.000	Merged-chr5-134456399-53
Merged-chr2-68466295-74	chr2	68465822	68466588	+	0.000	0.000	Merged-chr2-68466295-74
Merged-chr6-121243330-24	chr6	121243143	121243516	+	0.000	0.000	Merged-chr6-121243330-24
Merged-chr12-31654866-80	chr12	31654472	31655118	+	0.000	0.000	Merged-chr12-31654866-80
Merged-chr15-59041198-10	chr15	59041014	59041368	+	0.000	0.000	Merged-chr15-59041198-10
Merged-chr12-69458442-59	chr12	69458248	69458640	+	0.000	0.000	Merged-chr12-69458442-59
Merged-chr11-99131567-85	chr11	99130749	99132179	+	0.000	0.000	Merged-chr11-99131567-85
Merged-chr10-61649284-2	chr10	61649186	61649384	+	0.000	0.000	Merged-chr10-61649284-2
Merged-chr9-14275216-26	chr9	14274990	14275402	+	0.000	0.000	Merged-chr9-14275216-26
Merged-chr11-79076715-52	chr11	79076504	79076933	+	0.000	0.000	Merged-chr11-79076715-52
Merged-chr10-75744246-21	chr10	75744019	75744422	+	0.000	0.000	Merged-chr10-75744246-21
Merged-chr8-104535599-3	chr8	104535474	104535741	+	0.000	0.000	Merged-chr8-104535599-3
Merged-chr17-73813260-38	chr17	73813068	73813466	+	0.000	0.000	Merged-chr17-73813260-38
Merged-chr9-53430212-10	chr9	53430087	53430342	+	0.000	0.000	Merged-chr9-53430212-10
Merged-chr16-24160756-32	chr16	24160444	24161049	+	0.000	0.000	Merged-chr16-24160756-32
Merged-chr11-106665646-39	chr11	106665364	106666106	+	0.000	0.000	Merged-chr11-106665646-39
Merged-chr6-143957629-72	chr6	143957002	143958284	+	0.000	0.000	Merged-chr6-143957629-72
Merged-chr9-42032280-3	chr9	42032182	42032380	+	0.000	0.000	Merged-chr9-42032280-3
Merged-chr9-44691336-80	chr9	44690832	44691621	+	0.000	0.000	Merged-chr9-44691336-80
Merged-chr11-33919550-1	chr11	33919452	33919650	+	0.000	0.000	Merged-chr11-33919550-1
Merged-chr9-114480387-11	chr9	114480158	114480571	+	0.000	0.000	Merged-chr9-114480387-11
Merged-chr5-43824036-4	chr5	43823795	43824263	+	0.000	0.000	Merged-chr5-43824036-4
Merged-chr9-72100389-41	chr9	72099892	72101008	+	0.000	0.000	Merged-chr9-72100389-41
Merged-chr10-120616812-55	chr10	120616480	120617149	+	0.000	0.000	Merged-chr10-120616812-55
Merged-chr13-30085305-34	chr13	30085087	30085497	+	0.000	0.000	Merged-chr13-30085305-34
Merged-chr14-78307471-124	chr14	78306894	78307750	+	0.000	0.000	Merged-chr14-78307471-124
Merged-chr12-117579368-17	chr12	117579123	117579589	+	0.000	0.000	Merged-chr12-117579368-17
Merged-chr4-125127397-1	chr4	125127299	125127497	+	0.000	0.000	Merged-chr4-125127397-1
Merged-chr1-173430237-8	chr1	173430052	173430435	+	0.000	0.000	Merged-chr1-173430237-8
Merged-chr1-127242597-91	chr1	127242279	127242972	+	0.000	0.000	Merged-chr1-127242597-91
Merged-chr19-44294552-133	chr19	44293757	44295280	+	0.000	0.000	Merged-chr19-44294552-133
Merged-chr13-117225787-2	chr13	117225668	117225909	+	0.000	0.000	Merged-chr13-117225787-2
Merged-chr11-86993041-2	chr11	86992879	86993205	+	0.000	0.000	Merged-chr11-86993041-2
Merged-chr18-41951172-76	chr18	41950912	41951461	+	0.000	0.000	Merged-chr18-41951172-76
Merged-chr18-53817599-8	chr18	53817480	53817727	+	0.000	0.000	Merged-chr18-53817599-8
Merged-chr9-41048392-23	chr9	41048085	41048660	+	0.000	0.000	Merged-chr9-41048392-23
Merged-chr9-94659852-5	chr9	94659719	94660007	+	0.000	0.000	Merged-chr9-94659852-5
Merged-chr1-39986417-3	chr1	39986256	39986594	+	0.000	0.000	Merged-chr1-39986417-3
Merged-chr4-134495350-57	chr4	134495113	134495649	+	0.000	0.000	Merged-chr4-134495350-57
Merged-chr19-44267087-85	chr19	44266754	44267356	+	0.000	0.000	Merged-chr19-44267087-85
Merged-chr6-88769866-45	chr6	88769584	88770032	+	0.000	0.000	Merged-chr6-88769866-45
Merged-chr19-16780432-1	chr19	16780334	16780532	+	0.000	0.000	Merged-chr19-16780432-1
Merged-chr10-108333731-6	chr10	108333514	108333921	+	0.000	0.000	Merged-chr10-108333731-6
Merged-chr11-3150044-7	chr11	3149876	3150239	+	0.000	0.000	Merged-chr11-3150044-7
Merged-chr14-118649804-48	chr14	118649446	118650270	+	0.000	0.000	Merged-chr14-118649804-48
Merged-chr4-32257822-1	chr4	32257724	32257922	+	0.000	0.000	Merged-chr4-32257822-1
Merged-chr9-7872811-86	chr9	7872395	7873264	+	0.000	0.000	Merged-chr9-7872811-86
Merged-chr1-38657935-57	chr1	38657609	38658350	+	0.000	0.000	Merged-chr1-38657935-57
Merged-chr6-134186526-3	chr6	134186399	134186667	+	0.000	0.000	Merged-chr6-134186526-3
Merged-chr12-108636667-1	chr12	108636569	108636767	+	0.000	0.000	Merged-chr12-108636667-1
Merged-chr16-24152137-5	chr16	24152011	24152255	+	0.000	0.000	Merged-chr16-24152137-5
Merged-chr15-59641442-25	chr15	59641150	59641719	+	0.000	0.000	Merged-chr15-59641442-25
Merged-chr5-148596681-29	chr5	148596374	148597068	+	0.000	0.000	Merged-chr5-148596681-29
Merged-chr2-172976797-9	chr2	172976572	172976982	+	0.000	0.000	Merged-chr2-172976797-9
Merged-chr6-122669601-34	chr6	122669365	122669823	+	0.000	0.000	Merged-chr6-122669601-34
Merged-chr6-17731851-7	chr6	17731685	17732012	+	0.000	0.000	Merged-chr6-17731851-7
Merged-chr10-19215120-16	chr10	19214943	19215276	+	0.000	0.000	Merged-chr10-19215120-16
Merged-chr9-53341165-33	chr9	53340864	53341387	+	0.000	0.000	Merged-chr9-53341165-33
Merged-chr5-123377718-12	chr5	123377553	123377948	+	0.000	0.000	Merged-chr5-123377718-12
Merged-chr3-126666048-4	chr3	126665927	126666173	+	0.000	0.000	Merged-chr3-126666048-4
Merged-chr19-61266710-124	chr19	61266112	61267021	+	0.000	0.000	Merged-chr19-61266710-124
Merged-chr2-120500231-54	chr2	120500032	120500528	+	0.000	0.000	Merged-chr2-120500231-54
Merged-chr2-25620603-21	chr2	25620293	25620901	+	0.000	0.000	Merged-chr2-25620603-21
Merged-chr17-8225447-9	chr17	8225245	8225738	+	0.000	0.000	Merged-chr17-8225447-9
Merged-chr1-138517355-75	chr1	138517155	138517635	+	0.000	0.000	Merged-chr1-138517355-75
Merged-chr7-123135451-42	chr7	123134515	123136062	+	0.000	0.000	Merged-chr7-123135451-42
Merged-chr11-86958277-1	chr11	86958179	86958377	+	0.000	0.000	Merged-chr11-86958277-1
Merged-chr9-53328523-30	chr9	53328272	53328753	+	0.000	0.000	Merged-chr9-53328523-30
Merged-chr17-35420549-18	chr17	35420329	35420736	+	0.000	0.000	Merged-chr17-35420549-18
Merged-chr8-128358520-155	chr8	128358017	128359011	+	0.000	0.000	Merged-chr8-128358520-155
Merged-chr2-77272026-8	chr2	77271813	77272203	+	0.000	0.000	Merged-chr2-77272026-8
Merged-chr7-79715462-56	chr7	79714872	79715922	+	0.000	0.000	Merged-chr7-79715462-56
Merged-chr2-17671925-58	chr2	17671593	17672189	+	0.000	0.000	Merged-chr2-17671925-58
Merged-chr2-10274045-5	chr2	10273897	10274225	+	0.000	0.000	Merged-chr2-10274045-5
Merged-chr3-37126124-62	chr3	37125670	37126642	+	0.000	0.000	Merged-chr3-37126124-62
Merged-chr1-164073445-60	chr1	164072779	164074108	+	0.000	0.000	Merged-chr1-164073445-60
Merged-chr11-3171956-1	chr11	3171858	3172056	+	0.000	0.000	Merged-chr11-3171956-1
Merged-chr15-58750240-28	chr15	58750052	58750520	+	0.000	0.000	Merged-chr15-58750240-28
Merged-chr1-127212449-14	chr1	127212271	127212640	+	0.000	0.000	Merged-chr1-127212449-14
Merged-chr4-3834595-1	chr4	3834497	3834695	+	0.000	0.000	Merged-chr4-3834595-1
Merged-chr7-3707175-8	chr7	3707035	3707324	+	0.000	0.000	Merged-chr7-3707175-8
Merged-chr10-116487356-53	chr10	116487061	116487701	+	0.000	0.000	Merged-chr10-116487356-53
Merged-chr7-81344263-6	chr7	81343907	81344527	+	0.000	0.000	Merged-chr7-81344263-6
Merged-chr6-121109326-10	chr6	121109078	121109648	+	0.000	0.000	Merged-chr6-121109326-10
Merged-chr11-33932389-100	chr11	33931639	33933084	+	0.000	0.000	Merged-chr11-33932389-100
Merged-chr10-127667397-147	chr10	127666524	127668060	+	0.000	0.000	Merged-chr10-127667397-147
Merged-chr10-118722050-7	chr10	118721897	118722229	+	0.000	0.000	Merged-chr10-118722050-7
Merged-chr10-127666111-5	chr10	127665808	127666437	+	0.000	0.000	Merged-chr10-127666111-5
Merged-chr1-131280429-28	chr1	131280248	131280640	+	0.000	0.000	Merged-chr1-131280429-28
Merged-chr1-164078589-50	chr1	164078133	164079064	+	0.000	0.000	Merged-chr1-164078589-50
Merged-chr15-58822902-4	chr15	58822781	58823022	+	0.000	0.000	Merged-chr15-58822902-4
Merged-chr9-114476878-62	chr9	114476564	114477195	+	0.000	0.000	Merged-chr9-114476878-62
Merged-chrX-7865862-63	chrX	7865505	7866220	+	0.000	0.000	Merged-chrX-7865862-63
Merged-chr8-122299759-10	chr8	122299577	122299971	+	0.000	0.000	Merged-chr8-122299759-10
Merged-chr9-41004686-23	chr9	41004514	41004923	+	0.000	0.000	Merged-chr9-41004686-23
Merged-chr18-53418017-24	chr18	53417772	53418322	+	0.000	0.000	Merged-chr18-53418017-24
Merged-chr5-64917961-22	chr5	64917683	64918194	+	0.000	0.000	Merged-chr5-64917961-22
Merged-chr5-105609798-27	chr5	105609548	105610091	+	0.000	0.000	Merged-chr5-105609798-27
Merged-chr4-32217271-122	chr4	32216337	32218010	+	0.000	0.000	Merged-chr4-32217271-122
Merged-chr4-33273596-7	chr4	33273459	33273726	+	0.000	0.000	Merged-chr4-33273596-7
Merged-chr7-81341823-1	chr7	81341725	81341923	+	0.000	0.000	Merged-chr7-81341823-1
Merged-chr9-40997373-39	chr9	40997185	40997565	+	0.000	0.000	Merged-chr9-40997373-39
Merged-chr5-75690095-1	chr5	75689997	75690195	+	0.000	0.000	Merged-chr5-75690095-1
Merged-chr13-5165962-1	chr13	5165864	5166062	+	0.000	0.000	Merged-chr13-5165962-1
Merged-chr11-61579552-34	chr11	61579344	61579821	+	0.000	0.000	Merged-chr11-61579552-34
Merged-chr11-116377399-54	chr11	116377138	116377736	+	0.000	0.000	Merged-chr11-116377399-54
Merged-chr4-32249273-3	chr4	32249145	32249392	+	0.000	0.000	Merged-chr4-32249273-3
Merged-chr11-3153877-52	chr11	3153573	3154362	+	0.000	0.000	Merged-chr11-3153877-52
Merged-chr2-34969662-3	chr2	34969538	34969805	+	0.000	0.000	Merged-chr2-34969662-3
Merged-chr17-35200932-2	chr17	35200817	35201050	+	0.000	0.000	Merged-chr17-35200932-2
Merged-chr13-3890264-8	chr13	3890117	3890396	+	0.000	0.000	Merged-chr13-3890264-8
Merged-chr11-87662654-50	chr11	87662359	87662917	+	0.000	0.000	Merged-chr11-87662654-50
Merged-chr2-158410869-4	chr2	158410663	158411063	+	0.000	0.000	Merged-chr2-158410869-4
Merged-chr12-117534555-3	chr12	117534372	117534776	+	0.000	0.000	Merged-chr12-117534555-3
Merged-chr6-144329601-7	chr6	144329462	144329823	+	0.000	0.000	Merged-chr6-144329601-7
Merged-chr14-14346015-98	chr14	14345682	14346373	+	0.000	0.000	Merged-chr14-14346015-98
Merged-chr5-75622641-9	chr5	75622220	75622990	+	0.000	0.000	Merged-chr5-75622641-9
Merged-chr6-134566901-76	chr6	134566492	134567242	+	0.000	0.000	Merged-chr6-134566901-76
Merged-chr18-80495918-16	chr18	80495739	80496077	+	0.000	0.000	Merged-chr18-80495918-16
Merged-chr17-35383348-1	chr17	35383250	35383448	+	0.000	0.000	Merged-chr17-35383348-1
Merged-chr9-40448994-23	chr9	40448779	40449291	+	0.000	0.000	Merged-chr9-40448994-23
Merged-chr17-83335350-24	chr17	83335170	83335525	+	0.000	0.000	Merged-chr17-83335350-24
Merged-chr8-10006973-74	chr8	10006339	10007561	+	0.000	0.000	Merged-chr8-10006973-74
Merged-chr17-35218892-30	chr17	35218674	35219250	+	0.000	0.000	Merged-chr17-35218892-30
Merged-chr11-49202721-8	chr11	49202511	49202922	+	0.000	0.000	Merged-chr11-49202721-8
Merged-chr7-96952450-2	chr7	96952336	96952567	+	0.000	0.000	Merged-chr7-96952450-2
Merged-chr11-32039842-30	chr11	32039535	32040096	+	0.000	0.000	Merged-chr11-32039842-30
Merged-chr9-94669573-37	chr9	94669244	94669812	+	0.000	0.000	Merged-chr9-94669573-37
Merged-chr10-115406653-18	chr10	115406466	115406805	+	0.000	0.000	Merged-chr10-115406653-18
Merged-chr1-82834713-10	chr1	82834577	82834859	+	0.000	0.000	Merged-chr1-82834713-10
Merged-chr15-9569667-1	chr15	9569569	9569767	+	0.000	0.000	Merged-chr15-9569667-1
Merged-chr11-79146263-61	chr11	79145935	79146610	+	0.000	0.000	Merged-chr11-79146263-61
Merged-chr10-117640177-35	chr10	117639909	117640366	+	0.000	0.000	Merged-chr10-117640177-35
Merged-chr5-41845203-8	chr5	41845060	41845330	+	0.000	0.000	Merged-chr5-41845203-8
Merged-chr1-60070874-17	chr1	60070709	60071054	+	0.000	0.000	Merged-chr1-60070874-17
Merged-chr17-3092916-34	chr17	3092704	3093172	+	0.000	0.000	Merged-chr17-3092916-34
Merged-chr2-10314461-2	chr2	10314345	10314580	+	0.000	0.000	Merged-chr2-10314461-2
Merged-chr16-16302962-82	chr16	16302570	16303330	+	0.000	0.000	Merged-chr16-16302962-82
Merged-chr14-121823163-33	chr14	121822868	121823356	+	0.000	0.000	Merged-chr14-121823163-33
Merged-chr7-92463612-13	chr7	92463318	92463833	+	0.000	0.000	Merged-chr7-92463612-13
Merged-chr5-121593794-58	chr5	121593557	121594009	+	0.000	0.000	Merged-chr5-121593794-58
Merged-chr3-126598198-13	chr3	126597847	126598488	+	0.000	0.000	Merged-chr3-126598198-13
Merged-chr2-34991107-1	chr2	34991009	34991207	+	0.000	0.000	Merged-chr2-34991107-1
Merged-chr1-38662810-22	chr1	38662605	38663037	+	0.000	0.000	Merged-chr1-38662810-22
Merged-chr2-26225343-1	chr2	26225245	26225443	+	0.000	0.000	Merged-chr2-26225343-1
Merged-chr1-127240112-40	chr1	127239827	127240382	+	0.000	0.000	Merged-chr1-127240112-40
Merged-chr12-117427583-31	chr12	117427374	117427801	+	0.000	0.000	Merged-chr12-117427583-31
Merged-chr7-73532440-1	chr7	73532342	73532540	+	0.000	0.000	Merged-chr7-73532440-1
Merged-chr7-81339904-5	chr7	81339745	81340098	+	0.000	0.000	Merged-chr7-81339904-5
Merged-chr11-4438475-3	chr11	4438338	4438626	+	0.000	0.000	Merged-chr11-4438475-3
Merged-chr2-17690283-20	chr2	17690070	17690506	+	0.000	0.000	Merged-chr2-17690283-20
Merged-chr15-59081774-115	chr15	59080806	59082390	+	0.000	0.000	Merged-chr15-59081774-115
Merged-chr1-171939454-57	chr1	171939192	171939719	+	0.000	0.000	Merged-chr1-171939454-57
Merged-chr1-191956087-10	chr1	191955937	191956218	+	0.000	0.000	Merged-chr1-191956087-10
Merged-chr18-80469735-111	chr18	80469369	80470159	+	0.000	0.000	Merged-chr18-80469735-111
Merged-chr3-123507881-17	chr3	123507606	123508107	+	0.000	0.000	Merged-chr3-123507881-17
Merged-chr1-173437499-84	chr1	173437184	173437847	+	0.000	0.000	Merged-chr1-173437499-84
Merged-chr1-39986812-43	chr1	39986599	39987214	+	0.000	0.000	Merged-chr1-39986812-43
Merged-chr16-94246329-14	chr16	94246116	94246462	+	0.000	0.000	Merged-chr16-94246329-14
Merged-chr2-62352277-29	chr2	62352022	62352520	+	0.000	0.000	Merged-chr2-62352277-29
Merged-chr11-4268626-42	chr11	4268169	4268849	+	0.000	0.000	Merged-chr11-4268626-42
Merged-chr10-75668348-1	chr10	75668250	75668448	+	0.000	0.000	Merged-chr10-75668348-1
Merged-chr4-128805784-3	chr4	128805566	128805944	+	0.000	0.000	Merged-chr4-128805784-3
Merged-chr13-117034098-43	chr13	117033709	117034434	+	0.000	0.000	Merged-chr13-117034098-43
Merged-chr9-92250211-113	chr9	92249915	92250567	+	0.000	0.000	Merged-chr9-92250211-113
Merged-chr12-113216067-5	chr12	113215921	113216244	+	0.000	0.000	Merged-chr12-113216067-5
Merged-chr2-17689899-1	chr2	17689801	17689999	+	0.000	0.000	Merged-chr2-17689899-1
Merged-chr5-148551940-7	chr5	148551830	148552049	+	0.000	0.000	Merged-chr5-148551940-7
Merged-chr17-35379840-76	chr17	35379314	35380565	+	0.000	0.000	Merged-chr17-35379840-76
Merged-chr15-76616972-96	chr15	76616328	76617540	+	0.000	0.000	Merged-chr15-76616972-96
Merged-chr12-52503463-6	chr12	52503357	52503571	+	0.000	0.000	Merged-chr12-52503463-6
Merged-chr6-145269660-23	chr6	145269442	145269900	+	0.000	0.000	Merged-chr6-145269660-23
Merged-chr16-93586455-1	chr16	93586357	93586555	+	0.000	0.000	Merged-chr16-93586455-1
Merged-chr8-106433085-10	chr8	106432858	106433298	+	0.000	0.000	Merged-chr8-106433085-10
Merged-chr16-91358652-12	chr16	91358471	91358871	+	0.000	0.000	Merged-chr16-91358652-12
Merged-chr10-118869269-178	chr10	118868918	118870023	+	0.000	0.000	Merged-chr10-118869269-178
Merged-chr11-3147329-1	chr11	3147231	3147429	+	0.000	0.000	Merged-chr11-3147329-1
Merged-chr7-80198491-59	chr7	80198194	80198740	+	0.000	0.000	Merged-chr7-80198491-59
Merged-chr4-125127719-83	chr4	125127505	125128003	+	0.000	0.000	Merged-chr4-125127719-83
Merged-chr15-9529844-37	chr15	9529643	9530079	+	0.000	0.000	Merged-chr15-9529844-37
Merged-chr9-35475679-27	chr9	35475441	35475891	+	0.000	0.000	Merged-chr9-35475679-27
Merged-chr4-144900110-1	chr4	144900012	144900210	+	0.000	0.000	Merged-chr4-144900110-1
Merged-chr12-113275363-4	chr12	113275263	113275466	+	0.000	0.000	Merged-chr12-113275363-4
Merged-chr11-120727252-27	chr11	120727041	120727437	+	0.000	0.000	Merged-chr11-120727252-27
Merged-chr9-59338472-52	chr9	59338001	59338855	+	0.000	0.000	Merged-chr9-59338472-52
Merged-chrX-98291562-2	chrX	98291464	98291662	+	0.000	0.000	Merged-chrX-98291562-2
Merged-chr11-109365028-9	chr11	109364805	109365186	+	0.000	0.000	Merged-chr11-109365028-9
Merged-chr3-126834809-55	chr3	126834607	126835116	+	0.000	0.000	Merged-chr3-126834809-55
Merged-chr9-55938219-68	chr9	55938010	55938582	+	0.000	0.000	Merged-chr9-55938219-68
Merged-chr12-81933629-26	chr12	81933480	81933850	+	0.000	0.000	Merged-chr12-81933629-26
Merged-chr4-32405236-4	chr4	32405117	32405354	+	0.000	0.000	Merged-chr4-32405236-4
Merged-chr16-93586026-137	chr16	93585824	93586266	+	0.000	0.000	Merged-chr16-93586026-137
Merged-chr17-7945790-77	chr17	7945514	7946131	+	0.000	0.000	Merged-chr17-7945790-77
Merged-chr19-30114269-2	chr19	30114121	30114419	+	0.000	0.000	Merged-chr19-30114269-2
Merged-chr9-42158908-46	chr9	42158724	42159095	+	0.000	0.000	Merged-chr9-42158908-46
Merged-chr7-132610688-58	chr7	132610471	132610892	+	0.000	0.000	Merged-chr7-132610688-58
Merged-chr4-32424580-38	chr4	32424382	32424931	+	0.000	0.000	Merged-chr4-32424580-38
Merged-chr2-150437755-14	chr2	150437570	150437912	+	0.000	0.000	Merged-chr2-150437755-14
Merged-chr1-138596413-38	chr1	138596207	138596656	+	0.000	0.000	Merged-chr1-138596413-38
Merged-chr17-73823775-28	chr17	73823603	73823939	+	0.000	0.000	Merged-chr17-73823775-28
Merged-chr6-145256565-1	chr6	145256467	145256665	+	0.000	0.000	Merged-chr6-145256565-1
Merged-chr13-42095999-70	chr13	42095577	42096356	+	0.000	0.000	Merged-chr13-42095999-70
Merged-chr18-77072792-44	chr18	77072381	77073232	+	0.000	0.000	Merged-chr18-77072792-44
Merged-chr3-52299569-6	chr3	52299385	52299733	+	0.000	0.000	Merged-chr3-52299569-6
Merged-chr11-62507903-32	chr11	62507765	62508097	+	0.000	0.000	Merged-chr11-62507903-32
Merged-chr1-132007976-127	chr1	132007731	132008432	+	0.000	0.000	Merged-chr1-132007976-127
Merged-chr15-31440136-19	chr15	31439869	31440388	+	0.000	0.000	Merged-chr15-31440136-19
Merged-chr11-106741449-7	chr11	106741265	106741642	+	0.000	0.000	Merged-chr11-106741449-7
Merged-chr8-15019408-1	chr8	15019310	15019508	+	0.000	0.000	Merged-chr8-15019408-1
Merged-chr15-59525783-18	chr15	59525608	59525986	+	0.000	0.000	Merged-chr15-59525783-18
Merged-chr4-152116111-49	chr4	152115841	152116344	+	0.000	0.000	Merged-chr4-152116111-49
Merged-chr9-97208917-1	chr9	97208819	97209017	+	0.000	0.000	Merged-chr9-97208917-1
Merged-chr2-181409892-2	chr2	181409777	181410009	+	0.000	0.000	Merged-chr2-181409892-2
Merged-chr1-60075302-38	chr1	60074955	60076038	+	0.000	0.000	Merged-chr1-60075302-38
Merged-chr4-126967294-4	chr4	126967118	126967454	+	0.000	0.000	Merged-chr4-126967294-4
Merged-chr6-144333219-22	chr6	144332716	144333658	+	0.000	0.000	Merged-chr6-144333219-22
Merged-chr7-80182312-42	chr7	80182089	80182531	+	0.000	0.000	Merged-chr7-80182312-42
Merged-chr9-42034143-45	chr9	42033632	42034513	+	0.000	0.000	Merged-chr9-42034143-45
Merged-chr19-44145820-1	chr19	44145722	44145920	+	0.000	0.000	Merged-chr19-44145820-1
Merged-chr9-40423772-79	chr9	40423244	40424122	+	0.000	0.000	Merged-chr9-40423772-79
Merged-chr9-14093244-53	chr9	14093009	14093501	+	0.000	0.000	Merged-chr9-14093244-53
Merged-chr4-144898190-46	chr4	144897913	144898539	+	0.000	0.000	Merged-chr4-144898190-46
Merged-chr17-45685366-2	chr17	45685238	45685496	+	0.000	0.000	Merged-chr17-45685366-2
Merged-chr11-99132520-18	chr11	99132333	99132742	+	0.000	0.000	Merged-chr11-99132520-18
Merged-chr2-120563712-63	chr2	120563402	120564047	+	0.000	0.000	Merged-chr2-120563712-63
Merged-chr18-65107334-45	chr18	65107054	65107619	+	0.000	0.000	Merged-chr18-65107334-45
Merged-chr5-134489767-10	chr5	134489627	134489916	+	0.000	0.000	Merged-chr5-134489767-10
Merged-chr7-130866433-2	chr7	130866295	130866574	+	0.000	0.000	Merged-chr7-130866433-2
Merged-chr5-134467407-3	chr5	134467257	134467548	+	0.000	0.000	Merged-chr5-134467407-3
Merged-chr4-63948222-34	chr4	63947944	63948530	+	0.000	0.000	Merged-chr4-63948222-34
Merged-chr11-71230864-28	chr11	71230656	71231098	+	0.000	0.000	Merged-chr11-71230864-28
Merged-chr15-89128599-54	chr15	89128400	89128770	+	0.000	0.000	Merged-chr15-89128599-54
Merged-chr6-121226970-16	chr6	121226767	121227215	+	0.000	0.000	Merged-chr6-121226970-16
Merged-chr7-125555770-44	chr7	125555130	125556341	+	0.000	0.000	Merged-chr7-125555770-44
Merged-chr15-100181670-81	chr15	100181119	100182240	+	0.000	0.000	Merged-chr15-100181670-81
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr16-91546772-86	chr16	91546268	91547701	+	0.000	0.000	Merged-chr16-91546772-86
Merged-chr9-72097262-35	chr9	72097060	72097563	+	0.000	0.000	Merged-chr9-72097262-35
Merged-chr9-77755388-7	chr9	77755134	77755520	+	0.000	0.000	Merged-chr9-77755388-7
Merged-chr11-48927051-20	chr11	48926810	48927271	+	0.000	0.000	Merged-chr11-48927051-20
Merged-chr17-15986362-1	chr17	15986264	15986462	+	0.000	0.000	Merged-chr17-15986362-1
Merged-chr8-126594536-127	chr8	126593780	126594991	+	0.000	0.000	Merged-chr8-126594536-127
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chr12-73876720-26	chr12	73876513	73877000	+	0.000	0.000	Merged-chr12-73876720-26
Merged-chr9-62427197-10	chr9	62427032	62427411	+	0.000	0.000	Merged-chr9-62427197-10
Merged-chr7-101069524-1	chr7	101069426	101069624	+	0.000	0.000	Merged-chr7-101069524-1
Merged-chr12-51976631-16	chr12	51976459	51976775	+	0.000	0.000	Merged-chr12-51976631-16
Merged-chr15-100600141-58	chr15	100599858	100600435	+	0.000	0.000	Merged-chr15-100600141-58
Merged-chr1-82902274-10	chr1	82902121	82902437	+	0.000	0.000	Merged-chr1-82902274-10
Merged-chr16-91562152-19	chr16	91562012	91562325	+	0.000	0.000	Merged-chr16-91562152-19
