#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
Merged-chr18-83943530-62	chr18	83943244	83943737	+	0.000	0.000	Merged-chr18-83943530-62
Merged-chr5-134615003-13	chr5	134614668	134615233	+	0.000	0.000	Merged-chr5-134615003-13
Merged-chr11-74560880-20	chr11	74560542	74561078	+	0.000	0.000	Merged-chr11-74560880-20
Merged-chr2-11636185-10	chr2	11635895	11636405	+	0.000	0.000	Merged-chr2-11636185-10
Merged-chr16-38348536-9	chr16	38348308	38348789	+	0.000	0.000	Merged-chr16-38348536-9
Merged-chr1-85959700-32	chr1	85959358	85959912	+	0.000	0.000	Merged-chr1-85959700-32
Merged-chr8-85699289-9	chr8	85699148	85699491	+	0.000	0.000	Merged-chr8-85699289-9
Merged-chr7-141579078-48	chr7	141578867	141579276	+	0.000	0.000	Merged-chr7-141579078-48
Merged-chr6-108659565-31	chr6	108659269	108659760	+	0.000	0.000	Merged-chr6-108659565-31
Merged-chr6-86870427-33	chr6	86870181	86870634	+	0.000	0.000	Merged-chr6-86870427-33
Merged-chrX-134374482-26	chrX	134374224	134374968	+	0.000	0.000	Merged-chrX-134374482-26
Merged-chr7-139143987-13	chr7	139143715	139144194	+	0.000	0.000	Merged-chr7-139143987-13
Merged-chr1-54914560-13	chr1	54914335	54914702	+	0.000	0.000	Merged-chr1-54914560-13
Merged-chr11-107447883-19	chr11	107447427	107448333	+	0.000	0.000	Merged-chr11-107447883-19
Merged-chr8-123287508-25	chr8	123287295	123287725	+	0.000	0.000	Merged-chr8-123287508-25
Merged-chr4-99699443-1	chr4	99699345	99699543	+	0.000	0.000	Merged-chr4-99699443-1
Merged-chr2-148869408-9	chr2	148869223	148869631	+	0.000	0.000	Merged-chr2-148869408-9
Merged-chr4-135240576-11	chr4	135240392	135240767	+	0.000	0.000	Merged-chr4-135240576-11
Merged-chr12-76534684-1	chr12	76534586	76534784	+	0.000	0.000	Merged-chr12-76534684-1
Merged-chr3-101245474-18	chr3	101245114	101245780	+	0.000	0.000	Merged-chr3-101245474-18
Merged-chr9-106373149-39	chr9	106372948	106373356	+	0.000	0.000	Merged-chr9-106373149-39
Merged-chr11-97096321-4	chr11	97096134	97096491	+	0.000	0.000	Merged-chr11-97096321-4
Merged-chr13-23745475-25	chr13	23745312	23745654	+	0.000	0.000	Merged-chr13-23745475-25
Merged-chr4-152451544-3	chr4	152451435	152451652	+	0.000	0.000	Merged-chr4-152451544-3
Merged-chr10-68036009-2	chr10	68035887	68036133	+	0.000	0.000	Merged-chr10-68036009-2
Merged-chr17-25861504-52	chr17	25861262	25861780	+	0.000	0.000	Merged-chr17-25861504-52
Merged-chr5-43853544-13	chr5	43853368	43853780	+	0.000	0.000	Merged-chr5-43853544-13
Merged-chr1-43457148-27	chr1	43456746	43457508	+	0.000	0.000	Merged-chr1-43457148-27
Merged-chr17-23726911-1	chr17	23726813	23727011	+	0.000	0.000	Merged-chr17-23726911-1
Merged-chr7-128050955-25	chr7	128050762	128051148	+	0.000	0.000	Merged-chr7-128050955-25
Merged-chr6-50378072-56	chr6	50377888	50378475	+	0.000	0.000	Merged-chr6-50378072-56
Merged-chr4-137609762-50	chr4	137609328	137610012	+	0.000	0.000	Merged-chr4-137609762-50
Merged-chr19-9033588-10	chr19	9033420	9033758	+	0.000	0.000	Merged-chr19-9033588-10
Merged-chr19-41366765-21	chr19	41366454	41367071	+	0.000	0.000	Merged-chr19-41366765-21
Merged-chr5-113828538-48	chr5	113828070	113828925	+	0.000	0.000	Merged-chr5-113828538-48
Merged-chr14-67939054-1	chr14	67938956	67939154	+	0.000	0.000	Merged-chr14-67939054-1
Merged-chr4-133841218-53	chr4	133840973	133841417	+	0.000	0.000	Merged-chr4-133841218-53
Merged-chr14-70796253-25	chr14	70795986	70796572	+	0.000	0.000	Merged-chr14-70796253-25
Merged-chr10-95564638-1	chr10	95564540	95564738	+	0.000	0.000	Merged-chr10-95564638-1
Merged-chr4-43941357-2	chr4	43941249	43941468	+	0.000	0.000	Merged-chr4-43941357-2
Merged-chr4-46643613-5	chr4	46643496	46643746	+	0.000	0.000	Merged-chr4-46643613-5
Merged-chr3-40799733-6	chr3	40799606	40799849	+	0.000	0.000	Merged-chr3-40799733-6
Merged-chr5-63967869-11	chr5	63967738	63968038	+	0.000	0.000	Merged-chr5-63967869-11
Merged-chr9-64824731-59	chr9	64824478	64824977	+	0.000	0.000	Merged-chr9-64824731-59
Merged-chr15-58134232-6	chr15	58133960	58134419	+	0.000	0.000	Merged-chr15-58134232-6
Merged-chr15-103177180-34	chr15	103176938	103177409	+	0.000	0.000	Merged-chr15-103177180-34
Merged-chr15-12030440-19	chr15	12030210	12030627	+	0.000	0.000	Merged-chr15-12030440-19
Merged-chr4-59214886-25	chr4	59214682	59215142	+	0.000	0.000	Merged-chr4-59214886-25
Merged-chr11-54998618-38	chr11	54998236	54999110	+	0.000	0.000	Merged-chr11-54998618-38
Merged-chr1-36471708-91	chr1	36471260	36472029	+	0.000	0.000	Merged-chr1-36471708-91
Merged-chr9-41083990-84	chr9	41083539	41084351	+	0.000	0.000	Merged-chr9-41083990-84
Merged-chr7-128166555-30	chr7	128166302	128166838	+	0.000	0.000	Merged-chr7-128166555-30
Merged-chr1-180398476-24	chr1	180398165	180398755	+	0.000	0.000	Merged-chr1-180398476-24
Merged-chr7-38094543-44	chr7	38094325	38094726	+	0.000	0.000	Merged-chr7-38094543-44
Merged-chr10-82780687-69	chr10	82780003	82781325	+	0.000	0.000	Merged-chr10-82780687-69
Merged-chr6-112947245-12	chr6	112947042	112947466	+	0.000	0.000	Merged-chr6-112947245-12
Merged-chr18-89238973-8	chr18	89238824	89239182	+	0.000	0.000	Merged-chr18-89238973-8
Merged-chr10-118441059-64	chr10	118440705	118441536	+	0.000	0.000	Merged-chr10-118441059-64
Merged-chr1-40465740-44	chr1	40465543	40466068	+	0.000	0.000	Merged-chr1-40465740-44
Merged-chr6-127165836-16	chr6	127165638	127166037	+	0.000	0.000	Merged-chr6-127165836-16
Merged-chr18-23808763-4	chr18	23808599	23808899	+	0.000	0.000	Merged-chr18-23808763-4
Merged-chr6-50394261-50	chr6	50393994	50394496	+	0.000	0.000	Merged-chr6-50394261-50
Merged-chr15-66860959-16	chr15	66860788	66861258	+	0.000	0.000	Merged-chr15-66860959-16
Merged-chr2-105430411-32	chr2	105430101	105430683	+	0.000	0.000	Merged-chr2-105430411-32
Merged-chr9-43984840-13	chr9	43984587	43985035	+	0.000	0.000	Merged-chr9-43984840-13
Merged-chr8-72762514-4	chr8	72762333	72762657	+	0.000	0.000	Merged-chr8-72762514-4
Merged-chr13-32993550-50	chr13	32993364	32993847	+	0.000	0.000	Merged-chr13-32993550-50
Merged-chr9-45291923-45	chr9	45291642	45292109	+	0.000	0.000	Merged-chr9-45291923-45
Merged-chr4-8803354-28	chr4	8803142	8803504	+	0.000	0.000	Merged-chr4-8803354-28
Merged-chr15-66899723-44	chr15	66899339	66900056	+	0.000	0.000	Merged-chr15-66899723-44
Merged-chr19-41333163-2	chr19	41333018	41333310	+	0.000	0.000	Merged-chr19-41333163-2
Merged-chr7-67353683-35	chr7	67353368	67354040	+	0.000	0.000	Merged-chr7-67353683-35
Merged-chr14-54554312-80	chr14	54553931	54554609	+	0.000	0.000	Merged-chr14-54554312-80
Merged-chr3-9947852-23	chr3	9947651	9948049	+	0.000	0.000	Merged-chr3-9947852-23
Merged-chr17-12039403-15	chr17	12039175	12039618	+	0.000	0.000	Merged-chr17-12039403-15
Merged-chr11-53769580-6	chr11	53769482	53769680	+	0.000	0.000	Merged-chr11-53769580-6
Merged-chr17-35993975-42	chr17	35993664	35994636	+	0.000	0.000	Merged-chr17-35993975-42
Merged-chr2-9681902-51	chr2	9681648	9682105	+	0.000	0.000	Merged-chr2-9681902-51
Merged-chr1-195018298-1	chr1	195018200	195018398	+	0.000	0.000	Merged-chr1-195018298-1
Merged-chr2-90487735-49	chr2	90487372	90488234	+	0.000	0.000	Merged-chr2-90487735-49
Merged-chr13-30034755-10	chr13	30034606	30034924	+	0.000	0.000	Merged-chr13-30034755-10
Merged-chr3-108718262-42	chr3	108718095	108718475	+	0.000	0.000	Merged-chr3-108718262-42
Merged-chr2-71389542-89	chr2	71389148	71389774	+	0.000	0.000	Merged-chr2-71389542-89
Merged-chr14-78732883-76	chr14	78732416	78733362	+	0.000	0.000	Merged-chr14-78732883-76
Merged-chr6-97208617-4	chr6	97208512	97208724	+	0.000	0.000	Merged-chr6-97208617-4
Merged-chr4-136180395-76	chr4	136180071	136180757	+	0.000	0.000	Merged-chr4-136180395-76
Merged-chr14-100209925-32	chr14	100209674	100210142	+	0.000	0.000	Merged-chr14-100209925-32
Merged-chr1-74379433-14	chr1	74379241	74379655	+	0.000	0.000	Merged-chr1-74379433-14
Merged-chr2-75991050-38	chr2	75990797	75991278	+	0.000	0.000	Merged-chr2-75991050-38
Merged-chr18-84086711-77	chr18	84086212	84087245	+	0.000	0.000	Merged-chr18-84086711-77
Merged-chr18-56435913-30	chr18	56435650	56436109	+	0.000	0.000	Merged-chr18-56435913-30
Merged-chr6-97294114-106	chr6	97293617	97294519	+	0.000	0.000	Merged-chr6-97294114-106
Merged-chr2-27677278-63	chr2	27676656	27677568	+	0.000	0.000	Merged-chr2-27677278-63
Merged-chr1-64756853-21	chr1	64756514	64757176	+	0.000	0.000	Merged-chr1-64756853-21
Merged-chr1-43451172-17	chr1	43450889	43451663	+	0.000	0.000	Merged-chr1-43451172-17
Merged-chr2-52345388-8	chr2	52345138	52345587	+	0.000	0.000	Merged-chr2-52345388-8
Merged-chr11-53859156-64	chr11	53858823	53859451	+	0.000	0.000	Merged-chr11-53859156-64
Merged-chr7-118481991-1	chr7	118481893	118482091	+	0.000	0.000	Merged-chr7-118481991-1
Merged-chr15-36214970-54	chr15	36214777	36215148	+	0.000	0.000	Merged-chr15-36214970-54
Merged-chr14-61439871-81	chr14	61439527	61440232	+	0.000	0.000	Merged-chr14-61439871-81
Merged-chr4-145250198-42	chr4	145250014	145250401	+	0.000	0.000	Merged-chr4-145250198-42
Merged-chr14-67716598-2	chr14	67716493	67716705	+	0.000	0.000	Merged-chr14-67716598-2
Merged-chr3-69006115-39	chr3	69005734	69006415	+	0.000	0.000	Merged-chr3-69006115-39
Merged-chr18-12947880-91	chr18	12947668	12948344	+	0.000	0.000	Merged-chr18-12947880-91
Merged-chr9-31211648-90	chr9	31211357	31212063	+	0.000	0.000	Merged-chr9-31211648-90
Merged-chr1-180401851-47	chr1	180401529	180402051	+	0.000	0.000	Merged-chr1-180401851-47
Merged-chr6-82652821-79	chr6	82652548	82653040	+	0.000	0.000	Merged-chr6-82652821-79
Merged-chr2-27693880-30	chr2	27693599	27694122	+	0.000	0.000	Merged-chr2-27693880-30
Merged-chr13-32965785-122	chr13	32965273	32966053	+	0.000	0.000	Merged-chr13-32965785-122
Merged-chr18-36803077-8	chr18	36802869	36803261	+	0.000	0.000	Merged-chr18-36803077-8
Merged-chr2-105429792-1	chr2	105429694	105429892	+	0.000	0.000	Merged-chr2-105429792-1
Merged-chr5-104982699-45	chr5	104982522	104982918	+	0.000	0.000	Merged-chr5-104982699-45
Merged-chr1-161693596-37	chr1	161693358	161693809	+	0.000	0.000	Merged-chr1-161693596-37
Merged-chr18-4304643-2	chr18	4304545	4304743	+	0.000	0.000	Merged-chr18-4304643-2
Merged-chr1-189627696-1	chr1	189627598	189627796	+	0.000	0.000	Merged-chr1-189627696-1
Merged-chr4-122884579-2	chr4	122884476	122884684	+	0.000	0.000	Merged-chr4-122884579-2
Merged-chr13-114885380-13	chr13	114885223	114885691	+	0.000	0.000	Merged-chr13-114885380-13
Merged-chr8-104435914-60	chr8	104435451	104436323	+	0.000	0.000	Merged-chr8-104435914-60
Merged-chr17-35470212-17	chr17	35469788	35470461	+	0.000	0.000	Merged-chr17-35470212-17
Merged-chr12-100887966-36	chr12	100887731	100888247	+	0.000	0.000	Merged-chr12-100887966-36
Merged-chr11-6523059-42	chr11	6522834	6523306	+	0.000	0.000	Merged-chr11-6523059-42
Merged-chr13-114145399-1	chr13	114145301	114145499	+	0.000	0.000	Merged-chr13-114145399-1
Merged-chr15-76332818-16	chr15	76332558	76333052	+	0.000	0.000	Merged-chr15-76332818-16
Merged-chr5-43924057-20	chr5	43923874	43924260	+	0.000	0.000	Merged-chr5-43924057-20
Merged-chr9-123717146-2	chr9	123717048	123717246	+	0.000	0.000	Merged-chr9-123717146-2
Merged-chr2-154732933-29	chr2	154732721	154733152	+	0.000	0.000	Merged-chr2-154732933-29
Merged-chr8-46143151-89	chr8	46142374	46144392	+	0.000	0.000	Merged-chr8-46143151-89
Merged-chr1-74390771-3	chr1	74390648	74390911	+	0.000	0.000	Merged-chr1-74390771-3
Merged-chr2-167313317-1	chr2	167313219	167313417	+	0.000	0.000	Merged-chr2-167313317-1
Merged-chr11-97718519-10	chr11	97718302	97718714	+	0.000	0.000	Merged-chr11-97718519-10
Merged-chr5-34635913-1	chr5	34635815	34636013	+	0.000	0.000	Merged-chr5-34635913-1
Merged-chr19-53600929-5	chr19	53600796	53601099	+	0.000	0.000	Merged-chr19-53600929-5
Merged-chr19-10698600-31	chr19	10698389	10698774	+	0.000	0.000	Merged-chr19-10698600-31
Merged-chr5-140586794-18	chr5	140586594	140586959	+	0.000	0.000	Merged-chr5-140586794-18
Merged-chr7-120055756-1	chr7	120055658	120055856	+	0.000	0.000	Merged-chr7-120055756-1
Merged-chr17-12031441-20	chr17	12031178	12031710	+	0.000	0.000	Merged-chr17-12031441-20
Merged-chr4-145262431-6	chr4	145262238	145262601	+	0.000	0.000	Merged-chr4-145262431-6
Merged-chr1-171782627-54	chr1	171782298	171782871	+	0.000	0.000	Merged-chr1-171782627-54
Merged-chr10-19562739-3	chr10	19562588	19562866	+	0.000	0.000	Merged-chr10-19562739-3
Merged-chr1-182540440-3	chr1	182540324	182540573	+	0.000	0.000	Merged-chr1-182540440-3
Merged-chr7-45923352-110	chr7	45923117	45923608	+	0.000	0.000	Merged-chr7-45923352-110
Merged-chr12-79191040-14	chr12	79190876	79191244	+	0.000	0.000	Merged-chr12-79191040-14
Merged-chr2-180456418-79	chr2	180456201	180456645	+	0.000	0.000	Merged-chr2-180456418-79
Merged-chr15-37790227-4	chr15	37790034	37790388	+	0.000	0.000	Merged-chr15-37790227-4
Merged-chr13-45840049-15	chr13	45839834	45840246	+	0.000	0.000	Merged-chr13-45840049-15
Merged-chr7-110953237-23	chr7	110952939	110953425	+	0.000	0.000	Merged-chr7-110953237-23
Merged-chr5-43915438-14	chr5	43915202	43915676	+	0.000	0.000	Merged-chr5-43915438-14
Merged-chr5-8673822-4	chr5	8673711	8673931	+	0.000	0.000	Merged-chr5-8673822-4
Merged-chr3-96268718-17	chr3	96268383	96268980	+	0.000	0.000	Merged-chr3-96268718-17
Merged-chr9-107309334-10	chr9	107309186	107309486	+	0.000	0.000	Merged-chr9-107309334-10
Merged-chr6-129623841-1	chr6	129623743	129623941	+	0.000	0.000	Merged-chr6-129623841-1
Merged-chr4-135098629-27	chr4	135098386	135098861	+	0.000	0.000	Merged-chr4-135098629-27
Merged-chr11-109796362-1	chr11	109796264	109796462	+	0.000	0.000	Merged-chr11-109796362-1
Merged-chr7-118499270-20	chr7	118499055	118499565	+	0.000	0.000	Merged-chr7-118499270-20
Merged-chr9-32518523-33	chr9	32518294	32518735	+	0.000	0.000	Merged-chr9-32518523-33
Merged-chr18-56472874-1	chr18	56472776	56472974	+	0.000	0.000	Merged-chr18-56472874-1
Merged-chr9-32542397-6	chr9	32542234	32542598	+	0.000	0.000	Merged-chr9-32542397-6
Merged-chr5-8373673-6	chr5	8373495	8373904	+	0.000	0.000	Merged-chr5-8373673-6
Merged-chr2-101628862-31	chr2	101628478	101629118	+	0.000	0.000	Merged-chr2-101628862-31
Merged-chr2-148655162-38	chr2	148654880	148655546	+	0.000	0.000	Merged-chr2-148655162-38
Merged-chr13-74807108-27	chr13	74806934	74807258	+	0.000	0.000	Merged-chr13-74807108-27
Merged-chr2-45188309-1	chr2	45188211	45188409	+	0.000	0.000	Merged-chr2-45188309-1
Merged-chr11-121039238-62	chr11	121038874	121039637	+	0.000	0.000	Merged-chr11-121039238-62
Merged-chr9-32501500-3	chr9	32501323	32501656	+	0.000	0.000	Merged-chr9-32501500-3
Merged-chr14-20181605-50	chr14	20181243	20182042	+	0.000	0.000	Merged-chr14-20181605-50
Merged-chr2-163054784-63	chr2	163054391	163055158	+	0.000	0.000	Merged-chr2-163054784-63
Merged-chr7-16368534-21	chr7	16368367	16368734	+	0.000	0.000	Merged-chr7-16368534-21
Merged-chr1-172186610-1	chr1	172186512	172186710	+	0.000	0.000	Merged-chr1-172186610-1
Merged-chr16-78595924-17	chr16	78595725	78596187	+	0.000	0.000	Merged-chr16-78595924-17
Merged-chr5-21368960-21	chr5	21368727	21369179	+	0.000	0.000	Merged-chr5-21368960-21
Merged-chr11-98450550-40	chr11	98450366	98450835	+	0.000	0.000	Merged-chr11-98450550-40
Merged-chr1-54860589-5	chr1	54860395	54860762	+	0.000	0.000	Merged-chr1-54860589-5
Merged-chr1-180332014-2	chr1	180331916	180332114	+	0.000	0.000	Merged-chr1-180332014-2
Merged-chrX-7670799-56	chrX	7670353	7671435	+	0.000	0.000	Merged-chrX-7670799-56
Merged-chr12-24709466-20	chr12	24709260	24709770	+	0.000	0.000	Merged-chr12-24709466-20
Merged-chr4-133967780-121	chr4	133967035	133968361	+	0.000	0.000	Merged-chr4-133967780-121
Merged-chr5-112283317-2	chr5	112283181	112283456	+	0.000	0.000	Merged-chr5-112283317-2
Merged-chr7-128176471-1	chr7	128176373	128176571	+	0.000	0.000	Merged-chr7-128176471-1
Merged-chr10-111479597-3	chr10	111479452	111479742	+	0.000	0.000	Merged-chr10-111479597-3
Merged-chr11-107464312-13	chr11	107464143	107464510	+	0.000	0.000	Merged-chr11-107464312-13
Merged-chr15-66718609-34	chr15	66718349	66718860	+	0.000	0.000	Merged-chr15-66718609-34
Merged-chr12-118296340-47	chr12	118295976	118296648	+	0.000	0.000	Merged-chr12-118296340-47
Merged-chr11-104629776-1	chr11	104629678	104629876	+	0.000	0.000	Merged-chr11-104629776-1
Merged-chr10-21905847-47	chr10	21905483	21906216	+	0.000	0.000	Merged-chr10-21905847-47
Merged-chr13-38010701-23	chr13	38010350	38010968	+	0.000	0.000	Merged-chr13-38010701-23
Merged-chr1-43545797-8	chr1	43545655	43545999	+	0.000	0.000	Merged-chr1-43545797-8
Merged-chr2-84938594-55	chr2	84938292	84938766	+	0.000	0.000	Merged-chr2-84938594-55
Merged-chr8-105991112-25	chr8	105990866	105991391	+	0.000	0.000	Merged-chr8-105991112-25
Merged-chr3-98337979-1	chr3	98337881	98338079	+	0.000	0.000	Merged-chr3-98337979-1
Merged-chr13-102039596-1	chr13	102039498	102039696	+	0.000	0.000	Merged-chr13-102039596-1
Merged-chr12-55027232-31	chr12	55026988	55027500	+	0.000	0.000	Merged-chr12-55027232-31
Merged-chr18-89304747-12	chr18	89304594	89304905	+	0.000	0.000	Merged-chr18-89304747-12
Merged-chr9-32540940-2	chr9	32540788	32541094	+	0.000	0.000	Merged-chr9-32540940-2
Merged-chr2-109992727-6	chr2	109992585	109992916	+	0.000	0.000	Merged-chr2-109992727-6
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr9-44478148-15	chr9	44477751	44478568	+	0.000	0.000	Merged-chr9-44478148-15
Merged-chr1-74390334-35	chr1	74390012	74390581	+	0.000	0.000	Merged-chr1-74390334-35
Merged-chr2-154613591-87	chr2	154613301	154613846	+	0.000	0.000	Merged-chr2-154613591-87
Merged-chr13-108215571-1	chr13	108215473	108215671	+	0.000	0.000	Merged-chr13-108215571-1
Merged-chr4-46636226-8	chr4	46636007	46636431	+	0.000	0.000	Merged-chr4-46636226-8
Merged-chr17-80173781-1	chr17	80173683	80173881	+	0.000	0.000	Merged-chr17-80173781-1
Merged-chr1-191574489-1	chr1	191574391	191574589	+	0.000	0.000	Merged-chr1-191574489-1
Merged-chr4-151051420-19	chr4	151051214	151051647	+	0.000	0.000	Merged-chr4-151051420-19
Merged-chr14-47359756-8	chr14	47359589	47359896	+	0.000	0.000	Merged-chr14-47359756-8
Merged-chr15-98728107-26	chr15	98727885	98728325	+	0.000	0.000	Merged-chr15-98728107-26
Merged-chr1-135283686-99	chr1	135282862	135284195	+	0.000	0.000	Merged-chr1-135283686-99
Merged-chr17-44567062-33	chr17	44566399	44567401	+	0.000	0.000	Merged-chr17-44567062-33
Merged-chr14-67935636-1	chr14	67935538	67935736	+	0.000	0.000	Merged-chr14-67935636-1
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr16-17132166-88	chr16	17131962	17132634	+	0.000	0.000	Merged-chr16-17132166-88
Merged-chr17-29393996-77	chr17	29393670	29394196	+	0.000	0.000	Merged-chr17-29393996-77
Merged-chr17-74262655-3	chr17	74262513	74262785	+	0.000	0.000	Merged-chr17-74262655-3
Merged-chr6-108686198-23	chr6	108685964	108686478	+	0.000	0.000	Merged-chr6-108686198-23
Merged-chr19-8984601-50	chr19	8984374	8984805	+	0.000	0.000	Merged-chr19-8984601-50
Merged-chr10-21993045-28	chr10	21992634	21993396	+	0.000	0.000	Merged-chr10-21993045-28
Merged-chr9-79779626-22	chr9	79779431	79779833	+	0.000	0.000	Merged-chr9-79779626-22
Merged-chr8-13595112-52	chr8	13594727	13595444	+	0.000	0.000	Merged-chr8-13595112-52
Merged-chr7-47008275-77	chr7	47007912	47008564	+	0.000	0.000	Merged-chr7-47008275-77
Merged-chr10-8506114-87	chr10	8505780	8506299	+	0.000	0.000	Merged-chr10-8506114-87
Merged-chrX-140445982-4	chrX	140445861	140446120	+	0.000	0.000	Merged-chrX-140445982-4
Merged-chr8-83721945-15	chr8	83721494	83722529	+	0.000	0.000	Merged-chr8-83721945-15
Merged-chr10-7681283-94	chr10	7680797	7681544	+	0.000	0.000	Merged-chr10-7681283-94
Merged-chr11-74570671-1	chr11	74570573	74570771	+	0.000	0.000	Merged-chr11-74570671-1
Merged-chr3-93547849-109	chr3	93547236	93548363	+	0.000	0.000	Merged-chr3-93547849-109
Merged-chr4-154137270-21	chr4	154137080	154137491	+	0.000	0.000	Merged-chr4-154137270-21
Merged-chr3-152193769-51	chr3	152193483	152193993	+	0.000	0.000	Merged-chr3-152193769-51
Merged-chr11-67633953-18	chr11	67633636	67634156	+	0.000	0.000	Merged-chr11-67633953-18
Merged-chr2-5801437-2	chr2	5801337	5801539	+	0.000	0.000	Merged-chr2-5801437-2
Merged-chr1-172501169-211	chr1	172500441	172502226	+	0.000	0.000	Merged-chr1-172501169-211
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr3-65392475-63	chr3	65392107	65392784	+	0.000	0.000	Merged-chr3-65392475-63
Merged-chr10-118454981-1	chr10	118454883	118455081	+	0.000	0.000	Merged-chr10-118454981-1
Merged-chr16-3963347-1	chr16	3963249	3963447	+	0.000	0.000	Merged-chr16-3963347-1
Merged-chr7-113369471-104	chr7	113369288	113369681	+	0.000	0.000	Merged-chr7-113369471-104
Merged-chr15-78518416-16	chr15	78518147	78518723	+	0.000	0.000	Merged-chr15-78518416-16
Merged-chr16-44356525-24	chr16	44356281	44356720	+	0.000	0.000	Merged-chr16-44356525-24
Merged-chr3-144198735-28	chr3	144198518	144198934	+	0.000	0.000	Merged-chr3-144198735-28
Merged-chr4-135104073-17	chr4	135103827	135104340	+	0.000	0.000	Merged-chr4-135104073-17
Merged-chr1-40522880-9	chr1	40522698	40523034	+	0.000	0.000	Merged-chr1-40522880-9
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr1-189703506-56	chr1	189703186	189703839	+	0.000	0.000	Merged-chr1-189703506-56
Merged-chr1-66863201-112	chr1	66862803	66863500	+	0.000	0.000	Merged-chr1-66863201-112
Merged-chr7-45739599-30	chr7	45739358	45739999	+	0.000	0.000	Merged-chr7-45739599-30
Merged-chr10-44429593-53	chr10	44429322	44429798	+	0.000	0.000	Merged-chr10-44429593-53
Merged-chr2-101762991-1	chr2	101762893	101763091	+	0.000	0.000	Merged-chr2-101762991-1
Merged-chr1-144215493-29	chr1	144215260	144215722	+	0.000	0.000	Merged-chr1-144215493-29
Merged-chr1-120073802-51	chr1	120073443	120074096	+	0.000	0.000	Merged-chr1-120073802-51
Merged-chr10-83722684-72	chr10	83722372	83723013	+	0.000	0.000	Merged-chr10-83722684-72
Merged-chr13-73880110-7	chr13	73880004	73880219	+	0.000	0.000	Merged-chr13-73880110-7
Merged-chr12-113152298-18	chr12	113152016	113152594	+	0.000	0.000	Merged-chr12-113152298-18
Merged-chr4-89421061-13	chr4	89420826	89421262	+	0.000	0.000	Merged-chr4-89421061-13
Merged-chr15-96684531-29	chr15	96684324	96684852	+	0.000	0.000	Merged-chr15-96684531-29
Merged-chr13-114879368-1	chr13	114879270	114879468	+	0.000	0.000	Merged-chr13-114879368-1
Merged-chr17-83810384-8	chr17	83810254	83810531	+	0.000	0.000	Merged-chr17-83810384-8
Merged-chr9-65587090-27	chr9	65586866	65587326	+	0.000	0.000	Merged-chr9-65587090-27
Merged-chr7-66292206-13	chr7	66292062	66292456	+	0.000	0.000	Merged-chr7-66292206-13
Merged-chr2-3658087-77	chr2	3657627	3658462	+	0.000	0.000	Merged-chr2-3658087-77
Merged-chr1-139179878-22	chr1	139179662	139180103	+	0.000	0.000	Merged-chr1-139179878-22
Merged-chr7-141009170-22	chr7	141008819	141009480	+	0.000	0.000	Merged-chr7-141009170-22
Merged-chr14-20177932-18	chr14	20177716	20178079	+	0.000	0.000	Merged-chr14-20177932-18
Merged-chr2-11637334-22	chr2	11637078	11637549	+	0.000	0.000	Merged-chr2-11637334-22
Merged-chr14-78678601-3	chr14	78678442	78678779	+	0.000	0.000	Merged-chr14-78678601-3
Merged-chr15-36719366-12	chr15	36719013	36719548	+	0.000	0.000	Merged-chr15-36719366-12
Merged-chr3-59260423-1	chr3	59260325	59260523	+	0.000	0.000	Merged-chr3-59260423-1
Merged-chr8-115706159-26	chr8	115705813	115706778	+	0.000	0.000	Merged-chr8-115706159-26
Merged-chr5-93126356-16	chr5	93126171	93126608	+	0.000	0.000	Merged-chr5-93126356-16
Merged-chr13-5864557-62	chr13	5864338	5864746	+	0.000	0.000	Merged-chr13-5864557-62
Merged-chr14-56571782-54	chr14	56571508	56571967	+	0.000	0.000	Merged-chr14-56571782-54
Merged-chr7-67355950-12	chr7	67355790	67356142	+	0.000	0.000	Merged-chr7-67355950-12
Merged-chr19-10880366-39	chr19	10880095	10880703	+	0.000	0.000	Merged-chr19-10880366-39
Merged-chr13-75844274-45	chr13	75844060	75844675	+	0.000	0.000	Merged-chr13-75844274-45
Merged-chr17-71526906-96	chr17	71526652	71527134	+	0.000	0.000	Merged-chr17-71526906-96
Merged-chr9-64789537-48	chr9	64789327	64789718	+	0.000	0.000	Merged-chr9-64789537-48
Merged-chr18-56756347-65	chr18	56756014	56756608	+	0.000	0.000	Merged-chr18-56756347-65
Merged-chr1-184734389-32	chr1	184734180	184734662	+	0.000	0.000	Merged-chr1-184734389-32
Merged-chr5-18294742-1	chr5	18294644	18294842	+	0.000	0.000	Merged-chr5-18294742-1
