#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.dn.bed
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr8-86856376-59	chr8	86856130	86856609	+	0.000	0.000	Merged-chr8-86856376-59
Merged-chr10-70030263-1	chr10	70030165	70030363	+	0.000	0.000	Merged-chr10-70030263-1
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr15-78903471-19	chr15	78903199	78903674	+	0.000	0.000	Merged-chr15-78903471-19
Merged-chr9-65587090-27	chr9	65586866	65587326	+	0.000	0.000	Merged-chr9-65587090-27
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr8-115226321-1	chr8	115226223	115226421	+	0.000	0.000	Merged-chr8-115226321-1
Merged-chr8-115709479-13	chr8	115709294	115709636	+	0.000	0.000	Merged-chr8-115709479-13
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr1-139179878-22	chr1	139179662	139180103	+	0.000	0.000	Merged-chr1-139179878-22
Merged-chr7-141009170-22	chr7	141008819	141009480	+	0.000	0.000	Merged-chr7-141009170-22
Merged-chr5-33686458-1	chr5	33686360	33686558	+	0.000	0.000	Merged-chr5-33686458-1
Merged-chr13-114151304-52	chr13	114150694	114151800	+	0.000	0.000	Merged-chr13-114151304-52
Merged-chr6-87670230-13	chr6	87670027	87670403	+	0.000	0.000	Merged-chr6-87670230-13
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr2-181864448-55	chr2	181864166	181864740	+	0.000	0.000	Merged-chr2-181864448-55
Merged-chr18-11575213-11	chr18	11574992	11575431	+	0.000	0.000	Merged-chr18-11575213-11
Merged-chr6-57824083-13	chr6	57823917	57824237	+	0.000	0.000	Merged-chr6-57824083-13
Merged-chr17-71526906-96	chr17	71526652	71527134	+	0.000	0.000	Merged-chr17-71526906-96
Merged-chr16-37099650-10	chr16	37099492	37099848	+	0.000	0.000	Merged-chr16-37099650-10
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr18-56756347-65	chr18	56756014	56756608	+	0.000	0.000	Merged-chr18-56756347-65
Merged-chr5-18294742-1	chr5	18294644	18294842	+	0.000	0.000	Merged-chr5-18294742-1
Merged-chr3-32709414-1	chr3	32709316	32709514	+	0.000	0.000	Merged-chr3-32709414-1
Merged-chr1-120264126-1	chr1	120264028	120264226	+	0.000	0.000	Merged-chr1-120264126-1
Merged-chrX-85839388-40	chrX	85839036	85839610	+	0.000	0.000	Merged-chrX-85839388-40
Merged-chr4-134468116-1	chr4	134468018	134468216	+	0.000	0.000	Merged-chr4-134468116-1
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr16-46104681-28	chr16	46104418	46105087	+	0.000	0.000	Merged-chr16-46104681-28
Merged-chr6-7844794-101	chr6	7844431	7845223	+	0.000	0.000	Merged-chr6-7844794-101
Merged-chr10-63338197-1	chr10	63338099	63338297	+	0.000	0.000	Merged-chr10-63338197-1
Merged-chr9-123756943-6	chr9	123756798	123757078	+	0.000	0.000	Merged-chr9-123756943-6
Merged-chr2-151996585-55	chr2	151996336	151996820	+	0.000	0.000	Merged-chr2-151996585-55
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr5-110313300-4	chr5	110313143	110313453	+	0.000	0.000	Merged-chr5-110313300-4
Merged-chr18-62169369-48	chr18	62169186	62169539	+	0.000	0.000	Merged-chr18-62169369-48
Merged-chr12-70827464-2	chr12	70827345	70827585	+	0.000	0.000	Merged-chr12-70827464-2
Merged-chr1-135128901-1	chr1	135128803	135129001	+	0.000	0.000	Merged-chr1-135128901-1
Merged-chr13-24761752-82	chr13	24761499	24762027	+	0.000	0.000	Merged-chr13-24761752-82
Merged-chr12-16526382-42	chr12	16526095	16526718	+	0.000	0.000	Merged-chr12-16526382-42
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr2-126284232-9	chr2	126284086	126284378	+	0.000	0.000	Merged-chr2-126284232-9
Merged-chr6-50381887-74	chr6	50381683	50382244	+	0.000	0.000	Merged-chr6-50381887-74
Merged-chr8-3355667-46	chr8	3355424	3355875	+	0.000	0.000	Merged-chr8-3355667-46
Merged-chr11-104609685-47	chr11	104609198	104610049	+	0.000	0.000	Merged-chr11-104609685-47
Merged-chr8-75109264-106	chr8	75109011	75109696	+	0.000	0.000	Merged-chr8-75109264-106
Merged-chr1-180338664-7	chr1	180338503	180338856	+	0.000	0.000	Merged-chr1-180338664-7
Merged-chr3-137083940-2	chr3	137083834	137084049	+	0.000	0.000	Merged-chr3-137083940-2
Merged-chr14-100214627-1	chr14	100214529	100214727	+	0.000	0.000	Merged-chr14-100214627-1
Merged-chr14-66791932-41	chr14	66791704	66792153	+	0.000	0.000	Merged-chr14-66791932-41
Merged-chr1-85958439-33	chr1	85958005	85958936	+	0.000	0.000	Merged-chr1-85958439-33
Merged-chr4-135272795-85	chr4	135272557	135273159	+	0.000	0.000	Merged-chr4-135272795-85
Merged-chr5-129021499-1	chr5	129021401	129021599	+	0.000	0.000	Merged-chr5-129021499-1
Merged-chr7-92180899-29	chr7	92180599	92181215	+	0.000	0.000	Merged-chr7-92180899-29
Merged-chr4-62525171-62	chr4	62524939	62525381	+	0.000	0.000	Merged-chr4-62525171-62
Merged-chr5-150458118-21	chr5	150457846	150458423	+	0.000	0.000	Merged-chr5-150458118-21
Merged-chr10-91182635-7	chr10	91182510	91182785	+	0.000	0.000	Merged-chr10-91182635-7
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr6-54151002-1	chr6	54150904	54151102	+	0.000	0.000	Merged-chr6-54151002-1
Merged-chr2-84937691-7	chr2	84937535	84937836	+	0.000	0.000	Merged-chr2-84937691-7
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr4-57958304-2	chr4	57958193	57958417	+	0.000	0.000	Merged-chr4-57958304-2
Merged-chr14-73175195-6	chr14	73175073	73175348	+	0.000	0.000	Merged-chr14-73175195-6
Merged-chr6-70791946-105	chr6	70791666	70792343	+	0.000	0.000	Merged-chr6-70791946-105
Merged-chr15-52712614-89	chr15	52712155	52713074	+	0.000	0.000	Merged-chr15-52712614-89
Merged-chr10-77622334-58	chr10	77622071	77622794	+	0.000	0.000	Merged-chr10-77622334-58
Merged-chr7-135715650-1	chr7	135715552	135715750	+	0.000	0.000	Merged-chr7-135715650-1
Merged-chr5-150180477-11	chr5	150180270	150180668	+	0.000	0.000	Merged-chr5-150180477-11
Merged-chrX-93632081-74	chrX	93631703	93632474	+	0.000	0.000	Merged-chrX-93632081-74
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr12-70880653-9	chr12	70880467	70880845	+	0.000	0.000	Merged-chr12-70880653-9
Merged-chr11-58018656-24	chr11	58018296	58018922	+	0.000	0.000	Merged-chr11-58018656-24
Merged-chr3-144252325-1	chr3	144252227	144252425	+	0.000	0.000	Merged-chr3-144252325-1
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr9-44509369-1	chr9	44509271	44509469	+	0.000	0.000	Merged-chr9-44509369-1
Merged-chr4-133614553-6	chr4	133614391	133614681	+	0.000	0.000	Merged-chr4-133614553-6
Merged-chr3-84673728-22	chr3	84673501	84673985	+	0.000	0.000	Merged-chr3-84673728-22
Merged-chr19-24271931-46	chr19	24271696	24272250	+	0.000	0.000	Merged-chr19-24271931-46
Merged-chr6-99646583-9	chr6	99646443	99646772	+	0.000	0.000	Merged-chr6-99646583-9
Merged-chr8-53818300-1	chr8	53818202	53818400	+	0.000	0.000	Merged-chr8-53818300-1
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr4-43958320-4	chr4	43958195	43958446	+	0.000	0.000	Merged-chr4-43958320-4
Merged-chr11-97109846-4	chr11	97109724	97109987	+	0.000	0.000	Merged-chr11-97109846-4
Merged-chr2-90504892-57	chr2	90504634	90505125	+	0.000	0.000	Merged-chr2-90504892-57
Merged-chr16-10979660-46	chr16	10979434	10979866	+	0.000	0.000	Merged-chr16-10979660-46
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr1-97613912-17	chr1	97613716	97614073	+	0.000	0.000	Merged-chr1-97613912-17
Merged-chr3-159500242-1	chr3	159500144	159500342	+	0.000	0.000	Merged-chr3-159500242-1
Merged-chr5-112276109-3	chr5	112276011	112276209	+	0.000	0.000	Merged-chr5-112276109-3
Merged-chr4-89310885-77	chr4	89310670	89311117	+	0.000	0.000	Merged-chr4-89310885-77
Merged-chr17-29264893-3	chr17	29264628	29265138	+	0.000	0.000	Merged-chr17-29264893-3
Merged-chr6-97181347-4	chr6	97181190	97181557	+	0.000	0.000	Merged-chr6-97181347-4
Merged-chr5-150232910-1	chr5	150232812	150233010	+	0.000	0.000	Merged-chr5-150232910-1
Merged-chr1-131021183-1	chr1	131021085	131021283	+	0.000	0.000	Merged-chr1-131021183-1
Merged-chr11-120631318-28	chr11	120631137	120631538	+	0.000	0.000	Merged-chr11-120631318-28
Merged-chr16-44349317-1	chr16	44349219	44349417	+	0.000	0.000	Merged-chr16-44349317-1
Merged-chrX-73459133-49	chrX	73458960	73459411	+	0.000	0.000	Merged-chrX-73459133-49
Merged-chr19-53284732-2	chr19	53284585	53284882	+	0.000	0.000	Merged-chr19-53284732-2
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr14-7819138-4	chr14	7819040	7819238	+	0.000	0.000	Merged-chr14-7819138-4
Merged-chr9-107313062-65	chr9	107312786	107313312	+	0.000	0.000	Merged-chr9-107313062-65
Merged-chr9-69125560-59	chr9	69125282	69125840	+	0.000	0.000	Merged-chr9-69125560-59
Merged-chr13-74062260-53	chr13	74062073	74062582	+	0.000	0.000	Merged-chr13-74062260-53
Merged-chr4-46794898-7	chr4	46794751	46795042	+	0.000	0.000	Merged-chr4-46794898-7
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr16-52470408-42	chr16	52470163	52470708	+	0.000	0.000	Merged-chr16-52470408-42
Merged-chr3-152127515-20	chr3	152127310	152127808	+	0.000	0.000	Merged-chr3-152127515-20
Merged-chr2-52424826-73	chr2	52424638	52425138	+	0.000	0.000	Merged-chr2-52424826-73
Merged-chr3-9767219-17	chr3	9767049	9767397	+	0.000	0.000	Merged-chr3-9767219-17
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr3-102735083-92	chr3	102734840	102735369	+	0.000	0.000	Merged-chr3-102735083-92
Merged-chr19-36083552-106	chr19	36083276	36083958	+	0.000	0.000	Merged-chr19-36083552-106
Merged-chr14-25379059-15	chr14	25378817	25379260	+	0.000	0.000	Merged-chr14-25379059-15
Merged-chr10-127180422-13	chr10	127180173	127180622	+	0.000	0.000	Merged-chr10-127180422-13
Merged-chr3-102719732-28	chr3	102719520	102719893	+	0.000	0.000	Merged-chr3-102719732-28
Merged-chr8-115826691-38	chr8	115826094	115827013	+	0.000	0.000	Merged-chr8-115826691-38
Merged-chr19-5964165-54	chr19	5963899	5964439	+	0.000	0.000	Merged-chr19-5964165-54
Merged-chr2-22933871-17	chr2	22933670	22934069	+	0.000	0.000	Merged-chr2-22933871-17
Merged-chr13-38528212-101	chr13	38527992	38528495	+	0.000	0.000	Merged-chr13-38528212-101
Merged-chr17-47737745-152	chr17	47736947	47738678	+	0.000	0.000	Merged-chr17-47737745-152
Merged-chr2-164769830-56	chr2	164769584	164770092	+	0.000	0.000	Merged-chr2-164769830-56
Merged-chr5-146839913-1	chr5	146839815	146840013	+	0.000	0.000	Merged-chr5-146839913-1
Merged-chr2-53418517-1	chr2	53418419	53418617	+	0.000	0.000	Merged-chr2-53418517-1
Merged-chr1-176995363-2	chr1	176995242	176995487	+	0.000	0.000	Merged-chr1-176995363-2
Merged-chr6-125339380-7	chr6	125339113	125339597	+	0.000	0.000	Merged-chr6-125339380-7
Merged-chr9-69290898-12	chr9	69290575	69291230	+	0.000	0.000	Merged-chr9-69290898-12
Merged-chr13-37994067-78	chr13	37993584	37994366	+	0.000	0.000	Merged-chr13-37994067-78
Merged-chr14-25454531-12	chr14	25454351	25454673	+	0.000	0.000	Merged-chr14-25454531-12
Merged-chr7-90312520-23	chr7	90312312	90312739	+	0.000	0.000	Merged-chr7-90312520-23
Merged-chr13-12506671-1	chr13	12506573	12506771	+	0.000	0.000	Merged-chr13-12506671-1
Merged-chr5-134617307-27	chr5	134617034	134617522	+	0.000	0.000	Merged-chr5-134617307-27
Merged-chr19-18631060-3	chr19	18630962	18631160	+	0.000	0.000	Merged-chr19-18631060-3
Merged-chr14-120572441-59	chr14	120572155	120572764	+	0.000	0.000	Merged-chr14-120572441-59
Merged-chr5-113844899-22	chr5	113844689	113845105	+	0.000	0.000	Merged-chr5-113844899-22
Merged-chr16-78591395-28	chr16	78591157	78591594	+	0.000	0.000	Merged-chr16-78591395-28
Merged-chr19-56397625-2	chr19	56397527	56397725	+	0.000	0.000	Merged-chr19-56397625-2
Merged-chr12-55060486-57	chr12	55060194	55060838	+	0.000	0.000	Merged-chr12-55060486-57
Merged-chr11-119023233-65	chr11	119022763	119023619	+	0.000	0.000	Merged-chr11-119023233-65
Merged-chr11-78019809-7	chr11	78019668	78019979	+	0.000	0.000	Merged-chr11-78019809-7
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr7-142462781-62	chr7	142462441	142463181	+	0.000	0.000	Merged-chr7-142462781-62
Merged-chr2-128153146-97	chr2	128152825	128153508	+	0.000	0.000	Merged-chr2-128153146-97
Merged-chr1-133772062-25	chr1	133771904	133772236	+	0.000	0.000	Merged-chr1-133772062-25
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr2-52421361-38	chr2	52421039	52421694	+	0.000	0.000	Merged-chr2-52421361-38
Merged-chr2-91526999-80	chr2	91526577	91527182	+	0.000	0.000	Merged-chr2-91526999-80
Merged-chr17-26939585-68	chr17	26939235	26939821	+	0.000	0.000	Merged-chr17-26939585-68
Merged-chr4-11704648-98	chr4	11704423	11704917	+	0.000	0.000	Merged-chr4-11704648-98
Merged-chr1-195131402-94	chr1	195131153	195131663	+	0.000	0.000	Merged-chr1-195131402-94
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr5-114131025-112	chr5	114130642	114131354	+	0.000	0.000	Merged-chr5-114131025-112
Merged-chr2-85037359-90	chr2	85037078	85037643	+	0.000	0.000	Merged-chr2-85037359-90
Merged-chr5-139283692-32	chr5	139283502	139283852	+	0.000	0.000	Merged-chr5-139283692-32
Merged-chr2-126499021-9	chr2	126498761	126499261	+	0.000	0.000	Merged-chr2-126499021-9
Merged-chr14-61309856-19	chr14	61309685	61310074	+	0.000	0.000	Merged-chr14-61309856-19
Merged-chr3-102697819-15	chr3	102697568	102698100	+	0.000	0.000	Merged-chr3-102697819-15
Merged-chr10-111540029-37	chr10	111539821	111540264	+	0.000	0.000	Merged-chr10-111540029-37
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
Merged-chr13-101735927-5	chr13	101735781	101736062	+	0.000	0.000	Merged-chr13-101735927-5
Merged-chr1-135430459-69	chr1	135430216	135430699	+	0.000	0.000	Merged-chr1-135430459-69
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr4-8910391-2	chr4	8910293	8910492	+	0.000	0.000	Merged-chr4-8910391-2
Merged-chr6-48727965-52	chr6	48727753	48728210	+	0.000	0.000	Merged-chr6-48727965-52
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr2-144343268-23	chr2	144342944	144343485	+	0.000	0.000	Merged-chr2-144343268-23
Merged-chr9-49051553-4	chr9	49051339	49051715	+	0.000	0.000	Merged-chr9-49051553-4
Merged-chr13-101797188-14	chr13	101796910	101797435	+	0.000	0.000	Merged-chr13-101797188-14
Merged-chr5-150220578-7	chr5	150220420	150220725	+	0.000	0.000	Merged-chr5-150220578-7
Merged-chr12-102698328-12	chr12	102698161	102698623	+	0.000	0.000	Merged-chr12-102698328-12
Merged-chr8-33594381-37	chr8	33594117	33594686	+	0.000	0.000	Merged-chr8-33594381-37
Merged-chr2-128396137-30	chr2	128395905	128396347	+	0.000	0.000	Merged-chr2-128396137-30
Merged-chr8-3327989-13	chr8	3327770	3328158	+	0.000	0.000	Merged-chr8-3327989-13
Merged-chr7-105553808-1	chr7	105553710	105553908	+	0.000	0.000	Merged-chr7-105553808-1
Merged-chr19-56397084-121	chr19	56396594	56397405	+	0.000	0.000	Merged-chr19-56397084-121
Merged-chr7-143706917-33	chr7	143706652	143707203	+	0.000	0.000	Merged-chr7-143706917-33
Merged-chr18-66464965-21	chr18	66464748	66465251	+	0.000	0.000	Merged-chr18-66464965-21
Merged-chr11-106329913-15	chr11	106329654	106330096	+	0.000	0.000	Merged-chr11-106329913-15
Merged-chr2-80712276-1	chr2	80712178	80712376	+	0.000	0.000	Merged-chr2-80712276-1
Merged-chr17-87321876-10	chr17	87321620	87322068	+	0.000	0.000	Merged-chr17-87321876-10
Merged-chr15-36708582-23	chr15	36708415	36708757	+	0.000	0.000	Merged-chr15-36708582-23
Merged-chr6-129033583-13	chr6	129033385	129033779	+	0.000	0.000	Merged-chr6-129033583-13
Merged-chr4-43957748-73	chr4	43957382	43958124	+	0.000	0.000	Merged-chr4-43957748-73
Merged-chr18-83901450-1	chr18	83901352	83901550	+	0.000	0.000	Merged-chr18-83901450-1
Merged-chr7-27196117-84	chr7	27195895	27196322	+	0.000	0.000	Merged-chr7-27196117-84
Merged-chr12-91764198-5	chr12	91764086	91764310	+	0.000	0.000	Merged-chr12-91764198-5
Merged-chr1-43465147-57	chr1	43464840	43465603	+	0.000	0.000	Merged-chr1-43465147-57
Merged-chr2-148637070-3	chr2	148636961	148637176	+	0.000	0.000	Merged-chr2-148637070-3
Merged-chr18-83839086-1	chr18	83838988	83839186	+	0.000	0.000	Merged-chr18-83839086-1
Merged-chr3-9802270-83	chr3	9801793	9802779	+	0.000	0.000	Merged-chr3-9802270-83
Merged-chr6-70709572-48	chr6	70709335	70709863	+	0.000	0.000	Merged-chr6-70709572-48
Merged-chr8-125250865-1	chr8	125250767	125250965	+	0.000	0.000	Merged-chr8-125250865-1
Merged-chr17-86833009-31	chr17	86832759	86833255	+	0.000	0.000	Merged-chr17-86833009-31
Merged-chr1-171767245-53	chr1	171766911	171767678	+	0.000	0.000	Merged-chr1-171767245-53
Merged-chr5-8996139-2	chr5	8996010	8996270	+	0.000	0.000	Merged-chr5-8996139-2
Merged-chr1-60860711-21	chr1	60860478	60860881	+	0.000	0.000	Merged-chr1-60860711-21
Merged-chr2-11268730-3	chr2	11268616	11268838	+	0.000	0.000	Merged-chr2-11268730-3
Merged-chr13-33005853-1	chr13	33005755	33005953	+	0.000	0.000	Merged-chr13-33005853-1
Merged-chr18-75387549-45	chr18	75387300	75387728	+	0.000	0.000	Merged-chr18-75387549-45
Merged-chr17-6476977-103	chr17	6476726	6477266	+	0.000	0.000	Merged-chr17-6476977-103
Merged-chr2-79248548-10	chr2	79248363	79248755	+	0.000	0.000	Merged-chr2-79248548-10
Merged-chr16-64770922-80	chr16	64770520	64771201	+	0.000	0.000	Merged-chr16-64770922-80
Merged-chr7-66250161-34	chr7	66249865	66250365	+	0.000	0.000	Merged-chr7-66250161-34
Merged-chr5-142931363-2	chr5	142931240	142931489	+	0.000	0.000	Merged-chr5-142931363-2
Merged-chr10-94426440-41	chr10	94426191	94426725	+	0.000	0.000	Merged-chr10-94426440-41
Merged-chr7-88318550-2	chr7	88318387	88318716	+	0.000	0.000	Merged-chr7-88318550-2
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr6-70764721-12	chr6	70764493	70764899	+	0.000	0.000	Merged-chr6-70764721-12
Merged-chr6-125074011-4	chr6	125073853	125074145	+	0.000	0.000	Merged-chr6-125074011-4
Merged-chr7-135704133-3	chr7	135704025	135704251	+	0.000	0.000	Merged-chr7-135704133-3
Merged-chr16-10992013-2	chr16	10991851	10992178	+	0.000	0.000	Merged-chr16-10992013-2
Merged-chr16-32229198-4	chr16	32229080	32229334	+	0.000	0.000	Merged-chr16-32229198-4
Merged-chr1-54798594-1	chr1	54798496	54798694	+	0.000	0.000	Merged-chr1-54798594-1
Merged-chr3-96269426-97	chr3	96269149	96269930	+	0.000	0.000	Merged-chr3-96269426-97
Merged-chrX-51205365-94	chrX	51204862	51205710	+	0.000	0.000	Merged-chrX-51205365-94
Merged-chr1-134099095-86	chr1	134098707	134099527	+	0.000	0.000	Merged-chr1-134099095-86
Merged-chr2-118660101-45	chr2	118659625	118660314	+	0.000	0.000	Merged-chr2-118660101-45
Merged-chr10-95615997-28	chr10	95615682	95616342	+	0.000	0.000	Merged-chr10-95615997-28
Merged-chr6-66471496-4	chr6	66471376	66471604	+	0.000	0.000	Merged-chr6-66471496-4
Merged-chr9-44043924-14	chr9	44043760	44044107	+	0.000	0.000	Merged-chr9-44043924-14
Merged-chr2-32875161-7	chr2	32875009	32875351	+	0.000	0.000	Merged-chr2-32875161-7
Merged-chr10-77536900-3	chr10	77536770	77537034	+	0.000	0.000	Merged-chr10-77536900-3
Merged-chr2-75582510-2	chr2	75582399	75582623	+	0.000	0.000	Merged-chr2-75582510-2
Merged-chr2-144011305-12	chr2	144011056	144011577	+	0.000	0.000	Merged-chr2-144011305-12
Merged-chr13-62130002-67	chr13	62129690	62130336	+	0.000	0.000	Merged-chr13-62130002-67
Merged-chr15-38392647-1	chr15	38392549	38392747	+	0.000	0.000	Merged-chr15-38392647-1
Merged-chr15-31264963-30	chr15	31264691	31265216	+	0.000	0.000	Merged-chr15-31264963-30
Merged-chr1-128366514-8	chr1	128366343	128366702	+	0.000	0.000	Merged-chr1-128366514-8
Merged-chr8-34083686-45	chr8	34083456	34083904	+	0.000	0.000	Merged-chr8-34083686-45
Merged-chr2-3707529-6	chr2	3707385	3707711	+	0.000	0.000	Merged-chr2-3707529-6
Merged-chr16-64647871-24	chr16	64647595	64648103	+	0.000	0.000	Merged-chr16-64647871-24
Merged-chr10-40090254-8	chr10	40090006	40090456	+	0.000	0.000	Merged-chr10-40090254-8
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr8-115742797-48	chr8	115742546	115743058	+	0.000	0.000	Merged-chr8-115742797-48
Merged-chr7-38141979-26	chr7	38141742	38142197	+	0.000	0.000	Merged-chr7-38141979-26
Merged-chr1-133800869-2	chr1	133800771	133800969	+	0.000	0.000	Merged-chr1-133800869-2
Merged-chr1-97661478-143	chr1	97661292	97661722	+	0.000	0.000	Merged-chr1-97661478-143
Merged-chr19-55260920-21	chr19	55260670	55261214	+	0.000	0.000	Merged-chr19-55260920-21
Merged-chr2-22957628-19	chr2	22957372	22957805	+	0.000	0.000	Merged-chr2-22957628-19
Merged-chr4-117270488-26	chr4	117270264	117270713	+	0.000	0.000	Merged-chr4-117270488-26
Merged-chr2-75590338-29	chr2	75590105	75590633	+	0.000	0.000	Merged-chr2-75590338-29
Merged-chr1-37719879-14	chr1	37719577	37720174	+	0.000	0.000	Merged-chr1-37719879-14
Merged-chr9-78617261-21	chr9	78617105	78617442	+	0.000	0.000	Merged-chr9-78617261-21
Merged-chr13-102181799-2	chr13	102181701	102181899	+	0.000	0.000	Merged-chr13-102181799-2
Merged-chr2-3800130-59	chr2	3799759	3800414	+	0.000	0.000	Merged-chr2-3800130-59
Merged-chr8-84010110-3	chr8	84009885	84010308	+	0.000	0.000	Merged-chr8-84010110-3
Merged-chr2-90496701-53	chr2	90496299	90497167	+	0.000	0.000	Merged-chr2-90496701-53
Merged-chr13-63241052-2	chr13	63240920	63241186	+	0.000	0.000	Merged-chr13-63241052-2
Merged-chr14-66805736-29	chr14	66805488	66805937	+	0.000	0.000	Merged-chr14-66805736-29
Merged-chr10-24954230-36	chr10	24953809	24954667	+	0.000	0.000	Merged-chr10-24954230-36
Merged-chr3-9719164-20	chr3	9718912	9719465	+	0.000	0.000	Merged-chr3-9719164-20
Merged-chr2-61655630-19	chr2	61655274	61655995	+	0.000	0.000	Merged-chr2-61655630-19
Merged-chr9-80342809-3	chr9	80342682	80342926	+	0.000	0.000	Merged-chr9-80342809-3
Merged-chr15-9190055-23	chr15	9189828	9190293	+	0.000	0.000	Merged-chr15-9190055-23
Merged-chr4-135155615-17	chr4	135155284	135155925	+	0.000	0.000	Merged-chr4-135155615-17
Merged-chr15-5274138-5	chr15	5273974	5274339	+	0.000	0.000	Merged-chr15-5274138-5
Merged-chr1-125390190-80	chr1	125389947	125390485	+	0.000	0.000	Merged-chr1-125390190-80
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr5-115348470-2	chr5	115348372	115348570	+	0.000	0.000	Merged-chr5-115348470-2
Merged-chr4-122878606-38	chr4	122878337	122878863	+	0.000	0.000	Merged-chr4-122878606-38
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chr4-135960917-3	chr4	135960758	135961111	+	0.000	0.000	Merged-chr4-135960917-3
Merged-chr12-86592700-17	chr12	86592465	86592963	+	0.000	0.000	Merged-chr12-86592700-17
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr4-20399276-1	chr4	20399178	20399376	+	0.000	0.000	Merged-chr4-20399276-1
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chrX-48695019-50	chrX	48694773	48695328	+	0.000	0.000	Merged-chrX-48695019-50
Merged-chr14-25371936-16	chr14	25371689	25372134	+	0.000	0.000	Merged-chr14-25371936-16
Merged-chr2-75985377-36	chr2	75985184	75985524	+	0.000	0.000	Merged-chr2-75985377-36
Merged-chr4-132883673-3	chr4	132883553	132883796	+	0.000	0.000	Merged-chr4-132883673-3
