#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr3-132947633-1	chr3	132947535	132947733	+	0.000	0.000	Merged-chr3-132947633-1
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr2-172927809-45	chr2	172927604	172928065	+	0.000	0.000	Merged-chr2-172927809-45
Merged-chr1-89090487-27	chr1	89090249	89090746	+	0.000	0.000	Merged-chr1-89090487-27
Merged-chr2-169519676-1	chr2	169519578	169519776	+	0.000	0.000	Merged-chr2-169519676-1
Merged-chr1-192712111-29	chr1	192711872	192712404	+	0.000	0.000	Merged-chr1-192712111-29
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr3-110250588-142	chr3	110250317	110250865	+	0.000	0.000	Merged-chr3-110250588-142
Merged-chr1-175692845-123	chr1	175692543	175693121	+	0.000	0.000	Merged-chr1-175692845-123
Merged-chr19-46522561-12	chr19	46522360	46522773	+	0.000	0.000	Merged-chr19-46522561-12
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr2-180045488-2	chr2	180045370	180045608	+	0.000	0.000	Merged-chr2-180045488-2
Merged-chr19-5743763-3	chr19	5743647	5743875	+	0.000	0.000	Merged-chr19-5743763-3
Merged-chr2-169362509-1	chr2	169362411	169362609	+	0.000	0.000	Merged-chr2-169362509-1
Merged-chr7-112130852-17	chr7	112130610	112131144	+	0.000	0.000	Merged-chr7-112130852-17
Merged-chr2-18935718-26	chr2	18935488	18936033	+	0.000	0.000	Merged-chr2-18935718-26
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr6-125222318-50	chr6	125222087	125222516	+	0.000	0.000	Merged-chr6-125222318-50
Merged-chr16-97462987-69	chr16	97462644	97463215	+	0.000	0.000	Merged-chr16-97462987-69
Merged-chr1-152819680-3	chr1	152819553	152819833	+	0.000	0.000	Merged-chr1-152819680-3
Merged-chr18-49983163-13	chr18	49982971	49983301	+	0.000	0.000	Merged-chr18-49983163-13
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
Merged-chr5-72635707-35	chr5	72635459	72635922	+	0.000	0.000	Merged-chr5-72635707-35
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr11-3202714-92	chr11	3202235	3203282	+	0.000	0.000	Merged-chr11-3202714-92
Merged-chr15-93716227-1	chr15	93716129	93716327	+	0.000	0.000	Merged-chr15-93716227-1
Merged-chr16-30765396-5	chr16	30765227	30765567	+	0.000	0.000	Merged-chr16-30765396-5
Merged-chr4-44962580-14	chr4	44962421	44962760	+	0.000	0.000	Merged-chr4-44962580-14
Merged-chr4-95741888-1	chr4	95741790	95741988	+	0.000	0.000	Merged-chr4-95741888-1
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr1-69680981-51	chr1	69680427	69681362	+	0.000	0.000	Merged-chr1-69680981-51
Merged-chr4-106795465-4	chr4	106795290	106795641	+	0.000	0.000	Merged-chr4-106795465-4
Merged-chr9-119823942-29	chr9	119823668	119824204	+	0.000	0.000	Merged-chr9-119823942-29
Merged-chr6-146387186-17	chr6	146387029	146387387	+	0.000	0.000	Merged-chr6-146387186-17
Merged-chr1-181227002-33	chr1	181226789	181227233	+	0.000	0.000	Merged-chr1-181227002-33
Merged-chr4-149889246-22	chr4	149889022	149889525	+	0.000	0.000	Merged-chr4-149889246-22
Merged-chr3-121154322-4	chr3	121154166	121154514	+	0.000	0.000	Merged-chr3-121154322-4
Merged-chr3-68793107-6	chr3	68792859	68793356	+	0.000	0.000	Merged-chr3-68793107-6
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr3-159836403-2	chr3	159836299	159836509	+	0.000	0.000	Merged-chr3-159836403-2
Merged-chr15-39943726-117	chr15	39943511	39944181	+	0.000	0.000	Merged-chr15-39943726-117
Merged-chr2-60083181-5	chr2	60083047	60083306	+	0.000	0.000	Merged-chr2-60083181-5
Merged-chr12-82169653-106	chr12	82169168	82169973	+	0.000	0.000	Merged-chr12-82169653-106
Merged-chr9-98318602-1	chr9	98318504	98318702	+	0.000	0.000	Merged-chr9-98318602-1
Merged-chr17-45488824-86	chr17	45488552	45489182	+	0.000	0.000	Merged-chr17-45488824-86
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr7-122067186-72	chr7	122066763	122067539	+	0.000	0.000	Merged-chr7-122067186-72
Merged-chr1-92069636-27	chr1	92069440	92069884	+	0.000	0.000	Merged-chr1-92069636-27
Merged-chr9-85679543-10	chr9	85679381	85679684	+	0.000	0.000	Merged-chr9-85679543-10
Merged-chr6-59411943-3	chr6	59411790	59412102	+	0.000	0.000	Merged-chr6-59411943-3
Merged-chr10-99206263-19	chr10	99205977	99206470	+	0.000	0.000	Merged-chr10-99206263-19
Merged-chr4-145353914-49	chr4	145353658	145354125	+	0.000	0.000	Merged-chr4-145353914-49
Merged-chr2-173647246-19	chr2	173647108	173647390	+	0.000	0.000	Merged-chr2-173647246-19
Merged-chr15-27800406-19	chr15	27799972	27800635	+	0.000	0.000	Merged-chr15-27800406-19
Merged-chr8-91545805-43	chr8	91545472	91546044	+	0.000	0.000	Merged-chr8-91545805-43
Merged-chr16-92019573-78	chr16	92019212	92019902	+	0.000	0.000	Merged-chr16-92019573-78
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr2-169428899-3	chr2	169428773	169429041	+	0.000	0.000	Merged-chr2-169428899-3
Merged-chr2-69716741-5	chr2	69716620	69716867	+	0.000	0.000	Merged-chr2-69716741-5
Merged-chr6-98843089-22	chr6	98842787	98843395	+	0.000	0.000	Merged-chr6-98843089-22
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr9-61681164-50	chr9	61680781	61681486	+	0.000	0.000	Merged-chr9-61681164-50
Merged-chr6-115524627-15	chr6	115524406	115524836	+	0.000	0.000	Merged-chr6-115524627-15
Merged-chr1-181229140-10	chr1	181229003	181229298	+	0.000	0.000	Merged-chr1-181229140-10
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr4-150269601-64	chr4	150269248	150270104	+	0.000	0.000	Merged-chr4-150269601-64
Merged-chr10-67537242-130	chr10	67536912	67537716	+	0.000	0.000	Merged-chr10-67537242-130
Merged-chr2-117389704-2	chr2	117389573	117389837	+	0.000	0.000	Merged-chr2-117389704-2
Merged-chr5-143622364-69	chr5	143622117	143622628	+	0.000	0.000	Merged-chr5-143622364-69
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr11-23819028-15	chr11	23818858	23819184	+	0.000	0.000	Merged-chr11-23819028-15
Merged-chr11-113005354-7	chr11	113005193	113005524	+	0.000	0.000	Merged-chr11-113005354-7
Merged-chr18-78969407-8	chr18	78969177	78969646	+	0.000	0.000	Merged-chr18-78969407-8
Merged-chr7-143021894-22	chr7	143021681	143022119	+	0.000	0.000	Merged-chr7-143021894-22
Merged-chrX-166170889-3	chrX	166170791	166170989	+	0.000	0.000	Merged-chrX-166170889-3
Merged-chr2-163253576-63	chr2	163253324	163253874	+	0.000	0.000	Merged-chr2-163253576-63
Merged-chr14-7977586-47	chr14	7977268	7977961	+	0.000	0.000	Merged-chr14-7977586-47
Merged-chr19-36899836-2	chr19	36899706	36899968	+	0.000	0.000	Merged-chr19-36899836-2
Merged-chr10-12888601-47	chr10	12888317	12888831	+	0.000	0.000	Merged-chr10-12888601-47
Merged-chr10-60566717-28	chr10	60566297	60567029	+	0.000	0.000	Merged-chr10-60566717-28
Merged-chr15-93551725-1	chr15	93551627	93551825	+	0.000	0.000	Merged-chr15-93551725-1
Merged-chr19-17339718-30	chr19	17339494	17339963	+	0.000	0.000	Merged-chr19-17339718-30
Merged-chr8-61928211-74	chr8	61927774	61928525	+	0.000	0.000	Merged-chr8-61928211-74
Merged-chr3-131057396-52	chr3	131057203	131057612	+	0.000	0.000	Merged-chr3-131057396-52
Merged-chr15-98108579-43	chr15	98108329	98108889	+	0.000	0.000	Merged-chr15-98108579-43
Merged-chr18-78959917-1	chr18	78959819	78960017	+	0.000	0.000	Merged-chr18-78959917-1
Merged-chr10-14087523-10	chr10	14087365	14087720	+	0.000	0.000	Merged-chr10-14087523-10
Merged-chr17-74828377-14	chr17	74828143	74828598	+	0.000	0.000	Merged-chr17-74828377-14
Merged-chr8-91507766-35	chr8	91507478	91508054	+	0.000	0.000	Merged-chr8-91507766-35
Merged-chr11-113058240-2	chr11	113058058	113058425	+	0.000	0.000	Merged-chr11-113058240-2
Merged-chr12-82245636-66	chr12	82245296	82246027	+	0.000	0.000	Merged-chr12-82245636-66
Merged-chr1-128615599-2	chr1	128615475	128615726	+	0.000	0.000	Merged-chr1-128615599-2
Merged-chr2-174069813-20	chr2	174069438	174070079	+	0.000	0.000	Merged-chr2-174069813-20
Merged-chr5-134269909-65	chr5	134269470	134270144	+	0.000	0.000	Merged-chr5-134269909-65
Merged-chr5-34198802-20	chr5	34198587	34198949	+	0.000	0.000	Merged-chr5-34198802-20
Merged-chr11-94261974-7	chr11	94261780	94262239	+	0.000	0.000	Merged-chr11-94261974-7
Merged-chr13-92610910-95	chr13	92610527	92611264	+	0.000	0.000	Merged-chr13-92610910-95
Merged-chr1-69692321-35	chr1	69692045	69692628	+	0.000	0.000	Merged-chr1-69692321-35
Merged-chr8-91544199-22	chr8	91544018	91544354	+	0.000	0.000	Merged-chr8-91544199-22
Merged-chr9-85842591-29	chr9	85842080	85842923	+	0.000	0.000	Merged-chr9-85842591-29
Merged-chr1-131828072-77	chr1	131827767	131828338	+	0.000	0.000	Merged-chr1-131828072-77
Merged-chr12-41201974-1	chr12	41201876	41202074	+	0.000	0.000	Merged-chr12-41201974-1
Merged-chr5-90640561-39	chr5	90640309	90640815	+	0.000	0.000	Merged-chr5-90640561-39
Merged-chr14-57729995-40	chr14	57729525	57730516	+	0.000	0.000	Merged-chr14-57729995-40
Merged-chr19-60681647-27	chr19	60681451	60681907	+	0.000	0.000	Merged-chr19-60681647-27
Merged-chr12-112619914-70	chr12	112619294	112620309	+	0.000	0.000	Merged-chr12-112619914-70
Merged-chr15-73645623-78	chr15	73644817	73646130	+	0.000	0.000	Merged-chr15-73645623-78
Merged-chrX-135009119-100	chrX	135008709	135009378	+	0.000	0.000	Merged-chrX-135009119-100
Merged-chr1-92064482-52	chr1	92064207	92064805	+	0.000	0.000	Merged-chr1-92064482-52
Merged-chr1-52375024-57	chr1	52374718	52375293	+	0.000	0.000	Merged-chr1-52375024-57
Merged-chr10-80399413-104	chr10	80399217	80399591	+	0.000	0.000	Merged-chr10-80399413-104
Merged-chr10-59335459-37	chr10	59335250	59335759	+	0.000	0.000	Merged-chr10-59335459-37
Merged-chr2-144637414-14	chr2	144637250	144637580	+	0.000	0.000	Merged-chr2-144637414-14
Merged-chr4-16579870-1	chr4	16579772	16579970	+	0.000	0.000	Merged-chr4-16579870-1
Merged-chr7-64234604-16	chr7	64234381	64234765	+	0.000	0.000	Merged-chr7-64234604-16
Merged-chrX-139610581-86	chrX	139610156	139610906	+	0.000	0.000	Merged-chrX-139610581-86
Merged-chr2-28526333-12	chr2	28526172	28526529	+	0.000	0.000	Merged-chr2-28526333-12
Merged-chr10-121268962-23	chr10	121268752	121269183	+	0.000	0.000	Merged-chr10-121268962-23
Merged-chr10-60381393-83	chr10	60380917	60381946	+	0.000	0.000	Merged-chr10-60381393-83
Merged-chr5-89882343-19	chr5	89882135	89882566	+	0.000	0.000	Merged-chr5-89882343-19
Merged-chr4-154376391-42	chr4	154376145	154376675	+	0.000	0.000	Merged-chr4-154376391-42
Merged-chr2-59676734-32	chr2	59676512	59677009	+	0.000	0.000	Merged-chr2-59676734-32
Merged-chr15-77733561-52	chr15	77733239	77733848	+	0.000	0.000	Merged-chr15-77733561-52
Merged-chr2-77170403-78	chr2	77170020	77170788	+	0.000	0.000	Merged-chr2-77170403-78
Merged-chr3-131019630-77	chr3	131019432	131019918	+	0.000	0.000	Merged-chr3-131019630-77
Merged-chr12-40535414-1	chr12	40535316	40535514	+	0.000	0.000	Merged-chr12-40535414-1
Merged-chr7-99407742-21	chr7	99407476	99407991	+	0.000	0.000	Merged-chr7-99407742-21
Merged-chr18-79080001-30	chr18	79079704	79080424	+	0.000	0.000	Merged-chr18-79080001-30
Merged-chr18-78995160-1	chr18	78995062	78995260	+	0.000	0.000	Merged-chr18-78995160-1
Merged-chr9-14365673-24	chr9	14365451	14365873	+	0.000	0.000	Merged-chr9-14365673-24
Merged-chr16-76361268-12	chr16	76361108	76361431	+	0.000	0.000	Merged-chr16-76361268-12
Merged-chr12-85824848-81	chr12	85824652	85825092	+	0.000	0.000	Merged-chr12-85824848-81
Merged-chr7-79466240-66	chr7	79465997	79466555	+	0.000	0.000	Merged-chr7-79466240-66
Merged-chr2-6213187-45	chr2	6212888	6213454	+	0.000	0.000	Merged-chr2-6213187-45
Merged-chr12-40459917-13	chr12	40459604	40460203	+	0.000	0.000	Merged-chr12-40459917-13
Merged-chr8-81756964-44	chr8	81756581	81757230	+	0.000	0.000	Merged-chr8-81756964-44
Merged-chr5-135628870-1	chr5	135628772	135628970	+	0.000	0.000	Merged-chr5-135628870-1
Merged-chr7-141435303-43	chr7	141434912	141435549	+	0.000	0.000	Merged-chr7-141435303-43
Merged-chr12-82171817-7	chr12	82171559	82172002	+	0.000	0.000	Merged-chr12-82171817-7
Merged-chr2-33371227-82	chr2	33370784	33371599	+	0.000	0.000	Merged-chr2-33371227-82
Merged-chr9-25187350-4	chr9	25187201	25187487	+	0.000	0.000	Merged-chr9-25187350-4
Merged-chr6-147537391-1	chr6	147537293	147537491	+	0.000	0.000	Merged-chr6-147537391-1
Merged-chr16-97535153-8	chr16	97534910	97535336	+	0.000	0.000	Merged-chr16-97535153-8
Merged-chr4-145306673-4	chr4	145306540	145306807	+	0.000	0.000	Merged-chr4-145306673-4
Merged-chr12-103337939-2	chr12	103337759	103338122	+	0.000	0.000	Merged-chr12-103337939-2
Merged-chr14-10453327-99	chr14	10453060	10453525	+	0.000	0.000	Merged-chr14-10453327-99
Merged-chr1-89108793-22	chr1	89108493	89108988	+	0.000	0.000	Merged-chr1-89108793-22
Merged-chr8-27159514-57	chr8	27159265	27159868	+	0.000	0.000	Merged-chr8-27159514-57
Merged-chr10-121420246-43	chr10	121420055	121420586	+	0.000	0.000	Merged-chr10-121420246-43
Merged-chr15-93595950-115	chr15	93595345	93596428	+	0.000	0.000	Merged-chr15-93595950-115
Merged-chr8-81861625-26	chr8	81861430	81861921	+	0.000	0.000	Merged-chr8-81861625-26
Merged-chr5-36484302-70	chr5	36483845	36484657	+	0.000	0.000	Merged-chr5-36484302-70
Merged-chr3-138867429-26	chr3	138867091	138867701	+	0.000	0.000	Merged-chr3-138867429-26
Merged-chr12-82304111-12	chr12	82303935	82304271	+	0.000	0.000	Merged-chr12-82304111-12
Merged-chr12-112618139-25	chr12	112617959	112618327	+	0.000	0.000	Merged-chr12-112618139-25
Merged-chr10-96588454-52	chr10	96588173	96588801	+	0.000	0.000	Merged-chr10-96588454-52
Merged-chr2-132051940-20	chr2	132051726	132052198	+	0.000	0.000	Merged-chr2-132051940-20
Merged-chr10-59292726-30	chr10	59292500	59292932	+	0.000	0.000	Merged-chr10-59292726-30
Merged-chr2-103658723-12	chr2	103658510	103658872	+	0.000	0.000	Merged-chr2-103658723-12
Merged-chr12-41146661-3	chr12	41146520	41146801	+	0.000	0.000	Merged-chr12-41146661-3
Merged-chr5-118050907-19	chr5	118050704	118051071	+	0.000	0.000	Merged-chr5-118050907-19
Merged-chr2-91986276-9	chr2	91986091	91986459	+	0.000	0.000	Merged-chr2-91986276-9
Merged-chr10-13469041-19	chr10	13468866	13469266	+	0.000	0.000	Merged-chr10-13469041-19
Merged-chr6-134856256-11	chr6	134856052	134856461	+	0.000	0.000	Merged-chr6-134856256-11
Merged-chr11-67025090-52	chr11	67024842	67025351	+	0.000	0.000	Merged-chr11-67025090-52
Merged-chr2-117433681-2	chr2	117433573	117433791	+	0.000	0.000	Merged-chr2-117433681-2
Merged-chr14-11038136-4	chr14	11038003	11038272	+	0.000	0.000	Merged-chr14-11038136-4
Merged-chr11-59809767-149	chr11	59809556	59810146	+	0.000	0.000	Merged-chr11-59809767-149
Merged-chr14-120347945-44	chr14	120347623	120348191	+	0.000	0.000	Merged-chr14-120347945-44
Merged-chr11-75867102-2	chr11	75866985	75867222	+	0.000	0.000	Merged-chr11-75867102-2
Merged-chr2-91948356-2	chr2	91948258	91948456	+	0.000	0.000	Merged-chr2-91948356-2
Merged-chr2-122467612-78	chr2	122467302	122467939	+	0.000	0.000	Merged-chr2-122467612-78
Merged-chr10-128743344-1	chr10	128743246	128743444	+	0.000	0.000	Merged-chr10-128743344-1
Merged-chr3-69041504-24	chr3	69041270	69041672	+	0.000	0.000	Merged-chr3-69041504-24
Merged-chr4-150540101-42	chr4	150539863	150540444	+	0.000	0.000	Merged-chr4-150540101-42
Merged-chr18-79064378-58	chr18	79064086	79064613	+	0.000	0.000	Merged-chr18-79064378-58
Merged-chrX-13845408-2	chrX	13845294	13845524	+	0.000	0.000	Merged-chrX-13845408-2
Merged-chr4-102859663-41	chr4	102859348	102860180	+	0.000	0.000	Merged-chr4-102859663-41
Merged-chr2-163165560-18	chr2	163165276	163165898	+	0.000	0.000	Merged-chr2-163165560-18
Merged-chr12-52893034-15	chr12	52892598	52893293	+	0.000	0.000	Merged-chr12-52893034-15
Merged-chr2-131448367-26	chr2	131448187	131448550	+	0.000	0.000	Merged-chr2-131448367-26
Merged-chr15-28025300-2	chr15	28025159	28025444	+	0.000	0.000	Merged-chr15-28025300-2
Merged-chr9-61859765-62	chr9	61859366	61860214	+	0.000	0.000	Merged-chr9-61859765-62
Merged-chr5-29196327-1	chr5	29196229	29196427	+	0.000	0.000	Merged-chr5-29196327-1
Merged-chr4-99929700-86	chr4	99929383	99929958	+	0.000	0.000	Merged-chr4-99929700-86
Merged-chr4-95778146-34	chr4	95777818	95778658	+	0.000	0.000	Merged-chr4-95778146-34
Merged-chr2-131423775-8	chr2	131423621	131423932	+	0.000	0.000	Merged-chr2-131423775-8
Merged-chr16-94414336-19	chr16	94414140	94414534	+	0.000	0.000	Merged-chr16-94414336-19
Merged-chr4-145300303-61	chr4	145299983	145300593	+	0.000	0.000	Merged-chr4-145300303-61
Merged-chr7-143010167-43	chr7	143009828	143010347	+	0.000	0.000	Merged-chr7-143010167-43
Merged-chr10-121316401-59	chr10	121315998	121316680	+	0.000	0.000	Merged-chr10-121316401-59
Merged-chr15-100495239-52	chr15	100494941	100495499	+	0.000	0.000	Merged-chr15-100495239-52
Merged-chr11-115643465-31	chr11	115643234	115643616	+	0.000	0.000	Merged-chr11-115643465-31
Merged-chr2-112714735-54	chr2	112714448	112715061	+	0.000	0.000	Merged-chr2-112714735-54
Merged-chr8-123518827-49	chr8	123518606	123519019	+	0.000	0.000	Merged-chr8-123518827-49
Merged-chr3-37263461-6	chr3	37263255	37263692	+	0.000	0.000	Merged-chr3-37263461-6
Merged-chr11-19890961-22	chr11	19890652	19891243	+	0.000	0.000	Merged-chr11-19890961-22
Merged-chr9-101251656-72	chr9	101251445	101252012	+	0.000	0.000	Merged-chr9-101251656-72
Merged-chr4-154334257-1	chr4	154334159	154334357	+	0.000	0.000	Merged-chr4-154334257-1
Merged-chr3-106483430-2	chr3	106483332	106483530	+	0.000	0.000	Merged-chr3-106483430-2
Merged-chr11-5261159-5	chr11	5261032	5261284	+	0.000	0.000	Merged-chr11-5261159-5
Merged-chr3-101929538-16	chr3	101929341	101929799	+	0.000	0.000	Merged-chr3-101929538-16
Merged-chr15-6586508-38	chr15	6586161	6586743	+	0.000	0.000	Merged-chr15-6586508-38
Merged-chr9-75646856-3	chr9	75646750	75646973	+	0.000	0.000	Merged-chr9-75646856-3
Merged-chr1-69738342-1	chr1	69738244	69738442	+	0.000	0.000	Merged-chr1-69738342-1
Merged-chr6-59422426-23	chr6	59422006	59422723	+	0.000	0.000	Merged-chr6-59422426-23
Merged-chr14-121456834-2	chr14	121456727	121456943	+	0.000	0.000	Merged-chr14-121456834-2
Merged-chr7-25107253-25	chr7	25106960	25107505	+	0.000	0.000	Merged-chr7-25107253-25
Merged-chr7-97069180-1	chr7	97069082	97069280	+	0.000	0.000	Merged-chr7-97069180-1
Merged-chr2-117328790-53	chr2	117328569	117329008	+	0.000	0.000	Merged-chr2-117328790-53
Merged-chr5-64819652-30	chr5	64819484	64819892	+	0.000	0.000	Merged-chr5-64819652-30
Merged-chr9-57948947-1	chr9	57948849	57949047	+	0.000	0.000	Merged-chr9-57948947-1
Merged-chr17-5893346-8	chr17	5893112	5893599	+	0.000	0.000	Merged-chr17-5893346-8
Merged-chr17-73163375-142	chr17	73162758	73163953	+	0.000	0.000	Merged-chr17-73163375-142
Merged-chr2-172390550-32	chr2	172390390	172390749	+	0.000	0.000	Merged-chr2-172390550-32
Merged-chr4-149307767-70	chr4	149307438	149308037	+	0.000	0.000	Merged-chr4-149307767-70
Merged-chr3-131157168-10	chr3	131156989	131157365	+	0.000	0.000	Merged-chr3-131157168-10
Merged-chr2-103635845-3	chr2	103635700	103636012	+	0.000	0.000	Merged-chr2-103635845-3
Merged-chr14-57713043-44	chr14	57712848	57713257	+	0.000	0.000	Merged-chr14-57713043-44
Merged-chr12-86034255-10	chr12	86034081	86034416	+	0.000	0.000	Merged-chr12-86034255-10
Merged-chr17-32891413-48	chr17	32891140	32891651	+	0.000	0.000	Merged-chr17-32891413-48
Merged-chr9-118679048-3	chr9	118678935	118679157	+	0.000	0.000	Merged-chr9-118679048-3
Merged-chr8-81776667-33	chr8	81776296	81777033	+	0.000	0.000	Merged-chr8-81776667-33
Merged-chr10-14050811-26	chr10	14050641	14050984	+	0.000	0.000	Merged-chr10-14050811-26
Merged-chr5-107359666-49	chr5	107359402	107359868	+	0.000	0.000	Merged-chr5-107359666-49
Merged-chr3-108536770-60	chr3	108536499	108537179	+	0.000	0.000	Merged-chr3-108536770-60
Merged-chr17-56445586-4	chr17	56445472	56445726	+	0.000	0.000	Merged-chr17-56445586-4
Merged-chr1-69689104-39	chr1	69688915	69689356	+	0.000	0.000	Merged-chr1-69689104-39
Merged-chr15-58196982-23	chr15	58196768	58197238	+	0.000	0.000	Merged-chr15-58196982-23
Merged-chr2-112673965-1	chr2	112673867	112674065	+	0.000	0.000	Merged-chr2-112673965-1
Merged-chr6-99261371-76	chr6	99260951	99261589	+	0.000	0.000	Merged-chr6-99261371-76
Merged-chr6-128790681-1	chr6	128790583	128790781	+	0.000	0.000	Merged-chr6-128790681-1
Merged-chr13-93499298-157	chr13	93499081	93499829	+	0.000	0.000	Merged-chr13-93499298-157
Merged-chr15-101275184-1	chr15	101275086	101275284	+	0.000	0.000	Merged-chr15-101275184-1
Merged-chr7-45704993-60	chr7	45704654	45705238	+	0.000	0.000	Merged-chr7-45704993-60
Merged-chrX-166304686-40	chrX	166304452	166305024	+	0.000	0.000	Merged-chrX-166304686-40
Merged-chr3-40950143-167	chr3	40949332	40950510	+	0.000	0.000	Merged-chr3-40950143-167
Merged-chr1-61151289-6	chr1	61151074	61151485	+	0.000	0.000	Merged-chr1-61151289-6
Merged-chr7-99536356-6	chr7	99536177	99536524	+	0.000	0.000	Merged-chr7-99536356-6
Merged-chr6-99031467-37	chr6	99031262	99031742	+	0.000	0.000	Merged-chr6-99031467-37
Merged-chr12-8787183-8	chr12	8786946	8787409	+	0.000	0.000	Merged-chr12-8787183-8
Merged-chr2-163254696-7	chr2	163254313	163254961	+	0.000	0.000	Merged-chr2-163254696-7
Merged-chr16-76323771-64	chr16	76323456	76324046	+	0.000	0.000	Merged-chr16-76323771-64
Merged-chr9-118750272-2	chr9	118750107	118750440	+	0.000	0.000	Merged-chr9-118750272-2
Merged-chr16-97326270-33	chr16	97326055	97326649	+	0.000	0.000	Merged-chr16-97326270-33
Merged-chr4-6924913-49	chr4	6924682	6925132	+	0.000	0.000	Merged-chr4-6924913-49
Merged-chr15-36496712-52	chr15	36496507	36496933	+	0.000	0.000	Merged-chr15-36496712-52
Merged-chr2-169519991-22	chr2	169519793	169520197	+	0.000	0.000	Merged-chr2-169519991-22
Merged-chr10-60169227-2	chr10	60169116	60169341	+	0.000	0.000	Merged-chr10-60169227-2
Merged-chr15-93563752-30	chr15	93563566	93563953	+	0.000	0.000	Merged-chr15-93563752-30
Merged-chr11-109432542-63	chr11	109432014	109432961	+	0.000	0.000	Merged-chr11-109432542-63
Merged-chr5-110058029-58	chr5	110057759	110058282	+	0.000	0.000	Merged-chr5-110058029-58
Merged-chr2-131321371-45	chr2	131321224	131321611	+	0.000	0.000	Merged-chr2-131321371-45
Merged-chr10-43467884-13	chr10	43467732	43468021	+	0.000	0.000	Merged-chr10-43467884-13
Merged-chr1-164960822-1	chr1	164960724	164960922	+	0.000	0.000	Merged-chr1-164960822-1
Merged-chr17-87975056-71	chr17	87974755	87975415	+	0.000	0.000	Merged-chr17-87975056-71
Merged-chr9-65676476-52	chr9	65676173	65676717	+	0.000	0.000	Merged-chr9-65676476-52
Merged-chr7-44305170-86	chr7	44304925	44305452	+	0.000	0.000	Merged-chr7-44305170-86
Merged-chr15-86094752-47	chr15	86094329	86095204	+	0.000	0.000	Merged-chr15-86094752-47
Merged-chr10-17479176-1	chr10	17479078	17479276	+	0.000	0.000	Merged-chr10-17479176-1
Merged-chr11-20644270-6	chr11	20644140	20644415	+	0.000	0.000	Merged-chr11-20644270-6
Merged-chr7-127842472-24	chr7	127842277	127842659	+	0.000	0.000	Merged-chr7-127842472-24
Merged-chr4-6868044-4	chr4	6867900	6868168	+	0.000	0.000	Merged-chr4-6868044-4
Merged-chr7-101636183-33	chr7	101635829	101636458	+	0.000	0.000	Merged-chr7-101636183-33
Merged-chr18-78954647-1	chr18	78954549	78954747	+	0.000	0.000	Merged-chr18-78954647-1
Merged-chr14-101513346-6	chr14	101513013	101513583	+	0.000	0.000	Merged-chr14-101513346-6
Merged-chr12-82267745-1	chr12	82267647	82267845	+	0.000	0.000	Merged-chr12-82267745-1
Merged-chr1-181249762-2	chr1	181249627	181249899	+	0.000	0.000	Merged-chr1-181249762-2
Merged-chr1-192693207-29	chr1	192692915	192693426	+	0.000	0.000	Merged-chr1-192693207-29
Merged-chr8-45999893-74	chr8	45999681	46000140	+	0.000	0.000	Merged-chr8-45999893-74
Merged-chr10-60389736-64	chr10	60389335	60390376	+	0.000	0.000	Merged-chr10-60389736-64
Merged-chr7-110796753-46	chr7	110796552	110796954	+	0.000	0.000	Merged-chr7-110796753-46
