#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
Merged-chr12-31654866-80	chr12	31654472	31655118	+	0.000	0.000	Merged-chr12-31654866-80
Merged-chr13-117018398-6	chr13	117018265	117018544	+	0.000	0.000	Merged-chr13-117018398-6
Merged-chr17-15706137-17	chr17	15705929	15706391	+	0.000	0.000	Merged-chr17-15706137-17
Merged-chr11-79076715-52	chr11	79076504	79076933	+	0.000	0.000	Merged-chr11-79076715-52
Merged-chr5-75717896-2	chr5	75717713	75718082	+	0.000	0.000	Merged-chr5-75717896-2
Merged-chr15-59106207-41	chr15	59105953	59106642	+	0.000	0.000	Merged-chr15-59106207-41
Merged-chr9-53430212-10	chr9	53430087	53430342	+	0.000	0.000	Merged-chr9-53430212-10
Merged-chr9-94670459-1	chr9	94670361	94670559	+	0.000	0.000	Merged-chr9-94670459-1
Merged-chr11-106665646-39	chr11	106665364	106666106	+	0.000	0.000	Merged-chr11-106665646-39
Merged-chr9-42032280-3	chr9	42032182	42032380	+	0.000	0.000	Merged-chr9-42032280-3
Merged-chr10-80150505-2	chr10	80150407	80150605	+	0.000	0.000	Merged-chr10-80150505-2
Merged-chr1-39896262-3	chr1	39896164	39896362	+	0.000	0.000	Merged-chr1-39896262-3
Merged-chr9-114480387-11	chr9	114480158	114480571	+	0.000	0.000	Merged-chr9-114480387-11
Merged-chrX-75750426-2	chrX	75750321	75750534	+	0.000	0.000	Merged-chrX-75750426-2
Merged-chr13-5185100-1	chr13	5185002	5185200	+	0.000	0.000	Merged-chr13-5185100-1
Merged-chr10-23787173-89	chr10	23786804	23787708	+	0.000	0.000	Merged-chr10-23787173-89
Merged-chr18-24203899-3	chr18	24203765	24204028	+	0.000	0.000	Merged-chr18-24203899-3
Merged-chr19-42090289-87	chr19	42089870	42090694	+	0.000	0.000	Merged-chr19-42090289-87
Merged-chr17-33981468-57	chr17	33981198	33981854	+	0.000	0.000	Merged-chr17-33981468-57
Merged-chr16-11254042-93	chr16	11253785	11254584	+	0.000	0.000	Merged-chr16-11254042-93
Merged-chr12-117579368-17	chr12	117579123	117579589	+	0.000	0.000	Merged-chr12-117579368-17
Merged-chr4-109471713-1	chr4	109471615	109471813	+	0.000	0.000	Merged-chr4-109471713-1
Merged-chr17-15816733-57	chr17	15816495	15817044	+	0.000	0.000	Merged-chr17-15816733-57
Merged-chr4-41135735-138	chr4	41135175	41136469	+	0.000	0.000	Merged-chr4-41135735-138
Merged-chr6-134014705-25	chr6	134014434	134014931	+	0.000	0.000	Merged-chr6-134014705-25
Merged-chr12-113220525-36	chr12	113220250	113220788	+	0.000	0.000	Merged-chr12-113220525-36
Merged-chr14-78438304-11	chr14	78438128	78438465	+	0.000	0.000	Merged-chr14-78438304-11
Merged-chr18-53817599-8	chr18	53817480	53817727	+	0.000	0.000	Merged-chr18-53817599-8
Merged-chr4-33248647-4	chr4	33248495	33248801	+	0.000	0.000	Merged-chr4-33248647-4
Merged-chr2-158410061-111	chr2	158409534	158410656	+	0.000	0.000	Merged-chr2-158410061-111
Merged-chr7-101092793-9	chr7	101092644	101092963	+	0.000	0.000	Merged-chr7-101092793-9
Merged-chr4-128807038-7	chr4	128806822	128807265	+	0.000	0.000	Merged-chr4-128807038-7
Merged-chr9-94659852-5	chr9	94659719	94660007	+	0.000	0.000	Merged-chr9-94659852-5
Merged-chr8-126654615-2	chr8	126654502	126654731	+	0.000	0.000	Merged-chr8-126654615-2
Merged-chr18-24237197-17	chr18	24236927	24237643	+	0.000	0.000	Merged-chr18-24237197-17
Merged-chr19-16802256-9	chr19	16801957	16802417	+	0.000	0.000	Merged-chr19-16802256-9
Merged-chr1-39986417-3	chr1	39986256	39986594	+	0.000	0.000	Merged-chr1-39986417-3
Merged-chr4-134495350-57	chr4	134495113	134495649	+	0.000	0.000	Merged-chr4-134495350-57
Merged-chr19-44267087-85	chr19	44266754	44267356	+	0.000	0.000	Merged-chr19-44267087-85
Merged-chr18-53904421-2	chr18	53904271	53904574	+	0.000	0.000	Merged-chr18-53904421-2
Merged-chr1-164061459-15	chr1	164061252	164061642	+	0.000	0.000	Merged-chr1-164061459-15
Merged-chr8-66914324-25	chr8	66914051	66914609	+	0.000	0.000	Merged-chr8-66914324-25
Merged-chr10-19139466-5	chr10	19139335	19139617	+	0.000	0.000	Merged-chr10-19139466-5
Merged-chr19-16780432-1	chr19	16780334	16780532	+	0.000	0.000	Merged-chr19-16780432-1
Merged-chr2-34961693-34	chr2	34961389	34961971	+	0.000	0.000	Merged-chr2-34961693-34
Merged-chr10-30655353-2	chr10	30655164	30655545	+	0.000	0.000	Merged-chr10-30655353-2
Merged-chr4-32257822-1	chr4	32257724	32257922	+	0.000	0.000	Merged-chr4-32257822-1
Merged-chr6-17675018-5	chr6	17674784	17675231	+	0.000	0.000	Merged-chr6-17675018-5
Merged-chr12-108636667-1	chr12	108636569	108636767	+	0.000	0.000	Merged-chr12-108636667-1
Merged-chr1-82898470-7	chr1	82898323	82898605	+	0.000	0.000	Merged-chr1-82898470-7
Merged-chr16-24152137-5	chr16	24152011	24152255	+	0.000	0.000	Merged-chr16-24152137-5
Merged-chr15-59641442-25	chr15	59641150	59641719	+	0.000	0.000	Merged-chr15-59641442-25
Merged-chr4-125160619-27	chr4	125160390	125160870	+	0.000	0.000	Merged-chr4-125160619-27
Merged-chr8-79173625-13	chr8	79173352	79173827	+	0.000	0.000	Merged-chr8-79173625-13
Merged-chr8-88637468-1	chr8	88637370	88637568	+	0.000	0.000	Merged-chr8-88637468-1
Merged-chr1-186749354-72	chr1	186749060	186749646	+	0.000	0.000	Merged-chr1-186749354-72
Merged-chr13-3897020-16	chr13	3896807	3897158	+	0.000	0.000	Merged-chr13-3897020-16
Merged-chr6-17731851-7	chr6	17731685	17732012	+	0.000	0.000	Merged-chr6-17731851-7
Merged-chr6-144041035-1	chr6	144040937	144041135	+	0.000	0.000	Merged-chr6-144041035-1
Merged-chr8-122283780-2	chr8	122283618	122283944	+	0.000	0.000	Merged-chr8-122283780-2
Merged-chr5-66618614-86	chr5	66618373	66619108	+	0.000	0.000	Merged-chr5-66618614-86
Merged-chr12-73746193-23	chr12	73745902	73746385	+	0.000	0.000	Merged-chr12-73746193-23
Merged-chr2-25620603-21	chr2	25620293	25620901	+	0.000	0.000	Merged-chr2-25620603-21
Merged-chr1-138517355-75	chr1	138517155	138517635	+	0.000	0.000	Merged-chr1-138517355-75
Merged-chr14-52014497-76	chr14	52013835	52015190	+	0.000	0.000	Merged-chr14-52014497-76
Merged-chr7-122034614-1	chr7	122034516	122034714	+	0.000	0.000	Merged-chr7-122034614-1
Merged-chr10-59921087-38	chr10	59920781	59921472	+	0.000	0.000	Merged-chr10-59921087-38
Merged-chr8-126584527-70	chr8	126584186	126584723	+	0.000	0.000	Merged-chr8-126584527-70
Merged-chr9-14500635-62	chr9	14500341	14500895	+	0.000	0.000	Merged-chr9-14500635-62
Merged-chr11-79339786-62	chr11	79339373	79340244	+	0.000	0.000	Merged-chr11-79339786-62
Merged-chr2-17671925-58	chr2	17671593	17672189	+	0.000	0.000	Merged-chr2-17671925-58
Merged-chr9-95121353-17	chr9	95121076	95121561	+	0.000	0.000	Merged-chr9-95121353-17
Merged-chr3-37126124-62	chr3	37125670	37126642	+	0.000	0.000	Merged-chr3-37126124-62
Merged-chr11-3134670-2	chr11	3134572	3134770	+	0.000	0.000	Merged-chr11-3134670-2
Merged-chr1-164069393-6	chr1	164069267	164069532	+	0.000	0.000	Merged-chr1-164069393-6
Merged-chr2-68426201-4	chr2	68426050	68426328	+	0.000	0.000	Merged-chr2-68426201-4
Merged-chr4-63906254-14	chr4	63906093	63906421	+	0.000	0.000	Merged-chr4-63906254-14
Merged-chr8-128357359-22	chr8	128357209	128357557	+	0.000	0.000	Merged-chr8-128357359-22
Merged-chr16-24155121-14	chr16	24154916	24155341	+	0.000	0.000	Merged-chr16-24155121-14
Merged-chr12-111239020-11	chr12	111238829	111239190	+	0.000	0.000	Merged-chr12-111239020-11
Merged-chr15-58750240-28	chr15	58750052	58750520	+	0.000	0.000	Merged-chr15-58750240-28
Merged-chr19-46305023-124	chr19	46304551	46305322	+	0.000	0.000	Merged-chr19-46305023-124
Merged-chr3-52269240-36	chr3	52268867	52269644	+	0.000	0.000	Merged-chr3-52269240-36
Merged-chr7-81344263-6	chr7	81343907	81344527	+	0.000	0.000	Merged-chr7-81344263-6
Merged-chr19-36538686-27	chr19	36538382	36538960	+	0.000	0.000	Merged-chr19-36538686-27
Merged-chr4-63849353-15	chr4	63849205	63849520	+	0.000	0.000	Merged-chr4-63849353-15
Merged-chr9-62342214-1	chr9	62342116	62342314	+	0.000	0.000	Merged-chr9-62342214-1
Merged-chr4-152119602-1	chr4	152119504	152119702	+	0.000	0.000	Merged-chr4-152119602-1
Merged-chr13-30098717-1	chr13	30098619	30098817	+	0.000	0.000	Merged-chr13-30098717-1
Merged-chr18-64889012-12	chr18	64888748	64889212	+	0.000	0.000	Merged-chr18-64889012-12
Merged-chr8-34938960-7	chr8	34938745	34939122	+	0.000	0.000	Merged-chr8-34938960-7
Merged-chr13-51845018-4	chr13	51844893	51845169	+	0.000	0.000	Merged-chr13-51845018-4
Merged-chr1-39954397-1	chr1	39954299	39954497	+	0.000	0.000	Merged-chr1-39954397-1
Merged-chr1-131280429-28	chr1	131280248	131280640	+	0.000	0.000	Merged-chr1-131280429-28
Merged-chr11-54931992-2	chr11	54931874	54932113	+	0.000	0.000	Merged-chr11-54931992-2
Merged-chr1-39896761-43	chr1	39896384	39897028	+	0.000	0.000	Merged-chr1-39896761-43
Merged-chr1-164078589-50	chr1	164078133	164079064	+	0.000	0.000	Merged-chr1-164078589-50
Merged-chr8-122299759-10	chr8	122299577	122299971	+	0.000	0.000	Merged-chr8-122299759-10
Merged-chr5-86783243-43	chr5	86783048	86783508	+	0.000	0.000	Merged-chr5-86783243-43
Merged-chrX-75758189-1	chrX	75758091	75758289	+	0.000	0.000	Merged-chrX-75758189-1
Merged-chr5-64917961-22	chr5	64917683	64918194	+	0.000	0.000	Merged-chr5-64917961-22
Merged-chr4-32217271-122	chr4	32216337	32218010	+	0.000	0.000	Merged-chr4-32217271-122
Merged-chr4-33273596-7	chr4	33273459	33273726	+	0.000	0.000	Merged-chr4-33273596-7
Merged-chr5-75690095-1	chr5	75689997	75690195	+	0.000	0.000	Merged-chr5-75690095-1
Merged-chr13-5165962-1	chr13	5165864	5166062	+	0.000	0.000	Merged-chr13-5165962-1
Merged-chr11-3132178-2	chr11	3131995	3132363	+	0.000	0.000	Merged-chr11-3132178-2
Merged-chr11-61579552-34	chr11	61579344	61579821	+	0.000	0.000	Merged-chr11-61579552-34
Merged-chr6-121210795-40	chr6	121210498	121211165	+	0.000	0.000	Merged-chr6-121210795-40
Merged-chr2-34969662-3	chr2	34969538	34969805	+	0.000	0.000	Merged-chr2-34969662-3
Merged-chr6-89343063-1	chr6	89342965	89343163	+	0.000	0.000	Merged-chr6-89343063-1
Merged-chr7-127898776-6	chr7	127898583	127899056	+	0.000	0.000	Merged-chr7-127898776-6
Merged-chr6-144329601-7	chr6	144329462	144329823	+	0.000	0.000	Merged-chr6-144329601-7
Merged-chr7-132656462-65	chr7	132656178	132656689	+	0.000	0.000	Merged-chr7-132656462-65
Merged-chr8-18850232-3	chr8	18850130	18850339	+	0.000	0.000	Merged-chr8-18850232-3
Merged-chr17-35383348-1	chr17	35383250	35383448	+	0.000	0.000	Merged-chr17-35383348-1
Merged-chr4-32263714-35	chr4	32263069	32264149	+	0.000	0.000	Merged-chr4-32263714-35
Merged-chr8-15019042-1	chr8	15018944	15019142	+	0.000	0.000	Merged-chr8-15019042-1
Merged-chr16-10788652-37	chr16	10788252	10788951	+	0.000	0.000	Merged-chr16-10788652-37
Merged-chr10-42888420-50	chr10	42888163	42888601	+	0.000	0.000	Merged-chr10-42888420-50
Merged-chr1-182341380-88	chr1	182340976	182341827	+	0.000	0.000	Merged-chr1-182341380-88
Merged-chr15-86021372-1	chr15	86021274	86021472	+	0.000	0.000	Merged-chr15-86021372-1
Merged-chr10-120528011-1	chr10	120527913	120528111	+	0.000	0.000	Merged-chr10-120528011-1
Merged-chr14-60790297-14	chr14	60790011	60790508	+	0.000	0.000	Merged-chr14-60790297-14
Merged-chr1-60070874-17	chr1	60070709	60071054	+	0.000	0.000	Merged-chr1-60070874-17
Merged-chr16-16302962-82	chr16	16302570	16303330	+	0.000	0.000	Merged-chr16-16302962-82
Merged-chr5-100648193-27	chr5	100647753	100648666	+	0.000	0.000	Merged-chr5-100648193-27
Merged-chr7-92463612-13	chr7	92463318	92463833	+	0.000	0.000	Merged-chr7-92463612-13
Merged-chr5-121593794-58	chr5	121593557	121594009	+	0.000	0.000	Merged-chr5-121593794-58
Merged-chr17-84191092-7	chr17	84190961	84191240	+	0.000	0.000	Merged-chr17-84191092-7
Merged-chr6-144021716-7	chr6	144021543	144021986	+	0.000	0.000	Merged-chr6-144021716-7
Merged-chr11-3185948-7	chr11	3185729	3186298	+	0.000	0.000	Merged-chr11-3185948-7
Merged-chr7-73532440-1	chr7	73532342	73532540	+	0.000	0.000	Merged-chr7-73532440-1
Merged-chr6-133960914-20	chr6	133960617	133961163	+	0.000	0.000	Merged-chr6-133960914-20
Merged-chr11-3174482-24	chr11	3174021	3174830	+	0.000	0.000	Merged-chr11-3174482-24
Merged-chr12-117489789-1	chr12	117489691	117489889	+	0.000	0.000	Merged-chr12-117489789-1
Merged-chr18-80469735-111	chr18	80469369	80470159	+	0.000	0.000	Merged-chr18-80469735-111
Merged-chr1-39986812-43	chr1	39986599	39987214	+	0.000	0.000	Merged-chr1-39986812-43
Merged-chr4-128734507-1	chr4	128734409	128734607	+	0.000	0.000	Merged-chr4-128734507-1
Merged-chr11-48858339-1	chr11	48858241	48858439	+	0.000	0.000	Merged-chr11-48858339-1
Merged-chr4-128805784-3	chr4	128805566	128805944	+	0.000	0.000	Merged-chr4-128805784-3
Merged-chr9-92250211-113	chr9	92249915	92250567	+	0.000	0.000	Merged-chr9-92250211-113
Merged-chr4-33242620-14	chr4	33242258	33242867	+	0.000	0.000	Merged-chr4-33242620-14
Merged-chr13-12379617-6	chr13	12379448	12379800	+	0.000	0.000	Merged-chr13-12379617-6
Merged-chr5-148551940-7	chr5	148551830	148552049	+	0.000	0.000	Merged-chr5-148551940-7
Merged-chr15-76616972-96	chr15	76616328	76617540	+	0.000	0.000	Merged-chr15-76616972-96
Merged-chr18-41409685-1	chr18	41409587	41409785	+	0.000	0.000	Merged-chr18-41409685-1
Merged-chr8-106433085-10	chr8	106432858	106433298	+	0.000	0.000	Merged-chr8-106433085-10
Merged-chr16-91358652-12	chr16	91358471	91358871	+	0.000	0.000	Merged-chr16-91358652-12
Merged-chr10-94864939-82	chr10	94864550	94865187	+	0.000	0.000	Merged-chr10-94864939-82
Merged-chr11-79145750-1	chr11	79145652	79145850	+	0.000	0.000	Merged-chr11-79145750-1
Merged-chr15-9529844-37	chr15	9529643	9530079	+	0.000	0.000	Merged-chr15-9529844-37
Merged-chr9-35475679-27	chr9	35475441	35475891	+	0.000	0.000	Merged-chr9-35475679-27
Merged-chr12-52501139-6	chr12	52500924	52501326	+	0.000	0.000	Merged-chr12-52501139-6
Merged-chr12-113275363-4	chr12	113275263	113275466	+	0.000	0.000	Merged-chr12-113275363-4
Merged-chr11-120727252-27	chr11	120727041	120727437	+	0.000	0.000	Merged-chr11-120727252-27
Merged-chr5-105650146-5	chr5	105650048	105650246	+	0.000	0.000	Merged-chr5-105650146-5
Merged-chr4-41180008-12	chr4	41179772	41180164	+	0.000	0.000	Merged-chr4-41180008-12
Merged-chrX-98291562-2	chrX	98291464	98291662	+	0.000	0.000	Merged-chrX-98291562-2
Merged-chr3-10351318-69	chr3	10351056	10351525	+	0.000	0.000	Merged-chr3-10351318-69
Merged-chr8-35123511-41	chr8	35123184	35123752	+	0.000	0.000	Merged-chr8-35123511-41
Merged-chr11-109365028-9	chr11	109364805	109365186	+	0.000	0.000	Merged-chr11-109365028-9
Merged-chr1-55629835-4	chr1	55629650	55629988	+	0.000	0.000	Merged-chr1-55629835-4
Merged-chr9-55938219-68	chr9	55938010	55938582	+	0.000	0.000	Merged-chr9-55938219-68
Merged-chr4-32238599-11	chr4	32238470	32238795	+	0.000	0.000	Merged-chr4-32238599-11
Merged-chr16-93586026-137	chr16	93585824	93586266	+	0.000	0.000	Merged-chr16-93586026-137
Merged-chr17-15743446-33	chr17	15742936	15743795	+	0.000	0.000	Merged-chr17-15743446-33
Merged-chr6-121272089-2	chr6	121271991	121272189	+	0.000	0.000	Merged-chr6-121272089-2
Merged-chr17-7945790-77	chr17	7945514	7946131	+	0.000	0.000	Merged-chr17-7945790-77
Merged-chr5-105305723-1	chr5	105305625	105305823	+	0.000	0.000	Merged-chr5-105305723-1
Merged-chr4-124701046-83	chr4	124700479	124701659	+	0.000	0.000	Merged-chr4-124701046-83
Merged-chr6-145256565-1	chr6	145256467	145256665	+	0.000	0.000	Merged-chr6-145256565-1
Merged-chr11-4334358-2	chr11	4334188	4334530	+	0.000	0.000	Merged-chr11-4334358-2
Merged-chr11-62507903-32	chr11	62507765	62508097	+	0.000	0.000	Merged-chr11-62507903-32
Merged-chr13-64161873-63	chr13	64161574	64162092	+	0.000	0.000	Merged-chr13-64161873-63
Merged-chr11-79460952-43	chr11	79460681	79461176	+	0.000	0.000	Merged-chr11-79460952-43
Merged-chr6-144364749-2	chr6	144364631	144364870	+	0.000	0.000	Merged-chr6-144364749-2
Merged-chr3-52267357-1	chr3	52267259	52267457	+	0.000	0.000	Merged-chr3-52267357-1
Merged-chr16-18066490-64	chr16	18066206	18066753	+	0.000	0.000	Merged-chr16-18066490-64
Merged-chr18-60596149-54	chr18	60595936	60596371	+	0.000	0.000	Merged-chr18-60596149-54
Merged-chrX-75734905-2	chrX	75734791	75735021	+	0.000	0.000	Merged-chrX-75734905-2
Merged-chr3-14578832-56	chr3	14578550	14579232	+	0.000	0.000	Merged-chr3-14578832-56
Merged-chr8-15019408-1	chr8	15019310	15019508	+	0.000	0.000	Merged-chr8-15019408-1
Merged-chr2-68350356-1	chr2	68350258	68350456	+	0.000	0.000	Merged-chr2-68350356-1
Merged-chr4-152116111-49	chr4	152115841	152116344	+	0.000	0.000	Merged-chr4-152116111-49
Merged-chr9-97208917-1	chr9	97208819	97209017	+	0.000	0.000	Merged-chr9-97208917-1
Merged-chr2-181409892-2	chr2	181409777	181410009	+	0.000	0.000	Merged-chr2-181409892-2
Merged-chr6-144333219-22	chr6	144332716	144333658	+	0.000	0.000	Merged-chr6-144333219-22
Merged-chr7-80182312-42	chr7	80182089	80182531	+	0.000	0.000	Merged-chr7-80182312-42
Merged-chr17-73839291-10	chr17	73839059	73839470	+	0.000	0.000	Merged-chr17-73839291-10
Merged-chr19-44145820-1	chr19	44145722	44145920	+	0.000	0.000	Merged-chr19-44145820-1
Merged-chr16-70395493-20	chr16	70395275	70395707	+	0.000	0.000	Merged-chr16-70395493-20
Merged-chr18-65022239-24	chr18	65021924	65022513	+	0.000	0.000	Merged-chr18-65022239-24
Merged-chr2-120563712-63	chr2	120563402	120564047	+	0.000	0.000	Merged-chr2-120563712-63
Merged-chr5-134489767-10	chr5	134489627	134489916	+	0.000	0.000	Merged-chr5-134489767-10
Merged-chr10-30803129-88	chr10	30802804	30803405	+	0.000	0.000	Merged-chr10-30803129-88
Merged-chr5-134467407-3	chr5	134467257	134467548	+	0.000	0.000	Merged-chr5-134467407-3
Merged-chr4-63948222-34	chr4	63947944	63948530	+	0.000	0.000	Merged-chr4-63948222-34
Merged-chr7-19309217-6	chr7	19309062	19309433	+	0.000	0.000	Merged-chr7-19309217-6
Merged-chr15-89128599-54	chr15	89128400	89128770	+	0.000	0.000	Merged-chr15-89128599-54
Merged-chr16-90323111-40	chr16	90322910	90323363	+	0.000	0.000	Merged-chr16-90323111-40
Merged-chrX-133887196-1	chrX	133887098	133887296	+	0.000	0.000	Merged-chrX-133887196-1
Merged-chr6-121226970-16	chr6	121226767	121227215	+	0.000	0.000	Merged-chr6-121226970-16
Merged-chr10-42877317-2	chr10	42877216	42877421	+	0.000	0.000	Merged-chr10-42877317-2
Merged-chr7-125555770-44	chr7	125555130	125556341	+	0.000	0.000	Merged-chr7-125555770-44
Merged-chr15-100181670-81	chr15	100181119	100182240	+	0.000	0.000	Merged-chr15-100181670-81
Merged-chr18-60633052-25	chr18	60632700	60633392	+	0.000	0.000	Merged-chr18-60633052-25
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr10-42848421-1	chr10	42848323	42848521	+	0.000	0.000	Merged-chr10-42848421-1
Merged-chr17-8228766-12	chr17	8228592	8228909	+	0.000	0.000	Merged-chr17-8228766-12
Merged-chr16-10786452-22	chr16	10786280	10786625	+	0.000	0.000	Merged-chr16-10786452-22
Merged-chr16-70376807-4	chr16	70376689	70376926	+	0.000	0.000	Merged-chr16-70376807-4
Merged-chr7-80368780-1	chr7	80368682	80368880	+	0.000	0.000	Merged-chr7-80368780-1
Merged-chr8-126594536-127	chr8	126593780	126594991	+	0.000	0.000	Merged-chr8-126594536-127
Merged-chr9-62427197-10	chr9	62427032	62427411	+	0.000	0.000	Merged-chr9-62427197-10
Merged-chr13-30154580-19	chr13	30154230	30154845	+	0.000	0.000	Merged-chr13-30154580-19
Merged-chr2-32689593-11	chr2	32689455	32689715	+	0.000	0.000	Merged-chr2-32689593-11
Merged-chr7-101069524-1	chr7	101069426	101069624	+	0.000	0.000	Merged-chr7-101069524-1
Merged-chr15-59542049-14	chr15	59541884	59542197	+	0.000	0.000	Merged-chr15-59542049-14
Merged-chr15-100600141-58	chr15	100599858	100600435	+	0.000	0.000	Merged-chr15-100600141-58
Merged-chr2-13223426-6	chr2	13223273	13223592	+	0.000	0.000	Merged-chr2-13223426-6
Merged-chr3-52268375-96	chr3	52267792	52268849	+	0.000	0.000	Merged-chr3-52268375-96
Merged-chr6-144138848-2	chr6	144138693	144139005	+	0.000	0.000	Merged-chr6-144138848-2
Merged-chr11-116406570-59	chr11	116406372	116406793	+	0.000	0.000	Merged-chr11-116406570-59
Merged-chr15-9564437-27	chr15	9564166	9564703	+	0.000	0.000	Merged-chr15-9564437-27
Merged-chr13-42110685-25	chr13	42110443	42110863	+	0.000	0.000	Merged-chr13-42110685-25
Merged-chr10-80658824-84	chr10	80658528	80659242	+	0.000	0.000	Merged-chr10-80658824-84
Merged-chrX-134756963-64	chrX	134756462	134757687	+	0.000	0.000	Merged-chrX-134756963-64
Merged-chr15-80080865-20	chr15	80080582	80081131	+	0.000	0.000	Merged-chr15-80080865-20
Merged-chr2-150450567-4	chr2	150450321	150450819	+	0.000	0.000	Merged-chr2-150450567-4
Merged-chr1-138609055-1	chr1	138608957	138609155	+	0.000	0.000	Merged-chr1-138609055-1
Merged-chr11-79460483-1	chr11	79460385	79460583	+	0.000	0.000	Merged-chr11-79460483-1
Merged-chr9-121309470-2	chr9	121309345	121309597	+	0.000	0.000	Merged-chr9-121309470-2
Merged-chr11-106676116-1	chr11	106676018	106676216	+	0.000	0.000	Merged-chr11-106676116-1
Merged-chr6-143956113-1	chr6	143956015	143956213	+	0.000	0.000	Merged-chr6-143956113-1
Merged-chr10-59958686-2	chr10	59958576	59958798	+	0.000	0.000	Merged-chr10-59958686-2
Merged-chr2-164356374-20	chr2	164356128	164356582	+	0.000	0.000	Merged-chr2-164356374-20
Merged-chr9-101063926-1	chr9	101063828	101064026	+	0.000	0.000	Merged-chr9-101063926-1
Merged-chr16-91538475-3	chr16	91538326	91538601	+	0.000	0.000	Merged-chr16-91538475-3
Merged-chr9-14296291-25	chr9	14296128	14296455	+	0.000	0.000	Merged-chr9-14296291-25
Merged-chr6-88783083-54	chr6	88782801	88783361	+	0.000	0.000	Merged-chr6-88783083-54
Merged-chr6-88724613-50	chr6	88724211	88724900	+	0.000	0.000	Merged-chr6-88724613-50
Merged-chr12-115920407-41	chr12	115920163	115920691	+	0.000	0.000	Merged-chr12-115920407-41
Merged-chr2-181411095-55	chr2	181410705	181411409	+	0.000	0.000	Merged-chr2-181411095-55
Merged-chr5-75496770-2	chr5	75496621	75496921	+	0.000	0.000	Merged-chr5-75496770-2
Merged-chr15-12337751-2	chr15	12337643	12337862	+	0.000	0.000	Merged-chr15-12337751-2
Merged-chr12-69461998-25	chr12	69461735	69462247	+	0.000	0.000	Merged-chr12-69461998-25
Merged-chr1-106688184-71	chr1	106687860	106688500	+	0.000	0.000	Merged-chr1-106688184-71
Merged-chr19-29422492-26	chr19	29422172	29422732	+	0.000	0.000	Merged-chr19-29422492-26
Merged-chr11-54943498-1	chr11	54943400	54943598	+	0.000	0.000	Merged-chr11-54943498-1
Merged-chr2-27428131-14	chr2	27427780	27428349	+	0.000	0.000	Merged-chr2-27428131-14
Merged-chr16-94302405-1	chr16	94302307	94302505	+	0.000	0.000	Merged-chr16-94302405-1
Merged-chr1-38129687-97	chr1	38128807	38130210	+	0.000	0.000	Merged-chr1-38129687-97
Merged-chr13-91484361-55	chr13	91484135	91484570	+	0.000	0.000	Merged-chr13-91484361-55
Merged-chr12-113187039-1	chr12	113186941	113187139	+	0.000	0.000	Merged-chr12-113187039-1
Merged-chr17-48300764-89	chr17	48300059	48301290	+	0.000	0.000	Merged-chr17-48300764-89
Merged-chr11-97782309-55	chr11	97781997	97782565	+	0.000	0.000	Merged-chr11-97782309-55
Merged-chr8-79370897-50	chr8	79370628	79371164	+	0.000	0.000	Merged-chr8-79370897-50
Merged-chr6-134189868-22	chr6	134189560	134190228	+	0.000	0.000	Merged-chr6-134189868-22
Merged-chr18-58669510-1	chr18	58669412	58669610	+	0.000	0.000	Merged-chr18-58669510-1
Merged-chr1-182340856-1	chr1	182340758	182340956	+	0.000	0.000	Merged-chr1-182340856-1
Merged-chr19-30125411-22	chr19	30125197	30125618	+	0.000	0.000	Merged-chr19-30125411-22
Merged-chr1-36307925-67	chr1	36307695	36308335	+	0.000	0.000	Merged-chr1-36307925-67
Merged-chr4-63862366-7	chr4	63862173	63862521	+	0.000	0.000	Merged-chr4-63862366-7
Merged-chr5-75662044-1	chr5	75661946	75662144	+	0.000	0.000	Merged-chr5-75662044-1
Merged-chr9-40345413-1	chr9	40345315	40345513	+	0.000	0.000	Merged-chr9-40345413-1
Merged-chr9-62412387-14	chr9	62412191	62412606	+	0.000	0.000	Merged-chr9-62412387-14
Merged-chr10-111233803-22	chr10	111233583	111233971	+	0.000	0.000	Merged-chr10-111233803-22
Merged-chr11-115990748-1	chr11	115990650	115990848	+	0.000	0.000	Merged-chr11-115990748-1
Merged-chr3-37134398-2	chr3	37134294	37134504	+	0.000	0.000	Merged-chr3-37134398-2
Merged-chr19-46037738-21	chr19	46037454	46037940	+	0.000	0.000	Merged-chr19-46037738-21
Merged-chr6-144265830-63	chr6	144265515	144266108	+	0.000	0.000	Merged-chr6-144265830-63
Merged-chr9-101057340-7	chr9	101057143	101057515	+	0.000	0.000	Merged-chr9-101057340-7
Merged-chr6-143869116-1	chr6	143869018	143869216	+	0.000	0.000	Merged-chr6-143869116-1
Merged-chr4-63842396-65	chr4	63841995	63842784	+	0.000	0.000	Merged-chr4-63842396-65
Merged-chr8-15027363-119	chr8	15027023	15027695	+	0.000	0.000	Merged-chr8-15027363-119
Merged-chr19-42089340-18	chr19	42089186	42089610	+	0.000	0.000	Merged-chr19-42089340-18
