#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Th1.dn.bed
Merged-chr2-120500231-54	chr2	120500032	120500528	+	0.000	0.000	Merged-chr2-120500231-54
Merged-chr5-75604922-2	chr5	75604795	75605051	+	0.000	0.000	Merged-chr5-75604922-2
Merged-chr1-138517355-75	chr1	138517155	138517635	+	0.000	0.000	Merged-chr1-138517355-75
Merged-chr11-86958277-1	chr11	86958179	86958377	+	0.000	0.000	Merged-chr11-86958277-1
Merged-chr9-53328523-30	chr9	53328272	53328753	+	0.000	0.000	Merged-chr9-53328523-30
Merged-chr8-128358520-155	chr8	128358017	128359011	+	0.000	0.000	Merged-chr8-128358520-155
Merged-chr8-126584527-70	chr8	126584186	126584723	+	0.000	0.000	Merged-chr8-126584527-70
Merged-chr2-17671925-58	chr2	17671593	17672189	+	0.000	0.000	Merged-chr2-17671925-58
Merged-chr6-143938728-3	chr6	143938599	143938874	+	0.000	0.000	Merged-chr6-143938728-3
Merged-chr2-10274045-5	chr2	10273897	10274225	+	0.000	0.000	Merged-chr2-10274045-5
Merged-chr8-126590193-39	chr8	126589895	126590443	+	0.000	0.000	Merged-chr8-126590193-39
Merged-chr3-37126124-62	chr3	37125670	37126642	+	0.000	0.000	Merged-chr3-37126124-62
Merged-chr11-3134670-2	chr11	3134572	3134770	+	0.000	0.000	Merged-chr11-3134670-2
Merged-chr1-164073445-60	chr1	164072779	164074108	+	0.000	0.000	Merged-chr1-164073445-60
Merged-chr1-127212449-14	chr1	127212271	127212640	+	0.000	0.000	Merged-chr1-127212449-14
Merged-chr4-3834595-1	chr4	3834497	3834695	+	0.000	0.000	Merged-chr4-3834595-1
Merged-chr10-116487356-53	chr10	116487061	116487701	+	0.000	0.000	Merged-chr10-116487356-53
Merged-chr6-89430061-1	chr6	89429963	89430161	+	0.000	0.000	Merged-chr6-89430061-1
Merged-chr10-127667397-147	chr10	127666524	127668060	+	0.000	0.000	Merged-chr10-127667397-147
Merged-chr10-127666111-5	chr10	127665808	127666437	+	0.000	0.000	Merged-chr10-127666111-5
Merged-chr1-131280429-28	chr1	131280248	131280640	+	0.000	0.000	Merged-chr1-131280429-28
Merged-chr11-54931992-2	chr11	54931874	54932113	+	0.000	0.000	Merged-chr11-54931992-2
Merged-chr1-164078589-50	chr1	164078133	164079064	+	0.000	0.000	Merged-chr1-164078589-50
Merged-chr15-58822902-4	chr15	58822781	58823022	+	0.000	0.000	Merged-chr15-58822902-4
Merged-chr11-3142857-101	chr11	3141947	3143524	+	0.000	0.000	Merged-chr11-3142857-101
Merged-chr9-114476878-62	chr9	114476564	114477195	+	0.000	0.000	Merged-chr9-114476878-62
Merged-chr8-122299759-10	chr8	122299577	122299971	+	0.000	0.000	Merged-chr8-122299759-10
Merged-chr18-53418017-24	chr18	53417772	53418322	+	0.000	0.000	Merged-chr18-53418017-24
Merged-chrX-75758189-1	chrX	75758091	75758289	+	0.000	0.000	Merged-chrX-75758189-1
Merged-chr5-105609798-27	chr5	105609548	105610091	+	0.000	0.000	Merged-chr5-105609798-27
Merged-chr6-144088570-3	chr6	144088448	144088691	+	0.000	0.000	Merged-chr6-144088570-3
Merged-chr9-40997373-39	chr9	40997185	40997565	+	0.000	0.000	Merged-chr9-40997373-39
Merged-chr5-75690095-1	chr5	75689997	75690195	+	0.000	0.000	Merged-chr5-75690095-1
Merged-chr13-5165962-1	chr13	5165864	5166062	+	0.000	0.000	Merged-chr13-5165962-1
Merged-chr11-3162407-4	chr11	3162229	3162614	+	0.000	0.000	Merged-chr11-3162407-4
Merged-chr4-32249273-3	chr4	32249145	32249392	+	0.000	0.000	Merged-chr4-32249273-3
Merged-chr11-3153877-52	chr11	3153573	3154362	+	0.000	0.000	Merged-chr11-3153877-52
Merged-chr2-34969662-3	chr2	34969538	34969805	+	0.000	0.000	Merged-chr2-34969662-3
Merged-chr16-70326807-66	chr16	70326525	70327055	+	0.000	0.000	Merged-chr16-70326807-66
Merged-chr2-13233524-26	chr2	13233198	13233920	+	0.000	0.000	Merged-chr2-13233524-26
Merged-chr12-117534555-3	chr12	117534372	117534776	+	0.000	0.000	Merged-chr12-117534555-3
Merged-chr6-144329601-7	chr6	144329462	144329823	+	0.000	0.000	Merged-chr6-144329601-7
Merged-chr14-14346015-98	chr14	14345682	14346373	+	0.000	0.000	Merged-chr14-14346015-98
Merged-chr5-75622641-9	chr5	75622220	75622990	+	0.000	0.000	Merged-chr5-75622641-9
Merged-chr7-132656462-65	chr7	132656178	132656689	+	0.000	0.000	Merged-chr7-132656462-65
Merged-chr8-18850232-3	chr8	18850130	18850339	+	0.000	0.000	Merged-chr8-18850232-3
Merged-chr14-118700236-58	chr14	118699930	118700538	+	0.000	0.000	Merged-chr14-118700236-58
Merged-chr6-134566901-76	chr6	134566492	134567242	+	0.000	0.000	Merged-chr6-134566901-76
Merged-chr18-80495918-16	chr18	80495739	80496077	+	0.000	0.000	Merged-chr18-80495918-16
Merged-chr2-68466815-2	chr2	68466705	68466927	+	0.000	0.000	Merged-chr2-68466815-2
Merged-chr9-40448994-23	chr9	40448779	40449291	+	0.000	0.000	Merged-chr9-40448994-23
Merged-chr1-173456559-25	chr1	173456193	173456803	+	0.000	0.000	Merged-chr1-173456559-25
Merged-chr3-62506895-65	chr3	62506539	62507111	+	0.000	0.000	Merged-chr3-62506895-65
Merged-chr1-182341380-88	chr1	182340976	182341827	+	0.000	0.000	Merged-chr1-182341380-88
Merged-chr10-120528011-1	chr10	120527913	120528111	+	0.000	0.000	Merged-chr10-120528011-1
Merged-chr5-41845203-8	chr5	41845060	41845330	+	0.000	0.000	Merged-chr5-41845203-8
Merged-chr1-60070874-17	chr1	60070709	60071054	+	0.000	0.000	Merged-chr1-60070874-17
Merged-chr17-3092916-34	chr17	3092704	3093172	+	0.000	0.000	Merged-chr17-3092916-34
Merged-chr16-16302962-82	chr16	16302570	16303330	+	0.000	0.000	Merged-chr16-16302962-82
Merged-chr14-121823163-33	chr14	121822868	121823356	+	0.000	0.000	Merged-chr14-121823163-33
Merged-chr7-92463612-13	chr7	92463318	92463833	+	0.000	0.000	Merged-chr7-92463612-13
Merged-chr17-84191092-7	chr17	84190961	84191240	+	0.000	0.000	Merged-chr17-84191092-7
Merged-chr2-34991107-1	chr2	34991009	34991207	+	0.000	0.000	Merged-chr2-34991107-1
Merged-chr1-38662810-22	chr1	38662605	38663037	+	0.000	0.000	Merged-chr1-38662810-22
Merged-chr2-26225343-1	chr2	26225245	26225443	+	0.000	0.000	Merged-chr2-26225343-1
Merged-chr11-3185948-7	chr11	3185729	3186298	+	0.000	0.000	Merged-chr11-3185948-7
Merged-chr2-17690283-20	chr2	17690070	17690506	+	0.000	0.000	Merged-chr2-17690283-20
Merged-chr11-3174482-24	chr11	3174021	3174830	+	0.000	0.000	Merged-chr11-3174482-24
Merged-chr1-171939454-57	chr1	171939192	171939719	+	0.000	0.000	Merged-chr1-171939454-57
Merged-chr1-191956087-10	chr1	191955937	191956218	+	0.000	0.000	Merged-chr1-191956087-10
Merged-chr18-80469735-111	chr18	80469369	80470159	+	0.000	0.000	Merged-chr18-80469735-111
Merged-chr3-123507881-17	chr3	123507606	123508107	+	0.000	0.000	Merged-chr3-123507881-17
Merged-chr1-173437499-84	chr1	173437184	173437847	+	0.000	0.000	Merged-chr1-173437499-84
Merged-chr1-39986812-43	chr1	39986599	39987214	+	0.000	0.000	Merged-chr1-39986812-43
Merged-chr16-94246329-14	chr16	94246116	94246462	+	0.000	0.000	Merged-chr16-94246329-14
Merged-chr4-128805784-3	chr4	128805566	128805944	+	0.000	0.000	Merged-chr4-128805784-3
Merged-chr9-92250211-113	chr9	92249915	92250567	+	0.000	0.000	Merged-chr9-92250211-113
Merged-chr11-3167570-33	chr11	3167198	3168035	+	0.000	0.000	Merged-chr11-3167570-33
Merged-chr5-148551940-7	chr5	148551830	148552049	+	0.000	0.000	Merged-chr5-148551940-7
Merged-chr6-145269660-23	chr6	145269442	145269900	+	0.000	0.000	Merged-chr6-145269660-23
Merged-chr16-93586455-1	chr16	93586357	93586555	+	0.000	0.000	Merged-chr16-93586455-1
Merged-chr18-41409685-1	chr18	41409587	41409785	+	0.000	0.000	Merged-chr18-41409685-1
Merged-chr16-91358652-12	chr16	91358471	91358871	+	0.000	0.000	Merged-chr16-91358652-12
Merged-chr10-118869269-178	chr10	118868918	118870023	+	0.000	0.000	Merged-chr10-118869269-178
Merged-chr11-3147329-1	chr11	3147231	3147429	+	0.000	0.000	Merged-chr11-3147329-1
Merged-chr4-125127719-83	chr4	125127505	125128003	+	0.000	0.000	Merged-chr4-125127719-83
Merged-chr15-9529844-37	chr15	9529643	9530079	+	0.000	0.000	Merged-chr15-9529844-37
Merged-chr4-144900110-1	chr4	144900012	144900210	+	0.000	0.000	Merged-chr4-144900110-1
Merged-chr12-113275363-4	chr12	113275263	113275466	+	0.000	0.000	Merged-chr12-113275363-4
Merged-chr9-59338472-52	chr9	59338001	59338855	+	0.000	0.000	Merged-chr9-59338472-52
Merged-chr4-41180008-12	chr4	41179772	41180164	+	0.000	0.000	Merged-chr4-41180008-12
Merged-chrX-98291562-2	chrX	98291464	98291662	+	0.000	0.000	Merged-chrX-98291562-2
Merged-chr11-109365028-9	chr11	109364805	109365186	+	0.000	0.000	Merged-chr11-109365028-9
Merged-chr12-81933629-26	chr12	81933480	81933850	+	0.000	0.000	Merged-chr12-81933629-26
Merged-chr16-93586026-137	chr16	93585824	93586266	+	0.000	0.000	Merged-chr16-93586026-137
Merged-chr6-121272089-2	chr6	121271991	121272189	+	0.000	0.000	Merged-chr6-121272089-2
Merged-chr2-150437755-14	chr2	150437570	150437912	+	0.000	0.000	Merged-chr2-150437755-14
Merged-chr17-73823775-28	chr17	73823603	73823939	+	0.000	0.000	Merged-chr17-73823775-28
Merged-chr6-145256565-1	chr6	145256467	145256665	+	0.000	0.000	Merged-chr6-145256565-1
Merged-chr13-42095999-70	chr13	42095577	42096356	+	0.000	0.000	Merged-chr13-42095999-70
Merged-chr11-62507903-32	chr11	62507765	62508097	+	0.000	0.000	Merged-chr11-62507903-32
Merged-chr13-64161873-63	chr13	64161574	64162092	+	0.000	0.000	Merged-chr13-64161873-63
Merged-chr6-144364749-2	chr6	144364631	144364870	+	0.000	0.000	Merged-chr6-144364749-2
Merged-chr1-132007976-127	chr1	132007731	132008432	+	0.000	0.000	Merged-chr1-132007976-127
Merged-chr15-31440136-19	chr15	31439869	31440388	+	0.000	0.000	Merged-chr15-31440136-19
Merged-chr11-106741449-7	chr11	106741265	106741642	+	0.000	0.000	Merged-chr11-106741449-7
Merged-chr8-15019408-1	chr8	15019310	15019508	+	0.000	0.000	Merged-chr8-15019408-1
Merged-chr15-59525783-18	chr15	59525608	59525986	+	0.000	0.000	Merged-chr15-59525783-18
Merged-chr2-68350356-1	chr2	68350258	68350456	+	0.000	0.000	Merged-chr2-68350356-1
Merged-chr4-152116111-49	chr4	152115841	152116344	+	0.000	0.000	Merged-chr4-152116111-49
Merged-chr4-126967294-4	chr4	126967118	126967454	+	0.000	0.000	Merged-chr4-126967294-4
Merged-chr6-144333219-22	chr6	144332716	144333658	+	0.000	0.000	Merged-chr6-144333219-22
Merged-chr7-80182312-42	chr7	80182089	80182531	+	0.000	0.000	Merged-chr7-80182312-42
Merged-chr9-40423772-79	chr9	40423244	40424122	+	0.000	0.000	Merged-chr9-40423772-79
Merged-chr9-14093244-53	chr9	14093009	14093501	+	0.000	0.000	Merged-chr9-14093244-53
Merged-chr11-3179193-4	chr11	3178930	3179426	+	0.000	0.000	Merged-chr11-3179193-4
Merged-chr4-144898190-46	chr4	144897913	144898539	+	0.000	0.000	Merged-chr4-144898190-46
Merged-chr17-45685366-2	chr17	45685238	45685496	+	0.000	0.000	Merged-chr17-45685366-2
Merged-chr18-65107334-45	chr18	65107054	65107619	+	0.000	0.000	Merged-chr18-65107334-45
Merged-chr5-134489767-10	chr5	134489627	134489916	+	0.000	0.000	Merged-chr5-134489767-10
Merged-chr10-30803129-88	chr10	30802804	30803405	+	0.000	0.000	Merged-chr10-30803129-88
Merged-chrX-133887196-1	chrX	133887098	133887296	+	0.000	0.000	Merged-chrX-133887196-1
Merged-chr15-100181670-81	chr15	100181119	100182240	+	0.000	0.000	Merged-chr15-100181670-81
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr9-72097262-35	chr9	72097060	72097563	+	0.000	0.000	Merged-chr9-72097262-35
Merged-chr7-108934410-57	chr7	108934062	108934796	+	0.000	0.000	Merged-chr7-108934410-57
Merged-chr8-126594536-127	chr8	126593780	126594991	+	0.000	0.000	Merged-chr8-126594536-127
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chr12-51976631-16	chr12	51976459	51976775	+	0.000	0.000	Merged-chr12-51976631-16
Merged-chr1-82902274-10	chr1	82902121	82902437	+	0.000	0.000	Merged-chr1-82902274-10
Merged-chr16-91562152-19	chr16	91562012	91562325	+	0.000	0.000	Merged-chr16-91562152-19
Merged-chr6-144138848-2	chr6	144138693	144139005	+	0.000	0.000	Merged-chr6-144138848-2
Merged-chr5-143180720-54	chr5	143180555	143180935	+	0.000	0.000	Merged-chr5-143180720-54
Merged-chr15-9564437-27	chr15	9564166	9564703	+	0.000	0.000	Merged-chr15-9564437-27
Merged-chr13-42110685-25	chr13	42110443	42110863	+	0.000	0.000	Merged-chr13-42110685-25
Merged-chrX-134756963-64	chrX	134756462	134757687	+	0.000	0.000	Merged-chrX-134756963-64
Merged-chr2-68289327-28	chr2	68289069	68289567	+	0.000	0.000	Merged-chr2-68289327-28
Merged-chr19-44295859-46	chr19	44295431	44296185	+	0.000	0.000	Merged-chr19-44295859-46
Merged-chr5-121838614-43	chr5	121838255	121838968	+	0.000	0.000	Merged-chr5-121838614-43
Merged-chr2-164356374-20	chr2	164356128	164356582	+	0.000	0.000	Merged-chr2-164356374-20
Merged-chr9-14296291-25	chr9	14296128	14296455	+	0.000	0.000	Merged-chr9-14296291-25
Merged-chr19-43939689-1	chr19	43939591	43939789	+	0.000	0.000	Merged-chr19-43939689-1
Merged-chr6-88783083-54	chr6	88782801	88783361	+	0.000	0.000	Merged-chr6-88783083-54
Merged-chr6-88724613-50	chr6	88724211	88724900	+	0.000	0.000	Merged-chr6-88724613-50
Merged-chr12-115920407-41	chr12	115920163	115920691	+	0.000	0.000	Merged-chr12-115920407-41
Merged-chr2-181411095-55	chr2	181410705	181411409	+	0.000	0.000	Merged-chr2-181411095-55
Merged-chr5-75496770-2	chr5	75496621	75496921	+	0.000	0.000	Merged-chr5-75496770-2
Merged-chr19-29422492-26	chr19	29422172	29422732	+	0.000	0.000	Merged-chr19-29422492-26
Merged-chr8-125741645-15	chr8	125741332	125741914	+	0.000	0.000	Merged-chr8-125741645-15
Merged-chr9-94670127-81	chr9	94669877	94670333	+	0.000	0.000	Merged-chr9-94670127-81
Merged-chr17-48300764-89	chr17	48300059	48301290	+	0.000	0.000	Merged-chr17-48300764-89
Merged-chr10-75697186-22	chr10	75696984	75697404	+	0.000	0.000	Merged-chr10-75697186-22
Merged-chr8-79370897-50	chr8	79370628	79371164	+	0.000	0.000	Merged-chr8-79370897-50
Merged-chr9-40344107-38	chr9	40343839	40344446	+	0.000	0.000	Merged-chr9-40344107-38
Merged-chr11-3152779-31	chr11	3152401	3153188	+	0.000	0.000	Merged-chr11-3152779-31
Merged-chr1-173409239-24	chr1	173409082	173409393	+	0.000	0.000	Merged-chr1-173409239-24
Merged-chr18-54125230-1	chr18	54125132	54125330	+	0.000	0.000	Merged-chr18-54125230-1
Merged-chr5-75662044-1	chr5	75661946	75662144	+	0.000	0.000	Merged-chr5-75662044-1
Merged-chr1-189873332-1	chr1	189873234	189873432	+	0.000	0.000	Merged-chr1-189873332-1
Merged-chr9-40345413-1	chr9	40345315	40345513	+	0.000	0.000	Merged-chr9-40345413-1
Merged-chr9-62412387-14	chr9	62412191	62412606	+	0.000	0.000	Merged-chr9-62412387-14
Merged-chr10-111233803-22	chr10	111233583	111233971	+	0.000	0.000	Merged-chr10-111233803-22
Merged-chr3-95652439-14	chr3	95652234	95652646	+	0.000	0.000	Merged-chr3-95652439-14
Merged-chr19-36522923-59	chr19	36522720	36523199	+	0.000	0.000	Merged-chr19-36522923-59
Merged-chr19-46037738-21	chr19	46037454	46037940	+	0.000	0.000	Merged-chr19-46037738-21
Merged-chr6-144265830-63	chr6	144265515	144266108	+	0.000	0.000	Merged-chr6-144265830-63
Merged-chr6-143869116-1	chr6	143869018	143869216	+	0.000	0.000	Merged-chr6-143869116-1
Merged-chr4-63842396-65	chr4	63841995	63842784	+	0.000	0.000	Merged-chr4-63842396-65
Merged-chr8-15027363-119	chr8	15027023	15027695	+	0.000	0.000	Merged-chr8-15027363-119
Merged-chr6-144283818-1	chr6	144283720	144283918	+	0.000	0.000	Merged-chr6-144283818-1
Merged-chrX-166440624-85	chrX	166440338	166441001	+	0.000	0.000	Merged-chrX-166440624-85
Merged-chr1-189063556-2	chr1	189063457	189063657	+	0.000	0.000	Merged-chr1-189063556-2
Merged-chr10-82048225-54	chr10	82047983	82048454	+	0.000	0.000	Merged-chr10-82048225-54
Merged-chr9-53381265-58	chr9	53380747	53381483	+	0.000	0.000	Merged-chr9-53381265-58
Merged-chr16-24151708-115	chr16	24151274	24151971	+	0.000	0.000	Merged-chr16-24151708-115
Merged-chr4-32250559-148	chr4	32249706	32251245	+	0.000	0.000	Merged-chr4-32250559-148
Merged-chr1-138619546-96	chr1	138619001	138619863	+	0.000	0.000	Merged-chr1-138619546-96
Merged-chr6-121245013-1	chr6	121244915	121245113	+	0.000	0.000	Merged-chr6-121245013-1
Merged-chr10-42861528-10	chr10	42861277	42861780	+	0.000	0.000	Merged-chr10-42861528-10
Merged-chr6-121226378-36	chr6	121226072	121226746	+	0.000	0.000	Merged-chr6-121226378-36
Merged-chr19-36554580-101	chr19	36554012	36554924	+	0.000	0.000	Merged-chr19-36554580-101
Merged-chr1-71577265-1	chr1	71577167	71577365	+	0.000	0.000	Merged-chr1-71577265-1
Merged-chr9-101078724-6	chr9	101078544	101078859	+	0.000	0.000	Merged-chr9-101078724-6
Merged-chr9-58266728-3	chr9	58266609	58266842	+	0.000	0.000	Merged-chr9-58266728-3
Merged-chr10-42869642-22	chr10	42869426	42869860	+	0.000	0.000	Merged-chr10-42869642-22
Merged-chr7-108935472-1	chr7	108935374	108935572	+	0.000	0.000	Merged-chr7-108935472-1
Merged-chr1-189973185-50	chr1	189972944	189973441	+	0.000	0.000	Merged-chr1-189973185-50
Merged-chr9-77754782-52	chr9	77754448	77755101	+	0.000	0.000	Merged-chr9-77754782-52
Merged-chr16-91387965-13	chr16	91387750	91388208	+	0.000	0.000	Merged-chr16-91387965-13
Merged-chr2-62411627-90	chr2	62411405	62411872	+	0.000	0.000	Merged-chr2-62411627-90
Merged-chr1-138590602-27	chr1	138590428	138590770	+	0.000	0.000	Merged-chr1-138590602-27
Merged-chr14-122748042-18	chr14	122747760	122748307	+	0.000	0.000	Merged-chr14-122748042-18
Merged-chr5-150611909-50	chr5	150611651	150612132	+	0.000	0.000	Merged-chr5-150611909-50
Merged-chr13-51969748-1	chr13	51969650	51969848	+	0.000	0.000	Merged-chr13-51969748-1
Merged-chr7-73598173-3	chr7	73598057	73598291	+	0.000	0.000	Merged-chr7-73598173-3
Merged-chr1-38693164-1	chr1	38693066	38693264	+	0.000	0.000	Merged-chr1-38693164-1
Merged-chr9-35438818-15	chr9	35438652	35439024	+	0.000	0.000	Merged-chr9-35438818-15
Merged-chr7-123110483-20	chr7	123110246	123110739	+	0.000	0.000	Merged-chr7-123110483-20
Merged-chr9-94998094-9	chr9	94997922	94998265	+	0.000	0.000	Merged-chr9-94998094-9
Merged-chr11-3133028-6	chr11	3132929	3133131	+	0.000	0.000	Merged-chr11-3133028-6
Merged-chr11-48858714-1	chr11	48858616	48858814	+	0.000	0.000	Merged-chr11-48858714-1
Merged-chr2-62351727-1	chr2	62351629	62351827	+	0.000	0.000	Merged-chr2-62351727-1
Merged-chr9-92229541-73	chr9	92229244	92229942	+	0.000	0.000	Merged-chr9-92229541-73
Merged-chr8-66861126-149	chr8	66860673	66861946	+	0.000	0.000	Merged-chr8-66861126-149
Merged-chr18-80497018-4	chr18	80496863	80497180	+	0.000	0.000	Merged-chr18-80497018-4
Merged-chr5-43827764-2	chr5	43827657	43827874	+	0.000	0.000	Merged-chr5-43827764-2
Merged-chr13-3892809-8	chr13	3892657	3892934	+	0.000	0.000	Merged-chr13-3892809-8
Merged-chr18-7693192-52	chr18	7692902	7693581	+	0.000	0.000	Merged-chr18-7693192-52
Merged-chr3-52296970-1	chr3	52296872	52297070	+	0.000	0.000	Merged-chr3-52296970-1
Merged-chr8-125734356-90	chr8	125734006	125734601	+	0.000	0.000	Merged-chr8-125734356-90
Merged-chr16-57121649-81	chr16	57121338	57121930	+	0.000	0.000	Merged-chr16-57121649-81
Merged-chr1-138558537-3	chr1	138558410	138558674	+	0.000	0.000	Merged-chr1-138558537-3
Merged-chr12-78219327-13	chr12	78219106	78219538	+	0.000	0.000	Merged-chr12-78219327-13
Merged-chr11-116668498-7	chr11	116668299	116668645	+	0.000	0.000	Merged-chr11-116668498-7
Merged-chr7-125551601-1	chr7	125551503	125551701	+	0.000	0.000	Merged-chr7-125551601-1
Merged-chr17-84188564-1	chr17	84188466	84188664	+	0.000	0.000	Merged-chr17-84188564-1
Merged-chr12-113217877-58	chr12	113217600	113218154	+	0.000	0.000	Merged-chr12-113217877-58
Merged-chr4-65484303-1	chr4	65484205	65484403	+	0.000	0.000	Merged-chr4-65484303-1
Merged-chr15-102722024-72	chr15	102721689	102722391	+	0.000	0.000	Merged-chr15-102722024-72
Merged-chr2-68381486-16	chr2	68381286	68381672	+	0.000	0.000	Merged-chr2-68381486-16
Merged-chr11-3186832-32	chr11	3186602	3187047	+	0.000	0.000	Merged-chr11-3186832-32
Merged-chr6-144101052-13	chr6	144100793	144101273	+	0.000	0.000	Merged-chr6-144101052-13
Merged-chr14-121936760-6	chr14	121936614	121936896	+	0.000	0.000	Merged-chr14-121936760-6
Merged-chr10-128368814-69	chr10	128368502	128369093	+	0.000	0.000	Merged-chr10-128368814-69
Merged-chr10-127607308-16	chr10	127607086	127607494	+	0.000	0.000	Merged-chr10-127607308-16
Merged-chr5-92318297-5	chr5	92318119	92318461	+	0.000	0.000	Merged-chr5-92318297-5
Merged-chr3-136043895-1	chr3	136043797	136043995	+	0.000	0.000	Merged-chr3-136043895-1
Merged-chr3-99141311-74	chr3	99141093	99141539	+	0.000	0.000	Merged-chr3-99141311-74
Merged-chr10-42860924-1	chr10	42860826	42861024	+	0.000	0.000	Merged-chr10-42860924-1
Merged-chr5-148509781-69	chr5	148509401	148510136	+	0.000	0.000	Merged-chr5-148509781-69
Merged-chr7-73597413-17	chr7	73597245	73597575	+	0.000	0.000	Merged-chr7-73597413-17
Merged-chr11-4497649-38	chr11	4497443	4497884	+	0.000	0.000	Merged-chr11-4497649-38
Merged-chr9-14273135-1	chr9	14273037	14273235	+	0.000	0.000	Merged-chr9-14273135-1
Merged-chr4-16162455-7	chr4	16162322	16162652	+	0.000	0.000	Merged-chr4-16162455-7
Merged-chr12-116028294-32	chr12	116028071	116028498	+	0.000	0.000	Merged-chr12-116028294-32
Merged-chr12-108634224-17	chr12	108634043	108634543	+	0.000	0.000	Merged-chr12-108634224-17
Merged-chr6-89360889-1	chr6	89360791	89360989	+	0.000	0.000	Merged-chr6-89360889-1
Merged-chr1-189883084-25	chr1	189882780	189883290	+	0.000	0.000	Merged-chr1-189883084-25
Merged-chr5-75527470-1	chr5	75527372	75527570	+	0.000	0.000	Merged-chr5-75527470-1
Merged-chr15-100038868-69	chr15	100038482	100039157	+	0.000	0.000	Merged-chr15-100038868-69
Merged-chr15-9527309-5	chr15	9527155	9527497	+	0.000	0.000	Merged-chr15-9527309-5
Merged-chr14-121931841-19	chr14	121931657	121932104	+	0.000	0.000	Merged-chr14-121931841-19
Merged-chr13-5215568-1	chr13	5215470	5215668	+	0.000	0.000	Merged-chr13-5215568-1
Merged-chr6-144196480-1	chr6	144196382	144196580	+	0.000	0.000	Merged-chr6-144196480-1
Merged-chr12-111166510-86	chr12	111166242	111166767	+	0.000	0.000	Merged-chr12-111166510-86
Merged-chrX-75764478-65	chrX	75764149	75764707	+	0.000	0.000	Merged-chrX-75764478-65
Merged-chr10-95021382-15	chr10	95021198	95021630	+	0.000	0.000	Merged-chr10-95021382-15
Merged-chr7-80203762-1	chr7	80203664	80203862	+	0.000	0.000	Merged-chr7-80203762-1
Merged-chr14-121696559-1	chr14	121696461	121696659	+	0.000	0.000	Merged-chr14-121696559-1
Merged-chr15-25984474-72	chr15	25984114	25984829	+	0.000	0.000	Merged-chr15-25984474-72
Merged-chr13-117220840-63	chr13	117220454	117221269	+	0.000	0.000	Merged-chr13-117220840-63
Merged-chr6-134121887-1	chr6	134121789	134121987	+	0.000	0.000	Merged-chr6-134121887-1
Merged-chr6-143832682-5	chr6	143832502	143832956	+	0.000	0.000	Merged-chr6-143832682-5
Merged-chr10-115385008-149	chr10	115384514	115385233	+	0.000	0.000	Merged-chr10-115385008-149
Merged-chr11-3185092-55	chr11	3184669	3185672	+	0.000	0.000	Merged-chr11-3185092-55
Merged-chr7-4792933-47	chr7	4792651	4793212	+	0.000	0.000	Merged-chr7-4792933-47
Merged-chr13-12395311-75	chr13	12394955	12395495	+	0.000	0.000	Merged-chr13-12395311-75
Merged-chr15-62157779-32	chr15	62157083	62158405	+	0.000	0.000	Merged-chr15-62157779-32
Merged-chr9-14244719-42	chr9	14244409	14245016	+	0.000	0.000	Merged-chr9-14244719-42
Merged-chr15-3995835-69	chr15	3995405	3996120	+	0.000	0.000	Merged-chr15-3995835-69
Merged-chr14-121697013-30	chr14	121696761	121697277	+	0.000	0.000	Merged-chr14-121697013-30
Merged-chr16-93585331-1	chr16	93585233	93585431	+	0.000	0.000	Merged-chr16-93585331-1
Merged-chr11-109369318-57	chr11	109369061	109369916	+	0.000	0.000	Merged-chr11-109369318-57
Merged-chr11-4548889-1	chr11	4548791	4548989	+	0.000	0.000	Merged-chr11-4548889-1
Merged-chr4-139599159-54	chr4	139598838	139599338	+	0.000	0.000	Merged-chr4-139599159-54
Merged-chr6-83505014-9	chr6	83504788	83505168	+	0.000	0.000	Merged-chr6-83505014-9
Merged-chr1-93754706-110	chr1	93754373	93755090	+	0.000	0.000	Merged-chr1-93754706-110
Merged-chr4-19569261-1	chr4	19569163	19569361	+	0.000	0.000	Merged-chr4-19569261-1
Merged-chr2-34937859-20	chr2	34937691	34938114	+	0.000	0.000	Merged-chr2-34937859-20
Merged-chr12-116000112-33	chr12	115999866	116000443	+	0.000	0.000	Merged-chr12-116000112-33
Merged-chr12-115980801-30	chr12	115980613	115981048	+	0.000	0.000	Merged-chr12-115980801-30
Merged-chr2-68461008-10	chr2	68460724	68461240	+	0.000	0.000	Merged-chr2-68461008-10
Merged-chr16-10783041-1	chr16	10782943	10783141	+	0.000	0.000	Merged-chr16-10783041-1
Merged-chr11-59421844-42	chr11	59421445	59422330	+	0.000	0.000	Merged-chr11-59421844-42
Merged-chr9-62421317-30	chr9	62421125	62421487	+	0.000	0.000	Merged-chr9-62421317-30
Merged-chr11-115955280-58	chr11	115954871	115955468	+	0.000	0.000	Merged-chr11-115955280-58
