#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
Merged-chr3-123507881-17	chr3	123507606	123508107	+	0.000	0.000	Merged-chr3-123507881-17
Merged-chr17-7925954-52	chr17	7925705	7926243	+	0.000	0.000	Merged-chr17-7925954-52
Merged-chr16-94246329-14	chr16	94246116	94246462	+	0.000	0.000	Merged-chr16-94246329-14
Merged-chr4-128805784-3	chr4	128805566	128805944	+	0.000	0.000	Merged-chr4-128805784-3
Merged-chr9-92250211-113	chr9	92249915	92250567	+	0.000	0.000	Merged-chr9-92250211-113
Merged-chr4-33242620-14	chr4	33242258	33242867	+	0.000	0.000	Merged-chr4-33242620-14
Merged-chr11-3167570-33	chr11	3167198	3168035	+	0.000	0.000	Merged-chr11-3167570-33
Merged-chr13-12379617-6	chr13	12379448	12379800	+	0.000	0.000	Merged-chr13-12379617-6
Merged-chr6-145269660-23	chr6	145269442	145269900	+	0.000	0.000	Merged-chr6-145269660-23
Merged-chr18-41409685-1	chr18	41409587	41409785	+	0.000	0.000	Merged-chr18-41409685-1
Merged-chr8-106433085-10	chr8	106432858	106433298	+	0.000	0.000	Merged-chr8-106433085-10
Merged-chr16-91358652-12	chr16	91358471	91358871	+	0.000	0.000	Merged-chr16-91358652-12
Merged-chr10-118869269-178	chr10	118868918	118870023	+	0.000	0.000	Merged-chr10-118869269-178
Merged-chr11-3147329-1	chr11	3147231	3147429	+	0.000	0.000	Merged-chr11-3147329-1
Merged-chr4-125127719-83	chr4	125127505	125128003	+	0.000	0.000	Merged-chr4-125127719-83
Merged-chr15-9529844-37	chr15	9529643	9530079	+	0.000	0.000	Merged-chr15-9529844-37
Merged-chr12-73755850-33	chr12	73755597	73756096	+	0.000	0.000	Merged-chr12-73755850-33
Merged-chr4-144900110-1	chr4	144900012	144900210	+	0.000	0.000	Merged-chr4-144900110-1
Merged-chr12-52501139-6	chr12	52500924	52501326	+	0.000	0.000	Merged-chr12-52501139-6
Merged-chr11-120727252-27	chr11	120727041	120727437	+	0.000	0.000	Merged-chr11-120727252-27
Merged-chr7-4656159-1	chr7	4656061	4656259	+	0.000	0.000	Merged-chr7-4656159-1
Merged-chr8-35123511-41	chr8	35123184	35123752	+	0.000	0.000	Merged-chr8-35123511-41
Merged-chr3-126834809-55	chr3	126834607	126835116	+	0.000	0.000	Merged-chr3-126834809-55
Merged-chr9-55938219-68	chr9	55938010	55938582	+	0.000	0.000	Merged-chr9-55938219-68
Merged-chr4-32238599-11	chr4	32238470	32238795	+	0.000	0.000	Merged-chr4-32238599-11
Merged-chr4-32405236-4	chr4	32405117	32405354	+	0.000	0.000	Merged-chr4-32405236-4
Merged-chr16-93586026-137	chr16	93585824	93586266	+	0.000	0.000	Merged-chr16-93586026-137
Merged-chr17-15743446-33	chr17	15742936	15743795	+	0.000	0.000	Merged-chr17-15743446-33
Merged-chr17-7945790-77	chr17	7945514	7946131	+	0.000	0.000	Merged-chr17-7945790-77
Merged-chr8-119384753-17	chr8	119384553	119385014	+	0.000	0.000	Merged-chr8-119384753-17
Merged-chr7-132610688-58	chr7	132610471	132610892	+	0.000	0.000	Merged-chr7-132610688-58
Merged-chr4-32424580-38	chr4	32424382	32424931	+	0.000	0.000	Merged-chr4-32424580-38
Merged-chr4-124701046-83	chr4	124700479	124701659	+	0.000	0.000	Merged-chr4-124701046-83
Merged-chr1-138596413-38	chr1	138596207	138596656	+	0.000	0.000	Merged-chr1-138596413-38
Merged-chr17-73823775-28	chr17	73823603	73823939	+	0.000	0.000	Merged-chr17-73823775-28
Merged-chr6-145256565-1	chr6	145256467	145256665	+	0.000	0.000	Merged-chr6-145256565-1
Merged-chr13-42095999-70	chr13	42095577	42096356	+	0.000	0.000	Merged-chr13-42095999-70
Merged-chr11-4334358-2	chr11	4334188	4334530	+	0.000	0.000	Merged-chr11-4334358-2
Merged-chr18-77072792-44	chr18	77072381	77073232	+	0.000	0.000	Merged-chr18-77072792-44
Merged-chr11-79460952-43	chr11	79460681	79461176	+	0.000	0.000	Merged-chr11-79460952-43
Merged-chr6-144364749-2	chr6	144364631	144364870	+	0.000	0.000	Merged-chr6-144364749-2
Merged-chr3-52267357-1	chr3	52267259	52267457	+	0.000	0.000	Merged-chr3-52267357-1
Merged-chr15-31440136-19	chr15	31439869	31440388	+	0.000	0.000	Merged-chr15-31440136-19
Merged-chrX-75734905-2	chrX	75734791	75735021	+	0.000	0.000	Merged-chrX-75734905-2
Merged-chr3-14578832-56	chr3	14578550	14579232	+	0.000	0.000	Merged-chr3-14578832-56
Merged-chr15-59525783-18	chr15	59525608	59525986	+	0.000	0.000	Merged-chr15-59525783-18
Merged-chr2-68350356-1	chr2	68350258	68350456	+	0.000	0.000	Merged-chr2-68350356-1
Merged-chr4-152116111-49	chr4	152115841	152116344	+	0.000	0.000	Merged-chr4-152116111-49
Merged-chr5-148554881-35	chr5	148554711	148555021	+	0.000	0.000	Merged-chr5-148554881-35
Merged-chr15-62079594-24	chr15	62079320	62079782	+	0.000	0.000	Merged-chr15-62079594-24
Merged-chr16-23991462-14	chr16	23991212	23991656	+	0.000	0.000	Merged-chr16-23991462-14
Merged-chr14-121824841-29	chr14	121824284	121825109	+	0.000	0.000	Merged-chr14-121824841-29
Merged-chr10-108445757-1	chr10	108445659	108445857	+	0.000	0.000	Merged-chr10-108445757-1
Merged-chr4-126967294-4	chr4	126967118	126967454	+	0.000	0.000	Merged-chr4-126967294-4
Merged-chr6-144333219-22	chr6	144332716	144333658	+	0.000	0.000	Merged-chr6-144333219-22
Merged-chr7-80182312-42	chr7	80182089	80182531	+	0.000	0.000	Merged-chr7-80182312-42
Merged-chr17-73839291-10	chr17	73839059	73839470	+	0.000	0.000	Merged-chr17-73839291-10
Merged-chr19-44145820-1	chr19	44145722	44145920	+	0.000	0.000	Merged-chr19-44145820-1
Merged-chr18-7524437-7	chr18	7524182	7524689	+	0.000	0.000	Merged-chr18-7524437-7
Merged-chr16-70395493-20	chr16	70395275	70395707	+	0.000	0.000	Merged-chr16-70395493-20
Merged-chr11-3179193-4	chr11	3178930	3179426	+	0.000	0.000	Merged-chr11-3179193-4
Merged-chr18-65022239-24	chr18	65021924	65022513	+	0.000	0.000	Merged-chr18-65022239-24
Merged-chr17-45685366-2	chr17	45685238	45685496	+	0.000	0.000	Merged-chr17-45685366-2
Merged-chr11-99132520-18	chr11	99132333	99132742	+	0.000	0.000	Merged-chr11-99132520-18
Merged-chr2-120563712-63	chr2	120563402	120564047	+	0.000	0.000	Merged-chr2-120563712-63
Merged-chr18-65107334-45	chr18	65107054	65107619	+	0.000	0.000	Merged-chr18-65107334-45
Merged-chr5-134489767-10	chr5	134489627	134489916	+	0.000	0.000	Merged-chr5-134489767-10
Merged-chr10-30803129-88	chr10	30802804	30803405	+	0.000	0.000	Merged-chr10-30803129-88
Merged-chr5-134467407-3	chr5	134467257	134467548	+	0.000	0.000	Merged-chr5-134467407-3
Merged-chr4-63948222-34	chr4	63947944	63948530	+	0.000	0.000	Merged-chr4-63948222-34
Merged-chr11-71230864-28	chr11	71230656	71231098	+	0.000	0.000	Merged-chr11-71230864-28
Merged-chr7-19309217-6	chr7	19309062	19309433	+	0.000	0.000	Merged-chr7-19309217-6
Merged-chr16-90323111-40	chr16	90322910	90323363	+	0.000	0.000	Merged-chr16-90323111-40
Merged-chrX-133887196-1	chrX	133887098	133887296	+	0.000	0.000	Merged-chrX-133887196-1
Merged-chr10-42877317-2	chr10	42877216	42877421	+	0.000	0.000	Merged-chr10-42877317-2
Merged-chr18-60633052-25	chr18	60632700	60633392	+	0.000	0.000	Merged-chr18-60633052-25
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr16-91546772-86	chr16	91546268	91547701	+	0.000	0.000	Merged-chr16-91546772-86
Merged-chr10-42848421-1	chr10	42848323	42848521	+	0.000	0.000	Merged-chr10-42848421-1
Merged-chr17-8228766-12	chr17	8228592	8228909	+	0.000	0.000	Merged-chr17-8228766-12
Merged-chr9-72097262-35	chr9	72097060	72097563	+	0.000	0.000	Merged-chr9-72097262-35
Merged-chr9-77755388-7	chr9	77755134	77755520	+	0.000	0.000	Merged-chr9-77755388-7
Merged-chr16-70376807-4	chr16	70376689	70376926	+	0.000	0.000	Merged-chr16-70376807-4
Merged-chr7-108934410-57	chr7	108934062	108934796	+	0.000	0.000	Merged-chr7-108934410-57
Merged-chr4-32481815-19	chr4	32481538	32482054	+	0.000	0.000	Merged-chr4-32481815-19
Merged-chr7-80368780-1	chr7	80368682	80368880	+	0.000	0.000	Merged-chr7-80368780-1
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chr13-30154580-19	chr13	30154230	30154845	+	0.000	0.000	Merged-chr13-30154580-19
Merged-chr2-32689593-11	chr2	32689455	32689715	+	0.000	0.000	Merged-chr2-32689593-11
Merged-chr7-101069524-1	chr7	101069426	101069624	+	0.000	0.000	Merged-chr7-101069524-1
Merged-chr15-59542049-14	chr15	59541884	59542197	+	0.000	0.000	Merged-chr15-59542049-14
Merged-chr15-100600141-58	chr15	100599858	100600435	+	0.000	0.000	Merged-chr15-100600141-58
Merged-chr3-52268375-96	chr3	52267792	52268849	+	0.000	0.000	Merged-chr3-52268375-96
Merged-chr1-82902274-10	chr1	82902121	82902437	+	0.000	0.000	Merged-chr1-82902274-10
Merged-chr11-116406570-59	chr11	116406372	116406793	+	0.000	0.000	Merged-chr11-116406570-59
Merged-chrX-9243541-17	chrX	9243345	9243738	+	0.000	0.000	Merged-chrX-9243541-17
Merged-chr10-80658824-84	chr10	80658528	80659242	+	0.000	0.000	Merged-chr10-80658824-84
Merged-chrX-134756963-64	chrX	134756462	134757687	+	0.000	0.000	Merged-chrX-134756963-64
Merged-chr15-80080865-20	chr15	80080582	80081131	+	0.000	0.000	Merged-chr15-80080865-20
Merged-chr2-68289327-28	chr2	68289069	68289567	+	0.000	0.000	Merged-chr2-68289327-28
Merged-chr12-116048965-10	chr12	116048716	116049209	+	0.000	0.000	Merged-chr12-116048965-10
Merged-chr1-138609055-1	chr1	138608957	138609155	+	0.000	0.000	Merged-chr1-138609055-1
Merged-chr10-53598971-4	chr10	53598864	53599084	+	0.000	0.000	Merged-chr10-53598971-4
Merged-chr11-79460483-1	chr11	79460385	79460583	+	0.000	0.000	Merged-chr11-79460483-1
Merged-chr9-121309470-2	chr9	121309345	121309597	+	0.000	0.000	Merged-chr9-121309470-2
Merged-chr1-38665313-102	chr1	38664817	38666044	+	0.000	0.000	Merged-chr1-38665313-102
Merged-chr5-104508558-72	chr5	104508313	104508933	+	0.000	0.000	Merged-chr5-104508558-72
Merged-chr11-106676116-1	chr11	106676018	106676216	+	0.000	0.000	Merged-chr11-106676116-1
Merged-chr17-8234688-5	chr17	8234559	8234815	+	0.000	0.000	Merged-chr17-8234688-5
Merged-chr4-144890816-36	chr4	144890597	144891029	+	0.000	0.000	Merged-chr4-144890816-36
Merged-chr10-59958686-2	chr10	59958576	59958798	+	0.000	0.000	Merged-chr10-59958686-2
Merged-chr6-128887500-65	chr6	128887253	128887693	+	0.000	0.000	Merged-chr6-128887500-65
Merged-chr5-121838614-43	chr5	121838255	121838968	+	0.000	0.000	Merged-chr5-121838614-43
Merged-chr2-164356374-20	chr2	164356128	164356582	+	0.000	0.000	Merged-chr2-164356374-20
Merged-chr16-91538475-3	chr16	91538326	91538601	+	0.000	0.000	Merged-chr16-91538475-3
Merged-chr6-88783083-54	chr6	88782801	88783361	+	0.000	0.000	Merged-chr6-88783083-54
Merged-chr6-88724613-50	chr6	88724211	88724900	+	0.000	0.000	Merged-chr6-88724613-50
Merged-chr12-115920407-41	chr12	115920163	115920691	+	0.000	0.000	Merged-chr12-115920407-41
Merged-chr2-181411095-55	chr2	181410705	181411409	+	0.000	0.000	Merged-chr2-181411095-55
Merged-chr5-75496770-2	chr5	75496621	75496921	+	0.000	0.000	Merged-chr5-75496770-2
Merged-chr15-12337751-2	chr15	12337643	12337862	+	0.000	0.000	Merged-chr15-12337751-2
Merged-chr12-69461998-25	chr12	69461735	69462247	+	0.000	0.000	Merged-chr12-69461998-25
Merged-chr5-86841347-21	chr5	86841123	86841551	+	0.000	0.000	Merged-chr5-86841347-21
Merged-chr2-34957169-1	chr2	34957071	34957269	+	0.000	0.000	Merged-chr2-34957169-1
Merged-chr15-86020200-23	chr15	86020012	86020413	+	0.000	0.000	Merged-chr15-86020200-23
Merged-chr9-59284451-4	chr9	59284240	59284638	+	0.000	0.000	Merged-chr9-59284451-4
Merged-chr16-94302405-1	chr16	94302307	94302505	+	0.000	0.000	Merged-chr16-94302405-1
Merged-chr1-38129687-97	chr1	38128807	38130210	+	0.000	0.000	Merged-chr1-38129687-97
Merged-chr8-125741645-15	chr8	125741332	125741914	+	0.000	0.000	Merged-chr8-125741645-15
Merged-chr6-134189868-22	chr6	134189560	134190228	+	0.000	0.000	Merged-chr6-134189868-22
Merged-chr1-182340856-1	chr1	182340758	182340956	+	0.000	0.000	Merged-chr1-182340856-1
Merged-chr14-78304223-7	chr14	78303948	78304384	+	0.000	0.000	Merged-chr14-78304223-7
Merged-chr9-44698915-5	chr9	44698780	44699076	+	0.000	0.000	Merged-chr9-44698915-5
Merged-chr9-40344107-38	chr9	40343839	40344446	+	0.000	0.000	Merged-chr9-40344107-38
Merged-chr11-3152779-31	chr11	3152401	3153188	+	0.000	0.000	Merged-chr11-3152779-31
Merged-chr18-54125230-1	chr18	54125132	54125330	+	0.000	0.000	Merged-chr18-54125230-1
Merged-chr4-63862366-7	chr4	63862173	63862521	+	0.000	0.000	Merged-chr4-63862366-7
Merged-chr6-134123137-5	chr6	134122955	134123314	+	0.000	0.000	Merged-chr6-134123137-5
Merged-chr5-75662044-1	chr5	75661946	75662144	+	0.000	0.000	Merged-chr5-75662044-1
Merged-chr1-189873332-1	chr1	189873234	189873432	+	0.000	0.000	Merged-chr1-189873332-1
Merged-chr9-40345413-1	chr9	40345315	40345513	+	0.000	0.000	Merged-chr9-40345413-1
Merged-chr18-60630804-17	chr18	60630632	60630951	+	0.000	0.000	Merged-chr18-60630804-17
Merged-chr9-62412387-14	chr9	62412191	62412606	+	0.000	0.000	Merged-chr9-62412387-14
Merged-chr10-111233803-22	chr10	111233583	111233971	+	0.000	0.000	Merged-chr10-111233803-22
Merged-chr11-115990748-1	chr11	115990650	115990848	+	0.000	0.000	Merged-chr11-115990748-1
Merged-chr3-37134398-2	chr3	37134294	37134504	+	0.000	0.000	Merged-chr3-37134398-2
Merged-chr19-46037738-21	chr19	46037454	46037940	+	0.000	0.000	Merged-chr19-46037738-21
Merged-chr6-143869116-1	chr6	143869018	143869216	+	0.000	0.000	Merged-chr6-143869116-1
Merged-chr2-62332140-9	chr2	62331896	62332402	+	0.000	0.000	Merged-chr2-62332140-9
Merged-chr6-144283818-1	chr6	144283720	144283918	+	0.000	0.000	Merged-chr6-144283818-1
Merged-chr19-42089340-18	chr19	42089186	42089610	+	0.000	0.000	Merged-chr19-42089340-18
Merged-chr19-55098633-1	chr19	55098535	55098733	+	0.000	0.000	Merged-chr19-55098633-1
Merged-chr1-189063556-2	chr1	189063457	189063657	+	0.000	0.000	Merged-chr1-189063556-2
Merged-chr10-82048225-54	chr10	82047983	82048454	+	0.000	0.000	Merged-chr10-82048225-54
Merged-chr6-144781870-85	chr6	144781473	144782616	+	0.000	0.000	Merged-chr6-144781870-85
Merged-chr16-24151708-115	chr16	24151274	24151971	+	0.000	0.000	Merged-chr16-24151708-115
Merged-chr4-32250559-148	chr4	32249706	32251245	+	0.000	0.000	Merged-chr4-32250559-148
Merged-chr8-4370315-28	chr8	4370115	4370549	+	0.000	0.000	Merged-chr8-4370315-28
Merged-chr6-121245013-1	chr6	121244915	121245113	+	0.000	0.000	Merged-chr6-121245013-1
Merged-chr17-15825809-3	chr17	15825699	15825915	+	0.000	0.000	Merged-chr17-15825809-3
Merged-chr1-164062156-7	chr1	164061991	164062310	+	0.000	0.000	Merged-chr1-164062156-7
Merged-chr8-126666737-66	chr8	126666295	126667085	+	0.000	0.000	Merged-chr8-126666737-66
Merged-chr11-32000120-91	chr11	31999840	32000510	+	0.000	0.000	Merged-chr11-32000120-91
Merged-chr6-121226378-36	chr6	121226072	121226746	+	0.000	0.000	Merged-chr6-121226378-36
Merged-chr7-125557008-1	chr7	125556910	125557108	+	0.000	0.000	Merged-chr7-125557008-1
Merged-chr11-79071709-8	chr11	79071500	79071891	+	0.000	0.000	Merged-chr11-79071709-8
Merged-chr14-78433810-1	chr14	78433712	78433910	+	0.000	0.000	Merged-chr14-78433810-1
Merged-chr14-118682781-56	chr14	118682539	118683027	+	0.000	0.000	Merged-chr14-118682781-56
Merged-chr6-134057863-5	chr6	134057705	134058046	+	0.000	0.000	Merged-chr6-134057863-5
Merged-chr15-89148796-2	chr15	89148644	89148950	+	0.000	0.000	Merged-chr15-89148796-2
Merged-chr9-44720796-15	chr9	44720594	44720989	+	0.000	0.000	Merged-chr9-44720796-15
Merged-chr19-36554580-101	chr19	36554012	36554924	+	0.000	0.000	Merged-chr19-36554580-101
Merged-chr5-105635774-10	chr5	105635514	105635980	+	0.000	0.000	Merged-chr5-105635774-10
Merged-chr1-71577265-1	chr1	71577167	71577365	+	0.000	0.000	Merged-chr1-71577265-1
Merged-chr9-58266728-3	chr9	58266609	58266842	+	0.000	0.000	Merged-chr9-58266728-3
Merged-chr15-59618561-44	chr15	59618355	59618804	+	0.000	0.000	Merged-chr15-59618561-44
Merged-chr8-126601517-21	chr8	126601249	126601730	+	0.000	0.000	Merged-chr8-126601517-21
Merged-chr4-63899190-80	chr4	63898871	63899555	+	0.000	0.000	Merged-chr4-63899190-80
Merged-chr10-59959685-3	chr10	59959525	59959859	+	0.000	0.000	Merged-chr10-59959685-3
Merged-chr11-59450244-79	chr11	59449902	59450615	+	0.000	0.000	Merged-chr11-59450244-79
Merged-chr19-30124481-1	chr19	30124383	30124581	+	0.000	0.000	Merged-chr19-30124481-1
Merged-chr15-59650805-18	chr15	59650587	59651040	+	0.000	0.000	Merged-chr15-59650805-18
Merged-chr9-77754782-52	chr9	77754448	77755101	+	0.000	0.000	Merged-chr9-77754782-52
Merged-chr8-78975191-34	chr8	78974792	78975432	+	0.000	0.000	Merged-chr8-78975191-34
Merged-chr16-91387965-13	chr16	91387750	91388208	+	0.000	0.000	Merged-chr16-91387965-13
Merged-chr2-62411627-90	chr2	62411405	62411872	+	0.000	0.000	Merged-chr2-62411627-90
Merged-chr1-138590602-27	chr1	138590428	138590770	+	0.000	0.000	Merged-chr1-138590602-27
Merged-chr17-35385009-4	chr17	35384802	35385197	+	0.000	0.000	Merged-chr17-35385009-4
Merged-chr9-65346526-108	chr9	65345900	65347073	+	0.000	0.000	Merged-chr9-65346526-108
Merged-chr13-51969748-1	chr13	51969650	51969848	+	0.000	0.000	Merged-chr13-51969748-1
Merged-chr6-145262477-1	chr6	145262379	145262577	+	0.000	0.000	Merged-chr6-145262477-1
Merged-chr7-73598173-3	chr7	73598057	73598291	+	0.000	0.000	Merged-chr7-73598173-3
Merged-chr9-71874475-35	chr9	71874241	71874815	+	0.000	0.000	Merged-chr9-71874475-35
Merged-chr4-32423825-17	chr4	32423633	32424021	+	0.000	0.000	Merged-chr4-32423825-17
Merged-chr9-59353411-44	chr9	59353113	59353621	+	0.000	0.000	Merged-chr9-59353411-44
Merged-chr16-94371065-139	chr16	94370437	94371414	+	0.000	0.000	Merged-chr16-94371065-139
Merged-chr9-35438818-15	chr9	35438652	35439024	+	0.000	0.000	Merged-chr9-35438818-15
Merged-chr7-123110483-20	chr7	123110246	123110739	+	0.000	0.000	Merged-chr7-123110483-20
Merged-chr6-134184770-1	chr6	134184672	134184870	+	0.000	0.000	Merged-chr6-134184770-1
Merged-chr11-3133028-6	chr11	3132929	3133131	+	0.000	0.000	Merged-chr11-3133028-6
Merged-chr16-94369803-2	chr16	94369669	94369939	+	0.000	0.000	Merged-chr16-94369803-2
Merged-chr11-48858714-1	chr11	48858616	48858814	+	0.000	0.000	Merged-chr11-48858714-1
Merged-chr2-62351727-1	chr2	62351629	62351827	+	0.000	0.000	Merged-chr2-62351727-1
Merged-chr12-69510951-48	chr12	69510675	69511192	+	0.000	0.000	Merged-chr12-69510951-48
Merged-chr9-5310757-3	chr9	5310557	5310942	+	0.000	0.000	Merged-chr9-5310757-3
Merged-chr4-63928441-11	chr4	63928288	63928647	+	0.000	0.000	Merged-chr4-63928441-11
Merged-chr6-134082422-10	chr6	134082269	134082558	+	0.000	0.000	Merged-chr6-134082422-10
Merged-chr15-5106568-21	chr15	5106369	5106735	+	0.000	0.000	Merged-chr15-5106568-21
Merged-chr1-36308829-27	chr1	36308587	36309215	+	0.000	0.000	Merged-chr1-36308829-27
Merged-chr10-111290799-2	chr10	111290652	111290948	+	0.000	0.000	Merged-chr10-111290799-2
Merged-chr12-108686639-7	chr12	108686381	108686849	+	0.000	0.000	Merged-chr12-108686639-7
Merged-chr18-53407055-10	chr18	53406860	53407246	+	0.000	0.000	Merged-chr18-53407055-10
Merged-chr3-95664146-32	chr3	95663875	95664515	+	0.000	0.000	Merged-chr3-95664146-32
Merged-chr6-89370714-1	chr6	89370616	89370814	+	0.000	0.000	Merged-chr6-89370714-1
Merged-chr18-80497018-4	chr18	80496863	80497180	+	0.000	0.000	Merged-chr18-80497018-4
Merged-chr5-43827764-2	chr5	43827657	43827874	+	0.000	0.000	Merged-chr5-43827764-2
Merged-chr18-7693192-52	chr18	7692902	7693581	+	0.000	0.000	Merged-chr18-7693192-52
Merged-chr15-100599473-8	chr15	100599348	100599598	+	0.000	0.000	Merged-chr15-100599473-8
Merged-chr8-125734356-90	chr8	125734006	125734601	+	0.000	0.000	Merged-chr8-125734356-90
Merged-chr19-46040347-17	chr19	46040171	46040547	+	0.000	0.000	Merged-chr19-46040347-17
Merged-chr16-57121649-81	chr16	57121338	57121930	+	0.000	0.000	Merged-chr16-57121649-81
Merged-chr1-138558537-3	chr1	138558410	138558674	+	0.000	0.000	Merged-chr1-138558537-3
Merged-chr16-94303117-33	chr16	94302885	94303426	+	0.000	0.000	Merged-chr16-94303117-33
Merged-chr10-118714396-52	chr10	118714071	118714668	+	0.000	0.000	Merged-chr10-118714396-52
Merged-chr11-115699455-67	chr11	115699087	115699877	+	0.000	0.000	Merged-chr11-115699455-67
Merged-chr5-65107716-59	chr5	65107270	65108281	+	0.000	0.000	Merged-chr5-65107716-59
Merged-chr11-115709339-1	chr11	115709241	115709439	+	0.000	0.000	Merged-chr11-115709339-1
Merged-chr7-80166871-28	chr7	80166600	80167174	+	0.000	0.000	Merged-chr7-80166871-28
Merged-chr7-125551601-1	chr7	125551503	125551701	+	0.000	0.000	Merged-chr7-125551601-1
Merged-chr17-84188564-1	chr17	84188466	84188664	+	0.000	0.000	Merged-chr17-84188564-1
Merged-chr13-42061036-12	chr13	42060820	42061261	+	0.000	0.000	Merged-chr13-42061036-12
Merged-chr12-113217877-58	chr12	113217600	113218154	+	0.000	0.000	Merged-chr12-113217877-58
Merged-chr4-65484303-1	chr4	65484205	65484403	+	0.000	0.000	Merged-chr4-65484303-1
Merged-chr15-102722024-72	chr15	102721689	102722391	+	0.000	0.000	Merged-chr15-102722024-72
Merged-chr7-35742502-39	chr7	35742087	35742799	+	0.000	0.000	Merged-chr7-35742502-39
Merged-chr18-41861355-68	chr18	41860917	41861740	+	0.000	0.000	Merged-chr18-41861355-68
Merged-chr10-127590419-10	chr10	127590218	127590584	+	0.000	0.000	Merged-chr10-127590419-10
Merged-chr2-68381486-16	chr2	68381286	68381672	+	0.000	0.000	Merged-chr2-68381486-16
Merged-chr11-3186832-32	chr11	3186602	3187047	+	0.000	0.000	Merged-chr11-3186832-32
Merged-chr2-4380863-20	chr2	4380482	4381340	+	0.000	0.000	Merged-chr2-4380863-20
Merged-chr1-34823615-4	chr1	34823460	34823797	+	0.000	0.000	Merged-chr1-34823615-4
Merged-chr4-35155649-6	chr4	35155410	35155892	+	0.000	0.000	Merged-chr4-35155649-6
Merged-chr5-66620441-17	chr5	66620197	66620601	+	0.000	0.000	Merged-chr5-66620441-17
Merged-chr6-144101052-13	chr6	144100793	144101273	+	0.000	0.000	Merged-chr6-144101052-13
Merged-chr3-126660767-126	chr3	126660318	126661358	+	0.000	0.000	Merged-chr3-126660767-126
Merged-chr17-42876211-110	chr17	42875359	42876761	+	0.000	0.000	Merged-chr17-42876211-110
Merged-chr14-121936760-6	chr14	121936614	121936896	+	0.000	0.000	Merged-chr14-121936760-6
Merged-chr2-13220300-4	chr2	13220166	13220436	+	0.000	0.000	Merged-chr2-13220300-4
Merged-chr10-127607308-16	chr10	127607086	127607494	+	0.000	0.000	Merged-chr10-127607308-16
Merged-chr2-4401443-10	chr2	4401217	4401666	+	0.000	0.000	Merged-chr2-4401443-10
Merged-chr9-94607543-65	chr9	94607286	94607768	+	0.000	0.000	Merged-chr9-94607543-65
Merged-chr1-127233373-50	chr1	127233146	127233596	+	0.000	0.000	Merged-chr1-127233373-50
Merged-chr1-74806913-73	chr1	74806634	74807482	+	0.000	0.000	Merged-chr1-74806913-73
Merged-chr1-191961179-5	chr1	191961019	191961338	+	0.000	0.000	Merged-chr1-191961179-5
Merged-chr5-134486118-17	chr5	134485933	134486308	+	0.000	0.000	Merged-chr5-134486118-17
Merged-chr3-136043895-1	chr3	136043797	136043995	+	0.000	0.000	Merged-chr3-136043895-1
Merged-chr3-99141311-74	chr3	99141093	99141539	+	0.000	0.000	Merged-chr3-99141311-74
Merged-chr1-188993360-38	chr1	188993119	188993647	+	0.000	0.000	Merged-chr1-188993360-38
Merged-chr5-148509781-69	chr5	148509401	148510136	+	0.000	0.000	Merged-chr5-148509781-69
Merged-chr6-83512589-11	chr6	83512402	83512722	+	0.000	0.000	Merged-chr6-83512589-11
Merged-chr1-138614789-18	chr1	138614542	138615047	+	0.000	0.000	Merged-chr1-138614789-18
Merged-chr1-39981009-8	chr1	39980788	39981164	+	0.000	0.000	Merged-chr1-39981009-8
Merged-chr13-116723454-1	chr13	116723356	116723554	+	0.000	0.000	Merged-chr13-116723454-1
Merged-chr9-14273135-1	chr9	14273037	14273235	+	0.000	0.000	Merged-chr9-14273135-1
Merged-chr5-150599340-47	chr5	150598793	150599823	+	0.000	0.000	Merged-chr5-150599340-47
Merged-chr19-40831890-3	chr19	40831779	40832018	+	0.000	0.000	Merged-chr19-40831890-3
Merged-chr15-102721302-19	chr15	102721025	102721536	+	0.000	0.000	Merged-chr15-102721302-19
Merged-chr12-116028294-32	chr12	116028071	116028498	+	0.000	0.000	Merged-chr12-116028294-32
Merged-chr12-108634224-17	chr12	108634043	108634543	+	0.000	0.000	Merged-chr12-108634224-17
Merged-chr11-29560805-27	chr11	29560485	29561262	+	0.000	0.000	Merged-chr11-29560805-27
Merged-chr11-69846566-65	chr11	69846281	69846861	+	0.000	0.000	Merged-chr11-69846566-65
Merged-chr6-89360889-1	chr6	89360791	89360989	+	0.000	0.000	Merged-chr6-89360889-1
Merged-chr1-189883084-25	chr1	189882780	189883290	+	0.000	0.000	Merged-chr1-189883084-25
Merged-chr15-58732350-53	chr15	58731955	58732890	+	0.000	0.000	Merged-chr15-58732350-53
Merged-chr14-121931841-19	chr14	121931657	121932104	+	0.000	0.000	Merged-chr14-121931841-19
Merged-chr13-5215568-1	chr13	5215470	5215668	+	0.000	0.000	Merged-chr13-5215568-1
