#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
Merged-chr11-83185820-16	chr11	83185613	83185994	+	0.000	0.000	Merged-chr11-83185820-16
Merged-chr18-80265634-1	chr18	80265536	80265734	+	0.000	0.000	Merged-chr18-80265634-1
Merged-chr16-95769391-4	chr16	95769264	95769514	+	0.000	0.000	Merged-chr16-95769391-4
Merged-chr15-89355790-78	chr15	89355513	89356218	+	0.000	0.000	Merged-chr15-89355790-78
Merged-chr14-67932655-1	chr14	67932557	67932755	+	0.000	0.000	Merged-chr14-67932655-1
Merged-chr5-21054874-6	chr5	21054596	21055160	+	0.000	0.000	Merged-chr5-21054874-6
Merged-chr8-124282376-37	chr8	124282169	124282613	+	0.000	0.000	Merged-chr8-124282376-37
Merged-chr14-67784392-2	chr14	67784290	67784497	+	0.000	0.000	Merged-chr14-67784392-2
Merged-chr7-80442582-1	chr7	80442484	80442682	+	0.000	0.000	Merged-chr7-80442582-1
Merged-chr1-134121587-3	chr1	134121457	134121743	+	0.000	0.000	Merged-chr1-134121587-3
Merged-chr3-94376064-1	chr3	94375966	94376164	+	0.000	0.000	Merged-chr3-94376064-1
Merged-chr6-8512550-8	chr6	8512409	8512700	+	0.000	0.000	Merged-chr6-8512550-8
Merged-chr9-94074106-1	chr9	94074008	94074206	+	0.000	0.000	Merged-chr9-94074106-1
Merged-chr19-10688915-74	chr19	10688699	10689175	+	0.000	0.000	Merged-chr19-10688915-74
Merged-chrX-155338312-80	chrX	155337942	155338553	+	0.000	0.000	Merged-chrX-155338312-80
Merged-chr2-60809702-36	chr2	60809419	60809934	+	0.000	0.000	Merged-chr2-60809702-36
Merged-chr1-119709632-8	chr1	119709491	119709780	+	0.000	0.000	Merged-chr1-119709632-8
Merged-chrX-77810805-25	chrX	77810583	77810975	+	0.000	0.000	Merged-chrX-77810805-25
Merged-chr4-145240066-1	chr4	145239968	145240166	+	0.000	0.000	Merged-chr4-145240066-1
Merged-chr16-46021590-2	chr16	46021484	46021699	+	0.000	0.000	Merged-chr16-46021590-2
Merged-chr12-16532570-85	chr12	16532238	16533070	+	0.000	0.000	Merged-chr12-16532570-85
Merged-chr15-55848423-12	chr15	55848225	55848635	+	0.000	0.000	Merged-chr15-55848423-12
Merged-chr1-43544775-22	chr1	43544626	43544933	+	0.000	0.000	Merged-chr1-43544775-22
Merged-chr5-120711156-4	chr5	120711047	120711268	+	0.000	0.000	Merged-chr5-120711156-4
Merged-chr19-40640084-33	chr19	40639855	40640300	+	0.000	0.000	Merged-chr19-40640084-33
Merged-chr5-8422797-63	chr5	8422529	8423280	+	0.000	0.000	Merged-chr5-8422797-63
Merged-chr17-24251490-51	chr17	24251293	24251676	+	0.000	0.000	Merged-chr17-24251490-51
Merged-chr6-119159656-11	chr6	119159477	119159838	+	0.000	0.000	Merged-chr6-119159656-11
Merged-chr14-73118206-1	chr14	73118108	73118306	+	0.000	0.000	Merged-chr14-73118206-1
Merged-chr4-133611218-1	chr4	133611120	133611318	+	0.000	0.000	Merged-chr4-133611218-1
Merged-chr6-51612673-21	chr6	51612406	51612926	+	0.000	0.000	Merged-chr6-51612673-21
Merged-chr16-58480300-20	chr16	58480060	58480775	+	0.000	0.000	Merged-chr16-58480300-20
Merged-chr14-105272291-16	chr14	105272074	105272532	+	0.000	0.000	Merged-chr14-105272291-16
Merged-chr9-124121665-40	chr9	124121416	124121873	+	0.000	0.000	Merged-chr9-124121665-40
Merged-chr7-13288748-17	chr7	13288575	13288955	+	0.000	0.000	Merged-chr7-13288748-17
Merged-chr5-100466890-43	chr5	100466671	100467182	+	0.000	0.000	Merged-chr5-100466890-43
Merged-chr10-118166257-15	chr10	118166090	118166454	+	0.000	0.000	Merged-chr10-118166257-15
Merged-chr9-120073346-13	chr9	120072986	120073548	+	0.000	0.000	Merged-chr9-120073346-13
Merged-chr7-80386700-56	chr7	80386204	80387303	+	0.000	0.000	Merged-chr7-80386700-56
Merged-chr11-94997870-1	chr11	94997772	94997970	+	0.000	0.000	Merged-chr11-94997870-1
Merged-chr6-50392107-8	chr6	50391872	50392279	+	0.000	0.000	Merged-chr6-50392107-8
Merged-chr12-112679131-59	chr12	112678691	112679482	+	0.000	0.000	Merged-chr12-112679131-59
Merged-chr12-100849659-36	chr12	100849392	100849897	+	0.000	0.000	Merged-chr12-100849659-36
Merged-chr18-56378157-31	chr18	56377944	56378466	+	0.000	0.000	Merged-chr18-56378157-31
Merged-chr3-146123164-55	chr3	146122908	146123450	+	0.000	0.000	Merged-chr3-146123164-55
Merged-chr3-54727097-9	chr3	54726939	54727265	+	0.000	0.000	Merged-chr3-54727097-9
Merged-chr9-54647664-7	chr9	54647496	54647826	+	0.000	0.000	Merged-chr9-54647664-7
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr18-70640400-9	chr18	70640190	70640696	+	0.000	0.000	Merged-chr18-70640400-9
Merged-chr15-34238193-61	chr15	34237857	34238503	+	0.000	0.000	Merged-chr15-34238193-61
Merged-chr2-45117109-39	chr2	45116788	45117418	+	0.000	0.000	Merged-chr2-45117109-39
Merged-chr12-32146746-11	chr12	32146524	32146956	+	0.000	0.000	Merged-chr12-32146746-11
Merged-chr1-161766108-8	chr1	161765965	161766290	+	0.000	0.000	Merged-chr1-161766108-8
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr1-97660989-15	chr1	97660743	97661173	+	0.000	0.000	Merged-chr1-97660989-15
Merged-chr11-101194568-1	chr11	101194470	101194668	+	0.000	0.000	Merged-chr11-101194568-1
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr5-107726965-11	chr5	107726716	107727201	+	0.000	0.000	Merged-chr5-107726965-11
Merged-chr4-156255097-67	chr4	156254460	156255544	+	0.000	0.000	Merged-chr4-156255097-67
Merged-chr9-94054606-1	chr9	94054508	94054706	+	0.000	0.000	Merged-chr9-94054606-1
Merged-chr15-75088147-1	chr15	75088049	75088247	+	0.000	0.000	Merged-chr15-75088147-1
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr10-7473929-104	chr10	7473537	7474251	+	0.000	0.000	Merged-chr10-7473929-104
Merged-chr18-89325469-1	chr18	89325371	89325569	+	0.000	0.000	Merged-chr18-89325469-1
Merged-chr2-29803526-8	chr2	29803367	29803717	+	0.000	0.000	Merged-chr2-29803526-8
Merged-chr1-65178957-152	chr1	65178642	65179282	+	0.000	0.000	Merged-chr1-65178957-152
Merged-chr7-89296974-11	chr7	89296777	89297184	+	0.000	0.000	Merged-chr7-89296974-11
Merged-chr10-81499522-50	chr10	81498821	81499892	+	0.000	0.000	Merged-chr10-81499522-50
Merged-chr6-54224603-8	chr6	54224428	54224782	+	0.000	0.000	Merged-chr6-54224603-8
Merged-chr19-10203304-1	chr19	10203206	10203404	+	0.000	0.000	Merged-chr19-10203304-1
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr2-121509743-3	chr2	121509597	121509895	+	0.000	0.000	Merged-chr2-121509743-3
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr3-59260932-51	chr3	59260693	59261279	+	0.000	0.000	Merged-chr3-59260932-51
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr9-123763113-4	chr9	123762988	123763284	+	0.000	0.000	Merged-chr9-123763113-4
Merged-chr6-87670230-13	chr6	87670027	87670403	+	0.000	0.000	Merged-chr6-87670230-13
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr11-121706633-48	chr11	121706410	121706815	+	0.000	0.000	Merged-chr11-121706633-48
Merged-chr6-57824083-13	chr6	57823917	57824237	+	0.000	0.000	Merged-chr6-57824083-13
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr6-97387514-39	chr6	97387239	97387817	+	0.000	0.000	Merged-chr6-97387514-39
Merged-chr2-151996585-55	chr2	151996336	151996820	+	0.000	0.000	Merged-chr2-151996585-55
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr1-133046313-74	chr1	133046039	133046692	+	0.000	0.000	Merged-chr1-133046313-74
Merged-chr13-24761752-82	chr13	24761499	24762027	+	0.000	0.000	Merged-chr13-24761752-82
Merged-chr10-17919848-1	chr10	17919750	17919948	+	0.000	0.000	Merged-chr10-17919848-1
Merged-chr2-92055769-38	chr2	92055431	92056211	+	0.000	0.000	Merged-chr2-92055769-38
Merged-chr6-50381887-74	chr6	50381683	50382244	+	0.000	0.000	Merged-chr6-50381887-74
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr4-150802022-1	chr4	150801924	150802122	+	0.000	0.000	Merged-chr4-150802022-1
Merged-chr6-66896636-91	chr6	66896288	66897035	+	0.000	0.000	Merged-chr6-66896636-91
Merged-chr6-54151002-1	chr6	54150904	54151102	+	0.000	0.000	Merged-chr6-54151002-1
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr14-73175195-6	chr14	73175073	73175348	+	0.000	0.000	Merged-chr14-73175195-6
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chr3-107042037-1	chr3	107041939	107042137	+	0.000	0.000	Merged-chr3-107042037-1
Merged-chrX-93632081-74	chrX	93631703	93632474	+	0.000	0.000	Merged-chrX-93632081-74
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr1-136466320-50	chr1	136465898	136466539	+	0.000	0.000	Merged-chr1-136466320-50
Merged-chr1-43534760-23	chr1	43534512	43534989	+	0.000	0.000	Merged-chr1-43534760-23
Merged-chr4-103109726-1	chr4	103109628	103109826	+	0.000	0.000	Merged-chr4-103109726-1
Merged-chr9-80280714-2	chr9	80280552	80280878	+	0.000	0.000	Merged-chr9-80280714-2
Merged-chr2-155518074-63	chr2	155517869	155518363	+	0.000	0.000	Merged-chr2-155518074-63
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr9-83440532-1	chr9	83440434	83440632	+	0.000	0.000	Merged-chr9-83440532-1
Merged-chr11-68502596-20	chr11	68502368	68502808	+	0.000	0.000	Merged-chr11-68502596-20
Merged-chr17-8388700-3	chr17	8388460	8388899	+	0.000	0.000	Merged-chr17-8388700-3
Merged-chr7-80115240-64	chr7	80114974	80115442	+	0.000	0.000	Merged-chr7-80115240-64
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr1-97613912-17	chr1	97613716	97614073	+	0.000	0.000	Merged-chr1-97613912-17
Merged-chr19-10183021-72	chr19	10182556	10183273	+	0.000	0.000	Merged-chr19-10183021-72
Merged-chr13-35742422-1	chr13	35742324	35742522	+	0.000	0.000	Merged-chr13-35742422-1
Merged-chr17-29264893-3	chr17	29264628	29265138	+	0.000	0.000	Merged-chr17-29264893-3
Merged-chr11-46437293-76	chr11	46436865	46437791	+	0.000	0.000	Merged-chr11-46437293-76
Merged-chr19-53284732-2	chr19	53284585	53284882	+	0.000	0.000	Merged-chr19-53284732-2
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr16-95762105-29	chr16	95761846	95762361	+	0.000	0.000	Merged-chr16-95762105-29
Merged-chr7-110109267-48	chr7	110109039	110109558	+	0.000	0.000	Merged-chr7-110109267-48
Merged-chr13-74062260-53	chr13	74062073	74062582	+	0.000	0.000	Merged-chr13-74062260-53
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr2-101732901-49	chr2	101732451	101733421	+	0.000	0.000	Merged-chr2-101732901-49
Merged-chr15-93007766-3	chr15	93007557	93007930	+	0.000	0.000	Merged-chr15-93007766-3
Merged-chr8-104442782-74	chr8	104442551	104443064	+	0.000	0.000	Merged-chr8-104442782-74
Merged-chr15-97839672-4	chr15	97839568	97839778	+	0.000	0.000	Merged-chr15-97839672-4
Merged-chr13-107967058-4	chr13	107966930	107967195	+	0.000	0.000	Merged-chr13-107967058-4
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr15-55896395-5	chr15	55896221	55896612	+	0.000	0.000	Merged-chr15-55896395-5
Merged-chr2-45139148-28	chr2	45138924	45139478	+	0.000	0.000	Merged-chr2-45139148-28
Merged-chr5-146839913-1	chr5	146839815	146840013	+	0.000	0.000	Merged-chr5-146839913-1
Merged-chr13-41484194-27	chr13	41484006	41484356	+	0.000	0.000	Merged-chr13-41484194-27
Merged-chr6-54096523-11	chr6	54096243	54096723	+	0.000	0.000	Merged-chr6-54096523-11
Merged-chr5-149509266-2	chr5	149509164	149509371	+	0.000	0.000	Merged-chr5-149509266-2
Merged-chr1-161744288-1	chr1	161744190	161744388	+	0.000	0.000	Merged-chr1-161744288-1
Merged-chr4-109670389-4	chr4	109670279	109670509	+	0.000	0.000	Merged-chr4-109670389-4
Merged-chr7-89253007-2	chr7	89252905	89253111	+	0.000	0.000	Merged-chr7-89253007-2
Merged-chr19-5272335-5	chr19	5272014	5272710	+	0.000	0.000	Merged-chr19-5272335-5
Merged-chr13-12506671-1	chr13	12506573	12506771	+	0.000	0.000	Merged-chr13-12506671-1
Merged-chr10-117983471-3	chr10	117983368	117983576	+	0.000	0.000	Merged-chr10-117983471-3
Merged-chr14-120572441-59	chr14	120572155	120572764	+	0.000	0.000	Merged-chr14-120572441-59
Merged-chr19-56397625-2	chr19	56397527	56397725	+	0.000	0.000	Merged-chr19-56397625-2
Merged-chr10-40125408-12	chr10	40125261	40125558	+	0.000	0.000	Merged-chr10-40125408-12
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr4-155669356-57	chr4	155669129	155669589	+	0.000	0.000	Merged-chr4-155669356-57
Merged-chr11-101177169-3	chr11	101176990	101177310	+	0.000	0.000	Merged-chr11-101177169-3
Merged-chr6-50455825-117	chr6	50455647	50456032	+	0.000	0.000	Merged-chr6-50455825-117
Merged-chr1-172289073-4	chr1	172288912	172289269	+	0.000	0.000	Merged-chr1-172289073-4
Merged-chr4-145221845-95	chr4	145221422	145222364	+	0.000	0.000	Merged-chr4-145221845-95
Merged-chr6-8646416-1	chr6	8646318	8646516	+	0.000	0.000	Merged-chr6-8646416-1
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr6-48727965-52	chr6	48727753	48728210	+	0.000	0.000	Merged-chr6-48727965-52
Merged-chr7-66230424-40	chr7	66230136	66230634	+	0.000	0.000	Merged-chr7-66230424-40
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr18-89212381-24	chr18	89212139	89212594	+	0.000	0.000	Merged-chr18-89212381-24
Merged-chr1-193264038-89	chr1	193263767	193264480	+	0.000	0.000	Merged-chr1-193264038-89
Merged-chr13-53069490-8	chr13	53069292	53069694	+	0.000	0.000	Merged-chr13-53069490-8
Merged-chr8-33594381-37	chr8	33594117	33594686	+	0.000	0.000	Merged-chr8-33594381-37
Merged-chr19-56397084-121	chr19	56396594	56397405	+	0.000	0.000	Merged-chr19-56397084-121
Merged-chr1-193231215-10	chr1	193230987	193231524	+	0.000	0.000	Merged-chr1-193231215-10
Merged-chr18-70611498-71	chr18	70610234	70612257	+	0.000	0.000	Merged-chr18-70611498-71
Merged-chr18-66464965-21	chr18	66464748	66465251	+	0.000	0.000	Merged-chr18-66464965-21
Merged-chr11-106329913-15	chr11	106329654	106330096	+	0.000	0.000	Merged-chr11-106329913-15
Merged-chr5-23712510-79	chr5	23712184	23712913	+	0.000	0.000	Merged-chr5-23712510-79
Merged-chr1-43465147-57	chr1	43464840	43465603	+	0.000	0.000	Merged-chr1-43465147-57
Merged-chr2-3277691-9	chr2	3277496	3277903	+	0.000	0.000	Merged-chr2-3277691-9
Merged-chr3-94379948-32	chr3	94379576	94380276	+	0.000	0.000	Merged-chr3-94379948-32
Merged-chr15-83464613-68	chr15	83464347	83464872	+	0.000	0.000	Merged-chr15-83464613-68
Merged-chr5-8996139-2	chr5	8996010	8996270	+	0.000	0.000	Merged-chr5-8996139-2
Merged-chr1-60860711-21	chr1	60860478	60860881	+	0.000	0.000	Merged-chr1-60860711-21
Merged-chr13-115103921-1	chr13	115103823	115104021	+	0.000	0.000	Merged-chr13-115103921-1
Merged-chr5-21438636-26	chr5	21438363	21438838	+	0.000	0.000	Merged-chr5-21438636-26
Merged-chr15-93288515-20	chr15	93288072	93288793	+	0.000	0.000	Merged-chr15-93288515-20
Merged-chr13-33005853-1	chr13	33005755	33005953	+	0.000	0.000	Merged-chr13-33005853-1
Merged-chr5-124050362-25	chr5	124050036	124050634	+	0.000	0.000	Merged-chr5-124050362-25
Merged-chr1-9859361-47	chr1	9859095	9859545	+	0.000	0.000	Merged-chr1-9859361-47
Merged-chr16-64770922-80	chr16	64770520	64771201	+	0.000	0.000	Merged-chr16-64770922-80
Merged-chr7-66250161-34	chr7	66249865	66250365	+	0.000	0.000	Merged-chr7-66250161-34
Merged-chr12-32202051-6	chr12	32201889	32202202	+	0.000	0.000	Merged-chr12-32202051-6
Merged-chr7-112238008-1	chr7	112237910	112238108	+	0.000	0.000	Merged-chr7-112238008-1
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr13-22043154-75	chr13	22042930	22043576	+	0.000	0.000	Merged-chr13-22043154-75
Merged-chr1-151572860-7	chr1	151572673	151573027	+	0.000	0.000	Merged-chr1-151572860-7
Merged-chr19-41397970-2	chr19	41397850	41398093	+	0.000	0.000	Merged-chr19-41397970-2
Merged-chr11-69066917-10	chr11	69066617	69067106	+	0.000	0.000	Merged-chr11-69066917-10
Merged-chr1-128366514-8	chr1	128366343	128366702	+	0.000	0.000	Merged-chr1-128366514-8
Merged-chr6-115971349-10	chr6	115971162	115971523	+	0.000	0.000	Merged-chr6-115971349-10
Merged-chr10-40090254-8	chr10	40090006	40090456	+	0.000	0.000	Merged-chr10-40090254-8
Merged-chr2-120094273-12	chr2	120094104	120094452	+	0.000	0.000	Merged-chr2-120094273-12
Merged-chr17-73953043-1	chr17	73952945	73953143	+	0.000	0.000	Merged-chr17-73953043-1
Merged-chr12-73616927-7	chr12	73616752	73617075	+	0.000	0.000	Merged-chr12-73616927-7
Merged-chr6-50390473-40	chr6	50390284	50390650	+	0.000	0.000	Merged-chr6-50390473-40
Merged-chr8-124242348-54	chr8	124242133	124242598	+	0.000	0.000	Merged-chr8-124242348-54
Merged-chr9-78617261-21	chr9	78617105	78617442	+	0.000	0.000	Merged-chr9-78617261-21
Merged-chr6-113638545-51	chr6	113638267	113638814	+	0.000	0.000	Merged-chr6-113638545-51
Merged-chr11-59662530-59	chr11	59662233	59662782	+	0.000	0.000	Merged-chr11-59662530-59
Merged-chr17-24162973-2	chr17	24162871	24163077	+	0.000	0.000	Merged-chr17-24162973-2
Merged-chr7-112225883-54	chr7	112225651	112226201	+	0.000	0.000	Merged-chr7-112225883-54
Merged-chr9-80342809-3	chr9	80342682	80342926	+	0.000	0.000	Merged-chr9-80342809-3
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr16-95702377-100	chr16	95701992	95702724	+	0.000	0.000	Merged-chr16-95702377-100
Merged-chr11-51644413-4	chr11	51644268	51644586	+	0.000	0.000	Merged-chr11-51644413-4
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr6-8647887-10	chr6	8647661	8648160	+	0.000	0.000	Merged-chr6-8647887-10
Merged-chrX-48695019-50	chrX	48694773	48695328	+	0.000	0.000	Merged-chrX-48695019-50
Merged-chr2-158768121-83	chr2	158767745	158768387	+	0.000	0.000	Merged-chr2-158768121-83
Merged-chr12-73671742-5	chr12	73671621	73671874	+	0.000	0.000	Merged-chr12-73671742-5
Merged-chr13-35815874-2	chr13	35815744	35816007	+	0.000	0.000	Merged-chr13-35815874-2
Merged-chr6-88898670-52	chr6	88898491	88898915	+	0.000	0.000	Merged-chr6-88898670-52
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr18-56473376-5	chr18	56473194	56473537	+	0.000	0.000	Merged-chr18-56473376-5
Merged-chr2-25228680-45	chr2	25228531	25228867	+	0.000	0.000	Merged-chr2-25228680-45
Merged-chr11-17005179-7	chr11	17004980	17005398	+	0.000	0.000	Merged-chr11-17005179-7
Merged-chr13-12521905-15	chr13	12521724	12522068	+	0.000	0.000	Merged-chr13-12521905-15
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chr3-19311257-112	chr3	19310867	19311779	+	0.000	0.000	Merged-chr3-19311257-112
Merged-chrX-167207953-22	chrX	167207767	167208124	+	0.000	0.000	Merged-chrX-167207953-22
Merged-chr9-45300691-53	chr9	45300309	45300926	+	0.000	0.000	Merged-chr9-45300691-53
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr12-73604732-122	chr12	73604344	73605204	+	0.000	0.000	Merged-chr12-73604732-122
Merged-chr4-151996356-68	chr4	151995795	151996772	+	0.000	0.000	Merged-chr4-151996356-68
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr18-56470742-72	chr18	56469959	56471196	+	0.000	0.000	Merged-chr18-56470742-72
Merged-chr1-193273386-37	chr1	193273057	193273654	+	0.000	0.000	Merged-chr1-193273386-37
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr9-83835459-1	chr9	83835361	83835559	+	0.000	0.000	Merged-chr9-83835459-1
Merged-chr12-32183013-17	chr12	32182736	32183372	+	0.000	0.000	Merged-chr12-32183013-17
Merged-chr15-66559012-25	chr15	66558672	66559245	+	0.000	0.000	Merged-chr15-66559012-25
Merged-chr15-76710105-1	chr15	76710007	76710205	+	0.000	0.000	Merged-chr15-76710105-1
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr18-37815842-2	chr18	37815729	37815957	+	0.000	0.000	Merged-chr18-37815842-2
Merged-chr6-54069236-28	chr6	54068940	54069679	+	0.000	0.000	Merged-chr6-54069236-28
Merged-chr1-43446070-79	chr1	43445594	43446717	+	0.000	0.000	Merged-chr1-43446070-79
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr2-165627783-1	chr2	165627685	165627883	+	0.000	0.000	Merged-chr2-165627783-1
Merged-chr8-72135322-43	chr8	72135023	72135652	+	0.000	0.000	Merged-chr8-72135322-43
Merged-chr19-41366237-2	chr19	41366139	41366337	+	0.000	0.000	Merged-chr19-41366237-2
Merged-chr13-113615129-71	chr13	113614896	113615663	+	0.000	0.000	Merged-chr13-113615129-71
Merged-chr8-105471418-14	chr8	105471197	105471663	+	0.000	0.000	Merged-chr8-105471418-14
Merged-chr4-133609928-19	chr4	133609624	133610223	+	0.000	0.000	Merged-chr4-133609928-19
Merged-chr17-86754718-22	chr17	86754408	86755277	+	0.000	0.000	Merged-chr17-86754718-22
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr10-69352731-93	chr10	69352191	69353105	+	0.000	0.000	Merged-chr10-69352731-93
Merged-chr15-55852907-4	chr15	55852785	55853040	+	0.000	0.000	Merged-chr15-55852907-4
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr13-113869470-43	chr13	113869261	113869691	+	0.000	0.000	Merged-chr13-113869470-43
Merged-chr7-89253544-42	chr7	89253331	89253856	+	0.000	0.000	Merged-chr7-89253544-42
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr8-120760547-6	chr8	120760277	120760926	+	0.000	0.000	Merged-chr8-120760547-6
Merged-chr7-75828058-23	chr7	75827881	75828255	+	0.000	0.000	Merged-chr7-75828058-23
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr9-94254804-1	chr9	94254706	94254904	+	0.000	0.000	Merged-chr9-94254804-1
Merged-chr11-69334171-1	chr11	69334073	69334271	+	0.000	0.000	Merged-chr11-69334171-1
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chrX-36744841-35	chrX	36744490	36745162	+	0.000	0.000	Merged-chrX-36744841-35
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr2-152810370-23	chr2	152810090	152810637	+	0.000	0.000	Merged-chr2-152810370-23
Merged-chr9-124028680-14	chr9	124028491	124028910	+	0.000	0.000	Merged-chr9-124028680-14
Merged-chr15-34306839-46	chr15	34306616	34307092	+	0.000	0.000	Merged-chr15-34306839-46
Merged-chr1-151706249-27	chr1	151705994	151706509	+	0.000	0.000	Merged-chr1-151706249-27
Merged-chr13-52973678-1	chr13	52973580	52973778	+	0.000	0.000	Merged-chr13-52973678-1
Merged-chr10-117909634-1	chr10	117909536	117909734	+	0.000	0.000	Merged-chr10-117909634-1
Merged-chr2-121511602-35	chr2	121511396	121511789	+	0.000	0.000	Merged-chr2-121511602-35
Merged-chr2-132846803-64	chr2	132846489	132847303	+	0.000	0.000	Merged-chr2-132846803-64
Merged-chr9-94453263-19	chr9	94453088	94453619	+	0.000	0.000	Merged-chr9-94453263-19
