#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
Merged-chr1-164073445-60	chr1	164072779	164074108	+	0.000	0.000	Merged-chr1-164073445-60
Merged-chr11-3171956-1	chr11	3171858	3172056	+	0.000	0.000	Merged-chr11-3171956-1
Merged-chr8-128357359-22	chr8	128357209	128357557	+	0.000	0.000	Merged-chr8-128357359-22
Merged-chr1-127212449-14	chr1	127212271	127212640	+	0.000	0.000	Merged-chr1-127212449-14
Merged-chr4-3834595-1	chr4	3834497	3834695	+	0.000	0.000	Merged-chr4-3834595-1
Merged-chr7-3707175-8	chr7	3707035	3707324	+	0.000	0.000	Merged-chr7-3707175-8
Merged-chr3-52269240-36	chr3	52268867	52269644	+	0.000	0.000	Merged-chr3-52269240-36
Merged-chr10-116487356-53	chr10	116487061	116487701	+	0.000	0.000	Merged-chr10-116487356-53
Merged-chr7-81344263-6	chr7	81343907	81344527	+	0.000	0.000	Merged-chr7-81344263-6
Merged-chr10-127667397-147	chr10	127666524	127668060	+	0.000	0.000	Merged-chr10-127667397-147
Merged-chr10-127666111-5	chr10	127665808	127666437	+	0.000	0.000	Merged-chr10-127666111-5
Merged-chr1-131280429-28	chr1	131280248	131280640	+	0.000	0.000	Merged-chr1-131280429-28
Merged-chr1-164078589-50	chr1	164078133	164079064	+	0.000	0.000	Merged-chr1-164078589-50
Merged-chr15-58822902-4	chr15	58822781	58823022	+	0.000	0.000	Merged-chr15-58822902-4
Merged-chr1-164071322-8	chr1	164071126	164071544	+	0.000	0.000	Merged-chr1-164071322-8
Merged-chr8-122299759-10	chr8	122299577	122299971	+	0.000	0.000	Merged-chr8-122299759-10
Merged-chr18-53418017-24	chr18	53417772	53418322	+	0.000	0.000	Merged-chr18-53418017-24
Merged-chr5-105609798-27	chr5	105609548	105610091	+	0.000	0.000	Merged-chr5-105609798-27
Merged-chr7-81341823-1	chr7	81341725	81341923	+	0.000	0.000	Merged-chr7-81341823-1
Merged-chr9-40997373-39	chr9	40997185	40997565	+	0.000	0.000	Merged-chr9-40997373-39
Merged-chr2-32404879-13	chr2	32404677	32405066	+	0.000	0.000	Merged-chr2-32404879-13
Merged-chr5-75690095-1	chr5	75689997	75690195	+	0.000	0.000	Merged-chr5-75690095-1
Merged-chr13-5165962-1	chr13	5165864	5166062	+	0.000	0.000	Merged-chr13-5165962-1
Merged-chr11-116377399-54	chr11	116377138	116377736	+	0.000	0.000	Merged-chr11-116377399-54
Merged-chr4-32249273-3	chr4	32249145	32249392	+	0.000	0.000	Merged-chr4-32249273-3
Merged-chr2-34969662-3	chr2	34969538	34969805	+	0.000	0.000	Merged-chr2-34969662-3
Merged-chr17-35200932-2	chr17	35200817	35201050	+	0.000	0.000	Merged-chr17-35200932-2
Merged-chr2-158410869-4	chr2	158410663	158411063	+	0.000	0.000	Merged-chr2-158410869-4
Merged-chr2-13233524-26	chr2	13233198	13233920	+	0.000	0.000	Merged-chr2-13233524-26
Merged-chr12-117534555-3	chr12	117534372	117534776	+	0.000	0.000	Merged-chr12-117534555-3
Merged-chr6-144329601-7	chr6	144329462	144329823	+	0.000	0.000	Merged-chr6-144329601-7
Merged-chr14-14346015-98	chr14	14345682	14346373	+	0.000	0.000	Merged-chr14-14346015-98
Merged-chr14-118700236-58	chr14	118699930	118700538	+	0.000	0.000	Merged-chr14-118700236-58
Merged-chr6-134566901-76	chr6	134566492	134567242	+	0.000	0.000	Merged-chr6-134566901-76
Merged-chr18-80495918-16	chr18	80495739	80496077	+	0.000	0.000	Merged-chr18-80495918-16
Merged-chr9-40448994-23	chr9	40448779	40449291	+	0.000	0.000	Merged-chr9-40448994-23
Merged-chr17-35218892-30	chr17	35218674	35219250	+	0.000	0.000	Merged-chr17-35218892-30
Merged-chr4-32263714-35	chr4	32263069	32264149	+	0.000	0.000	Merged-chr4-32263714-35
Merged-chr7-96952450-2	chr7	96952336	96952567	+	0.000	0.000	Merged-chr7-96952450-2
Merged-chr11-32039842-30	chr11	32039535	32040096	+	0.000	0.000	Merged-chr11-32039842-30
Merged-chr1-173456559-25	chr1	173456193	173456803	+	0.000	0.000	Merged-chr1-173456559-25
Merged-chr1-82834713-10	chr1	82834577	82834859	+	0.000	0.000	Merged-chr1-82834713-10
Merged-chr1-182341380-88	chr1	182340976	182341827	+	0.000	0.000	Merged-chr1-182341380-88
Merged-chr15-9569667-1	chr15	9569569	9569767	+	0.000	0.000	Merged-chr15-9569667-1
Merged-chr11-79146263-61	chr11	79145935	79146610	+	0.000	0.000	Merged-chr11-79146263-61
Merged-chr10-117640177-35	chr10	117639909	117640366	+	0.000	0.000	Merged-chr10-117640177-35
Merged-chr5-41845203-8	chr5	41845060	41845330	+	0.000	0.000	Merged-chr5-41845203-8
Merged-chr1-60070874-17	chr1	60070709	60071054	+	0.000	0.000	Merged-chr1-60070874-17
Merged-chr17-3092916-34	chr17	3092704	3093172	+	0.000	0.000	Merged-chr17-3092916-34
Merged-chr2-10314461-2	chr2	10314345	10314580	+	0.000	0.000	Merged-chr2-10314461-2
Merged-chr14-121823163-33	chr14	121822868	121823356	+	0.000	0.000	Merged-chr14-121823163-33
Merged-chr17-84191092-7	chr17	84190961	84191240	+	0.000	0.000	Merged-chr17-84191092-7
Merged-chr3-126598198-13	chr3	126597847	126598488	+	0.000	0.000	Merged-chr3-126598198-13
Merged-chr2-34991107-1	chr2	34991009	34991207	+	0.000	0.000	Merged-chr2-34991107-1
Merged-chr1-38662810-22	chr1	38662605	38663037	+	0.000	0.000	Merged-chr1-38662810-22
Merged-chr2-26225343-1	chr2	26225245	26225443	+	0.000	0.000	Merged-chr2-26225343-1
Merged-chr12-117427583-31	chr12	117427374	117427801	+	0.000	0.000	Merged-chr12-117427583-31
Merged-chr2-17690283-20	chr2	17690070	17690506	+	0.000	0.000	Merged-chr2-17690283-20
Merged-chr1-171939454-57	chr1	171939192	171939719	+	0.000	0.000	Merged-chr1-171939454-57
Merged-chr1-191956087-10	chr1	191955937	191956218	+	0.000	0.000	Merged-chr1-191956087-10
Merged-chr18-80469735-111	chr18	80469369	80470159	+	0.000	0.000	Merged-chr18-80469735-111
Merged-chr3-123507881-17	chr3	123507606	123508107	+	0.000	0.000	Merged-chr3-123507881-17
Merged-chr17-7925954-52	chr17	7925705	7926243	+	0.000	0.000	Merged-chr17-7925954-52
Merged-chr1-173437499-84	chr1	173437184	173437847	+	0.000	0.000	Merged-chr1-173437499-84
Merged-chr1-39986812-43	chr1	39986599	39987214	+	0.000	0.000	Merged-chr1-39986812-43
Merged-chr16-94246329-14	chr16	94246116	94246462	+	0.000	0.000	Merged-chr16-94246329-14
Merged-chr11-4268626-42	chr11	4268169	4268849	+	0.000	0.000	Merged-chr11-4268626-42
Merged-chr10-75668348-1	chr10	75668250	75668448	+	0.000	0.000	Merged-chr10-75668348-1
Merged-chr4-128805784-3	chr4	128805566	128805944	+	0.000	0.000	Merged-chr4-128805784-3
Merged-chr12-113216067-5	chr12	113215921	113216244	+	0.000	0.000	Merged-chr12-113216067-5
Merged-chr2-17689899-1	chr2	17689801	17689999	+	0.000	0.000	Merged-chr2-17689899-1
Merged-chr5-148551940-7	chr5	148551830	148552049	+	0.000	0.000	Merged-chr5-148551940-7
Merged-chr17-35379840-76	chr17	35379314	35380565	+	0.000	0.000	Merged-chr17-35379840-76
Merged-chr15-76616972-96	chr15	76616328	76617540	+	0.000	0.000	Merged-chr15-76616972-96
Merged-chr6-145269660-23	chr6	145269442	145269900	+	0.000	0.000	Merged-chr6-145269660-23
Merged-chr16-93586455-1	chr16	93586357	93586555	+	0.000	0.000	Merged-chr16-93586455-1
Merged-chr18-41409685-1	chr18	41409587	41409785	+	0.000	0.000	Merged-chr18-41409685-1
Merged-chr16-91358652-12	chr16	91358471	91358871	+	0.000	0.000	Merged-chr16-91358652-12
Merged-chr10-118869269-178	chr10	118868918	118870023	+	0.000	0.000	Merged-chr10-118869269-178
Merged-chr11-3147329-1	chr11	3147231	3147429	+	0.000	0.000	Merged-chr11-3147329-1
Merged-chr7-80198491-59	chr7	80198194	80198740	+	0.000	0.000	Merged-chr7-80198491-59
Merged-chr4-125127719-83	chr4	125127505	125128003	+	0.000	0.000	Merged-chr4-125127719-83
Merged-chr15-9529844-37	chr15	9529643	9530079	+	0.000	0.000	Merged-chr15-9529844-37
Merged-chr4-144900110-1	chr4	144900012	144900210	+	0.000	0.000	Merged-chr4-144900110-1
Merged-chr11-120727252-27	chr11	120727041	120727437	+	0.000	0.000	Merged-chr11-120727252-27
Merged-chr9-59338472-52	chr9	59338001	59338855	+	0.000	0.000	Merged-chr9-59338472-52
Merged-chrX-98291562-2	chrX	98291464	98291662	+	0.000	0.000	Merged-chrX-98291562-2
Merged-chr9-55938219-68	chr9	55938010	55938582	+	0.000	0.000	Merged-chr9-55938219-68
Merged-chr12-81933629-26	chr12	81933480	81933850	+	0.000	0.000	Merged-chr12-81933629-26
Merged-chr16-93586026-137	chr16	93585824	93586266	+	0.000	0.000	Merged-chr16-93586026-137
Merged-chr17-7945790-77	chr17	7945514	7946131	+	0.000	0.000	Merged-chr17-7945790-77
Merged-chr8-119384753-17	chr8	119384553	119385014	+	0.000	0.000	Merged-chr8-119384753-17
Merged-chr7-132610688-58	chr7	132610471	132610892	+	0.000	0.000	Merged-chr7-132610688-58
Merged-chr2-150437755-14	chr2	150437570	150437912	+	0.000	0.000	Merged-chr2-150437755-14
Merged-chr1-138596413-38	chr1	138596207	138596656	+	0.000	0.000	Merged-chr1-138596413-38
Merged-chr17-73823775-28	chr17	73823603	73823939	+	0.000	0.000	Merged-chr17-73823775-28
Merged-chr6-145256565-1	chr6	145256467	145256665	+	0.000	0.000	Merged-chr6-145256565-1
Merged-chr13-42095999-70	chr13	42095577	42096356	+	0.000	0.000	Merged-chr13-42095999-70
Merged-chr3-52299569-6	chr3	52299385	52299733	+	0.000	0.000	Merged-chr3-52299569-6
Merged-chr15-31440136-19	chr15	31439869	31440388	+	0.000	0.000	Merged-chr15-31440136-19
Merged-chr11-106741449-7	chr11	106741265	106741642	+	0.000	0.000	Merged-chr11-106741449-7
Merged-chr15-59525783-18	chr15	59525608	59525986	+	0.000	0.000	Merged-chr15-59525783-18
Merged-chr4-152116111-49	chr4	152115841	152116344	+	0.000	0.000	Merged-chr4-152116111-49
Merged-chr9-97208917-1	chr9	97208819	97209017	+	0.000	0.000	Merged-chr9-97208917-1
Merged-chr2-181409892-2	chr2	181409777	181410009	+	0.000	0.000	Merged-chr2-181409892-2
Merged-chr14-121824841-29	chr14	121824284	121825109	+	0.000	0.000	Merged-chr14-121824841-29
Merged-chr4-126967294-4	chr4	126967118	126967454	+	0.000	0.000	Merged-chr4-126967294-4
Merged-chr7-80182312-42	chr7	80182089	80182531	+	0.000	0.000	Merged-chr7-80182312-42
Merged-chr9-42034143-45	chr9	42033632	42034513	+	0.000	0.000	Merged-chr9-42034143-45
Merged-chr19-44145820-1	chr19	44145722	44145920	+	0.000	0.000	Merged-chr19-44145820-1
Merged-chr9-40423772-79	chr9	40423244	40424122	+	0.000	0.000	Merged-chr9-40423772-79
Merged-chr9-14093244-53	chr9	14093009	14093501	+	0.000	0.000	Merged-chr9-14093244-53
Merged-chr4-144898190-46	chr4	144897913	144898539	+	0.000	0.000	Merged-chr4-144898190-46
Merged-chr17-45685366-2	chr17	45685238	45685496	+	0.000	0.000	Merged-chr17-45685366-2
Merged-chr2-120563712-63	chr2	120563402	120564047	+	0.000	0.000	Merged-chr2-120563712-63
Merged-chr18-65107334-45	chr18	65107054	65107619	+	0.000	0.000	Merged-chr18-65107334-45
Merged-chr5-134489767-10	chr5	134489627	134489916	+	0.000	0.000	Merged-chr5-134489767-10
Merged-chr10-30803129-88	chr10	30802804	30803405	+	0.000	0.000	Merged-chr10-30803129-88
Merged-chrX-133887196-1	chrX	133887098	133887296	+	0.000	0.000	Merged-chrX-133887196-1
Merged-chr7-125555770-44	chr7	125555130	125556341	+	0.000	0.000	Merged-chr7-125555770-44
Merged-chr15-100181670-81	chr15	100181119	100182240	+	0.000	0.000	Merged-chr15-100181670-81
Merged-chr6-144278734-4	chr6	144278502	144278912	+	0.000	0.000	Merged-chr6-144278734-4
Merged-chr9-72097262-35	chr9	72097060	72097563	+	0.000	0.000	Merged-chr9-72097262-35
Merged-chr9-77755388-7	chr9	77755134	77755520	+	0.000	0.000	Merged-chr9-77755388-7
Merged-chr11-48927051-20	chr11	48926810	48927271	+	0.000	0.000	Merged-chr11-48927051-20
Merged-chr8-126594536-127	chr8	126593780	126594991	+	0.000	0.000	Merged-chr8-126594536-127
Merged-chr1-138588005-39	chr1	138587810	138588301	+	0.000	0.000	Merged-chr1-138588005-39
Merged-chr12-73876720-26	chr12	73876513	73877000	+	0.000	0.000	Merged-chr12-73876720-26
Merged-chr9-62427197-10	chr9	62427032	62427411	+	0.000	0.000	Merged-chr9-62427197-10
Merged-chr12-51976631-16	chr12	51976459	51976775	+	0.000	0.000	Merged-chr12-51976631-16
Merged-chr15-100600141-58	chr15	100599858	100600435	+	0.000	0.000	Merged-chr15-100600141-58
Merged-chr3-52268375-96	chr3	52267792	52268849	+	0.000	0.000	Merged-chr3-52268375-96
Merged-chr1-82902274-10	chr1	82902121	82902437	+	0.000	0.000	Merged-chr1-82902274-10
Merged-chr16-91562152-19	chr16	91562012	91562325	+	0.000	0.000	Merged-chr16-91562152-19
Merged-chr6-144138848-2	chr6	144138693	144139005	+	0.000	0.000	Merged-chr6-144138848-2
Merged-chr1-39949345-35	chr1	39949081	39949583	+	0.000	0.000	Merged-chr1-39949345-35
Merged-chr11-116406570-59	chr11	116406372	116406793	+	0.000	0.000	Merged-chr11-116406570-59
Merged-chr5-143180720-54	chr5	143180555	143180935	+	0.000	0.000	Merged-chr5-143180720-54
Merged-chr15-9564437-27	chr15	9564166	9564703	+	0.000	0.000	Merged-chr15-9564437-27
Merged-chr13-42110685-25	chr13	42110443	42110863	+	0.000	0.000	Merged-chr13-42110685-25
Merged-chr15-80080865-20	chr15	80080582	80081131	+	0.000	0.000	Merged-chr15-80080865-20
Merged-chr1-38665313-102	chr1	38664817	38666044	+	0.000	0.000	Merged-chr1-38665313-102
Merged-chr11-106676116-1	chr11	106676018	106676216	+	0.000	0.000	Merged-chr11-106676116-1
Merged-chr19-44295859-46	chr19	44295431	44296185	+	0.000	0.000	Merged-chr19-44295859-46
Merged-chr5-121838614-43	chr5	121838255	121838968	+	0.000	0.000	Merged-chr5-121838614-43
Merged-chr9-62373922-12	chr9	62373720	62374119	+	0.000	0.000	Merged-chr9-62373922-12
Merged-chr2-164356374-20	chr2	164356128	164356582	+	0.000	0.000	Merged-chr2-164356374-20
Merged-chr16-91538475-3	chr16	91538326	91538601	+	0.000	0.000	Merged-chr16-91538475-3
Merged-chr9-14296291-25	chr9	14296128	14296455	+	0.000	0.000	Merged-chr9-14296291-25
Merged-chr19-43939689-1	chr19	43939591	43939789	+	0.000	0.000	Merged-chr19-43939689-1
Merged-chr12-115920407-41	chr12	115920163	115920691	+	0.000	0.000	Merged-chr12-115920407-41
Merged-chr2-181411095-55	chr2	181410705	181411409	+	0.000	0.000	Merged-chr2-181411095-55
Merged-chr12-69461998-25	chr12	69461735	69462247	+	0.000	0.000	Merged-chr12-69461998-25
Merged-chr5-86841347-21	chr5	86841123	86841551	+	0.000	0.000	Merged-chr5-86841347-21
Merged-chr19-29422492-26	chr19	29422172	29422732	+	0.000	0.000	Merged-chr19-29422492-26
Merged-chr1-38129687-97	chr1	38128807	38130210	+	0.000	0.000	Merged-chr1-38129687-97
Merged-chr8-125741645-15	chr8	125741332	125741914	+	0.000	0.000	Merged-chr8-125741645-15
Merged-chr9-94670127-81	chr9	94669877	94670333	+	0.000	0.000	Merged-chr9-94670127-81
Merged-chr10-75697186-22	chr10	75696984	75697404	+	0.000	0.000	Merged-chr10-75697186-22
Merged-chr11-97782309-55	chr11	97781997	97782565	+	0.000	0.000	Merged-chr11-97782309-55
Merged-chr18-58669510-1	chr18	58669412	58669610	+	0.000	0.000	Merged-chr18-58669510-1
Merged-chr9-40344107-38	chr9	40343839	40344446	+	0.000	0.000	Merged-chr9-40344107-38
Merged-chr1-173409239-24	chr1	173409082	173409393	+	0.000	0.000	Merged-chr1-173409239-24
Merged-chr1-36307925-67	chr1	36307695	36308335	+	0.000	0.000	Merged-chr1-36307925-67
Merged-chr1-189873332-1	chr1	189873234	189873432	+	0.000	0.000	Merged-chr1-189873332-1
Merged-chr9-40345413-1	chr9	40345315	40345513	+	0.000	0.000	Merged-chr9-40345413-1
Merged-chr9-42029038-28	chr9	42028717	42029220	+	0.000	0.000	Merged-chr9-42029038-28
Merged-chr9-62412387-14	chr9	62412191	62412606	+	0.000	0.000	Merged-chr9-62412387-14
Merged-chr3-95652439-14	chr3	95652234	95652646	+	0.000	0.000	Merged-chr3-95652439-14
Merged-chr11-115990748-1	chr11	115990650	115990848	+	0.000	0.000	Merged-chr11-115990748-1
Merged-chr19-36522923-59	chr19	36522720	36523199	+	0.000	0.000	Merged-chr19-36522923-59
Merged-chr6-144265830-63	chr6	144265515	144266108	+	0.000	0.000	Merged-chr6-144265830-63
Merged-chr3-95672932-76	chr3	95672718	95673132	+	0.000	0.000	Merged-chr3-95672932-76
Merged-chr4-63842396-65	chr4	63841995	63842784	+	0.000	0.000	Merged-chr4-63842396-65
Merged-chr8-15027363-119	chr8	15027023	15027695	+	0.000	0.000	Merged-chr8-15027363-119
Merged-chr6-144283818-1	chr6	144283720	144283918	+	0.000	0.000	Merged-chr6-144283818-1
Merged-chrX-166440624-85	chrX	166440338	166441001	+	0.000	0.000	Merged-chrX-166440624-85
Merged-chr1-189063556-2	chr1	189063457	189063657	+	0.000	0.000	Merged-chr1-189063556-2
Merged-chr9-53381265-58	chr9	53380747	53381483	+	0.000	0.000	Merged-chr9-53381265-58
Merged-chr16-24151708-115	chr16	24151274	24151971	+	0.000	0.000	Merged-chr16-24151708-115
Merged-chr4-32250559-148	chr4	32249706	32251245	+	0.000	0.000	Merged-chr4-32250559-148
Merged-chr1-138619546-96	chr1	138619001	138619863	+	0.000	0.000	Merged-chr1-138619546-96
Merged-chr6-121245013-1	chr6	121244915	121245113	+	0.000	0.000	Merged-chr6-121245013-1
Merged-chr10-42861528-10	chr10	42861277	42861780	+	0.000	0.000	Merged-chr10-42861528-10
Merged-chr6-121226378-36	chr6	121226072	121226746	+	0.000	0.000	Merged-chr6-121226378-36
Merged-chr9-44720796-15	chr9	44720594	44720989	+	0.000	0.000	Merged-chr9-44720796-15
Merged-chr19-36554580-101	chr19	36554012	36554924	+	0.000	0.000	Merged-chr19-36554580-101
Merged-chr1-71577265-1	chr1	71577167	71577365	+	0.000	0.000	Merged-chr1-71577265-1
Merged-chr9-101078724-6	chr9	101078544	101078859	+	0.000	0.000	Merged-chr9-101078724-6
Merged-chr9-58266728-3	chr9	58266609	58266842	+	0.000	0.000	Merged-chr9-58266728-3
Merged-chr15-59618561-44	chr15	59618355	59618804	+	0.000	0.000	Merged-chr15-59618561-44
Merged-chr10-42869642-22	chr10	42869426	42869860	+	0.000	0.000	Merged-chr10-42869642-22
Merged-chr10-59959685-3	chr10	59959525	59959859	+	0.000	0.000	Merged-chr10-59959685-3
Merged-chr2-77281275-4	chr2	77281142	77281424	+	0.000	0.000	Merged-chr2-77281275-4
Merged-chr11-59450244-79	chr11	59449902	59450615	+	0.000	0.000	Merged-chr11-59450244-79
Merged-chr2-164074280-54	chr2	164074042	164074750	+	0.000	0.000	Merged-chr2-164074280-54
Merged-chr9-77754782-52	chr9	77754448	77755101	+	0.000	0.000	Merged-chr9-77754782-52
Merged-chr16-91387965-13	chr16	91387750	91388208	+	0.000	0.000	Merged-chr16-91387965-13
Merged-chr2-62411627-90	chr2	62411405	62411872	+	0.000	0.000	Merged-chr2-62411627-90
Merged-chr12-112950560-44	chr12	112950261	112950925	+	0.000	0.000	Merged-chr12-112950560-44
Merged-chr1-138590602-27	chr1	138590428	138590770	+	0.000	0.000	Merged-chr1-138590602-27
Merged-chr5-150611909-50	chr5	150611651	150612132	+	0.000	0.000	Merged-chr5-150611909-50
Merged-chr7-73598173-3	chr7	73598057	73598291	+	0.000	0.000	Merged-chr7-73598173-3
Merged-chr9-59353411-44	chr9	59353113	59353621	+	0.000	0.000	Merged-chr9-59353411-44
Merged-chr1-38693164-1	chr1	38693066	38693264	+	0.000	0.000	Merged-chr1-38693164-1
Merged-chr4-24899363-4	chr4	24899209	24899505	+	0.000	0.000	Merged-chr4-24899363-4
Merged-chr9-35438818-15	chr9	35438652	35439024	+	0.000	0.000	Merged-chr9-35438818-15
Merged-chr7-123110483-20	chr7	123110246	123110739	+	0.000	0.000	Merged-chr7-123110483-20
Merged-chr9-94998094-9	chr9	94997922	94998265	+	0.000	0.000	Merged-chr9-94998094-9
Merged-chr11-3133028-6	chr11	3132929	3133131	+	0.000	0.000	Merged-chr11-3133028-6
Merged-chr11-48858714-1	chr11	48858616	48858814	+	0.000	0.000	Merged-chr11-48858714-1
Merged-chr9-5310757-3	chr9	5310557	5310942	+	0.000	0.000	Merged-chr9-5310757-3
Merged-chr9-92229541-73	chr9	92229244	92229942	+	0.000	0.000	Merged-chr9-92229541-73
Merged-chr1-36308829-27	chr1	36308587	36309215	+	0.000	0.000	Merged-chr1-36308829-27
Merged-chr10-111290799-2	chr10	111290652	111290948	+	0.000	0.000	Merged-chr10-111290799-2
Merged-chr11-79060117-18	chr11	79059936	79060302	+	0.000	0.000	Merged-chr11-79060117-18
Merged-chr6-89370714-1	chr6	89370616	89370814	+	0.000	0.000	Merged-chr6-89370714-1
Merged-chr18-80497018-4	chr18	80496863	80497180	+	0.000	0.000	Merged-chr18-80497018-4
Merged-chr5-43827764-2	chr5	43827657	43827874	+	0.000	0.000	Merged-chr5-43827764-2
Merged-chr3-52296970-1	chr3	52296872	52297070	+	0.000	0.000	Merged-chr3-52296970-1
Merged-chr15-100599473-8	chr15	100599348	100599598	+	0.000	0.000	Merged-chr15-100599473-8
Merged-chr15-80083424-61	chr15	80083044	80083716	+	0.000	0.000	Merged-chr15-80083424-61
Merged-chr8-125734356-90	chr8	125734006	125734601	+	0.000	0.000	Merged-chr8-125734356-90
Merged-chr19-46040347-17	chr19	46040171	46040547	+	0.000	0.000	Merged-chr19-46040347-17
Merged-chr16-57121649-81	chr16	57121338	57121930	+	0.000	0.000	Merged-chr16-57121649-81
Merged-chr14-14354803-5	chr14	14354610	14354971	+	0.000	0.000	Merged-chr14-14354803-5
Merged-chr2-32961770-56	chr2	32961500	32961992	+	0.000	0.000	Merged-chr2-32961770-56
Merged-chr1-138558537-3	chr1	138558410	138558674	+	0.000	0.000	Merged-chr1-138558537-3
Merged-chr12-108613293-25	chr12	108613114	108613480	+	0.000	0.000	Merged-chr12-108613293-25
Merged-chr12-78219327-13	chr12	78219106	78219538	+	0.000	0.000	Merged-chr12-78219327-13
Merged-chr11-116668498-7	chr11	116668299	116668645	+	0.000	0.000	Merged-chr11-116668498-7
Merged-chr7-125551601-1	chr7	125551503	125551701	+	0.000	0.000	Merged-chr7-125551601-1
Merged-chr17-84188564-1	chr17	84188466	84188664	+	0.000	0.000	Merged-chr17-84188564-1
Merged-chr12-113217877-58	chr12	113217600	113218154	+	0.000	0.000	Merged-chr12-113217877-58
Merged-chr10-59950439-1	chr10	59950341	59950539	+	0.000	0.000	Merged-chr10-59950439-1
Merged-chr4-65484303-1	chr4	65484205	65484403	+	0.000	0.000	Merged-chr4-65484303-1
Merged-chr15-102722024-72	chr15	102721689	102722391	+	0.000	0.000	Merged-chr15-102722024-72
Merged-chr10-127590419-10	chr10	127590218	127590584	+	0.000	0.000	Merged-chr10-127590419-10
Merged-chr12-78351015-40	chr12	78350898	78351126	+	0.000	0.000	Merged-chr12-78351015-40
Merged-chr2-68381486-16	chr2	68381286	68381672	+	0.000	0.000	Merged-chr2-68381486-16
Merged-chr6-17800901-14	chr6	17800702	17801091	+	0.000	0.000	Merged-chr6-17800901-14
Merged-chr6-144101052-13	chr6	144100793	144101273	+	0.000	0.000	Merged-chr6-144101052-13
Merged-chr14-121936760-6	chr14	121936614	121936896	+	0.000	0.000	Merged-chr14-121936760-6
Merged-chr10-128368814-69	chr10	128368502	128369093	+	0.000	0.000	Merged-chr10-128368814-69
Merged-chr10-127607308-16	chr10	127607086	127607494	+	0.000	0.000	Merged-chr10-127607308-16
Merged-chr5-92318297-5	chr5	92318119	92318461	+	0.000	0.000	Merged-chr5-92318297-5
Merged-chr1-191961179-5	chr1	191961019	191961338	+	0.000	0.000	Merged-chr1-191961179-5
Merged-chr5-134486118-17	chr5	134485933	134486308	+	0.000	0.000	Merged-chr5-134486118-17
Merged-chr3-136043895-1	chr3	136043797	136043995	+	0.000	0.000	Merged-chr3-136043895-1
Merged-chr10-42860924-1	chr10	42860826	42861024	+	0.000	0.000	Merged-chr10-42860924-1
Merged-chr5-148509781-69	chr5	148509401	148510136	+	0.000	0.000	Merged-chr5-148509781-69
Merged-chr6-83512589-11	chr6	83512402	83512722	+	0.000	0.000	Merged-chr6-83512589-11
Merged-chr11-106673872-2	chr11	106673763	106673983	+	0.000	0.000	Merged-chr11-106673872-2
Merged-chr7-73597413-17	chr7	73597245	73597575	+	0.000	0.000	Merged-chr7-73597413-17
Merged-chr11-4497649-38	chr11	4497443	4497884	+	0.000	0.000	Merged-chr11-4497649-38
Merged-chr1-39981009-8	chr1	39980788	39981164	+	0.000	0.000	Merged-chr1-39981009-8
Merged-chr4-16162455-7	chr4	16162322	16162652	+	0.000	0.000	Merged-chr4-16162455-7
Merged-chr12-108634224-17	chr12	108634043	108634543	+	0.000	0.000	Merged-chr12-108634224-17
Merged-chr11-69846566-65	chr11	69846281	69846861	+	0.000	0.000	Merged-chr11-69846566-65
Merged-chr15-100038868-69	chr15	100038482	100039157	+	0.000	0.000	Merged-chr15-100038868-69
Merged-chr5-123394816-86	chr5	123394426	123395105	+	0.000	0.000	Merged-chr5-123394816-86
Merged-chr15-9527309-5	chr15	9527155	9527497	+	0.000	0.000	Merged-chr15-9527309-5
Merged-chr7-19577791-43	chr7	19577434	19578070	+	0.000	0.000	Merged-chr7-19577791-43
Merged-chr1-180314313-47	chr1	180314013	180314924	+	0.000	0.000	Merged-chr1-180314313-47
Merged-chr10-80148120-8	chr10	80147857	80148480	+	0.000	0.000	Merged-chr10-80148120-8
Merged-chr14-121931841-19	chr14	121931657	121932104	+	0.000	0.000	Merged-chr14-121931841-19
Merged-chr6-144196480-1	chr6	144196382	144196580	+	0.000	0.000	Merged-chr6-144196480-1
Merged-chr12-111166510-86	chr12	111166242	111166767	+	0.000	0.000	Merged-chr12-111166510-86
Merged-chr10-95021382-15	chr10	95021198	95021630	+	0.000	0.000	Merged-chr10-95021382-15
Merged-chr10-130325334-3	chr10	130325140	130325509	+	0.000	0.000	Merged-chr10-130325334-3
Merged-chr3-88491281-8	chr3	88491102	88491464	+	0.000	0.000	Merged-chr3-88491281-8
Merged-chr7-80203762-1	chr7	80203664	80203862	+	0.000	0.000	Merged-chr7-80203762-1
Merged-chr14-121696559-1	chr14	121696461	121696659	+	0.000	0.000	Merged-chr14-121696559-1
Merged-chr16-91545855-29	chr16	91545566	91546176	+	0.000	0.000	Merged-chr16-91545855-29
Merged-chr8-85060180-46	chr8	85059929	85060381	+	0.000	0.000	Merged-chr8-85060180-46
Merged-chr13-117220840-63	chr13	117220454	117221269	+	0.000	0.000	Merged-chr13-117220840-63
