#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed
Merged-chr11-106779604-65	chr11	106779326	106779966	+	0.000	0.000	Merged-chr11-106779604-65
Merged-chr2-76338983-25	chr2	76338578	76339508	+	0.000	0.000	Merged-chr2-76338983-25
Merged-chr17-47234560-18	chr17	47234325	47234823	+	0.000	0.000	Merged-chr17-47234560-18
Merged-chr1-171840729-47	chr1	171840416	171841031	+	0.000	0.000	Merged-chr1-171840729-47
Merged-chr10-59921087-38	chr10	59920781	59921472	+	0.000	0.000	Merged-chr10-59921087-38
Merged-chr8-128358520-155	chr8	128358017	128359011	+	0.000	0.000	Merged-chr8-128358520-155
Merged-chr4-63840132-1	chr4	63840034	63840232	+	0.000	0.000	Merged-chr4-63840132-1
Merged-chr5-100643875-96	chr5	100643216	100644447	+	0.000	0.000	Merged-chr5-100643875-96
Merged-chr1-178405626-2	chr1	178405492	178405763	+	0.000	0.000	Merged-chr1-178405626-2
Merged-chr1-192493045-1	chr1	192492947	192493145	+	0.000	0.000	Merged-chr1-192493045-1
Merged-chr2-77272026-8	chr2	77271813	77272203	+	0.000	0.000	Merged-chr2-77272026-8
Merged-chr7-79715462-56	chr7	79714872	79715922	+	0.000	0.000	Merged-chr7-79715462-56
Merged-chr5-38632599-22	chr5	38632417	38632842	+	0.000	0.000	Merged-chr5-38632599-22
Merged-chr16-24831230-9	chr16	24831039	24831399	+	0.000	0.000	Merged-chr16-24831230-9
Merged-chr7-68061621-1	chr7	68061523	68061721	+	0.000	0.000	Merged-chr7-68061621-1
Merged-chr9-95121353-17	chr9	95121076	95121561	+	0.000	0.000	Merged-chr9-95121353-17
Merged-chr12-3892053-9	chr12	3891788	3892267	+	0.000	0.000	Merged-chr12-3892053-9
Merged-chr4-120381159-28	chr4	120380715	120381391	+	0.000	0.000	Merged-chr4-120381159-28
Merged-chr14-61673418-8	chr14	61673232	61673594	+	0.000	0.000	Merged-chr14-61673418-8
Merged-chr6-37355580-18	chr6	37355393	37355831	+	0.000	0.000	Merged-chr6-37355580-18
Merged-chrX-100777014-69	chrX	100776758	100777255	+	0.000	0.000	Merged-chrX-100777014-69
Merged-chr2-77088171-1	chr2	77088073	77088271	+	0.000	0.000	Merged-chr2-77088171-1
Merged-chr3-37126124-62	chr3	37125670	37126642	+	0.000	0.000	Merged-chr3-37126124-62
Merged-chr17-47925435-1	chr17	47925337	47925535	+	0.000	0.000	Merged-chr17-47925435-1
Merged-chr17-31073520-38	chr17	31073331	31073750	+	0.000	0.000	Merged-chr17-31073520-38
Merged-chr1-164073445-60	chr1	164072779	164074108	+	0.000	0.000	Merged-chr1-164073445-60
Merged-chr12-28675418-69	chr12	28675158	28675708	+	0.000	0.000	Merged-chr12-28675418-69
Merged-chr2-68426201-4	chr2	68426050	68426328	+	0.000	0.000	Merged-chr2-68426201-4
Merged-chr5-35884735-14	chr5	35884371	35884996	+	0.000	0.000	Merged-chr5-35884735-14
Merged-chr6-48047519-4	chr6	48047304	48047794	+	0.000	0.000	Merged-chr6-48047519-4
Merged-chr4-63906254-14	chr4	63906093	63906421	+	0.000	0.000	Merged-chr4-63906254-14
Merged-chr11-3171956-1	chr11	3171858	3172056	+	0.000	0.000	Merged-chr11-3171956-1
Merged-chr2-132004928-41	chr2	132004769	132005121	+	0.000	0.000	Merged-chr2-132004928-41
Merged-chr16-24155121-14	chr16	24154916	24155341	+	0.000	0.000	Merged-chr16-24155121-14
Merged-chr14-57746158-94	chr14	57745637	57746566	+	0.000	0.000	Merged-chr14-57746158-94
Merged-chr16-97402099-85	chr16	97401497	97402374	+	0.000	0.000	Merged-chr16-97402099-85
Merged-chr5-35857976-32	chr5	35857324	35858422	+	0.000	0.000	Merged-chr5-35857976-32
Merged-chr4-33073054-38	chr4	33072859	33073264	+	0.000	0.000	Merged-chr4-33073054-38
Merged-chr14-70076912-39	chr14	70076513	70077364	+	0.000	0.000	Merged-chr14-70076912-39
Merged-chr14-78436741-6	chr14	78436572	78436995	+	0.000	0.000	Merged-chr14-78436741-6
Merged-chr5-54040612-9	chr5	54040452	54040768	+	0.000	0.000	Merged-chr5-54040612-9
Merged-chr17-26012151-57	chr17	26011984	26012343	+	0.000	0.000	Merged-chr17-26012151-57
Merged-chr15-58750240-28	chr15	58750052	58750520	+	0.000	0.000	Merged-chr15-58750240-28
Merged-chr11-113508478-30	chr11	113508182	113508959	+	0.000	0.000	Merged-chr11-113508478-30
Merged-chr16-76355111-106	chr16	76354848	76355607	+	0.000	0.000	Merged-chr16-76355111-106
Merged-chr4-149914394-27	chr4	149913817	149915021	+	0.000	0.000	Merged-chr4-149914394-27
Merged-chr5-147056200-56	chr5	147055857	147056518	+	0.000	0.000	Merged-chr5-147056200-56
Merged-chr4-152140751-7	chr4	152140631	152140901	+	0.000	0.000	Merged-chr4-152140751-7
Merged-chr6-99385322-22	chr6	99385143	99385495	+	0.000	0.000	Merged-chr6-99385322-22
Merged-chr16-57421651-1	chr16	57421553	57421751	+	0.000	0.000	Merged-chr16-57421651-1
Merged-chr7-49778462-70	chr7	49778188	49778864	+	0.000	0.000	Merged-chr7-49778462-70
Merged-chr7-3707175-8	chr7	3707035	3707324	+	0.000	0.000	Merged-chr7-3707175-8
Merged-chr3-121981151-1	chr3	121981053	121981251	+	0.000	0.000	Merged-chr3-121981151-1
Merged-chr13-43785178-35	chr13	43784909	43785410	+	0.000	0.000	Merged-chr13-43785178-35
Merged-chr15-81393662-1	chr15	81393564	81393762	+	0.000	0.000	Merged-chr15-81393662-1
Merged-chr3-52269240-36	chr3	52268867	52269644	+	0.000	0.000	Merged-chr3-52269240-36
Merged-chr17-63499023-9	chr17	63498867	63499153	+	0.000	0.000	Merged-chr17-63499023-9
Merged-chr5-65869924-1	chr5	65869826	65870024	+	0.000	0.000	Merged-chr5-65869924-1
Merged-chr1-106758978-1	chr1	106758880	106759078	+	0.000	0.000	Merged-chr1-106758978-1
Merged-chr1-40270679-1	chr1	40270581	40270779	+	0.000	0.000	Merged-chr1-40270679-1
Merged-chr16-76416397-52	chr16	76416039	76416774	+	0.000	0.000	Merged-chr16-76416397-52
Merged-chr19-57361016-100	chr19	57360537	57361336	+	0.000	0.000	Merged-chr19-57361016-100
Merged-chr2-61593525-121	chr2	61593246	61593763	+	0.000	0.000	Merged-chr2-61593525-121
Merged-chr11-113786064-7	chr11	113785876	113786274	+	0.000	0.000	Merged-chr11-113786064-7
Merged-chr1-60979583-29	chr1	60979132	60980050	+	0.000	0.000	Merged-chr1-60979583-29
Merged-chr12-36474390-19	chr12	36474139	36474694	+	0.000	0.000	Merged-chr12-36474390-19
Merged-chr10-116487356-53	chr10	116487061	116487701	+	0.000	0.000	Merged-chr10-116487356-53
Merged-chr19-53908307-4	chr19	53908185	53908427	+	0.000	0.000	Merged-chr19-53908307-4
Merged-chr6-129241948-1	chr6	129241850	129242048	+	0.000	0.000	Merged-chr6-129241948-1
Merged-chr4-137836034-23	chr4	137835810	137836220	+	0.000	0.000	Merged-chr4-137836034-23
Merged-chr8-84811046-12	chr8	84810789	84811225	+	0.000	0.000	Merged-chr8-84811046-12
Merged-chr6-121109326-10	chr6	121109078	121109648	+	0.000	0.000	Merged-chr6-121109326-10
Merged-chr4-63849353-15	chr4	63849205	63849520	+	0.000	0.000	Merged-chr4-63849353-15
Merged-chr10-94922247-13	chr10	94922045	94922436	+	0.000	0.000	Merged-chr10-94922247-13
Merged-chr11-33932389-100	chr11	33931639	33933084	+	0.000	0.000	Merged-chr11-33932389-100
Merged-chr9-67851346-1	chr9	67851248	67851446	+	0.000	0.000	Merged-chr9-67851346-1
Merged-chr13-92671922-24	chr13	92671524	92672220	+	0.000	0.000	Merged-chr13-92671922-24
Merged-chrX-167330775-21	chrX	167330355	167331218	+	0.000	0.000	Merged-chrX-167330775-21
Merged-chr13-28501043-27	chr13	28500783	28501272	+	0.000	0.000	Merged-chr13-28501043-27
Merged-chr6-145274256-8	chr6	145274111	145274448	+	0.000	0.000	Merged-chr6-145274256-8
Merged-chr4-152119602-1	chr4	152119504	152119702	+	0.000	0.000	Merged-chr4-152119602-1
Merged-chr11-113174221-33	chr11	113173972	113174425	+	0.000	0.000	Merged-chr11-113174221-33
Merged-chr17-8242346-5	chr17	8242213	8242484	+	0.000	0.000	Merged-chr17-8242346-5
Merged-chr10-63386693-47	chr10	63386466	63386968	+	0.000	0.000	Merged-chr10-63386693-47
Merged-chr16-89960655-20	chr16	89960442	89960990	+	0.000	0.000	Merged-chr16-89960655-20
Merged-chr6-144953133-29	chr6	144952897	144953538	+	0.000	0.000	Merged-chr6-144953133-29
Merged-chr2-6396232-31	chr2	6396006	6396491	+	0.000	0.000	Merged-chr2-6396232-31
Merged-chr14-45075107-35	chr14	45074838	45075354	+	0.000	0.000	Merged-chr14-45075107-35
Merged-chr2-6462544-11	chr2	6462341	6462726	+	0.000	0.000	Merged-chr2-6462544-11
Merged-chr16-24950458-1	chr16	24950360	24950558	+	0.000	0.000	Merged-chr16-24950458-1
Merged-chr4-63935809-58	chr4	63935377	63936307	+	0.000	0.000	Merged-chr4-63935809-58
Merged-chr18-79109786-142	chr18	79108673	79110540	+	0.000	0.000	Merged-chr18-79109786-142
Merged-chr17-5976563-19	chr17	5976306	5976741	+	0.000	0.000	Merged-chr17-5976563-19
Merged-chr13-112425641-6	chr13	112425504	112425780	+	0.000	0.000	Merged-chr13-112425641-6
Merged-chr10-127666111-5	chr10	127665808	127666437	+	0.000	0.000	Merged-chr10-127666111-5
Merged-chr1-131280429-28	chr1	131280248	131280640	+	0.000	0.000	Merged-chr1-131280429-28
Merged-chr8-106415432-52	chr8	106415176	106415697	+	0.000	0.000	Merged-chr8-106415432-52
Merged-chr5-138656967-14	chr5	138656736	138657233	+	0.000	0.000	Merged-chr5-138656967-14
Merged-chr7-64185486-19	chr7	64185243	64185746	+	0.000	0.000	Merged-chr7-64185486-19
Merged-chr2-103657968-40	chr2	103657682	103658424	+	0.000	0.000	Merged-chr2-103657968-40
Merged-chr1-39896761-43	chr1	39896384	39897028	+	0.000	0.000	Merged-chr1-39896761-43
Merged-chr1-164078589-50	chr1	164078133	164079064	+	0.000	0.000	Merged-chr1-164078589-50
Merged-chr3-51935087-24	chr3	51934845	51935282	+	0.000	0.000	Merged-chr3-51935087-24
Merged-chr9-123252996-28	chr9	123252812	123253223	+	0.000	0.000	Merged-chr9-123252996-28
Merged-chr9-85680180-31	chr9	85679812	85680497	+	0.000	0.000	Merged-chr9-85680180-31
Merged-chr13-53394210-1	chr13	53394112	53394310	+	0.000	0.000	Merged-chr13-53394210-1
Merged-chr1-164071322-8	chr1	164071126	164071544	+	0.000	0.000	Merged-chr1-164071322-8
Merged-chr4-53714308-82	chr4	53714132	53714623	+	0.000	0.000	Merged-chr4-53714308-82
Merged-chr11-3142857-101	chr11	3141947	3143524	+	0.000	0.000	Merged-chr11-3142857-101
Merged-chr9-114476878-62	chr9	114476564	114477195	+	0.000	0.000	Merged-chr9-114476878-62
Merged-chr6-128902189-21	chr6	128901951	128902406	+	0.000	0.000	Merged-chr6-128902189-21
Merged-chrX-7865862-63	chrX	7865505	7866220	+	0.000	0.000	Merged-chrX-7865862-63
Merged-chr16-18392830-78	chr16	18392325	18393390	+	0.000	0.000	Merged-chr16-18392830-78
Merged-chr13-109012483-1	chr13	109012385	109012583	+	0.000	0.000	Merged-chr13-109012483-1
Merged-chr5-86783243-43	chr5	86783048	86783508	+	0.000	0.000	Merged-chr5-86783243-43
Merged-chr12-85664426-3	chr12	85664309	85664548	+	0.000	0.000	Merged-chr12-85664426-3
Merged-chr14-122534294-63	chr14	122533986	122534561	+	0.000	0.000	Merged-chr14-122534294-63
Merged-chr10-13997476-24	chr10	13997070	13997675	+	0.000	0.000	Merged-chr10-13997476-24
Merged-chr6-146371835-1	chr6	146371737	146371935	+	0.000	0.000	Merged-chr6-146371835-1
Merged-chr9-41004686-23	chr9	41004514	41004923	+	0.000	0.000	Merged-chr9-41004686-23
Merged-chr14-101470106-24	chr14	101469889	101470409	+	0.000	0.000	Merged-chr14-101470106-24
Merged-chr18-53418017-24	chr18	53417772	53418322	+	0.000	0.000	Merged-chr18-53418017-24
Merged-chr11-102393451-21	chr11	102393136	102393815	+	0.000	0.000	Merged-chr11-102393451-21
Merged-chr1-165736327-32	chr1	165736034	165736585	+	0.000	0.000	Merged-chr1-165736327-32
Merged-chr3-101056914-14	chr3	101056712	101057186	+	0.000	0.000	Merged-chr3-101056914-14
Merged-chr9-85710514-26	chr9	85710229	85710771	+	0.000	0.000	Merged-chr9-85710514-26
Merged-chr5-64917961-22	chr5	64917683	64918194	+	0.000	0.000	Merged-chr5-64917961-22
Merged-chr9-61545141-1	chr9	61545043	61545241	+	0.000	0.000	Merged-chr9-61545141-1
Merged-chr2-165791940-3	chr2	165791839	165792045	+	0.000	0.000	Merged-chr2-165791940-3
Merged-chr4-32217271-122	chr4	32216337	32218010	+	0.000	0.000	Merged-chr4-32217271-122
Merged-chr10-116473728-88	chr10	116473461	116474416	+	0.000	0.000	Merged-chr10-116473728-88
Merged-chr9-96646706-23	chr9	96646169	96647024	+	0.000	0.000	Merged-chr9-96646706-23
Merged-chr4-33273596-7	chr4	33273459	33273726	+	0.000	0.000	Merged-chr4-33273596-7
Merged-chr18-35850892-1	chr18	35850794	35850992	+	0.000	0.000	Merged-chr18-35850892-1
Merged-chr10-78465004-63	chr10	78464722	78465266	+	0.000	0.000	Merged-chr10-78465004-63
Merged-chrX-57185087-24	chrX	57184928	57185294	+	0.000	0.000	Merged-chrX-57185087-24
Merged-chr12-16136516-15	chr12	16136323	16136710	+	0.000	0.000	Merged-chr12-16136516-15
Merged-chr9-40997373-39	chr9	40997185	40997565	+	0.000	0.000	Merged-chr9-40997373-39
Merged-chr2-32404879-13	chr2	32404677	32405066	+	0.000	0.000	Merged-chr2-32404879-13
Merged-chr13-109238092-3	chr13	109237984	109238202	+	0.000	0.000	Merged-chr13-109238092-3
Merged-chr15-102517077-26	chr15	102516866	102517294	+	0.000	0.000	Merged-chr15-102517077-26
Merged-chr2-140092228-1	chr2	140092130	140092328	+	0.000	0.000	Merged-chr2-140092228-1
Merged-chr11-113064807-7	chr11	113064563	113065001	+	0.000	0.000	Merged-chr11-113064807-7
Merged-chr4-102918925-26	chr4	102918705	102919151	+	0.000	0.000	Merged-chr4-102918925-26
Merged-chr5-75690095-1	chr5	75689997	75690195	+	0.000	0.000	Merged-chr5-75690095-1
Merged-chr6-99252101-10	chr6	99251928	99252330	+	0.000	0.000	Merged-chr6-99252101-10
Merged-chr13-5165962-1	chr13	5165864	5166062	+	0.000	0.000	Merged-chr13-5165962-1
Merged-chr6-59265419-13	chr6	59265202	59265585	+	0.000	0.000	Merged-chr6-59265419-13
Merged-chr1-190899258-1	chr1	190899160	190899358	+	0.000	0.000	Merged-chr1-190899258-1
Merged-chr11-3132178-2	chr11	3131995	3132363	+	0.000	0.000	Merged-chr11-3132178-2
Merged-chr16-30676152-12	chr16	30675967	30676309	+	0.000	0.000	Merged-chr16-30676152-12
Merged-chr13-48516187-54	chr13	48515915	48516409	+	0.000	0.000	Merged-chr13-48516187-54
Merged-chr16-97460765-4	chr16	97460600	97460914	+	0.000	0.000	Merged-chr16-97460765-4
Merged-chr4-148940822-21	chr4	148940565	148941143	+	0.000	0.000	Merged-chr4-148940822-21
Merged-chr15-53308754-31	chr15	53308530	53309005	+	0.000	0.000	Merged-chr15-53308754-31
Merged-chr12-116077743-55	chr12	116077133	116078009	+	0.000	0.000	Merged-chr12-116077743-55
Merged-chr8-119570093-35	chr8	119569865	119570289	+	0.000	0.000	Merged-chr8-119570093-35
Merged-chr16-24933911-8	chr16	24933665	24934111	+	0.000	0.000	Merged-chr16-24933911-8
Merged-chr11-44520256-56	chr11	44519983	44520461	+	0.000	0.000	Merged-chr11-44520256-56
Merged-chr6-121210795-40	chr6	121210498	121211165	+	0.000	0.000	Merged-chr6-121210795-40
Merged-chr11-4135322-68	chr11	4135057	4135598	+	0.000	0.000	Merged-chr11-4135322-68
Merged-chr9-70502820-1	chr9	70502722	70502920	+	0.000	0.000	Merged-chr9-70502820-1
Merged-chr3-138841387-35	chr3	138841117	138841664	+	0.000	0.000	Merged-chr3-138841387-35
Merged-chr13-28557249-20	chr13	28556913	28557506	+	0.000	0.000	Merged-chr13-28557249-20
Merged-chr18-61203937-17	chr18	61203761	61204224	+	0.000	0.000	Merged-chr18-61203937-17
Merged-chr4-32249273-3	chr4	32249145	32249392	+	0.000	0.000	Merged-chr4-32249273-3
Merged-chr11-3153877-52	chr11	3153573	3154362	+	0.000	0.000	Merged-chr11-3153877-52
Merged-chr2-34969662-3	chr2	34969538	34969805	+	0.000	0.000	Merged-chr2-34969662-3
Merged-chr15-36282090-18	chr15	36281858	36282352	+	0.000	0.000	Merged-chr15-36282090-18
Merged-chr13-92241716-35	chr13	92241480	92241974	+	0.000	0.000	Merged-chr13-92241716-35
Merged-chr17-32944718-11	chr17	32944569	32944836	+	0.000	0.000	Merged-chr17-32944718-11
Merged-chr17-35200932-2	chr17	35200817	35201050	+	0.000	0.000	Merged-chr17-35200932-2
Merged-chr18-34888660-2	chr18	34888562	34888760	+	0.000	0.000	Merged-chr18-34888660-2
Merged-chr13-3890264-8	chr13	3890117	3890396	+	0.000	0.000	Merged-chr13-3890264-8
Merged-chr11-87662654-50	chr11	87662359	87662917	+	0.000	0.000	Merged-chr11-87662654-50
Merged-chr3-68830156-17	chr3	68829874	68830351	+	0.000	0.000	Merged-chr3-68830156-17
Merged-chr10-12614708-18	chr10	12614420	12615023	+	0.000	0.000	Merged-chr10-12614708-18
Merged-chr2-112504437-3	chr2	112504311	112504566	+	0.000	0.000	Merged-chr2-112504437-3
Merged-chr7-98178228-64	chr7	98177984	98178448	+	0.000	0.000	Merged-chr7-98178228-64
Merged-chr2-158410869-4	chr2	158410663	158411063	+	0.000	0.000	Merged-chr2-158410869-4
Merged-chr4-88046485-60	chr4	88046255	88046678	+	0.000	0.000	Merged-chr4-88046485-60
Merged-chr4-119292993-23	chr4	119292748	119293319	+	0.000	0.000	Merged-chr4-119292993-23
Merged-chr11-69418987-65	chr11	69418682	69419372	+	0.000	0.000	Merged-chr11-69418987-65
Merged-chr19-12477129-16	chr19	12476938	12477327	+	0.000	0.000	Merged-chr19-12477129-16
Merged-chr12-117534555-3	chr12	117534372	117534776	+	0.000	0.000	Merged-chr12-117534555-3
Merged-chr16-57391412-52	chr16	57391297	57391531	+	0.000	0.000	Merged-chr16-57391412-52
Merged-chr6-99494369-1	chr6	99494271	99494469	+	0.000	0.000	Merged-chr6-99494369-1
Merged-chr6-144329601-7	chr6	144329462	144329823	+	0.000	0.000	Merged-chr6-144329601-7
Merged-chr3-63899109-67	chr3	63898641	63899720	+	0.000	0.000	Merged-chr3-63899109-67
Merged-chr6-129233058-42	chr6	129232869	129233290	+	0.000	0.000	Merged-chr6-129233058-42
Merged-chr5-75622641-9	chr5	75622220	75622990	+	0.000	0.000	Merged-chr5-75622641-9
Merged-chr12-15998568-37	chr12	15998325	15999029	+	0.000	0.000	Merged-chr12-15998568-37
Merged-chr17-64332180-104	chr17	64331849	64332459	+	0.000	0.000	Merged-chr17-64332180-104
Merged-chr9-61668916-18	chr9	61668749	61669068	+	0.000	0.000	Merged-chr9-61668916-18
Merged-chr4-152131321-112	chr4	152130986	152131862	+	0.000	0.000	Merged-chr4-152131321-112
Merged-chr8-18850232-3	chr8	18850130	18850339	+	0.000	0.000	Merged-chr8-18850232-3
Merged-chr7-12978119-80	chr7	12977939	12978486	+	0.000	0.000	Merged-chr7-12978119-80
Merged-chr6-134566901-76	chr6	134566492	134567242	+	0.000	0.000	Merged-chr6-134566901-76
Merged-chr4-86725378-12	chr4	86725189	86725564	+	0.000	0.000	Merged-chr4-86725378-12
Merged-chr2-68466815-2	chr2	68466705	68466927	+	0.000	0.000	Merged-chr2-68466815-2
Merged-chr17-83335350-24	chr17	83335170	83335525	+	0.000	0.000	Merged-chr17-83335350-24
Merged-chr16-92060091-18	chr16	92059759	92060306	+	0.000	0.000	Merged-chr16-92060091-18
Merged-chr16-44961215-1	chr16	44961117	44961315	+	0.000	0.000	Merged-chr16-44961215-1
Merged-chr8-10006973-74	chr8	10006339	10007561	+	0.000	0.000	Merged-chr8-10006973-74
Merged-chr17-35218892-30	chr17	35218674	35219250	+	0.000	0.000	Merged-chr17-35218892-30
Merged-chr3-131167877-5	chr3	131167678	131168042	+	0.000	0.000	Merged-chr3-131167877-5
Merged-chr8-15019042-1	chr8	15018944	15019142	+	0.000	0.000	Merged-chr8-15019042-1
Merged-chr9-48538454-59	chr9	48538212	48538638	+	0.000	0.000	Merged-chr9-48538454-59
Merged-chr15-64250975-3	chr15	64250830	64251157	+	0.000	0.000	Merged-chr15-64250975-3
Merged-chr16-10788652-37	chr16	10788252	10788951	+	0.000	0.000	Merged-chr16-10788652-37
Merged-chr16-91057367-6	chr16	91057121	91057543	+	0.000	0.000	Merged-chr16-91057367-6
Merged-chr10-42888420-50	chr10	42888163	42888601	+	0.000	0.000	Merged-chr10-42888420-50
Merged-chr6-85333277-106	chr6	85333048	85333552	+	0.000	0.000	Merged-chr6-85333277-106
Merged-chr11-32039842-30	chr11	32039535	32040096	+	0.000	0.000	Merged-chr11-32039842-30
Merged-chr14-101481280-1	chr14	101481182	101481380	+	0.000	0.000	Merged-chr14-101481280-1
Merged-chr1-136658709-14	chr1	136658454	136658998	+	0.000	0.000	Merged-chr1-136658709-14
Merged-chr1-173456559-25	chr1	173456193	173456803	+	0.000	0.000	Merged-chr1-173456559-25
Merged-chr9-94669573-37	chr9	94669244	94669812	+	0.000	0.000	Merged-chr9-94669573-37
Merged-chr10-115406653-18	chr10	115406466	115406805	+	0.000	0.000	Merged-chr10-115406653-18
Merged-chr3-62506895-65	chr3	62506539	62507111	+	0.000	0.000	Merged-chr3-62506895-65
Merged-chrX-57200663-17	chrX	57200424	57200877	+	0.000	0.000	Merged-chrX-57200663-17
Merged-chr1-94053106-6	chr1	94052997	94053217	+	0.000	0.000	Merged-chr1-94053106-6
Merged-chr11-119345028-19	chr11	119344737	119345229	+	0.000	0.000	Merged-chr11-119345028-19
Merged-chr1-82834713-10	chr1	82834577	82834859	+	0.000	0.000	Merged-chr1-82834713-10
Merged-chr1-153691138-32	chr1	153690731	153691449	+	0.000	0.000	Merged-chr1-153691138-32
Merged-chr1-67061660-57	chr1	67061283	67061923	+	0.000	0.000	Merged-chr1-67061660-57
Merged-chr15-86021372-1	chr15	86021274	86021472	+	0.000	0.000	Merged-chr15-86021372-1
Merged-chr14-61773241-2	chr14	61773143	61773342	+	0.000	0.000	Merged-chr14-61773241-2
Merged-chr10-121694737-9	chr10	121694492	121695014	+	0.000	0.000	Merged-chr10-121694737-9
Merged-chr14-61651236-1	chr14	61651138	61651336	+	0.000	0.000	Merged-chr14-61651236-1
Merged-chr4-45084022-1	chr4	45083924	45084122	+	0.000	0.000	Merged-chr4-45084022-1
Merged-chr6-91509519-24	chr6	91509283	91509830	+	0.000	0.000	Merged-chr6-91509519-24
Merged-chr7-99828320-56	chr7	99828073	99828504	+	0.000	0.000	Merged-chr7-99828320-56
Merged-chr11-97400516-28	chr11	97400358	97400708	+	0.000	0.000	Merged-chr11-97400516-28
Merged-chr15-9569667-1	chr15	9569569	9569767	+	0.000	0.000	Merged-chr15-9569667-1
Merged-chr11-21082954-17	chr11	21082654	21083230	+	0.000	0.000	Merged-chr11-21082954-17
Merged-chr10-117640177-35	chr10	117639909	117640366	+	0.000	0.000	Merged-chr10-117640177-35
Merged-chr5-41845203-8	chr5	41845060	41845330	+	0.000	0.000	Merged-chr5-41845203-8
Merged-chr2-135725805-3	chr2	135725690	135725941	+	0.000	0.000	Merged-chr2-135725805-3
Merged-chr12-54187652-1	chr12	54187554	54187752	+	0.000	0.000	Merged-chr12-54187652-1
Merged-chr14-60790297-14	chr14	60790011	60790508	+	0.000	0.000	Merged-chr14-60790297-14
Merged-chr13-108667281-5	chr13	108667105	108667450	+	0.000	0.000	Merged-chr13-108667281-5
Merged-chr7-24517301-15	chr7	24516994	24517593	+	0.000	0.000	Merged-chr7-24517301-15
Merged-chr2-24745465-17	chr2	24745256	24745689	+	0.000	0.000	Merged-chr2-24745465-17
Merged-chr9-109095422-79	chr9	109095008	109095808	+	0.000	0.000	Merged-chr9-109095422-79
Merged-chr2-10314461-2	chr2	10314345	10314580	+	0.000	0.000	Merged-chr2-10314461-2
Merged-chr13-58385175-66	chr13	58384969	58385425	+	0.000	0.000	Merged-chr13-58385175-66
Merged-chr16-16302962-82	chr16	16302570	16303330	+	0.000	0.000	Merged-chr16-16302962-82
Merged-chr7-92463612-13	chr7	92463318	92463833	+	0.000	0.000	Merged-chr7-92463612-13
Merged-chr10-67943690-5	chr10	67943565	67943820	+	0.000	0.000	Merged-chr10-67943690-5
Merged-chr7-120921372-21	chr7	120921233	120921526	+	0.000	0.000	Merged-chr7-120921372-21
Merged-chr8-72572096-21	chr8	72571785	72572331	+	0.000	0.000	Merged-chr8-72572096-21
Merged-chr1-136624907-119	chr1	136624493	136625260	+	0.000	0.000	Merged-chr1-136624907-119
Merged-chr16-33708307-58	chr16	33708035	33708692	+	0.000	0.000	Merged-chr16-33708307-58
Merged-chr5-121593794-58	chr5	121593557	121594009	+	0.000	0.000	Merged-chr5-121593794-58
Merged-chr17-84191092-7	chr17	84190961	84191240	+	0.000	0.000	Merged-chr17-84191092-7
Merged-chr6-134147630-1	chr6	134147532	134147730	+	0.000	0.000	Merged-chr6-134147630-1
Merged-chr2-34991107-1	chr2	34991009	34991207	+	0.000	0.000	Merged-chr2-34991107-1
Merged-chr2-26225343-1	chr2	26225245	26225443	+	0.000	0.000	Merged-chr2-26225343-1
Merged-chr10-13993632-56	chr10	13993400	13993910	+	0.000	0.000	Merged-chr10-13993632-56
Merged-chrX-57177488-49	chrX	57177283	57177763	+	0.000	0.000	Merged-chrX-57177488-49
Merged-chr1-127240112-40	chr1	127239827	127240382	+	0.000	0.000	Merged-chr1-127240112-40
Merged-chr3-106462412-68	chr3	106462194	106462655	+	0.000	0.000	Merged-chr3-106462412-68
Merged-chr12-117427583-31	chr12	117427374	117427801	+	0.000	0.000	Merged-chr12-117427583-31
Merged-chr7-78597862-108	chr7	78597603	78598404	+	0.000	0.000	Merged-chr7-78597862-108
Merged-chr2-170129769-27	chr2	170129490	170130072	+	0.000	0.000	Merged-chr2-170129769-27
Merged-chr11-3185948-7	chr11	3185729	3186298	+	0.000	0.000	Merged-chr11-3185948-7
Merged-chr6-48445520-29	chr6	48445098	48445912	+	0.000	0.000	Merged-chr6-48445520-29
Merged-chr1-128592203-155	chr1	128591708	128592906	+	0.000	0.000	Merged-chr1-128592203-155
Merged-chr7-73532440-1	chr7	73532342	73532540	+	0.000	0.000	Merged-chr7-73532440-1
Merged-chr2-59326202-1	chr2	59326104	59326302	+	0.000	0.000	Merged-chr2-59326202-1
Merged-chr2-69712301-22	chr2	69712174	69712518	+	0.000	0.000	Merged-chr2-69712301-22
Merged-chr3-51637013-67	chr3	51636740	51637223	+	0.000	0.000	Merged-chr3-51637013-67
Merged-chr6-133960914-20	chr6	133960617	133961163	+	0.000	0.000	Merged-chr6-133960914-20
Merged-chr11-4438475-3	chr11	4438338	4438626	+	0.000	0.000	Merged-chr11-4438475-3
Merged-chr15-59081774-115	chr15	59080806	59082390	+	0.000	0.000	Merged-chr15-59081774-115
