#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.up.bed
Merged-chr13-25020260-54	chr13	25019995	25020597	+	0.000	0.000	Merged-chr13-25020260-54
Merged-chr17-78203632-1	chr17	78203534	78203732	+	0.000	0.000	Merged-chr17-78203632-1
Merged-chr5-43924057-20	chr5	43923874	43924260	+	0.000	0.000	Merged-chr5-43924057-20
Merged-chr9-123717146-2	chr9	123717048	123717246	+	0.000	0.000	Merged-chr9-123717146-2
Merged-chr6-51612673-21	chr6	51612406	51612926	+	0.000	0.000	Merged-chr6-51612673-21
Merged-chr5-140586794-18	chr5	140586594	140586959	+	0.000	0.000	Merged-chr5-140586794-18
Merged-chr1-171782627-54	chr1	171782298	171782871	+	0.000	0.000	Merged-chr1-171782627-54
Merged-chr7-13288748-17	chr7	13288575	13288955	+	0.000	0.000	Merged-chr7-13288748-17
Merged-chr17-77670913-1	chr17	77670815	77671013	+	0.000	0.000	Merged-chr17-77670913-1
Merged-chr6-129623841-1	chr6	129623743	129623941	+	0.000	0.000	Merged-chr6-129623841-1
Merged-chr9-120073346-13	chr9	120072986	120073548	+	0.000	0.000	Merged-chr9-120073346-13
Merged-chr6-50392107-8	chr6	50391872	50392279	+	0.000	0.000	Merged-chr6-50392107-8
Merged-chr2-45188309-1	chr2	45188211	45188409	+	0.000	0.000	Merged-chr2-45188309-1
Merged-chr18-56378157-31	chr18	56377944	56378466	+	0.000	0.000	Merged-chr18-56378157-31
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr15-34238193-61	chr15	34237857	34238503	+	0.000	0.000	Merged-chr15-34238193-61
Merged-chr12-32146746-11	chr12	32146524	32146956	+	0.000	0.000	Merged-chr12-32146746-11
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr1-97660989-15	chr1	97660743	97661173	+	0.000	0.000	Merged-chr1-97660989-15
Merged-chr11-101194568-1	chr11	101194470	101194668	+	0.000	0.000	Merged-chr11-101194568-1
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr18-89325469-1	chr18	89325371	89325569	+	0.000	0.000	Merged-chr18-89325469-1
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr2-29803526-8	chr2	29803367	29803717	+	0.000	0.000	Merged-chr2-29803526-8
Merged-chr1-65178957-152	chr1	65178642	65179282	+	0.000	0.000	Merged-chr1-65178957-152
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr6-54224603-8	chr6	54224428	54224782	+	0.000	0.000	Merged-chr6-54224603-8
Merged-chr19-10203304-1	chr19	10203206	10203404	+	0.000	0.000	Merged-chr19-10203304-1
Merged-chr1-144215493-29	chr1	144215260	144215722	+	0.000	0.000	Merged-chr1-144215493-29
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr2-121509743-3	chr2	121509597	121509895	+	0.000	0.000	Merged-chr2-121509743-3
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr15-96684531-29	chr15	96684324	96684852	+	0.000	0.000	Merged-chr15-96684531-29
Merged-chr7-66292206-13	chr7	66292062	66292456	+	0.000	0.000	Merged-chr7-66292206-13
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr12-73715551-1	chr12	73715453	73715651	+	0.000	0.000	Merged-chr12-73715551-1
Merged-chr9-123763113-4	chr9	123762988	123763284	+	0.000	0.000	Merged-chr9-123763113-4
Merged-chr13-5864557-62	chr13	5864338	5864746	+	0.000	0.000	Merged-chr13-5864557-62
Merged-chr19-10880366-39	chr19	10880095	10880703	+	0.000	0.000	Merged-chr19-10880366-39
Merged-chr11-121706633-48	chr11	121706410	121706815	+	0.000	0.000	Merged-chr11-121706633-48
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr6-97387514-39	chr6	97387239	97387817	+	0.000	0.000	Merged-chr6-97387514-39
Merged-chr1-120264126-1	chr1	120264028	120264226	+	0.000	0.000	Merged-chr1-120264126-1
Merged-chr11-106999428-68	chr11	106999066	106999787	+	0.000	0.000	Merged-chr11-106999428-68
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr19-5846760-17	chr19	5846577	5846979	+	0.000	0.000	Merged-chr19-5846760-17
Merged-chr1-133046313-74	chr1	133046039	133046692	+	0.000	0.000	Merged-chr1-133046313-74
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr10-17919848-1	chr10	17919750	17919948	+	0.000	0.000	Merged-chr10-17919848-1
Merged-chr2-92055769-38	chr2	92055431	92056211	+	0.000	0.000	Merged-chr2-92055769-38
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr4-150802022-1	chr4	150801924	150802122	+	0.000	0.000	Merged-chr4-150802022-1
Merged-chr6-66896636-91	chr6	66896288	66897035	+	0.000	0.000	Merged-chr6-66896636-91
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr10-77627323-3	chr10	77627195	77627484	+	0.000	0.000	Merged-chr10-77627323-3
Merged-chr19-41365730-30	chr19	41365539	41366036	+	0.000	0.000	Merged-chr19-41365730-30
Merged-chr18-56469309-53	chr18	56469014	56469689	+	0.000	0.000	Merged-chr18-56469309-53
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr1-85986038-7	chr1	85985839	85986220	+	0.000	0.000	Merged-chr1-85986038-7
Merged-chr4-133631611-28	chr4	133631322	133631944	+	0.000	0.000	Merged-chr4-133631611-28
Merged-chr5-100719694-58	chr5	100719308	100720017	+	0.000	0.000	Merged-chr5-100719694-58
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr4-103109726-1	chr4	103109628	103109826	+	0.000	0.000	Merged-chr4-103109726-1
Merged-chr2-155518074-63	chr2	155517869	155518363	+	0.000	0.000	Merged-chr2-155518074-63
Merged-chr4-133614553-6	chr4	133614391	133614681	+	0.000	0.000	Merged-chr4-133614553-6
Merged-chr10-75798089-61	chr10	75797745	75798575	+	0.000	0.000	Merged-chr10-75798089-61
Merged-chr9-83440532-1	chr9	83440434	83440632	+	0.000	0.000	Merged-chr9-83440532-1
Merged-chr11-68502596-20	chr11	68502368	68502808	+	0.000	0.000	Merged-chr11-68502596-20
Merged-chr17-8388700-3	chr17	8388460	8388899	+	0.000	0.000	Merged-chr17-8388700-3
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr19-10183021-72	chr19	10182556	10183273	+	0.000	0.000	Merged-chr19-10183021-72
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr8-124260405-50	chr8	124260179	124260635	+	0.000	0.000	Merged-chr8-124260405-50
Merged-chr11-46437293-76	chr11	46436865	46437791	+	0.000	0.000	Merged-chr11-46437293-76
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr6-50387910-30	chr6	50387725	50388071	+	0.000	0.000	Merged-chr6-50387910-30
Merged-chr9-107313062-65	chr9	107312786	107313312	+	0.000	0.000	Merged-chr9-107313062-65
Merged-chr16-95762105-29	chr16	95761846	95762361	+	0.000	0.000	Merged-chr16-95762105-29
Merged-chr7-66185560-38	chr7	66185335	66185735	+	0.000	0.000	Merged-chr7-66185560-38
Merged-chr7-110109267-48	chr7	110109039	110109558	+	0.000	0.000	Merged-chr7-110109267-48
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr15-97839672-4	chr15	97839568	97839778	+	0.000	0.000	Merged-chr15-97839672-4
Merged-chr13-107967058-4	chr13	107966930	107967195	+	0.000	0.000	Merged-chr13-107967058-4
Merged-chr2-45139148-28	chr2	45138924	45139478	+	0.000	0.000	Merged-chr2-45139148-28
Merged-chr13-41484194-27	chr13	41484006	41484356	+	0.000	0.000	Merged-chr13-41484194-27
Merged-chr2-92059696-70	chr2	92059105	92060175	+	0.000	0.000	Merged-chr2-92059696-70
Merged-chr6-54096523-11	chr6	54096243	54096723	+	0.000	0.000	Merged-chr6-54096523-11
Merged-chr5-149509266-2	chr5	149509164	149509371	+	0.000	0.000	Merged-chr5-149509266-2
Merged-chr1-161744288-1	chr1	161744190	161744388	+	0.000	0.000	Merged-chr1-161744288-1
Merged-chr4-109670389-4	chr4	109670279	109670509	+	0.000	0.000	Merged-chr4-109670389-4
Merged-chr19-5272335-5	chr19	5272014	5272710	+	0.000	0.000	Merged-chr19-5272335-5
Merged-chr1-171796405-6	chr1	171796261	171796543	+	0.000	0.000	Merged-chr1-171796405-6
Merged-chr5-107725253-4	chr5	107725155	107725353	+	0.000	0.000	Merged-chr5-107725253-4
Merged-chr6-113668955-38	chr6	113668782	113669164	+	0.000	0.000	Merged-chr6-113668955-38
Merged-chr10-40125408-12	chr10	40125261	40125558	+	0.000	0.000	Merged-chr10-40125408-12
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chr10-76543066-52	chr10	76542762	76543301	+	0.000	0.000	Merged-chr10-76543066-52
Merged-chr11-101177169-3	chr11	101176990	101177310	+	0.000	0.000	Merged-chr11-101177169-3
Merged-chr6-50455825-117	chr6	50455647	50456032	+	0.000	0.000	Merged-chr6-50455825-117
Merged-chr10-111540029-37	chr10	111539821	111540264	+	0.000	0.000	Merged-chr10-111540029-37
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
Merged-chr7-67500556-27	chr7	67500369	67500730	+	0.000	0.000	Merged-chr7-67500556-27
Merged-chr15-80618075-3	chr15	80617868	80618247	+	0.000	0.000	Merged-chr15-80618075-3
Merged-chr7-66230424-40	chr7	66230136	66230634	+	0.000	0.000	Merged-chr7-66230424-40
Merged-chr2-45112966-1	chr2	45112868	45113066	+	0.000	0.000	Merged-chr2-45112966-1
Merged-chr2-144343268-23	chr2	144342944	144343485	+	0.000	0.000	Merged-chr2-144343268-23
Merged-chr18-89212381-24	chr18	89212139	89212594	+	0.000	0.000	Merged-chr18-89212381-24
Merged-chr1-193264038-89	chr1	193263767	193264480	+	0.000	0.000	Merged-chr1-193264038-89
Merged-chr13-53069490-8	chr13	53069292	53069694	+	0.000	0.000	Merged-chr13-53069490-8
Merged-chr18-66429331-35	chr18	66429029	66429632	+	0.000	0.000	Merged-chr18-66429331-35
Merged-chr8-122432955-76	chr8	122432606	122433297	+	0.000	0.000	Merged-chr8-122432955-76
Merged-chr1-193231215-10	chr1	193230987	193231524	+	0.000	0.000	Merged-chr1-193231215-10
Merged-chr18-70611498-71	chr18	70610234	70612257	+	0.000	0.000	Merged-chr18-70611498-71
Merged-chr11-106329913-15	chr11	106329654	106330096	+	0.000	0.000	Merged-chr11-106329913-15
Merged-chr7-63985848-27	chr7	63985386	63986415	+	0.000	0.000	Merged-chr7-63985848-27
Merged-chr5-23712510-79	chr5	23712184	23712913	+	0.000	0.000	Merged-chr5-23712510-79
Merged-chr2-3277691-9	chr2	3277496	3277903	+	0.000	0.000	Merged-chr2-3277691-9
Merged-chr3-94379948-32	chr3	94379576	94380276	+	0.000	0.000	Merged-chr3-94379948-32
Merged-chr15-83464613-68	chr15	83464347	83464872	+	0.000	0.000	Merged-chr15-83464613-68
Merged-chr13-115103921-1	chr13	115103823	115104021	+	0.000	0.000	Merged-chr13-115103921-1
Merged-chr5-21438636-26	chr5	21438363	21438838	+	0.000	0.000	Merged-chr5-21438636-26
Merged-chr13-33005853-1	chr13	33005755	33005953	+	0.000	0.000	Merged-chr13-33005853-1
Merged-chr1-9859361-47	chr1	9859095	9859545	+	0.000	0.000	Merged-chr1-9859361-47
Merged-chr12-32202051-6	chr12	32201889	32202202	+	0.000	0.000	Merged-chr12-32202051-6
Merged-chr7-112238008-1	chr7	112237910	112238108	+	0.000	0.000	Merged-chr7-112238008-1
Merged-chr12-100871796-44	chr12	100871592	100872116	+	0.000	0.000	Merged-chr12-100871796-44
Merged-chr4-15266515-5	chr4	15266352	15266678	+	0.000	0.000	Merged-chr4-15266515-5
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr1-151572860-7	chr1	151572673	151573027	+	0.000	0.000	Merged-chr1-151572860-7
Merged-chr3-59222464-17	chr3	59222257	59222657	+	0.000	0.000	Merged-chr3-59222464-17
Merged-chr11-69066917-10	chr11	69066617	69067106	+	0.000	0.000	Merged-chr11-69066917-10
Merged-chr8-83612196-3	chr8	83612024	83612342	+	0.000	0.000	Merged-chr8-83612196-3
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr12-73616927-7	chr12	73616752	73617075	+	0.000	0.000	Merged-chr12-73616927-7
Merged-chr6-50390473-40	chr6	50390284	50390650	+	0.000	0.000	Merged-chr6-50390473-40
Merged-chr2-60962761-96	chr2	60961870	60963370	+	0.000	0.000	Merged-chr2-60962761-96
Merged-chr19-5956915-3	chr19	5956785	5957043	+	0.000	0.000	Merged-chr19-5956915-3
Merged-chr17-24162973-2	chr17	24162871	24163077	+	0.000	0.000	Merged-chr17-24162973-2
Merged-chr13-38152778-13	chr13	38152627	38152947	+	0.000	0.000	Merged-chr13-38152778-13
Merged-chr7-112225883-54	chr7	112225651	112226201	+	0.000	0.000	Merged-chr7-112225883-54
Merged-chr2-129285453-11	chr2	129285261	129285687	+	0.000	0.000	Merged-chr2-129285453-11
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr15-31239940-27	chr15	31239672	31240274	+	0.000	0.000	Merged-chr15-31239940-27
Merged-chr2-158768121-83	chr2	158767745	158768387	+	0.000	0.000	Merged-chr2-158768121-83
Merged-chr13-35815874-2	chr13	35815744	35816007	+	0.000	0.000	Merged-chr13-35815874-2
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr10-83096825-2	chr10	83096725	83096928	+	0.000	0.000	Merged-chr10-83096825-2
Merged-chr4-59132766-28	chr4	59132435	59133086	+	0.000	0.000	Merged-chr4-59132766-28
Merged-chr2-103744124-20	chr2	103743921	103744320	+	0.000	0.000	Merged-chr2-103744124-20
Merged-chr13-12521905-15	chr13	12521724	12522068	+	0.000	0.000	Merged-chr13-12521905-15
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr12-73604732-122	chr12	73604344	73605204	+	0.000	0.000	Merged-chr12-73604732-122
Merged-chr13-107926533-9	chr13	107926336	107926789	+	0.000	0.000	Merged-chr13-107926533-9
Merged-chr8-83622470-33	chr8	83622282	83622693	+	0.000	0.000	Merged-chr8-83622470-33
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr9-83835459-1	chr9	83835361	83835559	+	0.000	0.000	Merged-chr9-83835459-1
Merged-chr12-32183013-17	chr12	32182736	32183372	+	0.000	0.000	Merged-chr12-32183013-17
Merged-chr13-41453592-40	chr13	41453379	41453838	+	0.000	0.000	Merged-chr13-41453592-40
Merged-chr15-76710105-1	chr15	76710007	76710205	+	0.000	0.000	Merged-chr15-76710105-1
Merged-chr10-21947042-21	chr10	21946878	21947210	+	0.000	0.000	Merged-chr10-21947042-21
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr1-43446070-79	chr1	43445594	43446717	+	0.000	0.000	Merged-chr1-43446070-79
Merged-chr19-9940029-12	chr19	9939890	9940202	+	0.000	0.000	Merged-chr19-9940029-12
Merged-chr2-165627783-1	chr2	165627685	165627883	+	0.000	0.000	Merged-chr2-165627783-1
Merged-chr13-113615129-71	chr13	113614896	113615663	+	0.000	0.000	Merged-chr13-113615129-71
Merged-chr8-124232268-3	chr8	124232151	124232388	+	0.000	0.000	Merged-chr8-124232268-3
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr15-55852907-4	chr15	55852785	55853040	+	0.000	0.000	Merged-chr15-55852907-4
Merged-chr10-118418378-1	chr10	118418280	118418478	+	0.000	0.000	Merged-chr10-118418378-1
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr7-66109972-161	chr7	66108849	66110970	+	0.000	0.000	Merged-chr7-66109972-161
Merged-chr6-54162989-41	chr6	54162780	54163277	+	0.000	0.000	Merged-chr6-54162989-41
Merged-chr7-142387008-11	chr7	142386745	142387243	+	0.000	0.000	Merged-chr7-142387008-11
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr9-94254804-1	chr9	94254706	94254904	+	0.000	0.000	Merged-chr9-94254804-1
Merged-chr11-69334171-1	chr11	69334073	69334271	+	0.000	0.000	Merged-chr11-69334171-1
Merged-chr6-97447180-22	chr6	97446880	97447466	+	0.000	0.000	Merged-chr6-97447180-22
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr13-63411317-71	chr13	63410964	63411579	+	0.000	0.000	Merged-chr13-63411317-71
Merged-chr5-112240971-40	chr5	112240766	112241272	+	0.000	0.000	Merged-chr5-112240971-40
Merged-chr9-124028680-14	chr9	124028491	124028910	+	0.000	0.000	Merged-chr9-124028680-14
Merged-chr4-145264291-60	chr4	145263998	145264989	+	0.000	0.000	Merged-chr4-145264291-60
Merged-chr10-117909634-1	chr10	117909536	117909734	+	0.000	0.000	Merged-chr10-117909634-1
Merged-chr2-132846803-64	chr2	132846489	132847303	+	0.000	0.000	Merged-chr2-132846803-64
Merged-chr9-94453263-19	chr9	94453088	94453619	+	0.000	0.000	Merged-chr9-94453263-19
Merged-chr3-19310528-16	chr3	19310079	19310756	+	0.000	0.000	Merged-chr3-19310528-16
Merged-chr18-89326061-22	chr18	89325822	89326326	+	0.000	0.000	Merged-chr18-89326061-22
Merged-chr10-111516621-97	chr10	111516196	111517088	+	0.000	0.000	Merged-chr10-111516621-97
Merged-chr9-120082843-44	chr9	120082619	120083075	+	0.000	0.000	Merged-chr9-120082843-44
Merged-chr5-21036346-2	chr5	21036242	21036453	+	0.000	0.000	Merged-chr5-21036346-2
Merged-chr11-75226439-1	chr11	75226341	75226539	+	0.000	0.000	Merged-chr11-75226439-1
Merged-chr5-74276526-10	chr5	74276357	74276661	+	0.000	0.000	Merged-chr5-74276526-10
Merged-chr2-25186459-2	chr2	25186361	25186560	+	0.000	0.000	Merged-chr2-25186459-2
Merged-chr9-83446152-4	chr9	83446001	83446304	+	0.000	0.000	Merged-chr9-83446152-4
Merged-chr13-115230665-32	chr13	115230394	115230907	+	0.000	0.000	Merged-chr13-115230665-32
Merged-chr1-130462555-64	chr1	130462237	130462770	+	0.000	0.000	Merged-chr1-130462555-64
Merged-chr2-18519177-24	chr2	18518952	18519435	+	0.000	0.000	Merged-chr2-18519177-24
Merged-chr9-124099299-15	chr9	124099114	124099497	+	0.000	0.000	Merged-chr9-124099299-15
Merged-chr9-80002927-14	chr9	80002701	80003151	+	0.000	0.000	Merged-chr9-80002927-14
Merged-chr18-66447922-43	chr18	66447711	66448131	+	0.000	0.000	Merged-chr18-66447922-43
Merged-chr2-118638272-10	chr2	118638091	118638460	+	0.000	0.000	Merged-chr2-118638272-10
Merged-chr15-80602759-36	chr15	80602511	80602994	+	0.000	0.000	Merged-chr15-80602759-36
Merged-chr3-59277984-20	chr3	59277667	59278270	+	0.000	0.000	Merged-chr3-59277984-20
Merged-chr19-5843955-4	chr19	5843776	5844082	+	0.000	0.000	Merged-chr19-5843955-4
Merged-chr10-54013658-12	chr10	54013418	54013860	+	0.000	0.000	Merged-chr10-54013658-12
Merged-chr11-55386598-21	chr11	55386443	55386774	+	0.000	0.000	Merged-chr11-55386598-21
Merged-chr2-60866104-15	chr2	60865953	60866352	+	0.000	0.000	Merged-chr2-60866104-15
Merged-chr17-44217575-17	chr17	44217361	44217816	+	0.000	0.000	Merged-chr17-44217575-17
Merged-chr10-117899649-5	chr10	117899507	117899779	+	0.000	0.000	Merged-chr10-117899649-5
Merged-chr12-73712281-1	chr12	73712183	73712381	+	0.000	0.000	Merged-chr12-73712281-1
Merged-chr4-103096061-32	chr4	103095725	103096301	+	0.000	0.000	Merged-chr4-103096061-32
Merged-chr13-12340337-1	chr13	12340239	12340437	+	0.000	0.000	Merged-chr13-12340337-1
Merged-chr1-33453228-39	chr1	33452850	33453697	+	0.000	0.000	Merged-chr1-33453228-39
Merged-chr10-80629091-37	chr10	80628892	80629309	+	0.000	0.000	Merged-chr10-80629091-37
Merged-chr13-12340700-65	chr13	12340461	12341064	+	0.000	0.000	Merged-chr13-12340700-65
Merged-chr2-45109925-105	chr2	45109220	45110379	+	0.000	0.000	Merged-chr2-45109925-105
Merged-chr4-114979566-1	chr4	114979468	114979666	+	0.000	0.000	Merged-chr4-114979566-1
Merged-chr7-75800890-27	chr7	75800469	75801418	+	0.000	0.000	Merged-chr7-75800890-27
Merged-chrX-101954276-51	chrX	101954026	101954510	+	0.000	0.000	Merged-chrX-101954276-51
Merged-chr10-118448976-2	chr10	118448864	118449090	+	0.000	0.000	Merged-chr10-118448976-2
Merged-chr8-105965531-1	chr8	105965433	105965631	+	0.000	0.000	Merged-chr8-105965531-1
Merged-chr6-54972195-1	chr6	54972097	54972295	+	0.000	0.000	Merged-chr6-54972195-1
Merged-chr14-73112682-7	chr14	73112482	73112846	+	0.000	0.000	Merged-chr14-73112682-7
Merged-chr13-32866696-30	chr13	32866387	32866959	+	0.000	0.000	Merged-chr13-32866696-30
Merged-chr3-116594968-67	chr3	116594736	116595269	+	0.000	0.000	Merged-chr3-116594968-67
Merged-chr13-52985661-11	chr13	52985488	52985882	+	0.000	0.000	Merged-chr13-52985661-11
Merged-chr12-99406415-11	chr12	99406161	99406659	+	0.000	0.000	Merged-chr12-99406415-11
Merged-chr14-120478110-142	chr14	120477735	120478392	+	0.000	0.000	Merged-chr14-120478110-142
Merged-chr13-35805359-9	chr13	35805186	35805561	+	0.000	0.000	Merged-chr13-35805359-9
Merged-chr4-57901467-17	chr4	57901261	57901701	+	0.000	0.000	Merged-chr4-57901467-17
Merged-chr1-172276824-9	chr1	172276662	172276989	+	0.000	0.000	Merged-chr1-172276824-9
Merged-chr16-46006437-28	chr16	46006294	46006750	+	0.000	0.000	Merged-chr16-46006437-28
Merged-chr19-53312131-1	chr19	53312033	53312231	+	0.000	0.000	Merged-chr19-53312131-1
Merged-chr6-57824845-81	chr6	57824550	57825127	+	0.000	0.000	Merged-chr6-57824845-81
Merged-chr12-84764443-25	chr12	84763660	84765000	+	0.000	0.000	Merged-chr12-84764443-25
Merged-chr12-73626625-1	chr12	73626527	73626725	+	0.000	0.000	Merged-chr12-73626625-1
Merged-chr7-89338758-74	chr7	89338488	89339014	+	0.000	0.000	Merged-chr7-89338758-74
Merged-chr1-130522626-12	chr1	130522411	130522842	+	0.000	0.000	Merged-chr1-130522626-12
Merged-chr11-46467902-1	chr11	46467804	46468002	+	0.000	0.000	Merged-chr11-46467902-1
Merged-chr16-64851941-100	chr16	64851391	64852349	+	0.000	0.000	Merged-chr16-64851941-100
Merged-chr6-88893669-6	chr6	88893501	88893810	+	0.000	0.000	Merged-chr6-88893669-6
Merged-chr13-33005360-1	chr13	33005262	33005460	+	0.000	0.000	Merged-chr13-33005360-1
Merged-chr6-128854319-31	chr6	128854071	128854548	+	0.000	0.000	Merged-chr6-128854319-31
Merged-chr8-124240854-3	chr8	124240747	124240966	+	0.000	0.000	Merged-chr8-124240854-3
Merged-chr18-70602929-40	chr18	70602150	70603530	+	0.000	0.000	Merged-chr18-70602929-40
Merged-chr1-172197316-25	chr1	172197093	172197562	+	0.000	0.000	Merged-chr1-172197316-25
Merged-chr11-94992465-1	chr11	94992367	94992565	+	0.000	0.000	Merged-chr11-94992465-1
Merged-chr11-98020385-24	chr11	98020138	98020736	+	0.000	0.000	Merged-chr11-98020385-24
Merged-chr1-43403565-20	chr1	43403389	43403754	+	0.000	0.000	Merged-chr1-43403565-20
Merged-chr5-107756305-38	chr5	107756072	107756507	+	0.000	0.000	Merged-chr5-107756305-38
Merged-chr6-97487837-16	chr6	97487594	97488176	+	0.000	0.000	Merged-chr6-97487837-16
Merged-chr2-158771297-12	chr2	158771127	158771445	+	0.000	0.000	Merged-chr2-158771297-12
Merged-chr15-83455870-33	chr15	83455626	83456216	+	0.000	0.000	Merged-chr15-83455870-33
Merged-chr1-153333888-15	chr1	153333654	153334117	+	0.000	0.000	Merged-chr1-153333888-15
Merged-chr1-119675144-21	chr1	119674930	119675382	+	0.000	0.000	Merged-chr1-119675144-21
Merged-chr3-79664975-26	chr3	79664708	79665165	+	0.000	0.000	Merged-chr3-79664975-26
Merged-chr5-129942507-4	chr5	129942339	129942703	+	0.000	0.000	Merged-chr5-129942507-4
Merged-chr13-113169608-1	chr13	113169510	113169708	+	0.000	0.000	Merged-chr13-113169608-1
Merged-chr10-95414679-23	chr10	95414500	95414909	+	0.000	0.000	Merged-chr10-95414679-23
Merged-chr6-30896699-63	chr6	30896488	30897023	+	0.000	0.000	Merged-chr6-30896699-63
Merged-chr2-151576034-69	chr2	151575715	151576330	+	0.000	0.000	Merged-chr2-151576034-69
Merged-chr18-24654493-2	chr18	24654358	24654630	+	0.000	0.000	Merged-chr18-24654493-2
Merged-chr1-193263444-4	chr1	193263254	193263684	+	0.000	0.000	Merged-chr1-193263444-4
Merged-chr12-76596548-12	chr12	76596335	76596742	+	0.000	0.000	Merged-chr12-76596548-12
Merged-chr9-80332405-28	chr9	80332160	80332732	+	0.000	0.000	Merged-chr9-80332405-28
Merged-chr13-32982935-23	chr13	32982711	32983131	+	0.000	0.000	Merged-chr13-32982935-23
Merged-chr2-69206155-59	chr2	69205894	69206407	+	0.000	0.000	Merged-chr2-69206155-59
