#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_KO_Tfh_vs_Naive.dn.bed
Merged-chr2-27677278-63	chr2	27676656	27677568	+	0.000	0.000	Merged-chr2-27677278-63
Merged-chr1-64756853-21	chr1	64756514	64757176	+	0.000	0.000	Merged-chr1-64756853-21
Merged-chr2-52345388-8	chr2	52345138	52345587	+	0.000	0.000	Merged-chr2-52345388-8
Merged-chr5-8422797-63	chr5	8422529	8423280	+	0.000	0.000	Merged-chr5-8422797-63
Merged-chr14-61439871-81	chr14	61439527	61440232	+	0.000	0.000	Merged-chr14-61439871-81
Merged-chr5-105493172-7	chr5	105493039	105493311	+	0.000	0.000	Merged-chr5-105493172-7
Merged-chr17-32364018-2	chr17	32363909	32364130	+	0.000	0.000	Merged-chr17-32364018-2
Merged-chr9-31211648-90	chr9	31211357	31212063	+	0.000	0.000	Merged-chr9-31211648-90
Merged-chr1-180401851-47	chr1	180401529	180402051	+	0.000	0.000	Merged-chr1-180401851-47
Merged-chr17-24251490-51	chr17	24251293	24251676	+	0.000	0.000	Merged-chr17-24251490-51
Merged-chr6-82652821-79	chr6	82652548	82653040	+	0.000	0.000	Merged-chr6-82652821-79
Merged-chr2-27693880-30	chr2	27693599	27694122	+	0.000	0.000	Merged-chr2-27693880-30
Merged-chr5-104982699-45	chr5	104982522	104982918	+	0.000	0.000	Merged-chr5-104982699-45
Merged-chr10-94551623-4	chr10	94551503	94551744	+	0.000	0.000	Merged-chr10-94551623-4
Merged-chr2-105424848-1	chr2	105424750	105424948	+	0.000	0.000	Merged-chr2-105424848-1
Merged-chr8-104435914-60	chr8	104435451	104436323	+	0.000	0.000	Merged-chr8-104435914-60
Merged-chr13-102182045-1	chr13	102181947	102182145	+	0.000	0.000	Merged-chr13-102182045-1
Merged-chr13-45891379-3	chr13	45891207	45891529	+	0.000	0.000	Merged-chr13-45891379-3
Merged-chr13-114145399-1	chr13	114145301	114145499	+	0.000	0.000	Merged-chr13-114145399-1
Merged-chr11-97718519-10	chr11	97718302	97718714	+	0.000	0.000	Merged-chr11-97718519-10
Merged-chr1-66896467-67	chr1	66895981	66896825	+	0.000	0.000	Merged-chr1-66896467-67
Merged-chr19-10698600-31	chr19	10698389	10698774	+	0.000	0.000	Merged-chr19-10698600-31
Merged-chr16-58480300-20	chr16	58480060	58480775	+	0.000	0.000	Merged-chr16-58480300-20
Merged-chr5-140586794-18	chr5	140586594	140586959	+	0.000	0.000	Merged-chr5-140586794-18
Merged-chr7-120055756-1	chr7	120055658	120055856	+	0.000	0.000	Merged-chr7-120055756-1
Merged-chr17-12031441-20	chr17	12031178	12031710	+	0.000	0.000	Merged-chr17-12031441-20
Merged-chr13-97208359-52	chr13	97208149	97208611	+	0.000	0.000	Merged-chr13-97208359-52
Merged-chr14-105272291-16	chr14	105272074	105272532	+	0.000	0.000	Merged-chr14-105272291-16
Merged-chr9-124121665-40	chr9	124121416	124121873	+	0.000	0.000	Merged-chr9-124121665-40
Merged-chr15-36855718-24	chr15	36855421	36855963	+	0.000	0.000	Merged-chr15-36855718-24
Merged-chr7-45923352-110	chr7	45923117	45923608	+	0.000	0.000	Merged-chr7-45923352-110
Merged-chr2-180456418-79	chr2	180456201	180456645	+	0.000	0.000	Merged-chr2-180456418-79
Merged-chr15-37790227-4	chr15	37790034	37790388	+	0.000	0.000	Merged-chr15-37790227-4
Merged-chr16-18626617-64	chr16	18626359	18626838	+	0.000	0.000	Merged-chr16-18626617-64
Merged-chr4-135290466-2	chr4	135290368	135290566	+	0.000	0.000	Merged-chr4-135290466-2
Merged-chr7-110953237-23	chr7	110952939	110953425	+	0.000	0.000	Merged-chr7-110953237-23
Merged-chr5-8673822-4	chr5	8673711	8673931	+	0.000	0.000	Merged-chr5-8673822-4
Merged-chr6-129623841-1	chr6	129623743	129623941	+	0.000	0.000	Merged-chr6-129623841-1
Merged-chr7-79401726-3	chr7	79401563	79401870	+	0.000	0.000	Merged-chr7-79401726-3
Merged-chr18-56472874-1	chr18	56472776	56472974	+	0.000	0.000	Merged-chr18-56472874-1
Merged-chr5-8373673-6	chr5	8373495	8373904	+	0.000	0.000	Merged-chr5-8373673-6
Merged-chr2-101628862-31	chr2	101628478	101629118	+	0.000	0.000	Merged-chr2-101628862-31
Merged-chr2-148655162-38	chr2	148654880	148655546	+	0.000	0.000	Merged-chr2-148655162-38
Merged-chr5-105519263-84	chr5	105518957	105519610	+	0.000	0.000	Merged-chr5-105519263-84
Merged-chr11-121039238-62	chr11	121038874	121039637	+	0.000	0.000	Merged-chr11-121039238-62
Merged-chr7-16368534-21	chr7	16368367	16368734	+	0.000	0.000	Merged-chr7-16368534-21
Merged-chr18-56378157-31	chr18	56377944	56378466	+	0.000	0.000	Merged-chr18-56378157-31
Merged-chr16-78595924-17	chr16	78595725	78596187	+	0.000	0.000	Merged-chr16-78595924-17
Merged-chr1-54860589-5	chr1	54860395	54860762	+	0.000	0.000	Merged-chr1-54860589-5
Merged-chr10-83860736-1	chr10	83860638	83860836	+	0.000	0.000	Merged-chr10-83860736-1
Merged-chr5-112283317-2	chr5	112283181	112283456	+	0.000	0.000	Merged-chr5-112283317-2
Merged-chr2-125247670-89	chr2	125247330	125248058	+	0.000	0.000	Merged-chr2-125247670-89
Merged-chr9-54647664-7	chr9	54647496	54647826	+	0.000	0.000	Merged-chr9-54647664-7
Merged-chr1-43545797-8	chr1	43545655	43545999	+	0.000	0.000	Merged-chr1-43545797-8
Merged-chr3-136670608-109	chr3	136670393	136670981	+	0.000	0.000	Merged-chr3-136670608-109
Merged-chr16-78576865-120	chr16	78576606	78577125	+	0.000	0.000	Merged-chr16-78576865-120
Merged-chr14-7774094-48	chr14	7773939	7774304	+	0.000	0.000	Merged-chr14-7774094-48
Merged-chr5-93151422-1	chr5	93151324	93151522	+	0.000	0.000	Merged-chr5-93151422-1
Merged-chr15-82244439-62	chr15	82244123	82244685	+	0.000	0.000	Merged-chr15-82244439-62
Merged-chr13-102039596-1	chr13	102039498	102039696	+	0.000	0.000	Merged-chr13-102039596-1
Merged-chr10-83161895-41	chr10	83161556	83162144	+	0.000	0.000	Merged-chr10-83161895-41
Merged-chr2-109992727-6	chr2	109992585	109992916	+	0.000	0.000	Merged-chr2-109992727-6
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr15-34238193-61	chr15	34237857	34238503	+	0.000	0.000	Merged-chr15-34238193-61
Merged-chr1-74390334-35	chr1	74390012	74390581	+	0.000	0.000	Merged-chr1-74390334-35
Merged-chr1-161766108-8	chr1	161765965	161766290	+	0.000	0.000	Merged-chr1-161766108-8
Merged-chr13-101659003-76	chr13	101658705	101659427	+	0.000	0.000	Merged-chr13-101659003-76
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr13-108215571-1	chr13	108215473	108215671	+	0.000	0.000	Merged-chr13-108215571-1
Merged-chr4-46636226-8	chr4	46636007	46636431	+	0.000	0.000	Merged-chr4-46636226-8
Merged-chr2-30251853-47	chr2	30251671	30252105	+	0.000	0.000	Merged-chr2-30251853-47
Merged-chr9-106892143-57	chr9	106891885	106892355	+	0.000	0.000	Merged-chr9-106892143-57
Merged-chr15-75088147-1	chr15	75088049	75088247	+	0.000	0.000	Merged-chr15-75088147-1
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr10-7473929-104	chr10	7473537	7474251	+	0.000	0.000	Merged-chr10-7473929-104
Merged-chr16-17132166-88	chr16	17131962	17132634	+	0.000	0.000	Merged-chr16-17132166-88
Merged-chr6-108686198-23	chr6	108685964	108686478	+	0.000	0.000	Merged-chr6-108686198-23
Merged-chr12-3981650-49	chr12	3981415	3981905	+	0.000	0.000	Merged-chr12-3981650-49
Merged-chr19-8984601-50	chr19	8984374	8984805	+	0.000	0.000	Merged-chr19-8984601-50
Merged-chr12-70883960-5	chr12	70883814	70884146	+	0.000	0.000	Merged-chr12-70883960-5
Merged-chr17-40934697-83	chr17	40934457	40934969	+	0.000	0.000	Merged-chr17-40934697-83
Merged-chr18-89325469-1	chr18	89325371	89325569	+	0.000	0.000	Merged-chr18-89325469-1
Merged-chr7-47008275-77	chr7	47007912	47008564	+	0.000	0.000	Merged-chr7-47008275-77
Merged-chr10-8506114-87	chr10	8505780	8506299	+	0.000	0.000	Merged-chr10-8506114-87
Merged-chrX-140445982-4	chrX	140445861	140446120	+	0.000	0.000	Merged-chrX-140445982-4
Merged-chr8-83721945-15	chr8	83721494	83722529	+	0.000	0.000	Merged-chr8-83721945-15
Merged-chr10-7681283-94	chr10	7680797	7681544	+	0.000	0.000	Merged-chr10-7681283-94
Merged-chr3-152193769-51	chr3	152193483	152193993	+	0.000	0.000	Merged-chr3-152193769-51
Merged-chr11-67633953-18	chr11	67633636	67634156	+	0.000	0.000	Merged-chr11-67633953-18
Merged-chr2-5801437-2	chr2	5801337	5801539	+	0.000	0.000	Merged-chr2-5801437-2
Merged-chr18-56455831-43	chr18	56455600	56456035	+	0.000	0.000	Merged-chr18-56455831-43
Merged-chr3-65392475-63	chr3	65392107	65392784	+	0.000	0.000	Merged-chr3-65392475-63
Merged-chr7-113369471-104	chr7	113369288	113369681	+	0.000	0.000	Merged-chr7-113369471-104
Merged-chr1-176993705-90	chr1	176993239	176994198	+	0.000	0.000	Merged-chr1-176993705-90
Merged-chr16-44356525-24	chr16	44356281	44356720	+	0.000	0.000	Merged-chr16-44356525-24
Merged-chr4-135104073-17	chr4	135103827	135104340	+	0.000	0.000	Merged-chr4-135104073-17
Merged-chr1-40522880-9	chr1	40522698	40523034	+	0.000	0.000	Merged-chr1-40522880-9
Merged-chr1-66863201-112	chr1	66862803	66863500	+	0.000	0.000	Merged-chr1-66863201-112
Merged-chr10-44429593-53	chr10	44429322	44429798	+	0.000	0.000	Merged-chr10-44429593-53
Merged-chr1-136255836-2	chr1	136255732	136255943	+	0.000	0.000	Merged-chr1-136255836-2
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr1-120073802-51	chr1	120073443	120074096	+	0.000	0.000	Merged-chr1-120073802-51
Merged-chr10-83722684-72	chr10	83722372	83723013	+	0.000	0.000	Merged-chr10-83722684-72
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr4-89421061-13	chr4	89420826	89421262	+	0.000	0.000	Merged-chr4-89421061-13
Merged-chr15-96684531-29	chr15	96684324	96684852	+	0.000	0.000	Merged-chr15-96684531-29
Merged-chr15-78903471-19	chr15	78903199	78903674	+	0.000	0.000	Merged-chr15-78903471-19
Merged-chr7-66292206-13	chr7	66292062	66292456	+	0.000	0.000	Merged-chr7-66292206-13
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr6-142387164-70	chr6	142386841	142387405	+	0.000	0.000	Merged-chr6-142387164-70
Merged-chr3-59260932-51	chr3	59260693	59261279	+	0.000	0.000	Merged-chr3-59260932-51
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr4-154105612-38	chr4	154105393	154105840	+	0.000	0.000	Merged-chr4-154105612-38
Merged-chr7-120100363-1	chr7	120100265	120100463	+	0.000	0.000	Merged-chr7-120100363-1
Merged-chr14-20177932-18	chr14	20177716	20178079	+	0.000	0.000	Merged-chr14-20177932-18
Merged-chr5-33686458-1	chr5	33686360	33686558	+	0.000	0.000	Merged-chr5-33686458-1
Merged-chr2-11637334-22	chr2	11637078	11637549	+	0.000	0.000	Merged-chr2-11637334-22
Merged-chr13-114151304-52	chr13	114150694	114151800	+	0.000	0.000	Merged-chr13-114151304-52
Merged-chr14-70783979-3	chr14	70783833	70784123	+	0.000	0.000	Merged-chr14-70783979-3
Merged-chr2-181864448-55	chr2	181864166	181864740	+	0.000	0.000	Merged-chr2-181864448-55
Merged-chr14-56571782-54	chr14	56571508	56571967	+	0.000	0.000	Merged-chr14-56571782-54
Merged-chr19-10880366-39	chr19	10880095	10880703	+	0.000	0.000	Merged-chr19-10880366-39
Merged-chr11-67571171-8	chr11	67570901	67571367	+	0.000	0.000	Merged-chr11-67571171-8
Merged-chr11-121706633-48	chr11	121706410	121706815	+	0.000	0.000	Merged-chr11-121706633-48
Merged-chr17-71526906-96	chr17	71526652	71527134	+	0.000	0.000	Merged-chr17-71526906-96
Merged-chr10-21911694-25	chr10	21911493	21911883	+	0.000	0.000	Merged-chr10-21911694-25
Merged-chr5-18294742-1	chr5	18294644	18294842	+	0.000	0.000	Merged-chr5-18294742-1
Merged-chr3-32709414-1	chr3	32709316	32709514	+	0.000	0.000	Merged-chr3-32709414-1
Merged-chr13-24413373-17	chr13	24413217	24413508	+	0.000	0.000	Merged-chr13-24413373-17
Merged-chr16-46104681-28	chr16	46104418	46105087	+	0.000	0.000	Merged-chr16-46104681-28
Merged-chr6-7844794-101	chr6	7844431	7845223	+	0.000	0.000	Merged-chr6-7844794-101
Merged-chr10-63338197-1	chr10	63338099	63338297	+	0.000	0.000	Merged-chr10-63338197-1
Merged-chr9-123756943-6	chr9	123756798	123757078	+	0.000	0.000	Merged-chr9-123756943-6
Merged-chr2-151996585-55	chr2	151996336	151996820	+	0.000	0.000	Merged-chr2-151996585-55
Merged-chr10-91404961-1	chr10	91404863	91405061	+	0.000	0.000	Merged-chr10-91404961-1
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr12-70827464-2	chr12	70827345	70827585	+	0.000	0.000	Merged-chr12-70827464-2
Merged-chr13-24761752-82	chr13	24761499	24762027	+	0.000	0.000	Merged-chr13-24761752-82
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr7-30121893-58	chr7	30121658	30122120	+	0.000	0.000	Merged-chr7-30121893-58
Merged-chr6-50381887-74	chr6	50381683	50382244	+	0.000	0.000	Merged-chr6-50381887-74
Merged-chr5-100585262-59	chr5	100585044	100585500	+	0.000	0.000	Merged-chr5-100585262-59
Merged-chr8-3355667-46	chr8	3355424	3355875	+	0.000	0.000	Merged-chr8-3355667-46
Merged-chr11-104609685-47	chr11	104609198	104610049	+	0.000	0.000	Merged-chr11-104609685-47
Merged-chr8-75109264-106	chr8	75109011	75109696	+	0.000	0.000	Merged-chr8-75109264-106
Merged-chr1-180338664-7	chr1	180338503	180338856	+	0.000	0.000	Merged-chr1-180338664-7
Merged-chr18-38365063-36	chr18	38364868	38365413	+	0.000	0.000	Merged-chr18-38365063-36
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr3-137083940-2	chr3	137083834	137084049	+	0.000	0.000	Merged-chr3-137083940-2
Merged-chr14-100214627-1	chr14	100214529	100214727	+	0.000	0.000	Merged-chr14-100214627-1
Merged-chr13-95891213-14	chr13	95891008	95891423	+	0.000	0.000	Merged-chr13-95891213-14
Merged-chr5-129021499-1	chr5	129021401	129021599	+	0.000	0.000	Merged-chr5-129021499-1
Merged-chr4-62525171-62	chr4	62524939	62525381	+	0.000	0.000	Merged-chr4-62525171-62
Merged-chr18-4279320-20	chr18	4279115	4279539	+	0.000	0.000	Merged-chr18-4279320-20
Merged-chr11-97123645-15	chr11	97123477	97123793	+	0.000	0.000	Merged-chr11-97123645-15
Merged-chr5-150458118-21	chr5	150457846	150458423	+	0.000	0.000	Merged-chr5-150458118-21
Merged-chr12-103129177-1	chr12	103129079	103129277	+	0.000	0.000	Merged-chr12-103129177-1
Merged-chr1-88644619-31	chr1	88644345	88644973	+	0.000	0.000	Merged-chr1-88644619-31
Merged-chr1-159809666-2	chr1	159809531	159809803	+	0.000	0.000	Merged-chr1-159809666-2
Merged-chr13-101547994-45	chr13	101547646	101548300	+	0.000	0.000	Merged-chr13-101547994-45
Merged-chr4-43478535-62	chr4	43478288	43479053	+	0.000	0.000	Merged-chr4-43478535-62
Merged-chr6-54151002-1	chr6	54150904	54151102	+	0.000	0.000	Merged-chr6-54151002-1
Merged-chr18-56469309-53	chr18	56469014	56469689	+	0.000	0.000	Merged-chr18-56469309-53
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr10-42068766-23	chr10	42068538	42069108	+	0.000	0.000	Merged-chr10-42068766-23
Merged-chr5-113837178-5	chr5	113836950	113837376	+	0.000	0.000	Merged-chr5-113837178-5
Merged-chr6-137542202-2	chr6	137542019	137542387	+	0.000	0.000	Merged-chr6-137542202-2
Merged-chr14-73175195-6	chr14	73175073	73175348	+	0.000	0.000	Merged-chr14-73175195-6
Merged-chr6-70791946-105	chr6	70791666	70792343	+	0.000	0.000	Merged-chr6-70791946-105
Merged-chr15-52712614-89	chr15	52712155	52713074	+	0.000	0.000	Merged-chr15-52712614-89
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chr9-21760442-62	chr9	21760197	21760674	+	0.000	0.000	Merged-chr9-21760442-62
Merged-chr10-26203040-18	chr10	26202786	26203368	+	0.000	0.000	Merged-chr10-26203040-18
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr12-70880653-9	chr12	70880467	70880845	+	0.000	0.000	Merged-chr12-70880653-9
Merged-chr17-73663532-16	chr17	73663169	73664145	+	0.000	0.000	Merged-chr17-73663532-16
Merged-chr15-10662317-27	chr15	10662059	10662532	+	0.000	0.000	Merged-chr15-10662317-27
Merged-chr7-128062681-13	chr7	128062508	128062884	+	0.000	0.000	Merged-chr7-128062681-13
Merged-chr3-144252325-1	chr3	144252227	144252425	+	0.000	0.000	Merged-chr3-144252325-1
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr7-143600110-54	chr7	143599918	143600381	+	0.000	0.000	Merged-chr7-143600110-54
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr12-32212935-7	chr12	32212792	32213100	+	0.000	0.000	Merged-chr12-32212935-7
Merged-chr14-100192983-1	chr14	100192885	100193083	+	0.000	0.000	Merged-chr14-100192983-1
Merged-chr3-101297395-20	chr3	101297226	101297596	+	0.000	0.000	Merged-chr3-101297395-20
Merged-chr9-44509369-1	chr9	44509271	44509469	+	0.000	0.000	Merged-chr9-44509369-1
Merged-chr9-80280714-2	chr9	80280552	80280878	+	0.000	0.000	Merged-chr9-80280714-2
Merged-chr7-106441134-51	chr7	106440675	106441500	+	0.000	0.000	Merged-chr7-106441134-51
Merged-chr9-123529618-87	chr9	123529380	123529932	+	0.000	0.000	Merged-chr9-123529618-87
Merged-chr8-13619677-16	chr8	13619453	13619992	+	0.000	0.000	Merged-chr8-13619677-16
Merged-chr3-137853117-36	chr3	137852917	137853364	+	0.000	0.000	Merged-chr3-137853117-36
Merged-chr10-30328650-1	chr10	30328552	30328750	+	0.000	0.000	Merged-chr10-30328650-1
Merged-chr6-99646583-9	chr6	99646443	99646772	+	0.000	0.000	Merged-chr6-99646583-9
Merged-chr8-53818300-1	chr8	53818202	53818400	+	0.000	0.000	Merged-chr8-53818300-1
Merged-chr8-115758506-8	chr8	115758300	115758690	+	0.000	0.000	Merged-chr8-115758506-8
Merged-chr2-9688295-16	chr2	9688107	9688510	+	0.000	0.000	Merged-chr2-9688295-16
Merged-chr1-88694534-9	chr1	88694354	88694761	+	0.000	0.000	Merged-chr1-88694534-9
Merged-chr11-68502596-20	chr11	68502368	68502808	+	0.000	0.000	Merged-chr11-68502596-20
Merged-chr4-43958320-4	chr4	43958195	43958446	+	0.000	0.000	Merged-chr4-43958320-4
Merged-chr12-100856491-28	chr12	100856073	100856810	+	0.000	0.000	Merged-chr12-100856491-28
Merged-chr7-80115240-64	chr7	80114974	80115442	+	0.000	0.000	Merged-chr7-80115240-64
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr5-112276109-3	chr5	112276011	112276209	+	0.000	0.000	Merged-chr5-112276109-3
Merged-chr17-44130600-14	chr17	44130395	44130831	+	0.000	0.000	Merged-chr17-44130600-14
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr5-62778862-45	chr5	62778614	62779195	+	0.000	0.000	Merged-chr5-62778862-45
Merged-chr6-97181347-4	chr6	97181190	97181557	+	0.000	0.000	Merged-chr6-97181347-4
Merged-chr10-91171270-131	chr10	91170615	91171843	+	0.000	0.000	Merged-chr10-91171270-131
Merged-chr7-123355107-50	chr7	123354734	123355440	+	0.000	0.000	Merged-chr7-123355107-50
Merged-chr11-22972472-98	chr11	22971909	22973204	+	0.000	0.000	Merged-chr11-22972472-98
Merged-chr8-124260405-50	chr8	124260179	124260635	+	0.000	0.000	Merged-chr8-124260405-50
Merged-chr16-44349317-1	chr16	44349219	44349417	+	0.000	0.000	Merged-chr16-44349317-1
Merged-chrX-73459133-49	chrX	73458960	73459411	+	0.000	0.000	Merged-chrX-73459133-49
Merged-chr15-37766129-7	chr15	37765949	37766289	+	0.000	0.000	Merged-chr15-37766129-7
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr10-26229708-29	chr10	26229361	26229937	+	0.000	0.000	Merged-chr10-26229708-29
Merged-chr16-95762105-29	chr16	95761846	95762361	+	0.000	0.000	Merged-chr16-95762105-29
Merged-chr9-69125560-59	chr9	69125282	69125840	+	0.000	0.000	Merged-chr9-69125560-59
Merged-chr13-74062260-53	chr13	74062073	74062582	+	0.000	0.000	Merged-chr13-74062260-53
Merged-chr17-33550477-13	chr17	33550320	33550695	+	0.000	0.000	Merged-chr17-33550477-13
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr2-52424826-73	chr2	52424638	52425138	+	0.000	0.000	Merged-chr2-52424826-73
Merged-chr11-53842047-54	chr11	53841864	53842360	+	0.000	0.000	Merged-chr11-53842047-54
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr17-47598322-32	chr17	47598096	47598502	+	0.000	0.000	Merged-chr17-47598322-32
Merged-chr7-67421949-40	chr7	67421526	67422314	+	0.000	0.000	Merged-chr7-67421949-40
Merged-chr14-67951902-1	chr14	67951804	67952002	+	0.000	0.000	Merged-chr14-67951902-1
Merged-chr11-120581105-4	chr11	120581002	120581223	+	0.000	0.000	Merged-chr11-120581105-4
Merged-chr9-107038960-1	chr9	107038862	107039060	+	0.000	0.000	Merged-chr9-107038960-1
Merged-chr4-135292823-34	chr4	135292626	135293005	+	0.000	0.000	Merged-chr4-135292823-34
Merged-chr13-38528212-101	chr13	38527992	38528495	+	0.000	0.000	Merged-chr13-38528212-101
Merged-chr18-62179910-61	chr18	62179416	62180227	+	0.000	0.000	Merged-chr18-62179910-61
Merged-chr7-128132284-5	chr7	128132164	128132421	+	0.000	0.000	Merged-chr7-128132284-5
Merged-chr2-53418517-1	chr2	53418419	53418617	+	0.000	0.000	Merged-chr2-53418517-1
Merged-chr1-43138618-9	chr1	43138453	43138764	+	0.000	0.000	Merged-chr1-43138618-9
Merged-chr15-98953417-66	chr15	98953255	98953674	+	0.000	0.000	Merged-chr15-98953417-66
Merged-chr2-53191646-133	chr2	53191416	53191877	+	0.000	0.000	Merged-chr2-53191646-133
Merged-chr5-149509266-2	chr5	149509164	149509371	+	0.000	0.000	Merged-chr5-149509266-2
Merged-chr6-125339380-7	chr6	125339113	125339597	+	0.000	0.000	Merged-chr6-125339380-7
Merged-chr10-19594652-16	chr10	19594341	19594860	+	0.000	0.000	Merged-chr10-19594652-16
Merged-chr14-25454531-12	chr14	25454351	25454673	+	0.000	0.000	Merged-chr14-25454531-12
Merged-chr7-90312520-23	chr7	90312312	90312739	+	0.000	0.000	Merged-chr7-90312520-23
Merged-chr14-20766175-32	chr14	20765937	20766480	+	0.000	0.000	Merged-chr14-20766175-32
Merged-chr1-171796405-6	chr1	171796261	171796543	+	0.000	0.000	Merged-chr1-171796405-6
Merged-chr5-134617307-27	chr5	134617034	134617522	+	0.000	0.000	Merged-chr5-134617307-27
Merged-chr5-111176619-7	chr5	111176433	111176792	+	0.000	0.000	Merged-chr5-111176619-7
Merged-chr16-44349911-10	chr16	44349731	44350157	+	0.000	0.000	Merged-chr16-44349911-10
Merged-chr14-120572441-59	chr14	120572155	120572764	+	0.000	0.000	Merged-chr14-120572441-59
Merged-chr8-111300171-94	chr8	111299917	111300520	+	0.000	0.000	Merged-chr8-111300171-94
Merged-chr11-58437152-28	chr11	58436889	58437361	+	0.000	0.000	Merged-chr11-58437152-28
Merged-chr1-153066628-19	chr1	153066322	153066859	+	0.000	0.000	Merged-chr1-153066628-19
Merged-chr10-40125408-12	chr10	40125261	40125558	+	0.000	0.000	Merged-chr10-40125408-12
Merged-chr13-56159315-13	chr13	56159114	56159530	+	0.000	0.000	Merged-chr13-56159315-13
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr4-40876034-58	chr4	40875784	40876512	+	0.000	0.000	Merged-chr4-40876034-58
Merged-chr5-73647714-62	chr5	73647369	73648154	+	0.000	0.000	Merged-chr5-73647714-62
Merged-chr2-128153146-97	chr2	128152825	128153508	+	0.000	0.000	Merged-chr2-128153146-97
Merged-chr7-128049060-2	chr7	128048955	128049168	+	0.000	0.000	Merged-chr7-128049060-2
Merged-chr12-25092783-66	chr12	25092361	25093206	+	0.000	0.000	Merged-chr12-25092783-66
Merged-chr1-133772062-25	chr1	133771904	133772236	+	0.000	0.000	Merged-chr1-133772062-25
Merged-chr17-12208322-6	chr17	12208153	12208479	+	0.000	0.000	Merged-chr17-12208322-6
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chr2-58161990-33	chr2	58161817	58162300	+	0.000	0.000	Merged-chr2-58161990-33
Merged-chrX-93675166-53	chrX	93674837	93675511	+	0.000	0.000	Merged-chrX-93675166-53
Merged-chr11-101177169-3	chr11	101176990	101177310	+	0.000	0.000	Merged-chr11-101177169-3
Merged-chr9-35117725-13	chr9	35117552	35117880	+	0.000	0.000	Merged-chr9-35117725-13
Merged-chr6-50455825-117	chr6	50455647	50456032	+	0.000	0.000	Merged-chr6-50455825-117
Merged-chr13-115011790-8	chr13	115011643	115011969	+	0.000	0.000	Merged-chr13-115011790-8
Merged-chr17-26939585-68	chr17	26939235	26939821	+	0.000	0.000	Merged-chr17-26939585-68
Merged-chr1-195131402-94	chr1	195131153	195131663	+	0.000	0.000	Merged-chr1-195131402-94
Merged-chr4-32615355-52	chr4	32615106	32615617	+	0.000	0.000	Merged-chr4-32615355-52
Merged-chr2-85037359-90	chr2	85037078	85037643	+	0.000	0.000	Merged-chr2-85037359-90
Merged-chr14-61309856-19	chr14	61309685	61310074	+	0.000	0.000	Merged-chr14-61309856-19
Merged-chr1-161660991-11	chr1	161660816	161661269	+	0.000	0.000	Merged-chr1-161660991-11
