#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-STAT4_WT_Tfh_vs_WT_Tfh.dn.bed
Merged-chr2-152831091-132	chr2	152830463	152831654	+	0.000	0.000	Merged-chr2-152831091-132
Merged-chr13-113828996-78	chr13	113828560	113829452	+	0.000	0.000	Merged-chr13-113828996-78
Merged-chr4-120570179-83	chr4	120569819	120570402	+	0.000	0.000	Merged-chr4-120570179-83
Merged-chr1-16177879-53	chr1	16177648	16178115	+	0.000	0.000	Merged-chr1-16177879-53
Merged-chr5-74068600-91	chr5	74068401	74068859	+	0.000	0.000	Merged-chr5-74068600-91
Merged-chr17-86674662-35	chr17	86674134	86675189	+	0.000	0.000	Merged-chr17-86674662-35
Merged-chr18-89245724-52	chr18	89245442	89246038	+	0.000	0.000	Merged-chr18-89245724-52
Merged-chr16-95749920-139	chr16	95749460	95750565	+	0.000	0.000	Merged-chr16-95749920-139
Merged-chr8-85699289-9	chr8	85699148	85699491	+	0.000	0.000	Merged-chr8-85699289-9
Merged-chr7-88279271-3	chr7	88279167	88279383	+	0.000	0.000	Merged-chr7-88279271-3
Merged-chr13-113794666-97	chr13	113794265	113794974	+	0.000	0.000	Merged-chr13-113794666-97
Merged-chr11-107447883-19	chr11	107447427	107448333	+	0.000	0.000	Merged-chr11-107447883-19
Merged-chr1-43353837-2	chr1	43353724	43353953	+	0.000	0.000	Merged-chr1-43353837-2
Merged-chr4-99699443-1	chr4	99699345	99699543	+	0.000	0.000	Merged-chr4-99699443-1
Merged-chr9-106373149-39	chr9	106372948	106373356	+	0.000	0.000	Merged-chr9-106373149-39
Merged-chr7-128050955-25	chr7	128050762	128051148	+	0.000	0.000	Merged-chr7-128050955-25
Merged-chr14-67939054-1	chr14	67938956	67939154	+	0.000	0.000	Merged-chr14-67939054-1
Merged-chr3-40799733-6	chr3	40799606	40799849	+	0.000	0.000	Merged-chr3-40799733-6
Merged-chr5-63967869-11	chr5	63967738	63968038	+	0.000	0.000	Merged-chr5-63967869-11
Merged-chr7-38094543-44	chr7	38094325	38094726	+	0.000	0.000	Merged-chr7-38094543-44
Merged-chr11-83185820-16	chr11	83185613	83185994	+	0.000	0.000	Merged-chr11-83185820-16
Merged-chr16-95769391-4	chr16	95769264	95769514	+	0.000	0.000	Merged-chr16-95769391-4
Merged-chr10-82780687-69	chr10	82780003	82781325	+	0.000	0.000	Merged-chr10-82780687-69
Merged-chr15-89355790-78	chr15	89355513	89356218	+	0.000	0.000	Merged-chr15-89355790-78
Merged-chr10-118441059-64	chr10	118440705	118441536	+	0.000	0.000	Merged-chr10-118441059-64
Merged-chr14-67932655-1	chr14	67932557	67932755	+	0.000	0.000	Merged-chr14-67932655-1
Merged-chr5-21054874-6	chr5	21054596	21055160	+	0.000	0.000	Merged-chr5-21054874-6
Merged-chr14-67784392-2	chr14	67784290	67784497	+	0.000	0.000	Merged-chr14-67784392-2
Merged-chr11-90686948-2	chr11	90686847	90687051	+	0.000	0.000	Merged-chr11-90686948-2
Merged-chr9-94074106-1	chr9	94074008	94074206	+	0.000	0.000	Merged-chr9-94074106-1
Merged-chr2-60809702-36	chr2	60809419	60809934	+	0.000	0.000	Merged-chr2-60809702-36
Merged-chr3-108718262-42	chr3	108718095	108718475	+	0.000	0.000	Merged-chr3-108718262-42
Merged-chr14-78732883-76	chr14	78732416	78733362	+	0.000	0.000	Merged-chr14-78732883-76
Merged-chr4-145240066-1	chr4	145239968	145240166	+	0.000	0.000	Merged-chr4-145240066-1
Merged-chr12-73708938-21	chr12	73708530	73709249	+	0.000	0.000	Merged-chr12-73708938-21
Merged-chr6-97294114-106	chr6	97293617	97294519	+	0.000	0.000	Merged-chr6-97294114-106
Merged-chr12-16532570-85	chr12	16532238	16533070	+	0.000	0.000	Merged-chr12-16532570-85
Merged-chr1-43544775-22	chr1	43544626	43544933	+	0.000	0.000	Merged-chr1-43544775-22
Merged-chr4-145250198-42	chr4	145250014	145250401	+	0.000	0.000	Merged-chr4-145250198-42
Merged-chr14-67716598-2	chr14	67716493	67716705	+	0.000	0.000	Merged-chr14-67716598-2
Merged-chr4-109658760-1	chr4	109658662	109658860	+	0.000	0.000	Merged-chr4-109658760-1
Merged-chr6-82652821-79	chr6	82652548	82653040	+	0.000	0.000	Merged-chr6-82652821-79
Merged-chr13-32965785-122	chr13	32965273	32966053	+	0.000	0.000	Merged-chr13-32965785-122
Merged-chr6-119159656-11	chr6	119159477	119159838	+	0.000	0.000	Merged-chr6-119159656-11
Merged-chr9-123717146-2	chr9	123717048	123717246	+	0.000	0.000	Merged-chr9-123717146-2
Merged-chr13-53010811-5	chr13	53010683	53010987	+	0.000	0.000	Merged-chr13-53010811-5
Merged-chr16-58480300-20	chr16	58480060	58480775	+	0.000	0.000	Merged-chr16-58480300-20
Merged-chr5-140586794-18	chr5	140586594	140586959	+	0.000	0.000	Merged-chr5-140586794-18
Merged-chr1-171782627-54	chr1	171782298	171782871	+	0.000	0.000	Merged-chr1-171782627-54
Merged-chr9-124121665-40	chr9	124121416	124121873	+	0.000	0.000	Merged-chr9-124121665-40
Merged-chr7-13288748-17	chr7	13288575	13288955	+	0.000	0.000	Merged-chr7-13288748-17
Merged-chr17-77670913-1	chr17	77670815	77671013	+	0.000	0.000	Merged-chr17-77670913-1
Merged-chr9-107309334-10	chr9	107309186	107309486	+	0.000	0.000	Merged-chr9-107309334-10
Merged-chr11-94997870-1	chr11	94997772	94997970	+	0.000	0.000	Merged-chr11-94997870-1
Merged-chr1-130475060-47	chr1	130474725	130475421	+	0.000	0.000	Merged-chr1-130475060-47
Merged-chr1-172186610-1	chr1	172186512	172186710	+	0.000	0.000	Merged-chr1-172186610-1
Merged-chr3-54727097-9	chr3	54726939	54727265	+	0.000	0.000	Merged-chr3-54727097-9
Merged-chr1-43545797-8	chr1	43545655	43545999	+	0.000	0.000	Merged-chr1-43545797-8
Merged-chr5-146861818-11	chr5	146861619	146861971	+	0.000	0.000	Merged-chr5-146861818-11
Merged-chr18-89304747-12	chr18	89304594	89304905	+	0.000	0.000	Merged-chr18-89304747-12
Merged-chr14-67934297-2	chr14	67934180	67934417	+	0.000	0.000	Merged-chr14-67934297-2
Merged-chr1-161766108-8	chr1	161765965	161766290	+	0.000	0.000	Merged-chr1-161766108-8
Merged-chr10-110931979-46	chr10	110931689	110932246	+	0.000	0.000	Merged-chr10-110931979-46
Merged-chr10-82763957-77	chr10	82763639	82764347	+	0.000	0.000	Merged-chr10-82763957-77
Merged-chr1-97660989-15	chr1	97660743	97661173	+	0.000	0.000	Merged-chr1-97660989-15
Merged-chr18-89219555-25	chr18	89218913	89220008	+	0.000	0.000	Merged-chr18-89219555-25
Merged-chr10-117992486-7	chr10	117992268	117992681	+	0.000	0.000	Merged-chr10-117992486-7
Merged-chr8-105794398-26	chr8	105794163	105794694	+	0.000	0.000	Merged-chr8-105794398-26
Merged-chr9-94054606-1	chr9	94054508	94054706	+	0.000	0.000	Merged-chr9-94054606-1
Merged-chr15-75088147-1	chr15	75088049	75088247	+	0.000	0.000	Merged-chr15-75088147-1
Merged-chr7-132551728-76	chr7	132551548	132551960	+	0.000	0.000	Merged-chr7-132551728-76
Merged-chr18-89159613-61	chr18	89159164	89159875	+	0.000	0.000	Merged-chr18-89159613-61
Merged-chr6-54956270-34	chr6	54956001	54956685	+	0.000	0.000	Merged-chr6-54956270-34
Merged-chr18-89325469-1	chr18	89325371	89325569	+	0.000	0.000	Merged-chr18-89325469-1
Merged-chr16-64824096-19	chr16	64823880	64824297	+	0.000	0.000	Merged-chr16-64824096-19
Merged-chr7-113369471-104	chr7	113369288	113369681	+	0.000	0.000	Merged-chr7-113369471-104
Merged-chr1-65178957-152	chr1	65178642	65179282	+	0.000	0.000	Merged-chr1-65178957-152
Merged-chr1-40522880-9	chr1	40522698	40523034	+	0.000	0.000	Merged-chr1-40522880-9
Merged-chr17-44337024-21	chr17	44336813	44337270	+	0.000	0.000	Merged-chr17-44337024-21
Merged-chr2-101762991-1	chr2	101762893	101763091	+	0.000	0.000	Merged-chr2-101762991-1
Merged-chr19-10203304-1	chr19	10203206	10203404	+	0.000	0.000	Merged-chr19-10203304-1
Merged-chr1-144215493-29	chr1	144215260	144215722	+	0.000	0.000	Merged-chr1-144215493-29
Merged-chr12-16589275-5	chr12	16589161	16589410	+	0.000	0.000	Merged-chr12-16589275-5
Merged-chr1-120073802-51	chr1	120073443	120074096	+	0.000	0.000	Merged-chr1-120073802-51
Merged-chr8-120890385-4	chr8	120890206	120890525	+	0.000	0.000	Merged-chr8-120890385-4
Merged-chr7-110237722-33	chr7	110237474	110238020	+	0.000	0.000	Merged-chr7-110237722-33
Merged-chr7-66292206-13	chr7	66292062	66292456	+	0.000	0.000	Merged-chr7-66292206-13
Merged-chr18-89206335-76	chr18	89206117	89206709	+	0.000	0.000	Merged-chr18-89206335-76
Merged-chr3-59260932-51	chr3	59260693	59261279	+	0.000	0.000	Merged-chr3-59260932-51
Merged-chr1-151698105-31	chr1	151697862	151698324	+	0.000	0.000	Merged-chr1-151698105-31
Merged-chr6-112879624-4	chr6	112879479	112879767	+	0.000	0.000	Merged-chr6-112879624-4
Merged-chr14-78678601-3	chr14	78678442	78678779	+	0.000	0.000	Merged-chr14-78678601-3
Merged-chr13-5864557-62	chr13	5864338	5864746	+	0.000	0.000	Merged-chr13-5864557-62
Merged-chr5-146867667-49	chr5	146867394	146867914	+	0.000	0.000	Merged-chr5-146867667-49
Merged-chr11-121706633-48	chr11	121706410	121706815	+	0.000	0.000	Merged-chr11-121706633-48
Merged-chr6-97387514-39	chr6	97387239	97387817	+	0.000	0.000	Merged-chr6-97387514-39
Merged-chr14-67802970-5	chr14	67802790	67803123	+	0.000	0.000	Merged-chr14-67802970-5
Merged-chr10-118460418-18	chr10	118460110	118460635	+	0.000	0.000	Merged-chr10-118460418-18
Merged-chr2-151996585-55	chr2	151996336	151996820	+	0.000	0.000	Merged-chr2-151996585-55
Merged-chr6-54216714-19	chr6	54216520	54216890	+	0.000	0.000	Merged-chr6-54216714-19
Merged-chr12-16526382-42	chr12	16526095	16526718	+	0.000	0.000	Merged-chr12-16526382-42
Merged-chr12-16507679-4	chr12	16507435	16507883	+	0.000	0.000	Merged-chr12-16507679-4
Merged-chr10-17919848-1	chr10	17919750	17919948	+	0.000	0.000	Merged-chr10-17919848-1
Merged-chr8-33897306-17	chr8	33897117	33897544	+	0.000	0.000	Merged-chr8-33897306-17
Merged-chr4-145236206-52	chr4	145235956	145236502	+	0.000	0.000	Merged-chr4-145236206-52
Merged-chr12-84773092-54	chr12	84772900	84773321	+	0.000	0.000	Merged-chr12-84773092-54
Merged-chr6-66896636-91	chr6	66896288	66897035	+	0.000	0.000	Merged-chr6-66896636-91
Merged-chr15-55854766-48	chr15	55854600	55855004	+	0.000	0.000	Merged-chr15-55854766-48
Merged-chr4-62525171-62	chr4	62524939	62525381	+	0.000	0.000	Merged-chr4-62525171-62
Merged-chr2-127890802-7	chr2	127890616	127890997	+	0.000	0.000	Merged-chr2-127890802-7
Merged-chr10-77627323-3	chr10	77627195	77627484	+	0.000	0.000	Merged-chr10-77627323-3
Merged-chr19-41365730-30	chr19	41365539	41366036	+	0.000	0.000	Merged-chr19-41365730-30
Merged-chr13-63356812-11	chr13	63356625	63356981	+	0.000	0.000	Merged-chr13-63356812-11
Merged-chr6-66898231-1	chr6	66898133	66898331	+	0.000	0.000	Merged-chr6-66898231-1
Merged-chr12-112699364-12	chr12	112699142	112699539	+	0.000	0.000	Merged-chr12-112699364-12
Merged-chr18-70644482-115	chr18	70644235	70645045	+	0.000	0.000	Merged-chr18-70644482-115
Merged-chr3-107042037-1	chr3	107041939	107042137	+	0.000	0.000	Merged-chr3-107042037-1
Merged-chrX-93632081-74	chrX	93631703	93632474	+	0.000	0.000	Merged-chrX-93632081-74
Merged-chr17-47508113-61	chr17	47507853	47508323	+	0.000	0.000	Merged-chr17-47508113-61
Merged-chr7-128062681-13	chr7	128062508	128062884	+	0.000	0.000	Merged-chr7-128062681-13
Merged-chr17-5887399-51	chr17	5886941	5887678	+	0.000	0.000	Merged-chr17-5887399-51
Merged-chr5-140215756-33	chr5	140215542	140216120	+	0.000	0.000	Merged-chr5-140215756-33
Merged-chr12-32212935-7	chr12	32212792	32213100	+	0.000	0.000	Merged-chr12-32212935-7
Merged-chr10-54040478-122	chr10	54040175	54040655	+	0.000	0.000	Merged-chr10-54040478-122
Merged-chr7-142399305-21	chr7	142399067	142399568	+	0.000	0.000	Merged-chr7-142399305-21
Merged-chr7-66233598-56	chr7	66233270	66233860	+	0.000	0.000	Merged-chr7-66233598-56
Merged-chr8-124278652-26	chr8	124278478	124278909	+	0.000	0.000	Merged-chr8-124278652-26
Merged-chr18-24673740-54	chr18	24673104	24674492	+	0.000	0.000	Merged-chr18-24673740-54
Merged-chr9-83440532-1	chr9	83440434	83440632	+	0.000	0.000	Merged-chr9-83440532-1
Merged-chr11-68502596-20	chr11	68502368	68502808	+	0.000	0.000	Merged-chr11-68502596-20
Merged-chr12-100856491-28	chr12	100856073	100856810	+	0.000	0.000	Merged-chr12-100856491-28
Merged-chr17-8388700-3	chr17	8388460	8388899	+	0.000	0.000	Merged-chr17-8388700-3
Merged-chr16-10979660-46	chr16	10979434	10979866	+	0.000	0.000	Merged-chr16-10979660-46
Merged-chr17-12741706-44	chr17	12741295	12742340	+	0.000	0.000	Merged-chr17-12741706-44
Merged-chr10-110760691-41	chr10	110760225	110760954	+	0.000	0.000	Merged-chr10-110760691-41
Merged-chr1-97613912-17	chr1	97613716	97614073	+	0.000	0.000	Merged-chr1-97613912-17
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr5-146882424-24	chr5	146882099	146882836	+	0.000	0.000	Merged-chr5-146882424-24
Merged-chr2-127131488-25	chr2	127131271	127131737	+	0.000	0.000	Merged-chr2-127131488-25
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr6-42354474-17	chr6	42354284	42354739	+	0.000	0.000	Merged-chr6-42354474-17
Merged-chr9-107313062-65	chr9	107312786	107313312	+	0.000	0.000	Merged-chr9-107313062-65
Merged-chr16-95762105-29	chr16	95761846	95762361	+	0.000	0.000	Merged-chr16-95762105-29
Merged-chr7-110109267-48	chr7	110109039	110109558	+	0.000	0.000	Merged-chr7-110109267-48
Merged-chr1-60902675-29	chr1	60902485	60902911	+	0.000	0.000	Merged-chr1-60902675-29
Merged-chr2-101732901-49	chr2	101732451	101733421	+	0.000	0.000	Merged-chr2-101732901-49
Merged-chr15-93007766-3	chr15	93007557	93007930	+	0.000	0.000	Merged-chr15-93007766-3
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr13-52998796-35	chr13	52998594	52998948	+	0.000	0.000	Merged-chr13-52998796-35
Merged-chr13-107967058-4	chr13	107966930	107967195	+	0.000	0.000	Merged-chr13-107967058-4
Merged-chr16-64800516-42	chr16	64800245	64800712	+	0.000	0.000	Merged-chr16-64800516-42
Merged-chr10-92875569-1	chr10	92875471	92875669	+	0.000	0.000	Merged-chr10-92875569-1
Merged-chr14-67951902-1	chr14	67951804	67952002	+	0.000	0.000	Merged-chr14-67951902-1
Merged-chr2-45139148-28	chr2	45138924	45139478	+	0.000	0.000	Merged-chr2-45139148-28
Merged-chr7-128132284-5	chr7	128132164	128132421	+	0.000	0.000	Merged-chr7-128132284-5
Merged-chr5-146839913-1	chr5	146839815	146840013	+	0.000	0.000	Merged-chr5-146839913-1
Merged-chr6-54096523-11	chr6	54096243	54096723	+	0.000	0.000	Merged-chr6-54096523-11
Merged-chr7-89253007-2	chr7	89252905	89253111	+	0.000	0.000	Merged-chr7-89253007-2
Merged-chr7-90312520-23	chr7	90312312	90312739	+	0.000	0.000	Merged-chr7-90312520-23
Merged-chr1-171796405-6	chr1	171796261	171796543	+	0.000	0.000	Merged-chr1-171796405-6
Merged-chr1-172306276-26	chr1	172306043	172306566	+	0.000	0.000	Merged-chr1-172306276-26
Merged-chr5-134617307-27	chr5	134617034	134617522	+	0.000	0.000	Merged-chr5-134617307-27
Merged-chr6-113668955-38	chr6	113668782	113669164	+	0.000	0.000	Merged-chr6-113668955-38
Merged-chr11-58437152-28	chr11	58436889	58437361	+	0.000	0.000	Merged-chr11-58437152-28
Merged-chr1-153066628-19	chr1	153066322	153066859	+	0.000	0.000	Merged-chr1-153066628-19
Merged-chr6-112852567-47	chr6	112852319	112852935	+	0.000	0.000	Merged-chr6-112852567-47
Merged-chr4-155669356-57	chr4	155669129	155669589	+	0.000	0.000	Merged-chr4-155669356-57
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chr3-19319228-45	chr3	19318999	19319557	+	0.000	0.000	Merged-chr3-19319228-45
Merged-chr10-76543066-52	chr10	76542762	76543301	+	0.000	0.000	Merged-chr10-76543066-52
Merged-chr14-61309856-19	chr14	61309685	61310074	+	0.000	0.000	Merged-chr14-61309856-19
Merged-chr8-105827361-75	chr8	105827076	105827601	+	0.000	0.000	Merged-chr8-105827361-75
Merged-chr7-67500556-27	chr7	67500369	67500730	+	0.000	0.000	Merged-chr7-67500556-27
Merged-chr19-40618053-6	chr19	40617880	40618217	+	0.000	0.000	Merged-chr19-40618053-6
Merged-chr7-66230424-40	chr7	66230136	66230634	+	0.000	0.000	Merged-chr7-66230424-40
Merged-chr5-140595051-2	chr5	140594928	140595177	+	0.000	0.000	Merged-chr5-140595051-2
Merged-chr18-89212381-24	chr18	89212139	89212594	+	0.000	0.000	Merged-chr18-89212381-24
Merged-chr1-193264038-89	chr1	193263767	193264480	+	0.000	0.000	Merged-chr1-193264038-89
Merged-chr13-53069490-8	chr13	53069292	53069694	+	0.000	0.000	Merged-chr13-53069490-8
Merged-chr18-66429331-35	chr18	66429029	66429632	+	0.000	0.000	Merged-chr18-66429331-35
Merged-chr8-33594381-37	chr8	33594117	33594686	+	0.000	0.000	Merged-chr8-33594381-37
Merged-chr19-56397084-121	chr19	56396594	56397405	+	0.000	0.000	Merged-chr19-56397084-121
Merged-chr18-70611498-71	chr18	70610234	70612257	+	0.000	0.000	Merged-chr18-70611498-71
Merged-chr18-66464965-21	chr18	66464748	66465251	+	0.000	0.000	Merged-chr18-66464965-21
Merged-chr17-86779381-46	chr17	86779164	86779561	+	0.000	0.000	Merged-chr17-86779381-46
Merged-chr1-43465147-57	chr1	43464840	43465603	+	0.000	0.000	Merged-chr1-43465147-57
Merged-chr2-3277691-9	chr2	3277496	3277903	+	0.000	0.000	Merged-chr2-3277691-9
Merged-chr17-86833009-31	chr17	86832759	86833255	+	0.000	0.000	Merged-chr17-86833009-31
Merged-chr14-120520145-25	chr14	120519861	120520407	+	0.000	0.000	Merged-chr14-120520145-25
Merged-chr5-8996139-2	chr5	8996010	8996270	+	0.000	0.000	Merged-chr5-8996139-2
Merged-chr13-115103921-1	chr13	115103823	115104021	+	0.000	0.000	Merged-chr13-115103921-1
Merged-chr5-21438636-26	chr5	21438363	21438838	+	0.000	0.000	Merged-chr5-21438636-26
Merged-chr15-93288515-20	chr15	93288072	93288793	+	0.000	0.000	Merged-chr15-93288515-20
Merged-chr1-92803603-7	chr1	92803474	92803760	+	0.000	0.000	Merged-chr1-92803603-7
Merged-chr14-56260746-6	chr14	56260597	56260902	+	0.000	0.000	Merged-chr14-56260746-6
Merged-chr13-33005853-1	chr13	33005755	33005953	+	0.000	0.000	Merged-chr13-33005853-1
Merged-chr1-9859361-47	chr1	9859095	9859545	+	0.000	0.000	Merged-chr1-9859361-47
Merged-chr12-32202051-6	chr12	32201889	32202202	+	0.000	0.000	Merged-chr12-32202051-6
Merged-chr7-112238008-1	chr7	112237910	112238108	+	0.000	0.000	Merged-chr7-112238008-1
Merged-chr7-88318550-2	chr7	88318387	88318716	+	0.000	0.000	Merged-chr7-88318550-2
Merged-chr4-15266515-5	chr4	15266352	15266678	+	0.000	0.000	Merged-chr4-15266515-5
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr1-134099095-86	chr1	134098707	134099527	+	0.000	0.000	Merged-chr1-134099095-86
Merged-chr10-77536900-3	chr10	77536770	77537034	+	0.000	0.000	Merged-chr10-77536900-3
Merged-chr3-59222464-17	chr3	59222257	59222657	+	0.000	0.000	Merged-chr3-59222464-17
Merged-chr1-128366514-8	chr1	128366343	128366702	+	0.000	0.000	Merged-chr1-128366514-8
Merged-chr16-64647871-24	chr16	64647595	64648103	+	0.000	0.000	Merged-chr16-64647871-24
Merged-chr10-40090254-8	chr10	40090006	40090456	+	0.000	0.000	Merged-chr10-40090254-8
Merged-chr10-111506860-100	chr10	111506307	111507288	+	0.000	0.000	Merged-chr10-111506860-100
Merged-chr7-38141979-26	chr7	38141742	38142197	+	0.000	0.000	Merged-chr7-38141979-26
Merged-chr14-78685455-11	chr14	78685296	78685626	+	0.000	0.000	Merged-chr14-78685455-11
Merged-chr1-97661478-143	chr1	97661292	97661722	+	0.000	0.000	Merged-chr1-97661478-143
Merged-chr9-78617261-21	chr9	78617105	78617442	+	0.000	0.000	Merged-chr9-78617261-21
Merged-chr6-113638545-51	chr6	113638267	113638814	+	0.000	0.000	Merged-chr6-113638545-51
Merged-chr7-112225883-54	chr7	112225651	112226201	+	0.000	0.000	Merged-chr7-112225883-54
Merged-chr10-80576663-4	chr10	80576493	80576853	+	0.000	0.000	Merged-chr10-80576663-4
Merged-chr9-80342809-3	chr9	80342682	80342926	+	0.000	0.000	Merged-chr9-80342809-3
Merged-chr9-113990905-47	chr9	113990657	113991219	+	0.000	0.000	Merged-chr9-113990905-47
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chr16-95702377-100	chr16	95701992	95702724	+	0.000	0.000	Merged-chr16-95702377-100
Merged-chr12-44209268-1	chr12	44209170	44209368	+	0.000	0.000	Merged-chr12-44209268-1
Merged-chrX-155318155-23	chrX	155317787	155318388	+	0.000	0.000	Merged-chrX-155318155-23
Merged-chr6-8647887-10	chr6	8647661	8648160	+	0.000	0.000	Merged-chr6-8647887-10
Merged-chr17-78201696-9	chr17	78201296	78202023	+	0.000	0.000	Merged-chr17-78201696-9
Merged-chr1-92648373-82	chr1	92647843	92649092	+	0.000	0.000	Merged-chr1-92648373-82
Merged-chr2-158768121-83	chr2	158767745	158768387	+	0.000	0.000	Merged-chr2-158768121-83
Merged-chr4-145229567-109	chr4	145229354	145229937	+	0.000	0.000	Merged-chr4-145229567-109
Merged-chr6-88898670-52	chr6	88898491	88898915	+	0.000	0.000	Merged-chr6-88898670-52
Merged-chr12-73593577-88	chr12	73593318	73593982	+	0.000	0.000	Merged-chr12-73593577-88
Merged-chr1-92834131-5	chr1	92834003	92834295	+	0.000	0.000	Merged-chr1-92834131-5
Merged-chr11-17005179-7	chr11	17004980	17005398	+	0.000	0.000	Merged-chr11-17005179-7
Merged-chr5-67427515-71	chr5	67427222	67427868	+	0.000	0.000	Merged-chr5-67427515-71
Merged-chrX-167207953-22	chrX	167207767	167208124	+	0.000	0.000	Merged-chrX-167207953-22
Merged-chr6-97420267-23	chr6	97420115	97420433	+	0.000	0.000	Merged-chr6-97420267-23
Merged-chr12-73604732-122	chr12	73604344	73605204	+	0.000	0.000	Merged-chr12-73604732-122
Merged-chr4-151996356-68	chr4	151995795	151996772	+	0.000	0.000	Merged-chr4-151996356-68
Merged-chr8-117049781-1	chr8	117049683	117049881	+	0.000	0.000	Merged-chr8-117049781-1
Merged-chr5-146857816-33	chr5	146857497	146858005	+	0.000	0.000	Merged-chr5-146857816-33
Merged-chr1-133694971-54	chr1	133694585	133695360	+	0.000	0.000	Merged-chr1-133694971-54
Merged-chr13-33003757-27	chr13	33003554	33003990	+	0.000	0.000	Merged-chr13-33003757-27
Merged-chr9-83835459-1	chr9	83835361	83835559	+	0.000	0.000	Merged-chr9-83835459-1
Merged-chr12-32183013-17	chr12	32182736	32183372	+	0.000	0.000	Merged-chr12-32183013-17
Merged-chr13-41453592-40	chr13	41453379	41453838	+	0.000	0.000	Merged-chr13-41453592-40
Merged-chr8-72136702-59	chr8	72136378	72137042	+	0.000	0.000	Merged-chr8-72136702-59
Merged-chr16-58408576-68	chr16	58408168	58408830	+	0.000	0.000	Merged-chr16-58408576-68
Merged-chr18-66471173-116	chr18	66470739	66471447	+	0.000	0.000	Merged-chr18-66471173-116
Merged-chr1-43446070-79	chr1	43445594	43446717	+	0.000	0.000	Merged-chr1-43446070-79
Merged-chr11-114676631-1	chr11	114676533	114676731	+	0.000	0.000	Merged-chr11-114676631-1
Merged-chr13-113615129-71	chr13	113614896	113615663	+	0.000	0.000	Merged-chr13-113615129-71
Merged-chr5-67394984-4	chr5	67394811	67395123	+	0.000	0.000	Merged-chr5-67394984-4
Merged-chr11-90675808-18	chr11	90675604	90676062	+	0.000	0.000	Merged-chr11-90675808-18
Merged-chr2-165326643-68	chr2	165326384	165326879	+	0.000	0.000	Merged-chr2-165326643-68
Merged-chr10-69352731-93	chr10	69352191	69353105	+	0.000	0.000	Merged-chr10-69352731-93
Merged-chr15-55852907-4	chr15	55852785	55853040	+	0.000	0.000	Merged-chr15-55852907-4
Merged-chr2-80580102-1	chr2	80580004	80580202	+	0.000	0.000	Merged-chr2-80580102-1
Merged-chr1-120293929-5	chr1	120293750	120294122	+	0.000	0.000	Merged-chr1-120293929-5
Merged-chr17-73949934-84	chr17	73949585	73950339	+	0.000	0.000	Merged-chr17-73949934-84
Merged-chr9-106394684-34	chr9	106394449	106394860	+	0.000	0.000	Merged-chr9-106394684-34
Merged-chr7-89253544-42	chr7	89253331	89253856	+	0.000	0.000	Merged-chr7-89253544-42
Merged-chr10-61306308-35	chr10	61306111	61306510	+	0.000	0.000	Merged-chr10-61306308-35
Merged-chr13-5979653-26	chr13	5979281	5979916	+	0.000	0.000	Merged-chr13-5979653-26
Merged-chr7-100227662-85	chr7	100227268	100228005	+	0.000	0.000	Merged-chr7-100227662-85
Merged-chr11-11765633-10	chr11	11765450	11765811	+	0.000	0.000	Merged-chr11-11765633-10
Merged-chr6-54162989-41	chr6	54162780	54163277	+	0.000	0.000	Merged-chr6-54162989-41
Merged-chr6-86669328-55	chr6	86669125	86669545	+	0.000	0.000	Merged-chr6-86669328-55
Merged-chr12-16532110-1	chr12	16532012	16532210	+	0.000	0.000	Merged-chr12-16532110-1
Merged-chr6-54158471-51	chr6	54158143	54158721	+	0.000	0.000	Merged-chr6-54158471-51
Merged-chr14-67951518-44	chr14	67951151	67951766	+	0.000	0.000	Merged-chr14-67951518-44
Merged-chr13-12349518-23	chr13	12349224	12349772	+	0.000	0.000	Merged-chr13-12349518-23
Merged-chr6-86671060-1	chr6	86670962	86671160	+	0.000	0.000	Merged-chr6-86671060-1
Merged-chr13-63411317-71	chr13	63410964	63411579	+	0.000	0.000	Merged-chr13-63411317-71
Merged-chr2-60904375-31	chr2	60904157	60904704	+	0.000	0.000	Merged-chr2-60904375-31
Merged-chr15-31258443-11	chr15	31258209	31258746	+	0.000	0.000	Merged-chr15-31258443-11
Merged-chr9-124028680-14	chr9	124028491	124028910	+	0.000	0.000	Merged-chr9-124028680-14
Merged-chr15-99008995-43	chr15	99008745	99009246	+	0.000	0.000	Merged-chr15-99008995-43
Merged-chr4-15504943-2	chr4	15504817	15505071	+	0.000	0.000	Merged-chr4-15504943-2
