#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_WT_Tfh.up.bed
Merged-chr7-109958822-1	chr7	109958724	109958922	+	0.000	0.000	Merged-chr7-109958822-1
Merged-chr17-8388700-3	chr17	8388460	8388899	+	0.000	0.000	Merged-chr17-8388700-3
Merged-chr5-120710597-12	chr5	120710051	120710953	+	0.000	0.000	Merged-chr5-120710597-12
Merged-chr4-135073658-24	chr4	135073486	135073854	+	0.000	0.000	Merged-chr4-135073658-24
Merged-chr7-80115240-64	chr7	80114974	80115442	+	0.000	0.000	Merged-chr7-80115240-64
Merged-chr6-108631007-44	chr6	108630706	108631217	+	0.000	0.000	Merged-chr6-108631007-44
Merged-chr2-57268948-16	chr2	57268769	57269134	+	0.000	0.000	Merged-chr2-57268948-16
Merged-chr18-23842363-57	chr18	23841942	23842705	+	0.000	0.000	Merged-chr18-23842363-57
Merged-chr13-114879006-41	chr13	114878632	114879231	+	0.000	0.000	Merged-chr13-114879006-41
Merged-chr17-44130600-14	chr17	44130395	44130831	+	0.000	0.000	Merged-chr17-44130600-14
Merged-chr17-44735939-118	chr17	44735385	44736540	+	0.000	0.000	Merged-chr17-44735939-118
Merged-chr1-133816158-89	chr1	133815766	133816396	+	0.000	0.000	Merged-chr1-133816158-89
Merged-chr19-10183021-72	chr19	10182556	10183273	+	0.000	0.000	Merged-chr19-10183021-72
Merged-chr2-38511447-2	chr2	38511349	38511548	+	0.000	0.000	Merged-chr2-38511447-2
Merged-chr4-156030894-44	chr4	156030712	156031151	+	0.000	0.000	Merged-chr4-156030894-44
Merged-chr18-56413005-50	chr18	56412809	56413314	+	0.000	0.000	Merged-chr18-56413005-50
Merged-chr5-62778862-45	chr5	62778614	62779195	+	0.000	0.000	Merged-chr5-62778862-45
Merged-chr13-113831003-7	chr13	113830866	113831133	+	0.000	0.000	Merged-chr13-113831003-7
Merged-chr10-91171270-131	chr10	91170615	91171843	+	0.000	0.000	Merged-chr10-91171270-131
Merged-chr5-146882424-24	chr5	146882099	146882836	+	0.000	0.000	Merged-chr5-146882424-24
Merged-chr7-123355107-50	chr7	123354734	123355440	+	0.000	0.000	Merged-chr7-123355107-50
Merged-chr11-22972472-98	chr11	22971909	22973204	+	0.000	0.000	Merged-chr11-22972472-98
Merged-chr8-124260405-50	chr8	124260179	124260635	+	0.000	0.000	Merged-chr8-124260405-50
Merged-chr11-46437293-76	chr11	46436865	46437791	+	0.000	0.000	Merged-chr11-46437293-76
Merged-chr4-132748989-25	chr4	132748742	132749210	+	0.000	0.000	Merged-chr4-132748989-25
Merged-chr1-40470075-45	chr1	40469691	40470320	+	0.000	0.000	Merged-chr1-40470075-45
Merged-chr2-127131488-25	chr2	127131271	127131737	+	0.000	0.000	Merged-chr2-127131488-25
Merged-chr17-25258027-50	chr17	25257761	25258232	+	0.000	0.000	Merged-chr17-25258027-50
Merged-chr3-89449086-1	chr3	89448988	89449186	+	0.000	0.000	Merged-chr3-89449086-1
Merged-chr6-42354474-17	chr6	42354284	42354739	+	0.000	0.000	Merged-chr6-42354474-17
Merged-chr4-43483112-12	chr4	43482954	43483290	+	0.000	0.000	Merged-chr4-43483112-12
Merged-chr15-99875491-38	chr15	99875091	99875710	+	0.000	0.000	Merged-chr15-99875491-38
Merged-chr6-50387910-30	chr6	50387725	50388071	+	0.000	0.000	Merged-chr6-50387910-30
Merged-chr10-26229708-29	chr10	26229361	26229937	+	0.000	0.000	Merged-chr10-26229708-29
Merged-chr16-95762105-29	chr16	95761846	95762361	+	0.000	0.000	Merged-chr16-95762105-29
Merged-chr7-66185560-38	chr7	66185335	66185735	+	0.000	0.000	Merged-chr7-66185560-38
Merged-chr2-101732901-49	chr2	101732451	101733421	+	0.000	0.000	Merged-chr2-101732901-49
Merged-chr17-33550477-13	chr17	33550320	33550695	+	0.000	0.000	Merged-chr17-33550477-13
Merged-chr8-104442782-74	chr8	104442551	104443064	+	0.000	0.000	Merged-chr8-104442782-74
Merged-chr10-118064945-40	chr10	118064685	118065185	+	0.000	0.000	Merged-chr10-118064945-40
Merged-chr15-66777953-1	chr15	66777855	66778053	+	0.000	0.000	Merged-chr15-66777953-1
Merged-chr14-73119744-4	chr14	73119618	73119864	+	0.000	0.000	Merged-chr14-73119744-4
Merged-chr2-118141915-1	chr2	118141817	118142015	+	0.000	0.000	Merged-chr2-118141915-1
Merged-chr15-5240106-1	chr15	5240008	5240206	+	0.000	0.000	Merged-chr15-5240106-1
Merged-chr11-53842047-54	chr11	53841864	53842360	+	0.000	0.000	Merged-chr11-53842047-54
Merged-chr7-139151374-48	chr7	139151108	139151589	+	0.000	0.000	Merged-chr7-139151374-48
Merged-chr4-152447863-18	chr4	152447673	152448088	+	0.000	0.000	Merged-chr4-152447863-18
Merged-chr3-88620274-7	chr3	88620023	88620557	+	0.000	0.000	Merged-chr3-88620274-7
Merged-chr17-47598322-32	chr17	47598096	47598502	+	0.000	0.000	Merged-chr17-47598322-32
Merged-chr11-55039805-19	chr11	55039622	55040094	+	0.000	0.000	Merged-chr11-55039805-19
Merged-chr7-67421949-40	chr7	67421526	67422314	+	0.000	0.000	Merged-chr7-67421949-40
Merged-chr14-67951902-1	chr14	67951804	67952002	+	0.000	0.000	Merged-chr14-67951902-1
Merged-chr13-112551755-26	chr13	112551446	112551970	+	0.000	0.000	Merged-chr13-112551755-26
Merged-chr11-120581105-4	chr11	120581002	120581223	+	0.000	0.000	Merged-chr11-120581105-4
Merged-chr1-181865923-4	chr1	181865678	181866134	+	0.000	0.000	Merged-chr1-181865923-4
Merged-chr4-136172134-18	chr4	136171935	136172344	+	0.000	0.000	Merged-chr4-136172134-18
Merged-chr4-135119074-2	chr4	135118939	135119211	+	0.000	0.000	Merged-chr4-135119074-2
Merged-chr9-107038960-1	chr9	107038862	107039060	+	0.000	0.000	Merged-chr9-107038960-1
Merged-chr4-135292823-34	chr4	135292626	135293005	+	0.000	0.000	Merged-chr4-135292823-34
Merged-chr1-180356111-73	chr1	180355748	180356548	+	0.000	0.000	Merged-chr1-180356111-73
Merged-chr18-62179910-61	chr18	62179416	62180227	+	0.000	0.000	Merged-chr18-62179910-61
Merged-chr2-90625139-7	chr2	90625010	90625281	+	0.000	0.000	Merged-chr2-90625139-7
Merged-chr2-45139148-28	chr2	45138924	45139478	+	0.000	0.000	Merged-chr2-45139148-28
Merged-chr7-128132284-5	chr7	128132164	128132421	+	0.000	0.000	Merged-chr7-128132284-5
Merged-chr1-43138618-9	chr1	43138453	43138764	+	0.000	0.000	Merged-chr1-43138618-9
Merged-chr15-98953417-66	chr15	98953255	98953674	+	0.000	0.000	Merged-chr15-98953417-66
Merged-chr2-92059696-70	chr2	92059105	92060175	+	0.000	0.000	Merged-chr2-92059696-70
Merged-chr2-53191646-133	chr2	53191416	53191877	+	0.000	0.000	Merged-chr2-53191646-133
Merged-chr6-54096523-11	chr6	54096243	54096723	+	0.000	0.000	Merged-chr6-54096523-11
Merged-chr5-149509266-2	chr5	149509164	149509371	+	0.000	0.000	Merged-chr5-149509266-2
Merged-chr1-161744288-1	chr1	161744190	161744388	+	0.000	0.000	Merged-chr1-161744288-1
Merged-chr13-59668754-52	chr13	59668523	59669088	+	0.000	0.000	Merged-chr13-59668754-52
Merged-chr11-49956068-20	chr11	49955844	49956278	+	0.000	0.000	Merged-chr11-49956068-20
Merged-chr1-176944899-30	chr1	176944619	176945239	+	0.000	0.000	Merged-chr1-176944899-30
Merged-chr2-66124207-7	chr2	66123911	66124385	+	0.000	0.000	Merged-chr2-66124207-7
Merged-chr6-82773565-31	chr6	82773317	82773811	+	0.000	0.000	Merged-chr6-82773565-31
Merged-chr10-19594652-16	chr10	19594341	19594860	+	0.000	0.000	Merged-chr10-19594652-16
Merged-chr9-118040599-78	chr9	118040365	118040886	+	0.000	0.000	Merged-chr9-118040599-78
Merged-chr6-108688529-50	chr6	108688054	108688862	+	0.000	0.000	Merged-chr6-108688529-50
Merged-chr14-20766175-32	chr14	20765937	20766480	+	0.000	0.000	Merged-chr14-20766175-32
Merged-chr1-171796405-6	chr1	171796261	171796543	+	0.000	0.000	Merged-chr1-171796405-6
Merged-chr1-172306276-26	chr1	172306043	172306566	+	0.000	0.000	Merged-chr1-172306276-26
Merged-chr5-111176619-7	chr5	111176433	111176792	+	0.000	0.000	Merged-chr5-111176619-7
Merged-chr16-44349911-10	chr16	44349731	44350157	+	0.000	0.000	Merged-chr16-44349911-10
Merged-chr15-84682027-1	chr15	84681929	84682127	+	0.000	0.000	Merged-chr15-84682027-1
Merged-chr2-52523552-9	chr2	52523400	52523723	+	0.000	0.000	Merged-chr2-52523552-9
Merged-chr6-131292512-2	chr6	131292344	131292683	+	0.000	0.000	Merged-chr6-131292512-2
Merged-chr17-80174929-149	chr17	80174655	80175606	+	0.000	0.000	Merged-chr17-80174929-149
Merged-chr8-71521832-21	chr8	71521662	71521991	+	0.000	0.000	Merged-chr8-71521832-21
Merged-chr3-30864104-31	chr3	30863917	30864355	+	0.000	0.000	Merged-chr3-30864104-31
Merged-chr8-111300171-94	chr8	111299917	111300520	+	0.000	0.000	Merged-chr8-111300171-94
Merged-chr11-58437152-28	chr11	58436889	58437361	+	0.000	0.000	Merged-chr11-58437152-28
Merged-chr9-120116499-4	chr9	120116336	120116653	+	0.000	0.000	Merged-chr9-120116499-4
Merged-chr1-153066628-19	chr1	153066322	153066859	+	0.000	0.000	Merged-chr1-153066628-19
Merged-chr10-40125408-12	chr10	40125261	40125558	+	0.000	0.000	Merged-chr10-40125408-12
Merged-chr1-153308200-4	chr1	153308066	153308346	+	0.000	0.000	Merged-chr1-153308200-4
Merged-chr13-56159315-13	chr13	56159114	56159530	+	0.000	0.000	Merged-chr13-56159315-13
Merged-chrX-137015463-27	chrX	137015321	137015638	+	0.000	0.000	Merged-chrX-137015463-27
Merged-chr4-40876034-58	chr4	40875784	40876512	+	0.000	0.000	Merged-chr4-40876034-58
Merged-chr5-73647714-62	chr5	73647369	73648154	+	0.000	0.000	Merged-chr5-73647714-62
Merged-chr6-137544175-69	chr6	137543265	137544793	+	0.000	0.000	Merged-chr6-137544175-69
Merged-chr7-128049060-2	chr7	128048955	128049168	+	0.000	0.000	Merged-chr7-128049060-2
Merged-chr10-120989618-1	chr10	120989520	120989718	+	0.000	0.000	Merged-chr10-120989618-1
Merged-chr12-25092783-66	chr12	25092361	25093206	+	0.000	0.000	Merged-chr12-25092783-66
Merged-chr17-12208322-6	chr17	12208153	12208479	+	0.000	0.000	Merged-chr17-12208322-6
Merged-chr2-76070778-23	chr2	76070582	76071008	+	0.000	0.000	Merged-chr2-76070778-23
Merged-chr6-128833233-10	chr6	128833004	128833454	+	0.000	0.000	Merged-chr6-128833233-10
Merged-chr17-44745562-14	chr17	44745431	44745701	+	0.000	0.000	Merged-chr17-44745562-14
Merged-chr5-77092081-48	chr5	77091611	77092499	+	0.000	0.000	Merged-chr5-77092081-48
Merged-chr2-11623326-4	chr2	11623212	11623447	+	0.000	0.000	Merged-chr2-11623326-4
Merged-chr2-58161990-33	chr2	58161817	58162300	+	0.000	0.000	Merged-chr2-58161990-33
Merged-chr10-76543066-52	chr10	76542762	76543301	+	0.000	0.000	Merged-chr10-76543066-52
Merged-chr11-101177169-3	chr11	101176990	101177310	+	0.000	0.000	Merged-chr11-101177169-3
Merged-chr17-74328280-11	chr17	74328106	74328478	+	0.000	0.000	Merged-chr17-74328280-11
Merged-chr9-35117725-13	chr9	35117552	35117880	+	0.000	0.000	Merged-chr9-35117725-13
Merged-chr6-50455825-117	chr6	50455647	50456032	+	0.000	0.000	Merged-chr6-50455825-117
Merged-chr13-115011790-8	chr13	115011643	115011969	+	0.000	0.000	Merged-chr13-115011790-8
Merged-chr1-54828020-41	chr1	54827774	54828222	+	0.000	0.000	Merged-chr1-54828020-41
Merged-chr1-172289073-4	chr1	172288912	172289269	+	0.000	0.000	Merged-chr1-172289073-4
Merged-chr18-23810991-46	chr18	23810807	23811215	+	0.000	0.000	Merged-chr18-23810991-46
Merged-chr17-28952382-67	chr17	28951934	28952855	+	0.000	0.000	Merged-chr17-28952382-67
Merged-chr4-145221845-95	chr4	145221422	145222364	+	0.000	0.000	Merged-chr4-145221845-95
Merged-chr10-63308966-53	chr10	63308622	63309345	+	0.000	0.000	Merged-chr10-63308966-53
Merged-chr11-5882751-15	chr11	5882600	5882917	+	0.000	0.000	Merged-chr11-5882751-15
Merged-chr7-67500556-27	chr7	67500369	67500730	+	0.000	0.000	Merged-chr7-67500556-27
Merged-chr13-98693524-23	chr13	98693285	98693799	+	0.000	0.000	Merged-chr13-98693524-23
Merged-chr13-95688740-7	chr13	95688629	95688852	+	0.000	0.000	Merged-chr13-95688740-7
Merged-chr19-40618053-6	chr19	40617880	40618217	+	0.000	0.000	Merged-chr19-40618053-6
Merged-chr15-78614745-50	chr15	78614485	78615094	+	0.000	0.000	Merged-chr15-78614745-50
Merged-chr9-13820918-14	chr9	13820676	13821185	+	0.000	0.000	Merged-chr9-13820918-14
Merged-chr9-69294856-4	chr9	69294747	69294967	+	0.000	0.000	Merged-chr9-69294856-4
Merged-chr7-66230424-40	chr7	66230136	66230634	+	0.000	0.000	Merged-chr7-66230424-40
Merged-chr5-140595051-2	chr5	140594928	140595177	+	0.000	0.000	Merged-chr5-140595051-2
Merged-chr17-12164668-1	chr17	12164570	12164768	+	0.000	0.000	Merged-chr17-12164668-1
Merged-chr18-89212381-24	chr18	89212139	89212594	+	0.000	0.000	Merged-chr18-89212381-24
Merged-chr5-111357188-22	chr5	111357027	111357370	+	0.000	0.000	Merged-chr5-111357188-22
Merged-chr11-64086070-15	chr11	64085840	64086274	+	0.000	0.000	Merged-chr11-64086070-15
Merged-chr1-193264038-89	chr1	193263767	193264480	+	0.000	0.000	Merged-chr1-193264038-89
Merged-chr12-70825421-128	chr12	70825164	70825738	+	0.000	0.000	Merged-chr12-70825421-128
Merged-chr2-27730230-3	chr2	27730042	27730385	+	0.000	0.000	Merged-chr2-27730230-3
Merged-chr6-97225011-1	chr6	97224913	97225111	+	0.000	0.000	Merged-chr6-97225011-1
Merged-chr18-66429331-35	chr18	66429029	66429632	+	0.000	0.000	Merged-chr18-66429331-35
Merged-chr8-122432955-76	chr8	122432606	122433297	+	0.000	0.000	Merged-chr8-122432955-76
Merged-chr17-79020706-82	chr17	79020412	79021088	+	0.000	0.000	Merged-chr17-79020706-82
Merged-chr11-101094947-1	chr11	101094849	101095047	+	0.000	0.000	Merged-chr11-101094947-1
Merged-chr18-62163179-10	chr18	62163022	62163316	+	0.000	0.000	Merged-chr18-62163179-10
Merged-chr2-52510042-2	chr2	52509939	52510148	+	0.000	0.000	Merged-chr2-52510042-2
Merged-chr1-74391638-119	chr1	74391107	74392404	+	0.000	0.000	Merged-chr1-74391638-119
Merged-chr11-67563339-33	chr11	67563039	67563548	+	0.000	0.000	Merged-chr11-67563339-33
Merged-chr18-75377712-65	chr18	75377460	75378045	+	0.000	0.000	Merged-chr18-75377712-65
Merged-chr1-193231215-10	chr1	193230987	193231524	+	0.000	0.000	Merged-chr1-193231215-10
Merged-chr3-84666223-45	chr3	84665960	84666414	+	0.000	0.000	Merged-chr3-84666223-45
Merged-chr3-93548617-27	chr3	93548415	93548863	+	0.000	0.000	Merged-chr3-93548617-27
Merged-chr18-70611498-71	chr18	70610234	70612257	+	0.000	0.000	Merged-chr18-70611498-71
Merged-chr18-65381869-74	chr18	65381540	65382123	+	0.000	0.000	Merged-chr18-65381869-74
Merged-chr7-4027016-25	chr7	4026810	4027218	+	0.000	0.000	Merged-chr7-4027016-25
Merged-chr9-123845275-20	chr9	123845060	123845474	+	0.000	0.000	Merged-chr9-123845275-20
Merged-chr2-90503478-20	chr2	90503229	90503638	+	0.000	0.000	Merged-chr2-90503478-20
Merged-chr9-114787935-34	chr9	114787715	114788221	+	0.000	0.000	Merged-chr9-114787935-34
Merged-chr16-93884002-62	chr16	93883730	93884246	+	0.000	0.000	Merged-chr16-93884002-62
Merged-chr4-122872187-66	chr4	122871810	122872733	+	0.000	0.000	Merged-chr4-122872187-66
Merged-chr17-86779381-46	chr17	86779164	86779561	+	0.000	0.000	Merged-chr17-86779381-46
Merged-chr2-3810542-48	chr2	3810288	3810835	+	0.000	0.000	Merged-chr2-3810542-48
Merged-chr3-104220223-115	chr3	104219579	104220757	+	0.000	0.000	Merged-chr3-104220223-115
Merged-chr6-129067175-32	chr6	129066912	129067444	+	0.000	0.000	Merged-chr6-129067175-32
Merged-chr3-93562558-40	chr3	93562330	93562837	+	0.000	0.000	Merged-chr3-93562558-40
Merged-chr5-23712510-79	chr5	23712184	23712913	+	0.000	0.000	Merged-chr5-23712510-79
Merged-chr9-69300396-40	chr9	69300151	69300589	+	0.000	0.000	Merged-chr9-69300396-40
Merged-chr3-102724263-19	chr3	102724024	102724496	+	0.000	0.000	Merged-chr3-102724263-19
Merged-chr1-57377842-99	chr1	57377354	57378058	+	0.000	0.000	Merged-chr1-57377842-99
Merged-chr2-3277691-9	chr2	3277496	3277903	+	0.000	0.000	Merged-chr2-3277691-9
Merged-chr15-66812440-73	chr15	66812043	66813023	+	0.000	0.000	Merged-chr15-66812440-73
Merged-chr8-111960848-2	chr8	111960734	111960964	+	0.000	0.000	Merged-chr8-111960848-2
Merged-chr6-97221757-71	chr6	97221500	97222065	+	0.000	0.000	Merged-chr6-97221757-71
Merged-chr3-94379948-32	chr3	94379576	94380276	+	0.000	0.000	Merged-chr3-94379948-32
Merged-chr14-120520145-25	chr14	120519861	120520407	+	0.000	0.000	Merged-chr14-120520145-25
Merged-chr19-11048219-7	chr19	11048025	11048454	+	0.000	0.000	Merged-chr19-11048219-7
Merged-chr15-83464613-68	chr15	83464347	83464872	+	0.000	0.000	Merged-chr15-83464613-68
Merged-chr10-81508200-58	chr10	81507965	81508383	+	0.000	0.000	Merged-chr10-81508200-58
Merged-chr2-167368562-3	chr2	167368376	167368725	+	0.000	0.000	Merged-chr2-167368562-3
Merged-chr4-126554688-2	chr4	126554512	126554866	+	0.000	0.000	Merged-chr4-126554688-2
Merged-chr13-115103921-1	chr13	115103823	115104021	+	0.000	0.000	Merged-chr13-115103921-1
Merged-chr12-118394549-2	chr12	118394451	118394649	+	0.000	0.000	Merged-chr12-118394549-2
Merged-chr17-44654790-53	chr17	44654580	44654954	+	0.000	0.000	Merged-chr17-44654790-53
Merged-chr1-181881730-30	chr1	181881419	181882002	+	0.000	0.000	Merged-chr1-181881730-30
Merged-chr14-56260746-6	chr14	56260597	56260902	+	0.000	0.000	Merged-chr14-56260746-6
Merged-chr7-114069379-29	chr7	114069200	114069591	+	0.000	0.000	Merged-chr7-114069379-29
Merged-chr10-22149714-1	chr10	22149616	22149814	+	0.000	0.000	Merged-chr10-22149714-1
Merged-chr13-22006398-128	chr13	22005999	22006737	+	0.000	0.000	Merged-chr13-22006398-128
Merged-chr11-120643689-55	chr11	120643476	120643888	+	0.000	0.000	Merged-chr11-120643689-55
Merged-chr8-122460607-106	chr8	122459866	122461020	+	0.000	0.000	Merged-chr8-122460607-106
Merged-chr5-124050362-25	chr5	124050036	124050634	+	0.000	0.000	Merged-chr5-124050362-25
Merged-chr5-111196079-28	chr5	111195881	111196295	+	0.000	0.000	Merged-chr5-111196079-28
Merged-chr1-9859361-47	chr1	9859095	9859545	+	0.000	0.000	Merged-chr1-9859361-47
Merged-chr12-32202051-6	chr12	32201889	32202202	+	0.000	0.000	Merged-chr12-32202051-6
Merged-chr10-79695427-10	chr10	79695129	79695675	+	0.000	0.000	Merged-chr10-79695427-10
Merged-chr8-84660054-45	chr8	84659858	84660492	+	0.000	0.000	Merged-chr8-84660054-45
Merged-chr2-143992158-28	chr2	143991906	143992434	+	0.000	0.000	Merged-chr2-143992158-28
Merged-chr13-38151560-38	chr13	38151179	38152154	+	0.000	0.000	Merged-chr13-38151560-38
Merged-chr13-22043154-75	chr13	22042930	22043576	+	0.000	0.000	Merged-chr13-22043154-75
Merged-chr13-30686160-2	chr13	30686059	30686264	+	0.000	0.000	Merged-chr13-30686160-2
Merged-chr1-151572860-7	chr1	151572673	151573027	+	0.000	0.000	Merged-chr1-151572860-7
Merged-chr3-101293732-12	chr3	101293475	101293937	+	0.000	0.000	Merged-chr3-101293732-12
Merged-chr10-118096400-51	chr10	118096217	118096634	+	0.000	0.000	Merged-chr10-118096400-51
Merged-chr9-72662335-52	chr9	72661757	72662731	+	0.000	0.000	Merged-chr9-72662335-52
Merged-chr18-33213882-74	chr18	33213597	33214249	+	0.000	0.000	Merged-chr18-33213882-74
Merged-chr3-90476088-51	chr3	90475889	90476334	+	0.000	0.000	Merged-chr3-90476088-51
Merged-chr7-106529370-91	chr7	106528927	106529896	+	0.000	0.000	Merged-chr7-106529370-91
Merged-chr4-82755852-39	chr4	82755484	82756105	+	0.000	0.000	Merged-chr4-82755852-39
Merged-chr14-102810326-53	chr14	102810113	102810523	+	0.000	0.000	Merged-chr14-102810326-53
Merged-chr19-41397970-2	chr19	41397850	41398093	+	0.000	0.000	Merged-chr19-41397970-2
Merged-chr7-67419913-32	chr7	67419605	67420320	+	0.000	0.000	Merged-chr7-67419913-32
Merged-chr2-158734267-51	chr2	158733854	158734743	+	0.000	0.000	Merged-chr2-158734267-51
Merged-chr1-131555334-30	chr1	131555133	131555572	+	0.000	0.000	Merged-chr1-131555334-30
Merged-chr11-68451501-45	chr11	68451292	68451775	+	0.000	0.000	Merged-chr11-68451501-45
Merged-chr4-133056441-57	chr4	133055868	133056947	+	0.000	0.000	Merged-chr4-133056441-57
Merged-chr15-88828677-52	chr15	88828008	88829039	+	0.000	0.000	Merged-chr15-88828677-52
Merged-chr3-59222464-17	chr3	59222257	59222657	+	0.000	0.000	Merged-chr3-59222464-17
Merged-chr7-28598236-46	chr7	28598026	28598440	+	0.000	0.000	Merged-chr7-28598236-46
Merged-chr7-123354508-1	chr7	123354410	123354608	+	0.000	0.000	Merged-chr7-123354508-1
Merged-chr11-69066917-10	chr11	69066617	69067106	+	0.000	0.000	Merged-chr11-69066917-10
Merged-chr17-80207042-130	chr17	80206734	80207348	+	0.000	0.000	Merged-chr17-80207042-130
Merged-chr8-83612196-3	chr8	83612024	83612342	+	0.000	0.000	Merged-chr8-83612196-3
Merged-chr6-115971349-10	chr6	115971162	115971523	+	0.000	0.000	Merged-chr6-115971349-10
Merged-chr18-70572603-19	chr18	70572384	70572758	+	0.000	0.000	Merged-chr18-70572603-19
Merged-chr2-9574386-32	chr2	9574209	9574595	+	0.000	0.000	Merged-chr2-9574386-32
Merged-chr5-112273853-3	chr5	112273755	112273953	+	0.000	0.000	Merged-chr5-112273853-3
Merged-chr2-120094273-12	chr2	120094104	120094452	+	0.000	0.000	Merged-chr2-120094273-12
Merged-chr5-72259097-89	chr5	72258415	72259687	+	0.000	0.000	Merged-chr5-72259097-89
Merged-chr17-73953043-1	chr17	73952945	73953143	+	0.000	0.000	Merged-chr17-73953043-1
Merged-chr6-108672304-39	chr6	108672071	108672493	+	0.000	0.000	Merged-chr6-108672304-39
Merged-chr14-78685455-11	chr14	78685296	78685626	+	0.000	0.000	Merged-chr14-78685455-11
Merged-chr16-58543350-40	chr16	58543075	58543623	+	0.000	0.000	Merged-chr16-58543350-40
Merged-chr2-79127545-30	chr2	79127358	79127743	+	0.000	0.000	Merged-chr2-79127545-30
Merged-chr3-101229120-28	chr3	101228845	101229419	+	0.000	0.000	Merged-chr3-101229120-28
Merged-chr6-50390473-40	chr6	50390284	50390650	+	0.000	0.000	Merged-chr6-50390473-40
Merged-chr18-75368023-1	chr18	75367925	75368123	+	0.000	0.000	Merged-chr18-75368023-1
Merged-chr5-138187537-123	chr5	138187281	138187787	+	0.000	0.000	Merged-chr5-138187537-123
Merged-chr8-124242348-54	chr8	124242133	124242598	+	0.000	0.000	Merged-chr8-124242348-54
Merged-chr2-127133988-67	chr2	127133701	127134314	+	0.000	0.000	Merged-chr2-127133988-67
Merged-chr15-78804260-4	chr15	78804110	78804419	+	0.000	0.000	Merged-chr15-78804260-4
Merged-chr17-28967141-28	chr17	28966889	28967369	+	0.000	0.000	Merged-chr17-28967141-28
Merged-chr2-60962761-96	chr2	60961870	60963370	+	0.000	0.000	Merged-chr2-60962761-96
Merged-chr19-5956915-3	chr19	5956785	5957043	+	0.000	0.000	Merged-chr19-5956915-3
Merged-chr5-105499674-4	chr5	105499437	105499861	+	0.000	0.000	Merged-chr5-105499674-4
Merged-chr15-66862643-3	chr15	66862455	66862820	+	0.000	0.000	Merged-chr15-66862643-3
Merged-chr15-66730450-50	chr15	66730158	66730858	+	0.000	0.000	Merged-chr15-66730450-50
Merged-chr10-95416842-99	chr10	95416223	95417665	+	0.000	0.000	Merged-chr10-95416842-99
Merged-chr17-24162973-2	chr17	24162871	24163077	+	0.000	0.000	Merged-chr17-24162973-2
Merged-chr13-38152778-13	chr13	38152627	38152947	+	0.000	0.000	Merged-chr13-38152778-13
Merged-chr1-127557367-11	chr1	127557192	127557597	+	0.000	0.000	Merged-chr1-127557367-11
Merged-chr10-44685427-5	chr10	44685288	44685568	+	0.000	0.000	Merged-chr10-44685427-5
Merged-chr11-97118364-8	chr11	97118209	97118513	+	0.000	0.000	Merged-chr11-97118364-8
Merged-chr3-145933993-23	chr3	145933833	145934312	+	0.000	0.000	Merged-chr3-145933993-23
Merged-chr1-131021711-12	chr1	131021491	131021945	+	0.000	0.000	Merged-chr1-131021711-12
Merged-chr8-23237698-54	chr8	23237442	23237920	+	0.000	0.000	Merged-chr8-23237698-54
Merged-chr1-131012685-13	chr1	131012509	131012840	+	0.000	0.000	Merged-chr1-131012685-13
Merged-chr4-133650284-39	chr4	133650050	133650463	+	0.000	0.000	Merged-chr4-133650284-39
Merged-chr2-65135725-7	chr2	65135508	65135883	+	0.000	0.000	Merged-chr2-65135725-7
Merged-chr10-111507721-32	chr10	111507318	111508136	+	0.000	0.000	Merged-chr10-111507721-32
Merged-chr11-68448459-1	chr11	68448361	68448559	+	0.000	0.000	Merged-chr11-68448459-1
Merged-chr4-135103074-30	chr4	135102761	135103492	+	0.000	0.000	Merged-chr4-135103074-30
Merged-chr1-88699644-21	chr1	88699422	88699855	+	0.000	0.000	Merged-chr1-88699644-21
Merged-chr11-68446127-1	chr11	68446029	68446227	+	0.000	0.000	Merged-chr11-68446127-1
Merged-chr2-129285453-11	chr2	129285261	129285687	+	0.000	0.000	Merged-chr2-129285453-11
Merged-chr9-124067880-5	chr9	124067711	124068042	+	0.000	0.000	Merged-chr9-124067880-5
Merged-chr8-86837422-9	chr8	86837301	86837544	+	0.000	0.000	Merged-chr8-86837422-9
Merged-chr16-95702377-100	chr16	95701992	95702724	+	0.000	0.000	Merged-chr16-95702377-100
Merged-chr9-20961726-34	chr9	20961440	20962011	+	0.000	0.000	Merged-chr9-20961726-34
Merged-chr11-51644413-4	chr11	51644268	51644586	+	0.000	0.000	Merged-chr11-51644413-4
Merged-chr6-108570612-11	chr6	108570436	108570831	+	0.000	0.000	Merged-chr6-108570612-11
Merged-chr7-135736523-2	chr7	135736420	135736629	+	0.000	0.000	Merged-chr7-135736523-2
Merged-chr6-137541549-52	chr6	137541155	137541924	+	0.000	0.000	Merged-chr6-137541549-52
Merged-chr14-78749515-13	chr14	78749176	78749771	+	0.000	0.000	Merged-chr14-78749515-13
Merged-chr9-24410583-1	chr9	24410485	24410683	+	0.000	0.000	Merged-chr9-24410583-1
Merged-chr4-46565631-17	chr4	46565390	46565932	+	0.000	0.000	Merged-chr4-46565631-17
