#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1.dn.bed
Merged-chr6-48048352-72	chr6	48048076	48048781	+	0.000	0.000	Merged-chr6-48048352-72
Merged-chr4-129525565-21	chr4	129525361	129525753	+	0.000	0.000	Merged-chr4-129525565-21
Merged-chr3-131050062-6	chr3	131049915	131050194	+	0.000	0.000	Merged-chr3-131050062-6
Merged-chr19-57356416-6	chr19	57356256	57356639	+	0.000	0.000	Merged-chr19-57356416-6
Merged-chr11-119353075-1	chr11	119352977	119353175	+	0.000	0.000	Merged-chr11-119353075-1
Merged-chr15-73067607-62	chr15	73067403	73067886	+	0.000	0.000	Merged-chr15-73067607-62
Merged-chr6-99266278-23	chr6	99265933	99266650	+	0.000	0.000	Merged-chr6-99266278-23
Merged-chr19-5800884-9	chr19	5800452	5801276	+	0.000	0.000	Merged-chr19-5800884-9
Merged-chr2-91083113-36	chr2	91082900	91083341	+	0.000	0.000	Merged-chr2-91083113-36
Merged-chr9-89871377-1	chr9	89871279	89871477	+	0.000	0.000	Merged-chr9-89871377-1
Merged-chr10-96656400-23	chr10	96656173	96656583	+	0.000	0.000	Merged-chr10-96656400-23
Merged-chr17-46525802-4	chr17	46525685	46525947	+	0.000	0.000	Merged-chr17-46525802-4
Merged-chr14-61744186-5	chr14	61744024	61744371	+	0.000	0.000	Merged-chr14-61744186-5
Merged-chr6-57581328-81	chr6	57581135	57581537	+	0.000	0.000	Merged-chr6-57581328-81
Merged-chr10-60382282-6	chr10	60381985	60382565	+	0.000	0.000	Merged-chr10-60382282-6
Merged-chr1-192488126-14	chr1	192487820	192488548	+	0.000	0.000	Merged-chr1-192488126-14
Merged-chr16-90004802-1	chr16	90004704	90004902	+	0.000	0.000	Merged-chr16-90004802-1
Merged-chr12-32827241-16	chr12	32827007	32827424	+	0.000	0.000	Merged-chr12-32827241-16
Merged-chr5-65790920-2	chr5	65790790	65791052	+	0.000	0.000	Merged-chr5-65790920-2
Merged-chr19-29196940-3	chr19	29196836	29197044	+	0.000	0.000	Merged-chr19-29196940-3
Merged-chr10-17565414-37	chr10	17565240	17565671	+	0.000	0.000	Merged-chr10-17565414-37
Merged-chr3-110414849-1	chr3	110414751	110414949	+	0.000	0.000	Merged-chr3-110414849-1
Merged-chr7-68130066-5	chr7	68129852	68130269	+	0.000	0.000	Merged-chr7-68130066-5
Merged-chr14-30153038-10	chr14	30152843	30153196	+	0.000	0.000	Merged-chr14-30153038-10
Merged-chr3-129494383-46	chr3	129494197	129494629	+	0.000	0.000	Merged-chr3-129494383-46
Merged-chr2-135824469-2	chr2	135824288	135824652	+	0.000	0.000	Merged-chr2-135824469-2
Merged-chr6-41553590-24	chr6	41553353	41553876	+	0.000	0.000	Merged-chr6-41553590-24
Merged-chr7-143008523-86	chr7	143008339	143008798	+	0.000	0.000	Merged-chr7-143008523-86
Merged-chr7-141048528-56	chr7	141048110	141048796	+	0.000	0.000	Merged-chr7-141048528-56
Merged-chr6-142519262-28	chr6	142518961	142519520	+	0.000	0.000	Merged-chr6-142519262-28
Merged-chr3-84480339-69	chr3	84479932	84480679	+	0.000	0.000	Merged-chr3-84480339-69
Merged-chr13-112443606-16	chr13	112443371	112443801	+	0.000	0.000	Merged-chr13-112443606-16
Merged-chr2-172927809-45	chr2	172927604	172928065	+	0.000	0.000	Merged-chr2-172927809-45
Merged-chr5-107288558-3	chr5	107288328	107288773	+	0.000	0.000	Merged-chr5-107288558-3
Merged-chr4-129619163-52	chr4	129618946	129619394	+	0.000	0.000	Merged-chr4-129619163-52
Merged-chr17-27652291-8	chr17	27652119	27652480	+	0.000	0.000	Merged-chr17-27652291-8
Merged-chr12-17716127-80	chr12	17715722	17716807	+	0.000	0.000	Merged-chr12-17716127-80
Merged-chr11-69666223-23	chr11	69665863	69666488	+	0.000	0.000	Merged-chr11-69666223-23
Merged-chr19-46522561-12	chr19	46522360	46522773	+	0.000	0.000	Merged-chr19-46522561-12
Merged-chr9-118488337-36	chr9	118487697	118488776	+	0.000	0.000	Merged-chr9-118488337-36
Merged-chr2-61490220-2	chr2	61490122	61490320	+	0.000	0.000	Merged-chr2-61490220-2
Merged-chr10-7834042-2	chr10	7833879	7834208	+	0.000	0.000	Merged-chr10-7834042-2
Merged-chr9-25191824-38	chr9	25191617	25192059	+	0.000	0.000	Merged-chr9-25191824-38
Merged-chr1-192528226-2	chr1	192528116	192528339	+	0.000	0.000	Merged-chr1-192528226-2
Merged-chr15-98089164-1	chr15	98089066	98089264	+	0.000	0.000	Merged-chr15-98089164-1
Merged-chr19-5743763-3	chr19	5743647	5743875	+	0.000	0.000	Merged-chr19-5743763-3
Merged-chr8-72189738-56	chr8	72189429	72190048	+	0.000	0.000	Merged-chr8-72189738-56
Merged-chr2-169362509-1	chr2	169362411	169362609	+	0.000	0.000	Merged-chr2-169362509-1
Merged-chr2-18935718-26	chr2	18935488	18936033	+	0.000	0.000	Merged-chr2-18935718-26
Merged-chr4-6817535-45	chr4	6817206	6818069	+	0.000	0.000	Merged-chr4-6817535-45
Merged-chr6-48768830-54	chr6	48768507	48769285	+	0.000	0.000	Merged-chr6-48768830-54
Merged-chr2-28525849-107	chr2	28525220	28526139	+	0.000	0.000	Merged-chr2-28525849-107
Merged-chr9-25186654-66	chr9	25186350	25187092	+	0.000	0.000	Merged-chr9-25186654-66
Merged-chr7-30332139-43	chr7	30331929	30332336	+	0.000	0.000	Merged-chr7-30332139-43
Merged-chr5-103365833-17	chr5	103365700	103365983	+	0.000	0.000	Merged-chr5-103365833-17
Merged-chr12-52795426-5	chr12	52795246	52795645	+	0.000	0.000	Merged-chr12-52795426-5
Merged-chr16-45204582-16	chr16	45204330	45204781	+	0.000	0.000	Merged-chr16-45204582-16
Merged-chr15-98067714-22	chr15	98067473	98067907	+	0.000	0.000	Merged-chr15-98067714-22
Merged-chr7-101600630-30	chr7	101600337	101600844	+	0.000	0.000	Merged-chr7-101600630-30
Merged-chr6-125222318-50	chr6	125222087	125222516	+	0.000	0.000	Merged-chr6-125222318-50
Merged-chr1-152819680-3	chr1	152819553	152819833	+	0.000	0.000	Merged-chr1-152819680-3
Merged-chr19-46502941-32	chr19	46502538	46503231	+	0.000	0.000	Merged-chr19-46502941-32
Merged-chr3-138742542-118	chr3	138741855	138742836	+	0.000	0.000	Merged-chr3-138742542-118
Merged-chr11-3202714-92	chr11	3202235	3203282	+	0.000	0.000	Merged-chr11-3202714-92
Merged-chr12-17553684-1	chr12	17553586	17553784	+	0.000	0.000	Merged-chr12-17553684-1
Merged-chr4-44962580-14	chr4	44962421	44962760	+	0.000	0.000	Merged-chr4-44962580-14
Merged-chr6-128764213-62	chr6	128764019	128764391	+	0.000	0.000	Merged-chr6-128764213-62
Merged-chr5-122310940-18	chr5	122310769	122311109	+	0.000	0.000	Merged-chr5-122310940-18
Merged-chr4-95547132-2	chr4	95547004	95547263	+	0.000	0.000	Merged-chr4-95547132-2
Merged-chr15-73581283-19	chr15	73581072	73581603	+	0.000	0.000	Merged-chr15-73581283-19
Merged-chr2-28523932-3	chr2	28523822	28524056	+	0.000	0.000	Merged-chr2-28523932-3
Merged-chr2-30171735-62	chr2	30171360	30172126	+	0.000	0.000	Merged-chr2-30171735-62
Merged-chr12-83929616-29	chr12	83929414	83929863	+	0.000	0.000	Merged-chr12-83929616-29
Merged-chr10-68154623-2	chr10	68154486	68154762	+	0.000	0.000	Merged-chr10-68154623-2
Merged-chr17-33910689-1	chr17	33910591	33910789	+	0.000	0.000	Merged-chr17-33910689-1
Merged-chr6-146387186-17	chr6	146387029	146387387	+	0.000	0.000	Merged-chr6-146387186-17
Merged-chr1-181227002-33	chr1	181226789	181227233	+	0.000	0.000	Merged-chr1-181227002-33
Merged-chr8-81703996-53	chr8	81703681	81704320	+	0.000	0.000	Merged-chr8-81703996-53
Merged-chr9-62488968-16	chr9	62488789	62489158	+	0.000	0.000	Merged-chr9-62488968-16
Merged-chr12-16185844-40	chr12	16185475	16186126	+	0.000	0.000	Merged-chr12-16185844-40
Merged-chr9-98318602-1	chr9	98318504	98318702	+	0.000	0.000	Merged-chr9-98318602-1
Merged-chr1-128768118-1	chr1	128768020	128768218	+	0.000	0.000	Merged-chr1-128768118-1
Merged-chr4-102741499-16	chr4	102741275	102741844	+	0.000	0.000	Merged-chr4-102741499-16
Merged-chr1-92069636-27	chr1	92069440	92069884	+	0.000	0.000	Merged-chr1-92069636-27
Merged-chr9-110891254-3	chr9	110891132	110891386	+	0.000	0.000	Merged-chr9-110891254-3
Merged-chr9-85679543-10	chr9	85679381	85679684	+	0.000	0.000	Merged-chr9-85679543-10
Merged-chr15-57793258-25	chr15	57793057	57793508	+	0.000	0.000	Merged-chr15-57793258-25
Merged-chr6-59411943-3	chr6	59411790	59412102	+	0.000	0.000	Merged-chr6-59411943-3
Merged-chr10-99206263-19	chr10	99205977	99206470	+	0.000	0.000	Merged-chr10-99206263-19
Merged-chr18-50035311-3	chr18	50035188	50035444	+	0.000	0.000	Merged-chr18-50035311-3
Merged-chr10-13474425-98	chr10	13474061	13474899	+	0.000	0.000	Merged-chr10-13474425-98
Merged-chr2-174127192-30	chr2	174126904	174127592	+	0.000	0.000	Merged-chr2-174127192-30
Merged-chr6-129210550-50	chr6	129210326	129210776	+	0.000	0.000	Merged-chr6-129210550-50
Merged-chr12-85702871-4	chr12	85702747	85702994	+	0.000	0.000	Merged-chr12-85702871-4
Merged-chr15-27800406-19	chr15	27799972	27800635	+	0.000	0.000	Merged-chr15-27800406-19
Merged-chr16-92019573-78	chr16	92019212	92019902	+	0.000	0.000	Merged-chr16-92019573-78
Merged-chr19-46502185-13	chr19	46501955	46502490	+	0.000	0.000	Merged-chr19-46502185-13
Merged-chr6-37199705-1	chr6	37199607	37199805	+	0.000	0.000	Merged-chr6-37199705-1
Merged-chr1-181211865-134	chr1	181211300	181212446	+	0.000	0.000	Merged-chr1-181211865-134
Merged-chr7-80680474-47	chr7	80680250	80680691	+	0.000	0.000	Merged-chr7-80680474-47
Merged-chr6-129283434-23	chr6	129283098	129283957	+	0.000	0.000	Merged-chr6-129283434-23
Merged-chr4-86925152-26	chr4	86924870	86925338	+	0.000	0.000	Merged-chr4-86925152-26
Merged-chr2-169428899-3	chr2	169428773	169429041	+	0.000	0.000	Merged-chr2-169428899-3
Merged-chr2-69716741-5	chr2	69716620	69716867	+	0.000	0.000	Merged-chr2-69716741-5
Merged-chr10-121305598-5	chr10	121305446	121305753	+	0.000	0.000	Merged-chr10-121305598-5
Merged-chr6-98843089-22	chr6	98842787	98843395	+	0.000	0.000	Merged-chr6-98843089-22
Merged-chr5-123021694-21	chr5	123021490	123021930	+	0.000	0.000	Merged-chr5-123021694-21
Merged-chr15-53345998-78	chr15	53345556	53346402	+	0.000	0.000	Merged-chr15-53345998-78
Merged-chr9-61681164-50	chr9	61680781	61681486	+	0.000	0.000	Merged-chr9-61681164-50
Merged-chr6-115524627-15	chr6	115524406	115524836	+	0.000	0.000	Merged-chr6-115524627-15
Merged-chr1-181229140-10	chr1	181229003	181229298	+	0.000	0.000	Merged-chr1-181229140-10
Merged-chr5-107279533-8	chr5	107279373	107279662	+	0.000	0.000	Merged-chr5-107279533-8
Merged-chr6-59451158-16	chr6	59450987	59451342	+	0.000	0.000	Merged-chr6-59451158-16
Merged-chr10-67537242-130	chr10	67536912	67537716	+	0.000	0.000	Merged-chr10-67537242-130
Merged-chr7-35127925-16	chr7	35127580	35128174	+	0.000	0.000	Merged-chr7-35127925-16
Merged-chr4-7199356-18	chr4	7199211	7199514	+	0.000	0.000	Merged-chr4-7199356-18
Merged-chr2-117389704-2	chr2	117389573	117389837	+	0.000	0.000	Merged-chr2-117389704-2
Merged-chr3-87770520-4	chr3	87770411	87770648	+	0.000	0.000	Merged-chr3-87770520-4
Merged-chr1-138248268-25	chr1	138248064	138248762	+	0.000	0.000	Merged-chr1-138248268-25
Merged-chr11-23819028-15	chr11	23818858	23819184	+	0.000	0.000	Merged-chr11-23819028-15
Merged-chr2-103663378-1	chr2	103663280	103663478	+	0.000	0.000	Merged-chr2-103663378-1
Merged-chr2-163253576-63	chr2	163253324	163253874	+	0.000	0.000	Merged-chr2-163253576-63
Merged-chr14-7977586-47	chr14	7977268	7977961	+	0.000	0.000	Merged-chr14-7977586-47
Merged-chr14-7997468-46	chr14	7997212	7997638	+	0.000	0.000	Merged-chr14-7997468-46
Merged-chr10-12888601-47	chr10	12888317	12888831	+	0.000	0.000	Merged-chr10-12888601-47
Merged-chr7-81548936-4	chr7	81548808	81549053	+	0.000	0.000	Merged-chr7-81548936-4
Merged-chr11-23769883-11	chr11	23769692	23770103	+	0.000	0.000	Merged-chr11-23769883-11
Merged-chr2-18975583-1	chr2	18975485	18975683	+	0.000	0.000	Merged-chr2-18975583-1
Merged-chr16-92062539-23	chr16	92062251	92062751	+	0.000	0.000	Merged-chr16-92062539-23
Merged-chr10-60566717-28	chr10	60566297	60567029	+	0.000	0.000	Merged-chr10-60566717-28
Merged-chr9-61753912-30	chr9	61753671	61754182	+	0.000	0.000	Merged-chr9-61753912-30
Merged-chr3-52088711-20	chr3	52088451	52088989	+	0.000	0.000	Merged-chr3-52088711-20
Merged-chr12-15811206-3	chr12	15811048	15811390	+	0.000	0.000	Merged-chr12-15811206-3
Merged-chr8-111572006-3	chr8	111571798	111572171	+	0.000	0.000	Merged-chr8-111572006-3
Merged-chr19-17339718-30	chr19	17339494	17339963	+	0.000	0.000	Merged-chr19-17339718-30
Merged-chr8-61928211-74	chr8	61927774	61928525	+	0.000	0.000	Merged-chr8-61928211-74
Merged-chr19-11467244-4	chr19	11467046	11467405	+	0.000	0.000	Merged-chr19-11467244-4
Merged-chr6-143179882-3	chr6	143179715	143180078	+	0.000	0.000	Merged-chr6-143179882-3
Merged-chr15-36375084-60	chr15	36374708	36375377	+	0.000	0.000	Merged-chr15-36375084-60
Merged-chr3-131057396-52	chr3	131057203	131057612	+	0.000	0.000	Merged-chr3-131057396-52
Merged-chr5-122994726-55	chr5	122994453	122994954	+	0.000	0.000	Merged-chr5-122994726-55
Merged-chr18-78959917-1	chr18	78959819	78960017	+	0.000	0.000	Merged-chr18-78959917-1
Merged-chr10-12841679-31	chr10	12841228	12842007	+	0.000	0.000	Merged-chr10-12841679-31
Merged-chr5-135711032-5	chr5	135710896	135711189	+	0.000	0.000	Merged-chr5-135711032-5
Merged-chr10-14087523-10	chr10	14087365	14087720	+	0.000	0.000	Merged-chr10-14087523-10
Merged-chr17-21474499-116	chr17	21473952	21474785	+	0.000	0.000	Merged-chr17-21474499-116
Merged-chr8-95679341-1	chr8	95679243	95679441	+	0.000	0.000	Merged-chr8-95679341-1
Merged-chr5-25223031-65	chr5	25222582	25223293	+	0.000	0.000	Merged-chr5-25223031-65
Merged-chr19-4283203-50	chr19	4282936	4283427	+	0.000	0.000	Merged-chr19-4283203-50
Merged-chr1-36501424-22	chr1	36501246	36501675	+	0.000	0.000	Merged-chr1-36501424-22
Merged-chr13-112355130-25	chr13	112354839	112355423	+	0.000	0.000	Merged-chr13-112355130-25
Merged-chr15-6672334-1	chr15	6672236	6672434	+	0.000	0.000	Merged-chr15-6672334-1
Merged-chr5-135616248-16	chr5	135616082	135616391	+	0.000	0.000	Merged-chr5-135616248-16
Merged-chr4-34231399-16	chr4	34231211	34231578	+	0.000	0.000	Merged-chr4-34231399-16
Merged-chr6-128754186-37	chr6	128753854	128754636	+	0.000	0.000	Merged-chr6-128754186-37
Merged-chr11-94261974-7	chr11	94261780	94262239	+	0.000	0.000	Merged-chr11-94261974-7
Merged-chr13-92610910-95	chr13	92610527	92611264	+	0.000	0.000	Merged-chr13-92610910-95
Merged-chr8-91544199-22	chr8	91544018	91544354	+	0.000	0.000	Merged-chr8-91544199-22
Merged-chr11-6559219-2	chr11	6559115	6559325	+	0.000	0.000	Merged-chr11-6559219-2
Merged-chr12-41201974-1	chr12	41201876	41202074	+	0.000	0.000	Merged-chr12-41201974-1
Merged-chr14-57729995-40	chr14	57729525	57730516	+	0.000	0.000	Merged-chr14-57729995-40
Merged-chr12-112619914-70	chr12	112619294	112620309	+	0.000	0.000	Merged-chr12-112619914-70
Merged-chr15-79830573-6	chr15	79830369	79830765	+	0.000	0.000	Merged-chr15-79830573-6
Merged-chr11-23782249-9	chr11	23782062	23782436	+	0.000	0.000	Merged-chr11-23782249-9
Merged-chr19-29272256-4	chr19	29272013	29272450	+	0.000	0.000	Merged-chr19-29272256-4
Merged-chrX-135009119-100	chrX	135008709	135009378	+	0.000	0.000	Merged-chrX-135009119-100
Merged-chr7-128669075-5	chr7	128668945	128669198	+	0.000	0.000	Merged-chr7-128669075-5
Merged-chr2-135873897-14	chr2	135873630	135874213	+	0.000	0.000	Merged-chr2-135873897-14
Merged-chr10-80399413-104	chr10	80399217	80399591	+	0.000	0.000	Merged-chr10-80399413-104
Merged-chr2-144637414-14	chr2	144637250	144637580	+	0.000	0.000	Merged-chr2-144637414-14
Merged-chr18-35831986-19	chr18	35831677	35832245	+	0.000	0.000	Merged-chr18-35831986-19
Merged-chr4-16579870-1	chr4	16579772	16579970	+	0.000	0.000	Merged-chr4-16579870-1
Merged-chr12-21172304-14	chr12	21172106	21172477	+	0.000	0.000	Merged-chr12-21172304-14
Merged-chr8-70695540-7	chr8	70695352	70695719	+	0.000	0.000	Merged-chr8-70695540-7
Merged-chr11-69408821-21	chr11	69408664	69408995	+	0.000	0.000	Merged-chr11-69408821-21
Merged-chr6-99378844-2	chr6	99378731	99378960	+	0.000	0.000	Merged-chr6-99378844-2
Merged-chr6-37200989-6	chr6	37200777	37201205	+	0.000	0.000	Merged-chr6-37200989-6
Merged-chr2-28526333-12	chr2	28526172	28526529	+	0.000	0.000	Merged-chr2-28526333-12
Merged-chr6-37459793-1	chr6	37459695	37459893	+	0.000	0.000	Merged-chr6-37459793-1
Merged-chr4-156013915-55	chr4	156013589	156014479	+	0.000	0.000	Merged-chr4-156013915-55
Merged-chr15-86185738-71	chr15	86185338	86186228	+	0.000	0.000	Merged-chr15-86185738-71
Merged-chr1-91908187-5	chr1	91907924	91908428	+	0.000	0.000	Merged-chr1-91908187-5
Merged-chr10-121268962-23	chr10	121268752	121269183	+	0.000	0.000	Merged-chr10-121268962-23
Merged-chr10-60381393-83	chr10	60380917	60381946	+	0.000	0.000	Merged-chr10-60381393-83
Merged-chr15-6601704-81	chr15	6601053	6602552	+	0.000	0.000	Merged-chr15-6601704-81
Merged-chr2-59676734-32	chr2	59676512	59677009	+	0.000	0.000	Merged-chr2-59676734-32
Merged-chr2-144658008-6	chr2	144657725	144658226	+	0.000	0.000	Merged-chr2-144658008-6
Merged-chr8-84700056-8	chr8	84699916	84700267	+	0.000	0.000	Merged-chr8-84700056-8
Merged-chr9-62555590-11	chr9	62555417	62555747	+	0.000	0.000	Merged-chr9-62555590-11
Merged-chr15-77733561-52	chr15	77733239	77733848	+	0.000	0.000	Merged-chr15-77733561-52
Merged-chr3-138877882-3	chr3	138877702	138878040	+	0.000	0.000	Merged-chr3-138877882-3
Merged-chr3-131019630-77	chr3	131019432	131019918	+	0.000	0.000	Merged-chr3-131019630-77
Merged-chr10-77984793-34	chr10	77984503	77985024	+	0.000	0.000	Merged-chr10-77984793-34
Merged-chr18-79080001-30	chr18	79079704	79080424	+	0.000	0.000	Merged-chr18-79080001-30
Merged-chr1-69554297-12	chr1	69554106	69554500	+	0.000	0.000	Merged-chr1-69554297-12
Merged-chr9-14365673-24	chr9	14365451	14365873	+	0.000	0.000	Merged-chr9-14365673-24
Merged-chr3-68969337-9	chr3	68969156	68969499	+	0.000	0.000	Merged-chr3-68969337-9
Merged-chr17-9002640-32	chr17	9002394	9002889	+	0.000	0.000	Merged-chr17-9002640-32
Merged-chr12-8827572-4	chr12	8827404	8827713	+	0.000	0.000	Merged-chr12-8827572-4
Merged-chr11-44470413-135	chr11	44470070	44470898	+	0.000	0.000	Merged-chr11-44470413-135
Merged-chr7-79466240-66	chr7	79465997	79466555	+	0.000	0.000	Merged-chr7-79466240-66
Merged-chr1-40059347-36	chr1	40059090	40059653	+	0.000	0.000	Merged-chr1-40059347-36
Merged-chr12-40459917-13	chr12	40459604	40460203	+	0.000	0.000	Merged-chr12-40459917-13
Merged-chr5-135628870-1	chr5	135628772	135628970	+	0.000	0.000	Merged-chr5-135628870-1
Merged-chr4-145284668-43	chr4	145284233	145285076	+	0.000	0.000	Merged-chr4-145284668-43
Merged-chr7-120851847-38	chr7	120851481	120852211	+	0.000	0.000	Merged-chr7-120851847-38
Merged-chr12-82171817-7	chr12	82171559	82172002	+	0.000	0.000	Merged-chr12-82171817-7
Merged-chr19-46528871-38	chr19	46528664	46529167	+	0.000	0.000	Merged-chr19-46528871-38
Merged-chr2-33371227-82	chr2	33370784	33371599	+	0.000	0.000	Merged-chr2-33371227-82
Merged-chr10-96569818-31	chr10	96569281	96570531	+	0.000	0.000	Merged-chr10-96569818-31
Merged-chr9-25187350-4	chr9	25187201	25187487	+	0.000	0.000	Merged-chr9-25187350-4
Merged-chr6-147537391-1	chr6	147537293	147537491	+	0.000	0.000	Merged-chr6-147537391-1
Merged-chr11-77216325-91	chr11	77215574	77216906	+	0.000	0.000	Merged-chr11-77216325-91
Merged-chr2-72083129-6	chr2	72082992	72083279	+	0.000	0.000	Merged-chr2-72083129-6
Merged-chr16-97535153-8	chr16	97534910	97535336	+	0.000	0.000	Merged-chr16-97535153-8
Merged-chr4-145306673-4	chr4	145306540	145306807	+	0.000	0.000	Merged-chr4-145306673-4
Merged-chr12-103337939-2	chr12	103337759	103338122	+	0.000	0.000	Merged-chr12-103337939-2
Merged-chr12-8348110-3	chr12	8347972	8348231	+	0.000	0.000	Merged-chr12-8348110-3
Merged-chr14-10453327-99	chr14	10453060	10453525	+	0.000	0.000	Merged-chr14-10453327-99
Merged-chr6-129255226-26	chr6	129254980	129255543	+	0.000	0.000	Merged-chr6-129255226-26
Merged-chr8-27159514-57	chr8	27159265	27159868	+	0.000	0.000	Merged-chr8-27159514-57
Merged-chr19-34526607-16	chr19	34526397	34526779	+	0.000	0.000	Merged-chr19-34526607-16
Merged-chr10-121420246-43	chr10	121420055	121420586	+	0.000	0.000	Merged-chr10-121420246-43
Merged-chr7-128498160-2	chr7	128498021	128498301	+	0.000	0.000	Merged-chr7-128498160-2
Merged-chr3-87387698-10	chr3	87387474	87387895	+	0.000	0.000	Merged-chr3-87387698-10
Merged-chrX-12134249-2	chrX	12134126	12134375	+	0.000	0.000	Merged-chrX-12134249-2
Merged-chr6-124745799-51	chr6	124745495	124746428	+	0.000	0.000	Merged-chr6-124745799-51
Merged-chr3-52030125-49	chr3	52029690	52030455	+	0.000	0.000	Merged-chr3-52030125-49
Merged-chr3-138867429-26	chr3	138867091	138867701	+	0.000	0.000	Merged-chr3-138867429-26
Merged-chr10-121693287-26	chr10	121693024	121693625	+	0.000	0.000	Merged-chr10-121693287-26
Merged-chr12-112618139-25	chr12	112617959	112618327	+	0.000	0.000	Merged-chr12-112618139-25
Merged-chr16-33582051-1	chr16	33581953	33582151	+	0.000	0.000	Merged-chr16-33582051-1
Merged-chr16-25274281-15	chr16	25274101	25274454	+	0.000	0.000	Merged-chr16-25274281-15
Merged-chr12-40529975-10	chr12	40529804	40530142	+	0.000	0.000	Merged-chr12-40529975-10
Merged-chr10-96588454-52	chr10	96588173	96588801	+	0.000	0.000	Merged-chr10-96588454-52
Merged-chr3-137868303-1	chr3	137868205	137868403	+	0.000	0.000	Merged-chr3-137868303-1
Merged-chr2-132051940-20	chr2	132051726	132052198	+	0.000	0.000	Merged-chr2-132051940-20
Merged-chr8-70776141-1	chr8	70776043	70776241	+	0.000	0.000	Merged-chr8-70776141-1
Merged-chr1-165579440-1	chr1	165579342	165579540	+	0.000	0.000	Merged-chr1-165579440-1
Merged-chr17-45506965-50	chr17	45506814	45507139	+	0.000	0.000	Merged-chr17-45506965-50
Merged-chr15-100685489-2	chr15	100685376	100685605	+	0.000	0.000	Merged-chr15-100685489-2
Merged-chrX-57175645-1	chrX	57175547	57175745	+	0.000	0.000	Merged-chrX-57175645-1
Merged-chr12-41146661-3	chr12	41146520	41146801	+	0.000	0.000	Merged-chr12-41146661-3
Merged-chr2-91986276-9	chr2	91986091	91986459	+	0.000	0.000	Merged-chr2-91986276-9
Merged-chr8-81695130-10	chr8	81694949	81695309	+	0.000	0.000	Merged-chr8-81695130-10
Merged-chr10-19999210-7	chr10	19999057	19999375	+	0.000	0.000	Merged-chr10-19999210-7
Merged-chr6-94544082-21	chr6	94543813	94544304	+	0.000	0.000	Merged-chr6-94544082-21
Merged-chr14-11038136-4	chr14	11038003	11038272	+	0.000	0.000	Merged-chr14-11038136-4
Merged-chr15-58214426-1	chr15	58214328	58214526	+	0.000	0.000	Merged-chr15-58214426-1
Merged-chr11-59809767-149	chr11	59809556	59810146	+	0.000	0.000	Merged-chr11-59809767-149
Merged-chr14-120347945-44	chr14	120347623	120348191	+	0.000	0.000	Merged-chr14-120347945-44
Merged-chr2-91948356-2	chr2	91948258	91948456	+	0.000	0.000	Merged-chr2-91948356-2
Merged-chr17-34931482-67	chr17	34931104	34932252	+	0.000	0.000	Merged-chr17-34931482-67
Merged-chr10-55400969-1	chr10	55400871	55401069	+	0.000	0.000	Merged-chr10-55400969-1
Merged-chr7-28384283-3	chr7	28384143	28384459	+	0.000	0.000	Merged-chr7-28384283-3
Merged-chr2-181679007-36	chr2	181678808	181679278	+	0.000	0.000	Merged-chr2-181679007-36
Merged-chr3-138864342-22	chr3	138864096	138864587	+	0.000	0.000	Merged-chr3-138864342-22
Merged-chr10-128743344-1	chr10	128743246	128743444	+	0.000	0.000	Merged-chr10-128743344-1
Merged-chr3-69041504-24	chr3	69041270	69041672	+	0.000	0.000	Merged-chr3-69041504-24
Merged-chr18-79064378-58	chr18	79064086	79064613	+	0.000	0.000	Merged-chr18-79064378-58
Merged-chr17-84352378-5	chr17	84352149	84352613	+	0.000	0.000	Merged-chr17-84352378-5
Merged-chr12-8771692-58	chr12	8771218	8772272	+	0.000	0.000	Merged-chr12-8771692-58
Merged-chr11-113182546-1	chr11	113182448	113182646	+	0.000	0.000	Merged-chr11-113182546-1
Merged-chr10-60189958-4	chr10	60189801	60190100	+	0.000	0.000	Merged-chr10-60189958-4
Merged-chr4-116704026-8	chr4	116703834	116704194	+	0.000	0.000	Merged-chr4-116704026-8
Merged-chr9-61859765-62	chr9	61859366	61860214	+	0.000	0.000	Merged-chr9-61859765-62
Merged-chr5-29196327-1	chr5	29196229	29196427	+	0.000	0.000	Merged-chr5-29196327-1
Merged-chr2-103608151-12	chr2	103607945	103608339	+	0.000	0.000	Merged-chr2-103608151-12
Merged-chr4-95778146-34	chr4	95777818	95778658	+	0.000	0.000	Merged-chr4-95778146-34
Merged-chr2-131423775-8	chr2	131423621	131423932	+	0.000	0.000	Merged-chr2-131423775-8
Merged-chr3-88775263-42	chr3	88775073	88775484	+	0.000	0.000	Merged-chr3-88775263-42
Merged-chr2-169360551-6	chr2	169360377	169360716	+	0.000	0.000	Merged-chr2-169360551-6
Merged-chr17-84328781-5	chr17	84328647	84328909	+	0.000	0.000	Merged-chr17-84328781-5
Merged-chr13-43767810-15	chr13	43767545	43768036	+	0.000	0.000	Merged-chr13-43767810-15
Merged-chr17-84241728-6	chr17	84241594	84241890	+	0.000	0.000	Merged-chr17-84241728-6
Merged-chr7-128392069-3	chr7	128391955	128392201	+	0.000	0.000	Merged-chr7-128392069-3
